Orthogroup	Euclidium_syriacum	Cardamine_hirsuta
OG0007304	ESY16_g61927_DN3_SP0_c0.t1	CARHR030830
OG0007305	ESY16_g61905_DN3_SP0_c0.t1	CARHR287020
OG0007306	ESY16_g61765_DN3_SP0_c0.t1	CARHR031460
OG0007307	ESY16_g61763_DN3_SP7_c0.t1	CARHR031490
OG0007308	ESY16_g61758_DN3_SP8_c0.t1	CARHR031530
OG0007309	ESY16_g61743_DN3_SP6_c0.t1	CARHR031610
OG0007310	ESY16_g61703_DN3_SP7_c0.t1	CARHR031810, CARHR031820
OG0007311	ESY16_g61691_DN3_SP8_c0.t1	CARHR031900
OG0007312	ESY10_g14372_DN3_SP8_c0.t1	CARHR145090
OG0007313	ESY10_g14316_DN3_SP8_c0.t1	CARHR145410
OG0007314	ESY10_g14309_DN3_SP1_c0.t1	CARHR145430
OG0007315	ESY10_g14294_DN3_SP0_c0.t1	CARHR145530
OG0007316	ESY10_g14229_DN3_SP3_c0.t1	CARHR145680
OG0007317	ESY6_g50317_DN3_SP8_c0.t1	CARHR280990
OG0007318	ESY6_g50379_DN3_SP8_c0.t1	CARHR280410
OG0007319	ESY6_g50400_DN3_SP0_c0.t1	CARHR280260
OG0007320	ESY6_g50402_DN3_SP8_c0.t1	CARHR280240
OG0007321	ESY4_g23940_DN2_SP7_c0.t1	CARHR235960
OG0007323	ESY6_g50452_DN3_SP0_c22.t1	CARHR279770
OG0007324	ESY5_g2978_DN3_SP0_c0.t1, ESY6_g50465_DN3_SP0_c0.t1	CARHR279660
OG0007325	ESY6_g50466_DN3_SP8_c0.t1	CARHR279650
OG0007326	ESY6_g50496_DN3_SP8_c0.t1	CARHR279450
OG0007327	ESY6_g50510_DN2_SP0_c0.t1	CARHR279300
OG0007328	ESY6_g50515_DN3_SP8_c0.t1	CARHR279250
OG0007329	ESY6_g50554_DN3_SP8_c0.t1	CARHR279000
OG0007330	ESY6_g50613_DN3_SP8_c0.t1	CARHR203430, CARHR278810
OG0007331	ESY6_g50615_DN3_SP6_c0.t1	CARHR278780
OG0007332	ESY6_g50632_DN3_SP8_c0.t1	CARHR278650
OG0007333	ESY2_g35229_DN3_SP0_c0.t1, ESY6_g50666_DN3_SP0_c0.t1	CARHR278510
OG0007334	ESY6_g50673_DN3_SP0_c0.t1	CARHR278440
OG0007335	ESY6_g50678_DN3_SP0_c0.t1	CARHR278410
OG0007336	ESY6_g50680_DN3_SP0_c0.t1	CARHR278400
OG0007337	ESY6_g50689_DN3_SP0_c0.t1	CARHR278330
OG0007338	ESY6_g50695_DN3_SP0_c0.t1	CARHR278290
OG0007339	ESY6_g50722_DN3_SP8_c0.t1	CARHR278040
OG0007340	ESY6_g50738_DN3_SP0_c0.t1	CARHR277920
OG0007341	ESY6_g49595_DN3_SP8_c0.t1	CARHR277900
OG0007342	ESY5_g3536_DN3_SP0_c0.t1, ESY6_g49605_DN3_SP0_c0.t1, ESY6_g49606_DN3_SP0_c0.t1	CARHR277800
OG0007343	ESY6_g49619_DN3_SP8_c0.t1	CARHR277740
OG0007344	ESY6_g49623_DN3_SP7_c0.t1	CARHR277700
OG0007345	ESY6_g49726_DN3_SP7_c0.t1	CARHR277030
OG0007346	ESY6_g49728_DN3_SP2_c0.t1	CARHR277000
OG0007347	ESY6_g49744_DN3_SP8_c0.t1	CARHR276970
OG0007348	ESY6_g49745_DN3_SP0_c0.t1	CARHR276960
OG0007349	ESY6_g49750_DN3_SP0_c0.t1	CARHR276920
OG0007350	ESY6_g49822_DN3_SP0_c0.t1	CARHR276560
OG0007351	ESY6_g49361_DN3_SP0_c0.t1	CARHR276240
OG0007352	ESY6_g49362_DN3_SP0_c0.t1	CARHR276230
OG0007353	ESY6_g49379_DN3_SP5_c11.t1	CARHR276050
OG0007354	ESY6_g49425_DN3_SP2_c0.t1, ESY6_g49489_DN2_SP0_c0.t1	CARHR275750
OG0007355	ESY27_g13584_DN3_SP0_c0.t1	CARHR219740
OG0007356	ESY6_g49470_DN3_SP0_c0.t1	CARHR275460
OG0007357	ESY6_g49477_DN3_SP0_c0.t1	CARHR275380
OG0007358	ESY6_g49482_DN3_SP0_c0.t1	CARHR275330
OG0007359	ESY6_g49485_DN3_SP8_c7.t1, ESY24_g32911_DN2_SP0_c0.t1	CARHR275300
OG0007360	ESY6_g49521_DN2_SP0_c0.t1	CARHR275100
OG0007361	ESY6_g49565_DN3_SP0_c0.t1	CARHR274740
OG0007362	ESY6_g49580_DN3_SP3_c0.t1	CARHR274610
OG0007363	ESY6_g49582_DN3_SP8_c0.t1	CARHR274600
OG0007364	ESY6_g50204_DN3_SP0_c0.t1	CARHR190430
OG0007365	ESY7_g19082_DN3_SP0_c0.t1, ESY6_g50153_DN3_SP0_c0.t1, ESY7_g19083_DN3_SP0_c0.t1	CARHR189980
OG0007366	ESY6_g50142_DN3_SP0_c0.t1	CARHR189840
OG0007367	ESY6_g50136_DN3_SP7_c0.t1	CARHR189780
OG0007368	ESY6_g50125_DN3_SP0_c0.t1	CARHR189650
OG0007369	ESY6_g50096_DN3_SP2_c0.t1	CARHR189350
OG0007370	ESY6_g50089_DN3_SP6_c0.t1	CARHR189260
OG0007371	ESY6_g50072_DN3_SP3_c0.t1	CARHR189120
OG0007372	ESY6_g50055_DN3_SP1_c0.t1	CARHR188940
OG0007373	ESY1_g9662_DN2_SP0_c0.t1	CARHR158420
OG0007374	ESY6_g50040_DN3_SP0_c0.t1	CARHR188830
OG0007375	ESY22_g40786_DN3_SP0_c0.t1, ESY6_g50038_DN3_SP0_c0.t1	CARHR188820
OG0007376	ESY6_g50033_DN3_SP0_c10.t1	CARHR188780
OG0007378	ESY6_g49998_DN1_SP0_c0.t1, ESY6_g49997_DN3_SP0_c0.t1	CARHR188420
OG0007379	ESY6_g49996_DN3_SP0_c0.t1	CARHR188410
OG0007380	ESY6_g49968_DN3_SP0_c0.t1	CARHR188090
OG0007381	ESY6_g49955_DN2_SP0_c0.t1	CARHR187900
OG0007382	ESY6_g49950_DN3_SP1_c0.t1	CARHR187840
OG0007383	ESY6_g49933_DN3_SP8_c0.t1	CARHR187650
OG0007384	ESY6_g49874_DN3_SP0_c0.t1	CARHR193550
OG0007385	ESY6_g49868_DN3_SP5_c0.t1	CARHR193610
OG0007386	ESY6_g49849_DN3_SP8_c0.t1	CARHR193230
OG0007387	ESY6_g49848_DN3_SP8_c0.t1	CARHR193220
OG0007390	ESY6_g49288_DN3_SP0_c0.t1	CARHR193000
OG0007391	ESY6_g49277_DN3_SP7_c0.t1	CARHR192910
OG0007392	ESY6_g49249_DN3_SP0_c0.t1	CARHR192730
OG0007393	ESY6_g49243_DN3_SP7_c0.t1	CARHR192680
OG0007394	ESY6_g49194_DN3_SP8_c0.t1	CARHR192290
OG0007395	ESY6_g49170_DN3_SP0_c0.t1	CARHR192070
OG0007396	ESY6_g49156_DN3_SP0_c0.t1	CARHR191950
OG0007397	ESY6_g49152_DN3_SP4_c0.t1	CARHR191910
OG0007398	ESY6_g49148_DN3_SP0_c0.t1	CARHR191880
OG0007399	ESY6_g49126_DN3_SP0_c0.t1	CARHR191710
OG0007400	ESY6_g49108_DN3_SP1_c0.t1	CARHR191590
OG0007401	ESY6_g49086_DN3_SP7_c0.t1	CARHR191540
OG0007402	ESY6_g49025_DN3_SP2_c0.t1	CARHR191080
OG0007403	ESY6_g49014_DN3_SP0_c0.t1	CARHR190990
OG0007404	ESY6_g49001_DN3_SP0_c4.t1	CARHR190830
OG0007405	ESY6_g48997_DN3_SP6_c0.t1	CARHR190810
OG0007406	ESY6_g48971_DN3_SP3_c0.t1	CARHR190590
OG0007407	ESY6_g48959_DN3_SP8_c0.t1	CARHR274470
OG0007408	ESY6_g48951_DN2_SP0_c0.t1	CARHR274390
OG0007409	ESY6_g48932_DN3_SP0_c0.t1, ESY6_g48933_DN3_SP1_c0.t1	CARHR274190
OG0007410	ESY2_g38023_DN3_SP8_c0.t1	CARHR038030
OG0007411	ESY6_g48866_DN3_SP0_c0.t1	CARHR055210, CARHR273680
OG0007412	ESY6_g46452_DN3_SP8_c0.t1	CARHR264420
OG0007412	ESY3_g32270_DN2_SP0_c0.t1	CARHR264330
OG0007413	ESY6_g48857_DN3_SP2_c0.t1	CARHR273630
OG0007414	ESY6_g48854_DN3_SP8_c0.t1	CARHR273590, CARHR273600
OG0007415	ESY9_g43862_DN3_SP0_c0.t1	CARHR129220
OG0007416	ESY6_g48814_DN3_SP8_c0.t1	CARHR273280
OG0007417	ESY6_g48711_DN2_SP0_c0.t1	CARHR285700
OG0007419	ESY6_g48678_DN3_SP1_c0.t1	CARHR285320
OG0007420	ESY6_g48664_DN3_SP0_c0.t1	CARHR285230
OG0007421	ESY6_g48650_DN3_SP8_c0.t1	CARHR272790
OG0007422	ESY6_g48639_DN3_SP4_c0.t1	CARHR272680
OG0007423	ESY6_g48632_DN3_SP8_c0.t1	CARHR272620
OG0007424	ESY6_g48598_DN3_SP4_c0.t1	CARHR272340
OG0007425	ESY6_g48597_DN3_SP0_c0.t1	CARHR272330
OG0007426	ESY6_g48590_DN3_SP7_c0.t1	CARHR272280
OG0007427	ESY6_g48541_DN3_SP5_c0.t1	CARHR271820
OG0007428	ESY6_g48519_DN3_SP7_c0.t1	CARHR271600
OG0007429	ESY6_g48517_DN3_SP0_c0.t1	CARHR271580
OG0007430	ESY6_g48513_DN3_SP1_c0.t1	CARHR271550
OG0007431	ESY6_g48480_DN2_SP4_c0.t1	CARHR271420
OG0007432	ESY6_g48434_DN1_SP2_c0.t1	CARHR271220
OG0007433	ESY11_g54649_DN3_SP0_c0.t1	CARHR257660
OG0007434	ESY8_g58143_DN3_SP0_c0.t1, ESY6_g48364_DN3_SP3_c0.t1	CARHR270750
OG0007435	ESY6_g48367_DN3_SP7_c0.t1	CARHR270780
OG0007436	ESY6_g48381_DN3_SP8_c0.t1	CARHR270880
OG0007437	ESY6_g48382_DN3_SP0_c0.t1	CARHR270890
OG0007438	ESY6_g48397_DN3_SP5_c0.t1	CARHR270930
OG0007439	ESY4_g22208_DN1_SP0_c0.t1, ESY6_g48330_DN3_SP0_c6.t1	CARHR270640
OG0007440	ESY6_g48263_DN3_SP8_c0.t1	CARHR270180
OG0007441	ESY6_g48169_DN3_SP8_c0.t1	CARHR269590
OG0007442	ESY6_g48161_DN3_SP7_c0.t1	CARHR269480
OG0007443	ESY6_g48110_DN3_SP8_c6.t1	CARHR269310
OG0007444	ESY4_g24130_DN3_SP0_c14.t1	CARHR236410
OG0007445	ESY6_g48066_DN3_SP0_c0.t1	CARHR268900
OG0007446	ESY6_g47982_DN2_SP0_c0.t1	CARHR268430
OG0007447	ESY6_g47973_DN3_SP1_c0.t1	CARHR268350
OG0007448	ESY6_g47966_DN3_SP0_c0.t1	CARHR268270
OG0007449	ESY1_g9690_DN3_SP2_c0.t1	CARHR158620
OG0007451	ESY1_g9304_DN3_SP4_c0.t1	CARHR157520
OG0007452	ESY6_g47601_DN3_SP7_c0.t1	CARHR267310
OG0007453	ESY6_g47625_DN3_SP8_c0.t1	CARHR267530
OG0007454	ESY6_g47626_DN3_SP8_c0.t1	CARHR267540
OG0007455	ESY20_g13218_DN3_SP8_c0.t1	CARHR250500
OG0007456	ESY20_g13221_DN3_SP4_c10.t1	CARHR250530
OG0007457	ESY20_g13296_DN3_SP0_c0.t1	CARHR251020
OG0007458	ESY20_g13313_DN3_SP7_c0.t1	CARHR251160
OG0007459	ESY7_g18545_DN3_SP6_c0.t1	CARHR205680
OG0007460	ESY7_g18517_DN3_SP7_c0.t1	CARHR205850
OG0007461	ESY7_g18510_DN3_SP0_c0.t1	CARHR205900
OG0007462	ESY7_g18481_DN3_SP8_c17.t1	CARHR206120
OG0007463	ESY7_g18716_DN3_SP3_c0.t1	CARHR206500
OG0007464	ESY7_g18748_DN2_SP0_c0.t1	CARHR206700, CARHR206690
OG0007465	ESY7_g18751_DN1_SP0_c0.t1	CARHR206720
OG0007466	ESY7_g18771_DN3_SP8_c13.t1	CARHR207040
OG0007467	ESY7_g18854_DN3_SP4_c0.t1	CARHR207420
OG0007468	ESY7_g18886_DN3_SP0_c0.t1	CARHR207650
OG0007469	ESY7_g18948_DN3_SP0_c0.t1	CARHR207990
OG0007470	ESY7_g18952_DN3_SP0_c0.t1	CARHR208030
OG0007471	ESY7_g19020_DN3_SP0_c0.t1	CARHR208460
OG0007472	ESY7_g19073_DN3_SP0_c0.t1	CARHR208720
OG0007473	ESY7_g19111_DN3_SP6_c0.t1	CARHR208980
OG0007474	ESY7_g19154_DN3_SP0_c0.t1	CARHR209080
OG0007475	ESY3_g31052_DN3_SP0_c0.t1	CARHR084670
OG0007476	ESY7_g19203_DN3_SP5_c0.t1	CARHR209360
OG0007477	ESY7_g19215_DN2_SP7_c0.t1, ESY12_g51687_DN3_SP1_c0.t1	CARHR209420
OG0007478	ESY7_g19276_DN3_SP0_c0.t1, ESY5_g3485_DN3_SP0_c0.t1	CARHR209760
OG0007479	ESY7_g19318_DN3_SP8_c0.t1	CARHR209930
OG0007480	ESY7_g19320_DN3_SP7_c0.t1	CARHR209940
OG0007482	ESY7_g19375_DN3_SP0_c0.t1	CARHR210170
OG0007483	ESY3_g30985_DN3_SP1_c0.t1	CARHR084180
OG0007483	ESY7_g19377_DN3_SP4_c0.t1	CARHR210200
OG0007484	ESY7_g19394_DN3_SP0_c0.t1	CARHR210250
OG0007485	ESY7_g19446_DN2_SP0_c0.t1	CARHR210630
OG0007486	ESY7_g19453_DN3_SP0_c0.t1	CARHR210700
OG0007487	ESY7_g19471_DN3_SP2_c0.t1	CARHR210830
OG0007488	ESY7_g19492_DN3_SP0_c0.t1	CARHR211000
OG0007489	ESY7_g19491_DN3_SP0_c0.t1	CARHR210990
OG0007490	ESY7_g19489_DN3_SP5_c0.t1	CARHR210980
OG0007491	ESY7_g19483_DN1_SP0_c0.t1	CARHR210900
OG0007492	ESY7_g19522_DN3_SP0_c0.t1	CARHR211160
OG0007493	ESY7_g19558_DN1_SP0_c0.t1	CARHR211410
OG0007494	ESY1_g11192_DN2_SP0_c0.t1, ESY7_g19559_DN3_SP2_c0.t1	CARHR211420
OG0007495	ESY7_g19576_DN3_SP8_c0.t1	CARHR211550
OG0007496	ESY7_g19581_DN3_SP0_c0.t1	CARHR211600
OG0007497	ESY7_g19593_DN3_SP8_c0.t1	CARHR211700
OG0007498	ESY7_g19657_DN3_SP0_c0.t1	CARHR212210
OG0007499	ESY8_g60149_DN3_SP8_c0.t1	CARHR213330
OG0007500	ESY8_g60021_DN3_SP7_c0.t1	CARHR212770
OG0007501	ESY8_g60003_DN3_SP0_c0.t1	CARHR212660
OG0007502	ESY8_g59982_DN3_SP8_c0.t1	CARHR212520
OG0007503	ESY2_g36482_DN3_SP6_c0.t1	CARHR074620
OG0007504	ESY18_g63338_DN3_SP0_c0.t1, ESY2_g36592_DN3_SP0_c0.t1	CARHR074050
OG0007505	ESY18_g63333_DN1_SP0_c0.t1, ESY2_g36598_DN2_SP0_c0.t1	CARHR073940
OG0007506	ESY2_g36606_DN3_SP8_c0.t1	CARHR073920
OG0007507	ESY5_g2977_DN3_SP0_c0.t1	CARHR073840, CARHR072120
OG0007508	ESY2_g36624_DN3_SP4_c0.t1, ESY5_g2982_DN3_SP0_c22.t1	CARHR073730
OG0007509	ESY2_g36653_DN3_SP7_c11.t1	CARHR073500, CARHR153930
OG0007510	ESY2_g36665_DN3_SP8_c0.t1	CARHR073370
OG0007511	ESY2_g35015_DN2_SP0_c0.t1	CARHR293670, CARHR293680
OG0007512	ESY2_g36754_DN3_SP0_c0.t1	CARHR072940
OG0007513	ESY2_g36779_DN3_SP2_c0.t1	CARHR072770
OG0007514	ESY2_g36784_DN3_SP0_c0.t1	CARHR072730
OG0007515	ESY2_g36795_DN3_SP8_c0.t1	CARHR072710
OG0007516	ESY2_g36798_DN3_SP0_c0.t1	CARHR072690
OG0007517	ESY2_g36800_DN3_SP7_c0.t1	CARHR072670
OG0007518	ESY2_g36149_DN3_SP0_c0.t1, ESY2_g36151_DN3_SP3_c0.t1	CARHR072320
OG0007519	ESY2_g36137_DN3_SP1_c0.t1	CARHR072230
OG0007520	ESY2_g36136_DN3_SP1_c0.t1	CARHR072220
OG0007521	ESY2_g36123_DN3_SP7_c0.t1	CARHR072110, CARHR072140
OG0007522	ESY2_g35023_DN3_SP5_c0.t1	CARHR071760
OG0007523	ESY2_g35040_DN3_SP0_c0.t1	CARHR071580
OG0007524	ESY2_g35052_DN3_SP0_c0.t1	CARHR071490
OG0007525	ESY2_g35078_DN3_SP0_c0.t1	CARHR071300
OG0007526	ESY2_g35084_DN1_SP0_c0.t1	CARHR071280
OG0007527	ESY2_g34599_DN3_SP0_c0.t1	CARHR071130
OG0007528	ESY2_g34614_DN3_SP7_c0.t1	CARHR070990
OG0007529	ESY2_g34640_DN3_SP0_c9.t1	CARHR070720
OG0007530	ESY2_g34647_DN3_SP0_c0.t1	CARHR070670
OG0007531	ESY2_g34650_DN3_SP0_c0.t1	CARHR070640
OG0007532	ESY2_g34657_DN3_SP0_c0.t1, ESY4_g24741_DN3_SP0_c0.t1, ESY2_g34660_DN3_SP0_c0.t1, ESY10_g15477_DN2_SP0_c0.t1	CARHR070580
OG0007533	ESY2_g34684_DN3_SP8_c0.t1	CARHR070410
OG0007534	ESY2_g34697_DN3_SP0_c0.t1	CARHR070290
OG0007535	ESY2_g34765_DN3_SP0_c0.t1	CARHR069810
OG0007536	ESY2_g34794_DN3_SP0_c0.t1	CARHR069610
OG0007537	ESY2_g34796_DN3_SP0_c0.t1	CARHR069600
OG0007538	ESY2_g34808_DN3_SP2_c0.t1	CARHR069510
OG0007539	ESY2_g34826_DN1_SP0_c0.t1	CARHR069230
OG0007540	ESY2_g34827_DN3_SP4_c0.t1	CARHR069220
OG0007541	ESY2_g36077_DN3_SP0_c0.t1	CARHR069070
OG0007542	ESY2_g34535_DN3_SP4_c0.t1	CARHR037400
OG0007543	ESY2_g35996_DN3_SP7_c0.t1	CARHR068530
OG0007544	ESY2_g35975_DN3_SP8_c0.t1	CARHR068400
OG0007545	ESY11_g54025_DN3_SP1_c0.t1	CARHR107580
OG0007546	ESY11_g54044_DN3_SP0_c0.t1	CARHR107620
OG0007547	ESY11_g54045_DN3_SP5_c0.t1	CARHR107650
OG0007548	ESY11_g54112_DN3_SP7_c0.t1	CARHR108130
OG0007549	ESY1_g9820_DN3_SP5_c0.t1	CARHR159020
OG0007550	ESY1_g9817_DN3_SP0_c0.t1	CARHR159010
OG0007551	ESY1_g9808_DN3_SP2_c0.t1	CARHR158960
OG0007552	ESY6_g47888_DN2_SP0_c0.t1	CARHR267870
OG0007553	ESY6_g47881_DN3_SP0_c0.t1	CARHR267820
OG0007554	ESY1_g8599_DN3_SP6_c0.t1, ESY6_g49356_DN3_SP0_c0.t1	CARHR156320
OG0007556	ESY2_g36362_DN3_SP8_c0.t1, ESY2_g36368_DN1_SP0_c0.t1	CARHR045540
OG0007557	ESY16_g62463_DN3_SP3_c0.t1, ESY10_g14657_DN3_SP5_c0.t1	CARHR143710
OG0007558	ESY2_g36274_DN3_SP0_c0.t1	CARHR044940
OG0007559	ESY2_g36262_DN3_SP0_c0.t1	CARHR044820
OG0007560	ESY2_g36255_DN3_SP0_c0.t1	CARHR044760
OG0007561	ESY2_g36225_DN3_SP0_c0.t1	CARHR044520
OG0007562	ESY2_g36196_DN3_SP0_c0.t1	CARHR044210
OG0007563	ESY2_g36903_DN3_SP7_c0.t1	CARHR043610
OG0007564	ESY2_g36911_DN3_SP4_c0.t1	CARHR043530
OG0007565	ESY2_g36971_DN3_SP4_c0.t1	CARHR258470, CARHR043270
OG0007566	ESY9_g44170_DN3_SP4_c0.t1	CARHR130320
OG0007567	ESY9_g44270_DN3_SP0_c0.t1	CARHR130540
OG0007568	ESY9_g44324_DN3_SP8_c0.t1	CARHR130600
OG0007569	ESY1_g7585_DN3_SP8_c0.t1	CARHR150930
OG0007570	ESY1_g6949_DN3_SP8_c0.t1	CARHR151580
OG0007571	ESY9_g44379_DN2_SP0_c0.t1, ESY15_g65317_DN3_SP6_c0.t1	CARHR258410
OG0007572	ESY24_g33019_DN3_SP0_c0.t1, ESY9_g42980_DN3_SP0_c0.t1	CARHR229310, CARHR258040
OG0007573	ESY6_g47168_DN3_SP0_c7.t1	CARHR265900
OG0007574	ESY6_g47192_DN3_SP0_c0.t1	CARHR266080
OG0007575	ESY6_g47202_DN3_SP5_c0.t1	CARHR266090
OG0007576	ESY6_g47218_DN3_SP8_c0.t1	CARHR266160
OG0007577	ESY15_g65183_DN3_SP8_c0.t1	CARHR258840
OG0007578	ESY24_g33123_DN3_SP0_c0.t1	CARHR258130
OG0007579	ESY2_g34311_DN3_SP0_c0.t1	CARHR274730
OG0007580	ESY4_g26146_DN3_SP0_c0.t1, ESY17_g39819_DN3_SP0_c0.t1	CARHR217470
OG0007581	ESY17_g39839_DN3_SP6_c0.t1	CARHR217790
OG0007582	ESY17_g39808_DN3_SP0_c0.t1	CARHR218120
OG0007583	ESY3_g30550_DN2_SP0_c0.t1, ESY17_g39141_DN2_SP0_c0.t1	CARHR218630
OG0007584	ESY17_g39948_DN3_SP1_c0.t1	CARHR126310, CARHR218700
OG0007586	ESY5_g2772_DN3_SP0_c0.t1	CARHR253130, CARHR253120, CARHR219100
OG0007587	ESY7_g19106_DN3_SP0_c0.t1	CARHR219490
OG0007588	ESY28_g55051_DN3_SP0_c0.t1	CARHR220530
OG0007589	ESY28_g55052_DN3_SP8_c0.t1	CARHR220540
OG0007590	ESY7_g18343_DN3_SP0_c0.t1	CARHR220820
OG0007591	ESY22_g40797_DN3_SP0_c0.t1	CARHR221240, CARHR221230
OG0007592	ESY22_g40826_DN3_SP2_c0.t1	CARHR221300, CARHR216030
OG0007593	ESY22_g40866_DN2_SP0_c0.t1	CARHR221390
OG0007594	ESY22_g41054_DN3_SP2_c0.t1	CARHR221830
OG0007595	ESY22_g41123_DN2_SP0_c0.t1	CARHR221920
OG0007598	ESY2_g35878_DN3_SP8_c0.t1	CARHR065990
OG0007599	ESY2_g35888_DN3_SP7_c0.t1	CARHR066090
OG0007600	ESY2_g35924_DN3_SP6_c0.t1	CARHR066400
OG0007601	ESY2_g35925_DN3_SP4_c0.t1	CARHR066410
OG0007602	ESY2_g34882_DN3_SP0_c0.t1	CARHR066870
OG0007603	ESY2_g34885_DN3_SP8_c0.t1	CARHR066900
OG0007604	ESY2_g34974_DN3_SP0_c0.t1	CARHR067760
OG0007605	ESY2_g34979_DN3_SP8_c0.t1	CARHR067800
OG0007606	ESY2_g35003_DN3_SP2_c0.t1	CARHR068050, CARHR103880
OG0007607	ESY2_g34451_DN3_SP0_c8.t1	CARHR061300
OG0007608	ESY4_g25249_DN3_SP0_c0.t1	CARHR240270, CARHR240280
OG0007609	ESY2_g34392_DN3_SP0_c0.t1	CARHR061780
OG0007610	ESY2_g35353_DN3_SP0_c0.t1	CARHR061880
OG0007611	ESY5_g5173_DN3_SP1_c0.t1, ESY4_g24016_DN3_SP0_c0.t1	CARHR236260
OG0007612	ESY7_g19302_DN3_SP0_c0.t1, ESY7_g19236_DN3_SP0_c0.t1, ESY4_g24022_DN3_SP0_c6.t1	CARHR236300
OG0007613	ESY4_g24127_DN3_SP2_c0.t1	CARHR236400
OG0007614	ESY4_g24165_DN3_SP8_c0.t1	CARHR236510
OG0007615	ESY4_g24303_DN3_SP0_c18.t1	CARHR236960
OG0007616	ESY6_g47228_DN2_SP0_c0.t1	CARHR266220
OG0007617	ESY10_g13928_DN3_SP6_c0.t1	CARHR147460
OG0007618	ESY1_g10100_DN3_SP5_c0.t1	CARHR160600
OG0007619	ESY2_g33448_DN3_SP4_c0.t1	CARHR047690
OG0007620	ESY2_g33361_DN3_SP0_c0.t1	CARHR047000
OG0007621	ESY8_g60515_DN3_SP1_c0.t1	CARHR262240
OG0007622	ESY8_g60509_DN3_SP0_c0.t1	CARHR262230
OG0007623	ESY2_g34581_DN3_SP8_c0.t1	CARHR154040
OG0007624	ESY1_g6212_DN1_SP0_c0.t1, ESY1_g6219_DN2_SP0_c0.t1	CARHR150370
OG0007625	ESY12_g51322_DN3_SP6_c0.t1	CARHR182120
OG0007626	ESY10_g13724_DN3_SP1_c0.t1	CARHR148520
OG0007627	ESY10_g13763_DN3_SP7_c0.t1	CARHR148360
OG0007628	ESY10_g13877_DN3_SP4_c0.t1	CARHR147880
OG0007629	ESY10_g13860_DN2_SP0_c0.t1	CARHR147760
OG0007630	ESY10_g13842_DN3_SP4_c0.t1	CARHR147730
OG0007631	ESY10_g13943_DN3_SP8_c0.t1	CARHR055520, CARHR147380
OG0007633	ESY11_g52348_DN3_SP0_c0.t1	CARHR257090
OG0007635	ESY2_g35471_DN3_SP3_c0.t1	CARHR062950
OG0007636	ESY2_g35466_DN3_SP0_c0.t1, ESY2_g35464_DN3_SP8_c0.t1	CARHR062920
OG0007637	ESY2_g35462_DN3_SP1_c0.t1	CARHR062880
OG0007638	ESY2_g35461_DN3_SP7_c0.t1	CARHR062870
OG0007639	ESY11_g52423_DN3_SP8_c0.t1	CARHR218240, CARHR103610
OG0007641	ESY10_g15106_DN3_SP1_c0.t1	CARHR175520
OG0007642	ESY10_g15128_DN3_SP0_c0.t1	CARHR175570
OG0007643	ESY15_g64535_DN3_SP5_c0.t1	CARHR183470
OG0007644	ESY10_g15146_DN3_SP1_c0.t1	CARHR175640
OG0007645	ESY10_g15164_DN3_SP8_c0.t1	CARHR175740
OG0007646	ESY10_g15199_DN2_SP0_c22.t1, ESY10_g15169_DN2_SP0_c0.t1	CARHR175750
OG0007647	ESY10_g15201_DN3_SP0_c0.t1	CARHR175850
OG0007649	ESY7_g16788_DN3_SP0_c0.t1, ESY4_g24308_DN2_SP0_c0.t1	CARHR176710
OG0007650	ESY5_g1763_DN3_SP0_c0.t1, ESY17_g39830_DN3_SP8_c12.t1	CARHR216980
OG0007651	ESY7_g16770_DN3_SP8_c0.t1	CARHR176880
OG0007652	ESY2_g37662_DN3_SP1_c0.t1	CARHR039570
OG0007653	ESY2_g37655_DN3_SP0_c0.t1	CARHR039600
OG0007654	ESY13_g56306_DN3_SP1_c0.t1	CARHR233270
OG0007655	ESY2_g37514_DN2_SP3_c0.t1	CARHR040180
OG0007656	ESY2_g37490_DN3_SP8_c5.t1	CARHR040300
OG0007657	ESY2_g37480_DN3_SP0_c0.t1	CARHR039580, CARHR039560
OG0007658	ESY2_g37433_DN3_SP0_c0.t1	CARHR040660
OG0007659	ESY2_g37394_DN3_SP0_c0.t1	CARHR040960
OG0007660	ESY2_g37300_DN2_SP0_c0.t1, ESY2_g37302_DN3_SP0_c0.t1	CARHR041270
OG0007661	ESY2_g37269_DN3_SP0_c0.t1	CARHR041560
OG0007662	ESY2_g37239_DN3_SP8_c0.t1	CARHR041790
OG0007663	ESY2_g37234_DN3_SP0_c0.t1	CARHR041820
OG0007664	ESY2_g37216_DN3_SP6_c0.t1	CARHR041900
OG0007665	ESY2_g37165_DN3_SP1_c0.t1	CARHR042100
OG0007666	ESY5_g4911_DN3_SP1_c10.t1	CARHR004360
OG0007667	ESY2_g37144_DN3_SP0_c0.t1	CARHR042240
OG0007668	ESY2_g37131_DN3_SP8_c0.t1	CARHR042280
OG0007669	ESY2_g37081_DN3_SP0_c0.t1	CARHR042480
OG0007670	ESY2_g37016_DN3_SP6_c0.t1	CARHR042920
OG0007671	ESY5_g4291_DN3_SP0_c0.t1	CARHR018250
OG0007672	ESY1_g6227_DN3_SP7_c0.t1	CARHR181650, CARHR204890, CARHR213980
OG0007673	ESY8_g59675_DN3_SP2_c0.t1	CARHR113830
OG0007675	ESY1_g6382_DN3_SP0_c0.t1	CARHR181270
