Orthogroup	Euclidium_syriacum	Camelina_sativa
OG0011026	ESY8_g60412_DN3_SP0_c0.t1	XP_010497053.1, XP_010464870.1, XP_010486822.1
OG0011027	ESY8_g60405_DN3_SP0_c0.t1	XP_010518606.1, XP_010467023.1, XP_019096674.1
OG0011028	ESY8_g60372_DN3_SP0_c0.t1	XP_010450724.1, XP_010435941.1, XP_010436826.1
OG0011029	ESY11_g54348_DN3_SP2_c0.t1	XP_010441147.1, XP_010435939.1, XP_010450721.1
OG0011030	ESY8_g60357_DN3_SP8_c0.t1	XP_010450719.1
OG0011031	ESY8_g60356_DN3_SP0_c0.t1	XP_010450716.1
OG0011032	ESY8_g60352_DN3_SP0_c0.t1, ESY8_g60354_DN3_SP0_c0.t1	XP_010440289.1, XP_010468810.1, XP_010434956.1
OG0011033	ESY2_g34577_DN3_SP8_c0.t1	XP_010425729.1, XP_010514642.1
OG0011034	ESY21_g55628_DN3_SP0_c0.t1	XP_019100112.1, XP_010425584.1, XP_010514516.1
OG0011035	ESY21_g55411_DN3_SP0_c0.t1	XP_010502845.1, XP_010514548.1, XP_010425626.1
OG0011036	ESY12_g51706_DN3_SP0_c0.t1, ESY9_g45326_DN3_SP0_c0.t1, ESY5_g2964_DN3_SP0_c0.t1	XP_010514752.1, XP_010427110.1, XP_010503069.1
OG0011037	ESY21_g55717_DN3_SP8_c0.t1	XP_010514491.1, XP_010502786.1
OG0011038	ESY10_g13715_DN3_SP1_c0.t1	XP_010514427.1, XP_010502702.1, XP_010425480.1
OG0011039	ESY10_g13740_DN3_SP6_c0.t1	XP_010502685.1, XP_010425460.1, XP_010514413.1
OG0011040	ESY10_g13795_DN3_SP0_c0.t1	XP_010514384.1, XP_010425437.1, XP_010502659.1
OG0011041	ESY10_g13861_DN3_SP8_c0.t1	XP_010502614.1, XP_010514336.1
OG0011042	ESY10_g13835_DN2_SP0_c0.t1	XP_010425378.1, XP_010502600.1, XP_010514322.1
OG0011043	ESY10_g13914_DN2_SP0_c0.t1	XP_010425367.1, XP_010514296.1, XP_010502578.1
OG0011044	ESY10_g13932_DN3_SP1_c0.t1	XP_010502556.1, XP_010514281.1, XP_010425339.1
OG0011045	ESY10_g13977_DN3_SP1_c0.t1	XP_019085288.1, XP_010502507.1
OG0011046	ESY10_g14012_DN2_SP0_c0.t1	XP_010518615.1, XP_010514217.1, XP_010425249.1, XP_010502475.1
OG0011047	ESY10_g14019_DN2_SP0_c0.t1	XP_010514211.1, XP_010425243.1, XP_010502470.1
OG0011048	ESY10_g14024_DN3_SP1_c0.t1	XP_010425233.2, XP_010514201.1, XP_010502462.1
OG0011049	ESY10_g14044_DN3_SP0_c0.t1	XP_010514187.1, XP_010502452.1, XP_010425220.1
OG0011050	ESY10_g14045_DN3_SP7_c0.t1	XP_019100058.1, XP_010425219.1, XP_010514184.1
OG0011051	ESY2_g35451_DN3_SP8_c0.t1	XP_010415631.1, XP_010512028.1, XP_010470973.1
OG0011052	ESY2_g35446_DN3_SP4_c0.t1	XP_010512025.1, XP_010470968.1, XP_010415625.1
OG0011053	ESY12_g51099_DN2_SP0_c0.t1, ESY2_g34310_DN3_SP0_c0.t1	XP_010478253.1, XP_010499406.1
OG0011054	ESY2_g35434_DN3_SP0_c0.t1	XP_010512006.1, XP_010470956.1, XP_019083269.1
OG0011055	ESY2_g35428_DN3_SP2_c0.t1	XP_010415603.1, XP_010470943.1, XP_010511995.1
OG0011056	ESY2_g35406_DN3_SP3_c0.t1	XP_010415590.1, XP_010470930.1, XP_010511974.1
OG0011057	ESY2_g35394_DN3_SP8_c0.t1	XP_010470917.1, XP_010415575.1, XP_010511960.1
OG0011058	ESY2_g35392_DN2_SP0_c0.t1	XP_010470915.1, XP_010470914.1, XP_010511957.1, XP_010415572.1
OG0011060	ESY10_g15148_DN3_SP8_c0.t1	XP_010481490.1, XP_010441621.1, XP_010494780.1
OG0011061	ESY21_g55115_DN3_SP0_c0.t1	XP_010436385.1, XP_010455288.1
OG0011062	ESY10_g15211_DN2_SP0_c0.t1	XP_019087773.1, XP_010481502.1, XP_010494771.1
OG0011063	ESY10_g14003_DN3_SP0_c0.t1	XP_010421848.1, XP_010438450.1, XP_010455247.1
OG0011064	ESY10_g15233_DN1_SP0_c0.t1	XP_010494755.1, XP_010481511.1, XP_010441645.1
OG0011065	ESY10_g15260_DN3_SP1_c0.t1	XP_010481516.1, XP_010441654.1, XP_019097737.1
OG0011066	ESY7_g16850_DN3_SP0_c0.t1	XP_010494733.1, XP_010481526.1, XP_010441665.1
OG0011067	ESY7_g16828_DN3_SP4_c0.t1	XP_010441683.1, XP_010481543.1, XP_010494687.1
OG0011068	ESY7_g16811_DN3_SP8_c0.t1	XP_010481552.1, XP_010441694.1, XP_010494673.1
OG0011069	ESY7_g16805_DN3_SP0_c0.t1	XP_019087558.1, XP_019097578.1, XP_010481563.1
OG0011070	ESY9_g42878_DN3_SP0_c0.t1	XP_010449404.1, XP_010434459.1
OG0011071	ESY7_g16795_DN3_SP8_c0.t1	XP_010481594.1, XP_010494643.1, XP_010441734.1
OG0011072	ESY7_g16794_DN3_SP8_c0.t1	XP_010481595.1, XP_010494640.1
OG0011074	ESY2_g34387_DN2_SP0_c0.t1	XP_010511441.1, XP_010415082.1, XP_010470417.1
OG0011075	ESY2_g37663_DN3_SP2_c0.t1	XP_010461789.1, XP_010500492.1, XP_010479384.1
OG0011076	ESY1_g11872_DN2_SP0_c0.t1	XP_010469290.2
OG0011077	ESY2_g37617_DN3_SP0_c0.t1, ESY2_g37615_DN3_SP0_c0.t1	XP_010479442.1, XP_010500522.1, XP_010461819.1
OG0011078	ESY2_g37597_DN3_SP0_c0.t1	XP_010500529.1, XP_010461830.1, XP_010461827.1, XP_010479449.1
OG0011079	ESY2_g37571_DN3_SP3_c0.t1	XP_010500541.1, XP_010461839.1, XP_010479424.1
OG0011080	ESY2_g37563_DN3_SP8_c0.t1	XP_010479408.1, XP_010500548.1, XP_010461846.1
OG0011081	ESY2_g37524_DN3_SP8_c0.t1	XP_010500558.1
OG0011082	ESY2_g37460_DN3_SP8_c0.t1	XP_010500615.1
OG0011084	ESY2_g37423_DN3_SP5_c0.t1	XP_010500643.1, XP_010479532.1, XP_010461920.1
OG0011085	ESY2_g37422_DN3_SP8_c0.t1	XP_010479533.1, XP_010461921.1, XP_010500644.1
OG0011086	ESY2_g37368_DN3_SP8_c0.t1	XP_010479537.1, XP_010461924.1, XP_010500647.1
OG0011087	ESY2_g37374_DN3_SP0_c0.t1	XP_010479539.1, XP_010461927.1, XP_010500649.1
OG0011088	ESY2_g37395_DN3_SP0_c0.t1	XP_010479552.1, XP_010500666.1, XP_010461934.1
OG0011089	ESY2_g37399_DN3_SP0_c0.t1	XP_010479556.1, XP_010501950.1, XP_019091148.1
OG0011091	ESY2_g37315_DN3_SP8_c0.t1	XP_010500686.1, XP_010461948.1, XP_010479575.1
OG0011092	ESY2_g37296_DN3_SP6_c0.t1	XP_010461957.1, XP_019099477.1, XP_010479591.1
OG0011093	ESY2_g37271_DN3_SP8_c0.t1	XP_010500715.1, XP_010461969.1, XP_010479621.1
OG0011094	ESY2_g37248_DN3_SP7_c0.t1	XP_010479647.1, XP_010500737.1, XP_010461993.1
OG0011095	ESY2_g37238_DN3_SP0_c0.t1	XP_010463386.1, XP_010501961.1, XP_010479655.1
OG0011098	ESY2_g37164_DN3_SP0_c0.t1	XP_010462035.1, XP_010479698.1, XP_010500790.1
OG0011099	ESY2_g37076_DN3_SP0_c0.t1	XP_010479744.1, XP_010500836.1, XP_010462073.1
OG0011100	ESY2_g37064_DN3_SP0_c3.t1	XP_010500846.2, XP_019091624.1
OG0011101	ESY3_g30582_DN3_SP0_c0.t1, ESY2_g37062_DN2_SP0_c0.t1	XP_010479753.1, XP_010462085.1, XP_010500849.1
OG0011102	ESY1_g6259_DN2_SP0_c0.t1	XP_010442120.1, XP_010494230.1, XP_010494226.1, XP_019095420.1
OG0011103	ESY1_g6261_DN3_SP0_c0.t1	XP_019097471.1, XP_019097252.1, XP_010495622.1, XP_010442119.1, XP_010481944.1
OG0011104	ESY9_g43546_DN3_SP1_c0.t1	XP_010481941.1, XP_010442115.1, XP_010494237.1
OG0011105	ESY1_g5981_DN3_SP0_c0.t1	XP_010469458.1, XP_010413846.1, XP_010509870.1
OG0011106	ESY2_g36298_DN3_SP0_c15.t1	XP_019093508.1, XP_010509866.1, XP_010413842.1
OG0011107	ESY1_g6081_DN3_SP0_c0.t1	XP_010469454.1, XP_010413841.1, XP_010509864.1
OG0011108	ESY1_g6075_DN3_SP0_c0.t1, ESY1_g6076_DN1_SP0_c0.t1	XP_010413814.1, XP_010469433.1, XP_010509837.1
OG0011109	ESY1_g6000_DN3_SP0_c0.t1	XP_010469431.1, XP_010413812.1, XP_010509833.1
OG0011110	ESY1_g6154_DN3_SP0_c0.t1	XP_010509817.1, XP_010413795.1, XP_010469413.1
OG0011111	ESY1_g6128_DN2_SP0_c0.t1	XP_010509819.1, XP_010469414.1, XP_010497641.1, XP_010413796.1
OG0011112	ESY1_g5917_DN3_SP4_c0.t1	XP_010473852.1, XP_019082947.1, XP_010509812.1
OG0011113	ESY1_g5820_DN3_SP2_c0.t1	XP_010469378.1, XP_010413760.1, XP_010509776.1
OG0011114	ESY1_g5761_DN3_SP0_c0.t1	XP_010516599.1, XP_010504915.1, XP_010509741.1
OG0011115	ESY1_g5759_DN2_SP0_c0.t1, ESY1_g5760_DN3_SP0_c0.t1	XP_010509740.1, XP_010504916.1, XP_010516600.1
OG0011116	ESY1_g5707_DN3_SP0_c0.t1	XP_019102459.1, XP_019099864.1, XP_019101319.1
OG0011117	ESY4_g26376_DN3_SP3_c0.t1	XP_010516610.1, XP_010509731.1, XP_010504927.1
OG0011119	ESY1_g5614_DN3_SP0_c0.t1	XP_010509716.1, XP_010516627.1, XP_010504943.1
OG0011120	ESY2_g37001_DN3_SP0_c0.t1	XP_010516643.1, XP_010509701.1
OG0011122	ESY9_g43882_DN3_SP0_c0.t1	XP_010516706.1, XP_010505033.1, XP_010509630.1
OG0011123	ESY10_g14560_DN3_SP0_c0.t1	XP_010502168.1, XP_010513905.1, XP_010424950.1, XP_010513977.2
OG0011124	ESY9_g42983_DN3_SP7_c0.t1	XP_010439705.1, XP_010434407.1, XP_010449340.1
OG0011125	ESY2_g38330_DN1_SP0_c0.t1	XP_010434430.1, XP_010449367.1, XP_010439729.1
OG0011126	ESY11_g54965_DN1_SP0_c0.t1	XP_010489007.1, XP_010467780.1
OG0011127	ESY9_g42800_DN3_SP7_c0.t1	XP_010449441.1
OG0011128	ESY2_g34287_DN3_SP0_c0.t1	XP_010414889.1, XP_010511188.1, XP_010511187.1, XP_010470345.1
OG0011129	ESY9_g42726_DN3_SP0_c40.t1	XP_010449480.1, XP_010434498.1, XP_010439823.1
OG0011130	ESY9_g42706_DN3_SP0_c0.t1, ESY2_g35802_DN3_SP0_c0.t1	XP_010434516.1, XP_010439838.1, XP_010496243.1
OG0011131	ESY9_g42682_DN3_SP0_c0.t1	XP_010434521.1, XP_010496237.1, XP_010439841.1
OG0011132	ESY6_g48308_DN3_SP0_c0.t1	XP_010439851.1, XP_010496226.1, XP_010434529.1
OG0011134	ESY9_g42652_DN2_SP0_c0.t1	XP_010439858.1, XP_010434540.1, XP_010517538.1
OG0011135	ESY9_g42630_DN3_SP7_c0.t1	XP_010517557.1, XP_010439874.1, XP_010434553.1
OG0011136	ESY12_g51914_DN3_SP0_c0.t1	XP_010449538.1, XP_010434602.1, XP_010439924.1
OG0011137	ESY9_g42499_DN3_SP0_c0.t1	XP_010434618.1, XP_010449556.1, XP_010439942.1
OG0011138	ESY16_g62301_DN3_SP0_c0.t1	XP_010510213.1, XP_010469736.1, XP_010414144.1
OG0011140	ESY9_g42442_DN3_SP7_c0.t1	XP_010449617.1, XP_010434666.1, XP_010440004.1
OG0011141	ESY10_g14778_DN3_SP0_c0.t1	XP_010449639.1, XP_010434691.1, XP_010440030.1
OG0011142	ESY9_g42421_DN3_SP0_c0.t1	XP_010434705.1, XP_010449652.1, XP_010440040.1
OG0011143	ESY1_g10113_DN3_SP0_c0.t1	XP_010426650.1, XP_010503788.1, XP_010515491.1
OG0011144	ESY1_g10093_DN3_SP0_c0.t1	XP_010503768.1, XP_019102322.1, XP_010426631.1
OG0011145	ESY1_g10080_DN3_SP0_c0.t1	XP_010503763.1, XP_010424889.1, XP_010515469.1
OG0011146	ESY1_g10056_DN3_SP0_c0.t1	XP_010515454.1, XP_010424903.1, XP_010503749.1
OG0011147	ESY2_g34491_DN3_SP0_c0.t1	XP_010415438.1, XP_010470763.1, XP_010511807.1
OG0011148	ESY11_g53078_DN2_SP0_c0.t1	XP_010471248.1, XP_010414856.1, XP_010415959.1, XP_010428096.1
OG0011149	ESY1_g9997_DN3_SP8_c0.t1	XP_010426602.1, XP_010515432.1, XP_010503727.1
OG0011150	ESY1_g9996_DN2_SP0_c0.t1	XP_010507374.1, XP_010412699.1, XP_010431217.1
OG0011151	ESY3_g32232_DN3_SP8_c6.t1	XP_010463833.1, XP_010513722.1, XP_010485725.1
OG0011152	ESY1_g9928_DN3_SP0_c0.t1	XP_010503712.1, XP_010426584.1, XP_010515401.1
OG0011153	ESY23_g107_DN3_SP0_c0.t1	XP_010439160.1, XP_010433891.1, XP_010448690.1
OG0011154	ESY23_g86_DN3_SP7_c0.t1	XP_010439179.1, XP_010448715.1
OG0011155	ESY21_g55193_DN3_SP8_c20.t1	XP_010514603.1, XP_010425667.1, XP_010502886.1
OG0011156	ESY6_g46811_DN3_SP0_c0.t1	XP_010482605.1, XP_010442770.1, XP_010444854.1
OG0011157	ESY6_g46678_DN3_SP7_c0.t1	XP_010444347.1, XP_010442728.1
OG0011159	ESY6_g46399_DN2_SP0_c0.t1	XP_010443409.1, XP_010482491.1, XP_010442660.1
OG0011160	ESY6_g46187_DN3_SP7_c0.t1	XP_010442615.1, XP_010443042.1, XP_010482466.1
OG0011161	ESY6_g45846_DN3_SP0_c0.t1	XP_010442588.1, XP_010426309.1, XP_010432693.1, XP_010482438.1
OG0011162	ESY6_g45940_DN3_SP8_c0.t1	XP_010482447.1, XP_010442598.1, XP_010426301.1
OG0011163	ESY6_g45894_DN3_SP3_c0.t1	XP_010426306.1, XP_010482441.1, XP_010442594.1
OG0011164	ESY6_g46003_DN3_SP2_c0.t1	XP_010482450.1, XP_010442602.1, XP_010426297.1
OG0011165	ESY11_g53246_DN2_SP0_c0.t1	XP_010488850.1, XP_010518434.1, XP_010467250.1, XP_010467248.1
OG0011166	ESY11_g53021_DN3_SP8_c0.t1	XP_010518509.1, XP_010488837.1
OG0011167	ESY11_g52723_DN3_SP8_c0.t1	XP_010496141.1, XP_010488814.1
OG0011168	ESY1_g11212_DN3_SP0_c0.t1	XP_019100982.1, XP_010512202.1, XP_010413693.1, XP_010469359.1
OG0011169	ESY11_g53037_DN3_SP0_c0.t1	XP_010488836.1, XP_010467176.1, XP_010518533.1
OG0011170	ESY11_g53260_DN3_SP2_c0.t1	XP_010479926.1, XP_010462253.1, XP_010501009.1
OG0011172	ESY11_g53531_DN3_SP3_c0.t1	XP_010467275.1, XP_010488934.1, XP_010517914.1
OG0011173	ESY11_g53471_DN3_SP7_c0.t1	XP_010467257.1, XP_010517725.1, XP_010488913.1
OG0011174	ESY11_g53717_DN3_SP0_c20.t1	XP_010517215.1, XP_010467325.1, XP_010489177.1
OG0011175	ESY11_g53735_DN2_SP2_c0.t1	XP_010517092.2, XP_019096520.1, XP_010467337.1, XP_010517082.2
OG0011176	ESY29_g13625_DN3_SP3_c0.t1	XP_010489190.1, XP_019084077.1, XP_010467344.1
OG0011177	ESY21_g55095_DN3_SP3_c0.t1	XP_010502756.1, XP_010425524.1, XP_010514457.1
OG0011178	ESY11_g53827_DN3_SP8_c0.t1	XP_019096604.1, XP_010516739.1, XP_019092966.1
OG0011179	ESY11_g53836_DN3_SP8_c0.t1	XP_010489218.1, XP_010516684.1, XP_010467374.1
OG0011180	ESY11_g53923_DN3_SP0_c0.t1	XP_010515965.1, XP_010489292.1, XP_010467421.1
OG0011181	ESY11_g53930_DN3_SP0_c0.t1	XP_010467424.1, XP_010515932.1, XP_010489294.1
OG0011182	ESY23_g311_DN3_SP6_c0.t1	XP_010433839.1, XP_010448634.1, XP_010439111.1
OG0011183	ESY23_g259_DN3_SP0_c0.t1	XP_010448652.1, XP_010439130.2, XP_010433857.1, XP_010445164.1
OG0011184	ESY6_g50743_DN3_SP0_c0.t1	XP_010444833.1, XP_010465902.1, XP_019095694.1
OG0011185	ESY26_g42323_DN3_SP0_c0.t1	XP_010448815.1, XP_019086973.1, XP_010433978.1
OG0011187	ESY9_g43748_DN3_SP4_c0.t1	XP_019086072.1, XP_010439354.1, XP_010448915.1
OG0011188	ESY9_g43742_DN3_SP0_c0.t1	XP_019088953.1, XP_019087200.1, XP_019086123.1
OG0011189	ESY9_g43716_DN3_SP6_c0.t1	XP_010439371.1, XP_019089580.1, XP_010434087.1
OG0011190	ESY9_g43692_DN3_SP0_c0.t1	XP_010448954.1, XP_010439385.1, XP_010434094.1
OG0011192	ESY3_g30646_DN3_SP0_c0.t1	XP_010465585.1, XP_010487435.1, XP_010503583.1
OG0011194	ESY6_g49710_DN3_SP5_c0.t1	XP_010461383.1, XP_010478978.1, XP_019099406.1, XP_010434639.1
OG0011195	ESY9_g43234_DN3_SP1_c0.t1	XP_010449235.1, XP_010434327.2, XP_019087823.1
OG0011196	ESY9_g43266_DN3_SP5_c0.t1	XP_010449208.1, XP_010434307.1
OG0011197	ESY9_g43291_DN3_SP0_c0.t1	XP_010434284.1, XP_010439581.1, XP_010449173.1
OG0011198	ESY9_g43350_DN3_SP8_c0.t1	XP_010439561.1, XP_010434266.1
OG0011200	ESY11_g52784_DN3_SP8_c10.t1	XP_010467147.2, XP_010413117.1
OG0011201	ESY9_g43629_DN3_SP8_c0.t1	XP_010439455.1, XP_010449036.1, XP_010434159.1
OG0011202	ESY9_g43626_DN3_SP8_c0.t1	XP_010449035.1, XP_010439453.1, XP_010434158.1
OG0011203	ESY9_g43599_DN2_SP0_c0.t1	XP_010439436.1, XP_010434137.1
OG0011204	ESY9_g43147_DN3_SP1_c0.t1, ESY9_g43138_DN2_SP0_c0.t1	XP_010449295.1, XP_019087828.1, XP_010436474.1
OG0011205	ESY9_g43043_DN3_SP1_c0.t1	XP_010439668.1, XP_010449317.1, XP_010434374.1
OG0011206	ESY12_g51590_DN3_SP0_c0.t1	XP_010506098.1, XP_010517801.1, XP_010508545.1
OG0011207	ESY19_g41489_DN3_SP7_c0.t1	XP_010438332.1, XP_010455346.1, XP_010421854.1
OG0011208	ESY20_g13054_DN3_SP0_c0.t1, ESY1_g11091_DN1_SP0_c0.t1	XP_010455350.1, XP_010421857.1, XP_010438299.1
OG0011209	ESY1_g6560_DN3_SP0_c0.t1, ESY1_g6561_DN3_SP1_c0.t1	XP_019097996.1, XP_019095998.1, XP_019088586.1
OG0011210	ESY1_g6465_DN3_SP0_c0.t1	XP_010494184.1, XP_010481986.1, XP_010442170.1
OG0011211	ESY1_g6425_DN3_SP7_c0.t1	XP_010481980.1, XP_010494191.1, XP_010442175.1
OG0011212	ESY1_g6193_DN3_SP8_c0.t1	XP_010481973.1, XP_010494200.1
OG0011213	ESY16_g62032_DN3_SP0_c0.t1	XP_010442130.1, XP_010481960.1, XP_010494213.1
OG0011214	ESY16_g61469_DN3_SP8_c0.t1	XP_010434831.1, XP_010449793.1, XP_010440163.1
OG0011215	ESY16_g61476_DN3_SP0_c0.t1	XP_010434818.1, XP_010440151.1, XP_019089133.1
OG0011216	ESY16_g61456_DN3_SP8_c0.t1	XP_010440170.1, XP_010449802.1, XP_010434839.1
OG0011217	ESY16_g61506_DN3_SP0_c0.t1	XP_010434788.1, XP_010449733.1, XP_010440119.1
OG0011219	ESY16_g61547_DN3_SP0_c0.t1	XP_010434768.1, XP_019087408.1, XP_019089126.1
OG0011220	ESY16_g61548_DN3_SP0_c0.t1	XP_010449701.1, XP_010434755.1, XP_010440095.1
OG0011221	ESY16_g61617_DN3_SP8_c0.t1	XP_010440067.1, XP_010434729.1, XP_010449683.1
OG0011222	ESY16_g61624_DN3_SP0_c0.t1	XP_010434726.1, XP_010449671.1, XP_010440063.1
OG0011223	ESY16_g61630_DN3_SP2_c0.t1	XP_010431266.1
OG0011223	ESY16_g61634_DN3_SP6_c0.t1	XP_010434718.1, XP_010440052.1, XP_010449667.1
OG0011224	ESY16_g61643_DN3_SP0_c0.t1	XP_010478696.1, XP_010499828.1, XP_010461101.1
OG0011225	ESY16_g61647_DN3_SP8_c0.t1	XP_010461104.1, XP_010478693.1
OG0011226	ESY3_g32651_DN3_SP3_c0.t1	XP_010496279.1, XP_010435652.1
OG0011227	ESY6_g50744_DN3_SP8_c0.t1	XP_010465921.1, XP_010484683.1
OG0011227	ESY1_g12399_DN3_SP0_c0.t1	XP_010444835.1
OG0011228	ESY6_g50756_DN3_SP2_c0.t1	XP_010484694.1, XP_010444849.1, XP_010466102.1
OG0011229	ESY6_g50760_DN3_SP5_c0.t1	XP_010484699.1, XP_010444858.1, XP_010466321.1, XP_010466313.1, XP_010444857.1
OG0011230	ESY6_g50761_DN3_SP8_c0.t1	XP_010444860.1, XP_010466350.1, XP_010484705.1
OG0011231	ESY6_g50763_DN3_SP0_c0.t1	XP_019087076.1, XP_010484706.1
OG0011232	ESY1_g12557_DN3_SP0_c0.t1	XP_019101761.1, XP_010413187.1, XP_019093658.1, XP_019093662.1
OG0011233	ESY1_g12552_DN3_SP0_c0.t1	XP_010512722.1, XP_010468883.1, XP_010413193.1
OG0011234	ESY1_g12548_DN3_SP0_c0.t1	XP_010512716.1
OG0011235	ESY1_g12508_DN3_SP0_c0.t1	XP_010512674.1, XP_010413241.1, XP_010468920.1
OG0011236	ESY1_g12478_DN3_SP8_c0.t1	XP_010468945.1, XP_010413270.1, XP_010512647.1
OG0011237	ESY1_g12469_DN3_SP5_c0.t1	XP_010468949.1
OG0011238	ESY1_g12470_DN3_SP0_c0.t1	XP_010413276.1, XP_010468951.1
OG0011239	ESY1_g11821_DN3_SP2_c0.t1	XP_019082771.1, XP_010468952.1, XP_019101752.1
OG0011240	ESY1_g12431_DN3_SP0_c0.t1	XP_010413294.1, XP_010468973.1, XP_010512611.1, XP_010418570.1
OG0011241	ESY1_g12396_DN3_SP0_c0.t1	XP_010512575.1, XP_010469002.1, XP_010413325.1
OG0011242	ESY1_g12381_DN3_SP0_c0.t1	XP_010469008.1, XP_010413333.1, XP_010512567.1
OG0011244	ESY1_g12365_DN3_SP0_c0.t1	XP_010469025.1, XP_010413342.1, XP_010512555.1
OG0011245	ESY1_g12357_DN3_SP8_c0.t1	XP_010469119.1, XP_010413349.1, XP_010512549.1
OG0011247	ESY1_g12302_DN3_SP8_c0.t1	XP_010413393.1, XP_010469083.1
OG0011248	ESY1_g12277_DN2_SP0_c0.t1	XP_010413425.1, XP_010469060.1, XP_010512473.1
OG0011249	ESY1_g12252_DN3_SP0_c0.t1	XP_010512453.1, XP_010469043.1
OG0011250	ESY1_g12178_DN3_SP0_c0.t1	XP_019093701.1, XP_010512415.1, XP_010413509.1
OG0011251	ESY1_g12177_DN3_SP8_c0.t1	XP_010413512.1, XP_010512414.1, XP_010469141.1
OG0011253	ESY1_g12147_DN2_SP0_c0.t1	XP_010413529.1, XP_010469154.1, XP_010512402.1
OG0011254	ESY1_g12128_DN3_SP7_c0.t1	XP_010469160.1, XP_010413537.1, XP_010512393.1
OG0011256	ESY1_g12015_DN2_SP0_c0.t1	XP_010512329.1, XP_010413591.1
OG0011257	ESY1_g11984_DN3_SP0_c0.t1	XP_010512321.1
OG0011258	ESY1_g11915_DN3_SP3_c0.t1	XP_010469258.1, XP_010413621.1, XP_010512283.1
OG0011259	ESY1_g11909_DN2_SP0_c0.t1	XP_010413624.1, XP_010413625.1, XP_010469260.1, XP_010512281.1
OG0011260	ESY1_g11889_DN3_SP6_c0.t1	XP_010469275.1, XP_019101711.1, XP_010413648.1
OG0011261	ESY1_g11866_DN3_SP8_c0.t1	XP_010512241.1
OG0011262	ESY4_g24346_DN3_SP8_c0.t1	XP_010433101.1, XP_010438306.1, XP_010447860.1
OG0011263	ESY1_g11293_DN3_SP7_c11.t1	XP_010413745.1, XP_010512143.1, XP_010469364.1
OG0011264	ESY1_g11298_DN3_SP0_c0.t1	XP_010512135.1, XP_010516574.1, XP_010504884.1
OG0011265	ESY1_g11300_DN3_SP5_c0.t1	XP_010512131.1, XP_010516570.1, XP_010504880.1
OG0011267	ESY20_g13216_DN2_SP0_c0.t1	XP_019098629.1, XP_010425834.1, XP_010503050.1
OG0011268	ESY1_g11413_DN3_SP3_c0.t1	XP_010427763.1, XP_010504815.1, XP_010516508.1
OG0011269	ESY1_g11417_DN3_SP8_c0.t1	XP_019100414.1
OG0011270	ESY1_g11527_DN3_SP0_c0.t1	XP_010504749.1, XP_010516450.1, XP_010427709.1
OG0011271	ESY1_g11725_DN3_SP0_c0.t1	XP_010427587.1, XP_010516326.1, XP_010504640.1
OG0011272	ESY18_g63986_DN3_SP0_c0.t1	XP_010436769.1, XP_010422001.2, XP_010455469.1
OG0011273	ESY4_g24445_DN3_SP0_c0.t1	XP_010433048.1, XP_010438243.1
OG0011274	ESY2_g34449_DN3_SP5_c0.t1	XP_010470804.1, XP_010415474.1, XP_010511853.1, XP_010511852.1
OG0011275	ESY1_g11783_DN3_SP0_c0.t1	XP_010504599.1, XP_010427539.1, XP_010516291.1
OG0011276	ESY1_g11784_DN3_SP0_c0.t1	XP_019102395.1, XP_010427538.1, XP_010504597.1
OG0011277	ESY4_g22074_DN3_SP0_c0.t1, ESY1_g11787_DN3_SP2_c6.t1	XP_010427527.1, XP_010504590.1
OG0011278	ESY1_g11788_DN1_SP0_c0.t1	XP_010427530.1, XP_010516288.1, XP_010504591.1
OG0011279	ESY1_g11789_DN2_SP0_c0.t1, ESY1_g11831_DN3_SP0_c0.t1	XP_010427499.1, XP_010504572.1, XP_010516272.1
OG0011280	ESY1_g11836_DN2_SP0_c0.t1	XP_010427493.1, XP_010504567.1, XP_010504566.1, XP_010516267.1
OG0011281	ESY1_g11840_DN3_SP0_c0.t1	XP_019100369.1, XP_010516266.1, XP_010427489.1
OG0011282	ESY1_g10539_DN3_SP7_c0.t1	XP_010516240.1, XP_010504538.1, XP_010427450.1
OG0011283	ESY1_g10542_DN3_SP8_c0.t1	XP_010427449.1, XP_010504530.1, XP_010516236.1
OG0011284	ESY1_g10570_DN3_SP7_c0.t1	XP_010504495.1, XP_010427420.1, XP_010516210.1
OG0011285	ESY1_g10571_DN1_SP0_c0.t1	XP_010516213.1, XP_010504496.1, XP_010427419.1
OG0011286	ESY1_g10619_DN3_SP8_c0.t1	XP_010427403.1, XP_010504475.1
OG0011287	ESY1_g10647_DN2_SP6_c0.t1	XP_010427389.1, XP_010504460.1, XP_010516177.1
OG0011288	ESY1_g10685_DN3_SP1_c0.t1	XP_010427363.1, XP_010516160.1, XP_010504436.1
OG0011289	ESY1_g10686_DN3_SP7_c15.t1	XP_010516159.1, XP_010427362.1, XP_010504435.1
OG0011290	ESY1_g10689_DN3_SP0_c0.t1	XP_010427356.1, XP_010504429.1, XP_010516154.1
OG0011291	ESY1_g10691_DN3_SP8_c0.t1	XP_010504427.1, XP_010516152.1, XP_010427354.1
OG0011292	ESY1_g10714_DN3_SP8_c0.t1	XP_010504417.1, XP_010516136.1, XP_010427338.1
OG0011293	ESY1_g10772_DN3_SP8_c0.t1	XP_010427285.1, XP_010504371.1, XP_010516084.1
OG0011294	ESY1_g10796_DN3_SP8_c0.t1	XP_010516063.1, XP_010427253.1
