Orthogroup	Euclidium_syriacum	Noccaea_praecox
OG0007058	ESY4_g24758_DN3_SP0_c0.t1	Np005G2726300
OG0007059	ESY4_g24729_DN3_SP0_c0.t1	Np005G2728000
OG0007060	ESY3_g28201_DN3_SP0_c0.t1	Np007G3855600
OG0007061	ESY3_g28088_DN3_SP0_c0.t1	Np007G3862900
OG0007062	ESY2_g35825_DN3_SP2_c0.t1	Np002G0822500
OG0007064	ESY2_g35775_DN2_SP0_c0.t1	Np002G0827800
OG0007065	ESY5_g2042_DN3_SP8_c0.t1	Np004G2302300
OG0007066	ESY5_g2022_DN3_SP0_c0.t1	Np004G2301300
OG0007067	ESY5_g1764_DN2_SP0_c0.t1	Np004G2285100
OG0007068	ESY20_g13188_DN3_SP1_c0.t1	Np003G1870700, Np003G1870600
OG0007069	ESY20_g13163_DN3_SP0_c0.t1	Np003G1873200
OG0007070	ESY20_g13100_DN3_SP0_c0.t1	Np003G1879200
OG0007071	ESY20_g13075_DN3_SP1_c0.t1	Np003G1881900
OG0007072	ESY20_g13055_DN3_SP0_c0.t1	Np003G1883300
OG0007073	ESY20_g13029_DN2_SP0_c0.t1	Np003G1885700
OG0007074	ESY20_g13007_DN3_SP0_c0.t1	Np003G1888600
OG0007075	ESY20_g12984_DN3_SP0_c0.t1	Np003G1891200
OG0007076	ESY20_g13345_DN3_SP3_c0.t1	Np006G3542200, Np006G3488000, Np003G1896500
OG0007077	ESY20_g13367_DN2_SP7_c0.t1	Np003G1898900
OG0007078	ESY8_g59946_DN2_SP0_c0.t1	Np006G3714100
OG0007079	ESY5_g760_DN3_SP0_c0.t1	Np004G2098400
OG0007080	ESY14_g21628_DN3_SP0_c0.t1	Np005G2827000
OG0007081	ESY4_g23919_DN3_SP0_c0.t1	Np005G2768100
OG0007082	ESY5_g5345_DN3_SP0_c0.t1	Np004G2578500
OG0007084	ESY5_g4389_DN1_SP0_c0.t1	Np004G2392600
OG0007085	ESY5_g4327_DN3_SP0_c0.t1	Np004G2386800
OG0007086	ESY5_g2033_DN1_SP0_c0.t1	Np004G2301900
OG0007087	ESY5_g1367_DN3_SP0_c0.t1	Np004G2259700
OG0007088	ESY13_g57451_DN2_SP0_c0.t1	Np004G2096700
OG0007089	ESY5_g749_DN3_SP8_c0.t1	Np004G2098600
OG0007090	ESY13_g57818_DN3_SP8_c0.t1	Np004G2101500
OG0007091	ESY17_g40171_DN3_SP0_c0.t1	Np002G0949200, Np004G2256700
OG0007094	ESY1_g12593_DN3_SP0_c0.t1, ESY5_g3227_DN3_SP0_c0.t1	Np007G3804900, Np007G3804700, Np005G2701600
OG0007095	ESY1_g9639_DN3_SP0_c0.t1	Np002G1162100
OG0007096	ESY10_g14651_DN3_SP0_c0.t1	Np001G0281200, Np001G0280200, Np001G0281000
OG0007097	ESY10_g14027_DN3_SP0_c0.t1	Np001G0234500
OG0007098	ESY2_g34547_DN3_SP8_c0.t1	Np001G0192200
OG0007099	ESY2_g35151_DN3_SP3_c0.t1	Np001G0185600
OG0007101	ESY1_g8242_DN3_SP0_c10.t1	Np001G0466300
OG0007102	ESY1_g10320_DN2_SP0_c0.t1	Np001G0540000
OG0007103	ESY1_g11152_DN3_SP1_c0.t1	Np001G0559600
OG0007105	ESY7_g17021_DN3_SP0_c0.t1	Np003G1463800
OG0007107	ESY19_g41581_DN2_SP0_c0.t1	Np003G1772600
OG0007108	ESY18_g63164_DN3_SP0_c0.t1	Np003G1813200
OG0007109	ESY1_g12040_DN3_SP0_c0.t1	Np007G3836300
OG0007110	ESY13_g56220_DN2_SP0_c0.t1, ESY13_g56222_DN1_SP0_c0.t1	Np005G2798200
OG0007111	ESY5_g5002_DN2_SP0_c0.t1	Np005G2843300, Np005G2843200
OG0007112	ESY9_g42801_DN3_SP8_c0.t1	Np005G2905900
OG0007113	ESY8_g61160_DN3_SP0_c0.t1, ESY8_g61184_DN3_SP0_c0.t1	Np005G3129400, Np005G3129200, Np005G3129000
OG0007115	ESY15_g64554_DN3_SP0_c0.t1	Np001G0179100
OG0007116	ESY15_g64334_DN3_SP0_c0.t1	Np001G0166200
OG0007127	ESY13_g56808_DN2_SP0_c0.t1	Np005G2739600, Np005G2984500
OG0007128	ESY2_g33597_DN2_SP0_c0.t1, ESY2_g33568_DN3_SP0_c0.t1, ESY2_g33981_DN1_SP0_c0.t1	Np001G0697000
OG0007129	ESY26_g42411_DN3_SP7_c0.t1	Np005G2843900, Np005G2843400
OG0007130	ESY6_g47857_DN3_SP8_c0.t1	Np003G1627500
OG0007131	ESY6_g49703_DN3_SP7_c0.t1	Np001G0488100
OG0007132	ESY3_g31906_DN3_SP0_c0.t1, ESY3_g31905_DN3_SP3_c0.t1	Np001G0485400
OG0007133	ESY1_g9177_DN3_SP8_c0.t1	Np001G0484700
OG0007134	ESY1_g9106_DN3_SP0_c10.t1	Np001G0482400
OG0007135	ESY1_g8865_DN3_SP2_c0.t1	Np001G0478500
OG0007136	ESY1_g9379_DN3_SP0_c0.t1, ESY1_g8774_DN3_SP1_c0.t1	Np001G0478200
OG0007137	ESY10_g14664_DN3_SP0_c0.t1	Np001G0298200
OG0007138	ESY10_g14646_DN3_SP2_c0.t1	Np001G0279400
OG0007139	ESY4_g24371_DN2_SP0_c0.t1	Np005G2749900, Np005G2749500
OG0007140	ESY10_g14568_DN3_SP7_c0.t1	Np001G0266900
OG0007141	ESY10_g14439_DN3_SP1_c0.t1	Np001G0259200
OG0007142	ESY9_g45123_DN1_SP0_c0.t1	Np006G3365300
OG0007143	ESY10_g14979_DN3_SP5_c0.t1	Np001G0343700
OG0007144	ESY2_g35038_DN3_SP3_c0.t1	Np002G0737700
OG0007146	ESY7_g17141_DN3_SP0_c0.t1	Np003G1450100
OG0007147	ESY7_g17167_DN1_SP7_c0.t1	Np003G1447800
OG0007148	ESY7_g17169_DN3_SP3_c0.t1	Np003G1447600
OG0007149	ESY7_g17194_DN3_SP5_c0.t1	Np003G1444600
OG0007150	ESY7_g17206_DN3_SP0_c0.t1	Np003G1443900
OG0007151	ESY7_g17237_DN3_SP8_c0.t1	Np003G1441300
OG0007152	ESY7_g17253_DN3_SP6_c0.t1	Np003G1439400
OG0007153	ESY7_g17280_DN2_SP5_c0.t1	Np003G1437100
OG0007154	ESY7_g17281_DN3_SP6_c17.t1	Np003G1437000
OG0007155	ESY7_g17287_DN3_SP8_c0.t1	Np003G1436300
OG0007156	ESY7_g17300_DN3_SP0_c0.t1	Np003G1435500
OG0007157	ESY7_g17319_DN3_SP1_c0.t1	Np003G1433900
OG0007158	ESY7_g17354_DN3_SP4_c0.t1	Np003G1431500
OG0007159	ESY4_g26605_DN2_SP0_c0.t1	Np006G3391400
OG0007160	ESY7_g17401_DN3_SP7_c0.t1	Np003G1427500
OG0007161	ESY7_g17410_DN3_SP1_c0.t1	Np003G1426800
OG0007162	ESY7_g17433_DN3_SP0_c0.t1	Np003G1424700
OG0007163	ESY7_g17436_DN3_SP0_c0.t1	Np003G1424600
OG0007164	ESY7_g17476_DN3_SP0_c0.t1	Np003G1421300
OG0007165	ESY7_g17524_DN3_SP0_c0.t1	Np003G1419100
OG0007166	ESY7_g17531_DN3_SP6_c0.t1	Np003G1418500
OG0007167	ESY7_g17532_DN3_SP2_c0.t1	Np003G1418400
OG0007168	ESY7_g17540_DN3_SP5_c0.t1	Np003G1418000
OG0007169	ESY7_g17555_DN3_SP3_c0.t1	Np003G1417300
OG0007170	ESY7_g17560_DN3_SP7_c0.t1	Np003G1416800
OG0007171	ESY1_g12477_DN3_SP0_c0.t1, ESY1_g12475_DN3_SP0_c0.t1	Np001G0641000, Np001G0641100
OG0007172	ESY18_g64062_DN2_SP0_c0.t1	Np003G1786900
OG0007173	ESY7_g17637_DN3_SP8_c0.t1	Np003G1411300
OG0007174	ESY7_g17638_DN3_SP0_c0.t1	Np003G1411200
OG0007175	ESY7_g17641_DN3_SP7_c0.t1	Np003G1411000
OG0007176	ESY7_g17658_DN1_SP1_c0.t1	Np003G1410000
OG0007177	ESY12_g52227_DN2_SP0_c0.t1	Np003G1409300
OG0007178	ESY7_g17670_DN3_SP1_c0.t1	Np003G1409000
OG0007179	ESY7_g17673_DN3_SP0_c0.t1	Np003G1408800
OG0007180	ESY7_g17675_DN3_SP8_c0.t1	Np003G1408600
OG0007181	ESY7_g17677_DN3_SP0_c0.t1	Np003G1408400
OG0007182	ESY7_g17678_DN3_SP0_c4.t1	Np003G1408300
OG0007183	ESY7_g17705_DN3_SP3_c0.t1	Np003G1406200
OG0007184	ESY7_g17711_DN3_SP5_c0.t1	Np003G1405600
OG0007185	ESY7_g17713_DN3_SP8_c0.t1	Np003G1405500
OG0007186	ESY7_g17720_DN3_SP8_c0.t1	Np003G1404900
OG0007187	ESY7_g17721_DN3_SP8_c0.t1	Np003G1404800
OG0007188	ESY15_g64381_DN2_SP0_c0.t1	Np001G0167700
OG0007189	ESY7_g17731_DN3_SP5_c0.t1, ESY8_g58920_DN3_SP0_c0.t1	Np003G1403900
OG0007190	ESY7_g17739_DN3_SP0_c0.t1	Np003G1403300
OG0007191	ESY7_g17740_DN3_SP8_c0.t1	Np003G1403200
OG0007192	ESY7_g17765_DN3_SP8_c0.t1	Np003G1401200
OG0007193	ESY7_g18428_DN3_SP8_c0.t1	Np003G1400400
OG0007194	ESY6_g48095_DN3_SP0_c0.t1	Np003G1587500
OG0007195	ESY7_g18399_DN3_SP6_c0.t1	Np003G1397500
OG0007196	ESY7_g18392_DN3_SP8_c0.t1	Np003G1397100
OG0007197	ESY7_g18346_DN3_SP2_c0.t1	Np003G1392600
OG0007198	ESY7_g18299_DN3_SP0_c0.t1	Np003G1389800
OG0007199	ESY7_g18291_DN3_SP8_c0.t1	Np003G1388800
OG0007200	ESY7_g18270_DN2_SP0_c0.t1	Np003G1386400
OG0007201	ESY2_g34584_DN2_SP0_c0.t1	Np001G0188200
OG0007202	ESY7_g18243_DN2_SP0_c0.t1	Np005G2643400, Np003G1384700
OG0007203	ESY7_g18191_DN3_SP8_c0.t1	Np003G1381100
OG0007204	ESY7_g18184_DN3_SP0_c0.t1	Np003G1380700
OG0007205	ESY13_g57255_DN2_SP0_c0.t1	Np005G2826400
OG0007206	ESY7_g18167_DN3_SP8_c0.t1	Np003G1379400
OG0007207	ESY7_g18069_DN3_SP0_c0.t1	Np003G1370200
OG0007208	ESY7_g18061_DN3_SP6_c0.t1	Np003G1369300
OG0007209	ESY18_g63403_DN3_SP0_c0.t1	Np001G0179800
OG0007210	ESY7_g18044_DN3_SP7_c0.t1	Np003G1368300
OG0007211	ESY7_g18004_DN3_SP1_c0.t1	Np003G1366100
OG0007212	ESY7_g17982_DN3_SP6_c0.t1	Np003G1364600
OG0007213	ESY7_g17978_DN3_SP0_c0.t1	Np003G1364300
OG0007214	ESY7_g17961_DN3_SP8_c0.t1	Np003G1363200
OG0007215	ESY7_g17924_DN3_SP7_c0.t1	Np003G1360800
OG0007216	ESY7_g17866_DN3_SP8_c15.t1	Np003G1357700
OG0007217	ESY7_g17811_DN2_SP0_c0.t1	Np003G1353800
OG0007218	ESY7_g17783_DN3_SP0_c0.t1	Np003G1351200
OG0007219	ESY7_g17766_DN3_SP3_c0.t1	Np003G1349800
OG0007220	ESY7_g18673_DN2_SP0_c0.t1	Np003G1345900
OG0007221	ESY7_g18649_DN3_SP8_c0.t1	Np003G1343500
OG0007222	ESY7_g18645_DN2_SP0_c0.t1	Np003G1343200
OG0007223	ESY7_g18612_DN3_SP8_c0.t1	Np003G1340500
OG0007224	ESY8_g58345_DN3_SP0_c0.t1	Np003G1859300
OG0007225	ESY8_g58320_DN3_SP7_c0.t1	Np003G1856700
OG0007226	ESY8_g58319_DN3_SP0_c0.t1	Np003G1856600
OG0007227	ESY8_g58300_DN3_SP8_c0.t1	Np003G1854700
OG0007228	ESY13_g56861_DN3_SP8_c0.t1	Np005G2812700
OG0007229	ESY13_g56940_DN3_SP0_c0.t1	Np005G2815500
OG0007230	ESY13_g57034_DN3_SP0_c29.t1	Np005G2818800
OG0007231	ESY8_g59149_DN3_SP7_c0.t1	Np006G3620200
OG0007232	ESY8_g59107_DN3_SP1_c0.t1	Np006G3616000
OG0007233	ESY8_g59081_DN3_SP0_c0.t1	Np006G3613100
OG0007234	ESY8_g59055_DN3_SP3_c0.t1	Np006G3610300
OG0007235	ESY4_g25524_DN3_SP0_c0.t1	Np006G3608200
OG0007236	ESY8_g59028_DN3_SP1_c0.t1	Np006G3606900
OG0007237	ESY8_g59011_DN3_SP0_c0.t1	Np006G3581300
OG0007238	ESY8_g58994_DN3_SP2_c0.t1	Np006G3584900
OG0007239	ESY8_g58945_DN3_SP8_c0.t1	Np006G3590800
OG0007240	ESY8_g58930_DN1_SP0_c0.t1	Np006G3592800
OG0007241	ESY8_g58925_DN3_SP7_c0.t1	Np006G3593400
OG0007242	ESY8_g58902_DN3_SP3_c0.t1	Np006G3596000
OG0007243	ESY8_g58863_DN3_SP8_c0.t1	Np006G3599800
OG0007244	ESY8_g58858_DN3_SP0_c0.t1	Np006G3600200, Np006G3580900
OG0007245	ESY8_g58832_DN3_SP7_c0.t1	Np006G3601200
OG0007246	ESY8_g58831_DN2_SP4_c0.t1	Np006G3601300
OG0007247	ESY8_g58749_DN3_SP0_c0.t1	Np006G3506300
OG0007248	ESY8_g58748_DN3_SP0_c0.t1	Np006G3506500
OG0007249	ESY8_g58714_DN3_SP0_c0.t1	Np006G3517700
OG0007250	ESY8_g58706_DN3_SP0_c0.t1	Np006G3515300
OG0007251	ESY6_g49013_DN3_SP0_c0.t1	Np003G1506600
OG0007252	ESY8_g58660_DN2_SP1_c0.t1	Np006G3477600, Np006G3530500
OG0007253	ESY8_g58614_DN2_SP0_c0.t1	Np006G3473400, Np006G3534000
OG0007254	ESY8_g58504_DN3_SP0_c0.t1	Np006G3542600, Np006G3487600
OG0007255	ESY8_g58510_DN3_SP8_c5.t1	Np006G3542700, Np006G3487400
OG0007256	ESY8_g58526_DN3_SP0_c0.t1	Np006G3546600, Np006G3482800
OG0007257	ESY8_g58481_DN3_SP2_c0.t1	Np006G3551200
OG0007258	ESY8_g59123_DN3_SP0_c0.t1, ESY8_g58458_DN3_SP7_c0.t1	Np006G3552100
OG0007259	ESY8_g58359_DN2_SP0_c0.t1	Np006G3560200
OG0007260	ESY20_g12681_DN3_SP0_c0.t1	Np006G3568500
OG0007261	ESY20_g13343_DN3_SP0_c0.t1	Np006G3566500
OG0007262	ESY20_g13336_DN3_SP8_c0.t1	Np006G3565300
OG0007263	ESY20_g12711_DN3_SP6_c31.t1	Np006G3572000
OG0007264	ESY20_g12740_DN3_SP0_c0.t1, ESY20_g12741_DN3_SP0_c0.t1, ESY20_g12730_DN3_SP0_c0.t1	Np006G3574500
OG0007265	ESY20_g12744_DN3_SP1_c4.t1	Np006G3575200
OG0007267	ESY20_g12754_DN3_SP0_c0.t1, ESY20_g12753_DN2_SP0_c0.t1	Np006G3576200
OG0007268	ESY20_g12783_DN3_SP8_c0.t1	Np006G3576900
OG0007269	ESY20_g12833_DN3_SP0_c0.t1	Np006G3460500, Np009G4310800
OG0007270	ESY20_g12836_DN2_SP0_c0.t1	Np009G4317200, Np006G3456400
OG0007271	ESY8_g58126_DN3_SP0_c0.t1	Np001G0406200
OG0007272	ESY8_g58198_DN3_SP0_c0.t1	Np001G0401600
OG0007273	ESY7_g18642_DN3_SP0_c0.t1	Np005G2811100, Np003G1879800
OG0007274	ESY13_g56428_DN3_SP7_c0.t1	Np005G2809100
OG0007275	ESY13_g56679_DN3_SP0_c0.t1	Np005G2803800
OG0007276	ESY7_g16215_DN3_SP0_c0.t1	Np005G2802800
OG0007277	ESY4_g22048_DN2_SP3_c0.t1	Np001G0378100, Np007G3940000, Np001G0130500, Np004G2009200
OG0007278	ESY4_g21964_DN3_SP2_c0.t1	Np004G2009600
OG0007279	ESY4_g22236_DN3_SP2_c0.t1	Np004G2015900
OG0007280	ESY4_g22421_DN3_SP1_c0.t1	Np004G2010100
OG0007281	ESY4_g22422_DN3_SP8_c0.t1	Np004G2009900
OG0007282	ESY2_g35209_DN2_SP0_c0.t1	Np004G2105400
OG0007283	ESY4_g22889_DN3_SP8_c0.t1	Np004G2107700
OG0007284	ESY4_g22632_DN3_SP3_c0.t1	Np004G2109200
OG0007286	ESY7_g16620_DN3_SP0_c0.t1, ESY7_g16579_DN3_SP0_c0.t1	Np004G2115500
OG0007287	ESY4_g23043_DN3_SP8_c0.t1	Np004G2119300
OG0007288	ESY4_g23045_DN2_SP0_c0.t1	Np004G2119500
OG0007289	ESY4_g23079_DN3_SP0_c0.t1	Np004G2120900
OG0007290	ESY3_g31537_DN3_SP0_c0.t1	Np004G2123600
OG0007292	ESY7_g17761_DN2_SP2_c0.t1	Np004G2132900
OG0007293	ESY4_g23555_DN3_SP0_c0.t1	Np004G2135200
OG0007294	ESY4_g23575_DN3_SP8_c0.t1	Np004G2136300
OG0007295	ESY4_g23638_DN3_SP0_c0.t1	Np004G2137100
OG0007296	ESY4_g23658_DN3_SP8_c0.t1	Np004G2138500
OG0007297	ESY9_g45599_DN3_SP8_c0.t1	Np004G2139200
OG0007298	ESY9_g43242_DN3_SP0_c0.t1	Np004G2142900
OG0007299	ESY16_g62221_DN3_SP8_c0.t1, ESY4_g23779_DN3_SP0_c0.t1	Np004G2144600
OG0007300	ESY16_g62041_DN3_SP0_c0.t1	Np004G2147800
OG0007301	ESY16_g62040_DN2_SP0_c0.t1	Np004G2147900
OG0007302	ESY16_g62016_DN2_SP4_c0.t1	Np004G2150000
OG0007303	ESY16_g61957_DN3_SP0_c0.t1	Np004G2155300
OG0007304	ESY16_g61927_DN3_SP0_c0.t1	Np004G2158400
OG0007305	ESY16_g61905_DN3_SP0_c0.t1	Np004G2161000
OG0007306	ESY16_g61765_DN3_SP0_c0.t1	Np006G3403700, Np004G2181800
OG0007307	ESY16_g61763_DN3_SP7_c0.t1	Np004G2193900, Np004G2183500, Np004G2193700
OG0007308	ESY16_g61758_DN3_SP8_c0.t1	Np004G2189400, Np004G2197700
OG0007309	ESY16_g61743_DN3_SP6_c0.t1	Np004G2196500
OG0007310	ESY16_g61703_DN3_SP7_c0.t1	Np004G2052100
OG0007311	ESY16_g61691_DN3_SP8_c0.t1	Np004G2052600
OG0007312	ESY10_g14372_DN3_SP8_c0.t1	Np001G0253200
OG0007313	ESY10_g14316_DN3_SP8_c0.t1	Np001G0249700
OG0007314	ESY10_g14309_DN3_SP1_c0.t1	Np001G0249500
OG0007315	ESY10_g14294_DN3_SP0_c0.t1	Np001G0248700
OG0007316	ESY10_g14229_DN3_SP3_c0.t1	Np001G0247200
OG0007317	ESY6_g50317_DN3_SP8_c0.t1	Np001G0010900
OG0007318	ESY6_g50379_DN3_SP8_c0.t1	Np001G0018800
OG0007319	ESY6_g50400_DN3_SP0_c0.t1	Np001G0020500
OG0007320	ESY6_g50402_DN3_SP8_c0.t1	Np001G0020700
OG0007321	ESY4_g23940_DN2_SP7_c0.t1	Np005G2766800
OG0007323	ESY6_g50452_DN3_SP0_c22.t1	Np001G0026200
OG0007324	ESY5_g2978_DN3_SP0_c0.t1, ESY6_g50465_DN3_SP0_c0.t1	Np001G0027700
OG0007325	ESY6_g50466_DN3_SP8_c0.t1	Np001G0027800
OG0007326	ESY6_g50496_DN3_SP8_c0.t1	Np001G0030100
OG0007327	ESY6_g50510_DN2_SP0_c0.t1	Np001G0031600
OG0007328	ESY6_g50515_DN3_SP8_c0.t1	Np001G0032200
OG0007329	ESY6_g50554_DN3_SP8_c0.t1	Np001G0036000
OG0007330	ESY6_g50613_DN3_SP8_c0.t1	Np001G0039800, Np007G4195300
OG0007331	ESY6_g50615_DN3_SP6_c0.t1	Np001G0040100
OG0007332	ESY6_g50632_DN3_SP8_c0.t1	Np001G0041700
OG0007333	ESY2_g35229_DN3_SP0_c0.t1, ESY6_g50666_DN3_SP0_c0.t1	Np001G0043200
OG0007334	ESY7_g17872_DN3_SP0_c0.t1, ESY6_g50663_DN2_SP0_c5.t1, ESY6_g49342_DN1_SP0_c0.t1, ESY6_g49341_DN2_SP0_c0.t1, ESY6_g50664_DN1_SP0_c0.t1	Np006G3318900, Np006G3318800, Np004G2588400, Np004G2588300
OG0007335	ESY6_g50678_DN3_SP0_c0.t1	Np001G0044700
OG0007336	ESY6_g50680_DN3_SP0_c0.t1	Np001G0045000
OG0007337	ESY6_g50689_DN3_SP0_c0.t1	Np001G0045400
OG0007338	ESY6_g50695_DN3_SP0_c0.t1	Np001G0046100
OG0007339	ESY6_g50722_DN3_SP8_c0.t1	Np001G0049100
OG0007340	ESY6_g50738_DN3_SP0_c0.t1	Np001G0051300
OG0007341	ESY6_g49595_DN3_SP8_c0.t1	Np001G0051500
OG0007342	ESY5_g3536_DN3_SP0_c0.t1, ESY6_g49605_DN3_SP0_c0.t1, ESY6_g49606_DN3_SP0_c0.t1	Np001G0052400
OG0007343	ESY6_g49619_DN3_SP8_c0.t1	Np001G0053200
OG0007344	ESY6_g49623_DN3_SP7_c0.t1	Np001G0053800
OG0007345	ESY6_g49726_DN3_SP7_c0.t1	Np001G0064200
OG0007346	ESY6_g49728_DN3_SP2_c0.t1	Np001G0064700
OG0007347	ESY6_g49744_DN3_SP8_c0.t1	Np002G1231700, Np001G0065200
OG0007348	ESY6_g49745_DN3_SP0_c0.t1	Np001G0065400
OG0007349	ESY6_g49750_DN3_SP0_c0.t1	Np001G0065800
OG0007350	ESY6_g49822_DN3_SP0_c0.t1	Np001G0069300
OG0007351	ESY6_g49361_DN3_SP0_c0.t1	Np001G0073500
OG0007352	ESY6_g49362_DN3_SP0_c0.t1	Np001G0073600
OG0007353	ESY6_g49379_DN3_SP5_c11.t1	Np001G0075700
OG0007354	ESY6_g49425_DN3_SP2_c0.t1, ESY6_g49489_DN2_SP0_c0.t1	Np001G0085000
OG0007355	ESY27_g13584_DN3_SP0_c0.t1	Np005G3068200
OG0007356	ESY6_g49470_DN3_SP0_c0.t1	Np001G0088400
OG0007357	ESY6_g49477_DN3_SP0_c0.t1	Np001G0089200
OG0007358	ESY6_g49482_DN3_SP0_c0.t1	Np001G0089500
OG0007359	ESY6_g49485_DN3_SP8_c7.t1, ESY24_g32911_DN2_SP0_c0.t1	Np001G0090200
OG0007360	ESY6_g49521_DN2_SP0_c0.t1	Np001G0093300
OG0007361	ESY6_g49565_DN3_SP0_c0.t1	Np001G0096900
OG0007362	ESY6_g49580_DN3_SP3_c0.t1	Np001G0098100
OG0007363	ESY6_g49582_DN3_SP8_c0.t1	Np001G0098200
OG0007364	ESY6_g50204_DN3_SP0_c0.t1	Np001G0101000
OG0007365	ESY7_g19082_DN3_SP0_c0.t1, ESY6_g50153_DN3_SP0_c0.t1, ESY7_g19083_DN3_SP0_c0.t1	Np001G0107500
OG0007366	ESY6_g50142_DN3_SP0_c0.t1	Np001G0108500
OG0007367	ESY6_g50136_DN3_SP7_c0.t1	Np001G0109400
OG0007368	ESY6_g50125_DN3_SP0_c0.t1	Np001G0110500
OG0007369	ESY6_g50096_DN3_SP2_c0.t1	Np001G0113700
OG0007370	ESY6_g50089_DN3_SP6_c0.t1	Np001G0114500
OG0007371	ESY6_g50072_DN3_SP3_c0.t1	Np001G0116600, Np002G0990100
OG0007372	ESY6_g50055_DN3_SP1_c0.t1	Np001G0118100
OG0007374	ESY6_g50040_DN3_SP0_c0.t1	Np001G0119500
OG0007375	ESY22_g40786_DN3_SP0_c0.t1, ESY6_g50038_DN3_SP0_c0.t1	Np001G0119600
OG0007376	ESY6_g50033_DN3_SP0_c10.t1	Np001G0120000
OG0007378	ESY6_g49998_DN1_SP0_c0.t1, ESY6_g49997_DN3_SP0_c0.t1	Np001G0123300
OG0007379	ESY6_g49996_DN3_SP0_c0.t1	Np001G0123400
OG0007380	ESY6_g49968_DN3_SP0_c0.t1	Np001G0128400
OG0007381	ESY6_g49955_DN2_SP0_c0.t1	Np001G0131000
OG0007382	ESY6_g49950_DN3_SP1_c0.t1	Np001G0131500
OG0007383	ESY6_g49933_DN3_SP8_c0.t1	Np001G0133500
OG0007384	ESY6_g49874_DN3_SP0_c0.t1	Np003G1473600
OG0007385	ESY6_g49868_DN3_SP5_c0.t1	Np003G1473100, Np002G0766100
OG0007386	ESY6_g49849_DN3_SP8_c0.t1	Np003G1477700
OG0007387	ESY6_g49848_DN3_SP8_c0.t1	Np003G1477800
OG0007390	ESY6_g49288_DN3_SP0_c0.t1	Np003G1479600
OG0007391	ESY6_g49277_DN3_SP7_c0.t1, ESY1_g5972_DN3_SP0_c0.t1	Np003G1481800
OG0007392	ESY6_g49249_DN3_SP0_c0.t1	Np003G1483400
OG0007393	ESY6_g49243_DN3_SP7_c0.t1	Np003G1483900
OG0007394	ESY6_g49194_DN3_SP8_c0.t1	Np003G1487900
OG0007395	ESY6_g49170_DN3_SP0_c0.t1	Np003G1490600
OG0007396	ESY6_g49156_DN3_SP0_c0.t1	Np003G1492200
OG0007397	ESY6_g49152_DN3_SP4_c0.t1	Np003G1492900
OG0007398	ESY6_g49148_DN3_SP0_c0.t1	Np003G1493500
OG0007399	ESY6_g49126_DN3_SP0_c0.t1	Np003G1497400
OG0007400	ESY6_g49108_DN3_SP1_c0.t1	Np003G1498700
OG0007401	ESY6_g49086_DN3_SP7_c0.t1	Np003G1499400
OG0007402	ESY6_g49025_DN3_SP2_c0.t1	Np003G1505400
OG0007404	ESY6_g49001_DN3_SP0_c4.t1	Np003G1508600
OG0007405	ESY6_g48997_DN3_SP6_c0.t1	Np003G1509000
OG0007406	ESY6_g48971_DN3_SP3_c0.t1	Np003G1512000
OG0007407	ESY6_g48959_DN3_SP8_c0.t1	Np003G1513700
OG0007408	ESY6_g48951_DN2_SP0_c0.t1	Np003G1514700
OG0007409	ESY6_g48932_DN3_SP0_c0.t1, ESY6_g48933_DN3_SP1_c0.t1	Np003G1517500
OG0007410	ESY2_g38023_DN3_SP8_c0.t1	Np004G1995200
OG0007411	ESY6_g48866_DN3_SP0_c0.t1	Np003G1522200
OG0007412	ESY6_g46452_DN3_SP8_c0.t1	Np003G1680500
OG0007413	ESY6_g48857_DN3_SP2_c0.t1	Np003G1523000
OG0007414	ESY6_g48854_DN3_SP8_c0.t1	Np003G1523300
OG0007415	ESY9_g43862_DN3_SP0_c0.t1	Np006G3409700
OG0007416	ESY6_g48814_DN3_SP8_c0.t1	Np003G1526600
OG0007417	ESY6_g48710_DN2_SP0_c0.t1	Np003G1531800
OG0007419	ESY6_g48678_DN3_SP1_c0.t1	Np003G1535900
OG0007420	ESY6_g48664_DN3_SP0_c0.t1	Np003G1537100
OG0007421	ESY6_g48650_DN3_SP8_c0.t1	Np003G1539100
OG0007422	ESY6_g48639_DN3_SP4_c0.t1	Np003G1540500
OG0007423	ESY6_g48632_DN3_SP8_c0.t1	Np003G1541300
OG0007424	ESY6_g48598_DN3_SP4_c0.t1	Np003G1544000
OG0007425	ESY6_g48597_DN3_SP0_c0.t1	Np003G1544500
OG0007426	ESY6_g48590_DN3_SP7_c0.t1	Np003G1545200, Np007G3965500
OG0007427	ESY6_g48541_DN3_SP5_c0.t1	Np003G1550500
OG0007428	ESY6_g48519_DN3_SP7_c0.t1	Np003G1552200
OG0007429	ESY6_g48517_DN3_SP0_c0.t1	Np003G1552400
OG0007430	ESY6_g48513_DN3_SP1_c0.t1	Np003G1552700
OG0007431	ESY6_g48480_DN2_SP4_c0.t1	Np003G1555900, Np003G1556400
OG0007432	ESY6_g48434_DN1_SP2_c0.t1	Np003G1559900
OG0007433	ESY11_g54649_DN3_SP0_c0.t1	Np003G1724500
OG0007434	ESY8_g58143_DN3_SP0_c0.t1, ESY6_g48364_DN3_SP3_c0.t1	Np003G1566000
