Orthogroup	Euclidium_syriacum	Cardamine_glauca
OG0006566	ESY9_g43424_DN3_SP1_c0.t1	Cg001G0193000
OG0006567	ESY9_g43447_DN3_SP1_c0.t1	Cg001G0192200
OG0006568	ESY9_g43528_DN3_SP0_c0.t1	Cg001G0190200
OG0006569	ESY9_g43531_DN2_SP7_c0.t1	Cg001G0189900
OG0006570	ESY9_g43618_DN3_SP0_c0.t1	Cg001G0188000
OG0006571	ESY9_g43589_DN2_SP0_c0.t1	Cg001G0186500
OG0006572	ESY9_g43548_DN3_SP0_c0.t1	Cg001G0185200
OG0006573	ESY9_g43153_DN3_SP8_c0.t1, ESY7_g16723_DN3_SP1_c15.t1	Cg001G0202600
OG0006574	ESY9_g43061_DN3_SP1_c0.t1	Cg001G0204100
OG0006575	ESY16_g61461_DN2_SP0_c0.t1	Cg001G0241200
OG0006575	ESY16_g61467_DN3_SP0_c0.t1	Cg001G0241100
OG0006576	ESY16_g61501_DN2_SP0_c0.t1	Cg001G0238100
OG0006577	ESY16_g61551_DN3_SP0_c0.t1	Cg001G0235500
OG0006578	ESY16_g61615_DN3_SP5_c0.t1	Cg001G0233100
OG0006579	ESY6_g50285_DN3_SP0_c0.t1	Cg003G1063600
OG0006580	ESY6_g50283_DN3_SP0_c0.t1	Cg003G1063800
OG0006581	ESY6_g50236_DN3_SP8_c0.t1	Cg003G1065900
OG0006582	ESY1_g12587_DN3_SP3_c6.t1, ESY20_g12894_DN3_SP0_c0.t1	Cg002G0396200
OG0006583	ESY1_g12558_DN3_SP6_c0.t1	Cg002G0399200
OG0006584	ESY1_g12521_DN3_SP8_c0.t1, ESY9_g43249_DN2_SP0_c0.t1	Cg002G0401700
OG0006585	ESY1_g12488_DN3_SP0_c0.t1, ESY1_g12489_DN3_SP0_c0.t1	Cg002G0404100
OG0006586	ESY1_g12407_DN3_SP0_c0.t1	Cg002G0409600
OG0006587	ESY1_g12398_DN1_SP0_c0.t1	Cg002G0410100
OG0006588	ESY1_g12347_DN3_SP6_c0.t1	Cg002G0413100
OG0006589	ESY1_g12345_DN3_SP1_c1.t1	Cg002G0413500
OG0006590	ESY1_g12272_DN3_SP7_c0.t1	Cg002G0416800
OG0006591	ESY1_g12258_DN3_SP6_c0.t1	Cg002G0417600
OG0006593	ESY1_g12151_DN1_SP4_c0.t1	Cg002G0421600
OG0006594	ESY1_g6450_DN3_SP4_c0.t1	Cg008G2904400
OG0006595	ESY1_g11898_DN3_SP5_c0.t1	Cg002G0429500
OG0006596	ESY1_g11387_DN3_SP0_c0.t1	Cg002G0438200
OG0006597	ESY1_g11395_DN3_SP8_c0.t1	Cg002G0438600
OG0006598	ESY1_g11397_DN3_SP8_c0.t1	Cg002G0438800
OG0006599	ESY12_g52264_DN2_SP0_c0.t1	Cg003G0887700
OG0006600	ESY1_g11641_DN3_SP0_c0.t1	Cg002G0448900
OG0006601	ESY1_g11651_DN3_SP0_c0.t1	Cg002G0449500
OG0006602	ESY1_g11712_DN3_SP8_c0.t1	Cg002G0451300
OG0006603	ESY1_g11786_DN3_SP8_c0.t1	Cg002G0456100
OG0006604	ESY1_g10516_DN3_SP3_c0.t1	Cg002G0459900
OG0006605	ESY1_g10562_DN3_SP8_c0.t1	Cg002G0462800
OG0006606	ESY1_g10614_DN1_SP0_c0.t1	Cg002G0464700
OG0006607	ESY1_g10646_DN3_SP0_c0.t1	Cg002G0465900
OG0006608	ESY1_g10745_DN3_SP1_c0.t1	Cg002G0471300
OG0006609	ESY1_g10751_DN3_SP8_c0.t1	Cg002G0471600
OG0006610	ESY1_g10779_DN3_SP0_c0.t1, ESY1_g10784_DN3_SP0_c0.t1	Cg002G0474600
OG0006611	ESY1_g10822_DN3_SP8_c0.t1	Cg002G0477700
OG0006612	ESY1_g10849_DN3_SP0_c0.t1	Cg002G0478600
OG0006613	ESY1_g11082_DN3_SP0_c0.t1	Cg002G0490000
OG0006614	ESY1_g10489_DN3_SP3_c0.t1	Cg002G0498900
OG0006615	ESY6_g47519_DN3_SP8_c0.t1	Cg003G0922300
OG0006616	ESY6_g47506_DN3_SP0_c0.t1	Cg003G0921900
OG0006617	ESY6_g47501_DN3_SP0_c0.t1	Cg003G0921100
OG0006619	ESY3_g27835_DN3_SP7_c0.t1	Cg004G1318000
OG0006620	ESY3_g27992_DN2_SP1_c0.t1	Cg004G1314700
OG0006621	ESY2_g35173_DN1_SP0_c0.t1	Cg007G2439200
OG0006622	ESY19_g41901_DN3_SP0_c0.t1	Cg007G2445300
OG0006623	ESY21_g55171_DN3_SP7_c0.t1	Cg007G2445600
OG0006624	ESY2_g34497_DN1_SP0_c0.t1	Cg007G2450100
OG0006625	ESY2_g34477_DN3_SP5_c0.t1	Cg007G2451400
OG0006626	ESY15_g64470_DN2_SP0_c17.t1	Cg008G2868900, Cg008G2853100
OG0006627	ESY11_g54215_DN3_SP6_c0.t1	Cg004G1417600
OG0006628	ESY11_g54290_DN3_SP8_c0.t1	Cg004G1420400
OG0006629	ESY11_g54289_DN2_SP0_c0.t1	Cg004G1420500
OG0006630	ESY11_g54497_DN3_SP0_c0.t1	Cg004G1427800
OG0006631	ESY11_g54543_DN3_SP0_c0.t1	Cg004G1429800
OG0006632	ESY18_g63747_DN2_SP0_c0.t1, ESY10_g14551_DN3_SP0_c0.t1	Cg002G0689700
OG0006633	ESY11_g54614_DN3_SP4_c0.t1	Cg004G1431300
OG0006634	ESY3_g32558_DN2_SP1_c0.t1, ESY3_g32557_DN3_SP0_c0.t1	Cg004G1081300
OG0006635	ESY11_g54642_DN2_SP8_c0.t1	Cg004G1433200
OG0006636	ESY11_g54648_DN3_SP3_c0.t1	Cg004G1433300
OG0006637	ESY11_g54693_DN2_SP0_c0.t1	Cg004G1435500
OG0006638	ESY12_g50955_DN3_SP4_c0.t1, ESY6_g49829_DN3_SP0_c0.t1	Cg005G1524000
OG0006639	ESY12_g50904_DN3_SP8_c15.t1	Cg005G1526100
OG0006640	ESY12_g51763_DN3_SP0_c0.t1	Cg005G1469000
OG0006641	ESY12_g50847_DN3_SP0_c0.t1	Cg005G1528900
OG0006642	ESY12_g50827_DN3_SP0_c0.t1	Cg005G1529500
OG0006643	ESY9_g45713_DN3_SP5_c9.t1	Cg005G1530200
OG0006644	ESY9_g45672_DN3_SP4_c0.t1	Cg005G1531300
OG0006645	ESY9_g45611_DN3_SP8_c0.t1	Cg005G1533700
OG0006646	ESY9_g45600_DN3_SP0_c0.t1	Cg005G1534500
OG0006647	ESY9_g45560_DN3_SP5_c0.t1	Cg005G1536100
OG0006648	ESY5_g4499_DN3_SP0_c0.t1	Cg006G2187900
OG0006649	ESY9_g45364_DN3_SP8_c0.t1	Cg005G1545500
OG0006650	ESY9_g45348_DN3_SP0_c0.t1	Cg005G1546600
OG0006651	ESY9_g45328_DN3_SP0_c0.t1	Cg005G1547400
OG0006652	ESY9_g45281_DN3_SP6_c0.t1	Cg005G1549300
OG0006653	ESY9_g45272_DN3_SP0_c0.t1	Cg005G1549500
OG0006654	ESY9_g45253_DN3_SP8_c0.t1	Cg005G1550000
OG0006655	ESY9_g45249_DN3_SP0_c0.t1	Cg005G1550300
OG0006656	ESY2_g34370_DN3_SP0_c11.t1	Cg002G0637300
OG0006657	ESY9_g45234_DN3_SP8_c0.t1	Cg005G1551400
OG0006658	ESY9_g45162_DN3_SP8_c0.t1	Cg005G1552700
OG0006659	ESY9_g45152_DN3_SP0_c0.t1	Cg005G1553700
OG0006660	ESY9_g44865_DN3_SP6_c0.t1	Cg005G1558400
OG0006661	ESY9_g44821_DN3_SP5_c0.t1	Cg005G1559200
OG0006662	ESY9_g44800_DN3_SP0_c0.t1	Cg005G1559900
OG0006663	ESY9_g44593_DN3_SP0_c0.t1	Cg005G1565000
OG0006664	ESY7_g16115_DN3_SP7_c0.t1	Cg003G0746700
OG0006665	ESY7_g16325_DN2_SP0_c0.t1	Cg003G0741500, Cg003G0855700
OG0006666	ESY18_g63139_DN3_SP8_c0.t1	Cg003G0754900
OG0006667	ESY18_g63144_DN3_SP8_c0.t1	Cg003G0755000
OG0006668	ESY7_g16889_DN3_SP5_c0.t1	Cg008G2756700
OG0006669	ESY8_g59884_DN3_SP8_c0.t1	Cg005G1776400
OG0006670	ESY8_g59867_DN3_SP8_c0.t1	Cg005G1775400
OG0006671	ESY8_g59828_DN2_SP0_c0.t1	Cg005G1773200, Cg005G1773000
OG0006672	ESY8_g59771_DN3_SP1_c0.t1	Cg005G1770800
OG0006673	ESY8_g59747_DN3_SP0_c0.t1	Cg005G1769700
OG0006674	ESY8_g59720_DN3_SP0_c0.t1	Cg005G1767100
OG0006675	ESY8_g59566_DN3_SP8_c0.t1	Cg005G1754200
OG0006676	ESY8_g59251_DN3_SP8_c0.t1	Cg005G1714100
OG0006677	ESY8_g59394_DN3_SP7_c5.t1	Cg005G1736600
OG0006678	ESY16_g62570_DN3_SP2_c0.t1	Cg001G0139000
OG0006679	ESY13_g57633_DN3_SP8_c0.t1	Cg001G0157600
OG0006680	ESY9_g43269_DN3_SP0_c6.t1	Cg006G1923600
OG0006681	ESY14_g20153_DN3_SP0_c0.t1	Cg006G1927400
OG0006682	ESY14_g20157_DN3_SP0_c0.t1	Cg006G1927800
OG0006683	ESY25_g62807_DN2_SP0_c0.t1	Cg003G0785200
OG0006684	ESY3_g29280_DN3_SP7_c0.t1	Cg003G0778500
OG0006685	ESY2_g37668_DN3_SP4_c0.t1	Cg006G1837200
OG0006686	ESY18_g63604_DN3_SP8_c0.t1	Cg003G0761000
OG0006687	ESY18_g63603_DN3_SP8_c0.t1	Cg003G0760900
OG0006688	ESY10_g15288_DN3_SP8_c0.t1	Cg008G2820000
OG0006689	ESY10_g15464_DN3_SP0_c0.t1	Cg008G2825800
OG0006690	ESY13_g57604_DN3_SP7_c0.t1	Cg001G0159700
OG0006691	ESY10_g15509_DN3_SP6_c0.t1	Cg008G2827700
OG0006692	ESY10_g15519_DN3_SP1_c0.t1	Cg008G2828100
OG0006693	ESY10_g15594_DN3_SP4_c0.t1	Cg008G2829600
OG0006695	ESY11_g54779_DN3_SP0_c0.t1	Cg004G1437000
OG0006696	ESY11_g54852_DN3_SP8_c0.t1	Cg004G1439900
OG0006697	ESY11_g54893_DN3_SP0_c0.t1, ESY11_g54894_DN3_SP0_c0.t1	Cg004G1441300
OG0006698	ESY11_g54895_DN3_SP8_c0.t1	Cg004G1441500
OG0006699	ESY12_g51462_DN3_SP0_c0.t1	Cg005G1494800
OG0006700	ESY12_g51648_DN2_SP0_c0.t1	Cg005G1462400
OG0006701	ESY12_g51662_DN3_SP0_c0.t1	Cg005G1463000
OG0006702	ESY12_g51664_DN2_SP0_c0.t1	Cg005G1463100
OG0006704	ESY12_g51719_DN3_SP0_c0.t1	Cg005G1466300
OG0006705	ESY12_g51732_DN3_SP4_c0.t1	Cg005G1467400
OG0006706	ESY12_g51779_DN3_SP0_c0.t1	Cg005G1469500
OG0006707	ESY12_g51802_DN3_SP8_c0.t1	Cg005G1471100
OG0006708	ESY12_g51840_DN3_SP0_c0.t1	Cg005G1472600
OG0006709	ESY12_g51842_DN3_SP8_c0.t1	Cg005G1472800
OG0006710	ESY12_g51889_DN3_SP0_c0.t1	Cg005G1475200
OG0006711	ESY12_g51925_DN3_SP8_c31.t1	Cg005G1477300
OG0006712	ESY12_g51973_DN3_SP0_c0.t1	Cg005G1479000
OG0006713	ESY12_g51995_DN3_SP2_c0.t1, ESY1_g11005_DN3_SP0_c0.t1	Cg005G1480000
OG0006715	ESY12_g52028_DN3_SP6_c0.t1	Cg005G1482200
OG0006716	ESY12_g52095_DN1_SP0_c0.t1	Cg005G1486700
OG0006717	ESY12_g52145_DN3_SP6_c0.t1	Cg005G1490000
OG0006718	ESY12_g52181_DN3_SP8_c0.t1	Cg005G1492400
OG0006719	ESY12_g52188_DN3_SP0_c0.t1	Cg005G1492700
OG0006720	ESY12_g52192_DN3_SP5_c0.t1	Cg005G1493200
OG0006721	ESY12_g52193_DN3_SP5_c0.t1, ESY20_g12796_DN3_SP0_c0.t1	Cg005G1493300
OG0006722	ESY12_g51486_DN3_SP7_c0.t1	Cg005G1496500
OG0006723	ESY12_g51519_DN3_SP8_c0.t1	Cg005G1498300
OG0006724	ESY12_g51566_DN3_SP1_c0.t1	Cg005G1501600
OG0006725	ESY12_g51340_DN3_SP8_c0.t1	Cg005G1506200
OG0006726	ESY12_g51323_DN3_SP0_c0.t1	Cg005G1506900
OG0006727	ESY12_g51300_DN3_SP0_c0.t1	Cg005G1508000
OG0006729	ESY12_g51142_DN3_SP1_c0.t1	Cg005G1516000
OG0006730	ESY12_g51097_DN3_SP5_c0.t1	Cg005G1517400
OG0006731	ESY12_g51092_DN3_SP0_c0.t1	Cg005G1517600
OG0006732	ESY10_g14893_DN3_SP2_c0.t1	Cg008G2980200
OG0006733	ESY4_g25909_DN3_SP0_c0.t1	Cg001G0068400
OG0006734	ESY3_g32568_DN3_SP5_c0.t1	Cg004G1080900
OG0006735	ESY3_g32549_DN3_SP8_c9.t1	Cg003G0932500
OG0006736	ESY3_g32497_DN3_SP8_c0.t1	Cg004G1084900
OG0006737	ESY3_g29399_DN3_SP0_c0.t1	Cg004G1088100
OG0006738	ESY3_g32410_DN3_SP0_c0.t1, ESY3_g32426_DN3_SP8_c0.t1	Cg004G1090200
OG0006739	ESY3_g32425_DN3_SP8_c0.t1	Cg004G1090400
OG0006740	ESY3_g32376_DN3_SP8_c0.t1	Cg004G1092700
OG0006741	ESY3_g32317_DN3_SP0_c0.t1, ESY3_g32316_DN3_SP0_c0.t1, ESY3_g32318_DN3_SP8_c0.t1	Cg004G1095200
OG0006742	ESY3_g32267_DN3_SP0_c0.t1	Cg004G1097500
OG0006743	ESY3_g32221_DN3_SP1_c0.t1, ESY3_g32222_DN3_SP1_c0.t1	Cg004G1099200
OG0006744	ESY3_g32206_DN3_SP8_c0.t1	Cg004G1099700
OG0006745	ESY3_g32030_DN3_SP0_c0.t1	Cg004G1104500
OG0006746	ESY3_g31780_DN3_SP0_c0.t1	Cg004G1115000
OG0006747	ESY3_g31777_DN3_SP0_c0.t1	Cg004G1115200
OG0006748	ESY3_g31704_DN3_SP6_c0.t1	Cg004G1116700
OG0006749	ESY3_g31691_DN3_SP6_c0.t1	Cg004G1117200
OG0006750	ESY1_g11475_DN3_SP0_c0.t1	Cg006G2005100
OG0006751	ESY3_g31605_DN3_SP0_c0.t1	Cg004G1122900
OG0006752	ESY3_g31604_DN3_SP0_c0.t1	Cg004G1123000
OG0006753	ESY3_g31441_DN3_SP0_c0.t1	Cg004G1132000
OG0006754	ESY3_g31450_DN3_SP0_c0.t1	Cg004G1132700
OG0006756	ESY3_g31389_DN3_SP6_c0.t1	Cg004G1137200
OG0006757	ESY15_g64513_DN3_SP0_c0.t1, ESY15_g64548_DN3_SP8_c0.t1	Cg008G2856000, Cg008G2871400
OG0006758	ESY3_g31385_DN3_SP0_c0.t1	Cg004G1137800
OG0006759	ESY3_g31381_DN3_SP0_c0.t1	Cg004G1138300
OG0006760	ESY3_g31364_DN2_SP0_c0.t1	Cg004G1139200
OG0006761	ESY3_g30673_DN3_SP0_c0.t1	Cg004G1140100
OG0006762	ESY3_g30705_DN3_SP8_c0.t1	Cg004G1142000
OG0006763	ESY3_g30714_DN2_SP0_c0.t1	Cg004G1142400
OG0006764	ESY3_g30715_DN3_SP3_c0.t1	Cg004G1142500
OG0006765	ESY3_g30804_DN3_SP3_c0.t1	Cg004G1147900
OG0006766	ESY3_g30829_DN3_SP0_c0.t1	Cg004G1149500
OG0006767	ESY3_g30870_DN3_SP0_c0.t1	Cg007G2358800, Cg004G1151200
OG0006768	ESY3_g30845_DN3_SP0_c0.t1	Cg004G1150400
OG0006769	ESY3_g30907_DN2_SP0_c0.t1	Cg004G1152600
OG0006770	ESY6_g49315_DN2_SP0_c0.t1	Cg004G1159600
OG0006771	ESY3_g31254_DN3_SP0_c0.t1, ESY3_g31252_DN3_SP0_c0.t1	Cg004G1174200
OG0006772	ESY3_g31178_DN3_SP4_c0.t1	Cg004G1169500
OG0006773	ESY3_g31194_DN3_SP0_c0.t1	Cg004G1170600
OG0006774	ESY3_g31195_DN3_SP0_c0.t1	Cg004G1170700
OG0006775	ESY3_g31246_DN3_SP3_c0.t1	Cg004G1173900
OG0006776	ESY3_g31281_DN3_SP0_c0.t1	Cg004G1176000
OG0006777	ESY3_g31283_DN3_SP1_c0.t1	Cg004G1176100
OG0006778	ESY3_g31286_DN2_SP0_c0.t1	Cg004G1176400
OG0006779	ESY3_g31323_DN3_SP0_c6.t1	Cg004G1177300, Cg001G0369200
OG0006780	ESY3_g31322_DN3_SP8_c0.t1	Cg004G1177400
OG0006782	ESY3_g30075_DN2_SP3_c0.t1, ESY3_g30081_DN3_SP0_c0.t1, ESY3_g30076_DN2_SP0_c0.t1	Cg004G1184000
OG0006783	ESY3_g30100_DN3_SP8_c0.t1	Cg004G1185700
OG0006784	ESY3_g30108_DN3_SP2_c0.t1	Cg004G1186400
OG0006785	ESY3_g30130_DN3_SP0_c0.t1	Cg004G1188200
OG0006786	ESY3_g30143_DN3_SP2_c0.t1	Cg004G1189400
OG0006787	ESY8_g58548_DN3_SP5_c0.t1	Cg005G1619900
OG0006788	ESY3_g30247_DN3_SP8_c0.t1	Cg004G1196900
OG0006789	ESY3_g30263_DN3_SP0_c0.t1, ESY3_g30261_DN3_SP6_c0.t1	Cg004G1197700
OG0006790	ESY3_g30303_DN3_SP8_c0.t1	Cg004G1200000
OG0006792	ESY3_g30347_DN3_SP0_c0.t1	Cg004G1203600
OG0006793	ESY3_g30351_DN3_SP0_c0.t1	Cg004G1203900
OG0006794	ESY3_g30415_DN3_SP0_c0.t1	Cg004G1206800
OG0006795	ESY3_g30435_DN3_SP0_c0.t1	Cg004G1207900
OG0006796	ESY6_g48232_DN2_SP0_c0.t1, ESY3_g30455_DN3_SP5_c0.t1	Cg004G1209400
OG0006797	ESY3_g30505_DN2_SP0_c0.t1, ESY3_g30504_DN3_SP0_c0.t1	Cg004G1210900
OG0006798	ESY3_g30536_DN3_SP0_c0.t1	Cg004G1215100
OG0006799	ESY3_g30566_DN3_SP8_c0.t1	Cg004G1217400
OG0006800	ESY3_g30590_DN3_SP0_c0.t1	Cg004G1219000
OG0006801	ESY3_g30640_DN3_SP4_c0.t1	Cg004G1222900
OG0006802	ESY3_g30643_DN3_SP8_c0.t1	Cg004G1223200
OG0006803	ESY3_g29991_DN3_SP8_c0.t1	Cg004G1226400
OG0006804	ESY3_g29986_DN3_SP8_c0.t1	Cg004G1226900
OG0006805	ESY5_g5052_DN3_SP0_c0.t1	Cg006G2224900
OG0006806	ESY3_g29845_DN3_SP0_c0.t1	Cg004G1235700
OG0006807	ESY3_g29830_DN3_SP7_c0.t1	Cg004G1237000
OG0006808	ESY3_g29802_DN3_SP8_c15.t1	Cg004G1239500, Cg001G0031700
OG0006809	ESY3_g29792_DN3_SP0_c0.t1	Cg004G1240500
OG0006810	ESY7_g18271_DN3_SP0_c18.t1	Cg005G1677200, Cg008G2885600, Cg007G2267000
OG0006811	ESY3_g29782_DN3_SP7_c0.t1	Cg004G1241200
OG0006812	ESY3_g29781_DN3_SP4_c0.t1	Cg004G1241300
OG0006813	ESY3_g29757_DN3_SP8_c0.t1	Cg004G1242800
OG0006814	ESY3_g29742_DN3_SP0_c0.t1	Cg004G1244000
OG0006815	ESY3_g29711_DN3_SP8_c0.t1	Cg004G1247100
OG0006816	ESY3_g29701_DN2_SP6_c0.t1	Cg004G1247700
OG0006817	ESY3_g29678_DN3_SP4_c0.t1	Cg004G1249900
OG0006818	ESY3_g29670_DN3_SP8_c6.t1	Cg004G1250600
OG0006819	ESY3_g29625_DN3_SP0_c0.t1	Cg004G1253500
OG0006820	ESY3_g29600_DN3_SP4_c0.t1	Cg004G1254700
OG0006821	ESY5_g4148_DN3_SP0_c0.t1	Cg006G2076600
OG0006822	ESY3_g29312_DN3_SP6_c0.t1	Cg004G1266300
OG0006823	ESY3_g29309_DN3_SP8_c4.t1	Cg004G1266700
OG0006824	ESY3_g29240_DN3_SP0_c0.t1	Cg004G1270600
OG0006825	ESY3_g29209_DN3_SP3_c0.t1	Cg004G1272600
OG0006826	ESY3_g29207_DN3_SP0_c0.t1	Cg004G1272900
OG0006827	ESY3_g29206_DN3_SP2_c0.t1	Cg004G1273000
OG0006828	ESY3_g29166_DN2_SP0_c0.t1	Cg004G1275700
OG0006829	ESY3_g29143_DN3_SP0_c0.t1	Cg004G1276600
OG0006830	ESY3_g29124_DN3_SP1_c0.t1	Cg004G1278100
OG0006831	ESY3_g29110_DN3_SP4_c0.t1	Cg004G1279300
OG0006832	ESY5_g3373_DN3_SP4_c0.t1	Cg006G2165100
OG0006833	ESY8_g61046_DN3_SP7_c0.t1	Cg001G0351500
OG0006834	ESY17_g40275_DN3_SP8_c0.t1	Cg001G0333500
OG0006835	ESY15_g65041_DN3_SP8_c0.t1	Cg009G2989900, Cg008G2888700
OG0006836	ESY15_g65081_DN3_SP8_c0.t1	Cg009G2989000, Cg008G2888200
OG0006837	ESY3_g28278_DN3_SP1_c0.t1	Cg004G1306800
OG0006838	ESY3_g28859_DN3_SP0_c34.t1	Cg004G1294600
OG0006840	ESY4_g24699_DN2_SP0_c0.t1	Cg004G1283500
OG0006841	ESY4_g24472_DN3_SP5_c0.t1	Cg001G0102800
OG0006842	ESY4_g24454_DN3_SP1_c0.t1	Cg001G0103100
OG0006843	ESY2_g34357_DN3_SP0_c0.t1	Cg007G2388500
OG0006844	ESY2_g34353_DN3_SP0_c0.t1	Cg007G2381200
OG0006845	ESY18_g63646_DN1_SP0_c0.t1, ESY7_g16971_DN3_SP8_c12.t1	Cg008G2751300
OG0006846	ESY7_g16975_DN3_SP0_c0.t1	Cg008G2750900
OG0006847	ESY7_g17032_DN3_SP7_c0.t1	Cg008G2748500
OG0006848	ESY7_g17060_DN3_SP8_c0.t1	Cg008G2746900
OG0006849	ESY15_g64225_DN3_SP8_c50.t1	Cg008G2841900
OG0006850	ESY10_g15823_DN3_SP8_c0.t1	Cg008G2836100
OG0006851	ESY15_g64748_DN3_SP1_c0.t1	Cg008G2875700
OG0006852	ESY1_g10401_DN3_SP0_c0.t1	Cg002G0503400
OG0006854	ESY1_g10342_DN3_SP5_c0.t1	Cg002G0506400
OG0006855	ESY1_g10321_DN3_SP0_c0.t1	Cg002G0507400
OG0006856	ESY1_g10317_DN3_SP8_c0.t1	Cg002G0507700
OG0006857	ESY1_g10315_DN3_SP6_c0.t1	Cg002G0507900
OG0006858	ESY1_g10160_DN3_SP8_c0.t1	Cg002G0514100
OG0006860	ESY1_g10139_DN3_SP8_c0.t1	Cg002G0515700
OG0006861	ESY1_g10133_DN3_SP5_c0.t1	Cg002G0515900
OG0006862	ESY5_g5513_DN3_SP0_c0.t1, ESY5_g5512_DN3_SP0_c0.t1, ESY5_g5514_DN3_SP0_c0.t1	Cg006G2251100
OG0006863	ESY5_g5510_DN3_SP0_c0.t1	Cg006G2251000
OG0006864	ESY5_g5494_DN3_SP0_c0.t1	Cg006G2249200
OG0006865	ESY5_g5452_DN3_SP7_c0.t1	Cg006G2245800
OG0006866	ESY5_g5396_DN3_SP2_c0.t1	Cg006G2243400
OG0006867	ESY5_g5358_DN3_SP6_c0.t1	Cg006G2241800
OG0006868	ESY5_g5284_DN3_SP0_c0.t1	Cg006G2237000
OG0006869	ESY5_g5266_DN3_SP6_c0.t1, ESY5_g5254_DN3_SP0_c0.t1	Cg006G2236500
OG0006870	ESY5_g5243_DN3_SP7_c0.t1	Cg006G2235600
OG0006871	ESY5_g5147_DN2_SP0_c7.t1	Cg006G2228800
OG0006872	ESY5_g5045_DN3_SP0_c0.t1	Cg006G2224200
OG0006873	ESY11_g53677_DN1_SP0_c0.t1	Cg004G1392500
OG0006874	ESY5_g4973_DN3_SP0_c0.t1	Cg006G2220800
OG0006875	ESY5_g4962_DN3_SP0_c0.t1	Cg006G2220000
OG0006876	ESY5_g4952_DN3_SP8_c0.t1	Cg006G2218900
OG0006877	ESY2_g33528_DN3_SP0_c0.t1	Cg002G0579400
OG0006878	ESY5_g4914_DN3_SP0_c0.t1	Cg006G2216900
OG0006879	ESY5_g4878_DN3_SP0_c0.t1	Cg006G2215200
OG0006880	ESY5_g4848_DN3_SP8_c0.t1	Cg006G2213500
OG0006881	ESY5_g4786_DN3_SP8_c0.t1	Cg006G2209300
OG0006882	ESY5_g4718_DN3_SP8_c15.t1	Cg006G2204100
OG0006883	ESY5_g4715_DN3_SP0_c0.t1	Cg006G2203900
OG0006884	ESY5_g4668_DN3_SP0_c11.t1, ESY5_g4667_DN3_SP0_c14.t1, ESY5_g4666_DN3_SP0_c10.t1, ESY5_g4665_DN3_SP7_c11.t1	Cg006G2200300
OG0006885	ESY5_g4654_DN3_SP4_c0.t1	Cg006G2199500
OG0006886	ESY5_g4622_DN3_SP0_c0.t1	Cg006G2197200
OG0006887	ESY5_g4605_DN3_SP6_c0.t1	Cg006G2195800
OG0006888	ESY5_g4602_DN3_SP0_c0.t1	Cg006G2195500
OG0006889	ESY13_g57181_DN3_SP2_c0.t1	Cg001G0160200
OG0006890	ESY5_g4427_DN3_SP0_c0.t1	Cg006G2183500
OG0006891	ESY5_g3095_DN3_SP8_c0.t1	Cg006G2181800
OG0006892	ESY5_g3109_DN2_SP3_c0.t1	Cg006G2180900
OG0006893	ESY5_g3132_DN3_SP5_c0.t1	Cg006G2180100
OG0006894	ESY5_g3145_DN3_SP0_c0.t1	Cg006G2178900
OG0006895	ESY5_g3200_DN3_SP0_c0.t1	Cg006G2175800
OG0006896	ESY5_g3211_DN3_SP0_c0.t1	Cg006G2174800
OG0006897	ESY5_g3224_DN3_SP0_c0.t1	Cg006G2174200
OG0006898	ESY5_g3249_DN3_SP0_c0.t1, ESY5_g3252_DN3_SP0_c0.t1	Cg006G2172800
OG0006899	ESY5_g3279_DN3_SP0_c0.t1	Cg006G2171100
OG0006900	ESY5_g3349_DN3_SP5_c0.t1	Cg006G2166400
OG0006901	ESY5_g3395_DN3_SP8_c0.t1	Cg006G2163600
OG0006902	ESY5_g3422_DN3_SP0_c0.t1	Cg006G2161900
OG0006903	ESY5_g3474_DN3_SP5_c0.t1, ESY2_g34065_DN3_SP1_c0.t1	Cg007G2312100
OG0006904	ESY5_g3491_DN3_SP7_c0.t1, ESY2_g34028_DN3_SP0_c0.t1	Cg006G2158700
OG0006905	ESY5_g3541_DN3_SP0_c0.t1	Cg006G2155400
OG0006906	ESY5_g3586_DN3_SP0_c0.t1	Cg006G2153000
OG0006907	ESY5_g3614_DN3_SP0_c0.t1, ESY5_g3608_DN3_SP0_c0.t1	Cg006G2151500
OG0006908	ESY5_g3617_DN3_SP7_c0.t1	Cg006G2151200
OG0006909	ESY5_g3621_DN3_SP0_c0.t1, ESY5_g3627_DN3_SP0_c0.t1	Cg006G2151000
OG0006910	ESY5_g3635_DN3_SP8_c0.t1, ESY9_g43650_DN3_SP0_c0.t1	Cg006G2150500
OG0006912	ESY5_g3696_DN3_SP0_c0.t1	Cg006G2147100
OG0006913	ESY5_g3702_DN3_SP0_c0.t1	Cg006G2146600
OG0006914	ESY5_g3718_DN3_SP0_c7.t1	Cg006G2145400
OG0006916	ESY5_g3767_DN3_SP8_c0.t1	Cg006G2141600
OG0006917	ESY5_g3787_DN3_SP8_c0.t1	Cg006G2140600
OG0006918	ESY5_g3799_DN3_SP8_c0.t1	Cg006G2139400
OG0006919	ESY20_g12921_DN3_SP1_c21.t1	Cg003G0700300
OG0006920	ESY5_g3833_DN3_SP0_c0.t1	Cg006G2137600
OG0006921	ESY5_g3882_DN3_SP4_c0.t1	Cg006G2133900
