Orthogroup	Euclidium_syriacum	Brassica_rapa
OG0007696	ESY9_g42668_DN3_SP0_c0.t1	XP_009131743.1
OG0007697	ESY9_g42642_DN3_SP8_c0.t1	XP_009131633.1
OG0007698	ESY9_g42552_DN3_SP0_c0.t1	XP_009108350.2, XP_009137641.1, XP_009136901.1
OG0007699	ESY9_g42545_DN3_SP1_c0.t1	XP_009131264.1, XP_009136894.1
OG0007700	ESY9_g42531_DN3_SP0_c0.t1	XP_009131185.2, XP_009108348.1
OG0007701	ESY9_g42505_DN3_SP5_c0.t1	XP_009131074.1, XP_009136877.1
OG0007702	ESY9_g42502_DN3_SP0_c0.t1	XP_009136875.2, XP_018512318.1
OG0007703	ESY9_g42490_DN3_SP8_c0.t1	XP_033142013.1, XP_009130911.1
OG0007704	ESY9_g42485_DN3_SP2_c0.t1	XP_009130900.1
OG0007705	ESY9_g42476_DN3_SP4_c0.t1, ESY9_g42472_DN1_SP0_c0.t1, ESY9_g42473_DN1_SP0_c0.t1	XP_033144030.1, XP_009130831.2
OG0007707	ESY10_g15097_DN3_SP0_c0.t1	XP_009114359.1
OG0007708	ESY1_g10118_DN3_SP3_c0.t1	XP_009136591.1, XP_009115791.1
OG0007709	ESY1_g10115_DN3_SP5_c0.t1	XP_009136585.1
OG0007710	ESY1_g10114_DN3_SP8_c0.t1	XP_009136584.1, XP_009149275.2
OG0007711	ESY1_g10101_DN3_SP8_c0.t1	XP_009115784.1, XP_009136581.1
OG0007712	ESY1_g10068_DN3_SP1_c0.t1	XP_009115760.1, XP_009136563.1
OG0007713	ESY1_g10058_DN3_SP0_c0.t1	XP_018509755.1
OG0007714	ESY23_g160_DN3_SP8_c0.t1	XP_009109294.1, XP_009137240.1
OG0007715	ESY23_g111_DN3_SP8_c0.t1	XP_009137085.1, XP_009137356.1
OG0007716	ESY6_g46813_DN3_SP0_c0.t1	XP_009127239.1, XP_018512633.1
OG0007717	ESY6_g46810_DN3_SP0_c0.t1	XP_009106753.1, XP_009127240.1
OG0007718	ESY6_g46770_DN3_SP8_c0.t1	XP_009127247.1
OG0007719	ESY6_g46489_DN3_SP0_c0.t1	XP_009127275.1, XP_009107247.1
OG0007720	ESY6_g46202_DN3_SP8_c0.t1	XP_009127310.1, XP_009107451.3
OG0007722	ESY24_g33219_DN3_SP8_c0.t1, ESY12_g51826_DN2_SP1_c0.t1	XP_033144703.1
OG0007723	ESY24_g33228_DN3_SP0_c0.t1	XP_009132685.1, XP_009127330.2
OG0007724	ESY11_g52791_DN3_SP8_c0.t1	XP_009136183.1, XP_033131101.1
OG0007725	ESY11_g53522_DN2_SP0_c0.t1	XP_009136260.2, XP_009123224.2, XP_009102324.1
OG0007726	ESY11_g53670_DN3_SP8_c0.t1	XP_018511356.1, XP_009119404.1
OG0007727	ESY4_g25680_DN3_SP0_c0.t1, ESY11_g53723_DN3_SP4_c0.t1	XP_009136283.1, XP_018510993.1
OG0007728	ESY11_g53790_DN3_SP0_c0.t1	XP_033132103.1, XP_009136298.1
OG0007729	ESY11_g53859_DN3_SP0_c0.t1	XP_009121209.1, XP_033134141.1
OG0007730	ESY11_g53929_DN3_SP1_c0.t1	XP_009136343.1, XP_009121197.2
OG0007731	ESY11_g53947_DN3_SP0_c0.t1	XP_009136361.1
OG0007732	ESY11_g53976_DN3_SP4_c0.t1	XP_009121145.1, XP_009150850.1
OG0007733	ESY23_g421_DN3_SP5_c0.t1	XP_009137694.1
OG0007734	ESY23_g309_DN3_SP0_c0.t1	XP_009137406.1, XP_009137519.2
OG0007735	ESY23_g319_DN3_SP1_c0.t1	XP_009137577.2, XP_033144434.1
OG0007736	ESY23_g210_DN3_SP5_c0.t1	XP_009137386.1, XP_009137352.1
OG0007737	ESY23_g122_DN2_SP0_c0.t1	XP_009137060.1, XP_009108604.1
OG0007738	ESY18_g63312_DN3_SP8_c0.t1	XP_009137300.1, XP_009136467.1
OG0007739	ESY26_g42324_DN3_SP8_c0.t1	XP_033143987.1, XP_009136276.1
OG0007740	ESY26_g42287_DN3_SP2_c0.t1	XP_009136100.1
OG0007741	ESY9_g43784_DN3_SP7_c5.t1	XP_009108566.2, XP_009135969.1
OG0007742	ESY9_g43755_DN3_SP8_c0.t1	XP_009135828.1, XP_009137252.1
OG0007743	ESY9_g43747_DN2_SP0_c0.t1	XP_033144984.1, XP_009135747.2
OG0007744	ESY2_g33260_DN3_SP0_c0.t1	XP_009112864.1
OG0007745	ESY9_g43215_DN3_SP0_c0.t1	XP_009133332.1
OG0007746	ESY9_g43232_DN3_SP6_c0.t1	XP_009133425.1
OG0007747	ESY9_g43257_DN3_SP8_c0.t1	XP_009108461.1, XP_009133507.1
OG0007750	ESY9_g43276_DN3_SP0_c0.t1, ESY9_g43277_DN2_SP0_c0.t1	XP_009137142.1, XP_009133685.1
OG0007751	ESY9_g43315_DN3_SP8_c19.t1	XP_009108477.1, XP_009133895.1
OG0007752	ESY1_g10904_DN1_SP0_c0.t1, ESY9_g43538_DN3_SP8_c0.t1	XP_009134790.1, XP_033134042.1
OG0007753	ESY9_g43610_DN3_SP8_c0.t1	XP_009137205.2, XP_009135044.1
OG0007754	ESY9_g43579_DN3_SP0_c0.t1	XP_009135200.1
OG0007755	ESY9_g42916_DN3_SP0_c0.t1, ESY7_g17105_DN2_SP0_c0.t1	XP_009131618.1, XP_009121038.2
OG0007757	ESY19_g41486_DN3_SP0_c0.t1	XP_009134148.1
OG0007758	ESY1_g6635_DN3_SP4_c0.t1	XP_009123676.1
OG0007759	ESY2_g35391_DN3_SP0_c0.t1, ESY20_g13044_DN3_SP0_c0.t1	XP_009123690.2
OG0007760	ESY16_g61473_DN3_SP3_c0.t1	XP_009124527.1, XP_009136767.1
OG0007761	ESY16_g61500_DN3_SP5_c0.t1	XP_009123028.1, XP_033130672.1
OG0007762	ESY16_g61530_DN3_SP0_c41.t1	XP_033144813.1, XP_009145506.1
OG0007763	ESY16_g61544_DN3_SP0_c0.t1	XP_033133302.1, XP_009145457.2
OG0007765	ESY3_g31514_DN3_SP8_c0.t1	XP_009124836.1, XP_018514259.1
OG0007766	ESY3_g32675_DN3_SP6_c0.t1	XP_009148929.1, XP_009128941.1
OG0007767	ESY3_g32636_DN3_SP2_c0.t1	XP_009134610.1, XP_009147443.1
OG0007769	ESY3_g32614_DN3_SP0_c0.t1	XP_009147433.2, XP_009125020.2
OG0007770	ESY3_g32616_DN3_SP0_c0.t1	XP_009125021.1, XP_009147432.1
OG0007771	ESY9_g42917_DN2_SP0_c0.t1	XP_033131225.1
OG0007772	ESY6_g50234_DN3_SP0_c0.t1	XP_009130567.1, XP_009112289.1
OG0007773	ESY6_g50244_DN3_SP1_c0.t1	XP_009138942.1, XP_009112294.1
OG0007774	ESY6_g50241_DN3_SP3_c0.t1	XP_009112298.1, XP_009103535.1
OG0007775	ESY6_g50755_DN3_SP0_c0.t1	XP_009115820.1, XP_009149040.1
OG0007776	ESY1_g12564_DN3_SP4_c0.t1	XP_009116990.1, XP_009138647.1
OG0007777	ESY1_g12560_DN3_SP5_c0.t1	XP_009116986.1, XP_009138694.1
OG0007778	ESY1_g12556_DN3_SP0_c0.t1	XP_009138644.1, XP_009116985.1
OG0007779	ESY1_g12524_DN3_SP0_c0.t1	XP_033135535.1, XP_009138703.1
OG0007781	ESY7_g16752_DN2_SP0_c0.t1	XP_009116910.1
OG0007782	ESY1_g12423_DN2_SP0_c0.t1	XP_033146735.1, XP_009116896.1, XP_009104376.2
OG0007784	ESY1_g12417_DN3_SP8_c8.t1	XP_009116890.1, XP_009104368.1
OG0007785	ESY1_g12414_DN3_SP0_c0.t1	XP_009116885.1
OG0007786	ESY1_g12391_DN2_SP0_c0.t1	XP_009116861.1
OG0007787	ESY1_g12358_DN3_SP7_c0.t1	XP_009104347.1, XP_009116844.1
OG0007788	ESY1_g12355_DN3_SP0_c0.t1	XP_009104342.1
OG0007789	ESY1_g12332_DN3_SP7_c0.t1	XP_009116828.1, XP_033130914.1
OG0007790	ESY1_g12312_DN2_SP0_c0.t1	XP_009104313.2
OG0007791	ESY1_g12301_DN3_SP8_c0.t1	XP_009104311.1, XP_009138769.1
OG0007792	ESY1_g12270_DN3_SP0_c0.t1	XP_018513919.2, XP_009116796.1
OG0007793	ESY1_g12264_DN3_SP0_c0.t1, ESY1_g12265_DN3_SP0_c0.t1	XP_009104298.1, XP_009116790.1
OG0007794	ESY1_g12256_DN3_SP7_c0.t1	XP_009138785.1
OG0007796	ESY1_g12116_DN3_SP0_c0.t1	XP_009138830.2, NP_001288999.1
OG0007797	ESY1_g12061_DN3_SP0_c0.t1	XP_018508443.1, XP_009138837.2
OG0007798	ESY1_g12003_DN3_SP0_c0.t1	XP_009116697.1, XP_009138863.1
OG0007799	ESY1_g11978_DN3_SP0_c0.t1	XP_009116686.1, XP_009138871.1
OG0007800	ESY12_g52172_DN1_SP0_c0.t1	XP_009142963.1, XP_033130970.1
OG0007801	ESY8_g58593_DN3_SP0_c0.t1, ESY1_g11878_DN3_SP0_c0.t1	XP_033136061.1, XP_033130972.1
OG0007802	ESY1_g11869_DN3_SP1_c0.t1	XP_009104216.1, XP_009116635.1
OG0007803	ESY1_g11198_DN3_SP7_c0.t1	XP_009116620.1, XP_009138906.1
OG0007804	ESY1_g11201_DN1_SP0_c0.t1	XP_033145452.1, XP_009104211.1
OG0007805	ESY1_g11215_DN3_SP0_c0.t1	XP_009116599.1, XP_009104203.2
OG0007806	ESY12_g51482_DN3_SP8_c6.t1	XP_009133598.1, XP_009142928.1
OG0007807	ESY1_g11294_DN3_SP6_c0.t1	XP_009104183.1, XP_009116580.1
OG0007808	ESY1_g11302_DN3_SP8_c0.t1	XP_009104179.2, XP_009138930.1
OG0007809	ESY1_g11368_DN3_SP0_c0.t1	XP_033145456.1, XP_033136058.1
OG0007810	ESY1_g11369_DN1_SP0_c0.t1	XP_009142863.1
OG0007811	ESY1_g11385_DN3_SP6_c0.t1	XP_018510668.2, XP_009138936.1
OG0007812	ESY1_g11390_DN3_SP7_c0.t1	XP_009116551.1, XP_009138938.1
OG0007813	ESY1_g11402_DN1_SP0_c0.t1	XP_009116540.1, XP_009104155.1
OG0007814	ESY1_g11501_DN3_SP8_c3.t1	XP_033146061.1, XP_033131110.1
OG0007815	ESY24_g33125_DN3_SP8_c0.t1	XP_009134057.1
OG0007817	ESY1_g11627_DN3_SP0_c0.t1, ESY1_g11626_DN2_SP0_c0.t1	XP_033131301.1, XP_009116470.2
OG0007818	ESY1_g11638_DN3_SP0_c14.t1	XP_033146475.1, XP_033136033.1
OG0007819	ESY1_g11743_DN1_SP8_c0.t1	XP_009104042.1, XP_009116421.1
OG0007820	ESY1_g11764_DN3_SP2_c0.t1	XP_009116403.1
OG0007821	ESY1_g11765_DN3_SP0_c0.t1	XP_009116402.1, XP_009104036.1
OG0007822	ESY1_g10518_DN3_SP2_c0.t1	XP_009104005.1, XP_009116348.1
OG0007823	ESY1_g10561_DN3_SP6_c0.t1	XP_009116319.1
OG0007824	ESY15_g64745_DN3_SP0_c0.t1	XP_009151638.1, XP_033140530.1
OG0007825	ESY1_g10734_DN3_SP0_c0.t1, ESY1_g10735_DN3_SP0_c0.t1	XP_009116248.1
OG0007826	ESY1_g10609_DN3_SP1_c0.t1	XP_009116300.1, XP_009139123.1
OG0007827	ESY1_g10676_DN3_SP8_c0.t1	XP_009103971.2, XP_009139135.1, XP_009116278.2
OG0007828	ESY1_g10750_DN3_SP2_c0.t1	XP_018513898.1, XP_009116239.1
OG0007829	ESY1_g10884_DN3_SP2_c0.t1, ESY2_g35265_DN3_SP0_c0.t1	XP_033144182.1, XP_009116144.1
OG0007830	ESY1_g10891_DN3_SP0_c0.t1, ESY1_g10975_DN1_SP0_c0.t1	XP_009116139.1
OG0007831	ESY1_g10951_DN3_SP8_c0.t1	XP_009139237.1, XP_033131980.1
OG0007832	ESY1_g10953_DN3_SP1_c0.t1, ESY1_g10954_DN3_SP1_c0.t1	XP_009116130.1
OG0007833	ESY1_g10958_DN3_SP4_c0.t1	XP_009139245.1, XP_009116125.1
OG0007834	ESY1_g10964_DN3_SP8_c0.t1	XP_009116122.1, XP_009139246.1
OG0007835	ESY1_g10966_DN3_SP2_c15.t1	XP_009116120.1, XP_009103913.1
OG0007836	ESY1_g10968_DN3_SP0_c0.t1	XP_009116119.1
OG0007837	ESY1_g10972_DN3_SP2_c0.t1	XP_009116117.1, XP_009139249.1
OG0007838	ESY1_g10992_DN3_SP5_c0.t1	XP_009139265.1, XP_009116101.1
OG0007839	ESY5_g3809_DN3_SP8_c0.t1	XP_009148586.1, XP_009110642.1
OG0007840	ESY1_g11030_DN3_SP7_c0.t1	XP_009103884.1, XP_009116085.1
OG0007841	ESY1_g11048_DN3_SP4_c0.t1	XP_009116075.1, XP_033146228.1
OG0007842	ESY1_g11084_DN3_SP8_c0.t1	XP_009116059.2, XP_009139385.1
OG0007843	ESY1_g11098_DN2_SP2_c0.t1	XP_009116049.1, XP_009103868.2
OG0007844	ESY5_g2012_DN2_SP0_c0.t1	XP_009125249.1
OG0007845	ESY1_g10507_DN3_SP0_c0.t1	XP_009117152.2, XP_009148754.1
OG0007846	ESY1_g10453_DN2_SP0_c0.t1	XP_009115970.1, XP_009148738.1
OG0007847	ESY6_g47548_DN3_SP6_c0.t1	XP_009127127.1, XP_033138219.1
OG0007849	ESY4_g23451_DN3_SP0_c0.t1, ESY6_g47459_DN3_SP8_c0.t1	XP_009119903.1
OG0007850	ESY6_g47419_DN3_SP0_c0.t1	XP_009127162.1, XP_009119898.1
OG0007851	ESY6_g47409_DN3_SP0_c0.t1, ESY4_g23858_DN3_SP0_c0.t1	XP_009132476.1
OG0007852	ESY6_g47407_DN3_SP3_c0.t1	XP_009132477.1, XP_009119885.1
OG0007853	ESY6_g47351_DN3_SP0_c0.t1	XP_033139994.1, XP_033137960.1
OG0007854	ESY6_g47348_DN3_SP5_c0.t1, ESY6_g47175_DN3_SP0_c0.t1	XP_033137961.1, XP_033143121.1
OG0007855	ESY2_g38438_DN3_SP2_c0.t1	XP_009136739.1
OG0007856	ESY3_g27934_DN3_SP3_c0.t1	XP_009102502.2, XP_009136076.1
OG0007857	ESY3_g27889_DN3_SP7_c0.t1	XP_009136080.1, XP_009102491.1
OG0007858	ESY3_g27883_DN3_SP8_c0.t1	XP_009112680.1, XP_009136081.1, XP_033131782.1
OG0007859	ESY3_g27518_DN3_SP8_c0.t1	XP_009136103.1, XP_009102430.1
OG0007860	ESY3_g27298_DN3_SP0_c0.t1	XP_009136131.1, XP_009102398.2
OG0007861	ESY2_g35426_DN3_SP1_c0.t1	XP_009136149.1, XP_033144246.1
OG0007862	ESY11_g52878_DN3_SP8_c0.t1	XP_009136187.1
OG0007863	ESY2_g35215_DN3_SP0_c0.t1	XP_009127490.1, XP_009105233.1
OG0007864	ESY2_g35212_DN2_SP0_c0.t1	XP_009127492.1, XP_009105236.2
OG0007865	ESY2_g35195_DN3_SP0_c0.t1	XP_009127513.1, XP_009105248.1
OG0007866	ESY2_g35183_DN3_SP6_c0.t1	XP_009105251.1
OG0007867	ESY2_g35176_DN3_SP0_c0.t1	XP_033130790.1, XP_009127535.1
OG0007868	ESY2_g35175_DN3_SP0_c2.t1	XP_009127537.1, XP_009105259.1
OG0007869	ESY2_g33455_DN2_SP0_c0.t1	XP_033131513.1, XP_009127546.1
OG0007871	ESY10_g15296_DN1_SP0_c0.t1	XP_009129931.1, XP_018508099.1
OG0007872	ESY12_g51321_DN3_SP0_c0.t1	XP_009105282.1
OG0007873	ESY3_g32487_DN3_SP0_c0.t1, ESY7_g19623_DN3_SP0_c0.t1	XP_009105121.3, XP_009127554.1
OG0007874	ESY19_g42013_DN2_SP0_c0.t1	XP_009105283.1, XP_009105120.1
OG0007875	ESY19_g41929_DN3_SP0_c0.t1	XP_009105286.1, XP_009127556.1
OG0007876	ESY19_g41974_DN3_SP6_c0.t1	XP_009127566.1, XP_009105302.1
OG0007877	ESY19_g41840_DN3_SP8_c0.t1	XP_009105107.1, XP_009105312.1
OG0007878	ESY19_g41842_DN3_SP7_c0.t1	XP_009105320.1, XP_009127574.1
OG0007879	ESY19_g41900_DN2_SP6_c0.t1	XP_018511813.2, XP_018508310.1, XP_018508285.1
OG0007881	ESY2_g34517_DN3_SP8_c0.t1	XP_009105353.1, XP_009105069.1
OG0007882	ESY2_g34479_DN3_SP0_c0.t1	XP_009105374.1
OG0007883	ESY2_g34469_DN1_SP0_c0.t1	XP_009105380.2, XP_009127624.2
OG0007884	ESY2_g34466_DN2_SP0_c0.t1	XP_009127627.1, XP_009105384.1
OG0007885	ESY11_g54318_DN3_SP0_c0.t1	XP_033129531.1, XP_009102240.1
OG0007886	ESY7_g16688_DN3_SP8_c0.t1	XP_009113893.1, XP_033128234.1
OG0007887	ESY11_g54342_DN3_SP0_c0.t1	XP_009114707.1
OG0007888	ESY11_g54356_DN3_SP8_c0.t1	XP_009150718.1, XP_009112562.1
OG0007889	ESY11_g54514_DN3_SP0_c0.t1	XP_009112597.1, XP_009103406.1
OG0007890	ESY10_g14388_DN3_SP3_c0.t1	XP_009129149.2
OG0007891	ESY10_g14671_DN3_SP8_c0.t1	XP_009102184.1, XP_009103394.1
OG0007892	ESY11_g54654_DN3_SP8_c0.t1	XP_009117527.2, XP_033131175.1
OG0007893	ESY12_g51085_DN3_SP0_c0.t1	XP_009142733.1, XP_009141976.1
OG0007894	ESY12_g51058_DN3_SP0_c19.t1	XP_009142729.1, XP_033144386.1
OG0007895	ESY12_g51049_DN3_SP8_c0.t1	XP_009141971.1, XP_009142723.2
OG0007896	ESY12_g51042_DN1_SP0_c0.t1, ESY12_g51041_DN3_SP1_c0.t1	XP_009141966.1, XP_009142721.1
OG0007897	ESY1_g10203_DN3_SP0_c0.t1	XP_033134871.1, XP_009115859.2
OG0007898	ESY12_g50982_DN3_SP8_c0.t1	XP_009141937.1
OG0007899	ESY11_g52863_DN3_SP0_c0.t1	XP_009141929.1
OG0007900	ESY12_g50939_DN3_SP8_c16.t1	XP_009141916.1
OG0007901	ESY12_g50907_DN3_SP8_c0.t1	XP_009142693.1, XP_033144144.1, XP_009141907.1
OG0007902	ESY12_g50824_DN3_SP0_c0.t1	XP_033146931.1, XP_009133419.2
OG0007903	ESY12_g50816_DN3_SP0_c0.t1	XP_009133414.1
OG0007904	ESY12_g50814_DN3_SP0_c0.t1	XP_009133411.2, XP_009143242.2
OG0007905	ESY9_g45682_DN3_SP8_c0.t1	XP_009133408.1, XP_009143254.2
OG0007906	ESY9_g45651_DN3_SP0_c0.t1	XP_009143263.1, XP_033146499.1
OG0007907	ESY2_g35316_DN3_SP8_c0.t1	XP_009127450.1, XP_009105159.2
OG0007908	ESY9_g45551_DN3_SP0_c0.t1	XP_009143301.1, XP_033145119.1
OG0007909	ESY9_g45532_DN3_SP7_c0.t1	XP_009143309.1
OG0007910	ESY9_g45507_DN3_SP0_c0.t1	XP_033148184.1, XP_033148009.1, XP_009141801.1
OG0007911	ESY9_g45506_DN3_SP0_c0.t1	XP_033146416.1, XP_033148010.1
OG0007912	ESY9_g45441_DN1_SP0_c0.t1	XP_009133328.1
OG0007913	ESY3_g31487_DN3_SP0_c0.t1	XP_009134916.1, XP_009124748.1
OG0007914	ESY9_g45402_DN3_SP7_c0.t1	XP_009133304.1, XP_009141769.1
OG0007915	ESY9_g45398_DN3_SP0_c0.t1	XP_009141765.1, XP_009133301.1
OG0007916	ESY9_g45390_DN3_SP8_c0.t1	XP_009143362.1
OG0007917	ESY9_g45389_DN3_SP0_c0.t1	XP_009133293.1, XP_009141763.1
OG0007918	ESY9_g45388_DN3_SP0_c9.t1	XP_009141762.1, NP_001288920.1
OG0007919	ESY9_g45377_DN3_SP8_c15.t1	XP_009133289.1, XP_009141761.1
OG0007920	ESY9_g45366_DN3_SP0_c0.t1	XP_009143366.2
OG0007921	ESY6_g47536_DN3_SP0_c0.t1, ESY13_g57569_DN3_SP0_c0.t1	XP_009109862.1
OG0007922	ESY9_g45269_DN2_SP7_c0.t1	XP_009141732.2, XP_009143399.1
OG0007923	ESY9_g45251_DN2_SP0_c0.t1	XP_009133240.1, XP_009143406.2
OG0007924	ESY9_g45160_DN3_SP1_c0.t1	XP_009133225.1, XP_009141713.1
OG0007925	ESY9_g45124_DN3_SP0_c0.t1	XP_009133213.1, XP_009141693.1
OG0007928	ESY9_g45052_DN3_SP0_c0.t1	XP_033146005.1, XP_033146947.1
OG0007929	ESY9_g44961_DN2_SP0_c0.t1	XP_009141681.1, XP_009143458.1
OG0007930	ESY9_g44806_DN3_SP0_c0.t1	XP_009133150.1, XP_009141655.1
OG0007931	ESY9_g44754_DN3_SP5_c0.t1	XP_009141637.1, XP_009143523.2
OG0007932	ESY9_g44732_DN3_SP6_c11.t1	XP_009133117.1, XP_009141628.1
OG0007933	ESY9_g44719_DN3_SP0_c0.t1	XP_018512542.1, XP_009143528.1
OG0007934	ESY9_g44640_DN2_SP0_c0.t1	XP_009143540.1, XP_009143541.2
OG0007935	ESY7_g16071_DN2_SP0_c0.t1	XP_009133571.1
OG0007936	ESY7_g16091_DN3_SP3_c0.t1	XP_009114609.1, XP_009134283.2
OG0007937	ESY10_g14623_DN3_SP1_c0.t1	XP_009101351.1
OG0007938	ESY7_g16217_DN3_SP0_c0.t1	XP_009114575.2, NP_001288972.1
OG0007939	ESY7_g16222_DN3_SP0_c0.t1	XP_009134302.2, XP_009114570.2
OG0007940	ESY7_g16327_DN3_SP0_c0.t1	XP_009134316.1
OG0007941	ESY18_g62969_DN3_SP0_c0.t1	XP_033134846.1, XP_033142106.1
OG0007942	ESY8_g59842_DN3_SP8_c0.t1	XP_009140282.1, XP_009117402.1
OG0007943	ESY8_g59770_DN3_SP8_c0.t1	XP_009140308.1, XP_009117365.1
OG0007944	ESY8_g59733_DN3_SP8_c0.t1	XP_009140324.2, XP_009117347.2
OG0007945	ESY8_g59699_DN3_SP2_c0.t1	XP_009140350.1, XP_009112531.1
OG0007946	ESY8_g59683_DN3_SP7_c0.t1	XP_018514207.1, XP_033134504.1
OG0007947	ESY8_g59679_DN3_SP0_c0.t1	XP_009112510.1, XP_009140367.1
OG0007948	ESY8_g59657_DN3_SP0_c0.t1	XP_009140383.1, XP_009117337.1
OG0007949	ESY5_g800_DN3_SP1_c0.t1	XP_009103006.1
OG0007950	ESY8_g59651_DN3_SP0_c0.t1	XP_009117331.1, XP_009140388.1
OG0007951	ESY8_g59636_DN3_SP8_c0.t1	XP_033145394.1
OG0007952	ESY8_g59635_DN3_SP0_c0.t1	XP_009117320.1
OG0007953	ESY8_g59604_DN3_SP8_c0.t1	XP_009117298.1
OG0007955	ESY8_g59581_DN3_SP0_c0.t1	XP_009140461.1, XP_009117285.1
OG0007956	ESY8_g59523_DN3_SP0_c0.t1	XP_009133989.1, XP_009117265.1
OG0007957	ESY8_g59504_DN2_SP0_c0.t1	XP_009117260.1, XP_009140513.2
OG0007958	ESY8_g59483_DN3_SP8_c0.t1	XP_009117246.1, XP_033146394.1
OG0007959	ESY8_g59260_DN3_SP3_c0.t1	XP_009117037.1, XP_009140721.1
OG0007960	ESY8_g59312_DN3_SP0_c22.t1	XP_009140680.1, XP_009117051.1
OG0007961	ESY8_g59242_DN3_SP8_c0.t1	XP_009117027.1, XP_009140735.2
OG0007962	ESY8_g59433_DN3_SP6_c0.t1	XP_009140553.1, XP_033136697.1
OG0007963	ESY8_g59285_DN3_SP0_c0.t1	XP_033136672.1, XP_009133963.2
OG0007964	ESY13_g57134_DN3_SP0_c0.t1	XP_009137457.1, XP_009138224.1
OG0007965	ESY13_g57133_DN3_SP8_c0.t1	XP_009138216.2, XP_009109246.1
OG0007966	ESY13_g57345_DN3_SP8_c0.t1	XP_009109250.1, XP_009137933.1
OG0007967	ESY5_g4403_DN3_SP5_c0.t1	XP_009147897.1
OG0007968	ESY14_g20949_DN3_SP8_c0.t1	XP_009123041.2, XP_009145057.1, XP_009107647.1
OG0007969	ESY14_g20910_DN3_SP1_c0.t1	XP_009145051.1, XP_009126172.1
OG0007970	ESY14_g21495_DN3_SP6_c0.t1	XP_009123503.1, XP_009107474.1
OG0007971	ESY14_g21155_DN3_SP1_c0.t1	XP_009124431.1, XP_009107473.1
OG0007972	ESY14_g20841_DN3_SP7_c0.t1	XP_033135853.1, XP_009107912.1, XP_009145116.1
OG0007973	ESY14_g20826_DN3_SP0_c0.t1	XP_009147750.2
OG0007974	ESY14_g20737_DN3_SP6_c0.t1	XP_009114710.1, XP_009145131.1, XP_033132365.1
OG0007975	ESY14_g20597_DN3_SP8_c0.t1	XP_009145144.1, XP_009114729.1
OG0007976	ESY14_g20548_DN3_SP1_c0.t1	XP_009107933.1
OG0007977	ESY14_g19957_DN3_SP8_c0.t1	XP_018510031.2
OG0007978	ESY14_g20154_DN3_SP1_c0.t1	XP_009107938.1, XP_009114774.1
OG0007979	ESY14_g20192_DN3_SP7_c0.t1	XP_033147546.1, XP_009114783.1
OG0007980	ESY14_g20311_DN3_SP8_c0.t1	XP_009114785.1, XP_009151479.1
OG0007981	ESY25_g62920_DN3_SP4_c0.t1	XP_009134168.1, XP_009113575.1
OG0007982	ESY25_g62866_DN3_SP0_c0.t1	XP_009113574.1
OG0007984	ESY25_g62606_DN3_SP1_c0.t1	XP_009134186.2
OG0007985	ESY18_g63980_DN3_SP8_c0.t1	XP_009108224.1
OG0007986	ESY17_g40183_DN2_SP1_c0.t1	XP_009133903.1
OG0007987	ESY18_g63290_DN3_SP0_c0.t1	XP_009124795.1, XP_009134244.1
OG0007988	ESY18_g63003_DN3_SP7_c0.t1	XP_009114636.1, XP_009134254.1
OG0007989	ESY7_g16908_DN3_SP8_c0.t1	XP_009120924.1, XP_009131720.1
OG0007990	ESY7_g16903_DN3_SP2_c0.t1	XP_009126294.2, XP_009120919.1
OG0007991	ESY7_g16897_DN3_SP0_c0.t1	XP_009120915.1
OG0007992	ESY7_g16873_DN3_SP0_c0.t1	XP_009120902.1, XP_009126352.1
OG0007993	ESY7_g16867_DN3_SP0_c0.t1	XP_009131733.1, XP_009120897.1
OG0007994	ESY7_g16866_DN2_SP0_c0.t1	XP_009111693.1, XP_009151131.1
OG0007996	ESY10_g15396_DN3_SP6_c0.t1	XP_009151505.2, XP_009111721.1
OG0007997	ESY11_g54836_DN3_SP0_c0.t1	XP_033130302.1, XP_009102053.2
OG0007998	ESY11_g54862_DN3_SP3_c0.t1	XP_009102043.1, XP_009112657.1
OG0007999	ESY11_g53416_DN3_SP0_c0.t1, ESY3_g32128_DN3_SP7_c0.t1	XP_009117487.1, XP_009112675.1, XP_009102023.1
OG0008000	ESY12_g52337_DN2_SP1_c0.t1	XP_009118134.1
OG0008001	ESY12_g52321_DN3_SP7_c0.t1	XP_009142487.1
OG0008002	ESY12_g52298_DN3_SP7_c11.t1	XP_009133833.1, XP_009142498.1
OG0008003	ESY25_g62584_DN3_SP8_c0.t1	XP_009134191.1, XP_009113605.1
OG0008004	ESY12_g52219_DN3_SP8_c0.t1	XP_009133814.2, XP_009142538.1
OG0008005	ESY12_g52210_DN3_SP0_c0.t1	XP_009133809.2, XP_009142545.1
OG0008006	ESY12_g51439_DN3_SP2_c0.t1	NP_001288832.1, NP_001288959.1
OG0008007	ESY12_g51753_DN3_SP3_c0.t1	XP_033146820.1, XP_033146348.1
OG0008008	ESY12_g51755_DN3_SP8_c0.t1	XP_009142405.1, XP_033146816.1
OG0008009	ESY12_g51761_DN3_SP0_c0.t1	XP_009143207.1, XP_009142403.1
OG0008010	ESY12_g51770_DN3_SP5_c0.t1	XP_009142401.1, XP_009133760.2
OG0008012	ESY12_g51785_DN3_SP7_c15.t1	XP_033146972.1, XP_009142380.1
