Orthogroup	Euclidium_syriacum	Cochlearia_excelsa
OG0007293	ESY4_g23555_DN3_SP0_c0.t1	g32450
OG0007294	ESY4_g23575_DN3_SP8_c0.t1	g27698
OG0007295	ESY4_g23638_DN3_SP0_c0.t1	g27700
OG0007296	ESY4_g23658_DN3_SP8_c0.t1	g50538, g32467
OG0007297	ESY9_g45599_DN3_SP8_c0.t1	g50540, g27704
OG0007298	ESY9_g43242_DN3_SP0_c0.t1	g32487
OG0007299	ESY16_g62221_DN3_SP8_c0.t1	g32492
OG0007300	ESY16_g62041_DN3_SP0_c0.t1	g32504
OG0007301	ESY16_g62040_DN2_SP0_c0.t1	g50568
OG0007302	ESY16_g62016_DN2_SP4_c0.t1	g32513
OG0007303	ESY16_g61957_DN3_SP0_c0.t1	g27750
OG0007304	ESY16_g61927_DN3_SP0_c0.t1	g50591
OG0007305	ESY16_g61905_DN3_SP0_c0.t1	g27736
OG0007306	ESY16_g61765_DN3_SP0_c0.t1	g51529, g50625
OG0007307	ESY16_g61763_DN3_SP7_c0.t1	g32578
OG0007308	ESY16_g61758_DN3_SP8_c0.t1	g50630
OG0007309	ESY16_g61743_DN3_SP6_c0.t1	g50632, g32598
OG0007310	ESY16_g61703_DN3_SP7_c0.t1	g32614
OG0007311	ESY16_g61691_DN3_SP8_c0.t1	g32618, g50637
OG0007312	ESY10_g14372_DN3_SP8_c0.t1	g10707
OG0007313	ESY10_g14316_DN3_SP8_c0.t1	g10681
OG0007314	ESY10_g14309_DN3_SP1_c0.t1	g10678
OG0007315	ESY10_g14294_DN3_SP0_c0.t1	g16694, g10674
OG0007316	ESY10_g14229_DN3_SP3_c0.t1	g10668
OG0007317	ESY6_g50317_DN3_SP8_c0.t1	g9641
OG0007318	ESY6_g50379_DN3_SP8_c0.t1	g9667, g74
OG0007319	ESY6_g50400_DN3_SP0_c0.t1	g85
OG0007320	ESY6_g50402_DN3_SP8_c0.t1	g87
OG0007321	ESY4_g23940_DN2_SP7_c0.t1	g17051, g23567
OG0007323	ESY6_g50452_DN3_SP0_c22.t1	g129
OG0007324	ESY5_g2978_DN3_SP0_c0.t1, ESY6_g50465_DN3_SP0_c0.t1	g9698, g140
OG0007325	ESY6_g50466_DN3_SP8_c0.t1	g141
OG0007326	ESY6_g50496_DN3_SP8_c0.t1	g9712, g150
OG0007327	ESY6_g50510_DN2_SP0_c0.t1	g157
OG0007328	ESY6_g50515_DN3_SP8_c0.t1	g45533, g160
OG0007329	ESY6_g50554_DN3_SP8_c0.t1	g184
OG0007330	ESY6_g50613_DN3_SP8_c0.t1	g9745
OG0007331	ESY6_g50615_DN3_SP6_c0.t1	g18654, g204
OG0007332	ESY6_g50632_DN3_SP8_c0.t1	g9750, g212
OG0007333	ESY2_g35229_DN3_SP0_c0.t1, ESY6_g50666_DN3_SP0_c0.t1	g36015, g36014, g18644
OG0007334	ESY7_g17872_DN3_SP0_c0.t1, ESY6_g50663_DN2_SP0_c5.t1, ESY6_g49342_DN1_SP0_c0.t1, ESY6_g49341_DN2_SP0_c0.t1, ESY6_g50664_DN1_SP0_c0.t1	g32315
OG0007335	ESY6_g50678_DN3_SP0_c0.t1	g18645
OG0007336	ESY6_g50680_DN3_SP0_c0.t1	g9763, g232
OG0007337	ESY6_g50689_DN3_SP0_c0.t1, ESY7_g17869_DN3_SP0_c0.t1, ESY7_g17871_DN3_SP0_c0.t1	g235
OG0007338	ESY6_g50695_DN3_SP0_c0.t1	g238
OG0007339	ESY6_g50722_DN3_SP8_c0.t1	g250
OG0007340	ESY6_g50738_DN3_SP0_c0.t1	g9791
OG0007341	ESY6_g49595_DN3_SP8_c0.t1, ESY4_g24600_DN3_SP0_c0.t1	g9793
OG0007342	ESY5_g3537_DN3_SP0_c0.t1	g9894
OG0007342	ESY5_g3536_DN3_SP0_c0.t1, ESY6_g49605_DN3_SP0_c0.t1, ESY6_g49606_DN3_SP0_c0.t1	g9797, g265
OG0007343	ESY6_g49619_DN3_SP8_c0.t1	g270, g9799
OG0007344	ESY6_g49623_DN3_SP7_c0.t1	g273
OG0007345	ESY6_g49726_DN3_SP7_c0.t1	g18631
OG0007346	ESY6_g49728_DN3_SP2_c0.t1	g316, g9823
OG0007347	ESY6_g49744_DN3_SP8_c0.t1	g317
OG0007348	ESY6_g49745_DN3_SP0_c0.t1	g318, g9825
OG0007349	ESY6_g49750_DN3_SP0_c0.t1	g9827
OG0007350	ESY6_g49822_DN3_SP0_c0.t1	g334
OG0007351	ESY6_g49361_DN3_SP0_c0.t1	g9858
OG0007352	ESY6_g49362_DN3_SP0_c0.t1	g9859
OG0007353	ESY6_g49379_DN3_SP5_c11.t1	g366, g367
OG0007354	ESY6_g49425_DN3_SP2_c0.t1, ESY6_g49489_DN2_SP0_c0.t1	g9879
OG0007355	ESY27_g13584_DN3_SP0_c0.t1	g24594
OG0007357	ESY6_g49477_DN3_SP0_c0.t1	g412
OG0007358	ESY6_g49482_DN3_SP0_c0.t1	g415
OG0007359	ESY24_g32911_DN2_SP0_c0.t1	g417
OG0007360	ESY6_g49521_DN2_SP0_c0.t1	g427
OG0007361	ESY6_g49565_DN3_SP0_c0.t1	g439, g9926
OG0007362	ESY6_g49580_DN3_SP3_c0.t1	g9940, g3987
OG0007363	ESY6_g49582_DN3_SP8_c0.t1	g445, g9941
OG0007364	ESY6_g50204_DN3_SP0_c0.t1	g462
OG0007365	ESY7_g19082_DN3_SP0_c0.t1, ESY6_g50153_DN3_SP0_c0.t1, ESY7_g19083_DN3_SP0_c0.t1	g497
OG0007366	ESY6_g50142_DN3_SP0_c0.t1	g18582, g9987
OG0007367	ESY6_g50136_DN3_SP7_c0.t1	g503
OG0007368	ESY6_g50125_DN3_SP0_c0.t1	g36086, g18580
OG0007369	ESY6_g50096_DN3_SP2_c0.t1	g9997
OG0007371	ESY6_g50072_DN3_SP3_c0.t1	g540
OG0007372	ESY6_g50055_DN3_SP1_c0.t1	g544
OG0007374	ESY6_g50040_DN3_SP0_c0.t1	g551
OG0007375	ESY22_g40786_DN3_SP0_c0.t1, ESY6_g50038_DN3_SP0_c0.t1	g552
OG0007376	ESY6_g50033_DN3_SP0_c10.t1	g558, g10023
OG0007378	ESY6_g49998_DN1_SP0_c0.t1, ESY6_g49997_DN3_SP0_c0.t1	g10036
OG0007379	ESY6_g49996_DN3_SP0_c0.t1	g10038
OG0007380	ESY6_g49968_DN3_SP0_c0.t1	g10062
OG0007381	ESY6_g49955_DN2_SP0_c0.t1	g10071
OG0007382	ESY6_g49950_DN3_SP1_c0.t1	g605, g10068
OG0007383	ESY6_g49933_DN3_SP8_c0.t1	g10075
OG0007384	ESY6_g49874_DN3_SP0_c0.t1	g29113
OG0007385	ESY6_g49868_DN3_SP5_c0.t1	g29109
OG0007386	ESY6_g49849_DN3_SP8_c0.t1	g41421, g660
OG0007387	ESY6_g49848_DN3_SP8_c0.t1	g41420
OG0007390	ESY6_g49288_DN3_SP0_c0.t1	g671
OG0007391	ESY1_g5972_DN3_SP0_c0.t1	g687
OG0007392	ESY6_g49249_DN3_SP0_c0.t1	g703
OG0007393	ESY6_g49243_DN3_SP7_c0.t1	g705
OG0007394	ESY6_g49194_DN3_SP8_c0.t1	g41401, g28929
OG0007395	ESY6_g49170_DN3_SP0_c0.t1	g28918
OG0007396	ESY6_g49156_DN3_SP0_c0.t1	g28912
OG0007397	ESY6_g49152_DN3_SP4_c0.t1	g28909
OG0007398	ESY6_g49148_DN3_SP0_c0.t1	g28908
OG0007399	ESY6_g49126_DN3_SP0_c0.t1	g28901, g41371
OG0007400	ESY6_g49108_DN3_SP1_c0.t1	g766, g28896
OG0007401	ESY6_g49086_DN3_SP7_c0.t1	g41365
OG0007402	ESY6_g49025_DN3_SP2_c0.t1	g798
OG0007404	ESY6_g49001_DN3_SP0_c4.t1	g28864
OG0007405	ESY6_g48997_DN3_SP6_c0.t1	g28862, g811
OG0007406	ESY6_g48971_DN3_SP3_c0.t1	g41335
OG0007407	ESY6_g48959_DN3_SP8_c0.t1	g28850
OG0007408	ESY6_g48951_DN2_SP0_c0.t1	g41331
OG0007409	ESY6_g48932_DN3_SP0_c0.t1, ESY6_g48933_DN3_SP1_c0.t1	g41328
OG0007410	ESY2_g38023_DN3_SP8_c0.t1	g36322
OG0007411	ESY6_g48866_DN3_SP0_c0.t1	g861
OG0007412	ESY6_g46452_DN3_SP8_c0.t1, ESY3_g32270_DN2_SP0_c0.t1	g41172
OG0007413	ESY6_g48857_DN3_SP2_c0.t1	g1299
OG0007414	ESY6_g48854_DN3_SP8_c0.t1	g1295
OG0007415	ESY9_g43862_DN3_SP0_c0.t1	g37122
OG0007416	ESY6_g48814_DN3_SP8_c0.t1	g39225, g1284
OG0007417	ESY6_g48710_DN2_SP0_c0.t1	g1263
OG0007417	ESY6_g48711_DN2_SP0_c0.t1	g1264
OG0007419	ESY6_g48678_DN3_SP1_c0.t1	g1245, g39248
OG0007420	ESY6_g48664_DN3_SP0_c0.t1	g39256, g1239
OG0007421	ESY6_g48650_DN3_SP8_c0.t1	g39264
OG0007422	ESY6_g48639_DN3_SP4_c0.t1	g1221
OG0007423	ESY6_g48632_DN3_SP8_c0.t1	g1217, g28718
OG0007424	ESY6_g48598_DN3_SP4_c0.t1	g28723
OG0007425	ESY6_g48597_DN3_SP0_c0.t1	g1190
OG0007426	ESY6_g48590_DN3_SP7_c0.t1	g39278
OG0007427	ESY6_g48541_DN3_SP5_c0.t1	g28678
OG0007428	ESY6_g48519_DN3_SP7_c0.t1	g39289
OG0007429	ESY6_g48517_DN3_SP0_c0.t1	g28663
OG0007430	ESY6_g48513_DN3_SP1_c0.t1	g1139, g28660
OG0007431	ESY6_g48480_DN2_SP4_c0.t1	g28650
OG0007432	ESY6_g48434_DN1_SP2_c0.t1	g28641
OG0007433	ESY11_g54649_DN3_SP0_c0.t1	g28285
OG0007434	ESY6_g48364_DN3_SP3_c0.t1	g1095
OG0007435	ESY6_g48367_DN3_SP7_c0.t1	g28596
OG0007436	ESY6_g48381_DN3_SP8_c0.t1	g28609
OG0007437	ESY6_g48382_DN3_SP0_c0.t1	g28611
OG0007438	ESY6_g48397_DN3_SP5_c0.t1	g28619
OG0007439	ESY4_g22208_DN1_SP0_c0.t1, ESY6_g48330_DN3_SP0_c6.t1	g28575
OG0007440	ESY6_g48263_DN3_SP8_c0.t1	g39345
OG0007441	ESY6_g48169_DN3_SP8_c0.t1	g28548
OG0007442	ESY6_g48161_DN3_SP7_c0.t1	g28542, g39357
OG0007443	ESY6_g48110_DN3_SP8_c6.t1	g1038, g28535
OG0007444	ESY4_g24130_DN3_SP0_c14.t1	g17031
OG0007445	ESY6_g48066_DN3_SP0_c0.t1	g39367, g28521
OG0007446	ESY6_g47982_DN2_SP0_c0.t1	g994
OG0007447	ESY6_g47973_DN3_SP1_c0.t1	g39395
OG0007448	ESY6_g47966_DN3_SP0_c0.t1	g28496
OG0007449	ESY1_g9690_DN3_SP2_c0.t1	g2620
OG0007451	ESY1_g9304_DN3_SP4_c0.t1	g2689
OG0007452	ESY6_g47601_DN3_SP7_c0.t1	g28455
OG0007453	ESY6_g47625_DN3_SP8_c0.t1	g949
OG0007454	ESY6_g47626_DN3_SP8_c0.t1	g28470
OG0007455	ESY20_g13218_DN3_SP8_c0.t1	g39557, g30791
OG0007456	ESY20_g13221_DN3_SP4_c10.t1	g25464
OG0007457	ESY20_g13296_DN3_SP0_c0.t1	g39603
OG0007458	ESY3_g28745_DN2_SP0_c0.t1	g45218, g5978
OG0007460	ESY7_g18517_DN3_SP7_c0.t1	g5555
OG0007461	ESY7_g18510_DN3_SP0_c0.t1	g5562
OG0007462	ESY7_g18481_DN3_SP8_c17.t1	g45469, g29649
OG0007463	ESY7_g18716_DN3_SP3_c0.t1	g45458, g29663
OG0007464	ESY7_g18748_DN2_SP0_c0.t1	g26055, g29676
OG0007465	ESY7_g18751_DN1_SP0_c0.t1	g45453
OG0007466	ESY7_g18771_DN3_SP8_c13.t1	g29685, g5601
OG0007467	ESY7_g18854_DN3_SP4_c0.t1	g45436, g5621
OG0007468	ESY7_g18886_DN3_SP0_c0.t1	g29720
OG0007469	ESY7_g18948_DN3_SP0_c0.t1	g29735
OG0007470	ESY7_g18952_DN3_SP0_c0.t1	g29737
OG0007471	ESY7_g19020_DN3_SP0_c0.t1	g5662, g29767
OG0007472	ESY7_g19073_DN3_SP0_c0.t1	g45406, g29787
OG0007473	ESY7_g19111_DN3_SP6_c0.t1	g29796
OG0007474	ESY7_g19154_DN3_SP0_c0.t1	g5699, g29801
OG0007475	ESY3_g31052_DN3_SP0_c0.t1	g12376
OG0007476	ESY7_g19203_DN3_SP5_c0.t1	g29809
OG0007477	ESY7_g19215_DN2_SP7_c0.t1, ESY12_g51687_DN3_SP1_c0.t1	g5714, g29816
OG0007478	ESY7_g19276_DN3_SP0_c0.t1	g5722
OG0007479	ESY7_g19318_DN3_SP8_c0.t1	g5734
OG0007480	ESY7_g19320_DN3_SP7_c0.t1	g5735
OG0007482	ESY7_g19375_DN3_SP0_c0.t1	g29840
OG0007483	ESY7_g19377_DN3_SP4_c0.t1	g5753
OG0007484	ESY7_g19394_DN3_SP0_c0.t1	g5759
OG0007485	ESY7_g19446_DN2_SP0_c0.t1	g29847
OG0007486	ESY3_g30960_DN3_SP0_c0.t1	g13055
OG0007487	ESY7_g19471_DN3_SP2_c0.t1	g45316
OG0007488	ESY7_g19492_DN3_SP0_c0.t1	g5790
OG0007489	ESY7_g19491_DN3_SP0_c0.t1	g5789
OG0007490	ESY7_g19489_DN3_SP5_c0.t1	g5788
OG0007491	ESY7_g19483_DN1_SP0_c0.t1	g5785
OG0007492	ESY7_g19522_DN3_SP0_c0.t1	g5795
OG0007493	ESY7_g19558_DN1_SP0_c0.t1	g5806
OG0007494	ESY1_g11192_DN2_SP0_c0.t1, ESY7_g19559_DN3_SP2_c0.t1	g5807
OG0007495	ESY7_g19576_DN3_SP8_c0.t1	g5814
OG0007496	ESY7_g19581_DN3_SP0_c0.t1	g45294
OG0007497	ESY7_g19593_DN3_SP8_c0.t1	g45289
OG0007498	ESY7_g19657_DN3_SP0_c0.t1	g5865
OG0007499	ESY8_g60149_DN3_SP8_c0.t1	g46654
OG0007500	ESY8_g60021_DN3_SP7_c0.t1	g16771
OG0007501	ESY8_g60003_DN3_SP0_c0.t1	g46624
OG0007502	ESY8_g59982_DN3_SP8_c0.t1	g16758
OG0007503	ESY2_g36482_DN3_SP6_c0.t1	g46610
OG0007504	ESY18_g63338_DN3_SP0_c0.t1, ESY2_g36592_DN3_SP0_c0.t1	g46572, g13600
OG0007505	ESY18_g63333_DN1_SP0_c0.t1, ESY2_g36598_DN2_SP0_c0.t1, ESY18_g63332_DN2_SP0_c0.t1	g17929
OG0007506	ESY2_g36606_DN3_SP8_c0.t1	g46569
OG0007507	ESY5_g2977_DN3_SP0_c0.t1	g46561
OG0007508	ESY2_g36624_DN3_SP4_c0.t1, ESY5_g2982_DN3_SP0_c22.t1	g46554
OG0007509	ESY2_g36653_DN3_SP7_c11.t1	g46539
OG0007510	ESY2_g36665_DN3_SP8_c0.t1	g14406
OG0007511	ESY2_g35015_DN2_SP0_c0.t1	g1502
OG0007512	ESY2_g36754_DN3_SP0_c0.t1	g46513
OG0007513	ESY2_g36779_DN3_SP2_c0.t1	g44336, g46501
OG0007514	ESY2_g36784_DN3_SP0_c0.t1	g46498, g44340
OG0007515	ESY2_g36795_DN3_SP8_c0.t1	g44341
OG0007516	ESY2_g36798_DN3_SP0_c0.t1	g46497
OG0007517	ESY2_g36800_DN3_SP7_c0.t1	g46495, g44345
OG0007518	ESY2_g36149_DN3_SP0_c0.t1, ESY2_g36151_DN3_SP3_c0.t1	g46475
OG0007519	ESY2_g36137_DN3_SP1_c0.t1	g44353
OG0007520	ESY2_g36136_DN3_SP1_c0.t1	g46470
OG0007521	ESY2_g36123_DN3_SP7_c0.t1	g46466
OG0007522	ESY2_g35023_DN3_SP5_c0.t1	g46437
OG0007523	ESY2_g35040_DN3_SP0_c0.t1	g46420
OG0007524	ESY2_g35052_DN3_SP0_c0.t1	g46406
OG0007525	ESY2_g35078_DN3_SP0_c0.t1	g44360
OG0007526	ESY2_g35084_DN1_SP0_c0.t1	g46388
OG0007527	ESY2_g34599_DN3_SP0_c0.t1	g46376
OG0007528	ESY2_g34614_DN3_SP7_c0.t1	g46366
OG0007529	ESY2_g34640_DN3_SP0_c9.t1	g44364
OG0007530	ESY2_g34647_DN3_SP0_c0.t1	g46334
OG0007531	ESY2_g34650_DN3_SP0_c0.t1	g46327
OG0007532	ESY4_g24741_DN3_SP0_c0.t1, ESY2_g34660_DN3_SP0_c0.t1, ESY10_g15477_DN2_SP0_c0.t1	g46323
OG0007533	ESY2_g34684_DN3_SP8_c0.t1	g46309
OG0007534	ESY2_g34697_DN3_SP0_c0.t1	g44386
OG0007535	ESY2_g34765_DN3_SP0_c0.t1	g46263
OG0007536	ESY2_g34794_DN3_SP0_c0.t1	g44416
OG0007537	ESY2_g34796_DN3_SP0_c0.t1	g46248
OG0007538	ESY2_g34808_DN3_SP2_c0.t1	g46243
OG0007539	ESY5_g3990_DN2_SP0_c0.t1	g31895
OG0007539	ESY2_g34826_DN1_SP0_c0.t1	g44432
OG0007540	ESY2_g34827_DN3_SP4_c0.t1	g46233
OG0007541	ESY2_g36077_DN3_SP0_c0.t1	g46226
OG0007542	ESY2_g34535_DN3_SP4_c0.t1	g10383
OG0007543	ESY2_g35996_DN3_SP7_c0.t1	g46188
OG0007544	ESY2_g35975_DN3_SP8_c0.t1	g46181
OG0007545	ESY11_g54025_DN3_SP1_c0.t1	g14032, g6091
OG0007546	ESY11_g54044_DN3_SP0_c0.t1	g14027, g6088
OG0007547	ESY11_g54045_DN3_SP5_c0.t1	g14025
OG0007548	ESY11_g54112_DN3_SP7_c0.t1	g6046
OG0007549	ESY1_g9820_DN3_SP5_c0.t1	g19378
OG0007550	ESY1_g9817_DN3_SP0_c0.t1	g19379
OG0007551	ESY1_g9808_DN3_SP2_c0.t1	g19383, g2599
OG0007552	ESY6_g47888_DN2_SP0_c0.t1	g28488, g39413
OG0007553	ESY6_g47881_DN3_SP0_c0.t1	g28485
OG0007554	ESY1_g8599_DN3_SP6_c0.t1, ESY6_g49356_DN3_SP0_c0.t1	g19506
OG0007556	ESY2_g36362_DN3_SP8_c0.t1, ESY2_g36368_DN1_SP0_c0.t1	g54365
OG0007557	ESY16_g62463_DN3_SP3_c0.t1, ESY10_g14657_DN3_SP5_c0.t1	g51421
OG0007558	ESY2_g36274_DN3_SP0_c0.t1	g36707
OG0007559	ESY2_g36262_DN3_SP0_c0.t1	g54335, g36700
OG0007560	ESY2_g36255_DN3_SP0_c0.t1	g36696
OG0007561	ESY2_g36225_DN3_SP0_c0.t1	g36687, g54344
OG0007563	ESY2_g36903_DN3_SP7_c0.t1	g54292, g36630
OG0007564	ESY2_g36911_DN3_SP4_c0.t1	g54284, g36620
OG0007565	ESY2_g36971_DN3_SP4_c0.t1	g36599
OG0007566	ESY9_g44170_DN3_SP4_c0.t1	g51568, g23508
OG0007567	ESY9_g44270_DN3_SP0_c0.t1	g51574, g38031
OG0007568	ESY9_g44324_DN3_SP8_c0.t1	g38033
OG0007569	ESY1_g7585_DN3_SP8_c0.t1	g11446
OG0007570	ESY1_g6949_DN3_SP8_c0.t1	g3131
OG0007571	ESY9_g44379_DN2_SP0_c0.t1, ESY15_g65317_DN3_SP6_c0.t1	g41154
OG0007572	ESY9_g42980_DN3_SP0_c0.t1	g28260
OG0007573	ESY6_g47168_DN3_SP0_c7.t1	g41246
OG0007574	ESY6_g47192_DN3_SP0_c0.t1	g28400
OG0007575	ESY6_g47202_DN3_SP5_c0.t1, ESY6_g47193_DN2_SP0_c0.t1	g901
OG0007576	ESY6_g47218_DN3_SP8_c0.t1	g28405
OG0007577	ESY15_g65183_DN3_SP8_c0.t1	g1468
OG0007578	ESY24_g33123_DN3_SP0_c0.t1, ESY2_g36865_DN3_SP0_c0.t1	g28253
OG0007579	ESY2_g34311_DN3_SP0_c0.t1	g17889
OG0007580	ESY4_g26146_DN3_SP0_c0.t1, ESY17_g39819_DN3_SP0_c0.t1	g46880
OG0007581	ESY17_g39839_DN3_SP6_c0.t1	g46872
OG0007582	ESY17_g39808_DN3_SP0_c0.t1	g46940
OG0007583	ESY3_g30550_DN2_SP0_c0.t1, ESY17_g39141_DN2_SP0_c0.t1	g24752, g24757
OG0007584	ESY17_g39948_DN3_SP1_c0.t1	g46652
OG0007586	ESY5_g2772_DN3_SP0_c0.t1	g46995, g24635
OG0007587	ESY7_g19106_DN3_SP0_c0.t1	g47009
OG0007588	ESY28_g55051_DN3_SP0_c0.t1	g47043, g36161, g24535
OG0007589	ESY28_g55052_DN3_SP8_c0.t1	g24534
OG0007590	ESY7_g18343_DN3_SP0_c0.t1	g24522
OG0007591	ESY22_g40797_DN3_SP0_c0.t1	g24501, g47068
OG0007592	ESY22_g40826_DN3_SP2_c0.t1	g47076, g24499
OG0007593	ESY22_g40866_DN2_SP0_c0.t1	g47080
OG0007594	ESY22_g41054_DN3_SP2_c0.t1	g17688
OG0007595	ESY22_g41123_DN2_SP0_c0.t1	g24471
OG0007598	ESY2_g35878_DN3_SP8_c0.t1	g44582
OG0007599	ESY2_g35888_DN3_SP7_c0.t1	g46032
OG0007600	ESY2_g35924_DN3_SP6_c0.t1	g44574
OG0007601	ESY2_g35925_DN3_SP4_c0.t1	g44573
OG0007602	ESY2_g34882_DN3_SP0_c0.t1	g44556, g46094
OG0007603	ESY2_g34885_DN3_SP8_c0.t1	g46096
OG0007604	ESY2_g34974_DN3_SP0_c0.t1	g46143, g44518
OG0007605	ESY2_g34979_DN3_SP8_c0.t1	g46145
OG0007606	ESY2_g35003_DN3_SP2_c0.t1	g44508
OG0007607	ESY2_g34451_DN3_SP0_c8.t1	g41530
OG0007608	ESY4_g25249_DN3_SP0_c0.t1	g53374, g36754
OG0007609	ESY2_g34392_DN3_SP0_c0.t1	g44785, g45763
OG0007610	ESY2_g35353_DN3_SP0_c0.t1	g44782, g45769
OG0007611	ESY5_g5173_DN3_SP1_c0.t1, ESY4_g24016_DN3_SP0_c0.t1	g23550, g47675
OG0007612	ESY4_g24022_DN3_SP0_c6.t1	g23546, g17038
OG0007613	ESY4_g24127_DN3_SP2_c0.t1	g23538
OG0007614	ESY4_g24165_DN3_SP8_c0.t1	g23531, g47679
OG0007615	ESY4_g24303_DN3_SP0_c18.t1	g23488
OG0007616	ESY6_g47228_DN2_SP0_c0.t1	g28407
OG0007617	ESY10_g13928_DN3_SP6_c0.t1	g16640
OG0007619	ESY2_g33448_DN3_SP4_c0.t1	g40783
OG0007620	ESY2_g33361_DN3_SP0_c0.t1	g40806
OG0007621	ESY8_g60515_DN3_SP1_c0.t1	g43418, g43419
OG0007622	ESY8_g60509_DN3_SP0_c0.t1	g16873, g16872
OG0007623	ESY2_g34581_DN3_SP8_c0.t1	g28414
OG0007624	ESY1_g6212_DN1_SP0_c0.t1, ESY1_g6219_DN2_SP0_c0.t1	g11501, g41368
OG0007625	ESY12_g51322_DN3_SP6_c0.t1	g10192
OG0007626	ESY10_g13724_DN3_SP1_c0.t1	g10505
OG0007627	ESY10_g13763_DN3_SP7_c0.t1	g10516
OG0007628	ESY10_g13877_DN3_SP4_c0.t1	g10545
OG0007629	ESY10_g13860_DN2_SP0_c0.t1	g1598
OG0007630	ESY10_g13842_DN3_SP4_c0.t1	g10552
OG0007631	ESY10_g13943_DN3_SP8_c0.t1	g10573
OG0007633	ESY11_g52348_DN3_SP0_c0.t1	g28304
OG0007635	ESY2_g35471_DN3_SP3_c0.t1	g44716
OG0007636	ESY2_g35466_DN3_SP0_c0.t1, ESY2_g35464_DN3_SP8_c0.t1	g45819
OG0007637	ESY2_g35462_DN3_SP1_c0.t1	g45817
OG0007638	ESY2_g35461_DN3_SP7_c0.t1	g44724
OG0007641	ESY10_g15106_DN3_SP1_c0.t1	g10949
OG0007642	ESY10_g15128_DN3_SP0_c0.t1	g40607
OG0007643	ESY15_g64535_DN3_SP5_c0.t1	g10253
OG0007644	ESY10_g15146_DN3_SP1_c0.t1	g10955
OG0007645	ESY10_g15164_DN3_SP8_c0.t1	g10957
OG0007646	ESY10_g15199_DN2_SP0_c22.t1, ESY10_g15169_DN2_SP0_c0.t1	g40602
OG0007647	ESY10_g15201_DN3_SP0_c0.t1	g40600
OG0007649	ESY7_g16788_DN3_SP0_c0.t1, ESY4_g24308_DN2_SP0_c0.t1	g10986
OG0007650	ESY5_g1763_DN3_SP0_c0.t1, ESY17_g39830_DN3_SP8_c12.t1	g46865
OG0007651	ESY7_g16770_DN3_SP8_c0.t1	g10997
OG0007652	ESY2_g37662_DN3_SP1_c0.t1	g54136
OG0007653	ESY2_g37655_DN3_SP0_c0.t1	g54138
OG0007654	ESY13_g56306_DN3_SP1_c0.t1	g23734, g17150
OG0007655	ESY2_g37514_DN2_SP3_c0.t1	g28059
OG0007656	ESY2_g37490_DN3_SP8_c5.t1	g36430, g54164
OG0007657	ESY2_g37480_DN3_SP0_c0.t1	g36439, g54165
OG0007658	ESY2_g37433_DN3_SP0_c0.t1	g54209, g36455
OG0007659	ESY2_g37394_DN3_SP0_c0.t1	g36471
OG0007660	ESY2_g37300_DN2_SP0_c0.t1, ESY2_g37302_DN3_SP0_c0.t1	g54190
OG0007661	ESY2_g37269_DN3_SP0_c0.t1	g54188
OG0007662	ESY2_g37239_DN3_SP8_c0.t1	g54219, g36513
OG0007663	ESY2_g37234_DN3_SP0_c0.t1	g28032
OG0007664	ESY2_g37216_DN3_SP6_c0.t1	g28031, g36521
OG0007665	ESY2_g37165_DN3_SP1_c0.t1	g36531
OG0007666	ESY5_g4911_DN3_SP1_c10.t1	g30893
OG0007667	ESY2_g37144_DN3_SP0_c0.t1	g54250
OG0007668	ESY2_g37131_DN3_SP8_c0.t1	g36553
OG0007670	ESY2_g37016_DN3_SP6_c0.t1	g54274
OG0007671	ESY5_g4291_DN3_SP0_c0.t1	g50012
OG0007672	ESY1_g6227_DN3_SP7_c0.t1	g37026
OG0007673	ESY8_g59675_DN3_SP2_c0.t1, ESY8_g59677_DN2_SP0_c0.t1	g38482
OG0007675	ESY1_g6382_DN3_SP0_c0.t1	g11141
OG0007676	ESY1_g5978_DN3_SP0_c0.t1	g37065
OG0007677	ESY1_g6092_DN3_SP0_c0.t1	g51366
OG0007678	ESY16_g61719_DN3_SP5_c0.t1	g51399
OG0007679	ESY16_g61723_DN3_SP0_c0.t1	g51400
OG0007680	ESY1_g6165_DN3_SP1_c0.t1	g51405
OG0007681	ESY1_g5887_DN2_SP0_c0.t1	g51410
OG0007683	ESY1_g5764_DN3_SP0_c0.t1	g51447
OG0007684	ESY1_g5737_DN3_SP0_c0.t1	g37095, g37076
OG0007685	ESY1_g5613_DN3_SP0_c0.t1	g51471
OG0007686	ESY10_g15888_DN3_SP7_c0.t1	g10184
OG0007687	ESY3_g31983_DN3_SP0_c0.t1	g51523
OG0007689	ESY5_g3188_DN3_SP1_c0.t1	g49661
OG0007691	ESY7_g19347_DN3_SP0_c0.t1	g51551
OG0007693	ESY9_g42897_DN3_SP0_c0.t1	g47302, g24148
OG0007694	ESY9_g42794_DN3_SP0_c0.t1	g24155
OG0007695	ESY9_g42709_DN3_SP2_c0.t1	g17470
OG0007696	ESY9_g42668_DN3_SP0_c0.t1	g47273
OG0007697	ESY9_g42642_DN3_SP8_c0.t1	g24191
OG0007698	ESY9_g42552_DN3_SP0_c0.t1	g17496, g24223
OG0007699	ESY9_g42545_DN3_SP1_c0.t1	g24226
OG0007700	ESY9_g42531_DN3_SP0_c0.t1	g47248, g24229
