Orthogroup	Euclidium_syriacum	Brassica_oleracea
OG0008417	ESY2_g33823_DN3_SP1_c9.t1, ESY5_g3582_DN3_SP0_c15.t1, ESY5_g3581_DN3_SP0_c9.t1, ESY5_g3583_DN1_SP0_c0.t1	XP_013624118.1
OG0008418	ESY5_g3596_DN3_SP0_c0.t1, ESY5_g3597_DN3_SP0_c0.t1	XP_013631963.1
OG0008420	ESY2_g33992_DN3_SP0_c0.t1, ESY2_g33991_DN3_SP0_c0.t1, ESY2_g33990_DN3_SP0_c0.t1, ESY2_g33989_DN3_SP0_c0.t1	XP_013605729.1
OG0008421	ESY2_g34031_DN3_SP8_c10.t1	XP_013606371.1
OG0008422	ESY2_g34069_DN3_SP0_c0.t1	XP_013613192.1, XP_013586469.1
OG0008423	ESY19_g41866_DN3_SP0_c0.t1, ESY2_g34071_DN3_SP0_c0.t1	XP_013607743.1, XP_013613352.1
OG0008424	ESY2_g34103_DN3_SP0_c0.t1	XP_013637079.1
OG0008425	ESY2_g34129_DN3_SP0_c0.t1	XP_013624735.1
OG0008426	ESY2_g34157_DN3_SP0_c0.t1	XP_013612773.1, XP_013604915.1
OG0008427	ESY7_g18950_DN3_SP2_c0.t1, ESY6_g50626_DN3_SP0_c0.t1	XP_013623442.1
OG0008428	ESY2_g33297_DN3_SP0_c0.t1	XP_013606701.1, XP_013613309.1
OG0008429	ESY2_g33292_DN3_SP8_c0.t1	XP_013611630.1, XP_013612709.1
OG0008430	ESY2_g33276_DN3_SP7_c0.t1	XP_013606824.1, XP_013615333.1, XP_013606869.1
OG0008431	ESY2_g33262_DN3_SP7_c0.t1	XP_013610036.1, XP_013610121.1
OG0008432	ESY2_g33500_DN3_SP3_c0.t1, ESY2_g33245_DN3_SP1_c0.t1	XP_013600546.1
OG0008434	ESY10_g15045_DN3_SP0_c0.t1	XP_013615579.1, XP_013597612.1
OG0008435	ESY10_g14947_DN3_SP8_c0.t1	XP_013597690.1, XP_013618167.1
OG0008436	ESY10_g14937_DN3_SP4_c0.t1	XP_013613504.1, XP_013606486.1
OG0008437	ESY10_g14753_DN3_SP7_c0.t1	XP_013618658.1, XP_013599069.1
OG0008438	ESY10_g14748_DN3_SP1_c0.t1	XP_013596660.1, XP_013617710.1
OG0008439	ESY7_g16601_DN3_SP0_c0.t1	XP_013607131.1, XP_013594047.1
OG0008440	ESY7_g16599_DN3_SP0_c0.t1, ESY7_g16592_DN2_SP0_c0.t1, ESY7_g16679_DN3_SP0_c0.t1, ESY7_g16595_DN3_SP0_c0.t1	XP_013595412.1
OG0008441	ESY7_g16562_DN3_SP0_c0.t1	XP_013609339.1, XP_013596573.1
OG0008442	ESY7_g16555_DN3_SP0_c0.t1	XP_013619288.1
OG0008443	ESY7_g16478_DN3_SP2_c0.t1	XP_013606845.1
OG0008444	ESY7_g16454_DN2_SP5_c0.t1	XP_013606297.1, XP_013621150.1
OG0008445	ESY7_g16436_DN3_SP0_c0.t1	XP_013625665.1, XP_013609532.1
OG0008446	ESY7_g16382_DN3_SP7_c0.t1	XP_013611284.1, XP_013630419.1
OG0008447	ESY4_g24442_DN3_SP0_c0.t1	XP_013596413.1
OG0008448	ESY2_g38375_DN3_SP8_c0.t1	XP_013598367.1, XP_013589647.1
OG0008449	ESY2_g38374_DN3_SP1_c0.t1	XP_013604339.1, XP_013593284.1
OG0008450	ESY2_g38305_DN3_SP8_c0.t1	XP_013604108.1, XP_013590159.1
OG0008453	ESY2_g37940_DN2_SP0_c0.t1	XP_013613775.1, XP_013602984.1
OG0008454	ESY2_g37891_DN3_SP8_c0.t1	XP_013586258.1, XP_013600010.1
OG0008455	ESY2_g37736_DN2_SP0_c0.t1	XP_013590533.1, XP_013613709.1
OG0008456	ESY2_g35957_DN3_SP0_c0.t1	XP_013589929.1, XP_013592348.1
OG0008457	ESY4_g26752_DN3_SP8_c0.t1	XP_013600822.1, XP_013598775.1
OG0008458	ESY4_g26722_DN3_SP0_c0.t1	XP_013626060.1, XP_013585873.1
OG0008459	ESY4_g26695_DN3_SP0_c0.t1	XP_013591161.1
OG0008459	ESY4_g26696_DN3_SP3_c0.t1	XP_013593492.1
OG0008460	ESY4_g26676_DN3_SP8_c0.t1, ESY4_g26674_DN3_SP0_c0.t1	XP_013622429.1
OG0008461	ESY4_g26642_DN3_SP0_c0.t1	XP_013622374.1, XP_013584527.1
OG0008462	ESY4_g26624_DN3_SP3_c0.t1	XP_013589012.1, XP_013627313.1
OG0008463	ESY4_g26594_DN3_SP8_c0.t1	XP_013596120.1, XP_013601469.1
OG0008464	ESY4_g26584_DN3_SP5_c0.t1	XP_013590589.1, XP_013629653.1
OG0008465	ESY4_g26574_DN3_SP0_c0.t1	XP_013621763.1, XP_013594025.1
OG0008466	ESY4_g26570_DN2_SP0_c0.t1	XP_013596324.1
OG0008467	ESY4_g26561_DN3_SP8_c0.t1	XP_013630832.1, XP_013594030.1
OG0008468	ESY9_g42798_DN1_SP0_c0.t1, ESY4_g26482_DN2_SP0_c0.t1	XP_013594465.1, XP_013597297.1
OG0008469	ESY4_g26479_DN2_SP0_c0.t1	XP_013595822.1, XP_013625230.1
OG0008470	ESY4_g26424_DN3_SP1_c0.t1	XP_013595493.1, XP_013617634.1
OG0008471	ESY3_g31065_DN3_SP2_c0.t1	XP_013626760.1, XP_013604448.1
OG0008472	ESY4_g26339_DN3_SP2_c0.t1	XP_013630391.1, XP_013596914.1
OG0008473	ESY4_g26308_DN3_SP6_c0.t1	XP_013584296.1, XP_013629099.1
OG0008474	ESY4_g26258_DN3_SP5_c0.t1	XP_013589725.1, XP_013596463.1
OG0008475	ESY4_g26246_DN3_SP0_c0.t1	XP_013596950.1
OG0008476	ESY4_g26192_DN3_SP1_c0.t1	XP_013596368.1, XP_013589684.1
OG0008477	ESY4_g26115_DN3_SP0_c0.t1	XP_013598033.1, XP_013638504.1
OG0008478	ESY4_g25295_DN3_SP1_c0.t1	XP_013597638.1, XP_013626038.1
OG0008479	ESY4_g25364_DN3_SP0_c0.t1	XP_013597276.1, XP_013595554.1
OG0008480	ESY4_g25413_DN1_SP0_c0.t1	XP_013597140.1, XP_013594007.1
OG0008481	ESY4_g25393_DN2_SP0_c0.t1	XP_013639120.1
OG0008482	ESY4_g25392_DN3_SP8_c0.t1	XP_013623216.1, XP_013595454.1
OG0008483	ESY4_g25506_DN3_SP8_c0.t1	XP_013587746.1, XP_013597119.1
OG0008484	ESY4_g25545_DN2_SP8_c0.t1	XP_013623560.1, XP_013596630.1
OG0008485	ESY4_g25577_DN3_SP8_c0.t1	XP_013602263.1, XP_013622766.1
OG0008486	ESY4_g25580_DN2_SP0_c0.t1	XP_013602336.1, XP_013595500.1
OG0008487	ESY4_g25626_DN3_SP4_c21.t1	XP_013587878.1, XP_013626838.1
OG0008488	ESY4_g25720_DN3_SP8_c0.t1, ESY8_g58116_DN3_SP0_c0.t1	XP_013583565.1, XP_013598754.1
OG0008489	ESY4_g25735_DN3_SP0_c0.t1	XP_013625059.1, XP_013598542.1, XP_013594013.1
OG0008490	ESY4_g25098_DN2_SP2_c0.t1	XP_013595854.1, XP_013602058.1
OG0008491	ESY4_g25099_DN2_SP8_c7.t1	XP_013614209.1
OG0008492	ESY4_g25294_DN3_SP0_c0.t1	XP_013585967.1, XP_013596750.1
OG0008493	ESY4_g25273_DN3_SP0_c0.t1	XP_013589716.1, XP_013594028.1
OG0008494	ESY4_g25205_DN3_SP7_c0.t1	XP_013627862.1, XP_013591793.1
OG0008495	ESY4_g25174_DN3_SP0_c0.t1	XP_013630052.1
OG0008496	ESY4_g25100_DN3_SP2_c0.t1	XP_013594110.1, XP_013616985.1
OG0008497	ESY4_g25984_DN3_SP1_c0.t1	XP_013623506.1, XP_013638780.1
OG0008498	ESY4_g25974_DN3_SP0_c0.t1	XP_013596500.1, XP_013593999.1
OG0008499	ESY4_g25965_DN3_SP4_c34.t1	XP_013629712.1, XP_013595613.1
OG0008500	ESY4_g25877_DN3_SP0_c0.t1	XP_013592333.1
OG0008501	ESY4_g25803_DN3_SP5_c0.t1	XP_013595625.1, XP_013596638.1
OG0008502	ESY4_g25683_DN2_SP7_c0.t1	XP_013626104.1, XP_013596311.1
OG0008503	ESY4_g25687_DN3_SP8_c0.t1	XP_013630245.1, XP_013593839.1, XP_013615841.1
OG0008504	ESY4_g25691_DN3_SP8_c0.t1	XP_013621867.1, XP_013595398.1
OG0008505	ESY4_g25083_DN3_SP8_c0.t1	XP_013596746.1, XP_013614216.1
OG0008506	ESY4_g25080_DN3_SP4_c0.t1	XP_013596754.1, XP_013592925.1
OG0008507	ESY4_g25023_DN3_SP0_c0.t1, ESY4_g24933_DN3_SP0_c0.t1	XP_013601883.1, XP_013598257.1
OG0008508	ESY4_g24904_DN3_SP0_c0.t1	XP_013626375.1, XP_013595646.1
OG0008509	ESY4_g24891_DN2_SP0_c0.t1	XP_013611317.1, XP_013622233.1
OG0008510	ESY4_g24890_DN3_SP0_c0.t1	XP_013596249.1
OG0008511	ESY4_g24857_DN3_SP8_c0.t1	XP_013626685.1, XP_013636985.1
OG0008512	ESY4_g24829_DN3_SP4_c17.t1	XP_013611659.1, XP_013593103.1
OG0008513	ESY8_g59493_DN3_SP0_c0.t1	XP_013605852.1
OG0008514	ESY3_g28191_DN3_SP0_c0.t1	XP_013598120.1
OG0008515	ESY3_g28152_DN3_SP8_c0.t1	XP_013630198.1, XP_013597433.1
OG0008516	ESY3_g28099_DN3_SP8_c0.t1	XP_013622750.1, XP_013604275.1, XP_013597765.1
OG0008517	ESY3_g28098_DN3_SP5_c0.t1	XP_013604467.1, XP_013597766.1
OG0008518	ESY3_g28084_DN3_SP8_c0.t1	XP_013599017.1, XP_013610569.1
OG0008519	ESY2_g35838_DN3_SP0_c0.t1	XP_013591921.1, XP_013588438.1
OG0008520	ESY2_g35824_DN3_SP0_c0.t1	XP_013588809.1, XP_013589512.1, XP_013592371.1
OG0008521	ESY2_g35822_DN3_SP0_c0.t1	XP_013614423.1, XP_013590144.1
OG0008522	ESY2_g35806_DN3_SP0_c0.t1	XP_013620456.1, XP_013591610.1
OG0008523	ESY2_g35798_DN3_SP0_c0.t1	XP_013588430.1, XP_013618487.1
OG0008524	ESY2_g35782_DN3_SP0_c0.t1	XP_013613791.1, XP_013621092.1
OG0008525	ESY2_g35780_DN3_SP0_c0.t1	XP_013613802.1
OG0008526	ESY2_g35774_DN3_SP0_c0.t1	XP_013592420.1
OG0008527	ESY2_g35773_DN3_SP0_c7.t1	XP_013592419.1, XP_013591717.1
OG0008528	ESY2_g35769_DN3_SP8_c0.t1	XP_013592112.1, XP_013621301.1
OG0008529	ESY5_g2110_DN2_SP0_c0.t1	XP_013595744.1, XP_013584199.1
OG0008530	ESY5_g2086_DN3_SP4_c0.t1	XP_013637978.1
OG0008531	ESY5_g2035_DN2_SP3_c0.t1	XP_013598253.1
OG0008532	ESY5_g1766_DN3_SP1_c0.t1	XP_013604920.1, XP_013587648.1
OG0008533	ESY5_g1707_DN3_SP1_c0.t1	XP_013604661.1, XP_013585409.1
OG0008534	ESY5_g1363_DN3_SP8_c0.t1	XP_013630284.1, XP_013587431.1
OG0008535	ESY12_g51327_DN1_SP0_c0.t1	XP_013613946.1, XP_013586509.1
OG0008536	ESY13_g57751_DN1_SP0_c0.t1	XP_013623147.1, XP_013595783.1
OG0008537	ESY3_g32015_DN3_SP0_c0.t1, ESY3_g32017_DN3_SP0_c0.t1	XP_013610559.1, XP_013592990.1
OG0008538	ESY20_g13178_DN3_SP8_c0.t1	XP_013630053.1, XP_013606855.1
OG0008539	ESY24_g32842_DN2_SP0_c0.t1	XP_013627716.1, XP_013627522.1
OG0008540	ESY20_g13129_DN3_SP0_c0.t1	XP_013610620.1, XP_013627338.1
OG0008541	ESY20_g13122_DN3_SP0_c0.t1	XP_013609299.1
OG0008542	ESY20_g13117_DN3_SP8_c0.t1	XP_013638929.1, XP_013609133.1
OG0008543	ESY20_g13089_DN3_SP0_c0.t1	XP_013608730.1, XP_013625364.1
OG0008544	ESY20_g13050_DN3_SP0_c0.t1	XP_013612818.1
OG0008545	ESY20_g13043_DN3_SP0_c0.t1	XP_013611414.1
OG0008546	ESY20_g13041_DN3_SP0_c0.t1	XP_013611415.1, XP_013628632.1
OG0008547	ESY20_g13005_DN3_SP8_c0.t1	XP_013625389.1, XP_013612014.1
OG0008548	ESY20_g12986_DN3_SP8_c0.t1	XP_013628272.1, XP_013613083.1
OG0008549	ESY20_g12963_DN3_SP8_c0.t1	XP_013621812.1, XP_013611746.1
OG0008550	ESY20_g12948_DN3_SP0_c0.t1	XP_013628085.1, XP_013611050.1
OG0008552	ESY8_g59922_DN3_SP8_c0.t1	XP_013605406.1, XP_013622912.1
OG0008553	ESY5_g591_DN3_SP0_c0.t1	XP_013627529.1, XP_013596922.1, XP_013585149.1
OG0008554	ESY5_g1076_DN3_SP6_c0.t1	XP_013638606.1, XP_013623167.1
OG0008555	ESY5_g966_DN3_SP1_c0.t1	XP_013586666.1, XP_013630095.1
OG0008556	ESY5_g1038_DN3_SP0_c11.t1	XP_013593766.1, XP_013638093.1
OG0008557	ESY5_g1039_DN3_SP8_c16.t1	XP_013622566.1, XP_013583605.1
OG0008558	ESY16_g62532_DN3_SP8_c0.t1	XP_013603656.1, XP_013599027.1
OG0008559	ESY16_g62362_DN3_SP8_c0.t1	XP_013597510.1, XP_013599554.1
OG0008560	ESY16_g62211_DN3_SP0_c14.t1	XP_013596432.1, XP_013586412.1
OG0008561	ESY16_g62216_DN3_SP7_c0.t1	XP_013617682.1, XP_013598751.1
OG0008562	ESY16_g62194_DN2_SP0_c0.t1	XP_013600768.1, XP_013598476.1, XP_013619733.1
OG0008563	ESY16_g62156_DN3_SP8_c0.t1	XP_013600823.1, XP_013599142.1
OG0008564	ESY16_g62146_DN3_SP8_c0.t1	XP_013593866.1
OG0008565	ESY4_g23861_DN3_SP2_c0.t1	XP_013599789.1, XP_013618768.1
OG0008566	ESY5_g2730_DN2_SP6_c0.t1	XP_013596717.1
OG0008567	ESY4_g23878_DN2_SP4_c0.t1	XP_013595926.1, XP_013601138.1
OG0008568	ESY4_g23880_DN3_SP1_c0.t1	XP_013601128.1
OG0008569	ESY4_g23881_DN1_SP7_c0.t1	XP_013601135.1, XP_013593299.1
OG0008570	ESY4_g23889_DN3_SP0_c0.t1	XP_013604060.1, XP_013601385.1, XP_013597500.1
OG0008571	ESY4_g23952_DN3_SP0_c0.t1	XP_013587923.1
OG0008572	ESY5_g4687_DN3_SP0_c0.t1	XP_013600995.1
OG0008573	ESY5_g3591_DN3_SP0_c0.t1	XP_013601851.1, XP_013587074.1
OG0008574	ESY5_g2854_DN3_SP3_c0.t1	XP_013600599.1, XP_013587142.1
OG0008575	ESY5_g1901_DN3_SP0_c0.t1	XP_013602956.1, XP_013583743.1
OG0008582	ESY1_g12255_DN3_SP1_c0.t1	XP_013590820.1
OG0008583	ESY3_g30429_DN2_SP0_c0.t1	XP_013585562.1, XP_013613482.1
OG0008584	ESY2_g33444_DN3_SP0_c0.t1	XP_013612598.1, XP_013605966.1
OG0008585	ESY2_g36423_DN2_SP0_c0.t1, ESY2_g33998_DN2_SP0_c0.t1, ESY2_g34014_DN2_SP0_c0.t1, ESY2_g33999_DN3_SP0_c15.t1	XP_013624280.1, XP_013630765.1
OG0008586	ESY2_g34485_DN3_SP0_c0.t1	XP_013619092.1
OG0008587	ESY2_g35352_DN3_SP0_c0.t1	XP_013592733.1
OG0008588	ESY2_g35079_DN3_SP0_c0.t1, ESY2_g35082_DN3_SP0_c0.t1, ESY2_g35081_DN2_SP0_c0.t1	XP_013617351.1
OG0008590	ESY3_g31685_DN2_SP0_c0.t1, ESY3_g31681_DN3_SP0_c0.t1, ESY3_g31683_DN3_SP0_c0.t1	XP_013583461.1, XP_013593865.1, XP_013635200.1
OG0008591	ESY3_g30239_DN3_SP0_c13.t1	XP_013624191.1, XP_013628409.1, XP_013624362.1
OG0008592	ESY3_g30275_DN3_SP8_c0.t1	XP_013620035.1, XP_013638839.1
OG0008593	ESY10_g14509_DN3_SP0_c0.t1, ESY5_g2634_DN2_SP0_c0.t1	XP_013610977.1, XP_013607622.1
OG0008596	ESY8_g59791_DN3_SP0_c0.t1	XP_013635303.1, XP_013603422.1
OG0008598	ESY7_g16488_DN3_SP0_c0.t1	XP_013603284.1, XP_013634830.1
OG0008599	ESY8_g59647_DN2_SP0_c0.t1	XP_013600791.1, XP_013634578.1
OG0008600	ESY8_g59582_DN3_SP6_c0.t1	XP_013636818.1, XP_013605272.1
OG0008601	ESY8_g59488_DN3_SP0_c0.t1	XP_013605778.1, XP_013625858.1
OG0008602	ESY8_g59471_DN3_SP0_c0.t1	XP_013600769.1, XP_013634445.1
OG0008603	ESY8_g59289_DN3_SP0_c0.t1	XP_013600721.1
OG0008604	ESY8_g58571_DN3_SP0_c0.t1, ESY8_g58569_DN3_SP0_c0.t1	XP_013626055.1, XP_013634218.1
OG0008607	ESY10_g13781_DN3_SP0_c0.t1	XP_013619555.1, XP_013596665.1
OG0008609	ESY2_g35105_DN3_SP0_c0.t1, ESY12_g51720_DN3_SP0_c0.t1	XP_013599307.1, XP_013615777.1, XP_013620370.1, XP_013615767.1, XP_013613305.1
OG0008610	ESY2_g34162_DN3_SP0_c4.t1, ESY7_g18320_DN3_SP0_c0.t1	XP_013620613.1
OG0008611	ESY7_g17661_DN3_SP0_c0.t1	XP_013628018.1, XP_013609407.1
OG0008612	ESY7_g17235_DN3_SP0_c0.t1	XP_013629879.1
OG0008613	ESY6_g50102_DN3_SP0_c0.t1	XP_013595020.1, XP_013616616.1
OG0008616	ESY4_g25141_DN3_SP0_c0.t1	XP_013597367.1
OG0008617	ESY16_g62561_DN3_SP0_c0.t1	XP_013598265.1, XP_013618888.1
OG0008618	ESY1_g11340_DN2_SP0_c0.t1	XP_013625391.1, XP_013595115.1
OG0008619	ESY4_g22354_DN3_SP0_c0.t1	XP_013594085.1, XP_013599384.1
OG0008620	ESY7_g16672_DN3_SP0_c0.t1	XP_013614991.1
OG0008621	ESY6_g48245_DN2_SP0_c0.t1	XP_013616778.1
OG0008624	ESY15_g64551_DN3_SP6_c0.t1	XP_013593626.1, XP_013612889.1, XP_013621066.1
OG0008625	ESY15_g64544_DN3_SP7_c0.t1	XP_013618440.1, XP_013595931.1
OG0008627	ESY15_g64373_DN3_SP0_c0.t1	XP_013610520.1, XP_013614997.1
OG0008629	ESY6_g47371_DN3_SP5_c0.t1	XP_013616312.1, XP_013627785.1
OG0008630	ESY6_g47481_DN1_SP0_c0.t1	XP_013606032.1, XP_013617036.1
OG0008631	ESY7_g18703_DN1_SP0_c0.t1	XP_013629567.1, XP_013609859.1
OG0008649	ESY4_g24618_DN2_SP0_c0.t1	XP_013639618.1, XP_013626274.1
OG0008650	ESY4_g24625_DN3_SP0_c0.t1	XP_013606421.1, XP_013598585.1
OG0008651	ESY26_g42409_DN3_SP1_c0.t1	XP_013593663.1
OG0008652	ESY26_g42379_DN1_SP0_c0.t1	XP_013614544.1
OG0008652	ESY26_g42380_DN2_SP0_c0.t1	XP_013585937.1
OG0008653	ESY1_g8170_DN3_SP0_c0.t1	XP_013629441.1, XP_013603089.1
OG0008654	ESY1_g8173_DN3_SP0_c0.t1	XP_013627553.1, XP_013591573.1
OG0008655	ESY1_g9273_DN3_SP0_c0.t1	XP_013586750.1, XP_013588429.1, XP_013627994.1
OG0008657	ESY5_g3473_DN3_SP0_c0.t1	XP_013639018.1
OG0008658	ESY1_g9196_DN3_SP0_c0.t1	XP_013625829.1
OG0008659	ESY1_g8890_DN3_SP8_c0.t1	XP_013604322.1
OG0008660	ESY1_g8997_DN3_SP8_c0.t1	XP_013598170.1, XP_013604538.1
OG0008661	ESY1_g9074_DN2_SP0_c0.t1, ESY1_g9075_DN1_SP0_c0.t1	XP_013604337.1
OG0008662	ESY10_g14670_DN3_SP8_c0.t1	XP_013598124.1, XP_013620714.1
OG0008663	ESY10_g14549_DN3_SP1_c5.t1	XP_013620596.1, XP_013597833.1
OG0008664	ESY8_g60288_DN3_SP0_c0.t1	XP_013591548.1
OG0008665	ESY7_g17077_DN3_SP0_c0.t1	XP_013610865.1, XP_013623018.1
OG0008666	ESY7_g17111_DN3_SP0_c0.t1	XP_013618810.1, XP_013606697.1
OG0008667	ESY7_g17112_DN2_SP0_c0.t1	XP_013616675.1, XP_013607023.1
OG0008669	ESY3_g30225_DN3_SP8_c0.t1	XP_013587715.1
OG0008670	ESY7_g17191_DN3_SP4_c0.t1	XP_013616385.1, XP_013612090.1
OG0008671	ESY7_g17255_DN3_SP0_c0.t1	XP_013623109.1, XP_013606343.1
OG0008672	ESY7_g17257_DN3_SP6_c0.t1	XP_013611087.1, XP_013614979.1
OG0008673	ESY7_g17262_DN3_SP6_c0.t1	XP_013608688.1
OG0008674	ESY7_g17264_DN3_SP1_c0.t1	XP_013609115.1
OG0008675	ESY7_g17267_DN3_SP0_c0.t1	XP_013611058.1
OG0008676	ESY7_g17278_DN3_SP5_c0.t1	XP_013606669.1, XP_013614909.1
OG0008677	ESY7_g17296_DN3_SP1_c0.t1	XP_013619445.1, XP_013609955.1
OG0008678	ESY7_g17318_DN3_SP0_c0.t1	XP_013610842.1
OG0008679	ESY12_g52067_DN3_SP8_c0.t1	XP_013631631.1
OG0008680	ESY7_g17334_DN3_SP0_c0.t1, ESY7_g17338_DN1_SP0_c0.t1, ESY7_g17339_DN2_SP0_c6.t1	XP_013623811.1, XP_013613049.1
OG0008681	ESY7_g17351_DN3_SP8_c0.t1	XP_013630787.1, XP_013611211.1
OG0008682	ESY7_g17356_DN3_SP3_c0.t1	XP_013625645.1, XP_013608428.1, XP_013618650.1
OG0008683	ESY7_g17380_DN3_SP0_c0.t1	XP_013628092.1, XP_013613013.1
OG0008684	ESY7_g17402_DN3_SP2_c0.t1	XP_013615565.1, XP_013609656.1
OG0008685	ESY7_g17405_DN3_SP0_c0.t1	XP_013625168.1, XP_013606233.1
OG0008686	ESY7_g17407_DN1_SP0_c0.t1	XP_013618216.1, XP_013611982.1
OG0008687	ESY11_g52666_DN3_SP8_c0.t1	XP_013628134.1
OG0008688	ESY7_g17424_DN3_SP8_c0.t1	XP_013628176.1, XP_013616330.1
OG0008689	ESY7_g17427_DN3_SP1_c0.t1	XP_013610134.1, XP_013616342.1
OG0008691	ESY7_g17471_DN3_SP7_c0.t1	XP_013612939.1, XP_013628547.1
OG0008692	ESY20_g12739_DN3_SP0_c0.t1	XP_013631798.1, XP_013630273.1
OG0008693	ESY7_g17522_DN3_SP8_c0.t1	XP_013612511.1
OG0008694	ESY8_g59156_DN3_SP7_c0.t1	XP_013618260.1, XP_013608741.1
OG0008695	ESY3_g30583_DN3_SP7_c0.t1	XP_013585740.1
OG0008696	ESY7_g17635_DN3_SP5_c0.t1	XP_013612124.1
OG0008697	ESY7_g17648_DN3_SP0_c0.t1	XP_013609073.1
OG0008698	ESY7_g17681_DN3_SP0_c0.t1	XP_013615590.1, XP_013625498.1, XP_013625385.1
OG0008699	ESY7_g17687_DN3_SP6_c0.t1	XP_013610059.1, XP_013621986.1
OG0008700	ESY6_g48053_DN3_SP2_c0.t1	XP_013621807.1
OG0008701	ESY7_g17718_DN3_SP0_c0.t1	XP_013620730.1, XP_013612007.1
OG0008702	ESY7_g17732_DN3_SP7_c0.t1	XP_013620306.1, XP_013613130.1
OG0008703	ESY7_g18434_DN3_SP6_c0.t1	XP_013609071.1
OG0008704	ESY7_g18426_DN3_SP8_c0.t1	XP_013620837.1, XP_013612172.1
OG0008705	ESY7_g18411_DN3_SP0_c0.t1	XP_013626913.1, XP_013610217.1
OG0008706	ESY7_g18409_DN3_SP0_c0.t1	XP_013616185.1, XP_013607134.1
OG0008707	ESY7_g18403_DN3_SP8_c0.t1	XP_013611770.1, XP_013628827.1
OG0008708	ESY7_g18397_DN3_SP8_c0.t1	XP_013618333.1, XP_013609155.1
OG0008709	ESY7_g18395_DN3_SP0_c0.t1	XP_013618377.1, XP_013607416.1
OG0008710	ESY7_g18360_DN3_SP0_c29.t1	XP_013610532.1, XP_013608461.1, XP_013608462.1
OG0008711	ESY7_g18351_DN3_SP0_c0.t1	XP_013611974.1
OG0008712	ESY7_g18337_DN3_SP5_c0.t1	XP_013618618.1, XP_013607283.1
OG0008713	ESY7_g18336_DN3_SP0_c0.t1	XP_013609775.1
OG0008714	ESY7_g18327_DN3_SP0_c0.t1	XP_013611522.1
OG0008715	ESY7_g18317_DN3_SP0_c0.t1	XP_013626016.1, XP_013611236.1
OG0008716	ESY7_g18284_DN3_SP8_c0.t1	XP_013620698.1, XP_013622650.1
OG0008717	ESY7_g18281_DN3_SP8_c0.t1	XP_013620696.1, XP_013606801.1
OG0008718	ESY7_g18266_DN3_SP0_c0.t1	XP_013608970.1, XP_013623143.1
OG0008719	ESY7_g18262_DN3_SP8_c0.t1	XP_013623144.1, XP_013608971.1
OG0008720	ESY7_g18257_DN3_SP8_c0.t1	XP_013629174.1, XP_013620977.1
OG0008721	ESY7_g18203_DN3_SP8_c0.t1	XP_013611837.1, XP_013621020.1
OG0008722	ESY7_g18165_DN3_SP3_c0.t1	XP_013610253.1, XP_013620105.1
OG0008723	ESY10_g14437_DN2_SP0_c0.t1	XP_013613059.1, XP_013621459.1
OG0008724	ESY7_g18139_DN3_SP2_c0.t1	XP_013610267.1, XP_013620101.1
OG0008725	ESY7_g18116_DN3_SP0_c0.t1	XP_013613200.1, XP_013618519.1
OG0008726	ESY7_g18115_DN3_SP0_c0.t1	XP_013610552.1, XP_013619671.1
OG0008727	ESY7_g18077_DN3_SP8_c0.t1	XP_013620807.1, XP_013611865.1
OG0008728	ESY7_g18068_DN3_SP0_c0.t1	XP_013630277.1, XP_013612711.1
OG0008729	ESY7_g18043_DN3_SP0_c0.t1	XP_013608961.1, XP_013625326.1
OG0008730	ESY7_g17981_DN3_SP0_c0.t1	XP_013616536.1
OG0008731	ESY7_g17949_DN3_SP6_c0.t1	XP_013613665.1, XP_013606928.1
OG0008732	ESY7_g17931_DN3_SP1_c0.t1	XP_013613203.1, XP_013613113.1
OG0008733	ESY7_g17896_DN3_SP0_c0.t1	XP_013620272.1, XP_013612596.1
OG0008734	ESY7_g17821_DN3_SP2_c0.t1	XP_013622295.1, XP_013615910.1, XP_013611566.1
OG0008735	ESY7_g17818_DN3_SP5_c0.t1	XP_013621907.1
OG0008736	ESY7_g17807_DN3_SP6_c0.t1	XP_013619102.1
OG0008737	ESY7_g17771_DN3_SP8_c0.t1	XP_013612059.1, XP_013628581.1
OG0008738	ESY7_g17768_DN3_SP0_c0.t1	XP_013629670.1, XP_013612442.1
OG0008739	ESY21_g55279_DN3_SP8_c0.t1, ESY2_g33546_DN3_SP0_c0.t1	XP_013598237.1, XP_013618114.1
OG0008740	ESY3_g31557_DN3_SP0_c0.t1	XP_013616711.1
OG0008741	ESY7_g18688_DN3_SP8_c0.t1	XP_013628228.1, XP_013620088.1
OG0008742	ESY7_g18659_DN3_SP0_c0.t1	XP_013610060.1, XP_013627206.1
OG0008743	ESY7_g18636_DN1_SP0_c0.t1	XP_013611325.1
OG0008744	ESY7_g18616_DN3_SP0_c0.t1	XP_013620320.1, XP_013609993.1
OG0008745	ESY7_g18613_DN3_SP8_c0.t1	XP_013621032.1, XP_013621026.1, XP_013630812.1
OG0008746	ESY7_g18603_DN2_SP0_c0.t1	XP_013613310.1, XP_013627149.1
OG0008747	ESY7_g18563_DN3_SP0_c0.t1	XP_013606854.1, XP_013618945.1
OG0008748	ESY20_g13315_DN3_SP0_c0.t1	XP_013610674.1
OG0008749	ESY20_g13317_DN3_SP0_c0.t1	XP_013619737.1, XP_013627606.1
