Orthogroup	Euclidium_syriacum	Arabidopsis_arenosa
OG0008325	ESY5_g2668_DN1_SP0_c0.t1	jg29821
OG0008326	ESY5_g2733_DN3_SP8_c0.t1	jg29871
OG0008327	ESY5_g2727_DN3_SP8_c0.t1	jg29868
OG0008328	ESY5_g2765_DN3_SP0_c0.t1	jg29890
OG0008329	ESY5_g2783_DN3_SP0_c0.t1	jg29906
OG0008330	ESY5_g2796_DN2_SP0_c0.t1	jg29917
OG0008331	ESY5_g2797_DN3_SP0_c0.t1	jg29918
OG0008332	ESY5_g2819_DN3_SP7_c0.t1	jg29935
OG0008333	ESY5_g2827_DN3_SP4_c0.t1	jg29941
OG0008334	ESY5_g2831_DN3_SP0_c0.t1	jg29947, jg29946
OG0008335	ESY5_g2843_DN3_SP6_c0.t1	jg29958
OG0008336	ESY5_g2844_DN3_SP0_c0.t1	jg14128, jg29959
OG0008337	ESY5_g2849_DN3_SP5_c0.t1	jg29964
OG0008338	ESY5_g2895_DN2_SP0_c0.t1	jg30013
OG0008339	ESY5_g2865_DN2_SP0_c0.t1	jg29975
OG0008340	ESY10_g14613_DN3_SP0_c0.t1	jg12939
OG0008341	ESY5_g2870_DN3_SP0_c10.t1	jg29986
OG0008342	ESY5_g2872_DN3_SP2_c0.t1	jg29989
OG0008343	ESY16_g61798_DN3_SP0_c0.t1	jg29997
OG0008344	ESY5_g2918_DN3_SP4_c0.t1	jg30025
OG0008345	ESY5_g2919_DN3_SP0_c0.t1	jg30026
OG0008346	ESY5_g2970_DN3_SP1_c0.t1	jg30071
OG0008347	ESY5_g3032_DN3_SP0_c0.t1	jg30113
OG0008348	ESY5_g4411_DN3_SP8_c0.t1	jg30179, jg30156, jg30167
OG0008349	ESY5_g4399_DN3_SP0_c0.t1	jg30190
OG0008350	ESY2_g34358_DN3_SP6_c20.t1	jg1801
OG0008352	ESY5_g4234_DN3_SP0_c0.t1	jg30343
OG0008353	ESY5_g4225_DN3_SP0_c0.t1	jg30351
OG0008354	ESY5_g4218_DN3_SP2_c0.t1	jg30353
OG0008355	ESY5_g4212_DN3_SP8_c9.t1	jg30359
OG0008356	ESY5_g4209_DN3_SP0_c0.t1	jg30361
OG0008357	ESY5_g4181_DN3_SP0_c2.t1	jg30385
OG0008358	ESY5_g4177_DN3_SP2_c0.t1	jg30387
OG0008359	ESY5_g4168_DN3_SP8_c0.t1	jg30389
OG0008360	ESY5_g4146_DN3_SP0_c0.t1	jg30414
OG0008361	ESY5_g4134_DN3_SP0_c0.t1	jg30425
OG0008362	ESY5_g4133_DN3_SP0_c24.t1	jg30426
OG0008363	ESY5_g4121_DN3_SP5_c0.t1	jg30431
OG0008364	ESY5_g4086_DN3_SP0_c0.t1	jg30456
OG0008365	ESY5_g4022_DN3_SP2_c0.t1	jg30506
OG0008366	ESY5_g4015_DN3_SP0_c0.t1	jg27235, jg30512
OG0008367	ESY5_g4014_DN3_SP0_c14.t1	jg30513
OG0008368	ESY5_g4003_DN3_SP4_c0.t1	jg30519
OG0008369	ESY5_g3984_DN3_SP5_c0.t1	jg30539
OG0008370	ESY5_g3958_DN3_SP0_c0.t1	jg30556
OG0008371	ESY5_g3952_DN3_SP1_c0.t1	jg30577
OG0008372	ESY5_g3926_DN3_SP7_c0.t1	jg30605
OG0008373	ESY5_g3916_DN3_SP2_c0.t1	jg30619
OG0008374	ESY5_g3908_DN3_SP6_c0.t1, ESY5_g3909_DN3_SP0_c0.t1	jg30629
OG0008375	ESY5_g2553_DN3_SP5_c0.t1	jg30649
OG0008376	ESY5_g2471_DN3_SP0_c0.t1	jg30680
OG0008377	ESY5_g2460_DN3_SP0_c0.t1	jg30692
OG0008378	ESY5_g2456_DN3_SP1_c0.t1	jg30697
OG0008379	ESY5_g2421_DN1_SP0_c0.t1	jg30705
OG0008380	ESY5_g2419_DN3_SP0_c11.t1	jg30706
OG0008381	ESY5_g2412_DN3_SP1_c16.t1	jg30716
OG0008382	ESY5_g2407_DN3_SP0_c7.t1	jg30722
OG0008383	ESY5_g2382_DN3_SP0_c0.t1	jg30741
OG0008385	ESY5_g2316_DN3_SP6_c0.t1	jg30795
OG0008386	ESY5_g2147_DN3_SP0_c0.t1	jg30865
OG0008387	ESY4_g22498_DN3_SP8_c0.t1	jg7481
OG0008388	ESY11_g54174_DN3_SP0_c0.t1	jg30873
OG0008389	ESY2_g35727_DN3_SP8_c0.t1	jg2805
OG0008390	ESY2_g35682_DN3_SP4_c0.t1	jg2784
OG0008391	ESY2_g35667_DN2_SP0_c0.t1	jg2767
OG0008392	ESY2_g35664_DN3_SP0_c0.t1	jg2755
OG0008393	ESY2_g35654_DN3_SP0_c0.t1	jg2744
OG0008394	ESY2_g35650_DN3_SP0_c0.t1	jg2739
OG0008395	ESY2_g35633_DN3_SP0_c0.t1	jg2723
OG0008396	ESY2_g35631_DN3_SP0_c0.t1	jg2721
OG0008397	ESY2_g35624_DN2_SP4_c0.t1	jg2712
OG0008398	ESY2_g35606_DN3_SP8_c0.t1	jg2693
OG0008399	ESY2_g35551_DN3_SP1_c0.t1	jg2654
OG0008400	ESY2_g35543_DN3_SP0_c0.t1	jg2646
OG0008401	ESY2_g35518_DN3_SP0_c0.t1	jg2629
OG0008402	ESY2_g35516_DN3_SP8_c0.t1	jg2627
OG0008403	ESY23_g443_DN3_SP7_c0.t1	jg10070
OG0008404	ESY14_g19716_DN3_SP8_c0.t1	jg31951
OG0008405	ESY14_g19797_DN3_SP0_c0.t1	jg31978
OG0008406	ESY2_g33349_DN3_SP0_c0.t1	jg447
OG0008407	ESY2_g33527_DN3_SP0_c0.t1	jg544
OG0008408	ESY2_g33531_DN3_SP8_c0.t1	jg545
OG0008409	ESY2_g33532_DN3_SP5_c0.t1	jg546
OG0008410	ESY2_g33559_DN3_SP7_c0.t1	jg573
OG0008411	ESY2_g33585_DN3_SP8_c0.t1	jg599
OG0008412	ESY13_g58038_DN3_SP0_c0.t1	jg31271
OG0008414	ESY4_g22741_DN2_SP5_c0.t1	jg31368
OG0008415	ESY2_g33811_DN3_SP0_c0.t1	jg771
OG0008416	ESY2_g33816_DN3_SP1_c0.t1	jg776
OG0008417	ESY2_g33823_DN3_SP1_c9.t1, ESY5_g3582_DN3_SP0_c15.t1, ESY5_g3581_DN3_SP0_c9.t1, ESY5_g3583_DN1_SP0_c0.t1	jg785
OG0008418	ESY2_g33888_DN3_SP8_c0.t1, ESY5_g3596_DN3_SP0_c0.t1, ESY5_g3597_DN3_SP0_c0.t1	jg856
OG0008420	ESY2_g33992_DN3_SP0_c0.t1, ESY2_g33991_DN3_SP0_c0.t1, ESY2_g33990_DN3_SP0_c0.t1, ESY2_g33989_DN3_SP0_c0.t1	jg962
OG0008421	ESY2_g34031_DN3_SP8_c10.t1	jg1002
OG0008422	ESY2_g34069_DN3_SP0_c0.t1	jg1101
OG0008423	ESY19_g41866_DN3_SP0_c0.t1, ESY2_g34071_DN3_SP0_c0.t1	jg1105
OG0008424	ESY2_g34103_DN3_SP0_c0.t1	jg1168
OG0008425	ESY2_g34129_DN3_SP0_c0.t1	jg1240, jg1215
OG0008426	ESY2_g34157_DN3_SP0_c0.t1	jg1309
OG0008428	ESY2_g33297_DN3_SP0_c0.t1	jg396
OG0008429	ESY2_g33292_DN3_SP8_c0.t1	jg393
OG0008430	ESY2_g33276_DN3_SP7_c0.t1	jg379
OG0008431	ESY2_g33262_DN3_SP7_c0.t1	jg371
OG0008432	ESY2_g33500_DN3_SP3_c0.t1, ESY2_g33245_DN3_SP1_c0.t1	jg357
OG0008434	ESY10_g15045_DN3_SP0_c0.t1	jg20404
OG0008435	ESY10_g14947_DN3_SP8_c0.t1	jg20375
OG0008436	ESY10_g14937_DN3_SP4_c0.t1	jg20371
OG0008437	ESY10_g14753_DN3_SP7_c0.t1	jg20265
OG0008438	ESY10_g14748_DN3_SP1_c0.t1	jg20262
OG0008439	ESY7_g16601_DN3_SP0_c0.t1	jg20704
OG0008441	ESY7_g16562_DN3_SP0_c0.t1	jg20746
OG0008442	ESY7_g16555_DN3_SP0_c0.t1, ESY7_g16545_DN3_SP0_c0.t1	jg20758
OG0008443	ESY7_g16478_DN3_SP2_c0.t1	jg10443, jg7785
OG0008444	ESY7_g16454_DN2_SP5_c0.t1	jg7779
OG0008445	ESY7_g16436_DN3_SP0_c0.t1	jg7762
OG0008446	ESY7_g16382_DN3_SP7_c0.t1	jg7750
OG0008447	ESY4_g24442_DN3_SP0_c0.t1	jg9430
OG0008448	ESY2_g38375_DN3_SP8_c0.t1	jg11039
OG0008449	ESY2_g38374_DN3_SP1_c0.t1	jg11038
OG0008450	ESY2_g38305_DN3_SP8_c0.t1	jg32885
OG0008453	ESY2_g37940_DN2_SP0_c0.t1	jg32954
OG0008454	ESY2_g37891_DN3_SP8_c0.t1	jg32969
OG0008455	ESY2_g37736_DN2_SP0_c0.t1	jg33021
OG0008456	ESY2_g35957_DN3_SP0_c0.t1	jg3146
OG0008457	ESY4_g26752_DN3_SP8_c0.t1	jg8419
OG0008458	ESY4_g26722_DN3_SP0_c0.t1	jg8468
OG0008459	ESY4_g26696_DN3_SP3_c0.t1	jg8488
OG0008460	ESY4_g26676_DN3_SP8_c0.t1, ESY4_g26674_DN3_SP0_c0.t1	jg8503
OG0008461	ESY4_g26642_DN3_SP0_c0.t1	jg8515
OG0008462	ESY4_g26624_DN3_SP3_c0.t1	jg8537
OG0008463	ESY4_g26594_DN3_SP8_c0.t1	jg8549
OG0008464	ESY4_g26584_DN3_SP5_c0.t1	jg8551
OG0008465	ESY4_g26574_DN3_SP0_c0.t1	jg8560
OG0008466	ESY4_g26570_DN2_SP0_c0.t1	jg8565
OG0008467	ESY4_g26561_DN3_SP8_c0.t1	jg8567
OG0008468	ESY9_g42798_DN1_SP0_c0.t1, ESY4_g26482_DN2_SP0_c0.t1	jg8606
OG0008469	ESY4_g26479_DN2_SP0_c0.t1	jg8609
OG0008470	ESY4_g26424_DN3_SP1_c0.t1	jg8624
OG0008471	ESY3_g31065_DN3_SP2_c0.t1	jg8638
OG0008472	ESY4_g26339_DN3_SP2_c0.t1	jg8650
OG0008473	ESY4_g26308_DN3_SP6_c0.t1	jg8661
OG0008474	ESY4_g26258_DN3_SP5_c0.t1	jg8675
OG0008475	ESY4_g26246_DN3_SP0_c0.t1	jg8685
OG0008476	ESY4_g26192_DN3_SP1_c0.t1	jg8704
OG0008477	ESY4_g26115_DN3_SP0_c0.t1	jg8739
OG0008478	ESY4_g25295_DN3_SP1_c0.t1	jg8769
OG0008479	ESY4_g25364_DN3_SP0_c0.t1	jg8798
OG0008480	ESY4_g25413_DN1_SP0_c0.t1	jg8819
OG0008481	ESY4_g25393_DN2_SP0_c0.t1	jg8814
OG0008482	ESY4_g25392_DN3_SP8_c0.t1	jg8813
OG0008483	ESY4_g25506_DN3_SP8_c0.t1	jg8859
OG0008484	ESY4_g25545_DN2_SP8_c0.t1	jg8868
OG0008485	ESY4_g25577_DN3_SP8_c0.t1	jg8894
OG0008486	ESY4_g25580_DN2_SP0_c0.t1	jg8896
OG0008487	ESY4_g25626_DN3_SP4_c21.t1	jg8909
OG0008488	ESY4_g25720_DN3_SP8_c0.t1, ESY8_g58116_DN3_SP0_c0.t1	jg8937
OG0008489	ESY4_g25735_DN3_SP0_c0.t1	jg8949
OG0008490	ESY4_g25098_DN2_SP2_c0.t1	jg9169
OG0008491	ESY4_g25099_DN2_SP8_c7.t1	jg9168
OG0008492	ESY4_g25294_DN3_SP0_c0.t1	jg9167
OG0008493	ESY4_g25273_DN3_SP0_c0.t1	jg9165
OG0008494	ESY4_g25205_DN3_SP7_c0.t1	jg9137
OG0008495	ESY4_g25174_DN3_SP0_c0.t1	jg9121
OG0008496	ESY4_g25100_DN3_SP2_c0.t1	jg9089
OG0008497	ESY4_g25984_DN3_SP1_c0.t1	jg9072
OG0008498	ESY4_g25974_DN3_SP0_c0.t1	jg9067
OG0008499	ESY4_g25965_DN3_SP4_c34.t1	jg9062
OG0008500	ESY4_g25877_DN3_SP0_c0.t1	jg9036
OG0008501	ESY4_g25803_DN3_SP5_c0.t1	jg8992
OG0008502	ESY4_g25683_DN2_SP7_c0.t1	jg8967
OG0008503	ESY4_g25687_DN3_SP8_c0.t1	jg8963
OG0008504	ESY4_g25691_DN3_SP8_c0.t1	jg8961
OG0008505	ESY4_g25083_DN3_SP8_c0.t1	jg9180
OG0008506	ESY4_g25080_DN3_SP4_c0.t1	jg9183
OG0008507	ESY4_g25023_DN3_SP0_c0.t1, ESY4_g24933_DN3_SP0_c0.t1	jg9211
OG0008508	ESY4_g24904_DN3_SP0_c0.t1	jg9253
OG0008509	ESY4_g24891_DN2_SP0_c0.t1	jg9261
OG0008510	ESY4_g24890_DN3_SP0_c0.t1	jg30529, jg9262
OG0008511	ESY4_g24857_DN3_SP8_c0.t1	jg9273
OG0008512	ESY4_g24829_DN3_SP4_c17.t1	jg9285
OG0008513	ESY8_g59493_DN3_SP0_c0.t1	jg16898, jg16894
OG0008514	ESY3_g28191_DN3_SP0_c0.t1	jg26663
OG0008515	ESY3_g28152_DN3_SP8_c0.t1	jg26677
OG0008516	ESY3_g28099_DN3_SP8_c0.t1	jg26683
OG0008517	ESY3_g28098_DN3_SP5_c0.t1	jg26684
OG0008518	ESY3_g28084_DN3_SP8_c0.t1	jg26724
OG0008519	ESY2_g35838_DN3_SP0_c0.t1	jg2899
OG0008520	ESY2_g35824_DN3_SP0_c0.t1	jg2887
OG0008521	ESY2_g35822_DN3_SP0_c0.t1	jg2885
OG0008522	ESY2_g35806_DN3_SP0_c0.t1	jg2873
OG0008523	ESY2_g35798_DN3_SP0_c0.t1	jg2866
OG0008524	ESY2_g35782_DN3_SP0_c0.t1	jg2861
OG0008525	ESY2_g35780_DN3_SP0_c0.t1	jg2860
OG0008526	ESY2_g35774_DN3_SP0_c0.t1	jg2854
OG0008527	ESY2_g35773_DN3_SP0_c7.t1	jg2853
OG0008528	ESY2_g35769_DN3_SP8_c0.t1	jg2849
OG0008529	ESY5_g2110_DN2_SP0_c0.t1	jg30884
OG0008530	ESY5_g2086_DN3_SP4_c0.t1	jg30905
OG0008531	ESY5_g2035_DN2_SP3_c0.t1	jg30917
OG0008532	ESY5_g1766_DN3_SP1_c0.t1	jg31011
OG0008533	ESY5_g1707_DN3_SP1_c0.t1	jg31026
OG0008534	ESY5_g1363_DN3_SP8_c0.t1	jg31099
OG0008535	ESY12_g51327_DN1_SP0_c0.t1	jg31130
OG0008536	ESY13_g57751_DN1_SP0_c0.t1	jg31256
OG0008537	ESY3_g32015_DN3_SP0_c0.t1, ESY3_g32017_DN3_SP0_c0.t1	jg10028
OG0008538	ESY20_g13178_DN3_SP8_c0.t1	jg8016
OG0008539	ESY24_g32842_DN2_SP0_c0.t1	jg21735
OG0008540	ESY20_g13129_DN3_SP0_c0.t1	jg8071
OG0008541	ESY20_g13123_DN3_SP0_c0.t1, ESY20_g13122_DN3_SP0_c0.t1	jg8078
OG0008542	ESY20_g13117_DN3_SP8_c0.t1	jg8083
OG0008543	ESY20_g13089_DN3_SP0_c0.t1	jg8097
OG0008544	ESY20_g13050_DN3_SP0_c0.t1	jg8135
OG0008545	ESY20_g13043_DN3_SP0_c0.t1	jg8130
OG0008546	ESY20_g13041_DN3_SP0_c0.t1	jg8128
OG0008547	ESY20_g13005_DN3_SP8_c0.t1	jg8104
OG0008548	ESY20_g12986_DN3_SP8_c0.t1	jg8170
OG0008549	ESY20_g12963_DN3_SP8_c0.t1	jg8183
OG0008550	ESY20_g12948_DN3_SP0_c0.t1	jg8198
OG0008552	ESY8_g59922_DN3_SP8_c0.t1	jg16508
OG0008553	ESY5_g591_DN3_SP0_c0.t1	jg31224
OG0008554	ESY5_g1076_DN3_SP6_c0.t1	jg31177
OG0008555	ESY5_g966_DN3_SP1_c0.t1	jg31158
OG0008556	ESY5_g1038_DN3_SP0_c11.t1	jg31154
OG0008557	ESY5_g1039_DN3_SP8_c16.t1	jg31152
OG0008558	ESY16_g62532_DN3_SP8_c0.t1	jg9806
OG0008559	ESY16_g62362_DN3_SP8_c0.t1	jg9757
OG0008560	ESY16_g62211_DN3_SP0_c14.t1	jg9710
OG0008561	ESY16_g62216_DN3_SP7_c0.t1	jg9711
OG0008562	ESY16_g62194_DN2_SP0_c0.t1	jg9703
OG0008563	ESY16_g62156_DN3_SP8_c0.t1	jg9685
OG0008564	ESY16_g62146_DN3_SP8_c0.t1	jg9680
OG0008565	ESY4_g23861_DN3_SP2_c0.t1	jg9647
OG0008566	ESY5_g2730_DN2_SP6_c0.t1	jg31091
OG0008567	ESY4_g23878_DN2_SP4_c0.t1	jg9635
OG0008568	ESY4_g23880_DN3_SP1_c0.t1	jg9633
OG0008569	ESY4_g23881_DN1_SP7_c0.t1	jg9632
OG0008570	ESY4_g23889_DN3_SP0_c0.t1	jg9629
OG0008571	ESY4_g23952_DN3_SP0_c0.t1	jg9603
OG0008572	ESY5_g4687_DN3_SP0_c0.t1	jg28986
OG0008573	ESY5_g3591_DN3_SP0_c0.t1	jg29516
OG0008574	ESY5_g2854_DN3_SP3_c0.t1	jg29969
OG0008575	ESY5_g1901_DN3_SP0_c0.t1	jg30962
OG0008582	ESY1_g12255_DN3_SP1_c0.t1	jg32632, jg32612
OG0008583	ESY3_g30429_DN2_SP0_c0.t1	jg25460, jg33589
OG0008584	ESY2_g33444_DN3_SP0_c0.t1	jg503
OG0008585	ESY2_g36423_DN2_SP0_c0.t1, ESY2_g33998_DN2_SP0_c0.t1, ESY2_g34014_DN2_SP0_c0.t1, ESY2_g33999_DN3_SP0_c15.t1	jg978
OG0008586	ESY2_g34485_DN3_SP0_c0.t1	jg2387
OG0008587	ESY2_g35352_DN3_SP0_c0.t1	jg2481
OG0008588	ESY2_g35079_DN3_SP0_c0.t1	jg3450
OG0008589	ESY11_g54104_DN2_SP0_c0.t1	jg24385
OG0008590	ESY3_g31685_DN2_SP0_c0.t1, ESY3_g31681_DN3_SP0_c0.t1, ESY3_g31683_DN3_SP0_c0.t1	jg24469
OG0008591	ESY3_g30239_DN3_SP0_c13.t1	jg25343, jg25342
OG0008592	ESY3_g30275_DN3_SP8_c0.t1	jg25375
OG0008593	ESY10_g14509_DN3_SP0_c0.t1, ESY5_g2634_DN2_SP0_c0.t1	jg26379
OG0008596	ESY8_g59791_DN3_SP0_c0.t1	jg16593
OG0008597	ESY8_g60341_DN2_SP0_c0.t1, ESY8_g60407_DN1_SP0_c0.t1	jg16628
OG0008598	ESY7_g16488_DN3_SP0_c0.t1	jg16704
OG0008599	ESY8_g59647_DN2_SP0_c0.t1	jg16708
OG0008600	ESY8_g59582_DN3_SP6_c0.t1	jg16794
OG0008601	ESY8_g59488_DN3_SP0_c0.t1	jg16883
OG0008602	ESY8_g59471_DN3_SP0_c0.t1	jg16903
OG0008603	ESY8_g59289_DN3_SP0_c0.t1	jg17162
OG0008604	ESY8_g58571_DN3_SP0_c0.t1, ESY8_g58569_DN3_SP0_c0.t1	jg18132
OG0008607	ESY10_g13781_DN3_SP0_c0.t1	jg13404
OG0008609	ESY2_g35105_DN3_SP0_c0.t1, ESY12_g51720_DN3_SP0_c0.t1	jg13805
OG0008610	ESY2_g34162_DN3_SP0_c4.t1	jg5033
OG0008611	ESY7_g17661_DN3_SP0_c0.t1	jg5223
OG0008612	ESY7_g17235_DN3_SP0_c0.t1	jg5524
OG0008613	ESY6_g50102_DN3_SP0_c0.t1	jg6266
OG0008616	ESY4_g25141_DN3_SP0_c0.t1	jg9107
OG0008617	ESY16_g62561_DN3_SP0_c0.t1	jg9811
OG0008618	ESY1_g11340_DN2_SP0_c0.t1	jg10061
OG0008619	ESY4_g22354_DN3_SP0_c0.t1	jg10064
OG0008620	ESY9_g43238_DN2_SP0_c0.t1	jg20657, jg10559
OG0008620	ESY7_g16672_DN3_SP0_c0.t1	jg20658
OG0008621	ESY6_g48245_DN2_SP0_c0.t1	jg22517, jg11507
OG0008624	ESY15_g64551_DN3_SP6_c0.t1	jg21347
OG0008625	ESY15_g64544_DN3_SP7_c0.t1	jg21404
OG0008627	ESY15_g64373_DN3_SP0_c0.t1	jg21529
OG0008629	ESY6_g47371_DN3_SP5_c0.t1	jg22060
OG0008630	ESY6_g47481_DN1_SP0_c0.t1	jg22082
OG0008649	ESY4_g24618_DN2_SP0_c0.t1	jg9371
OG0008650	ESY4_g24625_DN3_SP0_c0.t1	jg9368
OG0008651	ESY26_g42409_DN3_SP1_c0.t1	jg10220
OG0008652	ESY26_g42379_DN1_SP0_c0.t1, ESY26_g42380_DN2_SP0_c0.t1	jg10223
OG0008653	ESY1_g8170_DN3_SP0_c0.t1	jg14448
OG0008654	ESY1_g8173_DN3_SP0_c0.t1	jg14461
OG0008655	ESY1_g9273_DN3_SP0_c0.t1	jg14676
OG0008657	ESY5_g3473_DN3_SP0_c0.t1	jg29429
OG0008658	ESY1_g9196_DN3_SP0_c0.t1	jg14664
OG0008659	ESY1_g8890_DN3_SP8_c0.t1	jg14601
OG0008660	ESY1_g8997_DN3_SP8_c0.t1	jg14622
OG0008661	ESY1_g9074_DN2_SP0_c0.t1, ESY1_g9075_DN1_SP0_c0.t1	jg14626
OG0008662	ESY10_g14670_DN3_SP8_c0.t1	jg12896
OG0008663	ESY10_g14549_DN3_SP1_c5.t1	jg12986
OG0008664	ESY8_g60288_DN3_SP0_c0.t1	jg12661
OG0008665	ESY7_g17077_DN3_SP0_c0.t1	jg5652
OG0008666	ESY7_g17111_DN3_SP0_c0.t1	jg5624
OG0008667	ESY7_g17112_DN2_SP0_c0.t1	jg5622
OG0008669	ESY3_g30225_DN3_SP8_c0.t1	jg25332
OG0008670	ESY7_g17191_DN3_SP4_c0.t1	jg5557
OG0008671	ESY7_g17255_DN3_SP0_c0.t1	jg5506
OG0008672	ESY7_g17257_DN3_SP6_c0.t1	jg5505
OG0008674	ESY7_g17264_DN3_SP1_c0.t1	jg5499
OG0008675	ESY7_g17267_DN3_SP0_c0.t1	jg5497
OG0008676	ESY7_g17278_DN3_SP5_c0.t1	jg5489
OG0008677	ESY7_g17296_DN3_SP1_c0.t1	jg5474
OG0008678	ESY7_g17318_DN3_SP0_c0.t1	jg5455
OG0008679	ESY12_g52067_DN3_SP8_c0.t1	jg19809
OG0008680	ESY7_g17334_DN3_SP0_c0.t1, ESY7_g17338_DN1_SP0_c0.t1, ESY7_g17339_DN2_SP0_c6.t1	jg5446
OG0008681	ESY7_g17351_DN3_SP8_c0.t1	jg5439
OG0008682	ESY7_g17356_DN3_SP3_c0.t1	jg5436
OG0008683	ESY7_g17380_DN3_SP0_c0.t1	jg5422
OG0008684	ESY7_g17402_DN3_SP2_c0.t1	jg5405
OG0008685	ESY7_g17405_DN3_SP0_c0.t1	jg5402
OG0008686	ESY7_g17407_DN1_SP0_c0.t1	jg5401
OG0008687	ESY11_g52666_DN3_SP8_c0.t1	jg27176
OG0008689	ESY7_g17427_DN3_SP1_c0.t1	jg5385
OG0008690	ESY7_g17462_DN3_SP0_c0.t1, ESY7_g17461_DN3_SP0_c0.t1, ESY1_g10426_DN3_SP0_c0.t1	jg5359
OG0008691	ESY7_g17471_DN3_SP7_c0.t1	jg5354
OG0008692	ESY20_g12739_DN3_SP0_c0.t1	jg18365
OG0008693	ESY7_g17522_DN3_SP8_c0.t1	jg5327
OG0008694	ESY8_g59156_DN3_SP7_c0.t1	jg28810
OG0008695	ESY3_g30583_DN3_SP7_c0.t1	jg25590
OG0008696	ESY7_g17635_DN3_SP5_c0.t1	jg5241
OG0008697	ESY7_g17648_DN3_SP0_c0.t1	jg5234
OG0008698	ESY7_g17681_DN3_SP0_c0.t1	jg5203
OG0008699	ESY7_g17687_DN3_SP6_c0.t1	jg5198
OG0008700	ESY6_g48053_DN3_SP2_c0.t1	jg22383
OG0008701	ESY7_g17718_DN3_SP0_c0.t1	jg5177
OG0008702	ESY7_g17732_DN3_SP7_c0.t1	jg5168
OG0008703	ESY7_g18434_DN3_SP6_c0.t1	jg5148
OG0008704	ESY7_g18426_DN3_SP8_c0.t1	jg5142
OG0008705	ESY7_g18411_DN3_SP0_c0.t1	jg5129
OG0008706	ESY7_g18409_DN3_SP0_c0.t1	jg5128
OG0008707	ESY7_g18403_DN3_SP8_c0.t1	jg5124
OG0008708	ESY7_g18397_DN3_SP8_c0.t1	jg5121
OG0008709	ESY7_g18395_DN3_SP0_c0.t1	jg5120
OG0008711	ESY7_g18351_DN3_SP0_c0.t1	jg5084
OG0008712	ESY7_g18337_DN3_SP5_c0.t1	jg5075
OG0008713	ESY7_g18336_DN3_SP0_c0.t1	jg5074
OG0008714	ESY7_g18327_DN3_SP0_c0.t1	jg5069
OG0008715	ESY7_g18317_DN3_SP0_c0.t1	jg5059
OG0008716	ESY7_g18284_DN3_SP8_c0.t1	jg5038
OG0008717	ESY7_g18281_DN3_SP8_c0.t1	jg5036
OG0008718	ESY7_g18266_DN3_SP0_c0.t1	jg5030
OG0008719	ESY7_g18262_DN3_SP8_c0.t1	jg5029
OG0008720	ESY7_g18257_DN3_SP8_c0.t1	jg5023
OG0008721	ESY7_g18203_DN3_SP8_c0.t1	jg4988
OG0008722	ESY7_g18165_DN3_SP3_c0.t1	jg4961
OG0008723	ESY10_g14437_DN2_SP0_c0.t1	jg22337
OG0008724	ESY7_g18139_DN3_SP2_c0.t1	jg4942
OG0008725	ESY7_g18116_DN3_SP0_c0.t1	jg4929
OG0008726	ESY7_g18115_DN3_SP0_c0.t1	jg4928
OG0008727	ESY7_g18077_DN3_SP8_c0.t1	jg4902
OG0008728	ESY7_g18068_DN3_SP0_c0.t1	jg4896
OG0008729	ESY7_g18043_DN3_SP0_c0.t1	jg4877
OG0008730	ESY7_g17981_DN3_SP0_c0.t1	jg4844
OG0008731	ESY7_g17949_DN3_SP6_c0.t1	jg4827
OG0008732	ESY7_g17931_DN3_SP1_c0.t1	jg4808
OG0008735	ESY7_g17818_DN3_SP5_c0.t1	jg4746
OG0008736	ESY7_g17807_DN3_SP6_c0.t1	jg4737, jg33794
OG0008737	ESY7_g17771_DN3_SP8_c0.t1	jg4715
OG0008738	ESY7_g17768_DN3_SP0_c0.t1	jg4712
OG0008739	ESY21_g55279_DN3_SP8_c0.t1, ESY2_g33546_DN3_SP0_c0.t1	jg13654
OG0008740	ESY3_g31557_DN3_SP0_c0.t1	jg21700
OG0008741	ESY7_g18688_DN3_SP8_c0.t1	jg4692
OG0008742	ESY7_g18659_DN3_SP0_c0.t1	jg4669
OG0008743	ESY7_g18636_DN1_SP0_c0.t1	jg4652
OG0008744	ESY7_g18616_DN3_SP0_c0.t1	jg4635, jg14359
OG0008745	ESY7_g18613_DN3_SP8_c0.t1	jg4632
OG0008746	ESY7_g18603_DN2_SP0_c0.t1	jg4623
OG0008747	ESY7_g18563_DN3_SP0_c0.t1	jg4602
OG0008748	ESY20_g13315_DN3_SP0_c0.t1	jg7865
OG0008749	ESY20_g13317_DN3_SP0_c0.t1	jg7868
OG0008750	ESY8_g58317_DN3_SP5_c0.t1	jg7908
OG0008751	ESY8_g58316_DN3_SP1_c0.t1	jg7909
OG0008752	ESY8_g58293_DN3_SP7_c0.t1	jg7924
OG0008753	ESY5_g3360_DN3_SP7_c0.t1	jg9960
OG0008754	ESY24_g33217_DN3_SP8_c0.t1	jg21760
OG0008755	ESY13_g56931_DN2_SP0_c0.t1	jg9982
OG0008756	ESY3_g31478_DN3_SP0_c0.t1	jg9983
OG0008757	ESY20_g13067_DN2_SP0_c0.t1	jg8145
OG0008758	ESY8_g59172_DN3_SP7_c0.t1	jg17438
OG0008759	ESY8_g59167_DN3_SP7_c0.t1	jg17442
OG0008760	ESY8_g59135_DN3_SP6_c0.t1	jg17511
OG0008762	ESY8_g59064_DN3_SP4_c0.t1	jg17618
