Orthogroup	Euclidium_syriacum	Raphanus_sativus
OG0006382	ESY2_g36098_DN2_SP0_c0.t1	XP_018444731.1, XP_018455357.1
OG0006383	ESY2_g35036_DN3_SP8_c0.t1	XP_018468970.1, XP_018468977.1, XP_018489623.1, XP_018455192.1
OG0006384	ESY2_g35083_DN3_SP0_c0.t1	XP_018452049.1, XP_018468678.1
OG0006385	ESY2_g34629_DN3_SP3_c0.t1	XP_018449395.1, XP_018464940.1
OG0006386	ESY9_g42520_DN3_SP0_c0.t1	XP_018478482.1, XP_018462656.1, XP_018449982.1
OG0006387	ESY2_g38716_DN3_SP0_c0.t1	XP_018465391.1, XP_018465826.1
OG0006388	ESY2_g34686_DN3_SP1_c0.t1	XP_018478956.1, XP_018446613.1
OG0006389	ESY2_g34742_DN3_SP0_c0.t1	XP_018468921.1, XP_018444483.1
OG0006390	ESY2_g36084_DN3_SP0_c0.t1	XP_018445445.1, XP_018463657.1
OG0006391	ESY2_g36081_DN3_SP8_c0.t1	XP_018470540.1, XP_018443152.1, XP_018462825.1, XP_018465970.1
OG0006393	ESY10_g14555_DN2_SP0_c0.t1, ESY2_g36027_DN3_SP0_c0.t1	XP_018469296.1, XP_018444591.1, XP_018444590.1
OG0006394	ESY2_g36001_DN3_SP0_c1.t1	XP_018459174.1, XP_018444874.1
OG0006395	ESY8_g59955_DN3_SP0_c0.t1	XP_018443983.1, XP_018460685.1, XP_018443892.1
OG0006396	ESY11_g54008_DN3_SP8_c0.t1	XP_018489016.1
OG0006397	ESY11_g54102_DN3_SP3_c0.t1	XP_018488745.1, XP_018440664.1, XP_018433426.1
OG0006398	ESY1_g9782_DN3_SP0_c0.t1	XP_018472319.1, XP_018450102.1, XP_018477253.1, XP_018477254.1
OG0006399	ESY1_g9772_DN3_SP0_c0.t1	XP_018437495.1, XP_018449327.1, XP_018472321.1, XP_018472322.1
OG0006400	ESY6_g47887_DN3_SP3_c0.t1	XP_018465666.1, XP_018463075.1, XP_018476940.1
OG0006401	ESY1_g8600_DN3_SP0_c0.t1	XP_018485548.1, XP_018439616.1
OG0006402	ESY5_g4099_DN3_SP0_c0.t1, ESY3_g31523_DN3_SP8_c0.t1	XP_018485491.1, XP_018490522.1
OG0006403	ESY2_g36378_DN3_SP0_c0.t1, ESY8_g60355_DN1_SP0_c0.t1	XP_018440546.1, XP_018450690.1, XP_018450689.1
OG0006404	ESY2_g36355_DN3_SP0_c0.t1, ESY2_g36356_DN3_SP0_c0.t1	XP_018448908.1, XP_018448911.1, XP_018438628.1
OG0006405	ESY2_g36354_DN3_SP0_c0.t1	XP_018450306.1, XP_018450840.1, XP_018467099.1, XP_018438778.1, XP_018489565.1
OG0006406	ESY2_g36306_DN3_SP0_c0.t1	XP_018448881.1, XP_018448903.1, XP_018464268.1
OG0006407	ESY10_g14127_DN3_SP4_c0.t1	XP_018441019.1, XP_018478160.1
OG0006408	ESY2_g36283_DN3_SP8_c0.t1	XP_018447811.1, XP_018460269.1
OG0006409	ESY2_g36246_DN3_SP8_c0.t1	XP_018451556.1
OG0006410	ESY2_g36224_DN3_SP0_c0.t1	XP_018442683.1, XP_018489439.1
OG0006411	ESY2_g36219_DN1_SP0_c0.t1	XP_018451622.1, XP_018478921.1, XP_018489578.1
OG0006412	ESY2_g36207_DN3_SP0_c0.t1	XP_018489202.1, XP_018450665.1, XP_018450666.1
OG0006413	ESY2_g36849_DN3_SP7_c0.t1	XP_018486402.1, XP_018458828.1
OG0006414	ESY2_g36870_DN3_SP8_c0.t1	XP_018446107.1, XP_018447867.1
OG0006416	ESY2_g36967_DN2_SP0_c34.t1, ESY2_g36966_DN1_SP0_c67.t1, ESY2_g36968_DN3_SP8_c18.t1	XP_018451035.1, XP_018491611.1
OG0006417	ESY9_g44084_DN3_SP8_c0.t1	XP_018476369.1, XP_018440077.1, XP_018483627.1
OG0006418	ESY9_g44148_DN3_SP0_c0.t1	XP_018437289.1, XP_018481683.1, XP_018481692.1
OG0006420	ESY9_g42680_DN3_SP0_c0.t1	XP_018464016.1, XP_018445125.1, XP_018478514.1, XP_018460603.1
OG0006421	ESY1_g7064_DN3_SP8_c0.t1	XP_018442057.1, XP_018432793.1, XP_018491632.1
OG0006422	ESY1_g6999_DN3_SP0_c0.t1, ESY1_g6998_DN3_SP0_c0.t1	XP_018434450.1
OG0006423	ESY2_g35122_DN3_SP0_c0.t1	XP_018438769.1
OG0006423	ESY2_g35119_DN3_SP8_c0.t1	XP_018481026.1
OG0006424	ESY17_g39194_DN3_SP7_c0.t1	XP_018451789.1
OG0006425	ESY6_g47191_DN3_SP1_c15.t1	XP_018473153.1, XP_018454298.1, XP_018464977.1
OG0006426	ESY6_g47214_DN3_SP0_c0.t1	XP_018462466.1, XP_018468391.1, XP_018454724.1
OG0006427	ESY15_g65199_DN3_SP8_c0.t1	XP_018467035.1, XP_018461567.1, XP_018455804.1, XP_018466523.1
OG0006428	ESY24_g33080_DN3_SP2_c0.t1	XP_018459721.1, XP_018454566.1
OG0006429	ESY17_g39951_DN3_SP8_c0.t1	XP_018447300.1, XP_018447111.1, XP_018478207.1, XP_018483534.1
OG0006430	ESY5_g3715_DN3_SP0_c0.t1	XP_018451482.1
OG0006431	ESY15_g65599_DN3_SP8_c0.t1	XP_018481883.1, XP_018450108.1
OG0006432	ESY15_g65960_DN3_SP8_c0.t1	XP_018480449.1, XP_018448580.1, XP_018483908.1
OG0006434	ESY22_g40408_DN3_SP0_c0.t1, ESY22_g40430_DN3_SP0_c0.t1	XP_018480882.1
OG0006435	ESY2_g34978_DN3_SP0_c0.t1	XP_018446889.1, XP_018446556.1
OG0006436	ESY2_g38863_DN3_SP3_c0.t1	XP_018471765.1, XP_018450801.1
OG0006437	ESY2_g38853_DN3_SP0_c0.t1	XP_018477344.1, XP_018477331.1
OG0006438	ESY2_g38738_DN3_SP0_c0.t1	XP_018482323.1, XP_018448556.1
OG0006439	ESY2_g38609_DN3_SP0_c0.t1	XP_018478435.1, XP_018454987.1, XP_018462774.1
OG0006440	ESY2_g38550_DN3_SP8_c0.t1	XP_018457887.1, XP_018483689.1
OG0006441	ESY2_g35854_DN3_SP0_c0.t1	XP_018442945.1, XP_018458595.1, XP_018467515.1, XP_018456023.1
OG0006442	ESY2_g35900_DN3_SP0_c0.t1	XP_018453094.1, XP_018453224.1, XP_018468410.1
OG0006443	ESY2_g34843_DN3_SP0_c0.t1	XP_018443995.1
OG0006446	ESY2_g34878_DN3_SP0_c0.t1	XP_018445750.1, XP_018456638.1
OG0006447	ESY2_g34895_DN3_SP0_c0.t1	XP_018442878.1, XP_018452916.1
OG0006448	ESY2_g34900_DN3_SP0_c0.t1	XP_018445760.1, XP_018445759.1, XP_018460050.1, XP_018453170.1
OG0006450	ESY2_g34973_DN3_SP8_c0.t1	XP_018444091.1, XP_018444173.1, XP_018446923.1
OG0006451	ESY2_g35017_DN3_SP8_c0.t1	XP_018446957.1, XP_018445544.1, XP_018445563.1, XP_018465528.1
OG0006452	ESY2_g35946_DN3_SP0_c0.t1	XP_018460247.1, XP_018472432.1, XP_018445545.1, XP_018445564.1
OG0006453	ESY2_g34420_DN3_SP0_c0.t1	XP_018465630.1, XP_018470943.1, XP_018456577.1
OG0006454	ESY2_g34398_DN3_SP5_c0.t1	XP_018454555.1, XP_018467990.1
OG0006455	ESY2_g35377_DN3_SP1_c0.t1	XP_018471209.1
OG0006457	ESY10_g13858_DN2_SP0_c0.t1	XP_018478546.1, XP_018468703.1, XP_018468693.1
OG0006458	ESY4_g24197_DN3_SP0_c0.t1	XP_018455962.1, XP_018465942.1, XP_018489149.1, XP_018479072.1
OG0006459	ESY4_g24204_DN2_SP0_c0.t1	XP_018468400.1, XP_018468407.1, XP_018482329.1, XP_018460044.1
OG0006460	ESY4_g24209_DN3_SP3_c0.t1	XP_018478553.1, XP_018467783.1, XP_018470963.1
OG0006461	ESY4_g24316_DN3_SP7_c0.t1	XP_018458180.1, XP_018460077.1, XP_018481126.1
OG0006462	ESY2_g33367_DN3_SP5_c0.t1	XP_018454282.1, XP_018454735.1
OG0006463	ESY6_g45843_DN3_SP8_c0.t1	XP_018473292.1, XP_018473526.1, XP_018464200.1, XP_018468049.1
OG0006464	ESY10_g14126_DN3_SP0_c0.t1	XP_018456047.1, XP_018477575.1
OG0006465	ESY2_g34573_DN2_SP0_c0.t1	XP_018439107.1, XP_018466801.1, XP_018458457.1
OG0006466	ESY2_g35154_DN3_SP1_c0.t1	XP_018452732.1, XP_018480796.1
OG0006467	ESY21_g55311_DN3_SP8_c0.t1	XP_018462693.1, XP_018465961.1, XP_018453087.1, XP_018457396.1
OG0006468	ESY1_g6895_DN3_SP8_c0.t1	XP_018489725.1, XP_018433898.1
OG0006469	ESY12_g51418_DN3_SP6_c0.t1	XP_018485149.1, XP_018434288.1
OG0006470	ESY21_g55848_DN3_SP3_c0.t1	XP_018478189.1, XP_018434355.1, XP_018434370.1
OG0006471	ESY10_g13674_DN3_SP0_c0.t1	XP_018437361.1, XP_018466097.1, XP_018477483.1, XP_018458733.1
OG0006472	ESY10_g13681_DN3_SP0_c0.t1	XP_018480857.1, XP_018458731.1, XP_018441907.1
OG0006473	ESY10_g13758_DN3_SP3_c0.t1	XP_018438444.1, XP_018466754.1
OG0006474	ESY10_g13771_DN3_SP8_c0.t1	XP_018485152.1
OG0006475	ESY10_g13944_DN1_SP0_c0.t1	XP_018436779.1, XP_018460539.1, XP_018481724.1, XP_018480765.1
OG0006476	ESY10_g13945_DN2_SP0_c0.t1	XP_018437589.1, XP_018460542.1, XP_018481833.1, XP_018480766.1
OG0006477	ESY10_g13976_DN3_SP7_c0.t1	XP_018452531.1, XP_018464813.1, XP_018484665.1
OG0006478	ESY2_g37297_DN3_SP0_c0.t1	XP_018458055.1, XP_018449741.1
OG0006479	ESY10_g14018_DN3_SP8_c0.t1	XP_018483330.1, XP_018463592.1, XP_018452235.1
OG0006480	ESY10_g14541_DN3_SP0_c5.t1	XP_018481774.1, XP_018481772.1, XP_018456984.1, XP_018464594.1
OG0006481	ESY10_g14049_DN3_SP0_c0.t1	XP_018437141.1, XP_018460921.1
OG0006482	ESY2_g35477_DN3_SP0_c0.t1	XP_018457371.1, XP_018471199.1
OG0006484	ESY2_g35433_DN2_SP0_c0.t1	XP_018455264.1, XP_018469330.1, XP_018444648.1
OG0006485	ESY2_g35431_DN3_SP0_c0.t1	XP_018442840.1, XP_018442819.1, XP_018456083.1, XP_018456086.1
OG0006486	ESY2_g35410_DN3_SP1_c0.t1	XP_018454643.1, XP_018462190.1
OG0006487	ESY2_g35399_DN3_SP1_c0.t1	XP_018457777.1, XP_018462361.1, XP_018461477.1, XP_018470262.1
OG0006488	ESY10_g15202_DN3_SP8_c0.t1	XP_018456581.1, XP_018483652.1
OG0006489	ESY7_g16862_DN3_SP3_c0.t1	XP_018433160.1
OG0006490	ESY7_g16810_DN3_SP3_c0.t1	XP_018436770.1, XP_018466623.1, XP_018480940.1
OG0006491	ESY5_g5443_DN3_SP0_c0.t1	XP_018492291.1
OG0006492	ESY7_g16725_DN3_SP0_c0.t1	XP_018466965.1, XP_018467094.1
OG0006493	ESY2_g37649_DN3_SP1_c0.t1	XP_018483121.1, XP_018491205.1, XP_018434296.1, XP_018487815.1, XP_018473759.1
OG0006494	ESY2_g37635_DN3_SP4_c0.t1	XP_018447386.1, XP_018476952.1
OG0006495	ESY2_g37574_DN3_SP0_c0.t1	XP_018451470.1, XP_018489311.1
OG0006496	ESY2_g37546_DN3_SP5_c0.t1	XP_018448009.1, XP_018434433.1
OG0006497	ESY2_g37463_DN3_SP8_c0.t1	XP_018442081.1, XP_018485727.1
OG0006498	ESY6_g46756_DN3_SP0_c0.t1	XP_018471311.1
OG0006499	ESY2_g37247_DN3_SP8_c0.t1	XP_018449138.1, XP_018465467.1, XP_018441582.1
OG0006500	ESY2_g37245_DN3_SP8_c0.t1	XP_018489978.1, XP_018442928.1
OG0006501	ESY2_g37102_DN3_SP7_c0.t1	XP_018443398.1, XP_018460895.1, XP_018491602.1
OG0006502	ESY2_g37073_DN3_SP0_c0.t1	XP_018442941.1, XP_018485511.1
OG0006503	ESY2_g35425_DN3_SP7_c0.t1, ESY6_g47925_DN3_SP1_c0.t1	XP_018452777.1
OG0006504	ESY6_g48241_DN3_SP3_c0.t1	XP_018476255.1, XP_018434776.1
OG0006505	ESY1_g5738_DN3_SP8_c0.t1	XP_018433843.1, XP_018476609.1, XP_018476611.1
OG0006506	ESY16_g61687_DN3_SP0_c0.t1	XP_018436832.1
OG0006508	ESY12_g51164_DN3_SP0_c0.t1	XP_018475070.1, XP_018434049.1
OG0006510	ESY9_g43873_DN3_SP8_c0.t1	XP_018459511.1, XP_018477872.1
OG0006511	ESY9_g43952_DN3_SP8_c0.t1	XP_018441610.1, XP_018477516.1, XP_018477479.1
OG0006512	ESY3_g30061_DN3_SP0_c0.t1	XP_018478133.1, XP_018463148.1
OG0006513	ESY9_g44036_DN3_SP0_c0.t1	XP_018474629.1, XP_018480448.1, XP_018464074.1
OG0006515	ESY9_g42948_DN2_SP0_c0.t1	XP_018467693.1, XP_018467692.1
OG0006516	ESY9_g42924_DN3_SP8_c0.t1, ESY2_g33365_DN3_SP0_c0.t1	XP_018471820.1, XP_018451662.1, XP_018484602.1
OG0006517	ESY9_g42904_DN3_SP3_c0.t1	XP_018446648.1, XP_018451490.1
OG0006518	ESY9_g42896_DN3_SP0_c11.t1	XP_018467892.1, XP_018447100.1
OG0006519	ESY9_g42884_DN3_SP8_c0.t1	XP_018483971.1, XP_018451683.1, XP_018471247.1
OG0006520	ESY9_g42766_DN2_SP0_c0.t1	XP_018481315.1, XP_018450736.1
OG0006521	ESY9_g42737_DN3_SP0_c0.t1	XP_018462296.1, XP_018449231.1
OG0006521	ESY9_g42736_DN3_SP0_c0.t1	XP_018470775.1
OG0006522	ESY9_g42657_DN3_SP0_c0.t1	XP_018468523.1, XP_018460170.1, XP_018460171.1, XP_018450004.1
OG0006523	ESY2_g34570_DN3_SP8_c0.t1	XP_018439103.1, XP_018452706.1, XP_018483900.1, XP_018458458.1
OG0006524	ESY9_g42651_DN3_SP0_c0.t1	XP_018464472.1, XP_018464474.1, XP_018456703.1, XP_018456693.1
OG0006525	ESY9_g42615_DN3_SP2_c0.t1	XP_018444729.1, XP_018454152.1, XP_018477459.1
OG0006526	ESY9_g42591_DN3_SP6_c0.t1, ESY4_g24071_DN3_SP0_c0.t1	XP_018478959.1, XP_018457962.1
OG0006527	ESY9_g42543_DN3_SP7_c0.t1	XP_018477988.1, XP_018460903.1, XP_018472425.1, XP_018472426.1
OG0006528	ESY9_g42529_DN3_SP0_c0.t1	XP_018462661.1, XP_018482327.1, XP_018470547.1
OG0006529	ESY9_g42519_DN3_SP7_c0.t1	XP_018448839.1, XP_018480743.1, XP_018462657.1
OG0006530	ESY9_g42480_DN3_SP3_c0.t1	XP_018482717.1, XP_018478181.1, XP_018468159.1
OG0006531	ESY9_g42444_DN3_SP0_c0.t1	XP_018480890.1, XP_018463744.1, XP_018447533.1
OG0006532	ESY9_g42423_DN3_SP0_c0.t1	XP_018471540.1, XP_018462551.1, XP_018451178.1
OG0006533	ESY9_g42420_DN3_SP0_c0.t1	XP_018462552.1, XP_018461577.1, XP_018482456.1
OG0006534	ESY1_g10106_DN3_SP1_c0.t1	XP_018468627.1, XP_018437405.1
OG0006535	ESY1_g10098_DN3_SP0_c0.t1	XP_018452033.1, XP_018477849.1
OG0006536	ESY1_g10082_DN3_SP3_c0.t1	XP_018433597.1, XP_018484492.1
OG0006537	ESY1_g10078_DN3_SP7_c0.t1	XP_018437537.1, XP_018469186.1, XP_018482143.1, XP_018479270.1
OG0006538	ESY1_g9934_DN3_SP0_c0.t1	XP_018478368.1, XP_018434956.1
OG0006539	ESY23_g164_DN3_SP8_c0.t1	XP_018460547.1, XP_018465911.1, XP_018471491.1
OG0006540	ESY23_g124_DN3_SP5_c0.t1	XP_018471463.1, XP_018471476.1, XP_018484489.1
OG0006541	ESY6_g46859_DN3_SP2_c0.t1	XP_018452002.1, XP_018472116.1, XP_018470559.1
OG0006542	ESY24_g33229_DN2_SP6_c0.t1	XP_018470978.1, XP_018470977.1, XP_018457319.1, XP_018457320.1
OG0006543	ESY6_g45845_DN3_SP0_c0.t1	XP_018476912.1, XP_018457678.1, XP_018457680.1
OG0006544	ESY6_g45905_DN3_SP0_c0.t1	XP_018472737.1, XP_018468777.1, XP_018468538.1
OG0006545	ESY5_g4762_DN3_SP0_c14.t1	XP_018457875.1, XP_018432821.1, XP_018432867.1, XP_018492555.1
OG0006546	ESY11_g53580_DN3_SP7_c0.t1	XP_018434719.1, XP_018454919.1, XP_018457094.1
OG0006547	ESY11_g53627_DN3_SP6_c0.t1	XP_018433697.1, XP_018457093.1
OG0006548	ESY16_g62275_DN2_SP0_c0.t1	XP_018465476.1
OG0006549	ESY11_g53956_DN3_SP0_c0.t1	XP_018479046.1, XP_018433577.1, XP_018492395.1
OG0006550	ESY23_g367_DN3_SP8_c0.t1	XP_018482574.1, XP_018469935.1
OG0006551	ESY23_g340_DN3_SP3_c0.t1	XP_018482587.1, XP_018469943.1
OG0006552	ESY23_g258_DN3_SP8_c0.t1	XP_018467003.1, XP_018470326.1, XP_018483659.1
OG0006553	ESY23_g211_DN3_SP1_c0.t1	XP_018483561.1, XP_018470324.1
OG0006554	ESY9_g43853_DN3_SP0_c0.t1	XP_018477539.1, XP_018469137.1
OG0006556	ESY9_g43815_DN2_SP2_c0.t1	XP_018472163.1
OG0006557	ESY9_g43814_DN3_SP8_c0.t1	XP_018460970.1, XP_018460968.1, XP_018448934.1, XP_018472162.1
OG0006558	ESY9_g43749_DN3_SP4_c0.t1	XP_018483114.1, XP_018483116.1, XP_018448711.1
OG0006559	ESY2_g34185_DN3_SP0_c0.t1	XP_018451969.1, XP_018434432.1
OG0006560	ESY2_g33536_DN3_SP0_c0.t1	XP_018457697.1
OG0006561	ESY9_g43275_DN3_SP8_c0.t1	XP_018467957.1, XP_018477059.1
OG0006562	ESY3_g31277_DN2_SP0_c0.t1	XP_018437335.1
OG0006563	ESY9_g43378_DN3_SP8_c0.t1	XP_018451398.1, XP_018471358.1
OG0006564	ESY9_g43401_DN3_SP0_c0.t1	XP_018469770.1, XP_018450207.1
OG0006565	ESY8_g59275_DN3_SP0_c0.t1	XP_018462244.1, XP_018473455.1
OG0006566	ESY9_g43424_DN3_SP1_c0.t1	XP_018485011.1, XP_018469994.1
OG0006567	ESY9_g43447_DN3_SP1_c0.t1	XP_018481210.1, XP_018471734.1
OG0006568	ESY9_g43528_DN3_SP0_c0.t1	XP_018484115.1, XP_018479187.1, XP_018460843.1
OG0006569	ESY9_g43531_DN2_SP7_c0.t1	XP_018468659.1, XP_018481927.1, XP_018481926.1
OG0006570	ESY9_g43618_DN3_SP0_c0.t1	XP_018481928.1, XP_018481931.1, XP_018449335.1, XP_018450882.1
OG0006571	ESY9_g43589_DN2_SP0_c0.t1	XP_018481896.1
OG0006572	ESY9_g43548_DN3_SP0_c0.t1	XP_018471213.1, XP_018459199.1, XP_018447963.1
OG0006573	ESY9_g43153_DN3_SP8_c0.t1, ESY7_g16723_DN3_SP1_c15.t1	XP_018443769.1
OG0006574	ESY9_g43061_DN3_SP1_c0.t1	XP_018467700.1, XP_018481946.1
OG0006575	ESY16_g61467_DN3_SP0_c0.t1	XP_018451536.1
OG0006576	ESY16_g61501_DN2_SP0_c0.t1	XP_018479233.1, XP_018470266.1
OG0006577	ESY16_g61551_DN3_SP0_c0.t1	XP_018481901.1, XP_018469636.1, XP_018460060.1, XP_018460058.1
OG0006578	ESY16_g61615_DN3_SP5_c0.t1	XP_018468974.1, XP_018481905.1
OG0006579	ESY6_g50285_DN3_SP0_c0.t1	XP_018433790.1, XP_018452941.1, XP_018433800.1
OG0006580	ESY6_g50283_DN3_SP0_c0.t1	XP_018454869.1, XP_018437896.1, XP_018433793.1
OG0006581	ESY6_g50236_DN3_SP8_c0.t1	XP_018441257.1, XP_018453363.1
OG0006582	ESY1_g12587_DN3_SP3_c6.t1, ESY20_g12894_DN3_SP0_c0.t1	XP_018459646.1, XP_018445761.1
OG0006583	ESY1_g12558_DN3_SP6_c0.t1	XP_018459628.1
OG0006584	ESY1_g12521_DN3_SP8_c0.t1, ESY9_g43249_DN2_SP0_c0.t1	XP_018477335.1, XP_018490267.1, XP_018490376.1
OG0006585	ESY1_g12488_DN3_SP0_c0.t1, ESY1_g12489_DN3_SP0_c0.t1	XP_018490129.1
OG0006586	ESY1_g12407_DN3_SP0_c0.t1	XP_018465460.1, XP_018486191.1, XP_018478847.1
OG0006587	ESY1_g12398_DN1_SP0_c0.t1	XP_018488940.1, XP_018465284.1, XP_018443583.1
OG0006588	ESY1_g12347_DN3_SP6_c0.t1	XP_018460098.1, XP_018460100.1, XP_018444662.1
OG0006589	ESY1_g12345_DN3_SP1_c1.t1	XP_018460088.1, XP_018446169.1, XP_018492418.1
OG0006590	ESY1_g12272_DN3_SP7_c0.t1	XP_018492401.1, XP_018492412.1, XP_018478915.1, XP_018481585.1
OG0006591	ESY1_g12258_DN3_SP6_c0.t1	XP_018491665.1, XP_018491593.1, XP_018481450.1
OG0006592	ESY1_g12219_DN3_SP0_c0.t1	XP_018478560.1
OG0006593	ESY1_g12151_DN1_SP4_c0.t1	XP_018490504.1, XP_018490502.1, XP_018481082.1, XP_018461535.1
OG0006594	ESY1_g6450_DN3_SP4_c0.t1	XP_018482411.1, XP_018490880.1, XP_018463120.1, XP_018446735.1
OG0006595	ESY1_g11898_DN3_SP5_c0.t1	XP_018491571.1, XP_018478389.1, XP_018459604.1
OG0006596	ESY1_g11387_DN3_SP0_c0.t1	XP_018477231.1, XP_018485580.1
OG0006597	ESY1_g11395_DN3_SP8_c0.t1	XP_018443621.1, XP_018442739.1, XP_018492881.1
OG0006598	ESY1_g11397_DN3_SP8_c0.t1	XP_018487224.1, XP_018477847.1, XP_018482924.1
OG0006599	ESY12_g52264_DN2_SP0_c0.t1	XP_018469235.1, XP_018474580.1, XP_018474583.1
OG0006600	ESY1_g11641_DN3_SP0_c0.t1	XP_018467301.1, XP_018459950.1, XP_018486395.1
OG0006601	ESY1_g11651_DN3_SP0_c0.t1	XP_018488800.1, XP_018444568.1
OG0006602	ESY1_g11712_DN3_SP8_c0.t1	XP_018493293.1, XP_018493265.1, XP_018458774.1, XP_018463793.1
OG0006603	ESY1_g11786_DN3_SP8_c0.t1	XP_018486087.1, XP_018488383.1
OG0006604	ESY1_g10516_DN3_SP3_c0.t1	XP_018458569.1, XP_018460406.1, XP_018432543.1, XP_018486125.1
OG0006605	ESY1_g10562_DN3_SP8_c0.t1	XP_018461232.1, XP_018478394.1
OG0006606	ESY1_g10614_DN1_SP0_c0.t1	XP_018486536.1
OG0006607	ESY1_g10646_DN3_SP0_c0.t1	XP_018444477.1
OG0006608	ESY1_g10745_DN3_SP1_c0.t1	XP_018487513.1, XP_018483405.1, XP_018481621.1
OG0006609	ESY1_g10751_DN3_SP8_c0.t1	XP_018483404.1, XP_018477597.1, XP_018486110.1
OG0006610	ESY1_g10779_DN3_SP0_c0.t1, ESY1_g10784_DN3_SP0_c0.t1	XP_018484866.1, XP_018489845.1, XP_018489846.1
OG0006611	ESY1_g10822_DN3_SP8_c0.t1	XP_018486108.1, XP_018443054.1, XP_018461005.1
OG0006612	ESY1_g10849_DN3_SP0_c0.t1	XP_018444449.1, XP_018486558.1
OG0006613	ESY9_g44841_DN3_SP0_c0.t1	XP_018485556.1, XP_018478256.1
OG0006614	ESY1_g10489_DN3_SP3_c0.t1	XP_018483993.1, XP_018491812.1
OG0006615	ESY6_g47519_DN3_SP8_c0.t1	XP_018448047.1, XP_018445779.1, XP_018452971.1, XP_018447236.1
OG0006616	ESY6_g47506_DN3_SP0_c0.t1	XP_018455906.1, XP_018457669.1, XP_018462447.1
OG0006617	ESY6_g47501_DN3_SP0_c0.t1	XP_018468175.1, XP_018454671.1
OG0006619	ESY3_g27835_DN3_SP7_c0.t1	XP_018462450.1, XP_018432911.1
OG0006620	ESY3_g27992_DN2_SP1_c0.t1	XP_018487117.1, XP_018437904.1
OG0006621	ESY2_g35173_DN1_SP0_c0.t1	XP_018444521.1, XP_018469499.1, XP_018444831.1
OG0006622	ESY19_g41901_DN3_SP0_c0.t1	XP_018456776.1, XP_018443964.1
OG0006623	ESY21_g55171_DN3_SP7_c0.t1	XP_018446983.1, XP_018443021.1
OG0006624	ESY2_g34497_DN1_SP0_c0.t1	XP_018453374.1, XP_018453377.1
OG0006625	ESY2_g34477_DN3_SP5_c0.t1	XP_018457591.1, XP_018444478.1
OG0006626	ESY15_g64470_DN2_SP0_c17.t1	XP_018478346.1, XP_018453187.1
OG0006627	ESY11_g54215_DN3_SP6_c0.t1	XP_018434531.1
OG0006628	ESY11_g54290_DN3_SP8_c0.t1	XP_018492832.1
OG0006629	ESY11_g54289_DN2_SP0_c0.t1	XP_018434623.1, XP_018492833.1
OG0006630	ESY11_g54497_DN3_SP0_c0.t1	XP_018455330.1, XP_018455377.1, XP_018489374.1
OG0006631	ESY11_g54543_DN3_SP0_c0.t1	XP_018435832.1, XP_018441485.1
OG0006632	ESY18_g63747_DN2_SP0_c0.t1	XP_018482141.1, XP_018482133.1, XP_018465194.1
OG0006633	ESY11_g54614_DN3_SP4_c0.t1	XP_018434151.1, XP_018452552.1, XP_018452585.1, XP_018452564.1
OG0006634	ESY3_g32558_DN2_SP1_c0.t1, ESY3_g32557_DN3_SP0_c0.t1	XP_018489001.1, XP_018436998.1
OG0006635	ESY11_g54642_DN2_SP8_c0.t1	XP_018434190.1, XP_018456016.1
OG0006636	ESY11_g54648_DN3_SP3_c0.t1	XP_018436662.1, XP_018458691.1
OG0006637	ESY11_g54693_DN2_SP0_c0.t1	XP_018440301.1, XP_018440302.1, XP_018456438.1
OG0006638	ESY12_g50955_DN3_SP4_c0.t1	XP_018472645.1
OG0006638	ESY6_g49829_DN3_SP0_c0.t1	XP_018481323.1
OG0006639	ESY12_g50904_DN3_SP8_c15.t1	XP_018462225.1, XP_018478988.1, XP_018476604.1
OG0006640	ESY12_g51763_DN3_SP0_c0.t1	XP_018479149.1, XP_018482509.1, XP_018436610.1
OG0006641	ESY12_g50847_DN3_SP0_c0.t1	XP_018482516.1, XP_018458721.1
OG0006642	ESY12_g50827_DN3_SP0_c0.t1	XP_018477937.1, XP_018475549.1
OG0006643	ESY9_g45713_DN3_SP5_c9.t1	XP_018433317.1, XP_018477796.1, XP_018479956.1, XP_018477784.1
OG0006644	ESY9_g45672_DN3_SP4_c0.t1	XP_018476197.1, XP_018440362.1, XP_018466355.1
OG0006645	ESY9_g45611_DN3_SP8_c0.t1	XP_018476172.1, XP_018434170.1
OG0006646	ESY9_g45600_DN3_SP0_c0.t1	XP_018483679.1, XP_018464226.1, XP_018475346.1
OG0006647	ESY9_g45560_DN3_SP5_c0.t1	XP_018436633.1, XP_018472860.1
OG0006648	ESY5_g4499_DN3_SP0_c0.t1	XP_018486657.1, XP_018450568.1
OG0006649	ESY9_g45364_DN3_SP8_c0.t1	XP_018439223.1, XP_018472579.1, XP_018484790.1
OG0006650	ESY9_g45348_DN3_SP0_c0.t1	XP_018441912.1, XP_018476316.1, XP_018475698.1
OG0006651	ESY9_g45328_DN3_SP0_c0.t1	XP_018476020.1, XP_018485140.1, XP_018433260.1
OG0006652	ESY9_g45281_DN3_SP6_c0.t1	XP_018473239.1
OG0006653	ESY9_g45272_DN3_SP0_c0.t1	XP_018436891.1, XP_018474809.1, XP_018477429.1
OG0006654	ESY9_g45253_DN3_SP8_c0.t1	XP_018441360.1, XP_018485129.1
OG0006655	ESY9_g45249_DN3_SP0_c0.t1	XP_018475262.1, XP_018482872.1
