Orthogroup	Euclidium_syriacum	Arabidopsis_thaliana
OG0009067	ESY7_g18860_DN3_SP0_c0.t1	AT5G05770.1
OG0009068	ESY7_g18873_DN3_SP8_c0.t1	AT5G05690.1
OG0009069	ESY7_g18889_DN3_SP0_c0.t1	AT1G07780.1, AT5G05590.1, AT1G29410.2
OG0009071	ESY7_g18923_DN3_SP8_c2.t1	AT5G05390.1
OG0009072	ESY7_g18942_DN3_SP1_c0.t1	AT5G05290.1
OG0009073	ESY7_g18953_DN3_SP8_c0.t1	AT5G05200.1
OG0009074	ESY7_g18954_DN3_SP0_c0.t1	AT5G05190.1
OG0009075	ESY12_g51575_DN3_SP4_c0.t1	AT2G42770.1
OG0009076	ESY7_g18977_DN3_SP3_c0.t1	AT5G05070.1
OG0009077	ESY7_g18988_DN3_SP0_c0.t1	AT5G04990.1
OG0009078	ESY7_g18989_DN3_SP8_c0.t1	AT5G04980.2
OG0009079	ESY7_g19019_DN3_SP6_c0.t1	AT5G04830.1
OG0009080	ESY7_g19089_DN3_SP7_c0.t1	AT5G04440.1
OG0009081	ESY7_g19110_DN3_SP0_c9.t1	AT5G04320.2
OG0009082	ESY16_g61447_DN3_SP5_c0.t1	AT5G04250.1
OG0009083	ESY7_g19150_DN3_SP0_c0.t1	AT5G04200.1
OG0009084	ESY20_g12940_DN3_SP7_c0.t1	AT4G00370.1
OG0009085	ESY7_g19177_DN3_SP0_c0.t1	AT5G04020.1
OG0009086	ESY7_g19189_DN3_SP8_c0.t1	AT5G03940.1
OG0009087	ESY7_g19210_DN1_SP0_c0.t1	AT5G03870.1
OG0009088	ESY7_g19218_DN3_SP0_c0.t1	AT5G03795.1
OG0009089	ESY7_g19223_DN3_SP8_c8.t1	AT5G03760.1
OG0009090	ESY7_g19234_DN3_SP8_c0.t1	AT5G03730.1
OG0009091	ESY24_g33234_DN3_SP8_c0.t1	AT5G50870.2
OG0009092	ESY7_g19239_DN3_SP0_c0.t1	AT5G03670.1
OG0009093	ESY7_g19291_DN3_SP8_c0.t1	AT5G03540.3
OG0009094	ESY7_g19292_DN3_SP8_c0.t1	AT5G03530.1
OG0009096	ESY7_g19369_DN3_SP0_c0.t1	AT5G03230.1
OG0009097	ESY7_g19376_DN3_SP0_c0.t1	AT5G03170.1
OG0009098	ESY7_g19422_DN3_SP0_c0.t1	AT5G02880.1
OG0009099	ESY10_g15052_DN2_SP0_c0.t1	AT1G43790.1
OG0009100	ESY4_g23987_DN2_SP0_c0.t1, ESY7_g19470_DN3_SP0_c0.t1, ESY4_g23986_DN3_SP0_c0.t1	AT5G02520.2
OG0009101	ESY7_g19494_DN3_SP0_c0.t1	AT5G02390.1
OG0009102	ESY7_g19518_DN3_SP3_c12.t1	AT5G02230.3
OG0009103	ESY11_g52441_DN2_SP0_c0.t1, ESY7_g19530_DN3_SP0_c0.t1	AT5G02130.1
OG0009104	ESY7_g19543_DN3_SP0_c0.t1	AT5G02020.1
OG0009105	ESY7_g19622_DN3_SP2_c3.t1	AT5G01590.1
OG0009106	ESY7_g19636_DN3_SP0_c0.t1, ESY7_g19639_DN3_SP0_c0.t1, ESY7_g19638_DN3_SP0_c0.t1	AT4G00005.1, AT5G01640.1
OG0009107	ESY7_g19631_DN3_SP0_c0.t1	AT5G01700.2
OG0009108	ESY7_g19645_DN3_SP0_c0.t1	AT5G01760.1
OG0009109	ESY7_g19649_DN3_SP0_c24.t1	AT5G01800.1
OG0009110	ESY7_g19648_DN3_SP0_c0.t1	AT5G01790.1
OG0009111	ESY7_g19678_DN3_SP8_c0.t1	AT5G01990.1
OG0009112	ESY8_g60273_DN3_SP8_c0.t1	AT5G40610.1
OG0009113	ESY8_g60175_DN3_SP0_c0.t1	AT5G40840.2
OG0009114	ESY21_g55765_DN3_SP8_c0.t1	AT5G40850.1
OG0009115	ESY10_g13779_DN3_SP0_c0.t1	AT3G27030.1
OG0009116	ESY8_g60148_DN2_SP0_c0.t1	AT5G41050.1
OG0009117	ESY8_g60144_DN3_SP2_c0.t1	AT5G41080.1
OG0009118	ESY8_g60143_DN3_SP0_c0.t1	AT5G41100.1
OG0009119	ESY10_g15083_DN3_SP0_c0.t1	AT3G07930.3
OG0009120	ESY8_g59993_DN3_SP8_c0.t1	AT5G41970.1
OG0009122	ESY2_g36497_DN3_SP8_c0.t1	AT1G79940.1
OG0009123	ESY2_g36488_DN3_SP0_c0.t1	AT1G79910.1
OG0009124	ESY2_g36480_DN2_SP0_c0.t1	AT1G79850.1
OG0009125	ESY2_g36516_DN3_SP0_c0.t1, ESY5_g4971_DN1_SP0_c0.t1	AT1G80040.1
OG0009126	ESY2_g36524_DN3_SP0_c0.t1	AT1G80110.1
OG0009127	ESY2_g36528_DN3_SP0_c0.t1	AT1G80130.1
OG0009128	ESY2_g36533_DN3_SP0_c0.t1	AT1G80150.1
OG0009129	ESY2_g36538_DN3_SP7_c0.t1	AT1G80190.5
OG0009130	ESY2_g36545_DN3_SP6_c0.t1	AT1G80240.1
OG0009131	ESY2_g36563_DN3_SP8_c0.t1	AT1G80350.1
OG0009132	ESY2_g36593_DN3_SP4_c0.t1	AT1G80540.1
OG0009133	ESY2_g36600_DN3_SP0_c0.t1, ESY18_g63329_DN3_SP0_c0.t1	AT1G80580.1
OG0009134	ESY2_g36611_DN1_SP0_c0.t1	AT1G80630.1
OG0009135	ESY2_g36612_DN3_SP2_c0.t1	AT1G80640.1
OG0009136	ESY2_g36626_DN3_SP5_c0.t1	AT1G80770.6
OG0009137	ESY2_g36637_DN3_SP5_c0.t1	AT1G80850.1
OG0009138	ESY2_g36652_DN3_SP3_c0.t1	AT1G80940.1
OG0009139	ESY2_g36654_DN3_SP0_c0.t1	AT1G79720.1
OG0009140	ESY2_g36659_DN3_SP8_c0.t1, ESY5_g1081_DN3_SP0_c0.t1	AT1G79690.1
OG0009141	ESY2_g36690_DN2_SP0_c0.t1	AT1G79480.1
OG0009142	ESY2_g36781_DN3_SP0_c0.t1	AT1G79090.1
OG0009143	ESY2_g36810_DN3_SP4_c12.t1	AT1G78940.2
OG0009144	ESY2_g36152_DN3_SP7_c0.t1	AT1G78790.1
OG0009145	ESY2_g36139_DN3_SP0_c0.t1	AT1G78710.1
OG0009146	ESY2_g36120_DN3_SP5_c0.t1	AT1G78590.2
OG0009147	ESY2_g36100_DN3_SP5_c0.t1	AT1G78420.1
OG0009148	ESY2_g34831_DN3_SP0_c0.t1	AT1G78390.1
OG0009150	ESY2_g35042_DN3_SP0_c0.t1	AT1G78100.1
OG0009151	ESY2_g35049_DN3_SP0_c0.t1	AT1G78060.1
OG0009152	ESY2_g35072_DN3_SP0_c0.t1	AT1G77850.2
OG0009153	ESY1_g10713_DN3_SP0_c0.t1	AT3G43920.2
OG0009154	ESY2_g35086_DN2_SP8_c0.t1	AT1G77750.1
OG0009155	ESY2_g35094_DN3_SP8_c0.t1	AT1G77690.1
OG0009156	ESY2_g34623_DN3_SP0_c0.t1	AT1G77400.1
OG0009157	ESY2_g34598_DN3_SP0_c0.t1, ESY2_g34624_DN3_SP0_c0.t1	AT1G77390.1
OG0009158	ESY2_g34636_DN3_SP3_c11.t1	AT1G77280.1
OG0009160	ESY2_g34655_DN3_SP8_c0.t1	AT1G77120.1
OG0009161	ESY2_g34669_DN3_SP8_c0.t1	AT1G76990.1
OG0009162	ESY2_g34677_DN3_SP8_c0.t1	AT1G76950.1
OG0009163	ESY2_g34730_DN3_SP8_c0.t1	AT1G76490.1
OG0009164	ESY2_g34737_DN3_SP0_c0.t1	AT1G76440.1
OG0009165	ESY2_g34754_DN3_SP6_c0.t1	AT1G76310.3
OG0009166	ESY2_g34783_DN3_SP8_c0.t1	AT1G76140.1
OG0009167	ESY2_g36247_DN2_SP0_c0.t1	AT1G35435.1
OG0009168	ESY3_g30304_DN3_SP0_c0.t1	AT3G13940.1
OG0009169	ESY2_g34806_DN3_SP1_c0.t1	AT1G76010.1
OG0009170	ESY2_g34814_DN3_SP0_c21.t1, ESY2_g34813_DN3_SP0_c0.t1	AT1G75930.1
OG0009171	ESY2_g36079_DN3_SP7_c0.t1	AT1G75690.1
OG0009172	ESY11_g53062_DN2_SP0_c0.t1	AT2G11890.1
OG0009173	ESY2_g36025_DN3_SP0_c0.t1	AT1G75340.1
OG0009174	ESY2_g36003_DN3_SP0_c0.t1	AT1G75250.1
OG0009175	ESY2_g35997_DN3_SP8_c0.t1	AT1G75210.1
OG0009176	ESY11_g54071_DN3_SP0_c0.t1	AT2G17580.1
OG0009177	ESY11_g54073_DN3_SP2_c0.t1	AT2G17620.1
OG0009178	ESY11_g54098_DN3_SP0_c0.t1	AT2G17695.3
OG0009179	ESY11_g54155_DN3_SP8_c0.t1	AT2G17890.1
OG0009180	ESY1_g9812_DN3_SP0_c0.t1	AT3G49900.2
OG0009181	ESY6_g47891_DN3_SP8_c0.t1	AT5G54600.1
OG0009182	ESY6_g47890_DN3_SP8_c0.t1	AT5G54590.2
OG0009183	ESY6_g47886_DN3_SP6_c0.t1	AT5G54570.1
OG0009184	ESY2_g36437_DN3_SP2_c0.t1	AT1G54330.1
OG0009185	ESY2_g36391_DN1_SP0_c0.t1	AT1G55980.1
OG0009186	ESY2_g36380_DN3_SP0_c0.t1	AT1G55915.2
OG0009187	ESY2_g36372_DN3_SP5_c0.t1	AT1G55860.1, AT1G70320.1
OG0009188	ESY2_g36344_DN3_SP3_c0.t1	AT1G55690.1
OG0009189	ESY2_g36281_DN3_SP7_c0.t1	AT1G55325.2
OG0009190	ESY2_g36271_DN1_SP0_c0.t1	AT1G55260.1
OG0009191	ESY2_g36210_DN3_SP0_c0.t1	AT1G54050.1
OG0009192	ESY2_g36171_DN3_SP3_c0.t1	AT1G53800.2
OG0009193	ESY2_g36169_DN3_SP1_c0.t1	AT1G53760.1
OG0009194	ESY2_g36167_DN3_SP5_c0.t1	AT1G53730.2
OG0009195	ESY2_g36859_DN2_SP0_c0.t1	AT1G53620.1, AT1G53610.1
OG0009196	ESY2_g36877_DN3_SP1_c0.t1	AT1G53510.1
OG0009197	ESY2_g36879_DN3_SP5_c0.t1	AT1G53490.1
OG0009198	ESY2_g36881_DN3_SP0_c0.t1, ESY8_g60153_DN2_SP0_c0.t1	AT1G53460.1
OG0009199	ESY2_g34458_DN3_SP0_c0.t1	AT1G68470.1
OG0009200	ESY2_g36942_DN3_SP1_c0.t1	AT1G53190.1
OG0009201	ESY9_g44143_DN3_SP0_c0.t1	AT2G36000.1
OG0009202	ESY9_g44153_DN2_SP0_c0.t1	AT2G36050.1
OG0009203	ESY9_g44256_DN3_SP8_c0.t1	AT2G36200.2
OG0009204	ESY3_g31831_DN3_SP8_c0.t1	AT2G36230.1
OG0009206	ESY13_g56006_DN3_SP4_c0.t1	AT4G26220.1
OG0009207	ESY9_g44586_DN3_SP8_c3.t1, ESY7_g18697_DN2_SP0_c2.t1	AT2G36850.1
OG0009209	ESY1_g7438_DN3_SP0_c0.t1	AT3G44990.1
OG0009210	ESY1_g7265_DN3_SP7_c0.t1	AT3G44680.1
OG0009211	ESY2_g34539_DN3_SP0_c0.t1	AT3G28970.1
OG0009212	ESY15_g64876_DN3_SP0_c0.t1	AT4G06634.1
OG0009213	ESY15_g65545_DN3_SP8_c0.t1	AT5G50180.1
OG0009214	ESY6_g47188_DN3_SP0_c0.t1	AT5G53030.1
OG0009215	ESY17_g39886_DN3_SP0_c0.t1	AT5G35910.1
OG0009216	ESY17_g38950_DN3_SP0_c0.t1	AT5G35080.1
OG0009217	ESY6_g50505_DN3_SP8_c28.t1	AT5G35630.1
OG0009218	ESY17_g39802_DN3_SP0_c0.t1	AT4G12750.1
OG0009219	ESY17_g39774_DN2_SP6_c0.t1	AT4G12800.2
OG0009220	ESY1_g11440_DN3_SP5_c0.t1	AT4G13400.1
OG0009221	ESY15_g65512_DN3_SP0_c0.t1	AT4G14200.1
OG0009222	ESY15_g65517_DN3_SP8_c0.t1	AT4G14210.1
OG0009223	ESY4_g26611_DN3_SP0_c0.t1	AT4G38050.1
OG0009224	ESY22_g40824_DN3_SP2_c0.t1	AT4G14750.3
OG0009225	ESY22_g40862_DN3_SP3_c0.t1	AT4G14780.1
OG0009227	ESY22_g41124_DN2_SP6_c0.t1	AT4G15210.1
OG0009228	ESY2_g38854_DN3_SP8_c0.t1	AT4G15470.1
OG0009229	ESY2_g38803_DN3_SP8_c0.t1	AT4G15530.5
OG0009230	ESY2_g35877_DN3_SP0_c26.t1	AT1G73010.1
OG0009231	ESY2_g35881_DN2_SP8_c0.t1	AT1G73050.1
OG0009232	ESY2_g35886_DN3_SP0_c0.t1	AT1G73100.1
OG0009233	ESY2_g35895_DN3_SP0_c0.t1	AT1G73170.3
OG0009234	ESY13_g56986_DN3_SP0_c0.t1, ESY2_g35936_DN3_SP8_c0.t1	AT1G73480.1
OG0009235	ESY2_g34844_DN3_SP0_c0.t1	AT1G73540.1
OG0009236	ESY2_g34867_DN3_SP8_c0.t1	AT1G73680.2
OG0009237	ESY2_g34888_DN3_SP0_c0.t1	AT1G73840.1
OG0009238	ESY2_g34897_DN3_SP4_c0.t1	AT1G73920.1
OG0009239	ESY2_g34928_DN3_SP0_c0.t1	AT1G74100.1
OG0009240	ESY2_g34929_DN3_SP0_c0.t1, ESY2_g34930_DN3_SP2_c0.t1	AT1G74110.1
OG0009241	ESY2_g33575_DN3_SP0_c0.t1	AT5G49150.2
OG0009242	ESY2_g34952_DN3_SP8_c0.t1	AT1G74260.1
OG0009243	ESY2_g34961_DN2_SP0_c0.t1	AT1G74370.1
OG0009244	ESY2_g34442_DN3_SP0_c0.t1	AT1G68585.1
OG0009245	ESY2_g34407_DN2_SP7_c0.t1	AT1G68810.1
OG0009246	ESY2_g34391_DN3_SP8_c0.t1	AT1G68920.1
OG0009247	ESY2_g35358_DN3_SP8_c0.t1	AT1G69040.2
OG0009248	ESY2_g35380_DN3_SP1_c0.t1	AT1G69260.1
OG0009249	ESY4_g24021_DN3_SP8_c0.t1	AT4G28500.1
OG0009250	ESY4_g24131_DN3_SP5_c0.t1	AT4G28640.2
OG0009251	ESY4_g24133_DN2_SP1_c0.t1	AT4G28660.2
OG0009252	ESY4_g24180_DN3_SP0_c0.t1	AT4G28730.1
OG0009253	ESY4_g24199_DN3_SP8_c0.t1	AT4G28830.1
OG0009254	ESY4_g24215_DN3_SP0_c0.t1	AT4G29000.1
OG0009255	ESY6_g47230_DN3_SP8_c0.t1	AT5G53170.1
OG0009256	ESY2_g33393_DN3_SP8_c0.t1	AT1G63850.1
OG0009257	ESY4_g24091_DN3_SP1_c0.t1, ESY2_g33392_DN2_SP0_c0.t1	AT1G63855.4
OG0009258	ESY2_g33358_DN3_SP6_c0.t1	AT1G64000.1
OG0009259	ESY4_g25701_DN3_SP0_c0.t1	AT5G39970.1
OG0009260	ESY8_g60374_DN3_SP8_c0.t1	AT2G04700.1
OG0009261	ESY8_g60349_DN3_SP0_c0.t1	AT5G40250.1
OG0009262	ESY8_g60347_DN3_SP0_c0.t1	AT5G40260.1
OG0009263	ESY8_g60346_DN3_SP1_c0.t1	AT5G40290.1, AT5G40270.1
OG0009264	ESY24_g33237_DN3_SP8_c0.t1	AT5G50860.1
OG0009265	ESY2_g35118_DN3_SP0_c0.t1	AT3G29760.2
OG0009266	ESY21_g55722_DN3_SP8_c0.t1	AT3G27810.1
OG0009267	ESY21_g55763_DN3_SP0_c0.t1	AT3G27700.1
OG0009268	ESY21_g55807_DN3_SP0_c0.t1	AT3G27640.1
OG0009269	ESY12_g51416_DN3_SP2_c0.t1	AT2G47190.1
OG0009270	ESY21_g55835_DN3_SP0_c6.t1	AT3G27570.1
OG0009271	ESY10_g13711_DN3_SP3_c0.t1	AT3G27340.1
OG0009272	ESY10_g13799_DN3_SP8_c5.t1	AT3G27000.1
OG0009273	ESY10_g13808_DN3_SP7_c0.t1	AT3G26980.1
OG0009274	ESY10_g13809_DN3_SP0_c0.t1	AT3G26990.1
OG0009276	ESY10_g13814_DN3_SP5_c0.t1	AT3G26932.1
OG0009277	ESY10_g13816_DN3_SP1_c0.t1	AT3G26910.3
OG0009278	ESY10_g13819_DN3_SP4_c0.t1	AT3G26890.1
OG0009279	ESY10_g13865_DN3_SP2_c0.t1	AT3G26770.1
OG0009280	ESY10_g13838_DN3_SP8_c0.t1	AT3G26670.1
OG0009281	ESY10_g13929_DN3_SP0_c0.t1	AT3G26430.1
OG0009282	ESY10_g13930_DN3_SP6_c0.t1	AT3G26420.1
OG0009283	ESY10_g13931_DN3_SP8_c0.t1	AT3G26410.1
OG0009284	ESY10_g13995_DN3_SP0_c0.t1	AT3G25930.1
OG0009285	ESY10_g14001_DN3_SP4_c0.t1	AT3G25920.1
OG0009286	ESY10_g14020_DN3_SP0_c0.t1	AT3G25840.1
OG0009287	ESY2_g37953_DN2_SP0_c0.t1	AT5G50175.1
OG0009288	ESY10_g14036_DN3_SP6_c0.t1	AT3G25710.1
OG0009289	ESY11_g52618_DN3_SP1_c0.t1	AT5G50780.1
OG0009290	ESY2_g35414_DN3_SP7_c0.t1	AT1G69490.1
OG0009291	ESY2_g35397_DN3_SP5_c0.t1	AT1G69370.1
OG0009292	ESY11_g54546_DN3_SP0_c33.t1	AT5G42250.1
OG0009293	ESY10_g15247_DN3_SP8_c0.t1	AT5G45970.1
OG0009294	ESY7_g16855_DN3_SP0_c0.t1	AT5G45840.1
OG0009295	ESY15_g64508_DN3_SP8_c0.t1	AT5G48520.2
OG0009296	ESY7_g16834_DN3_SP0_c0.t1	AT5G45720.1
OG0009297	ESY7_g16832_DN3_SP0_c0.t1	AT5G45710.1
OG0009298	ESY7_g16779_DN3_SP0_c0.t1	AT5G45330.1
OG0009299	ESY2_g34359_DN3_SP0_c0.t1, ESY16_g62287_DN2_SP0_c0.t1	AT1G65032.1
OG0009300	ESY7_g16730_DN3_SP1_c0.t1	AT5G45110.1
OG0009301	ESY7_g16722_DN3_SP5_c0.t1	AT5G45040.1
OG0009302	ESY2_g37613_DN3_SP0_c0.t1	AT1G49740.1
OG0009303	ESY2_g37492_DN3_SP8_c0.t1	AT1G50200.2
OG0009304	ESY2_g37483_DN3_SP8_c0.t1	AT1G50300.1
OG0009305	ESY2_g37475_DN3_SP6_c0.t1	AT1G50380.2
OG0009306	ESY2_g37466_DN3_SP8_c0.t1	AT1G50430.1
OG0009308	ESY2_g37268_DN3_SP7_c18.t1	AT1G51410.1
OG0009309	ESY2_g37220_DN3_SP0_c0.t1	AT1G51700.1
OG0009310	ESY2_g37217_DN3_SP7_c0.t1	AT1G51730.1
OG0009311	ESY2_g37167_DN3_SP8_c0.t1	AT1G51940.1
OG0009312	ESY2_g37047_DN2_SP0_c0.t1	AT1G52565.1
OG0009313	ESY2_g37043_DN2_SP1_c0.t1	AT1G52580.1
OG0009315	ESY2_g36976_DN3_SP8_c0.t1	AT1G53000.2
OG0009316	ESY1_g6178_DN3_SP8_c0.t1	AT5G42970.1
OG0009317	ESY1_g6079_DN2_SP2_c0.t1	AT2G33585.1
OG0009318	ESY2_g33717_DN3_SP0_c20.t1	AT2G33710.2
OG0009319	ESY6_g49610_DN3_SP3_c0.t1, ESY1_g6164_DN3_SP5_c0.t1	AT2G33800.1
OG0009320	ESY1_g5895_DN3_SP0_c0.t1	AT2G33990.1
OG0009321	ESY1_g5862_DN3_SP7_c0.t1	AT2G34050.1
OG0009323	ESY1_g11838_DN2_SP0_c0.t1	AT2G34520.1
OG0009325	ESY1_g5703_DN3_SP5_c0.t1	AT2G34630.2
OG0009326	ESY4_g26373_DN3_SP7_c0.t1	AT2G34650.1
OG0009327	ESY1_g5644_DN3_SP0_c0.t1	AT2G34730.1
OG0009328	ESY1_g5642_DN3_SP0_c0.t1	AT2G34830.2
OG0009329	ESY1_g5641_DN2_SP2_c0.t1	AT2G34860.1
OG0009331	ESY9_g43872_DN3_SP6_c0.t1	AT2G35155.1
OG0009332	ESY9_g43877_DN3_SP4_c0.t1	AT2G35260.1
OG0009333	ESY9_g43903_DN3_SP0_c0.t1	AT2G35420.1
OG0009334	ESY9_g43987_DN3_SP8_c0.t1	AT2G35630.1
OG0009335	ESY9_g43992_DN3_SP6_c0.t1	AT2G35650.1
OG0009337	ESY9_g44047_DN3_SP3_c0.t1	AT2G35790.1
OG0009338	ESY9_g44054_DN3_SP7_c0.t1	AT2G35800.1
OG0009340	ESY17_g39782_DN3_SP6_c0.t1	AT2G39780.1
OG0009341	ESY9_g42887_DN3_SP0_c0.t1	AT4G19140.1
OG0009342	ESY9_g42779_DN3_SP8_c0.t1	AT4G18890.1
OG0009343	ESY9_g42820_DN3_SP5_c0.t1	AT4G18990.1
OG0009344	ESY9_g42824_DN3_SP7_c0.t1	AT4G19003.1
OG0009345	ESY9_g42549_DN3_SP3_c9.t1	AT4G18040.1
OG0009346	ESY9_g42530_DN3_SP0_c0.t1	AT4G17940.1
OG0009347	ESY9_g42501_DN3_SP0_c0.t1	AT4G17800.1
OG0009348	ESY9_g42500_DN3_SP6_c0.t1	AT4G17790.1
OG0009349	ESY9_g42478_DN3_SP6_c0.t1	AT4G17650.1
OG0009350	ESY9_g42426_DN3_SP8_c0.t1	AT4G17260.1
OG0009351	ESY9_g42424_DN3_SP0_c0.t1	AT4G17240.1
OG0009352	ESY9_g42422_DN3_SP4_c0.t1	AT4G17220.1
OG0009353	ESY9_g42761_DN1_SP0_c0.t1, ESY9_g42759_DN1_SP0_c0.t1	AT3G42960.1
OG0009354	ESY1_g10094_DN3_SP0_c0.t1	AT3G50950.1
OG0009355	ESY1_g10081_DN1_SP0_c0.t1	AT3G50900.1
OG0009356	ESY5_g4347_DN2_SP0_c16.t1	AT1G17250.1, AT1G17240.2
OG0009357	ESY1_g10053_DN3_SP7_c0.t1	AT2G24692.1, AT3G50780.1
OG0009358	ESY1_g10008_DN3_SP8_c0.t1	AT3G50660.1
OG0009359	ESY1_g9973_DN3_SP8_c0.t1	AT3G50560.1
OG0009360	ESY1_g9962_DN3_SP8_c0.t1	AT3G50530.2
OG0009361	ESY1_g9937_DN3_SP0_c0.t1	AT3G50440.1
OG0009362	ESY1_g9935_DN3_SP0_c0.t1	AT3G50420.1
OG0009364	ESY15_g65364_DN3_SP8_c0.t1	AT5G50230.1
OG0009365	ESY6_g46772_DN3_SP8_c0.t1	AT5G52380.1
OG0009366	ESY6_g46740_DN3_SP7_c0.t1	AT5G52240.1
OG0009367	ESY6_g46593_DN3_SP5_c0.t1	AT5G51840.1
OG0009368	ESY6_g46190_DN3_SP5_c0.t1	AT5G51400.1
OG0009369	ESY1_g6908_DN3_SP2_c0.t1	AT3G42880.1
OG0009370	ESY11_g53039_DN3_SP0_c0.t1	AT2G11910.1
OG0009371	ESY11_g53322_DN3_SP8_c0.t1	AT2G14170.1
OG0009372	ESY33_g12638_DN2_SP0_c0.t1	AT2G15560.1
OG0009373	ESY11_g53683_DN3_SP6_c0.t1	AT2G15695.1
OG0009374	ESY11_g53716_DN3_SP0_c0.t1	AT2G15760.1
OG0009375	ESY29_g13601_DN3_SP0_c0.t1	AT2G16250.1
OG0009376	ESY11_g53884_DN3_SP0_c11.t1	AT2G16750.1
OG0009377	ESY1_g12444_DN3_SP0_c0.t1	AT3G62330.1
OG0009378	ESY11_g53966_DN3_SP2_c0.t1	AT2G17220.1
OG0009379	ESY11_g53989_DN3_SP0_c0.t1	AT2G17250.1
OG0009380	ESY23_g420_DN3_SP0_c0.t1	AT4G24090.1
OG0009381	ESY23_g369_DN3_SP8_c0.t1	AT4G24050.1
OG0009382	ESY23_g296_DN3_SP2_c0.t1	AT4G23885.1
OG0009383	ESY23_g307_DN3_SP0_c0.t1	AT4G23910.1
OG0009384	ESY26_g42366_DN3_SP8_c0.t1	AT4G23010.3
OG0009385	ESY26_g42359_DN3_SP0_c0.t1	AT4G22980.1
OG0009386	ESY26_g42245_DN3_SP5_c0.t1	AT4G22750.1
OG0009387	ESY9_g43801_DN3_SP0_c0.t1	AT4G22620.1
OG0009388	ESY9_g43756_DN3_SP0_c0.t1	AT4G22320.1
OG0009389	ESY9_g43737_DN3_SP8_c0.t1	AT4G22130.1
OG0009390	ESY8_g58370_DN3_SP1_c0.t1	AT5G41880.1
OG0009391	ESY9_g43679_DN3_SP0_c0.t1	AT4G21920.1
OG0009392	ESY8_g60037_DN3_SP8_c0.t1	AT5G41760.1
OG0009393	ESY9_g43222_DN3_SP0_c0.t1, ESY9_g43227_DN3_SP0_c0.t1	AT4G20000.1
OG0009394	ESY9_g43260_DN3_SP0_c0.t1	AT4G20190.1
OG0009395	ESY9_g43270_DN3_SP3_c0.t1	AT4G20280.1
OG0009396	ESY9_g43299_DN3_SP1_c0.t1	AT4G20400.1
OG0009397	ESY9_g43300_DN3_SP7_c0.t1	AT4G20410.2
OG0009398	ESY9_g43316_DN3_SP0_c0.t1	AT4G20740.1
OG0009400	ESY5_g4387_DN3_SP8_c0.t1	AT1G16970.1
OG0009401	ESY9_g43406_DN3_SP0_c0.t1	AT4G21070.1
OG0009402	ESY9_g43442_DN3_SP8_c0.t1	AT4G21192.1
OG0009403	ESY9_g43472_DN3_SP0_c0.t1	AT4G21330.1
OG0009404	ESY10_g14220_DN3_SP7_c0.t1	AT2G03350.1
OG0009405	ESY9_g43638_DN3_SP6_c0.t1	AT4G21530.1
OG0009406	ESY11_g54973_DN3_SP5_c0.t1	AT2G20760.1
OG0009408	ESY16_g61453_DN3_SP1_c0.t1	AT4G16330.2
OG0009409	ESY16_g61477_DN3_SP8_c0.t1	AT4G16450.1
OG0009410	ESY16_g61487_DN2_SP0_c0.t1	AT4G16535.1
OG0009411	ESY16_g61493_DN3_SP0_c0.t1	AT4G16580.1
OG0009412	ESY16_g61505_DN3_SP8_c0.t1	AT4G16660.2
OG0009413	ESY16_g61515_DN3_SP8_c0.t1	AT4G16710.1
OG0009414	ESY16_g61616_DN3_SP8_c0.t1	AT4G17040.1
OG0009415	ESY16_g61625_DN3_SP0_c0.t1	AT4G17070.1
OG0009416	ESY3_g32664_DN3_SP8_c0.t1	AT3G01790.1
OG0009417	ESY3_g32650_DN3_SP7_c0.t1	AT3G01670.2
OG0009418	ESY3_g32648_DN3_SP8_c0.t1	AT3G01650.1
OG0009419	ESY3_g32612_DN3_SP8_c0.t1	AT3G01480.1
OG0009420	ESY3_g32630_DN3_SP8_c0.t1	AT3G01380.2
OG0009421	ESY6_g50323_DN3_SP8_c0.t1	AT5G66680.1
OG0009422	ESY6_g50267_DN3_SP7_c0.t1	AT5G66470.1
OG0009423	ESY6_g50266_DN3_SP1_c0.t1	AT5G66460.1
OG0009425	ESY6_g50256_DN3_SP0_c0.t1	AT5G66440.1
OG0009426	ESY6_g50223_DN3_SP8_c0.t1	AT5G66210.1
OG0009427	ESY6_g50228_DN3_SP0_c0.t1	AT5G66170.2
OG0009428	ESY1_g12565_DN3_SP5_c18.t1	AT3G63260.1
OG0009429	ESY1_g12563_DN3_SP7_c0.t1	AT3G63240.1
OG0009430	ESY1_g12549_DN2_SP0_c15.t1	AT3G63110.1
OG0009432	ESY1_g12522_DN3_SP0_c0.t1	AT3G62920.1
OG0009433	ESY1_g12459_DN3_SP0_c0.t1	AT3G62410.1
OG0009434	ESY1_g12456_DN3_SP0_c0.t1	AT3G62390.1
OG0009435	ESY1_g12437_DN2_SP2_c7.t1	AT3G62280.1
OG0009436	ESY1_g12397_DN3_SP3_c0.t1	AT3G61960.1
OG0009437	ESY1_g12393_DN2_SP0_c0.t1, ESY1_g12392_DN3_SP0_c0.t1	AT3G61930.1
OG0009438	ESY3_g31760_DN3_SP0_c0.t1	AT3G05440.1
OG0009439	ESY1_g12371_DN1_SP0_c0.t1	AT3G61850.4
OG0009440	ESY1_g12366_DN3_SP1_c0.t1	AT3G61830.1
