Orthogroup	Euclidium_syriacum	Eutrema_salsugineum
OG0006116	ESY7_g17630_DN3_SP8_c0.t1	XP_006399943.1
OG0006117	ESY2_g33524_DN3_SP8_c0.t1	XP_006405071.1
OG0006118	ESY7_g17696_DN3_SP0_c4.t1	XP_006399882.1
OG0006119	ESY7_g17710_DN3_SP4_c0.t1	XP_006399871.1
OG0006120	ESY7_g17737_DN3_SP8_c0.t1	XP_006399848.1
OG0006121	ESY7_g17745_DN3_SP7_c0.t1	XP_006399839.1
OG0006122	ESY7_g17746_DN3_SP0_c0.t1	XP_024012238.1
OG0006123	ESY7_g18427_DN3_SP7_c0.t1	XP_006399819.2
OG0006124	ESY7_g18422_DN3_SP1_c0.t1	XP_006399816.2
OG0006126	ESY7_g18381_DN3_SP0_c0.t1	XP_006399779.1
OG0006127	ESY7_g18368_DN3_SP5_c0.t1	XP_006399765.1
OG0006128	ESY7_g18352_DN3_SP0_c0.t1	XP_006399761.1
OG0006129	ESY7_g18348_DN3_SP0_c0.t1	XP_006399758.1
OG0006130	ESY7_g18249_DN3_SP8_c0.t1	XP_006399692.1
OG0006131	ESY7_g18195_DN3_SP8_c0.t1	XP_006399656.1
OG0006132	ESY7_g18154_DN3_SP1_c0.t1	XP_006399624.1
OG0006133	ESY7_g17960_DN3_SP8_c0.t1	XP_006399496.1
OG0006134	ESY7_g17877_DN3_SP2_c0.t1	XP_006399439.1
OG0006135	ESY7_g17786_DN3_SP8_c0.t1	XP_006399374.1
OG0006136	ESY7_g17779_DN3_SP0_c0.t1	XP_006399368.1
OG0006137	ESY7_g18710_DN3_SP6_c0.t1	XP_006399353.1
OG0006138	ESY7_g18679_DN3_SP7_c0.t1	XP_006399328.1
OG0006139	ESY1_g11204_DN3_SP0_c0.t1	XP_024007091.1, XP_006399318.1
OG0006140	ESY7_g18647_DN2_SP0_c22.t1	XP_024012707.1
OG0006141	ESY7_g18611_DN3_SP0_c0.t1	XP_006399272.1
OG0006142	ESY7_g18575_DN3_SP2_c0.t1	XP_006399248.1
OG0006143	ESY8_g58336_DN3_SP3_c0.t1	XP_006396525.1
OG0006144	ESY8_g58326_DN3_SP6_c0.t1	XP_006396530.1
OG0006145	ESY8_g58318_DN3_SP8_c0.t1	XP_006396536.1
OG0006146	ESY8_g58299_DN3_SP0_c0.t1	XP_006396552.1
OG0006147	ESY8_g58296_DN3_SP0_c0.t1	XP_006396554.1
OG0006148	ESY8_g58295_DN3_SP1_c0.t1	XP_006396555.1
OG0006149	ESY8_g58292_DN3_SP0_c0.t1, ESY4_g23883_DN1_SP0_c0.t1	XP_006396558.1
OG0006150	ESY13_g56824_DN3_SP2_c0.t1	XP_006413338.1
OG0006151	ESY13_g56872_DN3_SP8_c0.t1	XP_006413358.1
OG0006153	ESY8_g59092_DN3_SP0_c0.t1	XP_006408666.1
OG0006154	ESY8_g59054_DN3_SP0_c0.t1	XP_006408704.1
OG0006155	ESY8_g59041_DN3_SP8_c0.t1	XP_024003730.1
OG0006156	ESY8_g59006_DN3_SP1_c0.t1	XP_006409785.1
OG0006157	ESY8_g58979_DN2_SP0_c0.t1	XP_006409827.1
OG0006158	ESY8_g58963_DN3_SP0_c0.t1	XP_024003935.1, XP_024003950.1
OG0006159	ESY8_g58952_DN3_SP6_c0.t1	XP_024003976.1, XP_006419016.1
OG0006160	ESY8_g58933_DN3_SP8_c0.t1	XP_006409864.1
OG0006161	ESY8_g58927_DN3_SP0_c0.t1	XP_006409869.2
OG0006162	ESY8_g58881_DN1_SP0_c0.t1	XP_006409904.1
OG0006165	ESY8_g58772_DN3_SP8_c0.t1	XP_006410010.1
OG0006166	ESY8_g58771_DN3_SP0_c0.t1	XP_006410011.1
OG0006167	ESY8_g58752_DN3_SP0_c0.t1	XP_024004075.1, XP_024016744.1
OG0006169	ESY8_g58674_DN3_SP0_c0.t1	XP_006410141.1
OG0006170	ESY8_g58663_DN3_SP7_c0.t1	XP_006410122.1
OG0006171	ESY8_g58662_DN3_SP0_c0.t1	XP_006410121.1
OG0006172	ESY8_g58658_DN3_SP0_c0.t1	XP_006410116.1, XP_006410103.2
OG0006173	ESY8_g58580_DN3_SP7_c0.t1	XP_024003996.1
OG0006174	ESY8_g58556_DN3_SP8_c0.t1	XP_024004280.1
OG0006175	ESY8_g58494_DN3_SP4_c0.t1	XP_006410191.1
OG0006176	ESY8_g58501_DN3_SP8_c0.t1	XP_006410200.1, XP_024004001.1
OG0006177	ESY8_g58440_DN3_SP8_c0.t1	XP_006410291.1
OG0006178	ESY8_g58438_DN3_SP0_c0.t1	XP_006410293.1
OG0006179	ESY8_g58412_DN3_SP0_c0.t1, ESY8_g58411_DN3_SP0_c0.t1	XP_006410308.1
OG0006180	ESY8_g58408_DN3_SP6_c0.t1	XP_006410309.1
OG0006181	ESY9_g42715_DN3_SP0_c13.t1	XP_024004204.1
OG0006182	ESY20_g12685_DN3_SP8_c0.t1	XP_006410385.1
OG0006183	ESY20_g12674_DN3_SP1_c0.t1	XP_006410372.1
OG0006184	ESY20_g13329_DN3_SP0_c0.t1	XP_006410352.1
OG0006185	ESY20_g12749_DN3_SP1_c0.t1	XP_006410434.1, XP_024013344.1
OG0006186	ESY20_g12855_DN3_SP8_c0.t1	XP_006403263.1
OG0006187	ESY3_g28386_DN3_SP8_c0.t1	XP_006406021.1
OG0006188	ESY8_g58109_DN3_SP0_c0.t1	XP_006403171.2
OG0006189	ESY8_g58129_DN3_SP8_c0.t1	XP_006403162.1
OG0006190	ESY8_g58147_DN3_SP0_c0.t1	XP_006403154.1
OG0006191	ESY8_g58160_DN3_SP8_c0.t1	XP_006403146.1
OG0006193	ESY4_g22516_DN3_SP8_c0.t1	XP_006393572.1
OG0006194	ESY4_g22252_DN3_SP5_c0.t1	XP_006393631.1
OG0006195	ESY4_g22106_DN3_SP4_c0.t1	XP_006415733.1
OG0006196	ESY4_g22174_DN3_SP8_c0.t1	XP_006415719.1
OG0006197	ESY4_g22701_DN2_SP0_c0.t1	XP_006415674.2
OG0006198	ESY4_g22921_DN3_SP7_c0.t1	XP_006415647.1
OG0006199	ESY4_g22926_DN3_SP8_c0.t1	XP_006415643.1
OG0006200	ESY4_g22930_DN3_SP0_c0.t1	XP_006415627.1
OG0006201	ESY4_g23076_DN3_SP0_c0.t1	XP_006415604.1
OG0006202	ESY4_g23156_DN2_SP0_c0.t1, ESY4_g23195_DN2_SP0_c0.t1	XP_006415590.1
OG0006203	ESY4_g23200_DN3_SP8_c0.t1	XP_006415584.1
OG0006204	ESY4_g23307_DN3_SP0_c0.t1	XP_006415549.1
OG0006205	ESY4_g23339_DN3_SP0_c0.t1	XP_006415529.1
OG0006206	ESY4_g23488_DN3_SP0_c0.t1, ESY12_g51971_DN3_SP2_c0.t1	XP_006415518.1
OG0006207	ESY4_g23512_DN3_SP6_c0.t1	XP_006415516.1
OG0006208	ESY2_g33522_DN1_SP0_c0.t1, ESY2_g33523_DN3_SP0_c0.t1	XP_006415503.1
OG0006209	ESY4_g23588_DN3_SP1_c0.t1	XP_006415487.1
OG0006210	ESY4_g23639_DN3_SP8_c0.t1	XP_006415479.1
OG0006211	ESY4_g23656_DN3_SP8_c20.t1	XP_006415473.1
OG0006212	ESY4_g23661_DN3_SP0_c0.t1	XP_024007966.1
OG0006213	ESY16_g61955_DN3_SP0_c0.t1	XP_024008957.1
OG0006214	ESY16_g61829_DN3_SP0_c0.t1	XP_006415294.1
OG0006215	ESY16_g62109_DN3_SP1_c0.t1, ESY16_g61770_DN3_SP8_c0.t1	XP_006415255.1
OG0006216	ESY6_g50704_DN3_SP8_c0.t1	XP_006394169.1
OG0006217	ESY16_g61746_DN3_SP0_c0.t1	XP_006415236.1
OG0006218	ESY10_g14356_DN3_SP0_c0.t1	XP_006395763.1
OG0006219	ESY10_g14335_DN3_SP8_c0.t1	XP_006395753.1
OG0006220	ESY10_g14207_DN1_SP0_c0.t1	XP_024007666.1
OG0006221	ESY10_g14195_DN3_SP8_c0.t1	XP_006395697.1, XP_024016487.1, XP_024016486.1
OG0006222	ESY3_g29697_DN3_SP0_c0.t1	XP_006406632.1
OG0006223	ESY2_g34554_DN3_SP0_c0.t1	XP_024007084.1
OG0006224	ESY6_g50341_DN3_SP0_c0.t1	XP_006393884.1
OG0006225	ESY6_g50409_DN3_SP7_c0.t1	XP_006393945.1
OG0006226	ESY6_g50429_DN3_SP6_c0.t1	XP_006393969.1
OG0006227	ESY6_g50421_DN3_SP0_c0.t1	XP_006393977.1
OG0006228	ESY6_g50477_DN2_SP0_c0.t1	XP_006394012.1
OG0006229	ESY6_g50484_DN3_SP4_c0.t1	XP_006394019.2
OG0006230	ESY6_g50492_DN3_SP0_c0.t1	XP_006394022.1
OG0006231	ESY6_g50513_DN3_SP3_c0.t1	XP_006394048.1
OG0006232	ESY6_g50539_DN3_SP0_c0.t1	XP_024007140.1
OG0006233	ESY6_g50545_DN3_SP1_c0.t1	XP_006394076.1
OG0006234	ESY6_g50567_DN3_SP8_c0.t1	XP_006394087.1
OG0006235	ESY6_g50594_DN3_SP0_c0.t1, ESY6_g50592_DN2_SP0_c0.t1	XP_006394099.1
OG0006236	ESY6_g50614_DN3_SP6_c0.t1	XP_006394110.1
OG0006237	ESY6_g50631_DN3_SP0_c0.t1	XP_006394124.1
OG0006238	ESY6_g50707_DN3_SP0_c0.t1	XP_024006986.1
OG0006239	ESY6_g50728_DN3_SP0_c0.t1	XP_006394204.1
OG0006240	ESY6_g49596_DN3_SP8_c0.t1	XP_024006756.1
OG0006241	ESY6_g49611_DN3_SP8_c0.t1	XP_006394235.1
OG0006242	ESY6_g49664_DN3_SP0_c0.t1	XP_024007582.1
OG0006243	ESY6_g49747_DN3_SP8_c0.t1	XP_024007071.1
OG0006244	ESY6_g49781_DN3_SP1_c0.t1	XP_006394327.1
OG0006245	ESY6_g49789_DN3_SP8_c0.t1	XP_006394331.1
OG0006246	ESY7_g17355_DN3_SP0_c0.t1	XP_006410654.1
OG0006247	ESY6_g49818_DN3_SP0_c0.t1	XP_006394350.1
OG0006248	ESY6_g49821_DN3_SP8_c17.t1, ESY6_g49304_DN2_SP0_c0.t1	XP_006394351.1
OG0006249	ESY7_g18879_DN3_SP0_c0.t1	XP_024006977.1
OG0006250	ESY6_g49335_DN3_SP8_c0.t1	XP_006394374.1
OG0006251	ESY6_g49336_DN3_SP0_c0.t1	XP_006394375.1
OG0006252	ESY6_g49367_DN3_SP0_c0.t1	XP_006394404.1
OG0006253	ESY6_g49371_DN3_SP0_c0.t1, ESY6_g49000_DN3_SP0_c0.t1	XP_006394408.1
OG0006254	ESY6_g49381_DN3_SP0_c0.t1	XP_006394415.1
OG0006255	ESY6_g49383_DN2_SP0_c0.t1	XP_024007587.1
OG0006256	ESY6_g49388_DN3_SP0_c13.t1, ESY6_g49188_DN1_SP0_c0.t1	XP_006394423.1
OG0006257	ESY6_g49474_DN3_SP0_c0.t1	XP_006394486.1
OG0006258	ESY6_g49529_DN3_SP1_c0.t1	XP_006394520.1
OG0006259	ESY6_g49536_DN3_SP0_c0.t1	XP_006394527.2
OG0006260	ESY6_g49543_DN3_SP0_c0.t1, ESY6_g49544_DN3_SP0_c0.t1	XP_006394533.1
OG0006261	ESY6_g49569_DN3_SP6_c0.t1	XP_024006815.1
OG0006262	ESY6_g49575_DN2_SP0_c0.t1	XP_006394548.1
OG0006263	ESY6_g49578_DN3_SP0_c0.t1	XP_006394552.1
OG0006264	ESY6_g50206_DN3_SP0_c3.t1	XP_006394575.1
OG0006265	ESY6_g50185_DN3_SP7_c0.t1	XP_006394597.1
OG0006266	ESY6_g50184_DN3_SP8_c0.t1	XP_006394598.1
OG0006267	ESY6_g50162_DN3_SP0_c0.t1	XP_006394616.1
OG0006268	ESY6_g50151_DN3_SP5_c0.t1	XP_006394626.1
OG0006269	ESY6_g50105_DN3_SP0_c0.t1	XP_006394669.1
OG0006270	ESY6_g50104_DN3_SP3_c0.t1	XP_006394670.1
OG0006271	ESY6_g50025_DN3_SP1_c0.t1	XP_006394731.1
OG0006272	ESY6_g50024_DN3_SP4_c0.t1	XP_006394732.1
OG0006275	ESY6_g49929_DN3_SP0_c0.t1	XP_006394828.1
OG0006276	ESY6_g49928_DN3_SP0_c0.t1	XP_006394830.1
OG0006277	ESY6_g49924_DN3_SP0_c0.t1	XP_006394835.1
OG0006278	ESY6_g49898_DN3_SP1_c0.t1	XP_006394862.1
OG0006279	ESY6_g49881_DN3_SP1_c0.t1	XP_006400506.1
OG0006280	ESY6_g49873_DN3_SP8_c0.t1	XP_006400498.1
OG0006281	ESY6_g49305_DN3_SP0_c0.t1	XP_006400532.1
OG0006282	ESY6_g49283_DN3_SP0_c0.t1	XP_024011664.1
OG0006283	ESY6_g49263_DN3_SP0_c0.t1	XP_006400569.1
OG0006284	ESY6_g49237_DN3_SP0_c0.t1	XP_024012196.1
OG0006285	ESY10_g15900_DN3_SP0_c0.t1	XP_006395062.1
OG0006286	ESY6_g49219_DN3_SP0_c0.t1	XP_006400599.1
OG0006287	ESY6_g49185_DN3_SP0_c9.t1	XP_006400623.1
OG0006288	ESY6_g49132_DN2_SP0_c0.t1	XP_006400681.1
OG0006289	ESY6_g49106_DN3_SP0_c0.t1	XP_006400701.1
OG0006290	ESY6_g49066_DN3_SP8_c0.t1	XP_006400713.1
OG0006291	ESY8_g58545_DN3_SP0_c0.t1, ESY6_g49063_DN3_SP0_c0.t1	XP_024016051.1
OG0006292	ESY6_g49048_DN3_SP1_c0.t1	XP_024011739.1, XP_006400728.2
OG0006293	ESY6_g48946_DN3_SP7_c0.t1	XP_006400824.1
OG0006294	ESY6_g48939_DN3_SP1_c0.t1	XP_024012335.1
OG0006295	ESY6_g48893_DN3_SP0_c0.t1	XP_006400871.1
OG0006296	ESY11_g54811_DN3_SP6_c0.t1	XP_024016043.1
OG0006297	ESY6_g48827_DN3_SP0_c0.t1	XP_006400914.1
OG0006298	ESY6_g48659_DN3_SP0_c0.t1, ESY3_g28828_DN3_SP0_c0.t1	XP_006401024.1
OG0006299	ESY6_g48649_DN3_SP0_c0.t1	XP_006414488.1, XP_006401032.1
OG0006300	ESY6_g48578_DN3_SP2_c0.t1	XP_006401095.2
OG0006301	ESY9_g43799_DN1_SP0_c0.t1	XP_006413640.1
OG0006302	ESY5_g4701_DN3_SP8_c0.t1	XP_006417944.1
OG0006303	ESY6_g48562_DN3_SP7_c0.t1	XP_006401114.1
OG0006304	ESY6_g48547_DN2_SP0_c0.t1	XP_006401134.1, XP_006392955.2
OG0006305	ESY9_g42429_DN3_SP8_c0.t1	XP_006414245.1
OG0006306	ESY5_g3633_DN3_SP0_c0.t1, ESY6_g48494_DN3_SP0_c0.t1	XP_006401176.1
OG0006307	ESY6_g48474_DN3_SP8_c0.t1	XP_006401186.1
OG0006308	ESY6_g48472_DN3_SP8_c0.t1	XP_006401188.1
OG0006309	ESY2_g35741_DN3_SP8_c0.t1	XP_024009029.1
OG0006310	ESY6_g48418_DN3_SP7_c0.t1	XP_006401222.1
OG0006311	ESY6_g48365_DN3_SP8_c9.t1	XP_024011461.1
OG0006312	ESY6_g48373_DN3_SP0_c0.t1	XP_006401247.1
OG0006313	ESY1_g9717_DN3_SP8_c0.t1	XP_006404118.1
OG0006314	ESY6_g48356_DN3_SP4_c0.t1	XP_006401264.1
OG0006315	ESY6_g48315_DN3_SP0_c6.t1, ESY6_g48314_DN1_SP0_c0.t1	XP_024014665.1
OG0006316	ESY6_g48262_DN3_SP0_c0.t1	XP_024012117.1
OG0006317	ESY6_g48261_DN3_SP0_c0.t1	XP_006401313.1
OG0006318	ESY6_g48182_DN3_SP7_c0.t1	XP_006401355.1
OG0006319	ESY6_g48159_DN3_SP7_c0.t1	XP_006401379.1
OG0006320	ESY6_g47988_DN3_SP1_c0.t1	XP_006401489.1
OG0006321	ESY17_g39856_DN3_SP5_c0.t1	XP_006403051.1
OG0006322	ESY6_g47909_DN2_SP0_c0.t1	XP_006401548.1
OG0006323	ESY1_g9669_DN3_SP0_c0.t1	XP_006404132.1
OG0006324	ESY1_g9609_DN3_SP3_c24.t1	XP_006404164.1
OG0006325	ESY1_g9567_DN3_SP0_c0.t1, ESY2_g33453_DN3_SP0_c0.t1	XP_006404167.1
OG0006326	ESY1_g9323_DN3_SP3_c0.t1	XP_006404206.2
OG0006327	ESY1_g9302_DN3_SP8_c0.t1	XP_024006942.1, XP_006404220.1
OG0006328	ESY6_g47600_DN3_SP8_c0.t1	XP_006401623.1
OG0006329	ESY6_g47557_DN3_SP0_c0.t1	XP_006401611.1
OG0006330	ESY20_g13224_DN2_SP0_c0.t1	XP_006396444.1
OG0006331	ESY20_g13309_DN3_SP0_c0.t1	XP_024010069.1
OG0006332	ESY7_g18515_DN3_SP0_c22.t1	XP_006399210.1
OG0006333	ESY7_g18518_DN3_SP1_c24.t1	XP_006399213.1
OG0006334	ESY2_g34163_DN3_SP1_c0.t1	XP_006392393.1
OG0006335	ESY7_g18478_DN3_SP0_c0.t1	XP_006399178.1
OG0006336	ESY7_g18443_DN3_SP0_c0.t1	XP_006399153.1
OG0006337	ESY7_g18737_DN2_SP0_c0.t1	XP_006399129.1
OG0006338	ESY7_g18743_DN3_SP8_c3.t1	XP_006399125.1
OG0006339	ESY7_g18756_DN3_SP2_c0.t1	XP_006399116.1
OG0006340	ESY7_g18765_DN3_SP8_c0.t1, ESY3_g31290_DN3_SP0_c0.t1	XP_006399107.1
OG0006341	ESY7_g18769_DN3_SP0_c0.t1	XP_006399103.1
OG0006342	ESY11_g52690_DN2_SP0_c0.t1, ESY7_g18782_DN2_SP0_c0.t1	XP_006399093.1
OG0006343	ESY1_g8127_DN3_SP8_c0.t1	XP_006418886.1, XP_006391811.1
OG0006344	ESY7_g18916_DN3_SP0_c0.t1	XP_006399005.1
OG0006345	ESY7_g18928_DN2_SP1_c0.t1	XP_006398999.1
OG0006346	ESY7_g18955_DN3_SP0_c0.t1	XP_006398980.1
OG0006347	ESY7_g18976_DN3_SP8_c0.t1	XP_006398966.1
OG0006348	ESY7_g19004_DN3_SP8_c0.t1	XP_006398949.1
OG0006349	ESY7_g19010_DN3_SP0_c0.t1	XP_006398942.1
OG0006350	ESY7_g19011_DN3_SP7_c0.t1	XP_006398941.1
OG0006351	ESY7_g19075_DN3_SP0_c0.t1	XP_006398912.1
OG0006352	ESY7_g19081_DN3_SP0_c0.t1	XP_024012260.1
OG0006353	ESY7_g19084_DN3_SP0_c0.t1	XP_006398907.1
OG0006354	ESY7_g19092_DN3_SP0_c0.t1	XP_006398899.1
OG0006355	ESY7_g19186_DN3_SP4_c0.t1	XP_024012656.1
OG0006356	ESY7_g19209_DN3_SP6_c0.t1	XP_006398848.1
OG0006357	ESY7_g19327_DN2_SP2_c0.t1	XP_006398784.1, XP_024013271.1, XP_006396786.2
OG0006358	ESY7_g19371_DN2_SP0_c0.t1, ESY7_g19372_DN3_SP0_c0.t1	XP_024012348.1
OG0006359	ESY7_g19378_DN3_SP8_c0.t1	XP_006398762.1
OG0006360	ESY28_g55053_DN3_SP0_c0.t1	XP_024007469.1
OG0006360	ESY7_g19405_DN3_SP0_c0.t1	XP_024012321.1
OG0006361	ESY7_g19408_DN3_SP0_c0.t1	XP_006398753.1
OG0006362	ESY7_g19443_DN3_SP2_c0.t1	XP_006398729.1
OG0006363	ESY7_g19497_DN3_SP0_c0.t1	XP_006398697.1
OG0006364	ESY7_g19486_DN3_SP7_c0.t1	XP_006398705.2
OG0006365	ESY7_g19485_DN3_SP5_c0.t1	XP_006398706.1
OG0006366	ESY7_g19513_DN3_SP8_c0.t1	XP_024011417.1, XP_006409157.1
OG0006367	ESY7_g19537_DN3_SP0_c0.t1	XP_006398669.1
OG0006368	ESY7_g19566_DN3_SP8_c0.t1	XP_006419069.1
OG0006369	ESY8_g58738_DN3_SP0_c0.t1, ESY7_g19584_DN3_SP0_c0.t1	XP_006395209.1
OG0006370	ESY7_g19598_DN3_SP0_c0.t1	XP_006398620.1
OG0006371	ESY3_g29687_DN2_SP0_c0.t1	XP_006406618.2
OG0006372	ESY8_g59996_DN3_SP4_c0.t1	XP_006405293.1
OG0006373	ESY2_g36547_DN3_SP0_c10.t1	XP_006389775.1
OG0006374	ESY2_g36557_DN3_SP0_c0.t1	XP_006389779.1
OG0006375	ESY2_g36568_DN3_SP8_c5.t1	XP_006389790.1
OG0006376	ESY2_g36597_DN3_SP6_c0.t1	XP_024007069.1
OG0006377	ESY2_g36619_DN3_SP1_c0.t1	XP_006389826.1
OG0006378	ESY2_g36669_DN3_SP8_c0.t1	XP_006389868.1
OG0006379	ESY2_g36701_DN2_SP5_c0.t1	XP_024006940.1
OG0006380	ESY2_g36702_DN3_SP3_c0.t1	XP_024006933.1
OG0006381	ESY2_g36106_DN3_SP0_c0.t1, ESY2_g36105_DN3_SP0_c0.t1	XP_024005851.1
OG0006382	ESY2_g36098_DN2_SP0_c0.t1	XP_006389986.1
OG0006383	ESY2_g35036_DN3_SP8_c0.t1	XP_006390016.2
OG0006384	ESY2_g35083_DN3_SP0_c0.t1	XP_024012726.1
OG0006385	ESY2_g34629_DN3_SP3_c0.t1	XP_006390099.1
OG0006386	ESY9_g42520_DN3_SP0_c0.t1	XP_024005822.1
OG0006388	ESY2_g34686_DN3_SP1_c0.t1	XP_006390147.1
OG0006389	ESY2_g34742_DN3_SP0_c0.t1	XP_006390199.1
OG0006390	ESY2_g36084_DN3_SP0_c0.t1	XP_006390277.1
OG0006391	ESY2_g36081_DN3_SP8_c0.t1	XP_006390280.1
OG0006393	ESY10_g14555_DN2_SP0_c0.t1, ESY2_g36027_DN3_SP0_c0.t1	XP_006390317.2
OG0006394	ESY2_g36001_DN3_SP0_c1.t1	XP_006390329.1
OG0006395	ESY8_g59955_DN3_SP0_c0.t1	XP_006390341.1
OG0006396	ESY11_g54008_DN3_SP8_c0.t1	XP_006409324.1
OG0006397	ESY11_g54102_DN3_SP3_c0.t1	XP_024016496.1
OG0006398	ESY1_g9782_DN3_SP0_c0.t1	XP_006404102.1
OG0006399	ESY1_g9772_DN3_SP0_c0.t1	XP_006404103.1
OG0006400	ESY6_g47887_DN3_SP3_c0.t1	XP_006401559.1
OG0006401	ESY1_g8600_DN3_SP0_c0.t1	XP_006404355.1
OG0006402	ESY5_g4099_DN3_SP0_c0.t1, ESY3_g31523_DN3_SP8_c0.t1	XP_006407940.1
OG0006403	ESY2_g36378_DN3_SP0_c0.t1, ESY8_g60355_DN1_SP0_c0.t1	XP_006392588.1
OG0006404	ESY2_g36355_DN3_SP0_c0.t1, ESY2_g36356_DN3_SP0_c0.t1	XP_024006305.1
OG0006405	ESY2_g36354_DN3_SP0_c0.t1	XP_006392605.1
OG0006406	ESY2_g36306_DN3_SP0_c0.t1	XP_006392624.1
OG0006407	ESY10_g14127_DN3_SP4_c0.t1	XP_006395672.2
OG0006408	ESY2_g36283_DN3_SP8_c0.t1	XP_006392646.1
OG0006409	ESY2_g36246_DN3_SP8_c0.t1	XP_006392691.1
OG0006410	ESY2_g36224_DN3_SP0_c0.t1	XP_006392710.1
OG0006411	ESY2_g36219_DN1_SP0_c0.t1	XP_024006297.1
OG0006412	ESY2_g36207_DN3_SP0_c0.t1	XP_006392726.1
OG0006413	ESY2_g36849_DN3_SP7_c0.t1	XP_024006018.1
OG0006414	ESY2_g36870_DN3_SP8_c0.t1	XP_006392779.1
OG0006416	ESY2_g36967_DN2_SP0_c34.t1, ESY2_g36966_DN1_SP0_c67.t1, ESY2_g36968_DN3_SP8_c18.t1	XP_006392837.1
OG0006417	ESY9_g44084_DN3_SP8_c0.t1	XP_006410765.1
OG0006418	ESY9_g44148_DN3_SP0_c0.t1	XP_006410776.1
OG0006420	ESY9_g42680_DN3_SP0_c0.t1	XP_024005618.1
OG0006421	ESY1_g7064_DN3_SP8_c0.t1	XP_006404470.1
OG0006422	ESY1_g6999_DN3_SP0_c0.t1, ESY1_g6998_DN3_SP0_c0.t1	XP_006404464.1
OG0006423	ESY2_g35122_DN3_SP0_c0.t1, ESY2_g35119_DN3_SP8_c0.t1	XP_006395265.1
OG0006424	ESY17_g39194_DN3_SP7_c0.t1	XP_024013082.1
OG0006425	ESY6_g47191_DN3_SP1_c15.t1	XP_024012346.1
OG0006426	ESY6_g47214_DN3_SP0_c0.t1	XP_006401744.1
OG0006427	ESY15_g65199_DN3_SP8_c0.t1	XP_006402207.1
OG0006428	ESY24_g33080_DN3_SP2_c0.t1	XP_006402132.1
OG0006429	ESY17_g39951_DN3_SP8_c0.t1	XP_006414943.1
OG0006430	ESY5_g3715_DN3_SP0_c0.t1	XP_006414927.1
OG0006431	ESY15_g65599_DN3_SP8_c0.t1	XP_006414900.1
OG0006432	ESY15_g65960_DN3_SP8_c0.t1	XP_006414862.1
OG0006433	ESY8_g61148_DN3_SP0_c0.t1	XP_006414801.1
OG0006434	ESY22_g40408_DN3_SP0_c0.t1, ESY22_g40430_DN3_SP0_c0.t1	XP_024004544.1, XP_024004545.1
OG0006435	ESY2_g34978_DN3_SP0_c0.t1	XP_006390416.1
OG0006436	ESY2_g38863_DN3_SP3_c0.t1	XP_024005247.1
OG0006437	ESY2_g38853_DN3_SP0_c0.t1	XP_006414505.1
OG0006438	ESY2_g38738_DN3_SP0_c0.t1	XP_006414477.1
OG0006439	ESY2_g38609_DN3_SP0_c0.t1	XP_006414449.1
OG0006440	ESY8_g58698_DN3_SP0_c0.t1	XP_006414418.1
OG0006441	ESY2_g35854_DN3_SP0_c0.t1	XP_006390619.1
OG0006442	ESY2_g35900_DN3_SP0_c0.t1	XP_006390580.1
OG0006443	ESY2_g34843_DN3_SP0_c0.t1	XP_006390546.1
OG0006446	ESY2_g34878_DN3_SP0_c0.t1	XP_006390512.1
OG0006447	ESY2_g34895_DN3_SP0_c0.t1	XP_006390495.1
OG0006448	ESY2_g34900_DN3_SP0_c0.t1	XP_006390490.1
OG0006450	ESY2_g34973_DN3_SP8_c0.t1	XP_006390419.1
OG0006451	ESY2_g35017_DN3_SP8_c0.t1	XP_006390388.1
OG0006452	ESY2_g35946_DN3_SP0_c0.t1	XP_024010902.1
OG0006453	ESY2_g34420_DN3_SP0_c0.t1	XP_006391103.1
OG0006454	ESY2_g34398_DN3_SP5_c0.t1	XP_006391087.1
OG0006455	ESY2_g35377_DN3_SP1_c0.t1	XP_006391041.1
OG0006457	ESY10_g13858_DN2_SP0_c0.t1	XP_006412923.1
OG0006458	ESY4_g24197_DN3_SP0_c0.t1	XP_024005609.1
OG0006459	ESY4_g24204_DN2_SP0_c0.t1	XP_006412899.1
OG0006460	ESY4_g24209_DN3_SP3_c0.t1	XP_006412898.1
OG0006461	ESY4_g24316_DN3_SP7_c0.t1	XP_006412861.1
OG0006462	ESY2_g33367_DN3_SP5_c0.t1	XP_024004397.1
OG0006463	ESY6_g45843_DN3_SP8_c0.t1	XP_006402056.1
OG0006464	ESY10_g14126_DN3_SP0_c0.t1	XP_006395670.1
OG0006465	ESY2_g34573_DN2_SP0_c0.t1	XP_006395292.1
OG0006466	ESY2_g35154_DN3_SP1_c0.t1	XP_006395253.1
OG0006467	ESY21_g55311_DN3_SP8_c0.t1	XP_024006736.1
OG0006468	ESY1_g6895_DN3_SP8_c0.t1	XP_006419158.1
OG0006469	ESY12_g51418_DN3_SP6_c0.t1	XP_006397913.1
OG0006470	ESY21_g55848_DN3_SP3_c0.t1	XP_006395420.2
OG0006471	ESY10_g13674_DN3_SP0_c0.t1	XP_024007428.1
OG0006472	ESY10_g13681_DN3_SP0_c0.t1	XP_006395449.1
OG0006473	ESY10_g13758_DN3_SP3_c0.t1	XP_006395473.1
OG0006474	ESY10_g13771_DN3_SP8_c0.t1	XP_006395485.1
