Orthogroup	Euclidium_syriacum	Arabis_alpina
OG0006701	ESY12_g51662_DN3_SP0_c0.t1	Aa_G332640.h1.t1
OG0006704	ESY12_g51719_DN3_SP0_c0.t1	Aa_G536090.h1.t1
OG0006705	ESY12_g51732_DN3_SP4_c0.t1	Aa_G381080.h1.t1
OG0006706	ESY12_g51779_DN3_SP0_c0.t1	Aa_G16990.h1.t1
OG0006707	ESY12_g51802_DN3_SP8_c0.t1	Aa_G17180.h1.t1
OG0006708	ESY12_g51840_DN3_SP0_c0.t1	Aa_G15940.h1.t1
OG0006709	ESY12_g51842_DN3_SP8_c0.t1	Aa_G15960.h1.t1
OG0006710	ESY12_g51889_DN3_SP0_c0.t1	Aa_G16240.h1.t1
OG0006711	ESY12_g51925_DN3_SP8_c31.t1	Aa_G727330.h1.t1
OG0006712	ESY12_g51973_DN3_SP0_c0.t1	Aa_G175180.h1.t1, Aa_G125370.h1.t1
OG0006713	ESY12_g51995_DN3_SP2_c0.t1, ESY1_g11005_DN3_SP0_c0.t1	Aa_G175270.h1.t1
OG0006715	ESY12_g52028_DN3_SP6_c0.t1	Aa_G252340.h1.t1
OG0006717	ESY12_g52145_DN3_SP6_c0.t1	Aa_G360580.h1.t1
OG0006718	ESY12_g52181_DN3_SP8_c0.t1	Aa_G633950.h1.t1
OG0006719	ESY12_g52188_DN3_SP0_c0.t1	Aa_G284510.h1.t1
OG0006720	ESY12_g52192_DN3_SP5_c0.t1	Aa_G284440.h1.t1, Aa_G284450.h1.t1
OG0006721	ESY12_g52193_DN3_SP5_c0.t1, ESY20_g12796_DN3_SP0_c0.t1	Aa_G284430.h1.t1
OG0006722	ESY12_g51486_DN3_SP7_c0.t1	Aa_G125420.h1.t1
OG0006723	ESY12_g51519_DN3_SP8_c0.t1	Aa_G401540.h1.t1
OG0006724	ESY12_g51566_DN3_SP1_c0.t1	Aa_G199990.h1.t1
OG0006725	ESY12_g51340_DN3_SP8_c0.t1	Aa_G399290.h1.t1
OG0006726	ESY12_g51323_DN3_SP0_c0.t1	Aa_G66240.h1.t1, Aa_G210230.h1.t1
OG0006727	ESY12_g51300_DN3_SP0_c0.t1	Aa_G230850.h1.t1
OG0006729	ESY12_g51142_DN3_SP1_c0.t1	Aa_G188480.h1.t1
OG0006730	ESY12_g51097_DN3_SP5_c0.t1	Aa_G124020.h1.t1
OG0006731	ESY12_g51092_DN3_SP0_c0.t1	Aa_G124000.h1.t1
OG0006732	ESY10_g14893_DN3_SP2_c0.t1	Aa_G213920.h1.t1
OG0006733	ESY4_g25909_DN3_SP0_c0.t1	Aa_G376550.h1.t1
OG0006734	ESY3_g32568_DN3_SP5_c0.t1	Aa_G14620.h1.t1
OG0006735	ESY3_g32549_DN3_SP8_c9.t1	Aa_G650150.h1.t1
OG0006736	ESY3_g32497_DN3_SP8_c0.t1	Aa_G42580.h1.t1
OG0006737	ESY3_g29399_DN3_SP0_c0.t1	Aa_G42230.h1.t1
OG0006738	ESY3_g32410_DN3_SP0_c0.t1, ESY3_g32426_DN3_SP8_c0.t1	Aa_G250300.h1.t1
OG0006739	ESY3_g32425_DN3_SP8_c0.t1	Aa_G250280.h1.t1
OG0006740	ESY3_g32376_DN3_SP8_c0.t1	Aa_G111720.h1.t1
OG0006741	ESY3_g32317_DN3_SP0_c0.t1, ESY3_g32316_DN3_SP0_c0.t1, ESY3_g32318_DN3_SP8_c0.t1	Aa_G746150.h1.t1
OG0006742	ESY3_g32267_DN3_SP0_c0.t1	Aa_G44920.h1.t1
OG0006743	ESY3_g32221_DN3_SP1_c0.t1, ESY3_g32222_DN3_SP1_c0.t1	Aa_G45090.h1.t1
OG0006744	ESY3_g32206_DN3_SP8_c0.t1	Aa_G438180.h1.t1
OG0006745	ESY3_g32030_DN3_SP0_c0.t1	Aa_G304950.h1.t1
OG0006746	ESY3_g31780_DN3_SP0_c0.t1	Aa_G75520.h1.t1
OG0006747	ESY3_g31777_DN3_SP0_c0.t1	Aa_G75540.h1.t1
OG0006748	ESY3_g31704_DN3_SP6_c0.t1	Aa_G75770.h1.t1
OG0006749	ESY3_g31691_DN3_SP6_c0.t1	Aa_G50970.h1.t1
OG0006750	ESY1_g11475_DN3_SP0_c0.t1	Aa_G61660.h1.t1
OG0006751	ESY3_g31605_DN3_SP0_c0.t1	Aa_G205880.h1.t1
OG0006752	ESY3_g31604_DN3_SP0_c0.t1	Aa_G205890.h1.t1
OG0006753	ESY3_g31441_DN3_SP0_c0.t1	Aa_G47100.h1.t1
OG0006754	ESY3_g31450_DN3_SP0_c0.t1	Aa_G47020.h1.t1
OG0006755	ESY3_g31401_DN3_SP0_c0.t1	Aa_G78660.h1.t1
OG0006756	ESY3_g31389_DN3_SP6_c0.t1	Aa_G174710.h1.t1
OG0006757	ESY15_g64513_DN3_SP0_c0.t1, ESY15_g64548_DN3_SP8_c0.t1	Aa_G174700.h1.t1
OG0006758	ESY3_g31385_DN3_SP0_c0.t1	Aa_G174640.h1.t1
OG0006759	ESY3_g31381_DN3_SP0_c0.t1	Aa_G174600.h1.t1
OG0006760	ESY3_g31364_DN2_SP0_c0.t1	Aa_G174520.h1.t1
OG0006761	ESY3_g30673_DN3_SP0_c0.t1	Aa_G174370.h1.t1
OG0006762	ESY3_g30705_DN3_SP8_c0.t1	Aa_G564490.h1.t1, Aa_G174180.h1.t1
OG0006763	ESY3_g30714_DN2_SP0_c0.t1	Aa_G174130.h1.t1, Aa_G263060.h1.t1
OG0006764	ESY3_g30715_DN3_SP3_c0.t1	Aa_G174120.h1.t1
OG0006765	ESY3_g30804_DN3_SP3_c0.t1	Aa_G377210.h1.t1
OG0006766	ESY3_g30829_DN3_SP0_c0.t1	Aa_G24110.h1.t1
OG0006767	ESY3_g30870_DN3_SP0_c0.t1	Aa_G101480.h1.t1
OG0006768	ESY3_g30845_DN3_SP0_c0.t1	Aa_G101450.h1.t1
OG0006769	ESY3_g30907_DN2_SP0_c0.t1	Aa_G403720.h1.t1
OG0006770	ESY6_g49315_DN2_SP0_c0.t1	Aa_G569330.h1.t1
OG0006771	ESY3_g31254_DN3_SP0_c0.t1, ESY3_g31252_DN3_SP0_c0.t1	Aa_G800120.h1.t1, Aa_G936500.h1.t1
OG0006772	ESY3_g31178_DN3_SP4_c0.t1	Aa_G136820.h1.t1
OG0006773	ESY3_g31194_DN3_SP0_c0.t1	Aa_G333320.h1.t1
OG0006774	ESY3_g31195_DN3_SP0_c0.t1	Aa_G333310.h1.t1
OG0006775	ESY3_g31246_DN3_SP3_c0.t1	Aa_G285140.h1.t1
OG0006776	ESY3_g31281_DN3_SP0_c0.t1	Aa_G397610.h1.t1
OG0006777	ESY3_g31283_DN3_SP1_c0.t1	Aa_G397600.h1.t1, Aa_G492880.h1.t1
OG0006778	ESY3_g31286_DN2_SP0_c0.t1	Aa_G397570.h1.t1
OG0006779	ESY3_g31323_DN3_SP0_c6.t1	Aa_G102840.h1.t1
OG0006780	ESY3_g31322_DN3_SP8_c0.t1	Aa_G102850.h1.t1
OG0006782	ESY3_g30075_DN2_SP3_c0.t1, ESY3_g30081_DN3_SP0_c0.t1, ESY3_g30076_DN2_SP0_c0.t1	Aa_G40390.h1.t1
OG0006783	ESY3_g30100_DN3_SP8_c0.t1	Aa_G40170.h1.t1
OG0006784	ESY3_g30108_DN3_SP2_c0.t1	Aa_G40110.h1.t1
OG0006785	ESY3_g30130_DN3_SP0_c0.t1	Aa_G39950.h1.t1
OG0006786	ESY3_g30143_DN3_SP2_c0.t1	Aa_G290280.h1.t1, Aa_G90400.h1.t1
OG0006787	ESY8_g58548_DN3_SP5_c0.t1	Aa_G343120.h1.t1
OG0006788	ESY3_g30247_DN3_SP8_c0.t1	Aa_G546570.h1.t1
OG0006789	ESY3_g30263_DN3_SP0_c0.t1, ESY3_g30261_DN3_SP6_c0.t1	Aa_G207870.h1.t1
OG0006790	ESY3_g30303_DN3_SP8_c0.t1	Aa_G472310.h1.t1
OG0006792	ESY3_g30347_DN3_SP0_c0.t1	Aa_G458810.h1.t1
OG0006793	ESY3_g30351_DN3_SP0_c0.t1	Aa_G483860.h1.t1, Aa_G645590.h1.t1
OG0006794	ESY3_g30415_DN3_SP0_c0.t1	Aa_G56170.h1.t1
OG0006795	ESY3_g30435_DN3_SP0_c0.t1	Aa_G340230.h1.t1
OG0006796	ESY6_g48232_DN2_SP0_c0.t1, ESY3_g30455_DN3_SP5_c0.t1	Aa_G140310.h1.t1
OG0006797	ESY3_g30505_DN2_SP0_c0.t1, ESY3_g30504_DN3_SP0_c0.t1	Aa_G1420.h1.t1
OG0006798	ESY3_g30536_DN3_SP0_c0.t1	Aa_G1100.h1.t1
OG0006799	ESY3_g30566_DN3_SP8_c0.t1	Aa_G234980.h1.t1
OG0006800	ESY3_g30590_DN3_SP0_c0.t1	Aa_G424010.h1.t1
OG0006801	ESY3_g30640_DN3_SP4_c0.t1	Aa_G233690.h1.t1
OG0006802	ESY3_g30643_DN3_SP8_c0.t1	Aa_G233720.h1.t1
OG0006803	ESY3_g29991_DN3_SP8_c0.t1	Aa_G223400.h1.t1
OG0006804	ESY3_g29986_DN3_SP8_c0.t1	Aa_G223460.h1.t1
OG0006805	ESY5_g5052_DN3_SP0_c0.t1	Aa_G423550.h1.t1
OG0006806	ESY3_g29845_DN3_SP0_c0.t1	Aa_G71150.h1.t1
OG0006807	ESY3_g29830_DN3_SP7_c0.t1	Aa_G107700.h1.t1
OG0006808	ESY3_g29802_DN3_SP8_c15.t1	Aa_G53590.h1.t1
OG0006809	ESY3_g29792_DN3_SP0_c0.t1	Aa_G667250.h1.t1
OG0006810	ESY7_g18271_DN3_SP0_c18.t1	Aa_G215830.h1.t1, Aa_G726230.h1.t1
OG0006811	ESY3_g29782_DN3_SP7_c0.t1	Aa_G682940.h2.t1
OG0006812	ESY3_g29781_DN3_SP4_c0.t1	Aa_G682950.h1.t1, Aa_G682950.h2.t1
OG0006813	ESY3_g29757_DN3_SP8_c0.t1	Aa_G498860.h1.t1
OG0006814	ESY3_g29742_DN3_SP0_c0.t1	Aa_G176870.h1.t1
OG0006815	ESY3_g29711_DN3_SP8_c0.t1	Aa_G181830.h1.t1
OG0006816	ESY3_g29701_DN2_SP6_c0.t1	Aa_G549470.h1.t1
OG0006818	ESY3_g29670_DN3_SP8_c6.t1	Aa_G390050.h1.t1, Aa_G628240.h1.t1
OG0006819	ESY3_g29625_DN3_SP0_c0.t1	Aa_G669780.h1.t1
OG0006820	ESY3_g29600_DN3_SP4_c0.t1	Aa_G342860.h1.t1
OG0006821	ESY5_g4148_DN3_SP0_c0.t1	Aa_G627750.h1.t1
OG0006822	ESY3_g29312_DN3_SP6_c0.t1	Aa_G50600.h1.t1
OG0006823	ESY3_g29309_DN3_SP8_c4.t1	Aa_G550500.h1.t1
OG0006824	ESY3_g29240_DN3_SP0_c0.t1	Aa_G152410.h1.t1
OG0006825	ESY3_g29209_DN3_SP3_c0.t1	Aa_G250640.h1.t1
OG0006826	ESY3_g29207_DN3_SP0_c0.t1	Aa_G250680.h1.t1
OG0006827	ESY3_g29206_DN3_SP2_c0.t1	Aa_G250690.h1.t1
OG0006828	ESY3_g29166_DN2_SP0_c0.t1	Aa_G133230.h1.t1
OG0006829	ESY3_g29143_DN3_SP0_c0.t1	Aa_G136620.h1.t1
OG0006830	ESY3_g29124_DN3_SP1_c0.t1	Aa_G161970.h1.t1
OG0006831	ESY3_g29110_DN3_SP4_c0.t1	Aa_G430390.h1.t1
OG0006832	ESY5_g3373_DN3_SP4_c0.t1	Aa_G366050.h1.t1
OG0006833	ESY8_g61046_DN3_SP7_c0.t1	Aa_G253920.h1.t1
OG0006834	ESY17_g40275_DN3_SP8_c0.t1	Aa_G554820.h1.t1
OG0006835	ESY15_g65041_DN3_SP8_c0.t1	Aa_G90170.h1.t1
OG0006836	ESY15_g65081_DN3_SP8_c0.t1	Aa_G90140.h1.t1
OG0006837	ESY3_g28278_DN3_SP1_c0.t1	Aa_G178940.h1.t1
OG0006838	ESY3_g28859_DN3_SP0_c34.t1	Aa_G265530.h1.t1
OG0006840	ESY4_g24699_DN2_SP0_c0.t1	Aa_G538270.h1.t1
OG0006841	ESY4_g24472_DN3_SP5_c0.t1	Aa_G582390.h1.t1
OG0006842	ESY4_g24454_DN3_SP1_c0.t1	Aa_G402280.h1.t1
OG0006843	ESY2_g34357_DN3_SP0_c0.t1	Aa_G182410.h1.t1, Aa_G560610.h1.t1
OG0006844	ESY2_g34353_DN3_SP0_c0.t1	Aa_G407560.h1.t1
OG0006845	ESY18_g63646_DN1_SP0_c0.t1, ESY7_g16971_DN3_SP8_c12.t1	Aa_G43300.h1.t1, Aa_G126280.h1.t1
OG0006846	ESY7_g16975_DN3_SP0_c0.t1	Aa_G33740.h1.t1
OG0006847	ESY7_g17032_DN3_SP7_c0.t1	Aa_G449350.h1.t1
OG0006848	ESY7_g17060_DN3_SP8_c0.t1	Aa_G410950.h1.t1
OG0006849	ESY15_g64225_DN3_SP8_c50.t1	Aa_G361210.h1.t1
OG0006850	ESY10_g15823_DN3_SP8_c0.t1, ESY1_g6677_DN3_SP0_c0.t1	Aa_G565270.h1.t1
OG0006851	ESY15_g64748_DN3_SP1_c0.t1	Aa_G102090.h1.t1
OG0006852	ESY1_g10401_DN3_SP0_c0.t1	Aa_G639160.h1.t1
OG0006854	ESY1_g10342_DN3_SP5_c0.t1	Aa_G339200.h1.t1
OG0006855	ESY1_g10321_DN3_SP0_c0.t1	Aa_G300320.h1.t1
OG0006856	ESY1_g10317_DN3_SP8_c0.t1	Aa_G300290.h1.t1, Aa_G757690.h1.t1
OG0006857	ESY1_g10315_DN3_SP6_c0.t1	Aa_G300270.h1.t1
OG0006858	ESY1_g10160_DN3_SP8_c0.t1	Aa_G122800.h1.t1
OG0006860	ESY1_g10139_DN3_SP8_c0.t1	Aa_G122500.h1.t1
OG0006860	ESY9_g43634_DN3_SP0_c0.t1, ESY6_g50742_DN3_SP0_c0.t1	Aa_G113870.h1.t1
OG0006861	ESY1_g10133_DN3_SP5_c0.t1	Aa_G122480.h1.t1
OG0006862	ESY5_g5513_DN3_SP0_c0.t1, ESY5_g5512_DN3_SP0_c0.t1	Aa_G291060.h1.t1
OG0006863	ESY5_g5510_DN3_SP0_c0.t1, ESY5_g5511_DN3_SP0_c0.t1	Aa_G291080.h1.t1, Aa_G291070.h1.t1
OG0006864	ESY5_g5494_DN3_SP0_c0.t1	Aa_G105810.h1.t1
OG0006865	ESY5_g5452_DN3_SP7_c0.t1	Aa_G290670.h1.t1
OG0006866	ESY5_g5396_DN3_SP2_c0.t1	Aa_G265540.h1.t1, Aa_G325240.h1.t1
OG0006867	ESY5_g5358_DN3_SP6_c0.t1	Aa_G6350.h1.t1
OG0006868	ESY5_g5284_DN3_SP0_c0.t1	Aa_G6850.h1.t1
OG0006869	ESY5_g5266_DN3_SP6_c0.t1, ESY5_g5254_DN3_SP0_c0.t1	Aa_G6930.h1.t1
OG0006870	ESY5_g5243_DN3_SP7_c0.t1	Aa_G228390.h1.t1
OG0006871	ESY5_g5147_DN2_SP0_c7.t1	Aa_G134580.h1.t1
OG0006872	ESY5_g5045_DN3_SP0_c0.t1	Aa_G341220.h1.t1
OG0006873	ESY11_g53677_DN1_SP0_c0.t1	Aa_G138250.h1.t1
OG0006874	ESY5_g4973_DN3_SP0_c0.t1	Aa_G38920.h1.t1
OG0006875	ESY5_g4962_DN3_SP0_c0.t1	Aa_G39000.h1.t1
OG0006876	ESY5_g4952_DN3_SP8_c0.t1	Aa_G477790.h1.t1
OG0006877	ESY2_g33528_DN3_SP0_c0.t1	Aa_G208410.h1.t1
OG0006878	ESY5_g4914_DN3_SP0_c0.t1	Aa_G286280.h1.t1
OG0006879	ESY5_g4878_DN3_SP0_c0.t1	Aa_G600510.h1.t1
OG0006880	ESY5_g4848_DN3_SP8_c0.t1	Aa_G235500.h1.t1
OG0006881	ESY5_g4786_DN3_SP8_c0.t1	Aa_G79460.h1.t1
OG0006882	ESY5_g4718_DN3_SP8_c15.t1	Aa_G140160.h1.t1, Aa_G140150.h1.t1
OG0006883	ESY5_g4715_DN3_SP0_c0.t1	Aa_G706770.h1.t1, Aa_G706790.h1.t1
OG0006884	ESY5_g4668_DN3_SP0_c11.t1, ESY5_g4667_DN3_SP0_c14.t1, ESY5_g4666_DN3_SP0_c10.t1, ESY5_g4665_DN3_SP7_c11.t1	Aa_G22770.h1.t1
OG0006885	ESY5_g4654_DN3_SP4_c0.t1	Aa_G22680.h1.t1
OG0006886	ESY5_g4622_DN3_SP0_c0.t1	Aa_G22380.h1.t1
OG0006887	ESY5_g4605_DN3_SP6_c0.t1	Aa_G429880.h1.t1
OG0006888	ESY5_g4602_DN3_SP0_c0.t1	Aa_G429850.h1.t1
OG0006889	ESY13_g57181_DN3_SP2_c0.t1	Aa_G323660.h1.t1
OG0006890	ESY5_g4427_DN3_SP0_c0.t1	Aa_G286020.h1.t1
OG0006891	ESY5_g3095_DN3_SP8_c0.t1	Aa_G151830.h1.t1
OG0006892	ESY5_g3109_DN2_SP3_c0.t1	Aa_G151740.h1.t1
OG0006893	ESY5_g3132_DN3_SP5_c0.t1	Aa_G368370.h1.t1
OG0006894	ESY5_g3145_DN3_SP0_c0.t1	Aa_G512730.h1.t1, Aa_G868660.h1.t1
OG0006895	ESY5_g3200_DN3_SP0_c0.t1	Aa_G80720.h1.t1
OG0006896	ESY5_g3211_DN3_SP0_c0.t1	Aa_G80610.h1.t1
OG0006897	ESY5_g3224_DN3_SP0_c0.t1	Aa_G19300.h1.t1
OG0006898	ESY5_g3249_DN3_SP0_c0.t1, ESY5_g3252_DN3_SP0_c0.t1	Aa_G19150.h1.t1
OG0006899	ESY5_g3279_DN3_SP0_c0.t1	Aa_G394760.h1.t1
OG0006900	ESY5_g3349_DN3_SP5_c0.t1	Aa_G160900.h1.t1
OG0006901	ESY5_g3395_DN3_SP8_c0.t1	Aa_G671220.h1.t1
OG0006902	ESY5_g3422_DN3_SP0_c0.t1	Aa_G495670.h1.t1
OG0006903	ESY5_g3474_DN3_SP5_c0.t1	Aa_G226580.h1.t1
OG0006904	ESY2_g34028_DN3_SP0_c0.t1	Aa_G563990.h1.t1
OG0006905	ESY5_g3541_DN3_SP0_c0.t1	Aa_G43240.h1.t1
OG0006906	ESY5_g3586_DN3_SP0_c0.t1	Aa_G457610.h1.t1
OG0006907	ESY5_g3614_DN3_SP0_c0.t1, ESY5_g3608_DN3_SP0_c0.t1	Aa_G232660.h1.t1
OG0006908	ESY5_g3617_DN3_SP7_c0.t1	Aa_G232690.h1.t1
OG0006909	ESY5_g3621_DN3_SP0_c0.t1, ESY5_g3627_DN3_SP0_c0.t1	Aa_G432850.h1.t1, Aa_G232710.h1.t1, Aa_G432840.h1.t1
OG0006910	ESY5_g3635_DN3_SP8_c0.t1, ESY9_g43650_DN3_SP0_c0.t1	Aa_G535400.h1.t1
OG0006912	ESY5_g3696_DN3_SP0_c0.t1	Aa_G594230.h1.t1
OG0006914	ESY5_g3718_DN3_SP0_c7.t1	Aa_G572100.h1.t1, Aa_G338980.h1.t1
OG0006916	ESY5_g3767_DN3_SP8_c0.t1	Aa_G261860.h1.t1
OG0006917	ESY5_g3787_DN3_SP8_c0.t1	Aa_G193650.h1.t1
OG0006918	ESY5_g3799_DN3_SP8_c0.t1	Aa_G270630.h1.t1
OG0006919	ESY20_g12921_DN3_SP1_c21.t1	Aa_G242330.h1.t1
OG0006920	ESY5_g3833_DN3_SP0_c0.t1	Aa_G319770.h1.t1
OG0006921	ESY5_g3882_DN3_SP4_c0.t1	Aa_G26610.h1.t1, Aa_G26590.h1.t1
OG0006922	ESY5_g2577_DN3_SP0_c0.t1	Aa_G26670.h1.t1
OG0006923	ESY5_g2696_DN3_SP6_c0.t1	Aa_G118580.h1.t1
OG0006924	ESY5_g2719_DN3_SP6_c0.t1	Aa_G569540.h1.t1
OG0006925	ESY5_g2720_DN3_SP0_c0.t1	Aa_G569560.h1.t1
OG0006926	ESY5_g2726_DN3_SP7_c0.t1	Aa_G599460.h1.t1
OG0006927	ESY5_g2790_DN3_SP3_c9.t1	Aa_G117780.h1.t1
OG0006928	ESY5_g2822_DN3_SP2_c0.t1	Aa_G393330.h1.t1
OG0006929	ESY5_g2850_DN3_SP1_c0.t1	Aa_G947830.h1.t1, Aa_G952670.h1.t1
OG0006930	ESY5_g2851_DN3_SP8_c0.t1	Aa_G284110.h1.t1
OG0006931	ESY5_g2878_DN3_SP0_c0.t1	Aa_G121040.h1.t1
OG0006932	ESY5_g2892_DN3_SP1_c0.t1	Aa_G121170.h1.t1
OG0006933	ESY5_g2912_DN3_SP4_c0.t1	Aa_G121340.h1.t1
OG0006934	ESY5_g2922_DN3_SP0_c0.t1	Aa_G163830.h1.t1
OG0006935	ESY5_g2965_DN3_SP3_c0.t1	Aa_G160130.h1.t1
OG0006936	ESY5_g2971_DN3_SP8_c0.t1	Aa_G707360.h1.t1
OG0006937	ESY5_g3001_DN3_SP8_c0.t1	Aa_G179720.h1.t1, Aa_G462570.h1.t1
OG0006938	ESY5_g3025_DN3_SP8_c0.t1	Aa_G457800.h1.t1
OG0006939	ESY21_g55613_DN3_SP8_c0.t1	Aa_G34310.h1.t1
OG0006940	ESY3_g29922_DN3_SP0_c0.t1	Aa_G131930.h1.t1
OG0006941	ESY5_g4393_DN3_SP8_c0.t1	Aa_G131980.h1.t1
OG0006943	ESY5_g4335_DN2_SP0_c0.t1	Aa_G495510.h1.t1
OG0006944	ESY5_g4293_DN3_SP0_c0.t1	Aa_G278380.h1.t1
OG0006945	ESY6_g49004_DN3_SP0_c0.t1	Aa_G278310.h1.t1
OG0006947	ESY5_g4267_DN3_SP0_c0.t1	Aa_G80310.h1.t1
OG0006948	ESY5_g4266_DN3_SP8_c0.t1	Aa_G535620.h1.t1
OG0006949	ESY5_g4256_DN3_SP5_c0.t1	Aa_G557430.h1.t1
OG0006950	ESY12_g51533_DN3_SP3_c0.t1	Aa_G726000.h1.t1
OG0006951	ESY5_g4198_DN3_SP0_c0.t1	Aa_G89010.h1.t1
OG0006952	ESY5_g4183_DN3_SP2_c0.t1	Aa_G119020.h1.t1
OG0006953	ESY5_g4144_DN3_SP7_c3.t1	Aa_G497090.h1.t1
OG0006954	ESY5_g4093_DN3_SP8_c0.t1	Aa_G371590.h1.t1
OG0006955	ESY5_g4060_DN3_SP0_c0.t1	Aa_G323770.h1.t1
OG0006956	ESY5_g4052_DN3_SP0_c0.t1	Aa_G89600.h1.t1, Aa_G93270.h1.t1
OG0006957	ESY5_g3975_DN3_SP0_c0.t1	Aa_G266330.h1.t1
OG0006959	ESY5_g3911_DN3_SP0_c0.t1	Aa_G334150.h1.t1
OG0006961	ESY5_g2556_DN2_SP0_c0.t1	Aa_G60690.h1.t1
OG0006962	ESY5_g2464_DN3_SP8_c0.t1	Aa_G374470.h1.t1
OG0006963	ESY5_g2458_DN3_SP8_c0.t1	Aa_G374400.h1.t1
OG0006964	ESY5_g2390_DN3_SP2_c0.t1	Aa_G444770.h1.t1
OG0006965	ESY5_g2385_DN3_SP6_c0.t1	Aa_G329470.h1.t1
OG0006967	ESY5_g2358_DN3_SP0_c0.t1	Aa_G166170.h1.t1
OG0006968	ESY3_g32309_DN3_SP0_c0.t1, ESY7_g16738_DN3_SP8_c0.t1	Aa_G254470.h1.t1
OG0006969	ESY17_g39268_DN1_SP0_c0.t1	Aa_G342550.h1.t1
OG0006970	ESY2_g35720_DN3_SP4_c0.t1	Aa_G245850.h1.t1
OG0006971	ESY2_g35662_DN3_SP8_c0.t1	Aa_G297650.h1.t1
OG0006972	ESY2_g35630_DN3_SP0_c0.t1	Aa_G367170.h1.t1, Aa_G214060.h1.t1
OG0006973	ESY2_g35486_DN3_SP0_c0.t1	Aa_G510860.h1.t1
OG0006974	ESY23_g425_DN3_SP8_c0.t1	Aa_G332030.h1.t1
OG0006975	ESY23_g450_DN3_SP0_c0.t1	Aa_G331990.h1.t1
OG0006977	ESY5_g3851_DN3_SP0_c0.t1	Aa_G433410.h1.t1
OG0006978	ESY2_g33592_DN3_SP0_c0.t1	Aa_G327990.h1.t1
OG0006979	ESY2_g33674_DN3_SP3_c0.t1	Aa_G488330.h1.t1
OG0006981	ESY2_g33813_DN3_SP5_c0.t1	Aa_G320060.h1.t1, Aa_G400830.h1.t1
OG0006982	ESY5_g3661_DN3_SP0_c0.t1, ESY2_g33834_DN3_SP8_c0.t1	Aa_G606580.h1.t1
OG0006983	ESY13_g57669_DN3_SP8_c0.t1	Aa_G475500.h1.t1
OG0006984	ESY2_g33896_DN3_SP0_c0.t1	Aa_G8550.h1.t1
OG0006985	ESY8_g59626_DN3_SP0_c39.t1	Aa_G271970.h1.t1
OG0006986	ESY2_g34104_DN3_SP2_c0.t1	Aa_G11250.h1.t1, Aa_G11220.h1.t1
OG0006987	ESY2_g33335_DN3_SP0_c0.t1	Aa_G681180.h1.t1
OG0006989	ESY2_g33311_DN3_SP7_c0.t1	Aa_G65860.h1.t1
OG0006991	ESY10_g15034_DN3_SP0_c0.t1	Aa_G160400.h1.t1
OG0006992	ESY10_g15021_DN3_SP8_c0.t1	Aa_G26240.h1.t1
OG0006993	ESY10_g14980_DN3_SP0_c0.t1	Aa_G26370.h1.t1
OG0006994	ESY10_g14783_DN3_SP8_c0.t1	Aa_G522870.h1.t1
OG0006995	ESY10_g14759_DN3_SP0_c0.t1	Aa_G63380.h1.t1
OG0006996	ESY10_g14734_DN3_SP8_c0.t1	Aa_G63570.h1.t1
OG0006997	ESY7_g16647_DN3_SP0_c0.t1	Aa_G123790.h1.t1
OG0006998	ESY7_g16518_DN3_SP0_c0.t1	Aa_G41980.h1.t1
OG0006999	ESY11_g54665_DN3_SP0_c0.t1, ESY34_g45717_DN3_SP1_c0.t1	Aa_G628390.h1.t1
OG0007000	ESY4_g24382_DN3_SP4_c0.t1	Aa_G134300.h1.t1
OG0007001	ESY2_g38310_DN3_SP0_c0.t1	Aa_G57500.h1.t1
OG0007003	ESY2_g35970_DN3_SP0_c0.t1	Aa_G564110.h1.t1
OG0007004	ESY2_g35964_DN3_SP8_c0.t1	Aa_G476930.h1.t1
OG0007005	ESY2_g35954_DN3_SP8_c0.t1	Aa_G477040.h1.t1
OG0007006	ESY4_g26931_DN3_SP7_c0.t1	Aa_G219270.h1.t1
OG0007007	ESY4_g26862_DN3_SP5_c0.t1	Aa_G137860.h1.t1
OG0007009	ESY4_g26789_DN3_SP0_c15.t1	Aa_G472610.h1.t1
OG0007011	ESY4_g26643_DN3_SP0_c0.t1	Aa_G294320.h1.t1
OG0007012	ESY4_g26579_DN3_SP5_c0.t1	Aa_G95150.h1.t1
OG0007013	ESY4_g26544_DN3_SP0_c0.t1	Aa_G602840.h1.t1
OG0007015	ESY4_g26459_DN3_SP0_c0.t1	Aa_G746750.h1.t1
OG0007016	ESY4_g26347_DN3_SP0_c0.t1	Aa_G363200.h1.t1
OG0007017	ESY4_g26305_DN3_SP5_c0.t1	Aa_G223130.h1.t1
OG0007018	ESY4_g26304_DN3_SP0_c0.t1	Aa_G223120.h1.t1
OG0007019	ESY4_g26187_DN3_SP8_c0.t1	Aa_G179350.h1.t1
OG0007020	ESY4_g26123_DN3_SP0_c0.t1, ESY4_g26121_DN3_SP0_c0.t1	Aa_G514630.h1.t1
OG0007021	ESY4_g26014_DN3_SP6_c0.t1	Aa_G376390.h1.t1
OG0007022	ESY4_g25305_DN2_SP0_c0.t1	Aa_G157040.h1.t1
OG0007023	ESY4_g25359_DN3_SP0_c0.t1	Aa_G426410.h1.t1, Aa_G174730.h1.t1
OG0007024	ESY15_g64737_DN3_SP8_c0.t1	Aa_G597950.h1.t1
