Orthogroup	Euclidium_syriacum	Rorippa_islandica
OG0007039	ESY8_g59263_DN3_SP0_c0.t1, ESY4_g25112_DN3_SP0_c0.t1	Roisl.0082s0517.1.p
OG0007040	ESY4_g25985_DN3_SP8_c0.t1	Roisl.0003s0345.1.p
OG0007041	ESY4_g25956_DN3_SP8_c0.t1	Roisl.0008s0266.1.p
OG0007042	ESY4_g25857_DN2_SP0_c0.t1	Roisl.0008s0298.1.p
OG0007043	ESY4_g25458_DN3_SP0_c0.t1, ESY4_g25459_DN2_SP0_c0.t1, ESY11_g53160_DN3_SP0_c0.t1	Roisl.0188s0014.1.p
OG0007044	ESY4_g25830_DN3_SP7_c0.t1	Roisl.0008s0312.1.p
OG0007045	ESY4_g25806_DN2_SP0_c0.t1	Roisl.0008s0320.1.p
OG0007046	ESY4_g25778_DN3_SP7_c0.t1	Roisl.0008s0338.1.p
OG0007047	ESY4_g25674_DN3_SP0_c0.t1	Roisl.0008s0341.1.p
OG0007048	ESY4_g25677_DN3_SP0_c0.t1	Roisl.0008s0349.1.p
OG0007049	ESY4_g25769_DN3_SP8_c0.t1	Roisl.0008s0361.1.p
OG0007050	ESY4_g25766_DN3_SP7_c0.t1	Roisl.0008s0363.1.p
OG0007051	ESY4_g25054_DN3_SP0_c0.t1	Roisl.0003s0217.1.p
OG0007052	ESY4_g25048_DN3_SP8_c0.t1	Roisl.0003s0214.1.p
OG0007053	ESY4_g24868_DN3_SP5_c0.t1	Roisl.0003s0145.1.p
OG0007054	ESY4_g24861_DN3_SP0_c0.t1	Roisl.0003s0144.1.p
OG0007055	ESY4_g24832_DN3_SP0_c5.t1	Roisl.0003s0132.1.p
OG0007056	ESY4_g24821_DN3_SP8_c0.t1	Roisl.0003s0128.1.p
OG0007057	ESY4_g24769_DN3_SP0_c0.t1	Roisl.0003s0110.1.p
OG0007058	ESY4_g24758_DN3_SP0_c0.t1	Roisl.0003s0105.1.p
OG0007059	ESY4_g24729_DN3_SP0_c0.t1	Roisl.0003s0090.1.p
OG0007060	ESY3_g28201_DN3_SP0_c0.t1	Roisl.0053s0299.1.p
OG0007061	ESY3_g28088_DN3_SP0_c0.t1	Roisl.0053s0262.1.p
OG0007062	ESY2_g35825_DN3_SP2_c0.t1	Roisl.0019s0240.1.p
OG0007064	ESY2_g35775_DN2_SP0_c0.t1	Roisl.0019s0289.1.p
OG0007065	ESY5_g2042_DN3_SP8_c0.t1	Roisl.0191s0182.1.p
OG0007066	ESY5_g2022_DN3_SP0_c0.t1	Roisl.0191s0193.1.p
OG0007067	ESY5_g1764_DN2_SP0_c0.t1	Roisl.0191s0275.1.p
OG0007068	ESY20_g13188_DN3_SP1_c0.t1	Roisl.0082s0520.1.p
OG0007069	ESY20_g13163_DN3_SP0_c0.t1	Roisl.0191s0598.1.p
OG0007070	ESY20_g13100_DN3_SP0_c0.t1	Roisl.0191s0639.1.p
OG0007071	ESY20_g13075_DN3_SP1_c0.t1	Roisl.0191s0579.1.p
OG0007073	ESY20_g13029_DN2_SP0_c0.t1	Roisl.0191s0541.1.p
OG0007074	ESY20_g13007_DN3_SP0_c0.t1	Roisl.0191s0526.1.p
OG0007075	ESY20_g12984_DN3_SP0_c0.t1	Roisl.0191s0504.1.p
OG0007076	ESY20_g13345_DN3_SP3_c0.t1	Roisl.0015s0034.1.p
OG0007077	ESY20_g13367_DN2_SP7_c0.t1	Roisl.0015s0013.1.p
OG0007078	ESY8_g59946_DN2_SP0_c0.t1	Roisl.0046s0497.1.p
OG0007079	ESY5_g760_DN3_SP0_c0.t1	Roisl.0015s0073.1.p
OG0007080	ESY14_g21628_DN3_SP0_c0.t1	Roisl.0008s0233.1.p
OG0007081	ESY4_g23919_DN3_SP0_c0.t1	Roisl.0022s0486.1.p
OG0007082	ESY5_g5345_DN3_SP0_c0.t1	Roisl.0210s0187.1.p
OG0007084	ESY5_g4389_DN1_SP0_c0.t1	Roisl.0007s0435.1.p
OG0007085	ESY5_g4327_DN3_SP0_c0.t1	Roisl.0007s0389.1.p
OG0007086	ESY5_g2033_DN1_SP0_c0.t1	Roisl.0191s0184.1.p
OG0007087	ESY5_g1367_DN3_SP0_c0.t1	Roisl.0191s0358.1.p
OG0007088	ESY13_g57451_DN2_SP0_c0.t1	Roisl.0015s0062.1.p
OG0007089	ESY5_g749_DN3_SP8_c0.t1	Roisl.0015s0075.1.p
OG0007090	ESY13_g57818_DN3_SP8_c0.t1	Roisl.0015s0092.1.p
OG0007093	ESY2_g35819_DN3_SP0_c0.t1	Roisl.0019s0247.1.p
OG0007095	ESY1_g9639_DN3_SP0_c0.t1	Roisl.0214s0412.1.p, Roisl.0021s0457.1.p
OG0007096	ESY10_g14651_DN3_SP0_c0.t1	Roisl.0011s0018.1.p
OG0007097	ESY10_g14027_DN3_SP0_c0.t1	Roisl.0011s0342.1.p
OG0007098	ESY2_g34547_DN3_SP8_c0.t1	Roisl.0188s0078.1.p
OG0007099	ESY2_g35151_DN3_SP3_c0.t1	Roisl.0185s0042.1.p
OG0007100	ESY10_g15005_DN2_SP0_c0.t1	Roisl.0037s0043.1.p
OG0007101	ESY1_g8242_DN3_SP0_c10.t1	Roisl.0209s0390.1.p
OG0007102	ESY1_g10320_DN2_SP0_c0.t1	Roisl.0046s1173.1.p
OG0007103	ESY1_g11152_DN3_SP1_c0.t1	Roisl.0046s1294.1.p
OG0007105	ESY7_g17021_DN3_SP0_c0.t1	Roisl.0210s1564.1.p
OG0007106	ESY10_g15390_DN2_SP0_c0.t1	Roisl.0024s0024.1.p, Roisl.0014s0019.1.p, Roisl.0014s0035.1.p, Roisl.0012s0027.1.p
OG0007107	ESY19_g41581_DN2_SP0_c0.t1	Roisl.0060s0007.1.p
OG0007108	ESY18_g63164_DN3_SP0_c0.t1	Roisl.0213s0543.1.p
OG0007109	ESY1_g12040_DN3_SP0_c0.t1	Roisl.0115s0630.1.p
OG0007110	ESY13_g56220_DN2_SP0_c0.t1, ESY13_g56222_DN1_SP0_c0.t1	Roisl.0022s0262.1.p
OG0007112	ESY9_g42801_DN3_SP8_c0.t1	Roisl.0091s0414.1.p
OG0007113	ESY8_g61160_DN3_SP0_c0.t1, ESY8_g61184_DN3_SP0_c0.t1	Roisl.0046s0049.1.p
OG0007115	ESY15_g64554_DN3_SP0_c0.t1	Roisl.0014s0017.1.p
OG0007116	ESY15_g64334_DN3_SP0_c0.t1	Roisl.0198s0025.1.p
OG0007127	ESY13_g56808_DN2_SP0_c0.t1	Roisl.0053s0002.1.p
OG0007128	ESY2_g33597_DN2_SP0_c0.t1, ESY2_g33568_DN3_SP0_c0.t1, ESY2_g33981_DN1_SP0_c0.t1	Roisl.0018s0466.1.p
OG0007129	ESY26_g42411_DN3_SP7_c0.t1	Roisl.0091s0007.1.p
OG0007130	ESY6_g47857_DN3_SP8_c0.t1	Roisl.0052s0012.1.p
OG0007131	ESY6_g49703_DN3_SP7_c0.t1	Roisl.0024s0207.1.p
OG0007132	ESY3_g31906_DN3_SP0_c0.t1, ESY3_g31905_DN3_SP3_c0.t1	Roisl.0046s0768.1.p, Roisl.0053s0099.1.p
OG0007133	ESY1_g9177_DN3_SP8_c0.t1	Roisl.0046s0762.1.p
OG0007134	ESY1_g9106_DN3_SP0_c10.t1	Roisl.0046s0737.1.p
OG0007135	ESY1_g8865_DN3_SP2_c0.t1	Roisl.0046s0708.1.p
OG0007136	ESY1_g9379_DN3_SP0_c0.t1, ESY1_g8774_DN3_SP1_c0.t1	Roisl.0046s0701.1.p
OG0007137	ESY10_g14664_DN3_SP0_c0.t1	Roisl.0011s0006.1.p
OG0007138	ESY10_g14646_DN3_SP2_c0.t1	Roisl.0011s0022.1.p
OG0007139	ESY4_g24371_DN2_SP0_c0.t1	Roisl.0044s0108.1.p, Roisl.0019s0034.1.p
OG0007140	ESY10_g14568_DN3_SP7_c0.t1	Roisl.0011s0072.1.p
OG0007141	ESY10_g14439_DN3_SP1_c0.t1	Roisl.0011s0130.1.p
OG0007142	ESY9_g45123_DN1_SP0_c0.t1	Roisl.0017s0144.1.p
OG0007143	ESY10_g14979_DN3_SP5_c0.t1	Roisl.0005s0116.1.p
OG0007144	ESY2_g35038_DN3_SP3_c0.t1	Roisl.0004s0084.1.p
OG0007146	ESY7_g17141_DN3_SP0_c0.t1	Roisl.0210s1464.1.p
OG0007147	ESY7_g17167_DN1_SP7_c0.t1	Roisl.0210s1442.1.p
OG0007148	ESY7_g17169_DN3_SP3_c0.t1	Roisl.0210s1440.1.p
OG0007149	ESY7_g17194_DN3_SP5_c0.t1	Roisl.0210s1423.1.p
OG0007150	ESY7_g17206_DN3_SP0_c0.t1	Roisl.0210s1418.1.p
OG0007151	ESY7_g17237_DN3_SP8_c0.t1	Roisl.0210s1396.1.p
OG0007152	ESY7_g17253_DN3_SP6_c0.t1	Roisl.0210s1381.1.p
OG0007153	ESY7_g17280_DN2_SP5_c0.t1	Roisl.0210s1358.1.p
OG0007154	ESY7_g17281_DN3_SP6_c17.t1	Roisl.0210s1357.1.p
OG0007155	ESY7_g17287_DN3_SP8_c0.t1	Roisl.0210s1351.1.p
OG0007156	ESY7_g17300_DN3_SP0_c0.t1	Roisl.0210s1344.1.p
OG0007157	ESY7_g17319_DN3_SP1_c0.t1	Roisl.0210s1329.1.p
OG0007158	ESY7_g17354_DN3_SP4_c0.t1	Roisl.0210s1310.1.p
OG0007159	ESY4_g26605_DN2_SP0_c0.t1	Roisl.0054s0021.1.p
OG0007160	ESY7_g17401_DN3_SP7_c0.t1	Roisl.0210s1278.1.p
OG0007161	ESY7_g17410_DN3_SP1_c0.t1	Roisl.0210s1271.1.p
OG0007162	ESY7_g17433_DN3_SP0_c0.t1	Roisl.0210s1254.1.p
OG0007163	ESY7_g17436_DN3_SP0_c0.t1	Roisl.0210s1252.1.p
OG0007164	ESY7_g17476_DN3_SP0_c0.t1	Roisl.0210s1226.1.p
OG0007165	ESY7_g17524_DN3_SP0_c0.t1	Roisl.0210s1205.1.p
OG0007166	ESY7_g17531_DN3_SP6_c0.t1	Roisl.0210s1198.1.p
OG0007167	ESY7_g17532_DN3_SP2_c0.t1	Roisl.0210s1197.1.p
OG0007168	ESY7_g17540_DN3_SP5_c0.t1	Roisl.0210s1193.1.p
OG0007169	ESY7_g17555_DN3_SP3_c0.t1	Roisl.0210s1183.1.p
OG0007170	ESY7_g17560_DN3_SP7_c0.t1	Roisl.0210s1177.1.p
OG0007172	ESY18_g64062_DN2_SP0_c0.t1	Roisl.0057s0016.1.p
OG0007173	ESY7_g17637_DN3_SP8_c0.t1	Roisl.0210s1125.1.p
OG0007174	ESY7_g17638_DN3_SP0_c0.t1	Roisl.0210s1124.1.p
OG0007175	ESY7_g17641_DN3_SP7_c0.t1	Roisl.0210s1122.1.p
OG0007176	ESY7_g17658_DN1_SP1_c0.t1	Roisl.0210s1111.1.p
OG0007177	ESY7_g17667_DN3_SP0_c0.t1, ESY12_g52227_DN2_SP0_c0.t1, ESY12_g52226_DN2_SP0_c0.t1	Roisl.0210s1105.1.p
OG0007178	ESY7_g17670_DN3_SP1_c0.t1	Roisl.0210s1102.1.p
OG0007179	ESY7_g17673_DN3_SP0_c0.t1	Roisl.0210s1100.1.p
OG0007180	ESY7_g17675_DN3_SP8_c0.t1	Roisl.0210s1098.1.p
OG0007181	ESY7_g17677_DN3_SP0_c0.t1	Roisl.0210s1096.1.p
OG0007182	ESY7_g17678_DN3_SP0_c4.t1	Roisl.0210s1095.1.p
OG0007183	ESY7_g17705_DN3_SP3_c0.t1	Roisl.0210s1072.1.p
OG0007184	ESY7_g17711_DN3_SP5_c0.t1	Roisl.0210s1068.1.p
OG0007185	ESY7_g17713_DN3_SP8_c0.t1	Roisl.0210s1067.1.p
OG0007186	ESY7_g17720_DN3_SP8_c0.t1	Roisl.0210s1061.1.p
OG0007187	ESY7_g17721_DN3_SP8_c0.t1	Roisl.0210s1060.1.p
OG0007188	ESY15_g64381_DN2_SP0_c0.t1	Roisl.0036s0063.1.p
OG0007189	ESY7_g17731_DN3_SP5_c0.t1, ESY8_g58920_DN3_SP0_c0.t1	Roisl.0210s1052.1.p
OG0007190	ESY7_g17739_DN3_SP0_c0.t1	Roisl.0210s1046.1.p
OG0007191	ESY7_g17740_DN3_SP8_c0.t1	Roisl.0210s1045.1.p
OG0007192	ESY7_g17765_DN3_SP8_c0.t1	Roisl.0210s1033.1.p
OG0007193	ESY7_g18428_DN3_SP8_c0.t1	Roisl.0210s1020.1.p
OG0007194	ESY6_g48095_DN3_SP0_c0.t1	Roisl.0080s0753.1.p
OG0007195	ESY7_g18399_DN3_SP6_c0.t1	Roisl.0210s0996.1.p
OG0007196	ESY7_g18392_DN3_SP8_c0.t1	Roisl.0210s0992.1.p
OG0007197	ESY7_g18346_DN3_SP2_c0.t1	Roisl.0210s0962.1.p
OG0007198	ESY7_g18299_DN3_SP0_c0.t1	Roisl.0210s0936.1.p
OG0007199	ESY7_g18291_DN3_SP8_c0.t1	Roisl.0210s0929.1.p
OG0007200	ESY7_g18270_DN2_SP0_c0.t1	Roisl.0210s0919.1.p
OG0007201	ESY2_g34584_DN2_SP0_c0.t1	Roisl.0184s0203.1.p, Roisl.0184s0204.1.p
OG0007202	ESY7_g18243_DN2_SP0_c0.t1, ESY4_g25767_DN2_SP0_c0.t1	Roisl.0210s0899.1.p
OG0007203	ESY7_g18191_DN3_SP8_c0.t1	Roisl.0210s0865.1.p
OG0007204	ESY7_g18184_DN3_SP0_c0.t1	Roisl.0210s0861.1.p
OG0007205	ESY13_g57255_DN2_SP0_c0.t1	Roisl.0008s0238.1.p
OG0007206	ESY7_g18167_DN3_SP8_c0.t1	Roisl.0210s0851.1.p
OG0007207	ESY7_g18069_DN3_SP0_c0.t1	Roisl.0210s0782.1.p
OG0007208	ESY7_g18061_DN3_SP6_c0.t1	Roisl.0210s0776.1.p
OG0007209	ESY18_g63403_DN3_SP0_c0.t1	Roisl.0014s0006.1.p
OG0007210	ESY7_g18044_DN3_SP7_c0.t1	Roisl.0210s0767.1.p
OG0007211	ESY7_g18004_DN3_SP1_c0.t1	Roisl.0210s0749.1.p
OG0007212	ESY7_g17982_DN3_SP6_c0.t1	Roisl.0210s0732.1.p
OG0007213	ESY7_g17978_DN3_SP0_c0.t1	Roisl.0210s0728.1.p
OG0007214	ESY7_g17961_DN3_SP8_c0.t1	Roisl.0210s0721.1.p
OG0007215	ESY7_g17924_DN3_SP7_c0.t1	Roisl.0210s0695.1.p
OG0007216	ESY7_g17866_DN3_SP8_c15.t1	Roisl.0210s0663.1.p
OG0007217	ESY7_g17811_DN2_SP0_c0.t1	Roisl.0210s0640.1.p
OG0007218	ESY7_g17783_DN3_SP0_c0.t1	Roisl.0210s0615.1.p
OG0007219	ESY7_g17766_DN3_SP3_c0.t1	Roisl.0210s0606.1.p
OG0007220	ESY7_g18673_DN2_SP0_c0.t1	Roisl.0210s0578.1.p
OG0007221	ESY7_g18649_DN3_SP8_c0.t1	Roisl.0210s0559.1.p
OG0007222	ESY7_g18645_DN2_SP0_c0.t1	Roisl.0210s0555.1.p
OG0007223	ESY7_g18612_DN3_SP8_c0.t1	Roisl.0210s0531.1.p
OG0007224	ESY8_g58345_DN3_SP0_c0.t1	Roisl.0082s0380.1.p
OG0007225	ESY8_g58320_DN3_SP7_c0.t1	Roisl.0082s0360.1.p
OG0007226	ESY8_g58319_DN3_SP0_c0.t1	Roisl.0082s0359.1.p
OG0007227	ESY8_g58300_DN3_SP8_c0.t1	Roisl.0082s0346.1.p
OG0007228	ESY13_g56861_DN3_SP8_c0.t1	Roisl.0022s0148.1.p
OG0007229	ESY13_g56940_DN3_SP0_c0.t1	Roisl.0022s0130.1.p
OG0007230	ESY13_g57034_DN3_SP0_c29.t1	Roisl.0022s0112.1.p
OG0007231	ESY8_g59149_DN3_SP7_c0.t1	Roisl.0010s0036.1.p
OG0007232	ESY8_g59107_DN3_SP1_c0.t1	Roisl.0029s0016.1.p
OG0007233	ESY8_g59081_DN3_SP0_c0.t1	Roisl.0046s0667.1.p
OG0007234	ESY8_g59055_DN3_SP3_c0.t1	Roisl.0204s0099.1.p
OG0007235	ESY4_g25524_DN3_SP0_c0.t1	Roisl.0204s0077.1.p
OG0007236	ESY8_g59028_DN3_SP1_c0.t1	Roisl.0204s0062.1.p
OG0007237	ESY8_g59011_DN3_SP0_c0.t1	Roisl.0204s0030.1.p
OG0007238	ESY8_g58994_DN3_SP2_c0.t1	Roisl.0193s0025.1.p
OG0007239	ESY8_g58945_DN3_SP8_c0.t1	Roisl.0082s0589.1.p
OG0007240	ESY8_g58930_DN1_SP0_c0.t1	Roisl.0082s0600.1.p
OG0007241	ESY8_g58925_DN3_SP7_c0.t1	Roisl.0082s0606.1.p
OG0007242	ESY8_g58902_DN3_SP3_c0.t1	Roisl.0082s0627.1.p
OG0007243	ESY8_g58863_DN3_SP8_c0.t1	Roisl.0082s0657.1.p
OG0007244	ESY8_g58858_DN3_SP0_c0.t1	Roisl.0082s0664.1.p
OG0007245	ESY8_g58832_DN3_SP7_c0.t1	Roisl.0082s0690.1.p
OG0007246	ESY8_g58831_DN2_SP4_c0.t1	Roisl.0082s0691.1.p
OG0007247	ESY8_g58749_DN3_SP0_c0.t1	Roisl.0082s0758.1.p
OG0007248	ESY8_g58748_DN3_SP0_c0.t1	Roisl.0082s0759.1.p
OG0007249	ESY8_g58714_DN3_SP0_c0.t1	Roisl.0033s0018.1.p
OG0007250	ESY8_g58706_DN3_SP0_c0.t1	Roisl.0033s0023.1.p
OG0007251	ESY6_g49013_DN3_SP0_c0.t1	Roisl.0210s1919.1.p
OG0007252	ESY8_g58660_DN2_SP1_c0.t1	Roisl.0033s0055.1.p
OG0007253	ESY8_g58614_DN2_SP0_c0.t1	Roisl.0033s0069.1.p
OG0007254	ESY8_g58504_DN3_SP0_c0.t1	Roisl.0033s0149.1.p
OG0007255	ESY8_g58510_DN3_SP8_c5.t1	Roisl.0033s0148.1.p
OG0007256	ESY8_g58526_DN3_SP0_c0.t1	Roisl.0033s0130.1.p
OG0007257	ESY8_g58481_DN3_SP2_c0.t1	Roisl.0017s0523.1.p
OG0007258	ESY8_g59123_DN3_SP0_c0.t1, ESY8_g58458_DN3_SP7_c0.t1	Roisl.0017s0514.1.p
OG0007259	ESY8_g58359_DN2_SP0_c0.t1	Roisl.0017s0446.1.p
OG0007260	ESY20_g12681_DN3_SP0_c0.t1	Roisl.0028s0633.1.p
OG0007261	ESY20_g13343_DN3_SP0_c0.t1	Roisl.0028s0620.1.p
OG0007262	ESY20_g13336_DN3_SP8_c0.t1	Roisl.0017s0420.1.p
OG0007263	ESY20_g12711_DN3_SP6_c31.t1	Roisl.0028s0654.1.p
OG0007264	ESY20_g12740_DN3_SP0_c0.t1, ESY20_g12741_DN3_SP0_c0.t1, ESY20_g12730_DN3_SP0_c0.t1	Roisl.0028s0674.1.p
OG0007265	ESY20_g12744_DN3_SP1_c4.t1	Roisl.0028s0678.1.p
OG0007267	ESY20_g12754_DN3_SP0_c0.t1, ESY20_g12753_DN2_SP0_c0.t1	Roisl.0028s0685.1.p
OG0007268	ESY20_g12783_DN3_SP8_c0.t1	Roisl.0028s0702.1.p
OG0007269	ESY20_g12833_DN3_SP0_c0.t1	Roisl.0028s0733.1.p
OG0007270	ESY20_g12836_DN2_SP0_c0.t1	Roisl.0028s0736.1.p
OG0007271	ESY8_g58126_DN3_SP0_c0.t1	Roisl.0012s0198.1.p
OG0007272	ESY8_g58198_DN3_SP0_c0.t1	Roisl.0012s0237.1.p
OG0007273	ESY7_g18642_DN3_SP0_c0.t1	Roisl.0022s0162.1.p
OG0007274	ESY13_g56428_DN3_SP7_c0.t1	Roisl.0022s0176.1.p
OG0007275	ESY13_g56679_DN3_SP0_c0.t1	Roisl.0022s0212.1.p
OG0007276	ESY7_g16215_DN3_SP0_c0.t1	Roisl.0022s0223.1.p
OG0007277	ESY4_g22048_DN2_SP3_c0.t1	Roisl.0013s0229.1.p
OG0007278	ESY4_g21964_DN3_SP2_c0.t1	Roisl.0066s0332.1.p
OG0007279	ESY4_g22236_DN3_SP2_c0.t1	Roisl.0066s0360.1.p
OG0007280	ESY4_g22421_DN3_SP1_c0.t1	Roisl.0066s0334.1.p
OG0007281	ESY4_g22422_DN3_SP8_c0.t1	Roisl.0066s0335.1.p
OG0007282	ESY2_g35209_DN2_SP0_c0.t1	Roisl.0213s0035.1.p
OG0007283	ESY4_g22889_DN3_SP8_c0.t1	Roisl.0213s0056.1.p
OG0007284	ESY4_g22632_DN3_SP3_c0.t1	Roisl.0213s0068.1.p
OG0007286	ESY7_g16620_DN3_SP0_c0.t1, ESY7_g16579_DN3_SP0_c0.t1	Roisl.0053s0389.1.p, Roisl.0213s0125.1.p
OG0007287	ESY4_g23043_DN3_SP8_c0.t1	Roisl.0213s0158.1.p
OG0007288	ESY4_g23045_DN2_SP0_c0.t1	Roisl.0213s0160.1.p
OG0007289	ESY4_g23079_DN3_SP0_c0.t1	Roisl.0213s0170.1.p
OG0007290	ESY3_g31537_DN3_SP0_c0.t1	Roisl.0213s0179.1.p
OG0007292	ESY7_g17761_DN2_SP2_c0.t1	Roisl.0213s0268.1.p
OG0007293	ESY4_g23555_DN3_SP0_c0.t1	Roisl.0213s0285.1.p
OG0007294	ESY4_g23575_DN3_SP8_c0.t1	Roisl.0213s0291.1.p
OG0007295	ESY4_g23638_DN3_SP0_c0.t1	Roisl.0213s0295.1.p
OG0007296	ESY4_g23658_DN3_SP8_c0.t1	Roisl.0213s0303.1.p
OG0007297	ESY9_g45599_DN3_SP8_c0.t1	Roisl.0213s0310.1.p
OG0007298	ESY9_g43242_DN3_SP0_c0.t1	Roisl.0213s0333.1.p
OG0007299	ESY16_g62221_DN3_SP8_c0.t1, ESY4_g23779_DN3_SP0_c0.t1	Roisl.0213s0339.1.p
OG0007300	ESY16_g62041_DN3_SP0_c0.t1	Roisl.0213s0361.1.p
OG0007301	ESY16_g62040_DN2_SP0_c0.t1	Roisl.0213s0362.1.p
OG0007302	ESY16_g62016_DN2_SP4_c0.t1	Roisl.0213s0379.1.p
OG0007303	ESY16_g61957_DN3_SP0_c0.t1	Roisl.0213s0413.1.p, Roisl.0213s0409.1.p
OG0007304	ESY16_g61927_DN3_SP0_c0.t1	Roisl.0213s0420.1.p
OG0007305	ESY16_g61905_DN3_SP0_c0.t1	Roisl.0213s0434.1.p
OG0007307	ESY16_g61763_DN3_SP7_c0.t1	Roisl.0213s0500.1.p
OG0007308	ESY16_g61758_DN3_SP8_c0.t1	Roisl.0213s0505.1.p
OG0007309	ESY16_g61743_DN3_SP6_c0.t1	Roisl.0209s0204.1.p
OG0007310	ESY16_g61703_DN3_SP7_c0.t1	Roisl.0209s0183.1.p
OG0007311	ESY16_g61691_DN3_SP8_c0.t1	Roisl.0209s0177.1.p
OG0007312	ESY10_g14372_DN3_SP8_c0.t1	Roisl.0011s0155.1.p
OG0007313	ESY10_g14316_DN3_SP8_c0.t1	Roisl.0011s0190.1.p
OG0007314	ESY10_g14309_DN3_SP1_c0.t1	Roisl.0011s0193.1.p
OG0007315	ESY10_g14294_DN3_SP0_c0.t1	Roisl.0011s0206.1.p
OG0007316	ESY10_g14229_DN3_SP3_c0.t1	Roisl.0011s0241.1.p
OG0007317	ESY6_g50317_DN3_SP8_c0.t1	Roisl.0024s0602.1.p
OG0007318	ESY6_g50379_DN3_SP8_c0.t1	Roisl.0024s0544.1.p
OG0007319	ESY6_g50400_DN3_SP0_c0.t1	Roisl.0024s0528.1.p
OG0007320	ESY6_g50402_DN3_SP8_c0.t1	Roisl.0024s0526.1.p
OG0007321	ESY4_g23940_DN2_SP7_c0.t1	Roisl.0022s0498.1.p
OG0007323	ESY6_g50452_DN3_SP0_c22.t1	Roisl.0024s0476.1.p
OG0007324	ESY5_g2978_DN3_SP0_c0.t1, ESY6_g50465_DN3_SP0_c0.t1	Roisl.0024s0465.1.p
OG0007325	ESY6_g50466_DN3_SP8_c0.t1	Roisl.0024s0464.1.p
OG0007326	ESY6_g50496_DN3_SP8_c0.t1	Roisl.0024s0443.1.p
OG0007327	ESY6_g50510_DN2_SP0_c0.t1	Roisl.0024s0427.1.p
OG0007328	ESY6_g50515_DN3_SP8_c0.t1	Roisl.0024s0422.1.p
OG0007329	ESY6_g50554_DN3_SP8_c0.t1	Roisl.0024s0398.1.p
OG0007330	ESY6_g50613_DN3_SP8_c0.t1	Roisl.0024s0369.1.p
OG0007331	ESY6_g50615_DN3_SP6_c0.t1	Roisl.0024s0366.1.p
OG0007332	ESY6_g50632_DN3_SP8_c0.t1	Roisl.0024s0352.1.p
OG0007333	ESY2_g35229_DN3_SP0_c0.t1, ESY6_g50666_DN3_SP0_c0.t1	Roisl.0024s0337.1.p
OG0007334	ESY6_g50673_DN3_SP0_c0.t1	Roisl.0024s0330.1.p
OG0007335	ESY6_g50678_DN3_SP0_c0.t1	Roisl.0024s0326.1.p
OG0007336	ESY6_g50680_DN3_SP0_c0.t1	Roisl.0024s0325.1.p
OG0007337	ESY6_g50689_DN3_SP0_c0.t1	Roisl.0024s0320.1.p
OG0007338	ESY6_g50695_DN3_SP0_c0.t1	Roisl.0024s0316.1.p
OG0007339	ESY6_g50722_DN3_SP8_c0.t1	Roisl.0024s0293.1.p
OG0007340	ESY6_g50738_DN3_SP0_c0.t1	Roisl.0024s0280.1.p
OG0007341	ESY6_g49595_DN3_SP8_c0.t1	Roisl.0024s0278.1.p
OG0007342	ESY5_g3536_DN3_SP0_c0.t1, ESY6_g49605_DN3_SP0_c0.t1, ESY6_g49606_DN3_SP0_c0.t1	Roisl.0024s0268.1.p
OG0007343	ESY6_g49619_DN3_SP8_c0.t1	Roisl.0024s0261.1.p
OG0007344	ESY6_g49623_DN3_SP7_c0.t1	Roisl.0024s0257.1.p
OG0007345	ESY6_g49726_DN3_SP7_c0.t1	Roisl.0024s0195.1.p
OG0007346	ESY6_g49728_DN3_SP2_c0.t1	Roisl.0024s0193.1.p
OG0007347	ESY6_g49744_DN3_SP8_c0.t1	Roisl.0024s0189.1.p
OG0007348	ESY6_g49745_DN3_SP0_c0.t1	Roisl.0024s0188.1.p
OG0007349	ESY6_g49750_DN3_SP0_c0.t1	Roisl.0024s0184.1.p
OG0007350	ESY6_g49822_DN3_SP0_c0.t1	Roisl.0024s0146.1.p
OG0007351	ESY6_g49361_DN3_SP0_c0.t1	Roisl.0080s0001.1.p
OG0007352	ESY6_g49362_DN3_SP0_c0.t1	Roisl.0080s0002.1.p
OG0007353	ESY6_g49379_DN3_SP5_c11.t1	Roisl.0080s0019.1.p
OG0007354	ESY6_g49425_DN3_SP2_c0.t1, ESY6_g49489_DN2_SP0_c0.t1	Roisl.0080s0055.1.p
OG0007355	ESY27_g13584_DN3_SP0_c0.t1	Roisl.0075s0096.1.p
OG0007356	ESY6_g49470_DN3_SP0_c0.t1	Roisl.0080s0084.1.p
OG0007357	ESY6_g49477_DN3_SP0_c0.t1	Roisl.0080s0091.1.p
OG0007358	ESY6_g49482_DN3_SP0_c0.t1	Roisl.0080s0096.1.p
OG0007359	ESY6_g49485_DN3_SP8_c7.t1, ESY24_g32911_DN2_SP0_c0.t1	Roisl.0080s0100.1.p
OG0007360	ESY6_g49521_DN2_SP0_c0.t1	Roisl.0080s0121.1.p
OG0007361	ESY6_g49565_DN3_SP0_c0.t1	Roisl.0080s0156.1.p
OG0007362	ESY6_g49580_DN3_SP3_c0.t1	Roisl.0080s0170.1.p
OG0007363	ESY6_g49582_DN3_SP8_c0.t1	Roisl.0080s0171.1.p
OG0007364	ESY6_g50204_DN3_SP0_c0.t1	Roisl.0210s1975.1.p
