Orthogroup	Euclidium_syriacum	Capsella_rubella
OG0006846	ESY7_g16975_DN3_SP0_c0.t1	XP_006287474.1
OG0006847	ESY7_g17032_DN3_SP7_c0.t1	XP_006287778.1
OG0006848	ESY7_g17060_DN3_SP8_c0.t1	XP_006286525.1
OG0006849	ESY15_g64225_DN3_SP8_c50.t1	XP_006280043.1
OG0006850	ESY10_g15823_DN3_SP8_c0.t1, ESY1_g6677_DN3_SP0_c0.t1	XP_006287954.1
OG0006851	ESY15_g64748_DN3_SP1_c0.t1	XP_023636600.1
OG0006852	ESY1_g10401_DN3_SP0_c0.t1	XP_006291053.1
OG0006854	ESY1_g10342_DN3_SP5_c0.t1	XP_006291251.2
OG0006855	ESY1_g10321_DN3_SP0_c0.t1	XP_006291350.1
OG0006856	ESY1_g10317_DN3_SP8_c0.t1	XP_006292069.1
OG0006857	ESY1_g10315_DN3_SP6_c0.t1	XP_006297966.1
OG0006858	ESY1_g10160_DN3_SP8_c0.t1	XP_006292791.1
OG0006860	ESY1_g10139_DN3_SP8_c0.t1	XP_006290733.1
OG0006861	ESY1_g10133_DN3_SP5_c0.t1	XP_006291098.1
OG0006862	ESY5_g5513_DN3_SP0_c0.t1, ESY5_g5512_DN3_SP0_c0.t1, ESY5_g5514_DN3_SP0_c0.t1	XP_006305388.1
OG0006863	ESY5_g5510_DN3_SP0_c0.t1	XP_006307571.1
OG0006864	ESY5_g5494_DN3_SP0_c0.t1	XP_023645957.1
OG0006865	ESY5_g5452_DN3_SP7_c0.t1	XP_006305651.1
OG0006866	ESY5_g5396_DN3_SP2_c0.t1	XP_006307364.1
OG0006867	ESY5_g5358_DN3_SP6_c0.t1	XP_006305482.1
OG0006868	ESY5_g5284_DN3_SP0_c0.t1	XP_006304742.1, XP_006279280.2
OG0006869	ESY5_g5266_DN3_SP6_c0.t1, ESY5_g5254_DN3_SP0_c0.t1	XP_006307347.1
OG0006870	ESY5_g5243_DN3_SP7_c0.t1	XP_006307040.1
OG0006871	ESY5_g5147_DN2_SP0_c7.t1	XP_006305751.2
OG0006872	ESY5_g5045_DN3_SP0_c0.t1	XP_006306530.1
OG0006873	ESY11_g53677_DN1_SP0_c0.t1	XP_006299551.1
OG0006874	ESY5_g4973_DN3_SP0_c0.t1	XP_006304991.2
OG0006875	ESY5_g4962_DN3_SP0_c0.t1	XP_023645916.1
OG0006876	ESY5_g4952_DN3_SP8_c0.t1	XP_006305438.1
OG0006877	ESY2_g33528_DN3_SP0_c0.t1	XP_006292041.1
OG0006878	ESY5_g4914_DN3_SP0_c0.t1	XP_023644965.1
OG0006879	ESY5_g4878_DN3_SP0_c0.t1	XP_006306927.1
OG0006880	ESY5_g4848_DN3_SP8_c0.t1	XP_006305430.2
OG0006881	ESY5_g4785_DN3_SP0_c0.t1	XP_006305378.1
OG0006882	ESY5_g4718_DN3_SP8_c15.t1	XP_006306294.1
OG0006883	ESY5_g4715_DN3_SP0_c0.t1	XP_006306469.1
OG0006884	ESY5_g4668_DN3_SP0_c11.t1, ESY5_g4667_DN3_SP0_c14.t1, ESY5_g4666_DN3_SP0_c10.t1, ESY5_g4665_DN3_SP7_c11.t1	XP_023644927.1
OG0006885	ESY5_g4654_DN3_SP4_c0.t1	XP_006306182.1
OG0006886	ESY5_g4622_DN3_SP0_c0.t1	XP_006304582.1
OG0006887	ESY5_g4605_DN3_SP6_c0.t1	XP_006306669.1
OG0006888	ESY5_g4602_DN3_SP0_c0.t1	XP_006306409.1
OG0006889	ESY13_g57181_DN3_SP2_c0.t1	XP_006285371.1
OG0006890	ESY5_g4427_DN3_SP0_c0.t1	XP_006303231.1
OG0006891	ESY5_g3095_DN3_SP8_c0.t1	XP_006307337.2
OG0006892	ESY5_g3109_DN2_SP3_c0.t1	XP_006305247.1
OG0006893	ESY5_g3132_DN3_SP5_c0.t1	XP_006305148.1
OG0006894	ESY5_g3145_DN3_SP0_c0.t1	XP_006304289.1
OG0006895	ESY5_g3200_DN3_SP0_c0.t1	XP_023644669.1
OG0006896	ESY5_g3211_DN3_SP0_c0.t1	XP_006306754.2
OG0006897	ESY5_g3224_DN3_SP0_c0.t1	XP_023644972.1, XP_023644973.1
OG0006898	ESY5_g3249_DN3_SP0_c0.t1, ESY5_g3252_DN3_SP0_c0.t1	XP_006303256.1
OG0006899	ESY5_g3279_DN3_SP0_c0.t1	XP_006305687.1
OG0006900	ESY5_g3349_DN3_SP5_c0.t1	XP_006305720.1
OG0006901	ESY5_g3395_DN3_SP8_c0.t1	XP_006307275.1
OG0006902	ESY5_g3422_DN3_SP0_c0.t1	XP_006304245.1
OG0006903	ESY5_g3474_DN3_SP5_c0.t1, ESY2_g34065_DN3_SP1_c0.t1	XP_006302693.1
OG0006904	ESY5_g3491_DN3_SP7_c0.t1, ESY2_g34028_DN3_SP0_c0.t1	XP_023644774.1
OG0006905	ESY5_g3541_DN3_SP0_c0.t1	XP_006304259.1
OG0006906	ESY5_g3586_DN3_SP0_c0.t1	XP_006303554.1
OG0006907	ESY5_g3614_DN3_SP0_c0.t1, ESY5_g3608_DN3_SP0_c0.t1	XP_006307556.1
OG0006908	ESY5_g3617_DN3_SP7_c0.t1	XP_006304047.1
OG0006909	ESY5_g3621_DN3_SP0_c0.t1, ESY5_g3627_DN3_SP0_c0.t1	XP_006305358.1
OG0006910	ESY5_g3635_DN3_SP8_c0.t1, ESY9_g43650_DN3_SP0_c0.t1	XP_006307247.1
OG0006912	ESY5_g3696_DN3_SP0_c0.t1	XP_006307273.1
OG0006913	ESY5_g3702_DN3_SP0_c0.t1	XP_006306217.1
OG0006914	ESY5_g3718_DN3_SP0_c7.t1	XP_006304774.1
OG0006916	ESY5_g3767_DN3_SP8_c0.t1	XP_006307075.1
OG0006917	ESY5_g3787_DN3_SP8_c0.t1	XP_006305002.1
OG0006918	ESY5_g3799_DN3_SP8_c0.t1	XP_006305499.1
OG0006919	ESY20_g12921_DN3_SP1_c21.t1	XP_006286453.1
OG0006920	ESY5_g3833_DN3_SP0_c0.t1	XP_023633148.1
OG0006921	ESY5_g3882_DN3_SP4_c0.t1	XP_006306102.1
OG0006922	ESY5_g2577_DN3_SP0_c0.t1	XP_006303934.1
OG0006923	ESY5_g2696_DN3_SP6_c0.t1	XP_006307257.1
OG0006924	ESY5_g2719_DN3_SP6_c0.t1	XP_006307639.1
OG0006925	ESY5_g2720_DN3_SP0_c0.t1	XP_006306963.1
OG0006926	ESY5_g2726_DN3_SP7_c0.t1	XP_006303969.1
OG0006927	ESY5_g2790_DN3_SP3_c9.t1	XP_006307552.1
OG0006928	ESY5_g2822_DN3_SP2_c0.t1	XP_006307428.1
OG0006929	ESY5_g2850_DN3_SP1_c0.t1	XP_006306626.1
OG0006930	ESY5_g2851_DN3_SP8_c0.t1	XP_006307707.2
OG0006931	ESY5_g2878_DN3_SP0_c0.t1	XP_006303368.1
OG0006932	ESY5_g2892_DN3_SP1_c0.t1	XP_006305733.1
OG0006933	ESY5_g2912_DN3_SP4_c0.t1	XP_006305625.1
OG0006934	ESY5_g2922_DN3_SP0_c0.t1	XP_006304045.2
OG0006935	ESY5_g2965_DN3_SP3_c0.t1	XP_006306593.1
OG0006936	ESY5_g2971_DN3_SP8_c0.t1	XP_006303285.1
OG0006937	ESY5_g3001_DN3_SP8_c0.t1	XP_006306900.2
OG0006938	ESY5_g3025_DN3_SP8_c0.t1	XP_006307669.1
OG0006939	ESY21_g55613_DN3_SP8_c0.t1	XP_023638072.1, XP_023638724.1
OG0006940	ESY3_g29922_DN3_SP0_c0.t1, ESY5_g4398_DN3_SP0_c0.t1	XP_006305740.1
OG0006941	ESY5_g4393_DN3_SP8_c0.t1	XP_006307037.2
OG0006942	ESY5_g4355_DN3_SP0_c0.t1	XP_006305593.1
OG0006943	ESY5_g4335_DN2_SP0_c0.t1	XP_006305861.1
OG0006944	ESY5_g4293_DN3_SP0_c0.t1	XP_006304112.1
OG0006945	ESY5_g4283_DN3_SP0_c0.t1, ESY6_g49004_DN3_SP0_c0.t1	XP_006304882.1
OG0006946	ESY9_g43057_DN2_SP0_c0.t1, ESY1_g11740_DN3_SP0_c0.t1, ESY5_g4269_DN1_SP0_c0.t1	XP_006304496.1
OG0006947	ESY5_g4267_DN3_SP0_c0.t1	XP_006306770.1
OG0006948	ESY5_g4266_DN3_SP8_c0.t1	XP_006306902.1
OG0006949	ESY5_g4256_DN3_SP5_c0.t1	XP_006303242.1
OG0006950	ESY12_g51533_DN3_SP3_c0.t1	XP_006305456.1
OG0006951	ESY5_g4198_DN3_SP0_c0.t1	XP_006291271.1
OG0006952	ESY5_g4183_DN3_SP2_c0.t1	XP_023632786.1
OG0006953	ESY5_g4144_DN3_SP7_c3.t1	XP_006304758.1
OG0006954	ESY5_g4093_DN3_SP8_c0.t1	XP_006306645.1
OG0006955	ESY5_g4060_DN3_SP0_c0.t1	XP_006304325.1
OG0006956	ESY5_g4052_DN3_SP0_c0.t1	XP_006306267.1
OG0006957	ESY5_g3975_DN3_SP0_c0.t1	XP_006304433.1
OG0006959	ESY5_g3911_DN3_SP0_c0.t1	XP_023645538.1
OG0006961	ESY5_g2556_DN2_SP0_c0.t1	XP_006305547.1
OG0006962	ESY5_g2464_DN3_SP8_c0.t1	XP_006307400.1
OG0006963	ESY5_g2458_DN3_SP8_c0.t1	XP_006307452.1
OG0006964	ESY5_g2390_DN3_SP2_c0.t1	XP_006304209.1
OG0006965	ESY5_g2385_DN3_SP6_c0.t1	XP_006307634.1
OG0006967	ESY5_g2358_DN3_SP0_c0.t1	XP_023632744.1
OG0006968	ESY3_g32309_DN3_SP0_c0.t1, ESY7_g16738_DN3_SP8_c0.t1	XP_006279912.1
OG0006969	ESY17_g39268_DN1_SP0_c0.t1	XP_006285415.1
OG0006970	ESY2_g35720_DN3_SP4_c0.t1	XP_006302855.1
OG0006971	ESY2_g35662_DN3_SP8_c0.t1	XP_023642977.1, XP_006301610.2
OG0006972	ESY2_g35630_DN3_SP0_c0.t1	XP_023632730.1, XP_006300583.1
OG0006973	ESY2_g35486_DN3_SP0_c0.t1	XP_006303019.1
OG0006974	ESY23_g425_DN3_SP8_c0.t1	XP_006283265.1
OG0006975	ESY23_g450_DN3_SP0_c0.t1	XP_023634790.1
OG0006976	ESY4_g25731_DN3_SP0_c0.t1	XP_006299270.2, XP_006299582.1
OG0006977	ESY2_g33564_DN3_SP0_c0.t1, ESY5_g3850_DN3_SP0_c0.t1, ESY5_g3851_DN3_SP0_c0.t1	XP_006300849.1
OG0006978	ESY2_g33592_DN3_SP0_c0.t1	XP_006301753.1
OG0006979	ESY2_g33674_DN3_SP3_c0.t1	XP_006301856.1
OG0006981	ESY2_g33813_DN3_SP5_c0.t1	XP_006300468.1
OG0006982	ESY2_g33834_DN3_SP8_c0.t1	XP_006302586.1
OG0006983	ESY13_g57669_DN3_SP8_c0.t1	XP_006305784.1
OG0006984	ESY2_g33896_DN3_SP0_c0.t1	XP_023643862.1
OG0006985	ESY8_g59626_DN3_SP0_c39.t1	XP_006302267.1, XP_023643182.1
OG0006986	ESY2_g34104_DN3_SP2_c0.t1	XP_023643805.1
OG0006987	ESY2_g33335_DN3_SP0_c0.t1	XP_006300405.1
OG0006989	ESY2_g33311_DN3_SP7_c0.t1	XP_006302733.1
OG0006990	ESY8_g59961_DN2_SP0_c0.t1, ESY2_g34321_DN2_SP0_c0.t1, ESY2_g33312_DN3_SP0_c0.t1	XP_006282859.1
OG0006991	ESY10_g15034_DN3_SP0_c0.t1	XP_006282042.1
OG0006992	ESY10_g15021_DN3_SP8_c0.t1	XP_006281627.1
OG0006993	ESY10_g14980_DN3_SP0_c0.t1	XP_006282214.1
OG0006994	ESY10_g14783_DN3_SP8_c0.t1	XP_006281644.1
OG0006995	ESY10_g14759_DN3_SP0_c0.t1	XP_006282223.1
OG0006996	ESY10_g14734_DN3_SP8_c0.t1	XP_023637083.1
OG0006997	ESY7_g16647_DN3_SP0_c0.t1	XP_006281837.1
OG0006998	ESY7_g16518_DN3_SP0_c0.t1	XP_006287564.1
OG0006999	ESY11_g54665_DN3_SP0_c0.t1, ESY34_g45717_DN3_SP1_c0.t1	XP_006284173.1
OG0007000	ESY4_g24382_DN3_SP4_c0.t1	XP_006284462.1
OG0007001	ESY2_g38310_DN3_SP0_c0.t1	XP_006306405.1
OG0007003	ESY2_g35970_DN3_SP0_c0.t1	XP_023642833.1
OG0007004	ESY2_g35964_DN3_SP8_c0.t1	XP_006300328.1
OG0007005	ESY2_g35954_DN3_SP8_c0.t1	XP_006300491.1
OG0007006	ESY4_g26931_DN3_SP7_c0.t1	XP_023634407.1
OG0007007	ESY4_g26862_DN3_SP5_c0.t1	XP_006283456.1
OG0007009	ESY4_g26789_DN3_SP0_c15.t1	XP_006282536.1
OG0007011	ESY4_g26643_DN3_SP0_c0.t1	XP_006284157.1
OG0007012	ESY4_g26579_DN3_SP5_c0.t1	XP_006284261.1
OG0007013	ESY4_g26544_DN3_SP0_c0.t1	XP_023634614.1
OG0007015	ESY4_g26459_DN3_SP0_c0.t1	XP_006283961.1
OG0007016	ESY4_g26347_DN3_SP0_c0.t1	XP_006282585.2
OG0007017	ESY4_g26305_DN3_SP5_c0.t1	XP_006284152.1
OG0007018	ESY4_g26304_DN3_SP0_c0.t1	XP_023634546.1
OG0007019	ESY4_g26187_DN3_SP8_c0.t1	XP_023634462.1
OG0007020	ESY4_g26123_DN3_SP0_c0.t1, ESY4_g26121_DN3_SP0_c0.t1	XP_006283732.1
OG0007021	ESY4_g26014_DN3_SP6_c0.t1	XP_023635449.1
OG0007022	ESY4_g25305_DN2_SP0_c0.t1	XP_006284101.1
OG0007023	ESY4_g25359_DN3_SP0_c0.t1	XP_006282468.1
OG0007024	ESY15_g64737_DN3_SP8_c0.t1	XP_006302674.1
OG0007025	ESY4_g25474_DN3_SP0_c0.t1	XP_006286414.1, XP_006283890.1
OG0007027	ESY4_g25504_DN3_SP2_c0.t1	XP_006284274.1
OG0007028	ESY4_g25544_DN3_SP8_c0.t1	XP_006283418.1
OG0007030	ESY4_g25566_DN3_SP4_c0.t1	XP_006284292.2
OG0007031	ESY4_g25094_DN1_SP0_c0.t1	XP_006283157.1
OG0007032	ESY4_g25095_DN3_SP4_c0.t1	XP_006283357.1
OG0007033	ESY4_g25272_DN3_SP5_c0.t1	XP_006284395.2
OG0007034	ESY4_g25197_DN3_SP8_c7.t1	XP_023634921.1
OG0007035	ESY4_g25195_DN3_SP0_c0.t1	XP_006283989.1
OG0007036	ESY4_g25166_DN3_SP4_c0.t1	XP_006283764.1
OG0007037	ESY4_g25152_DN3_SP0_c0.t1	XP_006282817.1
OG0007039	ESY8_g59263_DN3_SP0_c0.t1, ESY4_g25112_DN3_SP0_c0.t1	XP_006293368.1
OG0007040	ESY4_g25985_DN3_SP8_c0.t1	XP_006286081.1
OG0007041	ESY4_g25956_DN3_SP8_c0.t1	XP_006284473.1
OG0007042	ESY4_g25857_DN2_SP0_c0.t1	XP_006284796.1
OG0007043	ESY4_g25458_DN3_SP0_c0.t1, ESY4_g25459_DN2_SP0_c0.t1, ESY11_g53160_DN3_SP0_c0.t1	XP_006300115.1
OG0007044	ESY4_g25830_DN3_SP7_c0.t1	XP_006284113.1
OG0007045	ESY4_g25806_DN2_SP0_c0.t1	XP_006283689.1
OG0007046	ESY4_g25778_DN3_SP7_c0.t1	XP_006283921.1
OG0007047	ESY4_g25674_DN3_SP0_c0.t1	XP_023633721.1
OG0007048	ESY4_g25677_DN3_SP0_c0.t1	XP_023634395.1
OG0007049	ESY4_g25769_DN3_SP8_c0.t1	XP_006283036.1
OG0007050	ESY4_g25766_DN3_SP7_c0.t1	XP_006284441.1
OG0007051	ESY4_g25054_DN3_SP0_c0.t1	XP_006282718.1
OG0007052	ESY4_g25048_DN3_SP8_c0.t1	XP_006283713.1
OG0007053	ESY4_g24868_DN3_SP5_c0.t1	XP_006284442.1
OG0007054	ESY4_g24861_DN3_SP0_c0.t1	XP_006285612.1
OG0007055	ESY4_g24832_DN3_SP0_c5.t1	XP_006282988.1
OG0007056	ESY4_g24821_DN3_SP8_c0.t1	XP_006285718.1
OG0007057	ESY4_g24769_DN3_SP0_c0.t1	XP_006285443.1
OG0007058	ESY4_g24758_DN3_SP0_c0.t1	XP_023634240.1
OG0007059	ESY4_g24729_DN3_SP0_c0.t1	XP_006286217.1
OG0007060	ESY3_g28201_DN3_SP0_c0.t1	XP_006297629.1
OG0007061	ESY3_g28088_DN3_SP0_c0.t1	XP_006297061.1
OG0007062	ESY2_g35825_DN3_SP2_c0.t1	XP_006301468.2
OG0007064	ESY2_g35775_DN2_SP0_c0.t1	XP_006301256.1
OG0007065	ESY5_g2042_DN3_SP8_c0.t1	XP_006304946.1
OG0007066	ESY5_g2022_DN3_SP0_c0.t1	XP_006306890.1
OG0007067	ESY5_g1764_DN2_SP0_c0.t1	XP_006307102.1
OG0007068	ESY20_g13188_DN3_SP1_c0.t1	XP_006294756.1
OG0007069	ESY20_g13163_DN3_SP0_c0.t1	XP_006287451.1
OG0007070	ESY20_g13100_DN3_SP0_c0.t1	XP_006288169.1
OG0007071	ESY20_g13075_DN3_SP1_c0.t1	XP_006288366.1
OG0007072	ESY20_g13055_DN3_SP0_c0.t1	XP_006287527.1
OG0007073	ESY20_g13029_DN2_SP0_c0.t1	XP_006289538.2
OG0007074	ESY20_g13007_DN3_SP0_c0.t1	XP_006286999.1
OG0007075	ESY20_g12984_DN3_SP0_c0.t1	XP_023636202.1
OG0007076	ESY20_g13345_DN3_SP3_c0.t1	XP_006288584.1
OG0007077	ESY20_g13367_DN2_SP7_c0.t1	XP_006288414.1
OG0007078	ESY8_g59946_DN2_SP0_c0.t1	XP_006296024.1, XP_006296064.2
OG0007079	ESY5_g760_DN3_SP0_c0.t1	XP_023633237.1
OG0007080	ESY14_g21628_DN3_SP0_c0.t1	XP_006283057.1
OG0007081	ESY4_g23919_DN3_SP0_c0.t1	XP_006282662.2
OG0007082	ESY5_g5345_DN3_SP0_c0.t1	XP_023645619.1
OG0007084	ESY5_g4389_DN1_SP0_c0.t1	XP_006306493.1
OG0007085	ESY5_g4327_DN3_SP0_c0.t1	XP_006305422.2
OG0007086	ESY5_g2033_DN1_SP0_c0.t1	XP_023633054.1, XP_023632769.1
OG0007087	ESY5_g1367_DN3_SP0_c0.t1	XP_023632863.1, XP_006307570.1
OG0007088	ESY13_g57451_DN2_SP0_c0.t1	XP_006303472.1
OG0007089	ESY5_g749_DN3_SP8_c0.t1	XP_006305552.1
OG0007090	ESY13_g57818_DN3_SP8_c0.t1	XP_023645443.1
OG0007093	ESY2_g35819_DN3_SP0_c0.t1	XP_006302634.1
OG0007095	ESY1_g9639_DN3_SP0_c0.t1	XP_023641966.1, XP_023640840.1
OG0007096	ESY10_g14651_DN3_SP0_c0.t1	XP_023638019.1
OG0007097	ESY10_g14027_DN3_SP0_c0.t1	XP_006292736.1
OG0007098	ESY2_g34547_DN3_SP8_c0.t1	XP_006291705.1
OG0007099	ESY2_g35151_DN3_SP3_c0.t1	XP_006292203.1
OG0007100	ESY10_g15005_DN2_SP0_c0.t1	XP_006292907.1
OG0007101	ESY1_g8242_DN3_SP0_c10.t1	XP_023638993.1
OG0007102	ESY1_g10320_DN2_SP0_c0.t1	XP_023639224.1
OG0007103	ESY1_g11152_DN3_SP1_c0.t1	XP_023638546.1
OG0007105	ESY7_g17021_DN3_SP0_c0.t1	XP_006287665.1
OG0007106	ESY10_g15390_DN2_SP0_c0.t1	XP_006289762.1
OG0007107	ESY19_g41581_DN2_SP0_c0.t1	XP_006289428.1, XP_023637439.1
OG0007108	ESY18_g63164_DN3_SP0_c0.t1	XP_006286766.1
OG0007109	ESY1_g12040_DN3_SP0_c0.t1	XP_006285694.2
OG0007110	ESY13_g56220_DN2_SP0_c0.t1, ESY13_g56222_DN1_SP0_c0.t1	XP_006283906.1
OG0007111	ESY5_g5002_DN2_SP0_c0.t1	XP_023632697.1, XP_023635134.1
OG0007112	ESY9_g42801_DN3_SP8_c0.t1	XP_023633847.1
OG0007113	ESY8_g61160_DN3_SP0_c0.t1, ESY8_g61184_DN3_SP0_c0.t1	XP_023638912.1, XP_023639023.1, XP_023638801.1
OG0007115	ESY15_g64554_DN3_SP0_c0.t1	XP_006281967.1
OG0007116	ESY15_g64334_DN3_SP0_c0.t1	XP_006280509.1
OG0007128	ESY2_g33597_DN2_SP0_c0.t1, ESY2_g33568_DN3_SP0_c0.t1, ESY2_g33981_DN1_SP0_c0.t1	XP_006292742.2
OG0007129	ESY26_g42411_DN3_SP7_c0.t1	XP_006285853.1
OG0007130	ESY6_g47857_DN3_SP8_c0.t1	XP_006280648.1
OG0007131	ESY6_g49703_DN3_SP7_c0.t1	XP_006281023.1
OG0007132	ESY3_g31906_DN3_SP0_c0.t1, ESY3_g31905_DN3_SP3_c0.t1	XP_006291232.1
OG0007133	ESY1_g9177_DN3_SP8_c0.t1	XP_006291423.2
OG0007134	ESY1_g9106_DN3_SP0_c10.t1	XP_006291469.2
OG0007135	ESY1_g8865_DN3_SP2_c0.t1	XP_006291383.1
OG0007136	ESY1_g9379_DN3_SP0_c0.t1, ESY1_g8774_DN3_SP1_c0.t1	XP_006292170.1
OG0007137	ESY10_g14664_DN3_SP0_c0.t1	XP_006291708.1
OG0007138	ESY10_g14646_DN3_SP2_c0.t1	XP_023638132.1
OG0007139	ESY4_g24371_DN2_SP0_c0.t1	XP_006286015.1
OG0007140	ESY10_g14568_DN3_SP7_c0.t1	XP_006291072.1
OG0007141	ESY10_g14439_DN3_SP1_c0.t1	XP_006290683.1
OG0007142	ESY9_g45123_DN1_SP0_c0.t1	XP_006295228.2
OG0007143	ESY10_g14979_DN3_SP5_c0.t1	XP_006279629.1
OG0007144	ESY2_g35038_DN3_SP3_c0.t1	XP_023643765.1
OG0007146	ESY7_g17141_DN3_SP0_c0.t1	XP_006286395.1
OG0007147	ESY7_g17167_DN1_SP7_c0.t1	XP_006286597.1
OG0007148	ESY7_g17169_DN3_SP3_c0.t1	XP_023636878.1
OG0007149	ESY7_g17194_DN3_SP5_c0.t1	XP_006290189.1
OG0007150	ESY7_g17206_DN3_SP0_c0.t1	XP_006288645.1
OG0007151	ESY7_g17237_DN3_SP8_c0.t1	XP_006287246.1
OG0007152	ESY7_g17253_DN3_SP6_c0.t1	XP_006286654.1
OG0007153	ESY7_g17280_DN2_SP5_c0.t1	XP_006288141.1
OG0007154	ESY7_g17281_DN3_SP6_c17.t1	XP_006287270.1
OG0007155	ESY7_g17287_DN3_SP8_c0.t1	XP_006288060.1
OG0007156	ESY7_g17300_DN3_SP0_c0.t1	XP_006289384.1
OG0007157	ESY7_g17319_DN3_SP1_c0.t1	XP_006288145.1
OG0007158	ESY7_g17354_DN3_SP4_c0.t1	XP_023636472.1, XP_023643809.1
OG0007159	ESY4_g26605_DN2_SP0_c0.t1	XP_006294200.1
OG0007160	ESY7_g17401_DN3_SP7_c0.t1	XP_023637264.1
OG0007161	ESY7_g17410_DN3_SP1_c0.t1	XP_006293389.1, XP_006288753.1
OG0007162	ESY7_g17433_DN3_SP0_c0.t1	XP_023636219.1
OG0007163	ESY7_g17436_DN3_SP0_c0.t1	XP_023636222.1
OG0007164	ESY7_g17476_DN3_SP0_c0.t1	XP_006288945.1
OG0007165	ESY7_g17524_DN3_SP0_c0.t1	XP_023637570.1
OG0007166	ESY7_g17531_DN3_SP6_c0.t1	XP_006286932.1
OG0007167	ESY7_g17532_DN3_SP2_c0.t1	XP_006287415.1
OG0007168	ESY7_g17540_DN3_SP5_c0.t1	XP_006286392.1
OG0007169	ESY7_g17555_DN3_SP3_c0.t1	XP_006288419.1
OG0007170	ESY7_g17560_DN3_SP7_c0.t1	XP_006288682.1
OG0007172	ESY18_g64062_DN2_SP0_c0.t1	XP_006289408.1
OG0007173	ESY7_g17637_DN3_SP8_c0.t1	XP_006286546.1
OG0007174	ESY7_g17638_DN3_SP0_c0.t1	XP_006287122.1
OG0007175	ESY7_g17641_DN3_SP7_c0.t1	XP_006287113.1
OG0007176	ESY7_g17658_DN1_SP1_c0.t1	XP_006289000.1
OG0007177	ESY12_g52226_DN2_SP0_c0.t1	XP_006287422.1
OG0007178	ESY7_g17670_DN3_SP1_c0.t1	XP_006286842.1
OG0007179	ESY7_g17673_DN3_SP0_c0.t1	XP_006288429.2
OG0007180	ESY7_g17675_DN3_SP8_c0.t1	XP_006289410.1
OG0007181	ESY7_g17677_DN3_SP0_c0.t1	XP_023633385.1, XP_006287619.1
OG0007182	ESY7_g17678_DN3_SP0_c4.t1	XP_006287010.1
OG0007183	ESY7_g17705_DN3_SP3_c0.t1	XP_006287370.1
OG0007184	ESY7_g17711_DN3_SP5_c0.t1	XP_006288473.1
OG0007185	ESY7_g17713_DN3_SP8_c0.t1	XP_006289185.1
OG0007186	ESY7_g17720_DN3_SP8_c0.t1	XP_023636987.1
OG0007187	ESY7_g17721_DN3_SP8_c0.t1	XP_006286627.1
OG0007188	ESY15_g64381_DN2_SP0_c0.t1	XP_006281889.2
OG0007189	ESY7_g17731_DN3_SP5_c0.t1, ESY8_g58920_DN3_SP0_c0.t1	XP_006288001.1
OG0007190	ESY7_g17739_DN3_SP0_c0.t1	XP_006289952.1
OG0007191	ESY7_g17740_DN3_SP8_c0.t1	XP_006288037.1
OG0007192	ESY7_g17765_DN3_SP8_c0.t1	XP_006286938.1
OG0007193	ESY7_g18428_DN3_SP8_c0.t1	XP_023637729.1
OG0007194	ESY6_g48095_DN3_SP0_c0.t1	XP_023638928.1
OG0007195	ESY7_g18399_DN3_SP6_c0.t1	XP_006286397.1
OG0007196	ESY7_g18392_DN3_SP8_c0.t1	XP_006287265.1
OG0007197	ESY7_g18346_DN3_SP2_c0.t1	XP_006288792.1
OG0007198	ESY7_g18299_DN3_SP0_c0.t1	XP_006287315.1
OG0007199	ESY7_g18291_DN3_SP8_c0.t1	XP_023636307.1
OG0007200	ESY7_g18270_DN2_SP0_c0.t1	XP_006289173.1
OG0007201	ESY2_g34584_DN2_SP0_c0.t1	XP_023638995.1
OG0007202	ESY7_g18243_DN2_SP0_c0.t1	XP_006288828.1
OG0007203	ESY7_g18191_DN3_SP8_c0.t1	XP_006288237.1
OG0007204	ESY7_g18184_DN3_SP0_c0.t1	XP_006289739.1
OG0007205	ESY13_g57255_DN2_SP0_c0.t1	XP_023633958.1
OG0007206	ESY7_g18167_DN3_SP8_c0.t1	XP_006288806.1
OG0007207	ESY7_g18069_DN3_SP0_c0.t1	XP_006289898.1
OG0007208	ESY7_g18061_DN3_SP6_c0.t1	XP_006289080.1
OG0007209	ESY18_g63403_DN3_SP0_c0.t1	XP_006281224.1
OG0007210	ESY7_g18044_DN3_SP7_c0.t1	XP_006289477.1
OG0007211	ESY7_g18004_DN3_SP1_c0.t1	XP_006286402.1
OG0007212	ESY7_g17982_DN3_SP6_c0.t1	XP_006288625.1
OG0007213	ESY7_g17978_DN3_SP0_c0.t1	XP_006288804.2
OG0007214	ESY7_g17961_DN3_SP8_c0.t1	XP_023636208.1
OG0007215	ESY7_g17924_DN3_SP7_c0.t1	XP_006288046.1
OG0007216	ESY7_g17866_DN3_SP8_c15.t1	XP_006289683.1
OG0007217	ESY7_g17811_DN2_SP0_c0.t1	XP_006288927.1
OG0007218	ESY7_g17783_DN3_SP0_c0.t1	XP_023637235.1
OG0007219	ESY7_g17766_DN3_SP3_c0.t1	XP_023635989.1
OG0007220	ESY7_g18673_DN2_SP0_c0.t1	XP_006288561.1
OG0007221	ESY7_g18649_DN3_SP8_c0.t1	XP_006287925.1
OG0007222	ESY7_g18645_DN2_SP0_c0.t1	XP_023636353.1
OG0007223	ESY7_g18612_DN3_SP8_c0.t1	XP_006289808.1
