Orthogroup	Euclidium_syriacum	Arabidopsis_lyrata_NCBI
OG0009605	ESY18_g63026_DN3_SP8_c0.t1	XP_020877674.1
OG0009606	ESY18_g62979_DN3_SP0_c0.t1, ESY18_g62980_DN3_SP0_c0.t1	XP_020877741.1
OG0009607	ESY18_g62972_DN3_SP0_c0.t1	XP_020877728.1
OG0009608	ESY18_g62938_DN3_SP8_c0.t1	XP_002874771.1
OG0009609	ESY9_g43628_DN2_SP0_c0.t1	XP_020884100.1
OG0009610	ESY8_g59879_DN3_SP8_c0.t1	XP_020884326.1
OG0009611	ESY8_g59831_DN3_SP0_c0.t1, ESY8_g59829_DN3_SP0_c0.t1	XP_020883409.1
OG0009612	ESY8_g59817_DN3_SP6_c0.t1	XP_020884184.1
OG0009613	ESY8_g59768_DN3_SP4_c0.t1	XP_020882745.1
OG0009614	ESY8_g59766_DN3_SP0_c0.t1	XP_002880404.1
OG0009615	ESY8_g59572_DN3_SP0_c12.t1	XP_002880505.1
OG0009616	ESY8_g59522_DN3_SP4_c0.t1	XP_020885336.1
OG0009617	ESY8_g59529_DN2_SP0_c0.t1	XP_002880525.1
OG0009618	ESY8_g59459_DN3_SP0_c0.t1	XP_020885751.1
OG0009619	ESY8_g59357_DN3_SP8_c0.t1	XP_002880669.1
OG0009620	ESY8_g59377_DN3_SP8_c0.t1	XP_002878825.1
OG0009621	ESY8_g59220_DN3_SP0_c0.t1	XP_020882784.1
OG0009622	ESY8_g59227_DN3_SP8_c15.t1	XP_020884443.1
OG0009623	ESY8_g59237_DN3_SP2_c0.t1	XP_020883372.1
OG0009624	ESY8_g59212_DN3_SP0_c0.t1	XP_020882815.1
OG0009625	ESY13_g57585_DN2_SP0_c0.t1	XP_002869708.1
OG0009626	ESY14_g21577_DN3_SP8_c0.t1	XP_002893967.1
OG0009627	ESY14_g21138_DN2_SP0_c0.t1	XP_002880700.1
OG0009628	ESY14_g21137_DN2_SP0_c0.t1	XP_002891232.1
OG0009629	ESY14_g21109_DN2_SP8_c0.t1	XP_020869568.1
OG0009630	ESY14_g20738_DN3_SP0_c0.t1	XP_020869395.1
OG0009631	ESY14_g20625_DN3_SP0_c0.t1	XP_020868806.1
OG0009632	ESY14_g20621_DN3_SP8_c0.t1	XP_020870139.1
OG0009633	ESY14_g20585_DN3_SP0_c0.t1	XP_020868640.1
OG0009634	ESY14_g20294_DN2_SP0_c0.t1, ESY14_g20158_DN3_SP5_c0.t1	XP_020868500.1
OG0009635	ESY14_g20388_DN2_SP0_c0.t1	XP_002893773.1
OG0009636	ESY16_g62217_DN3_SP3_c0.t1	XP_002872460.1
OG0009637	ESY25_g62826_DN3_SP8_c0.t1	XP_002872459.2
OG0009638	ESY19_g41778_DN3_SP0_c0.t1	XP_020877467.1
OG0009639	ESY19_g41723_DN3_SP5_c0.t1	XP_020877477.1
OG0009640	ESY25_g62577_DN3_SP2_c0.t1	XP_002872510.1
OG0009641	ESY18_g64053_DN3_SP5_c0.t1	XP_020878669.1
OG0009642	ESY18_g64038_DN3_SP0_c0.t1	XP_020879539.1
OG0009643	ESY18_g63990_DN3_SP0_c0.t1	XP_020878346.1
OG0009644	ESY18_g63946_DN3_SP8_c0.t1	XP_020878080.1
OG0009645	ESY18_g63158_DN3_SP3_c0.t1	XP_020876840.1
OG0009646	ESY7_g16875_DN3_SP0_c0.t1	XP_002873939.1
OG0009647	ESY7_g16874_DN3_SP0_c0.t1	XP_002871876.1
OG0009648	ESY10_g15280_DN2_SP2_c0.t1	XP_020876088.1
OG0009649	ESY10_g15284_DN3_SP7_c0.t1	XP_020876781.1
OG0009650	ESY10_g15290_DN3_SP8_c0.t1	XP_020878691.1
OG0009651	ESY10_g15302_DN3_SP8_c0.t1	XP_020875862.1
OG0009652	ESY10_g15377_DN3_SP1_c0.t1	XP_020879066.1
OG0009653	ESY10_g15406_DN3_SP0_c0.t1	XP_002872246.1
OG0009654	ESY10_g15427_DN3_SP0_c0.t1	XP_002872252.1
OG0009655	ESY2_g35276_DN2_SP0_c0.t1	XP_002876899.1
OG0009656	ESY10_g15484_DN3_SP8_c0.t1	XP_020876942.1
OG0009657	ESY10_g15515_DN3_SP0_c0.t1	XP_020876875.1
OG0009658	ESY10_g15574_DN3_SP0_c0.t1	XP_020876935.1
OG0009659	ESY10_g15576_DN3_SP8_c0.t1	XP_002874372.1
OG0009660	ESY10_g15735_DN3_SP8_c0.t1	XP_002874422.1
OG0009661	ESY11_g54804_DN3_SP0_c0.t1	XP_002886005.1
OG0009662	ESY11_g54812_DN3_SP6_c0.t1	XP_020888825.1
OG0009663	ESY11_g54829_DN3_SP0_c12.t1	XP_020887554.1
OG0009664	ESY11_g54859_DN3_SP0_c0.t1	XP_002886273.1
OG0009665	ESY11_g54884_DN2_SP0_c0.t1	XP_020887675.1
OG0009666	ESY11_g54918_DN3_SP8_c0.t1	XP_002886281.1
OG0009667	ESY11_g54981_DN3_SP0_c0.t1	XP_020887862.1
OG0009668	ESY1_g8029_DN3_SP8_c0.t1	XP_002875776.1, XP_020869543.1
OG0009669	ESY1_g8028_DN3_SP5_c0.t1	XP_020880060.1
OG0009670	ESY1_g8027_DN3_SP0_c0.t1	XP_020882529.1
OG0009671	ESY12_g52323_DN3_SP8_c0.t1, ESY14_g19773_DN2_SP0_c0.t1	XP_020885097.1
OG0009672	ESY12_g52320_DN3_SP7_c0.t1, ESY12_g51915_DN3_SP0_c0.t1	XP_020883158.1
OG0009673	ESY12_g52313_DN3_SP0_c0.t1	XP_002880338.1, XP_002867172.1
OG0009674	ESY12_g52308_DN3_SP7_c0.t1	XP_020874861.1, XP_020884407.1
OG0009675	ESY12_g52304_DN3_SP8_c0.t1	XP_020874885.1, XP_002882136.1
OG0009676	ESY12_g52300_DN3_SP0_c0.t1	XP_020874876.1, XP_020884406.1
OG0009677	ESY12_g52294_DN3_SP0_c0.t1	XP_020882912.1
OG0009678	ESY12_g52261_DN2_SP0_c0.t1	XP_002882126.1
OG0009679	ESY12_g51633_DN2_SP0_c0.t1	XP_002880262.1
OG0009680	ESY12_g51636_DN3_SP4_c0.t1	XP_002880260.1
OG0009681	ESY12_g51658_DN3_SP0_c0.t1	XP_002880255.1
OG0009682	ESY12_g51676_DN3_SP0_c0.t1	XP_020884075.1
OG0009683	ESY16_g62319_DN3_SP8_c0.t1	XP_020873640.1
OG0009684	ESY12_g51678_DN2_SP0_c0.t1	XP_002882072.1
OG0009685	ESY12_g51681_DN3_SP0_c0.t1	XP_020883109.1
OG0009686	ESY2_g37474_DN3_SP0_c0.t1	XP_020884577.1
OG0009686	ESY12_g51695_DN3_SP0_c0.t1	XP_020891119.1
OG0009687	ESY14_g20874_DN3_SP8_c0.t1	XP_002891292.1
OG0009688	ESY12_g51728_DN3_SP0_c0.t1	XP_020885825.1, XP_002862557.2
OG0009689	ESY12_g51731_DN3_SP7_c0.t1	XP_020883020.1
OG0009690	ESY12_g51740_DN3_SP0_c0.t1	XP_002880221.1
OG0009691	ESY12_g51754_DN1_SP0_c0.t1	XP_002882050.1
OG0009692	ESY12_g51771_DN3_SP8_c0.t1	XP_020883402.1
OG0009693	ESY12_g51829_DN3_SP3_c0.t1	XP_020885574.1
OG0009694	ESY12_g51831_DN3_SP0_c0.t1	XP_020883901.1
OG0009695	ESY12_g51832_DN3_SP0_c0.t1	XP_020883898.1
OG0009696	ESY12_g51845_DN3_SP0_c0.t1	XP_002882023.1
OG0009697	ESY12_g51882_DN3_SP7_c0.t1	XP_020885584.1
OG0009698	ESY12_g51883_DN3_SP0_c0.t1, ESY12_g51884_DN3_SP2_c0.t1	XP_002882016.2
OG0009699	ESY12_g51890_DN3_SP1_c0.t1	XP_020882833.1
OG0009700	ESY12_g51922_DN3_SP2_c0.t1	XP_002880168.1
OG0009701	ESY12_g51923_DN1_SP0_c0.t1	XP_002882003.2
OG0009702	ESY12_g51933_DN3_SP8_c0.t1	XP_002882001.1
OG0009703	ESY12_g51941_DN3_SP7_c0.t1	XP_002880158.1
OG0009704	ESY12_g51974_DN3_SP3_c0.t1	XP_002880154.1
OG0009705	ESY12_g51977_DN3_SP8_c0.t1	XP_002880152.1
OG0009706	ESY12_g52035_DN3_SP0_c0.t1	XP_002881977.1
OG0009707	ESY12_g52084_DN3_SP0_c0.t1	XP_002880111.1
OG0009708	ESY12_g52113_DN3_SP0_c0.t1	XP_002880093.1
OG0009709	ESY12_g52121_DN2_SP0_c0.t1	XP_002880085.2
OG0009710	ESY12_g52168_DN3_SP0_c0.t1	XP_020884221.1
OG0009711	ESY12_g51464_DN3_SP6_c0.t1	XP_002881907.1
OG0009712	ESY12_g51481_DN3_SP6_c0.t1	XP_020883360.1
OG0009713	ESY12_g51488_DN3_SP8_c0.t1	XP_020883301.1
OG0009714	ESY12_g51492_DN1_SP0_c0.t1	XP_002881895.1
OG0009715	ESY12_g51532_DN3_SP0_c0.t1	XP_020885826.1
OG0009716	ESY12_g51534_DN3_SP8_c0.t1	XP_020884148.1
OG0009717	ESY3_g30976_DN3_SP0_c0.t1, ESY3_g31423_DN3_SP0_c0.t1, ESY12_g51551_DN3_SP0_c0.t1	XP_020885411.1
OG0009718	ESY12_g51557_DN3_SP1_c0.t1	XP_020885406.1
OG0009719	ESY10_g14982_DN3_SP0_c0.t1	XP_020868342.1
OG0009720	ESY12_g51568_DN3_SP8_c0.t1	XP_002881875.1
OG0009721	ESY12_g51357_DN3_SP4_c0.t1	XP_020885461.1
OG0009722	ESY12_g51355_DN3_SP0_c0.t1	XP_020885459.1
OG0009723	ESY12_g51332_DN2_SP0_c0.t1	XP_002879984.1, XP_002862495.1
OG0009724	ESY12_g51331_DN3_SP0_c0.t1	XP_020867124.1, XP_020885340.1
OG0009725	ESY12_g51310_DN3_SP0_c0.t1	XP_002879982.1
OG0009726	ESY12_g51305_DN3_SP2_c0.t1	XP_020884269.1
OG0009727	ESY12_g51210_DN3_SP8_c0.t1	XP_020884199.1
OG0009728	ESY12_g51227_DN3_SP7_c9.t1	XP_020884032.1
OG0009729	ESY12_g51241_DN3_SP0_c0.t1	XP_020884034.1
OG0009730	ESY12_g51153_DN3_SP5_c0.t1	XP_020883889.1
OG0009732	ESY10_g14912_DN3_SP8_c0.t1	XP_020887097.1
OG0009733	ESY3_g32569_DN3_SP6_c0.t1	XP_020886317.1
OG0009734	ESY3_g32534_DN3_SP0_c0.t1	XP_002884306.1
OG0009735	ESY3_g32496_DN3_SP0_c16.t1	XP_020886899.1
OG0009736	ESY3_g32493_DN3_SP3_c0.t1	XP_002884317.1
OG0009737	ESY3_g32475_DN2_SP3_c0.t1	XP_020887334.1
OG0009738	ESY3_g32469_DN3_SP7_c0.t1	XP_020886871.1
OG0009739	ESY3_g32433_DN3_SP0_c0.t1	XP_002882254.1
OG0009740	ESY3_g32404_DN1_SP0_c0.t1	XP_020887905.1
OG0009741	ESY3_g32362_DN3_SP0_c0.t1	XP_020887187.1
OG0009742	ESY3_g32355_DN3_SP3_c0.t1	XP_002884362.1
OG0009743	ESY3_g32351_DN3_SP8_c0.t1	XP_002884363.1
OG0009744	ESY3_g32302_DN3_SP8_c0.t1	XP_020888670.1
OG0009745	ESY3_g32274_DN3_SP2_c0.t1, ESY4_g26602_DN3_SP0_c0.t1	XP_020887852.1
OG0009746	ESY3_g32154_DN3_SP1_c0.t1	XP_020887017.1
OG0009747	ESY3_g32113_DN3_SP5_c0.t1	XP_002884425.1
OG0009748	ESY3_g32036_DN3_SP2_c0.t1	XP_020889020.1
OG0009749	ESY3_g32026_DN3_SP7_c0.t1	XP_002882351.1
OG0009750	ESY3_g31994_DN3_SP0_c0.t1	XP_002882363.1
OG0009751	ESY3_g31993_DN3_SP8_c0.t1	XP_020886591.1
OG0009752	ESY3_g31976_DN3_SP0_c0.t1	XP_020888471.1
OG0009753	ESY3_g31961_DN3_SP8_c0.t1	XP_020888964.1
OG0009754	ESY3_g31958_DN3_SP2_c0.t1	XP_020888965.1
OG0009755	ESY3_g31950_DN3_SP7_c0.t1	XP_020886530.1
OG0009756	ESY3_g31910_DN3_SP7_c0.t1	XP_002882382.1
OG0009757	ESY3_g30021_DN3_SP0_c0.t1	XP_020888680.1, XP_020886541.1
OG0009758	ESY3_g31835_DN3_SP0_c0.t1	XP_020887059.1
OG0009759	ESY3_g31805_DN3_SP0_c0.t1	XP_002882397.1
OG0009760	ESY3_g31667_DN3_SP0_c0.t1	XP_020887072.1
OG0009761	ESY3_g31594_DN3_SP7_c0.t1	XP_020875234.1, XP_020887654.1
OG0009762	ESY3_g31592_DN3_SP2_c0.t1	XP_002884557.2
OG0009763	ESY2_g37227_DN3_SP0_c0.t1, ESY3_g31566_DN3_SP0_c0.t1, ESY3_g31578_DN3_SP0_c0.t1, ESY3_g31577_DN1_SP0_c0.t1	XP_002882456.2
OG0009764	ESY3_g31556_DN3_SP8_c0.t1	XP_002882459.1
OG0009765	ESY3_g31555_DN3_SP0_c0.t1	XP_020886810.1
OG0009766	ESY3_g31532_DN3_SP8_c0.t1	XP_002884578.1
OG0009767	ESY3_g31515_DN3_SP1_c12.t1	XP_002884589.1
OG0009768	ESY3_g31494_DN3_SP7_c0.t1	XP_020887671.1
OG0009769	ESY3_g31442_DN3_SP6_c0.t1	XP_020888898.1
OG0009770	ESY16_g62395_DN3_SP7_c0.t1	XP_020873835.1
OG0009771	ESY3_g31452_DN3_SP0_c0.t1	XP_020885978.1
OG0009773	ESY3_g31482_DN3_SP2_c0.t1	XP_002884625.1
OG0009774	ESY3_g31421_DN1_SP0_c0.t1	XP_002882512.1
OG0009775	ESY3_g31411_DN3_SP0_c0.t1	XP_002882516.1
OG0009776	ESY3_g31396_DN3_SP8_c0.t1	XP_020886553.1
OG0009777	ESY3_g31393_DN3_SP3_c0.t1	XP_002884641.1
OG0009778	ESY3_g31387_DN3_SP0_c0.t1	XP_020889414.1
OG0009779	ESY3_g30661_DN3_SP0_c0.t1	XP_020887273.1
OG0009780	ESY3_g30688_DN3_SP8_c0.t1	XP_020885965.1
OG0009781	ESY3_g30692_DN3_SP6_c0.t1	XP_020886391.1
OG0009782	ESY3_g30707_DN3_SP8_c0.t1	XP_002882549.1
OG0009783	ESY3_g30732_DN3_SP8_c0.t1	XP_020886253.1
OG0009784	ESY3_g30733_DN3_SP8_c0.t1	XP_002882562.1
OG0009785	ESY3_g30734_DN3_SP8_c0.t1	XP_002882563.1
OG0009786	ESY3_g30735_DN3_SP2_c0.t1	XP_020888170.1
OG0009787	ESY4_g23807_DN3_SP0_c0.t1	XP_020872159.1
OG0009788	ESY10_g14328_DN3_SP0_c0.t1, ESY3_g30743_DN3_SP7_c0.t1	XP_020887426.1
OG0009789	ESY3_g30747_DN3_SP2_c0.t1	XP_020889442.1
OG0009790	ESY3_g30771_DN3_SP7_c0.t1, ESY3_g30773_DN3_SP1_c0.t1	XP_020887357.1
OG0009792	ESY3_g30850_DN3_SP0_c0.t1	XP_002882604.1
OG0009793	ESY3_g30906_DN2_SP0_c0.t1	XP_002884726.1, XP_002862960.2
OG0009794	ESY3_g30914_DN3_SP0_c0.t1	XP_020888591.1
OG0009795	ESY3_g30929_DN3_SP0_c0.t1	XP_002884733.1
OG0009796	ESY3_g30998_DN3_SP8_c23.t1	XP_020888370.1
OG0009797	ESY6_g49323_DN3_SP8_c0.t1	XP_020888737.1
OG0009798	ESY3_g31035_DN3_SP1_c0.t1	XP_002882654.1
OG0009799	ESY3_g31042_DN3_SP0_c0.t1	XP_020887297.1
OG0009800	ESY3_g31075_DN3_SP8_c0.t1	XP_020888890.1
OG0009801	ESY3_g31105_DN3_SP7_c0.t1	XP_002884795.1
OG0009802	ESY3_g31113_DN3_SP0_c18.t1	XP_002871106.1, XP_020888985.1
OG0009803	ESY3_g31127_DN2_SP0_c0.t1	XP_002887019.1
OG0009804	ESY3_g31140_DN3_SP0_c0.t1	XP_002882690.1
OG0009805	ESY3_g31172_DN3_SP0_c0.t1	XP_002884817.1
OG0009806	ESY3_g31183_DN3_SP0_c30.t1	XP_020887368.1
OG0009807	ESY3_g31197_DN3_SP1_c0.t1	XP_020890125.1, XP_020888217.1
OG0009808	ESY3_g31250_DN3_SP5_c0.t1	XP_020888260.1
OG0009809	ESY3_g31262_DN3_SP8_c0.t1	XP_002884847.1
OG0009810	ESY3_g31303_DN3_SP0_c0.t1	XP_020888254.1, XP_020888252.1
OG0009811	ESY3_g31293_DN3_SP8_c0.t1	XP_020888201.1
OG0009813	ESY3_g31355_DN3_SP4_c0.t1	XP_020888277.1
OG0009814	ESY3_g31336_DN3_SP8_c0.t1	XP_020888278.1
OG0009815	ESY3_g30042_DN3_SP4_c0.t1	XP_020888309.1
OG0009816	ESY3_g30057_DN3_SP8_c0.t1	XP_020888293.1
OG0009817	ESY3_g30066_DN3_SP8_c0.t1	XP_020888234.1
OG0009818	ESY3_g30084_DN3_SP0_c0.t1	XP_020888232.1
OG0009819	ESY1_g10569_DN2_SP0_c0.t1	XP_020878756.1
OG0009820	ESY3_g30106_DN3_SP1_c0.t1	XP_020887931.1
OG0009821	ESY3_g30116_DN3_SP2_c0.t1	XP_020885935.1
OG0009822	ESY3_g30118_DN3_SP0_c0.t1	XP_020886355.1
OG0009823	ESY3_g30141_DN3_SP0_c0.t1	XP_002882800.1
OG0009824	ESY3_g30154_DN3_SP8_c0.t1	XP_020889344.1
OG0009825	ESY3_g30156_DN3_SP0_c0.t1	XP_020889348.1
OG0009826	ESY3_g30157_DN3_SP8_c0.t1	XP_020889349.1
OG0009827	ESY3_g30179_DN3_SP0_c0.t1	XP_020888530.1
OG0009828	ESY3_g30183_DN3_SP8_c0.t1	XP_020887694.1
OG0009829	ESY3_g30195_DN3_SP0_c0.t1	XP_002884963.1
OG0009830	ESY3_g30231_DN3_SP3_c0.t1	XP_002882830.1
OG0009831	ESY3_g30243_DN3_SP0_c0.t1	XP_002884975.1
OG0009832	ESY3_g30264_DN3_SP6_c0.t1	XP_020872509.1, XP_020888551.1
OG0009833	ESY3_g30267_DN3_SP8_c0.t1	XP_002882842.1
OG0009834	ESY3_g30334_DN3_SP5_c0.t1	XP_002885011.1
OG0009835	ESY3_g30368_DN3_SP0_c0.t1	XP_002882873.1
OG0009836	ESY3_g30373_DN2_SP0_c0.t1, ESY9_g43364_DN3_SP0_c26.t1, ESY3_g30374_DN2_SP0_c0.t1	XP_020886985.1
OG0009837	ESY3_g30378_DN3_SP0_c0.t1	XP_002885027.1, XP_020888655.1
OG0009838	ESY3_g30380_DN3_SP8_c0.t1	XP_020889365.1
OG0009839	ESY1_g12075_DN3_SP0_c0.t1	XP_002865562.1
OG0009840	ESY3_g30405_DN3_SP7_c0.t1	XP_020886672.1
OG0009841	ESY3_g30414_DN3_SP8_c0.t1	XP_002885044.1
OG0009842	ESY3_g30452_DN3_SP0_c0.t1	XP_002885053.1
OG0009843	ESY3_g30526_DN3_SP0_c0.t1	XP_002885068.1
OG0009844	ESY3_g30527_DN3_SP0_c0.t1	XP_020886654.1
OG0009845	ESY16_g62412_DN2_SP0_c0.t1	XP_020873709.1
OG0009846	ESY3_g30542_DN3_SP8_c0.t1	XP_020887184.1
OG0009847	ESY3_g30543_DN3_SP1_c0.t1	XP_020887186.1
OG0009848	ESY3_g30547_DN3_SP0_c0.t1	XP_002885078.2
OG0009849	ESY3_g30571_DN3_SP3_c0.t1	XP_002885083.1
OG0009850	ESY3_g30597_DN3_SP0_c0.t1	XP_002882952.1
OG0009851	ESY3_g30639_DN3_SP8_c0.t1	XP_002885111.1
OG0009852	ESY3_g30001_DN3_SP0_c0.t1	XP_020887887.1
OG0009853	ESY3_g29999_DN3_SP8_c0.t1	XP_020889011.1
OG0009854	ESY3_g29997_DN3_SP2_c0.t1	XP_002882983.1
OG0009855	ESY3_g29990_DN3_SP0_c0.t1	XP_002885130.1
OG0009856	ESY3_g29979_DN3_SP0_c0.t1	XP_020888624.1
OG0009857	ESY3_g29965_DN3_SP3_c0.t1	XP_020889183.1
OG0009858	ESY3_g29885_DN3_SP0_c0.t1	XP_020889145.1
OG0009859	ESY3_g29884_DN3_SP4_c0.t1	XP_020889118.1
OG0009860	ESY3_g29829_DN2_SP0_c0.t1	XP_002883054.1
OG0009861	ESY16_g62165_DN3_SP0_c0.t1, ESY16_g62164_DN2_SP0_c0.t1	XP_020874018.1, XP_020874017.1
OG0009862	ESY3_g29752_DN3_SP8_c0.t1	XP_020889154.1
OG0009863	ESY3_g29738_DN3_SP7_c0.t1	XP_002883095.1
OG0009864	ESY3_g29722_DN3_SP3_c0.t1	XP_002883104.1
OG0009866	ESY3_g29695_DN2_SP0_c0.t1	XP_020886620.1
OG0009867	ESY3_g29691_DN3_SP8_c0.t1	XP_002883123.1
OG0009868	ESY10_g14399_DN3_SP8_c0.t1	XP_020881088.1
OG0009869	ESY3_g29680_DN3_SP1_c0.t1	XP_002885254.1
OG0009870	ESY3_g29676_DN3_SP0_c0.t1	XP_020887393.1
OG0009871	ESY3_g29666_DN3_SP1_c0.t1	XP_020889438.1
OG0009872	ESY3_g29653_DN2_SP0_c0.t1	XP_002883140.1
OG0009873	ESY3_g29640_DN3_SP0_c0.t1	XP_020887093.1
OG0009874	ESY3_g29636_DN3_SP8_c0.t1	XP_020888702.1
OG0009875	ESY8_g58487_DN3_SP0_c0.t1, ESY8_g58488_DN3_SP0_c0.t1, ESY3_g29610_DN3_SP0_c0.t1	XP_020887505.1
OG0009876	ESY3_g29550_DN3_SP0_c0.t1	XP_020887460.1
OG0009877	ESY3_g29546_DN3_SP5_c0.t1	XP_020888402.1
OG0009878	ESY3_g29509_DN3_SP1_c0.t1	XP_020887643.1
OG0009879	ESY3_g29497_DN3_SP7_c0.t1	XP_002883162.1
OG0009880	ESY3_g29484_DN3_SP0_c17.t1	XP_002885297.1
OG0009881	ESY10_g14656_DN2_SP1_c0.t1	XP_020881657.1
OG0009882	ESY3_g29422_DN3_SP0_c0.t1	XP_002885311.1
OG0009883	ESY3_g29420_DN3_SP0_c0.t1	XP_020888181.1
OG0009884	ESY3_g29386_DN3_SP0_c0.t1	XP_002883196.1
OG0009885	ESY3_g29384_DN3_SP0_c0.t1	XP_020887626.1
OG0009886	ESY3_g29351_DN3_SP0_c0.t1	XP_002885336.1
OG0009887	ESY5_g3723_DN3_SP2_c0.t1	XP_002892657.1
OG0009888	ESY3_g29314_DN3_SP0_c0.t1	XP_020887414.1
OG0009889	ESY3_g29266_DN3_SP0_c0.t1	XP_020888190.1
OG0009890	ESY6_g48378_DN3_SP0_c12.t1, ESY3_g29262_DN3_SP0_c11.t1	XP_020888189.1
OG0009891	ESY3_g29255_DN3_SP4_c0.t1	XP_020888887.1
OG0009892	ESY3_g29242_DN3_SP8_c0.t1	XP_002885366.1
OG0009893	ESY3_g29182_DN3_SP2_c0.t1	XP_002885393.1
OG0009894	ESY3_g29152_DN2_SP4_c0.t1	XP_002885409.1
OG0009895	ESY8_g60891_DN3_SP7_c0.t1	XP_002870798.1
OG0009896	ESY8_g60953_DN2_SP0_c0.t1	XP_002868750.1
OG0009897	ESY8_g59423_DN3_SP4_c0.t1	XP_002880588.1
OG0009898	ESY8_g61006_DN3_SP0_c0.t1	XP_002868760.1
OG0009899	ESY8_g61036_DN3_SP8_c0.t1	XP_020875447.1
OG0009900	ESY8_g61155_DN3_SP8_c0.t1	XP_002870862.1
OG0009901	ESY17_g40206_DN3_SP0_c0.t1	XP_020874764.1
OG0009903	ESY17_g40072_DN3_SP8_c0.t1	XP_020874235.1
OG0009904	ESY15_g65080_DN3_SP6_c0.t1	XP_020882963.1
OG0009905	ESY3_g28437_DN3_SP7_c0.t1	XP_020887661.1
OG0009906	ESY3_g28440_DN3_SP0_c0.t1	XP_020887662.1
OG0009907	ESY3_g28610_DN3_SP0_c0.t1	XP_002883405.1
OG0009908	ESY3_g28705_DN3_SP7_c0.t1	XP_002883385.1
OG0009909	ESY11_g54997_DN3_SP8_c0.t1	XP_002884228.1, XP_020886813.1
OG0009910	ESY3_g28842_DN3_SP0_c0.t1	XP_020886693.1
OG0009911	ESY3_g28770_DN3_SP7_c0.t1	XP_002883363.2
OG0009912	ESY3_g28886_DN3_SP0_c0.t1	XP_002883353.1
OG0009913	ESY3_g28890_DN3_SP8_c0.t1	XP_020886721.1
OG0009914	ESY3_g28940_DN2_SP0_c0.t1	XP_002885479.1
OG0009915	ESY3_g28953_DN3_SP0_c100.t1	XP_002875487.1, XP_020885994.1
OG0009916	ESY3_g28968_DN3_SP0_c0.t1	XP_020888026.1, XP_002885475.2
OG0009918	ESY3_g28971_DN3_SP2_c0.t1	XP_002885468.1
OG0009919	ESY3_g28983_DN3_SP8_c0.t1	XP_002885461.1
OG0009920	ESY3_g29044_DN3_SP0_c0.t1, ESY3_g29042_DN3_SP0_c0.t1	XP_020886042.1
OG0009921	ESY3_g29080_DN2_SP0_c0.t1	XP_020889299.1
OG0009922	ESY4_g24606_DN1_SP0_c0.t1	XP_002867352.1
OG0009923	ESY4_g24601_DN3_SP0_c0.t1	XP_002869382.2
OG0009924	ESY6_g46358_DN3_SP3_c0.t1	XP_020874284.1, XP_002864115.1
OG0009925	ESY4_g24486_DN3_SP6_c0.t1	XP_020875195.1
OG0009926	ESY4_g24464_DN3_SP0_c0.t1	XP_002867379.1
OG0009927	ESY2_g35251_DN3_SP8_c0.t1	XP_020891676.1
OG0009928	ESY2_g34352_DN3_SP2_c0.t1	XP_020890927.1
OG0009929	ESY2_g34386_DN3_SP6_c0.t1	XP_020865691.1
OG0009930	ESY2_g34291_DN3_SP0_c0.t1	XP_020867964.1
OG0009931	ESY7_g16927_DN3_SP8_c0.t1	XP_002873921.1
OG0009932	ESY7_g16942_DN3_SP8_c0.t1	XP_002873918.1
OG0009933	ESY10_g15868_DN3_SP8_c0.t1	XP_002874473.1
OG0009934	ESY10_g15818_DN3_SP2_c0.t1	XP_020877010.1
OG0009935	ESY5_g2326_DN3_SP0_c0.t1, ESY10_g15820_DN3_SP0_c0.t1	XP_002874448.1
OG0009936	ESY10_g15822_DN3_SP0_c0.t1	XP_002872327.1
OG0009937	ESY15_g64394_DN3_SP8_c0.t1	XP_020889885.1
OG0009938	ESY15_g64432_DN3_SP8_c0.t1	XP_002863934.1
OG0009939	ESY24_g33116_DN3_SP6_c0.t1	XP_020886604.1
OG0009940	ESY1_g10344_DN3_SP8_c0.t1, ESY3_g29684_DN3_SP0_c0.t1	XP_020880639.1
OG0009941	ESY1_g10354_DN2_SP0_c0.t1, ESY1_g10325_DN3_SP0_c0.t1, ESY1_g10356_DN3_SP0_c0.t1	XP_020880275.1
OG0009942	ESY1_g10318_DN3_SP0_c0.t1	XP_002876124.1
OG0009943	ESY1_g10313_DN2_SP0_c0.t1	XP_020882542.1
OG0009944	ESY1_g10264_DN3_SP8_c0.t1	XP_002877831.1
OG0009945	ESY1_g10166_DN3_SP8_c0.t1	XP_020880074.1
OG0009946	ESY1_g10150_DN2_SP0_c0.t1	XP_002877803.1
OG0009947	ESY1_g10134_DN3_SP8_c0.t1	XP_020879933.1
OG0009948	ESY1_g10128_DN3_SP0_c0.t1	XP_020881649.1
OG0009949	ESY5_g5576_DN3_SP3_c0.t1	XP_020866291.1
OG0009950	ESY5_g5563_DN3_SP0_c2.t1, ESY4_g26880_DN3_SP0_c0.t1	XP_020869823.1
OG0009951	ESY5_g5561_DN3_SP5_c0.t1, ESY4_g24092_DN3_SP1_c0.t1	XP_020869828.1
OG0009952	ESY5_g5556_DN3_SP0_c0.t1	XP_020868113.1
OG0009953	ESY5_g5508_DN3_SP8_c0.t1	XP_020866657.1
OG0009954	ESY5_g5501_DN3_SP1_c0.t1	XP_002892053.1
OG0009955	ESY2_g33934_DN3_SP8_c15.t1	XP_002867299.1
OG0009956	ESY5_g5471_DN3_SP0_c0.t1	XP_002892072.1
