Orthogroup	Noccaea_praecox	Brassica_oleracea
OG0006097	Np003G160610	XP_013608185.1, XP_013623874.1, XP_013617006.1
OG0006098	Np003G159270	XP_013630071.1, XP_013621297.1
OG0006099	Np003G157130	XP_013612635.1, XP_013616569.1
OG0006100	Np003G155880	XP_013627204.1
OG0006101	Np003G155720	XP_013610427.1, XP_013619303.1, XP_013627144.1
OG0006102	Np004G240880	XP_013601487.1, XP_013602543.1, XP_013615735.1
OG0006103	Np003G155070	XP_013606763.1, XP_013618394.1
OG0006104	Np004G243090	XP_013604685.1
OG0006105	Np003G155040	XP_013610489.1, XP_013619704.1
OG0006106	Np003G139300	XP_013622702.1, XP_013612545.1
OG0006107	Np003G139230	XP_013622185.1, XP_013613111.1
OG0006108	Np003G138120	XP_013608836.1, XP_013621275.1, XP_013628724.1
OG0006109	Np003G136600	XP_013620996.1, XP_013609929.1
OG0006110	Np003G136420	XP_013612272.1
OG0006111	Np003G135760	XP_013619371.1, XP_013611502.1, XP_013627049.1
OG0006112	Np003G135160	XP_013620644.1, XP_013611571.1
OG0006113	Np003G134620	XP_013622851.1, XP_013621570.1
OG0006114	Np003G134300	XP_013608495.1, XP_013638509.1, XP_013622107.1
OG0006115	Np003G134270	XP_013612583.1, XP_013612585.1
OG0006116	Np003G133700	XP_013609260.1, XP_013626588.1
OG0006117	Np001G008480	XP_013616384.1, XP_013626515.1
OG0006118	Np005G295550	XP_013614705.1, XP_013615396.1
OG0006119	Np005G294510	XP_013605663.1, XP_013615880.1
OG0006121	Np005G292900	XP_013597019.1, XP_013589095.1
OG0006122	Np005G291760	XP_013599182.1, XP_013607827.1
OG0006123	Np005G291640	XP_013587690.1, XP_013627495.1
OG0006124	Np005G291460	XP_013622123.1, XP_013597314.1, XP_013639751.1
OG0006125	Np005G289730, Np005G289710	XP_013614948.1
OG0006126	Np006G361590	XP_013635316.1, XP_013623675.1
OG0006127	Np005G288430	XP_013608613.1, XP_013593746.1
OG0006128	Np005G287500	XP_013599197.1, XP_013598343.1
OG0006129	Np005G287710	XP_013627983.1, XP_013588080.1
OG0006130	Np005G286800	XP_013599270.1, XP_013625837.1
OG0006131	Np005G286220	XP_013596525.1, XP_013619199.1, XP_013587829.1
OG0006132	Np005G284810	XP_013616753.1
OG0006133	Np005G302080	XP_013637787.1
OG0006134	Np005G283500	XP_013618627.1, XP_013607013.1, XP_013593228.1
OG0006135	Np005G283410	XP_013604891.1, XP_013597653.1
OG0006136	Np005G283190	XP_013606231.1, XP_013597887.1
OG0006137	Np005G282890	XP_013584104.1, XP_013595237.1
OG0006138	Np003G179430	XP_013612425.1, XP_013621956.1
OG0006139	Np004G208360	XP_013586074.1, XP_013591477.1
OG0006140	Np004G202390	XP_013602160.1, XP_013589908.1
OG0006141	Np004G202990	XP_013583990.1, XP_013590063.1
OG0006142	Np005G282750	XP_013636474.1
OG0006143	Np006G326220	XP_013631534.1, XP_013628876.1
OG0006144	Np004G210630	XP_013629582.1, XP_013586146.1
OG0006145	Np004G210840	XP_013629289.1, XP_013613548.1, XP_013592996.1
OG0006146	Np004G201570	XP_013589910.1, XP_013600124.1
OG0006147	Np004G211310	XP_013587634.1
OG0006148	Np004G211350	XP_013625820.1
OG0006149	Np004G212050	XP_013638218.1, XP_013630216.1
OG0006150	Np004G212340	XP_013596832.1, XP_013627768.1, XP_013584975.1
OG0006151	Np004G212380	XP_013638609.1, XP_013621724.1
OG0006152	Np004G212450	XP_013586783.1, XP_013626259.1
OG0006153	Np004G213290	XP_013627131.1, XP_013584942.1
OG0006154	Np004G241480	XP_013585154.1
OG0006155	Np004G213750	XP_013638764.1
OG0006156	Np004G213830	XP_013585906.1, XP_013635723.1
OG0006157	Np005G267220	XP_013621762.1, XP_013597625.1
OG0006158	Np005G268410	XP_013593037.1, XP_013630452.1
OG0006159	Np005G268760	XP_013616461.1, XP_013596258.1
OG0006160	Np005G269310	XP_013627200.1, XP_013622063.1
OG0006161	Np005G262270	XP_013599332.1
OG0006162	Np005G261390	XP_013588009.1, XP_013598445.1
OG0006163	Np005G260490	XP_013629671.1, XP_013593673.1
OG0006164	Np005G312100	XP_013636240.1
OG0006165	Np005G313560	XP_013631641.1, XP_013633993.1
OG0006166	Np005G314030	XP_013590499.1, XP_013633999.1
OG0006167	Np007G419020	XP_013588533.1, XP_013583696.1
OG0006168	Np004G215740	XP_013604033.1, XP_013597034.1, XP_013586974.1
OG0006169	Np004G216630	XP_013585791.1, XP_013585929.1
OG0006170	Np006G339570	XP_013623938.1, XP_013632181.1
OG0006171	Np003G177350	XP_013630825.1
OG0006172	Np003G175640	XP_013622028.1
OG0006173	Np006G343070	XP_013635262.1, XP_013635564.1
OG0006174	Np006G343340	XP_013632192.1, XP_013626500.1
OG0006175	Np001G042820	XP_013606009.1
OG0006176	Np003G177710	XP_013612518.1, XP_013614409.1, XP_013626799.1
OG0006177	Np003G178340	XP_013622526.1
OG0006178	Np003G178820	XP_013615345.1
OG0006179	Np003G180870	XP_013630793.1
OG0006180	Np003G181310	XP_013610234.1
OG0006181	Np003G181490	XP_013611906.1
OG0006182	Np003G181840	XP_013606932.1, XP_013627094.1
OG0006183	Np003G182910	XP_013608863.1, XP_013625848.1
OG0006184	Np003G183330	XP_013623658.1, XP_013606159.1
OG0006185	Np003G183590	XP_013629639.1, XP_013621162.1, XP_013612523.1
OG0006186	Np003G184630	XP_013606774.1
OG0006187	Np003G187890, Np001G038220	XP_013598951.1, XP_013621532.1
OG0006188	Np006G327100, Np001G037460	XP_013619503.1, XP_013597046.1
OG0006189	Np001G035770	XP_013606617.1, XP_013593117.1
OG0006190	Np001G035750	XP_013611802.1, XP_013593562.1
OG0006191	Np001G035290, Np001G034670	XP_013598653.1
OG0006192	Np001G032840	XP_013620712.1, XP_013598123.1
OG0006193	Np007G389880	XP_013585850.1, XP_013601937.1
OG0006194	Np004G253540	XP_013604760.1, XP_013604589.1
OG0006195	Np005G307840	XP_013600339.1
OG0006196	Np005G308820	XP_013637108.1, XP_013614474.1
OG0006197	Np005G307040	XP_013633738.1
OG0006198	Np005G305430	XP_013616463.1
OG0006199	Np005G305380	XP_013637414.1
OG0006200	Np005G303520	XP_013635775.1, XP_013590911.1
OG0006201	Np005G302430	XP_013601297.1, XP_013595048.1
OG0006202	Np005G319170, Np005G318950	XP_013634224.1
OG0006203	Np002G091190	XP_013593816.1
OG0006204	Np006G322110	XP_013625803.1, XP_013634155.1
OG0006205	Np005G313770, Np006G322310	XP_013636159.1, XP_013634338.1
OG0006206	Np006G322360	XP_013631961.1, XP_013631979.1
OG0006207	Np006G322620	XP_013626099.1, XP_013631794.1, XP_013636782.1
OG0006208	Np006G322730	XP_013634715.1, XP_013633553.1
OG0006209	Np001G067690	XP_013588917.1
OG0006211	Np006G324400	XP_013632435.1, XP_013635717.1
OG0006212	Np006G324470	XP_013637547.1, XP_013636429.1
OG0006213	Np006G324840	XP_013621967.1, XP_013632158.1
OG0006214	Np006G324950	XP_013637218.1, XP_013637574.1
OG0006215	Np006G325290	XP_013635084.1, XP_013634634.1, XP_013627332.1
OG0006216	Np006G326460	XP_013636111.1
OG0006217	Np006G326560	XP_013629970.1, XP_013636821.1
OG0006218	Np006G327070	XP_013625338.1, XP_013631664.1
OG0006219	Np006G328280	XP_013635913.1, XP_013629150.1
OG0006220	Np001G062330	XP_013631984.1, XP_013600089.1
OG0006221	Np001G061890	XP_013605194.1, XP_013631031.1
OG0006222	Np006G330060	XP_013634896.1, XP_013635205.1, XP_013621817.1
OG0006223	Np003G125520	XP_013610158.1, XP_013626801.1, XP_013619736.1
OG0006224	Np003G126530	XP_013622514.1, XP_013613177.1
OG0006225	Np003G127010	XP_013620469.1, XP_013610513.1
OG0006226	Np003G140630	XP_013608801.1, XP_013624633.1, XP_013620708.1
OG0006227	Np003G127980	XP_013629469.1
OG0006228	Np003G128510	XP_013620670.1, XP_013614446.1, XP_013611285.1
OG0006229	Np003G147870	XP_013611989.1, XP_013628525.1, XP_013621117.1
OG0006230	Np003G148800	XP_013618877.1, XP_013622612.1
OG0006231	Np003G148900	XP_013627268.1, XP_013608792.1
OG0006232	Np003G149880	XP_013610222.1
OG0006233	Np001G043810	XP_013621908.1
OG0006233	Np003G150030	XP_013630045.1
OG0006234	Np003G150120	XP_013625490.1
OG0006235	Np003G151680	XP_013613205.1
OG0006236	Np003G152120	XP_013628414.1
OG0006237	Np001G046270	XP_013609316.1, XP_013634496.1
OG0006238	Np003G153510	XP_013618409.1, XP_013627582.1
OG0006239	Np003G153880	XP_013623846.1, XP_013608278.1, XP_013610356.1
OG0006240	Np001G006520, Np002G123160	XP_013626072.1, XP_013612754.1
OG0006241	Np001G005820	XP_013618102.1
OG0006242	Np001G005790	XP_013606008.1
OG0006243	Np001G005160	XP_013621375.1, XP_013629676.1
OG0006244	Np007G377610	XP_013609973.1
OG0006245	Np001G004160	XP_013622378.1, XP_013610912.1, XP_013589679.1, XP_013618528.1
OG0006246	Np001G004130	XP_013610908.1, XP_013627254.1
OG0006247	Np001G003200	XP_013613639.1, XP_013622099.1
OG0006248	Np001G003010	XP_013630548.1
OG0006249	Np001G002920	XP_013616541.1, XP_013628399.1
OG0006250	Np001G002830	XP_013622137.1, XP_013618266.1
OG0006251	Np001G000870	XP_013593008.1, XP_013612759.1
OG0006252	Np001G000560	XP_013607266.1, XP_013618734.1
OG0006253	Np006G348790, Np006G354210, Np003G189640	XP_013619585.1, XP_013610225.1
OG0006254	Np003G188850	XP_013628617.1, XP_013611288.1
OG0006255	Np003G187910	XP_013610495.1, XP_013614056.1
OG0006256	Np003G187310	XP_013623623.1, XP_013610383.1
OG0006257	Np003G186760	XP_013618602.1, XP_013625327.1
OG0006258	Np003G186430	XP_013617443.1, XP_013612198.1, XP_013614537.1
OG0006259	Np003G186410	XP_013615325.1, XP_013606000.1
OG0006260	Np003G186380	XP_013614538.1, XP_013615331.1, XP_013611168.1
OG0006261	Np001G040540	XP_013595411.1, XP_013608574.1
OG0006262	Np006G345230, Np009G431980	XP_013628562.1
OG0006263	Np007G406830, Np007G406630, Np006G357710	XP_013635307.1, XP_013627458.1
OG0006264	Np006G357590	XP_013631835.1, XP_013632218.1
OG0006265	Np006G356700	XP_013628894.1, XP_013636170.1, XP_013631355.1
OG0006266	Np006G355670	XP_013636044.1
OG0006267	Np006G355540	XP_013631196.1, XP_013623267.1
OG0006268	Np006G354710, Np006G348210	XP_013634431.1, XP_013634333.1
OG0006270	Np006G353080, Np006G347720	XP_013634676.1
OG0006271	Np006G350640	XP_013631128.1, XP_013637106.1
OG0006272	Np006G350620	XP_013631913.1, XP_013631122.1
OG0006273	Np008G428150, Np006G350140	XP_013636136.1
OG0006274	Np008G428140, Np006G350130	XP_013636138.1
OG0006275	Np006G359300	XP_013635863.1, XP_013635511.1
OG0006276	Np006G358260, Np005G316990, Np005G316890	XP_013634817.1, XP_013634582.1
OG0006277	Np005G278020	XP_013596432.1, XP_013586412.1
OG0006278	Np007G424720	XP_013585415.1, XP_013638970.1
OG0006279	Np003G124870	XP_013622893.1, XP_013587309.1
OG0006280	Np007G414410	XP_013626444.1, XP_013618302.1
OG0006281	Np003G125040	XP_013620117.1, XP_013628124.1
OG0006282	Np005G279120	XP_013600427.1
OG0006283	Np007G424420	XP_013638720.1, XP_013637180.1
OG0006284	Np007G424150	XP_013589673.1, XP_013587342.1
OG0006285	Np003G142690	XP_013618376.1, XP_013611984.1
OG0006286	Np007G422210	XP_013630743.1, XP_013586899.1
OG0006287	Np007G422000	XP_013584167.1
OG0006288	Np007G421650	XP_013591676.1, XP_013586754.1
OG0006290	Np007G420770	XP_013584808.1, XP_013595919.1, XP_013623311.1
OG0006291	Np007G418930	XP_013626404.1, XP_013586682.1
OG0006293	Np007G416030	XP_013617342.1, XP_013628770.1, XP_013638338.1
OG0006294	Np007G415800	XP_013593503.1, XP_013627539.1
OG0006295	Np006G331560	XP_013636312.1, XP_013625779.1, XP_013632344.1
OG0006296	Np006G331570	XP_013632343.1, XP_013630225.1, XP_013636302.1
OG0006297	Np006G333180	XP_013630542.1, XP_013637002.1
OG0006298	Np006G333570, Np006G333610	XP_013634232.1, XP_013634925.1
OG0006299	Np006G334340	XP_013634170.1, XP_013634789.1
OG0006300	Np006G334910	XP_013625588.1, XP_013634726.1
OG0006301	Np001G056680, Np006G339820	XP_013627212.1, XP_013627665.1
OG0006302	Np006G339300	XP_013625212.1, XP_013633604.1
OG0006303	Np006G339080	XP_013636064.1
OG0006305	Np006G337070	XP_013607180.1, XP_013634248.1
OG0006306	Np006G336760	XP_013635135.1, XP_013626823.1
OG0006307	Np006G335490	XP_013630040.1, XP_013635360.1
OG0006308	Np004G240470	XP_013586237.1, XP_013605860.1
OG0006309	Np004G240070	XP_013604597.1, XP_013599648.1
OG0006310	Np004G239620	XP_013604751.1, XP_013583258.1, XP_013586873.1
OG0006311	Np004G239610	XP_013586869.1, XP_013604749.1
OG0006312	Np004G239400	XP_013602085.1, XP_013583933.1
OG0006313	Np004G239250	XP_013603791.1, XP_013585280.1, XP_013603995.1
OG0006314	Np004G239070	XP_013586184.1
OG0006315	Np004G238290	XP_013638960.1, XP_013602838.1, XP_013603193.1
OG0006316	Np004G237590	XP_013585241.1, XP_013603348.1, XP_013603901.1
OG0006317	Np004G237760	XP_013638924.1, XP_013603328.1, XP_013601508.1
OG0006318	Np004G236560	XP_013602510.1, XP_013583583.1
OG0006319	Np004G235220	XP_013586473.1, XP_013639177.1, XP_013602095.1
OG0006320	Np004G235090	XP_013595372.1, XP_013587625.1
OG0006321	Np003G159880, Np003G159750, Np002G076650	XP_013590013.1, XP_013590403.1
OG0006322	Np004G234730	XP_013604079.1, XP_013598224.1, XP_013586583.1
OG0006323	Np004G234620	XP_013584211.1, XP_013615152.1
OG0006325	Np004G231380	XP_013638548.1, XP_013596951.1
OG0006326	Np004G226310	XP_013596003.1, XP_013616468.1
OG0006327	Np004G225880	XP_013593610.1, XP_013630284.1, XP_013587431.1
OG0006328	Np002G091340	XP_013591644.1, XP_013626456.1, XP_013588791.1
OG0006329	Np004G210140	XP_013638953.1, XP_013595671.1, XP_013625892.1
OG0006330	Np004G210370	XP_013629420.1, XP_013586506.1
OG0006332	Np004G210300	XP_013623691.1, XP_013623735.1, XP_013585214.1
OG0006333	Np005G282640	XP_013598598.1, XP_013605382.1
OG0006334	Np005G282630	XP_013601844.1, XP_013598633.1
OG0006335	Np005G281970	XP_013618315.1, XP_013599007.1
OG0006336	Np005G281540	XP_013593845.1
OG0006337	Np005G281020	XP_013598206.1, XP_013599679.1
OG0006338	Np001G019600	XP_013609681.1, XP_013618116.1, XP_013618115.1, XP_013598238.1
OG0006339	Np006G368970	XP_013636815.1, XP_013605752.1
OG0006340	Np006G370690	XP_013599694.1, XP_013630717.1
OG0006341	Np004G241230	XP_013600006.1
OG0006342	Np004G241630	XP_013605845.1, XP_013604412.1
OG0006343	Np004G241650	XP_013604415.1, XP_013638631.1
OG0006344	Np004G242280	XP_013604845.1, XP_013584580.1, XP_013603081.1
OG0006345	Np002G079160	XP_013617102.1, XP_013588757.1
OG0006346	Np004G245150	XP_013605575.1, XP_013605856.1
OG0006347	Np004G245320	XP_013599475.1, XP_013586282.1
OG0006348	Np001G017950	XP_013597022.1, XP_013619900.1
OG0006349	Np004G247320	XP_013583500.1, XP_013601928.1
OG0006350	Np004G251320	XP_013584892.1, XP_013615681.1, XP_013585211.1
OG0006351	Np004G249150	XP_013604869.1, XP_013587268.1
OG0006352	Np004G248740	XP_013583758.1, XP_013603632.1, XP_013596878.1, XP_013601942.1
OG0006353	Np004G250330	XP_013605061.1, XP_013600281.1
OG0006354	Np004G250970	XP_013586962.1, XP_013601993.1
OG0006355	Np004G251540	XP_013585863.1
OG0006356	Np004G252350	XP_013600112.1, XP_013587441.1
OG0006357	Np004G252680	XP_013603268.1, XP_013603019.1, XP_013584752.1
OG0006358	Np004G252790	XP_013602035.1, XP_013589290.1, XP_013602256.1
OG0006359	Np001G053010	XP_013595330.1, XP_013603216.1, XP_013617889.1
OG0006360	Np004G253480	XP_013605661.1, XP_013584850.1
OG0006361	Np004G253600	XP_013603390.1, XP_013585036.1
OG0006362	Np004G255010	XP_013605558.1, XP_013586837.1
OG0006363	Np004G256280	XP_013602207.1, XP_013600775.1
OG0006364	Np004G257080	XP_013584259.1, XP_013605391.1
OG0006366	Np004G257840	XP_013604211.1, XP_013639081.1
OG0006367	Np004G258290	XP_013638188.1, XP_013602017.1
OG0006368	Np003G141050	XP_013629215.1, XP_013612907.1
OG0006370	Np003G142250, Np003G142240	XP_013607182.1, XP_013625855.1, XP_013616160.1
OG0006371	Np003G142070	XP_013619246.1, XP_013627168.1, XP_013614400.1
OG0006372	Np003G143380	XP_013628191.1
OG0006373	Np003G143980	XP_013613166.1, XP_013606095.1, XP_013614420.1
OG0006374	Np003G144900	XP_013629906.1, XP_013609583.1
OG0006375	Np002G091210	XP_013591719.1
OG0006376	Np003G145040	XP_013620285.1, XP_013606425.1
OG0006377	Np003G145190	XP_013627100.1, XP_013617150.1, XP_013619417.1
OG0006378	Np003G146400	XP_013630196.1, XP_013616838.1
OG0006379	Np001G017770	XP_013598268.1, XP_013612670.1, XP_013621089.1
OG0006380	Np001G054140	XP_013605560.1, XP_013632026.1
OG0006381	Np003G132370	XP_013612135.1, XP_013630694.1
OG0006382	Np003G131460	XP_013625674.1, XP_013620418.1
OG0006383	Np003G131400	XP_013612724.1, XP_013620413.1
OG0006384	Np003G131230	XP_013606600.1
OG0006385	Np006G365750	XP_013606709.1
OG0006386	Np001G013120	XP_013608799.1, XP_013621242.1, XP_013598471.1
OG0006387	Np001G012820	XP_013598040.1, XP_013612391.1
OG0006388	Np002G118560	XP_013602178.1
OG0006389	Np001G011810	XP_013613172.1, XP_013598521.1
OG0006390	Np001G011410	XP_013619142.1
OG0006391	Np001G011090	XP_013606747.1
OG0006392	Np001G010990	XP_013618761.1, XP_013593088.1
OG0006393	Np001G010960	XP_013607420.1
OG0006394	Np001G009690	XP_013598330.1, XP_013611625.1
OG0006395	Np001G008880	XP_013616587.1, XP_013596262.1
OG0006396	Np001G008500	XP_013620236.1, XP_013629123.1
OG0006397	Np001G007780	XP_013628122.1, XP_013619464.1
OG0006398	Np001G007610	XP_013621797.1, XP_013610593.1
OG0006399	Np001G007510	XP_013621690.1, XP_013625384.1
OG0006400	Np001G008380, Np001G007170	XP_013630604.1, XP_013613229.1
OG0006401	Np001G009040, Np001G006910	XP_013628571.1, XP_013613189.1
OG0006402	Np001G006900	XP_013628572.1, XP_013618536.1
OG0006403	Np003G154110	XP_013630629.1, XP_013621129.1
OG0006404	Np001G040920	XP_013627159.1
OG0006405	Np001G052850	XP_013595486.1, XP_013601996.1
OG0006406	Np001G052750	XP_013602805.1, XP_013592914.1
OG0006407	Np001G052700	XP_013605703.1, XP_013594162.1
OG0006408	Np001G050900	XP_013598093.1, XP_013602922.1, XP_013620416.1
OG0006409	Np001G049400	XP_013616833.1, XP_013604801.1
OG0006410	Np001G047850	XP_013617675.1, XP_013623014.1, XP_013622103.1
OG0006411	Np001G045130, Np006G344100, Np006G344360	XP_013628717.1
OG0006412	Np002G089210	XP_013619864.1, XP_013591177.1, XP_013590288.1
OG0006413	Np001G044720, Np001G048330	XP_013629952.1
OG0006415	Np004G209830	XP_013585637.1, XP_013628538.1
OG0006416	Np002G090810	XP_013616183.1, XP_013590068.1, XP_013591459.1
OG0006417	Np002G088210	XP_013619309.1
OG0006418	Np002G087550	XP_013590066.1, XP_013618198.1
OG0006419	Np002G086770	XP_013591035.1, XP_013591116.1, XP_013619325.1
OG0006420	Np002G086380	XP_013589953.1, XP_013618241.1
OG0006421	Np002G086100	XP_013590377.1
OG0006422	Np004G241660	XP_013639225.1, XP_013615245.1, XP_013585196.1
OG0006423	Np002G083640	XP_013589997.1, XP_013589519.1
OG0006424	Np002G083240	XP_013588357.1, XP_013616245.1
OG0006425	Np002G083120	XP_013620328.1, XP_013592228.1
OG0006426	Np003G136930	XP_013611909.1, XP_013611908.1
OG0006427	Np002G082780	XP_013619249.1, XP_013590705.1, XP_013617213.1
OG0006428	Np002G073750	XP_013620154.1, XP_013590703.1
OG0006429	Np002G074490	XP_013590129.1
OG0006430	Np002G074550	XP_013592523.1, XP_013614579.1
OG0006431	Np002G075280	XP_013591577.1
OG0006432	Np002G077810	XP_013590537.1, XP_013590458.1, XP_013619058.1
OG0006433	Np002G078100	XP_013635202.1, XP_013590077.1
OG0006434	Np002G078790	XP_013589733.1, XP_013590113.1
OG0006435	Np002G080330, Np002G080340, Np002G080390	XP_013588075.1, XP_013592375.1
OG0006436	Np002G081380	XP_013613908.1, XP_013592313.1
OG0006437	Np002G082250	XP_013591152.1, XP_013588808.1
OG0006438	Np002G072690	XP_013591303.1, XP_013588576.1
OG0006439	Np002G072510	XP_013590896.1, XP_013590507.1
OG0006440	Np002G072210	XP_013592657.1
OG0006441	Np002G120570	XP_013615126.1
OG0006442	Np007G408460	XP_013584689.1, XP_013584633.1
OG0006443	Np007G406010	XP_013610629.1, XP_013585113.1
OG0006444	Np004G193220	XP_013630403.1, XP_013592679.1
OG0006445	Np007G403820	XP_013586464.1, XP_013587072.1
OG0006446	Np007G403100	XP_013587581.1, XP_013622154.1
OG0006447	Np007G390070	XP_013628682.1, XP_013587373.1
OG0006448	Np007G390420	XP_013609693.1, XP_013626018.1, XP_013587041.1
OG0006449	Np007G391960	XP_013638302.1, XP_013620062.1
OG0006450	Np001G050140	XP_013637818.1, XP_013600015.1
OG0006451	Np007G392570	XP_013613835.1, XP_013583744.1
OG0006452	Np007G392640	XP_013587144.1, XP_013616701.1
OG0006453	Np007G392720	XP_013627419.1, XP_013584603.1
OG0006454	Np007G392800	XP_013609341.1, XP_013609264.1, XP_013638783.1
OG0006455	Np007G393030	XP_013584400.1, XP_013587335.1
OG0006456	Np007G393200	XP_013609140.1, XP_013587190.1
OG0006457	Np007G393220	XP_013616476.1, XP_013638565.1
OG0006458	Np007G393280	XP_013629890.1, XP_013609103.1
OG0006459	Np007G393550	XP_013623608.1, XP_013584233.1
OG0006460	Np005G303570	XP_013603150.1, XP_013589819.1
OG0006461	Np007G394000	XP_013584935.1, XP_013608899.1, XP_013636015.1
OG0006462	Np007G394340	XP_013630906.1, XP_013632270.1
OG0006464	Np007G395080	XP_013622436.1, XP_013609872.1
OG0006465	Np007G396710	XP_013610040.1, XP_013638667.1
OG0006466	Np007G398100	XP_013638438.1, XP_013623391.1
OG0006467	Np007G399350	XP_013632589.1, XP_013627985.1, XP_013585025.1
OG0006468	Np007G380410	XP_013632513.1, XP_013627883.1
OG0006469	Np007G380520	XP_013587234.1, XP_013608124.1
OG0006470	Np007G380650	XP_013587298.1
OG0006471	Np007G381690	XP_013617375.1, XP_013587288.1
OG0006472	Np007G382950	XP_013615479.1, XP_013625557.1, XP_013639013.1
OG0006473	Np007G383070	XP_013637921.1, XP_013622682.1
OG0006474	Np007G383610	XP_013584433.1, XP_013614599.1
OG0006475	Np007G383770	XP_013635733.1
OG0006476	Np007G384300	XP_013596451.1, XP_013586856.1
OG0006477	Np007G384330	XP_013597025.1
OG0006478	Np007G384810	XP_013606915.1, XP_013598378.1
OG0006479	Np007G386280	XP_013593817.1, XP_013615652.1
OG0006480	Np007G388680	XP_013625148.1, XP_013598659.1
OG0006481	Np002G078720, Np007G378230	XP_013625329.1, XP_013610171.1
OG0006482	Np007G376140	XP_013625809.1, XP_013599204.1
OG0006483	Np007G375710	XP_013625755.1, XP_013596130.1
OG0006484	Np007G385290, Np007G375310	XP_013629001.1, XP_013594208.1
OG0006485	Np007G374210	XP_013610398.1, XP_013596233.1
OG0006486	Np007G374570	XP_013593480.1, XP_013622856.1
OG0006487	Np007G374700	XP_013627527.1, XP_013596460.1
OG0006488	Np007G373380	XP_013593589.1, XP_013606585.1
OG0006489	Np007G373310	XP_013595396.1, XP_013604306.1
OG0006490	Np007G372020	XP_013605588.1, XP_013609516.1
OG0006491	Np007G371880	XP_013595863.1
OG0006494	Np009G431010, Np004G191200	XP_013589901.1, XP_013625539.1
OG0006495	Np004G191710	XP_013626739.1, XP_013590674.1
OG0006496	Np004G191860	XP_013591964.1, XP_013589085.1, XP_013625502.1
OG0006497	Np004G191950	XP_013591099.1
OG0006498	Np004G193020	XP_013613486.1, XP_013590184.1
OG0006499	Np004G193190, Np002G090110	XP_013587905.1, XP_013621821.1
OG0006500	Np004G194830	XP_013626158.1, XP_013590381.1
OG0006501	Np004G194980	XP_013625343.1, XP_013615101.1, XP_013589820.1
OG0006502	Np004G195760	XP_013587287.1
OG0006503	Np004G195650	XP_013627026.1, XP_013584737.1
OG0006504	Np004G196730	XP_013588129.1, XP_013638736.1, XP_013621804.1
OG0006505	Np004G197320	XP_013602682.1, XP_013587396.1
OG0006506	Np004G197890	XP_013599649.1, XP_013587920.1
OG0006507	Np004G200060	XP_013603721.1, XP_013585074.1
OG0006508	Np005G301180	XP_013597249.1, XP_013594351.1
OG0006509	Np006G341790	XP_013636448.1, XP_013622956.1
OG0006510	Np006G341830	XP_013635400.1, XP_013635326.1
OG0006511	Np006G341900	XP_013631841.1, XP_013622440.1
OG0006512	Np006G341920	XP_013627493.1, XP_013635203.1, XP_013632563.1
OG0006513	Np001G054010	XP_013633786.1, XP_013600832.1
OG0006514	Np001G054090	XP_013636374.1, XP_013604501.1
OG0006515	Np001G058070	XP_013590500.1, XP_013602319.1
OG0006516	Np001G059180	XP_013636628.1
OG0006517	Np001G059190	XP_013599947.1, XP_013631411.1
OG0006518	Np001G059860	XP_013603395.1, XP_013590978.1
OG0006519	Np001G060540	XP_013602192.1, XP_013631267.1
OG0006520	Np001G060800	XP_013637301.1, XP_013601969.1
OG0006521	Np001G061880	XP_013591519.1, XP_013605195.1
OG0006522	Np006G334740, Np001G063680	XP_013604795.1
OG0006523	Np001G065570	XP_013631857.1, XP_013600411.1
OG0006524	Np001G066490	XP_013603725.1, XP_013634960.1
OG0006525	Np001G066840	XP_013591977.1, XP_013631506.1
OG0006526	Np001G067740	XP_013588932.1
OG0006527	Np001G068120	XP_013600770.1, XP_013633974.1
OG0006528	Np001G069370	XP_013636967.1, XP_013588006.1, XP_013604619.1
OG0006529	Np001G069680	XP_013633639.1, XP_013602149.1
OG0006530	Np007G395980	XP_013630241.1, XP_013587694.1, XP_013617385.1
OG0006531	Np001G069930	XP_013636172.1, XP_013591687.1, XP_013604674.1
OG0006532	Np001G054000	XP_013600833.1, XP_013633788.1
OG0006533	Np001G053350	XP_013605067.1
OG0006536	Np007G391360	XP_013632464.1, XP_013596563.1
OG0006537	Np003G177880	XP_013633464.1
OG0006538	Np002G074460	XP_013590617.1, XP_013618916.1, XP_013619066.1
OG0006539	Np005G275610	XP_013603834.1, XP_013587945.1
OG0006540	Np004G251840	XP_013586803.1, XP_013605817.1, XP_013602469.1
OG0006541	Np004G234320	XP_013596067.1, XP_013602778.1, XP_013584538.1
OG0006542	Np002G089590	XP_013619583.1, XP_013590572.1, XP_013590797.1
OG0006543	Np003G187180	XP_013622538.1, XP_013606153.1
OG0006544	Np007G383580	XP_013607437.1, XP_013584927.1, XP_013627046.1
OG0006549	Np005G284910	XP_013586436.1, XP_013627209.1, XP_013596589.1
OG0006550	Np004G209890	XP_013624709.1, XP_013585227.1
OG0006552	Np001G042740	XP_013610203.1
OG0006554	Np001G028510	XP_013609457.1, XP_013618561.1, XP_013595636.1
OG0006555	Np007G383620	XP_013603646.1
OG0006556	Np005G291520	XP_013592942.1, XP_013628164.1, XP_013594175.1
OG0006570	Np005G276320	XP_013603560.1, XP_013585447.1
OG0006571	Np005G276150	XP_013605899.1, XP_013596780.1, XP_013593488.1
OG0006572	Np005G276050	XP_013594246.1, XP_013588990.1
