Orthogroup	Noccaea_praecox	Conringia_planisiliqua
OG0008512	Np005G274480	CP5_g1012_DN3_SP0_c.t1
OG0008513	Np005G274270	CP5_g1003_DN3_SP8_c.t1
OG0008514	Np005G273850	CP5_g979_DN2_SP0_c.t1
OG0008515	Np005G273420	CP5_g970_DN3_SP0_c.t1
OG0008516	Np005G273330	CP5_g959_DN2_SP0_c.t1
OG0008517	Np005G273270	CP5_g954_DN3_SP0_c.t1
OG0008518	Np003G147950	CP8_g54340_DN3_SP1_c.t1
OG0008519	Np005G272730	CP5_g915_DN3_SP0_c.t1
OG0008520	Np005G272700	CP5_g912_DN2_SP8_c.t1
OG0008521	Np005G271810	CP5_g858_DN3_SP0_c.t1
OG0008522	Np005G271650	CP5_g844_DN3_SP3_c.t1
OG0008523	Np005G271390	CP5_g827_DN3_SP8_c.t1
OG0008524	Np005G271270	CP5_g818_DN3_SP0_c.t1
OG0008525	Np005G271200	CP5_g813_DN3_SP0_c.t1
OG0008526	Np005G270770	CP5_g787_DN3_SP8_c.t1
OG0008527	Np005G270550	CP5_g782_DN3_SP8_c.t1
OG0008528	Np005G270520	CP5_g779_DN3_SP0_c.t1
OG0008529	Np005G269970	CP5_g742_DN3_SP1_c.t1
OG0008530	Np005G263080	CP5_g714_DN3_SP3_c.t1
OG0008531	Np005G263050	CP5_g717_DN3_SP8_c.t1
OG0008532	Np005G263060	CP5_g716_DN3_SP8_c.t1
OG0008533	Np005G263310	CP5_g694_DN3_SP4_c.t1
OG0008534	Np005G269910	CP5_g738_DN3_SP7_c.t1
OG0008535	Np005G263430	CP5_g684_DN3_SP6_c.t1
OG0008536	Np005G263440	CP5_g683_DN3_SP8_c.t1
OG0008537	Np005G263450	CP5_g682_DN3_SP0_c.t1
OG0008538	Np005G263520	CP5_g676_DN3_SP4_c.t1
OG0008540	Np005G264520	CP5_g584_DN2_SP0_c.t1
OG0008541	Np005G264300	CP5_g607_DN3_SP8_c.t1
OG0008542	Np005G264160	CP5_g621_DN3_SP8_c.t1
OG0008543	Np005G264730	CP5_g565_DN3_SP0_c.t1
OG0008544	Np005G264770	CP5_g563_DN3_SP1_c.t1
OG0008545	Np005G264880	CP5_g554_DN3_SP0_c.t1
OG0008546	Np005G265340	CP5_g535_DN3_SP7_c.t1
OG0008547	Np005G265570	CP5_g517_DN3_SP0_c.t1
OG0008548	Np004G215530	CP7_g44771_DN3_SP8_c.t1
OG0008549	Np004G216810	CP7_g44735_DN3_SP8_c.t1
OG0008550	Np004G217080	CP7_g44724_DN3_SP1_c.t1
OG0008551	Np004G217520	CP7_g44710_DN3_SP7_c.t1
OG0008552	Np004G219740	CP7_g44680_DN3_SP8_c.t1
OG0008553	Np004G205200	CP7_g44651_DN3_SP6_c.t1
OG0008554	Np005G319390	CP6_g7129_DN3_SP0_c.t1
OG0008555	Np005G296310	CP6_g7137_DN3_SP8_c.t1
OG0008556	Np005G298900	CP6_g7172_DN3_SP8_c.t1
OG0008557	Np004G245730	CP1_g37522_DN3_SP8_c.t1
OG0008558	Np002G105560	CP2_g50575_DN3_SP0_c.t1
OG0008559	Np002G105120	CP2_g50501_DN3_SP2_c.t1
OG0008560	Np002G108410	CP2_g49893_DN3_SP0_c.t1
OG0008561	Np005G263150	CP5_g708_DN3_SP8_c.t1
OG0008562	Np002G113160	CP2_g49489_DN3_SP2_c.t1
OG0008563	Np004G249140	CP1_g37273_DN3_SP1_c.t1
OG0008564	Np002G113800	CP3_g15694_DN1_SP0_c.t1, CP2_g49417_DN3_SP0_c.t1
OG0008565	Np002G115510	CP2_g49305_DN3_SP6_c.t1
OG0008566	Np002G115580	CP2_g49302_DN3_SP8_c.t1
OG0008567	Np002G116560	CP2_g49231_DN3_SP3_c.t1
OG0008568	Np002G116460	CP2_g49237_DN3_SP5_c.t1
OG0008569	Np007G385930	CP12_g30792_DN3_SP3_c.t1
OG0008570	Np002G117590	CP2_g49165_DN3_SP8_c.t1
OG0008571	Np002G117780	CP2_g49152_DN3_SP1_c.t1
OG0008572	Np002G117890	CP2_g49147_DN3_SP0_c.t1
OG0008573	Np002G118360	CP2_g49112_DN3_SP8_c.t1
OG0008574	Np002G118390, Np002G118370	CP2_g49110_DN3_SP3_c.t1
OG0008575	Np002G118490	CP2_g49108_DN3_SP2_c.t1
OG0008576	Np002G118830, Np002G118840	CP2_g49089_DN3_SP8_c.t1
OG0008577	Np004G246270	CP1_g37482_DN3_SP7_c.t1
OG0008578	Np004G241210	CP1_g37823_DN3_SP0_c.t1
OG0008579	Np001G027020	CP13_g19652_DN3_SP0_c.t1
OG0008580	Np001G026600	CP13_g19632_DN3_SP0_c.t1
OG0008581	Np001G026370	CP13_g19617_DN3_SP1_c.t1
OG0008582	Np001G025660	CP13_g19576_DN3_SP7_c.t1
OG0008583	Np001G025120	CP13_g19547_DN2_SP0_c.t1
OG0008584	Np001G024570	CP13_g19500_DN3_SP8_c.t1
OG0008585	Np001G024110	CP13_g19482_DN3_SP8_c.t1
OG0008586	Np001G023680	CP13_g19448_DN3_SP0_c.t1
OG0008587	Np001G023330	CP13_g19419_DN3_SP0_c.t1
OG0008588	Np001G023190	CP13_g19413_DN3_SP6_c.t1
OG0008589	Np001G023010	CP13_g19400_DN3_SP5_c.t1
OG0008590	Np001G022500	CP13_g19362_DN3_SP7_c.t1
OG0008591	Np001G022270	CP13_g19346_DN3_SP8_c.t1
OG0008592	Np001G021890	CP13_g19322_DN3_SP2_c.t1
OG0008593	Np001G021870	CP13_g19320_DN3_SP2_c.t1
OG0008594	Np001G021350	CP13_g19295_DN3_SP7_c.t1
OG0008595	Np001G021080	CP13_g19284_DN3_SP6_c.t1
OG0008596	Np001G020970	CP13_g19275_DN3_SP6_c.t1
OG0008597	Np001G020400	CP13_g19231_DN2_SP8_c.t1
OG0008598	Np001G020390	CP13_g19230_DN3_SP8_c.t1
OG0008599	Np001G019900	CP13_g19197_DN3_SP0_c.t1
OG0008600	Np001G019870	CP13_g19194_DN3_SP0_c.t1
OG0008601	Np001G019590	CP13_g19168_DN3_SP0_c.t1
OG0008602	Np001G019490	CP13_g19161_DN3_SP0_c.t1
OG0008604	Np001G018820	CP13_g19116_DN3_SP0_c.t1
OG0008605	Np001G018790	CP13_g19113_DN3_SP0_c.t1
OG0008606	Np002G095420	CP9_g28174_DN3_SP8_c.t1
OG0008607	Np001G059890, Np002G096440	CP9_g28132_DN1_SP0_c.t1
OG0008608	Np002G097500	CP9_g28053_DN3_SP8_c.t1
OG0008609	Np002G098650	CP9_g27754_DN3_SP8_c.t1
OG0008609	Np005G310920	CP5_g1956_DN3_SP1_c.t1
OG0008611	Np002G124750	CP13_g19049_DN2_SP5_c.t1
OG0008612	Np002G124280	CP13_g19078_DN3_SP8_c.t1
OG0008613	Np002G124180	CP13_g19082_DN3_SP0_c.t1
OG0008614	Np002G123750	CP2_g48876_DN3_SP3_c.t1
OG0008615	Np002G123500	CP2_g48883_DN3_SP6_c.t1
OG0008616	Np002G123310	CP2_g48896_DN3_SP6_c.t1
OG0008617	Np002G122240	CP2_g48946_DN3_SP8_c.t1
OG0008618	Np002G122250	CP2_g48945_DN3_SP0_c.t1
OG0008619	Np002G121340	CP2_g48974_DN3_SP1_c.t1
OG0008620	Np002G120520	CP2_g49019_DN3_SP8_c.t1
OG0008621	Np007G408740	CP10_g43222_DN2_SP0_c.t1
OG0008622	Np003G155950	CP8_g53742_DN3_SP0_c.t1
OG0008624	Np006G330740	CP4_g24621_DN3_SP3_c.t1
OG0008625	Np006G330670	CP4_g24611_DN3_SP5_c.t1
OG0008626	Np007G413510	CP10_g42898_DN3_SP7_c.t1
OG0008627	Np003G128060	CP11_g33525_DN3_SP3_c.t1
OG0008629	Np007G411430	CP10_g43033_DN3_SP0_c.t1
OG0008630	Np007G411150	CP10_g43054_DN3_SP0_c.t1
OG0008631	Np007G411060	CP10_g43063_DN3_SP0_c.t1
OG0008632	Np007G410310	CP10_g43108_DN3_SP8_c.t1
OG0008633	Np007G410250	CP10_g43115_DN3_SP8_c.t1
OG0008634	Np007G409710	CP10_g43149_DN2_SP0_c.t1
OG0008635	Np007G412470, Np007G409610	CP10_g43158_DN3_SP8_c.t1
OG0008636	Np007G409600	CP10_g43159_DN3_SP3_c.t1
OG0008637	Np007G409280	CP10_g43181_DN3_SP8_c.t1
OG0008638	Np007G409050	CP10_g43197_DN3_SP8_c.t1
OG0008639	Np003G174530	CP8_g52188_DN3_SP0_c.t1
OG0008640	Np001G048680, Np003G173060	CP8_g52811_DN3_SP8_c.t1
OG0008641	Np003G172840	CP8_g52847_DN3_SP0_c.t1
OG0008642	Np003G172480	CP8_g52916_DN3_SP5_c.t1
OG0008643	Np003G171650	CP8_g52961_DN3_SP7_c.t1
OG0008644	Np003G171560	CP8_g52965_DN3_SP0_c.t1
OG0008645	Np003G170580, Np003G171100	CP8_g52987_DN3_SP2_c.t1
OG0008646	Np004G203570	CP8_g53109_DN3_SP4_c.t1
OG0008647	Np003G167550	CP8_g53117_DN3_SP0_c.t1
OG0008648	Np003G165210	CP8_g53216_DN3_SP8_c.t1
OG0008649	Np003G164650	CP8_g53243_DN3_SP8_c.t1
OG0008650	Np003G164420	CP8_g53280_DN3_SP8_c.t1
OG0008651	Np003G164540	CP8_g53269_DN3_SP4_c.t1
OG0008652	Np003G164840	CP8_g53257_DN1_SP0_c.t1
OG0008653	Np003G163810	CP8_g53313_DN2_SP0_c.t1
OG0008654	Np003G163780	CP8_g53316_DN3_SP3_c.t1
OG0008655	Np003G163660	CP8_g53326_DN3_SP8_c.t1
OG0008656	Np003G163530	CP8_g53328_DN2_SP0_c.t1
OG0008657	Np003G162230	CP8_g53382_DN3_SP8_c.t1
OG0008658	Np003G161460	CP8_g53344_DN3_SP3_c.t1
OG0008659	Np003G162390	CP8_g53396_DN3_SP7_c.t1
OG0008660	Np003G162510	CP8_g53404_DN3_SP8_c.t1
OG0008662	Np003G160740	CP8_g53470_DN3_SP3_c.t1
OG0008663	Np003G160500	CP8_g53489_DN3_SP7_c.t1
OG0008664	Np003G160380	CP8_g53497_DN3_SP4_c.t1
OG0008665	Np003G159540	CP8_g53534_DN3_SP0_c.t1
OG0008666	Np003G159380	CP8_g53546_DN3_SP2_c.t1
OG0008667	Np003G159370	CP8_g53547_DN2_SP0_c.t1
OG0008668	Np003G158320	CP8_g53595_DN3_SP8_c.t1
OG0008669	Np003G157970	CP8_g53623_DN3_SP0_c.t1
OG0008670	Np003G157950	CP8_g53625_DN3_SP3_c.t1
OG0008671	Np003G157440	CP8_g53650_DN3_SP0_c.t1
OG0008672	Np003G157180	CP8_g53665_DN3_SP8_c.t1
OG0008673	Np003G157150	CP8_g53667_DN3_SP8_c.t1
OG0008674	Np003G156720	CP8_g53689_DN3_SP3_c.t1
OG0008675	Np003G156440	CP8_g53705_DN3_SP8_c.t1
OG0008676	Np003G156330	CP8_g53714_DN2_SP2_c.t1
OG0008677	Np003G156130	CP8_g53728_DN3_SP8_c.t1
OG0008678	Np003G155710	CP8_g53758_DN3_SP0_c.t1
OG0008680	Np003G155020	CP8_g53802_DN3_SP8_c.t1
OG0008681	Np003G155010	CP8_g53803_DN3_SP1_c.t1
OG0008682	Np001G018280	CP2_g48836_DN2_SP1_c.t1
OG0008683	Np001G018180	CP2_g48827_DN3_SP8_c.t1
OG0008684	Np001G018170	CP2_g48826_DN2_SP0_c.t1
OG0008685	Np003G140030	CP11_g32637_DN3_SP8_c.t1
OG0008686	Np003G140010	CP11_g32639_DN3_SP8_c.t1
OG0008687	Np003G139770	CP11_g32657_DN3_SP8_c.t1
OG0008688	Np003G139730	CP11_g32660_DN3_SP8_c.t1
OG0008689	Np003G139720	CP11_g32661_DN3_SP3_c.t1
OG0008690	Np003G139670	CP11_g32666_DN3_SP7_c.t1
OG0008691	Np003G139190	CP11_g32699_DN2_SP0_c.t1
OG0008692	Np003G139180	CP11_g32700_DN3_SP8_c.t1
OG0008693	Np003G139030	CP11_g32714_DN3_SP0_c.t1
OG0008694	Np003G138680	CP11_g32734_DN3_SP8_c.t1
OG0008695	Np003G138540	CP11_g32745_DN3_SP8_c.t1
OG0008697	Np005G264330	CP11_g32756_DN3_SP0_c.t1
OG0008697	Np003G138460	CP5_g604_DN2_SP0_c.t1
OG0008698	Np003G137890	CP11_g32799_DN3_SP4_c.t1
OG0008699	Np003G137080	CP11_g32855_DN3_SP8_c.t1
OG0008700	Np003G136810	CP11_g32879_DN3_SP8_c.t1
OG0008701	Np003G136680	CP8_g53781_DN1_SP0_c.t1, CP11_g32894_DN3_SP1_c.t1
OG0008702	Np003G136440	CP11_g32914_DN3_SP0_c.t1
OG0008703	Np003G136140	CP11_g32943_DN3_SP2_c.t1
OG0008704	Np003G135930	CP11_g32960_DN3_SP1_c.t1
OG0008705	Np003G135840, Np005G283830	CP11_g32968_DN3_SP1_c.t1
OG0008706	Np003G135440	CP11_g32994_DN3_SP0_c.t1
OG0008707	Np003G135100	CP11_g33022_DN3_SP6_c.t1
OG0008708	Np003G135070	CP11_g33025_DN3_SP8_c.t1
OG0008709	Np003G134770	CP11_g33047_DN3_SP8_c.t1
OG0008710	Np003G134410	CP11_g33068_DN3_SP0_c.t1
OG0008711	Np003G134090	CP11_g33098_DN3_SP0_c.t1
OG0008712	Np003G134050	CP11_g33101_DN3_SP8_c.t1
OG0008713	Np003G133830	CP11_g33113_DN3_SP0_c.t1
OG0008714	Np003G133540	CP11_g33135_DN3_SP0_c.t1
OG0008715	Np005G295940	CP6_g7115_DN3_SP6_c.t1
OG0008716	Np005G293890	CP6_g7065_DN3_SP4_c.t1
OG0008717	Np005G293720	CP6_g7060_DN3_SP2_c.t1
OG0008718	Np005G293470	CP6_g7047_DN2_SP0_c.t1
OG0008719	Np005G293430	CP6_g7045_DN2_SP0_c.t1
OG0008720	Np005G293420	CP6_g7044_DN2_SP0_c.t1
OG0008721	Np005G292890	CP6_g7030_DN3_SP3_c.t1
OG0008722	Np005G292400	CP6_g7007_DN3_SP0_c.t1
OG0008723	Np005G291030	CP6_g6934_DN3_SP0_c.t1
OG0008724	Np001G037300	CP13_g19984_DN3_SP7_c.t1
OG0008725	Np005G290230	CP6_g6893_DN3_SP2_c.t1
OG0008726	Np005G290200	CP6_g6891_DN2_SP0_c.t1
OG0008727	Np005G289940	CP6_g6872_DN3_SP8_c.t1
OG0008728	Np005G289800	CP6_g6864_DN3_SP8_c.t1
OG0008730	Np005G288760	CP6_g6824_DN3_SP0_c.t1
OG0008731	Np005G288730	CP6_g6821_DN3_SP2_c.t1
OG0008732	Np005G288570	CP6_g6809_DN3_SP0_c.t1
OG0008733	Np005G288220	CP6_g6782_DN3_SP0_c.t1
OG0008734	Np005G287270	CP6_g6759_DN3_SP3_c.t1
OG0008736	Np005G288060	CP6_g6708_DN3_SP8_c.t1
OG0008737	Np005G286430, Np005G286440	CP19_g18507_DN3_SP6_c.t1
OG0008738	Np005G285020	CP19_g18422_DN3_SP0_c.t1
OG0008739	Np003G182120	CP20_g4431_DN3_SP0_c.t1
OG0008740	Np005G284820	CP19_g18403_DN3_SP2_c.t1
OG0008741	Np005G284670	CP19_g18388_DN3_SP2_c.t1
OG0008742	Np005G284550	CP19_g18372_DN3_SP0_c.t1
OG0008743	Np005G284430	CP19_g18370_DN3_SP8_c.t1
OG0008744	Np005G284240	CP19_g18362_DN3_SP8_c.t1
OG0008746	Np002G085230	CP9_g28664_DN3_SP1_c.t1
OG0008747	Np005G283110	CP4_g26462_DN2_SP0_c.t1, CP19_g18267_DN3_SP3_c.t1
OG0008748	Np003G178360	CP20_g4214_DN3_SP3_c.t1
OG0008749	Np004G206470	CP7_g44537_DN3_SP0_c.t1
OG0008751	Np004G208630	CP7_g44476_DN3_SP2_c.t1
OG0008752	Np004G208720	CP7_g44463_DN3_SP2_c.t1
OG0008753	Np004G224060	CP7_g44428_DN3_SP8_c.t1
OG0008754	Np004G204360	CP7_g44273_DN3_SP3_c.t1
OG0008755	Np004G202520	CP1_g39002_DN3_SP8_c.t1
OG0008756	Np004G202560	CP1_g38983_DN3_SP8_c.t1
OG0008757	Np004G210410	CP7_g45121_DN3_SP8_c.t1
OG0008758	Np004G201900	CP1_g38611_DN3_SP0_c.t1
OG0008759	Np004G210700	CP7_g45096_DN3_SP0_c.t1
OG0008760	Np004G211130	CP7_g45064_DN2_SP0_c.t1
OG0008761	Np002G081210	CP9_g28973_DN3_SP8_c.t1
OG0008762	Np004G212120	CP7_g44987_DN3_SP3_c.t1
OG0008763	Np004G212330	CP7_g44984_DN3_SP8_c.t1
OG0008765	Np004G214180	CP7_g44831_DN3_SP5_c.t1
OG0008766	Np004G214580	CP7_g44812_DN3_SP8_c.t1
OG0008767	Np004G214720	CP7_g44807_DN3_SP0_c.t1
OG0008769	Np005G267190	CP5_g438_DN3_SP4_c.t1
OG0008770	Np005G267230	CP5_g435_DN3_SP5_c.t1
OG0008771	Np005G266800, Np005G267570	CP5_g410_DN3_SP3_c.t1
OG0008772	Np005G268170	CP5_g366_DN3_SP0_c.t1
OG0008773	Np005G268450	CP5_g341_DN3_SP8_c.t1
OG0008774	Np005G268730	CP5_g308_DN3_SP8_c.t1
OG0008775	Np005G268890	CP5_g297_DN3_SP7_c.t1
OG0008776	Np005G268950	CP5_g291_DN3_SP8_c.t1
OG0008777	Np005G269060	CP5_g287_DN3_SP4_c.t1
OG0008778	Np005G269780	CP5_g231_DN3_SP4_c.t1
OG0008779	Np005G269820	CP5_g229_DN3_SP5_c.t1
OG0008780	Np005G262590	CP5_g208_DN3_SP8_c.t1
OG0008781	Np006G351350	CP5_g199_DN3_SP0_c.t1
OG0008782	Np005G262440	CP5_g197_DN3_SP0_c.t1
OG0008783	Np005G262050	CP5_g167_DN3_SP0_c.t1
OG0008784	Np005G261340	CP5_g110_DN3_SP0_c.t1
OG0008785	Np005G277460	CP5_g1243_DN3_SP8_c.t1
OG0008786	Np005G310830	CP5_g2001_DN3_SP8_c.t1
OG0008788	Np005G313100	CP5_g1673_DN3_SP8_c.t1
OG0008790	Np005G314900	CP5_g1559_DN3_SP8_c.t1
OG0008791	Np004G214920	CP7_g44801_DN3_SP7_c.t1
OG0008792	Np003G130640	CP11_g33339_DN3_SP0_c.t1
OG0008793	Np004G219380, Np004G218340, Np004G219360	CP7_g44687_DN3_SP8_c.t1
OG0008794	Np006G340170	CP4_g25175_DN3_SP3_c.t1
OG0008795	Np003G177250	CP20_g4057_DN3_SP0_c.t1
OG0008796	Np006G343150	CP4_g25347_DN3_SP5_c.t1
OG0008797	Np001G041550	CP13_g20318_DN3_SP0_c.t1
OG0008798	Np001G041980	CP13_g20444_DN3_SP8_c.t1
OG0008799	Np001G042080	CP13_g20461_DN3_SP0_c.t1
OG0008800	Np006G323850	CP4_g24151_DN3_SP5_c.t1
OG0008801	Np001G042960	CP22_g17391_DN3_SP3_c.t1
OG0008802	Np003G178370	CP20_g4215_DN3_SP8_c.t1
OG0008803	Np003G180170	CP20_g4318_DN3_SP3_c.t1
OG0008805	Np003G181910	CP20_g4424_DN3_SP7_c.t1
OG0008806	Np003G182340	CP20_g4450_DN1_SP0_c.t1
OG0008807	Np003G182430	CP20_g4453_DN3_SP8_c.t1
OG0008808	Np003G182700	CP11_g31786_DN2_SP0_c.t1
OG0008809	Np003G183760	CP11_g31875_DN3_SP8_c.t1
OG0008810	Np003G184680	CP11_g31906_DN3_SP4_c.t1
OG0008811	Np003G184760	CP11_g31913_DN3_SP2_c.t1
OG0008812	Np001G039630	CP13_g20151_DN3_SP8_c.t1
OG0008813	Np001G039580	CP13_g20147_DN3_SP3_c.t1
OG0008815	Np001G038430	CP13_g20057_DN3_SP8_c.t1
OG0008816	Np001G037450	CP13_g19994_DN3_SP0_c.t1
OG0008817	Np001G036220	CP13_g19930_DN3_SP2_c.t1
OG0008818	Np001G036320	CP13_g19924_DN3_SP5_c.t1
OG0008819	Np001G034390	CP13_g19830_DN3_SP0_c.t1
OG0008820	Np001G034280	CP13_g19825_DN3_SP0_c.t1
OG0008821	Np001G033500	CP13_g19791_DN3_SP8_c.t1
OG0008822	Np001G032160	CP13_g19725_DN3_SP3_c.t1
OG0008823	Np001G032170	CP13_g19724_DN3_SP3_c.t1
OG0008825	Np005G307530	CP6_g8658_DN3_SP8_c.t1
OG0008826	Np005G308290	CP6_g8629_DN1_SP0_c.t1
OG0008827	Np005G308450	CP6_g8654_DN3_SP3_c.t1
OG0008828	Np005G309270	CP6_g7968_DN3_SP0_c.t1
OG0008829	Np007G386340	CP12_g30816_DN3_SP8_c.t1
OG0008830	Np005G306020	CP6_g7548_DN3_SP0_c.t1
OG0008831	Np005G305790	CP6_g7528_DN3_SP8_c.t1
OG0008832	Np005G305650	CP6_g7515_DN3_SP8_c.t1
OG0008833	Np005G304290	CP6_g7449_DN3_SP5_c.t1
OG0008834	Np005G303510	CP6_g7391_DN3_SP0_c.t1
OG0008835	Np005G303440	CP6_g7387_DN3_SP2_c.t1
OG0008836	Np005G302870	CP6_g7351_DN3_SP2_c.t1
OG0008837	Np005G302780	CP6_g7340_DN3_SP8_c.t1
OG0008838	Np005G317140	CP5_g1396_DN3_SP0_c.t1
OG0008839	Np005G318660	CP19_g17934_DN3_SP0_c.t1
OG0008840	Np005G318040	CP5_g1353_DN3_SP8_c.t1
OG0008841	Np005G318820	CP19_g17917_DN3_SP3_c.t1
OG0008842	Np005G318800	CP19_g17919_DN3_SP3_c.t1
OG0008843	Np005G319650	CP19_g17868_DN3_SP0_c.t1
OG0008844	Np005G318840, Np005G320090	CP19_g17838_DN3_SP7_c.t1
OG0008845	Np005G320180	CP19_g17831_DN3_SP8_c.t1
OG0008846	Np007G373550	CP10_g43590_DN3_SP8_c.t1
OG0008847	Np006G320670	CP4_g23929_DN3_SP8_c.t1
OG0008848	Np006G320730	CP4_g23933_DN3_SP8_c.t1, CP17_g6294_DN3_SP0_c.t1
OG0008849	Np006G322440	CP4_g24048_DN3_SP8_c.t1
OG0008850	Np006G322590	CP4_g24055_DN3_SP0_c.t1
OG0008851	Np006G322760	CP4_g24068_DN3_SP0_c.t1
OG0008852	Np006G323190	CP4_g24106_DN3_SP0_c.t1
OG0008853	Np006G323290	CP4_g24114_DN2_SP0_c.t1
OG0008854	Np006G323720	CP4_g24149_DN3_SP6_c.t1
OG0008855	Np006G324390	CP4_g24188_DN3_SP8_c.t1
OG0008856	Np006G324670	CP4_g24210_DN3_SP8_c.t1
OG0008857	Np006G324760	CP4_g24217_DN3_SP5_c.t1
OG0008858	Np006G324850	CP4_g24225_DN3_SP3_c.t1
OG0008859	Np001G065670	CP3_g13369_DN3_SP0_c.t1
OG0008860	Np006G325920	CP4_g24309_DN3_SP1_c.t1
OG0008861	Np006G326050	CP4_g24322_DN2_SP1_c.t1
OG0008862	Np006G326160	CP4_g24326_DN1_SP0_c.t1
OG0008863	Np006G326180, Np006G326170	CP4_g24327_DN2_SP0_c.t1
OG0008864	Np006G326430	CP4_g24346_DN3_SP0_c.t1
OG0008865	Np006G327130	CP4_g24398_DN3_SP8_c.t1
OG0008866	Np006G327560	CP4_g24422_DN3_SP2_c.t1
OG0008867	Np001G064360	CP3_g13464_DN3_SP5_c.t1
OG0008868	Np006G328190	CP4_g24458_DN3_SP3_c.t1
OG0008869	Np006G328630	CP4_g24485_DN2_SP0_c.t1
OG0008870	Np006G328660	CP4_g24487_DN3_SP4_c.t1
OG0008871	Np006G328690	CP4_g24491_DN3_SP0_c.t1
OG0008872	Np003G138410	CP11_g32762_DN3_SP4_c.t1
OG0008873	Np006G329540	CP4_g24537_DN3_SP2_c.t1
OG0008874	Np006G329780	CP4_g24550_DN3_SP7_c.t1
OG0008875	Np006G330100	CP4_g24573_DN3_SP3_c.t1
OG0008876	Np006G330120	CP4_g24574_DN3_SP1_c.t1
OG0008877	Np003G125620	CP11_g33706_DN3_SP8_c.t1
OG0008878	Np004G205590, Np001G035450	CP11_g33696_DN3_SP0_c.t1
OG0008879	Np003G125760	CP11_g33691_DN3_SP8_c.t1
OG0008880	Np003G126020	CP11_g33681_DN3_SP4_c.t1
OG0008881	Np003G126620	CP11_g33635_DN3_SP5_c.t1
OG0008882	Np003G126940	CP11_g33607_DN3_SP0_c.t1
OG0008883	Np003G127300	CP11_g33575_DN3_SP0_c.t1
OG0008884	Np003G128100	CP11_g33521_DN3_SP3_c.t1
OG0008885	Np003G128210	CP11_g33514_DN3_SP8_c.t1
OG0008886	Np003G128400	CP11_g33500_DN3_SP4_c.t1
OG0008887	Np003G128690	CP11_g33472_DN3_SP0_c.t1
OG0008888	Np003G147340	CP8_g54395_DN3_SP8_c.t1
OG0008889	Np003G147630	CP8_g54372_DN3_SP3_c.t1
OG0008890	Np003G147730	CP8_g54367_DN3_SP0_c.t1
OG0008891	Np003G147800	CP8_g54360_DN3_SP8_c.t1
OG0008892	Np003G148370	CP8_g54311_DN3_SP0_c.t1
OG0008893	Np003G148380	CP8_g54310_DN3_SP8_c.t1
OG0008894	Np003G147820	CP8_g54357_DN3_SP1_c.t1
OG0008895	Np003G148780	CP8_g54272_DN3_SP7_c.t1
OG0008896	Np001G009900	CP2_g48224_DN3_SP8_c.t1
OG0008897	Np003G149280	CP8_g54232_DN3_SP3_c.t1
OG0008898	Np003G149310	CP8_g54230_DN3_SP8_c.t1
OG0008899	Np003G149730	CP8_g54211_DN3_SP0_c.t1
OG0008900	Np003G149800	CP8_g54205_DN3_SP8_c.t1
OG0008901	Np003G149840	CP8_g54201_DN3_SP5_c.t1
OG0008902	Np003G149970	CP8_g54190_DN3_SP8_c.t1
OG0008903	Np003G150390	CP8_g54163_DN3_SP8_c.t1
OG0008904	Np003G150420	CP8_g54160_DN3_SP0_c.t1
OG0008905	Np003G150990	CP8_g54121_DN3_SP8_c.t1
OG0008906	Np003G151300	CP8_g54103_DN3_SP3_c.t1
OG0008907	Np003G151470	CP8_g54092_DN3_SP8_c.t1
OG0008908	Np003G152030	CP8_g54045_DN3_SP7_c.t1
OG0008909	Np001G005260	CP2_g47920_DN3_SP8_c.t1
OG0008910	Np003G152320	CP8_g54020_DN3_SP8_c.t1
OG0008911	Np003G152330	CP8_g54019_DN3_SP3_c.t1
OG0008912	Np003G152470	CP8_g54012_DN2_SP1_c.t1
OG0008913	Np003G152560	CP8_g54002_DN3_SP7_c.t1
OG0008914	Np003G152590	CP8_g53998_DN2_SP0_c.t1
OG0008915	Np003G153450	CP8_g53926_DN3_SP7_c.t1
OG0008916	Np003G153580	CP1_g39622_DN2_SP0_c.t1, CP8_g53918_DN3_SP1_c.t1
OG0008917	Np003G152840	CP8_g53968_DN3_SP0_c.t1
OG0008918	Np003G153290	CP8_g53935_DN1_SP0_c.t1
OG0008919	Np003G153690	CP8_g53912_DN3_SP8_c.t1
OG0008920	Np003G153720	CP8_g53907_DN3_SP8_c.t1
OG0008921	Np003G153810, Np006G351290, Np006G351280	CP8_g53901_DN3_SP0_c.t1
OG0008922	Np001G005390	CP2_g47932_DN3_SP8_c.t1
OG0008923	Np001G005320	CP2_g47927_DN3_SP8_c.t1
OG0008924	Np004G233220, Np004G251110	CP1_g37103_DN3_SP0_c.t1
OG0008925	Np001G005200	CP2_g47912_DN3_SP8_c.t1
OG0008927	Np001G004640	CP2_g47870_DN3_SP8_c.t1
OG0008928	Np001G004230	CP2_g47836_DN3_SP3_c.t1
OG0008929	Np001G004030	CP2_g47820_DN3_SP0_c.t1
OG0008930	Np001G003680	CP2_g47796_DN3_SP8_c.t1
OG0008931	Np001G003570	CP2_g47786_DN3_SP1_c.t1
OG0008932	Np001G003550	CP2_g47784_DN3_SP8_c.t1
OG0008933	Np001G002450	CP2_g47698_DN2_SP0_c.t1
OG0008934	Np001G002350	CP2_g47688_DN3_SP1_c.t1
