Orthogroup	Noccaea_praecox	Euclidium_syriacum
OG0010138	Np005G279290	ESY16_g62571_DN3_SP0_c0.t1
OG0010139	Np005G279220	ESY16_g62536_DN3_SP0_c0.t1
OG0010140	Np007G424490	ESY3_g32589_DN3_SP0_c0.t1
OG0010141	Np007G423010	ESY3_g32439_DN3_SP0_c13.t1
OG0010142	Np007G422500	ESY3_g32355_DN3_SP3_c0.t1
OG0010143	Np007G422480	ESY3_g32351_DN3_SP8_c0.t1
OG0010144	Np007G421850	ESY3_g32263_DN3_SP8_c0.t1
OG0010145	Np007G421720	ESY3_g32253_DN3_SP0_c0.t1
OG0010146	Np007G421620	ESY3_g32232_DN3_SP8_c6.t1
OG0010147	Np007G421540	ESY3_g32207_DN3_SP7_c0.t1
OG0010148	Np007G420740	ESY3_g32036_DN3_SP2_c0.t1
OG0010149	Np007G420520	ESY3_g32244_DN3_SP0_c4.t1, ESY3_g32247_DN2_SP0_c0.t1, ESY3_g32023_DN3_SP8_c3.t1
OG0010151	Np007G418360	ESY3_g31659_DN1_SP0_c0.t1
OG0010152	Np007G416630	ESY3_g31488_DN3_SP0_c0.t1
OG0010153	Np007G416620	ESY3_g31487_DN3_SP0_c0.t1
OG0010154	Np007G416280	ESY3_g31454_DN3_SP0_c0.t1
OG0010155	Np007G416210	ESY3_g31467_DN3_SP0_c0.t1
OG0010156	Np007G416010	ESY3_g31481_DN3_SP7_c0.t1
OG0010157	Np007G415020	ESY3_g30707_DN3_SP8_c0.t1
OG0010158	Np007G414710	ESY3_g30734_DN3_SP8_c0.t1
OG0010159	Np001G007910	ESY6_g49408_DN3_SP1_c0.t1
OG0010160	Np007G414280	ESY3_g30792_DN3_SP7_c0.t1
OG0010161	Np006G332720	ESY9_g45650_DN3_SP8_c0.t1
OG0010162	Np006G333010	ESY9_g45612_DN3_SP8_c0.t1
OG0010163	Np006G333060	ESY9_g45607_DN3_SP3_c0.t1
OG0010164	Np006G333710	ESY9_g45532_DN3_SP7_c0.t1
OG0010166	Np006G334480	ESY9_g45441_DN1_SP0_c0.t1
OG0010167	Np006G334890	ESY9_g45390_DN3_SP8_c0.t1
OG0010168	Np006G339180	ESY9_g44366_DN3_SP8_c0.t1
OG0010170	Np006G338250	ESY7_g18697_DN2_SP0_c2.t1, ESY9_g44586_DN3_SP8_c3.t1
OG0010171	Np006G337760	ESY9_g44741_DN3_SP8_c0.t1
OG0010172	Np006G337750	ESY9_g44735_DN3_SP0_c0.t1
OG0010173	Np006G337600	ESY9_g44784_DN3_SP0_c0.t1
OG0010174	Np006G336710, Np006G336720	ESY9_g45084_DN2_SP0_c0.t1
OG0010175	Np006G335900	ESY9_g45241_DN2_SP0_c0.t1
OG0010176	Np006G336080	ESY9_g45183_DN3_SP8_c0.t1
OG0010178	Np004G253100	ESY5_g4652_DN3_SP7_c0.t1
OG0010179	Np006G335010	ESY9_g45368_DN3_SP1_c0.t1
OG0010180	Np004G240890	ESY5_g2921_DN3_SP0_c0.t1
OG0010181	Np004G240830	ESY5_g2926_DN3_SP6_c0.t1
OG0010182	Np004G239410	ESY5_g4406_DN3_SP0_c0.t1
OG0010184	Np004G238310	ESY6_g49004_DN3_SP0_c0.t1
OG0010185	Np003G148290	ESY6_g49256_DN3_SP4_c0.t1
OG0010186	Np004G237780	ESY5_g4242_DN3_SP8_c0.t1
OG0010187	Np004G237050	ESY5_g4167_DN3_SP7_c0.t1
OG0010188	Np004G236970	ESY5_g4158_DN3_SP8_c0.t1
OG0010189	Np004G236440	ESY5_g4092_DN3_SP7_c0.t1
OG0010190	Np004G236130	ESY5_g4067_DN3_SP0_c0.t1
OG0010191	Np004G235970	ESY5_g4057_DN1_SP0_c0.t1, ESY2_g34412_DN3_SP0_c0.t1
OG0010192	Np004G235550	ESY5_g4002_DN3_SP2_c0.t1
OG0010193	Np004G235490	ESY5_g3997_DN3_SP0_c0.t1
OG0010194	Np004G235480	ESY5_g3996_DN3_SP0_c0.t1
OG0010195	Np004G235440	ESY5_g3994_DN3_SP8_c0.t1
OG0010196	Np004G235410	ESY5_g3987_DN3_SP8_c0.t1
OG0010197	Np004G235020	ESY5_g3946_DN3_SP0_c0.t1
OG0010198	Np004G234720	ESY5_g3915_DN3_SP0_c0.t1
OG0010199	Np004G234710	ESY5_g3914_DN3_SP0_c0.t1
OG0010200	Np004G234590	ESY5_g3907_DN3_SP8_c0.t1
OG0010201	Np004G234300	ESY5_g2553_DN3_SP5_c0.t1
OG0010202	Np004G233590	ESY5_g2409_DN3_SP8_c0.t1
OG0010203	Np004G233520	ESY5_g2407_DN3_SP0_c7.t1
OG0010204	Np002G074530	ESY2_g35089_DN3_SP1_c0.t1
OG0010205	Np004G231890	ESY5_g2239_DN3_SP2_c0.t1
OG0010206	Np004G231320	ESY5_g2199_DN3_SP8_c0.t1
OG0010207	Np004G231220	ESY5_g2183_DN2_SP2_c0.t1
OG0010208	Np004G230930, Np004G230860	ESY11_g54174_DN3_SP0_c0.t1
OG0010209	Np004G230550	ESY5_g2100_DN3_SP8_c0.t1
OG0010211	Np004G229450	ESY5_g3185_DN3_SP0_c12.t1
OG0010214	Np002G087380, Np004G225190	ESY2_g35377_DN3_SP1_c0.t1
OG0010215	Np004G225180	ESY5_g1290_DN3_SP2_c0.t1
OG0010216	Np004G208890	ESY5_g1213_DN3_SP4_c0.t1
OG0010217	Np004G209060	ESY90_g5586_DN3_SP0_c0.t1, ESY5_g899_DN3_SP8_c0.t1
OG0010218	Np002G089750	ESY2_g34491_DN3_SP0_c0.t1
OG0010220	Np004G209680	ESY23_g70_DN3_SP1_c0.t1
OG0010221	Np004G209690	ESY13_g58076_DN1_SP0_c0.t1
OG0010222	Np004G210020	ESY5_g1166_DN3_SP2_c0.t1
OG0010224	Np005G281240	ESY13_g56838_DN3_SP8_c0.t1
OG0010225	Np004G225360, Np005G281200	ESY5_g3360_DN3_SP7_c0.t1
OG0010226	Np005G281110	ESY13_g56746_DN2_SP0_c0.t1
OG0010227	Np003G187970, Np005G281100	ESY7_g18642_DN3_SP0_c0.t1
OG0010228	Np005G280270	ESY7_g16215_DN3_SP0_c0.t1
OG0010229	Np006G364050	ESY8_g59349_DN3_SP8_c0.t1
OG0010230	Np006G365570	ESY8_g59418_DN3_SP0_c0.t1
OG0010231	Np006G365650	ESY8_g59423_DN3_SP4_c0.t1
OG0010232	Np006G366220, Np006G366140	ESY8_g59493_DN3_SP0_c0.t1
OG0010233	Np006G366320	ESY8_g59488_DN3_SP0_c0.t1
OG0010234	Np006G359870, Np004G218570, Np005G295240	ESY18_g63118_DN2_SP0_c100.t1
OG0010235	Np006G366720	ESY8_g59529_DN2_SP0_c0.t1
OG0010236	Np006G366740	ESY8_g59538_DN2_SP0_c0.t1
OG0010237	Np006G366750	ESY8_g59539_DN3_SP0_c0.t1
OG0010239	Np006G368090	ESY8_g59635_DN3_SP0_c0.t1
OG0010240	Np006G370100	ESY8_g59813_DN3_SP1_c0.t1
OG0010241	Np006G371030	ESY8_g59901_DN3_SP8_c0.t1
OG0010242	Np004G241240	ESY5_g2883_DN3_SP8_c0.t1
OG0010243	Np004G241360	ESY5_g2874_DN3_SP0_c0.t1
OG0010244	Np004G241740	ESY5_g2842_DN3_SP8_c0.t1
OG0010246	Np004G242470	ESY5_g2776_DN3_SP8_c0.t1
OG0010247	Np004G242890	ESY5_g2724_DN3_SP0_c0.t1
OG0010248	Np004G243830, Np004G243950, Np004G243760	ESY5_g2627_DN3_SP3_c0.t1
OG0010249	Np004G243750	ESY5_g2628_DN3_SP0_c0.t1
OG0010251	Np004G245540	ESY5_g3794_DN3_SP8_c0.t1
OG0010252	Np006G334780, Np004G247230	ESY5_g3650_DN3_SP0_c0.t1
OG0010253	Np004G246460, Np004G247440	ESY5_g3612_DN3_SP0_c0.t1
OG0010254	Np004G247590	ESY5_g3585_DN3_SP8_c0.t1
OG0010255	Np004G247710	ESY5_g3566_DN3_SP0_c0.t1
OG0010256	Np004G248000	ESY5_g3522_DN3_SP5_c0.t1
OG0010257	Np004G248280	ESY5_g3483_DN3_SP0_c0.t1
OG0010258	Np004G249590	ESY5_g3320_DN3_SP8_c8.t1
OG0010259	Np004G249700	ESY5_g3304_DN3_SP0_c0.t1
OG0010260	Np004G250080	ESY5_g3248_DN3_SP8_c0.t1
OG0010262	Np004G250420	ESY5_g3201_DN3_SP7_c0.t1
OG0010263	Np004G251870	ESY5_g4498_DN3_SP0_c0.t1, ESY5_g4497_DN3_SP0_c0.t1
OG0010264	Np005G313890, Np004G252920	ESY5_g4627_DN3_SP0_c0.t1
OG0010265	Np004G253270	ESY5_g4672_DN3_SP0_c0.t1
OG0010266	Np003G177830	ESY12_g52337_DN2_SP1_c0.t1
OG0010268	Np004G254480	ESY5_g4819_DN3_SP1_c0.t1
OG0010269	Np004G254510	ESY5_g4823_DN3_SP0_c0.t1
OG0010270	Np004G254880	ESY5_g4857_DN2_SP8_c0.t1
OG0010271	Np004G254890	ESY5_g4858_DN3_SP3_c0.t1
OG0010272	Np004G255330	ESY5_g4932_DN3_SP8_c0.t1
OG0010273	Np004G255390	ESY5_g4940_DN3_SP0_c0.t1
OG0010274	Np004G255780	ESY5_g4991_DN3_SP4_c0.t1
OG0010275	Np004G255930	ESY5_g5030_DN2_SP0_c0.t1
OG0010276	Np004G256320	ESY5_g5083_DN2_SP0_c0.t1
OG0010277	Np004G256360	ESY5_g5087_DN3_SP0_c0.t1
OG0010278	Np004G256790	ESY5_g5109_DN3_SP8_c0.t1
OG0010280	Np004G256530	ESY5_g5146_DN3_SP3_c0.t1
OG0010281	Np004G257100	ESY5_g5182_DN2_SP0_c0.t1
OG0010282	Np004G257410	ESY5_g5249_DN3_SP4_c0.t1
OG0010283	Np001G014050	ESY5_g5339_DN3_SP5_c0.t1
OG0010284	Np001G035060, Np004G257980	ESY5_g5360_DN2_SP0_c0.t1
OG0010285	Np004G257940	ESY5_g5368_DN2_SP0_c0.t1
OG0010286	Np004G258890	ESY5_g5487_DN3_SP8_c0.t1
OG0010287	Np003G140820	ESY7_g17678_DN3_SP0_c4.t1
OG0010288	Np003G141140	ESY7_g17635_DN3_SP5_c0.t1
OG0010289	Np003G141650	ESY7_g17562_DN2_SP0_c0.t1
OG0010290	Np003G142530	ESY7_g17427_DN3_SP1_c0.t1
OG0010291	Np003G142370	ESY7_g17446_DN3_SP8_c0.t1
OG0010292	Np003G143580	ESY7_g17291_DN3_SP0_c12.t1
OG0010293	Np003G143800	ESY7_g17266_DN3_SP0_c0.t1
OG0010294	Np003G143790	ESY7_g17267_DN3_SP0_c0.t1
OG0010295	Np003G143910	ESY7_g17257_DN3_SP6_c0.t1
OG0010296	Np003G144390	ESY7_g17205_DN3_SP0_c0.t1
OG0010297	Np003G144480	ESY7_g17191_DN3_SP4_c0.t1
OG0010298	Np003G145000	ESY7_g17141_DN3_SP0_c0.t1
OG0010299	Np007G421300	ESY3_g32154_DN3_SP1_c0.t1
OG0010300	Np003G145850	ESY7_g17054_DN3_SP0_c0.t1
OG0010301	Np003G146860	ESY7_g16918_DN3_SP8_c0.t1
OG0010302	Np003G147180	ESY7_g16875_DN3_SP0_c0.t1
OG0010303	Np005G263510	ESY4_g25905_DN3_SP8_c0.t1
OG0010304	Np001G015460	ESY10_g15676_DN3_SP8_c2.t1
OG0010305	Np001G015630	ESY10_g15739_DN3_SP0_c0.t1
OG0010306	Np001G015700	ESY10_g15788_DN3_SP3_c0.t1
OG0010307	Np001G015800	ESY10_g15817_DN3_SP8_c0.t1
OG0010308	Np001G015820	ESY5_g2326_DN3_SP0_c0.t1, ESY10_g15820_DN3_SP0_c0.t1
OG0010309	Np001G016400	ESY10_g15936_DN3_SP1_c0.t1
OG0010310	Np001G016420	ESY10_g15937_DN3_SP0_c0.t1
OG0010311	Np001G016740	ESY15_g64377_DN3_SP0_c0.t1
OG0010313	Np001G017600	ESY6_g49810_DN3_SP0_c0.t1
OG0010314	Np007G415520	ESY3_g31385_DN3_SP0_c0.t1
OG0010315	Np003G140500	ESY7_g17718_DN3_SP0_c0.t1
OG0010316	Np003G132720	ESY7_g18480_DN3_SP1_c0.t1
OG0010317	Np004G204010	ESY2_g33934_DN3_SP8_c15.t1
OG0010318	Np003G132000	ESY7_g18754_DN3_SP0_c6.t1
OG0010319	Np003G131780	ESY7_g18762_DN3_SP0_c0.t1
OG0010320	Np003G131650	ESY7_g18775_DN3_SP0_c0.t1
OG0010321	Np003G130760	ESY7_g18860_DN3_SP0_c0.t1
OG0010322	Np003G130690	ESY7_g18873_DN3_SP8_c0.t1
OG0010323	Np003G130570	ESY7_g18891_DN3_SP1_c0.t1
OG0010324	Np003G130420	ESY7_g18923_DN3_SP8_c2.t1
OG0010326	Np003G130270	ESY7_g18942_DN3_SP1_c0.t1
OG0010327	Np003G130010	ESY7_g18953_DN3_SP8_c0.t1
OG0010328	Np003G130000	ESY7_g18954_DN3_SP0_c0.t1
OG0010329	Np003G129720	ESY7_g18989_DN3_SP8_c0.t1
OG0010330	Np003G129730	ESY7_g18988_DN3_SP0_c0.t1
OG0010332	Np001G012520	ESY6_g49990_DN3_SP8_c0.t1
OG0010333	Np001G011880	ESY6_g50048_DN3_SP0_c0.t1
OG0010334	Np001G011800	ESY6_g50056_DN2_SP0_c0.t1
OG0010335	Np001G011860	ESY6_g50049_DN3_SP7_c26.t1
OG0010336	Np001G011250	ESY6_g50106_DN2_SP2_c0.t1
OG0010337	Np001G011190	ESY6_g50114_DN3_SP1_c0.t1
OG0010338	Np001G011010	ESY6_g50128_DN3_SP0_c0.t1
OG0010339	Np001G010690	ESY6_g50158_DN3_SP8_c0.t1
OG0010340	Np001G010020	ESY6_g50210_DN3_SP5_c0.t1
OG0010341	Np001G009810	ESY6_g49580_DN3_SP3_c0.t1
OG0010342	Np001G009210	ESY6_g49506_DN3_SP0_c0.t1
OG0010343	Np001G008950	ESY6_g49482_DN3_SP0_c0.t1
OG0010344	Np001G007590	ESY6_g49382_DN3_SP0_c0.t1
OG0010345	Np001G007330	ESY6_g49360_DN3_SP8_c0.t1
OG0010346	Np001G007280	ESY6_g49355_DN3_SP0_c0.t1
OG0010347	Np001G007030	ESY6_g49834_DN3_SP8_c26.t1
OG0010348	Np003G154730	ESY6_g48569_DN3_SP8_c9.t1
OG0010349	Np001G053150	ESY1_g10150_DN2_SP0_c0.t1
OG0010350	Np001G052630	ESY1_g10094_DN3_SP0_c0.t1
OG0010351	Np001G052440	ESY1_g10058_DN3_SP0_c0.t1
OG0010352	Np001G052410	ESY1_g10056_DN3_SP0_c0.t1
OG0010353	Np001G051810	ESY1_g9928_DN3_SP0_c0.t1
OG0010354	Np004G203360, Np001G050680	ESY1_g9717_DN3_SP8_c0.t1
OG0010356	Np001G049920	ESY1_g9444_DN3_SP0_c0.t1
OG0010357	Np001G049210	ESY1_g9276_DN3_SP8_c0.t1
OG0010358	Np001G049050	ESY1_g9212_DN3_SP8_c0.t1
OG0010359	Np001G048780	ESY1_g9196_DN3_SP0_c0.t1
OG0010360	Np001G048240	ESY1_g9106_DN3_SP0_c10.t1
OG0010363	Np001G045480, Np001G033580, Np003G177170, Np003G177210	ESY1_g7857_DN3_SP7_c0.t1
OG0010364	Np001G044700	ESY1_g7438_DN3_SP0_c0.t1
OG0010365	Np001G044290	ESY1_g7265_DN3_SP7_c0.t1
OG0010366	Np001G044210	ESY1_g6949_DN3_SP8_c0.t1
OG0010367	Np001G043720	ESY9_g45326_DN3_SP0_c0.t1, ESY12_g51706_DN3_SP0_c0.t1, ESY5_g2964_DN3_SP0_c0.t1
OG0010368	Np001G043680	ESY1_g10713_DN3_SP0_c0.t1
OG0010369	Np001G043570	ESY1_g6821_DN3_SP0_c0.t1
OG0010370	Np002G091090	ESY19_g41853_DN3_SP2_c0.t1
OG0010372	Np002G089700	ESY2_g34487_DN3_SP0_c0.t1
OG0010373	Np002G090370	ESY2_g34524_DN3_SP0_c0.t1
OG0010374	Np002G088880	ESY2_g34443_DN3_SP0_c0.t1
OG0010375	Np002G088830	ESY2_g34434_DN3_SP1_c0.t1
OG0010376	Np002G088340	ESY2_g34409_DN1_SP0_c0.t1
OG0010378	Np002G087670	ESY2_g35352_DN3_SP0_c0.t1
OG0010379	Np002G087530	ESY2_g35369_DN3_SP1_c0.t1
OG0010380	Np002G087400	ESY2_g35376_DN3_SP4_c9.t1
OG0010381	Np002G087230	ESY2_g35397_DN3_SP5_c0.t1
OG0010382	Np002G085640	ESY2_g35526_DN3_SP3_c0.t1
OG0010383	Np002G084160	ESY2_g35633_DN3_SP0_c0.t1
OG0010384	Np002G083920	ESY2_g35654_DN3_SP0_c0.t1
OG0010385	Np002G083460	ESY2_g35717_DN3_SP0_c0.t1
OG0010386	Np002G082790	ESY2_g35774_DN3_SP0_c0.t1
OG0010387	Np002G073550	ESY2_g35023_DN3_SP5_c0.t1
OG0010388	Np002G073940	ESY2_g35052_DN3_SP0_c0.t1
OG0010389	Np002G074440	ESY2_g35079_DN3_SP0_c0.t1, ESY2_g35081_DN2_SP0_c0.t1, ESY2_g35082_DN3_SP0_c0.t1
OG0010390	Np002G074710	ESY2_g34599_DN3_SP0_c0.t1
OG0010391	Np002G075010	ESY2_g34623_DN3_SP0_c0.t1
OG0010392	Np001G053300	ESY1_g10167_DN1_SP0_c0.t1
OG0010393	Np002G075300	ESY2_g34650_DN3_SP0_c0.t1
OG0010394	Np002G075430	ESY4_g24744_DN2_SP0_c0.t1, ESY2_g34661_DN3_SP8_c0.t1
OG0010395	Np004G235380	ESY5_g3984_DN3_SP5_c0.t1
OG0010396	Np002G078270	ESY2_g35994_DN3_SP4_c0.t1
OG0010397	Np002G079660	ESY2_g34930_DN3_SP2_c0.t1, ESY2_g34929_DN3_SP0_c0.t1
OG0010398	Np002G079720	ESY2_g34923_DN3_SP0_c0.t1
OG0010399	Np002G080180	ESY2_g34890_DN3_SP0_c0.t1
OG0010400	Np002G080230	ESY2_g34885_DN3_SP8_c0.t1
OG0010401	Np002G080830	ESY2_g34863_DN3_SP4_c0.t1
OG0010402	Np002G081010	ESY2_g34846_DN1_SP0_c0.t1
OG0010403	Np002G081120	ESY2_g35931_DN3_SP0_c0.t1
OG0010404	Np002G081590	ESY2_g35881_DN2_SP8_c0.t1
OG0010405	Np002G081680	ESY2_g35872_DN3_SP8_c0.t1
OG0010407	Np002G081690	ESY2_g35871_DN3_SP6_c0.t1
OG0010408	Np002G082590	ESY2_g35801_DN3_SP8_c0.t1
OG0010409	Np002G072610	ESY2_g36781_DN3_SP0_c0.t1
OG0010410	Np002G072200	ESY2_g36700_DN3_SP3_c0.t1
OG0010411	Np002G071680	ESY2_g36659_DN3_SP8_c0.t1
OG0010412	Np002G071210	ESY2_g36618_DN3_SP7_c38.t1
OG0010413	Np002G071140	ESY2_g36611_DN1_SP0_c0.t1
OG0010414	Np002G070940, Np005G316230	ESY2_g36585_DN3_SP7_c0.t1
OG0010415	Np002G070660	ESY2_g36540_DN3_SP0_c0.t1
OG0010416	Np002G070520	ESY2_g36524_DN3_SP0_c0.t1
OG0010417	Np003G160320	ESY6_g48010_DN3_SP8_c0.t1
OG0010418	Np007G408010	ESY3_g30165_DN3_SP0_c0.t1
OG0010419	Np007G407820	ESY3_g30184_DN1_SP0_c0.t1
OG0010420	Np007G407260	ESY3_g30243_DN3_SP0_c0.t1
OG0010421	Np007G405790	ESY3_g30381_DN3_SP0_c0.t1
OG0010422	Np007G405600	ESY3_g30408_DN3_SP0_c0.t1
OG0010423	Np007G405560	ESY3_g30414_DN3_SP8_c0.t1
OG0010424	Np004G192750, Np004G192630, Np007G405470	ESY3_g30429_DN2_SP0_c0.t1
OG0010425	Np007G405050	ESY3_g30462_DN3_SP0_c0.t1, ESY3_g30459_DN3_SP0_c0.t1, ESY3_g30460_DN3_SP0_c0.t1, ESY3_g30463_DN3_SP0_c0.t1
OG0010426	Np003G148300	ESY6_g49255_DN3_SP0_c0.t1
OG0010427	Np007G404470	ESY3_g30542_DN3_SP8_c0.t1
OG0010428	Np007G404140, Np007G404080	ESY3_g30571_DN3_SP3_c0.t1
OG0010429	Np007G403530	ESY3_g30592_DN3_SP8_c9.t1
OG0010430	Np007G402860	ESY3_g30609_DN3_SP3_c0.t1
OG0010431	Np007G390710	ESY3_g29966_DN3_SP8_c0.t1
OG0010432	Np005G301300	ESY2_g38439_DN3_SP2_c0.t1
OG0010433	Np007G392500	ESY3_g29808_DN3_SP0_c0.t1
OG0010434	Np007G392780	ESY3_g29788_DN3_SP2_c0.t1
OG0010435	Np007G393290	ESY3_g29737_DN3_SP0_c0.t1
OG0010436	Np007G394070	ESY3_g29695_DN2_SP0_c0.t1
OG0010437	Np001G038880, Np007G394250	ESY3_g29683_DN3_SP1_c0.t1
OG0010438	Np007G394300	ESY3_g29679_DN3_SP5_c0.t1
OG0010439	Np007G394510	ESY3_g29666_DN3_SP1_c0.t1
OG0010440	Np007G394690	ESY3_g29639_DN3_SP0_c0.t1
OG0010441	Np007G395040	ESY3_g29610_DN3_SP0_c0.t1, ESY8_g58487_DN3_SP0_c0.t1, ESY8_g58488_DN3_SP0_c0.t1
OG0010442	Np007G395260	ESY3_g29556_DN2_SP0_c0.t1
OG0010443	Np007G395370	ESY3_g29550_DN3_SP0_c0.t1
OG0010444	Np007G395650	ESY3_g29536_DN2_SP0_c0.t1
OG0010444	Np007G395580	ESY3_g29509_DN3_SP1_c0.t1
OG0010445	Np004G198140	ESY2_g37663_DN3_SP2_c0.t1
OG0010446	Np007G396960	ESY3_g29386_DN3_SP0_c0.t1
OG0010447	Np007G397020	ESY3_g29384_DN3_SP0_c0.t1
OG0010448	Np007G397570	ESY3_g29352_DN3_SP0_c0.t1
OG0010449	Np007G397580	ESY3_g29351_DN3_SP0_c0.t1
OG0010450	Np004G196720, Np007G398300	ESY2_g37466_DN3_SP8_c0.t1
OG0010451	Np007G398850	ESY3_g29269_DN3_SP0_c0.t1
OG0010452	Np007G398890	ESY3_g29266_DN3_SP0_c0.t1
OG0010453	Np007G398920	ESY3_g29262_DN3_SP0_c11.t1, ESY6_g48378_DN3_SP0_c12.t1
OG0010454	Np007G399150	ESY3_g29256_DN3_SP7_c0.t1
OG0010455	Np007G399160	ESY3_g29255_DN3_SP4_c0.t1
OG0010456	Np007G400200	ESY3_g29233_DN3_SP8_c0.t1
OG0010459	Np007G380330	ESY3_g29182_DN3_SP2_c0.t1
OG0010460	Np007G380810	ESY3_g29132_DN3_SP2_c0.t1
OG0010461	Np007G381520	ESY3_g29045_DN3_SP0_c0.t1
OG0010462	Np007G382050	ESY3_g28983_DN3_SP8_c0.t1
OG0010463	Np007G382340, Np007G382280	ESY3_g28971_DN3_SP2_c0.t1
OG0010464	Np007G382390	ESY3_g28968_DN3_SP0_c0.t1
OG0010465	Np007G382590	ESY8_g59914_DN2_SP0_c0.t1
OG0010466	Np007G383590	ESY3_g28842_DN3_SP0_c0.t1
OG0010467	Np007G386820	ESY3_g28026_DN3_SP0_c0.t1
OG0010468	Np007G383890	ESY3_g28705_DN3_SP7_c0.t1
OG0010470	Np007G383980	ESY3_g28660_DN1_SP0_c0.t1
OG0010471	Np007G384110	ESY3_g28610_DN3_SP0_c0.t1
OG0010472	Np007G384310	ESY3_g28558_DN3_SP0_c0.t1
OG0010473	Np007G384790	ESY2_g34137_DN3_SP3_c0.t1
OG0010474	Np007G385690	ESY2_g34556_DN3_SP0_c0.t1
OG0010475	Np007G385880	ESY3_g28162_DN3_SP8_c0.t1
OG0010476	Np007G386830	ESY3_g28021_DN3_SP8_c0.t1
OG0010477	Np007G388120	ESY3_g27418_DN3_SP7_c0.t1
OG0010478	Np007G389950	ESY11_g52784_DN3_SP8_c10.t1
OG0010479	Np007G379040	ESY11_g53471_DN3_SP7_c0.t1
OG0010480	Np007G378150	ESY33_g12638_DN2_SP0_c0.t1
OG0010481	Np007G377730	ESY11_g53739_DN3_SP0_c0.t1
OG0010482	Np007G377710	ESY11_g53742_DN3_SP0_c0.t1
OG0010483	Np007G377370	ESY11_g53827_DN3_SP8_c0.t1
OG0010484	Np007G376620	ESY11_g53923_DN3_SP0_c0.t1
OG0010485	Np007G376600	ESY11_g53930_DN3_SP0_c0.t1
OG0010486	Np007G376440	ESY11_g53947_DN3_SP0_c0.t1
OG0010487	Np007G376130	ESY11_g53989_DN3_SP0_c0.t1
OG0010488	Np007G374590	ESY11_g54285_DN3_SP0_c0.t1
OG0010489	Np007G373270	ESY11_g54631_DN3_SP0_c0.t1
OG0010490	Np007G373240	ESY11_g54635_DN3_SP8_c0.t1
OG0010491	Np007G373030	ESY11_g54668_DN3_SP1_c14.t1
OG0010492	Np007G372850	ESY11_g54702_DN3_SP8_c0.t1
OG0010493	Np007G372620	ESY11_g54731_DN3_SP8_c0.t1
OG0010494	Np007G372470	ESY11_g54812_DN3_SP6_c0.t1
OG0010495	Np005G275700	ESY4_g24214_DN3_SP0_c0.t1
OG0010496	Np007G372380	ESY11_g54834_DN3_SP8_c0.t1
OG0010497	Np007G372130	ESY11_g54885_DN3_SP0_c0.t1
OG0010498	Np007G371930	ESY11_g54941_DN2_SP8_c0.t1
OG0010499	Np007G371900	ESY11_g54944_DN3_SP1_c0.t1
OG0010500	Np004G190100	ESY2_g36437_DN3_SP2_c0.t1
OG0010502	Np004G190760	ESY2_g36344_DN3_SP3_c0.t1
OG0010503	Np005G307940	ESY17_g39505_DN3_SP0_c0.t1
OG0010504	Np004G195380	ESY2_g37238_DN3_SP0_c0.t1
OG0010505	Np001G053310	ESY1_g10168_DN3_SP0_c0.t1
OG0010506	Np004G196220	ESY2_g37395_DN3_SP0_c0.t1
OG0010507	Np004G195750	ESY2_g37296_DN3_SP6_c0.t1
OG0010508	Np004G196380	ESY2_g37368_DN3_SP8_c0.t1
OG0010510	Np004G196650	ESY2_g37460_DN3_SP8_c0.t1
OG0010511	Np004G196810	ESY2_g37480_DN3_SP0_c0.t1
OG0010512	Np004G198120	ESY2_g37662_DN3_SP1_c0.t1
OG0010513	Np004G198990	ESY2_g37917_DN3_SP1_c0.t1
OG0010514	Np004G198580	ESY2_g37550_DN3_SP0_c0.t1
OG0010515	Np004G199300	ESY2_g37982_DN3_SP0_c0.t1
OG0010516	Np004G199590, Np004G199580	ESY2_g38024_DN2_SP0_c0.t1
OG0010520	Np006G341890	ESY1_g5737_DN3_SP0_c0.t1
OG0010521	Np006G341940	ESY1_g5761_DN3_SP0_c0.t1
OG0010522	Np001G053920	ESY1_g10311_DN3_SP0_c0.t1
OG0010523	Np001G053950	ESY1_g10314_DN3_SP0_c0.t1
OG0010524	Np001G053970	ESY1_g10316_DN3_SP8_c0.t1
OG0010525	Np001G054250	ESY1_g10358_DN2_SP0_c0.t1
OG0010526	Np001G054270	ESY1_g10360_DN3_SP3_c0.t1
OG0010527	Np001G054580	ESY1_g10391_DN3_SP0_c0.t1
OG0010528	Np001G055130	ESY1_g10491_DN3_SP8_c0.t1
OG0010529	Np001G055140	ESY1_g10492_DN3_SP8_c0.t1
OG0010530	Np003G148120	ESY6_g49279_DN3_SP0_c0.t1
OG0010531	Np001G055210	ESY1_g10504_DN3_SP8_c0.t1
OG0010532	Np001G055990	ESY1_g11145_DN3_SP0_c0.t1
OG0010533	Np001G055630, Np001G055500, Np001G055880	ESY5_g2012_DN2_SP0_c0.t1, ESY1_g11164_DN3_SP7_c0.t1
OG0010534	Np001G055980	ESY1_g11146_DN3_SP0_c0.t1
OG0010535	Np001G056340	ESY1_g11103_DN3_SP8_c0.t1
OG0010536	Np001G056400	ESY1_g11090_DN3_SP8_c0.t1
OG0010537	Np001G056890	ESY1_g11013_DN3_SP0_c0.t1
OG0010538	Np001G053750	ESY1_g10259_DN3_SP1_c0.t1
