Orthogroup	Noccaea_praecox	Arabidopsis_lyrata_NCBI
OG0010422	Np007G405600	XP_002882878.2
OG0010423	Np007G405560	XP_002885044.1
OG0010424	Np007G405470	XP_020889446.1
OG0010425	Np007G405050	XP_002885057.1
OG0010426	Np003G148300	XP_020878816.1
OG0010427	Np007G404470	XP_020887184.1
OG0010428	Np007G404140, Np007G404080	XP_002885083.1
OG0010429	Np007G403530	XP_020887162.1
OG0010430	Np007G402860	XP_020888139.1
OG0010431	Np007G390710	XP_002883002.2
OG0010432	Np005G301300	XP_002870183.1
OG0010433	Np007G392500	XP_002883056.1
OG0010434	Np007G392780	XP_002885218.1
OG0010435	Np007G393290	XP_002883096.1
OG0010436	Np007G394070	XP_020886620.1
OG0010437	Np001G038880, Np007G394250	XP_002883125.1
OG0010438	Np007G394300	XP_002883129.1
OG0010439	Np007G394510	XP_020889438.1
OG0010440	Np007G394690	XP_020887094.1
OG0010441	Np007G395040	XP_020887505.1
OG0010442	Np007G395260	XP_020886741.1
OG0010443	Np007G395370	XP_020887460.1
OG0010444	Np007G395580	XP_020887643.1
OG0010445	Np004G198140	XP_020866744.1
OG0010446	Np007G396960	XP_002883196.1
OG0010447	Np007G397020	XP_020887626.1
OG0010448	Np007G397570	XP_002883208.1
OG0010449	Np007G397580	XP_002885336.1
OG0010450	Np004G196720, Np007G398300	XP_020867278.1
OG0010451	Np007G398850	XP_002883233.1
OG0010452	Np007G398890	XP_020888190.1
OG0010453	Np007G398920	XP_020888189.1
OG0010454	Np007G399150	XP_020888885.1
OG0010455	Np007G399160	XP_020888887.1
OG0010456	Np007G400200	XP_020887511.1
OG0010457	Np012G436880, Np011G436200	XP_002883253.1
OG0010459	Np007G380330	XP_002885393.1
OG0010460	Np007G380810	XP_002862673.1, XP_020886038.1
OG0010461	Np007G381520	XP_002862350.2, XP_020886755.1
OG0010462	Np007G382050	XP_002885461.1
OG0010463	Np007G382340, Np007G382280	XP_002885468.1
OG0010464	Np007G382390	XP_002885475.2, XP_020888026.1
OG0010465	Np007G382590	XP_020886186.1
OG0010466	Np007G383590	XP_020886693.1
OG0010467	Np007G386820	XP_002885639.1
OG0010468	Np007G383890	XP_002883385.1
OG0010469	Np007G383910	XP_020887194.1
OG0010470	Np007G383980	XP_002863007.2, XP_002885540.1
OG0010471	Np007G384110	XP_002883405.1
OG0010472	Np007G384310	XP_020889077.1
OG0010473	Np007G384790	XP_020871968.1, XP_020886006.1
OG0010474	Np007G385690	XP_002885606.2
OG0010475	Np007G385880	XP_002883477.1
OG0010476	Np007G386830	XP_020887401.1
OG0010477	Np007G388120	XP_002883618.1
OG0010478	Np007G389950	XP_020889552.1
OG0010479	Np007G379040	XP_020888469.1
OG0010480	Np007G378150	XP_020888072.1
OG0010481	Np007G377730	XP_020886988.1
OG0010483	Np007G377370	XP_020886223.1
OG0010484	Np007G376620	XP_020888122.1
OG0010485	Np007G376600	XP_020889371.1
OG0010486	Np007G376440	XP_020887822.1, XP_020888417.1
OG0010487	Np007G376130	XP_020889279.1
OG0010488	Np007G374590	XP_002886168.1
OG0010489	Np007G373270	XP_020886456.1
OG0010490	Np007G373240	XP_020886454.1
OG0010491	Np007G373030	XP_020885899.1
OG0010492	Np007G372850	XP_020889302.1
OG0010494	Np007G372470	XP_020888825.1
OG0010495	Np005G275700	XP_020874785.1
OG0010496	Np007G372380	XP_002883939.1
OG0010497	Np007G372130	XP_020886975.1
OG0010498	Np007G371930	XP_002886288.1
OG0010499	Np007G371900	XP_020888082.1
OG0010500	Np004G190100	XP_002894566.1
OG0010501	Np004G190180	XP_020867920.1
OG0010502	Np004G190760	XP_020868867.1
OG0010503	Np005G307940	XP_002863185.1
OG0010504	Np004G195380	XP_002894327.1
OG0010505	Np001G053310	XP_002876091.1
OG0010506	Np004G196220	XP_020870232.1
OG0010507	Np004G195750	XP_020868770.1
OG0010508	Np004G196380	XP_020868766.1
OG0010509	Np004G196620	XP_002891579.1
OG0010510	Np004G196650	XP_020867277.1
OG0010511	Np004G196810	XP_002894247.1, XP_002862239.2
OG0010512	Np004G198120	XP_020866700.1
OG0010513	Np004G198990	XP_002894133.1
OG0010514	Np004G198580	XP_002891474.1
OG0010515	Np004G199300	XP_020870765.1
OG0010516	Np004G199590, Np004G199580	XP_020868385.1, XP_002894110.1
OG0010517	Np004G199870	XP_020868389.1
OG0010520	Np006G341890	XP_020882795.1
OG0010521	Np006G341940	XP_002881342.2
OG0010522	Np001G053920	XP_002877839.1
OG0010523	Np001G053950	XP_002876122.2
OG0010524	Np001G053970	XP_020881279.1
OG0010525	Np001G054250	XP_002877850.1
OG0010526	Np001G054270	XP_020879658.1
OG0010527	Np001G054580	XP_002876145.1
OG0010528	Np001G055130	XP_002876173.1
OG0010529	Np001G055140	XP_020881388.1
OG0010530	Np003G148120	XP_020878783.1
OG0010531	Np001G055210	XP_002877894.1
OG0010532	Np001G055990	XP_020882275.1
OG0010533	Np001G055630, Np001G055500, Np001G055880	XP_020881160.1
OG0010534	Np001G055980	XP_020881976.1
OG0010535	Np001G056340	XP_002877922.1
OG0010536	Np001G056400	XP_002877927.1
OG0010537	Np001G056890	XP_020881463.1
OG0010538	Np001G053750	XP_020881528.1
OG0010539	Np001G057450	XP_020880993.1
OG0010540	Np001G057770	XP_002877993.1
OG0010541	Np001G058060	XP_020880471.1
OG0010542	Np001G058580	XP_002878013.1
OG0010543	Np001G058630	XP_002876284.1
OG0010544	Np001G058830	XP_002876290.1
OG0010546	Np001G061350	XP_002876383.1
OG0010547	Np001G061340	XP_020881114.1
OG0010548	Np001G061400	XP_020881755.1
OG0010549	Np001G063430	XP_002878226.1
OG0010550	Np001G063460	XP_020880496.1
OG0010551	Np001G063670, Np006G334750	XP_020880594.1
OG0010552	Np001G064240	XP_002878254.1
OG0010553	Np001G057440	XP_002877971.1
OG0010554	Np001G064900	XP_020880264.1
OG0010555	Np001G065040	XP_002878289.1
OG0010556	Np001G066220	XP_002878335.2
OG0010557	Np001G066350	XP_002876569.1
OG0010558	Np001G066960	XP_020882508.1
OG0010559	Np001G066970	XP_020881578.1
OG0010560	Np001G067090	XP_002876605.2
OG0010562	Np001G067390	XP_002878387.2
OG0010563	Np001G067900	XP_020880820.1
OG0010564	Np001G067960	XP_020880817.1
OG0010565	Np001G067970	XP_020880841.1
OG0010566	Np001G068070	XP_002878422.2
OG0010567	Np001G068800	XP_020882444.1
OG0010568	Np001G069310	XP_020879778.1
OG0010569	Np004G213870	XP_020866845.1
OG0010570	Np001G069620	XP_020880693.1
OG0010571	Np001G069700	XP_002876714.1
OG0010572	Np004G241070	XP_020866385.1
OG0010573	Np007G374780	XP_002862163.2
OG0010575	Np001G053940	XP_020882542.1
OG0010576	Np001G057510	XP_020879621.1
OG0010577	Np001G062760	XP_002876447.1
OG0010578	Np006G332360	XP_020883885.1
OG0010579	Np006G331130	XP_002879888.1
OG0010580	Np005G273380	XP_002867352.1
OG0010581	Np005G261400	XP_002866840.1
OG0010582	Np004G257400	XP_002889431.2
OG0010583	Np004G254440	XP_020866808.1
OG0010584	Np004G251770	XP_020870238.1, XP_002894615.2
OG0010585	Np004G251430	XP_020870250.1
OG0010586	Np004G249610, Np004G249620	XP_002892509.2
OG0010587	Np004G246040	XP_002892665.1
OG0010588	Np004G194310	XP_020885441.1, XP_020879913.1
OG0010589	Np004G232730	XP_020869353.1
OG0010591	Np002G089030	XP_002887184.1
OG0010592	Np002G089890	XP_020891777.1
OG0010593	Np005G264410	XP_020888783.1
OG0010594	Np001G022560	XP_002875320.2
OG0010595	Np006G358620	XP_020883782.1
OG0010596	Np007G387130	XP_020889494.1
OG0010597	Np007G382470	XP_002885479.1
OG0010598	Np007G392850	XP_002883076.2
OG0010599	Np007G405810	XP_020888655.1, XP_002885027.1
OG0010601	Np007G408660	XP_020887931.1
OG0010602	Np007G408870	XP_020888232.1
OG0010603	Np007G413450	XP_002884733.1
OG0010604	Np007G412290, Np007G413880	XP_002882599.1
OG0010605	Np007G415860	XP_002882516.1
OG0010607	Np006G364640, Np004G202670	XP_002878820.1
OG0010607	Np003G175460	XP_020882880.1
OG0010608	Np003G129870	XP_002871136.1
OG0010609	Np003G132050	XP_002873260.1
OG0010610	Np006G371400	XP_002881814.1, XP_002880489.1
OG0010611	Np006G369600	XP_002880404.1
OG0010612	Np004G206600, Np004G206570, Np004G206640	XP_020866348.1
OG0010613	Np005G290470, Np005G302680	XP_020874526.1
OG0010614	Np005G291160	XP_002870029.1
OG0010615	Np005G294890	XP_002870101.1
OG0010616	Np004G213150	XP_020868544.1
OG0010617	Np006G357500	XP_002881251.1
OG0010618	Np003G135310, Np001G005290	XP_002873388.1
OG0010620	Np003G141820	XP_002893031.1, XP_002865923.1
OG0010621	Np003G140730	XP_020877838.1
OG0010623	Np001G015610	XP_002874422.1
OG0010624	Np005G274940, Np005G274980	XP_020875255.1
OG0010625	Np001G043650	XP_020879868.1
OG0010626	Np003G150300	XP_002874059.1
OG0010628	Np001G013490	XP_002874284.1
OG0010629	Np001G011910	XP_002874210.1
OG0010630	Np001G007500	XP_002864788.1
OG0010632	Np004G244930, Np004G243070	XP_002892774.1
OG0010633	Np005G293390	XP_002873703.2, XP_020866398.1
OG0010634	Np004G202620	XP_002891288.1
OG0010635	Np004G225660, Np002G094920	XP_020878913.1, XP_020884395.1, XP_020887730.1, XP_020876421.1, XP_020881904.1, XP_002878150.2, XP_020865737.1
OG0010636	Np003G157690	XP_020880083.1
OG0010638	Np002G081430	XP_020891726.1
OG0010640	Np006G370110	XP_020888791.1, XP_002885905.1
OG0010644	Np001G015900	XP_020877765.1
OG0010645	Np005G295870	XP_002870114.2
OG0010660	Np005G276720	XP_002869515.1
OG0010661	Np005G276580	XP_002867454.1
OG0010662	Np005G276160	XP_020872609.1
OG0010663	Np005G275220	XP_002867412.2
OG0010664	Np005G273550, Np005G273530	XP_020872199.1
OG0010665	Np005G272870	XP_002867333.1
OG0010666	Np005G260020	XP_002868836.1
OG0010667	Np005G272420	XP_002867316.1
OG0010668	Np005G272180	XP_020873033.1
OG0010669	Np005G271750	XP_002867301.1
OG0010670	Np005G271370	XP_002867279.1
OG0010671	Np005G270800	XP_020873160.1
OG0010672	Np005G270030	XP_020875743.1
OG0010673	Np005G262780	XP_002867228.1
OG0010674	Np005G263320	XP_020875429.1
OG0010675	Np005G263180	XP_020873186.1
OG0010676	Np003G150270	XP_020876299.1
OG0010677	Np005G264110	XP_020875450.1
OG0010678	Np006G337010	XP_002879682.1
OG0010679	Np005G264450	XP_002867130.1
OG0010680	Np005G264290	XP_002867136.1
OG0010681	Np005G264720	XP_020875119.1
OG0010682	Np002G092110	XP_020889599.1
OG0010683	Np005G265520	XP_020874610.1
OG0010684	Np005G266020	XP_002869102.1
OG0010685	Np003G140650	XP_002873628.1
OG0010686	Np004G216670, Np004G216780	XP_002893683.1
OG0010687	Np004G217910	XP_002893697.1
OG0010688	Np005G296130	XP_020874547.1
OG0010689	Np002G090520	XP_002868087.2
OG0010690	Np005G296270	XP_020873205.1
OG0010691	Np005G299390	XP_020873975.1
OG0010692	Np005G299480	XP_020873981.1, XP_020873982.1
OG0010693	Np006G340050	XP_002881411.1
OG0010694	Np005G299760	XP_020873986.1
OG0010695	Np005G300150	XP_020873971.1
OG0010696	Np005G300190	XP_002870161.1
OG0010697	Np002G107490	XP_020868314.1
OG0010698	Np001G060690	XP_020881349.1
OG0010699	Np002G107700	XP_002891950.2
OG0010700	Np002G111500	XP_020868945.1
OG0010701	Np002G111730	XP_020869189.1
OG0010702	Np002G112900	XP_020891093.1
OG0010703	Np002G113140	XP_020890560.1
OG0010704	Np002G113600	XP_020865585.1
OG0010705	Np002G114680	XP_002886664.2
OG0010706	Np002G114430	XP_020890294.1
OG0010707	Np002G114970, Np005G301650	XP_002886651.1
OG0010708	Np002G115030	XP_002886649.1
OG0010709	Np002G115170, Np002G115190	XP_020890648.1
OG0010710	Np002G115370	XP_020890168.1
OG0010711	Np002G115680	XP_002886635.1
OG0010712	Np002G115690	XP_002886634.1
OG0010713	Np002G115710	XP_002886633.1
OG0010714	Np002G115900, Np002G115850	XP_020865632.1
OG0010715	Np002G116030, Np002G116020	XP_002886618.1
OG0010716	Np002G116450	XP_002886602.1
OG0010717	Np002G117290	XP_020890060.1
OG0010718	Np002G117750	XP_020890081.1
OG0010719	Np002G118550	XP_002888076.1
OG0010720	Np002G118710	XP_020891340.1
OG0010721	Np002G118900	XP_020891335.1
OG0010722	Np001G029790	XP_002876732.1
OG0010723	Np001G026620	XP_002876777.2
OG0010724	Np001G026020	XP_020880651.1
OG0010725	Np001G025520	XP_020881090.1
OG0010726	Np001G025420	XP_020881070.1
OG0010727	Np001G025300	XP_002875137.1
OG0010728	Np001G025200	XP_002876827.1
OG0010729	Np001G025130	XP_020881040.1
OG0010730	Np001G024660	XP_002876884.2, XP_002876881.1
OG0010731	Np001G023590	XP_020881481.1
OG0010733	Np001G023060	XP_020879846.1
OG0010734	Np004G244150	XP_020869890.1
OG0010736	Np001G022800	XP_002876954.1
OG0010737	Np001G022630	XP_020881155.1
OG0010738	Np001G020620	XP_020880902.1
OG0010739	Np001G020560	XP_020879782.1
OG0010740	Np001G020170	XP_020880955.1
OG0010741	Np001G019980	XP_002877098.1
OG0010742	Np001G018620	XP_020882071.1
OG0010743	Np002G101410, Np002G094440	XP_020891491.1
OG0010744	Np002G098510	XP_002886918.1
OG0010745	Np002G101220	XP_020890907.1
OG0010746	Np007G420870	XP_002884434.1
OG0010747	Np005G309430	XP_002870398.1
OG0010748	Np002G124810	XP_020865663.1, XP_020891654.1
OG0010749	Np002G123240	XP_002887867.1
OG0010750	Np002G124650	XP_002887871.1
OG0010751	Np002G124300	XP_002887889.2
OG0010752	Np002G124290	XP_020889951.1
OG0010753	Np002G124120	XP_002887895.1
OG0010754	Np002G123850	XP_020890603.1
OG0010755	Np002G123410	XP_002887930.2
OG0010756	Np002G122880	XP_020891432.1
OG0010757	Np002G120990	XP_020890419.1
OG0010758	Np007G408930	XP_020888322.1
OG0010759	Np005G279630	XP_020873473.1
OG0010760	Np006G330500	XP_002881764.2
OG0010761	Np006G330800	XP_020885386.1
OG0010762	Np006G330750	XP_002879899.1
OG0010763	Np006G331270	XP_002881732.1
OG0010765	Np007G413740	XP_002882604.1
OG0010766	Np007G413430	XP_020887258.1
OG0010767	Np007G412190	XP_020887295.1
OG0010768	Np007G412100	XP_002884783.1
OG0010769	Np007G412090	XP_002882657.1
OG0010770	Np005G288480	XP_002869942.1
OG0010771	Np007G411230	XP_020885975.1
OG0010772	Np005G268280	XP_020891515.1
OG0010773	Np007G410920	XP_020890125.1, XP_020888217.1
OG0010774	Np005G263300	XP_002867196.1
OG0010775	Np004G218660, Np007G410280	XP_020888271.1
OG0010776	Np007G409670	XP_020888229.1
OG0010777	Np007G409360	XP_002884881.1
OG0010778	Np007G409250	XP_002882769.1
OG0010779	Np007G409230	XP_020888238.1
OG0010780	Np007G409040	XP_002884899.1
OG0010781	Np007G409030	XP_002884900.1
OG0010782	Np003G175140	XP_002874481.1
OG0010783	Np003G174680	XP_020884085.1
OG0010784	Np003G174740	XP_020887802.1
OG0010785	Np003G174570	XP_002865763.1
OG0010786	Np003G172830	XP_002865798.1
OG0010787	Np003G172990	XP_020886604.1
OG0010788	Np003G172950	XP_002863001.2, XP_002865789.1
OG0010789	Np003G172780	XP_002865800.1
OG0010790	Np003G172050	XP_002864076.2
OG0010791	Np005G281230	XP_002865836.1
OG0010792	Np003G184410	XP_020877578.1
OG0010793	Np003G184550	XP_020883629.1
OG0010794	Np004G225400	XP_020874284.1, XP_002864115.1
OG0010795	Np003G168040	XP_020887770.1
OG0010796	Np003G167450	XP_002864135.2
OG0010797	Np003G166220, Np003G166400	XP_002864158.1
OG0010798	Np003G164160	XP_002864235.1
OG0010799	Np003G164440	XP_020889610.1
OG0010800	Np003G163840	XP_002864244.1
OG0010802	Np003G162380	XP_020871510.1
OG0010803	Np003G161950, Np003G161810, Np003G161940, Np003G161900, Np003G161840	XP_002864290.2
OG0010804	Np003G161620	XP_002864283.1
OG0010805	Np003G163390	XP_002866055.1
OG0010806	Np005G278450	XP_002867522.2
OG0010807	Np003G160790	XP_002866067.1
OG0010808	Np003G159530	XP_020871595.1
OG0010809	Np003G159230	XP_002866112.1
OG0010810	Np003G158610	XP_020874772.1, XP_002864418.1
OG0010811	Np003G158200	XP_002864442.1, XP_020872433.1
OG0010812	Np003G156530	XP_020889017.1
OG0010813	Np003G156350	XP_002866189.1
OG0010814	Np003G156250	XP_002864506.1
OG0010815	Np003G155750	XP_002866220.1
OG0010816	Np003G155240	XP_020889678.1
OG0010817	Np003G155050	XP_020888187.1
OG0010818	Np003G139810	XP_002873600.1
OG0010819	Np003G139290	XP_020879381.1
OG0010820	Np003G138950	XP_020876517.1
OG0010821	Np003G138520	XP_002873531.1
OG0010822	Np003G138400	XP_020878543.1
OG0010823	Np003G138310	XP_020877004.1
OG0010824	Np003G138240	XP_020879573.1
OG0010825	Np003G138190	XP_020876532.1
OG0010826	Np003G137720	XP_020879499.1
OG0010827	Np003G137700	XP_002871458.2
OG0010828	Np003G137420	XP_002873490.1
OG0010830	Np003G136990	XP_020876715.1
OG0010831	Np001G002910	XP_002864962.1
OG0010832	Np003G136850	XP_020876736.1
OG0010833	Np003G136340	XP_002873437.1
OG0010834	Np003G136330	XP_020879333.1
OG0010835	Np003G135970	XP_020878812.1
OG0010836	Np003G135830	XP_002871379.1
OG0010837	Np001G004820	XP_020869949.1
OG0010838	Np003G134800	XP_020878141.1
OG0010839	Np003G177820	XP_020882837.1
OG0010840	Np003G133330	XP_002873307.2
OG0010841	Np005G295910	XP_002868076.1
OG0010842	Np005G293620	XP_020873200.1
OG0010843	Np005G292850	XP_020874762.1
OG0010844	Np005G291730	XP_020873918.1
OG0010845	Np005G291490	XP_002867987.1
OG0010846	Np005G291390	XP_020873059.1
OG0010847	Np005G291220	XP_020875453.1
OG0010848	Np005G290620	XP_020874544.1
OG0010849	Np005G290350	XP_020874542.1
OG0010850	Np005G290090	XP_002867945.1
OG0010851	Np005G289690	XP_020872406.1
OG0010852	Np005G289230	XP_020875675.1
OG0010853	Np005G288100	XP_002867875.1
OG0010854	Np005G287060	XP_020872370.1
OG0010857	Np005G286860	XP_020873649.1
OG0010858	Np005G286700	XP_002869869.1
OG0010860	Np005G283470	XP_020873583.1
OG0010861	Np005G282830	XP_002869739.1
OG0010862	Np004G206280	XP_020866631.1
OG0010863	Np004G206450	XP_020866351.1
OG0010864	Np004G206780	XP_020867036.1
OG0010865	Np004G206850	XP_020868512.1
OG0010866	Np004G204040	XP_020868806.1
OG0010867	Np004G204110	XP_002893857.1
OG0010868	Np003G157680	XP_002880700.1
OG0010869	Np004G202570	XP_020869082.1
OG0010871	Np004G203190	XP_002891265.1
OG0010872	Np001G037810, Np007G393990, Np001G013050, Np004G200910	XP_002891344.1
OG0010873	Np004G210880	XP_002890758.2
OG0010874	Np004G211090, Np002G096390	XP_002890766.1
OG0010875	Np004G211430	XP_002890777.1
OG0010876	Np004G211440	XP_020870351.1
OG0010877	Np004G211520	XP_020868887.1
OG0010878	Np004G211790	XP_020867308.1
OG0010879	Np004G213430	XP_020867406.1
OG0010880	Np004G213890	XP_020866844.1
OG0010881	Np004G214110	XP_020869406.1
OG0010882	Np004G214410	XP_020869147.1
OG0010883	Np004G201200	XP_020868619.1
OG0010884	Np005G267080	XP_002869072.1
OG0010885	Np005G267660	XP_020874034.1
OG0010886	Np005G267980	XP_020873208.1
OG0010887	Np007G374690	XP_020887199.1
OG0010889	Np005G268400	XP_020872480.1
OG0010890	Np005G269340	XP_020874667.1
OG0010891	Np005G269460	XP_020881400.1, XP_020872732.1
OG0010892	Np005G262700	XP_020873032.1, XP_020888677.1
OG0010893	Np006G369030, Np005G262220	XP_002866899.1
OG0010894	Np005G262010	XP_002866884.1
OG0010896	Np005G261090	XP_020872126.1
OG0010897	Np005G260500	XP_002868851.1
OG0010898	Np005G260430	XP_020875570.1
OG0010899	Np006G371310	XP_002880352.1
OG0010900	Np006G371330	XP_002878525.1
OG0010901	Np005G260090	XP_020872525.1
OG0010902	Np005G260150	XP_002866793.1
OG0010903	Np005G260250	XP_020874960.1
OG0010904	Np005G260260	XP_020874959.1
OG0010905	Np005G259990	XP_020872839.1
OG0010906	Np005G310770	XP_002870472.2
OG0010907	Np005G310930	XP_020874235.1
OG0010908	Np005G311370	XP_002870515.1
OG0010909	Np007G383540	XP_020886737.1
OG0010910	Np005G312510	XP_020875185.1
OG0010911	Np005G313870	XP_002868760.1
OG0010912	Np005G314090	XP_020872190.1
OG0010913	Np005G314410	XP_002870814.1
OG0010914	Np005G314660	XP_020872927.1
OG0010915	Np005G315830	XP_002870770.1
OG0010916	Np006G341020	XP_002881369.1
OG0010917	Np006G340970	XP_020883013.1
OG0010918	Np006G340710	XP_002881387.1
OG0010919	Np004G205530	XP_020866842.1
OG0010920	Np003G177260	XP_020879097.1
OG0010921	Np003G177070	XP_020890901.1
OG0010922	Np003G175780	XP_020877467.1
OG0010923	Np003G175350, Np003G184610	XP_020877532.1
OG0010924	Np003G175470	XP_020877477.1
OG0010925	Np006G342580	XP_020882689.1
OG0010926	Np006G342780	XP_002881320.1
OG0010927	Np006G343290	XP_020882697.1
OG0010928	Np006G343350	XP_020884020.1
OG0010929	Np001G041540	XP_002863667.1
OG0010930	Np001G042280	XP_002865484.1
OG0010931	Np001G042360	XP_020871193.1
OG0010932	Np001G042370	XP_020878400.1
OG0010933	Np003G171250	XP_020871542.1
OG0010934	Np001G042640	XP_002865515.1
OG0010935	Np003G178040	XP_002872493.1
OG0010936	Np003G178860	XP_020876689.1
OG0010937	Np003G180310	XP_002872570.1
OG0010939	Np003G183290	XP_002874797.1
OG0010940	Np003G183800	XP_002874817.1
OG0010941	Np003G183940	XP_020876346.1
OG0010942	Np003G183960	XP_020876396.1
OG0010943	Np003G184020	XP_020876360.1
OG0010944	Np001G039610	XP_002863568.1
OG0010945	Np002G089940	XP_002888639.2
OG0010946	Np001G037110	XP_020879184.1, XP_002863471.1
OG0010947	Np001G036860	XP_020871281.1
OG0010948	Np001G036710	XP_020885905.1
OG0010949	Np001G035310	XP_020881096.1
OG0010950	Np001G034470	XP_002865169.1
OG0010951	Np006G364970, Np001G033210	XP_002865145.1
OG0010952	Np001G032660	XP_020871669.1
OG0010953	Np001G031070	XP_002865122.1
OG0010954	Np007G388600	XP_020887411.1
OG0010955	Np007G388570	XP_002883635.1
OG0010956	Np005G310600	XP_002868444.2
OG0010957	Np007G388440	XP_002883629.1
OG0010958	Np005G307430	XP_020877018.1
OG0010959	Np005G307510	XP_002879817.1
OG0010960	Np005G308880	XP_020877133.1
OG0010961	Np005G306800	XP_020874748.1
OG0010962	Np005G306700	XP_020874690.1
OG0010963	Np005G306620	XP_002868324.1
OG0010964	Np005G306390	XP_002868321.1
OG0010965	Np007G385780	XP_020890002.1
OG0010966	Np005G304540	XP_020872584.1
OG0010967	Np005G302880	XP_020872795.1
OG0010968	Np005G316430	XP_002870740.1
OG0010969	Np005G316450	XP_020872949.1
OG0010970	Np005G316570	XP_020888391.1
OG0010971	Np005G316690	XP_020889283.1
OG0010972	Np006G341560	XP_002883656.1
OG0010973	Np006G341570	XP_002870724.1
OG0010974	Np005G317620	XP_020874719.1
OG0010975	Np005G317740	XP_020868269.1, XP_020874699.1
OG0010976	Np005G317940	XP_020875146.1
OG0010977	Np005G318070	XP_020873040.1
OG0010978	Np005G319980	XP_002870621.1
OG0010979	Np005G320240	XP_002868562.2
OG0010980	Np006G320750	XP_020874876.1, XP_020884406.1
OG0010981	Np006G320810	XP_020882912.1
OG0010982	Np006G320830	XP_020882692.1
OG0010983	Np006G321240	XP_002880305.1
OG0010984	Np006G321400	XP_002882118.2
OG0010985	Np005G306190	XP_020885513.1
OG0010986	Np006G321760	XP_020883922.1
OG0010987	Np006G322430	XP_002880261.2
OG0010988	Np006G323200	XP_020882838.1
OG0010989	Np006G323870	XP_020883898.1
OG0010990	Np006G324010	XP_020884706.1
OG0010991	Np006G324020	XP_002882023.1
OG0010992	Np006G324590	XP_020885615.1
OG0010993	Np006G324870	XP_002880152.1
OG0010994	Np006G325420	XP_020884829.1
OG0010995	Np006G325430	XP_002880127.1
OG0010996	Np006G325550	XP_002880124.1
OG0010997	Np006G325730	XP_002880111.1
OG0010998	Np001G064690	XP_002878272.1
OG0010999	Np002G089080, Np002G089160	XP_002888666.1
OG0011000	Np006G327820	XP_020885409.1
OG0011001	Np006G327930	XP_002881875.1
OG0011002	Np006G328240	XP_002879997.1
OG0011003	Np006G328750	XP_020884269.1
OG0011004	Np006G329580	XP_020884029.1
OG0011005	Np006G329680	XP_002881795.1
OG0011006	Np006G329810	XP_002879948.1
OG0011007	Np006G329820	XP_020884178.1
OG0011008	Np006G329970	XP_020885525.1
OG0011009	Np006G330000	XP_020884162.1
OG0011010	Np003G125150	XP_020878915.1, XP_020871318.1
OG0011011	Np003G125200	XP_020877106.1
OG0011013	Np003G125260	XP_002870908.1
OG0011014	Np003G125270	XP_020876631.1
OG0011015	Np003G125310	XP_002873003.1
OG0011016	Np003G185200	XP_020876351.1
OG0011018	Np003G126750	XP_002870977.1
OG0011019	Np003G126840	XP_002873063.1
OG0011020	Np003G126880	XP_002873064.1
OG0011021	Np003G127050	XP_020879558.1
OG0011022	Np003G127510	XP_002873086.1
OG0011023	Np004G199540	XP_002877454.2, XP_002871031.1
OG0011024	Np003G128450	XP_020878879.1
OG0011026	Np001G013830	XP_002874305.1
OG0011028	Np001G000090	XP_002866779.1
OG0011029	Np003G148860	XP_002874005.1
OG0011030	Np003G149040	XP_020879050.1
OG0011031	Np003G149270	XP_020877548.1
OG0011032	Np003G149530	XP_002871968.2
OG0011033	Np003G149890	XP_020878556.1
OG0011034	Np003G149950, Np008G427060, Np008G427050	XP_020877823.1
OG0011035	Np003G150570	XP_002872004.1
OG0011036	Np003G150610	XP_020877230.1
OG0011038	Np003G151630	XP_002866385.1
OG0011039	Np003G151760	XP_020871538.1
OG0011040	Np003G151830	XP_020889184.1
OG0011041	Np003G153170	XP_020868192.1
OG0011042	Np003G153010	XP_020881164.1
OG0011044	Np001G005650	XP_020889449.1
OG0011045	Np001G005280	XP_020880340.1, XP_020871140.1
OG0011046	Np001G004860	XP_020871287.1
OG0011047	Np001G004850	XP_020871284.1
OG0011048	Np001G004790	XP_020883582.1, XP_020871562.1
OG0011049	Np001G004240	XP_020885850.1
OG0011050	Np001G052090	XP_020879768.1
OG0011051	Np002G079880, Np001G001100	XP_002866743.2
OG0011052	Np001G001090	XP_020889922.1
OG0011053	Np001G000750	XP_020890776.1
OG0011054	Np001G000350	XP_020883882.1
OG0011055	Np001G000200	XP_020871742.1
OG0011056	Np001G000010	XP_020881287.1
OG0011057	Np003G189190	XP_002872941.1
OG0011058	Np003G189200	XP_020878064.1
OG0011059	Np003G189430	XP_020878723.1
OG0011060	Np003G189570	XP_002872959.1
OG0011061	Np003G188250	XP_020876837.1
OG0011063	Np003G187810	XP_002872885.1
OG0011064	Np003G187800	XP_002874971.1
OG0011065	Np003G187750	XP_002874970.2
OG0011066	Np003G187690	XP_020876672.1
OG0011067	Np003G187660	XP_002874964.1
OG0011068	Np003G187440	XP_020876303.1
OG0011069	Np003G187570	XP_020877253.1
OG0011070	Np003G187190	XP_002874945.1
OG0011071	Np003G186920	XP_020876316.1
OG0011072	Np003G186660	XP_002872837.1
OG0011073	Np003G186610	XP_020878258.1
OG0011074	Np003G186480	XP_020879270.1
OG0011075	Np003G185980	XP_020878327.1
OG0011076	Np003G186040	XP_020878646.1
OG0011077	Np003G185270	XP_002872780.1
OG0011078	Np001G040690	XP_020889093.1
