Orthogroup	Noccaea_praecox	Alyssum_gmelinii
OG0007177	Np001G050630	Ag003G235250, Ag002G188490, Ag008G693260
OG0007178	Np001G048090	Ag007G609210, Ag001G054950
OG0007179	Np001G007070	Ag008G728170
OG0007181	Np001G046720	Ag001G052880, Ag004G400250, Ag001G019550, Ag006G526030
OG0007182	Np001G045720	Ag008G710180
OG0007183	Np003G126640	Ag004G381130, Ag004G381160, Ag006G492200
OG0007184	Np001G044730	Ag010G740070, Ag001G049810
OG0007185	Np001G044000	Ag010G739600, Ag001G049450
OG0007186	Np001G043660	Ag002G139060, Ag002G139080, Ag008G671700
OG0007187	Np002G091770	Ag004G355820
OG0007188	Np002G091910	Ag004G355940
OG0007190	Np007G414060	Ag005G478360
OG0007191	Np002G087110	Ag004G349270
OG0007192	Np002G086790	Ag004G348590
OG0007193	Np002G089780	Ag004G353970
OG0007194	Np002G086160	Ag004G347360
OG0007195	Np002G086150	Ag004G347290, Ag006G563190
OG0007196	Np002G086060	Ag004G346770
OG0007197	Np002G084580	Ag004G344200
OG0007198	Np002G084360	Ag004G344010
OG0007199	Np002G084200	Ag004G343740
OG0007200	Np002G083940	Ag004G343310
OG0007201	Np002G083450	Ag004G342340
OG0007202	Np002G083210	Ag003G241160
OG0007203	Np003G147940	Ag008G719040
OG0007204	Np002G073530	Ag003G214580
OG0007205	Np002G074570	Ag003G216680
OG0007206	Np001G038020, Np001G037960	Ag002G103370
OG0007207	Np002G075070	Ag003G218230, Ag003G218220
OG0007208	Np002G075200	Ag003G218650
OG0007209	Np002G075910	Ag004G318820, Ag005G419590, Ag004G318810, Ag003G219600
OG0007210	Np002G076460	Ag003G220430
OG0007211	Np002G076760	Ag003G221830, Ag003G221820, Ag003G221840
OG0007212	Np002G077000	Ag003G222700
OG0007213	Np002G077540, Np002G077500	Ag003G224490
OG0007214	Np002G077630	Ag003G224590
OG0007215	Np002G078610	Ag003G228350
OG0007216	Np002G078680	Ag003G228680
OG0007217	Np002G078800	Ag003G229060, Ag003G228970
OG0007218	Np002G078770	Ag003G229340
OG0007219	Np002G079180	Ag003G230860
OG0007220	Np002G080300	Ag003G234330
OG0007221	Np002G081370	Ag003G237030
OG0007222	Np006G320400	Ag002G206760
OG0007223	Np002G081950	Ag003G238650
OG0007224	Np002G082550	Ag005G416480, Ag003G239820
OG0007225	Np002G073480	Ag003G214320
OG0007226	Np002G073140	Ag003G213180
OG0007227	Np007G411700	Ag005G475250
OG0007228	Np002G072360	Ag003G211850
OG0007229	Np002G072220	Ag003G211660
OG0007230	Np002G071770	Ag003G210950
OG0007232	Np002G070460	Ag003G207910, Ag003G285270
OG0007233	Np002G071400	Ag003G210240
OG0007234	Np002G071330	Ag003G269520, Ag003G210190
OG0007235	Np002G071220	Ag003G209670
OG0007236	Np002G071030	Ag008G664000, Ag003G209120
OG0007237	Np004G240530	Ag004G323790
OG0007238	Np005G309670	Ag003G208310
OG0007239	Np002G070670	Ag005G471180, Ag003G208250
OG0007240	Np007G408260	Ag005G470220
OG0007241	Np007G408220	Ag005G470020
OG0007243	Np007G406810	Ag005G468420
OG0007244	Np007G406570	Ag005G468070
OG0007245	Np007G405980	Ag005G466460, Ag005G466550
OG0007246	Np007G405920	Ag005G466380
OG0007247	Np007G405310	Ag005G465410
OG0007248	Np007G403980	Ag005G463850
OG0007249	Np007G403550	Ag005G463460
OG0007250	Np007G403110	Ag005G463180, Ag003G239160
OG0007251	Np007G389990	Ag005G462710
OG0007252	Np007G390030	Ag005G462640
OG0007253	Np007G390300	Ag005G461900
OG0007254	Np007G390320	Ag005G461890
OG0007255	Np007G390390	Ag005G461780
OG0007256	Np007G390450	Ag005G461680
OG0007257	Np002G105420, Np007G394160	Ag007G656400, Ag005G455210
OG0007258	Np007G391900	Ag005G459180
OG0007259	Np007G392190	Ag005G458880
OG0007260	Np007G392630	Ag005G457900
OG0007261	Np007G393090	Ag005G457080
OG0007262	Np007G393110	Ag005G457040
OG0007263	Np007G393500, Np007G394610	Ag005G456500
OG0007264	Np003G149300, Np004G240220	Ag005G456170
OG0007265	Np007G393880	Ag005G455910
OG0007266	Np007G394380	Ag005G454740
OG0007267	Np007G394940	Ag005G453310
OG0007268	Np007G395170	Ag005G452840
OG0007269	Np007G396000	Ag005G450670
OG0007270	Np007G396120	Ag005G450440
OG0007271	Np007G396370	Ag005G450070
OG0007272	Np007G396430	Ag005G449510
OG0007273	Np007G397070	Ag005G448650
OG0007274	Np007G397930	Ag005G447370
OG0007275	Np007G399140	Ag005G446530
OG0007276	Np007G380630	Ag005G442980, Ag005G444270
OG0007277	Np007G381100	Ag005G442350, Ag005G443660
OG0007278	Np007G381680	Ag005G441360
OG0007279	Np007G381460	Ag005G441670
OG0007280	Np007G381440	Ag005G441730
OG0007281	Np007G381310, Np007G381320	Ag005G441950
OG0007282	Np007G382710	Ag005G439280
OG0007283	Np007G382720	Ag003G252500, Ag005G439300
OG0007284	Np007G382990	Ag005G438930
OG0007285	Np007G383000	Ag005G438920
OG0007286	Np007G383270	Ag005G438280
OG0007287	Np007G383480	Ag005G437660
OG0007288	Np007G383570	Ag005G437530
OG0007289	Np007G385000	Ag005G434240, Ag005G433360
OG0007290	Np007G385240	Ag005G434020, Ag005G432710
OG0007291	Np007G385410	Ag005G432500, Ag005G433870
OG0007292	Np007G385910	Ag005G431700
OG0007293	Np007G386090	Ag001G010760
OG0007294	Np007G386930	Ag005G430320, Ag005G430640
OG0007295	Np007G387150	Ag005G429560
OG0007296	Np007G380100	Ag003G275310
OG0007297	Np006G355850	Ag007G595970
OG0007298	Np007G380160	Ag005G420670
OG0007299	Np007G378370	Ag005G419610
OG0007301	Np007G376280	Ag005G416840
OG0007302	Np007G376020	Ag005G416180
OG0007303	Np007G375520	Ag005G414220
OG0007304	Np007G374900	Ag005G412720
OG0007305	Np007G373990	Ag005G408880
OG0007306	Np007G373630	Ag005G407320
OG0007307	Np007G373140	Ag005G405650
OG0007308	Np007G372090	Ag005G403440
OG0007309	Np007G408720	Ag005G470840
OG0007310	Np004G190920	Ag001G001440
OG0007311	Np004G191250	Ag001G002410
OG0007312	Np004G191420	Ag001G002690
OG0007313	Np004G192430	Ag001G004810
OG0007314	Np004G194260	Ag001G008280
OG0007315	Np004G194670	Ag001G009030
OG0007316	Np004G194810	Ag001G009280
OG0007317	Np004G195220	Ag001G010480
OG0007318	Np004G195420	Ag001G010690
OG0007319	Np004G197080	Ag001G016600
OG0007320	Np004G198310	Ag001G021020
OG0007321	Np004G199060	Ag001G024390
OG0007322	Np004G198710	Ag001G023500
OG0007323	Np004G199510	Ag001G025570, Ag008G710900
OG0007324	Np004G199730	Ag001G026550, Ag001G026540
OG0007325	Np004G200140	Ag001G027810, Ag001G027900, Ag001G027980
OG0007326	Np005G300830	Ag001G028840
OG0007327	Np005G300940, Np005G300910	Ag001G029160
OG0007328	Np005G301640	Ag001G031570, Ag001G030390
OG0007329	Np006G341400	Ag002G161470
OG0007330	Np006G341430	Ag002G161370
OG0007331	Np001G053960	Ag001G064640
OG0007332	Np001G053980	Ag001G064620
OG0007333	Np001G054370	Ag001G064140
OG0007334	Np001G054620	Ag001G068840
OG0007335	Np001G054640	Ag001G068910
OG0007336	Np001G055960	Ag001G071780
OG0007337	Np001G053670	Ag001G065990
OG0007338	Np001G053560	Ag001G066270
OG0007339	Np001G057490	Ag001G075160
OG0007340	Np001G057720	Ag001G075760, Ag003G235720, Ag001G075810
OG0007341	Np001G058350	Ag001G076450
OG0007343	Np005G270180	Ag005G453400, Ag003G279040
OG0007344	Np001G059750	Ag001G079910
OG0007345	Np001G060670	Ag001G081620
OG0007346	Np001G061320	Ag001G082970
OG0007347	Np001G063610	Ag001G088570
OG0007348	Np001G063630	Ag001G088590
OG0007349	Np001G064860	Ag001G091180
OG0007350	Np001G066380	Ag001G093310
OG0007351	Np001G066530	Ag001G093510
OG0007352	Np001G067120	Ag001G094340
OG0007353	Np001G068200	Ag001G096420
OG0007354	Np001G068330	Ag001G096580
OG0007355	Np001G069640	Ag001G098590
OG0007356	Np004G194480	Ag001G008690
OG0007357	Np006G334560	Ag001G029420, Ag002G134980
OG0007359	Np002G097110	Ag001G069860
OG0007360	Np001G068420	Ag001G096740
OG0007361	Np001G032620	Ag002G123650
OG0007362	Np004G192520, Np007G404900	Ag007G634380, Ag002G160250, Ag003G215590
OG0007363	Np006G342270, Np006G342210, Np006G342130, Np006G342320, Np006G342360	Ag002G160570
OG0007364	Np006G341880	Ag002G160890
OG0007365	Np006G341170	Ag002G161890
OG0007366	Np006G323490, Np006G323480	Ag002G202750
OG0007367	Np007G384950	Ag003G226480
OG0007368	Np002G078090	Ag003G226570
OG0007370	Np005G270980	Ag003G272340
OG0007371	Np002G090650	Ag003G288050, Ag007G655250
OG0007372	Np004G255850, Np002G115920	Ag004G302480, Ag006G535890
OG0007373	Np004G245550	Ag004G315700
OG0007374	Np007G392900	Ag005G457290, Ag005G457280
OG0007376	Np007G390190	Ag005G462400
OG0007378	Np007G423440	Ag005G489430
OG0007378	Np007G423470	Ag005G489420
OG0007379	Np007G378290, Np003G139800	Ag006G545740, Ag006G551530, Ag006G543170, Ag006G544410, Ag007G610620
OG0007380	Np005G286370	Ag006G567570
OG0007382	Np005G292340	Ag006G575610
OG0007383	Np006G342460, Np004G237140	Ag007G581720
OG0007384	Np006G360810	Ag007G597030
OG0007385	Np003G144330	Ag007G624560
OG0007386	Np001G015660	Ag007G638280
OG0007387	Np003G157590	Ag008G699400
OG0007388	Np003G156110	Ag008G702330
OG0007390	Np001G009490	Ag008G725440
OG0007413	Np005G276670	Ag008G734200
OG0007414	Np005G276350	Ag003G254330
OG0007415	Np005G276340	Ag003G254350
OG0007416	Np005G276110	Ag003G254970
OG0007417	Np005G275980	Ag003G255190
OG0007418	Np005G275880	Ag003G255620
OG0007419	Np005G275010, Np005G274960	Ag003G258310
OG0007420	Np005G274800	Ag003G258580
OG0007421	Np005G274630	Ag003G259070
OG0007422	Np005G274420	Ag003G260160
OG0007423	Np005G274240	Ag003G260410
OG0007424	Np005G273500	Ag007G616530, Ag003G261460
OG0007425	Np005G273090	Ag003G262840, Ag003G264190
OG0007426	Np005G272300	Ag003G268090
OG0007427	Np005G272160	Ag003G268330
OG0007428	Np005G271860	Ag003G268760
OG0007429	Np005G271800	Ag003G268940
OG0007430	Np005G273760, Np005G273670, Np005G271700	Ag003G269530
OG0007431	Np005G271670	Ag003G269600
OG0007432	Np005G271400	Ag003G270870
OG0007434	Np005G270600	Ag003G273210
OG0007435	Np005G270590	Ag003G279950
OG0007436	Np005G270560	Ag003G279750
OG0007437	Np005G270540	Ag003G279690
OG0007438	Np005G270410	Ag003G279410, Ag004G350890
OG0007439	Np005G270120	Ag003G278950
OG0007440	Np005G269890	Ag003G278230
OG0007441	Np005G263340	Ag003G276700
OG0007442	Np005G263230	Ag003G277130
OG0007443	Np005G263560	Ag003G276300
OG0007444	Np005G263550	Ag003G276310
OG0007445	Np005G263990	Ag003G274480
OG0007446	Np005G264500	Ag003G281040
OG0007448	Np005G264270	Ag003G273550
OG0007449	Np005G264250	Ag003G273580
OG0007450	Np005G264200	Ag003G273690
OG0007451	Np005G264780, Np005G264810	Ag003G281910
OG0007452	Np005G264830	Ag003G282040
OG0007453	Np005G264900	Ag003G282160
OG0007454	Np005G264950	Ag003G282180
OG0007456	Np005G265630	Ag003G283100
OG0007457	Np004G215290	Ag007G579600
OG0007458	Np004G216070	Ag007G579120
OG0007459	Np004G216090	Ag007G579100
OG0007460	Np004G217490	Ag007G578670
OG0007461	Np004G218180	Ag007G578500
OG0007462	Np004G218930, Np004G219760	Ag007G578460
OG0007463	Np004G219700	Ag007G578350
OG0007464	Np005G298070	Ag001G101500
OG0007465	Np005G299150	Ag004G356950, Ag001G101770
OG0007466	Np005G300020	Ag001G102010
OG0007467	Np005G300250	Ag001G101820
OG0007468	Np007G376590	Ag004G364560
OG0007469	Np002G105690	Ag004G364950, Ag004G365490
OG0007470	Np005G302800	Ag004G366740
OG0007471	Np002G111300	Ag004G366800
OG0007473	Np002G113240	Ag004G368430
OG0007474	Np004G248350	Ag004G311870
OG0007475	Np002G117260	Ag004G373960
OG0007476	Np002G117500	Ag004G374640
OG0007477	Np004G247450	Ag004G313140
OG0007478	Np002G118280	Ag004G376390
OG0007479	Np002G118660	Ag004G377150
OG0007480	Np002G118700	Ag004G377260
OG0007481	Np001G032850	Ag008G658630, Ag012G741360
OG0007482	Np001G028200	Ag001G001100
OG0007483	Np001G027940	Ag008G658360
OG0007484	Np001G026580	Ag008G660400
OG0007485	Np004G241730	Ag004G321300
OG0007486	Np001G025110	Ag008G661270
OG0007487	Np001G024950	Ag008G661760
OG0007488	Np001G024870	Ag008G662030
OG0007489	Np001G024720	Ag008G662200
OG0007490	Np001G024550	Ag008G662550
OG0007491	Np004G236510, Np004G236490	Ag004G331840
OG0007492	Np001G023690	Ag008G663670
OG0007494	Np001G023250	Ag008G665160
OG0007495	Np001G022610	Ag008G666350
OG0007496	Np001G022570	Ag008G666390
OG0007497	Np001G021990	Ag008G667450
OG0007498	Np001G021760	Ag008G667850
OG0007499	Np001G021680	Ag008G668280
OG0007500	Np005G318600	Ag007G655490
OG0007501	Np001G021280	Ag008G668820
OG0007502	Np001G021270	Ag008G668850
OG0007503	Np001G020920	Ag008G669130
OG0007504	Np001G020490	Ag008G670880
OG0007505	Np001G019010	Ag001G049220, Ag010G739380
OG0007506	Np001G018980	Ag006G574900
OG0007510	Np002G092600	Ag004G356530
OG0007511	Np002G093460	Ag004G357460
OG0007512	Np002G093970	Ag004G357990
OG0007513	Np002G095970	Ag003G287550, Ag003G287230, Ag002G193820, Ag002G193860, Ag004G359890
OG0007514	Np002G096090	Ag004G360220
OG0007515	Np002G097350	Ag004G360690
OG0007516	Np002G098880	Ag001G096150
OG0007517	Np003G145160	Ag007G627630
OG0007518	Np002G124640	Ag004G401710
OG0007519	Np004G191570	Ag001G002980
OG0007520	Np002G123820	Ag004G397150
OG0007521	Np002G123480	Ag004G390600, Ag004G395390
OG0007522	Np002G122820	Ag004G393690, Ag004G388710
OG0007523	Np002G122220	Ag004G385960, Ag004G386000
OG0007525	Np002G121490	Ag004G382940
OG0007527	Np002G120000	Ag004G379810
OG0007530	Np007G408750	Ag005G470880
OG0007531	Np007G408800	Ag005G470940
OG0007532	Np007G408810	Ag005G470950
OG0007533	Np007G408940	Ag005G471170
OG0007534	Np005G276940	Ag003G253210
OG0007535	Np005G280160	Ag001G017630
OG0007536	Np005G279930	Ag004G312480
OG0007538	Np006G330970	Ag002G188240
OG0007539	Np006G331110	Ag002G188130
OG0007540	Np006G331140	Ag002G188010
OG0007541	Np007G413690	Ag005G478120
OG0007543	Np007G413640	Ag005G477880
OG0007544	Np007G413330	Ag005G476950
OG0007545	Np007G413290	Ag005G476900
OG0007546	Np007G413050	Ag005G476620
OG0007547	Np007G412820	Ag005G476420
OG0007548	Np003G128170	Ag006G496540
OG0007549	Np007G412580	Ag005G476040
OG0007550	Np007G412230	Ag005G475970
OG0007551	Np007G411960	Ag005G475730
OG0007552	Np007G411720	Ag005G475300
OG0007553	Np003G129220	Ag006G498360
OG0007554	Np007G411280	Ag005G474550
OG0007555	Np007G410650	Ag005G473690
OG0007556	Np007G410570	Ag005G473490
OG0007557	Np007G410440	Ag005G473160
OG0007559	Np007G410160	Ag005G472500
OG0007560	Np007G410040	Ag005G472370
OG0007561	Np007G410000	Ag005G472320
OG0007562	Np007G409900	Ag005G472180
OG0007563	Np005G276860	Ag003G253390
OG0007565	Np007G409620	Ag005G472030
OG0007566	Np007G409580	Ag005G471870
OG0007567	Np007G409100	Ag005G471410, Ag005G416230
OG0007568	Np007G409080	Ag005G471390
OG0007570	Np003G174660	Ag001G039880
OG0007571	Np001G034050	Ag002G120340
OG0007572	Np004G200790	Ag007G585000
OG0007573	Np003G172440	Ag008G702310
OG0007574	Np003G172100	Ag006G513460
OG0007575	Np003G171850	Ag001G086470
OG0007576	Np003G171710	Ag008G675680
OG0007577	Np005G263470	Ag003G276510, Ag003G276270
OG0007578	Np003G165910	Ag008G682890, Ag008G682080
OG0007579	Np003G164140	Ag008G685870
OG0007581	Np003G164470	Ag008G685010
OG0007582	Np003G164580	Ag008G684880
OG0007583	Np006G343450, Np001G064290, Np003G164850	Ag008G684840
OG0007584	Np003G164110	Ag008G685890
OG0007585	Np003G163890	Ag008G686190
OG0007586	Np003G162250	Ag008G688400, Ag008G690080
OG0007587	Np003G161990	Ag008G688060
OG0007588	Np003G162740	Ag001G057230
OG0007589	Np003G163190	Ag001G057950
OG0007590	Np003G160900	Ag008G694170
OG0007591	Np003G159400	Ag008G696050
OG0007592	Np003G158690	Ag008G696570
OG0007593	Np003G158340	Ag008G697540
OG0007594	Np003G158240	Ag008G698240
OG0007595	Np004G246780	Ag004G312010
OG0007596	Np003G156860	Ag008G700530
OG0007597	Np003G156590	Ag008G701670
OG0007598	Np003G156550	Ag008G701600
OG0007599	Np003G156490	Ag008G701530
OG0007600	Np003G156050	Ag008G702500
OG0007601	Np003G155980	Ag008G702680
OG0007602	Np003G155580, Np003G155630	Ag008G703980
OG0007603	Np003G155260	Ag008G704480
OG0007604	Np003G154870	Ag008G705320
OG0007605	Np001G014990	Ag007G637030
OG0007606	Np003G140110	Ag007G611680
OG0007607	Np003G139820	Ag007G610670
OG0007608	Np003G139740	Ag007G610420
OG0007609	Np003G139700	Ag007G610240
OG0007610	Np003G139570	Ag007G610060
OG0007611	Np003G139250	Ag007G609470
OG0007613	Np003G138970	Ag007G609080
OG0007614	Np003G138870	Ag007G608930
OG0007615	Np003G138630	Ag007G608760
OG0007616	Np003G138490	Ag007G608100
OG0007617	Np003G138100	Ag007G607470
OG0007618	Np003G138080	Ag007G607440
OG0007619	Np003G137800	Ag007G606950
OG0007620	Np005G310330, Np003G137450	Ag007G606180, Ag007G622190, Ag008G727980
OG0007621	Np003G136940	Ag007G605400
OG0007622	Np003G135370	Ag007G602090
OG0007623	Np003G135110	Ag007G601740
OG0007624	Np003G134970	Ag007G601580
OG0007626	Np003G134340	Ag007G600830
OG0007627	Np003G134310	Ag007G600800
OG0007628	Np003G134040	Ag007G600510
OG0007629	Np003G133230	Ag006G507560
OG0007630	Np003G133040	Ag006G507120
OG0007631	Np005G295380	Ag006G577650
OG0007632	Np005G293370	Ag006G576840
OG0007633	Np005G292880	Ag006G576460
OG0007634	Np005G292710	Ag006G576160
OG0007636	Np005G291710	Ag006G574980
OG0007638	Np005G290680	Ag006G572610
OG0007639	Np005G290510	Ag006G572850
OG0007640	Np005G290210	Ag006G571980
OG0007641	Np005G289910	Ag006G571160
OG0007642	Np005G288830	Ag006G558360
OG0007644	Np001G007770	Ag008G727020
OG0007645	Np005G288230	Ag006G561460
OG0007646	Np005G287150	Ag006G562700
OG0007647	Np003G184690	Ag002G131170
OG0007648	Np005G288030	Ag006G565100
OG0007649	Np005G286750	Ag006G566110
OG0007650	Np005G285960	Ag006G554940
OG0007651	Np005G285840	Ag006G554280
OG0007652	Np005G285710	Ag006G553550
OG0007653	Np005G285580	Ag006G553050
OG0007654	Np005G285230	Ag006G552260
OG0007655	Np005G285010	Ag006G551940
OG0007656	Np005G284830	Ag006G551500
OG0007657	Np005G284660	Ag006G550900
OG0007658	Np005G284410	Ag003G256710, Ag006G547830, Ag006G550050, Ag004G314880
OG0007659	Np005G284390	Ag006G547770, Ag006G547710, Ag006G547750, Ag006G549940, Ag001G028970
OG0007660	Np005G283440	Ag006G546910, Ag006G542010
OG0007661	Np005G283270	Ag006G542480, Ag006G545120
OG0007662	Np005G283040	Ag006G544580, Ag006G543030
OG0007663	Np004G206120	Ag006G540520
OG0007664	Np004G206170	Ag006G540340
OG0007666	Np004G208350	Ag006G536860, Ag006G539390
OG0007667	Np004G224520	Ag006G535800
OG0007668	Np004G204840	Ag006G534220
OG0007669	Np004G202480	Ag006G532570
OG0007670	Np005G308590, Np004G200460	Ag007G585230
OG0007671	Np004G200950	Ag007G584820
OG0007672	Np004G200310	Ag007G585310
OG0007673	Np007G415190	Ag005G479400
OG0007674	Np004G210910	Ag007G583700
OG0007675	Np004G211200	Ag007G583370
OG0007676	Np006G364710	Ag007G613640
OG0007677	Np004G211410	Ag007G583120
OG0007678	Np004G211480	Ag007G583030
OG0007679	Np004G212080	Ag007G582340
OG0007680	Np004G213400	Ag007G580940
OG0007681	Np004G213700	Ag007G580710
OG0007682	Np004G214220	Ag007G580250
OG0007683	Np004G214280	Ag007G580170
OG0007684	Np004G214450	Ag007G580090
OG0007685	Np005G266640	Ag003G285810
OG0007686	Np003G127410	Ag006G495110
OG0007687	Np005G267330	Ag003G286620
OG0007688	Np005G267510	Ag003G286990
OG0007689	Np001G042700	Ag003G287680
OG0007689	Np001G042710	Ag003G287380, Ag003G287690
OG0007690	Np005G267940	Ag003G288480
OG0007692	Np005G268220	Ag003G288920
OG0007693	Np005G268460	Ag003G289320
OG0007694	Np005G268680	Ag003G289790
OG0007695	Np006G367190	Ag006G523990
OG0007696	Np005G268840	Ag003G290360
OG0007697	Np005G269490	Ag003G291450
OG0007698	Np005G269640	Ag003G291550
OG0007699	Np005G269700	Ag003G291960
OG0007700	Np005G269710	Ag003G291970
OG0007701	Np005G269880	Ag003G292300
OG0007702	Np005G262570	Ag003G292690
OG0007703	Np005G262450	Ag003G292870
OG0007704	Np005G262090	Ag003G293410
OG0007705	Np005G261890	Ag003G293980
OG0007706	Np005G261670	Ag003G294520
OG0007707	Np005G260360	Ag003G296800
OG0007708	Np005G309990	Ag001G042580
OG0007709	Np005G311900	Ag007G645660
OG0007710	Np005G314400	Ag007G647720
OG0007711	Np006G341040	Ag002G162090
OG0007712	Np006G340960	Ag008G710350
OG0007713	Np006G340860	Ag002G162540
OG0007714	Np004G248700	Ag004G311290
OG0007715	Np004G215490	Ag007G579470
OG0007716	Np003G145540	Ag007G628480
OG0007717	Np006G340740	Ag002G162900
OG0007718	Np006G340790	Ag002G162880
OG0007719	Np003G177310	Ag002G151700, Ag009G736750
OG0007720	Np003G176130	Ag002G171620
OG0007721	Np003G175590	Ag002G149280, Ag002G155660
OG0007722	Np004G213160	Ag002G201690, Ag007G581380
OG0007723	Np006G342710	Ag002G160200
OG0007724	Np006G342940	Ag002G159970, Ag006G513530
OG0007725	Np006G343180	Ag002G159640
OG0007726	Np006G343310	Ag002G159480
OG0007727	Np006G343320	Ag002G159420
OG0007728	Np009G432540, Np006G344820	Ag002G158490
OG0007729	Np009G432080, Np006G345060	Ag002G158400
OG0007730	Np001G042160	Ag002G157650
OG0007731	Np003G178350	Ag002G206240
OG0007732	Np003G179880	Ag002G146740
OG0007733	Np003G180290	Ag002G146210
OG0007734	Np003G181150	Ag002G145130
OG0007735	Np003G182360	Ag002G142640
OG0007736	Np003G182760	Ag002G141340
OG0007737	Np003G183310	Ag002G140280
OG0007738	Np003G183910	Ag002G133340
OG0007739	Np003G148170	Ag008G718810
OG0007740	Np003G184090	Ag002G132100
OG0007741	Np001G039280	Ag002G125410
OG0007742	Np001G038270	Ag002G102960
OG0007743	Np001G037360	Ag002G103880
OG0007744	Np001G037040	Ag002G104730
OG0007745	Np001G036310	Ag002G110340, Ag002G106730
OG0007746	Np001G036400	Ag002G111230, Ag002G107640
OG0007747	Np001G036150	Ag002G111600, Ag002G108090
OG0007748	Np001G035830	Ag002G108790, Ag002G112820
OG0007750	Np001G035120	Ag002G117390
OG0007751	Np003G129110	Ag006G498210
OG0007752	Np001G034600	Ag002G117660
OG0007753	Np001G034490	Ag002G118700
OG0007754	Np001G033830	Ag002G114830, Ag002G120430
OG0007755	Np001G032810	Ag002G124110, Ag004G312900
OG0007756	Np005G310150	Ag001G042860
OG0007757	Np005G310420	Ag002G103830
OG0007758	Np005G307280	Ag003G289540
OG0007759	Np007G387740	Ag004G307770
OG0007760	Np007G387340	Ag005G428820
OG0007761	Np005G308860	Ag001G038980
OG0007762	Np005G306810	Ag008G726670
OG0007763	Np005G305660	Ag001G036900
OG0007764	Np005G303050	Ag001G033860
OG0007765	Np005G318750	Ag007G655520
OG0007766	Np005G320030	Ag007G656880, Ag007G657130
OG0007767	Np005G320260	Ag005G446870
OG0007769	Np006G320780	Ag002G206420
OG0007770	Np006G320940	Ag002G206230
OG0007771	Np006G320990	Ag002G206180
OG0007772	Np006G321440	Ag002G205750
OG0007773	Np006G321530	Ag002G205610
OG0007774	Np006G321670	Ag002G204910, Ag008G670270
OG0007775	Np006G321690, Np006G321750	Ag002G204900, Ag008G670240
OG0007776	Np006G322670	Ag002G203700
OG0007777	Np006G322780	Ag002G203600
OG0007778	Np006G323120	Ag002G203090
OG0007779	Np006G323280	Ag002G202940
OG0007780	Np006G323300	Ag002G202920
OG0007781	Np006G323310	Ag002G202910
OG0007782	Np006G323340	Ag002G202840
OG0007783	Np006G323350	Ag002G202830
OG0007784	Np006G323520	Ag002G202720
OG0007785	Np006G323920	Ag002G202150
OG0007786	Np006G324410	Ag002G201580
OG0007787	Np006G325120	Ag002G200530
OG0007788	Np006G325710	Ag002G199400
OG0007789	Np006G325970	Ag002G198720
OG0007790	Np006G326060, Np005G279320	Ag002G198610
OG0007792	Np006G327790	Ag002G195790
OG0007793	Np006G328290	Ag002G194740
OG0007794	Np006G329140	Ag002G192860
OG0007795	Np006G328870	Ag002G193310
OG0007796	Np003G125290	Ag006G491410
OG0007797	Np003G125540	Ag006G491670
OG0007798	Np003G125740	Ag006G491970
OG0007799	Np003G126030	Ag006G492300
OG0007800	Np003G126120	Ag006G492440
OG0007801	Np003G126550	Ag006G493240
OG0007802	Np003G126690	Ag006G493030
OG0007803	Np003G126760	Ag006G493400
OG0007804	Np003G126770	Ag006G493410
OG0007805	Np003G126960	Ag006G493830
OG0007806	Np003G128300	Ag006G496700
OG0007807	Np003G127210	Ag006G494600
OG0007808	Np003G128250	Ag006G496630
OG0007809	Np003G128440	Ag006G496890
OG0007810	Np003G128600	Ag006G497290, Ag006G497280
OG0007811	Np003G128670	Ag006G497360, Ag006G497380
OG0007812	Np003G128760	Ag002G202070, Ag006G497560
OG0007813	Np003G128820	Ag006G497840
OG0007814	Np003G147350	Ag008G719530
OG0007815	Np003G147770	Ag008G719240
OG0007816	Np003G147780	Ag008G719220
OG0007817	Np003G140400	Ag008G717680
OG0007818	Np003G149050	Ag008G717290
OG0007819	Np003G149360	Ag008G716640
OG0007820	Np003G149430	Ag008G716580
OG0007822	Np003G149590, Np003G149710	Ag008G716440
OG0007823	Np003G149930	Ag008G716200
OG0007824	Np003G150530	Ag008G714850
OG0007825	Np003G150890	Ag008G714110
OG0007826	Np003G151360	Ag008G712990
OG0007827	Np003G151460	Ag008G712740
OG0007828	Np003G151740	Ag008G712300
OG0007829	Np003G152060	Ag008G711360
OG0007830	Np003G152290	Ag008G710490
OG0007831	Np003G152650	Ag008G709520
OG0007832	Np006G369870	Ag008G708010, Ag008G708000, Ag001G027370, Ag008G700560
OG0007833	Np003G153700	Ag008G707470
OG0007834	Np003G153900	Ag008G706870
OG0007835	Np001G006540	Ag008G729040
OG0007836	Np001G006430	Ag002G102940, Ag008G729100, Ag002G102930
OG0007837	Np001G006420	Ag008G729110
OG0007838	Np001G005900	Ag008G729530
OG0007840	Np001G005150	Ag008G730560
OG0007841	Np001G005100	Ag008G730610
OG0007843	Np001G004170	Ag008G731620
OG0007844	Np001G003980, Np007G419530	Ag008G731850
OG0007845	Np001G003960	Ag008G731870
OG0007846	Np001G003360	Ag008G732620
OG0007847	Np001G003280	Ag008G732660
OG0007849	Np001G002790	Ag008G733380
OG0007850	Np001G002780	Ag008G733390
OG0007851	Np001G002620	Ag008G733580
OG0007852	Np001G002390	Ag008G733890
OG0007853	Np001G002070	Ag008G734210
