Orthogroup	Noccaea_praecox	Raphanus_sativus
OG0009595	Np005G294740	XP_018480890.1, XP_018463744.1, XP_018447533.1
OG0009597	Np004G201000	XP_018484817.1, XP_018451308.1
OG0009598	Np004G200320	XP_018493603.1, XP_018447338.1
OG0009599	Np004G200210	XP_018450867.1
OG0009601	Np006G355110	XP_018439835.1, XP_018466305.1, XP_018485000.1
OG0009603	Np003G140870	XP_018445335.1, XP_018467010.1
OG0009604	Np003G141830	XP_018459406.1, XP_018444435.1, XP_018444850.1
OG0009605	Np003G142150	XP_018475014.1, XP_018473548.1, XP_018445667.1
OG0009606	Np003G142350	XP_018470893.1, XP_018474303.1, XP_018474302.1
OG0009607	Np003G143930	XP_018444083.1, XP_018463755.1
OG0009608	Np003G145890	XP_018474142.1, XP_018478105.1, XP_018483560.1
OG0009609	Np005G318080	XP_018442609.1, XP_018467600.1
OG0009610	Np005G320120	XP_018445124.1, XP_018478327.1
OG0009611	Np003G154690	XP_018470319.1, XP_018470320.1
OG0009612	Np001G013150	XP_018438448.1, XP_018478801.1
OG0009613	Np001G008920	XP_018483296.1, XP_018455574.1
OG0009614	Np001G008870	XP_018481581.1, XP_018461294.1
OG0009615	Np001G001440	XP_018459866.1, XP_018439148.1
OG0009616	Np001G001310	XP_018455564.1, XP_018436244.1, XP_018466538.1
OG0009621	Np006G353930, Np006G346920	XP_018480443.1, XP_018474146.1
OG0009622	Np001G053480	XP_018437388.1, XP_018437687.1, XP_018478972.1
OG0009625	Np001G017440	XP_018464976.1, XP_018481420.1, XP_018436731.1
OG0009628	Np004G210030	XP_018490142.1, XP_018485551.1, XP_018449837.1
OG0009629	Np004G204590	XP_018439125.1, XP_018487158.1
OG0009635	Np007G371670	XP_018440721.1
OG0009636	Np006G357370, Np006G324490, Np001G058160	XP_018473359.1
OG0009637	Np005G275180	XP_018469453.1, XP_018470106.1, XP_018472444.1
OG0009640	Np005G274570	XP_018481725.1, XP_018435683.1
OG0009641	Np005G274150	XP_018471442.1, XP_018471443.1
OG0009642	Np005G273400	XP_018472311.1, XP_018483808.1
OG0009643	Np005G273100	XP_018480493.1
OG0009644	Np003G148110	XP_018443117.1
OG0009645	Np005G272760	XP_018460697.1, XP_018483611.1, XP_018449232.1
OG0009646	Np005G272400	XP_018466374.1, XP_018449536.1
OG0009647	Np004G200300	XP_018480699.1
OG0009648	Np005G271410	XP_018451354.1, XP_018450663.1, XP_018450662.1, XP_018460923.1
OG0009649	Np005G270190	XP_018468062.1, XP_018481884.1, XP_018483577.1
OG0009650	Np005G262970	XP_018447492.1, XP_018471819.1
OG0009651	Np005G262900	XP_018470884.1
OG0009652	Np005G263250	XP_018453639.1
OG0009654	Np003G149820	XP_018476486.1
OG0009655	Np005G263970	XP_018477670.1
OG0009656	Np005G264020	XP_018485105.1, XP_018482436.1
OG0009657	Np005G264230	XP_018465433.1, XP_018450922.1, XP_018483648.1
OG0009658	Np007G377910	XP_018433366.1
OG0009659	Np005G264640	XP_018470042.1, XP_018451547.1
OG0009660	Np005G265600	XP_018447862.1
OG0009661	Np005G265740	XP_018449255.1
OG0009662	Np003G150930	XP_018471324.1
OG0009663	Np005G266040	XP_018472024.1, XP_018463778.1
OG0009664	Np004G214960	XP_018458971.1
OG0009665	Np004G216470	XP_018449417.1
OG0009666	Np004G217300	XP_018492696.1, XP_018438129.1
OG0009667	Np004G217330	XP_018486651.1, XP_018468667.1
OG0009668	Np004G217510	XP_018486593.1
OG0009669	Np004G205090	XP_018465889.1
OG0009670	Np004G205110	XP_018436497.1
OG0009671	Np004G205280	XP_018486101.1
OG0009672	Np004G205420	XP_018469060.1
OG0009673	Np005G284610	XP_018444479.1
OG0009674	Np004G205540	XP_018492851.1
OG0009675	Np004G205550	XP_018489249.1
OG0009676	Np004G205560	XP_018456328.1, XP_018448059.1
OG0009677	Np004G205630	XP_018468993.1, XP_018488687.1
OG0009678	Np005G319370	XP_018465246.1, XP_018468811.1
OG0009679	Np001G043520	XP_018453189.1
OG0009680	Np005G300080	XP_018471105.1
OG0009681	Np005G300290, Np001G068670	XP_018453437.1, XP_018470657.1
OG0009682	Np002G107540	XP_018456702.1, XP_018456704.1
OG0009683	Np002G111610	XP_018453355.1
OG0009684	Np002G111720	XP_018437771.1, XP_018454171.1, XP_018455234.1, XP_018455229.1
OG0009685	Np002G111740	XP_018478284.1, XP_018434350.1
OG0009686	Np002G112740	XP_018441911.1, XP_018441916.1
OG0009687	Np002G113340	XP_018466156.1, XP_018438729.1
OG0009688	Np002G114720	XP_018446497.1, XP_018440574.1
OG0009689	Np002G114710	XP_018434581.1, XP_018452328.1
OG0009690	Np002G115260	XP_018453301.1, XP_018463779.1
OG0009691	Np002G117250	XP_018433136.1
OG0009692	Np002G117270	XP_018440965.1
OG0009693	Np002G118750	XP_018455411.1, XP_018437352.1
OG0009694	Np001G028190	XP_018452017.1, XP_018441777.1
OG0009695	Np001G027840	XP_018483019.1, XP_018436420.1
OG0009696	Np001G027820	XP_018457190.1
OG0009697	Np001G027750, Np006G339550	XP_018484339.1, XP_018440009.1
OG0009698	Np004G241410	XP_018441597.1, XP_018491126.1
OG0009699	Np001G027370	XP_018433705.1
OG0009700	Np001G026970	XP_018439850.1, XP_018481470.1
OG0009701	Np004G242080	XP_018443224.1, XP_018451216.1
OG0009702	Np001G025920	XP_018440699.1
OG0009703	Np001G024930	XP_018481143.1, XP_018433293.1
OG0009704	Np001G024170	XP_018482592.1, XP_018455802.1
OG0009705	Np001G024020	XP_018452850.1
OG0009706	Np001G023960	XP_018456047.1, XP_018477575.1
OG0009707	Np001G023550	XP_018441565.1
OG0009708	Np001G023540	XP_018460865.1, XP_018433533.1
OG0009709	Np001G023130	XP_018466024.1, XP_018442062.1, XP_018481518.1
OG0009710	Np001G022550	XP_018481029.1
OG0009711	Np001G022340	XP_018457685.1
OG0009712	Np001G022040	XP_018482154.1
OG0009713	Np001G022030	XP_018465058.1, XP_018435678.1
OG0009715	Np001G020520	XP_018454714.1, XP_018437931.1
OG0009716	Np001G019380	XP_018481496.1
OG0009717	Np001G019340	XP_018453118.1, XP_018482948.1, XP_018482949.1
OG0009718	Np001G019300	XP_018463892.1, XP_018481288.1
OG0009719	Np001G018890	XP_018433715.1
OG0009720	Np001G018660	XP_018452825.1
OG0009721	Np001G018640	XP_018481026.1, XP_018438769.1
OG0009722	Np001G018550	XP_018483291.1, XP_018452652.1
OG0009723	Np002G092770	XP_018443090.1, XP_018466581.1, XP_018472221.1
OG0009724	Np002G092840	XP_018445434.1
OG0009725	Np002G094690	XP_018445029.1, XP_018459509.1
OG0009726	Np002G096220	XP_018458720.1
OG0009727	Np002G096810	XP_018446050.1, XP_018489208.1
OG0009728	Np002G097890	XP_018453081.1, XP_018453477.1
OG0009729	Np002G098550	XP_018470699.1, XP_018462715.1, XP_018446066.1
OG0009730	Np002G098640	XP_018446415.1
OG0009731	Np002G099800	XP_018462912.1, XP_018457700.1
OG0009732	Np002G091660	XP_018446658.1, XP_018446655.1
OG0009733	Np002G086890	XP_018444356.1
OG0009734	Np002G124730	XP_018453180.1
OG0009735	Np002G124660	XP_018452343.1
OG0009736	Np002G124340	XP_018452968.1
OG0009737	Np002G124210	XP_018453312.1, XP_018452046.1
OG0009738	Np002G123700	XP_018455169.1
OG0009739	Np002G123380	XP_018455675.1
OG0009740	Np002G122920	XP_018457822.1
OG0009741	Np002G121540	XP_018452853.1
OG0009742	Np002G121250	XP_018469640.1
OG0009743	Np004G245270	XP_018447274.1
OG0009744	Np002G119740	XP_018452410.1
OG0009745	Np006G370580	XP_018463024.1, XP_018434495.1
OG0009746	Np005G280000	XP_018470638.1, XP_018484323.1, XP_018484459.1
OG0009747	Np005G279870	XP_018447075.1, XP_018477258.1
OG0009748	Np006G330510	XP_018482009.1
OG0009749	Np006G330530	XP_018483310.1
OG0009750	Np006G330920	XP_018476048.1
OG0009751	Np006G330940	XP_018476046.1
OG0009752	Np006G330960	XP_018476959.1, XP_018439763.1
OG0009753	Np006G330980	XP_018473999.1, XP_018472864.1
OG0009754	Np006G331080	XP_018484458.1, XP_018484429.1, XP_018437898.1
OG0009755	Np006G331090	XP_018484456.1, XP_018484427.1
OG0009756	Np007G413600, Np007G413580	XP_018490492.1
OG0009757	Np007G413130, Np007G400550	XP_018432648.1
OG0009758	Np007G412220	XP_018487193.1
OG0009759	Np007G411550	XP_018488905.1, XP_018488904.1, XP_018489644.1, XP_018489645.1
OG0009760	Np005G283580, Np003G133690, Np007G410930	XP_018486926.1, XP_018462506.1
OG0009761	Np007G410860	XP_018489770.1, XP_018488522.1
OG0009762	Np007G410520	XP_018492650.1, XP_018493501.1
OG0009763	Np007G409700	XP_018489940.1, XP_018489791.1
OG0009764	Np007G409120	XP_018485911.1, XP_018490423.1
OG0009765	Np003G174960	XP_018480521.1, XP_018466317.1
OG0009767	Np003G173630	XP_018457154.1, XP_018459730.1
OG0009768	Np003G173620	XP_018459723.1, XP_018457155.1
OG0009769	Np003G173080	XP_018459261.1, XP_018459262.1, XP_018473008.1
OG0009770	Np003G172980	XP_018459264.1, XP_018473580.1
OG0009771	Np003G171030	XP_018474806.1
OG0009772	Np003G184360	XP_018472736.1
OG0009773	Np003G184370	XP_018472729.1
OG0009774	Np003G184540	XP_018452707.1, XP_018469328.1
OG0009775	Np003G184590	XP_018452737.1, XP_018451971.1
OG0009776	Np003G140660	XP_018472545.1
OG0009777	Np003G167520	XP_018454973.1, XP_018469097.1
OG0009778	Np003G166940	XP_018476614.1
OG0009779	Np003G166450	XP_018452794.1
OG0009780	Np003G166100	XP_018471311.1
OG0009782	Np003G165690	XP_018457492.1
OG0009783	Np003G164960	XP_018454573.1, XP_018454646.1
OG0009784	Np003G164640, Np003G164880	XP_018455774.1, XP_018452123.1
OG0009785	Np003G164660	XP_018466994.1
OG0009786	Np003G164130	XP_018456613.1
OG0009787	Np003G164230	XP_018452843.1, XP_018476587.1
OG0009789	Np003G164100	XP_018456554.1, XP_018444849.1
OG0009790	Np003G163710	XP_018457459.1, XP_018468972.1
OG0009791	Np003G162120, Np003G162130	XP_018474795.1
OG0009792	Np003G161770	XP_018471724.1, XP_018471731.1
OG0009793	Np003G161670	XP_018453540.1
OG0009794	Np003G161420	XP_018472963.1
OG0009795	Np003G162500	XP_018471058.1, XP_018483734.1
OG0009796	Np003G163230	XP_018452848.1, XP_018451539.1
OG0009797	Np001G042090	XP_018452777.1
OG0009798	Np003G160630	XP_018456101.1
OG0009799	Np003G160470	XP_018468937.1, XP_018457192.1
OG0009800	Np003G159390	XP_018476162.1
OG0009801	Np003G159280	XP_018472573.1, XP_018472286.1
OG0009802	Np003G158740	XP_018476346.1
OG0009803	Np003G158090	XP_018476760.1
OG0009804	Np003G157600	XP_018468096.1, XP_018457897.1
OG0009805	Np003G157390	XP_018454629.1, XP_018454426.1, XP_018474208.1
OG0009806	Np003G157170	XP_018473226.1, XP_018452826.1
OG0009807	Np003G156960	XP_018473565.1, XP_018453193.1
OG0009808	Np003G156670	XP_018471840.1
OG0009809	Np003G155840	XP_018454937.1, XP_018458364.1, XP_018462723.1
OG0009810	Np003G155440	XP_018456654.1, XP_018472016.1
OG0009811	Np003G155350	XP_018454469.1
OG0009812	Np003G155320	XP_018474220.1
OG0009813	Np003G155030	XP_018457966.1
OG0009814	Np003G154940	XP_018457784.1
OG0009815	Np003G154910	XP_018456374.1
OG0009816	Np001G064180	XP_018432854.1
OG0009817	Np004G202240	XP_018439389.1
OG0009820	Np003G139130	XP_018473111.1, XP_018472252.1
OG0009821	Np003G139110	XP_018445632.1, XP_018474311.1
OG0009822	Np003G139090	XP_018474866.1, XP_018446645.1
OG0009823	Np003G139080	XP_018446649.1
OG0009824	Np003G138980	XP_018446891.1
OG0009825	Np003G138850	XP_018473272.1, XP_018475875.1, XP_018455779.1, XP_018446332.1
OG0009826	Np003G138740, Np003G138800	XP_018444030.1
OG0009827	Np003G138590	XP_018476285.1, XP_018442468.1
OG0009828	Np003G138200	XP_018471188.1, XP_018446005.1, XP_018446004.1
OG0009829	Np003G138130	XP_018491937.1
OG0009830	Np003G137520	XP_018445719.1
OG0009831	Np003G137350	XP_018474470.1, XP_018446975.1
OG0009832	Np003G137250	XP_018444599.1, XP_018469173.1
OG0009834	Np003G136720	XP_018446626.1
OG0009835	Np003G136470	XP_018472488.1
OG0009836	Np003G135710	XP_018475995.1, XP_018442520.1
OG0009837	Np001G004610	XP_018486712.1, XP_018485579.1
OG0009838	Np003G135410	XP_018476201.1, XP_018445459.1
OG0009839	Np003G134850	XP_018446307.1
OG0009840	Np003G134730	XP_018474526.1
OG0009841	Np003G134200	XP_018459317.1, XP_018459205.1, XP_018473255.1
OG0009842	Np003G134100	XP_018468184.1, XP_018468179.1
OG0009843	Np003G133680	XP_018468344.1
OG0009844	Np003G133410	XP_018475004.1, XP_018445206.1
OG0009845	Np001G047500	XP_018439616.1, XP_018485548.1
OG0009846	Np005G294590	XP_018450313.1, XP_018467040.1, XP_018467679.1
OG0009847	Np005G293440	XP_018481196.1, XP_018453264.1
OG0009848	Np005G291920	XP_018462848.1, XP_018481873.1
OG0009849	Np005G291880	XP_018454130.1, XP_018453897.1, XP_018462846.1
OG0009850	Np005G282120	XP_018469734.1, XP_018469830.1
OG0009851	Np005G291110	XP_018464706.1, XP_018449658.1
OG0009852	Np005G290590	XP_018449477.1, XP_018469978.1, XP_018472148.1
OG0009853	Np005G290180	XP_018449051.1, XP_018449246.1
OG0009854	Np005G289950	XP_018451824.1
OG0009855	Np005G288960, Np005G289020	XP_018451684.1
OG0009856	Np005G287420	XP_018449796.1, XP_018447573.1
OG0009857	Np005G287540	XP_018484403.1, XP_018469998.1
OG0009858	Np005G286540, Np005G286480, Np005G286560	XP_018469535.1
OG0009859	Np005G286280, Np004G202740	XP_018484110.1
OG0009860	Np005G284400	XP_018477205.1
OG0009861	Np005G284380, Np005G284330	XP_018472364.1
OG0009862	Np005G283740	XP_018484785.1
OG0009863	Np005G283560	XP_018451937.1, XP_018448953.1, XP_018448950.1, XP_018468540.1
OG0009865	Np005G282820	XP_018472374.1, XP_018471525.1, XP_018464771.1
OG0009866	Np004G205690	XP_018489270.1, XP_018483348.1
OG0009867	Np004G206920	XP_018490544.1, XP_018459719.1
OG0009868	Np004G208480, Np004G208490	XP_018434789.1
OG0009869	Np004G208660	XP_018443470.1
OG0009870	Np004G208670	XP_018451277.1
OG0009871	Np004G208740	XP_018457892.1
OG0009872	Np004G204580	XP_018434273.1, XP_018467516.1, XP_018446481.1, XP_018488967.1
OG0009873	Np004G203160	XP_018485890.1, XP_018492119.1
OG0009874	Np004G200660	XP_018440245.1
OG0009876	Np004G200980	XP_018451307.1
OG0009877	Np004G210970	XP_018459365.1
OG0009878	Np004G211540	XP_018451803.1
OG0009879	Np004G212350	XP_018447699.1
OG0009880	Np004G212840	XP_018451056.1, XP_018490168.1
OG0009881	Np004G212860	XP_018451055.1
OG0009882	Np004G213080	XP_018463617.1
OG0009883	Np004G213230	XP_018434046.1
OG0009884	Np004G213240	XP_018434032.1
OG0009885	Np004G213530	XP_018489748.1, XP_018485390.1
OG0009886	Np004G213620	XP_018450789.1, XP_018449225.1, XP_018487890.1, XP_018487898.1
OG0009887	Np004G213640	XP_018435097.1, XP_018450596.1, XP_018450593.1
OG0009888	Np004G213880	XP_018488629.1
OG0009889	Np004G214400	XP_018487079.1, XP_018487066.1
OG0009890	Np004G214710	XP_018489861.1, XP_018458993.1
OG0009891	Np005G266960, Np005G266450	XP_018447515.1
OG0009892	Np005G266490	XP_018471790.1
OG0009893	Np005G267830	XP_018482614.1, XP_018470197.1
OG0009894	Np005G268000	XP_018467840.1, XP_018478050.1
OG0009895	Np005G268370	XP_018465224.1, XP_018447425.1
OG0009897	Np005G268470	XP_018470423.1, XP_018458488.1
OG0009898	Np005G268580	XP_018447383.1, XP_018470866.1
OG0009899	Np005G320300, Np005G268700	XP_018452664.1, XP_018452350.1
OG0009900	Np005G268720	XP_018450123.1, XP_018470839.1
OG0009901	Np006G367490	XP_018477990.1
OG0009902	Np005G269140	XP_018452375.1, XP_018480946.1
OG0009903	Np006G367740	XP_018441741.1
OG0009904	Np005G269440	XP_018469221.1, XP_018469380.1
OG0009905	Np005G269520	XP_018483407.1, XP_018451793.1
OG0009906	Np005G269740	XP_018470277.1, XP_018470282.1
OG0009907	Np005G269830	XP_018469671.1
OG0009908	Np005G262720	XP_018449469.1, XP_018449470.1
OG0009909	Np005G262610	XP_018468167.1
OG0009910	Np005G262550	XP_018447144.1
OG0009912	Np005G261910	XP_018465842.1, XP_018449295.1
OG0009913	Np005G261840	XP_018451108.1
OG0009914	Np005G261570	XP_018453337.1, XP_018447506.1
OG0009915	Np005G261080	XP_018483774.1, XP_018451265.1
OG0009916	Np005G260910	XP_018449394.1, XP_018450575.1, XP_018483853.1
OG0009917	Np005G259960	XP_018470636.1
OG0009918	Np005G310610, Np005G310780	XP_018445488.1, XP_018443692.1
OG0009919	Np005G309480	XP_018451789.1
OG0009920	Np005G313510	XP_018484038.1
OG0009921	Np005G315410	XP_018458375.1
OG0009922	Np005G315530	XP_018483413.1, XP_018483406.1
OG0009923	Np005G315850	XP_018458377.1, XP_018482726.1
OG0009925	Np006G340210	XP_018439477.1
OG0009926	Np002G118240	XP_018437068.1, XP_018464023.1, XP_018454960.1
OG0009927	Np001G067210	XP_018492411.1, XP_018492400.1
OG0009928	Np006G340380	XP_018439772.1
OG0009929	Np006G340450	XP_018483542.1
OG0009930	Np006G340620	XP_018477998.1
OG0009931	Np006G340680	XP_018478947.1, XP_018477741.1
OG0009932	Np006G340720	XP_018438039.1, XP_018463999.1
OG0009933	Np003G177510	XP_018459683.1, XP_018458877.1
OG0009934	Np003G177400	XP_018452164.1, XP_018459454.1
OG0009935	Np003G177030	XP_018473245.1, XP_018473232.1, XP_018473276.1, XP_018473306.1
OG0009936	Np005G309880, Np005G309860	XP_018433385.1, XP_018433330.1
OG0009938	Np006G343800	XP_018485115.1, XP_018433030.1
OG0009939	Np006G344000	XP_018466686.1, XP_018474919.1, XP_018485025.1
OG0009940	Np006G344040	XP_018441315.1
OG0009941	Np001G042340	XP_018456604.1, XP_018457896.1
OG0009942	Np001G042490	XP_018458086.1
OG0009943	Np001G042980, Np001G043010	XP_018448159.1, XP_018447735.1
OG0009944	Np003G177870	XP_018449910.1
OG0009945	Np006G340530, Np003G177950	XP_018468183.1, XP_018470879.1, XP_018454465.1
OG0009946	Np003G178010	XP_018468813.1
OG0009947	Np003G178680	XP_018487579.1, XP_018475405.1
OG0009948	Np003G178740	XP_018475139.1
OG0009949	Np003G181430	XP_018471867.1, XP_018457083.1
OG0009950	Np003G181520, Np003G181530	XP_018452170.1
OG0009951	Np003G182630	XP_018460768.1, XP_018453805.1
OG0009952	Np003G183200	XP_018472686.1
OG0009953	Np003G183280	XP_018453137.1, XP_018476671.1
OG0009954	Np003G183570	XP_018454627.1
OG0009955	Np003G183600	XP_018475502.1, XP_018475501.1
OG0009956	Np003G183640	XP_018457267.1
OG0009957	Np003G184600	XP_018454568.1
OG0009958	Np001G039730	XP_018438325.1, XP_018482226.1
OG0009959	Np001G038210	XP_018484183.1
OG0009960	Np001G037740	XP_018477984.1
OG0009961	Np001G037350	XP_018457923.1, XP_018457925.1, XP_018454742.1
OG0009962	Np001G037330	XP_018457786.1, XP_018441543.1
OG0009963	Np001G036100	XP_018483693.1, XP_018460119.1, XP_018483694.1
OG0009965	Np001G034980	XP_018464470.1, XP_018483137.1
OG0009967	Np001G033510	XP_018463323.1, XP_018433418.1
OG0009968	Np006G320620	XP_018440848.1, XP_018440839.1
OG0009969	Np001G032110	XP_018461758.1, XP_018484017.1
OG0009970	Np001G032140	XP_018434457.1, XP_018439537.1
OG0009971	Np001G031550	XP_018482272.1, XP_018439045.1
OG0009972	Np005G307420	XP_018478651.1
OG0009973	Np007G384460	XP_018432764.1
OG0009974	Np005G268770	XP_018451261.1
OG0009975	Np005G308660	XP_018440689.1, XP_018436592.1
OG0009976	Np001G057310	XP_018432923.1, XP_018480119.1
OG0009977	Np005G309330	XP_018481038.1, XP_018449995.1
OG0009978	Np005G307060	XP_018450488.1, XP_018451372.1
OG0009979	Np005G305960	XP_018447310.1, XP_018477228.1
OG0009980	Np005G304840	XP_018475723.1, XP_018475732.1
OG0009981	Np005G304230	XP_018444558.1, XP_018444511.1
OG0009982	Np007G381530	XP_018486157.1
OG0009983	Np005G316220	XP_018477717.1, XP_018477720.1
OG0009984	Np005G316310	XP_018446242.1
OG0009985	Np005G316380, Np005G316350	XP_018485010.1
OG0009986	Np005G316780	XP_018483744.1
OG0009987	Np005G316800	XP_018455718.1, XP_018482644.1
OG0009988	Np006G334610	XP_018481706.1
OG0009989	Np005G319310	XP_018446958.1, XP_018483582.1
OG0009990	Np005G319830	XP_018443183.1
OG0009991	Np005G320170	XP_018484444.1
OG0009992	Np003G177500	XP_018458879.1, XP_018466648.1
OG0009993	Np006G320570	XP_018434538.1, XP_018434503.1
OG0009994	Np006G321030	XP_018476080.1, XP_018465657.1
OG0009995	Np006G321430	XP_018483575.1, XP_018434165.1
OG0009996	Np006G321460	XP_018440985.1
OG0009997	Np006G322370	XP_018481332.1, XP_018439286.1
OG0009998	Np006G322420	XP_018484925.1, XP_018440366.1
OG0009999	Np006G322570	XP_018434974.1, XP_018478213.1
OG0010000	Np006G323080	XP_018434750.1, XP_018434757.1
OG0010001	Np006G323110	XP_018441387.1, XP_018441386.1
OG0010002	Np006G323660	XP_018439970.1
OG0010003	Np006G324210	XP_018478861.1, XP_018434154.1
OG0010004	Np006G324450	XP_018463786.1, XP_018481830.1
OG0010005	Np006G324600	XP_018440033.1
OG0010006	Np006G324620	XP_018441655.1, XP_018476827.1
OG0010007	Np006G325000	XP_018456437.1, XP_018482275.1
OG0010008	Np006G325030	XP_018435084.1, XP_018465539.1
OG0010009	Np007G371560	XP_018441172.1
OG0010010	Np006G326210	XP_018439884.1
OG0010011	Np006G326470	XP_018483228.1, XP_018440517.1
OG0010012	Np006G326480	XP_018483227.1
OG0010013	Np006G326600	XP_018472536.1
OG0010015	Np006G327480	XP_018434229.1
OG0010016	Np006G327530	XP_018436774.1, XP_018478449.1
OG0010017	Np006G327550	XP_018437447.1, XP_018480899.1
OG0010018	Np006G327580	XP_018439966.1, XP_018475589.1, XP_018466483.1
OG0010019	Np006G329030	XP_018433906.1
OG0010020	Np006G328960	XP_018480606.1, XP_018480628.1, XP_018480672.1
OG0010021	Np001G062440	XP_018442326.1, XP_018491618.1
OG0010022	Np006G329590	XP_018440706.1, XP_018482942.1
OG0010023	Np006G329770	XP_018433309.1
OG0010024	Np006G330010	XP_018439304.1, XP_018476716.1
OG0010025	Np006G330090	XP_018480883.1, XP_018480884.1
OG0010026	Np003G126240	XP_018472604.1
OG0010027	Np003G126250	XP_018474926.1
OG0010028	Np003G126590	XP_018473028.1
OG0010029	Np003G126810	XP_018444132.1
OG0010030	Np003G126900	XP_018445006.1
OG0010031	Np003G127070	XP_018476070.1, XP_018470055.1
OG0010032	Np003G127430	XP_018442406.1, XP_018442321.1, XP_018447826.1
OG0010033	Np003G127520	XP_018453959.1, XP_018463486.1, XP_018442461.1
OG0010034	Np003G127590	XP_018474660.1
OG0010035	Np003G127630	XP_018442562.1, XP_018443141.1, XP_018472185.1
OG0010036	Np003G127930	XP_018468322.1, XP_018446037.1
OG0010037	Np003G127940	XP_018446036.1, XP_018466945.1
OG0010038	Np003G128360	XP_018456357.1, XP_018474622.1
OG0010039	Np003G128430	XP_018445902.1, XP_018472100.1
OG0010040	Np003G147320	XP_018476651.1
OG0010041	Np003G147620	XP_018450675.1, XP_018465959.1, XP_018443191.1
OG0010042	Np003G147590	XP_018444667.1, XP_018469314.1
OG0010043	Np003G148330	XP_018475482.1, XP_018475485.1
OG0010044	Np003G148340	XP_018475748.1, XP_018475749.1
OG0010046	Np003G148440	XP_018471736.1, XP_018444982.1
OG0010047	Np003G148730	XP_018474897.1, XP_018470505.1
OG0010048	Np003G148760	XP_018468089.1, XP_018445734.1
OG0010049	Np003G142990	XP_018476919.1, XP_018446935.1
OG0010050	Np003G149010	XP_018446969.1, XP_018472164.1
OG0010051	Np003G149170	XP_018474363.1, XP_018461950.1
OG0010052	Np003G149480	XP_018446289.1
OG0010053	Np003G149510	XP_018443816.1
OG0010054	Np005G318570	XP_018478143.1
OG0010055	Np003G150680	XP_018462069.1
OG0010056	Np003G151400	XP_018443175.1
OG0010057	Np003G151670	XP_018444047.1
OG0010058	Np003G151810	XP_018473088.1, XP_018444144.1
OG0010059	Np003G152210	XP_018473510.1
OG0010060	Np003G152790	XP_018455032.1
OG0010061	Np004G210760	XP_018451365.1, XP_018447225.1
OG0010062	Np002G093430, Np003G153870	XP_018453520.1
OG0010063	Np001G006220	XP_018456791.1, XP_018491957.1
OG0010064	Np001G048810	XP_018486649.1
OG0010065	Np001G006090	XP_018490841.1, XP_018458209.1
OG0010066	Np001G006050	XP_018486385.1, XP_018452840.1
OG0010067	Np003G159300	XP_018472574.1
OG0010068	Np001G005170	XP_018492756.1
OG0010069	Np001G004840	XP_018489867.1
OG0010070	Np001G004690	XP_018457332.1
OG0010071	Np001G004560	XP_018452134.1
OG0010072	Np001G003780, Np001G060040	XP_018432774.1
OG0010073	Np001G003580	XP_018493354.1
OG0010074	Np001G003560	XP_018490252.1, XP_018438564.1, XP_018438565.1
OG0010075	Np001G002800	XP_018492913.1
OG0010076	Np001G002770	XP_018486078.1
OG0010077	Np001G001830	XP_018457748.1, XP_018434325.1
OG0010078	Np001G001600	XP_018441511.1
OG0010079	Np001G001540	XP_018454825.1, XP_018440048.1
OG0010080	Np001G001520	XP_018440045.1, XP_018456928.1
OG0010081	Np001G001510	XP_018434422.1
OG0010082	Np001G001150	XP_018433626.1
OG0010083	Np001G000700	XP_018457964.1, XP_018436249.1
OG0010084	Np001G000490	XP_018440283.1, XP_018454986.1, XP_018433603.1
OG0010085	Np001G053160	XP_018433830.1, XP_018458444.1
OG0010088	Np003G189130	XP_018456216.1
OG0010089	Np003G189160	XP_018457498.1, XP_018457502.1
OG0010090	Np004G237560	XP_018467719.1
OG0010091	Np003G188800, Np007G383170	XP_018453027.1, XP_018462388.1
OG0010092	Np003G187930	XP_018452544.1
OG0010093	Np003G187430	XP_018474436.1, XP_018474437.1
OG0010094	Np003G187000	XP_018465869.1
OG0010095	Np003G186940	XP_018455985.1, XP_018455982.1
OG0010096	Np003G186780	XP_018466566.1
OG0010097	Np003G186450	XP_018471086.1
OG0010098	Np003G186210	XP_018457337.1, XP_018456906.1
OG0010099	Np003G185610	XP_018453231.1
OG0010100	Np003G185530	XP_018472813.1, XP_018476118.1
OG0010101	Np003G185450	XP_018455106.1
OG0010102	Np003G185420	XP_018457400.1, XP_018465805.1
OG0010103	Np003G185380	XP_018473367.1, XP_018452805.1
OG0010104	Np003G185070	XP_018455760.1, XP_018473520.1
OG0010105	Np007G377670	XP_018455115.1, XP_018467064.1, XP_018479551.1
OG0010106	Np009G431710, Np006G345630	XP_018437266.1, XP_018480995.1
OG0010107	Np006G349800, Np008G428030	XP_018438570.1, XP_018484564.1
OG0010108	Np006G356690	XP_018476694.1, XP_018440324.1
OG0010109	Np006G357000	XP_018440716.1
OG0010110	Np006G355860	XP_018473080.1, XP_018473068.1
OG0010111	Np006G355570	XP_018483214.1, XP_018476739.1
OG0010112	Np006G354780, Np006G348130	XP_018481763.1
OG0010113	Np006G354490, Np006G348560	XP_018472758.1, XP_018477468.1
OG0010114	Np006G347030, Np001G049700, Np006G353750	XP_018483164.1
OG0010115	Np006G353070, Np006G347730	XP_018436294.1, XP_018465115.1
OG0010116	Np006G352010	XP_018484445.1, XP_018434690.1
