Orthogroup	Noccaea_praecox	Odontarrhena_muralis
OG0010833	Np003G136340	Om004G165970
OG0010834	Np003G136330	Om004G165980
OG0010835	Np003G135970	Om004G166420
OG0010836	Np003G135830	Om004G166650
OG0010837	Np001G004820	Om006G233280
OG0010838	Np003G134800	Om004G167490
OG0010839	Np003G177820	Om008G318590
OG0010840	Np003G133330	Om004G168930
OG0010841	Np005G295910	Om001G000080
OG0010842	Np005G293620	Om001G000710, Om001G000450, Om001G000500
OG0010844	Np005G291730	Om001G002210
OG0010845	Np005G291490	Om001G002500
OG0010846	Np005G291390	Om001G002580
OG0010847	Np005G291220	Om001G002660
OG0010848	Np005G290620	Om001G003100, Om001G003050
OG0010849	Np005G290350	Om001G003500
OG0010850	Np005G290090	Om001G003890, Om008G329030
OG0010852	Np005G289230	Om001G004790
OG0010853	Np005G288100	Om001G006240
OG0010854	Np005G287060	Om001G006360
OG0010855	Np005G287670	Om001G007040
OG0010856	Np005G286660	Om001G007440
OG0010857	Np005G286860	Om001G007490
OG0010858	Np005G286700	Om001G007830
OG0010859	Np005G276730	Om001G022200
OG0010860	Np005G283470	Om001G010760
OG0010861	Np005G282830	Om001G011580
OG0010862	Np004G206280	Om001G012160
OG0010863	Np004G206450	Om001G012360
OG0010864	Np004G206780	Om001G012420
OG0010865	Np004G206850	Om001G012480
OG0010866	Np004G204040	Om001G013540
OG0010868	Np003G157680	Om001G014940
OG0010869	Np004G202570	Om001G015360
OG0010871	Np004G203190	Om001G016000
OG0010872	Np001G037810, Np007G393990, Np001G013050, Np004G200910	Om007G287310
OG0010873	Np004G210880	Om007G288340
OG0010874	Np004G211090, Np002G096390	Om007G288560
OG0010875	Np004G211430	Om007G288850
OG0010876	Np004G211440	Om007G288860
OG0010877	Np004G211520	Om007G288910
OG0010878	Np004G211790	Om007G289240
OG0010879	Np004G213430	Om007G290720
OG0010880	Np004G213890	Om007G291050
OG0010881	Np004G214110	Om007G291270
OG0010882	Np004G214410	Om007G291420
OG0010883	Np004G201200	Om007G291670
OG0010884	Np005G267080	Om001G034990
OG0010885	Np005G267660	Om001G035670, Om001G035690
OG0010886	Np005G267980	Om001G036080
OG0010887	Np007G374690	Om002G085560, Om001G023780
OG0010888	Np005G268340	Om001G036600
OG0010889	Np005G268400	Om001G036670
OG0010890	Np005G269340	Om001G038190
OG0010891	Np005G269460	Om001G038280
OG0010892	Np005G262700	Om001G039030
OG0010893	Np006G369030, Np005G262220	Om001G039590
OG0010894	Np005G262010	Om001G039770
OG0010896	Np005G261090	Om001G040870
OG0010897	Np005G260500	Om001G041420
OG0010898	Np005G260430	Om001G041490
OG0010899	Np006G371310	Om001G041520, Om004G156610
OG0010900	Np006G371330	Om004G156630
OG0010901	Np005G260090	Om001G041830
OG0010902	Np005G260150	Om001G041760
OG0010903	Np005G260250	Om001G041690
OG0010904	Np005G260260	Om001G041680
OG0010905	Np005G259990	Om001G041930
OG0010906	Np005G310770	Om007G313530
OG0010907	Np005G310930	Om001G039380
OG0010909	Np007G383540	Om002G071030
OG0010910	Np005G312510	Om007G314360
OG0010911	Np005G313870	Om007G314970
OG0010912	Np005G314090	Om007G315010
OG0010913	Np005G314410	Om007G315190
OG0010914	Np005G314660	Om003G102170, Om007G315280
OG0010915	Np005G315830	Om007G315700
OG0010916	Np006G341020	Om008G339320
OG0010917	Np006G340970	Om008G339240
OG0010918	Np006G340710	Om008G338950
OG0010919	Np004G205530	Om007G276610
OG0010920	Np003G177260	Om007G296420
OG0010921	Np003G177070	Om008G343290, Om002G073970
OG0010922	Np003G175780	Om008G344690
OG0010923	Np003G175350, Np003G184610	Om005G228760
OG0010924	Np003G175470	Om008G344890
OG0010925	Np006G342580	Om008G340310
OG0010926	Np006G342780	Om008G336840
OG0010927	Np006G343290	Om008G340680
OG0010928	Np006G343350	Om005G190040
OG0010929	Np001G041540	Om008G341260
OG0010930	Np001G042280	Om008G342010
OG0010931	Np001G042360	Om002G086910
OG0010932	Np001G042370	Om008G342240
OG0010933	Np003G171250	Om008G342340
OG0010934	Np001G042640	Om008G342650
OG0010935	Np003G178040	Om008G347050
OG0010936	Np003G178860	Om008G349980
OG0010937	Np003G180310	Om008G351270
OG0010938	Np003G181610	Om008G352370
OG0010939	Np003G183290	Om008G353870
OG0010940	Np003G183800	Om008G354420
OG0010942	Np003G183960	Om008G354620
OG0010944	Np001G039610	Om008G356200
OG0010945	Np002G089940	Om005G211500
OG0010946	Np001G037110	Om008G358460
OG0010947	Np001G036860	Om008G358710
OG0010948	Np001G036710	Om007G308920, Om003G110290, Om008G358830
OG0010949	Np001G035310	Om008G360050, Om003G110680
OG0010950	Np001G034470	Om008G361190
OG0010951	Np006G364970, Np001G033210	Om008G361990
OG0010952	Np001G032660	Om007G302410, Om007G302840, Om005G212690
OG0010953	Np001G031070	Om008G362480
OG0010954	Np007G388600	Om002G076080
OG0010955	Np007G388570	Om002G075980, Om005G196560
OG0010956	Np005G310600	Om003G105460
OG0010957	Np007G388440	Om002G075880
OG0010958	Np005G307430	Om003G105200
OG0010959	Np005G307510	Om003G105070
OG0010960	Np005G308880	Om003G104090
OG0010961	Np005G306800	Om003G103690
OG0010962	Np005G306700	Om004G169700
OG0010963	Np005G306620	Om004G156830, Om007G301120
OG0010964	Np005G306390	Om003G103570
OG0010965	Np007G385780	Om006G254580
OG0010966	Np005G304540	Om003G102550
OG0010967	Np005G302880	Om003G101500
OG0010968	Np005G316430	Om007G316360
OG0010969	Np005G316450	Om007G316380
OG0010970	Np005G316570	Om007G316480
OG0010971	Np005G316690	Om007G316530, Om007G316540
OG0010972	Np006G341560	Om007G316550
OG0010973	Np006G341570	Om008G351320, Om007G316580
OG0010974	Np005G317620	Om007G316960
OG0010975	Np005G317740	Om007G317040
OG0010976	Np005G317940	Om007G317140
OG0010977	Np005G318070	Om007G317290
OG0010978	Np005G319980	Om008G362900
OG0010979	Np005G320240	Om006G234790
OG0010980	Np006G320750	Om008G318880
OG0010981	Np006G320810	Om008G318950
OG0010982	Np006G320830	Om008G318970
OG0010983	Np006G321240	Om008G319400
OG0010984	Np006G321400	Om008G319520
OG0010985	Np005G306190	Om008G319630
OG0010986	Np006G321760	Om008G319860
OG0010987	Np006G322430	Om008G320390, Om009G363490, Om007G306320
OG0010988	Np006G323200	Om008G321190
OG0010989	Np006G323870	Om008G321720
OG0010990	Np006G324010	Om008G321820
OG0010991	Np006G324020	Om008G321830
OG0010992	Np006G324590	Om008G322310
OG0010993	Np006G324870	Om008G322690
OG0010994	Np006G325420	Om008G323160
OG0010995	Np006G325430	Om008G323170
OG0010996	Np006G325550	Om008G323280
OG0010997	Np006G325730	Om008G323440
OG0010998	Np001G064690	Om003G123700
OG0010999	Np002G089080, Np002G089160	Om005G210880
OG0011000	Np006G327820	Om008G326010
OG0011001	Np006G327930	Om008G326130
OG0011002	Np006G328240	Om008G326340
OG0011003	Np006G328750	Om008G326840
OG0011004	Np006G329580	Om008G327530
OG0011005	Np006G329680	Om008G327410
OG0011006	Np006G329810	Om008G327310
OG0011007	Np006G329820	Om008G327300
OG0011008	Np006G329970	Om008G327830
OG0011009	Np006G330000	Om008G327860
OG0011010	Np003G125150	Om004G177080
OG0011011	Np003G125200	Om004G177030
OG0011013	Np003G125260	Om004G176950
OG0011014	Np003G125270	Om004G176930
OG0011015	Np003G125310	Om004G176900
OG0011016	Np003G185200	Om007G302700
OG0011017	Np003G126410	Om004G175920
OG0011018	Np003G126750	Om004G175600
OG0011019	Np003G126840	Om004G175500
OG0011020	Np003G126880	Om004G175450
OG0011021	Np003G127050	Om003G106460, Om004G175130
OG0011022	Np003G127510	Om004G174500
OG0011023	Np004G199540	Om004G174370
OG0011024	Np003G128450	Om004G173560, Om004G173550
OG0011025	Np003G128500	Om004G173480
OG0011026	Np001G013830	Om006G240850
OG0011028	Np001G000090	Om006G229000
OG0011029	Np003G148860	Om006G242320
OG0011030	Np003G149040	Om006G242490
OG0011031	Np003G149270	Om006G242720
OG0011032	Np003G149530	Om005G219320, Om006G242980
OG0011033	Np003G149890	Om006G243270
OG0011034	Np003G149950, Np008G427060, Np008G427050	Om006G243320
OG0011035	Np003G150570	Om006G243930
OG0011036	Np003G150610	Om006G255090, Om006G243940
OG0011038	Np003G151630	Om006G244750
OG0011039	Np003G151760	Om006G244880
OG0011040	Np003G151830	Om006G244940
OG0011042	Np003G153010	Om006G246130
OG0011044	Np001G005650	Om006G234000, Om005G206250
OG0011045	Np001G005280	Om006G233700
OG0011046	Np001G004860	Om006G233360
OG0011047	Np001G004850	Om006G233370
OG0011048	Np001G004790	Om006G233250
OG0011049	Np001G004240	Om006G232790
OG0011050	Np001G052090	Om006G258420
OG0011051	Np002G079880, Np001G001100	Om006G229910
OG0011052	Np001G001090	Om006G229900
OG0011053	Np001G000750	Om006G229610
OG0011054	Np001G000350	Om006G229240
OG0011055	Np001G000200	Om006G229100
OG0011056	Np001G000010	Om006G228940
OG0011057	Np003G189190	Om004G157720
OG0011058	Np003G189200	Om004G157710
OG0011059	Np003G189430	Om004G157480
OG0011060	Np003G189570	Om004G157340
OG0011061	Np003G188250	Om004G158490
OG0011062	Np003G187960	Om004G158690
OG0011063	Np003G187810	Om004G158770
OG0011064	Np003G187800	Om004G158780
OG0011066	Np003G187690	Om004G158870
OG0011067	Np003G187660	Om004G158900
OG0011068	Np003G187440	Om004G159030
OG0011069	Np003G187570	Om004G158970
OG0011070	Np003G187190	Om004G159250
OG0011071	Np003G186920	Om004G159520
OG0011072	Np003G186660	Om004G159890
OG0011073	Np003G186610	Om004G159930
OG0011074	Np003G186480	Om004G160020
OG0011076	Np003G186040	Om004G160380
OG0011077	Np003G185270	Om007G302750
OG0011078	Np001G040690	Om007G277590
OG0011079	Np006G357630	Om007G278710
OG0011080	Np006G348810	Om004G157290
OG0011081	Np006G357350	Om007G278900
OG0011082	Np006G357540	Om007G278780
OG0011083	Np006G357550	Om007G278770
OG0011084	Np006G356090	Om007G279680
OG0011085	Np006G348170, Np006G354750	Om007G280760
OG0011086	Np006G348860, Np006G354130	Om007G281050
OG0011087	Np006G353420, Np006G347280	Om007G281430
OG0011088	Np006G350950, Np006G365980	Om007G282200
OG0011089	Np006G350160, Np008G428170	Om007G282380
OG0011090	Np006G342410	Om007G282550
OG0011091	Np006G360000	Om007G283140
OG0011092	Np006G359570	Om007G283460
OG0011093	Np006G359100	Om007G283740
OG0011094	Np006G359020	Om007G283800
OG0011095	Np006G369710, Np006G370430	Om007G284000
OG0011096	Np006G358010	Om007G284540
OG0011097	Np006G361580	Om007G285220
OG0011098	Np006G361030	Om007G284830
OG0011099	Np006G361720	Om007G285270
OG0011100	Np006G334900	Om007G285280
OG0011101	Np001G017810	Om007G308090
OG0011102	Np006G362320	Om004G149290
OG0011103	Np004G209320	Om004G147390
OG0011104	Np006G363390	Om003G094040
OG0011105	Np005G278610	Om001G019380
OG0011106	Np007G424660	Om002G042800
OG0011107	Np007G424770	Om002G042690
OG0011109	Np006G352370	Om007G281940
OG0011110	Np005G311730	Om002G088660
OG0011111	Np006G330190	Om008G328060
OG0011112	Np006G330230	Om008G328110
OG0011113	Np005G278770	Om001G018880
OG0011114	Np005G278840	Om001G018840
OG0011115	Np005G278850	Om001G018830
OG0011117	Np007G423150	Om002G044010
OG0011118	Np007G423080	Om002G044090
OG0011119	Np007G422820	Om002G044360
OG0011120	Np003G147600	Om006G241280
OG0011121	Np007G421600	Om002G045310
OG0011122	Np007G420550	Om002G046170
OG0011123	Np007G419370	Om002G047050
OG0011124	Np007G419460	Om002G046960
OG0011126	Np007G418820	Om002G047560
OG0011127	Np007G412410, Np007G417990	Om002G048180
OG0011128	Np007G417640	Om002G048460
OG0011129	Np007G417550	Om002G048540
OG0011130	Np007G389080	Om008G334020
OG0011131	Np007G417140	Om002G049010
OG0011132	Np001G017590	Om002G050170
OG0011133	Np007G414700	Om002G050790
OG0011134	Np007G414450	Om002G050960
OG0011135	Np007G413980	Om002G051390
OG0011136	Np007G413960	Om002G051400
OG0011137	Np006G331510	Om008G329610
OG0011138	Np006G332590	Om008G330810
OG0011139	Np006G333210	Om008G331440
OG0011140	Np006G334520	Om008G332790
OG0011141	Np006G334880	Om008G333100, Om008G333160
OG0011142	Np006G339710	Om008G337790
OG0011143	Np006G339460	Om008G337470
OG0011144	Np006G338060	Om008G336290
OG0011145	Np006G337540	Om008G335820
OG0011146	Np006G337210	Om008G335700
OG0011147	Np006G336900	Om008G335230
OG0011148	Np006G336740	Om008G335040
OG0011149	Np006G336440	Om008G334770
OG0011150	Np006G335780	Om008G334080
OG0011151	Np006G335310	Om008G333590
OG0011152	Np006G335320	Om008G333600
OG0011153	Np004G240310	Om005G196830
OG0011156	Np004G239890	Om005G197280
OG0011158	Np004G238950	Om005G198330
OG0011159	Np004G238330	Om005G199010
OG0011160	Np004G238300	Om005G199040
OG0011162	Np004G235900	Om005G201570
OG0011163	Np004G235710	Om005G201770
OG0011164	Np004G235390	Om005G202210
OG0011165	Np004G235140	Om005G202480, Om008G325310
OG0011166	Np004G234090	Om005G203600
OG0011167	Np004G233310	Om005G186470
OG0011168	Np004G231270	Om005G205420, Om005G205460
OG0011169	Np004G229810	Om004G144400
OG0011170	Np004G228730	Om004G144760
OG0011171	Np004G227950	Om004G145000
OG0011172	Np004G226930	Om004G145390
OG0011173	Np004G225860	Om004G146170
OG0011174	Np007G408560	Om002G056620
OG0011176	Np004G209230	Om004G147250
OG0011177	Np004G209410	Om005G228230, Om005G228240
OG0011178	Np004G209490	Om005G211730
OG0011181	Np004G210010	Om004G148350
OG0011183	Np004G259210	Om005G178220
OG0011185	Np004G217280	Om008G355850
OG0011186	Np005G281130	Om007G286060
OG0011187	Np005G280400	Om007G286640
OG0011191	Np006G366340	Om004G153120, Om018G373820
OG0011193	Np006G366770	Om004G154860
OG0011194	Np006G368100	Om004G154370
OG0011195	Np006G369330	Om004G153590
OG0011196	Np006G370330	Om004G155730
OG0011197	Np006G370040	Om004G155900
OG0011198	Np006G371040	Om004G156400
OG0011199	Np004G242380	Om005G194450
OG0011200	Np004G242480	Om005G194360
OG0011201	Np004G242660	Om005G194180
OG0011202	Np004G242940	Om005G193880
OG0011203	Np004G243160	Om005G193680
OG0011204	Np004G244540	Om005G192520
OG0011205	Np004G244640	Om005G192390
OG0011206	Np004G245220	Om005G191990
OG0011207	Np004G246030	Om005G191250, Om005G204040
OG0011208	Np004G246310, Np004G246290	Om005G191030
OG0011209	Np004G246840	Om005G190540
OG0011210	Np004G247720	Om005G189660
OG0011211	Np004G248220	Om005G189110
OG0011213	Np004G248850	Om005G188510
OG0011214	Np004G250150	Om005G187060
OG0011215	Np005G298770, Np002G102140	Om007G276090
OG0011216	Np004G250370	Om005G186890
OG0011217	Np004G250580	Om005G186710
OG0011218	Np004G200240	Om007G286910
OG0011219	Np004G251260	Om002G076730, Om005G186040
OG0011220	Np004G252210	Om005G185010
OG0011222	Np004G252750	Om007G297830, Om005G184380
OG0011223	Np004G253360	Om007G276700, Om005G183850
OG0011224	Np004G253690, Np004G228270	Om005G183480
OG0011226	Np004G253750	Om001G027580, Om007G307260, Om005G183410
OG0011227	Np004G253790	Om005G183360
OG0011228	Np004G254340	Om005G182940
OG0011229	Np004G254450	Om005G182850
OG0011230	Np004G254520	Om005G182770
OG0011231	Np004G255500	Om005G181840
OG0011232	Np004G255690	Om005G181540
OG0011233	Np004G256390	Om005G180970
OG0011234	Np004G256890	Om005G180460
OG0011235	Np004G256800	Om005G180520
OG0011236	Np004G256620	Om005G180800
OG0011237	Np004G257050	Om005G180270
OG0011238	Np004G257120	Om005G180210
OG0011239	Np004G257180	Om005G180090
OG0011240	Np004G257220	Om005G180050
OG0011241	Np004G257490	Om005G219210, Om005G179720
OG0011242	Np004G257680	Om005G179530
OG0011243	Np004G257770	Om005G179420
OG0011244	Np004G257860	Om005G179350
OG0011245	Np004G258640	Om005G178680
OG0011246	Np004G203180	Om003G104380, Om005G177750
OG0011247	Np003G140850	Om007G301930
OG0011248	Np003G141190	Om007G301500
OG0011249	Np003G141060	Om007G301650
OG0011251	Np003G141620	Om007G300960
OG0011252	Np003G142210	Om007G300050
OG0011253	Np003G143450	Om007G298380
OG0011254	Np003G143560	Om007G298250
OG0011255	Np003G143810	Om007G297950
OG0011256	Np003G144720	Om007G297120
OG0011257	Np003G144680	Om007G297160
OG0011258	Np003G145210	Om007G296460
OG0011259	Np002G089610, Np002G089620	Om005G211160, Om005G211120
OG0011260	Np003G145950	Om007G295880
OG0011261	Np003G146300, Np003G146060	Om007G295780
OG0011262	Np003G146430	Om007G295470
OG0011263	Np003G146950	Om007G294960
OG0011264	Np001G014020	Om007G294480
OG0011265	Np001G014300	Om007G294290
OG0011267	Np001G014460, Np006G367430	Om007G294200
OG0011268	Np001G014650, Np001G008890, Np006G343250	Om007G294030
OG0011269	Np001G015270	Om007G293480
OG0011270	Np001G015840	Om007G303290
OG0011271	Np001G016030, Np001G015910	Om007G303440
OG0011272	Np001G016210	Om020G374630, Om007G303520
OG0011275	Np001G016580	Om007G290150
OG0011276	Np001G017640	Om007G309290, Om010G364910
OG0011277	Np003G140330	Om004G161310
OG0011278	Np003G132620	Om004G169670
OG0011279	Np003G131560	Om004G170520
OG0011280	Np003G131150	Om004G171000
OG0011281	Np003G130590	Om004G171390
OG0011282	Np003G130510	Om004G171490
OG0011283	Np003G130470	Om004G171540
OG0011284	Np003G130400	Om004G171640, Om004G137240
OG0011285	Np007G409220, Np003G125580, Np004G236380	Om002G055880
OG0011286	Np003G129030	Om004G172880
OG0011288	Np001G013190	Om006G240370
OG0011289	Np001G013220	Om006G240380
OG0011290	Np001G012850	Om006G240110
OG0011291	Np001G012590	Om006G239950
OG0011292	Np001G012140	Om006G239490
OG0011293	Np001G011990	Om006G239350
OG0011294	Np001G011420	Om006G238840
OG0011295	Np001G011220	Om006G238690
OG0011297	Np001G010950	Om006G238330
OG0011298	Np001G009590	Om006G237040
OG0011299	Np001G008910	Om006G236490
OG0011300	Np001G007010	Om006G235070
OG0011301	Np003G153970	Om006G247240
OG0011302	Np003G154060	Om006G247350
OG0011303	Np003G154600	Om006G247820
OG0011304	Np003G154620	Om006G247840
OG0011305	Np003G154750	Om006G247950
OG0011306	Np001G052830	Om006G257670
OG0011307	Np001G052110	Om006G258400
OG0011308	Np001G052100	Om006G258410
OG0011309	Np004G202630, Np001G052070	Om006G258440, Om006G258560
OG0011310	Np001G051900, Np001G051970	Om006G258640
OG0011311	Np001G051940, Np001G051870	Om006G258660
OG0011312	Np001G050970	Om006G259650
OG0011313	Np001G049900	Om006G260980
OG0011314	Np001G049180	Om006G261810
OG0011315	Np001G049160	Om006G261850, Om004G145800, Om004G145880
OG0011316	Np001G048160	Om006G263090
OG0011317	Np004G242920	Om005G194110
OG0011318	Np001G045880	Om006G267190
OG0011319	Np001G045860	Om006G267210
OG0011321	Np001G044740	Om006G267670
OG0011322	Np001G044140	Om006G269080
OG0011323	Np001G043190	Om006G268300
OG0011324	Np004G190250	Om006G267580
OG0011325	Np005G318330	Om007G317690
OG0011326	Np002G089760	Om005G211330
OG0011327	Np002G089870	Om005G211410
OG0011328	Np002G090510	Om005G211760
OG0011329	Np002G088860	Om005G210630
OG0011330	Np002G088780	Om005G210540
OG0011331	Np002G086750	Om005G209180
OG0011332	Np002G086480	Om005G209000
OG0011333	Np002G083100	Om004G143190
OG0011335	Np002G085190	Om005G207550
OG0011336	Np002G085110	Om005G207460
OG0011337	Np002G084630	Om005G207160
OG0011338	Np002G084300	Om005G206860
OG0011339	Np002G083610	Om005G206210
OG0011340	Np002G083550	Om005G206090
OG0011341	Np002G083430	Om005G205940
OG0011342	Np002G083030	Om004G143130
OG0011343	Np002G073590	Om004G133480
OG0011344	Np002G073670	Om004G133510
OG0011345	Np002G074250	Om004G134100
OG0011346	Np002G075000	Om004G134840
OG0011347	Np004G234140	Om005G203550
OG0011348	Np002G076530	Om004G136240
OG0011350	Np002G077640	Om004G137590
OG0011351	Np005G274600	Om001G025070
OG0011352	Np004G201600	Om007G287750
OG0011353	Np006G361470	Om008G342810
OG0011354	Np002G078110	Om004G137930
OG0011355	Np002G078350	Om004G137690
OG0011356	Np002G078810	Om004G138550
OG0011357	Np002G079220	Om004G139490
OG0011358	Np002G079320	Om004G139590
OG0011359	Np002G080020, Np002G080730	Om006G260540, Om006G260490, Om004G140220
OG0011360	Np002G080680, Np002G080080	Om004G140290
OG0011361	Np002G082030	Om004G142310
OG0011362	Np002G071060	Om004G130640
OG0011363	Np002G071040	Om004G130620
OG0011364	Np002G070840	Om004G130400
OG0011365	Np002G070530	Om004G130010
OG0011366	Np007G408390	Om002G056820
OG0011367	Np007G408290	Om002G056890
OG0011368	Np007G408040	Om002G057120
OG0011369	Np007G407970	Om002G057180
OG0011370	Np007G407930, Np007G419100	Om002G057200
OG0011371	Np007G407480	Om002G057730
OG0011372	Np007G406800	Om002G058100
OG0011373	Np007G406600	Om002G058260
OG0011374	Np007G406280	Om002G058650
OG0011375	Np007G406070	Om002G058760
OG0011376	Np007G405880	Om002G058990
OG0011377	Np007G405490	Om002G059460
OG0011378	Np004G192810	Om003G092690
OG0011379	Np007G404930, Np006G323940	Om003G106550
OG0011380	Np007G404820	Om002G060130
OG0011381	Np004G207910, Np007G404660	Om002G060280
OG0011382	Np007G404440	Om002G060500
OG0011383	Np007G404240	Om002G060580
OG0011384	Np007G404010	Om002G060680
OG0011385	Np007G403670	Om002G060830
OG0011386	Np007G390480	Om002G062110
OG0011387	Np007G390590	Om002G062290
OG0011388	Np007G390690	Om002G062380
OG0011389	Np007G390720	Om002G062410
OG0011390	Np007G392510	Om002G063970
OG0011391	Np007G392950	Om002G064460
OG0011392	Np007G393310	Om002G064660, Om001G018250
OG0011393	Np007G394030	Om002G065170, Om002G065150
OG0011394	Np007G394560	Om002G065590
OG0011395	Np007G394920	Om001G035790, Om002G065820
OG0011396	Np007G395520	Om002G066230
OG0011397	Np007G395870	Om002G066500
OG0011398	Np007G396040	Om002G066650
OG0011399	Np007G396050, Np006G346150, Np006G346160	Om002G066660
OG0011400	Np007G396130	Om002G066690
OG0011402	Np007G398960	Om002G067910
OG0011403	Np007G400180	Om002G068140, Om004G147820
OG0011404	Np011G435970	Om002G068250
OG0011405	Np007G380390	Om002G068590
OG0011406	Np007G381130	Om002G069230
OG0011407	Np007G382150	Om002G069880
OG0011408	Np007G382240, Np007G381800	Om002G069940
OG0011409	Np007G382600, Np002G096640	Om002G070360
OG0011410	Np007G382730	Om006G267960
OG0011411	Np007G383290	Om002G070830
OG0011413	Np007G384050, Np007G384060	Om002G071680
OG0011414	Np007G387700	Om002G072010, Om002G072060, Om002G071980
OG0011415	Np007G385900	Om002G073140
OG0011416	Np007G386770	Om004G131850, Om002G073790
OG0011417	Np007G387270	Om002G074260
OG0011418	Np007G387640	Om002G074770
OG0011419	Np007G387860	Om002G075080
OG0011421	Np007G388800	Om002G077120
OG0011422	Np010G434000	Om002G078970
OG0011423	Np002G108590, Np007G389850	Om003G103480
OG0011424	Np001G043250, Np007G389810	Om002G077810
OG0011425	Np007G389690	Om006G271480
OG0011426	Np007G389460	Om005G206180
OG0011427	Np007G389230	Om002G077480
OG0011428	Np003G178630	Om002G079130
OG0011429	Np007G378130	Om002G081760
OG0011430	Np007G377650	Om002G082150
OG0011431	Np007G377550	Om002G082190
OG0011432	Np007G375700	Om002G084260
OG0011433	Np007G375070, Np001G021480	Om002G084870
OG0011434	Np007G374470	Om002G085760
OG0011435	Np007G374620	Om002G085630
OG0011436	Np007G374010	Om002G086360
OG0011437	Np007G373430	Om002G086970
OG0011438	Np007G373300	Om002G087100
OG0011439	Np007G372840	Om002G087510
OG0011440	Np007G372530	Om002G087800
OG0011441	Np007G372350	Om002G087940
OG0011442	Np007G372030	Om002G088230
OG0011443	Np007G371600	Om002G088630
OG0011444	Np003G144050	Om008G326090
OG0011445	Np004G192050	Om003G091600
OG0011447	Np004G192880, Np004G192980	Om003G092830
OG0011448	Np004G193170	Om003G092960, Om003G093000, Om003G092940
OG0011449	Np004G194960	Om003G095230
OG0011451	Np004G195170	Om003G095440, Om008G329900, Om008G329880
OG0011452	Np007G399340, Np003G143080	Om002G068030
OG0011453	Np004G198150	Om003G098160
OG0011454	Np004G199270	Om003G099370
OG0011455	Np004G200040	Om003G099930
OG0011456	Np005G301010, Np005G301040	Om003G100290
OG0011457	Np005G301240	Om003G100380
OG0011458	Np006G341630	Om008G339710
OG0011459	Np006G341640	Om008G339720
OG0011460	Np006G341800	Om001G004910
OG0011461	Np006G342040	Om008G340140
OG0011462	Np001G054060	Om006G256460
OG0011463	Np001G054150	Om006G256320
OG0011464	Np004G213130	Om007G290380
OG0011465	Np001G055090	Om006G255470
OG0011466	Np001G055110	Om006G255420, Om006G255430
OG0011467	Np010G434870, Np001G055260	Om006G255300
OG0011468	Np001G055890	Om006G255050
OG0011469	Np005G276920	Om001G021920
OG0011470	Np001G056920	Om006G253980, Om006G254000
OG0011471	Np001G057780	Om006G253020
OG0011472	Np001G058300	Om006G252760
OG0011474	Np001G059640	Om006G251470
OG0011475	Np001G059820	Om006G251260
OG0011476	Np001G061360	Om003G119850
OG0011478	Np001G061590	Om003G120140
OG0011479	Np001G062210, Np001G058260	Om003G120660
OG0011480	Np001G062890	Om003G121480
OG0011481	Np001G063010	Om003G121600
OG0011482	Np004G250550, Np004G212970	Om005G186740
OG0011483	Np001G064730	Om003G123750
OG0011484	Np001G057530	Om006G253270
OG0011485	Np001G066210	Om003G125120
OG0011486	Np003G147190, Np001G066480	Om003G125690
OG0011487	Np001G066830	Om003G126010
OG0011488	Np006G323580	Om008G321510
OG0011489	Np001G067570	Om003G126910
OG0011490	Np001G067750	Om003G127100
OG0011491	Np001G067760	Om003G127110
OG0011492	Np001G067870	Om003G127240
OG0011493	Np001G068100	Om003G127470
OG0011494	Np001G068560	Om003G127910
OG0011495	Np001G068680	Om003G128010
OG0011496	Np001G068760, Np001G068790	Om003G128100
OG0011497	Np001G069120	Om003G128340
OG0011498	Np001G069450	Om003G128800
OG0011499	Np001G069580	Om003G128940
OG0011501	Np007G425520, Np004G190000	Om003G129400
OG0011502	Np005G273950, Np005G298440	Om004G152690, Om008G340240
OG0011503	Np001G052810	Om006G257690
OG0011504	Np001G052430	Om004G133280, Om008G338870, Om007G313310
OG0011505	Np001G052520	Om006G258100
OG0011506	Np004G203040	Om001G007130
OG0011507	Np001G053550	Om006G256920
OG0011509	Np001G065620	Om003G124730, Om003G124720, Om003G124710
OG0011510	Np001G067910	Om003G127280
OG0011511	Np001G036420	Om008G359150
OG0011512	Np006G361980	Om007G285380
OG0011513	Np001G059120, Np001G059140	Om005G195210
OG0011514	Np006G343790	Om008G340880
OG0011515	Np001G043560	Om008G333790
OG0011516	Np002G077160	Om004G136790
OG0011518	Np002G081020	Om004G141010
OG0011519	Np005G278130	Om001G020060
OG0011521	Np005G274550	Om001G025140
OG0011525	Np004G251100, Np004G233210	Om005G186170
OG0011526	Np004G247370	Om005G190050, Om005G190060
OG0011527	Np002G119360	Om005G224050
OG0011528	Np004G243390	Om005G193410
OG0011529	Np004G241860	Om005G195070
OG0011531	Np004G238910	Om005G198380
OG0011532	Np004G238630	Om005G198700
OG0011533	Np004G234580	Om005G203010
OG0011534	Np004G233580	Om005G204100
OG0011535	Np004G232670	Om005G204620
OG0011536	Np005G310640	Om005G206190
OG0011537	Np002G089170	Om005G210930
OG0011538	Np002G090610	Om005G211780
OG0011539	Np002G092610	Om005G212810
OG0011541	Np004G236160	Om002G083930, Om008G353040, Om006G236480
OG0011543	Np002G091670	Om007G276620, Om007G276630
OG0011544	Np007G372240	Om002G088040
OG0011545	Np007G371800	Om002G088490
OG0011547	Np007G383060, Np003G138050	Om002G070620
