Orthogroup	Noccaea_praecox	Camelina_sativa
OG0008267	Np002G077880, Np002G077890	XP_010493387.1, XP_010454566.1, XP_010428579.2, XP_010416442.1, XP_010471664.1
OG0008268	Np002G078250	XP_010471624.1, XP_010428527.1, XP_010416387.1
OG0008269	Np002G078650	XP_010416352.1, XP_010428491.1, XP_010471593.1
OG0008270	Np002G078940	XP_010471566.1, XP_010428464.1, XP_010416330.1
OG0008271	Np002G079340	XP_010471525.1, XP_010428418.1
OG0008272	Np002G079700	XP_010428378.1, XP_010419185.1
OG0008273	Np002G080690, Np002G080070	XP_010471477.1, XP_010428348.1, XP_010416222.1
OG0008274	Np002G080200	XP_010416203.1, XP_010471459.1, XP_010428325.1
OG0008275	Np002G080250	XP_010428316.1, XP_010471446.1, XP_010471447.2
OG0008277	Np004G215670	XP_010500461.1, XP_010479344.1
OG0008278	Np002G081220	XP_010471396.1, XP_010428260.1, XP_010416135.1
OG0008279	Np002G081480	XP_010428216.1, XP_010416096.1, XP_010471361.1, XP_010416092.1
OG0008280	Np002G081620	XP_010428204.1, XP_010471348.1, XP_010416076.1
OG0008281	Np002G082400	XP_010428138.1, XP_010416002.2, XP_010471278.1
OG0008282	Np002G082710	XP_010414853.1, XP_010415956.1, XP_010471246.1, XP_010428094.1
OG0008283	Np002G072660	XP_010417519.1, XP_010429774.1, XP_010472743.1
OG0008284	Np002G072120	XP_010472805.1, XP_019085661.1, XP_010417610.1
OG0008285	Np002G071720	XP_010472831.1, XP_019085217.1, XP_019083548.1
OG0008286	Np002G071620	XP_010429877.1, XP_010417643.1, XP_010472846.1
OG0008287	Np002G071270	XP_010417666.1, XP_010429910.1, XP_010472880.1
OG0008288	Np002G071150	XP_010429929.1, XP_010474511.1, XP_010417684.1
OG0008289	Np002G070990	XP_010417694.1, XP_010429940.1, XP_010472910.1
OG0008290	Np002G070780	XP_010429977.1, XP_010417719.1, XP_010472947.1
OG0008291	Np005G311770	XP_010429981.1, XP_010417724.1
OG0008292	Np002G070540	XP_010417746.1, XP_010430005.1, XP_010472985.1
OG0008293	Np002G070230	XP_010417783.1, XP_010430045.1, XP_010473017.1
OG0008294	Np007G408690	XP_010499345.1, XP_010468141.2, XP_010486995.1
OG0008295	Np007G408200	XP_019092198.1, XP_010421979.1, XP_010499865.1, XP_010421982.1
OG0008296	Np007G408160	XP_010465109.1, XP_010499942.1, XP_010487053.1
OG0008297	Np007G407830	XP_010500284.1, XP_010487078.1, XP_010465154.1
OG0008298	Np007G407560, Np004G202830	XP_010500561.1, XP_010465184.1
OG0008299	Np007G406500	XP_010501406.1, XP_019092221.1, XP_019092222.1
OG0008300	Np001G013350	XP_010456711.1
OG0008301	Np007G406470	XP_010465265.1, XP_010501435.1, XP_010487168.1
OG0008302	Np005G312030, Np007G406390	XP_010487173.1, XP_010465269.1, XP_010419081.1
OG0008303	Np007G406360	XP_010489819.1, XP_010419099.1, XP_010465272.1
OG0008304	Np007G406020	XP_010487198.1, XP_010465293.1, XP_010501624.1
OG0008306	Np007G405950	XP_010487214.1, XP_010489823.1, XP_010465307.1, XP_010501742.1
OG0008307	Np007G405850	XP_010487223.1, XP_010501805.1, XP_010465314.1
OG0008309	Np007G404680	XP_010465450.1, XP_010502474.1
OG0008310	Np007G404460	XP_010465475.1, XP_010487346.1, XP_010502692.1
OG0008311	Np007G404420	XP_010502738.1, XP_010487350.1, XP_010465479.1
OG0008312	Np004G194070	XP_010500892.1, XP_010500894.1, XP_010479797.1
OG0008313	Np007G390090	XP_010487431.1, XP_010465580.1
OG0008314	Np007G390520	XP_010487477.1, XP_010465639.1, XP_010504019.1
OG0008315	Np007G390570	XP_010504093.1, XP_010419302.1, XP_010487484.1, XP_010465650.1
OG0008316	Np007G391460	XP_010465697.1, XP_019102253.1, XP_010487540.1
OG0008317	Np007G392220	XP_010487597.1, XP_010487596.1, XP_010465752.1, XP_010465751.1
OG0008318	Np007G392520	XP_010505438.1, XP_010465784.1, XP_019096393.1
OG0008319	Np007G393100	XP_010505920.1, XP_010487675.1, XP_010465837.1
OG0008320	Np007G393510	XP_010465868.1, XP_010487705.1, XP_010506189.1
OG0008321	Np007G394120	XP_010465918.1, XP_010506712.1, XP_010487744.1
OG0008322	Np007G394720	XP_010507061.1, XP_010465976.1, XP_010487789.1
OG0008323	Np007G394740	XP_010465979.1
OG0008324	Np007G394930	XP_010507108.1, XP_010487795.1, XP_010465984.1
OG0008325	Np007G395730	XP_010507427.1, XP_010466043.1, XP_010487835.1
OG0008326	Np007G396410	XP_010487890.1, XP_010466091.1, XP_010507766.1
OG0008327	Np007G396440	XP_010487895.1, XP_010507790.1, XP_010466099.1
OG0008329	Np001G057750	XP_010427171.1, XP_010504274.1, XP_010517676.1, XP_019102354.1
OG0008330	Np012G436930, Np011G436420	XP_010488045.1, XP_010488044.1, XP_010466259.1
OG0008331	Np005G303460	XP_010435033.1, XP_010451509.1, XP_010440327.1
OG0008332	Np007G383160	XP_010488267.1, XP_010511322.1, XP_010466521.1
OG0008333	Np007G384040	XP_010488347.1, XP_010466608.1, XP_010512047.2
OG0008334	Np007G384470	XP_010488383.1, XP_010466654.1, XP_010512305.1, XP_010488385.1
OG0008335	Np007G386040	XP_010513185.1, XP_010466782.1, XP_010488497.1, XP_010421964.1
OG0008336	Np007G386320	XP_010513347.1, XP_010488520.1, XP_010466820.1
OG0008337	Np007G387830	XP_010488627.1, XP_010466936.1
OG0008338	Np003G165280	XP_010442796.1, XP_010482628.1, XP_010445061.1
OG0008339	Np007G374740	XP_010414081.1, XP_010467634.1
OG0008340	Np007G378320	XP_010488950.1, XP_010467290.1, XP_010518104.1
OG0008341	Np007G378090	XP_010517336.1, XP_010467309.1, XP_010488973.1
OG0008342	Np007G377880	XP_010489182.1, XP_010467331.1, XP_010517114.1
OG0008343	Np007G377440	XP_010489209.1, XP_010516812.1, XP_010467357.1
OG0008344	Np007G377060	XP_010467391.1, XP_010516524.1, XP_010489231.1
OG0008345	Np007G376610	XP_010489298.1, XP_010467425.1, XP_010515944.1
OG0008346	Np007G376450, Np007G376480	XP_010467454.1, XP_010515725.1, XP_010489317.1
OG0008347	Np007G375950	XP_010489366.1, XP_010515086.1, XP_010467511.1
OG0008348	Np007G375850	XP_010489373.1, XP_019098695.1, XP_010515011.1, XP_010467517.1
OG0008349	Np007G375820	XP_010467520.1, XP_010489376.1, XP_010514988.1
OG0008350	Np007G375430	XP_010467570.1, XP_010514664.1, XP_010489408.1
OG0008351	Np007G374240	XP_010467691.1, XP_010489568.1, XP_010414492.1
OG0008352	Np007G374330	XP_010414421.1, XP_010489560.1, XP_010467684.1
OG0008353	Np007G374100	XP_010414641.1, XP_010489590.1, XP_010467708.1
OG0008354	Np002G092100	XP_010502844.1, XP_010425625.1, XP_010514547.1
OG0008355	Np007G373120	XP_010489146.1, XP_010495931.1, XP_010416839.1
OG0008356	Np007G372110	XP_010415809.1, XP_010489045.1, XP_010467830.1
OG0008357	Np004G190500	XP_010462456.1, XP_019099548.1, XP_010480150.1
OG0008358	Np004G190610	XP_010480140.1, XP_010501208.1, XP_010462448.1
OG0008359	Np004G191220	XP_019091668.1, XP_010480068.1
OG0008360	Np001G032600	XP_010481281.1, XP_010441412.1
OG0008361	Np004G191310	XP_010480053.1, XP_010501137.1, XP_010462370.1
OG0008362	Np004G192280	XP_010462297.1, XP_010501054.1, XP_010479971.1
OG0008363	Np004G192310	XP_010462292.1, XP_010501050.1, XP_010479966.1
OG0008364	Np004G192800	XP_010479931.1, XP_010501013.1, XP_010462256.1
OG0008365	Np004G192860	XP_010500997.1, XP_010479912.1, XP_010462243.1
OG0008366	Np004G193050	XP_019091951.1, XP_019094694.1, XP_019099503.1
OG0008367	Np004G193350	XP_010479870.1, XP_010462195.1, XP_010500955.1
OG0008368	Np004G193370	XP_010462194.1, XP_010500954.1, XP_010479869.2
OG0008369	Np004G193470	XP_010500946.1, XP_010479859.1, XP_010462178.1
OG0008370	Np004G193610	XP_010500933.1, XP_010462161.1, XP_010479837.1
OG0008371	Np004G194900	XP_010500798.1, XP_010462049.1, XP_010479708.1
OG0008372	Np004G195020	XP_010500787.1, XP_010462033.1, XP_010479696.1
OG0008373	Np004G195270	XP_010500754.1, XP_010462007.1, XP_010479668.1
OG0008374	Np004G195660	XP_010500716.1, XP_010461971.1, XP_010479623.1
OG0008375	Np004G196520	XP_010461912.1, XP_010479523.1, XP_010500635.1
OG0008376	Np004G196830	XP_010479483.1, XP_010461876.1, XP_010500585.1
OG0008377	Np004G196910	XP_010479473.1, XP_010500574.1
OG0008378	Np004G198440	XP_010479357.1, XP_010500464.1, XP_010461760.1
OG0008379	Np004G198630	XP_010479329.1, XP_010461717.1, XP_010500442.1
OG0008380	Np005G300950	XP_010440193.1, XP_010449836.1
OG0008381	Np005G301270	XP_010434886.1, XP_010449851.1, XP_010440207.1
OG0008382	Np006G341180	XP_010504979.1, XP_010516660.1, XP_010509686.1
OG0008383	Np006G341340	XP_010509700.1, XP_010504968.1
OG0008384	Np006G341420	XP_010509704.1, XP_010516642.1
OG0008385	Np001G053820	XP_010426774.1, XP_010503902.1, XP_010515633.1
OG0008386	Np001G054080	XP_019084846.1, XP_010515661.1
OG0008387	Np001G054290	XP_010503963.1, XP_010515685.1, XP_010426839.1
OG0008388	Np001G054470	XP_010515700.1, XP_010503983.1, XP_010426855.1
OG0008389	Np001G054950	XP_010426895.1, XP_010507412.1, XP_010515747.1, XP_010507411.1
OG0008390	Np001G055120	XP_010515764.1, XP_010426917.1, XP_010504035.1
OG0008391	Np001G056370	XP_010515849.1, XP_010504121.1, XP_010427006.1
OG0008392	Np001G056470	XP_010427018.1, XP_010504130.1, XP_010515860.1
OG0008393	Np001G056610	XP_010427037.1, XP_010515879.1, XP_010504149.1
OG0008394	Np001G056800	XP_010504167.1, XP_010515894.1, XP_010427049.1
OG0008395	Np001G057200	XP_010504201.1, XP_010515926.1, XP_010427078.1
OG0008396	Np001G053600	XP_010503871.1, XP_010426755.1, XP_010515607.1
OG0008397	Np001G057420	XP_010427124.1, XP_010515955.1, XP_010504232.1
OG0008398	Np001G057430	XP_010427128.1, XP_010504236.1, XP_010515958.1
OG0008399	Np001G057890	XP_010504286.1, XP_010427181.1, XP_010516011.1
OG0008400	Np007G392970, Np001G057380	XP_010515950.1, XP_010504229.1, XP_010427102.1
OG0008401	Np001G057830	XP_010516007.1, XP_010427179.1, XP_010504283.1
OG0008402	Np001G058440	XP_010504327.1, XP_010427227.1, XP_010516040.1
OG0008403	Np001G059100	XP_010516110.1, XP_010504396.1, XP_010427313.1
OG0008404	Np001G059290	XP_010504409.1, XP_010427325.1, XP_010516125.1
OG0008405	Np001G060050	XP_010504482.1, XP_010427410.1, XP_010516201.1
OG0008406	Np001G060650	XP_010516253.1, XP_010504553.1, XP_010427475.1
OG0008407	Np001G061490	XP_010427554.1, XP_010504612.1
OG0008408	Np001G062370	XP_019102037.1, XP_010504692.1, XP_010427643.1
OG0008409	Np001G063000	XP_010516463.1, XP_010504769.1
OG0008410	Np001G063280, Np001G063300	XP_019085612.1, XP_010504799.1, XP_010516491.1
OG0008411	Np001G063570	XP_010516511.1, XP_010427767.1, XP_019101939.1, XP_019100416.1
OG0008412	Np001G063580	XP_010427769.1, XP_019098358.1, XP_010516513.1
OG0008413	Np001G063660	XP_010516529.1, XP_010504830.1, XP_010427779.1
OG0008414	Np001G063700	XP_010427787.1, XP_010516533.1, XP_010504836.1
OG0008416	Np001G064080	XP_010427797.1, XP_010516547.1, XP_010504852.1
OG0008417	Np006G327860	XP_010517835.1, XP_010508512.1, XP_010506131.1
OG0008418	Np005G316610, Np005G315700	XP_010518600.1, XP_010488710.1, XP_010467021.1
OG0008419	Np001G064660	XP_010413701.1, XP_010512197.1, XP_010469350.1
OG0008420	Np001G064750	XP_010418635.1, XP_010513735.1, XP_010418636.2
OG0008421	Np001G064780	XP_010469307.1, XP_010512213.1, XP_010413680.1
OG0008422	Np001G064910	XP_010413662.1, XP_010512242.1, XP_010469292.1, XP_010451630.1
OG0008423	Np001G064980	XP_010512245.1, XP_010469284.1, XP_010413651.1
OG0008424	Np001G065090	XP_010512260.1, XP_010413638.1, XP_010469267.1
OG0008425	Np001G065500	XP_010413602.1, XP_019093179.1, XP_019101722.1
OG0008426	Np001G065650	XP_010512327.1, XP_010413593.1, XP_010469217.1, XP_010469218.1
OG0008427	Np001G066130	XP_010512341.1, XP_010469204.1, XP_010413577.1
OG0008428	Np001G066330	XP_010413543.1, XP_010512386.1, XP_010469166.1
OG0008429	Np001G066470	XP_019093665.1, XP_019093687.1, XP_019083054.1, XP_010512398.1, XP_019082504.1
OG0008430	Np001G067820	XP_010413348.1, XP_010469022.1, XP_010512550.1
OG0008431	Np001G068090	XP_010413327.1, XP_010469004.1, XP_010512573.1
OG0008432	Np001G068110	XP_010469001.1, XP_010413324.1, XP_010512576.1
OG0008433	Np001G068290	XP_010413310.1, XP_010468988.1, XP_010512593.1
OG0008434	Np001G068430	XP_010512604.1, XP_010413300.1
OG0008435	Np001G068400	XP_010512602.1, XP_010468980.1, XP_010413302.1
OG0008437	Np001G069300	XP_010413220.1, XP_010512689.1, XP_010468907.1
OG0008438	Np001G069330	XP_010468904.1, XP_010413217.1, XP_010512692.1
OG0008439	Np001G069540	XP_010512716.1
OG0008440	Np001G069730	XP_010468869.1, XP_010512735.1, XP_010413177.1
OG0008441	Np004G191830	XP_010501085.1, XP_010462324.1, XP_010480009.1
OG0008442	Np004G192300	XP_010501051.1, XP_010479967.1, XP_010462293.1, XP_010462295.1, XP_010479969.1, XP_010497378.1
OG0008445	Np001G036260	XP_010495731.1, XP_010481522.1, XP_010441662.1, XP_010494739.1
OG0008446	Np003G182220	XP_010497673.1, XP_010422203.1, XP_010455674.1, XP_010433569.1
OG0008447	Np006G335800	XP_010505441.1, XP_010517112.1, XP_010509205.1
OG0008450	Np002G082570	XP_010428119.2, XP_010471263.1, XP_010415981.1
OG0008451	Np004G230840	XP_010478925.1, XP_010461298.1, XP_010500019.1
OG0008452	Np005G276500	XP_010433227.1, XP_010438467.1, XP_010447987.1, XP_010447986.1, XP_010433226.1, XP_010438466.1
OG0008453	Np005G271080	XP_010447469.1, XP_010437977.1, XP_010432796.1, XP_010436299.1, XP_010445016.1, XP_010451089.1
OG0008454	Np005G263800	XP_010437742.1, XP_010432536.1
OG0008455	Np005G270500	XP_010432738.1, XP_010432741.1, XP_010432739.1, XP_010437926.1, XP_010451087.1
OG0008456	Np004G252860	XP_010475434.1, XP_010486752.1, XP_010475433.1
OG0008457	Np004G251200	XP_010480387.1, XP_019090970.1
OG0008458	Np004G249770	XP_010489945.1, XP_010458219.1, XP_010475770.1
OG0008459	Np004G247550	XP_010475992.1, XP_010458483.1, XP_019095206.1
OG0008460	Np003G175870	XP_010436374.1
OG0008462	Np002G082850, Np002G082870	XP_010428077.1, XP_010471232.1, XP_010415947.1, XP_010414835.1
OG0008464	Np002G089460	XP_010415458.1, XP_019101029.1, XP_010470788.1
OG0008465	Np002G089520	XP_010511826.1, XP_010415456.1, XP_010470783.1
OG0008466	Np002G093930	XP_010419026.1, XP_010474155.1, XP_010511588.1
OG0008468	Np007G410760	XP_010487560.1, XP_010486762.1, XP_010464818.1
OG0008469	Np003G127320	XP_010490786.1, XP_010423746.1, XP_010452187.1
OG0008470	Np001G041260	XP_010442019.1, XP_010494329.1, XP_010481859.1
OG0008471	Np006G359500	XP_010510602.1, XP_010414509.1, XP_010470068.1
OG0008472	Np005G310720, Np002G100030	XP_019086370.1, XP_019086495.1, XP_019087538.1, XP_010494307.1, XP_010481880.1, XP_010442044.1
OG0008473	Np003G153100	XP_019092923.1, XP_010483561.1, XP_010443691.1, XP_010485238.1
OG0008474	Np001G023950	XP_010514152.1, XP_010502404.1, XP_010425181.1
OG0008475	Np003G164940	XP_010482668.1, XP_010445358.1, XP_010442835.1
OG0008476	Np003G155210	XP_010452866.1, XP_010443494.1, XP_010483336.1
OG0008477	Np003G150850	XP_010454541.1, XP_010493373.1, XP_010424230.1
OG0008478	Np001G012490	XP_010421361.1, XP_019090273.1, XP_010493763.1
OG0008479	Np001G007360	XP_010483955.1, XP_010458917.1, XP_010444091.1
OG0008480	Np001G002510	XP_010484441.1, XP_010444609.1, XP_019094440.1
OG0008481	Np004G220120, Np002G117440, Np002G120440	XP_010457094.2, XP_019094910.1
OG0008482	Np004G225960	XP_010477843.1, XP_010499023.1, XP_010460291.1
OG0008486	Np003G172650	XP_010442538.1, XP_010482362.1, XP_010442179.1, XP_010442539.1, XP_010472782.1, XP_010485032.1
OG0008487	Np006G340280	XP_019102103.1, XP_019101087.1, XP_019099937.1
OG0008490	Np001G036020	XP_010495748.2, XP_010481494.1, XP_010481496.1, XP_019097698.1
OG0008490	Np001G036000	XP_019097765.1, XP_019095559.1
OG0008491	Np001G017910	XP_010493639.1, XP_010442245.1, XP_010482071.1
OG0008492	Np006G366500	XP_010472396.1, XP_010417140.1, XP_010429353.1
OG0008492	Np006G366490	XP_010429355.1
OG0008504	Np005G276660	XP_010438489.1, XP_010433245.1
OG0008505	Np005G276130	XP_010447947.1, XP_010433190.1, XP_010438415.2
OG0008506	Np005G275870	XP_010447912.1, XP_010438377.1
OG0008507	Np005G275690	XP_010438363.1, XP_010433149.1, XP_010447903.1
OG0008508	Np005G275550	XP_010447894.1, XP_010433140.1, XP_010438352.1
OG0008509	Np005G274560	XP_019087312.1, XP_010447795.1, XP_019086695.1
OG0008510	Np001G061640	XP_010438243.1, XP_010433048.1
OG0008511	Np005G274510	XP_010438242.1, XP_010447791.1, XP_010436338.1
OG0008512	Np005G274480	XP_010447789.1, XP_010438239.1, XP_010433046.1
OG0008513	Np005G274270	XP_010433033.1, XP_010438226.1, XP_010447776.1
OG0008514	Np005G273850	XP_010438201.2, XP_010433012.1, XP_010447748.1
OG0008515	Np005G273420	XP_010433001.1, XP_010438193.1, XP_010447736.1
OG0008516	Np005G273330	XP_010432989.1, XP_010438182.1, XP_010447721.1
OG0008517	Np005G273270	XP_010438178.1, XP_010447717.1, XP_010432987.1
OG0008518	Np003G147950	XP_010454276.1, XP_010424188.1, XP_010493067.1, XP_010495308.2
OG0008519	Np005G272730	XP_019086666.1, XP_010447658.1, XP_010438124.1
OG0008520	Np005G272700	XP_010438121.1, XP_010447656.1, XP_010432936.1
OG0008521	Np005G271810	XP_019086664.1, XP_010438045.1, XP_010447562.1
OG0008522	Np005G271650	XP_010438022.1, XP_010432847.1, XP_010447512.1
OG0008523	Np005G271390	XP_010437999.1, XP_010432821.1
OG0008524	Np005G271270	XP_010447548.1, XP_010437987.1, XP_010432810.1
OG0008525	Np005G271200	XP_010432803.1, XP_010437983.1, XP_010447475.1
OG0008526	Np005G270770	XP_010432765.1, XP_010447433.1, XP_019088740.1
OG0008527	Np005G270550	XP_010447417.1, XP_010437933.1, XP_010432748.1
OG0008528	Np005G270520	XP_010447411.1, XP_019086662.1, XP_010437927.1
OG0008529	Np005G269970	XP_010437876.1, XP_010447360.1, XP_010432685.1
OG0008530	Np005G263080	XP_010432632.1, XP_010447315.1, XP_010437828.1
OG0008531	Np005G263050	XP_010432636.1, XP_010447318.1, XP_010437832.1
OG0008532	Np005G263060	XP_010432635.1, XP_010447317.1, XP_010437830.1
OG0008533	Np005G263310	XP_010432599.1, XP_010447271.1, XP_010447272.1, XP_010437790.1
OG0008534	Np005G269910	XP_010432676.1, XP_010447355.1
OG0008535	Np005G263430	XP_010447256.1, XP_010437776.1, XP_010432577.1
OG0008536	Np005G263440	XP_010437775.1, XP_010447254.1, XP_010432576.1
OG0008537	Np005G263450	XP_010447248.1, XP_010437771.1, XP_010432572.1
OG0008538	Np005G263520	XP_010437765.1, XP_010432567.1, XP_010447244.1
OG0008540	Np005G264520	XP_010447115.1, XP_010437646.1
OG0008541	Np005G264300, Np005G264310	XP_010447146.1, XP_010437670.1, XP_019086546.1
OG0008542	Np005G264160	XP_010447170.1, XP_010437694.1, XP_010432490.1
OG0008543	Np005G264730	XP_010447082.1, XP_010432417.1, XP_010437620.1
OG0008544	Np005G264770	XP_010432414.1, XP_010447081.1, XP_010437616.1
OG0008545	Np005G264880	XP_010432403.1, XP_010447065.1, XP_010437601.1
OG0008546	Np005G265340	XP_010432380.1, XP_010437570.1, XP_010447038.1
OG0008547	Np005G265570	XP_010432364.1, XP_010437549.1, XP_010447018.1
OG0008548	Np004G215530	XP_010499679.1, XP_010478577.1, XP_010460955.1
OG0008550	Np004G217080	XP_010461002.1, XP_010499728.1, XP_010478599.1
OG0008551	Np004G217520	XP_010478619.1, XP_010461023.1, XP_010499748.1
OG0008552	Np004G219740	XP_010478641.1, XP_010499764.1, XP_010461035.1
OG0008553	Np004G205200	XP_010499788.1, XP_010461064.1, XP_010478663.1
OG0008554	Np005G319390	XP_010434725.1, XP_010440061.1, XP_010449673.1
OG0008555	Np005G296310	XP_019086784.1, XP_010440068.1, XP_010449684.1
OG0008556	Np005G298900	XP_010440120.1, XP_010449736.1, XP_019086261.1
OG0008557	Np004G245730	XP_010476172.1, XP_010493775.1, XP_019090984.1
OG0008558	Np002G105560	XP_010469534.1, XP_010509951.1, XP_010413929.1, XP_010413930.1
OG0008559	Np002G105120	XP_019083181.1, XP_010511580.1, XP_010470367.1
OG0008560	Np002G108410	XP_010480252.1, XP_010511283.1, XP_010414987.1
OG0008561	Np005G263150	XP_010432625.1, XP_010437815.1, XP_010447298.1
OG0008562	Np002G113160	XP_010474050.2, XP_019100875.1, XP_010414756.1
OG0008563	Np004G249140	XP_010490407.1, XP_010475840.1, XP_010458296.1
OG0008564	Np002G113800	XP_010470255.1, XP_010414732.1, XP_010511071.1
OG0008565	Np002G115510	XP_010414611.1, XP_010470162.1, XP_010510980.1
OG0008566	Np002G115580	XP_010418833.1, XP_010474015.1, XP_010510976.1
OG0008567	Np002G116560	XP_010510912.1, XP_010473256.1, XP_019082745.1
OG0008568	Np002G116460	XP_010473248.1, XP_010510925.1, XP_010418013.1
OG0008569	Np007G385930	XP_010466779.1, XP_010488492.1, XP_010513150.1
OG0008570	Np002G117590	XP_010430106.1, XP_010418067.1, XP_010473317.1
OG0008571	Np002G117780	XP_010473336.1, XP_010418097.1, XP_010419437.1, XP_010430141.1
OG0008572	Np002G117890	XP_010418105.1, XP_010473341.1, XP_010430148.1
OG0008573	Np002G118360	XP_010418130.1, XP_010473370.1, XP_010430175.1
OG0008574	Np002G118390, Np002G118370	XP_019093159.1, XP_010418132.1, XP_019085797.1
OG0008575	Np002G118490	XP_010430180.1, XP_010418134.1, XP_010473379.1
OG0008576	Np002G118830, Np002G118840	XP_010430209.1, XP_010473405.1
OG0008577	Np004G246270	XP_010476119.1, XP_010458588.1, XP_010493346.1
OG0008578	Np004G241210	XP_010496902.1, XP_010459037.1, XP_010476599.1
OG0008579	Np001G027020	XP_010513891.1, XP_010502142.1, XP_010424933.1
OG0008580	Np001G026600	XP_010424952.1, XP_010502170.1, XP_010513908.1
OG0008581	Np001G026370	XP_010502199.1, XP_010502192.1, XP_010513930.1
OG0008582	Np001G025660	XP_010502250.1, XP_010514009.1, XP_010425013.1
OG0008583	Np001G025120	XP_010425055.1, XP_010514055.1, XP_010502294.1
OG0008584	Np001G024570	XP_010425142.1, XP_019100039.1, XP_010518594.1
OG0008585	Np001G024110	XP_010514143.1, XP_010502395.1
OG0008586	Np001G023680	XP_010425206.1, XP_010514178.1
OG0008587	Np001G023330	XP_010425246.1, XP_010514214.1, XP_010502473.1
OG0008588	Np001G023190	XP_010502483.1, XP_010514221.1, XP_010425252.1
OG0008589	Np001G023010	XP_019102182.1, XP_019085288.1, XP_010502507.1
OG0008590	Np001G022500	XP_010425367.1, XP_010502578.1, XP_010514296.1
OG0008591	Np001G022270	XP_010514324.1, XP_010425383.1, XP_010502603.1
OG0008592	Np001G021890	XP_010497369.1, XP_010425417.1, XP_010497450.1, XP_010514356.1
OG0008593	Np001G021870	XP_010425423.1, XP_010502635.1, XP_010514359.1
OG0008594	Np001G021350	XP_010502676.1, XP_010425453.1, XP_010514403.1
OG0008595	Np001G021080	XP_010502691.1, XP_010425469.1, XP_010514420.1
OG0008596	Np001G020970	XP_010425480.1, XP_010502702.1, XP_010514427.1
OG0008597	Np001G020400	XP_010514490.1, XP_010425556.1, XP_010502785.1
OG0008598	Np001G020390	XP_019085997.1, XP_010514491.1, XP_010502786.1
OG0008599	Np001G019900	XP_010425622.1, XP_010514544.1, XP_010502835.1
OG0008600	Np001G019870	XP_010514548.1, XP_010502845.1, XP_010425626.1
OG0008601	Np001G019590	XP_010514589.1, XP_010502945.2, XP_010425655.1
OG0008602	Np001G019490	XP_010425665.1, XP_010502884.1, XP_010514601.1
OG0008603	Np001G019470	XP_010425667.1, XP_010514603.1, XP_010502886.1
OG0008604	Np001G018820	XP_019099629.1, XP_010514648.1, XP_019085439.1
OG0008605	Np001G018790	XP_019085823.1, XP_010507137.1, XP_010412466.1
OG0008606	Np002G095420	XP_010415173.1, XP_010511558.1, XP_010470504.1
OG0008607	Np001G059890, Np002G096440	XP_010514150.1, XP_010502402.1
OG0008608	Np002G097500	XP_010511118.1, XP_010415113.1, XP_010470447.1
OG0008609	Np002G098650	XP_010415075.1, XP_010511432.1, XP_010470425.1
OG0008611	Np002G124750	XP_010430610.1, XP_010496626.1, XP_010497234.1
OG0008612	Np002G124280	XP_010473704.1, XP_010418504.1, XP_010430574.1
OG0008613	Np002G124180	XP_019098738.1, XP_010473698.1, XP_010430571.1, XP_010418500.1
OG0008614	Np002G123750	XP_010418453.1, XP_010473658.1, XP_010430525.1
OG0008615	Np002G123500	XP_010473645.1, XP_010430513.1, XP_010418439.1
OG0008616	Np002G123310	XP_010418425.1, XP_010430502.1, XP_010473632.1
OG0008617	Np002G122240	XP_010430423.1, XP_010418342.1, XP_010473565.1
OG0008618	Np002G122250	XP_010430420.1, XP_010452280.1, XP_010418340.1
OG0008619	Np002G121340	XP_010430379.1, XP_010418307.1, XP_019094155.1
OG0008620	Np002G120520	XP_010418263.1, XP_010430325.1, XP_010473487.1
OG0008621	Np007G408740	XP_010486986.1, XP_010499275.1, XP_010418906.1, XP_010465040.1
OG0008622	Np003G155950	XP_010483266.1, XP_010443433.1, XP_010452134.1
OG0008624	Np006G330740	XP_010517579.1, XP_010505862.1, XP_010508781.1
OG0008625	Np006G330670	XP_010517591.1, XP_010508770.1, XP_010505871.1
OG0008626	Np007G413510	XP_010471590.1, XP_010486496.1, XP_010464573.1
OG0008627	Np003G128060	XP_010452242.1, XP_010490854.1, XP_010423685.1
OG0008628	Np007G412060	XP_010464699.1, XP_010482050.1, XP_010486627.1
OG0008629	Np007G411430	XP_010493783.1, XP_010464748.1, XP_010486683.1, XP_019092849.1
OG0008630	Np007G411150	XP_010486708.1, XP_010491291.1, XP_010464778.1
OG0008631	Np007G411060	XP_010486718.1, XP_010490154.1
OG0008632	Np007G410310	XP_010464860.1, XP_010496221.1
OG0008633	Np007G410250	XP_010486817.1, XP_010464868.1, XP_010496861.1
OG0008634	Np007G409710	XP_010486854.1, XP_010498187.1, XP_010464917.1
OG0008635	Np007G412470, Np007G409610	XP_010498325.1, XP_010464941.1, XP_010486871.1
OG0008636	Np007G409600	XP_010489787.1, XP_010498340.1
OG0008637	Np007G409280	XP_010498659.1, XP_010464967.1, XP_010486909.1
OG0008638	Np007G409050	XP_010498952.1, XP_010486937.1, XP_010465006.1
OG0008639	Np003G174530	XP_010482289.1, XP_010442467.1, XP_010441261.1
OG0008640	Np001G048680, Np003G173060	XP_010442515.1, XP_010482343.1, XP_010441960.1
OG0008641	Np003G172840	XP_010442524.1, XP_010442071.1
OG0008642	Np003G172480	XP_010442225.1, XP_010442543.1, XP_010482367.1
