Orthogroup	Noccaea_praecox	Cardamine_glauca
OG0007810	Np003G128600	Cg008G284880
OG0007811	Np003G128670	Cg008G284940
OG0007812	Np003G128760	Cg008G285010
OG0007813	Np003G128820	Cg008G285090
OG0007814	Np003G147350	Cg008G299880
OG0007815	Np003G147770	Cg008G300200
OG0007817	Np003G140400	Cg008G301030
OG0007818	Np003G149050	Cg008G301180
OG0007819	Np003G149360	Cg008G301420
OG0007820	Np003G149430	Cg008G301470
OG0007822	Np003G149590, Np003G149710	Cg008G301560
OG0007823	Np003G149930	Cg008G301750
OG0007824	Np003G150530	Cg008G302240
OG0007825	Np003G150890	Cg006G209240, Cg004G133020, Cg008G302520
OG0007826	Np003G151360	Cg003G108470
OG0007827	Np003G151460	Cg003G108400
OG0007828	Np003G151740	Cg003G108220
OG0007829	Np003G152060	Cg003G107960
OG0007830	Np003G152290	Cg003G107670
OG0007831	Np003G152650	Cg003G107370
OG0007833	Np003G153700	Cg003G106610
OG0007834	Np003G153900	Cg003G106470
OG0007835	Np001G006540	Cg003G110950
OG0007836	Np001G006430	Cg003G111010
OG0007837	Np001G006420	Cg003G111020
OG0007838	Np001G005900	Cg003G111270
OG0007839	Np003G156770	Cg003G104450
OG0007840	Np001G005150	Cg003G111810
OG0007841	Np001G005100	Cg003G111870
OG0007842	Np001G004320	Cg003G112460
OG0007843	Np001G004170	Cg003G112600
OG0007844	Np001G003980, Np007G419530	Cg003G112760
OG0007845	Np001G003960	Cg003G112780
OG0007846	Np001G003360	Cg003G112940
OG0007847	Np001G003280	Cg003G113240
OG0007848	Np001G003220	Cg003G113300
OG0007849	Np001G002790	Cg003G113680
OG0007850	Np001G002780	Cg003G113700
OG0007851	Np001G002620	Cg003G113830
OG0007852	Np001G002390	Cg003G114080
OG0007853	Np001G002070	Cg003G114340
OG0007854	Np001G002010	Cg003G114420
OG0007855	Np001G001880	Cg003G114510
OG0007856	Np001G001410	Cg003G114920
OG0007857	Np001G000720	Cg008G297360, Cg003G115380
OG0007858	Np001G052860	Cg002G055670
OG0007859	Np001G000610	Cg003G115530
OG0007860	Np003G189090	Cg014G332950, Cg003G076620
OG0007861	Np003G189180	Cg014G333050, Cg003G076520
OG0007862	Np003G188870	Cg003G076790, Cg014G332810
OG0007863	Np003G188420	Cg003G077050, Cg014G332580
OG0007864	Np003G188350	Cg014G332510, Cg003G077120
OG0007866	Np003G187680	Cg003G077810, Cg014G331840
OG0007867	Np003G187080	Cg003G077360, Cg014G332260
OG0007868	Np003G186880	Cg003G078230, Cg014G331420
OG0007869	Np003G186850	Cg014G331390, Cg003G078260
OG0007870	Np003G182090	Cg014G331350, Cg003G078300
OG0007871	Np003G186200	Cg014G330740, Cg003G078790
OG0007872	Np003G186090	Cg003G078870, Cg014G330660
OG0007873	Np003G185710	Cg003G094830, Cg003G079110
OG0007874	Np003G185460	Cg003G079340, Cg003G094660
OG0007875	Np001G040160	Cg008G320380
OG0007876	Np001G040620	Cg008G319820
OG0007877	Np001G041460	Cg008G318870
OG0007878	Np009G431970, Np006G345240	Cg005G173200
OG0007879	Np001G064160	Cg005G173240
OG0007880	Np006G356570	Cg005G174370
OG0007881	Np006G356520	Cg005G174390
OG0007882	Np006G356480	Cg005G174420
OG0007883	Np006G357610	Cg005G173690
OG0007884	Np006G356640	Cg005G174330
OG0007885	Np006G355590	Cg005G174890
OG0007886	Np005G265920, Np006G354820	Cg005G175420
OG0007887	Np006G354650, Np006G348270	Cg005G175560
OG0007888	Np006G348750, Np006G354250	Cg005G175710
OG0007889	Np006G354140, Np006G348850	Cg005G175750
OG0007890	Np004G253150	Cg006G239670
OG0007891	Np006G353990, Np006G346820	Cg005G175890
OG0007892	Np006G347300, Np006G353410	Cg005G176180
OG0007893	Np006G353040, Np006G347750	Cg005G176450
OG0007894	Np006G353000, Np006G347800	Cg005G176480
OG0007895	Np006G352560	Cg005G176630
OG0007896	Np004G252510	Cg006G239060
OG0007897	Np006G351690	Cg005G176830
OG0007898	Np006G359890	Cg005G178300
OG0007899	Np006G359860	Cg005G178320
OG0007900	Np006G359330	Cg005G178810
OG0007901	Np006G359270	Cg005G178870
OG0007902	Np006G359070	Cg005G179010
OG0007903	Np006G358480	Cg005G179590
OG0007904	Np006G361510	Cg005G182250
OG0007905	Np006G362010	Cg005G182960
OG0007906	Np003G131990	Cg008G287270
OG0007907	Np006G362580	Cg005G185360
OG0007908	Np006G362790	Cg005G185940
OG0007909	Np005G278030	Cg001G013320
OG0007910	Np005G278440	Cg001G013580
OG0007911	Np003G141670	Cg008G294980
OG0007912	Np007G424850	Cg004G116510
OG0007914	Np005G311350	Cg001G035670
OG0007915	Np005G279180	Cg001G014220
OG0007916	Np007G424430	Cg004G116940
OG0007917	Np007G424360	Cg004G116990
OG0007918	Np003G142190	Cg008G295550
OG0007919	Np007G423840	Cg004G117270
OG0007920	Np007G423520	Cg004G117500
OG0007921	Np007G423170	Cg004G117790
OG0007922	Np007G423020	Cg004G117940
OG0007923	Np007G422910	Cg004G118060
OG0007924	Np007G422600	Cg004G118270
OG0007925	Np007G422130	Cg004G118600
OG0007926	Np007G421590	Cg004G119480
OG0007927	Np007G420980	Cg004G119790
OG0007928	Np007G420230	Cg004G120330
OG0007929	Np007G420180	Cg004G120380
OG0007930	Np007G419640	Cg004G120600
OG0007931	Np007G419360	Cg004G120840
OG0007932	Np007G419510	Cg004G120670
OG0007934	Np007G419220	Cg004G120970
OG0007935	Np007G419010, Np003G188980	Cg004G121110
OG0007936	Np007G418720	Cg004G121290
OG0007937	Np007G418800	Cg004G121240
OG0007938	Np007G418410	Cg004G121520
OG0007939	Np007G417860	Cg004G121800
OG0007940	Np007G417690	Cg004G121920
OG0007941	Np007G417500	Cg004G122040
OG0007942	Np004G199970	Cg004G122460
OG0007943	Np007G416880	Cg004G122520, Cg004G122560
OG0007944	Np007G416850	Cg004G122590, Cg004G122550
OG0007945	Np007G416800	Cg004G122610
OG0007946	Np007G416760	Cg004G122630
OG0007947	Np007G416750	Cg004G122640
OG0007948	Np001G017070	Cg008G311110, Cg008G309310
OG0007949	Np007G415970	Cg004G123190
OG0007950	Np007G403970, Np007G415650	Cg004G123390
OG0007951	Np007G415340	Cg004G123630
OG0007952	Np007G415160	Cg004G123770
OG0007953	Np003G174030, Np007G415060	Cg004G123870
OG0007954	Np007G415050	Cg004G123880
OG0007955	Np007G414720	Cg004G124040
OG0007956	Np007G414510	Cg004G124150
OG0007957	Np007G414160	Cg004G124460
OG0007958	Np006G332070	Cg005G165970
OG0007959	Np006G332130	Cg005G166000
OG0007960	Np006G332150	Cg005G166020
OG0007961	Np006G332710	Cg005G166210
OG0007962	Np006G332910	Cg005G166340
OG0007963	Np006G333690	Cg005G166760
OG0007964	Np006G334850	Cg005G167450
OG0007965	Np006G339670	Cg005G170510
OG0007966	Np006G339610	Cg005G170470
OG0007967	Np006G339480	Cg005G170360
OG0007968	Np006G339120	Cg005G170080
OG0007969	Np006G339090	Cg005G170050
OG0007970	Np006G338640	Cg005G169860
OG0007971	Np006G338160	Cg005G169610
OG0007972	Np006G338100	Cg005G169580
OG0007973	Np006G337840	Cg005G169430
OG0007974	Np006G337670	Cg005G169300
OG0007975	Np006G336950	Cg005G168870
OG0007976	Np006G336850	Cg005G168790
OG0007977	Np006G336770	Cg005G168730
OG0007978	Np006G336510	Cg005G168560
OG0007979	Np006G336040	Cg005G168280
OG0007980	Np006G335790	Cg005G168110
OG0007981	Np006G335540	Cg005G167990
OG0007982	Np006G339980	Cg005G170760
OG0007983	Np004G240920	Cg006G230440
OG0007984	Np004G240010	Cg006G229700
OG0007985	Np004G239450	Cg006G229240
OG0007986	Np004G238170	Cg006G228170
OG0007987	Np004G237570	Cg006G227750
OG0007988	Np004G237670	Cg006G227830
OG0007989	Np004G237520	Cg006G227680
OG0007990	Np004G237500	Cg006G227670
OG0007991	Np004G237310	Cg006G227570
OG0007992	Np004G237120	Cg006G227420
OG0007993	Np004G237060	Cg006G227380
OG0007994	Np004G236820	Cg006G227140
OG0007995	Np004G236370	Cg006G226710
OG0007996	Np004G236350	Cg006G226690
OG0007997	Np004G236110	Cg006G226560
OG0007998	Np004G236070	Cg006G226530
OG0007999	Np004G235640	Cg006G226110
OG0008000	Np004G235620	Cg006G226100
OG0008001	Np004G235540	Cg006G226020
OG0008002	Np004G235290	Cg006G225770
OG0008003	Np004G235200	Cg006G225670
OG0008004	Np004G234600	Cg006G225150
OG0008005	Np002G076430	Cg007G277110
OG0008006	Np004G234400	Cg006G224990
OG0008007	Np004G234110	Cg006G224690
OG0008008	Np004G233970	Cg006G224570
OG0008009	Np004G233940	Cg006G224530
OG0008010	Np002G075380	Cg007G277780
OG0008011	Np004G233910	Cg006G224520
OG0008012	Np004G233770	Cg006G224420
OG0008013	Np004G233620	Cg006G224350
OG0008014	Np004G232510	Cg006G223700
OG0008015	Np004G232460	Cg006G223620
OG0008016	Np004G232120, Np004G232130	Cg006G223440
OG0008017	Np004G231960	Cg006G223300
OG0008018	Np004G231050	Cg006G222850
OG0008019	Np004G230190	Cg006G222410
OG0008020	Np004G229770	Cg006G222060
OG0008021	Np004G228500	Cg006G221640
OG0008022	Np004G208950	Cg006G220360
OG0008023	Np004G208970	Cg006G220350
OG0008024	Np004G209080	Cg006G220270
OG0008025	Np002G089860	Cg007G268270
OG0008026	Np004G209780	Cg006G219590
OG0008027	Np004G210120	Cg006G219320
OG0008028	Np004G210130	Cg006G219330
OG0008029	Np004G210230	Cg006G219170
OG0008030	Np005G282670	Cg001G016690
OG0008031	Np005G282600	Cg001G016640
OG0008032	Np005G282500	Cg001G016580
OG0008033	Np005G282220	Cg001G016380
OG0008034	Np005G282050	Cg001G016270
OG0008035	Np005G281260	Cg001G015760
OG0008036	Np005G281170	Cg001G015690
OG0008037	Np005G281040, Np005G281030	Cg001G015550
OG0008038	Np005G280900	Cg001G015480
OG0008039	Np005G280880	Cg001G015460
OG0008040	Np005G277210	Cg001G012830
OG0008041	Np005G277060	Cg001G012730
OG0008042	Np006G364830	Cg005G189170
OG0008043	Np006G365500	Cg005G189760
OG0008044	Np006G365950, Np001G034180	Cg005G190220
OG0008045	Np006G367420	Cg005G191350
OG0008046	Np002G079470	Cg007G274720
OG0008047	Np006G368380	Cg005G191990
OG0008048	Np001G036610, Np006G368420	Cg005G192000
OG0008049	Np006G368470	Cg005G192040
OG0008050	Np006G368640	Cg005G192160
OG0008051	Np006G368740	Cg005G192240
OG0008052	Np006G369460	Cg005G192910
OG0008053	Np006G370320	Cg005G193010
OG0008054	Np006G370210	Cg005G193060
OG0008055	Np006G370560	Cg005G193400
OG0008056	Np006G370720	Cg005G193620
OG0008057	Np006G370890	Cg005G193650
OG0008058	Np006G371080	Cg005G193780
OG0008060	Np004G241380	Cg006G230830
OG0008061	Np004G241400	Cg006G230850
OG0008062	Np004G241540	Cg006G230960
OG0008063	Np004G241670	Cg006G231060
OG0008064	Np004G242030	Cg006G231300
OG0008065	Np004G242270	Cg006G231490
OG0008066	Np004G242770	Cg006G231920
OG0008067	Np004G242830	Cg006G231970
OG0008068	Np004G243150	Cg006G232240
OG0008069	Np004G244240	Cg006G232770
OG0008070	Np004G244450	Cg006G232880
OG0008071	Np004G244460	Cg006G232890
OG0008072	Np004G245080	Cg006G233320
OG0008073	Np004G245300	Cg006G233410
OG0008074	Np004G245430	Cg006G233490
OG0008075	Np004G245880	Cg006G233820
OG0008076	Np004G246250	Cg006G234030
OG0008077	Np004G246260	Cg006G234050
OG0008078	Np001G028860, Np004G246690	Cg006G234320
OG0008080	Np004G246920	Cg006G234490
OG0008081	Np004G248100	Cg006G235380
OG0008082	Np004G248400	Cg006G235630
OG0008083	Np004G248670	Cg006G235800
OG0008084	Np004G248750	Cg006G235860
OG0008085	Np004G249280	Cg006G236230
OG0008086	Np001G057550	Cg002G052110
OG0008087	Np004G250450	Cg006G237230
OG0008088	Np004G250750	Cg006G237490
OG0008089	Np004G250730	Cg006G237470
OG0008090	Np004G251960	Cg006G238550
OG0008091	Np004G252340	Cg006G238930
OG0008092	Np004G252580	Cg006G239160
OG0008094	Np004G252940	Cg006G239450
OG0008095	Np004G253070	Cg006G239590
OG0008096	Np004G253120	Cg006G239640
OG0008097	Np006G348880	Cg005G175790
OG0008099	Np003G180020	Cg003G091380, Cg006G239880
OG0008100	Np004G253650	Cg006G240100
OG0008101	Np004G253880	Cg006G240370
OG0008102	Np004G254280	Cg006G240660
OG0008103	Np004G255070	Cg006G241340
OG0008104	Np003G140560	Cg008G293860
OG0008105	Np004G255710	Cg006G241860
OG0008106	Np004G255820	Cg006G241990
OG0008107	Np004G255870	Cg006G242020
OG0008108	Np004G256070	Cg006G242260
OG0008109	Np004G256840	Cg006G242870
OG0008110	Np004G256820	Cg006G242850
OG0008111	Np004G256810	Cg006G242840
OG0008112	Np004G256780	Cg006G242810
OG0008113	Np004G256550	Cg006G242640
OG0008114	Np004G257130	Cg006G243130
OG0008115	Np004G257200	Cg006G243190
OG0008116	Np004G257280	Cg006G243240
OG0008117	Np004G257560	Cg006G243520
OG0008118	Np004G258060	Cg006G243960
OG0008119	Np004G257970	Cg006G243920
OG0008120	Np004G257960	Cg006G243910
OG0008121	Np004G258220	Cg006G244020
OG0008122	Np004G258530	Cg006G244320
OG0008123	Np004G259240	Cg006G244900
OG0008124	Np003G189900	Cg003G075890
OG0008125	Np004G259870	Cg006G245400
OG0008126	Np003G141370	Cg008G294640
OG0008127	Np003G141120	Cg008G294390
OG0008128	Np003G141630	Cg008G294930
OG0008129	Np003G141640	Cg008G294940
OG0008130	Np003G141710	Cg008G295020
OG0008131	Np003G142520	Cg008G295880
OG0008132	Np003G142460	Cg008G295840
OG0008133	Np003G142450	Cg008G295820
OG0008134	Np003G143140	Cg008G296410
OG0008135	Np003G143540	Cg008G296720
OG0008136	Np003G143570	Cg008G296750
OG0008137	Np003G143620	Cg008G296800
OG0008138	Np003G143740	Cg008G296880
OG0008139	Np003G144120	Cg008G297180
OG0008140	Np003G144770	Cg008G297730
OG0008141	Np003G145070	Cg008G298000
OG0008142	Np003G145230	Cg008G298150
OG0008143	Np003G145240	Cg008G298160
OG0008144	Np004G231000	Cg008G298210
OG0008145	Np003G145770	Cg008G298580
OG0008146	Np005G308410, Np003G145990	Cg008G298760
OG0008147	Np003G146040	Cg008G298790
OG0008148	Np003G146370	Cg008G298900
OG0008149	Np003G146540	Cg008G299070
OG0008150	Np003G146680	Cg008G299190
OG0008151	Np003G146900	Cg008G299440
OG0008152	Np003G146920	Cg008G299450
OG0008153	Np003G146970	Cg008G299490
OG0008154	Np003G147030	Cg008G299600
OG0008155	Np003G147290	Cg008G299780
OG0008156	Np001G013850	Cg008G305950
OG0008157	Np001G013940	Cg008G306010
OG0008158	Np001G013950	Cg008G306020
OG0008159	Np001G014010	Cg008G306090
OG0008160	Np001G014380	Cg008G306400
OG0008161	Np001G014680	Cg008G306660
OG0008162	Np001G014740	Cg008G306720
OG0008163	Np001G014890	Cg008G306890
OG0008164	Np001G015120	Cg008G307070
OG0008165	Np001G016150	Cg008G307940
OG0008166	Np001G016720	Cg008G310660, Cg008G309020
OG0008167	Np001G016620	Cg008G310470, Cg008G308810
OG0008168	Np001G017100	Cg008G311200, Cg008G309350
OG0008169	Np001G017340	Cg008G309800, Cg008G311620
OG0008170	Np003G140610	Cg008G293890
OG0008171	Np001G017570	Cg008G311820, Cg008G310040
OG0008172	Np003G140480	Cg008G293780
OG0008173	Np003G140380	Cg008G293700
OG0008174	Np003G140320	Cg008G293650
OG0008175	Np003G132730	Cg008G287850
OG0008176	Np003G132420	Cg008G287560
OG0008177	Np003G132100	Cg008G287350
OG0008178	Np003G132030, Np003G149560	Cg008G287310
OG0008179	Np003G131680	Cg008G287140
OG0008180	Np003G129980, Np003G129990	Cg008G286030
OG0008181	Np003G129190	Cg008G285430
OG0008182	Np003G129170	Cg008G285360
OG0008183	Np003G147300, Np002G076610	Cg008G299790
OG0008184	Np001G012840	Cg008G305070
OG0008185	Np001G012330	Cg008G304660
OG0008186	Np001G012000	Cg008G304340
OG0008187	Np001G011960	Cg008G304300
OG0008188	Np001G011930	Cg008G304270
OG0008189	Np002G099010, Np001G011660	Cg008G304040
OG0008190	Np001G011370	Cg008G303870
OG0008191	Np001G010940	Cg008G303430
OG0008192	Np001G010850	Cg008G303380
OG0008193	Np001G010570	Cg008G303190
OG0008194	Np002G090240	Cg007G267990
OG0008195	Np001G010250	Cg008G302910
OG0008196	Np001G010100	Cg008G302830
OG0008197	Np001G010080	Cg008G302810
OG0008198	Np001G009790	Cg003G108650
OG0008199	Np001G009290	Cg003G109100
OG0008200	Np001G008840	Cg003G109380
OG0008201	Np001G008620	Cg003G109590
OG0008202	Np001G007570	Cg003G110070
OG0008203	Np001G007550	Cg003G110090
OG0008204	Np001G007440	Cg003G110190
OG0008205	Np001G007260	Cg003G110300
OG0008206	Np001G007210	Cg003G110340
OG0008207	Np001G006990	Cg003G110520
OG0008208	Np001G006750	Cg003G110770
OG0008209	Np001G006580	Cg003G110910
OG0008210	Np003G154390	Cg003G106090
OG0008211	Np003G154440	Cg003G106080
OG0008212	Np007G396540, Np003G154510	Cg003G106030
OG0008213	Np001G052890	Cg002G055660
OG0008214	Np007G409820, Np001G052840	Cg002G055690
OG0008215	Np001G052820	Cg002G055720
OG0008216	Np001G052460	Cg002G055990
OG0008217	Np001G052060	Cg002G056290
OG0008218	Np001G051240	Cg002G056840
OG0008219	Np001G011920	Cg002G057350
OG0008220	Np001G050450, Np001G050480	Cg002G057360
OG0008221	Np001G050190	Cg002G057670
OG0008222	Np001G048470	Cg002G058550
OG0008223	Np001G046530	Cg002G060330
OG0008224	Np001G044250	Cg002G063120
OG0008226	Np002G091130	Cg007G267680
OG0008227	Np002G091170	Cg007G267660
OG0008228	Np002G091200	Cg007G267640
OG0008229	Np002G091220	Cg007G267600
OG0008230	Np002G091310	Cg007G267520
OG0008231	Np002G091380	Cg007G267480
OG0008232	Np006G341330	Cg005G171760
OG0008233	Np002G091920	Cg007G267330
OG0008234	Np002G090760	Cg007G267820
OG0008235	Np002G092050	Cg007G267250
OG0008236	Np002G087940	Cg007G269200
OG0008237	Np002G087880	Cg007G269210
OG0008238	Np002G087660	Cg007G269290
OG0008239	Np002G086280	Cg007G270250
OG0008240	Np004G227930	Cg006G221470
OG0008241	Np007G382060	Cg004G138770
OG0008242	Np002G085730	Cg007G270620
OG0008243	Np002G085700	Cg007G270640
OG0008244	Np002G085620	Cg007G270700
OG0008245	Np002G085440	Cg007G270790
OG0008246	Np002G085390	Cg007G270840
OG0008247	Np002G084190, Np002G084180	Cg007G271470
OG0008248	Np002G083830	Cg007G271800
OG0008249	Np002G083400	Cg007G272190
OG0008251	Np002G073770	Cg007G278770
OG0008252	Np002G073790	Cg007G278750
OG0008253	Np002G073830	Cg007G278730
OG0008254	Np002G074340	Cg007G278490
OG0008255	Np002G074430	Cg007G278440
OG0008256	Np002G074940	Cg007G278110
OG0008257	Np002G075270	Cg007G277860
OG0008258	Np002G075400	Cg007G277730
OG0008259	Np002G075700	Cg007G277530
OG0008260	Np002G076390	Cg007G277150
OG0008261	Np002G077020	Cg007G276650
OG0008262	Np002G077120	Cg007G276580
OG0008263	Np002G077400	Cg007G276370
OG0008264	Np002G077410	Cg007G276360
OG0008265	Np002G077670	Cg007G276220
OG0008266	Np002G077760	Cg007G276170
OG0008267	Np002G077880, Np002G077890	Cg007G276070
OG0008268	Np002G078250	Cg007G275680
OG0008269	Np002G078650	Cg007G275410
OG0008270	Np002G078940	Cg007G275210
OG0008271	Np002G079340	Cg007G274810
OG0008272	Np002G079700	Cg007G274600
OG0008273	Np002G080690, Np002G080070	Cg007G274400
OG0008274	Np002G080200	Cg007G274280
OG0008275	Np002G080250	Cg007G274230
OG0008277	Np004G215670	Cg007G273860
OG0008278	Np002G081220	Cg007G273800
OG0008279	Np002G081480	Cg007G273560
OG0008280	Np002G081620	Cg007G273460
OG0008281	Np002G082400	Cg007G272990
OG0008282	Np002G082710	Cg007G272700
OG0008283	Np002G072660	Cg007G279740
OG0008284	Np002G072120	Cg007G280130
OG0008285	Np002G071720	Cg007G280290
OG0008286	Np002G071620	Cg007G280380
OG0008287	Np002G071270	Cg007G280590
OG0008288	Np002G071150	Cg007G280840
OG0008289	Np002G070990	Cg007G280700
OG0008290	Np002G070780	Cg007G281190
OG0008291	Np005G311770	Cg007G271940
OG0008293	Np002G070230	Cg007G281690
OG0008294	Np007G408690	Cg004G128420
OG0008295	Np007G408200	Cg004G128820
OG0008296	Np007G408160	Cg004G128860
OG0008297	Np007G407830	Cg004G129120
OG0008298	Np007G407560, Np004G202830	Cg004G129280
OG0008299	Np007G406500	Cg004G129830
OG0008300	Np001G013350	Cg008G305460
OG0008301	Np007G406470	Cg004G129860
OG0008302	Np005G312030, Np007G406390	Cg004G129890
OG0008303	Np007G406360	Cg004G129920
OG0008304	Np007G406020	Cg004G130220
OG0008306	Np007G405950	Cg004G130300
OG0008307	Np007G405850	Cg004G130360
OG0008309	Np007G404680	Cg004G131230
OG0008310	Np007G404460	Cg004G131560
OG0008311	Np007G404420	Cg004G131590
OG0008312	Np004G194070	Cg006G196960
OG0008313	Np007G390090	Cg004G132260
OG0008314	Np007G390520	Cg004G132630
OG0008315	Np007G390570	Cg004G132680
OG0008316	Np007G391460	Cg004G133190
OG0008317	Np007G392220	Cg004G133720, Cg004G133700
OG0008318	Np007G392520	Cg004G133890
OG0008319	Np007G393100	Cg004G134330
OG0008320	Np007G393510	Cg004G134520
OG0008321	Np007G394120	Cg004G134940
OG0008322	Np007G394720	Cg004G135320
OG0008323	Np007G394740	Cg004G135340
OG0008324	Np007G394930	Cg004G135420
OG0008325	Np007G395730	Cg004G135760
OG0008326	Np007G396410	Cg004G136160
OG0008327	Np007G396440	Cg004G136190
OG0008329	Np001G057750	Cg002G051950
OG0008330	Np012G436930, Np011G436420	Cg004G137480
OG0008331	Np005G303460	Cg001G026580
OG0008332	Np007G383160	Cg004G139640
OG0008333	Np007G384040	Cg004G140390
OG0008334	Np007G384470	Cg004G140770
OG0008335	Np007G386040	Cg004G141710
OG0008336	Np007G386320	Cg004G142030
OG0008337	Np007G387830	Cg004G142960
OG0008338	Np003G165280	Cg003G099370
OG0008339	Np007G374740	Cg004G154370
OG0008340	Np007G378320	Cg004G149870, Cg004G150830
OG0008341	Np007G378090	Cg004G151270
OG0008342	Np007G377880	Cg004G151580
OG0008343	Np007G377440	Cg004G152100
OG0008344	Np007G377060	Cg004G152460
OG0008345	Np007G376610	Cg004G152780
OG0008346	Np007G376450, Np007G376480	Cg004G152890
OG0008347	Np007G375950	Cg004G153390
OG0008348	Np007G375850	Cg004G153460
OG0008349	Np007G375820	Cg004G153480
OG0008350	Np007G375430	Cg004G153860
OG0008351	Np007G374240	Cg004G154800
OG0008352	Np007G374330	Cg004G154750
OG0008353	Np007G374100	Cg004G154930
OG0008354	Np002G092100	Cg002G069130
OG0008355	Np007G373120	Cg004G155940
OG0008356	Np007G372110	Cg004G156760
OG0008357	Np004G190500	Cg006G194390, Cg003G097930
OG0008358	Np004G190610	Cg006G194490
OG0008359	Np004G191220	Cg006G194910
OG0008360	Np001G032600	Cg008G325310
OG0008361	Np004G191310	Cg006G194990
OG0008362	Np004G192280	Cg006G195690
OG0008363	Np004G192310	Cg006G195720
OG0008364	Np004G192800	Cg006G196040
OG0008365	Np004G192860	Cg006G196200
OG0008366	Np004G193050	Cg006G196320
OG0008367	Np004G193350	Cg006G196500
OG0008368	Np004G193370	Cg006G196510
OG0008369	Np004G193470	Cg006G196560, Cg004G119070, Cg004G118830, Cg004G118700, Cg004G118940
OG0008370	Np004G193610	Cg006G196660
OG0008371	Np004G194900	Cg006G197570
OG0008372	Np004G195020	Cg006G197820
OG0008373	Np004G195270	Cg006G198070
OG0008374	Np004G195660	Cg006G198350
OG0008375	Np004G196520	Cg006G199170
OG0008376	Np004G196830	Cg006G199460
OG0008377	Np004G196910	Cg006G199540
OG0008378	Np004G198440	Cg006G200400
OG0008379	Np004G198630	Cg006G200620
OG0008380	Np005G300950	Cg001G025060
OG0008381	Np005G301270	Cg001G025200
OG0008382	Np006G341180	Cg005G171720
OG0008383	Np006G341340	Cg005G171770
OG0008384	Np006G341420	Cg005G171800
OG0008385	Np001G053820	Cg002G054910
OG0008386	Np001G054080	Cg002G054670
OG0008387	Np001G054290	Cg002G054510
OG0008388	Np001G054470	Cg002G054420
OG0008389	Np001G054950	Cg002G054030
OG0008390	Np001G055120	Cg002G053810
OG0008391	Np001G056370	Cg002G053000
OG0008392	Np001G056470	Cg002G052880
OG0008393	Np001G056610	Cg002G052760
OG0008394	Np001G056800	Cg002G052660
OG0008395	Np001G057200	Cg002G052470
OG0008396	Np001G053600	Cg002G055090
OG0008397	Np001G057420	Cg002G052230
OG0008398	Np001G057430	Cg002G052220
OG0008399	Np001G057890	Cg002G051860
OG0008400	Np007G392970, Np001G057380	Cg002G052260
OG0008401	Np001G057830	Cg002G051890
OG0008402	Np001G058440	Cg002G051590
OG0008403	Np001G059100	Cg002G051040
OG0008404	Np001G059290	Cg002G050940
OG0008405	Np001G060050	Cg002G050280
OG0008406	Np001G060650	Cg002G049860
OG0008407	Np001G061490	Cg002G049310
OG0008408	Np001G062370	Cg002G048710
OG0008409	Np001G063000	Cg002G048130
OG0008410	Np001G063280, Np001G063300	Cg002G047900
OG0008411	Np001G063570	Cg002G047720
OG0008412	Np001G063580	Cg002G047710
OG0008413	Np001G063660	Cg002G047640
OG0008414	Np001G063700	Cg002G047580
OG0008416	Np001G064080	Cg002G047490
OG0008417	Np006G327860	Cg005G163010
OG0008418	Np005G316610, Np005G315700	Cg001G040720
OG0008419	Np001G064660	Cg002G047090
OG0008420	Np001G064750	Cg002G047000
OG0008421	Np001G064780	Cg002G046970
OG0008422	Np001G064910	Cg002G046880
OG0008423	Np001G064980	Cg002G046830
OG0008424	Np001G065090	Cg002G046760
OG0008425	Np001G065500	Cg002G046490
OG0008426	Np001G065650	Cg002G046410
OG0008427	Np001G066130	Cg002G046220
OG0008428	Np001G066330	Cg002G046030
OG0008429	Np001G066470	Cg002G045950
OG0008430	Np001G067820	Cg002G044920
OG0008431	Np001G068090	Cg002G044690
OG0008432	Np001G068110	Cg002G044670
OG0008433	Np001G068290	Cg002G044540
OG0008434	Np001G068430	Cg002G044430
OG0008435	Np001G068400	Cg002G044470
OG0008437	Np001G069300	Cg002G043790
OG0008438	Np001G069330	Cg002G043760
OG0008439	Np001G069540	Cg002G043610
OG0008440	Np001G069730	Cg002G043460
OG0008441	Np004G191830	Cg006G195340
OG0008442	Np004G192300	Cg006G195710
OG0008446	Np003G182220	Cg003G081370
OG0008447	Np006G335800	Cg005G168120
OG0008450	Np002G082570	Cg007G272820
OG0008451	Np004G230840	Cg006G209730
OG0008452	Np005G276500	Cg001G012160
OG0008453	Np005G271080	Cg001G008560
OG0008454	Np005G263800	Cg001G006730
OG0008455	Np005G270500	Cg001G008200
OG0008456	Np004G252860	Cg006G239410
OG0008457	Np004G251200	Cg006G237920, Cg006G237910
OG0008458	Np004G249770	Cg006G236710
OG0008459	Np004G247550	Cg006G234900
OG0008460	Np003G175870	Cg008G310150, Cg002G067550, Cg003G086690
OG0008462	Np002G082850, Np002G082870	Cg007G272580
OG0008463	Np002G084480	Cg007G271330
OG0008464	Np002G089460	Cg007G268530
OG0008465	Np002G089520	Cg007G268480
OG0008466	Np002G093930	Cg007G266500
OG0008468	Np007G410760	Cg004G126910
OG0008469	Np003G127320	Cg008G283880
OG0008470	Np001G041260	Cg008G319060
OG0008471	Np006G359500	Cg005G178680
OG0008472	Np005G310720, Np002G100030	Cg007G261060
OG0008473	Np003G153100	Cg003G107040
