Orthogroup	Noccaea_praecox	Cardamine_amara
OG0010172	Np006G337750	evm.model.RL_6.1869
OG0010173	Np006G337600	evm.model.RL_6.1856
OG0010174	Np006G336710, Np006G336720	evm.model.RL_6.1880
OG0010175	Np006G335900	evm.model.RL_6.1921
OG0010176	Np006G336080	evm.model.RL_6.1912
OG0010178	Np004G253100	evm.model.RL_5.515
OG0010179	Np006G335010	evm.model.RL_6.1977
OG0010180	Np004G240890	evm.model.RL_5.1396
OG0010181	Np004G240830	evm.model.RL_5.1401
OG0010182	Np004G239410	evm.model.RL_5.1522
OG0010183	Np004G238480	evm.model.RL_5.1592
OG0010184	Np004G238310	evm.model.RL_5.1604
OG0010185	Np003G148290	evm.model.RL_4.1640
OG0010186	Np004G237780	evm.model.RL_5.1638
OG0010187	Np004G237050	evm.model.RL_5.1703
OG0010188	Np004G236970	evm.model.RL_5.1710
OG0010189	Np004G236440	evm.model.RL_5.1758
OG0010191	Np004G235970	evm.model.RL_5.1786
OG0010192	Np004G235550	evm.model.RL_5.1823
OG0010193	Np004G235490	evm.model.RL_5.1827
OG0010194	Np004G235480	evm.model.RL_5.1828
OG0010195	Np004G235440	evm.model.RL_5.1833
OG0010196	Np004G235410	evm.model.RL_5.1838
OG0010197	Np004G235020	evm.model.RL_5.3687
OG0010198	Np004G234720	evm.model.RL_5.3666
OG0010199	Np004G234710	evm.model.RL_5.3665
OG0010200	Np004G234590	evm.model.RL_5.3660
OG0010201	Np004G234300	evm.model.RL_5.3636
OG0010202	Np004G233590	evm.model.RL_5.3587
OG0010203	Np004G233520	evm.model.RL_5.3584
OG0010204	Np002G074530	evm.model.RL_3.2173
OG0010205	Np004G231890	evm.model.RL_5.3499
OG0010206	Np004G231320	evm.model.RL_5.3482.1.687c88c2
OG0010207	Np004G231220	evm.model.RL_5.3473
OG0010209	Np004G230550	evm.model.RL_5.3440
OG0010210	Np002G085200	evm.model.RL_3.1444
OG0010211	Np004G229450	evm.model.RL_5.3388
OG0010212	Np004G227330	evm.model.RL_5.3332
OG0010213	Np004G225990	evm.model.RL_5.3296
OG0010215	Np004G225180	evm.model.RL_5.3270, evm.model.RL_5.3295
OG0010216	Np004G208890	evm.model.RL_5.3253
OG0010217	Np004G209060	evm.model.RL_5.3241
OG0010218	Np002G089750	evm.model.RL_3.1201
OG0010219	Np004G209450	evm.model.RL_5.3209
OG0010221	Np004G209690	evm.model.RL_5.3190
OG0010222	Np004G210020	evm.model.RL_5.3152.1.687c88c0
OG0010223	Np005G281900	evm.model.RL_2.1980
OG0010224	Np005G281240	evm.model.RL_2.2019
OG0010225	Np004G225360, Np005G281200	evm.model.RL_2.2021
OG0010226	Np005G281110	evm.model.RL_2.2033
OG0010227	Np003G187970, Np005G281100	evm.model.RL_2.2034
OG0010228	Np005G280270	evm.model.RL_2.2087
OG0010229	Np006G364050	evm.model.RL_6.439
OG0010230	Np006G365570	evm.model.RL_6.352
OG0010231	Np006G365650	evm.model.RL_6.345
OG0010232	Np006G366220, Np006G366140	evm.model.RL_6.310
OG0010235	Np006G366720	evm.model.RL_6.261
OG0010236	Np006G366740	evm.model.RL_6.259
OG0010237	Np006G366750	evm.model.RL_3.686, evm.model.RL_6.258
OG0010238	Np006G366780	evm.model.RL_6.256
OG0010239	Np006G368090	evm.model.RL_6.197
OG0010240	Np006G370100	evm.model.RL_6.1442, evm.model.RL_6.76
OG0010241	Np006G371030	evm.model.RL_6.25
OG0010242	Np004G241240	evm.model.RL_5.1364
OG0010243	Np004G241360	evm.model.RL_5.1357
OG0010244	Np004G241740	evm.model.RL_5.1324
OG0010245	Np004G242260	evm.model.RL_5.1287
OG0010246	Np004G242470	evm.model.RL_5.1268
OG0010247	Np004G242890	evm.model.RL_5.1237
OG0010248	Np004G243830, Np004G243950, Np004G243760	evm.model.RL_5.1186
OG0010249	Np004G243750	evm.model.RL_5.1187
OG0010250	Np004G244170	evm.model.RL_5.1172
OG0010251	Np004G245540	evm.model.RL_5.1098
OG0010252	Np006G334780, Np004G247230	evm.model.RL_5.995
OG0010253	Np004G247440	evm.model.RL_5.978
OG0010254	Np004G247590	evm.model.RL_5.965
OG0010255	Np004G247710	evm.model.RL_5.956
OG0010256	Np004G248000	evm.model.RL_5.930
OG0010257	Np004G248280	evm.model.RL_5.911
OG0010258	Np004G249590	evm.model.RL_5.815
OG0010259	Np004G249700	evm.model.RL_5.806
OG0010260	Np004G250080	evm.model.RL_5.772
OG0010262	Np004G250420	evm.model.RL_5.741
OG0010264	Np005G313890, Np004G252920	evm.model.RL_5.532
OG0010265	Np004G253270	evm.model.RL_5.502.3.687c88ad
OG0010266	Np003G177830	evm.model.RL_6.2962
OG0010267	Np004G254130, Np004G257250, Np004G254090, Np004G254120, Np004G257260	evm.model.RL_5.431
OG0010268	Np004G254480	evm.model.RL_5.407.1.687c88ac
OG0010269	Np004G254510	evm.model.RL_5.405
OG0010270	Np004G254880	evm.model.RL_5.379
OG0010271	Np004G254890	evm.model.RL_5.378.3.687c88ac
OG0010272	Np004G255330	evm.model.RL_5.336
OG0010273	Np004G255390	evm.model.RL_5.330
OG0010275	Np004G255930	evm.model.RL_5.289
OG0010276	Np004G256320	evm.model.RL_5.256
OG0010277	Np004G256360	evm.model.RL_5.252
OG0010278	Np004G256790	evm.model.RL_5.218
OG0010279	Np004G256580	evm.model.RL_5.234
OG0010280	Np004G256530	evm.model.RL_5.239
OG0010281	Np004G257100	evm.model.RL_5.192
OG0010282	Np004G257410	evm.model.RL_5.158
OG0010283	Np001G014050	evm.model.RL_5.121
OG0010284	Np001G035060, Np004G257980	evm.model.RL_5.96
OG0010285	Np004G257940	evm.model.RL_5.101
OG0010286	Np004G258890	evm.model.RL_5.22
OG0010287	Np003G140820	evm.model.RL_4.2230
OG0010288	Np003G141140	evm.model.RL_4.2201
OG0010289	Np003G141650	evm.model.RL_4.2156
OG0010290	Np003G142530	evm.model.RL_4.2077
OG0010291	Np003G142370	evm.model.RL_4.2090
OG0010292	Np003G143580	evm.model.RL_4.1989
OG0010293	Np003G143800	evm.model.RL_4.1974
OG0010294	Np003G143790	evm.model.RL_4.1975
OG0010295	Np003G143910	evm.model.RL_4.1965
OG0010296	Np003G144390	evm.model.RL_4.1924
OG0010297	Np003G144480	evm.model.RL_4.1916
OG0010298	Np003G145000	evm.model.RL_4.1878
OG0010299	Np007G421300	evm.model.RL_1.315
OG0010300	Np003G145850	evm.model.RL_4.1818
OG0010301	Np003G146860	evm.model.RL_4.1754
OG0010302	Np003G147180	evm.model.RL_4.1726
OG0010304	Np001G015460	evm.model.RL_4.1001
OG0010305	Np001G015630	evm.model.RL_4.983
OG0010306	Np001G015700	evm.model.RL_4.977
OG0010308	Np001G015820	evm.model.RL_4.968
OG0010309	Np001G016400	evm.model.RL_4.925
OG0010310	Np001G016420	evm.model.RL_4.923
OG0010311	Np001G016740	evm.model.RL_4.890
OG0010312	Np001G016520	evm.model.RL_4.917
OG0010314	Np007G415520	evm.model.RL_1.680
OG0010315	Np003G140500	evm.model.RL_4.2260
OG0010316	Np003G132720	evm.model.RL_4.2848
OG0010317	Np004G204010	evm.model.RL_5.2408
OG0010318	Np003G132000	evm.model.RL_4.2899
OG0010319	Np003G131780	evm.model.RL_4.2904
OG0010320	Np003G131650	evm.model.RL_4.2914
OG0010321	Np003G130760	evm.model.RL_4.2967
OG0010322	Np003G130690	evm.model.RL_4.2976
OG0010323	Np003G130570	evm.model.RL_4.2986.1.687c86dc
OG0010324	Np003G130420	evm.model.RL_4.3000
OG0010327	Np003G130010	evm.model.RL_4.3018.2.687c86dc
OG0010328	Np003G130000	evm.model.RL_4.3020
OG0010329	Np003G129720	evm.model.RL_4.3038
OG0010330	Np003G129730	evm.model.RL_4.3037, evm.model.RL_8.1090
OG0010331	Np001G013510	evm.model.RL_4.1162
OG0010332	Np001G012520	evm.model.RL_4.1220
OG0010333	Np001G011880	evm.model.RL_4.1268
OG0010334	Np001G011800	evm.model.RL_4.1277
OG0010335	Np001G011860	evm.model.RL_4.1271
OG0010336	Np001G011250	evm.model.RL_4.1325
OG0010337	Np001G011190	evm.model.RL_4.1331
OG0010338	Np001G011010	evm.model.RL_4.1342.4.687c86d3
OG0010339	Np001G010690	evm.model.RL_4.1366
OG0010340	Np001G010020	evm.model.RL_4.1419
OG0010341	Np001G009810	evm.model.RL_8.2162
OG0010342	Np001G009210	evm.model.RL_8.2220
OG0010343	Np001G008950	evm.model.RL_8.2232
OG0010344	Np001G007590	evm.model.RL_8.2297
OG0010345	Np001G007330	evm.model.RL_8.2317.1.687c8560
OG0010346	Np001G007280	evm.model.RL_8.2320
OG0010347	Np001G007030	evm.model.RL_8.2341
OG0010348	Np003G154730	evm.model.RL_8.1901
OG0010349	Np001G053150	evm.model.RL_7.1244
OG0010350	Np001G052630	evm.model.RL_7.1287
OG0010351	Np001G052440	evm.model.RL_7.1303
OG0010352	Np001G052410	evm.model.RL_7.1305
OG0010353	Np001G051810	evm.model.RL_7.1347
OG0010354	Np004G203360, Np001G050680	evm.model.RL_7.1430
OG0010355	Np001G050070	evm.model.RL_7.1475
OG0010356	Np001G049920	evm.model.RL_7.1481
OG0010357	Np001G049210	evm.model.RL_7.1520
OG0010358	Np001G049050	evm.model.RL_7.1527
OG0010359	Np001G048780	evm.model.RL_2.2870, evm.model.RL_7.1532
OG0010360	Np001G048240	evm.model.RL_7.1556
OG0010361	Np001G047930	evm.model.RL_7.1583
OG0010362	Np001G047660	evm.model.RL_7.1605
OG0010364	Np001G044700	evm.model.RL_7.1847
OG0010365	Np001G044290	evm.model.RL_7.1891
OG0010366	Np001G044210	evm.model.RL_7.1897
OG0010367	Np001G043720	evm.model.RL_7.1990
OG0010368	Np001G043680	evm.model.RL_7.1983
OG0010369	Np001G043570	evm.model.RL_7.2275
OG0010370	Np002G091090	evm.model.RL_3.1152.4.687c84bb
OG0010372	Np002G089700	evm.model.RL_3.1204
OG0010373	Np002G090370	evm.model.RL_3.1172
OG0010374	Np002G088880	evm.model.RL_3.1243
OG0010375	Np002G088830	evm.model.RL_3.1249
OG0010376	Np002G088340	evm.model.RL_3.1267
OG0010378	Np002G087670	evm.model.RL_3.1286
OG0010379	Np002G087530	evm.model.RL_3.1300
OG0010380	Np002G087400	evm.model.RL_3.1305
OG0010381	Np002G087230	evm.model.RL_3.1320
OG0010382	Np002G085640	evm.model.RL_3.1417
OG0010383	Np002G084160	evm.model.RL_3.1507
OG0010384	Np002G083920	evm.model.RL_3.1528
OG0010385	Np002G083460	evm.model.RL_3.1569
OG0010386	Np002G082790	evm.model.RL_3.1612
OG0010387	Np002G073550	evm.model.RL_3.2228
OG0010388	Np002G073940	evm.model.RL_3.2200
OG0010390	Np002G074710	evm.model.RL_3.2164
OG0010391	Np002G075010	evm.model.RL_3.2144
OG0010392	Np001G053300	evm.model.RL_7.1235
OG0010393	Np002G075300	evm.model.RL_3.2119
OG0010394	Np002G075430	evm.model.RL_3.2112
OG0010395	Np004G235380	evm.model.RL_5.1841
OG0010397	Np002G079660	evm.model.RL_3.1829
OG0010398	Np002G079720	evm.model.RL_3.1827
OG0010399	Np002G080180	evm.model.RL_3.1795
OG0010400	Np002G080230	evm.model.RL_3.1790
OG0010401	Np002G080830	evm.model.RL_3.1771
OG0010402	Np002G081010	evm.model.RL_3.1762
OG0010403	Np002G081120	evm.model.RL_3.1747
OG0010404	Np002G081590	evm.model.RL_3.1707
OG0010405	Np002G081680	evm.model.RL_3.1698
OG0010407	Np002G081690	evm.model.RL_3.1697
OG0010408	Np002G082590	evm.model.RL_3.1628
OG0010409	Np002G072610	evm.model.RL_3.2314
OG0010410	Np002G072200	evm.model.RL_3.2341
OG0010411	Np002G071680	evm.model.RL_3.2371
OG0010412	Np002G071210	evm.model.RL_3.2403
OG0010413	Np002G071140	evm.model.RL_3.2409
OG0010414	Np002G070940	evm.model.RL_3.2428, evm.model.RL_3.1352
OG0010415	Np002G070660	evm.model.RL_3.2455
OG0010416	Np002G070520	evm.model.RL_3.2464
OG0010417	Np003G160320	evm.model.RL_8.1620
OG0010418	Np007G408010	evm.model.RL_1.1218
OG0010419	Np007G407820	evm.model.RL_1.1237
OG0010420	Np007G407260	evm.model.RL_1.1271
OG0010421	Np007G405790	evm.model.RL_1.1355
OG0010422	Np007G405600	evm.model.RL_1.1367
OG0010424	Np007G405470	evm.model.RL_1.1375
OG0010425	Np007G405050	evm.model.RL_1.1401
OG0010426	Np003G148300	evm.model.RL_4.1639
OG0010427	Np007G404470	evm.model.RL_1.1443
OG0010428	Np007G404140, Np007G404080	evm.model.RL_1.1459
OG0010429	Np007G403530	evm.model.RL_1.1480
OG0010430	Np007G402860	evm.model.RL_1.1494
OG0010431	Np007G390710	evm.model.RL_1.1568
OG0010432	Np005G301300	evm.model.RL_2.1150
OG0010433	Np007G392500	evm.model.RL_1.1658
OG0010434	Np007G392780	evm.model.RL_1.1677
OG0010435	Np007G393290	evm.model.RL_1.1705
OG0010436	Np007G394070	evm.model.RL_1.1738
OG0010437	Np001G038880, Np007G394250	evm.model.RL_1.1746
OG0010438	Np007G394300	evm.model.RL_1.1750
OG0010439	Np007G394510	evm.model.RL_1.1762
OG0010440	Np007G394690	evm.model.RL_1.1775
OG0010441	Np007G395040	evm.model.RL_1.1791
OG0010442	Np007G395260	evm.model.RL_1.1803
OG0010443	Np007G395370	evm.model.RL_1.1806
OG0010444	Np007G395580	evm.model.RL_1.1814
OG0010445	Np004G198140	evm.model.RL_5.2075
OG0010446	Np007G396960	evm.model.RL_1.1870
OG0010447	Np007G397020	evm.model.RL_1.1872
OG0010448	Np007G397570	evm.model.RL_1.1898, evm.model.RL_1.1894
OG0010449	Np007G397580	evm.model.RL_1.1899
OG0010450	Np004G196720, Np007G398300	evm.model.RL_5.2004.3.687c88b8
OG0010451	Np007G398850	evm.model.RL_1.1933
OG0010452	Np007G398890	evm.model.RL_1.1935
OG0010453	Np007G398920	evm.model.RL_1.1936
OG0010454	Np007G399150	evm.model.RL_1.1942
OG0010455	Np007G399160	evm.model.RL_1.1943
OG0010456	Np007G400200	evm.model.RL_1.1963
OG0010457	Np012G436880, Np011G436200	evm.model.RL_1.1974
OG0010459	Np007G380330	evm.model.RL_1.1989
OG0010460	Np007G380810	evm.model.RL_1.2028.2.687c87ee
OG0010461	Np007G381520	evm.model.RL_1.2068
OG0010462	Np007G382050	evm.model.RL_1.2100
OG0010463	Np007G382340, Np007G382280	evm.model.RL_1.2108
OG0010464	Np007G382390	evm.model.RL_1.2112
OG0010465	Np007G382590	evm.model.RL_1.2118
OG0010466	Np007G383590	evm.model.RL_1.2174
OG0010467	Np007G386820	evm.model.RL_1.2329
OG0010468	Np007G383890	evm.model.RL_1.2188
OG0010469	Np007G383910	evm.model.RL_1.2190
OG0010470	Np007G383980	evm.model.RL_1.2196
OG0010471	Np007G384110	evm.model.RL_1.2210
OG0010472	Np007G384310	evm.model.RL_1.2220
OG0010473	Np007G384790	evm.model.RL_1.2250
OG0010474	Np007G385690	evm.model.RL_1.2293
OG0010475	Np007G385880	evm.model.RL_1.2298
OG0010476	Np007G386830	evm.model.RL_1.2330
OG0010477	Np007G388120	evm.model.RL_1.2431
OG0010478	Np007G389950	evm.model.RL_1.2580
OG0010479	Np007G379040	evm.model.RL_1.2706
OG0010480	Np007G378150	evm.model.RL_1.2763
OG0010481	Np007G377730	evm.model.RL_1.2788
OG0010483	Np007G377370	evm.model.RL_1.2820
OG0010484	Np007G376620	evm.model.RL_1.2866
OG0010485	Np007G376600	evm.model.RL_1.2868
OG0010486	Np007G376440	evm.model.RL_1.2880
OG0010487	Np007G376130	evm.model.RL_1.2905
OG0010488	Np007G374590	evm.model.RL_1.3021
OG0010490	Np007G373240	evm.model.RL_1.3137
OG0010491	Np007G373030	evm.model.RL_1.3146_evm.model.RL_1.3147
OG0010492	Np007G372850	evm.model.RL_1.3154
OG0010495	Np005G275700	evm.model.RL_2.2415
OG0010496	Np007G372380	evm.model.RL_1.3192
OG0010497	Np007G372130	evm.model.RL_1.3210
OG0010498	Np007G371930	evm.model.RL_1.3240
OG0010499	Np007G371900	evm.model.RL_1.3241
OG0010500	Np004G190100	evm.model.RL_5.4012
OG0010501	Np004G190180	evm.model.RL_5.4001_evm.model.RL_5.4002, evm.model.RL_7.2111
OG0010502	Np004G190760	evm.model.RL_5.3950
OG0010503	Np005G307940	evm.model.RL_2.813
OG0010504	Np004G195380	evm.model.RL_5.1909
OG0010505	Np001G053310	evm.model.RL_7.1234
OG0010506	Np004G196220	evm.model.RL_5.1968
OG0010507	Np004G195750	evm.model.RL_5.1937
OG0010508	Np004G196380	evm.model.RL_5.1978
OG0010509	Np004G196620	evm.model.RL_5.1992
OG0010510	Np004G196650	evm.model.RL_5.1999
OG0010511	Np004G196810	evm.model.RL_5.2012
OG0010512	Np004G198120	evm.model.RL_5.2072
OG0010513	Np004G198990	evm.model.RL_5.2134.1.687c88b9
OG0010514	Np004G198580	evm.model.RL_5.2110
OG0010515	Np004G199300	evm.model.RL_5.2154
OG0010516	Np004G199590, Np004G199580	evm.model.RL_5.2172
OG0010517	Np004G199870	evm.model.RL_5.2198, evm.model.RL_5.2201
OG0010520	Np006G341890	evm.model.RL_6.1545
OG0010521	Np006G341940	evm.model.RL_6.1541
OG0010522	Np001G053920	evm.model.RL_7.1186
OG0010523	Np001G053950	evm.model.RL_7.1183
OG0010524	Np001G053970	evm.model.RL_7.1180
OG0010525	Np001G054250	evm.model.RL_7.1161
OG0010526	Np001G054270	evm.model.RL_7.1159
OG0010527	Np001G054580	evm.model.RL_7.1143
OG0010528	Np001G055130	evm.model.RL_7.1097
OG0010529	Np001G055140	evm.model.RL_7.1096
OG0010530	Np003G148120	evm.model.RL_4.1655
OG0010531	Np001G055210	evm.model.RL_7.1092
OG0010532	Np001G055990	evm.model.RL_7.1069
OG0010533	Np001G055630, Np001G055500, Np001G055880	evm.model.RL_7.1079
OG0010535	Np001G056340	evm.model.RL_7.1036
OG0010536	Np001G056400	evm.model.RL_7.1027
OG0010537	Np001G056890	evm.model.RL_7.985
OG0010538	Np001G053750	evm.model.RL_7.1201
OG0010539	Np001G057450	evm.model.RL_7.942
OG0010540	Np001G057770	evm.model.RL_7.912
OG0010541	Np001G058060	evm.model.RL_7.896
OG0010542	Np001G058580	evm.model.RL_7.865
OG0010543	Np001G058630	evm.model.RL_7.864
OG0010544	Np001G058830	evm.model.RL_7.836
OG0010546	Np001G061350	evm.model.RL_7.679
OG0010547	Np001G061340	evm.model.RL_7.678
OG0010548	Np001G061400	evm.model.RL_7.672
OG0010549	Np001G063430	evm.model.RL_7.507.1.687c84b5
OG0010550	Np001G063460	evm.model.RL_7.505
OG0010551	Np001G063670, Np006G334750	evm.model.RL_7.490
OG0010552	Np001G064240	evm.model.RL_7.459
OG0010553	Np001G057440	evm.model.RL_7.943
OG0010554	Np001G064900	evm.model.RL_7.395
OG0010555	Np001G065040	evm.model.RL_7.389
OG0010557	Np001G066350	evm.model.RL_7.305
OG0010558	Np001G066960	evm.model.RL_7.253
OG0010559	Np001G066970	evm.model.RL_7.252
OG0010560	Np001G067090	evm.model.RL_7.239
OG0010562	Np001G067390	evm.model.RL_7.220
OG0010563	Np001G067900	evm.model.RL_7.187
OG0010564	Np001G067960	evm.model.RL_7.180
OG0010565	Np001G067970	evm.model.RL_7.179
OG0010566	Np001G068070	evm.model.RL_7.176
OG0010567	Np001G068800	evm.model.RL_7.112
OG0010568	Np001G069310	evm.model.RL_7.73
OG0010569	Np004G213870	evm.model.RL_5.2888
OG0010570	Np001G069620	evm.model.RL_7.46
OG0010571	Np001G069700	evm.model.RL_7.39
OG0010572	Np004G241070	evm.model.RL_5.1379
OG0010575	Np001G053940	evm.model.RL_7.1184
OG0010576	Np001G057510	evm.model.RL_7.937
OG0010577	Np001G062760	evm.model.RL_7.558
OG0010578	Np006G332360	evm.model.RL_6.2126
OG0010579	Np006G331130	evm.model.RL_6.2197
OG0010580	Np005G273380	evm.model.RL_2.2551
OG0010581	Np005G261400	evm.model.RL_2.3401
OG0010582	Np004G257400	evm.model.RL_5.159.1.687c88aa
OG0010583	Np004G254440	evm.model.RL_5.411
OG0010584	Np004G251770	evm.model.RL_6.476, evm.model.RL_5.618
OG0010585	Np004G251430	evm.model.RL_5.645
OG0010586	Np004G249610, Np004G249620	evm.model.RL_5.814
OG0010587	Np004G246040	evm.model.RL_5.1064
OG0010588	Np004G194310	evm.model.RL_7.471, evm.model.RL_7.469, evm.model.RL_7.467, evm.model.RL_7.443, evm.model.RL_7.439
OG0010589	Np004G232730	evm.model.RL_5.3554
OG0010591	Np002G089030	evm.model.RL_3.1234
OG0010592	Np002G089890	evm.model.RL_3.1193
OG0010593	Np005G264410	evm.model.RL_2.2935
OG0010594	Np001G022560	evm.model.RL_7.2378
OG0010595	Np006G358620	evm.model.RL_6.894
OG0010596	Np007G387130	evm.model.RL_1.2349
OG0010597	Np007G382470	evm.model.RL_1.2117
OG0010598	Np007G392850	evm.model.RL_1.1683
OG0010599	Np007G405810	evm.model.RL_1.1353
OG0010601	Np007G408660	evm.model.RL_1.1170
OG0010602	Np007G408870	evm.model.RL_1.1155.2.687c87ec
OG0010603	Np007G413450	evm.model.RL_1.848
OG0010604	Np007G412290, Np007G413880	evm.model.RL_1.809
OG0010605	Np007G415860	evm.model.RL_1.662
OG0010608	Np003G129870	evm.model.RL_4.3030
OG0010609	Np003G132050	evm.model.RL_4.2894
OG0010611	Np006G369600	evm.model.RL_6.96
OG0010612	Np004G206600, Np004G206570, Np004G206640	evm.model.RL_5.2613
OG0010613	Np005G290470, Np005G302680	evm.model.RL_3.1037, evm.model.RL_2.1457, evm.model.RL_3.1036
OG0010614	Np005G291160	evm.model.RL_2.1428, evm.model.RL_2.1425
OG0010615	Np005G294890	evm.model.RL_2.1296
OG0010616	Np004G213150	evm.model.RL_5.2923
OG0010617	Np006G357500	evm.model.RL_6.1378
OG0010618	Np003G135310, Np001G005290	evm.model.RL_4.2664
OG0010620	Np003G141820	evm.model.RL_4.829, evm.model.RL_5.1751
OG0010621	Np003G140730	evm.model.RL_4.2239
OG0010622	Np003G142270	evm.model.RL_5.2634
OG0010623	Np001G015610	evm.model.RL_4.984
OG0010624	Np005G274940, Np005G274980	evm.model.RL_2.2475
OG0010625	Np001G043650	evm.model.RL_7.1973
OG0010626	Np003G150300	evm.model.RL_4.1492
OG0010628	Np001G013490	evm.model.RL_4.1164
OG0010629	Np001G011910	evm.model.RL_4.1266
OG0010630	Np001G007500	evm.model.RL_8.2307
OG0010632	Np004G244930, Np004G243070	evm.model.RL_5.1226
OG0010634	Np004G199100, Np004G205870, Np004G202620	evm.model.RL_5.2334
OG0010636	Np003G157690	evm.model.RL_7.687
OG0010637	Np004G195800	evm.model.RL_5.1943
OG0010638	Np002G081430	evm.model.RL_3.1719
OG0010644	Np001G015900	evm.model.RL_4.956
OG0010645	Np005G295870	evm.model.RL_3.992, evm.model.RL_2.1279
OG0010660	Np005G276720	evm.model.RL_2.2333
OG0010661	Np005G276580	evm.model.RL_2.2345
OG0010662	Np005G276160	evm.model.RL_2.2377
OG0010663	Np005G275220	evm.model.RL_2.2458
OG0010664	Np005G273550, Np005G273530	evm.model.RL_2.2544
OG0010665	Np005G272870	evm.model.RL_2.2582
OG0010666	Np005G260020	evm.model.RL_2.3501
OG0010667	Np005G272420	evm.model.RL_2.2612
OG0010668	Np005G272180	evm.model.RL_2.2633
OG0010669	Np005G271750	evm.model.RL_2.2660
OG0010670	Np005G271370	evm.model.RL_2.2689
OG0010671	Np005G270800	evm.model.RL_2.2724
OG0010672	Np005G270030	evm.model.RL_2.2773
OG0010673	Np005G262780	evm.model.RL_2.2789
OG0010674	Np005G263320	evm.model.RL_2.2834
OG0010675	Np005G263180	evm.model.RL_2.2822
OG0010676	Np003G150270	evm.model.RL_4.1495
OG0010677	Np005G264110	evm.model.RL_2.2904
OG0010678	Np006G337010	evm.model.RL_6.1827
OG0010679	Np005G264450	evm.model.RL_2.2939
OG0010680	Np005G264290	evm.model.RL_2.2922
OG0010681	Np005G264720	evm.model.RL_2.2964
OG0010682	Np002G092110	evm.model.RL_3.1109
OG0010683	Np005G265520	evm.model.RL_2.3011
OG0010684	Np005G266020	evm.model.RL_2.3044
OG0010685	Np003G140650	evm.model.RL_4.2247
OG0010686	Np004G216670, Np004G216780	evm.model.RL_5.2786
OG0010687	Np004G217910	evm.model.RL_5.2753
OG0010688	Np005G296130	evm.model.RL_2.1265
OG0010689	Np002G090520	evm.model.RL_2.1262
OG0010690	Np005G296270	evm.model.RL_2.1258
OG0010691	Np005G299390	evm.model.RL_2.1214
OG0010692	Np005G299480	evm.model.RL_2.1207
OG0010694	Np005G299760	evm.model.RL_2.1199
OG0010695	Np005G300150	evm.model.RL_2.1192
OG0010696	Np005G300190	evm.model.RL_2.1188
OG0010697	Np002G107490	evm.model.RL_3.703
OG0010698	Np001G060690	evm.model.RL_7.718
OG0010699	Np002G107700	evm.model.RL_3.700.2.687c84ba
OG0010701	Np002G111730	evm.model.RL_3.275, evm.model.RL_2.762, evm.model.RL_3.636
OG0010702	Np002G112900	evm.model.RL_3.591
OG0010703	Np002G113140	evm.model.RL_3.573
OG0010704	Np002G113600	evm.model.RL_3.559
OG0010705	Np002G114680	evm.model.RL_3.524
OG0010706	Np002G114430	evm.model.RL_3.534
OG0010707	Np002G114970, Np005G301650	evm.model.RL_3.505
OG0010708	Np002G115030	evm.model.RL_3.500
OG0010709	Np002G115170, Np002G115190	evm.model.RL_3.496
OG0010710	Np002G115370	evm.model.RL_3.489
OG0010712	Np002G115690	evm.model.RL_3.481
OG0010713	Np002G115710	evm.model.RL_3.479
OG0010714	Np002G115900, Np002G115850	evm.model.RL_3.468
OG0010716	Np002G116450	evm.model.RL_3.431
OG0010717	Np002G117290	evm.model.RL_3.414, evm.model.RL_3.418
OG0010718	Np002G117750	evm.model.RL_3.356
OG0010719	Np002G118550	evm.model.RL_3.323
OG0010720	Np002G118710	evm.model.RL_3.312
OG0010721	Np002G118900	evm.model.RL_3.293
OG0010722	Np001G029790	evm.model.RL_7.2663
OG0010723	Np001G026620	evm.model.RL_7.2723
OG0010724	Np001G026020	evm.model.RL_7.2602
OG0010725	Np001G025520	evm.model.RL_7.2591
OG0010726	Np001G025420	evm.model.RL_7.2586
OG0010727	Np001G025300	evm.model.RL_7.2580
OG0010728	Np001G025200	evm.model.RL_7.2574, evm.model.RL_7.2575
OG0010729	Np001G025130	evm.model.RL_7.2567
OG0010730	Np001G024660	evm.model.RL_7.2522
OG0010731	Np001G023590	evm.model.RL_8.848.1.687c8558, evm.model.RL_7.2455
OG0010732	Np004G243710	evm.model.RL_5.1190
OG0010733	Np001G023060	evm.model.RL_7.2417
OG0010734	Np004G244150	evm.model.RL_5.1173
OG0010736	Np001G022800	evm.model.RL_7.2395
OG0010737	Np001G022630	evm.model.RL_7.2386
OG0010738	Np001G020620	evm.model.RL_7.2257
OG0010739	Np001G020560	evm.model.RL_7.2254
OG0010740	Np001G020170	evm.model.RL_7.2219
OG0010741	Np001G019980	evm.model.RL_7.2207
OG0010742	Np001G018620	evm.model.RL_7.2068
OG0010743	Np002G101410, Np002G094440	evm.model.RL_3.1033
OG0010744	Np002G098510	evm.model.RL_3.926
OG0010745	Np002G101220	evm.model.RL_3.881
OG0010746	Np007G420870	evm.model.RL_1.342
OG0010747	Np005G309430	evm.model.RL_2.661
OG0010748	Np002G124810	evm.model.RL_3.7
OG0010749	Np002G123240	evm.model.RL_3.9
OG0010750	Np002G124650	evm.model.RL_3.19
OG0010751	Np002G124300	evm.model.RL_3.37
OG0010752	Np002G124290	evm.model.RL_3.38
OG0010754	Np002G123850	evm.model.RL_3.66
OG0010755	Np002G123410	evm.model.RL_3.93
