Orthogroup	Noccaea_praecox	Brassica_napus
OG0004738	Np007G395060	XP_013681374.1, XP_013736466.1, XP_013687999.1, XP_013675180.2, XP_013749371.2, XP_048635590.1, XP_013746004.1
OG0004739	Np007G395390	XP_013736461.1, XP_013676581.1, XP_013744124.1, XP_048635574.1, XP_048630759.1, XP_022569675.1, XP_013694026.2
OG0004740	Np007G397770	XP_048632481.1, XP_022555309.1, XP_013648085.1, XP_013641014.1, XP_048628654.1, XP_013725083.2, XP_048612885.1
OG0004741	Np007G381480	XP_013670252.1, XP_013674687.1, XP_048632509.1
OG0004742	Np007G383300	XP_013751615.2, XP_013728073.2
OG0004743	Np007G383420	XP_013749196.2, XP_048627834.1, XP_013720965.1
OG0004744	Np007G384280	XP_013651506.1, XP_013717752.2, XP_022573395.1
OG0004745	Np007G384620	XP_013710915.1, XP_013651489.1, XP_022561087.1, XP_013696210.2, XP_013705960.1
OG0004746	Np007G385920	XP_013730368.2, XP_013724459.1, XP_048618199.1, XP_013747724.3, XP_013712117.1, XP_048632543.1
OG0004748	Np007G397420, Np002G081050	XP_048618197.1
OG0004749	Np007G377170	XP_013655841.2, XP_048595560.1
OG0004750	Np007G373320	XP_013664654.1, XP_013707570.1, XP_013732748.1, XP_013677907.1, XP_013648056.2
OG0004751	Np007G372150	XP_013682628.1, XP_013652706.2, XP_013664263.2, XP_048621070.1, XP_013742407.2
OG0004752	Np004G190600	XP_048629835.1, XP_048607466.1, XP_048629836.1, XP_013709094.2, XP_048616697.1
OG0004753	Np005G318650, Np004G192560	XP_022554112.1, XP_022557096.2, XP_022554361.1, XP_022545444.1, XP_022576191.1, XP_048630266.1
OG0004754	Np004G196630, Np004G196920	XP_048634891.1, XP_013711704.2
OG0004755	Np004G197060	XP_013720650.1, XP_013720647.1, XP_013646411.2, XP_013646410.2
OG0004756	Np004G199200	XP_048635565.1, XP_048636319.1, XP_013671933.1, XP_022576266.2, XP_048616340.1
OG0004757	Np005G298840	XP_013648052.1, XP_048601661.1
OG0004757	Np007G385020	XP_048601657.1, XP_022575892.1
OG0004758	Np001G024900	XP_013687342.2, XP_013712794.1, XP_048600100.1, XP_013644030.1, XP_013678384.2, XP_048637221.1
OG0004759	Np001G057280	XP_048597095.1, XP_013711575.1, XP_013652161.2, XP_048616592.1
OG0004760	Np001G053340	XP_048620503.1, XP_048597014.1, XP_013644393.2, XP_048631791.1, XP_013745603.2, XP_048627773.1
OG0004761	Np001G053390	XP_013734396.1, XP_013644395.1, XP_013663037.1, XP_013662939.1, XP_048618595.1, XP_013741286.2, XP_013672461.1
OG0004762	Np006G362370, Np006G362380	XP_048597374.1, XP_013711328.1
OG0004763	Np001G059380	XP_048597123.1, XP_013655899.2, XP_013684569.2, XP_013647995.2, XP_013742348.1, XP_013725152.1
OG0004764	Np001G060210	XP_022544645.1, XP_048616798.1, XP_013698859.1, XP_022574510.1, XP_013696792.1, XP_022547544.2, XP_022563830.1
OG0004765	Np001G059730, Np001G060830	XP_013700910.2, XP_013663405.2, XP_013663314.2, XP_013742198.2, XP_048609708.1
OG0004766	Np001G061280	XP_048616819.1, XP_013742996.1, XP_022556663.1, XP_013742210.2, XP_048620682.1, XP_013663389.2
OG0004767	Np001G062020	XP_013648399.2, XP_013748973.1, XP_048620711.1, XP_013742169.1, XP_022556648.1
OG0004768	Np001G062450	XP_013675407.2, XP_013672103.2
OG0004769	Np001G062660	XP_013678352.1, XP_013686176.1, XP_013728423.1, XP_013648386.1, XP_013663544.1, XP_013672804.1
OG0004770	Np001G013690	XP_013643995.1, XP_013643781.2
OG0004772	Np005G298870	XP_013737703.1, XP_048595037.1, XP_013696696.1, XP_013741301.1, XP_013733727.1, XP_013731309.1
OG0004773	Np001G037850	XP_013701872.1, XP_048618299.1, XP_013743748.1
OG0004774	Np023G439560, Np019G438900	YP_005089960.1
OG0004774	Np034G440350, Np038G440660	XP_048626095.1
OG0004775	Np002G074390, Np001G015320	XP_048616881.1, XP_048591702.1
OG0004776	Np004G249310	XP_013716158.2, XP_013712744.2, XP_013657717.1, XP_013750843.1, XP_013640974.2, XP_013696377.1
OG0004777	Np004G246350, Np004G246360	XP_048621308.1, XP_048621312.1, XP_013732200.1
OG0004779	Np007G376300	XP_013646743.1, XP_013655859.1, XP_048632640.1, XP_048605544.1
OG0004780	Np007G385600	XP_013651475.1, XP_013705838.2
OG0004781	Np007G397790	XP_022555310.1, XP_022572242.2, XP_013640992.1, XP_013693035.2, XP_048628656.1, XP_013725102.2, XP_013721349.2
OG0004782	Np007G410390	XP_013732094.2, XP_013719123.1, XP_013640165.2, XP_022558780.1
OG0004783	Np003G133030	XP_013715726.2
OG0004786	Np003G152000	XP_013656727.1, XP_013711845.2, XP_048623274.1, XP_048598132.1, XP_013715986.2
OG0004789	Np004G199720	XP_048616482.1, XP_048616487.1, XP_048616477.1, XP_048616481.1, XP_048616488.1, XP_048637976.1
OG0004790	Np003G140120, Np003G140220, Np003G140230	XP_013719857.1, XP_013719856.1, XP_048630647.1, XP_013719424.1, XP_022570103.1, XP_013698634.2, XP_013740606.1, XP_022553959.1, XP_048591915.1
OG0004791	Np006G348380, Np006G354590	XP_048609963.1, XP_013730872.2, XP_048610242.1, XP_013752403.1, XP_013740408.1, XP_013740469.1
OG0004801	Np005G276610	XP_048593679.1, XP_013712201.3, XP_013671683.2, XP_013750492.2, XP_013707017.1, XP_013692195.2
OG0004802	Np005G276600	XP_013654917.2, XP_013708494.2, XP_013691062.2, XP_013671773.1, XP_013671686.1
OG0004803	Np005G276550	XP_013703850.2, XP_013687538.2, XP_013671689.1, XP_013750581.2
OG0004804	Np005G276410	XP_048637849.1, XP_013734803.1, XP_048593677.1, XP_013708297.1, XP_013738235.1, XP_013707357.2
OG0004805	Np005G275500	XP_013678726.2, XP_013656344.1, XP_048620446.1, XP_048619161.1, XP_048637543.1, XP_013670832.1
OG0004806	Np005G274140	XP_048606446.1, XP_048594495.1, XP_048637068.1, XP_013697111.2, XP_013707135.2, XP_048620636.1
OG0004807	Np005G272830	XP_013690852.2, XP_048601261.1, XP_048621428.1, XP_013706723.2, XP_048594484.1, XP_048606429.1
OG0004808	Np005G271360	XP_013716792.1, XP_013664160.1, XP_022551808.2, XP_022569384.2
OG0004809	Np005G271260	XP_013680155.2, XP_013746795.2, XP_013666918.1, XP_013670736.2, XP_048621714.1, XP_048619252.1
OG0004810	Np001G016230	XP_022568442.1, XP_022547395.2
OG0004811	Np005G262950	XP_013719584.1, XP_013705877.2
OG0004812	Np005G262770	XP_022552027.2, XP_048601157.1, XP_013733085.2, XP_048594842.1, XP_048621932.1, XP_022562820.1
OG0004813	Np005G263160	XP_013664255.1, XP_013666544.1, XP_013719532.1, XP_013705314.2, XP_013700790.2, XP_013730330.1
OG0004814	Np005G264390	XP_013735238.1, XP_013692410.1, XP_048594811.1, XP_048606344.1, XP_048619301.1, XP_013738399.1
OG0004815	Np005G265300	XP_013656169.2, XP_013724976.1, XP_022561133.1, XP_013666771.1
OG0004817	Np005G298910	XP_013739642.2
OG0004818	Np005G299230	XP_013705351.1, XP_013741338.1
OG0004819	Np005G300000	XP_013741346.1, XP_013705319.2, XP_048594620.1, XP_013710182.1, XP_048628847.1, XP_048625439.1, XP_013690563.1
OG0004821	Np004G250230	XP_013641031.2, XP_013711593.2
OG0004822	Np002G117910	XP_013686618.2, XP_013718749.1
OG0004823	Np002G118130	XP_048612089.1, XP_048618457.1, XP_048592267.1, XP_013672342.1, XP_013717305.2, XP_013726590.1
OG0004824	Np001G028150	XP_022543706.2, XP_013644865.1
OG0004825	Np001G027920	XP_013684309.1, XP_013677306.2, XP_048637307.1, XP_013644874.2
OG0004826	Np001G025850	XP_013724694.1, XP_013691916.1, XP_013703714.1, XP_013659006.2, XP_013703733.1, XP_013703734.2
OG0004827	Np001G023080	XP_022552778.1, XP_013697312.1, XP_013677398.2, XP_013644832.2, XP_013714395.1, XP_013712141.1
OG0004828	Np006G365620	XP_022555851.2
OG0004829	Np001G022240	XP_013644717.2, XP_048591362.1, XP_013698480.1, XP_022551290.1, XP_013710212.2, XP_013654598.2
OG0004830	Np005G318110	XP_048612207.1, XP_013717080.1, XP_048633442.1, XP_013708363.1
OG0004831	Np001G020860	XP_013725053.1, XP_013695591.1
OG0004832	Np001G020550	XP_048625580.1, XP_013725057.1
OG0004833	Np001G019150	XP_013706888.1, XP_048627516.1, XP_048630509.1, XP_013675167.2, XP_048623030.1, XP_048595276.1
OG0004834	Np001G019110	XP_013695728.1, XP_048595277.1, XP_013730884.1, XP_013666602.2, XP_013675165.1, XP_013706887.1, XP_013644506.2
OG0004835	Np001G018940	XP_013644493.2, XP_013706776.2
OG0004836	Np001G018850	XP_013644485.2, XP_013666589.1, XP_048627511.1, XP_048601024.1, XP_013677606.2, XP_013700228.1
OG0004837	Np001G018590	XP_013644474.2, XP_013707324.1, XP_022547387.2, XP_013696279.2, XP_048595282.1, XP_048625597.1, XP_048601151.1
OG0004838	Np001G018390	XP_013725227.1, XP_013693143.1, XP_013693864.2, XP_013660790.2, XP_048618132.1, NP_001303075.1
OG0004839	Np001G018380	XP_013698310.1, XP_013725223.1, XP_013706865.2, XP_048591267.1
OG0004840	Np002G094710	XP_048616731.1, XP_048591922.1
OG0004841	Np002G123130	XP_048615518.1, XP_048630130.1, XP_048630129.1, XP_013641181.3, XP_048609763.1
OG0004842	Np002G121220	XP_013726455.1, XP_048595727.1
OG0004843	Np004G245810	XP_048594195.1, XP_013677883.1, XP_013689817.2, XP_013671768.2
OG0004844	Np006G330430	XP_013740569.2, XP_022553826.2, XP_048612703.1, XP_013727365.1, XP_013690646.2, XP_013752086.2, XP_013690741.1
OG0004845	Np007G413480	XP_022553894.2, XP_022559481.1, XP_013750358.3, XP_022545220.2, XP_048600740.1
OG0004846	Np007G411970	XP_022561139.1, XP_048635955.1
OG0004846	Np003G128730	XP_048633535.1
OG0004847	Np007G411710	XP_013681029.1, XP_013651940.2, XP_013674812.1, XP_013646413.1, XP_013672780.3, XP_013750313.3
OG0004848	Np007G410210	XP_048608206.1, XP_013747585.1, XP_013644761.1, XP_022572049.1, XP_022575501.2, XP_013750081.1
OG0004849	Np007G409130	XP_013731751.1, XP_013749959.1, XP_013714736.1, XP_013696604.1, XP_048605987.1, XP_048632346.1
OG0004850	Np003G184340	XP_013640531.1, XP_013683311.2, XP_013671080.1, XP_048598180.1, XP_013703034.2, XP_048610460.1
OG0004851	Np003G184420	XP_013671087.2, XP_048624579.1
OG0004852	Np003G167300	XP_048624878.1, XP_013719924.2, XP_013708062.1, XP_013676319.2
OG0004853	Np003G166080	XP_013708431.2, XP_048603499.1, XP_013688706.2, XP_048629953.1
OG0004854	Np003G164980	XP_013690496.1, XP_013733916.1, XP_048624875.1, XP_022571518.2, XP_013715459.1
OG0004855	Np003G164920	XP_013733849.1, XP_013733918.1, XP_013713829.1, XP_048610012.1, XP_013680498.2
OG0004857	Np003G161750	XP_013674745.2, XP_013715126.2, XP_013738925.1, XP_013727345.3, XP_022570893.1
OG0004858	Np003G163380	XP_048607475.1, XP_013661468.1, XP_013666740.1, XP_013686484.1, XP_013733656.1, XP_013640706.1
OG0004859	Np005G280010, Np005G278510	XP_048619109.1, XP_013738134.1, XP_048598601.1
OG0004860	Np003G156620	XP_013714301.2, XP_013670450.2
OG0004861	Np003G155420	XP_013713816.2, XP_013727657.1, XP_048603040.1, XP_048603039.1, XP_048606718.1
OG0004862	Np003G154980	XP_013667115.2, XP_048624802.1, XP_048603027.1, XP_048628566.1, XP_013731941.1, XP_013722249.2
OG0004863	Np003G140060	XP_013712669.2, XP_013705758.1, XP_022549288.1, XP_048625186.1, XP_013752414.1, XP_013728196.2
OG0004864	Np003G139950	XP_013752363.1, XP_048625887.1, XP_022549295.1, XP_013667950.1, XP_013705478.2, XP_013679537.1
OG0004865	Np003G139890	XP_048625868.1, XP_013728186.2, XP_013707659.1, XP_048603992.1, NP_001302664.1, XP_013667953.1
OG0004866	Np003G139840	XP_013679512.1, XP_013705953.2, XP_013666095.1, XP_013667955.1, XP_013674592.1, XP_013728216.1
OG0004867	Np003G138060	XP_013740123.2, XP_022551065.2, XP_048602728.1, XP_048627451.1, XP_048603684.1, XP_013712485.1, XP_013668070.2, XP_048625239.1
OG0004868	Np003G142490	XP_048602337.1, XP_013662346.1, XP_013728278.1, XP_013728899.1, XP_013667777.2, XP_013720861.1
OG0004869	Np003G137580	XP_013668098.2, XP_013712389.1, XP_013726307.2, XP_013659456.2
OG0004870	Np003G136840	XP_013678789.2, XP_048602759.1, XP_013680265.1, XP_013731638.1, XP_048598382.1
OG0004871	Np003G136270	XP_013722961.2, XP_013715666.2, XP_048627674.1, XP_048627785.1, XP_013726697.2
OG0004872	Np003G135530, Np003G135610	XP_022551056.2, XP_013690839.1, XP_013680318.1, XP_013726884.1, XP_013737482.2, XP_013715450.2
OG0004873	Np005G294530	XP_013741331.3, XP_048632786.1, XP_013655954.1, XP_013738321.1, XP_048601396.1, XP_013674892.2
OG0004874	Np001G034650	XP_013706337.1, XP_013696675.1
OG0004875	Np005G292360	NP_001302576.1, XP_013726857.1
OG0004876	Np001G035700	XP_048596619.1, XP_013662893.1, XP_013707555.1, XP_013706889.2, XP_013697811.2
OG0004877	Np005G290790	XP_013719428.1, XP_013726755.1
OG0004878	Np005G290760	XP_048638499.1, XP_013719433.1, XP_048626766.1, XP_013698830.1, XP_022545643.2, XP_022562730.1, XP_048630040.1, NP_001302926.1
OG0004879	Np005G289860	XP_013743592.1, XP_013695196.2, XP_048632844.1, XP_013680201.2, XP_048607329.1, XP_048590781.1, XP_048601473.1
OG0004880	Np006G334760, Np005G288740	XP_013733856.1, XP_048601490.1, XP_013737511.1, XP_013717499.2, XP_048629245.1
OG0004881	Np005G288490	XP_013737519.3, XP_013717474.1, XP_048627631.1, XP_048607351.1, XP_013685676.2, XP_022573826.1, XP_048595907.1, XP_013672012.1
OG0004882	Np005G288110	XP_013659527.1, XP_013681490.1, XP_022568670.2, XP_048601511.1
OG0004883	Np005G287480	XP_048594732.1, XP_022555817.2, XP_013737537.2, XP_013717275.1, XP_013717481.1
OG0004884	Np005G288040	XP_022555809.2, XP_013730011.1
OG0004885	Np003G147390, Np003G147400	XP_048599101.1, XP_013667368.2, XP_013663202.1
OG0004886	Np005G286580	XP_048622802.1, XP_013696504.2, XP_013717296.2
OG0004887	Np005G286450	XP_048618962.1, XP_013717308.2, XP_048599586.1, XP_013664736.1, XP_013642969.1
OG0004888	Np005G285470	XP_013656118.2, XP_022550495.2, XP_048618589.1, XP_048596690.1, XP_013733994.2
OG0004889	Np005G284590	XP_022572578.2, XP_013737595.1, XP_048596920.1, XP_013669875.1, XP_013701920.1, XP_013663878.1
OG0004890	Np005G283510	XP_013693098.1, XP_013738508.1, XP_013694138.1, XP_013737669.2
OG0004891	Np005G283120	XP_013740729.1, XP_013705128.2, XP_013708398.1, XP_013671481.2
OG0004892	Np005G282860	XP_048597355.1, XP_013669926.2
OG0004892	Np005G282840	XP_022572162.2
OG0004893	Np004G202450, Np004G202420	XP_013646163.2, XP_048598036.1, XP_013645984.1
OG0004894	Np004G200870	XP_013697973.1, XP_013666818.2, XP_048593578.1, XP_048621776.1, XP_022566741.1, XP_048637037.1, XP_048628951.1
OG0004895	Np004G210720	XP_013653236.1, XP_013685413.1, XP_013658454.2, XP_048612826.1, XP_013656967.1, XP_013685314.1
OG0004896	Np004G210980	XP_048612836.1, XP_048596448.1, XP_013651550.2, XP_048618386.1, XP_013655369.1, XP_022553567.2
OG0004897	Np004G211120	XP_013655110.1, XP_013701224.1, XP_013651553.1, XP_013691464.1, XP_013714115.1, XP_048627707.1, XP_013675176.1
OG0004898	Np004G213550	XP_013662478.2, XP_013667651.1, XP_048593863.1
OG0004900	Np005G268430	XP_013705721.1, XP_013639951.1, XP_013665374.1, XP_048601003.1
OG0004901	Np005G269470	XP_013703234.1, XP_048600966.1, XP_013688077.1
OG0004901	Np005G269480	XP_048602053.1
OG0004902	Np005G269720	XP_013703638.2, NP_001303003.1, XP_022555730.1, NP_001302734.1, XP_013723027.2, XP_013728759.1
OG0004903	Np006G368850	XP_013743615.2, XP_013725563.1, XP_013664140.2, XP_013708099.1
OG0004904	Np005G260220	XP_013731879.1, XP_013703467.1
OG0004905	Np006G340730	XP_048634440.1, XP_022574582.2
OG0004906	Np003G184180, Np003G184300	XP_022553862.1, XP_022573324.1
OG0004906	Np001G032820	XP_022543715.1, XP_048636150.1
OG0004907	Np003G184890	XP_013702772.1, XP_013698620.2, XP_013705910.2, XP_013735457.2
OG0004908	Np001G039160	XP_013661709.1, XP_013681654.2, XP_013659409.1, XP_013687052.1
OG0004909	Np001G037370	XP_048623713.1, XP_013723605.2
OG0004910	Np001G036440	XP_013677927.2
OG0004911	Np001G036490, Np001G036530	XP_013732772.1, XP_013677167.1, XP_013677928.2, XP_013732787.1
OG0004912	Np001G034250	XP_013743288.1, XP_013661935.1, XP_013695846.1, XP_013677227.1, XP_013698316.2, XP_013707414.1
OG0004913	Np001G032040	XP_013714854.1, XP_013728358.1, XP_013716022.2, XP_013697050.2, XP_013707380.1, XP_013693107.2
OG0004915	Np001G031790	XP_013728336.1, XP_013713826.1, XP_013695370.1, XP_013703172.1, XP_013696843.2, XP_013716065.1
OG0004916	Np005G307900	XP_013724213.2, XP_013746667.1
OG0004916	Np007G387770	XP_013727278.1, XP_048619522.1
OG0004917	Np005G304790	XP_013709914.2, XP_048594580.1
OG0004918	Np004G233480	XP_048637294.1, XP_013701003.2, XP_048637295.1
OG0004919	Np005G297520, Np005G319020	XP_022551917.1, XP_013731598.1, XP_013743360.2, XP_013702723.2, XP_013647806.2
OG0004920	Np001G002430	XP_013643302.2, XP_013740998.1
OG0004921	Np001G069400, Np006G320630	XP_022569405.2, XP_048609798.1
OG0004922	Np001G068940	XP_013749434.2, XP_013663971.2, XP_013648516.1, XP_013697932.1
OG0004923	Np006G323100	XP_013675459.1, XP_048611277.1, XP_013692469.1, XP_013747884.1
OG0004924	Np007G401970, Np007G401660	XP_013688245.1, XP_013675461.2, XP_013734836.2, XP_048608662.1, XP_013725810.1
OG0004925	Np001G067300	XP_013708013.1, XP_013712645.2, XP_013690420.2, XP_013741920.1, XP_013729016.1, XP_048591634.1
OG0004926	Np006G323380	XP_013690569.2, XP_013640024.1, XP_022550814.2, XP_013725826.2, XP_013748095.1, XP_013748208.1, XP_013734833.2
OG0004927	Np006G323650	XP_013748122.1, XP_013748225.2, XP_022571766.1, XP_013725790.1, XP_013688271.2, XP_013749665.1
OG0004928	Np006G323730	XP_013688276.1, XP_013749660.1, XP_013748129.1, XP_048631807.1, XP_013725845.1, XP_013692701.1
OG0004929	Np006G325320	XP_013692811.1, XP_013752142.1, XP_013665714.1, XP_013690519.1, XP_013740642.2, XP_013680871.2
OG0004931	Np006G327520	XP_013730819.2, XP_013717319.1, XP_048631760.1, XP_022554865.2
OG0004932	Np006G327620	XP_013670411.1, NP_001303030.1, XP_048631754.1, XP_013683788.1, XP_013688681.1, XP_048634698.1
OG0004933	Np006G328610	XP_013640251.1, XP_013681149.2, XP_013724346.1
OG0004934	Np006G328860	XP_048611187.1, XP_048634686.1, XP_048609283.1, XP_048636333.1
OG0004935	Np005G280370	XP_022562542.2, XP_048619607.1
OG0004936	Np003G126600	XP_013740090.2, XP_013725217.2, XP_048628902.1, XP_048628907.1, XP_013729822.1
OG0004937	Np003G127810	XP_013721473.1, XP_013724866.2, XP_022553406.1, XP_013721467.2, XP_013666186.2
OG0004938	Np006G325600, Np003G128280	XP_048611242.1, XP_013725407.1
OG0004939	Np003G128590	XP_022554182.2, XP_013724663.2, XP_048624813.1, XP_013668389.1
OG0004940	Np003G148430	XP_013736385.2, XP_013681969.2, XP_013730960.2, XP_013675987.1, XP_013721993.2
OG0004941	Np003G148010	XP_048608060.1, XP_013730826.1, XP_013646278.1, XP_013741047.1, XP_048599076.1, XP_013741048.1
OG0004942	Np003G148880	XP_013740247.2, XP_048608075.1, XP_048602462.1, XP_013665901.1, XP_022561513.2
OG0004943	Np003G149200	XP_013682269.1, XP_048627766.1, XP_013671937.2, XP_013667256.1, XP_013721883.1
OG0004944	Np003G149900	XP_013712914.2
OG0004945	Np003G150370	XP_013682223.1, XP_013715810.2, XP_013734951.1, XP_013723522.2, XP_013667200.2, XP_013680083.3
OG0004946	Np003G151070	XP_048605873.1, XP_048602527.1, XP_013705633.2, XP_013713503.2, XP_013665870.2, XP_013713483.1, XP_048599001.1
OG0004947	Np003G176290	XP_013710560.3, XP_013710513.3, XP_048600670.1, XP_048602931.1, XP_048631954.1, XP_013732023.1
OG0004948	Np003G152260	XP_013715799.2, XP_013682138.1, XP_013681116.2, XP_013642465.2, XP_048623263.1
OG0004949	Np003G153150	XP_013716685.2, XP_013740294.1, XP_013680582.2, XP_013682393.2, XP_048606296.1
OG0004950	Np003G153280	XP_013716579.1, XP_013719068.1, XP_013682449.1, XP_013712798.2, XP_013740292.2
OG0004951	Np003G153710	XP_013740281.1, XP_013680587.2, XP_022560707.2, XP_048602856.1
OG0004952	Np001G006370	XP_013642939.2, XP_013718984.1
OG0004953	Np006G322820	XP_022574854.1, XP_013747631.1, XP_013734871.1, XP_013734847.2
OG0004954	Np001G005890	XP_048602880.1, XP_013701327.2, XP_048629734.1, XP_013707533.2, XP_013661222.2
OG0004955	Np001G004310	XP_048630876.1, XP_022552619.2, XP_013678365.1, XP_013643133.2, XP_022555486.1, XP_048595455.1, XP_048631275.1
OG0004956	Np001G003210	XP_013675431.1, XP_048616818.1, XP_013678432.1, XP_013709956.1, XP_013738538.1, XP_022575242.1, XP_013643077.2
OG0004957	Np001G005610, Np001G002900	XP_013643233.2, XP_013733223.2
OG0004958	Np001G002820	XP_013647017.1, XP_013741706.1, XP_013709958.1, XP_013647092.2
OG0004959	Np001G002610	XP_013741705.1, XP_013710046.1, XP_048616882.1, XP_013675477.1, XP_013647091.2, XP_013647109.2
OG0004960	Np001G002240	XP_048617695.1, XP_013722490.1, XP_022553039.1, XP_048595476.1, XP_048623818.1, XP_022552924.2, XP_013643278.2
OG0004961	Np001G002140	XP_013653496.2, XP_048592775.1, XP_013727465.1, XP_013722512.1, XP_048623821.1, XP_022566078.2
OG0004962	Np001G001650	XP_013659246.1, XP_022565346.1, XP_013653586.1, XP_013690422.1, XP_013727469.1, XP_048597011.1
OG0004963	Np001G001060	XP_048614910.1, XP_022562605.2, XP_048603302.1, XP_022568837.1, XP_013659236.1, XP_013688678.1, XP_013645388.2
OG0004964	Np001G052760	XP_013670031.2, XP_013718196.2, XP_022563506.2, XP_022546778.2
OG0004965	Np003G188550	XP_013684343.1, XP_013735315.1, XP_013660551.1, XP_048625482.1
OG0004966	Np001G040430	XP_013705183.2, XP_048595965.1, XP_013714919.1, XP_048626597.1, XP_013706366.1, XP_013707453.1
OG0004967	Np004G256020	XP_048594316.1, XP_013720520.1
OG0004968	Np009G431990, Np006G345220	XP_013752297.1, XP_013744501.1, XP_013671309.1
OG0004969	Np006G357060	XP_048634362.1, XP_013723826.1, XP_013752370.2, XP_013752362.2
OG0004970	Np006G353590, Np006G347190	NP_001303133.1, XP_013708313.2, XP_013722571.1, XP_013643576.2, XP_013733940.1, XP_013683247.1
OG0004971	Np006G353430, Np006G347270	XP_013752422.1, XP_048610261.1
OG0004972	Np006G352580	XP_013683270.1, XP_048630401.1, NP_001302853.1, XP_013643602.2, XP_013749852.2, XP_048630574.1
OG0004973	Np006G350790, Np006G350850	XP_013706975.1, XP_013734941.2, XP_048627412.1, XP_013730371.1, XP_013692264.1
OG0004974	Np008G428320, Np006G350370	XP_013748909.1, XP_048630421.1, XP_013718488.1
OG0004975	Np006G359490	XP_048610471.1, XP_013653882.2, XP_013744162.2, XP_013711794.1, XP_013726741.1, XP_048631852.1
OG0004976	Np006G358670	XP_013743955.2, XP_013696621.2, XP_048608719.1, XP_048631860.1, XP_048610645.1
OG0004977	Np006G361550	XP_013653707.1, XP_013742455.1, XP_048633736.1
OG0004978	Np003G140860	XP_048598281.1, XP_013667873.1, XP_048626014.1, XP_022572671.2, XP_013675032.2
OG0004979	Np007G415680	XP_013736097.2, XP_013648125.2
OG0004980	Np003G125020	XP_013732734.1
OG0004980	Np007G414290	XP_013750465.1, XP_013698381.1
OG0004981	Np007G424510	XP_013735652.2, XP_013684234.1, XP_013729723.2, XP_048632155.1, XP_013750982.1, XP_048614324.1
OG0004982	Np007G422980	XP_048614241.1, XP_013750923.2, XP_048632092.1, XP_013682552.2, XP_013735731.2, XP_048606013.1
OG0004983	Np003G143990	XP_048607963.1, XP_013681552.2, XP_013667519.1, XP_013683058.1
OG0004984	Np003G145380	XP_013728819.1, XP_013676058.2, XP_013683125.2, XP_013722304.1
OG0004985	Np001G014760	XP_013643934.1, XP_048625666.1, XP_048591142.1, XP_022547981.1
OG0004986	Np001G014000	XP_013643980.2, XP_013643805.2, XP_013660844.2, XP_048625685.1, XP_048604000.1, XP_048629326.1, XP_013678159.2
OG0004987	Np003G147280	XP_013730550.2, XP_013667374.1, XP_013663204.1
OG0004988	Np007G417340	XP_048632254.1, XP_013681871.2, XP_013725467.2, XP_013677335.1, XP_013696109.1, XP_013732674.2
OG0004989	Np003G182500	XP_013697979.2, XP_013687238.1, XP_048616832.1, XP_048593014.1
OG0004990	Np007G416050	XP_013684660.2, XP_013684546.1, XP_013749193.1, XP_013707391.1, XP_013750641.2
OG0004991	Np007G415290	XP_013698154.1, XP_013750585.2, XP_013698734.2, XP_013684642.2, XP_013684529.1
OG0004992	Np007G414730	XP_013698215.1, XP_013750498.2, XP_013724165.2, XP_048628857.1, XP_048615494.1, XP_013681269.2, XP_022573342.2
OG0004993	Np007G414360	XP_013648127.1, XP_013736101.2, XP_013697530.1, XP_013750476.2, XP_048600779.1, XP_013724047.2
OG0004994	Np006G331790	XP_013748187.2, XP_013752172.1
OG0004995	Np006G332600	XP_013748049.2, XP_022557951.2, XP_013734557.2, XP_013717106.2
OG0004996	Np006G333200	XP_013734583.1, XP_013716987.2, XP_048636442.1, XP_022569104.1
OG0004997	Np001G058560	XP_013687304.2, XP_013742316.1, XP_013730277.2, XP_013711107.1, XP_048616760.1, XP_013647990.2
OG0004998	Np006G339800	XP_048630489.1, XP_048630067.1, XP_013688400.1, XP_013744713.2, XP_013683592.1, XP_013687525.1, XP_013662085.1
OG0004999	Np006G339690	XP_013748532.1, XP_048630476.1, XP_013742635.1, XP_048631479.1, XP_022574293.2, XP_013687544.1
OG0005000	Np004G211850	XP_013698298.1, XP_013731869.1, XP_013653896.2, XP_048593900.1, XP_022555672.1
OG0005001	Np006G336320	XP_013698698.1, XP_048631665.1, XP_013723954.1, XP_013668494.2, XP_048610017.1
OG0005002	Np006G336060	XP_013734701.2, XP_013723880.1, XP_013748384.1, XP_013652540.1, XP_013699341.1, XP_013747458.1
OG0005003	Np006G335850, Np006G335830	XP_013734697.2, XP_013723958.1, XP_048631670.1, XP_013723911.2, XP_048634558.1, XP_048611077.1
OG0005004	Np002G103940, Np002G103950	XP_048593106.1
OG0005004	Np002G103900	XP_048619852.1, XP_022548224.2
OG0005005	Np004G241020	XP_013749686.1, XP_013677751.2, XP_013661634.2
OG0005006	Np004G239430	XP_048594109.1, XP_013708820.2, XP_013660465.1, XP_013646621.1, XP_013709774.2, XP_048597636.1
OG0005007	Np004G238600	XP_022561488.1, XP_022571172.1
OG0005008	Np004G238470	NP_001302990.1, XP_013641764.2, XP_013682978.1, XP_013653855.1
OG0005009	Np004G237890	XP_013664593.2, XP_048597602.1, XP_013646219.2, XP_022543705.2, XP_013683007.2, XP_048622395.1
OG0005010	Np004G237260	XP_013709699.1, XP_013723360.2, XP_013646694.2, XP_013733172.1, XP_013660238.1
