Orthogroup	Noccaea_praecox	Arabidopsis_thaliana
OG0006638	Np007G403190	AT1G64980.2
OG0006639	Np007G373250	AT2G19440.1
OG0006640	Np005G309400	AT5G61020.1
OG0006641	Np007G392390	AT1G58030.1
OG0006642	Np002G075490	AT5G42090.1
OG0006643	Np005G320150	AT5G41940.1
OG0006644	Np002G123470	AT1G63970.1
OG0006645	Np005G301830, Np002G122060	AT1G63220.1
OG0006647	Np006G331220	AT2G40650.1
OG0006648	Np007G413800, Np007G412390	AT3G09050.1
OG0006649	Np007G413730	AT3G09090.1
OG0006650	Np005G266520	AT4G35490.1
OG0006651	Np007G413540	AT3G09290.1
OG0006652	Np003G127290	AT5G03160.1
OG0006653	Np007G412560	AT3G10040.1
OG0006654	Np007G411630	AT3G10572.1
OG0006655	Np007G411290	AT3G10760.1
OG0006656	Np007G411100	AT3G10915.7
OG0006657	Np007G410940	AT3G11020.1
OG0006659	Np007G410360	AT3G11440.1
OG0006660	Np007G410110, Np004G235190	AT3G11650.1
OG0006661	Np007G410010	AT3G11720.3
OG0006662	Np007G409860	AT3G11820.1
OG0006663	Np007G409390	AT3G12060.1
OG0006664	Np007G409300	AT3G12140.3
OG0006665	Np007G408960	AT3G12480.1
OG0006666	Np003G174390	AT5G49940.1
OG0006667	Np003G148250	AT5G20040.3
OG0006668	Np005G281340	AT4G24990.1
OG0006669	Np003G169630	AT4G00650.1
OG0006670	Np003G184500	AT5G51330.1
OG0006671	Np003G165930	AT5G52420.1
OG0006672	Np003G165630	AT5G52540.1
OG0006673	Np003G164480	AT5G53120.6
OG0006674	Np003G164490	AT5G53110.1
OG0006675	Np003G163910	AT5G53390.1
OG0006676	Np003G162370	AT5G54170.1
OG0006677	Np003G161680	AT5G53850.5
OG0006678	Np003G162970	AT5G54440.1
OG0006679	Np001G001400	AT5G54480.1
OG0006680	Np003G163180	AT5G54580.1
OG0006681	Np003G163350	AT5G54660.1
OG0006682	Np003G160690	AT5G55020.1
OG0006685	Np003G158110	AT5G56270.1
OG0006686	Np003G157480	AT5G56530.1
OG0006687	Np003G156370	AT5G57150.4
OG0006688	Np003G156200	AT5G57270.1
OG0006689	Np003G155920	AT5G57500.1
OG0006690	Np003G155700	AT5G57565.4, AT5G57630.1
OG0006691	Np001G018230	AT5G47870.1
OG0006692	Np003G139660	AT5G12990.1
OG0006693	Np003G139590	AT5G12930.1
OG0006694	Np003G139490	AT5G12470.1
OG0006695	Np003G139270	AT5G12410.1
OG0006696	Np003G136920	AT5G10580.3
OG0006697	Np003G136820	AT5G10490.1
OG0006698	Np003G136450	AT5G10160.1
OG0006699	Np003G136350	AT5G10100.1
OG0006700	Np003G136070	AT5G09850.1
OG0006701	Np001G004910	AT5G64130.3
OG0006702	Np003G135380	AT5G09280.1
OG0006703	Np003G134950	AT5G08530.1
OG0006704	Np003G134660	AT5G08380.1
OG0006705	Np003G134470	AT5G08290.1
OG0006706	Np003G134220	AT5G08060.1
OG0006707	Np003G133660	AT5G07670.1
OG0006708	Np005G295930	AT4G17230.1
OG0006709	Np005G288530, Np005G295570	AT4G17300.2
OG0006710	Np005G293920	AT4G17620.1
OG0006711	Np005G293850	AT4G17670.1
OG0006712	Np005G292810	AT4G18010.1
OG0006713	Np005G292650	AT4G18040.1
OG0006714	Np005G292170	AT4G18230.1
OG0006715	Np005G291530	AT4G18490.3
OG0006716	Np005G290480	AT4G18990.1
OG0006717	Np005G290150	AT4G19200.1
OG0006718	Np005G289470	AT4G19645.1
OG0006719	Np005G289370	AT4G19680.2
OG0006720	Np001G038830	AT5G44790.1
OG0006721	Np005G288520	AT4G20260.4
OG0006722	Np005G288420	AT4G20325.1
OG0006723	Np005G295790	AT4G17260.1
OG0006724	Np005G288050	AT4G21445.1
OG0006725	Np005G286650	AT4G21740.1
OG0006726	Np005G286380	AT4G21870.1
OG0006727	Np005G284940	AT4G22670.1
OG0006728	Np005G283530	AT4G23470.1
OG0006729	Np005G283590	AT4G23500.1
OG0006730	Np005G283420	AT4G23640.1
OG0006731	Np005G283230	AT4G23760.1
OG0006732	Np005G283170	AT4G23820.1
OG0006733	Np005G283010	AT4G23980.1
OG0006734	Np005G282960	AT4G24015.1
OG0006735	Np005G282930	AT4G24020.1
OG0006736	Np005G282780	AT4G24130.1
OG0006737	Np007G394770, Np005G282760	AT4G24150.1
OG0006738	Np004G206840	AT1G33770.1
OG0006739	Np004G204640	AT1G35720.1
OG0006740	Np004G237540	AT1G18340.1
OG0006741	Np004G202870	AT1G44110.1
OG0006742	Np004G203140	AT1G43770.2
OG0006743	Np004G241140	AT1G15220.1
OG0006744	Np004G200610	AT1G47603.1
OG0006745	Np004G200930	AT1G47270.1
OG0006746	Np004G210670	AT1G27910.1
OG0006747	Np004G251880	AT1G07615.1
OG0006748	Np005G282690	AT4G24200.1
OG0006749	Np004G210530	AT1G27710.1
OG0006750	Np004G201580	AT1G45688.1
OG0006751	Np004G210600	AT1G27760.3
OG0006752	Np007G372480	AT2G20060.1
OG0006753	Np004G211460	AT1G28510.1
OG0006754	Np004G211920	AT1G29120.5
OG0006755	Np004G211940	AT1G29150.1
OG0006757	Np004G212390	AT1G29330.1
OG0006758	Np004G212990	AT1G29760.1
OG0006759	Np004G213310	AT1G30080.1
OG0006760	Np004G213630	AT1G30320.1
OG0006761	Np004G213840	AT1G30450.1
OG0006762	Np004G214230	AT1G30700.1
OG0006763	Np004G214770	AT1G30870.1
OG0006764	Np005G267130, Np005G267170	AT4G35720.1
OG0006765	Np005G267880	AT4G36220.1
OG0006766	Np005G268270	AT4G36620.1
OG0006767	Np005G268420	AT4G36730.1
OG0006768	Np007G378390, Np005G268800, Np005G268830	AT4G37000.1
OG0006769	Np005G268940	AT4G36930.1
OG0006770	Np005G269560	AT4G37610.1
OG0006771	Np005G269610	AT4G37660.1
OG0006772	Np005G269840	AT4G37850.1
OG0006773	Np006G368630	AT2G22610.3
OG0006774	Np006G369290	AT2G22125.1
OG0006775	Np006G370880	AT2G21270.3
OG0006776	Np005G260820	AT4G38900.1
OG0006777	Np005G260460	AT4G38620.1
OG0006778	Np005G260280	AT4G38470.1
OG0006779	Np004G198420, Np007G395590	AT1G49245.1
OG0006780	Np005G313490	AT5G38470.1
OG0006781	Np006G340560	AT2G35470.1
OG0006782	Np003G175990	AT4G08900.1
OG0006783	Np004G203030	AT1G43850.1
OG0006784	Np006G342690	AT2G34200.1
OG0006785	Np006G343360	AT2G33793.1
OG0006786	Np001G042140	AT5G42890.1
OG0006787	Np001G042200	AT5G42830.1
OG0006788	Np001G042590	AT5G42520.1
OG0006789	Np007G422930	AT3G02870.1
OG0006791	Np003G180300	AT4G11260.1
OG0006792	Np003G180940	AT4G11600.1
OG0006793	Np003G181190	AT4G11690.1
OG0006794	Np003G181230	AT4G11720.1
OG0006795	Np003G181480	AT4G11820.2
OG0006796	Np003G181780	AT4G12070.1
OG0006797	Np003G183350	AT4G04480.1
OG0006798	Np003G183720	AT4G04780.1
OG0006799	Np003G185050	AT4G03610.4
OG0006800	Np001G039920	AT5G44350.1
OG0006801	Np001G039590	AT5G44540.1
OG0006802	Np005G277500	AT4G27600.1
OG0006803	Np001G036210	AT5G45830.1
OG0006804	Np001G036090	AT5G46110.4
OG0006805	Np001G034550	AT5G46620.1
OG0006806	Np001G034440	AT5G46700.1
OG0006807	Np001G034380	AT5G46740.1
OG0006808	Np001G034260	AT5G46795.1
OG0006809	Np001G034040	AT5G46860.1
OG0006810	Np001G033300	AT5G47060.1
OG0006811	Np006G336210	AT2G37990.1
OG0006812	Np001G032030	AT5G47610.1
OG0006813	Np001G032640	AT5G47740.2
OG0006814	Np007G374230, Np002G091110	AT2G18640.1
OG0006815	Np007G388510	AT2G04240.1
OG0006816	Np007G387810	AT3G25140.1
OG0006817	Np007G387390	AT3G24660.1
OG0006818	Np005G308490	AT4G13250.1
OG0006819	Np005G306220	AT4G14110.1
OG0006820	Np007G383900	AT3G22950.1
OG0006821	Np005G304250	AT4G14770.1
OG0006822	Np005G304080	AT4G14819.1
OG0006823	Np005G303000	AT4G15430.1
OG0006825	Np002G123420, Np005G302490	AT4G15570.1
OG0006826	Np005G318220	AT5G40740.1
OG0006827	Np005G318320	AT5G40840.2
OG0006828	Np005G320250	AT5G42050.1
OG0006829	Np005G320230	AT5G42080.1
OG0006830	Np006G320470	AT2G48090.2
OG0006831	Np006G320540	AT2G48060.2
OG0006832	Np005G307260	AT1G33390.1
OG0006833	Np006G321360	AT2G47420.1
OG0006834	Np006G341950	AT2G34520.1
OG0006835	Np006G322300	AT2G46820.1
OG0006836	Np006G322530	AT2G46680.1
OG0006837	Np006G322950	AT2G46400.1
OG0006838	Np006G323050	AT2G46300.1
OG0006839	Np006G323330	AT2G46040.2
OG0006840	Np006G323400	AT2G45980.1
OG0006841	Np006G323610	AT2G45830.1
OG0006842	Np006G323910	AT2G45690.1
OG0006843	Np006G323960	AT2G45670.1
OG0006844	Np006G324360, Np006G324370	AT2G45430.1
OG0006845	Np006G325140	AT2G44830.1
OG0006846	Np006G327060	AT2G43370.1
OG0006847	Np006G327470	AT2G43130.1
OG0006848	Np006G327900	AT2G42840.1
OG0006849	Np006G327940	AT2G42810.2
OG0006850	Np006G328640	AT2G42400.1
OG0006851	Np004G227100, Np006G328790, Np003G173410	AT2G42280.3
OG0006852	Np006G329600	AT2G41800.1
OG0006853	Np006G330150	AT2G41430.1
OG0006854	Np003G126220	AT5G02110.1
OG0006855	Np003G126480	AT5G02280.1
OG0006856	Np003G126660	AT5G02460.1
OG0006857	Np003G126670	AT5G02470.1
OG0006858	Np003G127180	AT5G03050.1
OG0006859	Np003G127280	AT5G03150.1
OG0006860	Np003G127380	AT5G03230.1
OG0006861	Np003G127530	AT5G03330.1
OG0006862	Np003G128380	AT5G03880.1
OG0006863	Np003G128410	AT5G03905.1
OG0006864	Np004G211700	AT1G28815.1
OG0006865	Np003G147760	AT5G19680.1
OG0006866	Np003G148020	AT5G19880.1
OG0006867	Np003G148190	AT5G19960.1
OG0006868	Np003G148420	AT5G20180.1
OG0006869	Np003G148580	AT5G20310.1
OG0006870	Np003G149150	AT5G20850.1
OG0006871	Np003G149210	AT5G20900.1
OG0006872	Np003G149340	AT5G20960.1
OG0006873	Np003G149860	AT5G21940.1
OG0006874	Np003G150040	AT5G22080.1
OG0006875	Np003G151190	AT5G22940.2
OG0006876	Np003G151590	AT5G60660.1
OG0006877	Np003G151910	AT5G60340.1
OG0006878	Np003G152300	AT5G59980.2
OG0006879	Np003G152550	AT5G59800.1
OG0006880	Np001G006470	AT5G63160.1
OG0006881	Np001G005380	AT5G63790.2
OG0006882	Np001G005350	AT5G63800.1
OG0006883	Np001G005130	AT5G64000.1
OG0006884	Np001G004960	AT5G64080.1
OG0006885	Np001G004760	AT5G64240.2
OG0006886	Np001G004680	AT5G64300.1
OG0006887	Np001G004500	AT5G64430.1
OG0006888	Np001G004470	AT5G64440.1
OG0006889	Np001G004010	AT5G64790.1
OG0006890	Np001G003810	AT5G64905.1
OG0006891	Np001G003700	AT5G65000.1
OG0006892	Np001G003600	AT5G65090.1
OG0006893	Np001G003160	AT5G65340.1
OG0006894	Np001G002960	AT5G65500.2
OG0006896	Np006G353130	AT5G67440.1
OG0006897	Np001G002050	AT5G67350.1
OG0006898	Np002G089980	AT1G68070.1
OG0006899	Np001G000460	AT5G66400.1
OG0006900	Np003G144470	AT5G17280.1
OG0006901	Np001G000580	AT5G66320.1
OG0006902	Np003G189880	AT4G00026.1
OG0006903	Np003G189620	AT4G00230.1
OG0006904	Np003G189110	AT4G00700.1
OG0006905	Np003G189300	AT4G00450.1
OG0006906	Np003G188560	AT4G01110.1
OG0006907	Np003G188180	AT4G00840.1
OG0006908	Np004G258520	AT1G01120.1
OG0006909	Np003G187070	AT4G02110.1
OG0006910	Np003G185920	AT4G02880.2
OG0006911	Np003G185760	AT4G02980.1
OG0006912	Np003G185640	AT4G03100.1
OG0006913	Np003G185410	AT4G03260.1
OG0006914	Np004G256670	AT1G03730.1
OG0006914	Np003G185060	AT4G03600.1
OG0006915	Np001G040500	AT5G43990.2
OG0006916	Np001G040560	AT5G43940.2
OG0006917	Np001G040710	AT5G43860.1
OG0006918	Np009G431070, Np006G346040	AT2G33360.1
OG0006919	Np006G357680	AT2G33100.1
OG0006920	Np006G356180	AT2G32230.1
OG0006921	Np006G357190	AT2G32700.7
OG0006922	Np006G357270	AT2G32750.2
OG0006923	Np006G357280	AT2G32760.1
OG0006924	Np006G357440	AT2G32860.2
OG0006925	Np006G356950	AT2G32520.2
OG0006926	Np006G356840	AT2G32460.1
OG0006927	Np006G356140	AT2G32170.2, AT2G32160.3
OG0006928	Np006G356010	AT2G32020.1
OG0006929	Np006G355580	AT2G31810.1
OG0006930	Np006G355560	AT2G31790.1
OG0006931	Np006G355320	AT2G31570.1
OG0006932	Np006G348730, Np006G354260	AT2G31010.1
OG0006933	Np006G353740, Np006G347040	AT2G30700.1
OG0006934	Np006G347330, Np006G353390	AT2G30505.1
OG0006935	Np006G353020, Np006G347790	AT2G30350.2
OG0006936	Np004G252710	AT1G06950.1
OG0006937	Np006G352380	AT2G30130.1
OG0006938	Np006G351520	AT2G30090.1
OG0006940	Np006G360110	AT2G29020.1
OG0006942	Np006G359800	AT2G28710.1
OG0006943	Np006G359520	AT2G28550.3
OG0006944	Np006G359200	AT2G28390.1
OG0006945	Np006G361560	AT2G26990.1
OG0006946	Np006G361440	AT2G27080.1
OG0006947	Np006G361300	AT2G27140.1
OG0006948	Np006G361010	AT2G27310.1
OG0006949	Np006G360750	AT2G27460.1
OG0006950	Np006G362960	AT2G26140.1
OG0006951	Np006G363120	AT2G25930.1
OG0006952	Np006G363190	AT2G25840.2
OG0006953	Np007G424630	AT3G01350.1
OG0006954	Np005G279270	AT4G26410.1
OG0006955	Np005G278640	AT4G26940.1
OG0006956	Np007G424520	AT3G01290.1
OG0006957	Np003G159480	AT3G01100.4
OG0006958	Np007G424170	AT3G01085.3
OG0006959	Np007G423830	AT3G02150.2
OG0006960	Np007G423240	AT3G02570.1
OG0006961	Np002G123510, Np003G133840, Np007G423160	AT3G02660.1
OG0006962	Np007G422950	AT3G02850.1
OG0006963	Np007G422790	AT3G02970.1
OG0006964	Np007G422640	AT3G03060.1
OG0006965	Np007G421900	AT3G03600.1
OG0006966	Np007G421660	AT3G03710.1
OG0006967	Np007G421530	AT3G03810.1
OG0006968	Np007G421220	AT3G04030.3
OG0006969	Np007G420810	AT3G04280.1
OG0006970	Np007G420590	AT3G04380.1
OG0006971	Np007G420450	AT3G04570.1
OG0006972	Np007G420050	AT3G04790.1
OG0006973	Np007G419580	AT3G04940.1
OG0006974	Np003G188990, Np007G419000	AT3G05330.1
OG0006975	Np007G418760	AT3G05500.1
OG0006976	Np007G417750	AT3G05980.1
OG0006977	Np007G417740	AT3G05990.1
OG0006978	Np007G417620	AT3G06070.1
OG0006979	Np007G417370	AT3G06240.1
OG0006980	Np007G417330	AT3G06270.1
OG0006981	Np003G146330	AT5G18500.1
OG0006982	Np007G416440	AT3G06778.1
OG0006983	Np007G416420	AT3G06790.1
OG0006984	Np007G416160	AT3G07020.1
OG0006985	Np007G415900	AT3G07160.2
OG0006986	Np007G415480	AT3G07420.1
OG0006987	Np007G414990	AT3G07790.1
OG0006988	Np007G413930, Np005G317300	AT3G08980.1
OG0006989	Np006G332040	AT2G40200.1
OG0006990	Np006G332170	AT2G40120.1
OG0006991	Np006G332460	AT2G40070.1
OG0006992	Np006G333020	AT2G39830.2
OG0006993	Np006G333170	AT2G39760.1
OG0006994	Np006G333520, Np006G333470	AT2G39630.1
OG0006995	Np006G334010	AT2G39290.1
OG0006996	Np006G333880	AT2G39370.1
OG0006998	Np006G334870	AT2G38790.1
OG0006999	Np006G334930, Np007G391580	AT2G38750.1
OG0007000	Np006G334950, Np006G334940	AT2G38740.1
OG0007002	Np006G339860	AT2G35900.1
OG0007003	Np006G339680	AT2G36026.1
OG0007004	Np006G339620	AT2G36080.1
OG0007005	Np006G339500	AT2G36200.2
OG0007006	Np006G339380	AT2G36270.3
OG0007007	Np006G339130	AT2G36430.1
OG0007008	Np006G337780	AT2G37110.1
OG0007009	Np006G337620	AT2G37250.1
OG0007010	Np006G337530	AT2G37330.1
OG0007011	Np006G337430	AT2G37380.1
OG0007012	Np006G337200	AT2G37430.1
OG0007013	Np006G336500	AT2G37890.1
OG0007014	Np006G335770	AT2G38280.1
OG0007015	Np006G335340	AT2G38490.1
OG0007016	Np004G240450	AT1G15825.1
OG0007017	Np002G071190	AT1G80680.1
OG0007018	Np004G239950	AT1G16330.1
OG0007019	Np002G109300	AT3G12730.1
OG0007020	Np004G239350	AT1G16850.1
OG0007021	Np004G239300	AT1G16900.1
OG0007022	Np004G239060	AT1G17110.2
OG0007023	Np002G082630	AT1G72310.1
OG0007024	Np004G238390, Np006G333590	AT1G17620.1
OG0007025	Np004G238320	AT1G17680.1
OG0007026	Np004G238120	AT1G17840.1
OG0007027	Np004G237980, Np004G225770	AT1G17950.1
OG0007028	Np004G237160	AT1G18610.1
OG0007029	Np004G236680	AT1G18990.1
OG0007030	Np004G236670	AT1G19000.1
OG0007031	Np004G236470	AT1G19210.1
OG0007032	Np004G236460	AT1G19220.1
OG0007033	Np004G235950	AT1G19540.1
OG0007034	Np004G235800	AT1G19700.1
OG0007035	Np004G234830	AT1G20670.1
OG0007036	Np004G234550	AT1G20890.1
OG0007037	Np004G234030	AT5G34780.1, AT1G21400.5
OG0007038	Np004G233290	AT1G21880.2
OG0007039	Np005G305580, Np004G232980	AT1G21930.1, AT3G42150.1
OG0007040	Np004G232750	AT1G22065.1
OG0007041	Np004G232720	AT1G22100.1, AT1G59312.1, AT1G58936.1, AT1G58643.1
OG0007042	Np002G083330	AT1G71865.1
OG0007043	Np004G230220	AT1G23420.2
OG0007044	Np004G229800	AT1G23770.1, AT1G23780.1
OG0007045	Np004G229430	AT1G23980.1
OG0007046	Np004G228530	AT1G27210.1
OG0007047	Np004G209050	AT1G25540.1
OG0007048	Np004G209660	AT1G24575.1
OG0007049	Np004G209850	AT1G24440.1
OG0007050	Np005G282490	AT4G24310.1
OG0007051	Np005G282060	AT4G24550.2
OG0007052	Np005G281870	AT4G24680.1
OG0007053	Np003G168070	AT5G51600.1
OG0007054	Np005G277450	AT4G27650.1
OG0007055	Np006G365710	AT2G24430.1
OG0007056	Np006G367040	AT2G23540.1
OG0007057	Np006G336170	AT2G38010.2
OG0007058	Np006G368350	AT2G22790.1
OG0007059	Np006G369250	AT2G22180.1
OG0007060	Np006G371210	AT2G21050.1
OG0007061	Np001G018010	AT5G48150.1
OG0007062	Np004G242110	AT1G14540.1
OG0007063	Np004G242520, Np004G242510, Np004G242560	AT1G14220.1
OG0007064	Np004G242960	AT1G13900.1
OG0007065	Np004G244140	AT1G13195.1
OG0007066	Np004G244470	AT1G13030.1
OG0007067	Np004G244530	AT1G12950.1
OG0007068	Np004G245400	AT1G12450.1
OG0007069	Np004G245460	AT1G12410.1
OG0007070	Np004G246220	AT1G11870.2
OG0007071	Np004G246610	AT2G43220.1
OG0007072	Np004G247390	AT1G11190.1
OG0007073	Np004G247410	AT1G11170.1
OG0007074	Np004G247560	AT1G11060.1
OG0007075	Np004G247580	AT1G11040.1
OG0007076	Np004G248510, Np004G248520	AT1G10330.1
OG0007077	Np004G248880	AT1G10020.1
OG0007078	Np004G249330	AT1G09740.1
OG0007079	Np004G249340	AT1G09730.1
OG0007080	Np004G249870	AT1G09270.1
OG0007081	Np004G250220	AT1G09010.1
OG0007082	Np004G250440	AT1G08800.1
OG0007083	Np004G251060	AT1G08290.1
OG0007084	Np006G322770	AT2G46505.1
OG0007085	Np004G252040	AT1G07473.1, AT1G07476.1
OG0007086	Np004G252240	AT1G07310.1
OG0007087	Np004G252270	AT1G07290.1
OG0007088	Np004G252760	AT1G06900.1
OG0007089	Np003G171570	AT5G50890.1
OG0007090	Np005G263220	AT4G33100.1
OG0007091	Np004G253550	AT1G06210.1
OG0007092	Np004G253670	AT1G06080.1
OG0007093	Np004G254160	AT1G05720.1
OG0007094	Np004G255240	AT1G04945.3
OG0007095	Np004G255430	AT1G04770.1
OG0007096	Np004G255560	AT1G04660.1
OG0007097	Np004G255680	AT1G04590.2
OG0007098	Np004G255720	AT1G04555.1
OG0007099	Np004G256000	AT1G04280.1
OG0007100	Np004G256400	AT1G03940.1
OG0007101	Np004G256520	AT1G03850.1
OG0007102	Np004G257420	AT1G02990.3
OG0007103	Np004G257440	AT1G02970.1
OG0007104	Np004G257500	AT1G02900.1
OG0007105	Np004G257520	AT2G44750.2, AT1G02880.6
OG0007106	Np004G258920	AT1G01490.4
OG0007107	Np001G053320	AT3G51520.1
OG0007108	Np004G259790	AT1G02080.1
OG0007109	Np003G141250	AT5G14360.1
OG0007110	Np003G141220	AT5G14340.1
OG0007111	Np003G141200	AT5G14320.1
OG0007112	Np003G141090	AT5G14210.2
OG0007113	Np003G141720	AT5G14800.1
OG0007114	Np003G142300	AT5G15350.1
OG0007115	Np003G142060	AT5G15180.1
OG0007116	Np003G142590	AT5G15680.1
OG0007117	Np003G143460	AT5G16390.1
OG0007118	Np003G143690	AT5G16590.1
OG0007119	Np003G143700	AT5G16600.1
OG0007120	Np003G144140	AT5G16950.1
OG0007121	Np003G144450	AT5G17260.1
OG0007122	Np003G144750	AT5G17430.1
OG0007123	Np003G146490	AT5G18670.1
OG0007124	Np003G147080	AT5G19180.1
OG0007125	Np001G013960	AT5G26570.1
OG0007126	Np001G014070	AT5G26720.1
OG0007127	Np001G014600	AT5G27920.1
OG0007128	Np001G015000	AT5G27450.1
OG0007129	Np001G015850	AT5G28840.1
OG0007130	Np001G016390	AT5G49450.1
OG0007131	Np001G016910	AT5G48970.1
OG0007132	Np001G017050	AT5G48890.1
OG0007133	Np001G017780	AT5G48380.1
OG0007134	Np001G017280	AT5G48657.5
OG0007135	Np003G140310	AT5G13500.1
OG0007136	Np003G132700	AT5G06990.1
OG0007137	Np003G132440	AT5G06760.1
OG0007138	Np003G132170	AT5G06570.3
OG0007139	Np006G368300, Np003G140290	AT5G13480.2
OG0007140	Np003G140280	AT5G13470.1
OG0007141	Np003G131720	AT5G06320.1
OG0007142	Np003G130550	AT5G05560.2
OG0007143	Np003G129860	AT5G05080.1
OG0007144	Np003G129530	AT5G04885.2
OG0007145	Np003G129660	AT5G04930.1
OG0007146	Np003G129090	AT5G04490.1
OG0007147	Np003G147420	AT5G19470.2, AT5G19460.1
OG0007148	Np001G013480	AT5G25830.1
OG0007149	Np001G013410	AT5G25810.1
OG0007150	Np001G013390	AT5G25800.2
OG0007151	Np001G012340	AT5G25090.1
OG0007152	Np001G012310	AT5G25040.2, AT5G25050.1
OG0007153	Np001G012090	AT5G24810.2
OG0007154	Np001G012080	AT5G24800.1
OG0007155	Np001G011450	AT5G24270.1
OG0007156	Np001G011270	AT5G24120.1
OG0007157	Np001G011260	AT5G24110.1
OG0007158	Np001G049600	AT3G48890.1
OG0007159	Np001G010780	AT5G23630.1
OG0007160	Np001G010640	AT5G23530.1
OG0007161	Np001G010380	AT5G23300.1
OG0007162	Np001G010370	AT5G23290.1
OG0007163	Np002G106030, Np001G009890	AT5G60880.1
OG0007164	Np001G009820	AT5G60920.1
OG0007165	Np001G009750	AT5G60970.1
OG0007166	Np001G009460	AT5G61230.1
OG0007167	Np001G009020	AT5G61530.1
OG0007168	Np001G007390	AT5G62420.1
OG0007169	Np001G007270	AT5G62500.1
OG0007170	Np001G007190	AT5G62580.1
OG0007171	Np001G006930	AT5G62770.1
OG0007172	Np001G048030	AT3G48030.1
OG0007173	Np001G006710	AT5G62960.1
OG0007174	Np003G154120	AT5G58710.1
OG0007175	Np001G052500	AT3G50870.1
OG0007176	Np001G050890	AT3G49780.1
OG0007177	Np001G050630	AT3G49601.1
OG0007178	Np001G048090	AT3G48150.1
OG0007179	Np001G007070	AT3G47950.1
OG0007180	Np001G047490	AT3G47640.1
OG0007181	Np001G046720	AT3G46940.2
OG0007182	Np001G045720	AT3G46020.1
OG0007183	Np003G126640	AT3G45100.1
OG0007184	Np001G044730	AT3G45040.1
OG0007185	Np001G044000	AT3G44330.1
OG0007186	Np001G043660	AT3G43860.1
OG0007187	Np002G091770	AT1G67480.1
OG0007188	Np002G091910	AT1G67420.4
OG0007189	Np001G067330	AT3G61470.1
OG0007191	Np002G087110	AT1G69390.1
OG0007192	Np002G086790	AT1G69570.1
OG0007193	Np002G089780	AT1G68180.1
OG0007194	Np002G086160	AT1G69890.1
OG0007195	Np002G086150	AT1G69900.1
OG0007196	Np002G086060	AT1G69970.1
OG0007197	Np002G084580	AT1G70790.1
OG0007198	Np002G084360	AT1G70920.1
OG0007199	Np002G084200	AT1G71010.1
OG0007200	Np002G083940	AT1G71170.1, AT1G71180.1
OG0007201	Np002G083450	AT1G71780.1
OG0007202	Np002G083210	AT1G71940.2
OG0007203	Np003G147940	AT5G19855.1
OG0007204	Np002G073530	AT1G78310.1
OG0007205	Np002G074570	AT1G77690.1
OG0007207	Np002G075070	AT1G77330.1
OG0007208	Np002G075200	AT1G77250.1
OG0007209	Np002G075910	AT1G76750.1
OG0007210	Np002G076460	AT1G76420.1
OG0007211	Np002G076760	AT1G76250.1
OG0007212	Np002G077000	AT1G76070.1
OG0007213	Np002G077540, Np002G077500	AT1G75730.1
OG0007214	Np002G077630	AT1G75710.1
OG0007215	Np002G078610	AT1G74970.1
OG0007216	Np002G078680	AT1G74910.1
OG0007217	Np002G078800	AT1G74840.1
OG0007218	Np002G078770	AT1G74800.1
OG0007219	Np002G079180	AT1G74470.1
OG0007220	Np002G080300	AT1G73760.1
OG0007221	Np002G081370	AT1G73210.1
OG0007222	Np006G320400	AT2G48120.1
OG0007223	Np002G081950	AT1G72790.1
OG0007224	Np002G082550	AT1G72390.1
OG0007225	Np002G073480	AT1G78380.1
OG0007226	Np002G073140	AT1G78690.1
OG0007227	Np007G411700	AT3G10530.1
OG0007228	Np002G072360	AT1G79280.2
OG0007229	Np002G072220	AT1G79380.1
OG0007230	Np002G071770	AT1G79600.1
OG0007231	Np002G071500	AT1G19780.1
OG0007232	Np002G070460	AT1G80040.1
OG0007233	Np002G071400	AT1G80820.1
OG0007234	Np002G071330	AT1G80770.6
OG0007235	Np002G071220	AT1G80700.1, AT1G80980.1
OG0007236	Np002G071030	AT2G26000.2
OG0007237	Np004G240530	AT1G15780.2
OG0007238	Np005G309670	AT1G20570.3
OG0007239	Np002G070670	AT1G80210.1, AT3G06820.2
OG0007240	Np007G408260	AT3G13000.2
OG0007241	Np007G408220	AT3G13040.1
OG0007243	Np007G406810	AT3G13730.1
OG0007244	Np007G406570	AT3G13850.1
OG0007245	Np007G405980	AT3G14172.1
OG0007246	Np007G405920	AT3G14205.1
OG0007247	Np007G405310	AT3G14595.1
OG0007248	Np007G403980	AT3G15370.2
OG0007249	Np007G403550	AT3G15518.1
OG0007250	Np007G403110	AT3G15550.1
OG0007251	Np007G389990	AT3G15760.1
OG0007252	Np007G390030	AT3G15810.1
OG0007253	Np007G390300	AT3G16050.1
OG0007254	Np007G390320	AT3G16060.1
OG0007255	Np007G390390	AT3G16150.1
OG0007256	Np007G390450	AT3G16200.1
OG0007257	Np002G105420, Np007G394160	AT3G18310.1
OG0007258	Np007G391900	AT3G17060.1
OG0007259	Np007G392190	AT3G17205.1
OG0007260	Np007G392630	AT3G17460.1
OG0007261	Np007G393090	AT3G17790.1
OG0007262	Np007G393110	AT3G17810.1
OG0007263	Np007G393500, Np007G394610	AT3G17940.1
OG0007264	Np003G149300, Np004G240220	AT3G18090.1, AT3G23780.1
OG0007265	Np007G393880	AT3G18165.1
OG0007266	Np007G394380	AT3G18480.1
OG0007267	Np007G394940	AT3G18770.1
