Orthogroup	Noccaea_praecox	Capsella_rubella
OG0006811	Np006G336210	XP_006294617.1
OG0006812	Np001G032030	XP_006279501.1
OG0006813	Np001G032640	XP_006282304.1
OG0006814	Np007G374230, Np002G091110	XP_006300045.1
OG0006815	Np007G388510	XP_006298708.1
OG0006816	Np007G387810	XP_006297348.1
OG0006817	Np007G387390	XP_006297130.2
OG0006818	Np005G308490	XP_006283586.1
OG0006819	Np005G306220	XP_006284562.1
OG0006820	Np007G383900	XP_006298653.1
OG0006821	Np005G304250	XP_006282514.1
OG0006822	Np005G304080	XP_006285217.1
OG0006823	Np005G303000	XP_006285697.1
OG0006824	Np005G302860	XP_006295862.1, XP_006282251.1
OG0006825	Np002G123420, Np005G302490	XP_006283124.1
OG0006826	Np005G318220	XP_006283192.1
OG0006827	Np005G318320	XP_023635414.1
OG0006828	Np005G320250	XP_006284002.1
OG0006829	Np005G320230	XP_006283359.1
OG0006830	Np006G320470	XP_006295450.1
OG0006831	Np006G320540	XP_023640847.1
OG0006832	Np005G307260	XP_006303138.1
OG0006833	Np006G321360	XP_006285366.1, XP_006296482.1
OG0006834	Np006G341950	XP_006295127.1
OG0006835	Np006G322300	XP_006295091.1
OG0006836	Np006G322530	XP_006294845.1
OG0006837	Np006G322950	XP_006294543.1
OG0006838	Np006G323050	XP_006295826.2
OG0006839	Np006G323330	XP_023640863.1
OG0006840	Np006G323400	XP_006294818.1
OG0006841	Np006G323610	XP_006296393.1
OG0006842	Np006G323910	XP_023640626.1
OG0006843	Np006G323960	XP_023640103.1
OG0006844	Np006G324360, Np006G324370	XP_006296351.1
OG0006845	Np006G325140	XP_006293727.1
OG0006846	Np006G327060	XP_006294553.1
OG0006847	Np006G327470	XP_006294977.1
OG0006848	Np006G327900	XP_006294534.2
OG0006849	Np006G327940	XP_023640498.1
OG0006850	Np006G328640	XP_023639827.1
OG0006851	Np004G227100, Np006G328790, Np003G173410	XP_006294481.1
OG0006852	Np006G329600	XP_006294452.1
OG0006853	Np006G330150	XP_006295150.1, XP_006295145.1
OG0006854	Np003G126220	XP_006286718.2
OG0006855	Np003G126480	XP_006288865.1
OG0006856	Np003G126660	XP_006287887.1
OG0006857	Np003G126670	XP_006288373.1
OG0006858	Np003G127180	XP_006288868.1
OG0006859	Np003G127280	XP_006287530.1
OG0006860	Np003G127380	XP_006288791.1
OG0006861	Np003G127530	XP_023635837.1
OG0006862	Np003G128380	XP_006288128.1
OG0006863	Np003G128410	XP_006289155.1
OG0006864	Np004G211700	XP_006305866.2
OG0006865	Np003G147760	XP_006288189.1
OG0006866	Np003G148020	XP_006289358.1
OG0006867	Np003G148190	XP_023636550.1
OG0006868	Np003G148420	XP_006288954.1
OG0006869	Np003G148580	XP_006289386.1
OG0006870	Np003G149150	XP_006288113.1
OG0006871	Np003G149210	XP_006288695.1
OG0006872	Np003G149340	XP_006286896.1
OG0006873	Np003G149860	XP_006288462.1
OG0006874	Np003G150040	XP_006288502.1
OG0006875	Np003G151190	XP_023637354.1
OG0006876	Np003G151590	XP_006280883.2
OG0006877	Np003G151910	XP_023642097.1
OG0006878	Np003G152300	XP_006293773.1
OG0006879	Np003G152550	XP_006280768.2
OG0006880	Np001G006470	XP_006280654.1
OG0006881	Np001G005380	XP_006280952.1
OG0006882	Np001G005350	XP_006282368.1
OG0006883	Np001G005130	XP_006281488.1
OG0006884	Np001G004960	XP_023638183.1
OG0006885	Np001G004760	XP_006281437.2
OG0006886	Np001G004680	XP_006279609.1
OG0006887	Np001G004500	XP_006279847.1
OG0006888	Np001G004470	XP_006279853.1
OG0006889	Np001G004010	XP_006281667.1
OG0006891	Np001G003700	XP_023639017.1
OG0006892	Np001G003600	XP_006280422.2
OG0006893	Np001G003160	XP_006282319.1
OG0006894	Np001G002960	XP_006279476.2
OG0006896	Np006G353130	XP_023644482.1
OG0006897	Np001G002050	XP_006280866.1
OG0006898	Np002G089980	XP_006302484.1
OG0006899	Np001G000460	XP_006281171.1
OG0006900	Np003G144470	XP_006289601.1
OG0006901	Np001G000580	XP_006280758.1
OG0006902	Np003G189880	XP_006288414.1
OG0006903	Np003G189620	XP_006286453.1
OG0006904	Np003G189110	XP_023636202.1
OG0006905	Np003G189300	XP_006286877.1
OG0006906	Np003G188560	XP_006289538.2
OG0006907	Np003G188180	XP_006288366.1
OG0006908	Np004G258520	XP_006306361.1
OG0006909	Np003G187070	XP_006286902.1
OG0006910	Np003G185920	XP_006287436.1
OG0006911	Np003G185760	XP_006288698.2
OG0006912	Np003G185640	XP_006287671.2
OG0006913	Np003G185410	XP_023637211.1
OG0006914	Np004G256670	XP_006304253.1
OG0006915	Np001G040500	XP_023638898.1
OG0006916	Np001G040560	XP_006280634.1
OG0006917	Np001G040710	XP_006282250.1
OG0006918	Np009G431070, Np006G346040	XP_006293864.1
OG0006919	Np006G357680	XP_006293609.1
OG0006920	Np006G356180	XP_023640592.1
OG0006921	Np006G357190	XP_023639632.1
OG0006922	Np006G357270	XP_006296101.1
OG0006923	Np006G357280	XP_023639639.1
OG0006925	Np006G356950	XP_023639755.1
OG0006926	Np006G356840	XP_006296077.2
OG0006927	Np006G356140	XP_006296504.1, XP_023640532.1
OG0006928	Np006G356010	XP_006296107.1
OG0006929	Np006G355580	XP_023640141.1
OG0006930	Np006G355560	XP_006296254.1
OG0006931	Np006G355320	XP_006294867.2
OG0006932	Np006G348730, Np006G354260	XP_006293717.1
OG0006933	Np006G353740, Np006G347040	XP_023640248.1
OG0006934	Np006G347330, Np006G353390	XP_023639373.1
OG0006935	Np006G353020, Np006G347790	XP_006294402.2
OG0006936	Np004G252710	XP_006306669.1
OG0006937	Np006G352380	XP_006296371.1
OG0006938	Np006G351520	XP_006296397.1
OG0006940	Np006G360110	XP_006295222.1
OG0006942	Np006G359800	XP_006295104.2
OG0006943	Np006G359520	XP_006296222.1
OG0006944	Np006G359200	XP_006296175.1
OG0006945	Np006G361560	XP_006294238.1
OG0006946	Np006G361440	XP_006294822.1
OG0006947	Np006G361300	XP_006294834.2
OG0006948	Np006G361010	XP_006295959.1
OG0006949	Np006G360750	XP_006293742.1
OG0006950	Np006G362960	XP_023639554.1
OG0006951	Np006G363120	XP_006293368.1
OG0006952	Np006G363190	XP_006294326.1
OG0006953	Np007G424630	XP_023641069.1
OG0006954	Np005G279270	XP_006284348.1
OG0006955	Np005G278640	XP_023634960.1
OG0006956	Np007G424520	XP_006298265.1
OG0006957	Np003G159480	XP_006299849.1
OG0006958	Np007G424170	XP_006299569.1
OG0006959	Np007G423830	XP_006297997.1
OG0006960	Np007G423240	XP_006296709.1
OG0006961	Np002G123510, Np003G133840, Np007G423160	XP_006297370.2
OG0006962	Np007G422950	XP_006296988.1
OG0006963	Np007G422790	XP_006299229.1
OG0006964	Np007G422640	XP_006297191.1
OG0006965	Np007G421900	XP_006298513.1
OG0006966	Np007G421660	XP_006299967.1
OG0006967	Np007G421530	XP_006297167.1
OG0006968	Np007G421220	XP_023642559.1
OG0006969	Np007G420810	XP_006299637.1
OG0006970	Np007G420590	XP_023641442.1
OG0006971	Np007G420450	XP_006299205.1
OG0006972	Np007G420050	XP_006298299.1
OG0006973	Np007G419580	XP_023641799.1
OG0006974	Np003G188990, Np007G419000	XP_006297554.1
OG0006975	Np007G418760	XP_006298408.1
OG0006976	Np007G417750	XP_006299758.1
OG0006977	Np007G417740	XP_006297437.1
OG0006978	Np007G417620	XP_006298729.1
OG0006979	Np007G417370	XP_006299272.1
OG0006980	Np007G417330	XP_006298039.1
OG0006981	Np003G146330	XP_023635873.1
OG0006982	Np007G416440	XP_006298475.1
OG0006983	Np007G416420	XP_006298387.2
OG0006984	Np007G416160	XP_006297183.1
OG0006985	Np007G415900	XP_023642769.1
OG0006986	Np007G415480	XP_006297192.1
OG0006987	Np007G414990	XP_006297465.1
OG0006988	Np007G413930, Np005G317300	XP_023641404.1
OG0006989	Np006G332040	XP_006294672.2
OG0006990	Np006G332170	XP_006293879.1
OG0006991	Np006G332460	XP_006293855.1
OG0006992	Np006G333020	XP_006293994.1
OG0006993	Np006G333170	XP_006294342.1
OG0006994	Np006G333520, Np006G333470	XP_006293498.1
OG0006995	Np006G334010	XP_006294709.1
OG0006996	Np006G333880	XP_006296100.1
OG0006998	Np006G334870	XP_006295813.2
OG0006999	Np006G334930, Np007G391580	XP_006293497.2
OG0007000	Np006G334950, Np006G334940	XP_006294866.1
OG0007002	Np006G339860	XP_006295062.1
OG0007003	Np006G339680	XP_006296415.1
OG0007004	Np006G339620	XP_006294872.1
OG0007005	Np006G339500	XP_006295719.1
OG0007006	Np006G339380	XP_006296104.1
OG0007007	Np006G339130	XP_006294200.1
OG0007008	Np006G337780	XP_006294887.1
OG0007009	Np006G337620	XP_006294743.1
OG0007010	Np006G337530	XP_006294639.2
OG0007011	Np006G337430	XP_006294615.1
OG0007012	Np006G337200	XP_006295072.1
OG0007013	Np006G336500	XP_006294549.1
OG0007014	Np006G335770	XP_006295634.1
OG0007015	Np006G335340	XP_006294268.1
OG0007016	Np004G240450	XP_023633152.1
OG0007017	Np002G071190	XP_006300673.1
OG0007018	Np004G239950	XP_023645480.1
OG0007019	Np002G109300	XP_006298455.1
OG0007020	Np004G239350	XP_006305740.1
OG0007021	Np004G239300	XP_006307037.2
OG0007022	Np004G239060	XP_006306123.1
OG0007023	Np002G082630	XP_006302551.1
OG0007024	Np004G238390, Np006G333590	XP_006304112.1
OG0007025	Np004G238320	XP_006306735.1
OG0007026	Np004G238120	XP_006306902.1
OG0007027	Np004G237980, Np004G225770	XP_006303242.1
OG0007028	Np004G237160	XP_023632786.1
OG0007029	Np004G236680	XP_006306072.1
OG0007030	Np004G236670	XP_023644829.1
OG0007031	Np004G236470	XP_006306071.1
OG0007032	Np004G236460	XP_006306645.1
OG0007033	Np004G235950	XP_006306267.1
OG0007034	Np004G235800	XP_006307208.1
OG0007035	Np004G234830	XP_006306922.2
OG0007036	Np004G234550	XP_006303357.1
OG0007037	Np004G234030	XP_006307400.1
OG0007038	Np004G233290	XP_006307634.1
OG0007039	Np005G305580, Np004G232980	XP_006303459.1
OG0007040	Np004G232750	XP_023632744.1
OG0007041	Np004G232720	XP_006306470.1, XP_023644025.1
OG0007042	Np002G083330	XP_006301717.1
OG0007043	Np004G230220	XP_006304946.1
OG0007044	Np004G229800	XP_006304729.1, XP_006304685.1
OG0007045	Np004G229430	XP_023645578.1
OG0007046	Np004G228530	XP_006303932.1
OG0007047	Np004G209050	XP_023645470.1
OG0007048	Np004G209660	XP_006303472.1
OG0007049	Np004G209850	XP_006305552.1
OG0007050	Np005G282490	XP_006282893.1
OG0007051	Np005G282060	XP_006283726.1
OG0007052	Np005G281870	XP_023635579.1
OG0007053	Np003G168070	XP_023633167.1
OG0007054	Np005G277450	XP_006283929.1
OG0007055	Np006G365710	XP_006296338.1
OG0007056	Np006G367040	XP_006294399.1
OG0007057	Np006G336170	XP_006296084.1
OG0007058	Np006G368350	XP_006294623.1
OG0007059	Np006G369250	XP_006293421.1
OG0007060	Np006G371210	XP_006294110.1
OG0007061	Np001G018010	XP_006280361.1
OG0007062	Np004G242110	XP_006305840.1
OG0007063	Np004G242520, Np004G242510, Np004G242560	XP_006303725.1
OG0007064	Np004G242960	XP_006306963.1
OG0007065	Np004G244140	XP_023644843.1
OG0007066	Np004G244470	XP_006303934.1
OG0007067	Np004G244530	XP_006306102.1
OG0007068	Np004G245400	XP_006303251.1
OG0007069	Np004G245460	XP_006305499.1
OG0007070	Np004G246220	XP_006304804.1
OG0007071	Np005G317170	XP_006306044.2
OG0007072	Np004G247390	XP_006304047.1
OG0007073	Np004G247410	XP_006307556.1
OG0007074	Np004G247560	XP_023644819.1
OG0007075	Np004G247580	XP_006303554.1
OG0007076	Np004G248510, Np004G248520	XP_006304481.2
OG0007077	Np004G248880	XP_006307457.1
OG0007078	Np004G249330	XP_006305720.1
OG0007079	Np004G249340	XP_006306713.1
OG0007081	Np004G250220	XP_006306703.1
OG0007082	Np004G250440	XP_023644669.1
OG0007083	Np004G251060	XP_006305247.1
OG0007084	Np006G322770	XP_006295169.1
OG0007085	Np004G252040	XP_006303645.1, XP_006303842.1
OG0007086	Np004G252240	XP_023633268.1
OG0007087	Np004G252270	XP_023645703.1
OG0007088	Np004G252760	XP_006303778.2
OG0007089	Np003G171570	XP_006280561.1
OG0007090	Np005G263220	XP_006285283.1
OG0007091	Np004G253550	XP_006305076.1
OG0007092	Np004G253670	XP_006306294.1
OG0007093	Np004G254160	XP_006304227.2
OG0007094	Np004G255240	XP_023644965.1
OG0007095	Np004G255430	XP_006305438.1
OG0007096	Np004G255560	XP_023645916.1
OG0007097	Np004G255680	XP_006304991.2
OG0007098	Np004G255720	XP_006304286.1
OG0007099	Np004G256000	XP_006306530.1
OG0007100	Np004G256400	XP_006304592.1
OG0007101	Np004G256520	XP_006305751.2
OG0007102	Np004G257420	XP_006306600.1
OG0007103	Np004G257440	XP_006307347.1
OG0007104	Np004G257500	XP_006279280.2, XP_006304742.1
OG0007105	Np004G257520	XP_023645463.1, XP_006285889.1, XP_006279282.2
OG0007106	Np004G258920	XP_023645957.1
OG0007107	Np001G053320	XP_006290290.1
OG0007108	Np004G259790	XP_023645988.1
OG0007109	Np003G141250	XP_006286583.1
OG0007110	Np003G141220	XP_006289133.1
OG0007111	Np003G141200	XP_006288790.1
OG0007112	Np003G141090	XP_006287113.1
OG0007113	Np003G141720	XP_006288419.1
OG0007114	Np003G142300	XP_006288784.1
OG0007115	Np003G142060	XP_006286841.1, XP_023637199.1
OG0007116	Np003G142590	XP_006286878.1
OG0007117	Np003G143460	XP_006286538.1
OG0007118	Np003G143690	XP_006287270.1
OG0007119	Np003G143700	XP_006288141.1
OG0007120	Np003G144140	XP_006288955.1
OG0007121	Np003G144450	XP_006290189.1
OG0007122	Np003G144750	XP_023636878.1
OG0007123	Np003G146490	XP_006287474.1
OG0007124	Np003G147080	XP_006287742.1
OG0007125	Np001G013960	XP_006286926.1
OG0007126	Np001G014070	XP_023637040.1
OG0007127	Np001G014600	XP_006290009.1
OG0007128	Np001G015000	XP_006286519.1
OG0007129	Np001G015850	XP_006287954.1
OG0007130	Np001G016390	XP_006281254.1
OG0007131	Np001G016910	XP_006280770.1
OG0007132	Np001G017050	XP_006279794.1
OG0007133	Np001G017780	XP_006280190.1
OG0007134	Np001G017280	XP_006281081.1
OG0007135	Np003G140310	XP_006288037.1
OG0007136	Np003G132700	XP_006289710.1
OG0007137	Np003G132440	XP_006288803.1
OG0007138	Np003G132170	XP_006288164.1
OG0007139	Np006G368300, Np003G140290	XP_006287212.1
OG0007140	Np003G140280	XP_006288814.1
OG0007141	Np003G131720	XP_006289999.1
OG0007142	Np003G130550	XP_023635921.1
OG0007143	Np003G129860	XP_006288507.1
OG0007144	Np003G129530	XP_006287219.1
OG0007145	Np003G129660	XP_006289521.1
OG0007146	Np003G129090	XP_006288296.1
OG0007147	Np003G147420	XP_006287950.1
OG0007148	Np001G013480	XP_006288129.1
OG0007149	Np001G013410	XP_006289163.1
OG0007150	Np001G013390	XP_006287378.1
OG0007151	Np001G012340	XP_006288745.1
OG0007152	Np001G012310	XP_006287981.1, XP_006289494.1
OG0007153	Np001G012090	XP_006286769.1
OG0007154	Np001G012080	XP_006288231.1
OG0007155	Np001G011450	XP_006288613.1
OG0007156	Np001G011270	XP_006287402.2
OG0007157	Np001G011260	XP_006288314.2
OG0007158	Np001G049600	XP_006291794.1
OG0007159	Np001G010780	XP_006289897.1
OG0007160	Np001G010640	XP_006288138.1
OG0007161	Np001G010380	XP_006287711.1
OG0007162	Np001G010370	XP_006288850.1
OG0007163	Np002G106030, Np001G009890	XP_006282052.1
OG0007164	Np001G009820	XP_006280281.2
OG0007165	Np001G009750	XP_006280693.1
OG0007166	Np001G009460	XP_006281203.1
OG0007167	Np001G009020	XP_023632559.1
OG0007168	Np001G007390	XP_006282124.1
OG0007169	Np001G007270	XP_006280917.1
OG0007170	Np001G007190	XP_006280220.1
OG0007171	Np001G006930	XP_006280949.1
OG0007172	Np001G048030	XP_006290393.2
OG0007173	Np001G006710	XP_006280732.1, XP_006279846.1
OG0007174	Np003G154120	XP_006281118.1
OG0007175	Np001G052500	XP_006291611.1
OG0007176	Np001G050890	XP_006292132.1
OG0007177	Np001G050630	XP_006279048.2, XP_023638241.1
OG0007178	Np001G048090	XP_006290817.1
OG0007179	Np001G007070	XP_006290560.1
OG0007180	Np001G047490	XP_006291760.1
OG0007181	Np001G046720	XP_006292235.2
OG0007182	Np001G045720	XP_006292104.1
OG0007183	Np003G126640	XP_006292759.2
OG0007184	Np001G044730	XP_006290826.1
OG0007185	Np001G044000	XP_006292677.1
OG0007186	Np001G043660	XP_006290429.1
OG0007187	Np002G091770	XP_006302407.1
OG0007188	Np002G091910	XP_023644114.1
OG0007189	Np001G067330	XP_006291716.1
OG0007191	Np002G087110	XP_023644088.1
OG0007192	Np002G086790	XP_006302342.1
OG0007193	Np002G089780	XP_006302734.2
OG0007195	Np002G086150	XP_023644301.1
OG0007196	Np002G086060	XP_006303019.1
OG0007197	Np002G084580	XP_006302873.1
OG0007198	Np002G084360	XP_023643546.1
OG0007199	Np002G084200	XP_006300583.1
OG0007200	Np002G083940	XP_006301010.1
OG0007201	Np002G083450	XP_006302855.1
OG0007202	Np002G083210	XP_006302677.1
OG0007203	Np003G147940	XP_006289190.1
OG0007204	Np002G073530	XP_006300975.1
OG0007205	Np002G074570	XP_006300460.1
OG0007207	Np002G075070	XP_006302591.1
OG0007208	Np002G075200	XP_006302133.1
OG0007209	Np002G075910	XP_006301259.1
OG0007210	Np002G076460	XP_006301620.1
OG0007211	Np002G076760	XP_006301451.1
OG0007212	Np002G077000	XP_006302690.1
OG0007213	Np002G077540, Np002G077500	XP_023643459.1
OG0007214	Np002G077630	XP_023643874.1
OG0007215	Np002G078610	XP_006300328.1
OG0007216	Np002G078680	XP_006300491.1
OG0007217	Np002G078800	XP_006302562.2
OG0007218	Np002G078770	XP_023643684.1
OG0007219	Np002G079180	XP_023642846.1
OG0007220	Np002G080300	XP_006300512.1
OG0007221	Np002G081370	XP_006302743.2
OG0007222	Np006G320400	XP_006294586.1
OG0007223	Np002G081950	XP_006302100.1
OG0007224	Np002G082550	XP_023643149.1
OG0007225	Np002G073480	XP_006302801.1
OG0007226	Np002G073140	XP_006301840.1
OG0007227	Np007G411700	XP_023642484.1
OG0007228	Np002G072360	XP_006301697.1
OG0007229	Np002G072220	XP_006300360.1
OG0007230	Np002G071770	XP_006301913.1
OG0007232	Np002G070460	XP_006300358.1
OG0007233	Np002G071400	XP_006302528.1
OG0007234	Np002G071330	XP_006301140.1
OG0007235	Np002G071220	XP_006302811.1
OG0007236	Np002G071030	XP_006302184.1
OG0007237	Np004G240530	XP_006306593.1
OG0007238	Np005G309670	XP_006303727.1
OG0007239	Np002G070670	XP_023642928.1
OG0007240	Np007G408260	XP_006300100.2
OG0007241	Np007G408220	XP_006297672.1
OG0007243	Np007G406810	XP_006297518.1
OG0007244	Np007G406570	XP_006298101.1
OG0007245	Np007G405980	XP_006296843.1
OG0007246	Np007G405920	XP_006299671.1
OG0007247	Np007G405310	XP_023642351.1
OG0007248	Np007G403980	XP_006298390.1
OG0007250	Np007G403110	XP_006299741.1
OG0007251	Np007G389990	XP_006298791.1
OG0007252	Np007G390030	XP_006298512.1
OG0007253	Np007G390300	XP_006299634.1
OG0007254	Np007G390320	XP_006297115.1
OG0007255	Np007G390390	XP_006298133.1
OG0007256	Np007G390450	XP_006297618.2
OG0007257	Np002G105420, Np007G394160	XP_006299498.2
OG0007258	Np007G391900	XP_006299552.2
OG0007259	Np007G392190	XP_006296888.1
OG0007260	Np007G392630	XP_006298577.1
OG0007261	Np007G393090	XP_006298110.1
OG0007262	Np007G393110	XP_006299873.1
OG0007263	Np007G393500, Np007G394610	XP_006298977.1
OG0007264	Np003G149300, Np004G240220	XP_023641577.1
OG0007265	Np007G393880	XP_006298386.1
OG0007266	Np007G394380	XP_006297109.1
OG0007267	Np007G394940	XP_006297199.1
OG0007268	Np007G395170	XP_006297926.1
OG0007269	Np007G396000	XP_006297417.2
OG0007270	Np007G396120	XP_006297872.1
OG0007271	Np007G396370	XP_023641345.1
OG0007272	Np007G396430	XP_006297212.2
OG0007273	Np007G397070	XP_006297520.1
OG0007274	Np007G397930	XP_006297736.1
OG0007275	Np007G399140	XP_006296794.1
OG0007276	Np007G380630	XP_023642727.1
OG0007277	Np007G381100	XP_006298157.1
OG0007278	Np007G381680	XP_006300191.1
OG0007279	Np007G381460	XP_006297976.1
OG0007280	Np007G381440	XP_006298617.1
OG0007281	Np007G381310, Np007G381320	XP_006297948.1
OG0007282	Np007G382710	XP_006298614.1
OG0007283	Np007G382720	XP_023641622.1
OG0007284	Np007G382990	XP_006298011.1
OG0007285	Np007G383000	XP_006298438.1
OG0007286	Np007G383270	XP_006298746.1
OG0007287	Np007G383480	XP_006299670.2
OG0007288	Np007G383570	XP_023642485.1
OG0007289	Np007G385000	XP_006298111.1
OG0007290	Np007G385240	XP_006297936.1
OG0007291	Np007G385410	XP_006296979.1, XP_006296927.1
OG0007292	Np007G385910	XP_006297507.1
OG0007293	Np007G386090	XP_006297196.1
OG0007294	Np007G386930	XP_006298308.1
OG0007295	Np007G387150	XP_006296716.1
OG0007296	Np007G380100	XP_006300115.1
OG0007297	Np006G355850	XP_006295763.1, XP_006293517.1, XP_006286730.1
OG0007298	Np007G380160	XP_006297461.1
OG0007299	Np007G378370	XP_006296617.2
OG0007301	Np007G376280	XP_006298034.1
OG0007302	Np007G376020	XP_006298842.1
OG0007303	Np007G375520	XP_006300131.1
OG0007304	Np007G374900	XP_006296673.2, XP_006299700.2
OG0007305	Np007G373990	XP_006298804.1
OG0007306	Np007G373630	XP_023641516.1
OG0007307	Np007G373140	XP_006298182.1
OG0007308	Np007G372090	XP_006297759.1
OG0007309	Np007G408720	XP_006297280.1
OG0007310	Np004G190920	XP_006303152.1
OG0007311	Np004G191250	XP_023645808.1
OG0007312	Np004G191420	XP_006305837.1
OG0007313	Np004G192430	XP_006307089.1
OG0007314	Np004G194260	XP_006304887.1
OG0007315	Np004G194670	XP_006303216.2
OG0007316	Np004G194810	XP_006306297.1
OG0007317	Np004G195220	XP_006304889.1
OG0007318	Np004G195420	XP_006304879.1
OG0007319	Np004G197080	XP_006305613.1
OG0007320	Np004G198310	XP_006305107.1
OG0007321	Np004G199060	XP_006303438.1
OG0007322	Np004G198710	XP_006306550.1
OG0007323	Np004G199510	XP_023644589.1
OG0007324	Np004G199730	XP_006307583.1
OG0007325	Np004G200140	XP_023632605.1
OG0007326	Np005G300830	XP_006285255.1
OG0007327	Np005G300940, Np005G300910	XP_006283974.1
OG0007329	Np006G341400	XP_006293953.1
OG0007330	Np006G341430	XP_006293570.1
OG0007331	Np001G053960	XP_006297966.1
OG0007332	Np001G053980	XP_006292069.1
OG0007333	Np001G054370	XP_006292558.1
OG0007334	Np001G054620	XP_006290607.1
OG0007335	Np001G054640	XP_006291053.1
OG0007336	Np001G055960	XP_023638546.1
OG0007337	Np001G053670	XP_006292505.1
OG0007338	Np001G053560	XP_006293287.1
OG0007339	Np001G057490	XP_006291188.1
OG0007340	Np001G057720	XP_006290763.2
OG0007341	Np001G058350	XP_006291772.1
OG0007343	Np005G270180	XP_006283519.1
OG0007344	Np001G059750	XP_006291276.1
OG0007345	Np001G060670	XP_006292006.1
OG0007346	Np001G061320	XP_023638030.1
OG0007347	Np001G063610	XP_006291768.1
OG0007348	Np001G063630	XP_006292621.1
OG0007349	Np001G064860	XP_006290992.1
OG0007350	Np001G066380	XP_006292195.2
OG0007351	Np001G066530	XP_006291587.2
OG0007352	Np001G067120	XP_006291217.1
OG0007353	Np001G068200	XP_006290277.1
OG0007354	Np001G068330	XP_006291055.1
OG0007355	Np001G069640	XP_023639073.1
OG0007356	Np004G194480	XP_006304343.1
OG0007357	Np006G334560	XP_006293764.1
OG0007359	Np002G097110	XP_006303009.1
OG0007360	Np001G068420	XP_006293116.1
OG0007361	Np001G032620	XP_006280763.1
OG0007363	Np006G342270, Np006G342210, Np006G342130, Np006G342320, Np006G342360	XP_006296326.1
OG0007365	Np006G341170	XP_023640216.1
OG0007367	Np007G384950	XP_006296631.1
OG0007368	Np002G078090	XP_006302653.1
OG0007370	Np005G270980	XP_006283917.1
OG0007371	Np002G090650, Np005G267770	XP_023633916.1
OG0007372	Np004G255850, Np002G115920	XP_006304014.1
OG0007373	Np004G245550	XP_006305609.1
OG0007374	Np007G392900	XP_006299424.1
OG0007376	Np007G390190	XP_023642379.1
OG0007379	Np007G378290, Np003G139800	XP_023637157.1
OG0007380	Np005G286370	XP_006283108.1
OG0007381	Np005G290580	XP_023633847.1
OG0007382	Np005G292340	XP_006285158.1, XP_006286268.1
OG0007383	Np006G342460, Np004G237140	XP_023632933.1, XP_006294145.1
OG0007384	Np006G360810	XP_023640674.1
OG0007385	Np003G144330	XP_006287470.1
OG0007388	Np003G156110	XP_023635046.1
OG0007392	Np008G426840, Np005G295260	XP_023634501.1
OG0007393	Np007G374280	XP_006300221.1
OG0007394	Np006G368770	XP_006296272.1, XP_006295797.1, XP_023640361.1, XP_023640360.1, XP_006296320.1
OG0007398	Np001G046000, Np002G090280	XP_006292341.1
OG0007398	Np001G045990	XP_006290447.1
OG0007400	Np003G167030	XP_006281020.1
OG0007413	Np005G276670	XP_006284345.1
OG0007414	Np005G276350	XP_023633694.1
OG0007415	Np005G276340	XP_006282981.2
OG0007416	Np005G276110	XP_023634208.1
OG0007417	Np005G275980	XP_006285300.1
OG0007418	Np005G275880	XP_023634851.1
OG0007420	Np005G274800	XP_006283498.1
OG0007421	Np005G274630	XP_006294529.2
OG0007422	Np005G274420	XP_006282765.1
OG0007423	Np005G274240	XP_023635190.1
OG0007424	Np005G273500	XP_006284057.2
OG0007425	Np005G273090	XP_006283330.1
OG0007426	Np005G272300	XP_006283637.1
OG0007427	Np005G272160	XP_006284480.1
OG0007428	Np005G271860	XP_006286247.1
OG0007429	Np005G271800	XP_023634069.1
OG0007430	Np005G273760, Np005G273670, Np005G271700	XP_006284466.1
OG0007431	Np005G271670	XP_006282567.1
OG0007432	Np005G271400	XP_006282745.1
OG0007433	Np004G246150	XP_006285775.1
OG0007434	Np005G270600	XP_006282554.1
OG0007435	Np005G270590	XP_006283157.1
OG0007436	Np005G270560	XP_006285689.1
OG0007437	Np005G270540	XP_006284420.1
OG0007438	Np005G270410	XP_006283639.1
OG0007439	Np005G270120	XP_006286020.1
OG0007440	Np005G269890	XP_006283764.1
OG0007441	Np005G263340	XP_006283426.2
OG0007442	Np005G263230	XP_006284010.1
OG0007443	Np005G263560	XP_006285386.1
OG0007444	Np005G263550	XP_006283667.1
OG0007445	Np005G263990	XP_006284537.1
OG0007446	Np005G264500	XP_006284005.1
OG0007448	Np005G264270	XP_006284297.2
OG0007449	Np005G264250	XP_006285691.1
OG0007450	Np005G264200	XP_006284635.2
OG0007451	Np005G264780, Np005G264810	XP_006285233.1
OG0007452	Np005G264830	XP_006286091.1
OG0007453	Np005G264900	XP_006284498.1
OG0007454	Np005G264950	XP_006286142.1
OG0007456	Np005G265630	XP_006284672.2
OG0007457	Np004G215290	XP_006304027.1
OG0007458	Np004G216070	XP_023645373.1
OG0007459	Np004G216090	XP_023645562.1
OG0007460	Np004G217490	XP_006303904.1
OG0007461	Np004G218180	XP_023632929.1
OG0007462	Np004G218930, Np004G219760	XP_006303176.1
OG0007463	Np004G219700	XP_006303942.1
OG0007464	Np005G298070	XP_006282590.1
OG0007465	Np005G299150	XP_006286159.1
OG0007466	Np005G300020	XP_006282729.1
OG0007467	Np005G300250	XP_006282922.1
OG0007468	Np007G376590	XP_006302501.1
OG0007469	Np002G105690	XP_023643201.1
