Orthogroup	Noccaea_praecox	Arabis_alpina
OG0007729	Np009G432080, Np006G345060	Aa_G332150.h1.t1
OG0007730	Np001G042160	Aa_G581130.h1.t1
OG0007731	Np003G178350	Aa_G425060.h1.t1
OG0007732	Np003G179880	Aa_G275350.h1.t1
OG0007733	Np003G180290	Aa_G6150.h1.t1
OG0007734	Np003G181150	Aa_G452370.h1.t1
OG0007735	Np003G182360	Aa_G94120.h1.t1
OG0007736	Np003G182760	Aa_G338010.h1.t1
OG0007737	Np003G183310	Aa_G320570.h1.t1
OG0007738	Np003G183910	Aa_G257020.h1.t1
OG0007739	Np003G148170	Aa_G68390.h1.t1
OG0007740	Np003G184090	Aa_G798900.h1.t1
OG0007741	Np001G039280	Aa_G123790.h1.t1
OG0007742	Np001G038270	Aa_G98790.h1.t1
OG0007743	Np001G037360	Aa_G290920.h1.t1
OG0007744	Np001G037040	Aa_G118020.h1.t1
OG0007745	Np001G036310	Aa_G766740.h1.t1, Aa_G207260.h1.t1
OG0007746	Np001G036400	Aa_G566490.h1.t1
OG0007748	Np001G035830	Aa_G58300.h1.t1
OG0007749	Np001G035710	Aa_G206370.h1.t1
OG0007750	Np001G035120	Aa_G160480.h1.t1
OG0007751	Np003G129110	Aa_G73190.h1.t1, Aa_G73160.h1.t1
OG0007752	Np001G034600	Aa_G160400.h1.t1
OG0007753	Np001G034490	Aa_G26270.h1.t1
OG0007754	Np001G033830	Aa_G115050.h1.t1
OG0007755	Np001G032810	Aa_G714140.h1.t1, Aa_G63550.h1.t1
OG0007756	Np005G310150	Aa_G584010.h1.t1
OG0007757	Np005G310420	Aa_G246590.h1.t1
OG0007758	Np005G307280	Aa_G342540.h1.t1
OG0007759	Np007G387740	Aa_G76930.h1.t1
OG0007760	Np007G387340	Aa_G378040.h1.t1
OG0007761	Np005G308860	Aa_G66710.h1.t1
OG0007762	Np005G306810	Aa_G206580.h1.t1
OG0007763	Np005G305660	Aa_G574810.h1.t1
OG0007765	Np005G318750	Aa_G298390.h1.t1
OG0007766	Np005G320030	Aa_G185090.h1.t1
OG0007767	Np005G320260	Aa_G184900.h1.t1
OG0007769	Np006G320780	Aa_G12920.h1.t1
OG0007770	Np006G320940	Aa_G206240.h1.t1
OG0007771	Np006G320990	Aa_G206140.h1.t1
OG0007772	Np006G321440	Aa_G226110.h1.t1
OG0007773	Np006G321530	Aa_G249850.h1.t1
OG0007774	Np006G321670	Aa_G249950.h1.t1
OG0007775	Np006G321690, Np006G321750	Aa_G249960.h1.t1
OG0007776	Np006G322670	Aa_G332590.h1.t1
OG0007777	Np006G322780	Aa_G196950.h1.t1
OG0007778	Np006G323120	Aa_G381080.h1.t1
OG0007779	Np006G323280	Aa_G16880.h1.t1
OG0007780	Np006G323300	Aa_G16900.h1.t1
OG0007781	Np006G323310	Aa_G16910.h1.t1
OG0007782	Np006G323340	Aa_G16940.h1.t1
OG0007783	Np006G323350	Aa_G16950.h1.t1
OG0007784	Np006G323520	Aa_G17070.h1.t1
OG0007785	Np006G323920	Aa_G15950.h1.t1
OG0007786	Np006G324410	Aa_G16270.h1.t1
OG0007787	Np006G325120	Aa_G467070.h1.t1
OG0007788	Np006G325710	Aa_G288460.h1.t1
OG0007789	Np006G325970	Aa_G100530.h1.t1
OG0007790	Np006G326060, Np005G279320	Aa_G595230.h1.t1
OG0007792	Np006G327790	Aa_G488920.h1.t1
OG0007793	Np006G328290	Aa_G415340.h1.t1
OG0007794	Np006G329140	Aa_G67240.h1.t1
OG0007795	Np006G328870	Aa_G230760.h1.t1
OG0007796	Np003G125290	Aa_G53890.h1.t1
OG0007797	Np003G125540	Aa_G54120.h1.t1
OG0007798	Np003G125740	Aa_G908450.h1.t1, Aa_G654010.h1.t1
OG0007799	Np003G126030	Aa_G18620.h1.t1
OG0007800	Np003G126120	Aa_G18710.h1.t1
OG0007801	Np003G126550	Aa_G85270.h1.t1
OG0007802	Np003G126690	Aa_G85350.h1.t1
OG0007803	Np003G126760	Aa_G506880.h1.t1
OG0007804	Np003G126770	Aa_G506890.h1.t1
OG0007805	Np003G126960	Aa_G260690.h1.t1
OG0007806	Np003G128300	Aa_G789610.h1.t1
OG0007807	Np003G127210	Aa_G456520.h1.t1
OG0007808	Np003G128250	Aa_G226350.h1.t1
OG0007811	Np003G128670	Aa_G140730.h1.t1
OG0007812	Np003G128760	Aa_G191770.h1.t1
OG0007813	Np003G128820	Aa_G181600.h1.t1
OG0007814	Np003G147350	Aa_G181380.h1.t1
OG0007815	Np003G147770	Aa_G181150.h1.t1
OG0007817	Np003G140400	Aa_G15440.h1.t1
OG0007818	Np003G149050	Aa_G314260.h1.t1
OG0007819	Np003G149360	Aa_G404790.h1.t1
OG0007820	Np003G149430	Aa_G404750.h1.t1
OG0007822	Np003G149590, Np003G149710	Aa_G444250.h1.t1
OG0007823	Np003G149930	Aa_G8900.h1.t1, Aa_G8910.h1.t1
OG0007824	Np003G150530	Aa_G447570.h1.t1
OG0007825	Np003G150890	Aa_G173760.h1.t1
OG0007826	Np003G151360	Aa_G127310.h1.t1
OG0007827	Np003G151460	Aa_G127230.h1.t1, Aa_G127230.h2.t1
OG0007828	Np003G151740	Aa_G478600.h1.t1
OG0007829	Np003G152060	Aa_G234740.h1.t1
OG0007830	Np003G152290	Aa_G33940.h1.t1
OG0007831	Np003G152650	Aa_G550760.h1.t1
OG0007832	Np006G369870	Aa_G1093940.h1.t1
OG0007833	Np003G153700	Aa_G345590.h1.t1
OG0007834	Np003G153900	Aa_G246290.h1.t1
OG0007835	Np001G006540	Aa_G320900.h1.t1
OG0007836	Np001G006430	Aa_G320830.h1.t1
OG0007837	Np001G006420	Aa_G472770.h1.t1
OG0007838	Np001G005900	Aa_G75160.h1.t1
OG0007839	Np003G156770	Aa_G197830.h1.t1
OG0007840	Np001G005150	Aa_G268220.h1.t1
OG0007841	Np001G005100	Aa_G268270.h1.t1
OG0007843	Np001G004170	Aa_G21010.h1.t1
OG0007844	Np001G003980, Np007G419530	Aa_G20860.h1.t1
OG0007845	Np001G003960	Aa_G20840.h1.t1
OG0007846	Np001G003360	Aa_G37230.h1.t1
OG0007847	Np001G003280	Aa_G37270.h1.t1
OG0007848	Np001G003220	Aa_G37330.h1.t1
OG0007849	Np001G002790	Aa_G81340.h1.t1
OG0007850	Np001G002780	Aa_G81330.h1.t1
OG0007851	Np001G002620	Aa_G524520.h1.t1, Aa_G500320.h1.t1
OG0007853	Np001G002070	Aa_G383060.h1.t1
OG0007854	Np001G002010	Aa_G383180.h1.t1
OG0007855	Np001G001880	Aa_G165830.h1.t1
OG0007856	Np001G001410	Aa_G180720.h1.t1
OG0007857	Np001G000720	Aa_G43810.h1.t1
OG0007858	Np001G052860	Aa_G326330.h1.t1
OG0007859	Np001G000610	Aa_G44060.h1.t1
OG0007860	Np003G189090	Aa_G724620.h1.t1
OG0007861	Np003G189180	Aa_G425560.h1.t1
OG0007862	Np003G188870	Aa_G53240.h1.t1, Aa_G356870.h1.t1
OG0007863	Np003G188420	Aa_G67900.h1.t1
OG0007864	Np003G188350	Aa_G67840.h1.t1
OG0007866	Np003G187680	Aa_G46810.h1.t1
OG0007867	Np003G187080	Aa_G46540.h1.t1
OG0007868	Np003G186880	Aa_G191650.h1.t1
OG0007869	Np003G186850	Aa_G577370.h1.t1
OG0007870	Np003G182090	Aa_G99740.h1.t1
OG0007871	Np003G186200	Aa_G188770.h1.t1
OG0007872	Np003G186090	Aa_G188850.h1.t1
OG0007873	Np003G185710	Aa_G189110.h1.t1
OG0007874	Np003G185460	Aa_G187700.h1.t1
OG0007875	Np001G040160	Aa_G215310.h1.t1
OG0007876	Np001G040620	Aa_G89730.h1.t1
OG0007877	Np001G041460	Aa_G208550.h1.t1
OG0007878	Np009G431970, Np006G345240	Aa_G208600.h1.t1
OG0007879	Np001G064160	Aa_G208660.h1.t1
OG0007880	Np006G356570	Aa_G243720.h1.t1
OG0007881	Np006G356520	Aa_G243740.h1.t1
OG0007882	Np006G356480	Aa_G424790.h1.t1
OG0007883	Np006G357610	Aa_G404560.h1.t1
OG0007884	Np006G356640	Aa_G243680.h1.t1
OG0007885	Np006G355590	Aa_G154800.h1.t1
OG0007886	Np006G354820	Aa_G343120.h1.t1
OG0007887	Np006G354650, Np006G348270	Aa_G589090.h1.t1
OG0007888	Np006G348750, Np006G354250	Aa_G263140.h1.t1
OG0007889	Np006G354140, Np006G348850	Aa_G555100.h1.t1
OG0007890	Np004G253150	Aa_G22710.h1.t1
OG0007891	Np006G353990, Np006G346820	Aa_G85970.h1.t1
OG0007892	Np006G347300, Np006G353410	Aa_G159340.h1.t1
OG0007893	Np006G353040, Np006G347750	Aa_G249110.h1.t1
OG0007894	Np006G353000, Np006G347800	Aa_G119300.h1.t1
OG0007895	Np006G352560	Aa_G35420.h1.t1
OG0007896	Np004G252510	Aa_G441400.h1.t1
OG0007897	Np006G351690	Aa_G135350.h1.t1
OG0007898	Np006G359890	Aa_G832170.h1.t1
OG0007899	Np006G359860	Aa_G324760.h1.t1
OG0007900	Np006G359330	Aa_G405380.h1.t1
OG0007901	Np006G359270	Aa_G18170.h1.t1
OG0007902	Np006G359070	Aa_G18010.h1.t1
OG0007903	Np006G358480	Aa_G466710.h1.t1
OG0007904	Np006G361510	Aa_G90650.h1.t1
OG0007905	Np006G362010	Aa_G2950.h1.t1
OG0007906	Np003G131990	Aa_G414700.h1.t1
OG0007907	Np006G362580	Aa_G371780.h1.t1
OG0007908	Np006G362790	Aa_G734340.h1.t1
OG0007909	Np005G278030	Aa_G107220.h1.t1
OG0007910	Np005G278440	Aa_G196270.h1.t1
OG0007911	Np003G141670	Aa_G7920.h1.t1
OG0007912	Np007G424850	Aa_G553350.h1.t1
OG0007914	Np005G311350	Aa_G442310.h1.t1
OG0007915	Np005G279180	Aa_G227920.h1.t1
OG0007916	Np007G424430	Aa_G14720.h1.t1
OG0007917	Np007G424360	Aa_G14670.h1.t1
OG0007918	Np003G142190	Aa_G321060.h1.t1
OG0007919	Np007G423840	Aa_G71680.h1.t1
OG0007920	Np007G423520	Aa_G42570.h1.t1
OG0007921	Np007G423170	Aa_G42240.h1.t1
OG0007922	Np007G423020	Aa_G250360.h1.t1
OG0007923	Np007G422910	Aa_G250260.h1.t1
OG0007924	Np007G422600	Aa_G111720.h1.t1
OG0007925	Np007G422130	Aa_G47620.h1.t1
OG0007926	Np007G421590	Aa_G45090.h1.t1
OG0007927	Np007G420980	Aa_G553070.h1.t1
OG0007928	Np007G420230	Aa_G4370.h1.t1
OG0007929	Np007G420180	Aa_G4420.h1.t1
OG0007930	Np007G419640	Aa_G4600.h1.t1
OG0007931	Np007G419360	Aa_G4860.h1.t1
OG0007932	Np007G419510	Aa_G4680.h1.t1
OG0007934	Np007G419220	Aa_G5010.h1.t1
OG0007935	Np007G419010, Np003G188980	Aa_G75530.h1.t1
OG0007936	Np007G418720	Aa_G75790.h1.t1
OG0007937	Np007G418800	Aa_G75720.h1.t1
OG0007938	Np007G418410	Aa_G51130.h1.t1
OG0007939	Np007G417860	Aa_G205820.h1.t1
OG0007940	Np007G417690	Aa_G205930.h1.t1
OG0007941	Np007G417500	Aa_G163080.h1.t1
OG0007942	Np004G199970	Aa_G49920.h1.t1
OG0007943	Np007G416880	Aa_G49990.h1.t1
OG0007944	Np007G416850	Aa_G50040.h1.t1
OG0007945	Np007G416800	Aa_G47400.h1.t1
OG0007946	Np007G416760	Aa_G47380.h1.t1
OG0007947	Np007G416750	Aa_G47370.h1.t1
OG0007948	Np001G017070	Aa_G680940.h1.t1
OG0007949	Np007G415970	Aa_G78810.h1.t1
OG0007950	Np007G403970, Np007G415650	Aa_G174710.h1.t1
OG0007951	Np007G415340	Aa_G174460.h1.t1
OG0007952	Np007G415160	Aa_G174290.h1.t1
OG0007953	Np003G174030	Aa_G564490.h1.t1
OG0007953	Np007G415060	Aa_G174180.h1.t1
OG0007954	Np007G415050	Aa_G174170.h1.t1
OG0007955	Np007G414720	Aa_G258640.h1.t1
OG0007956	Np007G414510	Aa_G302040.h1.t1
OG0007957	Np007G414160	Aa_G377210.h1.t1
OG0007958	Np006G332070	Aa_G494600.h1.t1
OG0007959	Np006G332130	Aa_G499640.h1.t1, Aa_G499630.h1.t1
OG0007960	Np006G332150	Aa_G677200.h1.t1
OG0007961	Np006G332710	Aa_G292290.h1.t1
OG0007962	Np006G332910	Aa_G38240.h1.t1
OG0007964	Np006G334850	Aa_G269490.h1.t1
OG0007965	Np006G339670	Aa_G550060.h1.t1
OG0007966	Np006G339610	Aa_G505630.h1.t1
OG0007967	Np006G339480	Aa_G177490.h1.t1
OG0007969	Np006G339090	Aa_G11770.h1.t1
OG0007970	Np006G338640	Aa_G409390.h1.t1
OG0007971	Np006G338160	Aa_G231890.h1.t1
OG0007972	Np006G338100	Aa_G135720.h1.t1
OG0007973	Np006G337840	Aa_G531190.h1.t1
OG0007974	Np006G337670	Aa_G457200.h1.t1
OG0007975	Np006G336950	Aa_G576730.h1.t1
OG0007976	Np006G336850	Aa_G617070.h2.t1, Aa_G617070.h1.t1
OG0007978	Np006G336510	Aa_G115290.h1.t1
OG0007979	Np006G336040	Aa_G378850.h1.t1
OG0007980	Np006G335790	Aa_G66280.h1.t1
OG0007981	Np006G335540	Aa_G542790.h1.t1
OG0007982	Np006G339980	Aa_G24580.h1.t1
OG0007984	Np004G240010	Aa_G66490.h1.t1
OG0007985	Np004G239450	Aa_G103760.h1.t1
OG0007986	Np004G238170	Aa_G80310.h1.t1
OG0007987	Np004G237570	Aa_G55250.h1.t1
OG0007988	Np004G237670	Aa_G379830.h1.t1
OG0007989	Np004G237520	Aa_G718690.h1.t1
OG0007991	Np004G237310	Aa_G89010.h1.t1
OG0007992	Np004G237120	Aa_G119030.h1.t1
OG0007993	Np004G237060	Aa_G119130.h1.t1
OG0007994	Np004G236820	Aa_G627750.h1.t1
OG0007995	Np004G236370	Aa_G407820.h1.t1
OG0007996	Np004G236350	Aa_G407800.h1.t1
OG0007997	Np004G236110	Aa_G323710.h1.t1
OG0007998	Np004G236070	Aa_G323740.h1.t1
OG0007999	Np004G235640	Aa_G329280.h1.t1
OG0008000	Np004G235620	Aa_G329290.h1.t1
OG0008001	Np004G235540	Aa_G266550.h1.t1
OG0008003	Np004G235200	Aa_G436650.h1.t1
OG0008004	Np004G234600	Aa_G334130.h1.t1
OG0008005	Np002G076430	Aa_G111140.h1.t1
OG0008006	Np004G234400	Aa_G477460.h1.t1
OG0008007	Np004G234110	Aa_G331060.h1.t1
OG0008008	Np004G233970	Aa_G374420.h1.t1
OG0008009	Np004G233940	Aa_G374400.h1.t1
OG0008010	Np002G075380	Aa_G215640.h1.t1
OG0008011	Np004G233910	Aa_G374380.h1.t1
OG0008012	Np004G233770	Aa_G86930.h1.t1
OG0008013	Np004G233620	Aa_G86830.h1.t1
OG0008014	Np004G232510	Aa_G292630.h1.t1
OG0008015	Np004G232460	Aa_G292690.h1.t1
OG0008016	Np004G232120, Np004G232130	Aa_G198710.h1.t1
OG0008017	Np004G231960	Aa_G372730.h1.t1
OG0008018	Np004G231050	Aa_G367180.h1.t1
OG0008019	Np004G230190	Aa_G62370.h1.t1
OG0008020	Np004G229770	Aa_G487270.h1.t1
OG0008021	Np004G228500	Aa_G352710.h1.t1, Aa_G352720.h1.t1
OG0008022	Np004G208950	Aa_G587360.h1.t1
OG0008023	Np004G208970	Aa_G587350.h1.t1
OG0008024	Np004G209080	Aa_G596270.h1.t1
OG0008025	Np002G089860	Aa_G218570.h1.t1
OG0008026	Np004G209780	Aa_G61690.h1.t1
OG0008027	Np004G210120	Aa_G475510.h1.t1
OG0008028	Np004G210130	Aa_G475520.h1.t1
OG0008029	Np004G210230	Aa_G415700.h1.t1
OG0008030	Np005G282670	Aa_G92290.h1.t1
OG0008031	Np005G282600	Aa_G320700.h1.t1
OG0008032	Np005G282500	Aa_G92250.h1.t1
OG0008033	Np005G282220	Aa_G367130.h1.t1
OG0008034	Np005G282050	Aa_G92180.h1.t1
OG0008035	Np005G281260	Aa_G353680.h1.t1
OG0008036	Np005G281170	Aa_G442030.h1.t1
OG0008038	Np005G280900	Aa_G90910.h1.t1
OG0008039	Np005G280880	Aa_G90930.h1.t1
OG0008040	Np005G277210	Aa_G360390.h1.t1
OG0008041	Np005G277060	Aa_G1820.h1.t1
OG0008042	Np006G364830	Aa_G155630.h1.t1
OG0008043	Np006G365500	Aa_G41500.h1.t1
OG0008044	Np006G365950, Np001G034180	Aa_G670620.h1.t1
OG0008045	Np006G367420	Aa_G253060.h1.t1
OG0008046	Np002G079470	Aa_G449830.h1.t1
OG0008047	Np006G368380	Aa_G540290.h1.t1
OG0008049	Np006G368470	Aa_G224810.h1.t1
OG0008050	Np006G368640	Aa_G311530.h1.t1
OG0008051	Np006G368740	Aa_G311490.h1.t1
OG0008052	Np006G369460	Aa_G100320.h1.t1
OG0008053	Np006G370320	Aa_G651750.h1.t1
OG0008054	Np006G370210	Aa_G279310.h1.t1
OG0008055	Np006G370560	Aa_G50390.h1.t1
OG0008056	Np006G370720	Aa_G314720.h1.t1
OG0008057	Np006G370890	Aa_G314680.h1.t1
OG0008058	Np006G371080	Aa_G10140.h1.t1
OG0008059	Np004G241270	Aa_G121050.h1.t1
OG0008060	Np004G241380	Aa_G668540.h1.t1
OG0008061	Np004G241400	Aa_G668560.h1.t1, Aa_G668570.h1.t1
OG0008062	Np004G241540	Aa_G375710.h1.t1
OG0008063	Np004G241670	Aa_G284130.h1.t1
OG0008064	Np004G242030	Aa_G523760.h1.t1
OG0008065	Np004G242270	Aa_G117720.h1.t1
OG0008066	Np004G242770	Aa_G458150.h1.t1
OG0008067	Np004G242830	Aa_G585800.h1.t1
OG0008068	Np004G243150	Aa_G118580.h1.t1
OG0008070	Np004G244450	Aa_G26690.h1.t1
OG0008071	Np004G244460	Aa_G26680.h1.t1
OG0008072	Np004G245080	Aa_G319770.h1.t1
OG0008073	Np004G245300	Aa_G10790.h1.t1
OG0008074	Np004G245430	Aa_G270640.h1.t1
OG0008075	Np004G245880	Aa_G298910.h1.t1
OG0008076	Np004G246250	Aa_G338870.h1.t1
OG0008077	Np004G246260	Aa_G338890.h1.t1
OG0008078	Np001G028860, Np004G246690	Aa_G594230.h1.t1
OG0008079	Np004G246860	Aa_G469880.h1.t1
OG0008080	Np004G246920	Aa_G688390.h1.t1
OG0008081	Np004G248100	Aa_G535910.h1.t1
OG0008082	Np004G248400	Aa_G226560.h1.t1, Aa_G226540.h1.t1
OG0008083	Np004G248670	Aa_G446350.h1.t1
OG0008084	Np004G248750	Aa_G495660.h1.t1
OG0008085	Np004G249280	Aa_G160850.h1.t1
OG0008086	Np001G057550	Aa_G318980.h1.t1
OG0008087	Np004G250450	Aa_G92620.h1.t1, Aa_G80730.h1.t1
OG0008088	Np004G250750	Aa_G442640.h1.t1
OG0008089	Np004G250730	Aa_G442620.h1.t1
OG0008090	Np004G251960	Aa_G769790.h1.t1
OG0008091	Np004G252340	Aa_G182210.h1.t1
OG0008092	Np004G252580	Aa_G663690.h1.t1
OG0008093	Np004G253110	Aa_G22670.h1.t1
OG0008094	Np004G252940	Aa_G22430.h1.t1
OG0008095	Np004G253070	Aa_G22560.h1.t1
OG0008096	Np004G253120	Aa_G22680.h1.t1
OG0008097	Np004G253190	Aa_G22750.h1.t1
OG0008099	Np003G180020	Aa_G22920.h1.t1
OG0008100	Np004G253650	Aa_G706770.h1.t1, Aa_G706790.h1.t1
OG0008101	Np004G253880	Aa_G220660.h1.t1, Aa_G114740.h1.t1
OG0008102	Np004G254280	Aa_G79460.h1.t1
OG0008103	Np004G255070	Aa_G493510.h1.t1
OG0008104	Np003G140560	Aa_G209510.h1.t1
OG0008105	Np004G255710	Aa_G38880.h1.t1
OG0008106	Np004G255820	Aa_G38770.h1.t1
OG0008107	Np004G255870	Aa_G38740.h1.t1
OG0008108	Np004G256070	Aa_G423550.h1.t1
OG0008109	Np004G256840	Aa_G134860.h1.t1
OG0008110	Np004G256820	Aa_G134840.h1.t1
OG0008111	Np004G256810	Aa_G134830.h1.t1
OG0008112	Np004G256780	Aa_G134800.h1.t1
OG0008113	Np004G256550	Aa_G134610.h1.t1
OG0008114	Np004G257130	Aa_G135120.h1.t1
OG0008115	Np004G257200	Aa_G358030.h1.t1
OG0008116	Np004G257280	Aa_G228310.h1.t1
OG0008117	Np004G257560	Aa_G6770.h1.t1
OG0008118	Np004G258060	Aa_G6340.h1.t1
OG0008119	Np004G257970	Aa_G6370.h1.t1
OG0008120	Np004G257960	Aa_G6380.h1.t1
OG0008122	Np004G258530	Aa_G290650.h1.t1
OG0008123	Np004G259240	Aa_G291100.h1.t1
OG0008124	Np003G189900, Np004G259800	Aa_G106190.h1.t1
OG0008125	Np004G259870	Aa_G106280.h1.t1
OG0008126	Np003G141370	Aa_G258110.h1.t1
OG0008127	Np003G141120	Aa_G72760.h1.t1
OG0008128	Np003G141630	Aa_G7870.h1.t1
OG0008129	Np003G141640	Aa_G7880.h1.t1
OG0008130	Np003G141710	Aa_G7970.h1.t1
OG0008131	Np003G142520	Aa_G431370.h1.t1
OG0008132	Np003G142460	Aa_G133070.h1.t1, Aa_G431430.h1.t1
OG0008133	Np003G142450	Aa_G431440.h1.t1
OG0008134	Np003G143140	Aa_G59270.h1.t1
OG0008135	Np003G143540	Aa_G157930.h1.t1
OG0008136	Np003G143570	Aa_G157980.h1.t1
OG0008137	Np003G143620	Aa_G158030.h1.t1
OG0008138	Np003G143740	Aa_G489990.h1.t1
OG0008139	Np003G144120	Aa_G162200.h1.t1
OG0008140	Np003G144770	Aa_G192840.h1.t1
OG0008141	Np003G145070	Aa_G106630.h1.t1
OG0008142	Np003G145230	Aa_G106470.h1.t1
OG0008143	Np003G145240	Aa_G106460.h1.t1
OG0008144	Np004G231000	Aa_G70400.h1.t1
OG0008145	Np003G145770	Aa_G411000.h1.t1
OG0008146	Np005G308410, Np003G145990	Aa_G64510.h1.t1, Aa_G276260.h1.t1
OG0008147	Np003G146040	Aa_G449350.h1.t1
OG0008148	Np003G146370	Aa_G280240.h1.t1
OG0008149	Np003G146540	Aa_G43300.h1.t1, Aa_G126280.h1.t1
OG0008150	Np003G146680	Aa_G126140.h1.t1
OG0008151	Np003G146900	Aa_G83560.h1.t1
OG0008152	Np003G146920	Aa_G516130.h1.t1
OG0008153	Np003G146970	Aa_G120360.h1.t1
OG0008154	Np003G147030	Aa_G128850.h1.t1
OG0008155	Np003G147290	Aa_G95650.h1.t1
OG0008156	Np001G013850	Aa_G95630.h1.t1
OG0008157	Np001G013940	Aa_G112630.h1.t1
OG0008158	Np001G013950	Aa_G112610.h1.t1
OG0008159	Np001G014010	Aa_G41020.h1.t1
OG0008160	Np001G014380	Aa_G122200.h1.t1
OG0008161	Np001G014680	Aa_G120200.h1.t1
OG0008162	Np001G014740	Aa_G26010.h1.t1
OG0008163	Np001G014890	Aa_G25940.h1.t1
OG0008164	Np001G015120	Aa_G680410.h1.t1
OG0008165	Np001G016150	Aa_G296810.h1.t1
OG0008168	Np001G017100	Aa_G138970.h1.t1
OG0008169	Np001G017340	Aa_G649890.h1.t1
OG0008170	Np003G140610	Aa_G209550.h1.t1
OG0008171	Np001G017570	Aa_G28490.h1.t1
OG0008172	Np003G140480	Aa_G209430.h1.t1
OG0008173	Np003G140380	Aa_G388310.h1.t1
OG0008174	Np003G140320	Aa_G717960.h1.t1
OG0008175	Np003G132730	Aa_G244420.h1.t1
OG0008176	Np003G132420	Aa_G386350.h1.t1
OG0008177	Np003G132100	Aa_G508350.h1.t1
OG0008178	Np003G132030, Np003G149560	Aa_G414660.h1.t1
OG0008179	Np003G131680	Aa_G414840.h1.t1
OG0008180	Np003G129980, Np003G129990	Aa_G353320.h1.t1
OG0008181	Np003G129190	Aa_G73250.h1.t1
OG0008182	Np003G129170	Aa_G73230.h1.t1
OG0008183	Np003G147300, Np002G076610	Aa_G181320.h1.t1
OG0008184	Np001G012840	Aa_G70650.h1.t1
OG0008185	Np001G012330	Aa_G398130.h1.t1
OG0008186	Np001G012000	Aa_G392320.h1.t1
OG0008187	Np001G011960	Aa_G45230.h1.t1
OG0008188	Np001G011930	Aa_G45260.h1.t1
OG0008189	Np002G099010, Np001G011660	Aa_G45530.h1.t1
OG0008190	Np001G011370	Aa_G46170.h1.t1
OG0008191	Np001G010940	Aa_G630830.h1.t1
OG0008192	Np001G010850	Aa_G578240.h1.t1
OG0008193	Np001G010570	Aa_G143310.h1.t1
OG0008194	Np002G090240	Aa_G545250.h1.t1, Aa_G545250.h2.t1
OG0008195	Np001G010250	Aa_G97870.h1.t1
OG0008196	Np001G010100	Aa_G97940.h1.t1
OG0008197	Np001G010080	Aa_G97960.h1.t1
OG0008198	Np001G009790	Aa_G94780.h1.t1
OG0008199	Np001G009290	Aa_G448830.h1.t1
OG0008200	Np001G008840	Aa_G583360.h1.t1
OG0008201	Np001G008620	Aa_G61540.h1.t1
OG0008202	Np001G007570	Aa_G315960.h1.t1
OG0008203	Np001G007550	Aa_G315980.h1.t1
OG0008204	Np001G007440	Aa_G13460.h1.t1
OG0008205	Np001G007260	Aa_G13630.h1.t1
OG0008206	Np001G007210	Aa_G13680.h1.t1
OG0008207	Np001G006990	Aa_G621050.h1.t1
OG0008208	Np001G006750	Aa_G406280.h1.t1
OG0008209	Np001G006580	Aa_G320940.h1.t1
OG0008210	Np003G154390	Aa_G93810.h1.t1
OG0008211	Np003G154440	Aa_G93800.h1.t1
OG0008212	Np007G396540, Np003G154510	Aa_G93750.h1.t1
OG0008213	Np001G052890	Aa_G326340.h1.t1
OG0008214	Np007G409820, Np001G052840	Aa_G326310.h1.t1
OG0008215	Np001G052820	Aa_G451310.h1.t1
OG0008216	Np001G052460	Aa_G113220.h1.t1
OG0008217	Np001G052060	Aa_G366090.h1.t1
OG0008218	Np001G051240	Aa_G404270.h1.t1
OG0008219	Np001G011920, Np001G050510	Aa_G225230.h1.t1
OG0008220	Np001G050450, Np001G050480	Aa_G315210.h1.t1
OG0008221	Np001G050190	Aa_G102560.h1.t1
OG0008222	Np001G048470	Aa_G253600.h1.t1
OG0008223	Np001G046530	Aa_G500670.h1.t1
OG0008224	Np001G044250	Aa_G311730.h1.t1
OG0008226	Np002G091130	Aa_G282900.h1.t1
OG0008227	Np002G091170	Aa_G282880.h1.t1
OG0008228	Np002G091200	Aa_G428880.h1.t1
OG0008229	Np002G091220	Aa_G184430.h1.t1
OG0008230	Np002G091310	Aa_G7130.h1.t1
OG0008231	Np002G091380	Aa_G7180.h1.t1
OG0008232	Np006G341330	Aa_G15160.h1.t1
OG0008233	Np002G091920	Aa_G39330.h1.t1
OG0008234	Np002G090760	Aa_G490580.h1.t1
OG0008235	Np002G092050	Aa_G29240.h1.t1
OG0008236	Np002G087940	Aa_G277820.h1.t1
OG0008237	Np002G087880	Aa_G305270.h1.t1
OG0008238	Np002G087660	Aa_G305320.h1.t1
OG0008239	Np002G086280	Aa_G529220.h1.t1
OG0008240	Np004G227930	Aa_G126620.h1.t1
OG0008241	Np007G382060	Aa_G399590.h1.t1
OG0008242	Np002G085730	Aa_G221940.h1.t1
OG0008243	Np002G085700	Aa_G221970.h1.t1
OG0008244	Np002G085620	Aa_G189570.h1.t1
OG0008245	Np002G085440	Aa_G521040.h1.t1
OG0008246	Np002G085390	Aa_G101660.h1.t1
OG0008247	Np002G084190, Np002G084180	Aa_G214070.h1.t1
OG0008248	Np002G083830	Aa_G297650.h1.t1
OG0008249	Np002G083400	Aa_G245810.h1.t1
OG0008251	Np002G073770	Aa_G485920.h1.t1
OG0008252	Np002G073790	Aa_G197910.h1.t1
OG0008253	Np002G073830	Aa_G197890.h1.t1
OG0008254	Np002G074340	Aa_G526860.h1.t1
