Orthogroup	Noccaea_praecox	Eutrema_salsugineum
OG0010689	Np002G090520	XP_006414277.1
OG0010690	Np005G296270	XP_024005114.1
OG0010691	Np005G299390	XP_006414328.1
OG0010692	Np005G299480	XP_006414336.1
OG0010693	Np006G340050	XP_024003964.1
OG0010693	Np005G299490	XP_024005668.1
OG0010694	Np005G299760	XP_024004775.1
OG0010695	Np005G300150	XP_006414353.1
OG0010696	Np005G300190	XP_006414357.1
OG0010697	Np002G107490	XP_006392453.1
OG0010698	Np001G060690	XP_006402980.2
OG0010699	Np002G107700	XP_006392442.1
OG0010700	Np002G111500	XP_006392403.1
OG0010701	Np002G111730	XP_006392394.1
OG0010702	Np002G112900	XP_024004458.1
OG0010703	Np002G113140	XP_024015246.1
OG0010704	Np002G113600	XP_024016613.1
OG0010705	Np002G114680	XP_006392244.1
OG0010706	Np002G114430	XP_024016146.1
OG0010707	Np002G114970, Np005G301650	XP_006392224.1
OG0010708	Np002G115030	XP_024016082.1
OG0010709	Np002G115170, Np002G115190	XP_024013342.1
OG0010710	Np002G115370	XP_006392208.1
OG0010711	Np002G115680	XP_006392184.1
OG0010712	Np002G115690	XP_006392183.1
OG0010713	Np002G115710	XP_006392179.1
OG0010714	Np002G115900, Np002G115850	XP_006392169.1
OG0010715	Np002G116030, Np002G116020	XP_006415165.1
OG0010715	Np002G116010	XP_006392165.2
OG0010716	Np002G116450	XP_006392134.1
OG0010717	Np002G117290	XP_006392066.1
OG0010718	Np002G117750	XP_006392028.1
OG0010719	Np002G118550	XP_006391981.1
OG0010720	Np002G118710	XP_006391967.1
OG0010721	Np002G118900	XP_006391949.1
OG0010722	Np001G029790	XP_006398498.1
OG0010723	Np001G026620	XP_006395851.1
OG0010725	Np001G025520	XP_006395788.1
OG0010726	Np001G025420	XP_006395783.1
OG0010727	Np001G025300	XP_006395772.1
OG0010728	Np001G025200	XP_006395761.1
OG0010729	Np001G025130	XP_024006799.1
OG0010730	Np001G024660	XP_006395708.1
OG0010731	Np001G023590	XP_006401772.1
OG0010732	Np004G243710	XP_006417127.1
OG0010733	Np001G023060	XP_006395601.1
OG0010734	Np004G244150	XP_006417146.1
OG0010736	Np001G022800	XP_024006700.1
OG0010737	Np001G022630	XP_006395565.2
OG0010738	Np001G020620	XP_006395418.1
OG0010739	Np001G020560	XP_006395412.1
OG0010740	Np001G020170	XP_024006842.1
OG0010741	Np001G019980	XP_006395371.1
OG0010742	Np001G018620	XP_006395263.1
OG0010743	Np002G094440	XP_006391413.1
OG0010744	Np002G098510	XP_006391555.1
OG0010745	Np002G101220	XP_006419163.1
OG0010746	Np007G420870	XP_006408212.1
OG0010747	Np005G309430	XP_006419183.1
OG0010748	Np002G124810	XP_006391590.1
OG0010749	Np002G123240	XP_024015661.1
OG0010750	Np002G124650	XP_006391603.1
OG0010751	Np002G124300	XP_006391619.1
OG0010752	Np002G124290	XP_006391620.1
OG0010753	Np002G124120	XP_006391641.1, XP_024016269.1
OG0010754	Np002G123850	XP_006391661.1
OG0010755	Np002G123410	XP_006391692.1
OG0010756	Np002G122880	XP_006391723.1, XP_024013605.1
OG0010757	Np002G120990	XP_006391815.1
OG0010758	Np007G408930	XP_006407326.1
OG0010759	Np005G279630	XP_006413217.1
OG0010760	Np006G330500	XP_006411390.2
OG0010761	Np006G330800	XP_006411361.1
OG0010762	Np006G330750	XP_006411363.1
OG0010763	Np006G331270	XP_006411330.1
OG0010765	Np007G413740	XP_006407711.1
OG0010766	Np007G413430	XP_006407677.1
OG0010767	Np007G412190	XP_006407602.1
OG0010768	Np007G412100	XP_006407595.1
OG0010769	Np007G412090	XP_006407594.1
OG0010770	Np005G288480	XP_006413886.1
OG0010771	Np007G411230	XP_006407501.1
OG0010772	Np005G268280	XP_024015308.1, XP_024005662.1
OG0010773	Np007G410920	XP_006407477.2
OG0010774	Np005G263300	XP_006412384.1
OG0010775	Np004G218660, Np007G410280	XP_006407440.1
OG0010777	Np007G409360	XP_006407373.1
OG0010778	Np007G409250	XP_006407357.1
OG0010779	Np007G409230	XP_006407356.1
OG0010780	Np007G409040	XP_006407338.1
OG0010781	Np007G409030	XP_006407337.1
OG0010782	Np003G175140	XP_006397347.1
OG0010783	Np003G174680	XP_006402222.2
OG0010784	Np003G174740	XP_024011607.1
OG0010785	Np003G174570	XP_006402213.1
OG0010786	Np003G172830	XP_006402110.1
OG0010787	Np003G172990	XP_006402129.1
OG0010788	Np003G172950	XP_006402126.1
OG0010789	Np003G172780	XP_006402108.1
OG0010790	Np003G172050	XP_024012318.1
OG0010791	Np005G281230	XP_024005334.1
OG0010792	Np003G184410	XP_006402005.1
OG0010793	Np003G184550	XP_006401981.1
OG0010794	Np004G225400	XP_006401968.1
OG0010795	Np003G168040	XP_006401932.1
OG0010796	Np003G167450	XP_006401904.1
OG0010797	Np003G166220, Np003G166400	XP_006401847.1
OG0010798	Np003G164160	XP_006401721.1
OG0010799	Np003G164440	XP_006403563.1
OG0010800	Np003G163840	XP_024011475.1
OG0010802	Np003G162380	XP_024012671.1
OG0010803	Np003G161950, Np003G161810, Np003G161940, Np003G161900, Np003G161840	XP_024011209.1
OG0010804	Np003G161620	XP_006401663.1
OG0010805	Np003G163390	XP_006401545.1
OG0010806	Np005G278450	XP_006413106.2
OG0010807	Np003G160790	XP_006401506.1
OG0010808	Np003G159530	XP_006401445.1
OG0010809	Np003G159230	XP_024012482.1
OG0010810	Np003G158610	XP_006401396.1
OG0010811	Np003G158200	XP_006401363.1
OG0010812	Np003G156530	XP_006401250.1
OG0010813	Np003G156350	XP_006401235.1
OG0010814	Np003G156250	XP_006401228.1
OG0010815	Np003G155750	XP_006401190.1
OG0010816	Np003G155240	XP_024012274.1
OG0010817	Np003G155050	XP_006401140.1
OG0010818	Np003G139810	XP_006399802.1
OG0010819	Np003G139290	XP_006399760.1
OG0010820	Np003G138950	XP_006399727.2
OG0010821	Np003G138520	XP_006399698.1
OG0010822	Np003G138400	XP_006399683.1
OG0010823	Np003G138310	XP_006399672.1
OG0010824	Np003G138240	XP_006399666.1
OG0010825	Np003G138190	XP_006399662.1
OG0010826	Np003G137720	XP_006399616.1
OG0010827	Np003G137700	XP_006399613.1
OG0010828	Np003G137420	XP_006399599.1
OG0010829	Np003G137340	XP_024012702.1
OG0010830	Np003G136990	XP_024012446.1
OG0010831	Np001G002910	XP_006394014.1
OG0010832	Np003G136850	XP_006399550.1
OG0010833	Np003G136340	XP_006399499.1
OG0010834	Np003G136330	XP_006399498.1
OG0010835	Np003G135970	XP_006399458.1
OG0010836	Np003G135830	XP_006399438.1
OG0010837	Np001G004820	XP_006394186.1
OG0010838	Np003G134800	XP_024011637.1
OG0010839	Np003G177820	XP_006398010.2
OG0010840	Np003G133330	XP_006399223.1
OG0010841	Np005G295910	XP_006414256.1
OG0010842	Np005G293620	XP_006414192.1
OG0010843	Np005G292850	XP_006414166.1
OG0010844	Np005G291730	XP_006414108.1
OG0010845	Np005G291490	XP_024004353.1
OG0010846	Np005G291390	XP_006414086.2
OG0010847	Np005G291220	XP_006414075.1
OG0010848	Np005G290620	XP_006414039.1
OG0010849	Np005G290350	XP_006414010.1
OG0010850	Np005G290090	XP_024005615.1
OG0010852	Np005G289230	XP_006413934.1
OG0010853	Np005G288100	XP_006413858.1
OG0010854	Np005G287060	XP_006413850.1
OG0010855	Np005G287670	XP_006413797.1
OG0010856	Np005G286920, Np005G286660	XP_006413770.1
OG0010857	Np005G286860	XP_006413760.1
OG0010858	Np005G286700	XP_006413742.1
OG0010859	Np005G276730	XP_006412984.1
OG0010860	Np005G283470	XP_006413540.1
OG0010861	Np005G282830	XP_006413475.1
OG0010862	Np004G206280	XP_006415098.1
OG0010863	Np004G206450	XP_024008971.1
OG0010864	Np004G206780	XP_006415066.1
OG0010865	Np004G206850	XP_006415062.1
OG0010866	Np004G204040	XP_006397424.1
OG0010867	Np004G204110	XP_006397431.1
OG0010868	Np003G157680	XP_006392874.1
OG0010869	Np004G202570	XP_006393724.1
OG0010870	Np004G203090	XP_006393768.1
OG0010871	Np004G203190	XP_006393776.1
OG0010872	Np001G037810, Np007G393990, Np001G013050, Np004G200910	XP_006393595.1
OG0010873	Np004G210880	XP_006415701.2
OG0010874	Np004G211090, Np002G096390	XP_024008081.1
OG0010875	Np004G211430	XP_006415652.1
OG0010876	Np004G211440	XP_006415650.1
OG0010877	Np004G211520	XP_006415640.1
OG0010878	Np004G211790	XP_024008882.1
OG0010879	Np004G213430	XP_024008427.1
OG0010880	Np004G213890	XP_006415466.1
OG0010881	Np004G214110	XP_006415446.1
OG0010882	Np004G214410	XP_006415427.1
OG0010883	Np004G201200	XP_006393621.2
OG0010884	Np005G267080	XP_006412076.1
OG0010885	Np005G267660	XP_024005285.1
OG0010886	Np005G267980	XP_006412011.1
OG0010887	Np007G374690	XP_006409171.1
OG0010888	Np005G268340	XP_006411975.1
OG0010889	Np005G268400	XP_006411970.1
OG0010890	Np005G269340	XP_006411889.1
OG0010891	Np005G269460	XP_006411879.1
OG0010892	Np005G262700	XP_006411836.1
OG0010894	Np005G262010	XP_006411776.1
OG0010896	Np005G261090	XP_006411703.1
OG0010897	Np005G260500	XP_006411654.1
OG0010898	Np005G260430	XP_006411650.1
OG0010899	Np006G371310	XP_006404538.1
OG0010900	Np006G371330	XP_006404536.1
OG0010901	Np005G260090	XP_006411617.1
OG0010902	Np005G260150	XP_006411622.1
OG0010903	Np005G260250	XP_006411630.1
OG0010904	Np005G260260	XP_024004532.1
OG0010905	Np005G259990	XP_006394460.1
OG0010906	Np005G310770	XP_006395913.1
OG0010907	Np005G310930	XP_006405981.1
OG0010908	Np005G311370	XP_006405902.1
OG0010909	Np007G383540	XP_006406136.1
OG0010910	Np005G312510	XP_006405834.1
OG0010911	Np005G313870	XP_006405729.1
OG0010912	Np005G314090	XP_006405706.2
OG0010913	Np005G314410	XP_006405685.1
OG0010914	Np005G314660	XP_006405668.1
OG0010915	Np005G315830	XP_006405606.1
OG0010916	Np006G341020	XP_006410656.1
OG0010917	Np006G340970	XP_006410662.1
OG0010918	Np006G340710	XP_006410689.1
OG0010919	Np004G205530	XP_006415167.1
OG0010920	Np003G177260	XP_006397176.1
OG0010921	Np003G177070	XP_006397180.1
OG0010922	Np003G175780	XP_006397280.1
OG0010923	Np003G184610	XP_006397329.1
OG0010924	Np003G175470	XP_006397307.1
OG0010925	Np006G342580	XP_006410570.2
OG0010926	Np006G342780	XP_006410552.1
OG0010927	Np006G343290	XP_006410534.1
OG0010928	Np006G343350	XP_024016812.1
OG0010929	Np001G041540	XP_006403266.1
OG0010930	Np001G042280	XP_006416476.1
OG0010931	Np001G042360	XP_006403361.1
OG0010932	Np001G042370	XP_024013281.1
OG0010933	Np003G171250	XP_006402041.1
OG0010934	Np001G042640	XP_006403384.1
OG0010935	Np003G178040	XP_006397094.1
OG0010936	Np003G178860	XP_006397011.1
OG0010937	Np003G180310	XP_006396926.1
OG0010938	Np003G181610	XP_024009799.1
OG0010939	Np003G183290	XP_006396695.1
OG0010940	Np003G183800	XP_006396658.1
OG0010941	Np003G183940	XP_024009834.1, XP_024008844.1
OG0010942	Np003G183960	XP_024010026.1
OG0010943	Np003G184020	XP_006396644.1
OG0010944	Np001G039610	XP_024011056.1
OG0010945	Np002G089940	XP_006391185.1
OG0010946	Np001G037110	XP_024011052.1
OG0010947	Np001G036860	XP_006398255.1
OG0010948	Np001G036710	XP_006398264.1
OG0010949	Np001G035310	XP_006398336.1
OG0010950	Np001G034470	XP_006398364.1
OG0010951	Np006G364970, Np001G033210	XP_006398404.1
OG0010952	Np001G032660	XP_006398478.1
OG0010953	Np001G031070	XP_006398430.1
OG0010954	Np007G388600	XP_006418574.1
OG0010955	Np007G388570	XP_006418581.1
OG0010956	Np005G310600	XP_006395928.1
OG0010957	Np007G388440	XP_006418603.1
OG0010958	Np005G307430	XP_024005575.1
OG0010959	Np005G307510	XP_024005867.1
OG0010960	Np005G308880	XP_024005309.1, XP_024005182.1
OG0010961	Np005G306800	XP_006414850.1
OG0010962	Np005G306700	XP_006414846.1
OG0010963	Np005G306620	XP_006414836.1
OG0010964	Np005G306390	XP_006414824.1
OG0010965	Np007G385780	XP_006418818.1
OG0010966	Np005G304540	XP_024004853.1
OG0010967	Np005G302880	XP_006414507.1
OG0010968	Np005G316430	XP_006405568.1
OG0010969	Np005G316450	XP_006405565.1
OG0010970	Np005G316570	XP_006405554.1
OG0010971	Np005G316690	XP_006405545.1
OG0010972	Np006G341560	XP_006405543.1, XP_006395372.1
OG0010973	Np006G341570	XP_024008109.1, XP_006405541.1
OG0010974	Np005G317620	XP_006405494.1
OG0010975	Np005G317740	XP_006405489.1
OG0010976	Np005G317940	XP_024014574.1
OG0010977	Np005G318070	XP_006405451.1
OG0010978	Np005G319980	XP_006405312.1
OG0010979	Np005G320240	XP_024005328.1
OG0010980	Np006G320750	XP_006397983.1
OG0010981	Np006G320810	XP_024010831.1
OG0010982	Np006G320830	XP_006397975.1
OG0010983	Np006G321240	XP_006397941.1
OG0010984	Np006G321400	XP_006397934.1
OG0010985	Np005G306190	XP_006414799.1
OG0010986	Np006G321760	XP_006397910.1
OG0010987	Np006G322430	XP_006397863.1
OG0010988	Np006G323200	XP_006397799.1
OG0010989	Np006G323870	XP_006397753.1
OG0010990	Np006G324010	XP_006397743.1
OG0010991	Np006G324020	XP_006397742.1
OG0010992	Np006G324590	XP_006397706.1, XP_024010900.1
OG0010993	Np006G324870	XP_006397683.1
OG0010994	Np006G325420	XP_006397646.1
OG0010995	Np006G325430	XP_006397644.1
OG0010996	Np006G325550	XP_006397634.1
OG0010997	Np006G325730	XP_006397617.1
OG0010998	Np001G064690	XP_024012735.1
OG0010999	Np002G089080, Np002G089160	XP_006391136.1
OG0011000	Np006G327820	XP_006411564.1
OG0011001	Np006G327930	XP_006411551.1
OG0011002	Np006G328240	XP_024016808.1
OG0011003	Np006G328750	XP_006411492.2
OG0011004	Np006G329580	XP_006411452.1
OG0011005	Np006G329680	XP_006411442.1
OG0011006	Np006G329810	XP_006411432.1
OG0011007	Np006G329820	XP_006411431.1
OG0011008	Np006G329970	XP_006411425.1
OG0011009	Np006G330000	XP_006411421.1
OG0011010	Np003G125150	XP_006398583.1
OG0011011	Np003G125200	XP_006398590.1
OG0011013	Np003G125260	XP_006398598.1
OG0011014	Np003G125270	XP_006398600.1
OG0011015	Np003G125310	XP_006398603.1
OG0011016	Np003G185200	XP_006396573.1
OG0011017	Np003G126410	XP_006398685.1
OG0011018	Np003G126750	XP_006398710.2
OG0011019	Np003G126840	XP_006398718.1
OG0011020	Np003G126880	XP_006398721.1
OG0011021	Np003G127050	XP_006398742.1
OG0011022	Np003G127510	XP_006398775.1
OG0011023	Np004G199540	XP_006402113.1
OG0011024	Np003G128450	XP_006398856.1
OG0011025	Np003G128500	XP_024011467.1
OG0011026	Np001G013830	XP_024007083.1
OG0011028	Np001G000090	XP_006417831.1
OG0011029	Np003G148860	XP_006400621.1
OG0011030	Np003G149040	XP_006400643.2
OG0011031	Np003G149270	XP_006400661.1
OG0011032	Np003G149530	XP_006400682.1
OG0011033	Np003G149890	XP_006400702.1
OG0011034	Np003G149950, Np008G427060, Np008G427050	XP_006400706.1
OG0011035	Np003G150570	XP_006400757.1
OG0011036	Np003G150610	XP_006400758.1
OG0011038	Np003G151630	XP_006400830.1
OG0011039	Np003G151760	XP_006400843.1
OG0011040	Np003G151830	XP_024011962.1, XP_024006316.1
OG0011041	Np003G153170	XP_006400972.1
OG0011042	Np003G153010	XP_006400955.1
OG0011044	Np001G005650	XP_006394256.1
OG0011045	Np001G005280	XP_006394233.1
OG0011046	Np001G004860	XP_006394192.1
OG0011047	Np001G004850	XP_006394191.1
OG0011048	Np001G004790	XP_006394183.1
OG0011049	Np001G004240	XP_006394131.1
OG0011050	Np001G052090	XP_006404021.1
OG0011051	Np002G079880, Np001G001100	XP_006393867.1
OG0011052	Np001G001090	XP_006393866.1
OG0011053	Np001G000750	XP_006393845.1
OG0011054	Np001G000350	XP_006393810.1
OG0011055	Np001G000200	XP_006393795.1
OG0011056	Np001G000010	XP_006393780.1
OG0011057	Np003G189190	XP_006396255.1
OG0011058	Np003G189200	XP_006396254.1
OG0011059	Np003G189430	XP_006396236.1
OG0011060	Np003G189570	XP_006396225.2
OG0011061	Np003G188250	XP_006396323.1
OG0011062	Np003G187960	XP_006396347.1
OG0011063	Np003G187810	XP_006396353.1
OG0011064	Np003G187800	XP_006396354.1
OG0011065	Np003G187750	XP_006396357.1
OG0011066	Np003G187690	XP_006396362.1
OG0011067	Np003G187660	XP_024009874.1
OG0011068	Np003G187440	XP_024009853.1, XP_006396381.2
OG0011069	Np003G187570	XP_024009803.1
OG0011070	Np003G187190	XP_006396401.1
OG0011071	Np003G186920	XP_006396427.1
OG0011072	Np003G186660	XP_006396451.1
OG0011073	Np003G186610	XP_006396455.1
OG0011074	Np003G186480	XP_006396465.1
OG0011075	Np003G185980	XP_006396508.1
OG0011076	Np003G186040	XP_006396503.1
OG0011077	Np003G185270	XP_006396569.1
OG0011078	Np001G040690	XP_006403169.1
OG0011079	Np006G357630	XP_006410437.1
OG0011080	Np006G348810, Np003G188310	XP_006418627.2, XP_006396222.1
OG0011081	Np006G357350	XP_006410414.1
OG0011082	Np006G357540	XP_006410431.1
OG0011083	Np006G357550	XP_006410433.1
OG0011084	Np006G356090	XP_006410347.1
OG0011085	Np006G348170, Np006G354750	XP_024004266.1
OG0011086	Np006G348860, Np006G354130	XP_024004300.1
OG0011087	Np006G353420, Np006G347280	XP_006410158.1
OG0011088	Np006G350950, Np006G365980	XP_006410036.1
OG0011089	Np006G350160, Np008G428170	XP_006410013.1
OG0011090	Np006G342410	XP_006409998.1
OG0011091	Np006G360000	XP_006409925.1
OG0011092	Np006G359570	XP_006409889.1
OG0011093	Np006G359100	XP_006409858.1
OG0011094	Np006G359020	XP_006409852.1
OG0011095	Np006G369710, Np006G370430	XP_024004965.1, XP_006409828.2
OG0011096	Np006G358010	XP_006409756.2
OG0011097	Np006G361580	XP_024016011.1
OG0011098	Np006G361030	XP_006408700.1
OG0011099	Np006G361720	XP_006408607.1
OG0011100	Np006G334900	XP_006411101.1
OG0011101	Np001G017810	XP_024007072.1
OG0011102	Np006G362320	XP_006392087.1
OG0011103	Np004G209320	XP_006415858.1
OG0011104	Np006G363390	XP_006405248.1
OG0011105	Np005G278610	XP_024004656.1
OG0011106	Np007G424660	XP_006409235.1, XP_006408496.2
OG0011107	Np007G424770	XP_006408510.1
OG0011109	Np006G352370	XP_006410080.1
OG0011110	Np005G311730	XP_006408580.1
OG0011111	Np006G330190	XP_006411404.1
OG0011112	Np006G330230	XP_006411403.1
OG0011113	Np005G278770	XP_006413140.2
OG0011114	Np005G278840	XP_006413144.1
OG0011115	Np005G278850	XP_006413145.1
OG0011117	Np007G412400, Np007G423150	XP_006408393.1
OG0011118	Np007G423080	XP_006408387.1
OG0011119	Np007G422820	XP_006408360.1
OG0011120	Np003G147600	XP_006400517.1
OG0011121	Np007G421600	XP_006408269.1
OG0011122	Np007G420550	XP_006408186.1
OG0011123	Np007G419370	XP_006408114.1
OG0011124	Np007G419460	XP_006408123.1
OG0011127	Np007G412410, Np007G417990	XP_006408020.1
OG0011128	Np007G417640	XP_006407988.1
OG0011129	Np007G417550	XP_006407983.1
OG0011130	Np007G389080	XP_006396163.1
OG0011131	Np007G417140	XP_006407948.1
OG0011132	Np001G017590	XP_024007110.1
OG0011133	Np007G414700	XP_006407776.1
OG0011134	Np007G414450	XP_006407763.1
OG0011135	Np007G413980	XP_024014946.1
OG0011136	Np007G413960	XP_006407725.1
OG0011137	Np006G331510	XP_006411313.1
OG0011138	Np006G332590	XP_006411244.1
OG0011139	Np006G333210	XP_024003962.1
OG0011140	Np006G334520	XP_024003756.1
OG0011141	Np006G334880	XP_024016868.1
OG0011142	Np006G339710	XP_006410773.1
OG0011143	Np006G339460	XP_024016662.1
OG0011144	Np006G338060	XP_006410876.1
OG0011145	Np006G338990, Np006G337540	XP_006410915.1
OG0011146	Np006G337210	XP_006410927.1
OG0011147	Np006G336900	XP_006410955.1
OG0011148	Np006G336740	XP_024004201.1
OG0011149	Np006G336440	XP_006410990.1
OG0011150	Np006G335780	XP_006411027.1
OG0011151	Np006G335310	XP_006411066.1
OG0011152	Np006G335320	XP_006411065.1
OG0011153	Np004G240310	XP_006416860.1
OG0011155	Np004G240170	XP_006416849.1
OG0011156	Np004G239890	XP_006416823.1
OG0011158	Np004G238950	XP_006416728.1
OG0011159	Np004G238330	XP_006416679.1
OG0011160	Np004G238300	XP_006416675.1
OG0011161	Np004G238040	XP_006416656.2
OG0011162	Np004G235900	XP_006416486.2
OG0011163	Np004G235710	XP_006416462.1
OG0011164	Np004G235390	XP_006416435.1
OG0011165	Np004G235140	XP_006416407.1
OG0011166	Np004G234090	XP_024008968.1
OG0011167	Np004G233310	XP_006416258.2
OG0011168	Np004G231270	XP_006416146.1
OG0011169	Np004G229810	XP_006416057.1
OG0011170	Np004G228730	XP_024008301.1
OG0011171	Np004G227950	XP_006416000.1
OG0011172	Np004G226930	XP_006415962.1
OG0011173	Np004G225860	XP_006415929.1
OG0011174	Np007G408560	XP_006407294.1
OG0011175	Np004G209160	XP_006415871.1
OG0011176	Np004G209230	XP_006415867.1
OG0011177	Np004G209410	XP_006415845.1
OG0011178	Np004G209490	XP_006415825.1
OG0011179	Np004G209640	XP_006415822.1
OG0011180	Np004G209930	XP_006415795.1
OG0011181	Np004G210010	XP_006415767.1
OG0011182	Np002G091980	XP_006391288.1
OG0011183	Np004G259210	XP_006418440.1
OG0011184	Np004G210310	XP_006415755.1
OG0011185	Np004G217280	XP_006395982.1
OG0011186	Np005G281130	XP_006413333.1
OG0011187	Np005G280400	XP_006413289.1
OG0011191	Np006G366340	XP_024013916.1
OG0011192	Np006G366730	XP_006404859.1
OG0011193	Np006G366770	XP_006404856.1
OG0011194	Np006G368100	XP_006404753.1
OG0011195	Np006G369330	XP_006404662.1
OG0011196	Np006G370330	XP_006404641.1
OG0011197	Np006G370040	XP_006404618.1
OG0011198	Np006G371040	XP_006404554.1
OG0011199	Np004G242380	XP_006417025.1
OG0011200	Np004G242480	XP_006417033.1
OG0011201	Np004G242660	XP_006417049.1
OG0011202	Np004G242940	XP_006417078.1
OG0011203	Np004G243160	XP_006417098.1
OG0011204	Np004G244540	XP_006417172.1
OG0011205	Np004G244640	XP_006417187.1
OG0011206	Np004G245220	XP_006417224.1
OG0011207	Np004G246030	XP_006417283.1
OG0011208	Np004G246310, Np004G246290	XP_024007814.1
OG0011209	Np004G246840	XP_006417349.1
OG0011210	Np004G247720	XP_006417405.1
OG0011211	Np004G248220	XP_006417457.1
OG0011212	Np004G248530	XP_024008229.1
OG0011213	Np004G248850	XP_006417501.1
OG0011214	Np004G250150	XP_006417617.1
OG0011215	Np005G298770, Np002G102140	XP_006414313.1
OG0011216	Np004G250370	XP_006398012.1, XP_006417637.1
OG0011217	Np004G250580	XP_006417661.1
OG0011218	Np004G200240	XP_006393516.1
OG0011219	Np004G251260	XP_006417727.1
OG0011220	Np004G252210	XP_006417812.1
OG0011222	Np004G252750	XP_006417869.1
OG0011223	Np004G253360	XP_006417929.1
OG0011224	Np004G253690, Np004G228270	XP_006417961.1
OG0011226	Np004G253750	XP_006417968.1
OG0011227	Np004G253790	XP_006417972.1
OG0011228	Np004G254340	XP_006418011.1
OG0011229	Np004G254450	XP_024013483.1
OG0011230	Np004G254520	XP_006418033.1
OG0011231	Np004G255500	XP_006418100.1
OG0011232	Np004G255690	XP_024008643.1
OG0011233	Np004G256390	XP_024008535.1
OG0011234	Np004G256890	XP_024008842.1, XP_024005669.1
OG0011235	Np004G256800	XP_006418220.1
OG0011236	Np004G256620	XP_006418204.1
OG0011237	Np004G257050	XP_006418241.1
OG0011238	Np004G257120	XP_024008693.1
OG0011239	Np004G257180	XP_006418256.1
OG0011240	Np004G257220	XP_006418261.1
OG0011241	Np004G257490	XP_006418287.1
OG0011242	Np004G257680	XP_006418309.1
OG0011243	Np004G257770	XP_024008582.1
OG0011244	Np004G257860	XP_024008278.1
OG0011245	Np004G258640	XP_006418402.1
OG0011246	Np004G203180	XP_006418479.1
OG0011247	Np003G140850	XP_006399902.1
OG0011248	Np003G141190	XP_006399941.1
OG0011249	Np003G141060	XP_006399929.2
OG0011250	Np003G140920	XP_006399910.1
OG0011251	Np003G141620	XP_006399984.1
OG0011252	Np003G142210	XP_006400049.1
OG0011253	Np003G143450	XP_006400176.1
OG0011254	Np003G143560	XP_006400186.1
OG0011255	Np003G143810	XP_024012219.1
OG0011256	Np003G144720	XP_024012175.1
OG0011257	Np003G144680	XP_006400274.2
OG0011258	Np003G145210	XP_006400327.1
OG0011259	Np002G089610, Np002G089620	XP_006391156.1
OG0011260	Np003G145950	XP_024012395.1
OG0011261	Np003G146300, Np003G146060	XP_006397463.2, XP_006403586.1
OG0011262	Np003G146430	XP_006400410.1
OG0011263	Np003G146950	XP_006400463.1
OG0011264	Np001G014020	XP_006394887.1
OG0011265	Np001G014300	XP_006394907.1
OG0011267	Np001G014460	XP_006394920.1
OG0011268	Np001G014650, Np001G008890, Np006G343250	XP_024007134.1
OG0011269	Np001G015270	XP_006394983.1
OG0011270	Np001G015840	XP_006395032.1
OG0011271	Np001G016030, Np001G015910	XP_006395040.1
OG0011272	Np001G016210	XP_006395049.1
OG0011273	Np001G016410	XP_006395065.1
OG0011274	Np001G016710	XP_006395092.1
OG0011275	Np001G016580	XP_006395077.1
OG0011276	Np001G017640	XP_024007507.1
OG0011277	Np003G140330	XP_006399845.1
OG0011278	Np003G132620	XP_006399168.1
OG0011279	Np003G131560	XP_006399091.1
OG0011280	Np003G131150	XP_006399053.1
OG0011281	Np003G130590	XP_006399018.1
OG0011282	Np003G130510	XP_006399011.1
OG0011283	Np003G130470	XP_006399008.1
OG0011284	Np003G130400	XP_006399002.2
OG0011285	Np007G409220, Np003G125580, Np004G236380	XP_006407353.1
OG0011286	Np003G129030	XP_006398904.1
OG0011288	Np001G013190	XP_006394812.1
OG0011289	Np001G013220	XP_006394813.1
OG0011290	Np001G012850	XP_006394789.1
OG0011291	Np001G012590	XP_006394771.1
OG0011292	Np001G012140	XP_006394737.2
OG0011293	Np001G011990	XP_006394723.2
OG0011294	Np001G011420	XP_006394677.1
OG0011295	Np001G011220	XP_006394666.1
OG0011297	Np001G010950	XP_024007165.1
OG0011298	Np001G009590	XP_006394539.2
OG0011299	Np001G008910	XP_006394488.1
OG0011300	Np001G007010	XP_006394357.1
OG0011301	Np003G153970	XP_006401038.1
OG0011302	Np003G154060	XP_006401046.1
OG0011303	Np003G154600	XP_006401090.1
OG0011304	Np003G154620	XP_006401092.2
OG0011305	Np003G154750	XP_006401109.1
OG0011306	Np001G052830	XP_006403954.1
OG0011307	Np001G052110	XP_006404019.1
OG0011308	Np001G052100	XP_006404020.2
OG0011309	Np001G052070	XP_006404022.1
OG0011310	Np001G051900, Np001G051970	XP_006404029.2
OG0011311	Np001G051940, Np001G051870	XP_024013584.1
OG0011312	Np001G050970	XP_024013687.1
OG0011313	Np001G049900	XP_006404187.1
OG0011314	Np001G049180	XP_006404235.1
OG0011315	Np001G049160	XP_006404237.1, XP_006404238.1
OG0011316	Np001G048160	XP_024013825.1
OG0011317	Np004G242920	XP_006417077.1
OG0011318	Np001G045880	XP_006418940.1
OG0011319	Np001G045860	XP_006418942.1, XP_006418936.2
OG0011321	Np001G044740	XP_006419075.1
OG0011322	Np001G044140	XP_006404455.1
OG0011323	Np001G043190	XP_006411112.1
OG0011324	Np004G190250	XP_006392567.1
OG0011325	Np005G318330	XP_006405421.1
OG0011326	Np002G089760	XP_006391173.1
OG0011327	Np002G089870	XP_006391179.1
