Orthogroup	Noccaea_praecox	Arabidopsis_arenosa
OG0009792	Np003G161770	jg22151
OG0009793	Np003G161670	jg22145
OG0009794	Np003G161420	jg22133
OG0009795	Np003G162500	jg22220
OG0009796	Np003G163230	jg22284
OG0009797	Np001G042090	jg22299
OG0009798	Np003G160630	jg22330
OG0009799	Np003G160470	jg22339
OG0009800	Np003G159390	jg22396
OG0009801	Np003G159280	jg22406
OG0009802	Np003G158740	jg22420
OG0009803	Np003G158090	jg22480
OG0009804	Np003G157600	jg22526
OG0009805	Np003G157390	jg22540
OG0009806	Np003G157170	jg22558
OG0009807	Np003G156960	jg22569
OG0009808	Np003G156670	jg22586
OG0009809	Np003G155840	jg22654
OG0009810	Np003G155440	jg22674
OG0009811	Np003G155350	jg22679
OG0009812	Np003G155320	jg22681
OG0009813	Np003G155030	jg22706
OG0009814	Np003G154940	jg22715
OG0009815	Np003G154910	jg22717
OG0009816	Np001G064180	jg15927
OG0009817	Np004G202240	jg32656
OG0009818	Np003G139910	jg5133
OG0009819	Np003G139830	jg5130
OG0009820	Np003G139130	jg5071
OG0009821	Np003G139110	jg5069
OG0009822	Np003G139090	jg5066
OG0009823	Np003G139080	jg5065
OG0009824	Np003G138980	jg5053
OG0009825	Np003G138850	jg5041
OG0009826	Np003G138740, Np003G138800	jg5038
OG0009827	Np003G138590	jg5029
OG0009828	Np003G138200	jg4988
OG0009829	Np003G138130	jg4983
OG0009830	Np003G137520	jg4934
OG0009831	Np003G137350	jg4925
OG0009832	Np003G137250	jg4918
OG0009835	Np003G136470	jg4848
OG0009836	Np003G135710	jg4764
OG0009837	Np001G004610	jg23427
OG0009838	Np003G135410	jg4746
OG0009842	Np003G134100	jg4636
OG0009843	Np003G133680	jg4611
OG0009844	Np003G133410	jg4590
OG0009845	Np001G047500	jg14569
OG0009846	Np005G294590	jg10869
OG0009847	Np005G293440	jg10833
OG0009848	Np005G291920	jg10761
OG0009849	Np005G291880	jg10758
OG0009850	Np005G282120	jg10748
OG0009851	Np005G291110	jg10717
OG0009852	Np005G290590	jg10694
OG0009853	Np005G290180	jg10659
OG0009854	Np005G289950	jg10644
OG0009855	Np005G288960, Np005G289020	jg10589
OG0009856	Np005G287420	jg10463
OG0009857	Np005G287540	jg10449
OG0009858	Np005G286540, Np005G286480, Np005G286560	jg10382
OG0009859	Np005G286280, Np004G202740	jg10356
OG0009860	Np005G284400	jg10220
OG0009861	Np005G284380, Np005G284330	jg10218
OG0009862	Np005G283740	jg10162
OG0009863	Np005G283560	jg10153
OG0009864	Np005G283640	jg10148
OG0009865	Np005G282820	jg10073
OG0009866	Np004G205690	jg31931
OG0009867	Np004G206920	jg32042
OG0009868	Np004G208480, Np004G208490	jg32090
OG0009869	Np004G208660	jg32105
OG0009870	Np004G208670	jg32106
OG0009871	Np004G208740	jg32115
OG0009872	Np004G204580	jg32238
OG0009873	Np004G203160	jg32535
OG0009874	Np004G200660	jg32785
OG0009876	Np004G200980	jg32746
OG0009877	Np004G210970	jg31336
OG0009878	Np004G211540	jg31385
OG0009879	Np004G212350	jg31454
OG0009880	Np004G212840	jg31499
OG0009881	Np004G212860	jg31501
OG0009882	Np004G213080	jg31527
OG0009883	Np004G213230	jg31543
OG0009884	Np004G213240	jg31544
OG0009885	Np004G213530	jg31570
OG0009886	Np004G213620	jg31578
OG0009887	Np004G213640	jg31580
OG0009888	Np004G213880	jg31602
OG0009889	Np004G214400	jg31633
OG0009890	Np004G214710	jg31659
OG0009891	Np005G266960, Np005G266450	jg8804
OG0009892	Np005G266490	jg8800
OG0009893	Np005G267830	jg8713
OG0009894	Np005G268000	jg8698
OG0009895	Np005G268370	jg8669
OG0009897	Np005G268470	jg8659
OG0009898	Np005G268580	jg8650
OG0009899	Np005G320300, Np005G268700	jg8636
OG0009901	Np006G367490	jg16789
OG0009902	Np005G269140	jg8603
OG0009903	Np006G367740	jg16763
OG0009904	Np005G269440	jg8584
OG0009905	Np005G269520	jg8575
OG0009906	Np005G269740	jg8557
OG0009907	Np005G269830	jg8550
OG0009908	Np005G262720	jg8542
OG0009909	Np005G262610	jg8530
OG0009910	Np005G262550	jg8525
OG0009911	Np005G262260	jg8503
OG0009912	Np005G261910	jg8470
OG0009913	Np005G261840	jg8464
OG0009914	Np005G261570	jg8409
OG0009915	Np005G261080	jg8375
OG0009916	Np005G260910	jg8364
OG0009917	Np005G259960	jg8270
OG0009918	Np005G310610, Np005G310780	jg11995
OG0009919	Np005G309480	jg11861
OG0009920	Np005G313510	jg12384
OG0009921	Np005G315410	jg12505
OG0009922	Np005G315530	jg12518
OG0009923	Np005G315850	jg12540
OG0009924	Np006G340980	jg18621
OG0009925	Np006G340210	jg18694
OG0009926	Np002G118240	jg797
OG0009927	Np001G067210	jg16187, jg32489
OG0009928	Np006G340380	jg18678
OG0009929	Np006G340450	jg18675
OG0009930	Np006G340620	jg18664
OG0009931	Np006G340680	jg18658
OG0009932	Np006G340720	jg18650
OG0009933	Np003G177510	jg7302
OG0009934	Np003G177400	jg7291
OG0009935	Np003G177030	jg7262
OG0009936	Np005G309880, Np005G309860	jg21954
OG0009938	Np006G343800	jg18468
OG0009939	Np006G344000	jg18456
OG0009940	Np006G344040	jg18454
OG0009941	Np001G042340	jg21028
OG0009942	Np001G042490	jg21050
OG0009943	Np001G042980, Np001G043010	jg21186
OG0009944	Np003G177870	jg7338
OG0009945	Np006G340530, Np003G177950	jg28034
OG0009946	Np003G178010	jg7358, jg7361, jg7360, jg7362
OG0009947	Np003G178680	jg7409
OG0009948	Np003G178740	jg7416
OG0009949	Np003G181430	jg7578
OG0009950	Np003G181520, Np003G181530	jg7587
OG0009951	Np003G182630	jg7657
OG0009952	Np003G183200	jg7689
OG0009953	Np003G183280	jg7696
OG0009954	Np003G183570	jg7713
OG0009955	Np003G183600	jg7720
OG0009956	Np003G183640	jg7724
OG0009957	Np003G184600	jg7770
OG0009958	Np001G039730	jg20720
OG0009959	Np001G038210	jg20597
OG0009960	Np001G037740	jg20568
OG0009961	Np001G037350	jg20554
OG0009962	Np001G037330	jg20553
OG0009963	Np001G036100	jg20461
OG0009965	Np001G034970, Np001G034980	jg20404
OG0009967	Np001G033510	jg20361
OG0009968	Np006G320620	jg20213, jg9022
OG0009969	Np001G032110	jg20273
OG0009970	Np001G032140	jg20270
OG0009971	Np001G031550	jg20292
OG0009972	Np005G307420	jg11687
OG0009973	Np007G384460	jg26580
OG0009975	Np005G308660	jg11535
OG0009976	Np001G057310	jg15362
OG0009977	Np005G309330	jg11479
OG0009978	Np005G307060	jg11442
OG0009979	Np005G305960	jg11364
OG0009980	Np005G304840	jg11304
OG0009981	Np005G304230	jg11267
OG0009982	Np007G381530	jg26345
OG0009983	Np005G316220	jg12571
OG0009984	Np005G316310	jg12572
OG0009985	Np005G316350	jg12573
OG0009986	Np005G316780	jg12622
OG0009987	Np005G316800	jg12624
OG0009988	Np006G334610	jg19075
OG0009989	Np005G319310	jg12760
OG0009990	Np005G319830	jg12790
OG0009991	Np005G320170	jg12844
OG0009992	Np003G177500	jg7301
OG0009993	Np006G320570	jg20218
OG0009995	Np006G321430	jg20148
OG0009996	Np006G321460	jg20144
OG0009997	Np006G322370	jg20083
OG0009998	Np006G322420	jg20079
OG0010000	Np006G323080	jg20026
OG0010001	Np006G323110	jg20022
OG0010002	Np006G323660	jg19975
OG0010003	Np006G324210	jg19942
OG0010004	Np006G324450	jg19929
OG0010005	Np006G324600	jg19914
OG0010006	Np006G324620	jg19912
OG0010007	Np006G325000	jg19857
OG0010008	Np006G325030	jg19854
OG0010009	Np007G371560	jg28319
OG0010010	Np006G326210	jg19745
OG0010011	Np006G326470	jg19723
OG0010012	Np006G326480	jg19722
OG0010013	Np006G326600	jg19709
OG0010015	Np006G327480	jg19637
OG0010016	Np006G327530	jg19632
OG0010017	Np006G327550	jg19630
OG0010018	Np006G327580	jg19628
OG0010019	Np006G329030	jg19505
OG0010020	Np006G328960	jg19511
OG0010021	Np001G062440	jg15784
OG0010022	Np006G329590	jg19476
OG0010023	Np006G329770	jg19461
OG0010024	Np006G330010	jg19439
OG0010025	Np006G330090	jg19434
OG0010026	Np003G126240	jg3944
OG0010027	Np003G126250	jg3945
OG0010028	Np003G126590	jg3975
OG0010029	Np003G126810	jg3994
OG0010030	Np003G126900	jg4002
OG0010031	Np003G127070	jg4021
OG0010032	Np003G127430	jg4057
OG0010033	Np003G127520	jg4063
OG0010034	Np003G127590	jg4075, jg4072
OG0010035	Np003G127630	jg4079
OG0010036	Np003G127930	jg4095
OG0010037	Np003G127940	jg4096
OG0010038	Np003G128360	jg4132
OG0010039	Np003G128430	jg4141
OG0010040	Np003G147320	jg5796
OG0010041	Np003G147620	jg5821
OG0010042	Np003G147590	jg5818
OG0010043	Np003G148330	jg5874
OG0010044	Np003G148340	jg5875
OG0010046	Np003G148440	jg5885
OG0010047	Np003G148730	jg5911
OG0010048	Np003G148760	jg5912
OG0010049	Np003G142990	jg5425
OG0010050	Np003G149010	jg5935
OG0010051	Np003G149170	jg5951
OG0010052	Np003G149480	jg5972
OG0010053	Np003G149510	jg5975
OG0010054	Np005G318570	jg12713
OG0010055	Np003G150680	jg6074
OG0010056	Np003G151400	jg23017
OG0010057	Np003G151670	jg22997
OG0010058	Np003G151810	jg22986
OG0010059	Np003G152210	jg22945
OG0010060	Np003G152790	jg22896
OG0010061	Np004G210760	jg31315
OG0010062	Np002G093430, Np003G153870	jg22806
OG0010063	Np001G006220	jg23292
OG0010064	Np001G048810	jg23305
OG0010065	Np001G006090	jg23307
OG0010066	Np001G006050	jg23310
OG0010067	Np003G159300	jg22405
OG0010068	Np001G005170	jg23387
OG0010069	Np001G004840	jg23408
OG0010070	Np001G004690	jg23420
OG0010071	Np001G004560	jg23438
OG0010072	Np001G003780, Np001G060040	jg23501
OG0010073	Np001G003580	jg23519
OG0010074	Np001G003560	jg23521
OG0010075	Np001G002800	jg23580
OG0010076	Np001G002770	jg23585
OG0010077	Np001G001830	jg23662
OG0010078	Np001G001600	jg23683
OG0010079	Np001G001540	jg23690
OG0010080	Np001G001520	jg15085, jg23693
OG0010081	Np001G001510	jg23694
OG0010082	Np001G001150	jg23715
OG0010083	Np001G000700	jg14588, jg23749
OG0010084	Np001G000490	jg23755
OG0010085	Np001G053160	jg15025
OG0010086	Np001G000070	jg23800
OG0010088	Np003G189130	jg8175
OG0010089	Np003G189160	jg8181
OG0010090	Np004G237560	jg30354
OG0010091	Np003G188800, Np007G383170	jg8108
OG0010092	Np003G187930	jg8091
OG0010093	Np003G187430	jg8051
OG0010094	Np003G187000	jg8006
OG0010095	Np003G186940	jg7998
OG0010096	Np003G186780	jg7983
OG0010097	Np003G186450	jg7960
OG0010098	Np003G186210	jg7939
OG0010099	Np003G185610	jg7909
OG0010100	Np003G185530	jg7915
OG0010101	Np003G185450	jg7918
OG0010102	Np003G185420	jg7921
OG0010103	Np003G185380	jg7924
OG0010104	Np003G185070	jg7835
OG0010105	Np007G377670	jg20848
OG0010106	Np009G431710, Np006G345630	jg18437, jg12217
OG0010107	Np006G349800, Np008G428030	jg18430
OG0010108	Np006G356690	jg18310
OG0010109	Np006G357000	jg18330
OG0010110	Np006G355860	jg18262
OG0010111	Np006G355570	jg18243
OG0010112	Np006G354780, Np006G348130	jg18174
OG0010113	Np006G354490, Np006G348560	jg18159, jg18180
OG0010114	Np006G347030, Np001G049700, Np006G353750	jg18119
OG0010115	Np006G353070, Np006G347730	jg18079
OG0010116	Np006G352010	jg18036
OG0010118	Np006G360050	jg17874
OG0010120	Np006G359290	jg17807
OG0010121	Np006G358960	jg17778
OG0010122	Np006G358910	jg17770
OG0010123	Np006G358840	jg17763
OG0010124	Np005G316910, Np006G358370	jg17717
OG0010125	Np005G316930, Np005G316920, Np006G358360	jg17715
OG0010127	Np006G360900	jg17639
OG0010128	Np006G361840	jg17511
OG0010129	Np007G420310, Np003G162730	jg28810
OG0010130	Np007G396100, Np006G362110	jg17442
OG0010131	Np006G362760	jg17314
OG0010132	Np005G277990	jg9707
OG0010133	Np007G425320	jg23899
OG0010134	Np007G414400	jg24775
OG0010135	Np003G124980	jg3818
OG0010136	Np006G330180	jg19425
OG0010137	Np006G330300, Np006G330340	jg19415
OG0010138	Np005G279290	jg9816
OG0010139	Np005G279220	jg9810
OG0010140	Np007G424490	jg23978
OG0010141	Np007G423010	jg24103
OG0010142	Np007G422500	jg24152
OG0010143	Np007G422480	jg24154
OG0010144	Np007G421850	jg24208
OG0010146	Np007G421620	jg24222
OG0010147	Np007G421540	jg24233
OG0010148	Np007G420740	jg24313
OG0010149	Np007G420520	jg24292, jg24326
OG0010150	Np007G420060	jg24366
OG0010151	Np007G418360	jg24491
OG0010152	Np007G416630	jg24616
OG0010153	Np007G416620	jg24618
OG0010154	Np007G416280	jg24641
OG0010155	Np007G416210	jg24648
OG0010156	Np007G416010	jg24659
OG0010157	Np007G415020	jg24735
OG0010158	Np007G414710	jg24753
OG0010159	Np001G007910	jg23152
OG0010160	Np007G414280	jg24789
OG0010162	Np006G333010	jg19213
OG0010163	Np006G333060	jg19209
OG0010164	Np006G333710	jg19167
OG0010165	Np001G058400	jg15430
OG0010166	Np006G334480	jg19086
OG0010167	Np006G334890	jg19061
OG0010168	Np006G339180	jg18774
OG0010170	Np006G338250	jg18825
OG0010171	Np006G337760	jg18859
OG0010172	Np006G337750	jg18860
OG0010173	Np006G337600	jg18875
OG0010174	Np006G336710, Np006G336720	jg18941
OG0010175	Np006G335900	jg18987, jg18985
OG0010176	Np006G336080	jg18976
OG0010178	Np004G253100	jg29009
OG0010179	Np006G335010	jg19053
OG0010180	Np004G240890	jg30030
OG0010182	Np004G239410	jg30186, jg30199, jg30163, jg30174
OG0010184	Np004G238310	jg30294
OG0010185	Np003G148290	jg5870
OG0010186	Np004G237780	jg30333
OG0010187	Np004G237050	jg30390
OG0010188	Np004G236970	jg30397
OG0010189	Np004G236440	jg30450
OG0010190	Np004G236130	jg30468
OG0010191	Np004G235970	jg30480
OG0010192	Np004G235550	jg30521
OG0010193	Np004G235490	jg30525
OG0010194	Np004G235480	jg30526
OG0010195	Np004G235440	jg30530
OG0010196	Np004G235410	jg30536
OG0010197	Np004G235020	jg30584
OG0010198	Np004G234720	jg30620
OG0010199	Np004G234710	jg30621
OG0010200	Np004G234590	jg30630
OG0010201	Np004G234300	jg30649
OG0010202	Np004G233590	jg30720
OG0010203	Np004G233520	jg30722
OG0010204	Np002G074530	jg3443
OG0010205	Np004G231890	jg30826
OG0010206	Np004G231320	jg30846
OG0010207	Np004G231220	jg30850
OG0010208	Np004G230930, Np004G230860	jg30873
OG0010209	Np004G230550	jg30890
OG0010210	Np002G085200	jg2664
OG0010211	Np004G229450	jg30959
OG0010212	Np004G227330	jg31047
OG0010213	Np004G225990	jg31094
OG0010215	Np004G225180	jg31125
OG0010216	Np004G208890	jg31147
OG0010217	Np004G209060	jg31160
OG0010218	Np002G089750	jg2382
OG0010219	Np004G209450	jg31197
OG0010220	Np004G209680	jg31219
OG0010222	Np004G210020	jg31265
OG0010223	Np005G281900	jg10011
OG0010224	Np005G281240	jg9966
OG0010225	Np004G225360, Np005G281200	jg9960
OG0010226	Np005G281110	jg9951
OG0010227	Np003G187970, Np005G281100	jg9950
OG0010228	Np005G280270	jg9893
OG0010229	Np006G364050	jg17094
OG0010230	Np006G365570	jg16949
OG0010231	Np006G365650	jg16936
OG0010232	Np006G366220, Np006G366140	jg16898, jg16894
OG0010233	Np006G366320	jg16883
OG0010234	Np006G359870	jg13260
OG0010234	Np005G295240	jg32210
OG0010235	Np006G366720	jg16839
OG0010236	Np006G366740	jg16835
OG0010237	Np006G366750	jg16834
OG0010238	Np006G366780	jg16832
OG0010239	Np006G368090	jg16727, jg28206
OG0010240	Np006G370100	jg16583
OG0010241	Np006G371030	jg16520
OG0010242	Np004G241240	jg29999
OG0010243	Np004G241360	jg29991
OG0010244	Np004G241740	jg29957
OG0010245	Np004G242260	jg29919
OG0010246	Np004G242470	jg29899
OG0010247	Np004G242890	jg29863
OG0010248	Np004G243830, Np004G243950, Np004G243760	jg29797
OG0010249	Np004G243750	jg29798
OG0010250	Np004G244170	jg29779
OG0010252	Np006G334780, Np004G247230	jg29556
OG0010253	Np004G247440	jg29530
OG0010254	Np004G247590	jg29511
OG0010255	Np004G247710	jg29500
OG0010256	Np004G248000	jg29468
OG0010257	Np004G248280	jg29438
OG0010258	Np004G249590	jg29322
OG0010259	Np004G249700	jg29311
OG0010260	Np004G250080	jg29271
OG0010262	Np004G250420	jg29242
OG0010264	Np005G313890, Np004G252920	jg29027
OG0010265	Np004G253270	jg28996
OG0010266	Np003G177830	jg20231
OG0010267	Np004G254130, Np004G257250, Np004G254090, Np004G254120, Np004G257260	jg28922
OG0010268	Np004G254480	jg28883
OG0010269	Np004G254510	jg28880
OG0010270	Np004G254880	jg28855
OG0010271	Np004G254890	jg28854
OG0010272	Np004G255330	jg28806
OG0010273	Np004G255390	jg28801
OG0010274	Np004G255780	jg28768
OG0010275	Np004G255930	jg28752
OG0010276	Np004G256320	jg28720
OG0010277	Np004G256360	jg28716
OG0010278	Np004G256790	jg28675
OG0010279	Np004G256580	jg28695
OG0010280	Np004G256530	jg28700
OG0010281	Np004G257100	jg28646
OG0010282	Np004G257410	jg28614
OG0010283	Np001G014050	jg28574
OG0010284	Np001G035060, Np004G257980	jg28551
OG0010285	Np004G257940	jg28555
OG0010286	Np004G258890	jg28478
OG0010287	Np003G140820	jg5209
OG0010288	Np003G141140	jg5241
OG0010289	Np003G141650	jg5296
OG0010290	Np003G142530	jg5385
OG0010291	Np003G142370	jg5370
OG0010293	Np003G143800	jg5498
OG0010294	Np003G143790	jg5497
OG0010295	Np003G143910	jg5505
OG0010296	Np003G144390	jg5548
OG0010297	Np003G144480	jg5557
OG0010298	Np003G145000	jg5599
OG0010299	Np007G421300	jg24257
OG0010300	Np003G145850	jg5674
OG0010301	Np003G146860	jg5752
OG0010302	Np003G147180	jg5785
OG0010303	Np005G263510	jg9043
OG0010304	Np001G015460	jg6715
OG0010305	Np001G015630	jg6775
OG0010306	Np001G015700	jg6791
OG0010307	Np001G015800	jg6821
OG0010308	Np001G015820	jg6823
OG0010309	Np001G016400	jg21573
OG0010311	Np001G016740	jg21527
OG0010312	Np001G016520	jg21565
OG0010314	Np007G415520	jg24691
OG0010315	Np003G140500	jg5177
OG0010316	Np003G132720	jg4528
OG0010317	Np004G204010	jg9254
OG0010318	Np003G132000	jg4423
OG0010319	Np003G131780	jg4415
OG0010320	Np003G131650	jg4396
OG0010322	Np003G130690	jg4327
OG0010323	Np003G130570	jg4314
OG0010324	Np003G130420	jg4295
OG0010326	Np003G130270	jg4284
OG0010327	Np003G130010	jg4275
OG0010328	Np003G130000	jg4274
OG0010329	Np003G129720	jg4249
OG0010330	Np003G129730	jg4250
OG0010331	Np001G013510	jg6474
OG0010332	Np001G012520	jg6389
OG0010333	Np001G011880	jg6323
OG0010334	Np001G011800	jg6310
OG0010335	Np001G011860	jg6318
OG0010337	Np001G011190	jg6252
OG0010338	Np001G011010	jg6238
OG0010339	Np001G010690	jg6205
OG0010340	Np001G010020	jg6142
OG0010341	Np001G009810	jg23035
OG0010342	Np001G009210	jg23089
OG0010343	Np001G008950	jg23103
OG0010344	Np001G007590	jg23177
OG0010345	Np001G007330	jg23198
OG0010346	Np001G007280	jg23201
OG0010347	Np001G007030	jg23224
OG0010348	Np003G154730	jg22733
OG0010349	Np001G053150	jg15024
OG0010350	Np001G052630	jg14976
OG0010351	Np001G052440	jg14956
OG0010352	Np001G052410	jg14954
OG0010353	Np001G051810	jg14904
OG0010354	Np001G050680	jg14821
OG0010355	Np001G050070	jg14750
OG0010357	Np001G049210	jg14679
OG0010358	Np001G049050	jg14671
OG0010359	Np001G048780	jg14664
OG0010360	Np001G048240	jg14635
OG0010361	Np001G047930	jg14599
OG0010362	Np001G047660	jg14584
OG0010364	Np001G044700	jg14249
OG0010365	Np001G044290	jg14201
OG0010366	Np001G044210	jg14177
OG0010367	Np001G043720	jg14097
OG0010368	Np001G043680	jg14081
OG0010369	Np001G043570	jg14034
OG0010370	Np002G091090	jg2317
OG0010372	Np002G089700	jg2385
OG0010373	Np002G090370	jg2374
OG0010374	Np002G088880	jg2429
OG0010375	Np002G088830	jg2435
OG0010376	Np002G088340	jg2455
OG0010377	Np002G088500, Np002G088530	jg2445
OG0010378	Np002G087670	jg2481
OG0010379	Np002G087530	jg2495
OG0010380	Np002G087400	jg2501
OG0010381	Np002G087230	jg2519
OG0010382	Np002G085640	jg2633
OG0010383	Np002G084160	jg2723
OG0010384	Np002G083920	jg2744
OG0010385	Np002G083460	jg2799
OG0010386	Np002G082790	jg2854
OG0010387	Np002G073550	jg3505
OG0010388	Np002G073940	jg3476
OG0010389	Np002G074440	jg3450
OG0010390	Np002G074710	jg3431
OG0010391	Np002G075010	jg3409
OG0010392	Np001G053300	jg15036
OG0010393	Np002G075300	jg3382, jg3383
OG0010394	Np002G075430	jg3375
OG0010395	Np004G235380	jg30539
OG0010396	Np002G078270	jg3170
OG0010397	Np002G079660	jg3063
OG0010398	Np002G079720	jg3059
OG0010399	Np002G080180	jg3028
OG0010400	Np002G080230	jg3023
OG0010401	Np002G080830	jg3006
OG0010402	Np002G081010	jg2995
OG0010403	Np002G081120	jg2982
OG0010404	Np002G081590	jg2945
OG0010405	Np002G081680	jg2937
OG0010407	Np002G081690	jg2936
OG0010408	Np002G082590	jg2869
OG0010409	Np002G072610	jg3596
OG0010410	Np002G072200	jg3629
OG0010411	Np002G071680	jg3660
OG0010412	Np002G071210	jg3694
OG0010413	Np002G071140	jg3700
OG0010414	Np002G070940	jg3719
OG0010415	Np002G070660	jg3749
OG0010416	Np002G070520	jg3759
OG0010417	Np003G160320	jg22354
OG0010418	Np007G408010	jg25284
OG0010419	Np007G407820	jg25305, jg6419
OG0010420	Np007G407260	jg25346, jg25514
OG0010421	Np007G405790	jg25440
OG0010422	Np007G405600	jg25452
OG0010423	Np007G405560	jg25456
OG0010424	Np004G192750, Np004G192630	jg33589
OG0010424	Np007G405470	jg25460
OG0010425	Np007G405050	jg25497
OG0010426	Np003G148300	jg5871
OG0010427	Np007G404470	jg25549
OG0010428	Np007G404140, Np007G404080	jg25569
OG0010430	Np007G402860	jg25612
OG0010431	Np007G390710	jg25687
OG0010432	Np005G301300	jg11056
OG0010433	Np007G392500	jg25839
OG0010435	Np007G393290	jg25911
OG0010436	Np007G394070	jg25948
OG0010437	Np001G038880, Np007G394250	jg25962, jg26028, jg12062
OG0010438	Np007G394300	jg25970
OG0010439	Np007G394510	jg25982
OG0010440	Np007G394690	jg25994
OG0010441	Np007G395040	jg26013
OG0010442	Np007G395260	jg26031
OG0010443	Np007G395370	jg26034
OG0010444	Np007G395580	jg26042
OG0010445	Np004G198140	jg33071
OG0010446	Np007G396960	jg26112, jg937
OG0010447	Np007G397020	jg26114, jg21262, jg21251
OG0010448	Np007G397570	jg26131
OG0010449	Np007G397580	jg26132
OG0010450	Np004G196720, Np007G398300	jg33180
OG0010451	Np007G398850	jg26169
OG0010452	Np007G398890	jg26171
OG0010453	Np007G398920	jg26172
OG0010454	Np007G399150	jg26177
OG0010455	Np007G399160	jg26178
OG0010456	Np007G400200	jg26201
OG0010459	Np007G380330	jg26227
OG0010460	Np007G380810	jg26281
OG0010461	Np007G381520	jg26342
OG0010462	Np007G382050	jg26371
OG0010463	Np007G382340, Np007G382280	jg26386
OG0010464	Np007G382390	jg26394
OG0010465	Np007G382590	jg26428
OG0010466	Np007G383590	jg26513
OG0010467	Np007G386820	jg26737, jg27105
OG0010468	Np007G383890	jg26530
OG0010469	Np007G383910	jg26534
OG0010470	Np007G383980	jg26545
OG0010471	Np007G384110	jg26558
OG0010472	Np007G384310	jg26570
OG0010473	Np007G384790	jg26600
OG0010474	Np007G385690	jg26667
OG0010475	Np007G385880	jg26674
OG0010476	Np007G386830	jg26739
OG0010477	Np007G388120	jg26890
OG0010478	Np007G389950	jg27271
OG0010479	Np007G379040	jg27505
OG0010480	Np007G378150	jg27576
OG0010483	Np007G377370	jg27697
OG0010484	Np007G376620	jg27789
OG0010485	Np007G376600	jg27791
OG0010486	Np007G376440	jg27807, jg27805
OG0010487	Np007G376130	jg27849
OG0010488	Np007G374590	jg28000
OG0010489	Np007G373270	jg28142
OG0010490	Np007G373240	jg28145
OG0010491	Np007G373030	jg28164
OG0010492	Np007G372850	jg28174
OG0010494	Np007G372470	jg28219
OG0010495	Np005G275700	jg9534
OG0010496	Np007G372380	jg28230
OG0010497	Np007G372130	jg28253
OG0010498	Np007G371930	jg28277
OG0010499	Np007G371900	jg28278
OG0010500	Np004G190100	jg33820
OG0010501	Np004G190180	jg33808
OG0010502	Np004G190760	jg33742
OG0010503	Np005G307940	jg11618
OG0010504	Np004G195380	jg33323
OG0010505	Np001G053310	jg15037
OG0010506	Np004G196220	jg33228
OG0010507	Np004G195750	jg33272
OG0010508	Np004G196380	jg33208
OG0010509	Np004G196620	jg33188
OG0010510	Np004G196650	jg33184
OG0010511	Np004G196810	jg33167
OG0010512	Np004G198120	jg33074
OG0010513	Np004G198990	jg32959
OG0010514	Np004G198580	jg32998
OG0010515	Np004G199300	jg32936
OG0010516	Np004G199590, Np004G199580	jg32920, jg32917
OG0010517	Np004G199870	jg32890
OG0010520	Np006G341890	jg18559
OG0010521	Np006G341940	jg18555
OG0010522	Np001G053920	jg15112
OG0010523	Np001G053950	jg15115
OG0010524	Np001G053970	jg15117
OG0010525	Np001G054250	jg15132
OG0010526	Np001G054270	jg15134
OG0010527	Np001G054580	jg15156
OG0010528	Np001G055130	jg15214
OG0010529	Np001G055140	jg15215
OG0010530	Np003G148120	jg5855
OG0010531	Np001G055210	jg15219
OG0010532	Np001G055990	jg15253
OG0010533	Np001G055630, Np001G055500, Np001G055880	jg15244
OG0010534	Np001G055980	jg15251
OG0010536	Np001G056400	jg15290
OG0010537	Np001G056890	jg15333
OG0010538	Np001G053750	jg15092
OG0010540	Np001G057770	jg15400
OG0010541	Np001G058060	jg15416
OG0010542	Np001G058580	jg15443
OG0010543	Np001G058630	jg15445
OG0010544	Np001G058830	jg15463
OG0010546	Np001G061350	jg15699
OG0010547	Np001G061340	jg15697
OG0010549	Np001G063430	jg15881
OG0010550	Np001G063460	jg15884
OG0010551	Np001G063670, Np006G334750	jg15899
OG0010552	Np001G064240	jg15940
OG0010553	Np001G057440	jg15372
OG0010554	Np001G064900	jg16014
OG0010555	Np001G065040	jg16022
OG0010556	Np001G066220	jg16103
OG0010557	Np001G066350	jg16117
OG0010558	Np001G066960	jg16170
OG0010559	Np001G066970	jg16172
OG0010560	Np001G067090	jg16181
OG0010562	Np001G067390	jg16207
OG0010563	Np001G067900	jg16246
OG0010564	Np001G067960	jg16252
OG0010565	Np001G067970	jg16253
OG0010566	Np001G068070	jg16255
OG0010567	Np001G068800	jg16321
OG0010568	Np001G069310	jg16361
OG0010569	Np004G213870	jg31601
OG0010570	Np001G069620	jg16388
OG0010571	Np001G069700	jg16403, jg16411, jg16395
OG0010572	Np004G241070	jg30014
OG0010575	Np001G053940	jg15114
OG0010577	Np001G062760	jg15815
OG0010578	Np006G332360	jg19250
OG0010579	Np006G331130	jg19339
OG0010580	Np005G273380	jg9374
OG0010581	Np005G261400	jg8401
OG0010582	Np004G257400	jg28615
OG0010583	Np004G254440	jg28887
OG0010584	Np004G251770	jg29123, jg17838
OG0010585	Np004G251430	jg29158
OG0010586	Np004G249610, Np004G249620	jg29320
OG0010587	Np004G246040	jg29637
OG0010588	Np004G194310	jg17955, jg17951, jg17957, jg17953
OG0010589	Np004G232730	jg30767
OG0010591	Np002G089030	jg2414
OG0010592	Np002G089890	jg2356
