Orthogroup	Noccaea_praecox	Erysimum_linariifolium
OG0009495	Np004G195910	El002G135460
OG0009496	Np004G196760	El002G134600
OG0009497	Np004G196960	El002G134420
OG0009498	Np004G197070	El002G134260
OG0009499	Np003G140550	El001G067940
OG0009500	Np004G197740	El002G133930
OG0009501	Np004G198030	El002G133720
OG0009502	Np004G198090	El002G133610
OG0009503	Np001G068990	El001G034870
OG0009504	Np004G198620	El002G132910
OG0009505	Np004G198640	El002G132860
OG0009506	Np004G198680	El002G132780
OG0009507	Np006G341770	El006G296620
OG0009508	Np006G341840	El006G296680
OG0009509	Np006G342250, Np006G342310, Np006G342200, Np006G342120	El006G296890
OG0009510	Np001G053770	El001G022230
OG0009511	Np001G053990	El001G022440
OG0009512	Np001G054100	El001G022510
OG0009513	Np001G055100	El001G023390
OG0009514	Np001G055970	El001G023790
OG0009516	Np001G056330	El001G024120
OG0009517	Np001G056770	El001G024510
OG0009518	Np001G057130	El001G024750
OG0009519	Np001G057210	El001G024840
OG0009520	Np001G057230	El001G024860
OG0009521	Np001G053500	El001G021970
OG0009522	Np001G057250	El001G024890
OG0009523	Np001G042920	El007G356410, El007G356420, El007G356400
OG0009524	Np001G057800	El001G025470
OG0009525	Np001G057790	El001G025460
OG0009526	Np006G334650	El006G291180
OG0009527	Np001G057980	El001G025590
OG0009528	Np001G058390	El001G025800
OG0009529	Np001G059030	El001G026300
OG0009530	Np001G059930	El001G027250
OG0009531	Np001G059970	El001G027270
OG0009532	Np001G060230	El001G027500
OG0009533	Np001G060450	El001G027600
OG0009534	Np001G061410	El001G028300
OG0009535	Np002G074270, Np001G006450, Np001G061500	El001G028360
OG0009536	Np001G061570	El001G028450
OG0009537	Np001G062800	El001G029500
OG0009538	Np001G062980	El001G029710
OG0009539	Np001G063030	El001G029770
OG0009540	Np001G063740	El001G030440
OG0009541	Np001G064260	El001G030600
OG0009542	Np001G064580	El001G030880
OG0009543	Np001G064710	El001G031040
OG0009544	Np001G010750	El001G056440, El003G188750
OG0009545	Np001G066280	El001G032250
OG0009546	Np001G066290	El001G032270
OG0009547	Np001G066510	El001G032450
OG0009548	Np001G066890	El001G033000
OG0009549	Np001G067040	El001G033140
OG0009550	Np001G067060	El001G033170
OG0009551	Np001G067500	El001G033650
OG0009552	Np001G068700	El001G034680
OG0009553	Np001G068710	El001G034690
OG0009554	Np001G069550	El001G035430
OG0009555	Np001G069650	El001G035540
OG0009556	Np001G069740	El001G035630
OG0009557	Np001G066660	El001G032710
OG0009558	Np003G170170	El024G373170
OG0009558	Np031G440090	El036G374390
OG0009558	Np019G438830	El043G374990
OG0009558	Np031G440150	El043G375040
OG0009558	Np019G438790, Np023G439400	El036G374340, El028G373590
OG0009559	Np004G194280	El002G137400
OG0009561	Np004G198170	El002G133490
OG0009563	Np001G061670	El001G028550
OG0009564	Np003G146560	El007G322780
OG0009565	Np001G039170, Np002G093310	El007G361530
OG0009567	Np005G279600	El003G158240
OG0009568	Np006G336430	El006G292340
OG0009569	Np006G335650	El006G291910
OG0009570	Np006G330570	El006G288210
OG0009572	Np002G082010	El004G224820
OG0009573	Np005G276900	El003G155920
OG0009574	Np005G264140	El003G148690
OG0009575	Np005G263290	El003G149510
OG0009576	Np004G254740	El002G087470
OG0009579	Np004G249060	El002G092900
OG0009580	Np004G248030	El002G093690
OG0009581	Np004G246060	El002G095330
OG0009582	Np004G245820	El002G095520
OG0009583	Np004G240480	El002G099880
OG0009585	Np002G083760	El004G223230
OG0009586	Np002G089010	El004G219290
OG0009587	Np007G373900	El005G277440
OG0009588	Np001G041040, Np004G200270, Np004G200250	El002G130940
OG0009591	Np003G140410	El001G068070
OG0009592	Np003G126300	El001G080940
OG0009593	Np005G266410	El006G290340
OG0009594	Np003G128020	El001G079120, El001G079110
OG0009595	Np005G294740	El003G169510
OG0009596	Np006G342620, Np002G114890, Np002G114850, Np002G114800	El002G115530, El002G114640
OG0009597	Np004G201000	El002G129360
OG0009598	Np004G200320	El002G130670
OG0009599	Np011G436310	El002G131030, El002G131130, El002G131120
OG0009601	Np006G355110	El006G301040
OG0009603	Np003G140870	El001G067600
OG0009604	Np003G141830	El001G066540
OG0009605	Np003G142150	El001G066200
OG0009606	Np003G142350	El001G066020
OG0009607	Np003G143930	El001G064180
OG0009608	Np003G145890	El001G062710, El001G062330
OG0009609	Np005G318080	El003G191680, El007G355550
OG0009610	Np005G320120	El003G193410
OG0009611	Np003G154690	El007G333230
OG0009612	Np001G013150	El001G052620
OG0009613	Np001G008920	El007G329200
OG0009614	Np001G008870	El007G329150
OG0009615	Np001G001440	El007G323110
OG0009616	Np001G001310	El007G323050
OG0009621	Np006G353930, Np006G346920	El006G301800
OG0009622	Np001G053480	El001G021940
OG0009625	Np001G017440	El007G348190
OG0009628	Np004G210030	El002G113000
OG0009630	Np003G172640	El007G343700, El007G343690, El007G343710
OG0009635	Np007G371670	El005G279410
OG0009636	Np006G357370, Np006G324490, Np001G058160	El003G168890, El006G319880
OG0009637	Np005G275180	El003G153430, El003G154260
OG0009638	Np005G274900	El003G153660
OG0009639	Np005G274680	El003G153410
OG0009640	Np005G274570	El003G153290
OG0009641	Np005G274150	El003G152980, El008G370520
OG0009642	Np005G273400	El003G152720
OG0009643	Np005G273100	El003G152480
OG0009644	Np003G148110	El001G060230
OG0009645	Np005G272760	El003G152220
OG0009646	Np005G272400	El003G151880
OG0009647	Np004G200300	El002G130920
OG0009648	Np005G271410	El005G243630, El003G151210
OG0009649	Np005G270190	El003G150270
OG0009650	Np005G262970	El003G149820
OG0009651	Np005G262900	El003G149880
OG0009652	Np005G263250	El003G149540
OG0009654	Np003G149820	El001G058730
OG0009655	Np005G263970	El003G148880
OG0009656	Np005G264020	El003G148840
OG0009657	Np005G264230	El003G148520
OG0009659	Np005G264640	El003G148140
OG0009660	Np005G265600	El003G147490
OG0009661	Np005G265740	El003G147380
OG0009662	Np003G150930	El001G057530, El006G311340
OG0009663	Np005G266040	El003G147170
OG0009664	Np004G214960	El002G118020
OG0009665	Np004G216470	El002G118890
OG0009666	Np004G217300	El002G119070
OG0009667	Np004G217330	El002G119080
OG0009668	Np004G217510	El002G119160
OG0009669	Np004G205090	El002G119720
OG0009670	Np004G205110	El002G119740
OG0009671	Np004G205280	El002G119890
OG0009672	Np004G205420	El002G119980
OG0009673	Np005G284610	El003G162540
OG0009675	Np004G205550	El002G120190
OG0009676	Np004G205560	El002G120200
OG0009677	Np004G205630	El002G120220
OG0009678	Np005G319370	El003G170120
OG0009679	Np001G043520	El003G170180
OG0009680	Np005G300080	El003G171230
OG0009681	Np005G300290, Np001G068670	El003G171340
OG0009682	Np002G107540	El004G208770, El004G208600
OG0009683	Np002G111610	El004G206370
OG0009684	Np002G111720	El004G206310
OG0009685	Np002G111740	El004G206280
OG0009687	Np002G113340	El004G203460
OG0009688	Np002G114720	El004G202140
OG0009689	Np002G114710	El004G202150
OG0009690	Np002G115260	El004G201600
OG0009691	Np002G117250	El004G200140
OG0009692	Np002G117270	El004G200120
OG0009693	Np002G118750	El004G199090
OG0009695	Np001G027840	El001G036240
OG0009696	Np001G027820	El001G036260
OG0009697	Np001G027750, Np006G339550	El001G036290
OG0009698	Np004G241410	El002G099060
OG0009699	Np001G027370	El001G036350
OG0009700	Np001G026970	El001G036560
OG0009701	Np004G242080	El002G098580
OG0009702	Np001G025920	El001G037250
OG0009703	Np001G024930	El001G038110
OG0009704	Np001G024170	El001G038850
OG0009705	Np001G024020	El001G038950
OG0009706	Np001G023960	El001G038970
OG0009707	Np001G023550	El001G039670
OG0009708	Np001G023540	El001G039700
OG0009709	Np001G023130	El001G040080
OG0009710	Np001G022550	El001G040830
OG0009711	Np001G022340	El001G040950
OG0009712	Np001G022040	El001G041240
OG0009713	Np001G022030	El001G041250
OG0009715	Np001G020520	El001G042630
OG0009716	Np001G019380	El001G044390
OG0009717	Np001G019340	El001G044430
OG0009718	Np001G019300	El001G044480
OG0009719	Np001G018890	El001G045190
OG0009720	Np001G018660	El001G045890
OG0009721	Np001G018640	El001G045900
OG0009723	Np002G092770	El004G217220
OG0009724	Np002G092840	El004G217210
OG0009725	Np002G094690	El004G215810
OG0009726	Np002G096220	El004G215130
OG0009727	Np002G096810	El004G214980
OG0009728	Np002G097890	El004G213630
OG0009729	Np002G098550	El004G213210
OG0009730	Np002G098640	El004G213050
OG0009731	Np002G099800	El004G211790
OG0009732	Np002G091660	El004G211680
OG0009733	Np002G086890	El004G211500
OG0009734	Np002G124730	El004G193880
OG0009735	Np002G124660	El004G193940
OG0009736	Np002G124340	El004G194120
OG0009737	Np002G124210	El004G194280
OG0009738	Np002G123700	El004G194790
OG0009739	Np002G123380	El004G195170
OG0009740	Np002G122920	El004G195660
OG0009741	Np002G121540	El004G196630
OG0009742	Np002G121250	El004G197060
OG0009743	Np004G245270	El002G095980
OG0009744	Np002G119740	El004G198320
OG0009745	Np006G370580	El006G321170
OG0009746	Np005G280000	El003G158570
OG0009747	Np005G279870	El003G158470, El004G209660
OG0009748	Np006G330510	El006G288140
OG0009749	Np006G330530	El006G288170
OG0009750	Np006G330920	El006G288590
OG0009751	Np006G330940	El006G288610
OG0009752	Np006G330960	El006G288640
OG0009753	Np006G330980	El006G288660
OG0009754	Np006G331080	El006G288710
OG0009755	Np006G331090	El006G288720
OG0009756	Np007G413600, Np007G413580	El005G244450
OG0009757	Np007G413130, Np007G400550	El005G244830
OG0009758	Np007G412220	El005G245430
OG0009759	Np007G411550	El004G215420
OG0009761	Np007G410860	El005G246570
OG0009762	Np007G410520	El005G246860
OG0009763	Np007G409700	El005G247650
OG0009764	Np007G409120	El005G248090
OG0009765	Np003G174960	El005G274510
OG0009767	Np003G173630	El007G344370
OG0009768	Np003G173620	El007G344310
OG0009769	Np003G173080	El007G344150
OG0009770	Np003G172980	El007G344070
OG0009771	Np003G171030	El007G343230
OG0009772	Np003G184360	El007G342930, El007G342970
OG0009773	Np003G184370	El007G342920
OG0009774	Np003G184540	El007G342660
OG0009775	Np003G184590	El007G342580
OG0009776	Np003G140660	El001G067850
OG0009777	Np003G167520	El007G341980
OG0009778	Np003G166940	El007G341590
OG0009779	Np003G166450	El007G341430
OG0009780	Np003G166100	El007G341350
OG0009781	Np003G166000	El007G341210
OG0009782	Np003G165690	El007G341080
OG0009783	Np003G164960	El007G340590, El007G340660
OG0009784	Np003G164640, Np003G164880	El007G340510
OG0009785	Np003G164660	El007G340390, El007G340440
OG0009786	Np003G164130	El007G339820
OG0009787	Np003G164230	El007G339880, El003G187590
OG0009789	Np003G164100	El007G339760
OG0009790	Np003G163710	El007G339500
OG0009791	Np003G162120, Np003G162130	El007G338680
OG0009792	Np003G161770	El007G338840
OG0009793	Np003G161670	El007G338890
OG0009794	Np003G161420	El007G338970
OG0009795	Np003G162500	El007G338120
OG0009796	Np003G163230	El007G337800
OG0009797	Np001G042090	El007G337630
OG0009798	Np003G160630	El007G337240
OG0009799	Np003G160470	El007G337140, El007G337110
OG0009800	Np003G159390	El007G336510
OG0009801	Np003G159280	El007G336410
OG0009802	Np003G158740	El007G336300
OG0009803	Np003G158090	El007G335850
OG0009804	Np003G157600	El007G335480
OG0009805	Np003G157390	El007G335350
OG0009806	Np003G157170	El007G335190
OG0009807	Np003G156960	El007G335090
OG0009808	Np003G156670	El007G334890
OG0009809	Np003G155840	El007G334120
OG0009810	Np003G155440	El007G333870
OG0009811	Np003G155350	El007G333830
OG0009812	Np003G155320	El007G333800
OG0009813	Np003G155030	El007G333530
OG0009814	Np003G154940	El007G333430
OG0009815	Np003G154910	El007G333410
OG0009816	Np001G064180	El001G030570
OG0009817	Np004G202240	El002G128390
OG0009819	Np003G139830	El001G068570
OG0009820	Np003G139130	El001G069230
OG0009821	Np003G139110	El001G069250
OG0009822	Np003G139090	El001G069270
OG0009823	Np003G139080	El001G069280
OG0009824	Np003G138980	El001G069390
OG0009825	Np003G138850	El001G069510
OG0009826	Np003G138740, Np003G138800	El001G069540
OG0009827	Np003G138590	El001G069620
OG0009828	Np003G138200	El001G070090
OG0009829	Np003G138130	El001G070150
OG0009830	Np003G137520	El001G070790, El001G070830, El001G070730
OG0009831	Np003G137350	El001G070940
OG0009832	Np003G137250	El001G071030
OG0009834	Np003G136720	El001G071570
OG0009835	Np003G136470	El001G071840
OG0009836	Np003G135710	El001G072560
OG0009837	Np001G004610	El007G326110
OG0009838	Np003G135410	El001G072770
OG0009839	Np003G134850	El001G073270
OG0009842	Np003G134100	El001G073840
OG0009843	Np003G133680	El001G074110
OG0009844	Np003G133410	El001G074290
OG0009845	Np001G047500	El001G017170
OG0009846	Np005G294590	El003G169470
OG0009847	Np005G293440	El003G169030
OG0009848	Np005G291920	El003G168310
OG0009849	Np005G291880	El003G168290
OG0009850	Np005G282120	El003G168080
OG0009851	Np005G291110	El003G167650
OG0009852	Np005G290590	El003G167340
OG0009853	Np005G290180	El003G166930
OG0009854	Np005G289950	El003G166660
OG0009855	Np005G288960, Np005G289020	El004G222530, El003G166000
OG0009856	Np005G287420	El003G165000
OG0009857	Np005G287540	El003G164880
OG0009858	Np005G286540, Np005G286480, Np005G286560	El003G164130
OG0009859	Np005G286280, Np004G202740	El003G163830
OG0009860	Np005G284400	El003G162330
OG0009861	Np005G284380, Np005G284330	El003G162310
OG0009862	Np005G283740	El003G161780
OG0009863	Np005G283560	El003G161640
OG0009864	Np005G283600	El003G161610
OG0009864	Np005G283640	El003G161590
OG0009865	Np005G282820	El003G160730
OG0009866	Np004G205690	El002G120260
OG0009867	Np004G206920	El002G121800
OG0009868	Np004G208480, Np004G208490	El002G122350
OG0009869	Np004G208660	El002G122880
OG0009870	Np004G208670	El002G122900, El002G123160, El002G122890, El002G123170
OG0009871	Np004G208740	El002G122950
OG0009872	Np004G204580	El002G123690
OG0009873	Np004G203160	El002G127260
OG0009874	Np004G200660	El002G130250
OG0009876	Np004G200980	El002G129370
OG0009877	Np004G210970	El002G113770
OG0009878	Np004G211540	El002G114370
OG0009879	Np004G212350	El002G115190
OG0009880	Np004G212840	El002G115650
OG0009881	Np004G212860	El002G115670
OG0009882	Np004G213080	El002G115900
OG0009883	Np004G213230	El002G116060
OG0009884	Np004G213240	El002G116070
OG0009885	Np004G213530	El002G116510, El002G116490
OG0009886	Np004G213620	El002G116560
OG0009887	Np004G213640	El002G116600
OG0009888	Np004G213880	El002G117100
OG0009889	Np004G214400	El002G117420, El002G117430
OG0009890	Np004G214710	El002G117620
OG0009891	Np005G266960, Np005G266450	El003G146870
OG0009892	Np005G266490	El003G146830
OG0009893	Np005G267830	El003G145990
OG0009894	Np005G268000	El003G145840
OG0009895	Np005G268370	El003G145510
OG0009897	Np005G268470	El003G145410
OG0009898	Np005G268580	El003G145320
OG0009899	Np005G320300, Np005G268700	El003G145170
OG0009900	Np005G268720	El003G145150
OG0009901	Np006G367490	El006G318660
OG0009902	Np005G269140	El003G144830
OG0009903	Np006G367740	El006G318860
OG0009904	Np005G269440	El003G144490
OG0009905	Np005G269520	El003G144560
OG0009906	Np005G269740	El003G144320
OG0009907	Np005G269830	El003G144230
OG0009908	Np005G262720	El003G144140
OG0009909	Np005G262610	El003G144270, El003G143980, El003G143990
OG0009910	Np005G262550	El003G143900
OG0009911	Np005G262260	El003G143630
OG0009912	Np005G261910	El003G143290
OG0009913	Np005G261840	El003G143220
OG0009914	Np005G261570	El003G142890
OG0009915	Np005G261080	El003G142520
OG0009916	Np005G260910	El003G142410
OG0009917	Np005G259960	El003G141580
OG0009918	Np005G310610, Np005G310780	El003G183600
OG0009919	Np005G309480	El003G181650
OG0009920	Np005G313510	El003G187500
OG0009921	Np005G315410	El003G189200
OG0009922	Np005G315530	El003G189260
OG0009923	Np005G315850	El003G189580
OG0009924	Np006G340980	El006G296050
OG0009925	Np006G340210	El006G295410
OG0009926	Np002G118240	El004G199360
OG0009927	Np001G067210	El001G033270
OG0009928	Np006G340380	El006G295570
OG0009929	Np006G340450	El006G295590
OG0009930	Np006G340620	El006G295690
OG0009931	Np006G340680	El006G295750
OG0009932	Np006G340720	El006G295800
OG0009933	Np003G177510	El001G009700
OG0009934	Np003G177400	El001G009780
OG0009935	Np003G177030	El001G010070
OG0009936	Np005G309880, Np005G309860	El007G340960
OG0009938	Np006G343800	El006G298250
OG0009939	Np006G344000	El006G298330
OG0009940	Np006G344040	El006G298350
OG0009941	Np001G042340	El007G357510
OG0009942	Np001G042490	El007G357250
OG0009943	Np001G042980, Np001G043010	El007G355460
OG0009944	Np003G177870	El001G009360
OG0009945	Np006G340530, Np003G177950	El001G009270
OG0009946	Np003G178010	El001G009200
OG0009947	Np003G178680	El001G008540
OG0009948	Np003G178740	El001G008320
OG0009949	Np003G181430	El001G007120
OG0009951	Np003G182630	El001G006060
OG0009952	Np003G183200	El001G005690
OG0009953	Np003G183280	El001G005610
OG0009954	Np003G183570	El001G005380
OG0009955	Np003G183600	El001G005360
OG0009957	Np003G184600	El001G004890
OG0009958	Np001G039730	El007G360980
OG0009959	Np001G038210	El007G362600
OG0009960	Np001G037740	El007G363160
OG0009961	Np001G037350	El007G363330
OG0009962	Np001G037330	El007G363340
OG0009963	Np001G036100	El007G364670
OG0009965	Np001G034970, Np001G034980	El007G365400
OG0009967	Np001G033510	El007G365980
OG0009968	Np006G320620	El006G279830
OG0009969	Np001G032110	El007G366810
OG0009970	Np001G032140	El007G366850
OG0009971	Np001G031550	El007G366590
OG0009972	Np005G307420	El003G179770
OG0009973	Np007G384460	El005G264670
OG0009974	Np005G268770	El003G145110
OG0009975	Np005G308660	El003G177840, El003G177870
OG0009976	Np001G057310	El001G024960
OG0009977	Np005G309330	El003G177240
OG0009978	Np005G307060	El003G176740
OG0009979	Np005G305960	El003G175660
OG0009980	Np005G304840	El003G174820
OG0009981	Np005G304230	El003G174330
OG0009982	Np007G381530	El005G259720
OG0009983	Np005G316220	El003G189910
OG0009984	Np005G316310	El003G190020
OG0009985	Np005G316380	El003G189920
OG0009986	Np005G316780	El003G190710
OG0009987	Np005G316800	El003G190740, El003G190730
OG0009988	Np006G334610	El006G291140
OG0009989	Np005G319310	El003G192620
OG0009990	Np005G319830	El003G193140
OG0009991	Np005G320170	El003G193460
OG0009992	Np003G177500	El001G009710
OG0009993	Np006G320570	El006G279770
OG0009994	Np006G321030	El006G280180
OG0009995	Np006G321430	El006G280480
OG0009996	Np006G321460	El006G280510
OG0009997	Np006G322370	El006G281140
OG0009999	Np006G322570	El006G281250
OG0010000	Np006G323080	El006G281850
OG0010001	Np006G323110	El006G281880
OG0010002	Np006G323660	El006G282530
OG0010003	Np006G324210	El006G282920
OG0010004	Np006G324450	El006G283060
OG0010005	Np006G324600	El006G283150
OG0010006	Np006G324620	El006G283160
OG0010007	Np006G325000	El006G283570
OG0010008	Np006G325030	El006G283610
OG0010009	Np007G371560	El005G279550
OG0010010	Np006G326210	El006G284840, El004G217630
OG0010011	Np006G326470	El006G285060
OG0010012	Np006G326480	El006G285070
OG0010013	Np006G326600	El006G285160
OG0010015	Np006G327480	El006G285750
OG0010016	Np006G327530	El006G285790
OG0010017	Np006G327550	El006G285820
OG0010018	Np006G327580	El006G285840
OG0010019	Np006G329030	El006G287120
OG0010020	Np006G328960	El006G287040
OG0010021	Np001G062440	El001G029100
OG0010022	Np006G329590	El006G287410
OG0010023	Np006G329770	El006G287650
OG0010024	Np006G330010	El006G287820
OG0010025	Np006G330090	El006G287870
OG0010026	Np003G126240	El001G080980
OG0010027	Np003G126250	El001G080970
OG0010028	Np003G126590	El001G080740
OG0010029	Np003G126810	El001G080450
OG0010030	Np003G126900	El001G080220
OG0010031	Np003G127070	El001G080020
OG0010032	Np003G127430	El001G079620
OG0010033	Np003G127520	El001G079560
OG0010034	Np003G127590	El001G079440
OG0010035	Np003G127630	El001G079370
OG0010036	Np003G127930	El001G079250
OG0010037	Np003G127940	El001G079240
OG0010038	Np003G128360	El001G078780
OG0010039	Np003G128430	El001G078690
OG0010040	Np003G147320	El001G060970
OG0010041	Np003G147620	El001G060600
OG0010042	Np003G147590	El001G060710
OG0010043	Np003G148330	El001G060050
OG0010044	Np003G148340	El001G060040
OG0010046	Np003G148440	El001G059930
OG0010047	Np003G148730	El001G059570
OG0010048	Np003G148760	El001G059560
OG0010049	Np003G142990	El001G065350
OG0010050	Np003G149010	El001G059320
OG0010051	Np003G149170	El001G059190
OG0010052	Np003G149480	El001G058960
OG0010053	Np003G149510	El001G058910
OG0010054	Np005G318570	El003G192050
OG0010055	Np003G150680	El001G057800
OG0010056	Np003G151400	El007G330160
OG0010057	Np003G151670	El007G330370
OG0010058	Np003G151810	El007G330490
OG0010059	Np003G152210	El007G330890
OG0010060	Np003G152790	El007G331460
OG0010061	Np004G210760	El002G113620
OG0010062	Np002G093430, Np003G153870	El007G332460, El004G208030, El004G208170
OG0010063	Np001G006220	El007G327360
OG0010064	Np001G048810	El007G327270
OG0010065	Np001G006090	El007G327260
OG0010066	Np001G006050	El007G327190
OG0010067	Np003G159300	El007G347440, El004G208220, El004G207660, El004G207890, El004G207900, El007G336420
OG0010068	Np001G005170	El007G326580
OG0010069	Np001G004840	El007G326310
OG0010070	Np001G004690	El007G326180
OG0010071	Np001G004560	El007G326090
OG0010072	Np001G003780, Np001G060040	El007G325350
OG0010073	Np001G003580	El007G325170
OG0010074	Np001G003560	El007G325140
OG0010075	Np001G002800	El007G324440
OG0010076	Np001G002770	El007G324400
OG0010077	Np001G001830	El007G323470
OG0010078	Np001G001600	El007G323270
OG0010079	Np001G001540	El007G323200
OG0010080	Np001G001520	El007G323180
OG0010081	Np001G001510	El007G323170
OG0010082	Np001G001150	El007G322910
OG0010083	Np001G000700	El001G017360
OG0010084	Np001G000490	El007G322430
OG0010085	Np001G053160	El001G021650
OG0010086	Np001G000070	El007G321930
OG0010088	Np003G189130	El001G000760
OG0010089	Np003G189160	El001G000700
OG0010090	Np004G237560	El002G102460
OG0010091	Np003G188800, Np007G383170	El001G001010
OG0010093	Np003G187430	El001G002100
OG0010094	Np003G187000	El001G002670
OG0010095	Np003G186940	El001G002720
OG0010096	Np003G186780	El001G002860
OG0010097	Np003G186450	El001G003100
OG0010098	Np003G186210	El001G003290
OG0010099	Np003G185610	El001G003800
OG0010100	Np003G185530	El001G003870
OG0010101	Np003G185450	El001G003910
OG0010102	Np003G185420	El001G003960
OG0010103	Np003G185380	El001G004000
OG0010104	Np003G185070	El001G004320
OG0010105	Np007G377670	El007G359250
OG0010106	Np009G431710, Np006G345630	El006G298550
OG0010107	Np006G349800, Np008G428030	El006G298640
OG0010108	Np006G356690	El006G299830
OG0010109	Np006G357000	El006G299560, El003G154010
OG0010110	Np006G355860	El006G300350
OG0010111	Np006G355570	El006G300540
OG0010112	Np006G354780, Np006G348130	El006G301260
OG0010113	Np006G354490, Np006G348560	El006G301470
OG0010114	Np006G347030, Np001G049700, Np006G353750	El006G301910
OG0010115	Np006G353070, Np006G347730	El006G302310
OG0010116	Np006G352010	El006G302880
OG0010118	Np006G360050	El006G304320
OG0010119	Np006G359580	El006G304950
OG0010121	Np006G358960	El006G305600
OG0010122	Np006G358910	El006G305650
OG0010123	Np006G358840	El006G305760
OG0010124	Np005G316910, Np006G358370	El006G306190
OG0010125	Np005G316930, Np005G316920, Np006G358360	El006G306210
OG0010126	Np005G316880, Np005G316940, Np006G358270	El006G306220
OG0010127	Np006G360900	El006G307240
OG0010128	Np006G361840	El006G309440
OG0010129	Np007G420310, Np003G162730	El002G086950
OG0010130	Np007G396100, Np006G362110	El006G310310
OG0010131	Np006G362760	El006G312510
OG0010132	Np005G277990	El003G156780
OG0010133	Np007G425320	El005G235060
OG0010134	Np007G414400	El005G243670
OG0010135	Np003G124980	El001G082210
OG0010136	Np006G330180	El006G287960
OG0010137	Np006G330300, Np006G330340	El006G288000
OG0010138	Np005G279290	El003G158080
OG0010139	Np005G279220	El003G158020
OG0010140	Np007G424490	El005G235900
OG0010141	Np007G423010	El005G237060
OG0010142	Np007G422500	El005G237490
OG0010143	Np007G422480	El005G237510
OG0010144	Np007G421850	El005G238000
OG0010145	Np007G421720	El005G238070
OG0010146	Np007G421620	El005G238180
OG0010147	Np007G421540	El005G238280
OG0010148	Np007G420740	El005G238950
OG0010149	Np007G420520	El005G239050
OG0010150	Np007G420060	El005G239550
OG0010151	Np007G418360	El005G240700
OG0010152	Np007G416630	El005G241960
OG0010153	Np007G416620	El005G241970
OG0010154	Np007G416280	El005G242200
OG0010155	Np007G416210	El005G242260
OG0010156	Np007G416010	El005G242350
OG0010157	Np007G415020	El005G243230
OG0010158	Np007G414710	El005G243420
OG0010159	Np001G007910	El007G328660
OG0010160	Np007G414280	El005G243850
OG0010161	Np006G332720	El006G289790
OG0010162	Np006G333010	El006G289980
OG0010163	Np006G333060	El006G290010
OG0010164	Np006G333710	El006G290460
OG0010165	Np001G058400	El001G025810
OG0010166	Np006G334480	El006G291040
OG0010167	Np006G334890	El006G291360
OG0010168	Np006G339180	El006G294350
OG0010170	Np006G338250	El003G170880, El006G293690
OG0010171	Np006G337760	El006G293400
OG0010172	Np006G337750	El006G293380
OG0010173	Np006G337600	El006G293210
OG0010174	Np006G336710, Np006G336720	El006G292480
OG0010175	Np006G335900	El006G292100
OG0010176	Np006G336080	El006G292180
OG0010178	Np004G253100	El002G088960
OG0010179	Np006G335010	El006G291490
OG0010180	Np004G240890	El002G099500
OG0010181	Np004G240830	El002G099550
OG0010182	Np004G239410	El002G100780
OG0010183	Np004G238480	El002G101670
OG0010184	Np004G238310	El002G101830
OG0010185	Np003G148290	El001G060090
OG0010186	Np004G237780	El002G102250
OG0010187	Np004G237050	El002G102860
OG0010188	Np004G236970	El002G102930
OG0010189	Np004G236440	El002G103510
OG0010190	Np004G236130	El002G103720
OG0010191	Np004G235970	El002G103810
OG0010192	Np004G235550	El002G104260
OG0010193	Np004G235490	El002G104300
OG0010194	Np004G235480	El002G104310
OG0010195	Np004G235440	El002G104350
OG0010196	Np004G235410	El002G104410
OG0010197	Np004G235020	El002G104790
OG0010198	Np004G234720	El002G105110
OG0010199	Np004G234710	El002G105120
OG0010200	Np004G234590	El002G105210
OG0010201	Np004G234300	El002G105460
OG0010202	Np004G233590	El002G106160
OG0010203	Np004G233520	El002G106180
OG0010204	Np002G074530	El004G230830, El008G368320
OG0010205	Np004G231890	El002G107770
OG0010206	Np004G231320	El002G108010
OG0010207	Np004G231220	El002G108080
OG0010208	Np004G230930, Np004G230860	El002G108400
OG0010209	Np004G230550	El002G108540
OG0010210	Np002G085200	El004G222130
OG0010211	Np004G229450	El002G109290
OG0010212	Np004G227330	El002G111640, El002G110200
OG0010213	Np004G225990	El002G111270
OG0010215	Np004G225180	El002G110990, El002G111020, El002G110960, El002G111510
OG0010216	Np004G208890	El002G111770
OG0010217	Np004G209060	El002G111920
OG0010218	Np002G089750	El004G218850
OG0010219	Np004G209450	El002G112350
OG0010220	Np004G209680	El002G112540
OG0010222	Np004G210020	El002G113010
OG0010223	Np005G281900	El003G160060
OG0010224	Np005G281240	El003G159550
OG0010225	Np004G225360, Np005G281200	El003G159530
OG0010226	Np005G281110	El003G159430
OG0010227	Np003G187970, Np005G281100	El003G159420
OG0010228	Np005G280270	El003G158770
OG0010229	Np006G364050	El006G314880
OG0010230	Np006G365570	El006G316780
OG0010231	Np006G365650	El006G316870
OG0010232	Np006G366220, Np006G366140	El006G317260
OG0010233	Np006G366320	El006G317540
OG0010234	Np006G359870	El002G126820
OG0010235	Np006G366720	El006G318140
OG0010236	Np006G366740	El006G318180
OG0010237	Np006G366750	El006G318190
OG0010238	Np006G366780	El006G318230
OG0010239	Np006G368090	El006G319250
OG0010240	Np006G370100	El006G320660
OG0010241	Np006G371030	El006G321530
OG0010242	Np004G241240	El002G099200
OG0010243	Np004G241360	El002G099110
