Orthogroup	Noccaea_praecox	Aethionema_saxatile
OG0008071	Np004G244460	As008G184300
OG0008072	Np004G245080	As008G184630
OG0008073	Np004G245300	As008G184730
OG0008074	Np004G245430	As008G184810
OG0008075	Np004G245880	As008G185300
OG0008076	Np004G246250	As008G185520
OG0008077	Np004G246260	As008G185570
OG0008078	Np001G028860	As008G185810
OG0008079	Np004G246860	As008G185980
OG0008080	Np004G246920	As008G186010
OG0008081	Np004G248100	As008G186980
OG0008082	Np004G248400	As008G187220
OG0008083	Np004G248670	As008G187430
OG0008084	Np004G248750	As008G187870
OG0008085	Np004G249280	As008G187970
OG0008086	Np001G057550	As008G188130
OG0008087	Np004G250450	As008G189490
OG0008088	Np004G250750	As008G189820
OG0008089	Np004G250730	As008G189840
OG0008090	Np004G251960	As008G192490
OG0008091	Np004G252340	As008G192990
OG0008092	Np004G252580	As008G193100
OG0008093	Np004G253110	As008G193300
OG0008094	Np004G252940	As008G193340
OG0008095	Np004G253070	As008G193500
OG0008096	Np004G253120	As008G193550
OG0008097	Np006G348880, Np004G253190	As008G193600
OG0008099	Np003G180020	As008G193780, As008G193800
OG0008100	Np004G253650	As008G194080
OG0008101	Np004G253880	As008G194340
OG0008102	Np004G254280	As008G194660
OG0008103	Np004G255070	As008G195440
OG0008104	Np003G140560	As008G195720
OG0008105	Np004G255710	As008G196020
OG0008106	Np004G255820	As008G196150
OG0008107	Np004G255870	As008G196170
OG0008108	Np004G256070	As008G196400
OG0008109	Np004G256840	As008G196790
OG0008110	Np004G256820	As008G196810
OG0008111	Np004G256810	As008G196820
OG0008112	Np004G256780	As008G196850
OG0008113	Np004G256550	As008G196990
OG0008114	Np004G257130	As008G197230
OG0008115	Np004G257200	As008G197320
OG0008116	Np004G257280	As008G197370
OG0008117	Np004G257560	As008G197640
OG0008118	Np004G258060	As008G197970
OG0008119	Np004G257970	As008G198000
OG0008120	Np004G257960	As008G198010
OG0008121	Np004G258220	As008G198130
OG0008122	Np004G258530	As008G198470
OG0008123	Np004G259240	As008G199010
OG0008124	Np003G189900, Np004G259800	As008G199540
OG0008125	Np004G259870	As008G199620
OG0008126	Np003G141370	As009G199990
OG0008127	Np003G141120	As009G200160
OG0008128	Np003G141630	As009G200450
OG0008130	Np003G141710	As009G200570
OG0008131	Np003G142520	As009G200930
OG0008132	Np003G142460	As009G201000
OG0008133	Np003G142450	As009G201010
OG0008134	Np003G143140	As009G202010
OG0008135	Np003G143540	As009G202410
OG0008136	Np003G143570	As009G202440
OG0008137	Np003G143620	As009G202490
OG0008138	Np003G143740	As009G202570
OG0008139	Np003G144120	As009G202880
OG0008140	Np003G144770	As009G203400
OG0008141	Np003G145070	As009G203680
OG0008142	Np003G145230	As009G203780
OG0008143	Np003G145240	As009G203790
OG0008144	Np004G231000	As009G203900
OG0008145	Np003G145770	As009G204120
OG0008147	Np003G146040	As009G204320
OG0008148	Np003G146370	As009G204430
OG0008149	Np003G146540	As009G204580
OG0008150	Np003G146680	As009G204650
OG0008151	Np003G146900	As009G204880
OG0008152	Np003G146920	As009G204890
OG0008153	Np003G146970	As009G204930
OG0008154	Np003G147030	As009G205020
OG0008155	Np003G147290	As009G205180
OG0008156	Np001G013850	As009G205200
OG0008157	Np001G013940	As009G205330
OG0008158	Np001G013950	As009G205340
OG0008159	Np001G014010	As009G205420
OG0008160	Np001G014380	As009G205700
OG0008161	Np001G014680	As009G205950
OG0008162	Np001G014740	As009G206000
OG0008163	Np001G014890	As009G206180
OG0008164	Np001G015120	As009G206550
OG0008165	Np001G016150	As009G207280
OG0008166	Np001G016720	As009G207940
OG0008167	Np001G016620	As009G208010
OG0008168	Np001G017100	As009G208410
OG0008169	Np001G017340	As009G209500
OG0008170	Np003G140610	As009G209650
OG0008171	Np001G017570	As009G209880
OG0008172	Np003G140480	As009G210310
OG0008173	Np003G140380	As009G210480
OG0008174	Np003G140320	As009G210520
OG0008176	Np003G132420	As009G211690
OG0008177	Np003G132100	As009G211950
OG0008178	Np003G132030, Np003G149560	As009G211990
OG0008179	Np003G131680	As009G212370
OG0008180	Np003G129980, Np003G129990	As009G213920
OG0008181	Np003G129190	As009G214510
OG0008182	Np003G129170	As009G214530
OG0008183	Np003G147300, Np002G076610	As009G214780
OG0008184	Np001G012840	As009G215330
OG0008185	Np001G012330	As009G215580
OG0008186	Np001G012000	As009G215880
OG0008187	Np001G011960	As009G215920
OG0008188	Np001G011930	As009G215950
OG0008189	Np002G099010, Np001G011660	As009G216110
OG0008190	Np001G011370	As009G216460
OG0008191	Np001G010940	As009G216820
OG0008192	Np001G010850	As009G216900
OG0008193	Np001G010570	As009G217090
OG0008194	Np002G090240	As009G217230
OG0008195	Np001G010250	As009G217320
OG0008196	Np001G010100	As009G217390
OG0008197	Np001G010080	As009G217410
OG0008198	Np001G009790	As009G217640
OG0008199	Np001G009290	As009G217980
OG0008200	Np001G008840	As009G218250
OG0008201	Np001G008620	As009G218410
OG0008202	Np001G007570	As009G218740
OG0008203	Np001G007550	As009G218760
OG0008204	Np001G007440	As009G218850
OG0008205	Np001G007260	As009G218980
OG0008206	Np001G007210	As009G219020
OG0008207	Np001G006990	As009G219160
OG0008208	Np001G006750	As009G219370
OG0008210	Np003G154390	As009G219860
OG0008211	Np003G154440	As009G219870
OG0008212	Np007G396540, Np003G154510	As009G219920
OG0008213	Np001G052890	As010G220430
OG0008214	Np007G409820, Np001G052840	As010G220450
OG0008215	Np001G052820	As010G220470
OG0008216	Np001G052460	As010G220700
OG0008217	Np001G052060	As010G220950
OG0008218	Np001G051240	As010G221330, As012G274920
OG0008219	Np001G011920	As010G221730
OG0008220	Np001G050450, Np001G050480	As010G221740
OG0008221	Np001G050190	As010G222070
OG0008222	Np001G048470	As010G222760
OG0008223	Np001G046530	As010G224340
OG0008224	Np001G044250	As010G226050
OG0008226	Np002G091130	As010G227790
OG0008227	Np002G091170	As010G227920
OG0008228	Np002G091200	As010G227970
OG0008229	Np002G091220	As010G228060, As010G228070
OG0008230	Np002G091310	As010G228230
OG0008231	Np002G091380	As010G228240
OG0008232	Np006G341330	As010G228430
OG0008233	Np002G091920	As010G228830
OG0008234	Np002G090760	As010G229490
OG0008235	Np002G092050	As010G230510
OG0008236	Np002G087940	As010G238090, As010G231770
OG0008237	Np002G087880	As010G231800
OG0008238	Np002G087660	As010G231860
OG0008239	Np002G086280	As010G232870
OG0008240	Np004G227930	As010G232910
OG0008241	Np007G382060	As010G232950, As011G253840
OG0008242	Np002G085730	As010G233160
OG0008243	Np002G085700	As010G233180
OG0008244	Np002G085620	As010G233220
OG0008245	Np002G085440	As010G233290
OG0008246	Np002G085390	As010G233330
OG0008247	Np002G084190, Np002G084180	As010G233940
OG0008248	Np002G083830	As010G234190
OG0008249	Np002G083400	As010G234610
OG0008251	Np002G073770	As010G235290
OG0008252	Np002G073790	As010G235310
OG0008253	Np002G073830	As010G235330
OG0008254	Np002G074340	As010G235590
OG0008255	Np002G074430	As010G235620
OG0008256	Np002G074940	As010G236010
OG0008257	Np002G075270	As010G236270
OG0008258	Np002G075400	As010G236340
OG0008259	Np002G075700	As010G236570
OG0008260	Np002G076390	As010G236990
OG0008261	Np002G077020	As010G237460
OG0008262	Np002G077120	As010G237520
OG0008263	Np002G077400	As010G237680
OG0008264	Np002G077410	As010G237690
OG0008265	Np002G077670	As010G237830
OG0008266	Np002G077760	As010G237900
OG0008267	Np002G077880, Np002G077890	As012G277330, As010G238000
OG0008268	Np002G078250	As010G238370
OG0008269	Np002G078650	As010G238620
OG0008270	Np002G078940	As010G238800
OG0008271	Np002G079340	As010G239160
OG0008272	Np002G079700	As010G239390
OG0008273	Np002G080690, Np002G080070	As010G239580
OG0008274	Np002G080200	As010G239690
OG0008275	Np002G080250	As010G239760
OG0008278	Np002G081220	As010G240250
OG0008279	Np002G081480	As010G240590
OG0008280	Np002G081620	As010G240750
OG0008281	Np002G082400	As010G241250
OG0008282	Np002G082710	As010G241550
OG0008283	Np002G072660	As010G242430
OG0008284	Np002G072120	As010G242880
OG0008285	Np002G071720	As010G243070
OG0008286	Np002G071620	As010G243170
OG0008287	Np002G071270	As010G243420
OG0008288	Np002G071150	As010G243510
OG0008289	Np002G070990	As010G243660
OG0008290	Np002G070780	As010G243860
OG0008291	Np005G311770	As010G243910
OG0008292	Np002G070540	As010G244130
OG0008293	Np002G070230	As010G244430
OG0008294	Np007G408690	As011G244630
OG0008295	Np007G408200	As011G244880
OG0008296	Np007G408160	As011G244910
OG0008297	Np007G407830	As011G245150
OG0008298	Np007G407560, Np004G202830	As011G245370
OG0008299	Np007G406500	As011G245870
OG0008300	Np001G013350	As011G245890
OG0008301	Np007G406470	As011G245900
OG0008302	Np005G312030, Np007G406390	As011G245940
OG0008303	Np007G406360	As011G245980
OG0008304	Np007G406020	As011G246170
OG0008306	Np007G405950	As011G246270
OG0008307	Np007G405850	As011G246340
OG0008308	Np007G404950	As011G247020
OG0008309	Np007G404680	As011G247200
OG0008310	Np007G404460	As011G247370
OG0008311	Np007G404420	As011G247400
OG0008312	Np004G194070	As012G270440, As011G247770
OG0008313	Np007G390090	As011G248080
OG0008314	Np007G390520	As011G248420
OG0008315	Np007G390570	As011G248470
OG0008316	Np007G391460	As011G248950
OG0008317	Np007G392220	As011G249360
OG0008318	Np007G392520	As011G249470
OG0008319	Np007G393100	As011G249860
OG0008320	Np007G393510	As011G250010
OG0008321	Np007G394120	As011G250380
OG0008322	Np007G394720	As011G250740
OG0008323	Np007G394740	As011G250760
OG0008324	Np007G394930	As011G250830
OG0008325	Np007G395730	As011G251190
OG0008326	Np007G396410	As011G251550
OG0008327	Np007G396440	As011G251580
OG0008329	Np001G057750	As011G252590
OG0008330	Np012G436930, Np011G436420	As011G252880
OG0008331	Np005G303460	As011G254090
OG0008332	Np007G383160	As011G254410
OG0008333	Np007G384040	As011G255020
OG0008334	Np007G384470	As011G255300
OG0008335	Np007G386040	As011G256150
OG0008336	Np007G386320	As011G256280
OG0008338	Np003G165280	As011G260660
OG0008339	Np007G374740	As011G260780
OG0008340	Np007G378320	As011G262670
OG0008341	Np007G378090	As011G262830
OG0008342	Np007G377880	As011G262970
OG0008343	Np007G377440	As011G263330
OG0008344	Np007G377060	As011G263510
OG0008345	Np007G376610	As011G263740
OG0008346	Np007G376450, Np007G376480	As011G263870
OG0008347	Np007G375950	As011G264400
OG0008348	Np007G375850	As011G264440
OG0008349	Np007G375820	As011G264450
OG0008350	Np007G375430	As011G264740
OG0008351	Np007G374240	As011G265130
OG0008352	Np007G374330	As011G265150
OG0008353	Np007G374100	As011G265580
OG0008354	Np002G092100	As011G266000
OG0008355	Np007G373120	As011G266310
OG0008356	Np007G372110	As011G267090
OG0008357	Np004G190500	As012G267930
OG0008358	Np004G190610	As012G268030
OG0008359	Np004G191220	As012G268660
OG0008360	Np001G032600	As012G268680
OG0008361	Np004G191310	As012G268770
OG0008362	Np004G192280	As012G269360
OG0008363	Np004G192310	As012G269380
OG0008364	Np004G192800	As012G269650
OG0008365	Np004G192860	As012G269720
OG0008366	Np004G193050	As012G269790
OG0008367	Np004G193350	As012G269910
OG0008368	Np004G193370	As012G269920
OG0008369	Np004G193470	As012G269970
OG0008370	Np004G193610	As012G270070
OG0008371	Np004G194900	As012G270970
OG0008372	Np004G195020	As012G271060
OG0008373	Np004G195270	As012G271360
OG0008374	Np004G195660	As012G271880
OG0008375	Np004G196520	As012G272050
OG0008376	Np004G196830	As012G272290
OG0008377	Np004G196910	As012G272340
OG0008378	Np004G198440	As012G273050
OG0008379	Np004G198630	As012G273310
OG0008380	Np005G300950	As012G274290
OG0008381	Np005G301270	As012G274450
OG0008382	Np006G341180	As012G274860
OG0008383	Np006G341340	As012G274900
OG0008384	Np006G341420	As012G274950
OG0008385	Np001G053820	As012G275480
OG0008386	Np001G054080	As012G275690
OG0008387	Np001G054290	As012G275840
OG0008388	Np001G054470	As012G275920
OG0008389	Np001G054950	As012G276240
OG0008390	Np001G055120	As012G276440
OG0008391	Np001G056370	As012G277260
OG0008392	Np001G056470	As012G277360
OG0008393	Np001G056610	As012G277610
OG0008394	Np001G056800	As012G277760
OG0008395	Np001G057200	As012G278280
OG0008396	Np001G053600	As012G278960
OG0008397	Np001G057420	As012G279870
OG0008398	Np001G057430	As012G279900
OG0008399	Np001G057890	As012G279910
OG0008400	Np007G392970, Np001G057380	As012G279990
OG0008401	Np001G057830	As012G280030
OG0008402	Np001G058440	As012G281030
OG0008403	Np001G059100	As012G281830
OG0008404	Np001G059290	As012G281960, As012G281970, As012G281980
OG0008405	Np001G060050	As012G282560
OG0008406	Np001G060650	As012G282950
OG0008407	Np001G061490	As012G283490
OG0008408	Np001G062370	As012G284090
OG0008409	Np001G063000	As012G284580
OG0008410	Np001G063280, Np001G063300	As012G284720
OG0008411	Np001G063570	As012G284910
OG0008412	Np001G063580	As012G284920
OG0008413	Np001G063660	As012G285000
OG0008414	Np001G063700	As012G285030
OG0008415	Np001G064070	As012G285080
OG0008416	Np001G064080	As012G285090
OG0008417	Np006G327860	As012G285100
OG0008418	Np005G316610, Np005G315700	As012G285410
OG0008419	Np001G064660	As012G285440
OG0008420	Np001G064750	As012G285540
OG0008421	Np001G064780	As012G285580
OG0008422	Np001G064910	As012G285690
OG0008423	Np001G064980	As012G285730
OG0008424	Np001G065090	As012G285810
OG0008425	Np001G065500	As012G286040
OG0008426	Np001G065650	As012G286130
OG0008427	Np001G066130	As012G286290
OG0008428	Np001G066330	As012G286690
OG0008429	Np001G066470	As012G286770
OG0008430	Np001G067820	As012G287780
OG0008431	Np001G068090	As012G287930
OG0008432	Np001G068110	As012G287950
OG0008433	Np001G068290	As012G288040
OG0008434	Np001G068430	As012G288130
OG0008437	Np001G069300	As012G288760
OG0008438	Np001G069330	As012G288790
OG0008439	Np001G069540	As012G288970
OG0008440	Np001G069730	As012G289160
OG0008504	Np005G276660	As001G000180
OG0008505	Np005G276130	As001G000550
OG0008506	Np005G275870	As001G000740
OG0008507	Np005G275690	As001G000850
OG0008508	Np005G275550	As001G000890
OG0008509	Np005G274560	As001G001780
OG0008510	Np001G061640	As001G001810
OG0008511	Np005G274510	As001G001820
OG0008512	Np005G274480	As001G001840
OG0008513	Np005G274270	As001G001920
OG0008514	Np005G273850	As001G002240
OG0008515	Np005G273420	As001G002330
OG0008516	Np005G273330	As001G002420, As001G002430
OG0008517	Np005G273270	As001G002460
OG0008518	Np003G147950	As001G002850
OG0008519	Np005G272730	As001G002970
OG0008520	Np005G272700	As001G003000
OG0008521	Np005G271810	As001G003680
OG0008522	Np005G271650	As001G003840
OG0008523	Np005G271390	As001G004010
OG0008524	Np005G271270	As001G004140
OG0008525	Np005G271200	As001G004220
OG0008526	Np005G270770	As001G004640
OG0008527	Np005G270550	As001G004710
OG0008528	Np005G270520	As001G004780
OG0008529	Np005G269970	As001G005390
OG0008530	Np005G263080	As001G005630
OG0008531	Np005G263050	As001G005730
OG0008532	Np005G263060	As001G005760
OG0008533	Np005G263310	As001G006030
OG0008534	Np005G269910	As001G006490
OG0008535	Np005G263430	As001G006610
OG0008536	Np005G263440	As001G006640
OG0008537	Np005G263450	As001G007120
OG0008538	Np005G263520	As001G009960
OG0008540	Np005G264520	As001G012830, As011G262590
OG0008541	Np005G264300, Np005G264310	As001G013640
OG0008542	Np005G264160	As001G013790
OG0008543	Np005G264730	As001G013820
OG0008544	Np005G264770	As001G014120
OG0008546	Np005G265340	As001G014430
OG0008547	Np005G265570	As001G014730
OG0008548	Np004G215530	As004G078980, As001G015890
OG0008550	Np004G217080	As001G016330
OG0008551	Np004G217520	As001G016460
OG0008552	Np004G219740	As001G016700
OG0008553	Np004G205200	As001G016930
OG0008554	Np005G319390	As001G017310
OG0008555	Np005G296310	As001G017370
OG0008556	Np005G298900	As001G017690
OG0008557	Np004G245730	As001G018270
OG0008558	Np002G105560	As001G018540
OG0008559	Np002G105120	As001G018570
OG0008560	Np002G108410	As001G019050
OG0008561	Np005G263150	As001G019300, As010G232740
OG0008562	Np002G113160	As001G019640
OG0008563	Np004G249140	As001G019700, As008G187600
OG0008564	Np002G113800	As001G020010
OG0008565	Np002G115510	As001G020510
OG0008566	Np002G115580	As001G020550
OG0008567	Np002G116560	As001G021060
OG0008568	Np002G116460	As001G021110
OG0008569	Np007G385930	As001G021120, As011G256100
OG0008570	Np002G117590	As001G021510
OG0008571	Np002G117780	As001G021610
OG0008572	Np002G117890	As001G021630
OG0008573	Np002G118360	As001G021750
OG0008574	Np002G118390, Np002G118370	As001G021760
OG0008575	Np002G118490	As001G021800
OG0008576	Np002G118830, Np002G118840	As008G185790, As001G021980
OG0008577	Np004G246270	As008G185580
OG0008578	Np004G241210	As001G022230
OG0008579	Np001G027020	As001G022750
OG0008580	Np001G026600	As001G022920
OG0008581	Np001G026370	As001G023070
OG0008582	Np001G025660	As001G023440
OG0008583	Np001G025120	As001G023730
OG0008584	Np001G024570	As001G024130
OG0008585	Np001G024110	As001G024350
OG0008586	Np001G023680	As001G024620
OG0008587	Np001G023330	As001G024880
OG0008588	Np001G023190	As001G024960
OG0008589	Np001G023010	As001G025100
OG0008590	Np001G022500	As001G025420
OG0008591	Np001G022270	As001G025540
OG0008592	Np001G021890	As001G025780
OG0008593	Np001G021870	As001G025800
OG0008594	Np001G021350	As001G026030
OG0008595	Np001G021080	As001G026150
OG0008596	Np001G020970	As001G026230
OG0008597	Np001G020400	As001G026720
OG0008598	Np001G020390	As001G026730
OG0008599	Np001G019900	As001G027020
OG0008600	Np001G019870	As001G027040
OG0008601	Np001G019590	As001G027250
OG0008602	Np001G019490	As001G027370
OG0008603	Np001G019470	As001G027390
OG0008604	Np001G018820	As001G027840
OG0008605	Np001G018790	As001G027860
OG0008606	Np002G095420	As001G028920
OG0008607	Np001G059890, Np002G096440	As001G029150
OG0008608	Np002G097500	As001G029290
OG0008609	Np002G098650, Np005G310920	As001G029480
OG0008611	Np002G124750	As001G030290
OG0008612	Np002G124280	As001G030570
OG0008613	Np002G124180	As001G030600
OG0008614	Np002G123750	As001G030840
OG0008615	Np002G123500	As001G030950
OG0008616	Np002G123310	As001G031050
OG0008617	Np002G122240	As001G031420, As001G031440
OG0008618	Np002G122250	As001G031430
OG0008619	Np002G121340	As001G031660
OG0008620	Np002G120520	As001G031990
OG0008621	Np007G408740	As002G032320
OG0008622	Np003G155950	As002G049150, As002G032530
OG0008624	Np006G330740	As002G033460
OG0008625	Np006G330670	As002G033520
OG0008626	Np007G413510	As002G034200
OG0008627	Np007G412640	As002G035070
OG0008627	Np003G128060	As005G108520
OG0008628	Np007G412060	As002G035500
OG0008629	Np007G411430	As002G036150
OG0008630	Np007G411150	As002G036470
OG0008631	Np007G411060	As002G036760
OG0008632	Np007G410310	As002G037280
OG0008633	Np007G410250	As002G037390
OG0008634	Np007G409710	As002G037840
OG0008635	Np007G412470, Np007G409610	As002G038010
OG0008636	Np007G409600	As002G038040
OG0008637	Np007G409280	As002G038620
OG0008638	Np007G409050	As002G038930
OG0008639	Np003G174530	As002G040600
OG0008640	Np001G048680, Np003G173060	As002G042000
OG0008641	Np003G172840	As002G042240
OG0008642	Np003G172480	As002G042340
OG0008643	Np003G171650	As002G042670
OG0008644	Np003G171560	As002G042720
OG0008645	Np003G170580, Np003G171100	As002G042820
OG0008646	Np004G203570	As002G043610
OG0008647	Np003G167550	As002G043710, As002G043700
OG0008648	Np003G165210	As002G044420
OG0008649	Np003G164650	As002G044670
OG0008650	Np003G164420	As002G044820
OG0008651	Np003G164540	As002G044940
OG0008652	Np003G164840	As002G045000
OG0008653	Np003G163810	As002G045240
OG0008654	Np003G163780	As002G045260
OG0008655	Np003G163660	As002G045340
OG0008656	Np003G163530	As002G045360
OG0008657	Np003G162230	As002G045520
OG0008658	Np003G161460	As002G045820
OG0008659	Np003G162390	As002G045910
OG0008660	Np003G162510	As002G046070
OG0008661	Np003G162690	As002G046130
OG0008662	Np003G160740	As002G046740
OG0008663	Np003G160500	As002G046970
OG0008664	Np003G160380	As002G047040
OG0008666	Np003G159380	As002G047390
OG0008667	Np003G159370	As002G047400
OG0008668	Np003G158320	As002G047860
OG0008669	Np003G157970	As002G048090
OG0008670	Np003G157950	As002G048110
OG0008671	Np003G157440	As002G048250
OG0008672	Np003G157180	As002G048450
OG0008673	Np003G157150	As002G048470
OG0008674	Np003G156720	As002G048630
OG0008675	Np003G156440	As002G048800
OG0008676	Np003G156330	As002G048890
OG0008677	Np003G156130	As002G049000
OG0008678	Np003G155710	As002G049290
OG0008679	Np003G155190	As002G049560
OG0008680	Np003G155020	As002G049830
OG0008681	Np003G155010	As002G049840
OG0008682	Np001G018280	As002G049990
OG0008683	Np001G018180	As002G050190
OG0008684	Np001G018170	As002G050210
OG0008685	Np003G140030	As002G050350
OG0008686	Np003G140010	As002G050370
OG0008687	Np003G139770	As002G050560
OG0008688	Np003G139730	As002G050590
OG0008689	Np003G139720	As002G050610
OG0008690	Np003G139670	As002G050650
OG0008691	Np003G139190	As002G050920
OG0008692	Np003G139180	As002G050930
OG0008693	Np003G139030	As002G051080
OG0008694	Np003G138680	As002G051290
OG0008695	Np003G138540	As002G051380
OG0008697	Np003G138460	As002G051510
OG0008698	Np003G137890	As002G051930
OG0008699	Np003G137080	As002G052500
OG0008700	Np003G136810	As012G274060, As002G052790
OG0008701	Np003G136680	As002G052930
OG0008702	Np003G136440	As002G053160
OG0008703	Np003G136140	As002G053450
OG0008704	Np003G135930	As002G053590
OG0008705	Np003G135840, Np005G283830	As002G053670
OG0008706	Np003G135440	As002G053930
OG0008707	Np003G135100	As002G054190
OG0008708	Np003G135070	As002G054210
OG0008709	Np003G134770	As002G054460
OG0008710	Np003G134410	As002G054660
OG0008711	Np003G134090	As002G054890
OG0008712	Np003G134050	As002G054920
OG0008713	Np003G133830	As002G055000
OG0008714	Np003G133540	As002G055200
OG0008715	Np005G295940	As003G055620
OG0008716	Np005G293890	As004G089690, As003G056010
OG0008717	Np005G293720	As003G056050
OG0008718	Np005G293470	As003G056140
OG0008719	Np005G293430	As003G056170
OG0008720	Np005G293420	As003G056180
OG0008721	Np005G292890	As003G056340
OG0008722	Np005G292400	As003G056510
OG0008723	Np005G291030	As003G057220
OG0008724	Np001G037300	As004G087920
OG0008725	Np005G290230	As003G057580
OG0008726	Np005G290200	As003G057610
OG0008727	Np005G289940	As003G057770
OG0008728	Np005G289800	As003G057840
OG0008730	Np005G288760	As003G058190
OG0008731	Np005G288730	As003G058220
OG0008732	Np005G288570	As003G058400
OG0008734	Np005G287270	As003G058950
OG0008735	Np005G287550	As003G059090
OG0008736	Np005G288060	As003G059480
OG0008737	Np005G286430, Np005G286440	As003G059850
OG0008739	Np003G182120	As004G085080, As003G060630
OG0008740	Np005G284820	As003G060690
OG0008741	Np005G284670	As003G060880
OG0008742	Np005G284550	As003G060970
OG0008743	Np005G284430	As003G060990
OG0008744	Np005G284240	As003G061130
OG0008745	Np005G283540	As003G061490
OG0008746	Np002G085230	As003G061620
OG0008747	Np005G283110	As003G061970
OG0008748	Np003G178360	As004G083660, As003G062650
OG0008749	Np004G206470	As003G062840, As012G271210
OG0008750	Np004G208420	As003G063220
OG0008751	Np004G208630	As003G063300
OG0008752	Np004G208720	As003G063360
OG0008753	Np004G224060	As003G063500
OG0008754	Np004G204360	As003G063830
OG0008755	Np004G202520	As003G064530
OG0008756	Np004G202560	As003G064550
OG0008757	Np004G210410	As003G065960, As003G065970
OG0008758	Np004G201900	As003G066170
OG0008759	Np004G210700	As003G067890
OG0008760	Np004G211130	As003G068780
OG0008761	Np002G081210	As003G069490, As010G240240
OG0008762	Np004G212120	As003G069870
OG0008763	Np004G212330	As003G069900
OG0008764	Np004G212940	As003G070230
OG0008765	Np004G214180	As003G071240
OG0008766	Np004G214580	As003G071410
OG0008767	Np004G214720	As003G071550
OG0008768	Np004G214930	As003G071640
OG0008769	Np005G267190	As003G072030
OG0008770	Np005G267230	As003G072060
OG0008771	Np005G266800, Np005G267570	As003G072300
OG0008772	Np005G268170	As003G072670
OG0008773	Np005G268450	As003G072950
OG0008774	Np005G268730	As003G073260
OG0008775	Np005G268890	As003G073360
OG0008776	Np005G268950	As003G073420
OG0008777	Np005G269060	As003G073460
OG0008778	Np005G269780	As003G074110
OG0008779	Np005G269820	As003G074130
OG0008780	Np005G262590	As003G074410
OG0008781	Np006G351350	As003G074570
OG0008782	Np005G262440	As003G074590
OG0008783	Np005G262050	As003G074860
OG0008784	Np005G261340	As003G075590
OG0008785	Np005G277460	As004G076900
OG0008786	Np005G310830	As004G076920
OG0008787	Np005G310970	As004G077020
OG0008788	Np005G313100	As004G077640
OG0008789	Np007G386380, Np007G386660, Np007G386560	As004G077680
OG0008790	Np005G314900	As004G078190
OG0008791	Np004G214920	As004G078710
OG0008792	Np003G130640	As004G079270
OG0008793	Np004G219380, Np004G218340, Np004G219360	As004G079420
OG0008794	Np006G340170	As004G079970
OG0008795	Np003G177250	As004G080160
OG0008796	Np006G343150	As004G081320
OG0008797	Np001G041550	As004G081830
OG0008798	Np001G041980	As004G082140
OG0008799	Np001G042080	As004G082210
OG0008800	Np006G323850	As004G082550
OG0008801	Np001G042960	As004G082920
OG0008802	Np003G178370	As004G083670
OG0008803	Np003G180170	As004G084330
OG0008805	Np003G181910	As004G085040
OG0008806	Np003G182340	As004G085140
OG0008807	Np003G182430	As004G085170
OG0008808	Np003G182700	As004G085340
OG0008809	Np003G183760	As004G085880
OG0008810	Np003G184680	As004G086170
OG0008811	Np003G184760	As004G086240
OG0008812	Np001G039630	As004G086700
OG0008813	Np001G039580	As004G086750
OG0008814	Np001G039120	As004G087130
OG0008815	Np001G038430	As004G087430
OG0008816	Np001G037450	As004G087830
OG0008817	Np001G036220	As004G088310
OG0008818	Np001G036320	As004G088380
OG0008819	Np001G034390	As004G089190
OG0008820	Np001G034280	As004G089240
OG0008821	Np001G033500	As004G089610
OG0008822	Np001G032160	As004G090130
OG0008823	Np001G032170	As004G090140
OG0008824	Np005G310160	As004G092100
OG0008825	Np005G307530	As004G092980
OG0008826	Np005G308290	As004G093630
OG0008827	Np005G308450	As004G093740
OG0008828	Np005G309270	As004G094340
OG0008829	Np007G386340	As004G094420
OG0008830	Np005G306020	As004G095210
OG0008831	Np005G305790	As004G095280
OG0008832	Np005G305650	As004G095380
OG0008833	Np005G304290	As004G095860
OG0008834	Np005G303510	As004G096200
OG0008835	Np005G303440	As004G096230
OG0008836	Np005G302870	As004G096560
OG0008837	Np005G302780	As004G096600
OG0008838	Np005G317140	As004G097080
OG0008839	Np005G318660	As004G097450, As004G097780
OG0008840	Np005G318040	As004G097470, As008G190170
OG0008841	Np005G318820	As004G097710
OG0008842	Np005G318800	As004G097730
OG0008843	Np005G319650	As004G098060
OG0008844	Np005G318840, Np005G320090	As004G098280
OG0008845	Np005G320180	As004G098350
OG0008846	Np007G373550	As005G098680
OG0008847	Np006G320670	As005G098760
OG0008848	Np006G320730	As005G098810
OG0008849	Np006G322440	As005G100300
OG0008850	Np006G322590	As005G100380
OG0008851	Np006G322760	As005G100510
OG0008852	Np006G323190	As005G100930
OG0008853	Np006G323290	As005G101000
OG0008854	Np006G323720	As005G101330
OG0008855	Np006G324390	As005G101710
OG0008856	Np006G324670	As005G101930
OG0008857	Np006G324760	As005G102000
OG0008858	Np006G324850	As005G102080
OG0008859	Np001G065670	As012G286140, As005G102540
OG0008860	Np006G325920	As005G103010
OG0008861	Np006G326050	As005G103150
OG0008862	Np006G326160	As005G103190
OG0008863	Np006G326180, Np006G326170	As005G103200
OG0008864	Np006G326430	As005G103400
OG0008865	Np006G327130	As005G104000
OG0008866	Np006G327560	As005G104260
OG0008867	Np001G064360	As005G104370
OG0008868	Np006G328190	As005G104670
OG0008869	Np006G328630	As005G104890
