Orthogroup	Noccaea_praecox	Brassica_rapa
OG0006230	Np003G148800	XP_009126453.1, XP_009131800.1
OG0006231	Np003G148900	XP_009126463.1, XP_009120788.1
OG0006232	Np003G149880	XP_009120702.1
OG0006233	Np001G043810	XP_009123289.1
OG0006233	Np003G150030	XP_009131856.2
OG0006234	Np003G150120	XP_009133907.1
OG0006235	Np003G151680	XP_018511275.1
OG0006236	Np003G152120	XP_009131954.2, XP_009131943.2
OG0006237	Np001G046270	XP_009113038.1, XP_009124342.1
OG0006238	Np003G153510	XP_033137995.1, XP_009126718.1, XP_009132015.2
OG0006239	Np003G153880	XP_009132025.1, XP_018510884.1
OG0006240	Np001G006520, Np002G123160	XP_009112067.1, XP_009150372.1
OG0006241	Np001G005820	XP_009130260.1
OG0006242	Np001G005790	XP_009112087.1
OG0006243	Np001G005160	XP_033141715.1, XP_009150461.1
OG0006244	Np007G377610	XP_009123247.1
OG0006245	Np001G004160	XP_009130464.1
OG0006246	Np001G004130	XP_009112152.1, XP_009150551.1
OG0006247	Np001G003200	XP_009130506.1, XP_009150623.1
OG0006248	Np001G003010	XP_009150636.1
OG0006249	Np001G002920	XP_009130517.1, XP_009150644.1
OG0006250	Np001G002830	XP_009150653.1, XP_009130519.1
OG0006251	Np001G000870	XP_009103507.1, XP_009112313.2
OG0006252	Np001G000560	XP_033138692.1
OG0006253	Np006G348790, Np006G354210, Np003G189640	XP_009128476.1, XP_009111504.1
OG0006254	Np003G188850	XP_009134521.1, XP_009111445.1
OG0006255	Np003G187910	XP_009111377.1, XP_009128517.2
OG0006256	Np003G187310	XP_009134459.2, XP_009111331.1
OG0006257	Np003G186760	XP_009144577.1, XP_009134438.1
OG0006258	Np003G186430	XP_009111271.1, XP_009134423.1
OG0006259	Np003G186410	XP_009144550.1, XP_009111270.1
OG0006260	Np003G186380	XP_009134421.1, XP_018510429.1
OG0006261	Np001G040540	XP_009101751.1, XP_009113961.1
OG0006262	Np006G345230, Np009G431980	XP_009132931.1
OG0006263	Np007G406830, Np007G406630, Np006G357710	XP_009141290.1, XP_009132913.1
OG0006264	Np006G357590	XP_009143913.1, XP_009141284.1
OG0006265	Np006G356700	XP_009132850.2, XP_009143983.2
OG0006266	Np006G355670	XP_009141196.1
OG0006267	Np006G355540	XP_009141176.1, XP_009132814.1
OG0006268	Np006G354710, Np006G348210	XP_009144232.1, XP_033146060.1
OG0006269	Np006G348690, Np006G354270	XP_033143847.1, XP_018513585.1
OG0006271	Np006G350640	XP_009144356.1, XP_009141017.1
OG0006272	Np006G350620	XP_009141016.1, XP_009144357.1
OG0006273	Np008G428150, Np006G350140	XP_009144366.1
OG0006274	Np008G428140, Np006G350130	XP_009141009.1, XP_009144367.1
OG0006275	Np006G359300	XP_009103689.2, XP_009140904.1
OG0006276	Np006G358260, Np005G316990, Np005G316890	XP_009103620.1, XP_009140822.1
OG0006277	Np005G278020	XP_009137658.1, XP_009143407.1
OG0006278	Np007G424720	XP_009147431.2, XP_009125022.1
OG0006279	Np003G124870	XP_033133228.1, XP_009144903.1
OG0006280	Np007G414410	XP_009146997.1, XP_009123912.2, XP_009135099.1
OG0006281	Np003G125040	XP_033141016.1, XP_033143440.1
OG0006282	Np005G279120	XP_009142435.1
OG0006283	Np007G424420	XP_009147405.1, XP_009117679.2
OG0006284	Np007G424150	XP_009117743.1, XP_009147390.1
OG0006285	Np003G142690	XP_009126066.1, XP_009121549.1
OG0006286	Np007G422210	XP_009119226.2, XP_009130363.1
OG0006287	Np007G422000	XP_009119295.1
OG0006288	Np007G421650	XP_009102072.2, XP_033148249.1
OG0006290	Np007G420770	XP_009124001.1, XP_009134759.1
OG0006291	Np007G418930	XP_033146527.1, XP_018514552.2
OG0006292	Np005G262160	XP_018509202.1
OG0006293	Np007G416030	XP_009124534.1, XP_033142935.1, XP_033147228.1
OG0006294	Np007G415800	XP_033147306.1, XP_009134956.1
OG0006295	Np006G331560	XP_009141907.1, XP_033144144.1, XP_009142693.1
OG0006296	Np006G331570	XP_033148412.1, XP_009133434.2, XP_009141904.2
OG0006297	Np006G333180	XP_009133380.1, XP_009143288.1
OG0006298	Np006G333570, Np006G333610	XP_009143301.1, XP_033145119.1
OG0006299	Np006G334340	XP_009141783.1, XP_033148151.1
OG0006300	Np006G334910	XP_009133293.1, XP_009141763.1
OG0006301	Np001G056680, Np006G339820	XP_009133055.1, XP_009133056.1, XP_033146327.1
OG0006302	Np006G339300	XP_009133074.1, XP_009143597.1
OG0006303	Np006G339080	XP_009143580.1
OG0006305	Np006G337070	XP_009141671.1, XP_009143483.1
OG0006306	Np006G336760	XP_009141692.1, XP_009133203.1, XP_009143452.1
OG0006307	Np006G335490	XP_009133253.2, XP_009143394.2, XP_009141739.2
OG0006308	Np004G240470	XP_009149012.1, XP_009117802.1, XP_009110471.1
OG0006309	Np004G240070	XP_009117776.1, XP_009110458.1
OG0006310	Np004G239620	XP_033136569.1, XP_009149093.1
OG0006311	Np004G239610	XP_009149089.1, XP_033136565.1
OG0006312	Np004G239400	XP_009117745.1, XP_009149115.1
OG0006313	Np004G239250	XP_009117732.1, XP_033128351.1, XP_033132695.1
OG0006314	Np004G239070	XP_009149149.1
OG0006315	Np004G238290	XP_009149226.1, XP_009110395.1, XP_009117646.1
OG0006316	Np004G237590	XP_033128155.1, XP_009110356.1, XP_009117618.1
OG0006317	Np004G237760	XP_009149261.1, XP_009117625.2
OG0006318	Np004G236560	XP_009110298.2, XP_009149388.1
OG0006319	Np004G235220	XP_018515395.1, XP_009110235.2
OG0006320	Np004G235090	XP_033131306.1, XP_009149523.1
OG0006321	Np003G159880, Np003G159750, Np002G076650	XP_033131970.1
OG0006322	Np004G234730	XP_009103329.2, XP_009149556.1
OG0006323	Np004G234620	XP_009103326.1, XP_009149561.1, XP_033132216.1
OG0006325	Np004G231380	XP_009115598.1, XP_009103218.1
OG0006326	Np004G226310	XP_009103105.1, XP_033140928.1
OG0006327	Np004G225880	XP_009110017.1, XP_009115373.1
OG0006328	Np002G091340	XP_009105298.1, XP_009105111.1
OG0006329	Np004G210140	XP_009113782.2, XP_009102994.1, XP_009109825.1
OG0006330	Np004G210370	XP_033133330.1, XP_009113755.2
OG0006331	Np004G210360	XP_009109797.1
OG0006332	Np004G210300	XP_009109800.1, XP_009113761.1
OG0006333	Np005G282640	XP_009137807.1, XP_009109253.1
OG0006334	Np005G282630	XP_009137819.1, XP_009137429.1
OG0006335	Np005G281970	XP_009138293.1, XP_009137464.1
OG0006336	Np005G281540	XP_009137481.1
OG0006337	Np005G281020	XP_009137508.1, XP_009139088.2
OG0006338	Np001G019600	XP_009111606.2, XP_009129360.1, XP_009129359.1, XP_009151853.2
OG0006339	Np006G368970	XP_009140350.1, XP_009112531.1
OG0006340	Np006G370690	XP_009117414.1, XP_009134008.2
OG0006341	Np004G241230	XP_009110505.1
OG0006342	Np004G241630	XP_009117871.1, XP_009110514.1
OG0006343	Np004G241650	XP_009110515.1, XP_009148869.1
OG0006344	Np004G242280	XP_009117903.1, XP_009148818.1, XP_009110541.1
OG0006345	Np002G079160	XP_009104758.1
OG0006346	Np004G245150	XP_009110636.1, XP_009118071.1
OG0006347	Np004G245320	XP_009110642.1, XP_009148586.1
OG0006348	Np001G017950	XP_009151621.1, XP_033139814.1, XP_009129714.1
OG0006349	Np004G247320	XP_009148457.1, XP_009118196.1
OG0006350	Np004G251320	XP_033128425.1, XP_009148224.2
OG0006351	Np004G249150	XP_009118292.1, XP_009148300.1
OG0006352	Np004G248740	XP_009148336.1, XP_009118266.1
OG0006353	Np004G250330	XP_033133677.1, XP_033136771.1, XP_009148147.1
OG0006354	Np004G250970	XP_009148096.1, XP_009118378.1
OG0006355	Np004G251540	XP_009148031.1
OG0006356	Np004G252350	XP_009118457.1, XP_009118980.1
OG0006357	Np004G252680	XP_033132340.1, XP_009118467.1, XP_033138399.1
OG0006358	Np004G252790	XP_009110972.1, XP_009118474.1
OG0006359	Np001G053010	XP_009136607.1, XP_009115804.2, XP_009149195.1
OG0006360	Np004G253480	XP_009110997.1, XP_009119072.1
OG0006361	Np004G253600	XP_009118552.1, XP_033138463.1
OG0006362	Np004G255010	XP_009111064.1, XP_009119209.1
OG0006363	Np004G256280	XP_009118876.2, XP_009111130.1
OG0006364	Np004G257080	XP_009119554.1, XP_009111156.1
OG0006366	Np004G257840	XP_033134967.1, XP_033138158.1
OG0006367	Np004G258290	XP_009119649.1, XP_009118781.1
OG0006368	Np003G141050	XP_009131390.1, XP_009121690.2
OG0006370	Np003G142250, Np003G142240	XP_009121584.1, XP_009131458.1, XP_009126044.1
OG0006371	Np003G142070	XP_009126037.2, XP_009131448.2, XP_009121601.1
OG0006372	Np003G143380	XP_033139551.1, XP_033139550.1, XP_033143165.1
OG0006373	Np003G143980	XP_009121441.1
OG0006374	Np003G144900	XP_009131599.1, XP_009107528.1
OG0006375	Np002G091210	XP_009105308.1
OG0006376	Np003G145040	XP_009126200.1, XP_009107543.1
OG0006377	Np003G145190	XP_009131612.1, XP_009126210.2
OG0006378	Np003G146400	XP_009120960.1, XP_009131677.2, XP_009126269.1
OG0006379	Np001G017770	XP_009151640.1, XP_018510474.1, XP_009129722.1
OG0006380	Np001G054140	XP_009115921.1, XP_009139476.1
OG0006381	Np003G132370	XP_009125778.1, XP_009122281.1, XP_009130955.1
OG0006382	Np003G131460	XP_009130916.1, XP_009125634.1
OG0006383	Np003G131400	XP_018511237.1, XP_009125626.2
OG0006384	Np003G131230	XP_018511288.1
OG0006385	Np006G365750	XP_009111500.1
OG0006386	Np001G013120	XP_009129957.1, XP_009151080.1
OG0006387	Np001G012820	XP_009151059.2, XP_009111664.1
OG0006388	Np002G118560	XP_018509568.1
OG0006389	Np001G011810	NP_001288914.1, XP_009130064.1, NP_001288827.1
OG0006390	Np001G011410	XP_033140435.1
OG0006391	Np001G011090	XP_009141839.1
OG0006392	Np001G010990	XP_009130098.1, XP_018514970.1
OG0006393	Np001G010960	XP_009141759.1
OG0006394	Np001G009690	XP_009136430.1, XP_033140505.1, XP_009111976.1
OG0006395	Np001G008880	XP_009130166.1, XP_033144966.1
OG0006396	Np001G008500	XP_009130181.2, XP_009151310.1
OG0006397	Np001G007780	XP_009130195.1
OG0006398	Np001G007610	XP_009151342.1, XP_033134780.1
OG0006399	Np001G007510	XP_009130208.1, XP_009151354.1
OG0006400	Np001G008380, Np001G007170	XP_009151380.1, XP_009112027.1
OG0006401	Np001G009040, Np001G006910	XP_009151402.1, XP_009112034.1
OG0006402	Np001G006900	XP_009151401.1, XP_009130232.1
OG0006403	Np003G154110	XP_009132029.1, XP_009126741.1
OG0006404	Np001G040920	XP_009132056.1
OG0006405	Np001G052850	XP_009136589.1, XP_009115790.1
OG0006406	Np001G052750	XP_009115786.3, XP_009149316.1
OG0006407	Np001G052700	XP_009115782.1, XP_009136580.1
OG0006408	Np001G050900	XP_009136518.1, XP_009101417.1
OG0006409	Np001G049400	XP_009151520.1, XP_009149797.1
OG0006410	Np001G047850	XP_009150726.1, XP_009150213.1, XP_009149859.1
OG0006411	Np001G045130, Np006G344100, Np006G344360	XP_009150068.1
OG0006412	Np002G089210	XP_033139614.1, XP_033131426.1, XP_009105385.1
OG0006413	Np001G044720, Np001G048330	XP_009150319.1
OG0006414	Np002G090920	XP_018508310.1
OG0006415	Np004G209830	XP_009113797.1, XP_033132610.1
OG0006416	Np002G090810	XP_009127579.1, XP_009105335.1
OG0006417	Np002G088210	XP_009127676.2
OG0006418	Np002G087550	XP_033130250.1, XP_009127705.1
OG0006419	Np002G086770	XP_033130280.1, XP_033130554.1, XP_033140930.1
OG0006420	Np002G086380	XP_009105645.1, XP_009127760.1
OG0006421	Np002G086100	XP_009104975.1
OG0006422	Np004G241660	XP_009148868.1
OG0006423	Np002G083640	XP_009105816.1, XP_009104912.1
OG0006424	Np002G083240	XP_018508230.1, XP_009127883.1
OG0006425	Np002G083120	XP_009127890.1, XP_009105865.1
OG0006426	Np003G136930	XP_009122037.2, XP_009122038.1
OG0006427	Np002G082780	XP_033140909.1, XP_033140910.1
OG0006428	Np002G073750	XP_033140019.1, XP_009106464.2
OG0006429	Np002G074490	XP_009106417.1, XP_009128250.1
OG0006430	Np002G074550	XP_009104606.1
OG0006431	Np002G075280	XP_009106382.1
OG0006432	Np002G077810	XP_009106208.1, XP_033131315.1, XP_033141528.1
OG0006433	Np002G078100	XP_009142825.2, XP_009106189.1
OG0006434	Np002G078790	XP_009106137.1, XP_009104742.1
OG0006435	Np002G080330, Np002G080340, Np002G080390	XP_009104797.1, XP_009128008.1, XP_009106032.1
OG0006436	Np002G081380	XP_009127977.1, XP_009105967.1
OG0006437	Np002G082250	XP_009104852.1, XP_009127940.1, XP_009105915.2
OG0006438	Np002G072690	XP_009106621.2, XP_009128332.1, XP_009104551.1
OG0006439	Np002G072510	XP_009104545.1, XP_033132022.1
OG0006440	Np002G072210	XP_009104535.1
OG0006441	Np002G120570	XP_009128405.1
OG0006442	Np007G408460	XP_009124679.1
OG0006443	Np007G406010	XP_009117153.1, XP_009146408.2
OG0006444	Np004G193220	XP_009106984.1, XP_009144779.1
OG0006445	Np007G403820	XP_009146245.1, XP_009116224.3
OG0006446	Np007G403100	XP_009146226.1, XP_009135448.2
OG0006447	Np007G390070	XP_009135459.1, XP_009146193.1
OG0006448	Np007G390420	XP_009114876.1, XP_009146163.2
OG0006449	Np007G391960	XP_009146040.1, XP_009114331.1
OG0006450	Np001G050140	XP_009151859.1
OG0006451	Np007G392570	XP_009114030.1, XP_009146013.1
OG0006452	Np007G392640	XP_009146010.1, XP_009113949.1
OG0006453	Np007G392720	XP_009135533.1, XP_009146007.1
OG0006454	Np007G392800	XP_009113905.2, XP_009145998.1
OG0006455	Np007G393030	XP_009145979.2, XP_009113773.2
OG0006456	Np007G393200	XP_009113711.2, XP_009145968.1
OG0006457	Np007G393220	XP_009113665.1, XP_009145964.1
OG0006458	Np007G393280	XP_009135553.1, XP_009113645.1
OG0006459	Np007G393550	XP_009135563.1, XP_009145947.1
OG0006460	Np005G303570	XP_009107828.1, XP_009147826.1
OG0006461	Np007G394000	XP_009145920.1, XP_009113425.2
OG0006462	Np007G394340	XP_033147720.1, XP_009141362.1
OG0006464	Np007G395080	XP_009135601.1, XP_009112300.1
OG0006465	Np007G396710	XP_009111708.1, XP_009145774.1
OG0006466	Np007G398100	XP_009145692.1, XP_009135663.1
OG0006467	Np007G399350	XP_009111145.2, XP_009145641.1
OG0006468	Np007G380410	XP_009110210.2, XP_009110229.2, XP_009135706.1
OG0006469	Np007G380520	XP_009145581.1, XP_033131748.1
OG0006470	Np007G380650	XP_033142900.1, XP_009145530.1, XP_033142090.1
OG0006471	Np007G381690	XP_009109433.1, XP_009145472.1
OG0006472	Np007G382950	XP_009145397.1
OG0006473	Np007G383070	XP_009145388.1, XP_009135803.1
OG0006474	Np007G383610	XP_009145262.2, XP_033132184.1
OG0006475	Np007G383770	XP_009108592.2
OG0006476	Np007G384300	XP_009102652.1, XP_009108147.1
OG0006477	Np007G384330	XP_009102648.1
OG0006478	Np007G384810	XP_009107962.1, XP_009102606.1
OG0006479	Np007G386280	XP_009135883.1, XP_009102535.2
OG0006480	Np007G388680	XP_009136142.1, XP_009102377.1
OG0006481	Np002G078720, Np007G378230	XP_009136270.1, XP_009123237.2
OG0006482	Np007G376140	XP_009150850.1, XP_009121145.1
OG0006483	Np007G375710	XP_009150784.1
OG0006484	Np007G385290, Np007G375310	XP_009124573.2, XP_009121073.1
OG0006485	Np007G374210	XP_009114707.1
OG0006486	Np007G374570	XP_018508513.2, XP_018514953.1
OG0006487	Np007G374700	XP_009150743.1, XP_009102253.1
OG0006488	Np007G373380	XP_009102155.1, XP_009112604.1
OG0006489	Np007G373310	XP_009124314.1, XP_009117536.1
OG0006490	Np007G372020	XP_009117487.1, XP_009112675.1, XP_009102023.1
OG0006491	Np007G371880	XP_009102006.1
OG0006494	Np009G431010, Np004G191200	XP_009147507.1, XP_009103728.1, XP_009106882.2
OG0006495	Np004G191710	XP_009106917.2, XP_009107070.1
OG0006496	Np004G191860	XP_009106935.1
OG0006497	Np004G191950	XP_033129111.1
OG0006498	Np004G193020	XP_009144772.1, NP_001288925.1
OG0006499	Np004G193190, Np002G090110	XP_009124510.1, XP_009106981.1
OG0006500	Np004G194830	XP_033132422.1, XP_009144859.1
OG0006501	Np004G194980	XP_009107162.1, XP_009147721.1
OG0006502	Np004G195760	XP_009144912.1
OG0006503	Np004G195650	XP_009107209.1, XP_009114927.1, XP_009144901.2
OG0006504	Np004G196730	XP_009147840.2, XP_033128443.1, XP_009107220.1
OG0006505	Np004G197320	XP_009107257.1, XP_009124562.1
OG0006506	Np004G197890	XP_033133708.1, XP_009147884.1
OG0006507	Np004G200060	XP_009107396.1, XP_033147970.1
OG0006508	Np005G301180	XP_009136746.1, XP_009146416.1
OG0006509	Np006G341790	XP_009143755.1, XP_009132994.1
OG0006510	Np006G341830	XP_033146309.1, XP_009143758.1
OG0006511	Np006G341900	XP_009143764.1, XP_009132993.1
OG0006512	Np006G341920	XP_009133170.1, XP_033146339.1, XP_009143766.1
OG0006513	Np001G054010	XP_033137054.1
OG0006514	Np001G054090	XP_009139479.2, XP_009115919.1
OG0006515	Np001G058070	XP_009103936.1, XP_009116161.2
OG0006517	Np001G059190	XP_009116239.1, XP_018513898.1
OG0006518	Np001G059860	XP_009116284.2, XP_009103975.1
OG0006519	Np001G060540	XP_009116340.1, XP_033146562.1
OG0006520	Np001G060800	XP_009139091.1, XP_009116360.1
OG0006521	Np001G061880	XP_009116432.1
OG0006522	Np006G334740, Np001G063680	XP_009116556.1
OG0006523	Np001G065570	XP_009138868.1, XP_033136323.1
OG0006524	Np001G066490	XP_018510165.1, XP_009138821.1
OG0006525	Np001G066840	XP_009104286.1, XP_009138795.1
OG0006526	Np001G067740	XP_009104341.1, XP_033146712.1
OG0006527	Np001G068120	XP_009116868.1, XP_033130915.1, XP_009138742.1
OG0006528	Np001G069370	XP_009138698.3, XP_009104405.2, XP_009116967.2
OG0006529	Np001G069680	XP_009138646.2, XP_009116987.1
OG0006530	Np007G395980	XP_009135621.2, XP_009112090.1
OG0006531	Np001G069930	XP_009104415.1, XP_009116998.2
OG0006532	Np001G054000	XP_009136655.1, XP_009115915.1, XP_009139483.1
OG0006533	Np001G053350	XP_009115842.1
OG0006536	Np007G391360	XP_009103400.1
OG0006537	Np006G326530	XP_033145321.1
OG0006538	Np002G074460	XP_033131944.1, XP_009128253.1
OG0006539	Np005G275610	XP_009137823.1, XP_009129051.1
OG0006540	Np004G251840	XP_009110927.2, XP_009118423.1
OG0006541	Np004G234320	XP_033131024.1, XP_009110199.2, XP_009107493.1
OG0006542	Np002G089590	XP_009127621.1, XP_009105377.1, XP_009105051.1
OG0006543	Np003G187180	XP_009134455.1, XP_009111323.1
OG0006544	Np007G383580	XP_009108686.1, XP_033147274.1, XP_033144194.1
OG0006549	Np005G284910	XP_009136061.2, XP_033132945.1, XP_009137269.1
OG0006550	Np004G209890	XP_009113792.1
OG0006552	Np001G042740	XP_033136650.1
OG0006554	Np001G028510	XP_009114249.1, XP_033139712.1, XP_009101366.1
OG0006555	Np007G383620	XP_033148445.1, XP_009142379.1
OG0006556	Np005G291520	XP_009140093.1, XP_009108365.1, XP_033144290.1
OG0006557	Np001G041860	XP_033137143.1
OG0006558	Np007G417600, Np007G417560	XP_033146905.1
OG0006558	Np006G338180	XP_033134851.1, XP_018513003.2
OG0006570	Np005G276320	XP_009109088.1, XP_009129556.1
OG0006571	Np005G276150	XP_033133043.1, XP_009129517.1
OG0006572	Np005G276050	XP_009137804.1, XP_009129394.1
OG0006573	Np005G275970	XP_009109071.1, XP_009129320.1, XP_009137805.1
OG0006574	Np005G275370	XP_033142707.1, XP_009128940.1
OG0006575	Np005G275340	XP_009128919.2, XP_009137840.1
OG0006576	Np005G274890	XP_009128576.1, XP_009137856.1
OG0006577	Np005G274490	XP_033142260.1, XP_009128255.1
OG0006578	Np001G017960	XP_009151618.1, XP_009129713.1
OG0006579	Np005G273250	XP_009127787.1, XP_009137923.1
OG0006580	Np005G272280	XP_009137994.2, XP_033132368.1
OG0006581	Np005G272110	XP_033144481.1, XP_009127086.1
OG0006582	Np005G271780	XP_033133897.1, XP_009126975.1
OG0006583	Np005G271040	XP_033144918.1, XP_009126483.1
OG0006584	Np005G270580	XP_009126259.1
OG0006585	Np005G270050	XP_009108868.1, XP_009125824.1
OG0006586	Np004G236960	XP_009149361.1, XP_009117587.1
OG0006587	Np005G269930	XP_009108862.2, XP_009125616.1
OG0006589	Np005G263960	XP_009119695.1, XP_009138213.1
OG0006590	Np005G264120	XP_009138217.1, XP_009108767.1
OG0006591	Np007G424210	XP_009117384.2
OG0006592	Np005G265260	XP_009108717.1, XP_009110394.1
OG0006593	Np005G265480	XP_009108292.1, XP_009108701.1
OG0006594	Np005G265650	XP_009138332.1
OG0006595	Np005G265660	XP_009107363.1, XP_009138333.1
OG0006596	Np005G265860	XP_009108680.1, XP_009105657.1
OG0006597	Np005G266050	XP_009104109.1
OG0006598	Np004G214990	XP_033134943.1, XP_009108144.1, XP_009102675.2
OG0006599	Np004G205250	XP_009151431.1, XP_009114885.2
OG0006600	Np005G296190	XP_009144721.1, XP_009136825.2
OG0006601	Np005G297380	XP_009145362.1, XP_009108276.1
OG0006602	Np005G297180	XP_009136810.1, XP_033145786.1
OG0006603	Np005G298960	XP_033144788.1, XP_009145660.1
OG0006604	Np006G340020, Np002G117190	XP_009133041.1, XP_009141516.1
OG0006605	Np001G016120	XP_009111916.1
OG0006606	Np004G249450	XP_009110811.1, XP_009148265.1
OG0006607	Np002G114250	XP_009103021.1, XP_033135476.1
OG0006608	Np004G248240	XP_009148380.1, XP_033132794.1
OG0006609	Np002G117350	XP_009113149.2, XP_033133473.1
OG0006610	Np004G247020	XP_009148469.1, XP_009118188.1
OG0006611	Np004G246940	XP_009148480.1, XP_009110725.1
OG0006612	Np004G246380	XP_018509496.1, XP_009148510.1
OG0006613	Np004G241310	XP_033128878.1, XP_009117848.1
OG0006614	Np001G028120, Np001G028020, Np001G028100	XP_009107122.1, XP_033139710.1, XP_009107118.1
OG0006615	Np001G027760	XP_018515064.1, XP_009129242.1
OG0006616	Np001G026690	XP_009101319.1, XP_009129211.1
OG0006617	Np001G024970	XP_009152222.1, XP_009129105.1
OG0006618	Np004G243000	XP_009117959.1
OG0006619	Np004G243130	XP_009148664.1, XP_009117975.1
OG0006620	Np001G023840	XP_009152136.1, XP_033136386.1
OG0006621	Np001G023610	XP_033139874.1, XP_009152125.1
OG0006622	Np001G023340	XP_009114107.1, XP_009152104.1
OG0006623	Np001G022620	XP_009152063.1, XP_009129511.1
OG0006624	Np001G022580	XP_009129508.1, XP_009152059.1
OG0006625	Np001G022230	XP_009129489.1, XP_009152027.2
OG0006626	Np001G022200	NP_001288919.1, XP_033141877.1
OG0006627	Np001G021710	XP_009152001.1
OG0006628	Np001G021630	XP_033141413.1, XP_033129175.1
OG0006629	Np001G020670	XP_033129840.1, XP_009129406.2
OG0006630	Np001G020640	XP_009129403.3, XP_009151946.1
OG0006631	Np001G020160	XP_009111587.1, XP_009151898.1
OG0006632	Np001G019750	XP_009151858.1, XP_009111621.1
OG0006633	Np001G019610	XP_009151852.1, XP_009129361.1
OG0006634	Np001G019160, Np001G019270	XP_009111779.1, XP_009129333.2
OG0006635	Np003G163220	XP_009119985.1, XP_009132434.1
OG0006636	Np002G091650	XP_033139581.1, XP_009105293.1
OG0006637	Np002G100440	XP_009105142.1, XP_009127380.1
OG0006638	Np007G403190	XP_009105140.1, XP_009127376.1
OG0006639	Np007G373250	XP_009112609.1
OG0006640	Np005G309400	XP_009105135.1, XP_009128467.1
OG0006641	Np007G392390	XP_009112865.1, XP_009112846.1
OG0006642	Np002G075490	XP_009105371.1, XP_009104916.1
OG0006643	Np005G320150	XP_009140133.1, XP_033130475.1
OG0006644	Np002G123470	XP_009112907.1, XP_009112788.2
OG0006645	Np005G301830, Np002G122060	XP_009112738.1, XP_009112965.1
OG0006646	Np002G121360	XP_033135373.1, XP_033134469.1
OG0006648	Np007G413800, Np007G412390	XP_009146951.1, XP_009123494.2
OG0006649	Np007G413730	XP_009123462.2, XP_009146952.1
OG0006650	Np005G266520	XP_009138364.1, XP_033142174.1
OG0006651	Np007G413540	XP_033147552.1, XP_033142209.1
OG0006652	Np003G127290	XP_009122732.1
OG0006653	Np007G412560	XP_009135031.1, XP_009146876.1
OG0006654	Np007G411630	XP_009135117.1, XP_009146824.1
OG0006655	Np007G411290	XP_009122638.1, XP_009146808.2
OG0006656	Np007G411100	XP_009146795.1, XP_009122540.1
OG0006657	Np007G410940	XP_009146782.1, XP_009122438.1
OG0006658	Np007G411000	XP_009122450.1, XP_009146784.1
OG0006659	Np007G410360	XP_009146724.1, XP_009121136.1
OG0006660	Np007G410110, Np004G235190	XP_009121266.1, XP_033148390.1
OG0006661	Np007G410010	XP_009146688.1, XP_009135179.1
OG0006662	Np007G409860	XP_009135185.1
OG0006663	Np007G409390	XP_009120981.1, XP_009146650.1
OG0006664	Np007G409300	XP_009135208.1, XP_033136077.1
OG0006665	Np007G408960	XP_009120643.2, XP_009135231.1
OG0006666	Np003G174390	XP_009118906.1, XP_009134034.1
OG0006667	Np003G148250	XP_009131765.1, XP_009126411.2
OG0006668	Np005G281340	XP_009109232.1, XP_009138735.1
OG0006669	Np003G169630	NP_001289004.1, XP_009140880.1
OG0006670	Np003G184500	XP_033140886.1, XP_009119430.2
OG0006671	Np003G165930	XP_009106753.1, XP_009127240.1
OG0006672	Np003G165630	XP_009127235.1, XP_009119801.1, XP_009132525.1
OG0006673	Np003G164480	XP_009119852.1, XP_009127192.1
OG0006674	Np003G164490	XP_009127194.1, XP_009119849.1
OG0006675	Np003G163910	XP_009127172.1, XP_009132482.1
OG0006676	Np003G162370	XP_009132450.1, XP_009119952.1
OG0006677	Np003G161680	XP_009119923.1
OG0006678	Np003G162970	XP_033138683.1, XP_009127089.1
OG0006679	Np001G001400	XP_033138688.1
OG0006680	Np003G163180	XP_009119982.1, XP_009132436.1
OG0006681	Np003G163350	XP_009119996.1, XP_009127077.1
OG0006682	Np003G160690	XP_009120026.2, XP_033140847.1, XP_033144441.1
OG0006684	Np003G159250	XP_009120095.1
OG0006685	Np003G158110	NP_001288958.1, XP_009132317.1
OG0006686	Np003G157480	XP_009126934.1, XP_009120166.1
OG0006687	Np003G156370	XP_033138482.1, XP_009126855.1, XP_033144590.1
OG0006688	Np003G156200	XP_009120251.1, XP_009132138.1
OG0006689	Np003G155920	XP_009132123.1, XP_033137780.1
OG0006690	Np003G155700	XP_009132114.1, XP_018510743.1
OG0006691	Np001G018230	XP_009151583.1, XP_009111816.1
OG0006692	Np003G139660	XP_009131309.1, XP_009121817.1, XP_009125874.1
OG0006693	Np003G139590	XP_009125870.1, XP_009131302.1
OG0006694	Np003G139490	XP_009121838.2, XP_009131288.1
OG0006695	Np003G139270	XP_033137902.1, XP_009131281.1
OG0006696	Np003G136920	XP_009122039.1, XP_009125291.1
OG0006697	Np003G136820	XP_009131165.2, XP_009122047.1
OG0006698	Np003G136450	XP_009125322.1, XP_009131147.1
OG0006699	Np003G136350	XP_009122088.1
OG0006700	Np003G136070	XP_009122114.1, XP_009131127.1
OG0006701	Np001G004910	XP_009150483.1, XP_009130441.1
OG0006702	Np003G135380	XP_009122504.1
OG0006703	Np003G134950	XP_009122464.1
OG0006704	Np003G134660	XP_009125728.1, XP_009131062.1
OG0006705	Np003G134470	XP_009122442.1
OG0006706	Np003G134220	XP_009122416.1, XP_009125716.1, XP_018513428.1
OG0006707	Np003G133660	XP_009122321.1, XP_009125698.1
OG0006708	Np005G295930	XP_009108302.1, XP_009144653.2
