Orthogroup	Noccaea_praecox	Arabidopsis_lyrata_Rawat
OG0009916	Np005G260910	AL7G10860
OG0009917	Np005G259960	AL7G10010
OG0009918	Np005G310610, Np005G310780	AL7G44760
OG0009919	Np005G309480	AL7G43750
OG0009920	Np005G313510	AL7G52060
OG0009921	Np005G315410	AL7G50930
OG0009922	Np005G315530	AL7G50810
OG0009923	Np005G315850	AL7G50630
OG0009924	Np006G340980	AL4G31060
OG0009925	Np006G340210	AL4G31700
OG0009926	Np002G118240	AL2G14660
OG0009927	Np001G067210	AL1G53570, AL5G43620
OG0009928	Np006G340380	AL4G31580
OG0009929	Np006G340450	AL4G31560
OG0009930	Np006G340620	AL4G31460
OG0009931	Np006G340680	AL4G31400
OG0009932	Np006G340720	AL4G31320
OG0009933	Np003G177510	AL6G43470
OG0009934	Np003G177400	AL6G43390
OG0009935	Np003G177030	AL6G43110
OG0009936	Np005G309880, Np005G309860	AL8G27030
OG0009938	Np006G343800	AL4G29370
OG0009939	Np006G344000	AL4G29260
OG0009940	Np006G344040	AL4G29240
OG0009941	Np001G042340	AL8G18390
OG0009942	Np001G042490	AL8G18570, AL8G18730
OG0009943	Np001G042980, Np001G043010	AL8G19670
OG0009944	Np003G177870	AL6G43750
OG0009945	Np006G340530, Np003G177950	AL6G43910
OG0009946	Np003G178010	AL6G43980, AL6G44000
OG0009947	Np003G178680	AL6G44650
OG0009948	Np003G178740	AL6G44720
OG0009949	Np003G181430	AL6G46500
OG0009950	Np003G181520, Np003G181530	AL6G46610
OG0009951	Np003G182630	AL6G47480
OG0009952	Np003G183200	AL6G47830
OG0009954	Np003G183570	AL6G48100
OG0009955	Np003G183600	AL6G48130
OG0009956	Np003G183640	AL6G48180
OG0009957	Np003G184600	AL6G48670
OG0009958	Np001G039730	AL8G15390
OG0009959	Np001G038210	AL8G14030
OG0009960	Np001G037740	AL8G13570, AL8G13610
OG0009961	Np001G037350	AL8G13430
OG0009962	Np001G037330	AL8G13420
OG0009963	Np001G036100	AL8G12410
OG0009965	Np001G034970, Np001G034980	AL8G11790
OG0009967	Np001G033510	AL8G11270
OG0009968	Np006G320620	AL4G47570, AL7G17990
OG0009969	Np001G032110	AL8G10320
OG0009970	Np001G032140	AL8G10290
OG0009971	Np001G031550	AL8G10510
OG0009972	Np005G307420	AL9U11910
OG0009973	Np007G384460	AL3G37930
OG0009974	Np005G268770	AL7G13820
OG0009975	Np005G308660	AL9U10380
OG0009976	Np001G057310	AL5G35260
OG0009977	Np005G309330	AL7G43170
OG0009978	Np005G307060	AL7G42800
OG0009979	Np005G305960	AL7G42150
OG0009980	Np005G304840	AL7G41540
OG0009981	Np005G304230	AL7G41100
OG0009982	Np007G381530	AL3G35600, AL7G43520, AL5G19540
OG0009983	Np005G316220	AL7G50200
OG0009984	Np005G316310	AL7G50190
OG0009985	Np005G316350	AL7G50170
OG0009986	Np005G316780	AL7G49830
OG0009987	Np005G316800	AL7G49770
OG0009988	Np006G334610	AL4G36240
OG0009989	Np005G319310	AL7G48080
OG0009990	Np005G319830	AL7G47680
OG0009991	Np005G320170	AL7G47260
OG0009992	Np003G177500	AL6G43450
OG0009993	Np006G320570	AL4G47630
OG0009994	Np006G321030	AL4G47200
OG0009995	Np006G321430	AL4G46920
OG0009996	Np006G321460	AL4G46890
OG0009997	Np006G322370	AL4G46240
OG0009998	Np006G322420	AL4G46200
OG0009999	Np006G322570	AL4G46090
OG0010000	Np006G323080	AL4G45520
OG0010001	Np006G323110	AL4G45490
OG0010002	Np006G323660	AL4G44970
OG0010003	Np006G324210	AL4G44670
OG0010004	Np006G324450	nbis-gene-1163
OG0010005	Np006G324600	AL4G44370
OG0010006	Np006G324620	AL4G44360
OG0010007	Np006G325000	AL4G44030
OG0010008	Np006G325030	AL4G44010
OG0010009	Np007G371560	AL3G54110, AL3G54090
OG0010010	Np006G326210	AL4G42850
OG0010011	Np006G326470	AL4G42630
OG0010012	Np006G326480	AL4G42620
OG0010013	Np006G326600	AL4G42500
OG0010015	Np006G327480	AL4G41780
OG0010016	Np006G327530	AL4G41730
OG0010017	Np006G327550	AL4G41710
OG0010018	Np006G327580	AL4G41680
OG0010019	Np006G329030	AL4G40430
OG0010020	Np006G328960	AL4G40490
OG0010021	Np001G062440	AL5G39280
OG0010022	Np006G329590	AL4G40140
OG0010023	Np006G329770	AL4G40030
OG0010024	Np006G330010	AL4G39630
OG0010025	Np006G330090	AL4G39570
OG0010026	Np003G126240	AL6G11360
OG0010027	Np003G126250	AL6G11370
OG0010028	Np003G126590	AL6G11640
OG0010029	Np003G126810	AL6G11850
OG0010030	Np003G126900	AL6G11950
OG0010031	Np003G127070	AL6G12160
OG0010032	Np003G127430	AL6G12570
OG0010033	Np003G127520	AL6G12650
OG0010034	Np003G127590	AL6G12700
OG0010035	Np003G127630	AL6G12740
OG0010036	Np003G127930	AL6G12970
OG0010037	Np003G127940	AL6G12980
OG0010038	Np003G128360	AL6G13450
OG0010039	Np003G128430	AL6G13540
OG0010040	Np003G147320	AL6G30860
OG0010041	Np003G147620	AL6G31100
OG0010042	Np003G147590	AL6G31070
OG0010043	Np003G148330	AL6G31650
OG0010044	Np003G148340	AL6G31660
OG0010046	Np003G148440	AL6G31760
OG0010047	Np003G148730	AL6G32020
OG0010048	Np003G148760	AL6G32030
OG0010049	Np003G142990	AL6G26870
OG0010050	Np003G149010	AL6G32260
OG0010051	Np003G149170	AL6G32410
OG0010052	Np003G149480	AL6G32630
OG0010054	Np005G318570	AL7G48630
OG0010055	Np003G150680	AL6G33610
OG0010056	Np003G151400	AL8G37350
OG0010057	Np003G151670	AL8G37180
OG0010058	Np003G151810	AL8G37060
OG0010059	Np003G152210	AL71U10010, AL8G36650
OG0010060	Np003G152790	AL8G36110
OG0010061	Np004G210760	AL1G41470
OG0010062	Np002G093430, Np003G153870	AL8G35220
OG0010063	Np001G006220	nbis-gene-2205
OG0010064	Np001G048810	AL8G40390
OG0010065	Np001G006090	AL8G40410
OG0010066	Np001G006050	AL8G40460
OG0010067	Np003G159300	AL8G31270
OG0010068	Np001G005170	AL8G41220
OG0010069	Np001G004840	AL8G41450
OG0010070	Np001G004690	AL8G41650
OG0010071	Np001G004560	AL8G41730
OG0010072	Np001G003780, Np001G060040	AL8G42430
OG0010073	Np001G003580	AL8G42610
OG0010074	Np001G003560	AL8G42630
OG0010075	Np001G002800	AL8G43260
OG0010076	Np001G002770	AL8G43330
OG0010077	Np001G001830	AL8G44150
OG0010078	Np001G001600	AL8G44330
OG0010079	Np001G001540	AL8G44400
OG0010080	Np001G001520	AL8G44430
OG0010081	Np001G001510	AL8G44440
OG0010082	Np001G001150	nbis-gene-2218
OG0010083	Np001G000700	AL5G27160, AL8G45080
OG0010084	Np001G000490	AL8G45140
OG0010085	Np001G053160	AL5G31840
OG0010086	Np001G000070	AL8G45680
OG0010088	Np003G189130	AL6G52790
OG0010089	Np003G189160	AL6G52840
OG0010090	Np004G237560	AL1G30700
OG0010091	Np003G188800, Np007G383170	AL6G52130
OG0010092	Np003G187930	AL6G51900
OG0010093	Np003G187430	AL6G51420
OG0010094	Np003G187000	AL6G51000
OG0010095	Np003G186940	AL6G50940
OG0010096	Np003G186780	AL6G50770
OG0010097	Np003G186450	AL6G50490
OG0010098	Np003G186210	AL6G50320
OG0010099	Np003G185610	AL6G49830
OG0010100	Np003G185530	AL6G49750
OG0010101	Np003G185450	AL6G49710
OG0010102	Np003G185420	AL6G49680
OG0010103	Np003G185380	AL6G49650
OG0010104	Np003G185070	AL6G49310
OG0010105	Np007G377670	AL390U10010
OG0010106	Np009G431710, Np006G345630	AL4G29040
OG0010107	Np006G349800, Np008G428030	AL4G28970
OG0010108	Np006G356690	AL4G27780
OG0010109	Np006G357000	AL4G27990
OG0010110	Np006G355860	AL80U10060, AL4G27290
OG0010111	Np006G355570	AL4G27060
OG0010112	Np006G354780, Np006G348130	AL4G26410
OG0010113	Np006G354490, Np006G348560	AL4G26180
OG0010114	Np006G347030, Np001G049700, Np006G353750	AL4G25610
OG0010115	Np006G353070, Np006G347730	AL4G25240
OG0010116	Np006G352010	AL4G24780
OG0010118	Np006G360050	AL4G23500
OG0010119	Np006G359580	AL4G23100
OG0010120	Np006G359290	AL4G21590
OG0010121	Np006G358960	AL4G21930
OG0010122	Np006G358910	nbis-gene-1020
OG0010123	Np006G358840	AL4G22040
OG0010124	Np005G316910, Np006G358370	AL4G22470
OG0010125	Np005G316930, Np005G316920, Np006G358360	AL4G22480
OG0010126	Np005G316880, Np005G316940, Np006G358270	AL4G22490
OG0010127	Np006G360900	AL4G21290, AL128U10030
OG0010128	Np006G361840	AL4G19990
OG0010129	Np007G420310, Np003G162730	AL1G14590
OG0010130	Np007G396100, Np006G362110	AL4G19700
OG0010131	Np006G362760	AL4G18860
OG0010132	Np005G277990	AL7G25340
OG0010133	Np007G425320	AL3G10220
OG0010134	Np007G414400	AL3G19610
OG0010135	Np003G124980	AL6G10130
OG0010136	Np006G330180	AL4G39480
OG0010137	Np006G330300, Np006G330340	AL4G39350, nbis-gene-937
OG0010138	Np005G279290	AL7G26560
OG0010139	Np005G279220	AL7G26500
OG0010140	Np007G424490	AL3G10990
OG0010141	Np007G423010	AL3G12220
OG0010142	Np007G422500	AL3G12810
OG0010143	Np007G422480	AL3G12830
OG0010144	Np007G421850	AL3G13380
OG0010145	Np007G421720	AL3G13450
OG0010146	Np007G421620	AL3G13550
OG0010147	Np007G421540	AL3G13660
OG0010148	Np007G420740	AL3G14330
OG0010149	Np007G420520	AL3G14470
OG0010150	Np007G420060	nbis-gene-657
OG0010151	Np007G418360	AL3G16420
OG0010152	Np007G416630	AL3G17770
OG0010153	Np007G416620	AL3G17790
OG0010154	Np007G416280	AL3G18040, AL3G18070, AL3G18090, AL159U10010
OG0010155	Np007G416210	AL3G18160
OG0010156	Np007G416010	AL3G18310
OG0010157	Np007G415020	AL3G19140
OG0010158	Np007G414710	AL3G19340
OG0010159	Np001G007910	AL8G38820
OG0010160	Np007G414280	AL3G19750
OG0010161	Np006G332720	AL4G37550
OG0010162	Np006G333010	AL4G37390
OG0010163	Np006G333060	AL4G37350
OG0010164	Np006G333710	AL463U10010, AL4G36860
OG0010165	Np001G058400	AL5G36040
OG0010166	Np006G334480	AL4G36330
OG0010167	Np006G334890	AL4G36070
OG0010168	Np006G339180	AL4G32550
OG0010170	Np006G338250	AL4G33060
OG0010171	Np006G337760	AL4G33480
OG0010172	Np006G337750	AL4G33500
OG0010173	Np006G337600	AL4G33640
OG0010174	Np006G336710, Np006G336720	AL4G34710
OG0010175	Np006G335900	AL4G35180, AL4G35170
OG0010176	Np006G336080	AL4G35080
OG0010178	Np004G253100	AL1G16620
OG0010179	Np006G335010	AL4G35990
OG0010180	Np004G240890	AL1G27530
OG0010181	Np004G240830	AL1G27590
OG0010182	Np004G239410	AL1G28970
OG0010183	Np004G238480	AL1G29840
OG0010184	Np004G238310	AL1G30040
OG0010185	Np003G148290	AL6G31610
OG0010186	Np004G237780	AL1G30480
OG0010187	Np004G237050	AL1G31120
OG0010188	Np004G236970	AL1G31200
OG0010189	Np004G236440	AL1G31810
OG0010190	Np004G236130	AL1G32020
OG0010191	Np004G235970	AL1G32270
OG0010192	Np004G235550	AL1G32670
OG0010193	Np004G235490	AL1G32710
OG0010194	Np004G235480	AL1G32720
OG0010195	Np004G235440	AL1G32800
OG0010196	Np004G235410	AL1G32890
OG0010197	Np004G235020	AL1G33410
OG0010198	Np004G234720	AL1G33760
OG0010199	Np004G234710	AL1G33780
OG0010200	Np004G234590	AL1G33870
OG0010201	Np004G234300	AL1G34110
OG0010202	Np004G233590	AL1G34850
OG0010203	Np004G233520	AL1G34870
OG0010204	Np002G074530	AL2G37950
OG0010205	Np004G231890	AL1G36200
OG0010206	Np004G231320	AL1G36390
OG0010207	Np004G231220	AL1G36470
OG0010208	Np004G230930, Np004G230860	AL1G36690
OG0010209	Np004G230550	AL1G37020
OG0010210	Np002G085200	AL2G29910
OG0010211	Np004G229450	AL1G37650
OG0010212	Np004G227330	AL1G38620
OG0010213	Np004G225990	AL1G39110
OG0010215	Np004G225180	AL1G39410
OG0010216	Np004G208890	AL1G39650
OG0010217	Np004G209060	AL1G39770
OG0010218	Np002G089750	AL2G27040
OG0010219	Np004G209450	AL1G40110
OG0010220	Np004G209680	AL1G40360
OG0010222	Np004G210020	AL1G40790
OG0010223	Np005G281900	AL7G28540
OG0010224	Np005G281240	AL7G28070
OG0010225	Np004G225360, Np005G281200	nbis-gene-1782
OG0010226	Np005G281110	nbis-gene-1779
OG0010227	Np003G187970, Np005G281100	AL7G27950
OG0010228	Np005G280270	AL7G27320
OG0010229	Np006G364050	AL4G16700
OG0010230	Np006G365570	AL4G15100
OG0010231	Np006G365650	AL4G14970
OG0010232	Np006G366220, Np006G366140	AL4G14460
OG0010233	Np006G366320	AL4G14270
OG0010235	Np006G366720	AL4G13790
OG0010237	Np006G366750	AL4G13740
OG0010238	Np006G366780	AL4G13680
OG0010239	Np006G368090	AL3G48200, nbis-gene-948
OG0010240	Np006G370100	AL4G10860
OG0010241	Np006G371030	AL4G10260
OG0010242	Np004G241240	AL1G27200
OG0010243	Np004G241360	AL1G27110
OG0010244	Np004G241740	AL1G26740
OG0010245	Np004G242260	AL1G26330
OG0010246	Np004G242470	AL1G26150
OG0010247	Np004G242890	AL1G25780
OG0010248	Np004G243830, Np004G243950, Np004G243760	AL1G25090
OG0010249	Np004G243750	AL1G25100
OG0010250	Np004G244170	AL1G24860
OG0010251	Np004G245540	AL1G23660
OG0010252	Np006G334780, Np004G247230	AL1G22400
OG0010253	Np004G247440	AL1G22180
OG0010254	Np004G247590	AL1G22000
OG0010255	Np004G247710	AL1G21880
OG0010256	Np004G248000	AL1G21510
OG0010257	Np004G248280	AL1G21280
OG0010258	Np004G249590	AL1G20090
OG0010259	Np004G249700	AL1G19980
OG0010260	Np004G250080	AL1G19590
OG0010262	Np004G250420	AL1G19240
OG0010263	Np004G251870	AL1G17810
OG0010264	Np005G313890, Np004G252920	AL1G16800
OG0010265	Np004G253270	AL1G16470
OG0010266	Np003G177830	AL4G47760
OG0010267	Np004G254130, Np004G257250, Np004G254090, Np004G254120, Np004G257260	AL1G15660
OG0010268	Np004G254480	AL1G15290
OG0010269	Np004G254510	AL1G15260
OG0010270	Np004G254880	AL1G14970
OG0010271	Np004G254890	AL1G14960
OG0010272	Np004G255330	AL1G14570
OG0010273	Np004G255390	AL1G14510
OG0010274	Np004G255780	AL1G14150
OG0010275	Np004G255930	AL1G13960
OG0010276	Np004G256320	AL1G13610
OG0010277	Np004G256360	AL1G13580, AL8G18130, AL7G25630, AL1G64620
OG0010278	Np004G256790	AL1G13120
OG0010279	Np004G256580	AL1G13350
OG0010280	Np004G256530	AL1G13400
OG0010281	Np004G257100	AL1G12820
OG0010282	Np004G257410	AL1G12450
OG0010283	Np001G014050	AL1G12010
OG0010284	Np001G035060, Np004G257980	AL1G11780
OG0010285	Np004G257940	AL1G11810
OG0010286	Np004G258890	AL1G10960
OG0010287	Np003G140820	AL6G24610
OG0010288	Np003G141140	AL6G24940
OG0010289	Np003G141650	AL6G25500
OG0010290	Np003G142530	AL6G26460
OG0010291	Np003G142370	AL6G26300
OG0010292	Np003G143580	AL6G27440
OG0010293	Np003G143800	AL6G27680
OG0010294	Np003G143790	AL6G27670
OG0010295	Np003G143910	AL6G27760
OG0010296	Np003G144390	AL6G28270
OG0010297	Np003G144480	AL6G28370
OG0010298	Np003G145000	AL6G28740
OG0010299	Np007G421300	AL3G13860
OG0010300	Np003G145850	AL6G29540
OG0010301	Np003G146860	AL6G30360
OG0010302	Np003G147180	AL6G30720
OG0010303	Np005G263510	AL7G18160
OG0010304	Np001G015460	AL6G40140
OG0010305	Np001G015630	AL6G40500
OG0010307	Np001G015800	AL6G40770
OG0010308	Np001G015820	AL6G40790
OG0010309	Np001G016400	AL8G23130
OG0010310	Np001G016420	AL8G23110
OG0010311	Np001G016740	AL8G22610
OG0010312	Np001G016520	AL8G22960
OG0010314	Np007G415520	AL3G18670
OG0010315	Np003G140500	AL6G24280
OG0010316	Np003G132720	AL6G17170
OG0010317	Np004G204010	AL7G20560
OG0010318	Np003G132000	AL6G16530
OG0010319	Np003G131780	AL6G16470
OG0010320	Np003G131650	AL6G16320
OG0010321	Np003G130760	nbis-gene-1470
OG0010322	Np003G130690	AL6G15590
OG0010323	Np003G130570	AL6G15460
OG0010324	Np003G130420	AL6G15290
OG0010326	Np003G130270	AL6G15130
OG0010327	Np003G130010	AL6G15040
OG0010328	Np003G130000	AL6G15030
OG0010329	Np003G129720	AL6G14690
OG0010330	Np003G129730	AL6G14700
OG0010331	Np001G013510	AL6G37820
OG0010332	Np001G012520	AL6G36830
OG0010333	Np001G011880	AL6G36160
OG0010334	Np001G011800	AL6G36040
OG0010335	Np001G011860	AL6G36120
OG0010336	Np001G011250	AL6G35460
OG0010337	Np001G011190	AL6G35350
OG0010338	Np001G011010	AL6G35200
OG0010339	Np001G010690	AL6G34830
OG0010340	Np001G010020	AL6G34210
OG0010341	Np001G009810	AL8G37550
OG0010342	Np001G009210	AL8G38120
OG0010343	Np001G008950	AL8G38270
OG0010344	Np001G007590	AL8G39070
OG0010345	Np001G007330	AL8G39350
OG0010346	Np001G007280	AL8G39380
OG0010347	Np001G007030	AL8G39680
OG0010348	Np003G154730	AL8G34370
OG0010349	Np001G053150	AL5G31820
OG0010350	Np001G052630	AL5G31350
OG0010351	Np001G052440	AL5G31040
OG0010352	Np001G052410	nbis-gene-1345
OG0010353	Np001G051810	AL5G30540
OG0010354	Np001G050680	AL5G29500
OG0010355	Np001G050070	AL5G28760, AL5G28840
OG0010356	Np001G049920	AL5G28580
OG0010357	Np001G049210	AL5G28060
OG0010358	Np001G049050	AL5G27980
OG0010359	Np001G048780	AL5G27890
OG0010360	Np001G048240	AL5G27600
OG0010361	Np001G047930	AL5G27300
OG0010362	Np001G047660	AL5G27100
OG0010364	Np001G044700	AL5G23450
OG0010365	Np001G044290	AL5G22790, AL5G22870
OG0010366	Np001G044210	AL5G22730
OG0010367	Np001G043720	AL5G22070
OG0010368	Np001G043680	AL5G21950
OG0010369	Np001G043570	AL5G21540
OG0010370	Np002G091090	AL2G26460
OG0010372	Np002G089700	AL2G27070
OG0010373	Np002G090370	AL2G26950
OG0010374	Np002G088880	AL2G27480
OG0010375	Np002G088830	AL2G27550
OG0010376	Np002G088340	AL2G27750
OG0010377	Np002G088500, Np002G088530	AL2G27640
OG0010378	Np002G087670	AL2G28040
OG0010379	Np002G087530	AL2G28260
OG0010380	Np002G087400	AL2G28310
OG0010381	Np002G087230	AL2G28480
OG0010382	Np002G085640	AL2G29510
OG0010383	Np002G084160	AL2G30600
OG0010384	Np002G083920	AL2G30810
OG0010385	Np002G083460	AL2G31340
OG0010386	Np002G082790	AL2G31860
OG0010387	Np002G073550	AL60U10020, AL2G38640, AL60U10050
OG0010388	Np002G073940	AL2G38260, AL2G38330
OG0010389	Np002G074440	AL2G38030, AL2G38020
OG0010390	Np002G074710	AL142U10030, AL2G37830
OG0010391	Np002G075010	AL2G37600
OG0010392	Np001G053300	AL5G31940
OG0010393	Np002G075300	AL2G37330
OG0010394	Np002G075430	AL2G37260
OG0010395	Np004G235380	AL1G32920
OG0010396	Np002G078270	AL2G35090
OG0010397	Np002G079660	AL2G34020
OG0010398	Np002G079720	AL2G33980
OG0010399	Np002G080180	AL2G33680
OG0010400	Np002G080230	AL2G33630
OG0010401	Np002G080830	AL2G33430
OG0010402	Np002G081010	AL2G33310
OG0010403	Np002G081120	AL2G33200
OG0010404	Np002G081590	AL2G32800
OG0010405	Np002G081680	AL2G32720
OG0010407	Np002G081690	AL2G32710
OG0010408	Np002G082590	AL2G32020
OG0010409	Np002G072610	AL2G39550
OG0010410	Np002G072200	AL2G40010
OG0010411	Np002G071680	AL2G40390
OG0010412	Np002G071210	AL2G40750
OG0010413	Np002G071140	AL2G40810
OG0010414	Np002G070940	AL2G40990
OG0010415	Np002G070660	AL2G41310
OG0010416	Np002G070520	AL2G41420
OG0010417	Np003G160320	AL8G30830
OG0010418	Np007G408010	AL3G24880
OG0010419	Np007G407820	AL3G25100
OG0010420	Np007G407260	AL3G25550
OG0010421	Np007G405790	AL3G26600
OG0010422	Np007G405600	AL3G26760
OG0010423	Np007G405560	AL3G26810
OG0010424	Np007G405470	AL3G26850
OG0010425	Np007G405050	AL3G27120
OG0010426	Np003G148300	AL6G31620
OG0010427	Np007G404470	AL3G27650
OG0010428	Np007G404140, Np007G404080	AL3G27820
OG0010429	Np007G403530	AL3G28110
OG0010430	Np007G402860	AL3G28320
OG0010431	Np007G390710	AL3G29140
OG0010432	Np005G301300	AL7G39080
OG0010433	Np007G392500	AL3G30400
OG0010435	Np007G393290	AL3G31080
OG0010436	Np007G394070	AL3G31490
OG0010437	Np001G038880, Np007G394250	AL3G31630
OG0010438	Np007G394300	AL3G31680
OG0010439	Np007G394510	AL3G31810
OG0010440	Np007G394690	AL3G31940
OG0010441	Np007G395040	AL3G32170
OG0010442	Np007G395260	AL3G32320
OG0010443	Np007G395370	AL3G32350
OG0010444	Np007G395580	AL3G32440
OG0010445	Np004G198140	AL1G56860
OG0010446	Np007G396960	AL5G40450, AL3G33090
OG0010447	Np007G397020	AL3G33120
OG0010448	Np007G397570	AL3G33350
OG0010449	Np007G397580	AL3G33360
OG0010450	Np004G196720, Np007G398300	AL1G58070
OG0010451	Np007G398850	AL3G33870
OG0010452	Np007G398890	AL3G33890
OG0010453	Np007G398920	AL3G33900
OG0010454	Np007G399150	AL3G33950
OG0010455	Np007G399160	AL3G33960
OG0010456	Np007G400200	AL3G34160
OG0010457	Np012G436880, Np011G436200	AL3G34350
OG0010459	Np007G380330	AL3G34560
OG0010460	Np007G380810	AL249U10010, AL3G35010
OG0010461	Np007G381520	AL662U10020, AL3G35570
OG0010462	Np007G382050	AL3G35840
OG0010463	Np007G382340, Np007G382280	nbis-gene-751, nbis-gene-752
OG0010464	Np007G382390	AL3G36070, AL3G36050
OG0010465	Np007G382590	AL3G36280
OG0010466	Np007G383590	AL3G37100
OG0010467	Np007G386820	AL3G39760
OG0010468	Np007G383890	AL3G37320
OG0010469	Np007G383910	AL3G37350
OG0010470	Np007G383980	AL57U10010, AL3G37450
OG0010471	Np007G384110	AL3G37680
OG0010472	Np007G384310	AL3G37860
OG0010473	Np007G384790	AL242U10020, AL3G38180
OG0010474	Np007G385690	AL3G38930
OG0010475	Np007G385880	AL3G39020
OG0010476	Np007G386830	AL3G39770
OG0010477	Np007G388120	AL3G41590
OG0010478	Np007G389950	AL3G44110
OG0010479	Np007G379040	AL3G46480
OG0010480	Np007G378150	AL3G47290
OG0010483	Np007G377370	AL3G52590
OG0010484	Np007G376620	AL3G49660
OG0010485	Np007G376600	AL3G49680
OG0010486	Np007G376440	AL3G49870, AL3G49850
OG0010487	Np007G376130	AL3G50110
OG0010488	Np007G374590	AL3G51660
OG0010489	Np007G373270	AL3G48720
OG0010490	Np007G373240	AL3G48690
OG0010491	Np007G373030	AL3G48550
OG0010492	Np007G372850	AL3G48440
OG0010494	Np007G372470	AL3G48010
OG0010495	Np005G275700	AL7G23470
OG0010496	Np007G372380	AL3G47890
OG0010497	Np007G372130	AL3G53340
OG0010498	Np007G371930	AL3G53600
OG0010499	Np007G371900	AL3G53620
OG0010500	Np004G190100	AL1G64550
OG0010501	Np004G190180	AL1G64430
OG0010502	Np004G190760	AL1G63760
OG0010503	Np005G307940	AL9U11200
OG0010504	Np004G195380	AL1G59550
OG0010505	Np001G053310	AL5G31950
OG0010506	Np004G196220	AL1G58650
OG0010507	Np004G195750	AL1G59110
OG0010508	Np004G196380	AL1G58400
OG0010509	Np004G196620	AL1G58170
OG0010510	Np004G196650	AL1G58130
OG0010511	Np004G196810	nbis-gene-273, AL851U10010
OG0010512	Np004G198120	AL1G56890
OG0010513	Np004G198990	AL1G55510
OG0010514	Np004G198580	AL1G55930
OG0010515	Np004G199300	AL1G55200
OG0010516	Np004G199590, Np004G199580	AL1G55030
OG0010517	Np004G199870	AL1G54700
OG0010520	Np006G341890	AL4G30540
OG0010521	Np006G341940	AL4G30500
OG0010522	Np001G053920	AL5G32580
OG0010523	Np001G053950	AL5G32620
OG0010524	Np001G053970	AL5G32630
OG0010525	Np001G054250	AL5G32830
OG0010526	Np001G054270	AL5G32850
OG0010527	Np001G054580	AL5G33110
OG0010528	Np001G055130	AL5G33680
OG0010529	Np001G055140	AL5G33690
OG0010530	Np003G148120	AL6G31450
OG0010531	Np001G055210	AL5G33730
OG0010532	Np001G055990	AL5G34100
OG0010533	Np001G055630, Np001G055500, Np001G055880	AL5G34010
OG0010534	Np001G055980	AL5G34080
OG0010535	Np001G056340	AL5G34420
OG0010536	Np001G056400	AL5G34500
OG0010537	Np001G056890	AL5G34970
OG0010538	Np001G053750	AL5G32370
OG0010539	Np001G057450	AL5G35420
OG0010540	Np001G057770	AL5G35730
OG0010541	Np001G058060	AL5G35900
OG0010542	Np001G058580	AL5G36170
OG0010543	Np001G058630	AL5G36190
OG0010544	Np001G058830	AL5G36370
OG0010546	Np001G061350	AL5G38260
OG0010547	Np001G061340	AL5G38270
OG0010548	Np001G061400	AL5G38360
OG0010549	Np001G063430	AL5G40310
OG0010550	Np001G063460	AL5G40330
OG0010551	Np001G063670, Np006G334750	AL5G40490
OG0010552	Np001G064240	AL5G40890
OG0010553	Np001G057440	AL5G35390
OG0010554	Np001G064900	AL5G41730
OG0010555	Np001G065040	AL5G41810
OG0010556	Np001G066220	AL5G42720
OG0010558	Np001G066960	AL5G43450
OG0010559	Np001G066970	AL5G43470
OG0010560	Np001G067090	AL5G43570
OG0010562	Np001G067390	AL5G43880
OG0010563	Np001G067900	AL5G44380
OG0010564	Np001G067960	AL5G44460
OG0010565	Np001G067970	AL5G44470
OG0010566	Np001G068070	AL5G44520
OG0010567	Np001G068800	AL5G45300
OG0010568	Np001G069310	AL5G45700
OG0010569	Np004G213870	AL1G44490
OG0010570	Np001G069620	AL5G46010
OG0010571	Np001G069700	AL5G46080
OG0010572	Np004G241070	AL1G27370
OG0010573	Np007G374780	AL2G24750, AL1033U10020
OG0010575	Np001G053940	AL5G32610
OG0010576	Np001G057510	AL5G35480
OG0010577	Np001G062760	AL5G39610
OG0010578	Np006G332360	AL4G37770
OG0010579	Np006G331130	AL4G38600
OG0010580	Np005G273380	AL7G21780
OG0010581	Np005G261400	AL7G11300
OG0010582	Np004G257400	AL1G12460
OG0010583	Np004G254440	AL1G15340
OG0010584	Np004G251770	AL1G17890
OG0010585	Np004G251430	AL1G18310
OG0010586	Np004G249610, Np004G249620	AL1G20070
OG0010587	Np004G246040	AL1G23160
OG0010588	Np004G194310	AL4G24000
OG0010589	Np004G232730	AL1G35510
OG0010591	Np002G089030	AL2G27370
OG0010592	Np002G089890	AL2G26780
OG0010593	Np005G264410	AL3G50190
OG0010594	Np001G022560	AL5G15200
OG0010595	Np006G358620	AL4G22220
OG0010596	Np007G387130	AL3G40050
OG0010597	Np007G382470	AL3G36260
OG0010598	Np007G392850	AL3G30760
OG0010599	Np007G405810	AL3G26560, AL3G26570
OG0010601	Np007G408660	AL3G24390
OG0010602	Np007G408870	AL3G24200
OG0010603	Np007G413450	AL3G20570
OG0010604	Np007G412290, Np007G413880	AL3G20050
OG0010605	Np007G415860	AL3G18460
OG0010607	Np006G364640, Np004G202670	AL4G16150
OG0010607	Np003G175460	AL4G16160
OG0010608	Np003G129870	AL6G14900
OG0010609	Np003G132050	AL6G16580
OG0010610	Np006G371400	AL4G40360, AL4G13130
OG0010611	Np006G369600	AL4G11200
OG0010612	Np004G206600, Np004G206570, Np004G206640	nbis-gene-200
OG0010613	Np005G290470, Np005G302680	AL7G35160
