Orthogroup	Noccaea_praecox	Cardamine_hirsuta
OG0009033	Np007G420260	CARHR078900
OG0009034	Np007G420220	CARHR078940
OG0009035	Np007G419690, Np007G419830	CARHR079160
OG0009036	Np007G419290	CARHR079460
OG0009037	Np007G419260	CARHR079520
OG0009038	Np007G418480	CARHR080110
OG0009039	Np007G418460	CARHR080130
OG0009040	Np007G417610	CARHR080590
OG0009041	Np007G417320	CARHR080780
OG0009042	Np007G416920	CARHR081060
OG0009043	Np007G416700	CARHR081200
OG0009044	Np007G416300	CARHR081510
OG0009045	Np007G416000	CARHR081680
OG0009046	Np001G017120	CARHR182920
OG0009047	Np007G415750	CARHR081950
OG0009048	Np007G415640	CARHR081980
OG0009049	Np007G415600, Np007G415580	CARHR082000
OG0009050	Np002G106020	CARHR082660
OG0009051	Np006G362630	CARHR118440
OG0009052	Np005G318910	CARHR061100
OG0009054	Np007G414500	CARHR082810
OG0009055	Np004G201130	CARHR036740
OG0009057	Np006G331530	CARHR135600
OG0009058	Np006G331630	CARHR135550
OG0009059	Np006G331740	CARHR135450
OG0009060	Np006G331800	CARHR135410
OG0009061	Np006G332020	CARHR135250
OG0009062	Np006G333230	CARHR134550
OG0009063	Np006G333260	CARHR134540
OG0009064	Np006G333650	CARHR134400
OG0009065	Np006G334120	CARHR133980
OG0009066	Np006G333760	CARHR134300
OG0009067	Np006G334310	CARHR133890
OG0009068	Np006G334970	CARHR133420
OG0009069	Np002G089930	CARHR060780
OG0009070	Np006G334990	CARHR133400
OG0009071	Np006G339560	CARHR130370
OG0009072	Np006G339490	CARHR130450
OG0009073	Np006G339470	CARHR130470
OG0009074	Np001G054940	CARHR162600
OG0009075	Np006G339100	CARHR130770
OG0009076	Np006G338730	CARHR130920
OG0009077	Np006G338170	CARHR131390
OG0009078	Np006G337890	CARHR131550
OG0009079	Np006G337440	CARHR132230
OG0009080	Np006G336530	CARHR132410
OG0009081	Np006G336520	CARHR132420
OG0009082	Np006G335160	CARHR133280
OG0009083	Np006G335170	CARHR133270
OG0009084	Np006G336130	CARHR132610
OG0009085	Np006G335350	CARHR133170
OG0009086	Np006G335580	CARHR132950
OG0009087	Np006G335620	CARHR132890
OG0009088	Np006G339940	CARHR130060
OG0009089	Np004G241120	CARHR015770
OG0009090	Np004G241100	CARHR015800
OG0009091	Np004G240930	CARHR015930
OG0009092	Np004G240860	CARHR016000
OG0009093	Np004G240730	CARHR016110
OG0009094	Np004G240670	CARHR016170
OG0009095	Np004G240260	CARHR016470
OG0009097	Np004G239850	CARHR016890
OG0009098	Np004G239680	CARHR016980
OG0009099	Np004G239640	CARHR017010
OG0009100	Np004G239320	CARHR017350
OG0009101	Np004G238940	CARHR017800
OG0009102	Np004G238770	CARHR017960
OG0009103	Np004G238690	CARHR017980
OG0009104	Np004G238360	CARHR018250
OG0009105	Np004G237700	CARHR018760, CARHR018770
OG0009106	Np004G237200	CARHR019200
OG0009107	Np004G237130, Np005G311320	CARHR233730
OG0009108	Np004G237110	CARHR019260
OG0009109	Np004G237090	CARHR019280
OG0009110	Np004G236630	CARHR019660
OG0009111	Np004G235570	CARHR020410
OG0009112	Np004G235560	CARHR020420
OG0009113	Np004G235280	CARHR020690
OG0009114	Np004G234450	CARHR021430
OG0009115	Np004G234270	CARHR021560
OG0009116	Np001G057300	CARHR164110
OG0009117	Np004G233270	CARHR022250
OG0009118	Np004G232800	CARHR022380
OG0009119	Np004G232780	CARHR022390
OG0009120	Np004G231840	CARHR023070
OG0009121	Np004G231790	CARHR023080
OG0009122	Np004G230970	CARHR023470
OG0009123	Np004G230440	CARHR023780
OG0009124	Np004G230180	CARHR023880
OG0009125	Np004G229830	CARHR024120
OG0009126	Np004G227890	CARHR024850
OG0009127	Np004G227440	CARHR024970, CARHR024980
OG0009128	Np004G226610	CARHR025210
OG0009129	Np004G226240	CARHR025310
OG0009131	Np004G225820	CARHR025490
OG0009133	Np004G224740	CARHR025710
OG0009134	Np004G224660	CARHR025720
OG0009135	Np004G209150	CARHR026020
OG0009136	Np004G209170	CARHR026040
OG0009137	Np004G209460	CARHR026320
OG0009138	Np004G209590	CARHR026360
OG0009139	Np004G209820	CARHR026660
OG0009140	Np004G210070	CARHR026910
OG0009141	Np005G282560	CARHR231710
OG0009143	Np005G282210	CARHR231890
OG0009144	Np005G281630	CARHR232170
OG0009145	Np005G281490	CARHR232310
OG0009146	Np006G364160	CARHR116260
OG0009148	Np006G364570	CARHR116640
OG0009149	Np006G364420	CARHR116580
OG0009150	Np006G365610	CARHR117530
OG0009151	Np006G366000	CARHR117830
OG0009152	Np006G366510	CARHR184690
OG0009153	Np006G366680	CARHR184830
OG0009154	Np006G367450	CARHR292980
OG0009155	Np006G367750	CARHR114370
OG0009156	Np001G053290	CARHR161070
OG0009157	Np006G368720	CARHR113750
OG0009158	Np006G368890	CARHR113660
OG0009159	Np006G370310	CARHR112850, CARHR112860, CARHR293120, CARHR034070
OG0009160	Np006G370640	CARHR112270
OG0009161	Np006G371130	CARHR111950
OG0009162	Np004G241390	CARHR015550
OG0009163	Np004G241690	CARHR015300
OG0009164	Np004G241890	CARHR015130
OG0009165	Np004G242590	CARHR014610
OG0009166	Np004G242620	CARHR014580
OG0009167	Np004G242860	CARHR014340
OG0009168	Np004G244030	CARHR013650
OG0009169	Np004G243990	CARHR013680
OG0009170	Np004G244510	CARHR013320
OG0009171	Np004G245530	CARHR012650
OG0009172	Np004G246320	CARHR012130
OG0009173	Np004G246490	CARHR012030
OG0009174	Np004G247000	CARHR011640
OG0009175	Np004G247850	CARHR010980
OG0009176	Np004G247900	CARHR010930
OG0009177	Np004G247990	CARHR010840
OG0009178	Np004G248610	CARHR010380
OG0009179	Np004G249200	CARHR009850
OG0009180	Np004G249090	CARHR009970
OG0009181	Np004G249650	CARHR009500
OG0009182	Np004G249820	CARHR009280
OG0009184	Np004G250100	CARHR009000
OG0009185	Np004G250240	CARHR008880
OG0009186	Np003G148090	CARHR192970
OG0009187	Np004G250400	CARHR008750
OG0009188	Np004G250460	CARHR008700
OG0009189	Np004G250720	CARHR008470
OG0009190	Np004G250710	CARHR008480
OG0009191	Np004G250670	CARHR008510, CARHR008500
OG0009192	Np004G250650	CARHR008530
OG0009193	Np004G250820	CARHR008390
OG0009194	Np004G250900	CARHR008330
OG0009195	Np004G251390	CARHR007800
OG0009196	Np004G251020	CARHR008210
OG0009197	Np004G251820	CARHR007450
OG0009198	Np004G252120	CARHR007170
OG0009199	Np004G252360	CARHR006920
OG0009200	Np004G253260	CARHR006080
OG0009201	Np004G253330	CARHR006020
OG0009202	Np004G253460	CARHR005860
OG0009203	Np004G253500	CARHR005810
OG0009205	Np004G253960	CARHR005310
OG0009206	Np004G254560	CARHR004880
OG0009207	Np004G254590	CARHR004850
OG0009208	Np004G254770	CARHR004730
OG0009209	Np005G309660	CARHR074290
OG0009210	Np004G255230	CARHR004360
OG0009211	Np004G255350	CARHR004220
OG0009212	Np004G255410	CARHR004170
OG0009213	Np004G255740	CARHR003880
OG0009214	Np004G255970	CARHR003640
OG0009215	Np004G256310	CARHR003360
OG0009216	Np004G256960	CARHR002840
OG0009217	Np004G257320	CARHR002430
OG0009218	Np004G257390	CARHR002360
OG0009219	Np004G257620	CARHR002130
OG0009220	Np004G257850	CARHR001880
OG0009221	Np004G257950	CARHR001780
OG0009222	Np004G258320	CARHR001560
OG0009223	Np004G258400	CARHR001480
OG0009224	Np004G258480	CARHR001380, CARHR259900
OG0009225	Np004G258590	CARHR001280
OG0009226	Np004G258660	CARHR001210
OG0009227	Np004G258730	CARHR001130
OG0009228	Np004G259100	CARHR000770
OG0009229	Np004G259350	CARHR248690, CARHR000600
OG0009230	Np004G259770	CARHR000270
OG0009231	Np004G259880	CARHR000180
OG0009232	Np003G140830	CARHR199430
OG0009233	Np003G140890	CARHR199360
OG0009234	Np003G141110	CARHR199110
OG0009235	Np003G140990	CARHR199240
OG0009236	Np003G141790	CARHR198430
OG0009237	Np003G141840	CARHR198360
OG0009238	Np003G141900	CARHR198290
OG0009239	Np003G142560	CARHR197680
OG0009240	Np003G142320	CARHR197910
OG0009241	Np003G142120	CARHR198080
OG0009242	Np003G142700	CARHR197550
OG0009243	Np003G143170	CARHR197150
OG0009245	Np003G143850	CARHR196480
OG0009246	Np003G143920	CARHR196400
OG0009247	Np003G144270	CARHR196110
OG0009248	Np003G144380	CARHR196000
OG0009249	Np003G144930	CARHR195600
OG0009250	Np003G145590	CARHR194950
OG0009251	Np003G146740	CARHR194110
OG0009252	Np003G146810	CARHR194030
OG0009253	Np003G147220	CARHR193690
OG0009254	Np003G147230	CARHR193680
OG0009255	Np001G015050	CARHR186030
OG0009256	Np001G015810	CARHR185320
OG0009257	Np001G016700	CARHR286000
OG0009258	Np001G016240	CARHR287970
OG0009260	Np001G016930	CARHR284570
OG0009261	Np001G016980, Np002G097100, Np006G351260	CARHR284640
OG0009262	Np003G140470	CARHR199800
OG0009263	Np003G140370	CARHR199880
OG0009264	Np003G132530, Np003G130950	CARHR206350
OG0009265	Np003G132550	CARHR206330
OG0009267	Np003G140670	CARHR199620
OG0009268	Np003G132380	CARHR206490
OG0009269	Np003G132340	CARHR206520
OG0009271	Np003G131580	CARHR206970
OG0009272	Np003G131570	CARHR206950
OG0009273	Np003G131350	CARHR206770
OG0009274	Np004G235990, Np003G131250	CARHR207220
OG0009275	Np003G130980	CARHR207420
OG0009276	Np003G172420, Np002G118530, Np003G130370	CARHR207880
OG0009277	Np003G130080	CARHR207990
OG0009278	Np003G130040	CARHR208030
OG0009279	Np003G129740	CARHR208260
OG0009280	Np003G129450	CARHR208460
OG0009281	Np001G013100	CARHR187900
OG0009282	Np001G013370	CARHR187630
OG0009283	Np001G013140	CARHR187850
OG0009284	Np001G012810	CARHR188060
OG0009285	Np001G012650	CARHR188220
OG0009286	Np001G012460	CARHR188340
OG0009287	Np001G012280	CARHR188460, CARHR188480, CARHR150640
OG0009288	Np001G012260	CARHR188510
OG0009289	Np001G012010	CARHR188770
OG0009290	Np001G011950	CARHR188830
OG0009291	Np001G057970	CARHR164720
OG0009292	Np001G011890	CARHR188870
OG0009293	Np001G011750	CARHR189020
OG0009294	Np001G011070	CARHR189620
OG0009295	Np001G010620	CARHR190030
OG0009296	Np001G010520	CARHR190100
OG0009297	Np001G010430	CARHR190200
OG0009298	Np001G010390	CARHR190230
OG0009299	Np001G010200	CARHR190380
OG0009300	Np001G009550	CARHR274840
OG0009301	Np001G008730	CARHR275530
OG0009302	Np001G008540	CARHR275660
OG0009303	Np001G006850	CARHR276660
OG0009304	Np001G048100	CARHR156880
OG0009305	Np001G006660	CARHR276820
OG0009306	Np003G154040	CARHR272680
OG0009307	Np003G154560	CARHR272240
OG0009308	Np001G053030	CARHR160870
OG0009309	Np006G364340, Np001G052980	CARHR160820
OG0009310	Np001G052950	CARHR160800
OG0009311	Np001G052720	CARHR160610
OG0009313	Np001G052170	CARHR160170
OG0009314	Np001G052040	CARHR160030
OG0009315	Np001G051060	CARHR159010
OG0009316	Np001G051020	CARHR158980
OG0009317	Np001G051000	CARHR158960
OG0009318	Np001G050620	CARHR158620
OG0009319	Np001G050210	CARHR158130
OG0009320	Np001G049950	CARHR157930
OG0009321	Np001G049410	CARHR157520
OG0009322	Np001G049140	CARHR157350
OG0009323	Np001G048540	CARHR157220
OG0009325	Np001G047950	CARHR156720
OG0009326	Np001G047820	CARHR156610
OG0009327	Np001G047070	CARHR156000
OG0009328	Np001G044050	CARHR104500
OG0009329	Np001G043130	CARHR152450
OG0009330	Np005G263210	CARHR241120
OG0009331	Np001G018310	CARHR153570
OG0009332	Np002G092130	CARHR059790
OG0009333	Np002G092080	CARHR059820
OG0009334	Np002G088870	CARHR061380
OG0009335	Np002G088310	CARHR061640
OG0009336	Np002G088490	CARHR061550
OG0009337	Np002G087620	CARHR061910
OG0009338	Np002G087330	CARHR062150
OG0009339	Np002G087250	CARHR062210
OG0009340	Np002G086970	CARHR062420
OG0009341	Np006G362220	CARHR118570
OG0009342	Np002G086340	CARHR062870
OG0009343	Np002G086330	CARHR062880
OG0009344	Np002G086020	CARHR063100
OG0009345	Np002G085410	CARHR063580
OG0009346	Np002G084730	CARHR063950
OG0009347	Np002G083950	CARHR064470
OG0009348	Np002G083810	CARHR064610
OG0009349	Np002G083570	CARHR291130
OG0009350	Np002G083300	CARHR064680
OG0009351	Np002G083220	CARHR064750
OG0009352	Np002G082830	CARHR065010
OG0009354	Np002G082730	CARHR065090
OG0009355	Np002G082720	CARHR065100
OG0009356	Np002G073660, Np002G073620	CARHR071690
OG0009357	Np002G075170	CARHR070770
OG0009358	Np002G075230	CARHR070690, CARHR256330
OG0009359	Np002G075510	CARHR070530
OG0009360	Np007G381190	CARHR097160
OG0009362	Np002G075730	CARHR070400
OG0009363	Np002G077650	CARHR069090
OG0009364	Np002G078240	CARHR068540
OG0009365	Np002G078640	CARHR068270
OG0009366	Np002G078660	CARHR068250
OG0009367	Np002G079140	CARHR067800
OG0009368	Np002G079170	CARHR067760
OG0009369	Np002G079210	CARHR067740
OG0009370	Np002G080210	CARHR066920
OG0009371	Np002G080960	CARHR066610
OG0009372	Np004G237580	CARHR018870
OG0009373	Np002G081030	CARHR066530
OG0009374	Np002G081080	CARHR066510
OG0009375	Np002G081230	CARHR066400
OG0009376	Np003G152130	CARHR273800
OG0009377	Np002G081640	CARHR065980
OG0009378	Np002G082120	CARHR065570
OG0009379	Np002G082210	CARHR065520
OG0009380	Np002G082260	CARHR065470
OG0009381	Np002G082470	CARHR065390
OG0009382	Np002G082640	CARHR065190
OG0009383	Np002G073520	CARHR071810, CARHR251930, CARHR071790
OG0009384	Np002G073470	CARHR071900
OG0009385	Np002G073440	CARHR071940
OG0009386	Np002G073250	CARHR072080
OG0009387	Np002G073210	CARHR072140
OG0009387	Np006G345000	CARHR072110
OG0009388	Np002G073170	CARHR072180
OG0009389	Np002G073000	CARHR072340
OG0009390	Np002G072800	CARHR072550
OG0009391	Np002G072580	CARHR072770
OG0009392	Np002G071630	CARHR073490
OG0009393	Np002G071610	CARHR073510
OG0009394	Np002G071440	CARHR073620
OG0009395	Np002G071000	CARHR074060
OG0009396	Np002G070690	CARHR074250
OG0009397	Np002G070570	CARHR074340
OG0009398	Np002G070390	CARHR074500
OG0009399	Np002G070330	CARHR074530
OG0009400	Np002G070210	CARHR074660
OG0009401	Np007G408540	CARHR087330
OG0009402	Np007G408270	CARHR087520
OG0009403	Np007G408190	CARHR087620
OG0009404	Np007G408170	CARHR087640
OG0009405	Np007G407880	CARHR087850
OG0009406	Np007G407690	CARHR087980
OG0009407	Np007G407380	CARHR088210
OG0009408	Np007G406790	CARHR088480
OG0009410	Np007G405800	CARHR089200
OG0009411	Np007G405680	CARHR089440
OG0009412	Np007G405590	CARHR089380
OG0009413	Np007G405370	CARHR089520
OG0009414	Np007G405190	CARHR089660
OG0009415	Np007G405160	CARHR089680
OG0009416	Np007G404700	CARHR090030
OG0009417	Np007G404670	CARHR090060
OG0009418	Np007G404650	CARHR090090
OG0009419	Np007G402810	CARHR090770
OG0009420	Np007G390000	CARHR090870
OG0009421	Np007G390020	CARHR090890
OG0009422	Np007G390060	CARHR090930
OG0009424	Np007G390370	CARHR091290
OG0009425	Np007G390400	CARHR091330
OG0009426	Np007G390460	CARHR091400
OG0009427	Np007G391520	CARHR092050
OG0009428	Np007G391600	CARHR092110
OG0009429	Np007G391610	CARHR092120
OG0009430	Np007G392210	CARHR092480, CARHR115180
OG0009431	Np007G392430	CARHR092600
OG0009432	Np007G392440	CARHR092610
OG0009433	Np003G189070	CARHR248910
OG0009434	Np007G392830	CARHR092970
OG0009435	Np007G393660	CARHR093370
OG0009436	Np007G394050	CARHR093590
OG0009437	Np007G394290	CARHR093730
OG0009438	Np007G394580	CARHR093940
OG0009439	Np007G394680	CARHR094000
OG0009440	Np007G395270	CARHR094360
OG0009442	Np007G396450	CARHR094930
OG0009443	Np007G396460	CARHR094940
OG0009444	Np007G397680	CARHR095440
OG0009445	Np007G397860	CARHR095500
OG0009446	Np007G399330	CARHR095970
OG0009447	Np011G435480	CARHR096190
OG0009449	Np012G436910, Np011G436230	CARHR096320
OG0009450	Np007G380610	CARHR096760
OG0009452	Np007G381960	CARHR097610
OG0009453	Np007G382980	CARHR098180
OG0009454	Np007G382290	CARHR098340
OG0009455	Np007G383840	CARHR098860
OG0009456	Np007G384670	CARHR099380
OG0009457	Np007G384680	CARHR099390
OG0009459	Np003G184560	CARHR264160, CARHR150020
OG0009460	Np003G168000	CARHR104050
OG0009461	Np007G389940	CARHR103980
OG0009462	Np007G380110	CARHR105010
OG0009463	Np007G379990	CARHR105170
OG0009464	Np007G379980	CARHR105160
OG0009465	Np007G379860	CARHR104810
OG0009466	Np003G138600	CARHR201250
OG0009467	Np007G378060	CARHR106040
OG0009468	Np007G378050	CARHR106070
OG0009469	Np007G378020	CARHR106090
OG0009470	Np007G378000	CARHR106150
OG0009471	Np007G376170	CARHR293520
OG0009472	Np007G375900	CARHR107610
OG0009473	Np007G375810	CARHR107660
OG0009474	Np007G375230	CARHR108390
OG0009475	Np007G374430	CARHR109110
OG0009476	Np007G373840	CARHR109610
OG0009477	Np007G373260	CARHR109970
OG0009478	Np007G372220	CARHR110800
OG0009479	Np007G372210	CARHR110850
OG0009480	Np007G372140	CARHR110890
OG0009481	Np007G372050	CARHR111020
OG0009482	Np007G371620	CARHR111520
OG0009483	Np004G190390	CARHR045730
OG0009484	Np004G191270	CARHR044940
OG0009485	Np004G191480	CARHR044760
OG0009486	Np004G192030	CARHR044400
OG0009487	Np004G192450	CARHR044070
OG0009488	Np004G192490	CARHR044040
OG0009490	Np004G193450	CARHR043370
OG0009491	Np004G193700	CARHR043220
OG0009492	Np004G193870	CARHR043120
OG0009493	Np004G194420	CARHR042550
OG0009494	Np004G196230	CARHR040960
OG0009495	Np004G195910	CARHR041190
OG0009496	Np004G196760	CARHR040400
OG0009497	Np004G196960	CARHR040180
OG0009498	Np004G197070	CARHR040140
OG0009499	Np003G140550	CARHR199710
OG0009500	Np004G197740	CARHR039780
OG0009501	Np004G198030	CARHR039640
OG0009502	Np004G198090	CARHR039600
OG0009503	Np001G068990	CARHR172940
OG0009504	Np004G198620	CARHR039050
OG0009505	Np004G198640	CARHR039000
OG0009506	Np004G198680	CARHR038970
OG0009507	Np006G341770	CARHR128750
OG0009508	Np006G341840	CARHR128700
OG0009509	Np006G342250, Np006G342310, Np006G342200, Np006G342120	CARHR128480
OG0009510	Np001G053770	CARHR161530
OG0009511	Np001G053990	CARHR161810
OG0009512	Np001G054100	CARHR161890
OG0009513	Np001G055100	CARHR162740
OG0009514	Np001G055970	CARHR163110
OG0009516	Np001G056330	CARHR163390
OG0009517	Np001G056770	CARHR163770
OG0009518	Np001G057130	CARHR163950
OG0009519	Np001G057210	CARHR164010
OG0009520	Np001G057230	CARHR164060, CARHR164070
OG0009521	Np001G053500	CARHR161280
OG0009522	Np001G057250	CARHR082370
OG0009523	Np001G042920	CARHR285010
OG0009524	Np001G057800	CARHR164600
OG0009525	Np001G057790	CARHR164590
OG0009526	Np006G334650	CARHR133610
OG0009527	Np001G057980	CARHR164730
OG0009528	Np001G058390	CARHR164900
OG0009529	Np001G059030	CARHR165380
OG0009530	Np001G059930	CARHR166050
OG0009531	Np001G059970	CARHR166200, CARHR166070
OG0009532	Np001G060230	CARHR166350
OG0009533	Np001G060450	CARHR166450
OG0009534	Np001G061410	CARHR167090
OG0009535	Np002G074270, Np001G006450, Np001G061500	CARHR167150
OG0009536	Np001G061570	CARHR167250
OG0009537	Np001G062800	CARHR168320
OG0009538	Np001G062980	CARHR168500
OG0009539	Np001G063030	CARHR168570
OG0009540	Np001G063740	CARHR169180
OG0009541	Np001G064260	CARHR169430
OG0009542	Np001G064580	CARHR169680
OG0009543	Np001G064710	CARHR169850
OG0009544	Np001G010750	CARHR189980
OG0009545	Np001G066280	CARHR170920
OG0009546	Np001G066290	CARHR170930
OG0009547	Np001G066510	CARHR171090
OG0009548	Np001G066890	CARHR171410
OG0009549	Np001G067040	CARHR171550
OG0009550	Np001G067060	CARHR171570
OG0009551	Np001G067500	CARHR171920
OG0009552	Np001G068700	CARHR172760
OG0009553	Np001G068710	CARHR172750
OG0009554	Np001G069550	CARHR173420
OG0009555	Np001G069650	CARHR291740
OG0009556	Np001G069740	CARHR291690
OG0009557	Np001G066660	CARHR171220
OG0009558	Np019G438830	CARHR044290
OG0009558	Np023G439450	CARHR282390
OG0009559	Np004G194280	CARHR042690
OG0009561	Np004G198170	CARHR039490
OG0009563	Np001G061670	CARHR167310
OG0009564	Np003G146560	CARHR281060
OG0009565	Np001G039170, Np002G093310	CARHR178200
OG0009567	Np005G279600	CARHR233750
OG0009568	Np006G336430	CARHR132480
OG0009569	Np006G335650	CARHR132910
OG0009570	Np006G330570	CARHR136270
OG0009572	Np002G082010	CARHR065640
OG0009573	Np005G276900	CARHR235750
OG0009574	Np005G264140	CARHR242040
OG0009575	Np005G263290	CARHR241190
OG0009576	Np004G254740	CARHR004770
OG0009577	Np004G250340	CARHR008800
OG0009578	Np004G237930, Np004G250070	CARHR009080, CARHR009070
OG0009579	Np004G249060	CARHR010000
OG0009580	Np004G248030	CARHR010820
OG0009581	Np004G246060	CARHR012270
OG0009582	Np004G245820	CARHR012440
OG0009583	Np004G240480	CARHR016320
OG0009584	Np005G308120	CARHR103480
OG0009585	Np002G083760	CARHR064640
OG0009586	Np002G089010	CARHR061300
OG0009587	Np007G373900	CARHR109520
OG0009588	Np001G041040, Np004G200270, Np004G200250	CARHR037440
OG0009591	Np003G140410	CARHR199850
OG0009592	Np003G126300	CARHR211190
OG0009593	Np005G266410	CARHR219050
OG0009593	Np007G393780	CARHR093460
OG0009593	Np005G305820	CARHR210590, CARHR210550, CARHR210680
OG0009594	Np003G128020	CARHR209730
OG0009595	Np005G294740	CARHR224110, CARHR224130
OG0009597	Np004G201000	CARHR036790
OG0009598	Np004G200320	CARHR037340
OG0009599	Np004G200210, Np011G436310	CARHR037490
OG0009601	Np006G355110	CARHR125010
OG0009602	Np005G281550	CARHR232270
OG0009603	Np003G140870	CARHR199380
OG0009604	Np003G141830	CARHR198370
OG0009605	Np003G142150	CARHR198060
OG0009606	Np003G142350	CARHR197890
OG0009607	Np003G143930	CARHR196410, CARHR196390
OG0009608	Np003G145890	CARHR195110, CARHR195100, CARHR194680, CARHR194660
OG0009609	Np005G318080	CARHR261310
OG0009610	Np005G320120	CARHR212660
OG0009611	Np003G154690	CARHR272110
OG0009612	Np001G013150	CARHR187840
OG0009613	Np001G008920	CARHR275380
OG0009614	Np001G008870	CARHR275430
OG0009615	Np001G001440	CARHR280800
OG0009616	Np001G001310	CARHR280870
OG0009621	Np006G353930, Np006G346920	CARHR124290
OG0009622	Np001G053480	CARHR161260
OG0009625	Np001G017440	CARHR183430
OG0009628	Np004G210030	CARHR026960
OG0009630	Np003G172640	CARHR258100
OG0009635	Np007G371670	CARHR111430
OG0009636	Np006G357370, Np006G324490, Np001G058160	CARHR224640
OG0009637	Np005G275180	CARHR237220
OG0009638	Np005G274900	CARHR237500
OG0009639	Np005G274680	CARHR237680
OG0009640	Np005G274570	CARHR237790
OG0009641	Np005G274150	CARHR238050
OG0009642	Np005G273400	CARHR238250
OG0009644	Np003G148110	CARHR192950
OG0009645	Np005G272760	CARHR238660
OG0009646	Np005G272400	CARHR238970
OG0009647	Np004G200300	CARHR037420
OG0009648	Np005G271410	CARHR239610
OG0009649	Np005G270190	CARHR240430
OG0009650	Np005G262970	CARHR240880
OG0009651	Np005G262900	CARHR240810
OG0009652	Np005G263250	CARHR241160
OG0009654	Np003G149820	CARHR191640
OG0009655	Np005G263970	CARHR241850
OG0009656	Np005G264020	CARHR241890
OG0009657	Np005G264230	CARHR242140
OG0009659	Np005G264640	CARHR242430
OG0009660	Np005G265600	CARHR243240
OG0009661	Np005G265740	CARHR243340
OG0009662	Np003G150930	CARHR190770
OG0009663	Np005G266040	CARHR243550
OG0009664	Np004G214960	CARHR030540, CARHR005150
OG0009665	Np004G216470	CARHR031020
OG0009666	Np004G217300	CARHR031190
OG0009667	Np004G217330	CARHR031200
OG0009668	Np004G217510	CARHR031290
OG0009669	Np004G205090	CARHR031710
OG0009670	Np004G205110	CARHR031730
OG0009671	Np004G205280	CARHR031930
OG0009672	Np004G205420	CARHR032000
OG0009673	Np005G284610	CARHR229970
OG0009675	Np004G205550	CARHR032080
OG0009676	Np004G205560	CARHR032090
OG0009677	Np004G205630	CARHR032110
OG0009678	Np005G319370	CARHR223560
OG0009679	Np001G043520	CARHR223550, CARHR290510
OG0009680	Np005G300080	CARHR222800
OG0009681	Np005G300290, Np001G068670	CARHR222690
OG0009682	Np002G107540	CARHR172220, CARHR289840
OG0009683	Np002G111610	CARHR288700
OG0009684	Np002G111720	CARHR054730
OG0009685	Np002G111740	CARHR054670
OG0009686	Np002G112740	CARHR054180
OG0009687	Np002G113340	CARHR053640
OG0009688	Np002G114720	CARHR053360
OG0009689	Np002G114710	CARHR053410
OG0009690	Np002G115260	CARHR053050
OG0009691	Np002G117250	CARHR052050
OG0009692	Np002G117270	CARHR052150
OG0009693	Np002G118750	CARHR050540
OG0009694	Np001G028190	CARHR143720
OG0009695	Np001G027840	CARHR143900
OG0009696	Np001G027820	CARHR143920
OG0009697	Np001G027750, Np006G339550	CARHR143960
OG0009698	Np004G241410	CARHR015530
OG0009699	Np001G027370	CARHR144010
OG0009700	Np001G026970	CARHR144190
OG0009701	Np004G242080	CARHR015070
OG0009702	Np001G025920	CARHR144830
OG0009703	Np001G024930	CARHR145440
OG0009704	Np001G024170	CARHR146040
OG0009705	Np001G024020	CARHR146190
OG0009706	Np001G023960	CARHR146220
OG0009707	Np001G023550	CARHR288560
OG0009708	Np001G023540	CARHR146640
OG0009709	Np001G023130	CARHR146920
OG0009710	Np001G022550	CARHR147460
OG0009711	Np001G022340	CARHR147580
OG0009712	Np001G022040	CARHR147830
OG0009713	Np001G022030	CARHR147840
OG0009715	Np001G020520	CARHR149080, CARHR149090
OG0009716	Np001G019380	CARHR151950
OG0009717	Np001G019340	CARHR037400
OG0009718	Np001G019300	CARHR152070
OG0009719	Np001G018890	CARHR292480
OG0009720	Np001G018660	CARHR153160
OG0009721	Np001G018640	CARHR153180
OG0009723	Np002G092770	CARHR217530
OG0009724	Np002G092840	CARHR059590, CARHR059600
OG0009725	Np002G094690	CARHR058440
OG0009726	Np002G096220	CARHR058040
OG0009727	Np002G096810	CARHR057910
OG0009728	Np002G097890	CARHR057230
OG0009729	Np002G098550	CARHR057100
OG0009730	Np002G098640	CARHR057080
OG0009731	Np002G099800	CARHR056570
OG0009733	Np002G086890	CARHR056370
OG0009734	Np002G124730	CARHR046290
OG0009735	Np002G124660	CARHR046310
OG0009736	Np002G124340	CARHR046470
OG0009737	Np002G124210	CARHR046560
OG0009738	Np002G123700	CARHR046870
OG0009739	Np002G123380	CARHR047050
OG0009740	Np002G122920	CARHR047610
OG0009741	Np002G121540	CARHR048380
OG0009742	Np002G121250	CARHR048670
OG0009743	Np004G245270	CARHR012800
OG0009744	Np002G119740	CARHR049820
OG0009745	Np006G370580	CARHR112350
OG0009746	Np005G280000	CARHR233350
OG0009747	Np005G279870	CARHR233510
OG0009748	Np006G330510	CARHR136330
OG0009749	Np006G330530	CARHR136310
OG0009750	Np006G330920	CARHR135990
OG0009751	Np006G330940	CARHR135970
OG0009752	Np006G330960	CARHR135950
OG0009753	Np006G330980	CARHR135930
OG0009754	Np006G331080	CARHR135880
OG0009755	Np006G331090	CARHR135870
OG0009756	Np007G413600, Np007G413580	CARHR083640
OG0009757	Np007G413130, Np007G400550	CARHR084090
OG0009758	Np007G412220	CARHR084610
