Orthogroup	Alyssum_gmelinii	Erysimum_linariifolium
OG0006379	Ag007G642750	El007G348990
OG0006380	Ag001G064490	El001G022550
OG0006381	Ag006G505130	El001G075220
OG0006383	Ag006G502880	El001G076100
OG0006384	Ag006G501920	El001G076230
OG0006385	Ag006G519770, Ag003G276340	El001G000330
OG0006386	Ag008G720490	El001G052650
OG0006387	Ag008G720990	El001G052980
OG0006388	Ag001G076060	El001G025540
OG0006389	Ag008G722360	El001G055300
OG0006391	Ag008G723290	El001G056080
OG0006392	Ag008G723400	El001G056170
OG0006393	Ag008G723470	El001G056200, El005G262400
OG0006394	Ag008G725080	El007G329850
OG0006395	Ag008G726180	El007G329160
OG0006396	Ag008G726790	El007G328790
OG0006397	Ag008G727010	El007G328580
OG0006398	Ag008G727130	El007G328450
OG0006399	Ag008G727220	El007G328350
OG0006401	Ag008G728360	El007G327810
OG0006402	Ag008G728370	El007G327800
OG0006403	Ag008G706430	El007G332710
OG0006404	Ag008G705800	El007G333090
OG0006405	Ag001G059500, Ag001G059300	El001G021390
OG0006406	Ag001G059600, Ag001G059420	El001G021330
OG0006407	Ag001G059710, Ag001G059460	El001G021270
OG0006408	Ag001G058610	El001G019720
OG0006409	Ag008G690760	El001G018430
OG0006410	Ag001G055530	El001G017470
OG0006411	Ag001G050320, Ag010G740640	El001G014380
OG0006412	Ag004G353050	El004G219170
OG0006413	Ag004G303140	El001G013850
OG0006414	Ag004G355040	El004G218220
OG0006415	Ag003G246920	El002G112650
OG0006416	Ag004G354900	El004G218270
OG0006417	Ag004G350670	El004G219770
OG0006418	Ag004G350050	El004G220190
OG0006419	Ag004G348460	El004G220780
OG0006420	Ag004G347900	El004G221050
OG0006421	Ag004G347150, Ag004G346990	El004G221300
OG0006422	Ag004G321570, Ag004G321580	El002G098850
OG0006423	Ag004G342710	El004G223340, El004G223330
OG0006424	Ag008G703090, Ag004G382800, Ag004G341800	El004G223740
OG0006425	Ag003G240810	El004G223880
OG0006426	Ag007G605390	El001G071300
OG0006427	Ag003G240320	El004G224140
OG0006428	Ag003G214880	El004G231490
OG0006429	Ag003G215980	El004G230870
OG0006430	Ag004G338300	El004G230810
OG0006431	Ag004G329910	El004G230200, El002G102570
OG0006432	Ag003G225600	El004G228180
OG0006433	Ag003G226620	El004G227900
OG0006434	Ag003G229100	El004G227360
OG0006435	Ag003G234480	El004G226110
OG0006436	Ag003G237110	El004G225330
OG0006437	Ag003G239220	El004G224620
OG0006438	Ag003G212180, Ag002G197630	El004G232470
OG0006439	Ag003G211950	El004G232640
OG0006440	Ag003G211650	El004G232890, El008G369670
OG0006441	Ag003G209350	El004G233800
OG0006442	Ag005G470430	El005G248660
OG0006443	Ag005G467430	El005G250280, El005G250170
OG0006444	Ag001G006480	El002G138340
OG0006445	Ag005G463770	El005G252000
OG0006446	Ag005G463150	El005G252200
OG0006447	Ag005G462610	El005G252520
OG0006448	Ag005G461740	El005G252920
OG0006449	Ag005G459130	El005G253970
OG0006450	Ag008G692070	El001G019060
OG0006451	Ag005G458000	El005G254350
OG0006452	Ag005G457890	El005G254400
OG0006453	Ag005G457720	El005G254440
OG0006454	Ag005G457520	El005G254530
OG0006455	Ag005G457120	El005G254670
OG0006456	Ag005G456780	El005G254760
OG0006457	Ag005G456580	El005G254780
OG0006458	Ag004G368150	El001G007270
OG0006458	Ag005G456550	El005G254840
OG0006459	Ag005G456360	El005G255050
OG0006460	Ag001G034420	El003G173890
OG0006461	Ag005G455600, Ag005G455590	El005G255380
OG0006462	Ag005G454780	El005G255730
OG0006463	Ag005G453070	El005G256120
OG0006464	Ag005G452960	El005G256150, El005G256160, El005G256170
OG0006465	Ag005G449190	El005G257060
OG0006466	Ag005G447180	El005G257660
OG0006467	Ag005G446280	El005G258080
OG0006469	Ag005G443250, Ag005G444460	El005G258790
OG0006470	Ag005G442950, Ag005G444220	El005G258910
OG0006471	Ag005G449670, Ag005G441350	El005G259830
OG0006472	Ag005G438960	El005G261090
OG0006473	Ag005G438750	El005G261180
OG0006474	Ag005G437330	El005G261840
OG0006476	Ag005G435710	El005G264390
OG0006477	Ag005G435650	El005G264420
OG0006478	Ag005G433700, Ag005G434470	El005G265030
OG0006479	Ag005G431130	El005G267210, El005G265980
OG0006480	Ag002G127570, Ag004G354910, Ag005G426110	El005G269550
OG0006481	Ag005G419380	El005G272880
OG0006482	Ag005G416350	El005G274560
OG0006483	Ag004G349460, Ag004G349450, Ag005G415340	El005G275050
OG0006484	Ag005G414710	El005G275390
OG0006485	Ag005G410060, Ag005G410030	El005G277070
OG0006486	Ag005G410780	El005G276740
OG0006487	Ag005G411260	El005G276610, El005G275880
OG0006488	Ag005G406610	El005G277900
OG0006490	Ag005G403590	El005G278930
OG0006491	Ag005G403920	El005G279110
OG0006492	Ag001G001080	El002G140840
OG0006493	Ag004G353440	El006G319760, El002G140800
OG0006494	Ag001G002300	El002G140350
OG0006495	Ag004G383150, Ag001G003510	El002G139890
OG0006496	Ag001G003640	El002G139780
OG0006497	Ag001G003730	El002G139760
OG0006498	Ag001G006230	El002G138170
OG0006499	Ag001G006330	El002G138300
OG0006500	Ag001G009300	El002G136740
OG0006501	Ag001G009940	El002G138670, El002G136580
OG0006503	Ag001G011190	El002G135740
OG0006504	Ag001G015140	El002G134630
OG0006505	Ag001G017540	El002G134040
OG0006506	Ag001G018290, Ag001G018270	El002G133860
OG0006507	Ag001G027320	El002G131400
OG0006508	Ag001G029460, Ag001G030830	El003G171550
OG0006509	Ag002G160950	El007G343240, El006G296640
OG0006510	Ag002G160930	El006G296660
OG0006511	Ag002G160820	El006G296730
OG0006512	Ag002G160810	El006G296740
OG0006513	Ag001G064590	El001G022460
OG0006514	Ag001G064540	El001G022500
OG0006515	Ag001G076200, Ag006G512630	El001G025630
OG0006516	Ag001G078600	El001G026440
OG0006517	Ag001G078620	El001G026450
OG0006518	Ag001G080030	El001G027130, El007G355670
OG0006519	Ag001G081300	El001G027690
OG0006520	Ag001G081920	El001G027910
OG0006521	Ag001G084310	El001G028730
OG0006522	Ag001G088620	El001G030380
OG0006523	Ag001G092340	El006G312010, El006G311900, El001G031700
OG0006524	Ag001G093420	El001G032430
OG0006526	Ag001G095510	El001G033900
OG0006527	Ag001G096270	El001G034240
OG0006528	Ag001G098300	El001G035290
OG0006529	Ag001G098660	El001G035560
OG0006530	Ag005G450640	El001G035590
OG0006531	Ag001G098970	El001G035850
OG0006532	Ag001G064600	El001G022450
OG0006535	Ag002G131150	El001G012560, El001G012550
OG0006536	Ag005G460410, Ag002G177530, Ag007G618680, Ag007G621970, Ag007G618820, Ag007G618890	El003G179170, El005G253370
OG0006537	Ag002G197960, Ag002G197940, Ag002G198050	El006G285080
OG0006538	Ag003G215930	El004G230900
OG0006539	Ag003G256140	El003G154780
OG0006540	Ag004G307320	El002G090260
OG0006541	Ag004G335950	El002G105410
OG0006542	Ag004G353620	El004G218970
OG0006543	Ag006G577380, Ag007G640600, Ag006G512600, Ag005G413920	El001G002320
OG0006544	Ag005G433920, Ag005G437470	El005G261800
OG0006545	Ag005G442200, Ag005G443520, Ag006G552300, Ag008G663410	El005G256830, El005G256860
OG0006549	Ag006G551680	El003G162840
OG0006570	Ag003G254410	El003G155360
OG0006571	Ag003G254820	El003G155250
OG0006572	Ag003G255070	El003G155170
OG0006573	Ag003G255260	El003G155110
OG0006574	Ag003G257010	El003G154470
OG0006575	Ag003G257060	El003G154440
OG0006576	Ag003G258510	El003G153650
OG0006577	Ag003G259680	El003G153230
OG0006578	Ag006G491910	El007G349650
OG0006579	Ag003G266280, Ag003G265500	El003G152600
OG0006580	Ag003G268110	El003G151780
OG0006581	Ag003G268500	El003G151640
OG0006582	Ag001G019100, Ag003G268980	El003G151510
OG0006583	Ag003G272170	El003G150880
OG0006584	Ag003G279920	El003G150630
OG0006585	Ag003G278760	El003G150180
OG0006586	Ag004G330620	El002G102940
OG0006587	Ag003G278290	El003G150070
OG0006589	Ag003G274550	El003G148890
OG0006590	Ag003G273950	El003G148710
OG0006592	Ag003G282360	El003G147750
OG0006593	Ag003G282840	El003G147580
OG0006594	Ag003G283140	El005G273890, El003G147470
OG0006595	Ag003G283170	El003G147450
OG0006596	Ag003G283540	El003G147300
OG0006597	Ag003G284750	El003G147150
OG0006598	Ag007G579680	El002G118040
OG0006599	Ag007G578120	El002G119860
OG0006600	Ag001G101200	El003G169990
OG0006601	Ag001G101440	El003G170410
OG0006602	Ag001G101450	El003G170420
OG0006603	Ag001G101760	El003G170720
OG0006604	Ag002G164680	El006G295240
OG0006605	Ag008G728150	El007G350630, El007G352410
OG0006606	Ag004G310480	El002G092470
OG0006607	Ag004G369220	El004G202690
OG0006608	Ag004G312030	El002G093480
OG0006609	Ag004G374210	El004G200040
OG0006610	Ag004G313690	El002G094660
OG0006611	Ag004G313890	El002G094710
OG0006612	Ag004G314630	El002G095110
OG0006613	Ag004G322570	El002G099160
OG0006615	Ag007G614370	El001G036280
OG0006616	Ag008G659530, Ag008G658930	El001G036660
OG0006617	Ag008G661630	El001G038050
OG0006618	Ag004G319150	El002G097510
OG0006619	Ag004G318730	El002G097410
OG0006620	Ag008G663340	El001G039120
OG0006621	Ag008G663760	El001G039550
OG0006622	Ag008G664930	El001G039960
OG0006623	Ag008G666340	El001G040730
OG0006624	Ag008G666380	El001G040800
OG0006625	Ag008G667210	El001G041170
OG0006626	Ag008G667240	El001G041210
OG0006628	Ag008G668410	El001G041680
OG0006629	Ag008G669760	El001G042490
OG0006630	Ag008G669840	El001G042510
OG0006631	Ag008G664200	El001G043040
OG0006632	Ag002G175540	El001G043870
OG0006633	Ag005G408640, Ag007G601500	El001G044070
OG0006634	Ag010G739180, Ag001G049060	El001G044940
OG0006635	Ag001G057990	El007G337820
OG0006636	Ag004G327950	El004G211660
OG0006637	Ag004G363460	El004G211640
OG0006638	Ag004G363510	El003G190890
OG0006639	Ag005G406030	El005G277880
OG0006640	Ag001G041520	El007G329860
OG0006641	Ag004G364300	El004G203690, El004G205040
OG0006642	Ag004G402030, Ag004G402000	El003G193640
OG0006643	Ag007G657420, Ag006G563860	El003G193440
OG0006644	Ag004G390580, Ag004G395360	El004G195120
OG0006645	Ag004G385530, Ag004G385230	El004G196360
OG0006646	Ag004G382450, Ag004G382380	El004G196950
OG0006647	Ag002G187870	El006G288860
OG0006648	Ag005G478100	El005G244250
OG0006649	Ag005G478030	El005G244300
OG0006650	Ag003G285750, Ag003G272740	El003G146800
OG0006651	Ag005G477730	El005G244460
OG0006652	Ag006G494780	El001G079790
OG0006653	Ag005G476020	El005G245320
OG0006654	Ag005G475130	El005G245970
OG0006655	Ag005G474560	El005G246160
OG0006656	Ag005G474230	El005G246330
OG0006657	Ag005G474130	El005G246470
OG0006658	Ag005G474140, Ag004G322520	El005G246450
OG0006659	Ag005G473120, Ag005G475540	El005G246980
OG0006660	Ag005G472450	El005G247330
OG0006661	Ag005G472330	El005G247410
OG0006662	Ag005G472150	El005G247570
OG0006663	Ag005G471760	El005G247870
OG0006664	Ag005G471640	El005G247960
OG0006665	Ag005G471200	El005G248250
OG0006666	Ag001G040290	El007G344740
OG0006667	Ag008G718530	El001G060120
OG0006668	Ag007G598660	El003G159700
OG0006669	Ag008G676960	El007G343020
OG0006670	Ag008G679730	El007G342720
OG0006671	Ag008G682930, Ag008G682030	El007G341160
OG0006672	Ag008G683390, Ag008G682180	El007G341010
OG0006674	Ag008G684950	El007G340060
OG0006676	Ag008G689970, Ag008G688480	El007G338440
OG0006677	Ag008G687640	El007G338880
OG0006678	Ag005G490040	El007G337980
OG0006679	Ag001G057340, Ag005G486130	El001G004330, El007G337940, El007G338280
OG0006680	Ag001G057890	El007G337840
OG0006681	Ag008G693410	El007G337720
OG0006682	Ag008G694340	El007G337280
OG0006684	Ag008G696350	El004G208230, El007G336380
OG0006685	Ag002G171260, Ag008G697980	El007G335870
OG0006686	Ag008G699560	El007G335410
OG0006687	Ag008G701220	El007G334640
OG0006688	Ag008G702270	El007G334440
OG0006689	Ag002G108730, Ag008G703030	El007G334180
OG0006691	Ag007G644310	El007G351570
OG0006693	Ag007G610150	El001G068820
OG0006694	Ag007G609620	El001G068940
OG0006695	Ag007G609490	El001G069090
OG0006696	Ag007G605130	El001G071340
OG0006697	Ag007G604960	El001G071460
OG0006698	Ag007G604320	El001G071860
OG0006699	Ag007G604170	El001G071930
OG0006700	Ag007G603380	El001G072210
OG0006701	Ag008G730790	El007G326360
OG0006702	Ag007G602100, Ag003G221050, Ag003G231030	El001G072800
OG0006703	Ag007G601530	El001G073180
OG0006704	Ag007G601200	El001G073400
OG0006705	Ag007G600950	El001G073510
OG0006706	Ag007G600680	El001G073740
OG0006707	Ag007G600020	El001G074120
OG0006708	Ag006G577800	El003G169870
OG0006709	Ag008G705050	El003G169800
OG0006710	Ag006G577250	El003G169280
OG0006711	Ag006G577210	El003G169240
OG0006712	Ag006G576180	El003G168720
OG0006713	Ag006G576130	El003G168680
OG0006714	Ag006G575450	El003G168480
OG0006716	Ag006G572870	El003G167280
OG0006717	Ag006G571810	El003G166890
OG0006718	Ag006G569910	El003G166290
OG0006719	Ag006G569820	El003G166230
OG0006720	Ag005G410450, Ag002G124450	El007G361670
OG0006721	Ag006G560780	El003G165580
OG0006722	Ag006G560920	El003G165500
OG0006723	Ag006G577760	El003G169830
OG0006724	Ag006G565210	El003G164610
OG0006725	Ag006G566830	El003G164170
OG0006726	Ag006G567560	El003G163960
OG0006727	Ag006G551720	El003G162850
OG0006728	Ag006G548190, Ag006G546480	El003G161720
OG0006729	Ag006G548290, Ag006G546400	El003G161620
OG0006730	Ag006G546930, Ag006G542030	El003G161420
OG0006731	Ag006G545050, Ag006G542560	El003G161200
OG0006732	Ag006G544890, Ag006G542680	El003G161140
OG0006733	Ag006G542960, Ag006G544630	El003G160930
OG0006734	Ag006G543210, Ag006G544360	El003G160860
OG0006735	Ag006G543360, Ag006G544150	El003G160820
OG0006736	Ag006G541470, Ag006G541480	El003G160690
OG0006737	Ag006G541370	El003G160650
OG0006738	Ag006G539500, Ag006G536970	El002G121710
OG0006739	Ag006G534930	El002G124790
OG0006740	Ag004G329750	El002G102480
OG0006741	Ag006G532120	El002G127700
OG0006742	Ag006G530870	El007G354930, El002G127350
OG0006743	Ag004G322730	El002G099290
OG0006744	Ag007G585170	El002G130290
OG0006745	Ag007G584830	El002G129410
OG0006746	Ag007G583950	El002G113540
OG0006747	Ag004G307270	El002G090220
OG0006748	Ag003G250180	El003G160590
OG0006749	Ag007G584100	El002G113340
OG0006750	Ag007G584370	El002G129060
OG0006751	Ag007G584020	El002G113410
OG0006752	Ag008G710910	El005G278500
OG0006753	Ag007G583040	El002G114320
OG0006754	Ag005G471280, Ag007G582450	El002G114970
OG0006755	Ag007G582430	El002G114990
OG0006756	Ag007G582390	El002G115050
OG0006757	Ag007G582200	El002G115240
OG0006758	Ag007G581620	El002G115790
OG0006759	Ag007G581030	El002G116190
OG0006760	Ag007G580760	El002G116580
OG0006761	Ag007G580610	El002G116770
OG0006762	Ag007G580240, Ag007G580210, Ag007G580200	El002G117370
OG0006763	Ag007G579800	El002G117640
OG0006764	Ag003G286180	El003G146530
OG0006765	Ag003G288360	El003G145950
OG0006766	Ag003G289000	El003G145600
OG0006767	Ag003G289270	El003G145460
OG0006768	Ag003G290330, Ag003G290340	El003G145040
OG0006769	Ag003G290700	El003G144960
OG0006770	Ag003G291640	El003G144580
OG0006771	Ag003G291570	El003G144630
OG0006772	Ag003G214090, Ag003G292280	El003G144220
OG0006773	Ag006G523190	El006G319600
OG0006773	Ag003G292530, Ag003G292270, Ag003G217510	El001G048120
OG0006774	Ag006G522490	El006G320220
OG0006775	Ag004G389060, Ag004G394010, Ag006G520790	El006G321390
OG0006776	Ag003G296220	El003G142350
OG0006777	Ag003G296650	El003G142080
OG0006778	Ag003G296870	El003G141910
OG0006779	Ag001G021300	El002G133210
OG0006780	Ag007G647080	El003G187460
OG0006781	Ag002G163610	El006G295630
OG0006782	Ag002G151400, Ag009G736280	El001G010560
OG0006783	Ag006G531820	El002G127490
OG0006785	Ag003G276730, Ag003G277790	El006G298030
OG0006786	Ag007G584410, Ag003G233780, Ag004G379840, Ag002G157680	El007G357990
OG0006787	Ag002G157560	El007G357770, El007G357900, El007G357860, El007G357890
OG0006788	Ag001G092520	El007G356960
OG0006789	Ag005G488470, Ag003G241120	El005G237130
OG0006791	Ag002G146200	El001G007710
OG0006792	Ag002G145210	El001G007390
OG0006793	Ag002G145100	El001G007290
OG0006794	Ag002G145030	El001G007230
OG0006795	Ag002G143300	El001G007090
OG0006796	Ag002G144050, Ag002G144560	El001G006750
OG0006797	Ag002G140220	El001G005560, El001G006150
OG0006798	Ag002G138450, Ag002G137610	El001G005200
OG0006799	Ag002G128720	El001G004360
OG0006800	Ag002G127730	El007G360750
OG0006801	Ag002G126820	El007G361070
OG0006802	Ag003G252360	El003G156550
OG0006803	Ag002G110140, Ag002G106520	El007G364090
OG0006804	Ag002G108200, Ag002G111670	El007G364660
OG0006805	Ag002G117840	El007G365470, El007G365510, El007G365490
OG0006806	Ag002G119210	El007G365640
OG0006807	Ag002G120010	El007G365680
OG0006808	Ag002G120170	El007G365750
OG0006809	Ag002G120350	El007G365850
OG0006810	Ag002G115290, Ag002G121080	El007G366170
OG0006811	Ag002G174910	El006G292280
OG0006812	Ag002G123530	El007G366780
OG0006813	Ag002G123660	El007G366930
OG0006814	Ag005G410160	El005G277050
OG0006815	Ag005G426500	El005G269340
OG0006816	Ag005G427480	El005G268620
OG0006817	Ag005G428580	El005G268130
OG0006818	Ag001G039130	El003G178110
OG0006819	Ag001G037720	El003G175890
OG0006820	Ag005G436700	El005G262650
OG0006821	Ag001G035460	El003G174340
OG0006822	Ag001G035140	El003G174220, El003G173430
OG0006823	Ag001G033810	El003G172970
OG0006825	Ag007G629650, Ag005G468960, Ag004G309360	El003G172610
OG0006826	Ag007G654340	El003G191780
OG0006827	Ag007G654890	El003G191890
OG0006828	Ag007G657600	El003G193610
OG0006829	Ag007G657750	El003G193630
OG0006830	Ag002G206710	El006G279710
OG0006831	Ag002G206640	El006G279750
OG0006832	Ag001G038650	El002G121140
OG0006833	Ag002G205820	El006G280410
OG0006834	Ag004G317510, Ag002G160720	El006G296770
OG0006835	Ag002G204290	El006G281090
OG0006836	Ag002G203920	El006G281230
OG0006837	Ag002G203400	El006G281670
OG0006838	Ag002G203280	El006G281770
OG0006839	Ag002G202870, Ag002G186780	El006G282080
OG0006840	Ag002G202800	El006G282130
OG0006841	Ag002G202630	El006G282460, El008G369370
OG0006842	Ag002G202160	El006G282660
OG0006843	Ag002G202130	El006G282710
OG0006845	Ag002G200510	El006G283820
OG0006846	Ag002G196880	El006G285520
OG0006847	Ag002G196520	El006G285740
OG0006848	Ag002G195580	El006G286140
OG0006850	Ag005G465080, Ag002G193970	El006G286700, El006G316130
OG0006851	Ag002G193410	El006G286870
OG0006852	Ag002G192230	El006G287480
OG0006853	Ag002G190800	El006G287940
OG0006854	Ag006G492750	El001G081000
OG0006855	Ag006G492990	El001G080820
OG0006856	Ag006G493050	El001G080670
OG0006857	Ag006G493040	El001G080660
OG0006858	Ag006G494570	El001G079900
OG0006859	Ag006G494770	El001G079800
OG0006860	Ag006G494990	El001G079660
OG0006861	Ag006G495290	El001G079550
OG0006862	Ag006G496780	El001G078770
OG0006863	Ag006G496830, Ag001G060110	El001G078730
OG0006864	Ag007G582750	El002G114580
OG0006865	Ag008G719250	El001G060490
OG0006866	Ag008G718950, Ag008G718960	El001G060270
OG0006867	Ag008G718720	El001G060180
OG0006868	Ag008G718260	El001G059950
OG0006869	Ag008G718060	El001G059830
OG0006870	Ag008G717050	El001G059210
OG0006871	Ag008G716830	El001G059150
OG0006872	Ag008G716660	El001G059060
OG0006873	Ag008G716280	El001G058690
OG0006874	Ag008G716070	El001G058490
OG0006875	Ag008G713280	El001G057270
OG0006876	Ag008G712590	El007G330280
OG0006877	Ag008G711590	El007G330600
OG0006878	Ag008G710480	El007G330980
OG0006879	Ag008G710030	El007G331160
OG0006880	Ag008G729090	El007G327420
OG0006881	Ag008G730230	El007G326770
OG0006882	Ag008G730240	El007G326760
OG0006883	Ag008G730580	El007G326540
OG0006884	Ag008G730740	El007G326410
OG0006885	Ag008G730950	El007G326240
OG0006886	Ag007G578430, Ag003G232250	El007G326160
OG0006887	Ag008G731240	El007G325970
OG0006888	Ag008G731250	El007G325960
OG0006889	Ag008G731820	El007G325590
OG0006890	Ag008G732000	El004G212220, El007G325380
OG0006891	Ag008G732230	El007G325280
OG0006892	Ag008G732410	El007G325190
OG0006893	Ag008G732820	El007G324800
OG0006894	Ag008G733090	El007G324610
OG0006895	Ag008G734070	El007G323830, El008G369050
OG0006896	Ag008G734100	El007G323800, El002G126070
OG0006897	Ag008G734270	El007G323680
OG0006898	Ag004G354270	El004G218680
OG0006899	Ag001G099690	El007G322440
OG0006900	Ag001G099580	El001G063690
OG0006901	Ag001G099550	El002G129380, El007G322370
OG0006902	Ag006G518880	El001G000060
OG0006903	Ag006G519720, Ag004G316050, Ag004G339080, Ag004G339110, Ag006G515050	El001G000320
OG0006904	Ag006G516930	El001G000790
OG0006905	Ag006G517300	El001G000560
OG0006906	Ag006G515760	El001G001150
OG0006907	Ag006G514970	El001G001480
OG0006908	Ag004G298750	El002G083760
OG0006909	Ag006G512260	El001G002540, El001G002590, El001G002410, El001G002470
OG0006910	Ag007G599490	El001G003550
OG0006911	Ag007G599420	El001G003660
OG0006912	Ag007G599250	El001G003780
OG0006913	Ag007G599050	El001G003980
OG0006914	Ag004G301460	El002G085540
OG0006915	Ag007G587040	El007G359920
OG0006916	Ag007G587090	El007G359860
OG0006917	Ag007G587250	El007G359750
OG0006918	Ag007G588210	El006G298590
OG0006919	Ag007G588570	El006G298950
OG0006920	Ag007G589220	El006G300030
OG0006921	Ag007G589040	El006G299410
OG0006922	Ag007G588990, Ag007G588980	El006G299350
OG0006924	Ag007G588780	El006G299190
OG0006925	Ag007G589660	El006G299610
OG0006926	Ag007G589560	El006G299750
OG0006927	Ag007G589840	El006G300070
OG0006928	Ag007G589980	El006G300230
OG0006929	Ag007G590570	El006G300530
OG0006930	Ag007G590590	El006G300550
OG0006931	Ag007G590930	El006G300790
OG0006932	Ag007G591790	El006G301530
OG0006933	Ag007G592130, Ag003G227400	El006G301920
OG0006934	Ag007G592350	El006G302150
OG0006935	Ag007G592590	El006G302340
OG0006936	Ag004G306080	El002G089350
OG0006937	Ag007G592890	El006G302670
OG0006938	Ag007G593370	El006G302790
OG0006939	Ag007G593780	El006G303200
OG0006940	Ag007G594790	El006G304200
OG0006941	Ag007G595000	El006G304420
OG0006942	Ag007G595190	El006G304730
OG0006943	Ag007G595530	El006G305010
OG0006944	Ag007G595800	El006G305290
OG0006945	Ag007G597750	El006G308370
OG0006946	Ag007G597660	El006G308190
OG0006947	Ag007G597490, Ag003G236270	El006G308050
OG0006948	Ag007G597100	El006G307270
OG0006949	Ag007G596970	El006G306720
OG0006950	Ag006G525760	El006G312830
OG0006951	Ag003G277730	El006G313390
OG0006952	Ag006G563520	El006G313650
OG0006953	Ag005G490580, Ag005G403030	El005G235710
OG0006954	Ag006G531010	El003G158070
OG0006955	Ag003G250960	El003G157410
OG0006956	Ag005G490460	El005G235840
OG0006957	Ag005G490230	El005G236070
OG0006958	Ag005G490190	El005G236100
OG0006959	Ag005G489940	El005G236300
OG0006960	Ag005G489120	El005G236750
OG0006961	Ag005G489010	El005G236900
OG0006962	Ag005G488490	El005G237110
OG0006963	Ag005G488260	El005G237260
OG0006964	Ag005G488150	El005G237340
OG0006965	Ag005G487040	El005G237990
OG0006966	Ag005G486900	El005G238140
OG0006967	Ag005G486670	El005G238290
OG0006968	Ag005G486170	El005G238600, El003G179570
OG0006969	Ag003G218660, Ag005G485800	El005G238880
OG0006970	Ag005G485650	El005G238990
OG0006971	Ag005G485450	El005G239160
OG0006972	Ag005G484920	El005G239560
OG0006973	Ag005G484710	El005G239720
OG0006974	Ag005G484030	El005G240220
OG0006975	Ag005G483500	El005G240410
OG0006976	Ag005G482410	El005G241080
OG0006977	Ag005G482400	El005G241090
OG0006978	Ag005G482300	El005G241210
OG0006979	Ag005G481970	El005G241410
OG0006980	Ag005G481920	El005G241450
OG0006981	Ag007G630430	El001G062150
OG0006982	Ag005G480820	El005G242080
OG0006983	Ag005G480800	El005G242100
OG0006984	Ag005G480550	El005G242290
OG0006985	Ag005G480360	El005G242430
OG0006986	Ag005G479730	El005G242700
OG0006987	Ag005G479230	El005G243250
OG0006988	Ag005G478240	El005G244120
OG0006989	Ag002G185690	El006G289400
OG0006990	Ag002G185130	El006G289550
OG0006991	Ag002G184810	El006G289690
OG0006992	Ag002G183940	El006G289990
OG0006993	Ag002G183210	El006G290060
OG0006994	Ag002G182050	El006G290240
OG0006995	Ag002G180600	El006G290700
OG0006996	Ag002G181000	El006G290580, El006G290590
OG0006997	Ag002G178260	El006G291280
OG0006998	Ag002G178090	El006G291340
OG0006999	Ag002G177970	El006G291380
OG0007000	Ag002G177960	El008G368950, El006G291390
OG0007001	Ag002G164870	El006G295080
OG0007002	Ag002G164900	El005G243050, El006G295050
OG0007004	Ag002G165890	El006G294780
OG0007005	Ag002G166120	El006G294660
OG0007006	Ag002G166600	El006G294580
OG0007007	Ag007G620120, Ag002G167240	El006G294300
OG0007008	Ag002G171070	El006G293420
OG0007009	Ag002G171520	El006G293220
OG0007010	Ag002G171760	El006G293140
OG0007011	Ag002G171900	El006G293090
OG0007012	Ag002G172040	El006G292990
OG0007013	Ag002G174600	El006G292390
OG0007014	Ag002G175670	El006G291950
OG0007015	Ag002G176850, Ag002G176860, Ag002G176870	El006G291690
OG0007016	Ag004G323930	El002G099900, El006G290980, El002G099910
OG0007017	Ag004G324050, Ag003G209610	El004G233700
OG0007018	Ag004G324870	El008G369740, El002G100320
OG0007020	Ag004G325620	El002G100840
OG0007021	Ag004G325690	El002G100890
OG0007022	Ag004G326340	El002G101190
OG0007023	Ag003G239990	El004G224350
OG0007024	Ag004G327940	El002G101760
OG0007025	Ag004G328010	El001G023230, El003G181780, El002G101820
OG0007026	Ag004G328590	El002G101980
OG0007027	Ag004G328760	El002G102080
OG0007028	Ag004G330290	El002G102790
OG0007029	Ag004G331550	El002G103220
OG0007030	Ag004G331560	El002G103230
OG0007031	Ag004G331930	El002G103490
OG0007032	Ag004G331940	El002G103500
OG0007033	Ag004G332340	El002G103850, El002G103840
OG0007034	Ag004G332530	El002G103990, El037G374520
OG0007035	Ag004G334670	El002G105020
OG0007036	Ag004G335330, Ag001G074380	El003G192280, El002G105250
OG0007037	Ag004G336790	El002G105850
OG0007038	Ag004G338020	El002G106350
OG0007039	Ag004G338110	El002G106400, El004G203550
OG0007040	Ag004G338480	El002G106540
OG0007041	Ag004G338550	El002G106600
OG0007042	Ag004G342080	El004G223650
OG0007043	Ag003G242190	El002G108760
OG0007044	Ag007G633110	El002G109180, El002G109190
OG0007046	Ag003G243380	El002G109470, El002G109680
OG0007047	Ag003G247460	El002G111910
OG0007050	Ag008G665730	El003G160460
OG0007051	Ag006G529720	El003G160160
OG0007052	Ag007G598330	El003G160040
OG0007053	Ag008G680390	El007G342250
OG0007054	Ag003G252460	El003G156490
OG0007055	Ag006G527690	El006G316930
OG0007056	Ag006G524090	El006G318380
OG0007057	Ag002G174950	El006G292260
OG0007059	Ag006G522540	El006G320150
OG0007060	Ag006G518180	El006G321650
OG0007062	Ag004G320940, Ag004G320970	El002G098560
OG0007063	Ag004G319920, Ag004G319900	El002G098120
OG0007064	Ag004G319180	El002G097540
OG0007065	Ag004G317540	El002G096810
OG0007066	Ag004G317190	El002G096590
OG0007067	Ag004G317090	El002G096530
OG0007068	Ag004G315860	El002G095920
