Orthogroup	Alyssum_gmelinii	Cochlearia_excelsa
OG0008475	Ag008G684280	g896
OG0008476	Ag008G704550	g39289
OG0008477	Ag008G714140	g28864
OG0008478	Ag008G721260	g582
OG0008479	Ag008G727650	g9859
OG0008480	Ag008G733690	g119
OG0008504	Ag003G253790	g23566
OG0008505	Ag003G254910	g23537
OG0008506	Ag003G255630	g47683
OG0008507	Ag003G256070	g23512
OG0008508	Ag003G256220	g17016
OG0008509	Ag003G259190	g47716
OG0008510	Ag003G259350	g47717
OG0008511	Ag003G259440	g23453
OG0008512	Ag003G259700	g23448
OG0008513	Ag003G260300	g47726
OG0008514	Ag003G261380	g23422
OG0008515	Ag003G261860	g16985, g23414
OG0008516	Ag003G266670, Ag003G265840	g23398
OG0008517	Ag003G265570, Ag003G266380	g47746
OG0008518	Ag008G719030	g671
OG0008519	Ag003G266830	g23376
OG0008520	Ag003G266860	g23374
OG0008521	Ag003G268860	g23329
OG0008522	Ag003G269820	g16949
OG0008523	Ag003G270910	g47790
OG0008524	Ag003G271420	g47795
OG0008525	Ag003G271620	g47796
OG0008526	Ag003G273180	g16932
OG0008527	Ag003G279740	g16930, g23278
OG0008528	Ag003G279610	g16926
OG0008529	Ag003G278500	g23249
OG0008530	Ag003G277660, Ag003G277650	g23219
OG0008531	Ag003G277760	g23234
OG0008532	Ag003G277680	g47827
OG0008533	Ag003G276740	g23200
OG0008534	Ag003G278260	g47820
OG0008535	Ag003G276580	g23191
OG0008536	Ag003G276570	g23190
OG0008537	Ag003G276530	g23189
OG0008538	Ag003G276430	g23183
OG0008540	Ag003G281140, Ag003G281160	g47874
OG0008541	Ag003G273510	g47865
OG0008542	Ag003G273900	g18186
OG0008543	Ag003G281660	g23095
OG0008544	Ag003G281900	g18208
OG0008545	Ag003G282090	g23077
OG0008546	Ag003G282620	g23059
OG0008547	Ag003G283010	g47900
OG0008548	Ag007G579360	g32523, g27749
OG0008549	Ag007G578890	g32534
OG0008550	Ag007G578790	g32540
OG0008551	Ag007G578640	g32549
OG0008553	Ag007G578160	g32614
OG0008554	Ag001G101240	g24298
OG0008555	Ag001G101330	g47194
OG0008556	Ag001G101730	g24325, g17565
OG0008557	Ag004G315390	g27187
OG0008558	Ag004G364900, Ag004G365460	g43893
OG0008559	Ag004G365480, Ag004G364940	g41134
OG0008560	Ag004G366590	g41112
OG0008562	Ag004G368020	g44031
OG0008563	Ag004G310800	g31224
OG0008564	Ag004G369010	g38259
OG0008565	Ag004G370490	g44106
OG0008566	Ag004G370680	g41032
OG0008567	Ag004G372770	g41002
OG0008568	Ag004G372630	g40999
OG0008570	Ag004G374680	g44154
OG0008571	Ag004G375170	g44167
OG0008572	Ag004G375430	g40970
OG0008573	Ag004G376530	g44180
OG0008574	Ag004G375720, Ag004G376760, Ag004G375710, Ag007G623930, Ag004G376780	g40952
OG0008575	Ag004G376860	g44186
OG0008576	Ag004G314290	g27164
OG0008577	Ag004G314770	g49782, g31336
OG0008578	Ag004G322690	g31578
OG0008579	Ag005G441270	g10775
OG0008580	Ag005G406700, Ag005G406690	g10762
OG0008582	Ag005G455180	g10721
OG0008583	Ag008G661260	g16701
OG0008584	Ag008G662480	g10661
OG0008585	Ag008G662980	g10653
OG0008586	Ag008G663700	g1563
OG0008588	Ag008G665190	g10599
OG0008589	Ag008G665820	g10588
OG0008590	Ag008G666700	g10567
OG0008591	Ag008G667150	g10555
OG0008592	Ag008G667800	g10541
OG0008593	Ag008G667820	g1601
OG0008594	Ag008G668700	g10516
OG0008595	Ag008G668990	g10505
OG0008596	Ag008G669090	g10498
OG0008597	Ag008G671130	g10459
OG0008598	Ag008G671210	g10458
OG0008599	Ag006G513330	g10417
OG0008600	Ag008G672310	g10415
OG0008603	Ag008G679240, Ag008G682460	g10397
OG0008604	Ag007G608060	g10356
OG0008605	Ag006G573590	g10354
OG0008606	Ag004G359520	g45004
OG0008607	Ag004G304810, Ag007G636090	g45030
OG0008610	Ag004G401990	g44262
OG0008611	Ag004G401850	g40739
OG0008612	Ag004G400260	g40768
OG0008613	Ag004G400190	g40775
OG0008614	Ag004G397050	g40818
OG0008615	Ag004G390680, Ag004G395410	g40808
OG0008616	Ag004G389700, Ag004G394770	g40801
OG0008617	Ag006G519370, Ag004G386020	g44248
OG0008618	Ag004G386030, Ag006G519360	g40846
OG0008619	Ag004G382290	g40863
OG0008620	Ag004G380560	g40890, g44232
OG0008621	Ag005G470870	g12272
OG0008622	Ag008G702760	g39304
OG0008624	Ag002G188730	g38151
OG0008625	Ag002G189250	g51972
OG0008626	Ag005G477680	g12402
OG0008627	Ag006G496060	g5720
OG0008628	Ag005G475810	g13073
OG0008629	Ag005G474740	g7418
OG0008630	Ag005G474440	g12348
OG0008631	Ag005G474190	g7402
OG0008632	Ag005G472910	g7377
OG0008633	Ag005G472740	g12319
OG0008634	Ag005G472100, Ag005G471990	g7347
OG0008635	Ag005G472020	g13130
OG0008636	Ag005G471970, Ag005G472010	g7342
OG0008637	Ag005G471600	g12292
OG0008638	Ag005G471330	g13139
OG0008640	Ag001G041000	g26831
OG0008641	Ag001G044820, Ag001G047610	g28260
OG0008643	Ag008G675520	g1364
OG0008644	Ag008G677360	g1362, g28300
OG0008645	Ag004G301340, Ag008G664640, Ag002G163030	g28304
OG0008646	Ag008G680250	g41193, g41175
OG0008647	Ag008G680750	g28350
OG0008648	Ag008G683450	g28385, g888
OG0008650	Ag008G683070	g907
OG0008651	Ag008G684890	g901
OG0008652	Ag008G684830	g41254
OG0008653	Ag008G686530	g28425, g922
OG0008654	Ag008G686630	g28426, g41291
OG0008655	Ag008G686990	g28432
OG0008657	Ag008G688320, Ag008G690090	g28455
OG0008658	Ag008G687540	g28441, g930
OG0008659	Ag008G689910, Ag008G688580	g948
OG0008660	Ag008G689610, Ag008G688820	g28471
OG0008661	Ag008G689140, Ag008G689420	g955
OG0008662	Ag008G694290	g28497
OG0008663	Ag008G694850	g28507, g997
OG0008664	Ag008G694940	g28510
OG0008665	Ag008G695750	g39369, g28515
OG0008666	Ag008G696070	g28523
OG0008667	Ag008G696120	g1024
OG0008668	Ag008G697680	g28542, g39357
OG0008669	Ag008G698620	g28555
OG0008670	Ag008G698640	g1068
OG0008671	Ag008G699680	g28558
OG0008672	Ag008G699950	g39338
OG0008673	Ag008G700030	g1083
OG0008674	Ag008G700870	g28592
OG0008675	Ag008G701440	g28609
OG0008676	Ag008G701880	g28622
OG0008677	Ag008G702320	g28632
OG0008678	Ag008G703890	g1118
OG0008679	Ag008G704570	g28666
OG0008680	Ag008G705120	g28680
OG0008681	Ag008G705130	g28681
OG0008682	Ag007G644200	g10306
OG0008683	Ag007G644550	g10301
OG0008684	Ag007G644670	g10300
OG0008685	Ag007G611470	g29362, g5282
OG0008686	Ag007G611400	g29364
OG0008687	Ag007G610450	g29378
OG0008688	Ag007G610360	g29374
OG0008689	Ag007G610300	g45609
OG0008690	Ag007G610220	g5295
OG0008691	Ag007G609420	g45593, g5313
OG0008692	Ag007G609400	g45592
OG0008693	Ag007G609160	g45587
OG0008694	Ag007G608560	g5335, g29418
OG0008695	Ag007G608320	g5344
OG0008696	Ag001G091020, Ag005G489340, Ag001G091090, Ag007G608180	g5347
OG0008697	Ag007G608020	g29426, g32427
OG0008698	Ag007G607160	g5377
OG0008699	Ag007G605610	g29483, g5403
OG0008700	Ag007G604950	g45540
OG0008701	Ag007G604680	g45534
OG0008702	Ag007G604310	g5426, g29513
OG0008703	Ag007G603450	g29540
OG0008704	Ag007G602970	g29550
OG0008705	Ag007G602670	g29554
OG0008706	Ag007G602170	g29566
OG0008708	Ag007G601640	g29574
OG0008709	Ag007G601260	g5500
OG0008710	Ag007G600890	g5509
OG0008711	Ag007G600550	g5526
OG0008712	Ag007G600520	g5531
OG0008713	Ag007G600290	g29607
OG0008714	Ag007G599900	g29621
OG0008715	Ag006G577810	g24286
OG0008716	Ag006G577230	g24244, g47226
OG0008717	Ag006G577180	g47235
OG0008718	Ag006G576990	g24235
OG0008719	Ag006G576900	g47239, g17520
OG0008720	Ag006G576880	g24233, g17519
OG0008721	Ag006G576470	g24230
OG0008724	Ag002G104070	g10982
OG0008725	Ag006G572020	g24151
OG0008726	Ag006G571880	g47302
OG0008727	Ag006G571200	g17428, g24129
OG0008728	Ag006G570890	g24124
OG0008729	Ag006G570700	g17409
OG0008730	Ag006G559300	g47328
OG0008731	Ag006G559360	g24075
OG0008732	Ag006G559880	g24068
OG0008733	Ag006G561500	g24053
OG0008734	Ag006G563350	g47358
OG0008735	Ag006G564070, Ag005G404420	g47368, g17363
OG0008736	Ag006G565220	g24008
OG0008738	Ag006G552120, Ag008G705610, Ag005G409050	g47430
OG0008739	Ag002G143090	g40401
OG0008740	Ag006G551410	g47434
OG0008741	Ag006G550910	g17275
OG0008742	Ag006G550360	g23922
OG0008743	Ag006G550270	g17272
OG0008744	Ag006G547510, Ag006G549620	g47452
OG0008745	Ag006G548200, Ag006G546470	g23893, g47459
OG0008746	Ag004G345020	g44697
OG0008747	Ag006G544450, Ag006G543120	g17249
OG0008748	Ag002G147960	g40307, g25782
OG0008749	Ag006G539880, Ag006G537400	g32680
OG0008750	Ag006G539190, Ag006G536620	g32738
OG0008751	Ag006G538820, Ag006G536310	g27810
OG0008752	Ag006G536130	g50753, g32767
OG0008753	Ag006G535700	g32851
OG0008754	Ag006G535110	g32993
OG0008755	Ag006G532520	g35950, g53898
OG0008756	Ag002G203200	g28144
OG0008757	Ag007G584730	g32291, g50420
OG0008758	Ag007G584530	g36186
OG0008759	Ag007G583930	g32305
OG0008760	Ag007G583390	g50460
OG0008761	Ag003G236480	g44572
OG0008762	Ag007G582310	g50503
OG0008763	Ag007G582260	g32392
OG0008764	Ag007G581640	g27689
OG0008765	Ag007G580290	g50552
OG0008766	Ag007G579930	g50565
OG0008767	Ag007G579810	g32502
OG0008768	Ag007G579720	g50569
OG0008769	Ag003G286380	g47932
OG0008770	Ag003G286570	g22974
OG0008771	Ag003G287360, Ag003G287700, Ag003G287710	g22960
OG0008772	Ag003G288830	g22922
OG0008773	Ag003G289310	g22904
OG0008774	Ag003G289970	g22878
OG0008775	Ag003G290390	g22869
OG0008776	Ag003G290720	g22855
OG0008777	Ag003G290830	g22851
OG0008778	Ag003G292150	g22806
OG0008779	Ag003G292170	g22803
OG0008780	Ag003G292660	g22789
OG0008781	Ag003G292860	g22780
OG0008782	Ag003G292880	g22778, g22777
OG0008783	Ag003G293490	g22743
OG0008784	Ag003G295140	g18304, g38522
OG0008785	Ag003G252450	g23619
OG0008787	Ag007G644990	g46839
OG0008788	Ag007G646550	g46758
OG0008789	Ag002G197380	g37509
OG0008790	Ag007G648130	g16905
OG0008791	Ag007G579730	g32509
OG0008792	Ag006G501130, Ag006G501140, Ag006G501120	g29720
OG0008793	Ag007G578490	g32578
OG0008794	Ag002G164330	g51536
OG0008795	Ag002G156090	g40264
OG0008796	Ag002G159680	g51406
OG0008798	Ag002G157820	g37048
OG0008800	Ag002G202240	g52273, g37625
OG0008801	Ag005G465980	g18465, g18424
OG0008802	Ag002G147920	g40308
OG0008803	Ag004G341360	g40354
OG0008804	Ag002G143770	g45142
OG0008805	Ag002G144840	g40399, g25668
OG0008806	Ag002G142680	g25602
OG0008807	Ag002G142450	g25604
OG0008809	Ag002G138390, Ag002G137720	g25580
OG0008810	Ag002G131390	g40464
OG0008811	Ag002G129640	g25542
OG0008812	Ag002G127050	g40493
OG0008813	Ag002G126810	g40495
OG0008814	Ag002G124940	g11033
OG0008815	Ag002G102590	g40531
OG0008816	Ag002G103800	g40555
OG0008817	Ag002G110150, Ag002G106580	g10966
OG0008818	Ag002G110620, Ag002G107120	g40588
OG0008819	Ag002G120000	g10922
OG0008820	Ag002G120090	g40647
OG0008821	Ag002G115530, Ag002G120830	g10906
OG0008822	Ag002G123610	g40721, g10844
OG0008823	Ag002G123620	g40722
OG0008824	Ag001G042880	g46871, g25206
OG0008825	Ag001G043200	g46946
OG0008826	Ag001G043780, Ag001G045830	g24752, g24757
OG0008827	Ag001G039380, Ag001G043920	g46652
OG0008828	Ag001G038870	g46995
OG0008829	Ag005G430930, Ag005G429900	g13490
OG0008830	Ag001G037450	g24562
OG0008832	Ag001G036890	g24534
OG0008833	Ag001G035540	g47075
OG0008834	Ag001G034370	g17684
OG0008835	Ag001G034280	g24471
OG0008836	Ag001G033700	g36165, g14875, g52876, g43248, g47105
OG0008837	Ag001G033550	g47106
OG0008838	Ag007G651230	g16849
OG0008839	Ag002G177840	g46655
OG0008840	Ag007G653830	g46664
OG0008841	Ag007G655710	g16802
OG0008842	Ag007G655670	g46651, g16804
OG0008843	Ag007G656460	g16779, g16781
OG0008844	Ag006G555220	g46626
OG0008845	Ag007G657560	g46622
OG0008846	Ag002G206620	g5965
OG0008847	Ag002G206540	g37766
OG0008848	Ag002G206500	g37764
OG0008849	Ag002G204110	g37686
OG0008850	Ag002G203800	g50790
OG0008851	Ag002G203630	g50783
OG0008852	Ag002G203010	g52296
OG0008853	Ag002G202930	g52295
OG0008854	Ag002G202380	g37627
OG0008855	Ag002G201660	g37610
OG0008856	Ag002G201350	g37591
OG0008857	Ag002G201150	g37586
OG0008858	Ag002G200980	g52241
OG0008859	Ag001G092470	g1930
OG0008860	Ag002G198820	g38226
OG0008861	Ag002G198620	g52158
OG0008862	Ag002G198580	g52151, g52149
OG0008863	Ag002G198570	g52148
OG0008864	Ag002G198180	g37523
OG0008865	Ag002G196820	g37496
OG0008866	Ag002G196250	g52094
OG0008867	Ag001G089650	g18909
OG0008868	Ag002G194960, Ag003G251900	g52077
OG0008869	Ag002G193980	g37446
OG0008870	Ag002G193720	g38183
OG0008871	Ag002G193570	g37443
OG0008872	Ag007G607920, Ag007G607960, Ag007G607910, Ag007G607930	g5361
OG0008873	Ag002G191960	g52010
OG0008874	Ag002G192550	g37402
OG0008875	Ag002G190980	g51995
OG0008876	Ag002G190830	g37391
OG0008877	Ag006G491690	g45289
OG0008878	Ag006G491940, Ag004G387600	g45294
OG0008879	Ag006G491990	g5814
OG0008880	Ag006G492290	g5807
OG0008881	Ag006G493080	g5788
OG0008882	Ag006G493810	g29847
OG0008883	Ag006G494790	g5752
OG0008884	Ag006G496170	g29831
OG0008885	Ag006G496580	g5717
OG0008886	Ag006G496820	g29809
OG0008887	Ag006G497410	g5698
OG0008888	Ag008G719520	g29112
OG0008889	Ag008G719310	g656, g29127
OG0008890	Ag008G719380	g653, g28980
OG0008891	Ag008G719170	g28975
OG0008892	Ag008G718320	g704
OG0008893	Ag008G718300	g705
OG0008894	Ag008G719150	g664
OG0008895	Ag008G717770	g41401, g28929
OG0008896	Ag008G724730	g448
OG0008897	Ag008G716770	g28909
OG0008898	Ag008G716690	g743
OG0008899	Ag008G716420	g41371, g28901
OG0008900	Ag008G716350	g763
OG0008901	Ag008G716300	g28897
OG0008902	Ag008G716160	g770
OG0008903	Ag008G715110	g28873
OG0008904	Ag008G715040	g28871
OG0008905	Ag004G342670, Ag008G713990	g816
OG0008906	Ag008G713010	g41333
OG0008907	Ag008G712730	g831
OG0008908	Ag008G711400	g28805
OG0008909	Ag008G730330	g266
OG0008911	Ag008G710450	g28783
OG0008912	Ag008G709970	g41303
OG0008913	Ag008G710020	g28763
OG0008914	Ag008G709860	g28761
OG0008915	Ag008G707760	g39245
OG0008916	Ag008G707680	g1245, g39248
OG0008917	Ag008G709180	g28746
OG0008918	Ag008G708140	g1257
OG0008919	Ag008G707480	g1240
OG0008920	Ag008G707120	g1236
OG0008921	Ag008G707050	g1232
OG0008922	Ag008G730220	g274
OG0008923	Ag008G730270	g9799, g270
OG0008924	Ag004G308220	g49612
OG0008925	Ag008G730480	g9796
OG0008927	Ag008G731060	g9770, g240
OG0008928	Ag008G731570	g9753
OG0008929	Ag008G731800	g9746
OG0008930	Ag008G732240	g197, g18663
OG0008931	Ag008G732440, Ag008G698380	g177
OG0008932	Ag008G732490	g9724
OG0008933	Ag008G733770	g117, g9687
OG0008934	Ag008G733990	g107
OG0008935	Ag008G734180	g88
OG0008936	Ag008G734390	g9669
OG0008937	Ag008G734780	g9660
OG0008938	Ag008G734980	g9644
OG0008939	Ag008G735000, Ag004G318200	g19653
OG0008940	Ag001G100120	g19647, g38
OG0008941	Ag001G099930	g19644
OG0008942	Ag001G099860	g27
OG0008944	Ag001G099540	g11353
OG0008945	Ag001G099350	g14, g9626
OG0008947	Ag006G516960	g45269
OG0008948	Ag004G297750	g26863
OG0008949	Ag006G497340	g25358
OG0008950	Ag006G519910	g25351
OG0008951	Ag006G519850	g39452
OG0008952	Ag006G516460	g45255
OG0008953	Ag006G515380	g45263
OG0008954	Ag006G514890	g39492
OG0008955	Ag006G512580	g39536, g25449
OG0008956	Ag006G512250	g39540
OG0008957	Ag006G511610	g39555
OG0008958	Ag006G497780, Ag006G509550	g39605
OG0008959	Ag006G508570	g39611
OG0008960	Ag007G599260	g25496
OG0008961	Ag007G599240	g39634
OG0008962	Ag007G588220	g51348
OG0008963	Ag007G587240	g39704
OG0008964	Ag007G587260	g39706
OG0008965	Ag007G587630	g46869
OG0008966	Ag007G587700	g39723, g11107
OG0008967	Ag007G588280	g51341, g39748
OG0008968	Ag007G588490	g51335
OG0008969	Ag007G588400	g39750
OG0008970	Ag007G617030, Ag007G588790	g39767
OG0008971	Ag007G588720	g51321
OG0008973	Ag006G518260, Ag007G589700	g39807
OG0008974	Ag007G589620	g51304
OG0008975	Ag001G000020	g27970, g49271, g5
OG0008977	Ag007G591180	g51251
OG0008978	Ag007G591360	g39850
OG0008979	Ag007G591570	g39869
OG0008980	Ag007G591910	g39884, g37902
OG0008982	Ag007G592670	g51194
OG0008984	Ag007G594090	g51139
OG0008985	Ag007G594720	g40015
OG0008986	Ag007G594780	g51120
OG0008987	Ag007G594960	g37849
OG0008988	Ag007G594990	g40003
OG0008989	Ag007G595350	g37845, g39981
OG0008990	Ag007G595420	g51090
OG0008991	Ag007G595810	g40038
OG0008992	Ag007G595920	g40048
OG0008993	Ag007G596130	g53382
OG0008994	Ag007G596660, Ag007G596670	g40089
OG0008995	Ag007G596680	g40090
OG0008996	Ag007G597270	g40125
OG0008997	Ag007G597120	g40119, g53543
OG0008998	Ag007G597060	g40115
OG0008999	Ag007G596930	g40102
OG0009001	Ag006G527370	g38272
OG0009002	Ag006G527800	g51068
OG0009003	Ag006G508460	g36847
OG0009004	Ag003G251740	g23632
OG0009005	Ag003G251690	g17086
OG0009006	Ag003G251070	g23658
OG0009007	Ag001G100290	g49985
OG0009008	Ag001G100320	g7929
OG0009009	Ag001G100330	g7930
OG0009010	Ag001G100660	g7942
OG0009011	Ag001G100640	g7941
OG0009012	Ag001G100760	g7946
OG0009013	Ag003G248680	g23704
OG0009014	Ag003G250980	g47613
OG0009015	Ag005G480700	g47605
OG0009016	Ag005G490240	g7914
OG0009017	Ag005G489920	g7896
OG0009018	Ag005G489150	g7866
OG0009019	Ag005G489100	g7862
OG0009020	Ag005G488500	g7852
OG0009021	Ag005G488390	g7842
OG0009022	Ag005G488140	g12662
OG0009023	Ag005G488060	g7833
OG0009024	Ag005G488050	g7832
OG0009025	Ag005G487600, Ag005G487620	g12635
OG0009026	Ag005G486980	g12780
OG0009027	Ag005G486250	g7797, g12801
OG0009028	Ag005G486150	g7793
OG0009029	Ag005G486120	g7792
OG0009030	Ag005G485770	g7781
OG0009031	Ag005G485560	g7772, g7763
OG0009032	Ag005G485280	g7749
OG0009033	Ag005G485190	g12592
OG0009034	Ag005G485140	g12591
OG0009035	Ag005G484810	g12582
OG0009036	Ag005G484340	g12844
OG0009037	Ag005G484210	g7714
OG0009038	Ag005G483180	g12875
OG0009039	Ag004G340650, Ag005G483160	g7686
OG0009041	Ag005G481910	g7656
OG0009042	Ag005G481360	g7642
OG0009043	Ag005G481180	g12935, g12482
OG0009044	Ag005G480690	g7622
OG0009045	Ag005G480440	g7610
OG0009047	Ag005G480210	g7600
OG0009048	Ag005G480170	g7597
OG0009049	Ag005G479840	g12965
OG0009050	Ag007G656650	g25028
OG0009051	Ag001G006800, Ag006G526380	g38281
OG0009052	Ag006G506880	g26908
OG0009053	Ag005G478900	g7552, g12992
OG0009054	Ag005G478850	g12420
OG0009055	Ag007G584180	g53945
OG0009056	Ag002G187380	g51915
OG0009057	Ag002G187130	g51909
OG0009058	Ag002G186690	g51886
OG0009059	Ag002G186430	g51880
OG0009060	Ag002G186290	g51468
OG0009061	Ag002G185710	g37351
OG0009062	Ag002G183080	g51800
OG0009063	Ag002G183030	g51793
OG0009064	Ag002G181840	g38128
OG0009065	Ag002G180490	g51763
OG0009066	Ag002G181460, Ag002G181470	g51774
OG0009067	Ag002G180120	g51756
OG0009068	Ag002G177940	g51737
OG0009069	Ag004G354220	g44860
OG0009070	Ag002G177850	g51735
OG0009071	Ag002G166050	g37149
OG0009072	Ag002G166130	g38028, g37156
OG0009073	Ag002G166350, Ag007G634980	g37160
OG0009075	Ag002G167360	g51587
OG0009076	Ag002G167930	g51599
OG0009077	Ag002G169650	g51613
OG0009078	Ag002G170780	g51623
OG0009079	Ag002G171830	g51634
OG0009080	Ag002G174480	g51675
OG0009081	Ag003G264530	g51676
OG0009082	Ag002G177470	g51728
OG0009083	Ag002G177460	g51727
OG0009084	Ag002G175020	g51692
OG0009085	Ag002G176760, Ag002G176770, Ag002G176810	g37278
OG0009086	Ag002G176210	g37269
OG0009087	Ag002G176060	g51714
OG0009088	Ag002G164780	g51547
OG0009089	Ag004G322750	g31585
OG0009090	Ag004G322770	g31586
OG0009091	Ag004G322950	g31596, g27302
OG0009092	Ag004G323020	g49942
OG0009093	Ag004G323130	g31610
OG0009094	Ag004G323530	g31614, g49946
OG0009095	Ag004G324330	g31628
OG0009096	Ag004G324600	g49960
OG0009097	Ag004G324950, Ag004G324960	g49970
OG0009098	Ag004G325110	g27345, g31653
OG0009099	Ag004G325200	g31654
OG0009100	Ag004G325670	g27357
OG0009101	Ag004G326500	g49994
OG0009102	Ag004G327170	g31699
OG0009103	Ag004G327350	g31702
OG0009104	Ag004G327970, Ag007G641810, Ag002G159700, Ag001G007230	g50012
OG0009105	Ag004G329440	g31754
OG0009106	Ag004G330240	g27412, g50050
OG0009107	Ag002G152870	g47579, g25029
OG0009110	Ag004G331600	g31816
OG0009111	Ag004G333230	g31889
OG0009112	Ag004G333250	g31890
OG0009113	Ag004G333840	g50126
OG0009115	Ag004G336050	g50166
OG0009116	Ag001G074770	g19162
OG0009117	Ag004G338040	g50211
OG0009118	Ag004G338410	g50225
OG0009119	Ag004G338450	g32019
OG0009121	Ag004G340250	g50251, g27528
OG0009122	Ag004G341400	g32047
OG0009123	Ag003G241880	g50291
OG0009125	Ag003G242550	g27554
OG0009127	Ag003G244210	g27580
OG0009128	Ag003G244700	g50349, g32146
OG0009130	Ag004G349340	g45791
OG0009131	Ag003G245280	g32161
OG0009132	Ag003G245640	g32170
OG0009134	Ag003G245740	g32180
OG0009137	Ag006G503120	g27616
OG0009138	Ag002G177780	g32225
OG0009139	Ag007G622450	g50398
OG0009140	Ag003G246090	g50407, g32279
OG0009141	Ag002G127290	g47500
OG0009142	Ag001G041240	g1500
OG0009143	Ag007G586780	g23833
OG0009144	Ag007G598440	g47523
OG0009145	Ag007G598580	g17188
OG0009146	Ag006G524880	g51038
OG0009149	Ag006G525430	g38340
OG0009150	Ag001G021820, Ag001G021730	g50993
OG0009151	Ag006G524820	g38391
OG0009152	Ag006G524300	g38401, g27289
OG0009153	Ag004G340430	g38411
OG0009155	Ag006G523780	g36914
OG0009156	Ag001G067020	g19308
OG0009157	Ag006G523160	g38485
OG0009159	Ag006G521890	g36955
OG0009162	Ag004G322360	g31570
OG0009163	Ag004G321540	g31551
OG0009164	Ag004G321100	g31541
OG0009165	Ag004G319850	g31508
OG0009166	Ag004G319780	g31506
OG0009167	Ag004G319480	g31486
OG0009168	Ag004G317830	g31447
OG0009169	Ag004G317860	g31449
OG0009170	Ag004G317140	g31420
OG0009171	Ag004G315720	g31378
OG0009172	Ag004G314740	g49781
OG0009173	Ag004G314510	g31331
OG0009174	Ag004G313700	g49773
OG0009175	Ag004G312600	g31275
OG0009176	Ag004G312580	g49745
OG0009177	Ag004G312360	g31269
OG0009178	Ag004G311530	g31243
OG0009179	Ag004G310750	g31221
OG0009180	Ag004G310840	g31226, g49713
OG0009181	Ag004G310310	g49626
OG0009182	Ag004G309870	g49637, g27069
OG0009183	Ag004G309700	g31174
OG0009184	Ag004G309310	g49638
OG0009185	Ag004G309180	g31152
OG0009186	Ag008G718940	g674, g28965
OG0009187	Ag004G309030	g31141
OG0009188	Ag004G308960	g49658
OG0009189	Ag004G308700	g49670
OG0009190	Ag004G308710	g27030
OG0009191	Ag004G308730	g31128
OG0009192	Ag004G308750	g27032, g31129
OG0009193	Ag004G308630	g49675
OG0009194	Ag004G308560	g27026
OG0009196	Ag004G308390	g49694
OG0009197	Ag004G307340	g49583
OG0009199	Ag004G306560	g27001
OG0009200	Ag004G305590	g31003
OG0009201	Ag004G305530	g30997
OG0009202	Ag004G305400	g30991
OG0009203	Ag004G305370	g30990
OG0009204	Ag004G305040	g49527
OG0009205	Ag004G304760	g49515
OG0009206	Ag004G303970	g30927, g49493
OG0009207	Ag004G303940	g49492
OG0009208	Ag004G303780	g30923
OG0009209	Ag003G208230, Ag002G161190	g32231
OG0009210	Ag001G009640, Ag004G303200	g30893
OG0009211	Ag004G303020, Ag004G303010	g49465
OG0009212	Ag004G302970	g49464
OG0009213	Ag004G302580	g30876
OG0009214	Ag004G302300	g30865
OG0009215	Ag004G301980	g30845
OG0009216	Ag004G300880	g26906
OG0009217	Ag004G300250	g49399
OG0009218	Ag004G300140	g30805
OG0009219	Ag004G299840	g30794
OG0009220	Ag004G299560	g49378
OG0009221	Ag004G299450	g30773
OG0009222	Ag004G299160	g49358
OG0009223	Ag004G298870	g49356
OG0009224	Ag005G442530, Ag002G191950, Ag005G451610, Ag002G104650, Ag004G298790	g49350
OG0009225	Ag004G298690	g30762
OG0009226	Ag004G298600	g49341
OG0009227	Ag004G298500	g26875
OG0009228	Ag004G298160	g30737
OG0009229	Ag004G297810	g49303
OG0009231	Ag004G297330	g30721
OG0009232	Ag007G613040	g45632, g5229
OG0009233	Ag007G613170	g5223
OG0009234	Ag007G613550	g5203
OG0009235	Ag003G235790, Ag007G613290, Ag008G692020	g45637
OG0009236	Ag007G616420	g45673
OG0009237	Ag007G616710	g29278
OG0009238	Ag007G616990	g5142
OG0009239	Ag007G619320	g5093, g29238
OG0009240	Ag007G618510	g45692
OG0009241	Ag007G617730	g5128
OG0009242	Ag007G619830	g29220
OG0009243	Ag007G621200	g5062
OG0009244	Ag007G621360	g45723
OG0009245	Ag007G623140	g29178
OG0009246	Ag007G623430	g45739
OG0009247	Ag007G624330	g5004
OG0009248	Ag006G492560, Ag007G624620	g5000
OG0009249	Ag007G626150	g4987, g3922, g4018, g3921
OG0009250	Ag007G628550	g29031
OG0009251	Ag007G629280	g4901
OG0009252	Ag007G628990	g29078
OG0009253	Ag007G633040	g4877
OG0009254	Ag007G633060	g29106, g4872
OG0009255	Ag007G637070	g10150
OG0009256	Ag007G641580	g10176
OG0009257	Ag003G231840	g4115, g4116, g22330, g35991
OG0009258	Ag002G161430	g10184
OG0009259	Ag007G612130	g10216
OG0009260	Ag007G642550	g10232
OG0009262	Ag007G612140	g45626
OG0009263	Ag007G612000	g45623
OG0009264	Ag006G505580	g45462, g29655
OG0009265	Ag006G505600	g29653
OG0009267	Ag007G612540	g5241, g45627
OG0009268	Ag006G505170	g29662
OG0009269	Ag006G505100	g5589
OG0009270	Ag007G611540	g50766, g13773
OG0009272	Ag006G503680	g5607
OG0009273	Ag006G502800	g29696
OG0009274	Ag006G501940	g29699
