Orthogroup	Alyssum_gmelinii	Arabis_alpina
OG0008678	Ag008G703890	Aa_G228170.h1.t1
OG0008679	Ag008G704570	Aa_G31740.h1.t1
OG0008680	Ag008G705120	Aa_G31620.h1.t1
OG0008681	Ag008G705130	Aa_G31610.h1.t1
OG0008682	Ag007G644200	Aa_G90130.h1.t1
OG0008683	Ag007G644550	Aa_G103490.h1.t1
OG0008684	Ag007G644670	Aa_G103480.h1.t1
OG0008685	Ag007G611470	Aa_G19550.h1.t1
OG0008686	Ag007G611400	Aa_G19530.h1.t1
OG0008687	Ag007G610450	Aa_G385330.h1.t1
OG0008688	Ag007G610360	Aa_G385300.h1.t1
OG0008690	Ag007G610220	Aa_G155200.h1.t1
OG0008692	Ag007G609400	Aa_G138200.h1.t1
OG0008693	Ag007G609160	Aa_G256580.h1.t1
OG0008694	Ag007G608560	Aa_G215850.h1.t1
OG0008695	Ag007G608320	Aa_G278960.h1.t1
OG0008696	Ag001G091020, Ag005G489340, Ag001G091090, Ag007G608180	Aa_G267700.h1.t1
OG0008698	Ag007G607160	Aa_G158490.h1.t1
OG0008699	Ag007G605610	Aa_G168600.h1.t1
OG0008700	Ag007G604950	Aa_G98230.h1.t1
OG0008701	Ag007G604680	Aa_G159160.h1.t1
OG0008702	Ag007G604310	Aa_G356480.h1.t1
OG0008703	Ag007G603450	Aa_G152750.h1.t1
OG0008704	Ag007G602970	Aa_G516730.h1.t1
OG0008705	Ag007G602670	Aa_G231110.h1.t1
OG0008706	Ag007G602170	Aa_G130530.h1.t1
OG0008708	Ag007G601640	Aa_G210880.h1.t1
OG0008709	Ag007G601260	Aa_G210680.h1.t1
OG0008710	Ag007G600890	Aa_G319270.h1.t1
OG0008711	Ag007G600550	Aa_G587760.h1.t1
OG0008712	Ag007G600520	Aa_G611230.h1.t1
OG0008713	Ag007G600290	Aa_G76460.h1.t1
OG0008714	Ag007G599900	Aa_G471580.h1.t1
OG0008715	Ag006G577810	Aa_G96310.h1.t1
OG0008716	Ag006G577230	Aa_G520190.h1.t1
OG0008717	Ag006G577180	Aa_G604440.h1.t1
OG0008719	Ag006G576900	Aa_G652540.h1.t1
OG0008720	Ag006G576880	Aa_G152300.h1.t1
OG0008721	Ag006G576470	Aa_G575640.h1.t1
OG0008724	Ag002G104070	Aa_G239390.h1.t1
OG0008725	Ag006G572020	Aa_G78160.h1.t1
OG0008726	Ag006G571880	Aa_G78200.h1.t1
OG0008727	Ag006G571200	Aa_G455340.h1.t1
OG0008728	Ag006G570890	Aa_G299600.h1.t1
OG0008729	Ag006G570700	Aa_G460290.h1.t1
OG0008731	Ag006G559360	Aa_G204030.h1.t1
OG0008732	Ag006G559880	Aa_G588560.h1.t1
OG0008733	Ag006G561500	Aa_G103030.h1.t1, Aa_G581670.h1.t1
OG0008734	Ag006G563350	Aa_G297820.h1.t1
OG0008735	Ag006G564070, Ag005G404420	Aa_G37640.h1.t1
OG0008736	Ag006G565220	Aa_G318040.h1.t1
OG0008737	Ag006G567160	Aa_G298580.h1.t1
OG0008738	Ag006G552120, Ag008G705610, Ag005G409050	Aa_G42760.h1.t1
OG0008739	Ag002G143090	Aa_G35020.h1.t1
OG0008740	Ag006G551410	Aa_G585500.h1.t1
OG0008741	Ag006G550910	Aa_G19920.h1.t1
OG0008742	Ag006G550360	Aa_G20060.h1.t1
OG0008743	Ag006G550270	Aa_G171520.h1.t1
OG0008744	Ag006G547510, Ag006G549620	Aa_G301690.h1.t1
OG0008745	Ag006G548200, Ag006G546470	Aa_G55660.h1.t1
OG0008746	Ag004G345020	Aa_G101730.h1.t1
OG0008747	Ag006G544450, Ag006G543120	Aa_G124430.h1.t1
OG0008748	Ag002G147960	Aa_G425050.h1.t1
OG0008749	Ag006G539880, Ag006G537400	Aa_G300890.h1.t1
OG0008751	Ag006G538820, Ag006G536310	Aa_G377010.h1.t1
OG0008752	Ag006G536130	Aa_G511180.h1.t1
OG0008753	Ag006G535700	Aa_G507080.h1.t1
OG0008754	Ag006G535110	Aa_G322420.h1.t1
OG0008755	Ag006G532520	Aa_G82640.h1.t1
OG0008756	Ag002G203200	Aa_G288770.h1.t1
OG0008757	Ag007G584730	Aa_G326540.h1.t1
OG0008758	Ag007G584530	Aa_G128480.h1.t1, Aa_G128490.h1.t1
OG0008759	Ag007G583930	Aa_G130720.h1.t1
OG0008760	Ag007G583390	Aa_G329850.h1.t1
OG0008761	Ag003G236480	Aa_G303450.h1.t1
OG0008762	Ag007G582310	Aa_G348090.h1.t1
OG0008763	Ag007G582260	Aa_G348140.h1.t1
OG0008765	Ag007G580290	Aa_G279730.h1.t1
OG0008766	Ag007G579930	Aa_G216400.h1.t1
OG0008767	Ag007G579810	Aa_G476230.h1.t1
OG0008768	Ag007G579720	Aa_G355740.h1.t1
OG0008769	Ag003G286380	Aa_G157010.h1.t1
OG0008770	Ag003G286570	Aa_G376380.h1.t1
OG0008771	Ag003G287360, Ag003G287700, Ag003G287710	Aa_G514620.h1.t1
OG0008772	Ag003G288830	Aa_G179590.h1.t1
OG0008773	Ag003G289310	Aa_G223160.h1.t1
OG0008774	Ag003G289970	Aa_G214260.h1.t1
OG0008775	Ag003G290390	Aa_G139440.h1.t1
OG0008776	Ag003G290720	Aa_G575880.h1.t1
OG0008777	Ag003G290830	Aa_G540770.h1.t1
OG0008778	Ag003G292150	Aa_G615860.h1.t1
OG0008779	Ag003G292170	Aa_G615880.h1.t1
OG0008780	Ag003G292660	Aa_G294470.h1.t1
OG0008782	Ag003G292880	Aa_G294320.h1.t1
OG0008783	Ag003G293490	Aa_G381650.h1.t1
OG0008784	Ag003G295140	Aa_G352050.h1.t1
OG0008785	Ag003G252450	Aa_G291800.h1.t1
OG0008786	Ag007G643500	Aa_G463810.h1.t1, Aa_G69370.h1.t1
OG0008787	Ag007G644990	Aa_G158690.h1.t1, Aa_G335800.h1.t1
OG0008788	Ag007G646550	Aa_G551830.h1.t1
OG0008789	Ag002G197380	Aa_G581370.h1.t1
OG0008790	Ag007G648130	Aa_G245660.h1.t1, Aa_G245660.h2.t1
OG0008791	Ag007G579730	Aa_G355730.h1.t1
OG0008792	Ag006G501130, Ag006G501140, Ag006G501120	Aa_G464220.h1.t1, Aa_G560600.h1.t1, Aa_G88840.h1.t1
OG0008793	Ag007G578490	Aa_G489240.h1.t1, Aa_G915050.h1.t1, Aa_G489250.h1.t1
OG0008794	Ag002G164330	Aa_G24760.h1.t1
OG0008795	Ag002G156090	Aa_G3390.h1.t1
OG0008796	Ag002G159680	Aa_G305710.h1.t1
OG0008798	Ag002G157820	Aa_G492530.h1.t1
OG0008800	Ag002G202240	Aa_G15880.h1.t1
OG0008801	Ag005G465980	Aa_G604600.h1.t1
OG0008802	Ag002G147920	Aa_G414550.h1.t1
OG0008803	Ag004G341360	Aa_G289300.h1.t1
OG0008804	Ag002G143770	Aa_G35220.h1.t1
OG0008805	Ag002G144840	Aa_G35060.h1.t1
OG0008806	Ag002G142680	Aa_G428690.h1.t1
OG0008807	Ag002G142450	Aa_G94130.h1.t1
OG0008808	Ag002G141610	Aa_G300100.h1.t1
OG0008809	Ag002G138390, Ag002G137720	Aa_G257160.h1.t1
OG0008810	Ag002G131390	Aa_G631470.h1.t1
OG0008811	Ag002G129640	Aa_G41860.h1.t1
OG0008812	Ag002G127050	Aa_G103010.h1.t1
OG0008813	Ag002G126810	Aa_G479990.h1.t1
OG0008814	Ag002G124940	Aa_G123720.h1.t1
OG0008815	Ag002G102590	Aa_G200150.h1.t1
OG0008816	Ag002G103800	Aa_G149480.h1.t1
OG0008817	Ag002G110150, Ag002G106580	Aa_G419980.h1.t1
OG0008818	Ag002G110620, Ag002G107120	Aa_G207270.h1.t1
OG0008819	Ag002G120000	Aa_G26350.h1.t1, Aa_G26340.h1.t1
OG0008820	Ag002G120090	Aa_G295630.h1.t1
OG0008821	Ag002G115530, Ag002G120830	Aa_G41310.h1.t1
OG0008822	Ag002G123610	Aa_G63420.h1.t1
OG0008823	Ag002G123620	Aa_G63430.h1.t1
OG0008824	Ag001G042880	Aa_G452230.h1.t1
OG0008825	Ag001G043200	Aa_G168490.h1.t1
OG0008826	Ag001G043780, Ag001G045830	Aa_G311110.h1.t1
OG0008827	Ag001G039380, Ag001G043920	Aa_G183920.h1.t1
OG0008828	Ag001G038870	Aa_G67540.h1.t1
OG0008829	Ag005G430930, Ag005G429900	Aa_G694790.h1.t1
OG0008830	Ag001G037450	Aa_G250880.h1.t1
OG0008832	Ag001G036890	Aa_G574800.h1.t1
OG0008833	Ag001G035540	Aa_G31010.h1.t1
OG0008834	Ag001G034370	Aa_G764520.h1.t1
OG0008835	Ag001G034280	Aa_G482200.h1.t1
OG0008836	Ag001G033700	Aa_G573930.h1.t1
OG0008837	Ag001G033550	Aa_G37860.h1.t1
OG0008838	Ag007G651230	Aa_G568810.h1.t1
OG0008839	Ag002G177840	Aa_G370830.h1.t1
OG0008840	Ag007G653830	Aa_G266760.h1.t1
OG0008841	Ag007G655710	Aa_G298330.h1.t1
OG0008842	Ag007G655670	Aa_G298350.h1.t1
OG0008843	Ag007G656460	Aa_G201130.h1.t1
OG0008844	Ag006G555220	Aa_G185030.h1.t1
OG0008845	Ag007G657560	Aa_G184950.h1.t1
OG0008846	Ag002G206620	Aa_G13090.h1.t1
OG0008847	Ag002G206540	Aa_G13010.h1.t1
OG0008848	Ag002G206500	Aa_G12960.h1.t1
OG0008849	Ag002G204110	Aa_G469440.h1.t1
OG0008850	Ag002G203800	Aa_G332670.h1.t1
OG0008851	Ag002G203630	Aa_G196970.h1.t1
OG0008852	Ag002G203010	Aa_G16820.h1.t1
OG0008853	Ag002G202930	Aa_G16890.h1.t1
OG0008854	Ag002G202380	Aa_G15860.h1.t1
OG0008855	Ag002G201660	Aa_G16250.h1.t1
OG0008856	Ag002G201350	Aa_G443470.h1.t1
OG0008857	Ag002G201150	Aa_G175120.h1.t1
OG0008858	Ag002G200980	Aa_G175190.h1.t1
OG0008859	Ag001G092470	Aa_G103400.h1.t1
OG0008860	Ag002G198820	Aa_G100590.h1.t1
OG0008861	Ag002G198620	Aa_G595240.h1.t1
OG0008863	Ag002G198570	Aa_G360530.h1.t1
OG0008864	Ag002G198180	Aa_G551940.h1.t1
OG0008865	Ag002G196820	Aa_G125440.h1.t1
OG0008866	Ag002G196250	Aa_G280580.h1.t1, Aa_G280590.h1.t1
OG0008867	Ag001G089650	Aa_G262230.h1.t1
OG0008869	Ag002G193980	Aa_G210250.h1.t1
OG0008870	Ag002G193720	Aa_G210230.h1.t1, Aa_G66240.h1.t1
OG0008871	Ag002G193570	Aa_G210190.h1.t1
OG0008872	Ag007G607920, Ag007G607960, Ag007G607910, Ag007G607930	Aa_G267590.h1.t1
OG0008873	Ag002G191960	Aa_G422500.h1.t1
OG0008874	Ag002G192550	Aa_G145830.h1.t1
OG0008875	Ag002G190980	Aa_G188450.h1.t1
OG0008876	Ag002G190830	Aa_G236350.h1.t1
OG0008877	Ag006G491690	Aa_G613110.h1.t1, Aa_G54130.h1.t1
OG0008878	Ag006G491940	Aa_G612090.h1.t1
OG0008879	Ag006G491990	Aa_G490130.h1.t1
OG0008880	Ag006G492290	Aa_G18610.h1.t1
OG0008881	Ag006G493080	Aa_G5930.h1.t1, Aa_G85310.h1.t1
OG0008882	Ag006G493810	Aa_G260670.h1.t1
OG0008883	Ag006G494790	Aa_G451910.h1.t1
OG0008884	Ag006G496170	Aa_G519960.h1.t1
OG0008885	Ag006G496580	Aa_G226380.h1.t1
OG0008886	Ag006G496820	Aa_G337140.h1.t1
OG0008887	Ag006G497410	Aa_G140710.h1.t1
OG0008888	Ag008G719520	Aa_G181370.h1.t1
OG0008889	Ag008G719310	Aa_G181220.h1.t1
OG0008890	Ag008G719380	Aa_G181250.h1.t1
OG0008891	Ag008G719170	Aa_G478110.h1.t1
OG0008892	Ag008G718320	Aa_G68210.h1.t1
OG0008893	Ag008G718300	Aa_G68190.h1.t1
OG0008894	Ag008G719150	Aa_G478090.h1.t1
OG0008895	Ag008G717770	Aa_G15520.h1.t1
OG0008896	Ag008G724730	Aa_G165630.h1.t1
OG0008897	Ag008G716770	Aa_G633710.h2.t1, Aa_G633710.h1.t1
OG0008898	Ag008G716690	Aa_G633680.h1.t1
OG0008899	Ag008G716420	Aa_G444230.h1.t1
OG0008900	Ag008G716350	Aa_G9070.h1.t1
OG0008901	Ag008G716300	Aa_G9040.h1.t1
OG0008902	Ag008G716160	Aa_G8860.h1.t1
OG0008903	Ag008G715110	Aa_G459150.h1.t1
OG0008904	Ag008G715040	Aa_G707140.h1.t1
OG0008905	Ag004G342670, Ag008G713990	Aa_G815710.h1.t1
OG0008906	Ag008G713010	Aa_G583140.h1.t1
OG0008907	Ag008G712730	Aa_G127220.h1.t1
OG0008908	Ag008G711400	Aa_G234760.h1.t1
OG0008909	Ag008G730330	Aa_G76150.h1.t1
OG0008910	Ag008G710460	Aa_G33910.h1.t1
OG0008911	Ag008G710450	Aa_G33900.h1.t1
OG0008913	Ag008G710020	Aa_G821710.h1.t1
OG0008914	Ag008G709860	Aa_G448470.h1.t1
OG0008916	Ag008G707680	Aa_G345470.h1.t1
OG0008917	Ag008G709180	Aa_G28210.h1.t1
OG0008918	Ag008G708140	Aa_G297110.h1.t1
OG0008919	Ag008G707480	Aa_G345580.h1.t1
OG0008920	Ag008G707120	Aa_G345630.h1.t1
OG0008921	Ag008G707050	Aa_G246220.h1.t1
OG0008922	Ag008G730220	Aa_G76050.h1.t1
OG0008923	Ag008G730270	Aa_G76100.h1.t1
OG0008924	Ag004G308220	Aa_G151820.h1.t1
OG0008925	Ag008G730480	Aa_G76210.h1.t1
OG0008926	Ag006G502260	Aa_G268440.h1.t1
OG0008927	Ag008G731060	Aa_G51570.h1.t1
OG0008928	Ag008G731570	Aa_G21050.h1.t1
OG0008929	Ag008G731800	Aa_G20900.h1.t1
OG0008930	Ag008G732240	Aa_G704380.h1.t1
OG0008931	Ag008G732440, Ag008G698380	Aa_G681060.h1.t1
OG0008932	Ag008G732490	Aa_G37130.h1.t1
OG0008933	Ag008G733770	Aa_G23470.h1.t1
OG0008934	Ag008G733990	Aa_G23570.h1.t1
OG0008935	Ag008G734180	Aa_G383040.h1.t1
OG0008936	Ag008G734390	Aa_G165770.h1.t1
OG0008937	Ag008G734780	Aa_G180820.h1.t1
OG0008938	Ag008G734980	Aa_G147140.h1.t1
OG0008939	Ag008G735000, Ag004G318200	Aa_G147120.h1.t1
OG0008940	Ag001G100120	Aa_G147000.h1.t1
OG0008941	Ag001G099930	Aa_G43760.h1.t1
OG0008942	Ag001G099860	Aa_G43820.h1.t1
OG0008943	Ag001G099810, Ag001G099820	Aa_G43850.h1.t1
OG0008944	Ag001G099540	Aa_G44030.h1.t1
OG0008945	Ag001G099350	Aa_G113910.h1.t1
OG0008946	Ag001G099140	Aa_G113700.h1.t1
OG0008947	Ag006G516960	Aa_G425540.h1.t1
OG0008948	Ag004G297750	Aa_G94420.h1.t1
OG0008949	Ag006G497340	Aa_G299910.h1.t1
OG0008950	Ag006G519910	Aa_G242220.h1.t1
OG0008951	Ag006G519850	Aa_G242250.h1.t1
OG0008952	Ag006G516460	Aa_G53250.h1.t1
OG0008953	Ag006G515380	Aa_G67820.h1.t1
OG0008954	Ag006G514890	Aa_G53150.h1.t1
OG0008955	Ag006G512580	Aa_G191370.h1.t1
OG0008956	Ag006G512250	Aa_G191480.h1.t1
OG0008957	Ag006G511610	Aa_G191660.h1.t1
OG0008958	Ag006G497780, Ag006G509550	Aa_G188790.h1.t1
OG0008959	Ag006G508570	Aa_G188870.h1.t1
OG0008960	Ag007G599260	Aa_G189220.h1.t1
OG0008961	Ag007G599240	Aa_G189240.h1.t1
OG0008962	Ag007G588220	Aa_G208710.h1.t1
OG0008963	Ag007G587240	Aa_G756660.h1.t1
OG0008964	Ag007G587260	Aa_G756680.h1.t1
OG0008965	Ag007G587630	Aa_G359970.h1.t1
OG0008967	Ag007G588280	Aa_G208750.h1.t1
OG0008968	Ag007G588490	Aa_G183620.h1.t1
OG0008970	Ag007G617030, Ag007G588790	Aa_G148580.h1.t1
OG0008971	Ag007G588720	Aa_G148660.h1.t1
OG0008972	Ag007G589730	Aa_G346480.h1.t1
OG0008973	Ag006G518260, Ag007G589700	Aa_G346510.h1.t1
OG0008974	Ag007G589620	Aa_G117140.h1.t1
OG0008977	Ag007G591180	Aa_G167460.h1.t1
OG0008978	Ag007G591360	Aa_G343080.h1.t1
OG0008979	Ag007G591570	Aa_G589100.h1.t1
OG0008980	Ag007G591910	Aa_G86080.h1.t1
OG0008982	Ag007G592670	Aa_G35360.h1.t1
OG0008983	Ag007G592710	Aa_G35410.h1.t1
OG0008984	Ag007G594090	Aa_G541560.h1.t1
OG0008985	Ag007G594720	Aa_G763050.h1.t1
OG0008986	Ag007G594780	Aa_G459860.h1.t1
OG0008987	Ag007G594960	Aa_G243190.h1.t1
OG0008988	Ag007G594990	Aa_G243140.h1.t1
OG0008989	Ag007G595350	Aa_G627890.h1.t1
OG0008990	Ag007G595420	Aa_G60100.h1.t1
OG0008991	Ag007G595810	Aa_G18150.h1.t1
OG0008992	Ag007G595920	Aa_G140510.h1.t1
OG0008993	Ag007G596130	Aa_G568670.h1.t1
OG0008994	Ag007G596660, Ag007G596670	Aa_G210650.h1.t1
OG0008995	Ag007G596680	Aa_G371220.h1.t1
OG0008996	Ag007G597270	Aa_G529630.h1.t1
OG0008997	Ag007G597120	Aa_G319260.h1.t1, Aa_G804570.h1.t1
OG0008998	Ag007G597060	Aa_G55720.h1.t1
OG0008999	Ag007G596930	Aa_G541870.h1.t1, Aa_G266940.h1.t1
OG0009000	Ag007G628250, Ag007G628290	Aa_G312670.h1.t1, Aa_G766750.h1.t1
OG0009001	Ag006G527370	Aa_G363340.h1.t1
OG0009002	Ag006G527800	Aa_G35750.h1.t1
OG0009004	Ag003G251740	Aa_G217430.h1.t1
OG0009005	Ag003G251690	Aa_G77820.h1.t1
OG0009006	Ag003G251070	Aa_G512220.h1.t1
OG0009007	Ag001G100290	Aa_G326990.h1.t1
OG0009008	Ag001G100320	Aa_G327010.h1.t1
OG0009009	Ag001G100330	Aa_G327020.h1.t1
OG0009010	Ag001G100660	Aa_G451650.h1.t1
OG0009011	Ag001G100640	Aa_G451660.h1.t1
OG0009012	Ag001G100760	Aa_G52590.h1.t1
OG0009013	Ag003G248680	Aa_G514920.h1.t1
OG0009014	Ag003G250980	Aa_G363760.h1.t1
OG0009015	Ag005G480700	Aa_G86610.h1.t1
OG0009016	Ag005G490240	Aa_G14630.h1.t1
OG0009017	Ag005G489920	Aa_G71650.h1.t1
OG0009018	Ag005G489150	Aa_G42390.h1.t1
OG0009019	Ag005G489100	Aa_G42330.h1.t1
OG0009021	Ag005G488390	Aa_G111940.h1.t1
OG0009022	Ag005G488140	Aa_G111760.h1.t1
OG0009023	Ag005G488060	Aa_G111680.h1.t1
OG0009024	Ag005G488050	Aa_G111670.h1.t1
OG0009025	Ag005G487600, Ag005G487620	Aa_G47640.h1.t1
OG0009026	Ag005G486980	Aa_G44980.h1.t1
OG0009027	Ag005G486250	Aa_G185690.h1.t1
OG0009028	Ag005G486150	Aa_G553040.h1.t1
OG0009029	Ag005G486120	Aa_G553050.h1.t1
OG0009030	Ag005G485770	Aa_G526040.h1.t1
OG0009031	Ag005G485560	Aa_G304900.h1.t1
OG0009032	Ag005G485280	Aa_G4300.h1.t1
OG0009033	Ag005G485190	Aa_G4340.h1.t1
OG0009034	Ag005G485140	Aa_G4380.h1.t1
OG0009035	Ag005G484810	Aa_G4580.h1.t1
OG0009036	Ag005G484340	Aa_G4910.h1.t1
OG0009037	Ag005G484220, Ag005G484210	Aa_G4980.h1.t1, Aa_G4970.h1.t1
OG0009038	Ag005G483180	Aa_G328620.h1.t1
OG0009039	Ag004G340650, Ag005G483160	Aa_G51120.h1.t1, Aa_G646310.h1.t1
OG0009040	Ag005G482290	Aa_G163140.h1.t1
OG0009041	Ag005G481910	Aa_G47690.h1.t1
OG0009042	Ag005G481360	Aa_G49950.h1.t1
OG0009043	Ag005G481180	Aa_G47310.h1.t1
OG0009044	Ag005G480690	Aa_G47000.h1.t1
OG0009045	Ag005G480440	Aa_G78850.h1.t1
OG0009047	Ag005G480210	Aa_G174750.h1.t1
OG0009048	Ag005G480170	Aa_G174700.h1.t1
OG0009049	Ag005G479840	Aa_G174680.h1.t1
OG0009050	Ag007G656650	Aa_G258610.h1.t1
OG0009051	Ag001G006800, Ag006G526380	Aa_G371750.h1.t1
OG0009052	Ag006G506880	Aa_G791850.h1.t1
OG0009053	Ag005G478900	Aa_G302010.h1.t1
OG0009054	Ag005G478850	Aa_G302050.h1.t1
OG0009055	Ag007G584180	Aa_G171130.h1.t1
OG0009056	Ag002G187380	Aa_G677910.h1.t1
OG0009057	Ag002G187130	Aa_G518410.h1.t1
OG0009059	Ag002G186430	Aa_G268070.h1.t1
OG0009060	Ag002G186290	Aa_G431240.h1.t1
OG0009061	Ag002G185710	Aa_G115390.h1.t1
OG0009062	Ag002G183080	Aa_G451090.h1.t1
OG0009063	Ag002G183030	Aa_G451060.h1.t1
OG0009064	Ag002G181840	Aa_G651880.h1.t1
OG0009065	Ag002G180490	Aa_G727440.h1.t1, Aa_G849600.h1.t1
OG0009066	Ag002G181460, Ag002G181470	Aa_G357510.h1.t1
OG0009067	Ag002G180120	Aa_G202420.h1.t1
OG0009068	Ag002G177940	Aa_G594430.h1.t1
OG0009069	Ag004G354220	Aa_G131760.h1.t1
OG0009070	Ag002G177850	Aa_G594450.h1.t1
OG0009071	Ag002G166050	Aa_G313370.h1.t1
OG0009073	Ag002G166350, Ag007G634980	Aa_G177500.h1.t1
OG0009074	Ag001G069820	Aa_G698150.h1.t1
OG0009076	Ag002G167930	Aa_G402630.h1.t1
OG0009077	Ag002G169650	Aa_G231880.h1.t1
OG0009078	Ag002G170780	Aa_G531150.h1.t1
OG0009079	Ag002G171830	Aa_G491320.h1.t1
OG0009080	Ag002G174480	Aa_G115310.h1.t1
OG0009081	Ag002G174470, Ag003G264530	Aa_G115300.h1.t1
OG0009084	Ag002G175020	Aa_G150790.h1.t1
OG0009086	Ag002G176210	Aa_G542820.h1.t1
OG0009087	Ag002G176060	Aa_G471880.h1.t1
OG0009088	Ag002G164780	Aa_G24550.h1.t1
OG0009089	Ag004G322750	Aa_G121190.h1.t1
OG0009090	Ag004G322770	Aa_G121210.h1.t1
OG0009091	Ag004G322950	Aa_G163870.h1.t1
OG0009092	Ag004G323020	Aa_G112400.h1.t1
OG0009093	Ag004G323130	Aa_G112460.h1.t1
OG0009094	Ag004G323530	Aa_G525730.h1.t1
OG0009095	Ag004G324330	Aa_G645600.h1.t1
OG0009098	Ag004G325110	Aa_G103940.h1.t1
OG0009099	Ag004G325200	Aa_G103920.h1.t1
OG0009100	Ag004G325670	Aa_G131960.h1.t1
OG0009101	Ag004G326500	Aa_G349060.h1.t1
OG0009102	Ag004G327170	Aa_G631880.h1.t1
OG0009103	Ag004G327350	Aa_G631840.h1.t1
OG0009104	Ag004G327970, Ag007G641810, Ag002G159700, Ag001G007230	Aa_G278360.h1.t1
OG0009105	Ag004G329440	Aa_G379810.h1.t1
OG0009106	Ag004G330240	Aa_G118990.h1.t1
OG0009107	Ag002G152870	Aa_G42940.h1.t1
OG0009108	Ag004G330310	Aa_G119060.h1.t1, Aa_G610220.h1.t1
OG0009109	Ag004G330330	Aa_G119100.h1.t1
OG0009110	Ag004G331600	Aa_G762130.h1.t1
OG0009111	Ag004G333230	Aa_G643710.h1.t1
OG0009112	Ag004G333250	Aa_G643700.h1.t1
OG0009113	Ag004G333840	Aa_G393450.h1.t1
OG0009114	Ag004G335640, Ag008G705150	Aa_G327720.h1.t1
OG0009115	Ag004G336050	Aa_G60740.h1.t1
OG0009116	Ag001G074770	Aa_G277080.h1.t1
OG0009117	Ag004G338040	Aa_G329450.h1.t1
OG0009118	Ag004G338410	Aa_G272150.h1.t1
OG0009119	Ag004G338450	Aa_G272140.h1.t1
OG0009120	Ag004G340230	Aa_G371920.h1.t1
OG0009121	Ag004G340250	Aa_G371930.h1.t1
OG0009122	Ag004G341400	Aa_G367260.h1.t1
OG0009123	Ag003G241880	Aa_G62480.h1.t1
OG0009125	Ag003G242550	Aa_G487220.h1.t1
OG0009127	Ag003G244210	Aa_G314010.h1.t1
OG0009128	Ag003G244700	Aa_G579800.h1.t1
OG0009129	Ag003G253190	Aa_G469130.h1.t1
OG0009130	Ag004G349340	Aa_G446060.h1.t1
OG0009131	Ag003G245280	Aa_G539030.h1.t1
OG0009132	Ag003G245640	Aa_G490150.h1.t1
OG0009134	Ag003G245740	Aa_G283530.h1.t1
OG0009137	Ag006G503120	Aa_G233430.h1.t1
OG0009138	Ag002G177780	Aa_G431870.h1.t1
OG0009139	Ag007G622450	Aa_G61710.h1.t1
OG0009140	Ag003G246090	Aa_G61900.h1.t1
OG0009141	Ag002G127290	Aa_G92260.h1.t1
OG0009142	Ag001G041240	Aa_G297960.h1.t1
OG0009143	Ag007G586780	Aa_G215260.h1.t1
OG0009144	Ag007G598440	Aa_G109060.h1.t1
OG0009145	Ag007G598580	Aa_G130080.h1.t1
OG0009146	Ag006G524880	Aa_G373580.h1.t1
OG0009149	Ag006G525430	Aa_G321380.h1.t1
OG0009150	Ag001G021820, Ag001G021730	Aa_G309960.h1.t1
OG0009151	Ag006G524820	Aa_G641110.h1.t1
OG0009152	Ag006G524300	Aa_G166800.h1.t1
OG0009153	Ag004G340430	Aa_G312590.h1.t1
OG0009155	Ag006G523780	Aa_G288620.h1.t1
OG0009156	Ag001G067020	Aa_G122820.h1.t1
OG0009157	Ag006G523160	Aa_G311500.h1.t1
OG0009159	Ag006G521890	Aa_G651740.h1.t1
OG0009160	Ag006G521140	Aa_G157630.h1.t1
OG0009161	Ag006G518030	Aa_G638810.h1.t1
OG0009162	Ag004G322360	Aa_G668550.h1.t1
OG0009163	Ag004G321540	Aa_G777300.h1.t1
OG0009164	Ag004G321100	Aa_G135940.h1.t1
OG0009165	Ag004G319850	Aa_G658790.h1.t1
OG0009166	Ag004G319780	Aa_G676720.h1.t1
OG0009167	Ag004G319480	Aa_G599470.h1.t1
OG0009168	Ag004G317830	Aa_G164290.h1.t1
OG0009169	Ag004G317860	Aa_G164260.h1.t1
OG0009170	Ag004G317140	Aa_G26630.h1.t1
OG0009171	Ag004G315720	Aa_G246090.h1.t1
OG0009172	Ag004G314740	Aa_G338920.h1.t1
OG0009173	Ag004G314510	Aa_G339030.h1.t1
OG0009174	Ag004G313700	Aa_G89350.h1.t1
OG0009175	Ag004G312600	Aa_G43230.h1.t1
OG0009176	Ag004G312580	Aa_G530660.h1.t1
OG0009177	Ag004G312360	Aa_G545770.h1.t1
OG0009178	Ag004G311530	Aa_G446400.h1.t1
OG0009179	Ag004G310750	Aa_G366050.h1.t1
OG0009180	Ag004G310840	Aa_G550210.h1.t1
OG0009181	Ag004G310310	Aa_G73490.h1.t1
OG0009182	Ag004G309870	Aa_G394750.h1.t1
OG0009183	Ag004G309700	Aa_G129420.h1.t1
OG0009184	Ag004G309310	Aa_G19180.h1.t1
OG0009185	Ag004G309180	Aa_G19300.h1.t1
OG0009187	Ag004G309030	Aa_G80690.h1.t1
OG0009188	Ag004G308960	Aa_G80740.h1.t1
OG0009189	Ag004G308700	Aa_G442610.h1.t1
OG0009190	Ag004G308710	Aa_G442600.h1.t1
OG0009191	Ag004G308730	Aa_G442580.h1.t1
OG0009192	Ag004G308750	Aa_G442560.h1.t1
OG0009193	Ag004G308630	Aa_G442690.h1.t1
OG0009194	Ag004G308560	Aa_G512770.h1.t1
OG0009195	Ag004G307830	Aa_G286080.h1.t1
