Orthogroup	Alyssum_gmelinii	Arabidopsis_thaliana
OG0007413	Ag008G734200	AT4G28250.1
OG0007414	Ag003G254330	AT4G28485.2
OG0007415	Ag003G254350	AT4G28500.1
OG0007416	Ag003G254970	AT4G28660.2
OG0007417	Ag003G255190	AT4G28720.1
OG0007418	Ag003G255620	AT4G28820.3
OG0007420	Ag003G258580	AT4G29720.1
OG0007422	Ag003G260160	AT4G30010.1
OG0007423	Ag003G260410	AT4G30080.1
OG0007424	Ag007G616530	AT4G30270.1
OG0007425	Ag003G262840, Ag003G264190	AT4G30600.1
OG0007426	Ag003G268090	AT4G31140.1
OG0007427	Ag003G268330	AT4G31290.1
OG0007428	Ag003G268760	AT4G31370.1
OG0007429	Ag003G268940	AT4G31410.1
OG0007430	Ag003G269530	AT4G31510.1
OG0007431	Ag003G269600	AT4G31540.1
OG0007432	Ag003G270870	AT4G31730.1
OG0007434	Ag003G273210	AT4G32180.1
OG0007435	Ag003G279950	AT4G32190.1
OG0007436	Ag003G279750	AT4G32270.1
OG0007437	Ag003G279690	AT4G32280.1
OG0007438	Ag003G279410, Ag004G350890	AT4G32360.1
OG0007439	Ag003G278950	AT4G32540.2
OG0007440	Ag003G278230	AT4G32720.1
OG0007441	Ag003G276700	AT4G33220.1
OG0007442	Ag003G277130	AT4G33110.1, AT4G33120.1
OG0007443	Ag003G276300	AT4G33450.1
OG0007444	Ag003G276310	AT4G33440.1
OG0007445	Ag003G274480	AT4G33780.1
OG0007446	Ag003G281040	AT4G34230.1
OG0007448	Ag003G273550	AT4G34050.3
OG0007449	Ag003G273580	AT4G34030.1
OG0007450	Ag003G273690	AT4G33985.1
OG0007451	Ag003G281910	AT4G34440.1
OG0007452	Ag003G282040	AT4G34490.2
OG0007453	Ag003G282160	AT4G34560.1
OG0007454	Ag003G282180	AT4G34580.1
OG0007456	Ag003G283100	AT4G34970.1
OG0007457	Ag007G579600	AT1G31130.1
OG0007458	Ag007G579120	AT1G31480.1
OG0007459	Ag007G579100	AT1G31500.7
OG0007460	Ag007G578670	AT1G31930.1
OG0007461	Ag007G578500	AT1G32127.1
OG0007462	Ag007G578460	AT1G32170.1
OG0007463	Ag007G578350	AT1G32230.1
OG0007464	Ag001G101500	AT4G16790.1
OG0007465	Ag004G356950, Ag001G101770	AT4G16630.1
OG0007466	Ag001G102010	AT4G16444.1
OG0007467	Ag001G101820	AT4G16360.1
OG0007468	Ag004G364560	AT1G54460.1
OG0007469	Ag004G364950, Ag004G365490	AT1G54710.1
OG0007470	Ag004G366740	AT4G15510.1
OG0007471	Ag004G366800	AT1G56580.1
OG0007472	Ag006G508450	AT5G07460.1
OG0007473	Ag004G368430	AT1G58250.2
OG0007475	Ag004G373960	AT1G61000.1
OG0007476	Ag004G374640	AT1G61140.1
OG0007477	Ag004G313140	AT1G11130.1
OG0007478	Ag004G376390	AT1G61610.1
OG0007479	Ag004G377150	AT1G61720.1
OG0007480	Ag004G377260	AT1G61760.1
OG0007481	Ag008G658630, Ag012G741360	AT2G01060.1
OG0007482	Ag001G001100	AT2G01170.1
OG0007483	Ag008G658360	AT2G01275.3
OG0007484	Ag008G660400	AT2G01820.1
OG0007485	Ag004G321300	AT1G14740.1
OG0007486	Ag008G661270	AT2G02860.1
OG0007487	Ag008G661760	AT2G03060.2
OG0007488	Ag008G662030	AT2G03200.1
OG0007489	Ag008G662200	AT2G03340.1
OG0007490	Ag008G662550	AT2G03510.1
OG0007491	Ag004G331840	AT1G19190.1
OG0007492	Ag008G663670	AT3G25597.1
OG0007494	Ag008G665160	AT3G25905.1
OG0007495	Ag008G666350	AT3G26370.1
OG0007496	Ag008G666390	AT3G26420.1
OG0007497	Ag008G667450	AT3G26790.1
OG0007498	Ag008G667850	AT3G26932.1
OG0007499	Ag008G668280	AT3G27000.1
OG0007501	Ag008G668820	AT3G27200.1
OG0007502	Ag008G668850	AT3G27210.1
OG0007503	Ag008G669130	AT3G27340.1
OG0007504	Ag008G670880	AT3G27700.1
OG0007505	Ag001G049220, Ag010G739380	AT3G29170.1
OG0007506	Ag006G574900	AT3G29200.1
OG0007510	Ag004G356530	AT1G67230.1
OG0007511	Ag004G357460	AT1G67040.2
OG0007512	Ag004G357990	AT1G66820.1
OG0007513	Ag003G287550, Ag003G287230, Ag002G193820, Ag002G193860, Ag004G359890	AT1G66170.1
OG0007514	Ag004G360220	AT1G66140.1
OG0007515	Ag004G360690	AT1G65720.1
OG0007518	Ag004G401710	AT1G64590.1
OG0007519	Ag001G002980	AT1G55090.1
OG0007520	Ag004G397150	AT1G64140.1
OG0007521	Ag004G390600, Ag004G395390	AT1G63980.1
OG0007522	Ag004G393690, Ag004G388710	AT1G63650.1
OG0007524	Ag006G556410, Ag004G385540	AT1G63240.1
OG0007525	Ag004G382940	AT1G63100.2
OG0007526	Ag004G382260	AT1G63010.5
OG0007527	Ag004G379810	AT1G62450.1
OG0007528	Ag004G379620	AT1G62400.1
OG0007530	Ag005G470880	AT3G12640.2
OG0007531	Ag005G470940	AT3G12620.1
OG0007532	Ag005G470950	AT3G12610.1
OG0007533	Ag005G471170	AT3G12500.1
OG0007534	Ag003G253210	AT4G28025.1
OG0007535	Ag001G017630	AT4G25820.1
OG0007536	Ag004G312480	AT4G25950.1
OG0007538	Ag002G188240	AT2G40820.4
OG0007539	Ag002G188130	AT2G40760.1
OG0007540	Ag002G188010	AT2G40730.1
OG0007541	Ag005G478120	AT3G09150.2
OG0007542	Ag005G478160	AT3G09180.1
OG0007543	Ag005G477880	AT3G09230.1
OG0007544	Ag005G476950	AT3G09520.1
OG0007545	Ag005G476900	AT3G09560.1
OG0007546	Ag005G476620	AT3G09740.1
OG0007547	Ag005G476420	AT3G09830.1
OG0007548	Ag006G496540	AT5G03730.1
OG0007549	Ag005G476040	AT3G10020.1
OG0007550	Ag005G475970	AT3G10120.1
OG0007551	Ag005G475730	AT3G10350.2
OG0007552	Ag005G475300	AT3G10520.1
OG0007553	Ag006G498360	AT5G04600.1
OG0007554	Ag005G474550	AT3G10770.1
OG0007555	Ag005G473690	AT3G11210.1
OG0007556	Ag005G473490	AT3G11280.1
OG0007557	Ag005G473160	AT3G11410.1
OG0007559	Ag005G472500	AT3G11620.1
OG0007560	Ag005G472370	AT3G11690.1
OG0007561	Ag005G472320	AT3G11730.1
OG0007562	Ag005G472180	AT3G11800.1
OG0007563	Ag003G253390	AT4G28080.1
OG0007564	Ag005G472040	AT3G11945.2
OG0007565	Ag005G472030	AT3G11950.1
OG0007566	Ag005G471870	AT3G11980.1
OG0007567	Ag005G471410, Ag005G416230	AT3G12290.1
OG0007568	Ag005G471390	AT3G12320.1
OG0007570	Ag001G039880	AT5G49890.1
OG0007571	Ag002G120340	AT5G46850.2
OG0007572	Ag007G585000	AT1G47420.1
OG0007573	Ag008G702310	AT5G50700.1, AT5G50600.1
OG0007574	Ag006G513460	AT5G50760.1
OG0007575	Ag001G086470	AT5G50810.1
OG0007576	Ag008G675680	AT5G50840.2
OG0007577	Ag003G276510, Ag003G276270	AT4G33380.1
OG0007578	Ag008G682890, Ag008G682080	AT5G52440.1
OG0007579	Ag008G685870	AT5G53330.1
OG0007581	Ag008G685010	AT5G53130.1
OG0007582	Ag008G684880	AT5G53060.1
OG0007583	Ag008G684840	AT5G53040.1
OG0007584	Ag008G685890	AT5G53350.1
OG0007585	Ag008G686190	AT5G53420.1
OG0007586	Ag008G688400, Ag008G690080	AT5G54130.2
OG0007587	Ag008G688060	AT5G53950.1
OG0007588	Ag001G057230	AT5G54390.1
OG0007589	Ag001G057950	AT5G54585.1
OG0007590	Ag008G694170	AT5G54930.1
OG0007591	Ag008G696050	AT5G55590.1
OG0007592	Ag008G696570	AT5G55860.1
OG0007593	Ag008G697540	AT5G56090.1
OG0007594	Ag008G698240	AT5G56190.7
OG0007595	Ag004G312010	AT1G11572.1
OG0007596	Ag008G700530	AT5G56890.1
OG0007597	Ag008G701670	AT5G57010.1
OG0007598	Ag008G701600	AT5G57030.1
OG0007599	Ag008G701530	AT5G57070.1
OG0007600	Ag008G702500	AT5G57370.1
OG0007601	Ag008G702680	AT5G57420.1
OG0007602	Ag008G703980	AT5G57660.1
OG0007603	Ag008G704480	AT5G57810.1
OG0007604	Ag008G705320	AT5G58160.1
OG0007605	Ag007G637030	AT5G27460.1
OG0007606	Ag007G611680	AT5G13390.2
OG0007607	Ag007G610670	AT5G13150.1
OG0007608	Ag007G610420	AT5G13080.1
OG0007609	Ag007G610240	AT5G13030.1
OG0007610	Ag007G610060	AT5G12900.1
OG0007611	Ag007G609470	AT5G12390.1
OG0007612	Ag004G377630, Ag007G609350	AT5G12270.1
OG0007613	Ag007G609080	AT5G12120.1
OG0007614	Ag007G608930	AT5G12040.1
OG0007615	Ag007G608760	AT5G11930.1
OG0007616	Ag007G608100	AT5G11790.1
OG0007617	Ag007G607470	AT5G11480.1
OG0007618	Ag007G607440	AT5G11460.1
OG0007619	Ag007G606950	AT5G11240.1
OG0007620	Ag007G606180, Ag007G622190, Ag008G727980	AT5G11010.2
OG0007621	Ag007G605400	AT5G10620.1
OG0007622	Ag007G602090	AT5G09270.1
OG0007623	Ag007G601740	AT5G08630.1
OG0007624	Ag007G601580	AT5G08540.1
OG0007626	Ag007G600830	AT5G08170.1
OG0007627	Ag007G600800	AT5G08139.1
OG0007628	Ag007G600510	AT5G07910.1
OG0007629	Ag006G507560	AT5G07300.1
OG0007630	Ag006G507120	AT5G07240.2
OG0007631	Ag006G577650	AT4G17430.1
OG0007632	Ag006G576840	AT4G17840.1
OG0007633	Ag006G576460	AT4G17950.1
OG0007634	Ag006G576160	AT4G18020.1
OG0007635	Ag006G576090	AT4G18070.1
OG0007636	Ag006G574980	AT4G18422.1
OG0007637	Ag002G140550	AT4G04190.1
OG0007638	Ag006G572610	AT4G18890.1
OG0007639	Ag006G572850	AT4G18975.1
OG0007640	Ag006G571980	AT4G19160.2
OG0007641	Ag006G571160	AT4G19430.1
OG0007642	Ag006G558360	AT4G19980.1
OG0007644	Ag008G727020	AT5G62160.1
OG0007645	Ag006G561460	AT4G20460.1
OG0007646	Ag006G562700	AT4G20940.1
OG0007647	Ag002G131170	AT4G05160.1
OG0007648	Ag006G565100	AT4G21430.1
OG0007649	Ag006G566110	AT4G21680.1
OG0007650	Ag006G554940	AT4G22080.1, AT4G22090.1
OG0007651	Ag006G554280	AT4G22130.1
OG0007652	Ag006G553550	AT4G22250.1
OG0007653	Ag006G553050	AT4G22320.1
OG0007654	Ag006G552260	AT4G22540.1
OG0007655	Ag006G551940	AT4G22620.1
OG0007656	Ag006G551500	AT4G22740.1
OG0007657	Ag006G550900	AT4G22880.1
OG0007658	Ag003G256710, Ag006G547830, Ag006G550050, Ag004G314880	AT4G23030.1
OG0007659	Ag006G547770, Ag006G547710, Ag006G547750, Ag006G549940, Ag001G028970	AT4G23060.1
OG0007660	Ag006G546910, Ag006G542010	AT4G23620.2
OG0007661	Ag006G542480, Ag006G545120	AT4G23730.3
OG0007662	Ag006G544580, Ag006G543030	AT4G23930.1
OG0007663	Ag006G540520	AT1G33240.1
OG0007664	Ag006G540340	AT1G33270.1
OG0007666	Ag006G536860, Ag006G539390	AT1G34000.1
OG0007667	Ag006G535800	AT1G34630.1
OG0007668	Ag006G534220	AT1G36310.1
OG0007669	Ag006G532570	AT1G44800.1
OG0007670	Ag007G585230	AT1G47670.1
OG0007671	Ag007G584820	AT1G47260.1
OG0007672	Ag007G585310	AT1G47750.1
OG0007673	Ag005G479400	AT3G07630.1
OG0007674	Ag007G583700	AT1G28100.4
OG0007675	Ag007G583370	AT1G28300.1
OG0007676	Ag007G613640	AT5G37350.1, AT2G24990.1
OG0007677	Ag007G583120	AT1G28420.1
OG0007678	Ag007G583030	AT1G28520.1
OG0007679	Ag007G582340	AT1G29240.1
OG0007680	Ag007G580940	AT1G30135.1
OG0007681	Ag007G580710	AT1G30360.1
OG0007682	Ag007G580250	AT1G30690.1
OG0007683	Ag007G580170	AT1G30710.1
OG0007684	Ag007G580090	AT1G30760.2
OG0007685	Ag003G285810	AT4G35530.1
OG0007686	Ag006G495110	AT5G03250.1
OG0007687	Ag003G286620	AT4G35800.1
OG0007688	Ag003G286990	AT4G35940.1
OG0007689	Ag003G287680, Ag003G287380, Ag003G287690	AT4G35985.1
OG0007690	Ag003G288480	AT4G36260.1
OG0007691	Ag003G288890	AT4G36540.1
OG0007692	Ag003G288920	AT4G36570.1
OG0007693	Ag003G289320	AT4G36760.2
OG0007694	Ag003G289790	AT4G37130.1
OG0007695	Ag006G523990	AT2G23450.1
OG0007696	Ag003G290360	AT4G36990.1
OG0007697	Ag003G291450	AT4G37540.1
OG0007698	Ag003G291550	AT4G37680.3, AT4G38320.1
OG0007699	Ag003G291960	AT4G37730.1
OG0007700	Ag003G291970	AT4G37740.1
OG0007701	Ag003G292300	AT4G37870.1
OG0007702	Ag003G292690	AT4G38060.2
OG0007703	Ag003G292870	AT4G40080.1
OG0007704	Ag003G293410	AT4G39880.1
OG0007705	Ag003G293980	AT4G39720.2
OG0007706	Ag003G294520	AT4G39520.1
OG0007707	Ag003G296800	AT4G38520.1
OG0007708	Ag001G042580	AT5G35430.1
OG0007709	Ag007G645660	AT5G37478.1
OG0007710	Ag007G647720	AT5G38865.1
OG0007711	Ag002G162090	AT2G34980.1
OG0007712	Ag008G710350	AT2G35050.1
OG0007713	Ag002G162540	AT2G35155.1
OG0007714	Ag004G311290	AT1G10170.4
OG0007715	Ag007G579470	AT1G31220.1
OG0007716	Ag007G628480	AT5G18070.1
OG0007717	Ag002G162900	AT2G35260.1
OG0007718	Ag002G162880	AT2G35215.1
OG0007719	Ag002G151700, Ag009G736750	AT4G09650.1
OG0007720	Ag002G171620	AT4G08960.1
OG0007721	Ag002G149280, Ag002G155660	AT4G08455.1
OG0007722	Ag002G201690, Ag007G581380	AT1G29960.1, AT1G23465.1
OG0007723	Ag002G160200	AT2G34180.1
OG0007724	Ag002G159970, Ag006G513530	AT2G34050.1
OG0007725	Ag002G159640	AT2G33860.1
OG0007726	Ag002G159480	AT2G33835.1
OG0007727	Ag002G159420	AT2G33830.2
OG0007728	Ag002G158490	AT2G33550.1
OG0007729	Ag002G158400	AT2G33490.1
OG0007730	Ag002G157650	AT5G42870.1
OG0007731	Ag002G206240	AT4G10350.1
OG0007732	Ag002G146740	AT4G11040.1
OG0007733	Ag002G146210	AT4G11240.1
OG0007734	Ag002G145130	AT4G11660.1
OG0007735	Ag002G142640	AT4G12410.1
OG0007736	Ag002G141340	AT4G12620.1, AT4G14700.1
OG0007737	Ag002G140280	AT4G04450.1
OG0007738	Ag002G133340	AT4G04950.1, AT4G32580.1
OG0007739	Ag008G718810	AT5G19940.1
OG0007740	Ag002G132100	AT4G05010.1
OG0007741	Ag002G125410	AT5G44660.1
OG0007742	Ag002G102960	AT5G45110.1
OG0007743	Ag002G103880	AT5G45360.1
OG0007744	Ag002G104730	AT5G45590.1
OG0007745	Ag002G110340, Ag002G106730	AT5G45890.1
OG0007746	Ag002G111230, Ag002G107640	AT5G45970.1
OG0007747	Ag002G111600, Ag002G108090	AT5G46080.1
OG0007748	Ag002G108790, Ag002G112820	AT5G46220.1
OG0007749	Ag002G109290, Ag002G113270	AT5G46280.1
OG0007750	Ag002G117390	AT5G46530.1
OG0007751	Ag006G498210	AT5G04500.1
OG0007752	Ag002G117660	AT5G46590.1
OG0007753	Ag002G118700	AT5G46650.1
OG0007754	Ag002G114830, Ag002G120430	AT5G46880.1
OG0007755	Ag002G124110, Ag004G312900	AT4G15950.1
OG0007756	Ag001G042860	AT5G35620.1
OG0007757	Ag002G103830	AT5G35700.1
OG0007758	Ag003G289540	AT4G12730.1
OG0007759	Ag004G307770	AT3G25070.2
OG0007761	Ag001G038980	AT4G13370.1
OG0007762	Ag008G726670	AT4G13830.2
OG0007763	Ag001G036900	AT4G14330.1
OG0007765	Ag007G655520	AT5G41040.1
OG0007766	Ag007G656880, Ag007G657130	AT5G41800.1
OG0007767	Ag005G446870	AT5G42030.2
OG0007768	Ag003G227250	AT1G61570.1
OG0007769	Ag002G206420	AT2G47850.1
OG0007770	Ag002G206230	AT2G47730.1
OG0007771	Ag002G206180	AT2G47670.1
OG0007772	Ag002G205750	AT2G47350.1
OG0007773	Ag002G205610	AT2G47260.1
OG0007774	Ag002G204910, Ag008G670270	AT2G47210.1
OG0007775	Ag002G204900, Ag008G670240	AT2G47190.1
OG0007776	Ag002G203700	AT2G46550.1
OG0007777	Ag002G203600	AT2G46500.1
OG0007778	Ag002G203090	AT2G46220.1
OG0007779	Ag002G202940	AT2G46090.1
OG0007780	Ag002G202920	AT2G46070.3
OG0007781	Ag002G202910	AT2G46060.1
OG0007783	Ag002G202830	AT2G46020.2
OG0007784	Ag002G202720	AT2G45910.1
OG0007785	Ag002G202150	AT2G45680.1
OG0007786	Ag002G201580	AT2G45400.1
OG0007787	Ag002G200530	AT2G44840.1
OG0007788	Ag002G199400	AT2G44440.1
OG0007789	Ag002G198720	AT2G44130.1
OG0007790	Ag002G198610	AT2G44050.1
OG0007791	Ag002G198400	AT2G43890.1
OG0007792	Ag002G195790	AT2G42890.1
OG0007793	Ag002G194740	AT2G42570.1
OG0007794	Ag002G192860	AT2G41945.3
OG0007795	Ag002G193310	AT2G42200.1
OG0007796	Ag006G491410	AT5G01600.1
OG0007797	Ag006G491670	AT5G01360.1
OG0007798	Ag006G491970	AT5G01230.1
OG0007799	Ag006G492300	AT5G01090.1
OG0007800	Ag006G492440	AT5G02020.1
OG0007801	Ag006G493240	AT5G02390.1
OG0007802	Ag006G493030	AT5G02480.1
OG0007803	Ag006G493400	AT5G02530.1
OG0007804	Ag006G493410	AT5G02540.1
OG0007805	Ag006G493830	AT5G02770.1
OG0007806	Ag006G496700	AT5G03840.1
OG0007807	Ag006G494600	AT5G03080.1
OG0007808	Ag006G496630	AT5G03795.1
OG0007809	Ag006G496890	AT1G76705.1, AT5G03960.2
OG0007810	Ag006G497290, Ag006G497280	AT5G04120.1
OG0007811	Ag006G497360, Ag006G497380	AT5G04180.1
OG0007812	Ag002G202070, Ag006G497560	AT5G04250.1
OG0007813	Ag006G497840	AT5G04310.1
OG0007814	Ag008G719530	AT5G19400.1
OG0007815	Ag008G719240	AT5G19690.1
OG0007816	Ag008G719220	AT5G19700.1
OG0007817	Ag008G717680	AT5G20610.1
OG0007818	Ag008G717290	AT5G20740.2
OG0007819	Ag008G716640	AT5G20980.1
OG0007820	Ag008G716580	AT5G21050.1
OG0007821	Ag008G716480	AT5G21105.1
OG0007822	Ag008G716440	AT5G21140.1
OG0007823	Ag008G716200	AT5G21990.1
OG0007824	Ag008G714850	AT5G22450.1
OG0007825	Ag008G714110	AT5G22790.1
OG0007826	Ag008G712990	AT5G60790.1
OG0007827	Ag008G712740	AT5G60710.1
OG0007828	Ag008G712300	AT5G60530.1
OG0007829	Ag008G711360	AT5G60190.1
OG0007830	Ag008G710490	AT5G59990.1
OG0007831	Ag008G709520	AT5G59710.1
OG0007832	Ag008G700560	AT5G59110.1
OG0007833	Ag008G707470	AT5G59000.1
OG0007834	Ag008G706870	AT5G58860.1
OG0007835	Ag008G729040	AT5G63130.1
OG0007836	Ag002G102940, Ag008G729100, Ag002G102930	AT5G63170.1
OG0007837	Ag008G729110	AT5G63180.1
OG0007838	Ag008G729530	AT5G63480.1
OG0007839	Ag008G700730	AT5G56940.1
OG0007840	Ag008G730560	AT5G63980.1
OG0007841	Ag008G730610	AT5G64030.1
OG0007842	Ag008G731420	AT5G64540.1
OG0007843	Ag008G731620	AT5G64670.1
OG0007844	Ag008G731850	AT5G64813.1
OG0007845	Ag008G731870	AT5G64820.1
OG0007846	Ag008G732620	AT5G65220.1
OG0007847	Ag008G732660	AT5G65250.1
OG0007849	Ag008G733380	AT5G65683.1
OG0007850	Ag008G733390	AT5G65690.2
OG0007851	Ag008G733580	AT5G65770.2, AT5G65780.2
OG0007852	Ag008G733890	AT5G67590.1
OG0007853	Ag008G734210	AT5G67370.1
OG0007854	Ag008G734350	AT5G67300.1
OG0007855	Ag008G734460	AT5G67220.1
OG0007856	Ag008G734870	AT5G66840.1
OG0007857	Ag001G099870	AT5G66470.1
OG0007858	Ag001G059490, Ag001G059290	AT3G51140.1
OG0007859	Ag001G099520	AT5G66290.2
OG0007860	Ag006G516910	AT4G00720.1
OG0007861	Ag006G517030	AT4G00570.1
OG0007862	Ag006G516500	AT4G01320.1
OG0007863	Ag006G515540	AT4G01050.2
OG0007864	Ag006G515470	AT3G06455.1, AT4G01000.1
OG0007865	Ag006G514630	AT4G01440.1
OG0007866	Ag006G513780	AT4G01670.1
OG0007867	Ag006G512480	AT4G02100.1
OG0007868	Ag006G511650	AT4G02260.1
OG0007869	Ag006G511480	AT4G02290.1
OG0007870	Ag006G511210	AT4G02340.1
OG0007871	Ag006G509570	AT4G02715.1
OG0007872	Ag006G508640, Ag006G508060, Ag006G508630	AT4G02760.3
OG0007873	Ag007G599380	AT4G03020.1
OG0007874	Ag007G599110	AT4G03210.1
OG0007875	Ag007G586700	AT5G44190.1
OG0007876	Ag007G587140, Ag007G587150	AT5G43910.2
OG0007877	Ag007G588070	AT5G43310.1
OG0007879	Ag007G588170	AT2G33390.1
OG0007880	Ag007G589390	AT2G32300.2
OG0007881	Ag007G589310	AT2G32280.1
OG0007882	Ag007G589290	AT2G32260.1
OG0007884	Ag007G589430	AT2G32360.1
OG0007885	Ag007G590560	AT2G31820.1
OG0007886	Ag007G591400	AT2G31240.1
OG0007887	Ag007G591560	AT2G31130.1
OG0007888	Ag007G591800	AT2G30990.1
OG0007889	Ag007G591840	AT2G30970.1
OG0007890	Ag004G305650	AT1G06530.1
OG0007891	Ag007G591980	AT2G30860.1
OG0007892	Ag007G592340	AT2G30520.1
OG0007893	Ag007G592530, Ag007G592540	AT2G30370.1
OG0007894	Ag007G592600	AT2G30340.2
OG0007895	Ag007G592770	AT2G30230.1
OG0007896	Ag004G306310	AT1G07130.1
OG0007897	Ag007G593390	AT2G30070.1
OG0007898	Ag007G595130	AT2G28790.2
OG0007899	Ag007G595140	AT2G28780.1
OG0007900	Ag007G595690	AT2G28470.1
OG0007901	Ag007G595750	AT2G28410.1
OG0007902	Ag007G595900	AT2G28315.1
OG0007903	Ag007G596460	AT2G27900.1
OG0007904	Ag007G597700	AT2G27040.1
OG0007905	Ag007G597980	AT2G26730.1
OG0007906	Ag006G504490, Ag004G381330, Ag006G504510	AT5G06430.1
OG0007907	Ag006G526490	AT2G26410.1
OG0007908	Ag006G527230	AT2G26250.1
OG0007909	Ag003G251380	AT4G27410.3
OG0007910	Ag002G203620	AT4G27120.1
OG0007911	Ag007G615670	AT5G14750.1
OG0007912	Ag001G100430	AT3G01530.1
OG0007913	Ag007G613300	AT5G14110.1
OG0007914	Ag002G146970	AT5G37290.1
OG0007915	Ag003G248460	AT4G26470.3
OG0007916	Ag005G490370	AT3G01200.1
OG0007917	Ag005G490300	AT3G01160.1
OG0007918	Ag007G617840	AT5G15270.1
OG0007919	Ag005G489950	AT3G02140.1
OG0007920	Ag005G489540	AT3G02360.1
OG0007921	Ag005G489020	AT3G02650.1
OG0007922	Ag005G488580	AT3G02800.1
OG0007923	Ag005G488450	AT3G02880.1
OG0007924	Ag005G488100	AT3G03100.1
OG0007925	Ag005G487590	AT3G03440.1
OG0007926	Ag005G486800	AT3G03770.1
OG0007927	Ag005G486100	AT3G04090.1
OG0007928	Ag005G485160	AT3G04700.1
OG0007929	Ag005G484990	AT3G04730.1
OG0007930	Ag005G484750	AT3G04910.1
OG0007931	Ag005G484430	AT3G05090.1
OG0007932	Ag005G484600	AT3G04980.2
OG0007933	Ag005G484260	AT3G05160.1
OG0007934	Ag005G484190	AT3G05200.1
OG0007935	Ag005G484040	AT3G05327.1
OG0007936	Ag005G483480	AT3G05520.2
OG0007937	Ag005G483620	AT3G05470.1
OG0007938	Ag005G483090	AT3G05690.2
OG0007939	Ag005G482540	AT3G05937.1
OG0007940	Ag005G482370	AT3G06020.1
OG0007941	Ag005G482150	AT3G06130.1
OG0007942	Ag005G481410	AT3G06483.1
OG0007943	Ag005G481320	AT3G06540.1
OG0007944	Ag005G481310	AT3G06550.2
OG0007945	Ag005G481290	AT3G06580.1
OG0007946	Ag005G481260	AT3G06600.1
OG0007947	Ag005G481250	AT3G06610.1
OG0007948	Ag007G642860	AT5G48870.1
OG0007949	Ag005G480410	AT3G07120.1
OG0007950	Ag005G480190	AT3G07320.1
OG0007951	Ag005G479530	AT3G07540.1
OG0007952	Ag005G479370	AT3G07660.1
OG0007953	Ag005G479270	AT3G07750.1
OG0007954	Ag005G479260	AT3G07760.3
OG0007955	Ag005G479050	AT3G07950.1
OG0007956	Ag005G478860	AT3G08500.1
OG0007957	Ag005G478450	AT3G08840.7
OG0007958	Ag002G185390	AT2G40180.1
OG0007959	Ag002G185220, Ag002G185260	AT2G40150.1
OG0007960	Ag002G185190	AT2G40130.2
OG0007961	Ag002G184670	AT2G39980.1
OG0007962	Ag002G184000	AT2G39870.1
OG0007963	Ag002G181790	AT2G39490.1
OG0007964	Ag002G178170	AT2G38820.2
OG0007965	Ag002G165750	AT2G36050.1
OG0007967	Ag002G166250	AT2G36220.1
OG0007968	Ag002G167270	AT2G36450.1
OG0007969	Ag002G167410	AT2G36480.1
OG0007970	Ag002G168130	AT2G36690.1, AT2G06960.1
OG0007971	Ag002G169680	AT2G36930.1
OG0007972	Ag002G170110	AT2G36970.1
OG0007973	Ag002G170830	AT2G37080.1
OG0007974	Ag002G171280	AT2G37200.2
OG0007975	Ag002G203220, Ag002G172890	AT2G37610.1
OG0007976	Ag002G173610	AT2G37678.1
OG0007977	Ag002G173840	AT2G37740.1
OG0007978	Ag002G174590	AT2G37880.1
OG0007979	Ag002G175270	AT2G38110.1
OG0007980	Ag002G175610	AT2G38250.1
OG0007981	Ag002G176290	AT2G38370.2
OG0007982	Ag002G164760, Ag005G452470	AT2G35790.1
OG0007983	Ag004G322960	AT1G15400.3
OG0007984	Ag004G324810	AT1G16270.1
OG0007985	Ag004G325460	AT1G16740.1
OG0007986	Ag004G328550	AT1G17820.1
OG0007987	Ag004G329700	AT1G18320.1, AT3G10110.1
OG0007988	Ag004G329460	AT1G18210.1
OG0007989	Ag004G329790	AT1G18370.1
OG0007990	Ag004G329830	AT1G18390.2
OG0007991	Ag004G329990	AT1G18480.1
OG0007992	Ag004G330300	AT1G18620.2
OG0007993	Ag004G330390	AT1G18660.4
OG0007994	Ag004G331070	AT1G18840.1
OG0007995	Ag004G331980, Ag006G574290	AT1G19270.1
OG0007996	Ag004G332000	AT1G19300.1
OG0007997	Ag004G332210	AT1G19440.1
OG0007998	Ag004G332250, Ag006G503460	AT1G19485.1
OG0007999	Ag004G332970	AT1G19860.2
OG0008000	Ag004G332980	AT1G19870.1
OG0008001	Ag004G333300	AT1G19960.1
OG0008002	Ag004G333800	AT1G20180.1
OG0008003	Ag004G333970	AT1G20310.1
OG0008004	Ag004G335280	AT1G20840.1
OG0008005	Ag003G220380	AT1G76440.1
OG0008006	Ag004G335650	AT1G20990.1
OG0008007	Ag004G336700	AT1G21340.1
OG0008008	Ag004G336970	AT1G21450.1
OG0008009	Ag004G337040	AT1G21480.1
OG0008010	Ag003G218820	AT1G77120.1
OG0008011	Ag004G337080	AT1G21500.1
OG0008012	Ag004G337430	AT1G21590.1
OG0008013	Ag004G337610	AT1G21660.1
OG0008014	Ag004G339000	AT1G22250.1
OG0008015	Ag004G339200	AT1G22330.1
OG0008016	Ag004G339690	AT1G22500.1
OG0008017	Ag004G339880	AT1G22620.1
OG0008018	Ag004G341290	AT1G23040.1
OG0008019	Ag003G242200	AT1G23440.1
OG0008021	Ag003G243440	AT1G27200.1
