Orthogroup	Alyssum_gmelinii	Noccaea_praecox
OG0008944	Ag001G099540	Np001G000590
OG0008945	Ag001G099350	Np001G000310
OG0008946	Ag001G099140	Np001G000080
OG0008947	Ag006G516960	Np003G189140
OG0008948	Ag004G297750	Np004G259410
OG0008949	Ag006G497340	Np003G189390
OG0008950	Ag006G519910	Np003G189540
OG0008951	Ag006G519850	Np003G189560
OG0008952	Ag006G516460	Np003G188860
OG0008953	Ag006G515380	Np003G188320
OG0008954	Ag006G514890	Np003G188060
OG0008955	Ag006G512580	Np003G187170
OG0008956	Ag006G512250	Np003G187060, Np003G187050
OG0008957	Ag006G511610	Np003G186870
OG0008958	Ag006G497780, Ag006G509550	Np003G186180
OG0008959	Ag006G508570	Np003G186070
OG0008960	Ag007G599260	Np003G185650
OG0008961	Ag007G599240	Np003G185630
OG0008963	Ag007G587240	Np001G040700
OG0008964	Ag007G587260	Np001G040730
OG0008965	Ag007G587630	Np001G041100
OG0008966	Ag007G587700	Np001G041200
OG0008968	Ag007G588490	Np006G357740
OG0008969	Ag007G588400	Np006G357880
OG0008970	Ag007G617030, Ag007G588790	Np006G357430
OG0008971	Ag007G588720	Np006G357510
OG0008972	Ag007G589730	Np006G357020
OG0008974	Ag007G589620	Np006G356940
OG0008975	Ag001G000020	Np004G190030
OG0008977	Ag007G591180	Np006G355150
OG0008978	Ag007G591360	Np006G354920
OG0008979	Ag007G591570	Np006G354640, Np006G348280
OG0008980	Ag007G591910	Np006G354060, Np006G348930, Np006G354930
OG0008982	Ag007G592670	Np006G352620
OG0008983	Ag007G592710	Np006G352570
OG0008984	Ag007G594090	Np006G360580
OG0008985	Ag007G594720	Np006G360140
OG0008986	Ag007G594780	Np006G360120
OG0008987	Ag007G594960	Np006G358080, Np006G360010
OG0008988	Ag007G594990	Np006G359980
OG0008989	Ag007G595350	Np006G359610
OG0008990	Ag007G595420	Np006G359590
OG0008991	Ag007G595810	Np006G359180
OG0008992	Ag007G595920	Np006G359050
OG0008993	Ag007G596130	Np006G358860
OG0008994	Ag007G596660, Ag007G596670	Np006G358130
OG0008995	Ag007G596680	Np006G358120
OG0008996	Ag007G597270	Np006G361120
OG0008997	Ag007G597120	Np006G361020
OG0008998	Ag007G597060	Np006G360890
OG0008999	Ag007G596930	Np006G360680
OG0009001	Ag006G527370	Np006G362470
OG0009002	Ag006G527800	Np006G363330
OG0009003	Ag006G508460	Np006G363380
OG0009004	Ag003G251740	Np005G277940
OG0009005	Ag003G251690	Np005G277970
OG0009006	Ag003G251070	Np005G278480
OG0009007	Ag001G100290	Np007G424730
OG0009008	Ag001G100320	Np007G424750
OG0009009	Ag001G100330	Np007G424760
OG0009010	Ag001G100660	Np007G425000
OG0009011	Ag001G100640	Np007G424990
OG0009012	Ag001G100760	Np007G425170
OG0009013	Ag003G248680	Np005G279310
OG0009014	Ag003G250980	Np005G278620
OG0009015	Ag005G480700	Np005G278740
OG0009016	Ag005G490240	Np007G424310
OG0009017	Ag005G489920	Np007G423790
OG0009018	Ag005G489150	Np007G423310
OG0009019	Ag005G489100	Np007G423210
OG0009020	Ag005G488500	Np007G422960
OG0009021	Ag005G488390	Np007G422860
OG0009022	Ag005G488140	Np007G422630
OG0009023	Ag005G488060	Np007G422560
OG0009024	Ag005G488050	Np007G422570
OG0009025	Ag005G487600, Ag005G487620	Np007G422150
OG0009026	Ag005G486980	Np007G421740
OG0009027	Ag005G486250	Np007G421250
OG0009028	Ag005G486150	Np007G421170
OG0009029	Ag005G486120	Np007G421090, Np007G421020
OG0009030	Ag005G485770	Np007G420790
OG0009031	Ag005G485560	Np007G420530
OG0009032	Ag005G485280	Np007G420340
OG0009033	Ag005G485190	Np007G420260
OG0009034	Ag005G485140	Np007G420220
OG0009035	Ag005G484810	Np007G419690, Np007G419830
OG0009036	Ag005G484340	Np007G419290
OG0009037	Ag005G484220, Ag005G484210	Np007G419260
OG0009038	Ag005G483180	Np007G418480
OG0009039	Ag004G340650, Ag005G483160	Np007G418460
OG0009040	Ag005G482290	Np007G417610
OG0009041	Ag005G481910	Np007G417320
OG0009042	Ag005G481360	Np007G416920
OG0009043	Ag005G481180	Np007G416700
OG0009044	Ag005G480690	Np007G416300
OG0009045	Ag005G480440	Np007G416000
OG0009047	Ag005G480210	Np007G415750
OG0009048	Ag005G480170	Np007G415640
OG0009049	Ag005G479840	Np007G415600, Np007G415580
OG0009050	Ag007G656650	Np002G106020
OG0009051	Ag001G006800, Ag006G526380	Np006G362630
OG0009052	Ag006G506880	Np005G318910
OG0009054	Ag005G478850	Np007G414500
OG0009055	Ag007G584180	Np004G201130
OG0009056	Ag002G187380	Np006G331440
OG0009057	Ag002G187130	Np006G331530
OG0009058	Ag002G186690	Np006G331630
OG0009059	Ag002G186430	Np006G331740
OG0009060	Ag002G186290	Np006G331800
OG0009061	Ag002G185710	Np006G332020
OG0009062	Ag002G183080	Np006G333230
OG0009063	Ag002G183030	Np006G333260
OG0009064	Ag002G181840	Np006G333650
OG0009065	Ag002G180490	Np006G334120
OG0009066	Ag002G181460, Ag002G181470	Np006G333760
OG0009067	Ag002G180120	Np006G334310
OG0009068	Ag002G177940	Np006G334970
OG0009069	Ag004G354220	Np002G089930
OG0009070	Ag002G177850	Np006G334990
OG0009071	Ag002G166050	Np006G339560
OG0009072	Ag002G166130	Np006G339490
OG0009073	Ag002G166350, Ag007G634980	Np006G339470
OG0009074	Ag001G069820	Np001G054940
OG0009075	Ag002G167360	Np006G339100
OG0009076	Ag002G167930	Np006G338730
OG0009077	Ag002G169650	Np006G338170
OG0009078	Ag002G170780	Np006G337890
OG0009079	Ag002G171830	Np006G337440
OG0009080	Ag002G174480	Np006G336530
OG0009081	Ag002G174470, Ag003G264530	Np006G336520
OG0009082	Ag002G177470	Np006G335160
OG0009083	Ag002G177460	Np006G335170
OG0009084	Ag002G175020	Np006G336130
OG0009085	Ag002G176760, Ag002G176770, Ag002G176810	Np006G335350
OG0009086	Ag002G176210	Np006G335580
OG0009087	Ag002G176060	Np006G335620
OG0009088	Ag002G164780	Np006G339940
OG0009089	Ag004G322750	Np004G241120
OG0009090	Ag004G322770	Np004G241100
OG0009091	Ag004G322950	Np004G240930
OG0009092	Ag004G323020	Np004G240860
OG0009093	Ag004G323130	Np004G240730
OG0009094	Ag004G323530	Np004G240670
OG0009095	Ag004G324330	Np004G240260
OG0009097	Ag004G324950, Ag004G324960	Np004G239850
OG0009098	Ag004G325110	Np004G239680
OG0009099	Ag004G325200	Np004G239640
OG0009100	Ag004G325670	Np004G239320
OG0009101	Ag004G326500	Np004G238940
OG0009102	Ag004G327170	Np004G238770
OG0009103	Ag004G327350	Np004G238690
OG0009104	Ag002G159700, Ag001G007230	Np004G238360
OG0009105	Ag004G329440	Np004G237700
OG0009106	Ag004G330240	Np004G237200
OG0009107	Ag002G152870	Np004G237130, Np005G311320
OG0009108	Ag004G330310	Np004G237110
OG0009109	Ag004G330330	Np004G237090
OG0009110	Ag004G331600	Np004G236630
OG0009111	Ag004G333230	Np004G235570
OG0009112	Ag004G333250	Np004G235560
OG0009113	Ag004G333840	Np004G235280
OG0009114	Ag004G335640, Ag008G705150	Np004G234450
OG0009115	Ag004G336050	Np004G234270
OG0009116	Ag001G074770	Np001G057300
OG0009117	Ag004G338040	Np004G233270
OG0009118	Ag004G338410	Np004G232800
OG0009119	Ag004G338450	Np004G232780
OG0009120	Ag004G340230	Np004G231840
OG0009121	Ag004G340250	Np004G231790
OG0009122	Ag004G341400	Np004G230970
OG0009123	Ag003G241880	Np004G230440
OG0009125	Ag003G242550	Np004G229830
OG0009127	Ag003G244210	Np004G227440
OG0009128	Ag003G244700	Np004G226610
OG0009129	Ag003G253190	Np004G226240
OG0009130	Ag004G349340	Np002G087190
OG0009131	Ag003G245280	Np004G225820
OG0009134	Ag003G245740	Np004G224660
OG0009137	Ag006G503120	Np004G209460
OG0009138	Ag002G177780	Np004G209590
OG0009139	Ag007G622450	Np004G209820
OG0009140	Ag003G246090	Np004G210070
OG0009141	Ag002G127290	Np005G282560
OG0009143	Ag007G586780	Np005G282210
OG0009144	Ag007G598440	Np005G281630
OG0009145	Ag007G598580	Np005G281490
OG0009146	Ag006G524880	Np006G364160
OG0009149	Ag006G525430	Np006G364420
OG0009150	Ag001G021820, Ag001G021730	Np006G365610
OG0009151	Ag006G524820	Np006G366000
OG0009152	Ag006G524300	Np006G366510
OG0009153	Ag004G340430	Np006G366680
OG0009155	Ag006G523780	Np006G367750
OG0009156	Ag001G067020	Np001G053290
OG0009157	Ag006G523160	Np006G368720
OG0009159	Ag006G521890	Np006G370310
OG0009160	Ag006G521140	Np006G370640
OG0009161	Ag006G518030	Np006G371130
OG0009162	Ag004G322360	Np004G241390
OG0009163	Ag004G321540	Np004G241690
OG0009164	Ag004G321100	Np004G241890
OG0009165	Ag004G319850	Np004G242590
OG0009166	Ag004G319780	Np004G242620
OG0009167	Ag004G319480	Np004G242860
OG0009168	Ag004G317830	Np004G244030
OG0009169	Ag004G317860	Np004G243990
OG0009170	Ag004G317140	Np004G244510
OG0009171	Ag004G315720	Np004G245530
OG0009172	Ag004G314740	Np004G246320
OG0009173	Ag004G314510	Np004G246490
OG0009174	Ag004G313700	Np004G247000
OG0009175	Ag004G312600	Np004G247850
OG0009176	Ag004G312580	Np004G247900
OG0009177	Ag004G312360	Np004G247990
OG0009178	Ag004G311530	Np004G248610
OG0009179	Ag004G310750	Np004G249200
OG0009180	Ag004G310840	Np004G249090
OG0009181	Ag004G310310	Np004G249650
OG0009182	Ag004G309870	Np004G249820
OG0009184	Ag004G309310	Np004G250100
OG0009185	Ag004G309180	Np004G250240
OG0009186	Ag008G718940	Np003G148090
OG0009187	Ag004G309030	Np004G250400
OG0009188	Ag004G308960	Np004G250460
OG0009189	Ag004G308700	Np004G250720
OG0009190	Ag004G308710	Np004G250710
OG0009191	Ag004G308730	Np004G250670
OG0009192	Ag004G308750	Np004G250650
OG0009193	Ag004G308630	Np004G250820
OG0009194	Ag004G308560	Np004G250900
OG0009195	Ag004G307830	Np004G251390
OG0009196	Ag004G308390	Np004G251020
OG0009197	Ag004G307340	Np004G251820
OG0009198	Ag004G306980	Np004G252120
OG0009199	Ag004G306560	Np004G252360
OG0009200	Ag004G305590	Np004G253260
OG0009201	Ag004G305530	Np004G253330
OG0009202	Ag004G305400	Np004G253460
OG0009203	Ag004G305370	Np004G253500
OG0009204	Ag004G305040	Np004G253740
OG0009205	Ag004G304760	Np004G253960
OG0009206	Ag004G303970	Np004G254560
OG0009207	Ag004G303940	Np004G254590
OG0009208	Ag004G303780	Np004G254770
OG0009209	Ag003G208230, Ag002G161190	Np005G309660
OG0009210	Ag001G009640, Ag004G303200	Np004G255230
OG0009211	Ag004G303020, Ag004G303010	Np004G255350
OG0009212	Ag004G302970	Np004G255410
OG0009213	Ag004G302580	Np004G255740
OG0009214	Ag004G302300	Np004G255970
OG0009215	Ag004G301980	Np004G256310
OG0009216	Ag004G300880	Np004G256960
OG0009217	Ag004G300250	Np004G257320
OG0009218	Ag004G300140	Np004G257390
OG0009219	Ag004G299840	Np004G257620
OG0009220	Ag004G299560	Np004G257850
OG0009221	Ag004G299450	Np004G257950
OG0009222	Ag004G299160	Np004G258320
OG0009223	Ag004G298870	Np004G258400
OG0009224	Ag005G442530, Ag002G191950, Ag005G451610, Ag002G104650, Ag004G298790	Np004G258480
OG0009225	Ag004G298690	Np004G258590
OG0009226	Ag004G298600	Np004G258660
OG0009227	Ag004G298500	Np004G258730
OG0009228	Ag004G298160	Np004G259100
OG0009229	Ag004G297810	Np004G259350
OG0009230	Ag004G297420	Np004G259770
OG0009231	Ag004G297330	Np004G259880
OG0009232	Ag007G613040	Np003G140830
OG0009233	Ag007G613170	Np003G140890
OG0009234	Ag007G613550	Np003G141110
OG0009235	Ag003G235790, Ag007G613290, Ag008G692020	Np003G140990
OG0009236	Ag007G616420	Np003G141790
OG0009237	Ag007G616710	Np003G141840
OG0009238	Ag007G616990	Np003G141900
OG0009239	Ag007G619320	Np003G142560
OG0009240	Ag007G618510	Np003G142320
OG0009241	Ag007G617730	Np003G142120
OG0009242	Ag007G619830	Np003G142700
OG0009243	Ag007G621200	Np003G143170
OG0009245	Ag007G623140	Np003G143850
OG0009246	Ag007G623430	Np003G143920
OG0009247	Ag007G624330	Np003G144270
OG0009248	Ag006G492560, Ag007G624620	Np003G144380
OG0009249	Ag007G626150	Np003G144930
OG0009250	Ag007G628550	Np003G145590
OG0009251	Ag007G629280	Np003G146740
OG0009252	Ag007G628990	Np003G146810
OG0009253	Ag007G633040	Np003G147220
OG0009254	Ag007G633060	Np003G147230
OG0009255	Ag007G637070	Np001G015050
OG0009256	Ag007G641580	Np001G015810
OG0009257	Ag003G231840	Np001G016700
OG0009258	Ag002G161430	Np001G016240
OG0009259	Ag007G612130	Np001G016770
OG0009260	Ag007G642550	Np001G016930
OG0009262	Ag007G612140	Np003G140470
OG0009263	Ag007G612000	Np003G140370
OG0009264	Ag006G505580	Np003G132530, Np003G130950
OG0009265	Ag006G505600	Np003G132550
OG0009267	Ag007G612540	Np003G140670
OG0009268	Ag006G505170	Np003G132380
OG0009269	Ag006G505100	Np003G132340
OG0009271	Ag006G503700	Np003G131580
OG0009272	Ag006G503680	Np003G131570
OG0009273	Ag006G502800	Np003G131350
OG0009274	Ag006G501940	Np004G235990, Np003G131250
OG0009275	Ag006G501620	Np003G130980
OG0009276	Ag006G500440	Np003G172420, Np002G118530, Np003G130370
OG0009277	Ag006G500050	Np003G130080
OG0009278	Ag006G500010	Np003G130040
OG0009279	Ag006G499430	Np003G129740
OG0009280	Ag006G499090	Np003G129450
OG0009281	Ag008G720510	Np001G013100
OG0009282	Ag004G380780, Ag008G720300	Np001G013370
OG0009283	Ag008G720470	Np001G013140
OG0009284	Ag008G721000	Np001G012810
OG0009285	Ag008G721110	Np001G012650
OG0009286	Ag008G721280	Np001G012460
OG0009287	Ag008G721580	Np001G012280
OG0009288	Ag008G721600	Np001G012260
OG0009289	Ag008G721960	Np001G012010
OG0009290	Ag008G722020	Np001G011950
OG0009291	Ag001G076100	Np001G057970
OG0009292	Ag008G722090	Np001G011890
OG0009293	Ag008G722450	Np001G011750
OG0009294	Ag008G723310	Np001G011070
OG0009295	Ag008G723870	Np001G010620
OG0009296	Ag008G723990	Np001G010520
OG0009297	Ag008G724150	Np001G010430
OG0009298	Ag008G724180	Np001G010390
OG0009299	Ag008G724380	Np001G010200
OG0009300	Ag008G725310	Np001G009550
OG0009301	Ag008G726470	Np001G008730
OG0009302	Ag008G726760	Np001G008540
OG0009303	Ag008G728560	Np001G006850
OG0009304	Ag001G054940	Np001G048100
OG0009305	Ag008G728740	Np001G006660
OG0009306	Ag008G706660	Np003G154040
OG0009307	Ag008G705860	Np003G154560
OG0009308	Ag001G067430	Np001G053030
OG0009309	Ag001G067480	Np006G364340, Np001G052980
OG0009310	Ag001G067530	Np001G052950
OG0009311	Ag001G059450, Ag001G059630	Np001G052720
OG0009312	Ag001G063090	Np001G052560
OG0009313	Ag001G061920	Np001G052170
OG0009314	Ag001G061430	Np001G052040
OG0009315	Ag001G059060	Np001G051060
OG0009316	Ag001G058940	Np001G051020
OG0009317	Ag001G058910	Np001G051000
OG0009318	Ag008G693210, Ag005G428450	Np001G050620
OG0009319	Ag008G692270	Np001G050210
OG0009320	Ag008G691780	Np001G049950
OG0009321	Ag008G690800	Np001G049410
OG0009322	Ag001G057040	Np001G049140
OG0009323	Ag001G056220	Np001G048540
OG0009325	Ag001G055380	Np001G047950
OG0009326	Ag001G054660	Np001G047820
OG0009327	Ag004G379400, Ag002G141680, Ag001G053390	Np001G047070
OG0009328	Ag010G739480, Ag001G049360	Np001G044050
OG0009330	Ag003G277150	Np005G263210
OG0009331	Ag005G418140	Np001G018310
OG0009332	Ag004G356300	Np002G092130
OG0009333	Ag004G356270	Np002G092080
OG0009334	Ag004G351810	Np002G088870
OG0009335	Ag004G350830	Np002G088310
OG0009336	Ag004G351360	Np002G088490
OG0009337	Ag004G350400	Np002G087620
OG0009338	Ag004G349820	Np002G087330
OG0009339	Ag004G349360	Np002G087250
OG0009340	Ag004G348910	Np002G086970
OG0009341	Ag007G598140	Np006G362220
OG0009342	Ag004G347710	Np002G086340
OG0009343	Ag004G347700	Np002G086330
OG0009344	Ag004G346540	Np002G086020
OG0009345	Ag004G345270	Np002G085410
OG0009346	Ag004G344440	Np002G084730
OG0009347	Ag004G343320	Np002G083950
OG0009348	Ag004G343100	Np002G083810
OG0009349	Ag004G342600	Np002G083570
OG0009350	Ag004G342040	Np002G083300
OG0009351	Ag004G341710	Np002G083220
OG0009352	Ag003G240460	Np002G082830
OG0009354	Ag003G240100	Np002G082730
OG0009356	Ag003G214690	Np002G073660, Np002G073620
OG0009357	Ag003G218610	Np002G075170
OG0009358	Ag003G218690	Np002G075230
OG0009359	Ag003G218990	Np002G075510
OG0009360	Ag005G442130, Ag005G443400	Np007G381190
OG0009362	Ag003G219420	Np002G075730
OG0009363	Ag003G224630	Np002G077650
OG0009364	Ag003G227210	Np002G078240
OG0009365	Ag003G228590	Np002G078640
OG0009366	Ag003G228640	Np002G078660
OG0009367	Ag003G230820	Np002G079140
OG0009368	Ag003G230850	Np002G079170
OG0009369	Ag003G230990	Np002G079210
OG0009370	Ag003G234200	Np002G080210
OG0009371	Ag003G235260	Np002G080960
OG0009372	Ag004G329690	Np004G237580
OG0009373	Ag003G235910	Np002G081030
OG0009375	Ag003G236610	Np002G081230
OG0009376	Ag008G711180	Np003G152130
OG0009377	Ag003G238000	Np002G081640
OG0009378	Ag003G239020	Np002G082120
OG0009379	Ag003G239140	Np002G082210
OG0009380	Ag003G239230	Np002G082260
OG0009382	Ag003G240030	Np002G082640
OG0009383	Ag003G233010	Np002G073520
OG0009384	Ag003G214280	Np002G073470
OG0009385	Ag003G214220	Np002G073440
OG0009386	Ag003G213500	Np002G073250
OG0009387	Ag003G213470	Np002G073210
OG0009387	Ag005G487060	Np006G345000
OG0009388	Ag003G213370	Np002G073170
OG0009389	Ag003G212750	Np002G073000
OG0009390	Ag003G212410	Np002G072800
OG0009391	Ag003G212080	Np002G072580
OG0009392	Ag003G210630	Np002G071630
OG0009393	Ag003G210590	Np002G071610
OG0009394	Ag003G210340	Np002G071440
OG0009395	Ag003G209080	Np002G071000
OG0009396	Ag003G208280	Np002G070690
OG0009397	Ag003G208160	Np002G070570
OG0009398	Ag003G207380	Np002G070390
OG0009399	Ag003G207410	Np002G070330
OG0009400	Ag003G207680	Np002G070210
OG0009401	Ag005G470580	Np007G408540
OG0009402	Ag005G470230	Np007G408270
OG0009403	Ag005G470000	Np007G408190
OG0009404	Ag005G469980	Np007G408170
OG0009405	Ag005G469740	Np007G407880
OG0009406	Ag005G469520	Np007G407690
OG0009407	Ag005G469010	Np007G407380
OG0009408	Ag005G468360	Np007G406790
OG0009409	Ag005G466240	Np007G405840
OG0009410	Ag005G466110	Np007G405800
OG0009411	Ag005G465890	Np007G405680
OG0009412	Ag005G465790	Np007G405590
OG0009413	Ag005G465460	Np007G405370
OG0009414	Ag005G465200	Np007G405190
OG0009415	Ag005G465170	Np007G405160
OG0009416	Ag005G464510	Np007G404700
OG0009417	Ag005G464480	Np007G404670
OG0009418	Ag005G464440	Np007G404650
OG0009419	Ag005G462910	Np007G402810
OG0009420	Ag005G462670	Np007G390000
OG0009421	Ag005G462650	Np007G390020
OG0009422	Ag005G462620	Np007G390060
OG0009424	Ag005G461820	Np007G390370
OG0009425	Ag005G461760	Np007G390400
OG0009426	Ag005G461670	Np007G390460
OG0009427	Ag005G459950	Np007G391520
OG0009428	Ag005G459820	Np007G391600
OG0009429	Ag005G459810	Np007G391610
OG0009430	Ag005G454400, Ag005G458870	Np007G392210
OG0009431	Ag005G458440	Np007G392430
OG0009432	Ag005G458430	Np007G392440
OG0009433	Ag006G516870	Np003G189070
OG0009434	Ag005G457380	Np007G392830
OG0009435	Ag005G456240	Np007G393660
OG0009436	Ag021G743400, Ag003G225400, Ag007G630580	Np007G394050
OG0009437	Ag005G454840	Np007G394290
OG0009438	Ag005G453550	Np007G394580
OG0009439	Ag005G453510	Np007G394680
OG0009440	Ag005G452600	Np007G395270
OG0009442	Ag005G449470	Np007G396450
OG0009443	Ag005G449460	Np007G396460
OG0009444	Ag005G448150	Np007G397680
OG0009445	Ag005G447420	Np007G397860
OG0009446	Ag005G446300	Np007G399330
OG0009447	Ag005G445980	Np011G435480
OG0009448	Ag005G445940	Np011G435960, Np011G435950
OG0009449	Ag005G445820	Np012G436910, Np011G436230
OG0009450	Ag005G444310, Ag005G443020	Np007G380610
OG0009452	Ag005G441170	Np007G381960
OG0009454	Ag005G438340	Np007G382290
OG0009455	Ag005G436910	Np007G383840
OG0009456	Ag005G435010	Np007G384670
OG0009457	Ag013G741620, Ag005G435000	Np007G384680
OG0009459	Ag008G679880	Np003G184560
OG0009460	Ag005G421360	Np003G168000
OG0009461	Ag005G420950	Np007G389940
OG0009462	Ag005G420870	Np007G380110
OG0009463	Ag005G420820	Np007G379990
OG0009464	Ag005G421650	Np007G379980
OG0009465	Ag005G421720	Np007G379860
OG0009466	Ag007G608410	Np003G138600
OG0009467	Ag004G302390	Np007G378060
OG0009468	Ag005G419130	Np007G378050
OG0009469	Ag005G419030	Np007G378020
OG0009470	Ag005G418950	Np007G378000
OG0009471	Ag005G416500	Np007G376170
OG0009472	Ag005G415920	Np007G375900
OG0009473	Ag005G415700	Np007G375810
OG0009474	Ag005G414920	Np007G375230
OG0009475	Ag005G410530	Np007G374430
OG0009476	Ag005G408310	Np007G373840
OG0009477	Ag005G405990	Np007G373260
OG0009478	Ag005G403090	Np007G372220
OG0009479	Ag005G403140	Np007G372210
OG0009480	Ag005G403380	Np007G372140
OG0009481	Ag005G403570	Np007G372050
OG0009482	Ag005G404350	Np007G371620
OG0009483	Ag001G000580	Np004G190390
OG0009484	Ag001G002420	Np004G191270
OG0009485	Ag001G002880	Np004G191480
OG0009486	Ag001G003830	Np004G192030
OG0009487	Ag001G004840	Np004G192450
OG0009488	Ag001G004870	Np004G192490
OG0009489	Ag001G006130	Np004G192840
OG0009490	Ag001G006840	Np004G193450
OG0009491	Ag001G007130	Np004G193700
OG0009492	Ag001G007340, Ag001G007370	Np004G193870
OG0009493	Ag001G008540	Np004G194420
OG0009494	Ag001G012420	Np004G196230
OG0009495	Ag001G011780	Np004G195910
OG0009496	Ag001G015220, Ag001G015210	Np004G196760
OG0009497	Ag001G016240	Np004G196960
OG0009498	Ag001G016610	Np004G197070
OG0009499	Ag007G612280	Np003G140550
OG0009500	Ag001G018100	Np004G197740
OG0009501	Ag001G019150, Ag001G018890	Np004G198030
OG0009502	Ag011G740820, Ag001G019630	Np004G198090
OG0009503	Ag001G097840	Np001G068990
OG0009504	Ag001G022780	Np004G198620
OG0009505	Ag001G022940	Np004G198640
OG0009506	Ag001G023290	Np004G198680
OG0009507	Ag002G161010	Np006G341770
OG0009509	Ag002G160580	Np006G342250, Np006G342310, Np006G342200, Np006G342120
OG0009510	Ag001G065490	Np001G053770
OG0009511	Ag001G064610	Np001G053990
OG0009512	Ag001G064530, Ag003G246370	Np001G054100
OG0009513	Ag001G070580	Np001G055100
OG0009514	Ag001G071810	Np001G055970
OG0009516	Ag001G072690	Np001G056330
OG0009517	Ag001G073380	Np001G056770
OG0009518	Ag001G074090	Np001G057130
OG0009519	Ag001G074440	Np001G057210
OG0009520	Ag001G074490	Np001G057230
OG0009522	Ag001G074690	Np001G057250
OG0009523	Ag002G109360, Ag002G113350	Np001G042920
OG0009524	Ag001G075880	Np001G057800
OG0009525	Ag001G075870	Np001G057790
OG0009526	Ag002G178740	Np006G334650
OG0009527	Ag001G076140	Np001G057980
OG0009528	Ag001G076470	Np001G058390
OG0009529	Ag001G078320	Np001G059030
OG0009530	Ag001G080260	Np001G059930
OG0009531	Ag001G080380	Np001G059970
OG0009532	Ag001G080900	Np001G060230
OG0009533	Ag001G081160	Np001G060450
OG0009534	Ag001G083170	Np001G061410
OG0009535	Ag001G083420	Np002G074270, Np001G006450, Np001G061500
OG0009536	Ag001G083620	Np001G061570
OG0009537	Ag001G085990	Np001G062800
OG0009538	Ag001G086330	Np001G062980
OG0009539	Ag001G086430	Np001G063030
OG0009540	Ag001G088800	Np001G063740
OG0009541	Ag001G089560	Np001G064260
OG0009542	Ag001G090380	Np001G064580
OG0009543	Ag001G090710	Np001G064710
OG0009544	Ag008G723750	Np001G010750
OG0009545	Ag001G093080	Np001G066280
OG0009546	Ag001G093120	Np001G066290
OG0009547	Ag001G093450	Np001G066510
OG0009548	Ag001G093900	Np001G066890
OG0009549	Ag001G094250	Np001G067040
OG0009550	Ag001G094270	Np001G067060
OG0009551	Ag001G095100	Np001G067500
OG0009552	Ag001G097430	Np001G068700
OG0009553	Ag001G097440	Np001G068710
OG0009554	Ag001G098490	Np001G069550
OG0009555	Ag001G098630	Np001G069650
OG0009556	Ag001G098740	Np001G069740
OG0009557	Ag001G093650	Np001G066660
OG0009558	Ag006G549730	Np019G438830
OG0009558	Ag006G549680	Np023G439450
OG0009561	Ag002G147310, Ag001G019870	Np004G198170
OG0009563	Ag001G083760	Np001G061670
OG0009564	Ag001G100100	Np003G146560
OG0009565	Ag002G125220	Np001G039170, Np002G093310
OG0009567	Ag006G553320	Np005G279600
OG0009568	Ag002G174760	Np006G336430
OG0009569	Ag002G176020	Np006G335650
OG0009570	Ag002G189900	Np006G330570
OG0009572	Ag003G238930	Np002G082010
OG0009573	Ag003G253360	Np005G276900
OG0009574	Ag003G273920	Np005G264140
OG0009575	Ag003G276940	Np005G263290
OG0009576	Ag004G303810	Np004G254740
OG0009577	Ag004G309090	Np004G250340
OG0009578	Ag004G309350	Np004G237930, Np004G250070
OG0009579	Ag004G310920	Np004G249060
OG0009580	Ag004G312320	Np004G248030
OG0009581	Ag004G315010	Np004G246060
OG0009582	Ag004G315250	Np004G245820
OG0009583	Ag004G323910	Np004G240480
OG0009584	Ag004G328260, Ag004G328220	Np005G308120, Np005G308150
OG0009585	Ag004G343060	Np002G083760
OG0009586	Ag004G352280	Np002G089010
OG0009587	Ag005G408510	Np007G373900
OG0009588	Ag005G419840	Np001G041040, Np004G200270, Np004G200250
OG0009591	Ag005G489880	Np003G140410
OG0009592	Ag006G492870	Np003G126300
OG0009594	Ag006G495960	Np003G128020
OG0009595	Ag006G577580	Np005G294740
OG0009596	Ag007G582020	Np006G342620, Np002G114890, Np002G114850, Np002G114800
OG0009597	Ag007G584160	Np004G201000
OG0009598	Ag007G585300	Np004G200320
OG0009599	Ag007G585380	Np004G200210
OG0009601	Ag007G591230	Np006G355110
OG0009602	Ag007G598540	Np005G281550
OG0009603	Ag007G613090	Np003G140870
OG0009604	Ag007G616670	Np003G141830
OG0009605	Ag007G617790	Np003G142150
OG0009606	Ag007G618600	Np003G142350
OG0009607	Ag007G623690	Np003G143930
OG0009608	Ag007G631120	Np003G145890
OG0009609	Ag007G654100	Np005G318080
OG0009610	Ag007G657410	Np005G320120
OG0009611	Ag008G705540	Np003G154690
OG0009612	Ag008G720460	Np001G013150
OG0009613	Ag008G726150	Np001G008920
OG0009614	Ag008G726190	Np001G008870
OG0009615	Ag008G734840	Np001G001440
OG0009616	Ag008G734930	Np001G001310
OG0009635	Ag006G566750	Np007G371670
OG0009636	Ag006G576630	Np006G357370, Np006G324490, Np001G058160
OG0009637	Ag003G257830	Np005G275180
OG0009638	Ag002G182740, Ag001G040580, Ag003G258500	Np005G274900
OG0009640	Ag003G259180	Np005G274570
OG0009641	Ag003G260710	Np005G274150
OG0009643	Ag002G138100, Ag002G134620	Np005G273100
OG0009644	Ag008G718890	Np003G148110
OG0009645	Ag003G266800	Np005G272760
