Orthogroup	Alyssum_gmelinii	Conringia_planisiliqua
OG0008646	Ag008G680250	CP8_g53109_DN3_SP4_c.t1
OG0008647	Ag008G680750	CP8_g53117_DN3_SP0_c.t1
OG0008648	Ag008G683450	CP8_g53216_DN3_SP8_c.t1
OG0008650	Ag008G683070	CP8_g53280_DN3_SP8_c.t1
OG0008651	Ag008G684890	CP8_g53269_DN3_SP4_c.t1
OG0008652	Ag008G684830	CP8_g53257_DN1_SP0_c.t1
OG0008653	Ag008G686530	CP8_g53313_DN2_SP0_c.t1
OG0008654	Ag008G686630	CP8_g53316_DN3_SP3_c.t1
OG0008655	Ag008G686990	CP8_g53326_DN3_SP8_c.t1
OG0008657	Ag008G688320, Ag008G690090	CP8_g53382_DN3_SP8_c.t1
OG0008658	Ag008G687540	CP8_g53344_DN3_SP3_c.t1
OG0008659	Ag008G689910, Ag008G688580	CP8_g53396_DN3_SP7_c.t1
OG0008660	Ag008G689610, Ag008G688820	CP8_g53404_DN3_SP8_c.t1
OG0008662	Ag008G694290	CP8_g53470_DN3_SP3_c.t1
OG0008663	Ag008G694850	CP8_g53489_DN3_SP7_c.t1
OG0008664	Ag008G694940	CP8_g53497_DN3_SP4_c.t1
OG0008665	Ag008G695750	CP8_g53534_DN3_SP0_c.t1
OG0008666	Ag008G696070	CP8_g53546_DN3_SP2_c.t1
OG0008667	Ag008G696120	CP8_g53547_DN2_SP0_c.t1
OG0008668	Ag008G697680	CP8_g53595_DN3_SP8_c.t1
OG0008669	Ag008G698620	CP8_g53623_DN3_SP0_c.t1
OG0008670	Ag008G698640	CP8_g53625_DN3_SP3_c.t1
OG0008671	Ag008G699680	CP8_g53650_DN3_SP0_c.t1
OG0008672	Ag008G699950	CP8_g53665_DN3_SP8_c.t1
OG0008673	Ag008G700030	CP8_g53667_DN3_SP8_c.t1
OG0008674	Ag008G700870	CP8_g53689_DN3_SP3_c.t1
OG0008675	Ag008G701440	CP8_g53705_DN3_SP8_c.t1
OG0008676	Ag008G701880	CP8_g53714_DN2_SP2_c.t1
OG0008677	Ag008G702320	CP8_g53728_DN3_SP8_c.t1
OG0008678	Ag008G703890	CP8_g53758_DN3_SP0_c.t1
OG0008679	Ag008G704570	CP8_g53785_DN3_SP0_c.t1
OG0008680	Ag008G705120	CP8_g53802_DN3_SP8_c.t1
OG0008681	Ag008G705130	CP8_g53803_DN3_SP1_c.t1
OG0008682	Ag007G644200	CP2_g48836_DN2_SP1_c.t1
OG0008683	Ag007G644550	CP2_g48827_DN3_SP8_c.t1
OG0008684	Ag007G644670	CP2_g48826_DN2_SP0_c.t1
OG0008685	Ag007G611470	CP11_g32637_DN3_SP8_c.t1
OG0008686	Ag007G611400	CP11_g32639_DN3_SP8_c.t1
OG0008687	Ag007G610450	CP11_g32657_DN3_SP8_c.t1
OG0008688	Ag007G610360	CP11_g32660_DN3_SP8_c.t1
OG0008689	Ag007G610300	CP11_g32661_DN3_SP3_c.t1
OG0008690	Ag007G610220	CP11_g32666_DN3_SP7_c.t1
OG0008691	Ag007G609420	CP11_g32699_DN2_SP0_c.t1
OG0008692	Ag007G609400	CP11_g32700_DN3_SP8_c.t1
OG0008693	Ag007G609160	CP11_g32714_DN3_SP0_c.t1
OG0008694	Ag007G608560	CP11_g32734_DN3_SP8_c.t1
OG0008695	Ag007G608320	CP11_g32745_DN3_SP8_c.t1
OG0008696	Ag001G091020, Ag005G489340, Ag001G091090, Ag007G608180	CP11_g32749_DN3_SP0_c.t1
OG0008697	Ag007G608020	CP11_g32756_DN3_SP0_c.t1
OG0008698	Ag007G607160	CP11_g32799_DN3_SP4_c.t1
OG0008699	Ag007G605610	CP11_g32855_DN3_SP8_c.t1
OG0008700	Ag007G604950	CP11_g32879_DN3_SP8_c.t1
OG0008701	Ag007G604680	CP8_g53781_DN1_SP0_c.t1, CP11_g32894_DN3_SP1_c.t1
OG0008702	Ag007G604310	CP11_g32914_DN3_SP0_c.t1
OG0008703	Ag007G603450	CP11_g32943_DN3_SP2_c.t1
OG0008704	Ag007G602970	CP11_g32960_DN3_SP1_c.t1
OG0008705	Ag007G602670	CP11_g32968_DN3_SP1_c.t1
OG0008706	Ag007G602170	CP11_g32994_DN3_SP0_c.t1
OG0008708	Ag007G601640	CP11_g33025_DN3_SP8_c.t1
OG0008709	Ag007G601260	CP11_g33047_DN3_SP8_c.t1
OG0008710	Ag007G600890	CP11_g33068_DN3_SP0_c.t1
OG0008711	Ag007G600550	CP11_g33098_DN3_SP0_c.t1
OG0008712	Ag007G600520	CP11_g33101_DN3_SP8_c.t1
OG0008713	Ag007G600290	CP11_g33113_DN3_SP0_c.t1
OG0008714	Ag007G599900	CP11_g33135_DN3_SP0_c.t1
OG0008715	Ag006G577810	CP6_g7115_DN3_SP6_c.t1
OG0008716	Ag006G577230	CP6_g7065_DN3_SP4_c.t1
OG0008717	Ag006G577180	CP6_g7060_DN3_SP2_c.t1
OG0008718	Ag006G576990	CP6_g7047_DN2_SP0_c.t1
OG0008719	Ag006G576900	CP6_g7045_DN2_SP0_c.t1
OG0008720	Ag006G576880	CP6_g7044_DN2_SP0_c.t1
OG0008721	Ag006G576470	CP6_g7030_DN3_SP3_c.t1
OG0008723	Ag006G573930	CP6_g6934_DN3_SP0_c.t1
OG0008724	Ag002G104070	CP13_g19984_DN3_SP7_c.t1
OG0008725	Ag006G572020	CP6_g6893_DN3_SP2_c.t1
OG0008726	Ag006G571880	CP6_g6891_DN2_SP0_c.t1
OG0008727	Ag006G571200	CP6_g6872_DN3_SP8_c.t1
OG0008728	Ag006G570890	CP6_g6864_DN3_SP8_c.t1
OG0008729	Ag006G570700	CP6_g6859_DN3_SP0_c.t1
OG0008730	Ag006G559300	CP6_g6824_DN3_SP0_c.t1
OG0008731	Ag006G559360	CP6_g6821_DN3_SP2_c.t1
OG0008732	Ag006G559880	CP6_g6809_DN3_SP0_c.t1
OG0008733	Ag006G561500	CP6_g6782_DN3_SP0_c.t1
OG0008734	Ag006G563350	CP6_g6759_DN3_SP3_c.t1
OG0008736	Ag006G565220	CP6_g6708_DN3_SP8_c.t1
OG0008738	Ag006G552120, Ag008G705610, Ag005G409050	CP19_g18422_DN3_SP0_c.t1
OG0008739	Ag002G143090	CP20_g4431_DN3_SP0_c.t1
OG0008740	Ag006G551410	CP19_g18403_DN3_SP2_c.t1
OG0008741	Ag006G550910	CP19_g18388_DN3_SP2_c.t1
OG0008742	Ag006G550360	CP19_g18372_DN3_SP0_c.t1
OG0008743	Ag006G550270	CP19_g18370_DN3_SP8_c.t1
OG0008744	Ag006G547510, Ag006G549620	CP19_g18362_DN3_SP8_c.t1
OG0008746	Ag004G345020	CP9_g28664_DN3_SP1_c.t1
OG0008747	Ag006G544450, Ag006G543120	CP4_g26462_DN2_SP0_c.t1, CP19_g18267_DN3_SP3_c.t1
OG0008748	Ag002G147960	CP20_g4214_DN3_SP3_c.t1
OG0008749	Ag006G539880, Ag006G537400	CP7_g44537_DN3_SP0_c.t1
OG0008752	Ag006G536130	CP7_g44463_DN3_SP2_c.t1
OG0008753	Ag006G535700	CP7_g44428_DN3_SP8_c.t1
OG0008754	Ag006G535110	CP7_g44273_DN3_SP3_c.t1
OG0008755	Ag006G532520	CP1_g39002_DN3_SP8_c.t1
OG0008756	Ag002G203200	CP1_g38983_DN3_SP8_c.t1
OG0008757	Ag007G584730	CP7_g45121_DN3_SP8_c.t1
OG0008758	Ag007G584530	CP1_g38611_DN3_SP0_c.t1
OG0008759	Ag007G583930	CP7_g45096_DN3_SP0_c.t1
OG0008760	Ag007G583390	CP7_g45064_DN2_SP0_c.t1
OG0008761	Ag003G236480	CP9_g28973_DN3_SP8_c.t1
OG0008762	Ag007G582310	CP7_g44987_DN3_SP3_c.t1
OG0008763	Ag007G582260	CP7_g44984_DN3_SP8_c.t1
OG0008765	Ag007G580290	CP7_g44831_DN3_SP5_c.t1
OG0008766	Ag007G579930	CP7_g44812_DN3_SP8_c.t1
OG0008767	Ag007G579810	CP7_g44807_DN3_SP0_c.t1
OG0008768	Ag007G579720	CP7_g44800_DN3_SP8_c.t1
OG0008769	Ag003G286380	CP5_g438_DN3_SP4_c.t1
OG0008770	Ag003G286570	CP5_g435_DN3_SP5_c.t1
OG0008771	Ag003G287360, Ag003G287700, Ag003G287710	CP5_g410_DN3_SP3_c.t1
OG0008772	Ag003G288830	CP5_g366_DN3_SP0_c.t1
OG0008774	Ag003G289970	CP5_g308_DN3_SP8_c.t1
OG0008775	Ag003G290390	CP5_g297_DN3_SP7_c.t1
OG0008776	Ag003G290720	CP5_g291_DN3_SP8_c.t1
OG0008777	Ag003G290830	CP5_g287_DN3_SP4_c.t1
OG0008778	Ag003G292150	CP5_g231_DN3_SP4_c.t1
OG0008779	Ag003G292170	CP5_g229_DN3_SP5_c.t1
OG0008780	Ag003G292660	CP5_g208_DN3_SP8_c.t1
OG0008781	Ag003G292860	CP5_g199_DN3_SP0_c.t1
OG0008782	Ag003G292880	CP5_g197_DN3_SP0_c.t1
OG0008783	Ag003G293490	CP5_g167_DN3_SP0_c.t1
OG0008784	Ag003G295140	CP5_g110_DN3_SP0_c.t1
OG0008785	Ag003G252450	CP5_g1243_DN3_SP8_c.t1
OG0008786	Ag007G643500	CP5_g2001_DN3_SP8_c.t1
OG0008788	Ag007G646550	CP5_g1673_DN3_SP8_c.t1
OG0008790	Ag007G648130	CP5_g1559_DN3_SP8_c.t1
OG0008791	Ag007G579730	CP7_g44801_DN3_SP7_c.t1
OG0008792	Ag006G501130, Ag006G501140, Ag006G501120	CP11_g33339_DN3_SP0_c.t1
OG0008793	Ag007G578490	CP7_g44687_DN3_SP8_c.t1
OG0008794	Ag002G164330	CP4_g25175_DN3_SP3_c.t1
OG0008795	Ag002G156090	CP20_g4057_DN3_SP0_c.t1
OG0008796	Ag002G159680	CP4_g25347_DN3_SP5_c.t1
OG0008798	Ag002G157820	CP13_g20444_DN3_SP8_c.t1
OG0008800	Ag002G202240	CP4_g24151_DN3_SP5_c.t1
OG0008801	Ag005G465980	CP22_g17391_DN3_SP3_c.t1
OG0008802	Ag002G147920	CP20_g4215_DN3_SP8_c.t1
OG0008803	Ag004G341360	CP20_g4318_DN3_SP3_c.t1
OG0008804	Ag002G143770	CP20_g4406_DN3_SP0_c.t1
OG0008805	Ag002G144840	CP20_g4424_DN3_SP7_c.t1
OG0008806	Ag002G142680	CP20_g4450_DN1_SP0_c.t1
OG0008807	Ag002G142450	CP20_g4453_DN3_SP8_c.t1
OG0008808	Ag002G141610	CP11_g31786_DN2_SP0_c.t1
OG0008809	Ag002G138390, Ag002G137720	CP11_g31875_DN3_SP8_c.t1
OG0008810	Ag002G131390	CP11_g31906_DN3_SP4_c.t1
OG0008811	Ag002G129640	CP11_g31913_DN3_SP2_c.t1
OG0008812	Ag002G127050	CP13_g20151_DN3_SP8_c.t1
OG0008813	Ag002G126810	CP13_g20147_DN3_SP3_c.t1
OG0008814	Ag002G124940	CP13_g20108_DN3_SP8_c.t1
OG0008815	Ag002G102590	CP13_g20057_DN3_SP8_c.t1
OG0008816	Ag002G103800	CP13_g19994_DN3_SP0_c.t1
OG0008817	Ag002G110150, Ag002G106580	CP13_g19930_DN3_SP2_c.t1
OG0008818	Ag002G110620, Ag002G107120	CP13_g19924_DN3_SP5_c.t1
OG0008819	Ag002G120000	CP13_g19830_DN3_SP0_c.t1
OG0008820	Ag002G120090	CP13_g19825_DN3_SP0_c.t1
OG0008821	Ag002G115530, Ag002G120830	CP13_g19791_DN3_SP8_c.t1
OG0008822	Ag002G123610	CP13_g19725_DN3_SP3_c.t1
OG0008823	Ag002G123620	CP13_g19724_DN3_SP3_c.t1
OG0008825	Ag001G043200	CP6_g8658_DN3_SP8_c.t1
OG0008826	Ag001G043780, Ag001G045830	CP6_g8629_DN1_SP0_c.t1
OG0008827	Ag001G039380, Ag001G043920	CP6_g8654_DN3_SP3_c.t1
OG0008828	Ag001G038870	CP6_g7968_DN3_SP0_c.t1
OG0008829	Ag005G430930, Ag005G429900	CP12_g30816_DN3_SP8_c.t1
OG0008830	Ag001G037450	CP6_g7548_DN3_SP0_c.t1
OG0008832	Ag001G036890	CP6_g7515_DN3_SP8_c.t1
OG0008833	Ag001G035540	CP6_g7449_DN3_SP5_c.t1
OG0008834	Ag001G034370	CP6_g7391_DN3_SP0_c.t1
OG0008835	Ag001G034280	CP6_g7387_DN3_SP2_c.t1
OG0008836	Ag001G033700	CP6_g7351_DN3_SP2_c.t1
OG0008837	Ag001G033550	CP6_g7340_DN3_SP8_c.t1
OG0008838	Ag007G651230	CP5_g1396_DN3_SP0_c.t1
OG0008839	Ag002G177840	CP19_g17934_DN3_SP0_c.t1
OG0008840	Ag007G653830	CP5_g1353_DN3_SP8_c.t1
OG0008841	Ag007G655710	CP19_g17917_DN3_SP3_c.t1
OG0008842	Ag007G655670	CP19_g17919_DN3_SP3_c.t1
OG0008843	Ag007G656460	CP19_g17868_DN3_SP0_c.t1
OG0008844	Ag006G555220	CP19_g17838_DN3_SP7_c.t1
OG0008845	Ag007G657560	CP19_g17831_DN3_SP8_c.t1
OG0008846	Ag002G206620	CP10_g43590_DN3_SP8_c.t1
OG0008847	Ag002G206540	CP4_g23929_DN3_SP8_c.t1
OG0008848	Ag002G206500	CP4_g23933_DN3_SP8_c.t1, CP17_g6294_DN3_SP0_c.t1
OG0008849	Ag002G204110	CP4_g24048_DN3_SP8_c.t1
OG0008850	Ag002G203800	CP4_g24055_DN3_SP0_c.t1
OG0008851	Ag002G203630	CP4_g24068_DN3_SP0_c.t1
OG0008852	Ag002G203010	CP4_g24106_DN3_SP0_c.t1
OG0008853	Ag002G202930	CP4_g24114_DN2_SP0_c.t1
OG0008854	Ag002G202380	CP4_g24149_DN3_SP6_c.t1
OG0008855	Ag002G201660	CP4_g24188_DN3_SP8_c.t1
OG0008856	Ag002G201350	CP4_g24210_DN3_SP8_c.t1
OG0008857	Ag002G201150	CP4_g24217_DN3_SP5_c.t1
OG0008858	Ag002G200980	CP4_g24225_DN3_SP3_c.t1
OG0008859	Ag001G092470	CP3_g13369_DN3_SP0_c.t1
OG0008860	Ag002G198820	CP4_g24309_DN3_SP1_c.t1
OG0008861	Ag002G198620	CP4_g24322_DN2_SP1_c.t1
OG0008862	Ag002G198580	CP4_g24326_DN1_SP0_c.t1
OG0008863	Ag002G198570	CP4_g24327_DN2_SP0_c.t1
OG0008864	Ag002G198180	CP4_g24346_DN3_SP0_c.t1
OG0008865	Ag002G196820	CP4_g24398_DN3_SP8_c.t1
OG0008866	Ag002G196250	CP4_g24422_DN3_SP2_c.t1
OG0008867	Ag001G089650	CP3_g13464_DN3_SP5_c.t1
OG0008868	Ag002G194960, Ag003G251900	CP4_g24458_DN3_SP3_c.t1
OG0008869	Ag002G193980	CP4_g24485_DN2_SP0_c.t1
OG0008870	Ag002G193720	CP4_g24487_DN3_SP4_c.t1
OG0008871	Ag002G193570	CP4_g24491_DN3_SP0_c.t1
OG0008872	Ag007G607920, Ag007G607960, Ag007G607910, Ag007G607930	CP11_g32762_DN3_SP4_c.t1
OG0008873	Ag002G191960	CP4_g24537_DN3_SP2_c.t1
OG0008874	Ag002G192550	CP4_g24550_DN3_SP7_c.t1
OG0008875	Ag002G190980	CP4_g24573_DN3_SP3_c.t1
OG0008876	Ag002G190830	CP4_g24574_DN3_SP1_c.t1
OG0008877	Ag006G491690	CP11_g33706_DN3_SP8_c.t1
OG0008878	Ag006G491940, Ag004G387600	CP11_g33696_DN3_SP0_c.t1
OG0008879	Ag006G491990	CP11_g33691_DN3_SP8_c.t1
OG0008880	Ag006G492290	CP11_g33681_DN3_SP4_c.t1
OG0008881	Ag006G493080	CP11_g33635_DN3_SP5_c.t1
OG0008882	Ag006G493810	CP11_g33607_DN3_SP0_c.t1
OG0008883	Ag006G494790	CP11_g33575_DN3_SP0_c.t1
OG0008884	Ag006G496170	CP11_g33521_DN3_SP3_c.t1
OG0008885	Ag006G496580	CP11_g33514_DN3_SP8_c.t1
OG0008886	Ag006G496820	CP11_g33500_DN3_SP4_c.t1
OG0008887	Ag006G497410	CP11_g33472_DN3_SP0_c.t1
OG0008888	Ag008G719520	CP8_g54395_DN3_SP8_c.t1
OG0008889	Ag008G719310	CP8_g54372_DN3_SP3_c.t1
OG0008890	Ag008G719380	CP8_g54367_DN3_SP0_c.t1
OG0008891	Ag008G719170	CP8_g54360_DN3_SP8_c.t1
OG0008892	Ag008G718320	CP8_g54311_DN3_SP0_c.t1
OG0008893	Ag008G718300	CP8_g54310_DN3_SP8_c.t1
OG0008894	Ag008G719150	CP8_g54357_DN3_SP1_c.t1
OG0008895	Ag008G717770	CP8_g54272_DN3_SP7_c.t1
OG0008896	Ag008G724730	CP2_g48224_DN3_SP8_c.t1
OG0008897	Ag008G716770	CP8_g54232_DN3_SP3_c.t1
OG0008898	Ag008G716690	CP8_g54230_DN3_SP8_c.t1
OG0008899	Ag008G716420	CP8_g54211_DN3_SP0_c.t1
OG0008900	Ag008G716350	CP8_g54205_DN3_SP8_c.t1
OG0008901	Ag008G716300	CP8_g54201_DN3_SP5_c.t1
OG0008902	Ag008G716160	CP8_g54190_DN3_SP8_c.t1
OG0008903	Ag008G715110	CP8_g54163_DN3_SP8_c.t1
OG0008904	Ag008G715040	CP8_g54160_DN3_SP0_c.t1
OG0008905	Ag004G342670, Ag008G713990	CP8_g54121_DN3_SP8_c.t1
OG0008906	Ag008G713010	CP8_g54103_DN3_SP3_c.t1
OG0008907	Ag008G712730	CP8_g54092_DN3_SP8_c.t1
OG0008908	Ag008G711400	CP8_g54045_DN3_SP7_c.t1
OG0008909	Ag008G730330	CP2_g47920_DN3_SP8_c.t1
OG0008911	Ag008G710450	CP8_g54019_DN3_SP3_c.t1
OG0008912	Ag008G709970	CP8_g54012_DN2_SP1_c.t1
OG0008913	Ag008G710020	CP8_g54002_DN3_SP7_c.t1
OG0008914	Ag008G709860	CP8_g53998_DN2_SP0_c.t1
OG0008915	Ag008G707760	CP8_g53926_DN3_SP7_c.t1
OG0008916	Ag008G707680	CP1_g39622_DN2_SP0_c.t1, CP8_g53918_DN3_SP1_c.t1
OG0008917	Ag008G709180	CP8_g53968_DN3_SP0_c.t1
OG0008918	Ag008G708140	CP8_g53935_DN1_SP0_c.t1
OG0008919	Ag008G707480	CP8_g53912_DN3_SP8_c.t1
OG0008920	Ag008G707120	CP8_g53907_DN3_SP8_c.t1
OG0008921	Ag008G707050	CP8_g53901_DN3_SP0_c.t1
OG0008922	Ag008G730220	CP2_g47932_DN3_SP8_c.t1
OG0008923	Ag008G730270	CP2_g47927_DN3_SP8_c.t1
OG0008924	Ag004G308220	CP1_g37103_DN3_SP0_c.t1
OG0008925	Ag008G730480	CP2_g47912_DN3_SP8_c.t1
OG0008927	Ag008G731060	CP2_g47870_DN3_SP8_c.t1
OG0008928	Ag008G731570	CP2_g47836_DN3_SP3_c.t1
OG0008929	Ag008G731800	CP2_g47820_DN3_SP0_c.t1
OG0008930	Ag008G732240	CP2_g47796_DN3_SP8_c.t1
OG0008931	Ag008G732440, Ag008G698380	CP2_g47786_DN3_SP1_c.t1
OG0008932	Ag008G732490	CP2_g47784_DN3_SP8_c.t1
OG0008933	Ag008G733770	CP2_g47698_DN2_SP0_c.t1
OG0008934	Ag008G733990	CP2_g47688_DN3_SP1_c.t1
OG0008935	Ag008G734180	CP2_g47670_DN3_SP8_c.t1
OG0008936	Ag008G734390	CP2_g47657_DN3_SP8_c.t1
OG0008937	Ag008G734780	CP2_g47623_DN2_SP6_c.t1
OG0008938	Ag008G734980	CP2_g47607_DN3_SP7_c.t1
OG0008939	Ag008G735000, Ag004G318200	CP2_g47605_DN3_SP1_c.t1
OG0008940	Ag001G100120	CP2_g47592_DN3_SP8_c.t1
OG0008941	Ag001G099930	CP2_g47576_DN3_SP0_c.t1
OG0008942	Ag001G099860	CP2_g47567_DN3_SP5_c.t1
OG0008943	Ag001G099810, Ag001G099820	CP2_g47564_DN3_SP0_c.t1
OG0008944	Ag001G099540	CP2_g47558_DN3_SP3_c.t1
OG0008945	Ag001G099350	CP2_g47537_DN3_SP1_c.t1
OG0008946	Ag001G099140	CP2_g47517_DN2_SP8_c.t1
OG0008947	Ag006G516960	CP8_g54622_DN3_SP8_c.t1
OG0008948	Ag004G297750	CP1_g36437_DN3_SP7_c.t1
OG0008949	Ag006G497340	CP8_g54643_DN3_SP8_c.t1
OG0008950	Ag006G519910	CP8_g54652_DN1_SP0_c.t1
OG0008951	Ag006G519850	CP8_g54655_DN3_SP4_c.t1
OG0008952	Ag006G516460	CP8_g54602_DN3_SP8_c.t1
OG0008953	Ag006G515380	CP8_g54565_DN3_SP0_c.t1
OG0008954	Ag006G514890	CP8_g54542_DN3_SP0_c.t1
OG0008955	Ag006G512580	CP11_g32113_DN3_SP8_c.t1
OG0008956	Ag006G512250	CP11_g32102_DN3_SP4_c.t1
OG0008957	Ag006G511610	CP11_g32082_DN3_SP3_c.t1
OG0008958	Ag006G497780, Ag006G509550	CP11_g32027_DN3_SP1_c.t1
OG0008959	Ag006G508570	CP11_g32018_DN3_SP3_c.t1
OG0008960	Ag007G599260	CP11_g31986_DN3_SP0_c.t1
OG0008961	Ag007G599240	CP11_g31984_DN3_SP8_c.t1
OG0008962	Ag007G588220	CP4_g25414_DN3_SP0_c.t1
OG0008963	Ag007G587240	CP13_g20230_DN3_SP8_c.t1
OG0008964	Ag007G587260	CP13_g20232_DN3_SP4_c.t1
OG0008965	Ag007G587630	CP13_g20266_DN3_SP8_c.t1
OG0008966	Ag007G587700	CP13_g20274_DN3_SP0_c.t1
OG0008968	Ag007G588490	CP4_g25435_DN3_SP3_c.t1
OG0008969	Ag007G588400	CP4_g25424_DN3_SP6_c.t1
OG0008970	Ag007G617030, Ag007G588790	CP4_g25469_DN3_SP3_c.t1
OG0008971	Ag007G588720	CP4_g25463_DN3_SP6_c.t1
OG0008972	Ag007G589730	CP4_g25532_DN3_SP6_c.t1
OG0008974	Ag007G589620	CP4_g25525_DN3_SP0_c.t1
OG0008975	Ag001G000020	CP7_g46481_DN1_SP8_c.t1
OG0008977	Ag007G591180	CP4_g25607_DN3_SP0_c.t1
OG0008978	Ag007G591360	CP4_g25621_DN3_SP1_c.t1
OG0008979	Ag007G591570	CP4_g25644_DN3_SP6_c.t1
OG0008980	Ag007G591910	CP4_g25669_DN3_SP5_c.t1
OG0008982	Ag007G592670	CP4_g25728_DN3_SP0_c.t1
OG0008983	Ag007G592710	CP4_g25732_DN3_SP1_c.t1
OG0008984	Ag007G594090	CP4_g25811_DN3_SP7_c.t1
OG0008985	Ag007G594720	CP4_g25838_DN3_SP0_c.t1
OG0008986	Ag007G594780	CP4_g25840_DN2_SP3_c.t1
OG0008987	Ag007G594960	CP4_g25853_DN2_SP0_c.t1
OG0008988	Ag007G594990	CP4_g25856_DN3_SP3_c.t1
OG0008989	Ag007G595350	CP4_g25879_DN3_SP0_c.t1
OG0008990	Ag007G595420	CP4_g25883_DN3_SP5_c.t1
OG0008991	Ag007G595810	CP4_g25913_DN3_SP8_c.t1
OG0008992	Ag007G595920	CP4_g25924_DN3_SP8_c.t1
OG0008993	Ag007G596130	CP4_g25944_DN2_SP0_c.t1
OG0008994	Ag007G596660, Ag007G596670	CP4_g25997_DN3_SP6_c.t1
OG0008995	Ag007G596680	CP4_g25998_DN3_SP2_c.t1
OG0008996	Ag007G597270	CP4_g26134_DN3_SP6_c.t1
OG0008997	Ag007G597120	CP4_g26108_DN3_SP0_c.t1
OG0008998	Ag007G597060	CP4_g26095_DN3_SP8_c.t1
OG0008999	Ag007G596930	CP4_g26068_DN3_SP7_c.t1
OG0009000	Ag007G628250, Ag007G628290	CP58_g46914_DN3_SP4_c.t1
OG0009001	Ag006G527370	CP18_g11728_DN3_SP0_c.t1
OG0009002	Ag006G527800	CP16_g55684_DN3_SP2_c.t1
OG0009003	Ag006G508460	CP16_g55683_DN3_SP5_c.t1
OG0009004	Ag003G251740	CP5_g1260_DN3_SP8_c.t1
OG0009005	Ag003G251690	CP5_g1263_DN3_SP8_c.t1
OG0009006	Ag003G251070	CP5_g1301_DN3_SP7_c.t1
OG0009007	Ag001G100290	CP10_g42153_DN3_SP0_c.t1
OG0009008	Ag001G100320	CP10_g42151_DN3_SP0_c.t1
OG0009010	Ag001G100660	CP10_g42128_DN3_SP8_c.t1
OG0009011	Ag001G100640	CP10_g42129_DN3_SP7_c.t1
OG0009012	Ag001G100760	CP10_g42117_DN3_SP8_c.t1
OG0009013	Ag003G248680	CP19_g18004_DN3_SP8_c.t1
OG0009014	Ag003G250980	CP5_g1314_DN3_SP4_c.t1
OG0009015	Ag005G480700	CP19_g17952_DN3_SP6_c.t1
OG0009016	Ag005G490240	CP10_g42188_DN3_SP8_c.t1
OG0009017	Ag005G489920	CP10_g42211_DN3_SP0_c.t1
OG0009018	Ag005G489150	CP10_g42249_DN3_SP4_c.t1
OG0009019	Ag005G489100	CP10_g42254_DN3_SP8_c.t1
OG0009020	Ag005G488500	CP10_g42276_DN3_SP0_c.t1
OG0009021	Ag005G488390	CP10_g42286_DN1_SP0_c.t1
OG0009022	Ag005G488140	CP10_g42302_DN3_SP8_c.t1
OG0009023	Ag005G488060	CP10_g42308_DN3_SP2_c.t1
OG0009024	Ag005G488050	CP10_g42309_DN3_SP0_c.t1
OG0009025	Ag005G487600, Ag005G487620	CP10_g42335_DN3_SP4_c.t1
OG0009026	Ag005G486980	CP10_g42358_DN3_SP3_c.t1
OG0009027	Ag005G486250	CP10_g42398_DN3_SP0_c.t1
OG0009028	Ag005G486150	CP10_g42405_DN3_SP1_c.t1
OG0009029	Ag005G486120	CP10_g42406_DN3_SP1_c.t1
OG0009030	Ag005G485770	CP10_g42420_DN3_SP8_c.t1
OG0009031	Ag005G485560	CP10_g42435_DN3_SP5_c.t1
OG0009032	Ag005G485280	CP10_g42451_DN3_SP3_c.t1
OG0009033	Ag005G485190	CP10_g42454_DN3_SP8_c.t1
OG0009034	Ag005G485140	CP10_g42458_DN3_SP8_c.t1
OG0009035	Ag005G484810	CP10_g42475_DN3_SP0_c.t1
OG0009036	Ag005G484340	CP10_g42502_DN3_SP4_c.t1
OG0009037	Ag005G484220, Ag005G484210	CP10_g42507_DN3_SP2_c.t1
OG0009038	Ag005G483180	CP10_g42557_DN3_SP0_c.t1
OG0009039	Ag004G340650, Ag005G483160	CP10_g42559_DN3_SP6_c.t1
OG0009040	Ag005G482290	CP10_g42611_DN3_SP2_c.t1
OG0009041	Ag005G481910	CP10_g42628_DN3_SP0_c.t1
OG0009042	Ag005G481360	CP10_g42656_DN3_SP5_c.t1
OG0009043	Ag005G481180	CP10_g42671_DN3_SP7_c.t1
OG0009044	Ag005G480690	CP10_g42695_DN3_SP0_c.t1
OG0009045	Ag005G480440	CP10_g42716_DN3_SP4_c.t1
OG0009047	Ag005G480210	CP10_g42738_DN3_SP8_c.t1
OG0009048	Ag005G480170	CP10_g42741_DN3_SP8_c.t1
OG0009049	Ag005G479840	CP10_g42744_DN3_SP0_c.t1
OG0009050	Ag007G656650	CP5_g2685_DN3_SP0_c.t1
OG0009051	Ag001G006800, Ag006G526380	CP18_g12108_DN3_SP8_c.t1
OG0009052	Ag006G506880	CP5_g1102_DN3_SP3_c.t1
OG0009053	Ag005G478900	CP10_g42813_DN3_SP7_c.t1
OG0009054	Ag005G478850	CP10_g42817_DN3_SP6_c.t1
OG0009055	Ag007G584180	CP1_g38495_DN2_SP0_c.t1
OG0009056	Ag002G187380	CP7_g44701_DN2_SP0_c.t1, CP4_g24663_DN3_SP8_c.t1
OG0009057	Ag002G187130	CP4_g24668_DN3_SP1_c.t1
OG0009058	Ag002G186690	CP4_g24673_DN3_SP7_c.t1
