Orthogroup	Alyssum_gmelinii	Camelina_sativa
OG0010862	Ag006G537980, Ag006G538180, Ag006G540200	XP_010461163.1, XP_010499875.1, XP_010478756.1
OG0010863	Ag006G539890, Ag006G537420	XP_019094729.1, XP_019090846.1, XP_019097394.1
OG0010864	Ag006G537050, Ag006G539620	XP_010499910.1, XP_010461194.1, XP_010478788.1
OG0010865	Ag006G536960, Ag006G539490	XP_010478808.1, XP_010499918.1, XP_010461199.1
OG0010866	Ag006G535660	XP_010500009.1, XP_010461284.1, XP_010478919.1
OG0010867	Ag006G535480	XP_010461290.1, XP_010500013.1, XP_010496598.1
OG0010868	Ag006G533250	XP_010463176.1, XP_010500578.1, XP_010500581.1, XP_010461873.1, XP_010479480.1
OG0010869	Ag006G532400	XP_010479048.1, XP_010500143.1
OG0010870	Ag006G493500	XP_010461426.1, XP_010500120.1, XP_010479024.1
OG0010871	Ag006G531770	XP_010461412.1, XP_010479017.1, XP_010500114.1
OG0010872	Ag007G584850	XP_019098405.1, XP_010461527.1, XP_010479130.1, XP_010500254.1
OG0010873	Ag007G583730	XP_010478162.1, XP_019099242.1
OG0010874	Ag007G583500	XP_010460603.1, XP_010499334.1, XP_010478193.1
OG0010875	Ag007G583080	XP_019099249.1, XP_010460643.2, XP_010478220.1
OG0010876	Ag007G583060	XP_010478225.1, XP_010499378.1, XP_019091370.1
OG0010877	Ag007G583010	XP_010499392.1, XP_010478233.1, XP_019091795.1
OG0010878	Ag007G582600	XP_010499422.1, XP_010460673.1, XP_010478260.1
OG0010879	Ag007G580910	XP_010478402.1, XP_010499545.1, XP_010460809.1
OG0010880	Ag007G580560	XP_010499582.1, XP_010460845.1, XP_010478461.1
OG0010881	Ag007G580380	XP_010499600.1, XP_010460866.1
OG0010882	Ag007G580110, Ag007G580190	XP_010499623.1, XP_010460882.1, XP_010478509.1
OG0010883	Ag007G579760	XP_010499646.1, XP_010460908.1, XP_010478533.1
OG0010884	Ag003G286040	XP_010437442.1, XP_010446898.1, XP_019086501.1
OG0010885	Ag003G287840	XP_010446832.1, XP_019088265.1
OG0010886	Ag003G288510	XP_010432182.1, XP_010446807.1, XP_010437358.1
OG0010887	Ag005G411250	XP_010467642.1, XP_010414142.1, XP_010489533.1
OG0010888	Ag003G289190	XP_010432152.1
OG0010889	Ag003G289240	XP_010437312.1, XP_010432142.1, XP_010446751.1
OG0010890	Ag003G291220	XP_010444927.1, XP_010437230.1, XP_010432061.1, XP_010446660.1
OG0010891	Ag003G291300	XP_010437220.1, XP_010446651.1, XP_010432052.1
OG0010892	Ag003G292430	XP_010432014.1, XP_010437165.1, XP_010446609.1
OG0010893	Ag003G293300	XP_010431977.1, XP_010431978.1, XP_019089333.1
OG0010894	Ag003G293550	XP_010431960.1, XP_010446540.1, XP_010437102.1
OG0010895	Ag003G295050, Ag008G702220	XP_010437053.1, XP_010431902.1, XP_010446474.2, XP_010446475.2
OG0010896	Ag003G295570	XP_010446431.1, XP_010450992.1, XP_010431860.1
OG0010897	Ag003G296630	XP_010436962.1, XP_010446373.1, XP_010431805.1
OG0010898	Ag003G296690	XP_010446365.1, XP_010436952.1, XP_010431798.1
OG0010899	Ag006G518290	XP_010472077.1, XP_010416841.1, XP_010428992.1
OG0010900	Ag006G518310	XP_010472074.1, XP_010416838.1, XP_010428990.1
OG0010901	Ag003G297030	XP_010431759.1, XP_010436924.1, XP_010446335.1
OG0010902	Ag003G296970	XP_010446340.1, XP_010436930.1
OG0010903	Ag003G296900	XP_010431778.1, XP_010436938.1, XP_010446349.1
OG0010904	Ag003G296890	XP_010436940.1, XP_010436941.1, XP_010446351.1, XP_010431780.1
OG0010905	Ag003G297140	XP_010436906.1, XP_019098271.1
OG0010906	Ag007G643420	XP_010450432.1, XP_010435496.1
OG0010907	Ag007G644880	XP_010440793.1, XP_010435508.1, XP_010450448.1
OG0010908	Ag007G645500	XP_010435562.1, XP_010440841.1, XP_010450487.1
OG0010909	Ag005G437570	XP_010488302.1, XP_019092845.1
OG0010910	Ag007G646120	XP_010450541.1, XP_010435689.1, XP_010440889.1
OG0010911	Ag007G647310	XP_010450883.1, XP_010435779.1, XP_010440989.1
OG0010912	Ag007G647370	XP_010450873.1, XP_010440983.1
OG0010913	Ag007G647740	XP_010435799.1, XP_010441019.1, XP_010450855.1
OG0010914	Ag001G034760, Ag007G647950	XP_010441033.1, XP_010435809.1, XP_010450841.1
OG0010915	Ag007G648940	XP_010435867.1, XP_019089242.1, XP_010441080.1
OG0010916	Ag002G162190	XP_010504990.2, XP_010509679.1, XP_010516668.1, XP_019101941.1
OG0010917	Ag002G162310	XP_010509672.1, XP_010504999.1, XP_010516673.1
OG0010919	Ag007G577940	XP_010461107.1, XP_010499831.1, XP_010480839.1
OG0010920	Ag002G153650, Ag002G156190	XP_010438299.1, XP_010455350.1, XP_010421857.1
OG0010921	Ag003G219760, Ag005G438910	XP_010511421.1, XP_010496202.1, XP_010415069.1
OG0010922	Ag002G151330, Ag009G736180	XP_010421772.1, XP_010455279.1, XP_010435742.1
OG0010923	Ag004G401660	XP_010496537.1, XP_010455243.1, XP_010438555.1, XP_010496550.1
OG0010924	Ag009G735800, Ag002G150220	XP_010436518.1, XP_010455261.1
OG0010925	Ag002G160410	XP_010509776.1, XP_010413760.1, XP_010469378.1
OG0010926	Ag002G167960	XP_010413778.1, XP_010509794.1, XP_010469398.1
OG0010928	Ag002G159260	XP_010469424.1, XP_010413806.1, XP_010509829.1
OG0010930	Ag002G157330	XP_019097252.1, XP_010495622.1, XP_019097471.1, XP_010442119.1, XP_010481944.1
OG0010931	Ag002G126250	XP_010481959.1, XP_010442129.1, XP_010494214.1
OG0010932	Ag002G157150	XP_010481960.1, XP_010442130.1, XP_010494213.1
OG0010933	Ag002G154600, Ag002G157070	XP_010494205.1, XP_019087169.1
OG0010934	Ag002G156770, Ag002G154340	XP_010442170.1, XP_010481986.1, XP_010494184.1
OG0010935	Ag002G148500	XP_010437480.1, XP_010421931.1, XP_010455413.1
OG0010936	Ag002G147270	XP_010436760.1, XP_010455470.1, XP_010422002.1
OG0010937	Ag002G146120	XP_010455533.1, XP_010455534.1, XP_010422075.1, XP_010435116.1
OG0010938	Ag002G143670	XP_010422153.1, XP_010424551.1, XP_010455614.1
OG0010939	Ag002G140300	XP_010496178.1, XP_010422267.1, XP_010432866.1
OG0010940	Ag002G137800, Ag002G138310	XP_010455794.1, XP_010422321.1, XP_010432100.1
OG0010941	Ag002G137960, Ag002G138010, Ag002G134480	XP_010455809.1, XP_019089346.1
OG0010942	Ag002G133330	XP_010431984.1, XP_010422340.1, XP_010455818.1
OG0010943	Ag002G132440	XP_019084345.1, XP_019090162.1, XP_010431921.1
OG0010944	Ag002G126860	XP_010481686.1, XP_010441879.1, XP_019098010.1, XP_019097699.1
OG0010945	Ag004G354230	XP_010415408.1, XP_010511774.1
OG0010946	Ag002G104510	XP_010481563.1, XP_019097578.1, XP_019087558.1
OG0010947	Ag004G400810, Ag004G400830, Ag004G400840, Ag004G400860, Ag002G105650	XP_010494690.1, XP_010481538.1, XP_010441676.1
OG0010948	Ag002G106140, Ag002G106100	XP_010494729.1, XP_010481530.1
OG0010949	Ag002G116530, Ag002G116440	XP_010481454.1, XP_010494824.1, XP_010441582.1
OG0010950	Ag002G119200	XP_010494850.1, XP_010441558.1, XP_010481425.1
OG0010951	Ag002G121270, Ag002G115020	XP_010494929.1, XP_010481368.1, XP_010441503.1
OG0010952	Ag002G123680	XP_010495017.1, XP_010441405.1, XP_019095852.1
OG0010953	Ag002G122970, Ag002G114770	XP_010495816.1, XP_010481334.1, XP_010441468.1
OG0010954	Ag008G720260, Ag005G426250	XP_010466995.1, XP_010514497.1, XP_010488690.1
OG0010955	Ag002G134370, Ag007G601800, Ag005G426430	XP_010466991.1, XP_010488677.1, XP_010514429.1
OG0010957	Ag005G426590	XP_010514327.1, XP_010488665.1, XP_010466979.1
OG0010958	Ag001G043090	XP_010496360.1
OG0010959	Ag006G571380	XP_010517340.1, XP_010508972.1, XP_010505665.1
OG0010960	Ag001G038930	XP_010435269.1, XP_010440582.1, XP_010450211.1
OG0010961	Ag001G038060	XP_019098110.1, XP_010435220.1, XP_010450155.1
OG0010962	Ag001G038040	XP_010435216.1, XP_010495843.1
OG0010963	Ag007G614450	XP_010450143.1, XP_010450122.1
OG0010964	Ag001G037850	XP_010435205.1, XP_010450134.1, XP_010450117.1
OG0010965	Ag004G308490	XP_010510287.1, XP_010414216.1, XP_010469796.1
OG0010966	Ag001G036230	XP_010440419.1, XP_010435098.1, XP_010450018.1
OG0010967	Ag001G033710	XP_010440304.1, XP_010434338.1, XP_010434979.1
OG0010968	Ag007G649940	XP_010450748.1, XP_010441114.1, XP_010435963.1, XP_010441113.1
OG0010969	Ag007G650190	XP_010435960.1, XP_010496515.1, XP_010450743.1
OG0010970	Ag007G650440	XP_010486822.1, XP_010497053.1, XP_010464870.1
OG0010971	Ag007G650660, Ag007G650670	XP_010467023.1, XP_010518606.1, XP_019096674.1
OG0010972	Ag007G650680	XP_010488712.1, XP_010518613.1, XP_010467025.1
OG0010973	Ag007G650760	XP_010436826.1, XP_010435941.1, XP_010450724.1
OG0010974	Ag007G652760	XP_010435899.1, XP_010441181.1
OG0010975	Ag007G652350	XP_019087517.1, XP_010451771.1, XP_010435974.1
OG0010976	Ag007G653620	XP_010450644.1, XP_010441207.1, XP_010435988.1
OG0010977	Ag007G654090, Ag007G653970	XP_010436002.1, XP_010441222.1, XP_010450635.1
OG0010978	Ag006G559160	XP_010436125.1, XP_010441347.1, XP_010447911.1
OG0010979	Ag008G728720	XP_010447071.1, XP_010441389.1, XP_010436168.1
OG0010980	Ag002G206480	XP_010506829.2, XP_010507837.1, XP_010518506.2
OG0010981	Ag002G206390	XP_019082452.1, XP_010506823.1, XP_010507844.1
OG0010982	Ag002G206380	XP_010506819.1, XP_010518498.1, XP_010507851.1
OG0010983	Ag002G205920	XP_010507887.1, XP_010518447.1
OG0010984	Ag002G205780	XP_010507894.1, XP_010506775.1, XP_010518437.1
OG0010986	Ag002G204890, Ag008G670180	XP_010518411.1, XP_010507920.1, XP_010506746.1
OG0010987	Ag002G204120	XP_010507981.1, XP_010506689.1, XP_019082430.1
OG0010988	Ag002G203000	XP_010506613.1, XP_010518278.1, XP_010508060.1
OG0010989	Ag002G202220	XP_010508117.1, XP_010506527.1
OG0010990	Ag002G202110	XP_010508132.1, XP_010506542.1, XP_010518186.1
OG0010991	Ag002G202040	XP_010518185.1, XP_010506544.1, XP_010508133.1
OG0010992	Ag002G201460	XP_010506466.1, XP_010508195.1, XP_010518143.1
OG0010993	Ag002G200960	XP_010518112.1, XP_010508219.1, XP_010506440.1
OG0010994	Ag002G199830	XP_010506394.1, XP_010508270.1, XP_010518069.1
OG0010995	Ag002G199820	XP_010518068.1, XP_010506393.1, XP_010508271.1
OG0010996	Ag007G621730, Ag002G199570	XP_010508283.1, XP_010506381.2, XP_010518055.1
OG0010997	Ag002G199380	XP_010506366.1, XP_010518039.1, XP_010508297.1
OG0010998	Ag001G090670, Ag005G421340	XP_019100982.1
OG0010999	Ag001G006310	XP_010511842.1, XP_010415466.1
OG0011000	Ag002G195840	XP_010517845.1, XP_010506140.1, XP_010508504.1
OG0011001	Ag002G195560	XP_010517825.2, XP_010508523.1
OG0011002	Ag002G194900, Ag002G153120	XP_010506098.1, XP_010517801.1, XP_010508545.1
OG0011004	Ag002G191990	XP_010505973.1, XP_019082321.1, XP_010508669.1
OG0011005	Ag002G192280	XP_010413006.1, XP_019101222.1, XP_010508662.1, XP_010505980.1, XP_019100723.1
OG0011006	Ag002G192590	XP_010517663.2, XP_010505955.1, XP_010517662.1, XP_010508689.1
OG0011007	Ag002G192630	XP_010505953.1
OG0011008	Ag002G191150, Ag002G191300	XP_010517651.1, XP_010508698.1, XP_010505941.1
OG0011009	Ag002G191120	XP_010505937.1, XP_010508702.1
OG0011010	Ag006G491160	XP_010423990.1, XP_010490510.1, XP_010451938.1
OG0011011	Ag006G491250	XP_010490518.1, XP_010451944.1, XP_010423986.1
OG0011012	Ag006G491260	XP_010451946.1, XP_010423984.1, XP_010490517.1
OG0011013	Ag006G491350	XP_010423975.1, XP_010451960.1, XP_010490534.1
OG0011014	Ag006G491370	XP_010423974.1, XP_010451953.1, XP_010490531.1
OG0011015	Ag006G491430	XP_010451971.1, XP_010423969.1, XP_010490537.1
OG0011016	Ag007G586460	XP_019089231.1, XP_010422461.1, XP_010455888.1
OG0011017	Ag006G492910	XP_019090311.1, XP_019097661.1, XP_019084642.1
OG0011018	Ag006G493390	XP_010452097.1, XP_010490713.1, XP_019084578.1
OG0011019	Ag006G493530	XP_019084717.1, XP_010490722.1, XP_010452106.1
OG0011020	Ag006G493590	XP_010490730.1, XP_010423837.1, XP_010452113.1
OG0011021	Ag006G494090	XP_010490754.1, XP_010452148.1, XP_010423809.1
OG0011022	Ag006G495180	XP_010452204.1, XP_010423737.1, XP_010490802.1
OG0011023	Ag006G495490	XP_010426038.1, XP_010503223.1, XP_010514934.1
OG0011024	Ag006G496900	XP_010490890.1, XP_010423646.1
OG0011026	Ag008G719730	XP_010421493.1, XP_010454971.1, XP_010493882.1
OG0011028	Ag001G099150	XP_010484699.1, XP_010466321.1, XP_010466313.1, XP_010444858.1, XP_010444857.1
OG0011029	Ag008G717700	XP_010493163.1, XP_010454362.1, XP_010420900.1
OG0011030	Ag008G717480	XP_010454381.1, XP_010420922.1, XP_010493184.1
OG0011031	Ag008G716780	XP_010493209.1, XP_010424206.2
OG0011032	Ag008G716460	XP_010420961.1, XP_010454435.1, XP_019097395.1
OG0011033	Ag008G716220	XP_010496784.1, XP_010420985.1, XP_010454457.1
OG0011034	Ag008G716180	XP_010420990.1, XP_019097922.1, XP_010454462.1
OG0011035	Ag008G714780	XP_010454514.1, XP_010493337.1
OG0011036	Ag008G714760	XP_010493339.1, XP_010454516.1, XP_010421041.1
OG0011037	Ag008G712570	XP_010443866.1, XP_010483714.1, XP_010456638.1
OG0011038	Ag008G712410	XP_019088355.1, XP_019088070.1, XP_019088198.1
OG0011039	Ag008G712250	XP_010446221.1, XP_010483697.1, XP_010456492.1
OG0011040	Ag008G712000	XP_010443845.1, XP_010483691.1, XP_010456437.1
OG0011041	Ag008G708530	XP_010483552.1, XP_010454891.1, XP_010443686.1
OG0011042	Ag008G708970	XP_010443705.1, XP_010483578.1, XP_010455049.1
OG0011043	Ag008G707060	XP_010483507.1, XP_010454543.1, XP_010443643.1
OG0011044	Ag008G729750	XP_010484117.1, XP_010460818.1, XP_010444235.1, XP_010444275.1
OG0011045	Ag008G730310	XP_010444309.1, XP_010484149.1, XP_010461097.1
OG0011046	Ag008G730820	XP_010444344.1, XP_010461448.1, XP_010484186.2
OG0011047	Ag008G730830	XP_010484187.1, XP_019094084.1, XP_010444345.1
OG0011048	Ag008G730890, Ag005G465650	XP_010484194.1, XP_010461545.1, XP_010444356.1
OG0011049	Ag008G731560	XP_010484248.1, XP_010444400.1, XP_010462924.1
OG0011050	Ag001G061580	XP_010426601.1, XP_010515431.1, XP_019098720.1
OG0011051	Ag008G735080	XP_010444744.1, XP_010484595.1, XP_010464975.1
OG0011052	Ag008G735090	XP_010444746.1, XP_010464997.1, XP_010484596.1
OG0011053	Ag001G099900	XP_010465384.1, XP_010484635.1, XP_010444788.1
OG0011054	Ag001G099400	XP_010484673.1, XP_010465810.1, XP_010444825.1
OG0011055	Ag001G099250	XP_010484690.1, XP_010466009.1
OG0011056	Ag001G099100	XP_010466407.1
OG0011057	Ag006G517040	XP_010419602.1, XP_010456264.1, XP_010427206.1
OG0011058	Ag006G517070	XP_010419601.1, XP_010427140.1, XP_010456270.1
OG0011059	Ag006G520070	XP_010419572.1, XP_010456293.1, XP_010426936.1
OG0011060	Ag006G519840	XP_010426808.1, XP_010419562.1, XP_010457028.2
OG0011061	Ag007G598260, Ag006G515170	XP_010422741.1, XP_010456181.1, XP_010428059.1
OG0011062	Ag006G514380	XP_010428341.1, XP_010422717.1, XP_019089937.1
OG0011063	Ag006G514200	XP_010422709.1, XP_010456146.1, XP_010428500.1
OG0011064	Ag006G514190	XP_010428522.1, XP_010422707.1, XP_010456144.1
OG0011065	Ag006G513960	XP_010422704.1, XP_010428553.1, XP_010456140.1
OG0011066	Ag006G513790	XP_010422699.1, XP_010428626.1, XP_010456133.1
OG0011067	Ag006G513720	XP_010456129.1, XP_010422694.1, XP_010428671.1
OG0011068	Ag006G513240	XP_010422681.1, XP_010428858.1
OG0011070	Ag006G512610	XP_010429065.1, XP_010422649.1, XP_010456092.1
OG0011071	Ag006G511830	XP_010456065.1, XP_010429375.1, XP_010422621.1
OG0011072	Ag006G510310	XP_010456030.1, XP_010456032.1, XP_010429661.1, XP_010422592.1
OG0011073	Ag006G510250	XP_010456027.1, XP_010422584.1, XP_019088942.1
OG0011074	Ag006G510080	XP_010429824.1, XP_010422576.1, XP_010456970.1
OG0011075	Ag007G599540	XP_010430421.1, XP_010422529.1, XP_010455930.1
OG0011076	Ag006G508560	XP_010430368.1, XP_010422535.1, XP_010455923.1
OG0011077	Ag007G586410	XP_019084145.1, XP_010431047.1
OG0011078	Ag007G587210, Ag008G663360	XP_010481809.1, XP_010441972.1, XP_010494373.1
OG0011079	Ag007G588620	XP_010509936.1, XP_010469521.1, XP_010413920.1
OG0011080	Ag006G519610	XP_010438089.1, XP_010447626.1, XP_010451102.1, XP_010432912.1
OG0011081	Ag007G588840	XP_010413942.1, XP_010469542.1, XP_010509960.1
OG0011082	Ag007G588690	XP_010413926.1, XP_010509947.1, XP_010469531.1
OG0011083	Ag007G588680	XP_010509945.1, XP_010469527.1, XP_010413925.1
OG0011084	Ag007G589880	XP_010414032.1, XP_010510098.1, XP_010469629.1
OG0011085	Ag007G591480	XP_010469750.1, XP_010414169.1, XP_010510227.1
OG0011086	Ag007G591850	XP_010469779.1, XP_010414194.1, XP_010510265.1
OG0011087	Ag007G592310	XP_010414256.1, XP_010469844.1, XP_010510343.1
OG0011088	Ag007G593640	XP_010473971.1, XP_010510463.1, XP_010414340.1
OG0011089	Ag007G593830	XP_010469940.1, XP_010414373.1, XP_010510477.1
OG0011090	Ag007G594080	XP_010469956.1, XP_010414387.1, XP_010510493.1
OG0011091	Ag007G594970	XP_010414466.1, XP_010510565.1, XP_010470028.1
OG0011092	Ag007G595460	XP_010470063.1, XP_010414501.1, XP_010510608.1
OG0011093	Ag007G595870	XP_010510640.1, XP_010414548.1
OG0011094	Ag007G595940	XP_010510648.1, XP_010470108.1, XP_010414558.1
OG0011095	Ag007G596170	XP_010414607.1, XP_010470156.1, XP_010474014.1, XP_010510696.1
OG0011096	Ag007G596790	XP_010417910.1, XP_010473151.1, XP_010510758.1
OG0011097	Ag007G597770	XP_010510837.1, XP_010417839.1, XP_010473085.1
OG0011098	Ag007G597130	XP_010417880.1, XP_010510789.1, XP_010473119.1
OG0011099	Ag007G597820	XP_010497032.1, XP_019093475.1, XP_010417835.2, XP_010510841.2
OG0011100	Ag007G597840	XP_010510842.1, XP_010417834.1
OG0011101	Ag007G643000	XP_010442254.1, XP_010482082.1, XP_010493649.1
OG0011102	Ag003G246420	XP_010422928.1, XP_010452996.1, XP_010491633.1
OG0011104	Ag001G007670	XP_010425028.1, XP_010514023.1, XP_010502263.1, XP_010429579.1, XP_010417352.1, XP_010472596.1
OG0011105	Ag003G250990	XP_010438674.1
OG0011106	Ag001G100160	XP_010485545.1, XP_010463528.1, XP_010441487.1
OG0011107	Ag001G100340	XP_010435622.1, XP_010496559.1, XP_010496309.1
OG0011108	Ag001G100690	XP_010496275.1, XP_010435657.1, XP_010485371.1, XP_019096981.1
OG0011109	Ag007G592900	XP_010469891.1, XP_010414306.1
OG0011110	Ag001G101090	XP_010496401.1
OG0011111	Ag002G190740	XP_010508722.1, XP_010508723.1
OG0011112	Ag002G190690	XP_010508725.1, XP_010505917.1
OG0011114	Ag003G250680	XP_010438703.1, XP_010448216.1, XP_010433447.1
OG0011115	Ag005G464370	XP_010433446.1, XP_010438704.1, XP_010448218.1
OG0011116	Ag006G562180	XP_010497289.1, XP_010468124.1, XP_010464876.1, XP_010486827.1
OG0011117	Ag005G488990, Ag005G489000	XP_010463688.1, XP_010485588.1, XP_010500389.1
OG0011118	Ag005G488650	XP_010500592.1, XP_010463698.1, XP_010485597.1
OG0011119	Ag005G488360	XP_010504070.1, XP_010463732.1
OG0011120	Ag008G719270	XP_010493032.1, XP_010493031.1, XP_010420767.1, XP_010420766.1, XP_010420768.1, XP_010454239.1
OG0011121	Ag005G486820	XP_010485728.1, XP_010463835.1, XP_010513804.1
OG0011122	Ag005G485620	XP_010463922.1, XP_010485821.1, XP_010415110.1
OG0011123	Ag005G484440	XP_010422930.1, XP_010464015.1, XP_010485909.1
OG0011124	Ag005G484540	XP_010485895.1, XP_010421572.1, XP_010463996.1
OG0011125	Ag005G484320	XP_010464027.1, XP_010485922.1, XP_010424124.1
OG0011126	Ag001G095990	XP_010485987.1, XP_010417794.1, XP_010468022.1
OG0011127	Ag005G482790	XP_010464138.1, XP_010486059.1
OG0011128	Ag005G482320	XP_010464170.1, XP_010486092.1, XP_010486090.1, XP_010435466.1
OG0011129	Ag005G482280	XP_019090735.1, XP_010486097.1, XP_010464176.1
OG0011130	Ag002G176000	XP_010412572.1, XP_010488756.1, XP_010467064.1
OG0011131	Ag005G481500	XP_010439795.1, XP_010464214.1, XP_010486150.1
OG0011132	Ag005G479650	XP_010486297.1, XP_010464365.1, XP_010452065.1
OG0011133	Ag005G479010	XP_010464443.1, XP_010486374.1
OG0011134	Ag005G478790	XP_010464462.1, XP_010462236.1, XP_010486392.1
OG0011135	Ag005G478280	XP_010486446.1, XP_010464518.1, XP_010467177.1
OG0011136	Ag005G478270	XP_019097087.1, XP_010464519.1
OG0011137	Ag002G187140	XP_010517479.1, XP_010505789.1, XP_010508851.1
OG0011138	Ag002G184690	XP_010505701.1, XP_010517386.1, XP_010508935.1
OG0011139	Ag001G029040, Ag007G646600	XP_019100527.1, XP_019100526.1, XP_010508983.1, XP_010517332.1
OG0011140	Ag002G179110	XP_010509093.1, XP_019102531.1, XP_010505553.1
OG0011141	Ag002G178070	XP_010512984.1, XP_019099873.1, XP_019102089.1
OG0011142	Ag002G165540	XP_010509524.1, XP_010516807.1, XP_010505125.1
OG0011143	Ag002G166360	XP_010509498.1, XP_010505158.1, XP_010516837.1
OG0011144	Ag002G170460	XP_010509408.1, XP_010516935.1, XP_010505249.1
OG0011145	Ag002G171750	XP_010505313.1, XP_010509351.1, XP_010516999.1
OG0011146	Ag002G172030	XP_010509339.1, XP_010517013.1, XP_010505328.1
OG0011147	Ag002G173160	XP_010517037.1, XP_010505361.1
OG0011148	Ag002G174030	XP_019100484.1, XP_010509279.1
OG0011149	Ag002G174730	XP_010517071.1, XP_010505393.1, XP_010509260.1, XP_010509250.1
OG0011150	Ag002G175650	XP_010517115.1, XP_010505445.1, XP_010505442.1, XP_010509203.1
OG0011151	Ag002G176970	XP_010412928.1, XP_010507613.1, XP_010509130.1
OG0011152	Ag002G176910	XP_010509129.1, XP_010517147.1, XP_010505479.1
OG0011153	Ag004G324310	XP_010459130.1, XP_010476697.1, XP_010497549.1
OG0011154	Ag004G324470	XP_019091294.1, XP_019094231.1, XP_019099025.1
OG0011156	Ag004G324920	XP_010497809.1, XP_010476746.1
OG0011157	Ag004G326470	XP_010459292.1, XP_010501496.1, XP_010476863.1
OG0011158	Ag004G326490	XP_019095057.1, XP_010462749.1
OG0011159	Ag004G327990	XP_019091809.1, XP_010498139.1, XP_019095084.1
OG0011160	Ag004G328040	XP_010459377.1, XP_010498142.1, XP_010476929.1
OG0011161	Ag004G328710	XP_010498167.1, XP_010476956.1
OG0011163	Ag004G332780	XP_010459657.1, XP_010477203.1, XP_010498403.1
OG0011164	Ag004G333610	XP_010477240.1, XP_010459692.1
OG0011165	Ag004G334110	XP_010477270.1, XP_010498469.1, XP_010459718.1
OG0011166	Ag004G336740	XP_010477398.1, XP_010498590.1, XP_010459844.1
OG0011167	Ag001G033040	XP_010498640.1, XP_010477430.1
OG0011168	Ag004G340840	XP_010460055.1, XP_010498777.1, XP_010477561.1
OG0011170	Ag003G243130	XP_010477740.1, XP_010498941.1, XP_019091202.1
OG0011171	Ag003G243670	XP_010498967.1, XP_010477770.1, XP_010460217.1
OG0011173	Ag002G124990	XP_010499029.1, XP_010460296.1, XP_010477847.1
OG0011174	Ag005G470600	XP_010465059.1, XP_010489795.1
OG0011177	Ag004G399990	XP_010477953.1
OG0011178	Ag004G354640	XP_010460421.1, XP_010477986.1, XP_010499148.1
OG0011180	Ag006G523510	XP_019099220.1, XP_010478028.1, XP_010460467.1
OG0011181	Ag006G530510	XP_010478073.1, XP_010499217.1, XP_010460496.1
OG0011182	Ag004G356030	XP_010470641.1, XP_010511663.1, XP_010415310.1
OG0011183	Ag004G298010	XP_010457102.1, XP_010474770.1, XP_010480051.1
OG0011185	Ag002G128300	XP_010435388.1, XP_010450335.1
OG0011186	Ag007G586300	XP_010445139.1, XP_010448467.1, XP_010433678.1
OG0011187	Ag007G585550	XP_010433610.1, XP_010438853.1, XP_010448405.1
OG0011190	Ag007G650430, Ag004G387960, Ag004G393040, Ag004G387860	XP_010435957.1, XP_010441115.1, XP_010450740.1
OG0011191	Ag006G524780, Ag006G498370	XP_010429369.1, XP_010417158.1, XP_010472414.1
OG0011193	Ag006G524500	XP_010417116.1, XP_010472366.1, XP_010429318.1
OG0011194	Ag006G523640	XP_010429222.1, XP_010472286.1, XP_010417047.1
OG0011195	Ag006G522310	XP_010416968.1, XP_010429128.1
OG0011196	Ag006G521970	XP_010429106.1, XP_010416943.1, XP_010472189.1
OG0011197	Ag006G521600	XP_010472160.1, XP_010416920.1, XP_010429086.1
OG0011198	Ag006G520560	XP_010416859.1, XP_010429010.1, XP_010472094.1
OG0011199	Ag004G320190	XP_010495956.1, XP_010476483.1, XP_010458927.1
OG0011200	Ag004G320010	XP_010476475.1, XP_010458913.1, XP_010495897.1
OG0011201	Ag004G319720	XP_010495800.1, XP_010458897.1
OG0011202	Ag004G319210	XP_010458857.2, XP_019095256.1
OG0011203	Ag004G318640	XP_010476392.1, XP_010495524.1, XP_010458830.1
OG0011204	Ag004G317060	XP_010494796.1, XP_010458734.1, XP_010476275.1
OG0011205	Ag004G316820	XP_010476265.1, XP_010494734.1
OG0011206	Ag004G316020	XP_010494283.1, XP_010458680.1, XP_010480445.2
OG0011207	Ag004G315070	XP_010458615.1, XP_010476145.1, XP_010493568.1
OG0011208	Ag007G641990, Ag004G314750	XP_010493338.1, XP_010458587.1, XP_010476118.1
OG0011209	Ag004G314030	XP_010476080.1, XP_010492958.1, XP_010458552.1
OG0011210	Ag004G312850	XP_019095229.1, XP_010492087.1
OG0011211	Ag004G311350	XP_010491348.1, XP_010475919.1, XP_010458400.1
OG0011212	Ag004G311740	XP_019098925.1, XP_019091735.1, XP_010475893.1
OG0011214	Ag004G309260	XP_010458173.1, XP_010489647.1, XP_010475727.1
OG0011215	Ag001G101640	XP_010434781.1, XP_010440110.1, XP_010434782.1, XP_019089804.1
OG0011216	Ag004G309050	XP_010458149.1, XP_010475703.1, XP_010489458.1
OG0011217	Ag004G308800	XP_010458112.1, XP_010489232.1, XP_010475674.1, XP_010475676.1
OG0011218	Ag007G585350	XP_019094244.1, XP_010500301.1, XP_010461583.1
OG0011219	Ag004G308020	XP_010458036.1, XP_010488391.1, XP_010475602.1
OG0011220	Ag004G306810	XP_010487356.1, XP_010457905.1, XP_010475490.1
OG0011221	Ag004G306670, Ag004G306650	XP_019090963.1, XP_019090964.1, XP_010501351.1, XP_010475478.1
