Orthogroup	Alyssum_gmelinii	Arabidopsis_lyrata_NCBI
OG0007759	Ag004G307770	XP_002883572.1
OG0007760	Ag005G428820	XP_002885661.2
OG0007761	Ag001G038980	XP_020876302.1
OG0007762	Ag008G726670	XP_020875125.1
OG0007763	Ag001G036900	XP_002870320.1
OG0007765	Ag007G655520	XP_020875311.1
OG0007766	Ag007G656880, Ag007G657130	XP_020875110.1
OG0007767	Ag005G446870	XP_020874353.1
OG0007769	Ag002G206420	XP_020874837.1, XP_002880326.1
OG0007770	Ag002G206230	XP_002880321.2
OG0007771	Ag002G206180	XP_002882126.1
OG0007772	Ag002G205750	XP_002880296.1
OG0007773	Ag002G205610	XP_020885622.1
OG0007774	Ag002G204910, Ag008G670270	XP_020884295.1
OG0007775	Ag002G204900, Ag008G670240	XP_002880286.1
OG0007776	Ag002G203700	XP_020882705.1
OG0007777	Ag002G203600	XP_020883109.1
OG0007778	Ag002G203090	XP_020884504.1
OG0007779	Ag002G202940	XP_020884048.1
OG0007780	Ag002G202920	XP_002882049.1
OG0007781	Ag002G202910	XP_020884253.1
OG0007782	Ag002G202840	XP_002882046.1
OG0007783	Ag002G202830	XP_020883402.1
OG0007784	Ag002G202720	XP_020883943.1
OG0007785	Ag002G202150	XP_020885215.1
OG0007786	Ag002G201580	XP_020884177.1
OG0007787	Ag002G200530	XP_002880142.1
OG0007788	Ag002G199400	XP_020884819.1
OG0007789	Ag002G198720	XP_002880085.2
OG0007790	Ag002G198610	XP_002880079.1
OG0007791	Ag002G198400	XP_002880074.1
OG0007792	Ag002G195790	XP_020885406.1
OG0007793	Ag002G194740	XP_020885461.1
OG0007794	Ag002G192860	XP_002881810.2
OG0007795	Ag002G193310	XP_002879972.1
OG0007796	Ag006G491410	XP_002870910.1
OG0007797	Ag006G491670	XP_002870926.1
OG0007798	Ag006G491970	XP_020879390.1
OG0007799	Ag006G492300	XP_002873031.1
OG0007800	Ag006G492440	XP_020878230.1
OG0007801	Ag006G493240	XP_002873049.1
OG0007802	Ag006G493030	XP_002870975.1
OG0007803	Ag006G493400	XP_020878417.1
OG0007804	Ag006G493410	XP_002870978.1
OG0007805	Ag006G493830	XP_020877236.1
OG0007806	Ag006G496700	XP_002873117.1
OG0007807	Ag006G494600	XP_002871010.1
OG0007808	Ag006G496630	XP_002873114.1
OG0007809	Ag006G496890	XP_020876151.1
OG0007810	Ag006G497290, Ag006G497280	XP_002871076.1
OG0007811	Ag006G497360, Ag006G497380	XP_020878200.1
OG0007812	Ag002G202070, Ag006G497560	XP_002871083.1
OG0007813	Ag006G497840	XP_020878100.1
OG0007814	Ag008G719530	XP_020879393.1
OG0007815	Ag008G719240	XP_020877063.1
OG0007816	Ag008G719220	XP_002873960.1
OG0007817	Ag008G717680	XP_020878303.1
OG0007818	Ag008G717290	XP_020879538.1
OG0007819	Ag008G716640	XP_020878923.1
OG0007820	Ag008G716580	XP_002871965.1
OG0007821	Ag008G716480	XP_020878847.1
OG0007822	Ag008G716440	XP_020879341.1
OG0007823	Ag008G716200	XP_020878237.1
OG0007824	Ag008G714850	XP_020877243.1
OG0007825	Ag008G714110	XP_002874086.1
OG0007826	Ag008G712990	XP_002866394.1
OG0007827	Ag008G712740	XP_020887750.1
OG0007828	Ag008G712300	XP_020869944.1
OG0007829	Ag008G711360	XP_002862257.1, XP_002864672.1
OG0007830	Ag008G710490	XP_002866360.1
OG0007831	Ag008G709520	XP_020867614.1
OG0007832	Ag008G708000	XP_020874665.1
OG0007832	Ag008G700560	XP_020871524.1, XP_020879606.1, XP_020879387.1, XP_020871086.1
OG0007833	Ag008G707470	XP_002864605.2
OG0007834	Ag008G706870	XP_020888725.1, XP_002862636.1
OG0007835	Ag008G729040	XP_002864838.1
OG0007836	Ag002G102940, Ag008G729100, Ag002G102930	XP_002866539.1
OG0007837	Ag008G729110	XP_002866540.1
OG0007838	Ag008G729530	XP_020882783.1
OG0007839	Ag008G700730	XP_002863022.1, XP_002864488.1
OG0007840	Ag008G730560	XP_002864880.1
OG0007841	Ag008G730610	XP_020870113.1
OG0007842	Ag008G731420	XP_020885590.1
OG0007843	Ag008G731620	XP_002866628.1
OG0007844	Ag008G731850	XP_020871119.1
OG0007845	Ag008G731870	XP_002866636.1
OG0007846	Ag008G732620	XP_002864947.1
OG0007847	Ag008G732660	XP_020869091.1
OG0007849	Ag008G733380	XP_020880205.1
OG0007850	Ag008G733390	XP_020880209.1
OG0007851	Ag008G733580	XP_020889071.1
OG0007852	Ag008G733890	XP_002866696.1
OG0007853	Ag008G734210	XP_020871158.1
OG0007854	Ag008G734350	XP_002866710.1
OG0007855	Ag008G734460	XP_002865017.1
OG0007856	Ag008G734870	XP_002865048.1
OG0007857	Ag001G099870	XP_020890730.1
OG0007858	Ag001G059490, Ag001G059290	XP_020881060.1
OG0007859	Ag001G099520	XP_020887419.1
OG0007860	Ag006G516910	XP_020878513.1
OG0007861	Ag006G517030	XP_002872940.1
OG0007862	Ag006G516500	XP_002874990.1
OG0007863	Ag006G515540	XP_020877996.1
OG0007864	Ag006G515470	XP_020876522.1
OG0007865	Ag006G514630	XP_020879030.1
OG0007866	Ag006G513780	XP_002872881.1
OG0007867	Ag006G512480	XP_020879250.1
OG0007868	Ag006G511650	XP_020879158.1
OG0007869	Ag006G511480	XP_002872847.1
OG0007870	Ag006G511210	XP_020877293.1
OG0007871	Ag006G509570	XP_020878201.1
OG0007872	Ag006G508640, Ag006G508060, Ag006G508630	XP_020878566.1
OG0007873	Ag007G599380	XP_002872801.1
OG0007874	Ag007G599110	XP_020876449.1
OG0007875	Ag007G586700	XP_002865378.2
OG0007876	Ag007G587140, Ag007G587150	XP_020871732.1
OG0007877	Ag007G588070	XP_020884674.1
OG0007878	Ag007G588120	XP_020884392.1
OG0007879	Ag007G588170	XP_002879448.1
OG0007880	Ag007G589390	XP_002879382.1
OG0007881	Ag007G589310	XP_020884388.1
OG0007882	Ag007G589290	XP_020884594.1
OG0007884	Ag007G589430	XP_002881220.2, XP_020873169.1
OG0007885	Ag007G590560	XP_020882667.1
OG0007886	Ag007G591400	XP_020884017.1
OG0007887	Ag007G591560	XP_020884628.1
OG0007888	Ag007G591800	XP_020883084.1
OG0007889	Ag007G591840	XP_020883083.1
OG0007890	Ag004G305650	XP_020869236.1
OG0007891	Ag007G591980	XP_020885289.1
OG0007892	Ag007G592340	XP_020883063.1
OG0007893	Ag007G592530, Ag007G592540	XP_020884381.1
OG0007894	Ag007G592600	XP_020884301.1
OG0007895	Ag007G592770	XP_020882690.1
OG0007896	Ag004G306310	XP_002889633.1
OG0007897	Ag007G593390	XP_020884160.1
OG0007898	Ag007G595130	XP_020885214.1
OG0007899	Ag007G595140	XP_002881008.1
OG0007900	Ag007G595690	XP_020883973.1
OG0007901	Ag007G595750	XP_002880928.1
OG0007902	Ag007G595900	XP_002862929.1, XP_002880935.1
OG0007903	Ag007G596460	XP_020883779.1
OG0007904	Ag007G597700	XP_020883961.1
OG0007905	Ag007G597980	XP_020883953.1
OG0007906	Ag006G504490, Ag004G381330, Ag006G504510	XP_002871235.1, XP_002873255.1
OG0007907	Ag006G526490	XP_020882784.1
OG0007908	Ag006G527230	XP_002880771.1
OG0007909	Ag003G251380	XP_020874358.1
OG0007910	Ag002G203620	XP_020873640.1
OG0007911	Ag007G615670	XP_002873688.1
OG0007912	Ag001G100430	XP_002882176.1
OG0007913	Ag007G613300	XP_020878712.1
OG0007914	Ag002G146970	XP_002870500.1
OG0007915	Ag003G248460	XP_020873715.1
OG0007916	Ag005G490370	XP_002882193.1
OG0007917	Ag005G490300	XP_002882196.1
OG0007918	Ag007G617840	XP_020876815.1
OG0007919	Ag005G489950	XP_020886913.1
OG0007920	Ag005G489540	XP_020886899.1
OG0007921	Ag005G489020	XP_020887111.1
OG0007922	Ag005G488580	XP_002884340.1
OG0007923	Ag005G488450	XP_002882256.1
OG0007924	Ag005G488100	XP_002884359.1
OG0007925	Ag005G487590	XP_002882294.1
OG0007926	Ag005G486800	XP_020887002.1
OG0007927	Ag005G486100	XP_002884428.1
OG0007928	Ag005G485160	XP_020888965.1
OG0007929	Ag005G484990	XP_020886530.1
OG0007930	Ag005G484750	XP_002882382.1
OG0007931	Ag005G484430	XP_020887058.1
OG0007932	Ag005G484600	XP_020886443.1, XP_002862604.2
OG0007933	Ag005G484260	XP_020888188.1
OG0007934	Ag005G484190	XP_020886934.1
OG0007935	Ag005G484040	XP_002884502.1
OG0007936	Ag005G483480	XP_002882421.2
OG0007937	Ag005G483620	XP_002884514.1
OG0007938	Ag005G483090	XP_020888748.1
OG0007939	Ag005G482540	XP_002884544.1
OG0007940	Ag005G482370	XP_002882446.1
OG0007941	Ag005G482150	XP_020888616.1
OG0007942	Ag005G481410	XP_002884588.1
OG0007943	Ag005G481320	XP_002884589.1
OG0007944	Ag005G481310	XP_020887927.1
OG0007945	Ag005G481290	XP_002884593.1
OG0007946	Ag005G481260	XP_002884595.1
OG0007947	Ag005G481250	XP_002882482.1
OG0007948	Ag007G642860	XP_002863925.1
OG0007949	Ag005G480410	XP_002882512.1
OG0007950	Ag005G480190	XP_002884642.1
OG0007951	Ag005G479530	XP_020887273.1
OG0007952	Ag005G479370	XP_002884662.1
OG0007953	Ag005G479270	XP_002882547.1
OG0007954	Ag005G479260	XP_002882548.1
OG0007955	Ag005G479050	XP_002882562.1
OG0007956	Ag005G478860	XP_020889442.1
OG0007957	Ag005G478450	XP_020887216.1
OG0007958	Ag002G185390	XP_002879851.1
OG0007959	Ag002G185220, Ag002G185260	XP_020884498.1, XP_020884499.1
OG0007960	Ag002G185190	XP_020884066.1
OG0007961	Ag002G184670	XP_002881688.1
OG0007962	Ag002G184000	XP_020885427.1
OG0007963	Ag002G181790	XP_020885188.1, XP_020871527.1
OG0007964	Ag002G178170	XP_020885465.1
OG0007965	Ag002G165750	XP_020883723.1
OG0007967	Ag002G166250	XP_020885464.1
OG0007968	Ag002G167270	XP_020884245.1
OG0007969	Ag002G167410	XP_020883988.1
OG0007970	Ag002G168130	XP_020883023.1
OG0007971	Ag002G169680	XP_002881482.1
OG0007972	Ag002G170110	XP_002879636.1
OG0007973	Ag002G170830	XP_020883879.1
OG0007974	Ag002G171280	XP_002881495.1
OG0007975	Ag002G203220, Ag002G172890	XP_020885011.1, XP_020883180.1
OG0007976	Ag002G173610	XP_020885727.1
OG0007977	Ag002G173840	XP_002881549.1
OG0007978	Ag002G174590	XP_020885599.1
OG0007979	Ag002G175270	XP_020885159.1
OG0007980	Ag002G175610	XP_002879733.1, XP_020883347.1
OG0007981	Ag002G176290	XP_020882753.1, XP_020884749.1
OG0007982	Ag002G164760, Ag005G452470	XP_002879574.1
OG0007983	Ag004G322960	XP_002892865.1
OG0007984	Ag004G324810	XP_020868648.1
OG0007985	Ag004G325460	XP_002890186.1
OG0007986	Ag004G328550	XP_002892968.1
OG0007987	Ag004G329700	XP_002890269.1
OG0007988	Ag004G329460	XP_002892987.1
OG0007989	Ag004G329790	XP_002893000.1
OG0007990	Ag004G329830	XP_020867436.1
OG0007991	Ag004G329990	XP_002890278.1
OG0007992	Ag004G330300	XP_020867610.1
OG0007993	Ag004G330390	XP_020867617.1
OG0007994	Ag004G331070	XP_002893020.1
OG0007995	Ag004G331980, Ag006G574290	XP_020866500.1
OG0007996	Ag004G332000	XP_002893040.1
OG0007997	Ag004G332210	XP_020867722.1
OG0007998	Ag004G332250, Ag006G503460	XP_020870085.1
OG0007999	Ag004G332970	XP_020866995.1
OG0008000	Ag004G332980	XP_002893077.1
OG0008001	Ag004G333300	XP_020870430.1
OG0008002	Ag004G333800	XP_020869772.1
OG0008003	Ag004G333970	XP_020869122.1
OG0008004	Ag004G335280	XP_020870736.1
OG0008005	Ag003G220380	XP_002889084.1
OG0008006	Ag004G335650	XP_002893147.1
OG0008007	Ag004G336700	XP_002890437.2
OG0008008	Ag004G336970	XP_020867511.1
OG0008009	Ag004G337040	XP_002893165.1
OG0008010	Ag003G218820	XP_002887670.1
OG0008011	Ag004G337080	XP_002893169.1
OG0008012	Ag004G337430	XP_020868555.1
OG0008013	Ag004G337610	XP_020868864.1
OG0008014	Ag004G339000	XP_002890505.1
OG0008015	Ag004G339200	XP_002890509.1
OG0008016	Ag004G339690	XP_020866361.1, XP_020869830.1
OG0008017	Ag004G339880	XP_020867351.1
OG0008018	Ag004G341290	XP_020870660.1
OG0008019	Ag003G242200	XP_002890583.1
OG0008021	Ag003G243440	XP_002890615.1
OG0008022	Ag003G247630	XP_002890680.1
OG0008023	Ag003G247620	XP_002890682.1
OG0008024	Ag005G441500	XP_002890686.1
OG0008026	Ag003G246900	XP_020867104.1
OG0008027	Ag004G308780	XP_002890719.1
OG0008028	Ag003G246030	XP_020868421.1
OG0008029	Ag004G380540	XP_002893467.1
OG0008030	Ag008G712790	XP_002867675.2
OG0008031	Ag004G302330	XP_002867673.1
OG0008032	Ag006G530470	XP_020873383.1
OG0008033	Ag006G511660	XP_020873353.1
OG0008034	Ag006G529520	XP_020873252.1
OG0008035	Ag007G598730	XP_002869691.1
OG0008036	Ag007G598840	XP_020873681.1
OG0008037	Ag007G586210	XP_002869681.1
OG0008038	Ag007G586150	XP_002869679.1
OG0008039	Ag007G586120	XP_020873454.1
OG0008040	Ag001G076890, Ag005G478930	XP_020872159.1
OG0008041	Ag003G252950	XP_002869530.1
OG0008042	Ag006G526700	XP_002878803.1
OG0008043	Ag006G527010	XP_020885197.1
OG0008044	Ag006G524850	XP_020885751.1
OG0008045	Ag006G523940	XP_020884079.1
OG0008046	Ag002G154920, Ag003G231750	XP_002888969.1
OG0008047	Ag006G523570	XP_020885815.1
OG0008049	Ag006G523370	XP_020884304.1
OG0008050	Ag006G523180	XP_020884236.1
OG0008051	Ag006G523110	XP_020884932.1
OG0008052	Ag006G522230	XP_020883231.1
OG0008053	Ag003G294770, Ag006G521900	XP_002880402.1
OG0008055	Ag006G521290	XP_020884194.1
OG0008056	Ag006G520820	XP_020884326.1
OG0008057	Ag006G520780	XP_020884999.1, XP_002880370.1
OG0008058	Ag005G402650, Ag005G403040, Ag002G163570, Ag006G520550	XP_020883928.1
OG0008059	Ag004G322580	XP_020867015.1
OG0008060	Ag004G322370	XP_002892845.1
OG0008061	Ag004G322350	XP_002890082.1
OG0008062	Ag004G321980	XP_020869340.1
OG0008063	Ag004G321560	XP_020870534.1
OG0008064	Ag004G321050	XP_020866304.1
OG0008065	Ag004G320720	XP_002890054.1
OG0008066	Ag004G319280	XP_020869725.1
OG0008067	Ag004G319450	XP_020868249.1
OG0008068	Ag004G318670	XP_002892768.1
OG0008070	Ag004G317210	XP_002889981.1
OG0008071	Ag004G317200	XP_002889980.1
OG0008072	Ag004G316210	XP_002889951.2, XP_002889943.1
OG0008073	Ag004G315960	XP_002892692.1
OG0008074	Ag004G315790	XP_020870193.1
OG0008075	Ag004G315200	XP_020867843.1
OG0008076	Ag004G314800	XP_020866976.1
OG0008077	Ag004G314780	XP_002889897.2
OG0008078	Ag004G314270	XP_002889880.1
OG0008079	Ag004G313980	XP_020866364.1
OG0008080	Ag004G313900	XP_002889868.1
OG0008081	Ag004G312280	XP_020870794.1
OG0008082	Ag004G311840	XP_020866470.1
OG0008083	Ag004G311380	XP_020869998.1
OG0008084	Ag004G311250	XP_002889791.1
OG0008085	Ag004G310610	XP_020868180.1
OG0008086	Ag001G075280	XP_002877980.1
OG0008087	Ag004G308970	XP_020868148.1
OG0008088	Ag004G308670	XP_020868665.1
OG0008089	Ag004G308690	XP_002892462.1
OG0008090	Ag004G307170	XP_002892405.1
OG0008091	Ag004G306590	XP_002892388.1
OG0008092	Ag004G306240	XP_020867297.1
OG0008094	Ag004G305920	XP_020868596.1
OG0008095	Ag004G305750	XP_002892352.1
OG0008096	Ag004G305680	XP_002889609.1
OG0008098	Ag004G305600	XP_002889606.1
OG0008099	Ag006G503190	XP_002892335.1
OG0008100	Ag004G305170	XP_002892320.1
OG0008101	Ag004G304880	XP_020867688.1
OG0008102	Ag004G304400	XP_020867573.1
OG0008103	Ag004G303280	XP_002892260.1
OG0008104	Ag007G612290	XP_020877242.1
OG0008105	Ag004G302620	XP_002889515.1
OG0008106	Ag004G302490	XP_020870357.1
OG0008107	Ag004G302460	XP_020867603.1
OG0008108	Ag005G459720	XP_002889497.1
OG0008109	Ag004G301150	XP_020869776.1
OG0008110	Ag004G301170	XP_002892170.1
OG0008111	Ag004G301180	XP_020869877.1
OG0008112	Ag001G013580, Ag004G301230	XP_002889465.1
OG0008113	Ag004G301610, Ag004G301600	XP_002892181.1
OG0008114	Ag004G304450, Ag004G300620	XP_020870316.1
OG0008115	Ag004G300410	XP_002889441.2
OG0008116	Ag004G300280	XP_002889437.1
OG0008117	Ag004G299900	XP_020868245.1
OG0008118	Ag004G299340	XP_002889400.1
OG0008119	Ag004G299410, Ag004G299390	XP_020869088.1
OG0008120	Ag004G299420	XP_002892108.2
OG0008121	Ag004G299250	XP_002892102.2
OG0008122	Ag004G298740	XP_020866513.1
OG0008123	Ag004G297990, Ag003G245080	XP_020866657.1
OG0008124	Ag006G518810, Ag006G518850	XP_002872976.2
OG0008125	Ag004G297340	XP_002889330.1
OG0008126	Ag007G614070	XP_020879039.1
OG0008127	Ag007G613560	XP_020878248.1
OG0008128	Ag007G615310	XP_002871627.1
OG0008129	Ag007G615320	XP_020877426.1
OG0008130	Ag007G615870	XP_020877087.1
OG0008131	Ag007G619160	XP_020876568.1
OG0008132	Ag007G618990	XP_002873731.1
OG0008133	Ag007G618970, Ag007G618980	XP_002871669.1
OG0008134	Ag007G621150	XP_020878877.1
OG0008135	Ag007G622350	XP_020878626.1
OG0008136	Ag007G622460	XP_002873779.1
OG0008137	Ag007G622600	XP_002871722.1
OG0008138	Ag007G623040	XP_002871727.1
OG0008139	Ag007G624110	XP_002871744.1
OG0008140	Ag007G625480	XP_002871767.1
OG0008141	Ag007G626960	XP_002873846.1
OG0008142	Ag007G627920	XP_020877815.1
OG0008143	Ag007G628020	XP_002873859.1
OG0008144	Ag006G567770	XP_020867418.1
OG0008145	Ag007G631440	XP_020879004.1
OG0008146	Ag006G492720, Ag007G630750	XP_020879127.1
OG0008147	Ag007G630610	XP_020878736.1
OG0008149	Ag007G629740	XP_020878001.1
OG0008150	Ag007G629440	XP_020878235.1
OG0008151	Ag007G631920	XP_002873926.1
OG0008152	Ag007G632090	XP_020879015.1
OG0008153	Ag007G632180	XP_020878367.1
OG0008154	Ag007G632600	XP_002873934.1
OG0008155	Ag007G633860	XP_002873942.2
OG0008156	Ag007G633900	XP_002874307.1
OG0008157	Ag007G634220	XP_020876088.1
OG0008158	Ag007G634230	XP_020878278.1
OG0008159	Ag007G634510	XP_020878691.1
OG0008160	Ag007G635220	XP_020878872.1
OG0008162	Ag007G636490	XP_020876942.1
OG0008163	Ag007G636750	XP_020876875.1
OG0008164	Ag007G637120	XP_020876908.1
OG0008165	Ag007G641220	XP_002874473.1
OG0008168	Ag007G643610	XP_002865682.1
OG0008170	Ag007G612480	XP_020879552.1
OG0008171	Ag007G643130, Ag002G108610	XP_020867823.1
OG0008172	Ag007G612150	XP_002871578.1
OG0008173	Ag007G612010	XP_020879227.1
OG0008174	Ag007G611830	XP_002871572.1
OG0008175	Ag006G506080	XP_002873291.1
OG0008176	Ag006G505280, Ag006G505290	XP_002871229.1, XP_002879119.2
OG0008177	Ag006G504660	XP_020877974.1
OG0008178	Ag006G504550	XP_002873258.1
OG0008179	Ag006G503830	XP_002873247.1
OG0008180	Ag006G499980	XP_020875986.1
OG0008181	Ag006G498280	XP_002873156.1
OG0008182	Ag006G498250	XP_020878726.1
OG0008183	Ag008G719480	XP_020876322.1
OG0008184	Ag008G720960	XP_002874254.1
OG0008185	Ag008G721440	XP_020879144.1
OG0008186	Ag008G721970	XP_002874216.1
OG0008187	Ag008G722010	XP_020877090.1
OG0008188	Ag008G722050	XP_002874211.2
OG0008189	Ag008G722530	XP_020878567.1
OG0008190	Ag008G722830	XP_002872094.1
OG0008191	Ag008G723490	XP_020878036.1
OG0008192	Ag008G723590	XP_002874144.1
OG0008193	Ag008G723900	XP_020877040.1
OG0008194	Ag004G354500	XP_020890542.1
OG0008195	Ag008G724320	XP_002874114.1
OG0008196	Ag008G724440	XP_002872035.1
OG0008197	Ag008G724470	XP_002874111.1
OG0008198	Ag008G724950	XP_020878503.1
OG0008199	Ag008G725780	XP_020871237.1
OG0008200	Ag008G726220	XP_002862354.1
OG0008201	Ag008G726620	XP_002864757.1
OG0008202	Ag008G727160	XP_020891149.1
OG0008203	Ag008G727190	XP_020886232.1
OG0008204	Ag008G727420	XP_002866486.1
OG0008205	Ag008G727830	XP_020889253.1
OG0008206	Ag008G727880	XP_020871222.1
OG0008207	Ag008G728300	XP_020886496.1
OG0008208	Ag008G728660	XP_002866523.1
OG0008209	Ag008G728980	XP_002866533.1
OG0008210	Ag008G706010	XP_020884463.1
OG0008211	Ag008G705980	XP_002866271.1
OG0008212	Ag008G705920	XP_002868500.1
OG0008213	Ag001G067650	XP_020880216.1
OG0008214	Ag001G059360	XP_020880063.1
OG0008215	Ag001G059380, Ag001G059540	XP_002877787.2
OG0008216	Ag001G062830	XP_002877776.1
OG0008217	Ag001G061480	XP_002877750.1
OG0008219	Ag008G693150	XP_002875971.1
OG0008220	Ag008G692990	XP_002877683.1
OG0008221	Ag008G692250	XP_002875957.1
OG0008222	Ag001G056110	XP_020880375.1
OG0008223	Ag001G052180	XP_020879898.1
OG0008224	Ag008G726630	XP_002875675.1
OG0008226	Ag004G355230	XP_002887140.1
OG0008227	Ag004G355320	XP_002888617.1
OG0008228	Ag004G355340	XP_020890573.1
OG0008229	Ag004G355390, Ag004G355400	XP_002887137.1
OG0008230	Ag004G355520	XP_020891579.1
OG0008231	Ag004G355640	XP_020890661.1
OG0008232	Ag002G161730	XP_020884734.1
OG0008233	Ag004G355970	XP_002888596.1
OG0008234	Ag004G354790	XP_020891080.1
OG0008235	Ag004G356180	XP_002887113.1
OG0008236	Ag004G350550	XP_020865836.1
OG0008237	Ag004G350530	XP_020891421.1
OG0008238	Ag004G350450	XP_020890489.1
OG0008239	Ag004G347610	XP_002888742.1
OG0008240	Ag003G243680	XP_002890619.1
OG0008241	Ag007G601550, Ag005G440700	XP_002885464.1
OG0008242	Ag004G346140	XP_020890265.1
OG0008243	Ag002G125440, Ag004G346080	XP_020891317.1
OG0008244	Ag004G345880	XP_002887288.1
OG0008245	Ag004G345310	XP_002888770.1
OG0008246	Ag004G345230	XP_020891125.1
OG0008247	Ag004G343650	XP_002888813.1
OG0008248	Ag004G343120	XP_020889860.1, XP_002887360.2
OG0008249	Ag004G342240	XP_020865926.1
OG0008250	Ag003G240370	XP_020889936.1
OG0008251	Ag003G214900, Ag003G264130	XP_020890356.1
OG0008252	Ag003G214990	XP_002889175.1
OG0008253	Ag003G215020	XP_020891408.1
OG0008254	Ag003G215600	XP_020891389.1
OG0008255	Ag003G215910	XP_020889669.1
OG0008256	Ag003G218060	XP_020891160.1
OG0008257	Ag003G218710	XP_002889129.1
OG0008258	Ag003G218860	XP_002889123.1
OG0008259	Ag003G219390	XP_020891063.1
OG0008260	Ag003G220160	XP_002887642.2
OG0008261	Ag003G222810	XP_020890532.1
OG0008262	Ag003G222920	XP_020891364.1
OG0008263	Ag003G224110	XP_020891601.1
OG0008264	Ag003G224120	XP_002887611.1
OG0008265	Ag003G224740	XP_002889037.1
OG0008266	Ag003G225310, Ag003G225450, Ag003G225260	XP_002889034.1
OG0008267	Ag003G225750	XP_002889029.1
OG0008268	Ag003G227220	XP_002889015.1
OG0008269	Ag003G228630	XP_002887567.1
OG0008270	Ag003G229500	XP_020865800.1
OG0008271	Ag003G231540	XP_020890839.1
OG0008272	Ag003G232900	XP_002888964.1
OG0008273	Ag003G233680	XP_020865790.1
OG0008274	Ag003G234140	XP_020891646.1
OG0008275	Ag003G234240	XP_002888946.1
OG0008276	Ag003G234980	XP_002888940.1
OG0008277	Ag006G518200, Ag003G236390	XP_002887484.1
OG0008278	Ag003G236490	XP_020890987.1
OG0008279	Ag003G237600	XP_020889764.1
OG0008280	Ag003G237920	XP_020891650.1
OG0008281	Ag003G239380	XP_020891596.1
OG0008282	Ag003G240050	XP_020891695.1
OG0008283	Ag003G212150	XP_020891757.1
OG0008284	Ag003G211530	XP_020889666.1
OG0008285	Ag003G210900	XP_002889261.1
OG0008286	Ag003G210600	XP_020889625.1
OG0008287	Ag003G209800	XP_002889274.1
OG0008288	Ag003G209530	XP_020890867.1
OG0008289	Ag003G209070	XP_002887824.1
OG0008290	Ag003G208420	XP_002887834.1
OG0008291	Ag003G208380	XP_002889298.1, XP_020873124.1
OG0008292	Ag003G208130	XP_002887845.1
OG0008293	Ag003G207660	XP_002889322.1
OG0008294	Ag005G470810	XP_020886403.1
OG0008295	Ag005G470010	XP_002882803.1
OG0008296	Ag005G469970	XP_020889349.1
OG0008297	Ag005G469690	XP_020887694.1
OG0008298	Ag005G469180, Ag004G303950	XP_002882825.1
OG0008299	Ag005G468010	XP_020888037.1
OG0008300	Ag008G720320	XP_002885900.1, XP_002872181.1
OG0008302	Ag005G467960, Ag003G222760, Ag004G374760	XP_002884998.1
OG0008304	Ag005G467440	XP_020886612.1
OG0008305	Ag005G466540, Ag005G466480	XP_020886607.1, XP_020886595.1
OG0008306	Ag005G462810, Ag005G466430	XP_002882871.1
OG0008307	Ag005G466260	XP_002885024.1
OG0008308	Ag005G464880	XP_020888802.1
OG0008309	Ag005G464490	XP_020888077.1
OG0008310	Ag005G464250	XP_020887186.1
OG0008311	Ag005G464170	XP_002885078.2
OG0008312	Ag001G007700	XP_002891714.1
OG0008313	Ag005G462460	XP_020886989.1
OG0008314	Ag005G461500	XP_002885131.1
OG0008315	Ag005G461450	XP_002885133.1
OG0008316	Ag005G460030	XP_002885164.1
OG0008317	Ag005G454380, Ag005G458830	XP_002885193.2
OG0008318	Ag005G458050	XP_002885207.1
OG0008319	Ag005G457070	XP_020889156.1
OG0008320	Ag005G456490	XP_002883098.1
OG0008321	Ag005G455290	XP_002883123.1
OG0008322	Ag005G453450	XP_020888702.1
OG0008323	Ag005G453420	XP_002883143.1, XP_002883144.1
OG0008324	Ag005G453340	XP_002885278.1
OG0008325	Ag005G451030	XP_002883162.1
OG0008326	Ag005G449530	XP_002883184.1
OG0008327	Ag005G449480	XP_002885311.1
OG0008328	Ag003G230630, Ag003G221040, Ag003G221020	XP_020886675.1
OG0008329	Ag001G075780	XP_020881311.1
OG0008330	Ag005G445090	XP_020887690.1
OG0008331	Ag001G034290	XP_020875427.1
OG0008332	Ag005G438410	XP_002883363.2
OG0008333	Ag005G436110	XP_020889464.1
OG0008334	Ag013G741530, Ag005G435240	XP_002883419.1
OG0008335	Ag005G431370	XP_020887971.1
OG0008336	Ag005G430970	XP_002885627.1
OG0008337	Ag007G583490	XP_002885683.1
OG0008338	Ag008G683550	XP_002865922.1
OG0008339	Ag005G411310	XP_020887498.1
OG0008340	Ag005G419550	XP_020888694.1
OG0008341	Ag005G419200	XP_002883906.1
OG0008342	Ag005G418800	XP_020888194.1
OG0008343	Ag005G418040	XP_020887679.1
OG0008344	Ag005G417790	XP_002884010.1
OG0008345	Ag005G417230	XP_002884023.2
OG0008346	Ag002G177790	XP_020888423.1
OG0008347	Ag005G415970	XP_020887586.1
OG0008348	Ag005G415830	XP_020889265.1
OG0008349	Ag005G415780	XP_020889257.1
OG0008350	Ag005G414350	XP_020886205.1, XP_020886201.1
OG0008351	Ag005G410170	XP_002884146.1
OG0008352	Ag005G410440	XP_002886182.2
OG0008353	Ag005G409460	XP_002886266.1
OG0008354	Ag005G407200	XP_002877107.1
OG0008355	Ag005G405510	XP_002886030.1
OG0008356	Ag005G403420	XP_020887251.1
