Orthogroup	Alyssum_gmelinii	Brassica_napus
OG0006582	Ag001G019100, Ag003G268980	XP_022555893.2, XP_048594865.1, XP_022569279.2, XP_013670772.2
OG0006583	Ag003G272170	XP_022572748.1, XP_013751272.1, XP_048636387.1, XP_013667479.2
OG0006584	Ag003G279920	XP_013697474.1, XP_013665316.2, XP_048594852.1, XP_022553424.2
OG0006585	Ag003G278760	XP_013685812.1, XP_048594847.1, XP_013670680.2, XP_013703474.2
OG0006586	Ag004G330620	XP_048614201.1, XP_013641845.2, XP_013664408.1, XP_013664627.1
OG0006587	Ag003G278290	XP_013656287.2, XP_022555852.1, XP_048601164.1, XP_013661552.2
OG0006589	Ag003G274550	XP_013735205.2, XP_013656012.2, XP_048619293.1, XP_022572765.2
OG0006590	Ag003G273950	XP_013738410.2, XP_022562683.1, XP_013656208.1, XP_013656237.1
OG0006591	Ag005G439070, Ag003G273530, Ag005G445130, Ag006G516710	XP_013657703.1, XP_013735221.2
OG0006592	Ag003G282360	XP_013656174.2, XP_013666765.1, XP_048628412.1, XP_022569991.1, XP_013648908.1
OG0006593	Ag003G282840	XP_013731041.1, XP_022550176.2, XP_048606326.1, XP_048594793.1
OG0006594	Ag003G283140	XP_013724983.2, XP_022562711.1
OG0006595	Ag003G283170	XP_013670604.2, XP_013731020.2, XP_013724995.2, XP_022572803.1
OG0006596	Ag003G283540	XP_013717993.2, XP_013732491.1, XP_013670595.1, XP_013750351.1
OG0006597	Ag003G284750	XP_013718079.2, XP_013718078.2
OG0006598	Ag007G579680	XP_013644569.1, XP_048594561.1, XP_013691232.2, XP_048592544.1, XP_013722674.1
OG0006599	Ag007G578120	XP_048635490.1, XP_048614479.1, XP_048635157.1, XP_013656878.1, XP_013662293.1
OG0006600	Ag001G101200	XP_013671340.1, XP_013733804.1, XP_013741991.2, XP_013737190.1
OG0006601	Ag001G101440	XP_048626204.1, XP_048623484.1, XP_013671361.1, XP_013655783.2
OG0006602	Ag001G101450	XP_013741300.2, XP_013737342.2, XP_013721599.2, XP_013669899.2
OG0006603	Ag001G101760	XP_013705506.1, XP_048632755.1, XP_013646639.1, XP_013731302.2
OG0006604	Ag002G164680	XP_013683547.2, XP_013740514.1, XP_013680528.1, XP_013662092.2
OG0006605	Ag008G728150	XP_022568423.1, XP_022548025.2
OG0006606	Ag004G310480	XP_013657705.1, XP_013750851.1, XP_013693437.1, XP_013640982.2
OG0006607	Ag004G369220	XP_013670174.1, XP_013748752.2, XP_048610621.1, XP_048595850.1, XP_013651543.1
OG0006608	Ag004G312030	XP_048638077.1, XP_013653087.2, XP_013657763.1, XP_013750783.2
OG0006609	Ag004G374210	XP_013672279.3, XP_013670394.1, XP_048601761.1
OG0006610	Ag004G313690	XP_048638121.1, XP_048613946.1, XP_013712449.2, XP_013712364.2
OG0006611	Ag004G313890	XP_048613951.1, XP_048638132.1, XP_013657437.1, XP_013662136.2
OG0006612	Ag004G314630	XP_048594203.1, XP_013711553.1, XP_013641203.2, XP_013675412.2
OG0006613	Ag004G322570	XP_013669455.2, XP_048614063.1, XP_048597676.1, XP_013712182.2
OG0006614	Ag006G574940	XP_013714064.1, XP_048605117.1, XP_022551258.1, XP_013674496.1, XP_013714057.2, XP_022551257.1
OG0006615	Ag007G614370	XP_013712923.1, XP_013699324.2, XP_013714105.1, XP_013670183.1
OG0006616	Ag008G659530, Ag008G658930	XP_048619760.1, XP_013684754.1, XP_013729244.1, XP_013729222.2
OG0006617	Ag008G661630	XP_048637226.1, XP_013705517.2, XP_013647320.1, XP_013740626.2, XP_022552738.1
OG0006618	Ag004G319150	XP_013657358.1, XP_013677812.2, XP_013664668.2, XP_013712420.1
OG0006619	Ag004G318730	XP_013641372.2, XP_013676299.1, XP_048627118.1, XP_013712286.2, XP_048621253.1, XP_013664661.2
OG0006620	Ag008G663340	XP_013644800.2, XP_013750556.1, XP_013714527.2
OG0006621	Ag008G663760	XP_013705352.1, XP_013647531.2
OG0006622	Ag008G664930	XP_048624658.1, XP_022570852.1, XP_013677407.2, XP_013644822.1
OG0006623	Ag008G666340	XP_013644745.1, XP_013705136.2, XP_013677529.1, XP_013721036.1
OG0006624	Ag008G666380	XP_048631557.1, XP_048600486.1, XP_022560354.1, XP_013644741.2, XP_013706614.2, XP_048602883.1
OG0006625	Ag008G667210	XP_013698472.1, XP_048631551.1, XP_013662306.1, XP_013644716.2, XP_013705708.2
OG0006626	Ag008G667240	XP_013655410.2, XP_013711141.2, XP_013662305.1, XP_013698461.1, XP_048631552.1
OG0006627	Ag008G667970	XP_013710607.1
OG0006628	Ag008G668410	XP_013681198.2, XP_048628346.1, XP_048600635.1, XP_048618049.1, XP_048591351.1
OG0006629	Ag008G669760	XP_048591332.1, XP_048618058.1, XP_013677548.2, XP_013697844.2
OG0006630	Ag008G669840	XP_048600877.1, XP_048602932.1, XP_013703554.2, XP_048618060.1
OG0006631	Ag008G664200	XP_013697623.2, XP_013692197.2, XP_048618094.1, XP_013711222.2
OG0006632	Ag002G175540	XP_013690116.1, XP_048591295.1, XP_013698075.2, XP_013692437.1
OG0006633	Ag005G408640, Ag007G601500	XP_013644537.2, XP_022565631.1, XP_048631470.1, XP_013717889.2, XP_048627528.1
OG0006634	Ag010G739180, Ag001G049060	XP_013659103.2, XP_022564926.2, XP_048630508.1, XP_048627525.1, XP_013675257.2
OG0006635	Ag001G057990	XP_013719411.1, XP_048598784.1, XP_048607487.1, XP_013733641.1, XP_013640714.1
OG0006636	Ag004G327950	XP_013685957.1, XP_013688306.1, XP_013751812.1, XP_048616489.1, XP_048616493.1
OG0006637	Ag004G363460	XP_013722379.2, XP_048616147.1, XP_013698526.1, XP_022559682.1
OG0006638	Ag004G363510	XP_013722374.1, XP_048591901.1, XP_013641942.2, XP_013703058.2
OG0006639	Ag005G406030	XP_013744444.1, XP_013670908.1
OG0006640	Ag001G041520	XP_013706946.1, XP_013722458.1, XP_013686316.2, XP_048630979.1, XP_013683660.2
OG0006641	Ag004G364300	XP_048595684.1, XP_013664522.1, XP_013661508.2, XP_022568896.1
OG0006642	Ag004G402030, Ag004G402000	XP_022569485.2, XP_013649298.2, XP_013648978.2, XP_013696853.1
OG0006643	Ag007G657420, Ag006G563860	XP_013743483.2, XP_013672019.1, XP_048592934.1, XP_022567643.1
OG0006644	Ag004G390580, Ag004G395360	XP_013686114.1, XP_013747682.1, XP_013661551.2, XP_013688462.1
OG0006645	Ag004G385530, Ag004G385230	XP_013659334.1, XP_013673443.1
OG0006646	Ag004G382380	XP_048625913.1
OG0006647	Ag002G187870	XP_013683634.2
OG0006648	Ag005G478100	XP_048635995.1, XP_022575603.2, XP_013724076.3, XP_048612497.1
OG0006649	Ag005G478030	XP_048600758.1, XP_013724134.2, XP_022575599.1, XP_048615288.1
OG0006650	Ag003G285750, Ag003G272740	XP_013643267.1, XP_022561138.1, XP_048619344.1
OG0006651	Ag005G477730	XP_048611859.1, XP_013724138.2, XP_048606145.1, XP_013736062.2
OG0006652	Ag006G494780	XP_013707500.1, XP_013668322.1
OG0006653	Ag005G476020	XP_013736019.2, XP_013684607.1, XP_048635968.1, XP_013703757.1
OG0006654	Ag005G475130	XP_048632326.1, XP_013672776.1, XP_013750225.2
OG0006655	Ag005G474560	XP_013714647.1, XP_048613330.1, XP_013750329.1, XP_013750237.2
OG0006656	Ag005G474230	XP_013750247.2, XP_013750344.1, XP_013714572.1, XP_013730876.2
OG0006657	Ag005G474130	XP_048635933.1, XP_013750157.1, XP_013675196.1, XP_048609224.1
OG0006658	Ag005G474140, Ag004G322520	XP_013647549.2, XP_013640204.2, XP_013640177.1
OG0006659	Ag005G473120, Ag005G475540	XP_013750130.1, XP_022575517.2, XP_013719061.1, XP_013732104.2
OG0006660	Ag005G472450	XP_048607921.1, XP_013673265.2, XP_022575496.2, XP_013750085.1
OG0006661	Ag005G472330	XP_013708022.2, XP_013750092.1, XP_013644764.1, XP_013651954.1
OG0006662	Ag005G472150	XP_013644776.1, XP_013648194.2, XP_013712477.1, XP_013750097.1
OG0006663	Ag005G471760	XP_013676669.1, XP_013714074.2, XP_013640164.1, XP_013710444.1
OG0006664	Ag005G471640	XP_013697708.2, XP_013648206.1, XP_013714909.1, XP_013646963.1
OG0006665	Ag005G471200	XP_013646822.2, XP_022567038.2, XP_013648221.1, XP_013693309.1
OG0006666	Ag001G040290	XP_013712308.1, XP_013730738.1, XP_022571835.1, XP_013684025.1
OG0006667	Ag008G718530	XP_013730861.2, NP_001302619.1, XP_048605604.1, XP_013675995.1
OG0006668	Ag007G598660	XP_013656503.1, XP_013735585.1, XP_013739604.2, XP_013671264.1
OG0006669	Ag008G676960	XP_013682859.1, XP_013683307.1, XP_013671079.1, XP_013702961.2
OG0006670	Ag008G679730	XP_013708231.2, XP_048604064.1, XP_048598178.1
OG0006671	Ag008G682930, Ag008G682030	XP_013702696.1, XP_013688309.1, XP_013714930.2, XP_013687506.2
OG0006672	Ag008G683390, Ag008G682180	XP_013714262.1, XP_013687550.2, XP_013702352.1
OG0006673	Ag008G685000	XP_013710479.1, XP_013687878.2, XP_013662781.1
OG0006674	Ag008G684950	XP_013715613.2, XP_022551722.2, XP_013710116.1, XP_013726797.2
OG0006676	Ag008G689970, Ag008G688480	XP_013733529.1, XP_013733892.2, XP_048624710.1, XP_013730839.2
OG0006677	Ag008G687640	XP_013714574.1, XP_013666774.1
OG0006678	Ag005G490040	XP_048598771.1, XP_013719409.1, XP_048607516.1, XP_048603132.1
OG0006679	Ag001G057340, Ag005G486130	XP_022548713.1, XP_022566733.1
OG0006680	Ag001G057890	XP_022548976.1, XP_013719358.1, XP_013640715.1, XP_013733631.1
OG0006681	Ag008G693410	XP_013719363.1, XP_048598789.1, XP_013675665.1, XP_013717134.1
OG0006682	Ag008G694340	XP_048624588.1, XP_048598799.1, XP_048607407.1, XP_048608293.1, XP_013646825.1
OG0006683	Ag008G734700, Ag008G720570	XP_048593601.1
OG0006684	Ag008G696350	XP_013714543.2, XP_013666908.1, XP_013686889.1, XP_048621019.1
OG0006685	Ag002G171260, Ag008G697980	XP_048624670.1, XP_048598841.1, XP_048608262.1, XP_022569866.2
OG0006686	Ag008G699560	XP_048603088.1, XP_013685206.2, XP_013677517.1, XP_013666989.2
OG0006687	Ag008G701220	XP_013667042.1, XP_013712703.1, XP_013684566.2, XP_048608214.1, XP_048628815.1
OG0006688	Ag008G702270	XP_013667054.1, XP_013698109.1, XP_013732972.1, XP_013682605.2
OG0006689	Ag002G108730, Ag008G703030	XP_013740321.1, XP_022566625.1
OG0006690	Ag008G703900	XP_048628717.1, NP_001302783.1
OG0006691	Ag007G644310	XP_013707033.2, XP_013644252.1, XP_022547388.2, XP_048625604.1
OG0006692	Ag007G610210	XP_048625840.1, XP_013674566.1, XP_048625198.1, XP_013666230.1, XP_013706050.1, XP_013712665.1
OG0006693	Ag007G610150	XP_022554484.1, XP_022566397.2, XP_013728218.1, XP_013674556.2
OG0006694	Ag007G609620	XP_013668031.2, XP_013667992.1, XP_013752219.1, XP_013728244.1
OG0006695	Ag007G609490	XP_013668020.1, XP_013720806.2, XP_013716135.2, XP_013752193.1
OG0006696	Ag007G605130	XP_013666123.2, XP_013731649.2, XP_048602758.1, XP_013712410.2
OG0006697	Ag007G604960	XP_013726515.2, XP_048598387.1, XP_013701925.1
OG0006698	Ag007G604320	XP_048603629.1, XP_013712370.1, XP_048602766.1, XP_013680285.1, XP_048607842.1
OG0006699	Ag007G604170	XP_013653520.1, XP_048598406.1
OG0006700	Ag007G603380	XP_013715557.2, XP_013722876.1, XP_048625230.1, XP_013726807.2, XP_013680300.1
OG0006701	Ag008G730790	XP_013659214.2, XP_013647087.1, XP_013642913.1, XP_048616570.1, XP_013701025.2
OG0006702	Ag007G602100, Ag003G221050, Ag003G231030	XP_022549482.2, XP_022569883.2
OG0006703	Ag007G601530	XP_013680340.1, XP_048625081.1, XP_048623104.1, XP_013715539.1
OG0006704	Ag007G601200	XP_048602690.1, XP_013692801.2, XP_013680354.1, XP_022566585.2
OG0006705	Ag007G600950	XP_013680479.1, XP_048625018.1, XP_013715472.1, XP_048623117.1
OG0006706	Ag007G600680	XP_048623133.1, XP_013715721.1, XP_048603228.1, XP_048602682.1, XP_013680374.1, XP_013680414.2
OG0006707	Ag007G600020, Ag004G354660	XP_013715745.2, XP_048623161.1, XP_013718994.1, XP_048603174.1
OG0006708	Ag006G577800	XP_048622101.1, XP_013655804.1, XP_013721644.1, XP_013671329.1
OG0006709	Ag008G705050	XP_013655815.2, XP_013733315.1, XP_013676834.1, XP_013721654.2
OG0006710	Ag006G577250	XP_048637988.1, XP_048601400.1, XP_013737296.2, XP_022572492.2
OG0006711	Ag006G577210	XP_022561926.1, XP_013737295.2, XP_013725815.2, XP_013711203.1
OG0006712	Ag006G576180	XP_013737266.2, XP_013707592.2, XP_013723453.2, XP_022574246.2
OG0006713	Ag006G576130	XP_013655970.2, XP_013726864.1, XP_048618889.1, XP_013718927.1, XP_013655995.2
OG0006714	Ag006G575450	XP_013737244.2, XP_048618893.1, XP_022574234.1, XP_013719829.1
OG0006716	Ag006G572870	XP_022561692.2, XP_048627625.1, XP_013741350.2, XP_048601462.1, XP_013727873.1
OG0006717	Ag006G571810	XP_013678617.1, XP_048629697.1, XP_013672684.1, XP_013730083.1
OG0006718	Ag006G569910	XP_013680796.2, XP_013718491.3, XP_048629932.1, XP_013740528.1, XP_013669110.1, XP_013670310.1
OG0006719	Ag006G569820	XP_013718500.1, XP_022549922.1, XP_022546535.1, XP_013746929.2, XP_013715964.1
OG0006720	Ag005G410450, Ag002G124450	XP_013640524.1, XP_013661806.2, XP_013687235.2, XP_022576168.1
OG0006721	Ag006G560780	XP_048631600.1, XP_013717493.2, XP_048632907.1, XP_013672014.1, XP_013660923.2
OG0006722	Ag006G560920	XP_048595941.1, XP_013668718.1, XP_013717434.1, XP_013741398.2, XP_048631605.1
OG0006723	Ag006G577760	XP_013742006.1, XP_013737313.1, XP_013721563.2, XP_013676836.1
OG0006724	Ag006G565210	XP_013669699.3, XP_022546601.1, XP_022572589.2, XP_013717210.1
OG0006725	Ag006G566830	XP_013647043.1, XP_048601566.1, XP_013695688.2, XP_022561681.2
OG0006726	Ag006G567560	XP_013654831.1, XP_013685753.1, XP_013642962.1, XP_013664729.1
OG0006727	Ag006G551720	XP_013702616.2, XP_013682678.3, XP_013672082.1, XP_013733979.1
OG0006728	Ag006G548190, Ag006G546480	XP_013697315.2, XP_013738530.1, XP_013694106.1, XP_048618845.1
OG0006729	Ag006G548290, Ag006G546400	XP_048618874.1, XP_013731006.1, XP_013738557.1, XP_013655491.1
OG0006730	Ag006G546930, Ag006G542030	XP_048596795.1, XP_048597189.1, XP_048600056.1
OG0006731	Ag006G545050, Ag006G542560	XP_048619019.1, XP_013739158.2
OG0006732	Ag006G544890, Ag006G542680	XP_048619039.1, XP_022571853.2, XP_013738749.2, XP_013671476.2
OG0006733	Ag006G542960, Ag006G544630	XP_013671492.2, XP_013710272.2, XP_013737711.2, XP_048619049.1
OG0006734	Ag006G543210, Ag006G544360	XP_013710277.2, XP_013671495.2, XP_022561948.1, XP_013737713.2
OG0006735	Ag006G543360, Ag006G544150	XP_013737714.2, XP_022561439.2, XP_013671496.2, XP_013710263.2
OG0006736	Ag006G541470, Ag006G541480	XP_013738031.1, XP_013644244.1, XP_013669928.2, XP_048597375.1
OG0006737	Ag006G541370	XP_048619051.1, XP_013738028.2, XP_013671506.2, XP_048597387.1
OG0006738	Ag006G539500, Ag006G536970	XP_013663765.1, XP_048637025.1, XP_013639904.1, XP_013717441.1, XP_013717442.1
OG0006739	Ag006G534930	XP_013715149.2, XP_013712169.1, XP_048596195.1, NP_001303102.1, XP_048615450.1
OG0006740	Ag004G329750	XP_022566521.1, XP_013657272.1, XP_013723275.2, XP_013646686.2
OG0006741	Ag006G532120	XP_013693701.2, XP_013703985.1, XP_048627982.1, XP_048604965.1, XP_022571218.2
OG0006742	Ag006G530870	XP_013640831.2, XP_013701953.1
OG0006743	Ag004G322730	XP_013641532.2, XP_013749582.1, XP_013675203.2, XP_013659346.1
OG0006744	Ag007G585170, Ag007G585140	XP_022575198.1, XP_048615081.1
OG0006745	Ag007G584830	XP_048593584.1, XP_013698719.1, XP_048599491.1, XP_013698411.3
OG0006746	Ag007G583950	XP_048606845.1, XP_013656968.1
OG0006747	Ag004G307270	XP_013704052.2, XP_048621711.1, XP_013655297.1, XP_013716260.2
OG0006748	Ag003G250180	XP_048619254.1, XP_013738000.2, XP_013644226.2, XP_013644239.2
OG0006749	Ag007G584100	XP_022559120.2, XP_048596090.1, XP_013653229.2, XP_022570682.1
OG0006750	Ag007G584370	XP_013718811.2, XP_048599498.1, XP_013667425.2, XP_022559156.1
OG0006751	Ag007G584020	XP_013685419.1, XP_013662503.1, XP_013727915.1
OG0006752	Ag008G710910	XP_013653137.1, XP_048593082.1, XP_013732475.2
OG0006753	Ag007G583040	XP_013651563.2, XP_013690796.1, XP_048593906.1, XP_013685405.1
OG0006754	Ag005G471280, Ag007G582450	XP_048626639.1, XP_048593895.1, XP_022555673.1, XP_048592596.1, XP_048619600.1
OG0006755	Ag007G582430	XP_013662630.1, XP_013697720.1, XP_022555674.1, XP_013656905.1, XP_048593896.1
OG0006756	Ag007G582390	XP_013695501.1, XP_013655100.2
OG0006757	Ag007G582200	XP_022548380.1, XP_013693508.1
OG0006758	Ag007G581620	XP_013662604.2, XP_022548377.1, XP_013656853.1, XP_013656838.1
OG0006759	Ag007G581030	XP_022555538.1, XP_013655073.1, XP_013708355.1, XP_048596582.1
OG0006760	Ag007G580760	XP_013656812.2, XP_013712940.1, XP_013662476.1, XP_048614693.1
OG0006761	Ag007G580610	XP_013739530.2, XP_013656805.2, XP_013732822.1, XP_048592566.1
OG0006762	Ag007G580240, Ag007G580210, Ag007G580200	XP_013703849.2, XP_013703725.1
OG0006763	Ag007G579800	XP_013659419.1, XP_013644576.1, XP_013689314.2, XP_048618740.1, XP_013718327.2
OG0006764	Ag003G286180	XP_013733033.1, XP_013654945.2, XP_022561475.1, XP_048622909.1
OG0006765	Ag003G288360	NP_001302785.1, NP_001303112.1, XP_022575255.2, XP_013704798.2
OG0006766	Ag003G289000	XP_013681456.2, XP_048607539.1, XP_013655026.2, XP_013705350.1, XP_048634241.1, XP_013665385.2
OG0006767	Ag003G289270	XP_048634204.1, XP_048601005.1, XP_013685616.2, XP_013656627.1
OG0006768	Ag003G290330, Ag003G290340	XP_022550138.2
OG0006769	Ag003G290700	XP_048593794.1, XP_022575350.1, XP_022550134.2, XP_013723018.2
OG0006770	Ag003G291640	XP_048600964.1, XP_013682869.2, XP_013728989.2, XP_013703201.1
OG0006771	Ag003G291570	XP_013706857.1, XP_013656588.1, XP_013723044.1, XP_048630499.1, XP_013707614.1, XP_013728998.1
OG0006772	Ag003G214090, Ag003G292280	XP_048631043.1, XP_022555726.1, XP_048593802.1, XP_013723016.2, XP_048633874.1
OG0006773	Ag006G523190	XP_022563698.2, XP_013664153.1
OG0006774	Ag006G522490	XP_048621022.1, XP_022548125.2, XP_013671394.2, XP_048633563.1
OG0006775	Ag004G389060, Ag004G394010, Ag006G520790	XP_013712646.2
OG0006776	Ag003G296220	XP_013644909.1, XP_013707485.2, XP_022555695.1, XP_013656671.2
OG0006777	Ag003G296650	XP_048626719.1, XP_048606271.1, XP_013652821.2, XP_013656744.2, XP_013705104.2, XP_013644896.1
OG0006778	Ag003G296870	XP_013656761.2, XP_048606265.1, XP_022553321.2, NP_001302568.1
OG0006779	Ag001G021300	XP_013716038.1, XP_013731126.2
OG0006780	Ag007G647080	XP_048592861.1, XP_048616553.1, XP_048633360.1, XP_013725646.1
OG0006781	Ag002G163610	XP_022556123.2, XP_048629645.1, XP_048610512.1, XP_013659520.2, XP_013747305.1
OG0006782	Ag002G151400, Ag009G736280	XP_013712255.1, XP_048631943.1
OG0006783	Ag006G531820	XP_013696653.1, XP_013706390.2, XP_013711231.2, XP_048617179.1
OG0006785	Ag003G276730, Ag003G277790	XP_013719916.2, XP_013719261.1
OG0006786	Ag007G584410, Ag003G233780, Ag004G379840, Ag002G157680	XP_013698621.1, XP_013744376.1
OG0006787	Ag002G157560	XP_013686058.2, XP_022552045.1, XP_013726647.1
OG0006788	Ag001G092520	XP_022568972.2, XP_013742058.1, XP_013648260.1, XP_022559665.2
OG0006791	Ag002G146200	XP_013742143.2, XP_013718626.1, XP_048632000.1, XP_013661261.2
OG0006792	Ag002G145210	XP_013743435.1, XP_013718628.2, XP_013697709.2, XP_013675698.1
OG0006793	Ag002G145100	XP_013713049.1, XP_013718554.2
OG0006794	Ag002G145030	XP_048624302.1, XP_048596785.1
OG0006795	Ag002G143300	XP_048596777.1, XP_013714912.1, XP_048612748.1, XP_048630801.1, XP_013675814.1
OG0006796	Ag002G144050, Ag002G144560	XP_013744451.1, XP_048630803.1, XP_048612721.1, XP_048596763.1, XP_013713995.2
OG0006797	Ag002G140220	XP_013740826.2, XP_022571889.2, XP_013670284.2, XP_013659501.1
OG0006799	Ag002G128720	XP_048595224.1, XP_013731428.1, XP_048632042.1
OG0006800	Ag002G127730	XP_013730313.1, XP_013713935.1, XP_022548401.2, XP_013723716.2, XP_048619712.1
OG0006801	Ag002G126820	XP_048637400.1, XP_013675678.1, XP_013730315.1, XP_013659414.2, XP_013714251.1
OG0006802	Ag003G252360	XP_013743142.1, XP_013728710.1, XP_013706783.1, XP_013738195.2
OG0006803	Ag002G110140, Ag002G106520	XP_013677923.2, XP_013677922.1, XP_022571437.1, XP_013705546.1
OG0006804	Ag002G108200, Ag002G111670	XP_013677162.1, XP_013706597.1, XP_048616104.1, XP_022563881.1, XP_048637368.1
OG0006805	Ag002G117840	XP_048628978.1, XP_013718656.1, XP_013732823.2, XP_013695246.2, XP_013703717.1
OG0006806	Ag002G119210	XP_013718727.1, XP_048616336.1
OG0006807	Ag002G120010	XP_013707405.1, XP_013695984.2, XP_013677231.2, XP_013695822.3
OG0006808	Ag002G120170	XP_048616376.1, XP_013675597.1, XP_048637353.1, XP_013707420.1, XP_048624423.1
OG0006809	Ag002G120350	XP_013695898.1, XP_048628843.1, XP_013706369.1, XP_013698213.1, XP_013677289.2
OG0006810	Ag002G115290, Ag002G121080	XP_013705197.1, XP_013695432.2, XP_013675045.2, XP_048615024.1
OG0006811	Ag002G174910	XP_013723881.1, XP_013734708.1, XP_013698513.1, XP_013744798.2
OG0006812	Ag002G123530	XP_013697027.1, XP_013705158.2, XP_013695423.2
OG0006813	Ag002G123660	XP_048604222.1, XP_013660262.1, XP_013697419.2, XP_013704045.1
OG0006814	Ag005G410160	XP_048625851.1, XP_013670135.2
OG0006815	Ag005G426500	XP_013691019.2, XP_013661786.1, XP_013701856.1
OG0006816	Ag005G427480	XP_013727280.1, XP_013689239.2, XP_048632562.1, XP_013744778.1
OG0006817	Ag005G428580	XP_048607052.1, XP_048632559.1
OG0006818	Ag001G039130	XP_013711591.2, XP_013719847.1, XP_013742938.2, XP_013664126.2
OG0006821	Ag001G035460	XP_013668469.1, XP_013664765.1
OG0006822	Ag001G035140	XP_013654701.1, XP_013714177.1, XP_048601860.1, XP_048631107.1
OG0006823	Ag001G033810	XP_013744178.2, XP_048601838.1, XP_048594592.1, XP_013703479.2
OG0006825	Ag007G629650, Ag005G468960, Ag004G309360	XP_013715299.2, XP_048601951.1, XP_048628344.1
OG0006826	Ag007G654340	XP_022560341.2, XP_048592903.1, XP_048633444.1, XP_048612135.1
OG0006827	Ag007G654890	XP_048633447.1, XP_022570636.1, XP_048617152.1
OG0006828	Ag007G657600	XP_013743491.1, XP_048633505.1, XP_013672030.2, XP_022567634.2, XP_048616978.1
OG0006829	Ag007G657750	XP_013661832.1, XP_048592939.1, XP_048627215.1, XP_048633506.1, XP_013743493.1, XP_013672031.2
OG0006830	Ag002G206710	XP_048631573.1, XP_048596221.1, XP_022549938.2, XP_013688575.1, XP_048637007.1, XP_048637005.1, XP_013724540.2
OG0006831	Ag002G206640	XP_022574691.2, XP_022557844.2, XP_048612500.1, XP_048596213.1, XP_013688576.2
OG0006832	Ag001G038650	XP_048600730.1, XP_013697992.1, XP_048602920.1
OG0006833	Ag002G205820	XP_013734897.2, XP_048631831.1, XP_013700650.1, XP_048635405.1
OG0006834	Ag004G317510, Ag002G160720	XP_048630448.1, XP_013747389.1, XP_013687307.1, XP_013729066.1, XP_022557121.2, YP_717170.1
OG0006835	Ag002G204290	XP_013688177.1, XP_013712039.2, XP_013747588.2
OG0006836	Ag002G203920	XP_013640321.1, XP_013716910.1, XP_013712527.1, XP_013747603.1
OG0006837	Ag002G203400	XP_013710134.1, XP_013712213.1
OG0006838	Ag002G203280	XP_048610365.1, XP_013752113.2, XP_013740656.2, XP_022553837.1
OG0006839	Ag002G202870, Ag002G186780	XP_022557945.1, XP_022574825.1, XP_013690289.2, XP_013688239.2
OG0006840	Ag002G202800	XP_013748100.2, XP_013748210.1, XP_013749685.1, XP_013688256.1
OG0006841	Ag002G202630	XP_013749671.1, XP_013688263.2, XP_013752176.2, XP_048636415.1
OG0006842	Ag002G202160	NP_001303036.1, XP_013748131.1, XP_013734818.2, XP_013725809.2
OG0006843	Ag002G202130	XP_013725855.1, XP_013734815.1, XP_013749656.1, XP_048611264.1
OG0006844	Ag002G201680	XP_013752181.1, XP_013691128.1
OG0006845	Ag002G200510	XP_013747978.1, XP_013692145.2, XP_013666717.2, XP_013725394.2
OG0006846	Ag002G196880	XP_048614496.1, XP_048604896.1, XP_048611214.1
OG0006847	Ag002G196520	XP_013680848.1, XP_022575071.1
OG0006848	Ag002G195580	XP_013688687.2, XP_013673079.2, XP_013745008.2, XP_013687863.1
OG0006849	Ag002G195550	XP_013745003.2, XP_013687864.1
OG0006850	Ag005G465080, Ag002G193970	XP_022557286.1, XP_048634691.1, XP_048636336.1, XP_048609290.1
OG0006851	Ag002G193410	XP_013687887.1, XP_013744984.2, XP_013727781.1, XP_013747782.2
OG0006852	Ag002G192230	XP_048610410.1, XP_022574732.2, XP_013691104.1, XP_013747403.2
OG0006853	Ag002G190800	XP_013687812.1, XP_013744948.2, XP_013734474.1, XP_013647881.1
OG0006854	Ag006G492750	XP_013729826.1, XP_013729842.1, XP_013740095.2, XP_013672818.1
OG0006855	Ag006G492990	XP_013735571.2, XP_048631062.1, XP_048607710.1, XP_013725278.1
OG0006856	Ag006G493050	XP_013681300.2, XP_013666171.2, XP_013672787.2, XP_013725196.2, XP_013720160.1
OG0006857	Ag006G493040	XP_048598645.1, XP_013685271.1, XP_013725185.2, XP_013672777.2
OG0006858	Ag006G494570	XP_048629268.1, XP_013720239.1
OG0006859	Ag006G494770	XP_048607723.1, XP_013725015.3, XP_048598634.1, XP_013703862.2
OG0006860	Ag006G494990	XP_022566094.2, XP_013724986.3, XP_013732418.1, XP_013668326.2
OG0006861	Ag006G495290	XP_013720202.1, XP_013699844.2, XP_013699808.2
OG0006862	Ag006G496780	XP_013724709.2, XP_022554180.1, XP_022549520.2, XP_013730142.1
OG0006863	Ag006G496830, Ag001G060110	XP_013673156.2, XP_013668376.2, XP_013730153.1
OG0006864	Ag007G582750	XP_013655104.2, XP_022546489.1, XP_013718330.1, XP_013733478.1
OG0006865	Ag008G719250	XP_013721846.1, XP_048602433.1, XP_013727552.1, XP_013667351.2
OG0006866	Ag008G718950, Ag008G718960	XP_013674667.1, XP_013721916.1, XP_013741051.1, XP_048599073.1, XP_013741050.1, XP_048599075.1
OG0006867	Ag008G718720	XP_013721838.1, XP_013676007.1, XP_048608062.1
OG0006868	Ag008G718260	XP_013681972.2, XP_013740243.2, XP_048605646.1, XP_013674658.2
OG0006869	Ag008G718060	XP_013679035.2, XP_022567963.2, XP_048623376.1, XP_048599061.1
