Orthogroup	Alyssum_gmelinii	Cardamine_amara
OG0005967	Ag002G185660	evm.model.RL_6.2139
OG0005968	Ag001G081030, Ag005G410260	evm.model.RL_7.745.1.687c84b6
OG0005969	Ag001G083180	evm.model.RL_7.670
OG0005970	Ag001G083560	evm.model.RL_7.662
OG0005971	Ag001G084950	evm.model.RL_7.616
OG0005972	Ag001G084980	evm.model.RL_7.614, evm.model.RL_7.615
OG0005973	Ag001G089670	evm.model.RL_7.449
OG0005974	Ag001G094330	evm.model.RL_7.238
OG0005975	Ag001G095270, Ag001G095410	evm.model.RL_7.200
OG0005976	Ag001G095070	evm.model.RL_7.213
OG0005977	Ag007G622110, Ag001G098890	evm.model.RL_7.21
OG0005978	Ag001G099030	evm.model.RL_7.10.3.687c84b2
OG0005979	Ag001G011610	evm.model.RL_5.1945, evm.model.RL_5.1946, evm.model.RL_5.1944
OG0005981	Ag001G067220	evm.model.RL_7.1242
OG0005982	Ag001G092080	evm.model.RL_7.355
OG0005983	Ag002G113510	evm.model.RL_4.190
OG0005984	Ag002G126540, Ag002G126510, Ag002G126710	evm.model.RL_4.407
OG0005987	Ag003G253000	evm.model.RL_2.2306
OG0005988	Ag003G276480	evm.model.RL_2.2850
OG0005990	Ag004G329590, Ag004G329560	evm.model.RL_5.1646
OG0005991	Ag004G330070	evm.model.RL_2.1817
OG0005992	Ag004G353590	evm.model.RL_3.1213
OG0005993	Ag004G379850, Ag004G396080, Ag004G391540	evm.model.RL_3.1831.1.687c84bd
OG0005995	Ag005G460290, Ag005G460280	evm.model.RL_1.3264
OG0005996	Ag005G464780	evm.model.RL_1.1414
OG0005997	Ag005G472510	evm.model.RL_1.1067
OG0005998	Ag006G506540, Ag006G506680, Ag006G506610, Ag006G506420	evm.model.RL_4.2834
OG0005999	Ag007G595680	evm.model.RL_6.954, evm.model.RL_6.953
OG0006000	Ag007G616960	evm.model.RL_4.2131
OG0006001	Ag007G654170	evm.model.RL_2.60
OG0006002	Ag008G732020	evm.model.RL_8.2577
OG0006016	Ag003G255880	evm.model.RL_2.2408
OG0006017	Ag005G407890	evm.model.RL_1.3106
OG0006018	Ag003G266700, Ag003G265860	evm.model.RL_2.2555
OG0006019	Ag006G524220	evm.model.RL_6.268
OG0006020	Ag003G263280, Ag003G263700	evm.model.RL_2.2583
OG0006021	Ag004G308270	evm.model.RL_5.683
OG0006022	Ag003G267990	evm.model.RL_2.2618
OG0006023	Ag003G268270	evm.model.RL_2.2630
OG0006025	Ag007G580880	evm.model.RL_5.2912
OG0006026	Ag003G275840	evm.model.RL_2.2868
OG0006027	Ag003G275460	evm.model.RL_2.2877
OG0006028	Ag003G275430	evm.model.RL_2.2878.2.687c86e7
OG0006029	Ag005G419800	evm.model.RL_1.2721
OG0006031	Ag003G282780	evm.model.RL_2.3002
OG0006032	Ag003G282830	evm.model.RL_2.3006
OG0006033	Ag008G712550	evm.model.RL_8.2129
OG0006034	Ag007G579280	evm.model.RL_5.2806
OG0006035	Ag007G578320	evm.model.RL_5.2736.1.687c88bd
OG0006036	Ag007G578020	evm.model.RL_5.2704.3.687c88bc
OG0006037	Ag001G101150	evm.model.RL_5.2686, evm.model.RL_1.1813
OG0006038	Ag001G101340	evm.model.RL_2.1256
OG0006039	Ag001G101990	evm.model.RL_2.1198
OG0006040	Ag004G365040, Ag004G365580	evm.model.RL_5.1939.1.687c88b8, evm.model.RL_3.678, evm.model.RL_1.2828, evm.model.RL_1.2829
OG0006041	Ag004G367850	evm.model.RL_3.581
OG0006042	Ag004G371200	evm.model.RL_8.868
OG0006043	Ag004G371680	evm.model.RL_3.466
OG0006044	Ag004G312610	evm.model.RL_5.942
OG0006045	Ag008G658440, Ag012G741190	evm.model.RL_7.2662
OG0006046	Ag001G074370, Ag004G348260	evm.model.RL_2.780, evm.model.RL_1.2403, evm.model.RL_1.2548
OG0006047	Ag008G658170, Ag012G740870	evm.model.RL_7.2688
OG0006049	Ag002G171780	evm.model.RL_7.2612
OG0006050	Ag004G342820	evm.model.RL_3.1548
OG0006051	Ag008G660890	evm.model.RL_7.2577
OG0006052	Ag006G565660	evm.model.RL_7.2525
OG0006053	Ag001G001500	evm.model.RL_7.2491
OG0006054	Ag004G317150	evm.model.RL_5.1156
OG0006055	Ag008G665180	evm.model.RL_7.2427
OG0006056	Ag008G666940	evm.model.RL_7.2368
OG0006057	Ag008G668480	evm.model.RL_7.2319
OG0006059	Ag008G669160	evm.model.RL_7.2279
OG0006060	Ag008G669420	evm.model.RL_7.2274
OG0006061	Ag004G379780, Ag008G674030	evm.model.RL_7.2220
OG0006063	Ag005G414540	evm.model.RL_7.2205
OG0006064	Ag008G672140	evm.model.RL_7.2177.2.687c84bc
OG0006068	Ag004G358200	evm.model.RL_3.1044, evm.model.RL_3.1043, evm.model.RL_3.1045
OG0006069	Ag004G360390	evm.model.RL_3.971
OG0006070	Ag004G370230	evm.model.RL_3.945
OG0006071	Ag004G401230	evm.model.RL_3.30
OG0006073	Ag004G388820, Ag004G393750	evm.model.RL_3.130.4.687c84b9
OG0006074	Ag004G386480	evm.model.RL_3.154
OG0006075	Ag004G382000	evm.model.RL_3.190
OG0006076	Ag002G190210	evm.model.RL_6.2257
OG0006077	Ag002G189530	evm.model.RL_6.2236
OG0006078	Ag005G477650, Ag005G476820	evm.model.RL_1.843
OG0006079	Ag005G475700	evm.model.RL_1.945
OG0006080	Ag005G474220	evm.model.RL_1.1004
OG0006081	Ag006G504240	evm.model.RL_4.2906
OG0006084	Ag008G699580	evm.model.RL_8.1146
OG0006085	Ag002G192480, Ag008G676540	evm.model.RL_8.1218
OG0006087	Ag007G585560	evm.model.RL_2.2075
OG0006088	Ag008G684750	evm.model.RL_8.1391
OG0006089	Ag003G252850	evm.model.RL_2.2303
OG0006090	Ag008G686980	evm.model.RL_8.1452
OG0006092	Ag008G687370	evm.model.RL_8.1463
OG0006093	Ag008G688670, Ag008G689800	evm.model.RL_8.1520
OG0006094	Ag001G057850	evm.model.RL_8.1540
OG0006095	Ag008G693380	evm.model.RL_8.1551
OG0006096	Ag008G693600	evm.model.RL_8.1560
OG0006097	Ag008G694580	evm.model.RL_8.1599
OG0006098	Ag008G696320	evm.model.RL_8.1655
OG0006099	Ag008G700070	evm.model.RL_8.1751.2.687c855d, evm.model.RL_6.2
OG0006100	Ag008G703220	evm.model.RL_8.1828
OG0006101	Ag008G703880	evm.model.RL_8.1837
OG0006102	Ag004G323000	evm.model.RL_5.1397
OG0006103	Ag008G705100	evm.model.RL_8.1873
OG0006104	Ag002G169450, Ag004G318910	evm.model.RL_5.1225
OG0006105	Ag008G705180	evm.model.RL_8.1876
OG0006106	Ag007G609560, Ag006G545220	evm.model.RL_4.2341
OG0006107	Ag007G609450	evm.model.RL_4.2348
OG0006108	Ag007G607490	evm.model.RL_4.2440
OG0006109	Ag007G604520	evm.model.RL_4.2547
OG0006110	Ag007G604220	evm.model.RL_4.2565
OG0006111	Ag007G602520	evm.model.RL_4.2630
OG0006112	Ag007G601770, Ag003G245840	evm.model.RL_4.2674
OG0006113	Ag007G601180	evm.model.RL_4.2710, evm.model.RL_4.2709
OG0006114	Ag007G600760	evm.model.RL_4.2737
OG0006115	Ag007G600720	evm.model.RL_4.2740
OG0006116	Ag007G600050	evm.model.RL_4.2780
OG0006117	Ag008G726810	evm.model.RL_8.2271
OG0006118	Ag006G577730	evm.model.RL_2.1285
OG0006119	Ag006G577350	evm.model.RL_2.1308
OG0006120	Ag003G218880, Ag006G576720	evm.model.RL_6.2542, evm.model.RL_2.1341
OG0006121	Ag006G576480	evm.model.RL_2.1349
OG0006122	Ag006G575030	evm.model.RL_2.1395
OG0006124	Ag006G574380	evm.model.RL_2.1413
OG0006125	Ag005G475680	evm.model.RL_2.1511
OG0006126	Ag007G597780	evm.model.RL_6.754
OG0006127	Ag006G560890	evm.model.RL_2.1574
OG0006128	Ag006G564020	evm.model.RL_2.1622
OG0006129	Ag006G564510	evm.model.RL_2.1641
OG0006130	Ag006G565960	evm.model.RL_2.1666
OG0006131	Ag006G555720	evm.model.RL_2.1703
OG0006132	Ag006G551360, Ag002G174980	evm.model.RL_2.1779
OG0006133	Ag006G551000	evm.model.RL_2.1790
OG0006134	Ag006G548160, Ag006G546530	evm.model.RL_2.1858
OG0006135	Ag006G546960, Ag006G542040	evm.model.RL_2.1879
OG0006136	Ag006G542630, Ag006G544980	evm.model.RL_2.1894
OG0006137	Ag006G543530, Ag006G544060	evm.model.RL_2.1918
OG0006138	Ag002G147180	evm.model.RL_8.703
OG0006139	Ag006G539380, Ag006G536850	evm.model.RL_5.2570
OG0006140	Ag006G533200	evm.model.RL_5.2315
OG0006141	Ag006G531850	evm.model.RL_5.2361
OG0006142	Ag007G585400	evm.model.RL_2.1930
OG0006143	Ag002G198530	evm.model.RL_6.2520
OG0006144	Ag007G583990	evm.model.RL_5.3110
OG0006145	Ag007G583770	evm.model.RL_5.3092
OG0006146	Ag007G584360	evm.model.RL_5.2283
OG0006147	Ag007G583200	evm.model.RL_5.3058
OG0006148	Ag007G586880, Ag004G377400	evm.model.RL_5.3056.8.687c88bf
OG0006150	Ag007G582250	evm.model.RL_5.2996
OG0006151	Ag007G582210	evm.model.RL_5.2993
OG0006152	Ag007G582140	evm.model.RL_5.2989
OG0006153	Ag007G581050	evm.model.RL_5.2935
OG0006154	Ag007G580930	evm.model.RL_5.2944
OG0006155	Ag007G580690	evm.model.RL_6.1556
OG0006156	Ag007G580620	evm.model.RL_5.2892
OG0006157	Ag003G286560	evm.model.RL_2.3099
OG0006158	Ag003G289260	evm.model.RL_2.3187
OG0006159	Ag003G290190, Ag004G367570	evm.model.RL_2.3223
OG0006160	Ag003G291090	evm.model.RL_3.1857
OG0006161	Ag003G293240	evm.model.RL_2.3338
OG0006162	Ag001G025430, Ag001G025420, Ag003G295100	evm.model.RL_2.3402
OG0006163	Ag003G296640	evm.model.RL_2.3462
OG0006164	Ag007G645670	evm.model.RL_2.477
OG0006165	Ag007G647190	evm.model.RL_2.370
OG0006166	Ag003G259280, Ag007G647360	evm.model.RL_2.356, evm.model.RL_2.359, evm.model.RL_2.349, evm.model.RL_2.465, evm.model.RL_2.350
OG0006167	Ag005G484060	evm.model.RL_1.454
OG0006168	Ag007G579310	evm.model.RL_5.2808
OG0006169	Ag007G578940	evm.model.RL_5.2788
OG0006170	Ag002G165950	evm.model.RL_6.1706
OG0006171	Ag009G736790, Ag002G151770	evm.model.RL_8.820
OG0006172	Ag002G149800, Ag009G735220	evm.model.RL_8.917.1.687c8559
OG0006174	Ag002G159330	evm.model.RL_6.1474
OG0006175	Ag005G460020	evm.model.RL_4.690, evm.model.RL_4.688, evm.model.RL_4.689
OG0006176	Ag002G149160	evm.model.RL_8.792
OG0006177	Ag002G147970	evm.model.RL_8.749
OG0006178	Ag002G144800	evm.model.RL_8.559
OG0006179	Ag002G145420	evm.model.RL_8.621.1.687c8557
OG0006181	Ag002G143320	evm.model.RL_8.596
OG0006182	Ag002G144740	evm.model.RL_8.560
OG0006183	Ag002G141130	evm.model.RL_8.513
OG0006184	Ag002G140240	evm.model.RL_8.479
OG0006185	Ag002G139680	evm.model.RL_8.466
OG0006186	Ag002G131860	evm.model.RL_8.423.1.687c8556
OG0006187	Ag001G026440, Ag004G338640	evm.model.RL_4.332
OG0006188	Ag002G103790	evm.model.RL_4.301
OG0006189	Ag002G108950, Ag002G112930	evm.model.RL_4.199
OG0006190	Ag002G112970, Ag002G108990	evm.model.RL_4.200, evm.model.RL_4.198
OG0006191	Ag002G116580, Ag002G116560	evm.model.RL_4.174, evm.model.RL_4.177
OG0006192	Ag002G123760	evm.model.RL_4.5
OG0006193	Ag005G424170	evm.model.RL_1.2573.1.687c87f0
OG0006194	Ag008G705490, Ag004G305320	evm.model.RL_5.481
OG0006195	Ag006G500510	evm.model.RL_2.794
OG0006196	Ag001G039000	evm.model.RL_2.836
OG0006197	Ag001G038210	evm.model.RL_2.876
OG0006199	Ag001G036740	evm.model.RL_2.961
OG0006200	Ag001G034380	evm.model.RL_2.1041
OG0006201	Ag001G032990	evm.model.RL_2.1093
OG0006202	Ag002G190330	evm.model.RL_2.128
OG0006203	Ag007G656370	evm.model.RL_2.147
OG0006204	Ag002G204430	evm.model.RL_6.2842
OG0006205	Ag002G204280	evm.model.RL_6.2822
OG0006206	Ag002G204250	evm.model.RL_6.2819
OG0006207	Ag002G203760	evm.model.RL_6.2805
OG0006208	Ag002G203670	evm.model.RL_6.2798
OG0006209	Ag001G095280	evm.model.RL_7.201
OG0006210	Ag002G203070	evm.model.RL_6.2762
OG0006211	Ag002G201650	evm.model.RL_6.2676
OG0006212	Ag002G201500	evm.model.RL_6.2665
OG0006213	Ag002G201020, Ag002G200990	evm.model.RL_6.2640, evm.model.RL_6.2670
OG0006214	Ag002G200900, Ag002G126270	evm.model.RL_6.2630
OG0006216	Ag001G091320, Ag002G198140	evm.model.RL_6.2501
OG0006217	Ag002G197910	evm.model.RL_6.2496
OG0006218	Ag001G090440	evm.model.RL_5.2663, evm.model.RL_6.2460
OG0006219	Ag002G194750	evm.model.RL_6.2384
OG0006220	Ag001G085110, Ag003G270780	evm.model.RL_7.605
OG0006221	Ag001G084320	evm.model.RL_7.638
OG0006222	Ag002G191040	evm.model.RL_6.2281
OG0006223	Ag006G491650	evm.model.RL_4.3378
OG0006224	Ag006G493260	evm.model.RL_4.3304
OG0006225	Ag006G494020	evm.model.RL_4.3259
OG0006226	Ag007G612500, Ag007G619450	evm.model.RL_4.2249
OG0006227	Ag006G495870	evm.model.RL_4.3175
OG0006228	Ag006G497040	evm.model.RL_4.3125
OG0006229	Ag008G719110	evm.model.RL_4.1670
OG0006230	Ag008G717760	evm.model.RL_4.1598
OG0006231	Ag008G717630	evm.model.RL_4.1588
OG0006232	Ag008G716240	evm.model.RL_4.1527
OG0006233	Ag008G716080	evm.model.RL_4.1516
OG0006234	Ag008G716010	evm.model.RL_4.1512, evm.model.RL_6.803, evm.model.RL_6.1257
OG0006235	Ag008G712380	evm.model.RL_8.2125
OG0006236	Ag008G711190	evm.model.RL_8.2094.2.687c855f
OG0006237	Ag006G503070	evm.model.RL_7.1722
OG0006238	Ag006G495820, Ag006G495780, Ag008G707730	evm.model.RL_8.1999.1.687c855e
OG0006239	Ag008G706920	evm.model.RL_8.1968
OG0006240	Ag008G729050	evm.model.RL_8.2390
OG0006241	Ag008G729600, Ag008G729580	evm.model.RL_8.2419
OG0006242	Ag008G729640	evm.model.RL_8.2422.2.687c8561
OG0006243	Ag008G730550	evm.model.RL_8.2476
OG0006244	Ag005G418480	evm.model.RL_1.2805
OG0006246	Ag008G731670	evm.model.RL_8.2554
OG0006247	Ag008G732800	evm.model.RL_8.2619
OG0006248	Ag008G733040	evm.model.RL_8.2633
OG0006249	Ag008G733140	evm.model.RL_8.2640
OG0006250	Ag008G733340	evm.model.RL_8.2651, evm.model.RL_8.2654
OG0006251	Ag001G100020	evm.model.RL_8.2799
OG0006252	Ag001G099560	evm.model.RL_8.2819
OG0006253	Ag006G519550	evm.model.RL_8.33
OG0006254	Ag006G516450	evm.model.RL_8.104
OG0006255	Ag006G514240	evm.model.RL_8.219
OG0006256	Ag006G512790	evm.model.RL_8.175
OG0006257	Ag006G511110	evm.model.RL_8.258
OG0006258	Ag006G510030	evm.model.RL_8.280
OG0006259	Ag006G510010	evm.model.RL_8.282
OG0006260	Ag006G509990	evm.model.RL_8.284
OG0006261	Ag007G587070	evm.model.RL_4.477
OG0006262	Ag007G588110	evm.model.RL_6.1430
OG0006263	Ag007G588520	evm.model.RL_6.1400
OG0006264	Ag007G588660	evm.model.RL_6.1384
OG0006265	Ag007G589470	evm.model.RL_6.1330
OG0006266	Ag007G590460	evm.model.RL_6.1278
OG0006267	Ag007G590620	evm.model.RL_6.1273
OG0006268	Ag007G591520	evm.model.RL_6.1211
OG0006270	Ag007G592500	evm.model.RL_6.1132
OG0006271	Ag007G593710	evm.model.RL_6.1069
OG0006272	Ag007G593750	evm.model.RL_6.1067
OG0006274	Ag007G593860	evm.model.RL_6.1055
OG0006275	Ag007G595720	evm.model.RL_6.946
OG0006276	Ag007G596600	evm.model.RL_5.681, evm.model.RL_6.877
OG0006277	Ag003G251350	evm.model.RL_2.2253
OG0006278	Ag001G100280	evm.model.RL_1.76
OG0006279	Ag006G490700	evm.model.RL_1.4
OG0006280	Ag005G478750	evm.model.RL_1.769
OG0006281	Ag006G491150	evm.model.RL_4.3423
OG0006282	Ag007G581960	evm.model.RL_2.2169
OG0006283	Ag005G490340	evm.model.RL_1.104
OG0006284	Ag005G405800, Ag005G490160, Ag005G490140	evm.model.RL_1.116
OG0006285	Ag007G619760, Ag007G619800	evm.model.RL_4.2062
OG0006286	Ag005G487750	evm.model.RL_1.258
OG0006287	Ag005G487310	evm.model.RL_1.272_evm.model.RL_1.273.2.687c9a62
OG0006288	Ag005G486890, Ag004G374100	evm.model.RL_1.294
OG0006289	Ag005G486460	evm.model.RL_1.305
OG0006290	Ag005G485760	evm.model.RL_1.347
OG0006291	Ag005G483930	evm.model.RL_1.460
OG0006293	Ag005G480500	evm.model.RL_1.648
OG0006294	Ag005G480250	evm.model.RL_1.669
OG0006295	Ag002G187100	evm.model.RL_6.2169
OG0006296	Ag002G187090	evm.model.RL_6.2168
OG0006297	Ag002G183150	evm.model.RL_6.2085
OG0006298	Ag002G181910	evm.model.RL_6.2068
OG0006299	Ag002G180070	evm.model.RL_6.2026
OG0006300	Ag002G178020	evm.model.RL_6.1985
OG0006301	Ag002G164960	evm.model.RL_6.1679
OG0006302	Ag002G166700	evm.model.RL_6.1725
OG0006303	Ag002G167420	evm.model.RL_6.1746
OG0006304	Ag001G072980	evm.model.RL_7.1021
OG0006305	Ag002G172590	evm.model.RL_6.1830
OG0006306	Ag002G173960	evm.model.RL_6.1877
OG0006307	Ag002G176400	evm.model.RL_6.1946
OG0006308	Ag004G323920	evm.model.RL_5.1436
OG0006309	Ag004G324640	evm.model.RL_5.1463
OG0006310	Ag004G325250	evm.model.RL_5.1501
OG0006311	Ag004G325260	evm.model.RL_5.1502
OG0006312	Ag004G325530	evm.model.RL_5.1523.1.687c88b5
OG0006314	Ag004G326320	evm.model.RL_5.1554
OG0006316	Ag004G329680	evm.model.RL_5.1653
OG0006317	Ag004G329370	evm.model.RL_5.1640
OG0006318	Ag004G331800	evm.model.RL_5.1749
OG0006319	Ag004G333930, Ag001G076030	evm.model.RL_5.1856
OG0006320	Ag004G334180	evm.model.RL_5.3693.1.687c88c4
OG0006321	Ag003G221190	evm.model.RL_3.2043
OG0006322	Ag004G334860	evm.model.RL_5.3667
OG0006324	Ag004G337420	evm.model.RL_5.3597
OG0006325	Ag004G340680, Ag004G340690, Ag004G340630	evm.model.RL_5.3485
OG0006328	Ag004G355620	evm.model.RL_3.1136
OG0006330	Ag001G071330, Ag006G528620	evm.model.RL_5.3133
OG0006331	Ag004G349850	evm.model.RL_5.3134
OG0006332	Ag006G528540	evm.model.RL_5.3140
OG0006334	Ag007G607400	evm.model.RL_2.1938
OG0006335	Ag006G531480	evm.model.RL_2.1977
OG0006336	Ag007G598550	evm.model.RL_2.2001
OG0006337	Ag007G586200	evm.model.RL_2.2040
OG0006339	Ag006G522780	evm.model.RL_6.140, evm.model.RL_8.1062.1.687c8559
OG0006340	Ag006G520950	evm.model.RL_6.41
OG0006342	Ag004G321700	evm.model.RL_5.1335
OG0006343	Ag004G321590	evm.model.RL_5.1333
OG0006344	Ag004G320700	evm.model.RL_5.1285
OG0006346	Ag004G316160	evm.model.RL_5.1120
OG0006347	Ag004G315940, Ag001G073650	evm.model.RL_8.744, evm.model.RL_8.743
OG0006349	Ag004G313470	evm.model.RL_5.990
OG0006350	Ag004G307990	evm.model.RL_1.2919, evm.model.RL_5.657
OG0006351	Ag004G310790	evm.model.RL_5.848
OG0006352	Ag004G311260	evm.model.RL_5.875
OG0006353	Ag004G309100	evm.model.RL_5.751
OG0006354	Ag004G308440, Ag001G066870	evm.model.RL_5.695
OG0006355	Ag004G307590, Ag004G306640	evm.model.RL_3.354, evm.model.RL_5.635
OG0006356	Ag004G306580	evm.model.RL_5.572
OG0006358	Ag004G305990	evm.model.RL_5.537
OG0006359	Ag001G067450	evm.model.RL_7.1258
OG0006360	Ag004G305380	evm.model.RL_5.485
OG0006361	Ag004G305250, Ag004G305240	evm.model.RL_5.472
OG0006362	Ag004G303440	evm.model.RL_5.367
OG0006363	Ag004G302010	evm.model.RL_5.260
OG0006364	Ag004G300670	evm.model.RL_5.194.1.687c88aa
OG0006365	Ag004G300700	evm.model.RL_5.197
OG0006367	Ag004G299180	evm.model.RL_5.80
OG0006368	Ag007G613430	evm.model.RL_4.2208, evm.model.RL_1.28
OG0006369	Ag007G617170, Ag020G743140	evm.model.RL_4.2123
OG0006370	Ag007G618000	evm.model.RL_4.2101
OG0006371	Ag007G617580	evm.model.RL_4.2113
OG0006372	Ag007G621810	evm.model.RL_4.2009
OG0006373	Ag007G623870	evm.model.RL_4.1958
OG0006374	Ag007G625830, Ag007G626100	evm.model.RL_4.1887
OG0006375	Ag004G355380	evm.model.RL_3.1145
OG0006376	Ag007G626560	evm.model.RL_4.1874
OG0006377	Ag007G627870	evm.model.RL_4.1861
OG0006378	Ag007G630260	evm.model.RL_4.1795
OG0006379	Ag007G642750	evm.model.RL_4.791
OG0006380	Ag001G064490	evm.model.RL_7.1167
OG0006381	Ag006G505130	evm.model.RL_4.2876
OG0006383	Ag006G502880	evm.model.RL_1.607, evm.model.RL_1.606, evm.model.RL_4.2933.5.687c86dc
OG0006384	Ag006G501920	evm.model.RL_4.2944
OG0006385	Ag006G519770, Ag003G276340	evm.model.RL_8.38
OG0006386	Ag008G720490	evm.model.RL_4.1187
OG0006387	Ag008G720990	evm.model.RL_4.1200
OG0006388	Ag001G076060	evm.model.RL_7.904
OG0006389	Ag008G722360	evm.model.RL_4.1276
OG0006391	Ag008G723290	evm.model.RL_4.1336
OG0006392	Ag008G723400	evm.model.RL_4.1344
OG0006393	Ag008G723470	evm.model.RL_4.1349
OG0006394	Ag008G725080	evm.model.RL_8.2175
OG0006395	Ag008G726180	evm.model.RL_8.2239
OG0006396	Ag008G726790	evm.model.RL_8.2269
OG0006397	Ag008G727010	evm.model.RL_8.2285
OG0006398	Ag008G727130	evm.model.RL_8.2296
OG0006399	Ag008G727220	evm.model.RL_8.2306
OG0006400	Ag008G727930	evm.model.RL_8.2330
OG0006401	Ag008G728360	evm.model.RL_8.2349
OG0006402	Ag008G728370	evm.model.RL_8.2350
OG0006403	Ag008G706430	evm.model.RL_8.1952
OG0006404	Ag008G705800	evm.model.RL_8.1914
OG0006405	Ag001G059500, Ag001G059300	evm.model.RL_7.1273.2.687c84b8
OG0006406	Ag001G059600, Ag001G059420	evm.model.RL_7.1279
OG0006407	Ag001G059710, Ag001G059460	evm.model.RL_7.1284
OG0006408	Ag001G058610	evm.model.RL_7.1415
OG0006409	Ag008G690760	evm.model.RL_7.1513
OG0006410	Ag001G055530	evm.model.RL_7.1586
OG0006411	Ag001G050320, Ag010G740640	evm.model.RL_7.1811
OG0006412	Ag004G353050	evm.model.RL_3.1225
OG0006413	Ag004G303140	evm.model.RL_8.1091, evm.model.RL_7.1845
OG0006414	Ag004G355040	evm.model.RL_3.1155
OG0006415	Ag003G246920	evm.model.RL_5.3180, evm.model.RL_5.3274
OG0006416	Ag004G354900	evm.model.RL_3.1158
OG0006417	Ag004G350670	evm.model.RL_3.1274
OG0006418	Ag004G350050	evm.model.RL_3.1298
OG0006419	Ag004G348460	evm.model.RL_3.1347
OG0006420	Ag004G347900	evm.model.RL_3.1372.1.687c84bc
OG0006421	Ag004G347150, Ag004G346990	evm.model.RL_3.1389
OG0006422	Ag004G321570, Ag004G321580	evm.model.RL_2.382, evm.model.RL_5.1332
OG0006423	Ag004G342710	evm.model.RL_3.1553
OG0006424	Ag008G703090, Ag004G382800, Ag004G341800	evm.model.RL_3.1587
OG0006425	Ag003G240810	evm.model.RL_3.1595
OG0006426	Ag007G605390	evm.model.RL_4.2522
OG0006427	Ag003G240320	evm.model.RL_3.1613
OG0006428	Ag003G214880	evm.model.RL_3.2213
OG0006429	Ag003G215980	evm.model.RL_3.2176
OG0006430	Ag004G338300	evm.model.RL_3.2172
OG0006431	Ag004G329910	evm.model.RL_3.2121
OG0006432	Ag003G225600	evm.model.RL_3.1973
OG0006433	Ag003G226620	evm.model.RL_3.1949
OG0006434	Ag003G229100	evm.model.RL_3.1896
OG0006435	Ag003G234480	evm.model.RL_3.1781
OG0006436	Ag003G237110	evm.model.RL_3.1725
OG0006437	Ag003G239220	evm.model.RL_3.1646
OG0006438	Ag003G212180, Ag002G197630	evm.model.RL_3.2307
OG0006439	Ag003G211950	evm.model.RL_3.2321
OG0006440	Ag003G211650	evm.model.RL_3.2340
OG0006441	Ag003G209350	evm.model.RL_3.2413
OG0006442	Ag005G470430	evm.model.RL_1.1184
OG0006443	Ag005G467430	evm.model.RL_1.1333
OG0006444	Ag001G006480	evm.model.RL_5.3791
OG0006445	Ag005G463770	evm.model.RL_1.1470
OG0006446	Ag005G463150	evm.model.RL_1.1484
OG0006447	Ag005G462610	evm.model.RL_1.1509
OG0006448	Ag005G461740	evm.model.RL_1.1541
OG0006449	Ag005G459130	evm.model.RL_1.1635
OG0006450	Ag008G692070	evm.model.RL_7.1471
OG0006451	Ag005G458000	evm.model.RL_1.1664
OG0006452	Ag005G457890	evm.model.RL_1.1669
OG0006453	Ag005G457720	evm.model.RL_1.1672
OG0006454	Ag005G457520	evm.model.RL_1.1679
OG0006455	Ag005G457120	evm.model.RL_1.1693
OG0006457	Ag005G456580	evm.model.RL_1.1702
OG0006458	Ag005G456550	evm.model.RL_1.1704
OG0006459	Ag005G456360	evm.model.RL_1.1712
OG0006460	Ag001G034420	evm.model.RL_2.1039
OG0006461	Ag005G455600, Ag005G455590	evm.model.RL_1.1733
OG0006462	Ag005G454780	evm.model.RL_1.1754
OG0006463	Ag005G453070	evm.model.RL_5.2096
OG0006464	Ag005G452960	evm.model.RL_1.1795
OG0006465	Ag005G449190	evm.model.RL_1.1859
OG0006466	Ag005G447180	evm.model.RL_1.1922.1.687c87ee
OG0006467	Ag005G446280	evm.model.RL_1.1952
OG0006469	Ag005G443250, Ag005G444460	evm.model.RL_1.2004
OG0006470	Ag005G442950, Ag005G444220	evm.model.RL_1.2016
OG0006471	Ag005G449670, Ag005G441350	evm.model.RL_1.2080
OG0006472	Ag005G438960	evm.model.RL_1.2136.1.687c87ef
OG0006473	Ag005G438750	evm.model.RL_1.2144_evm.model.RL_1.2145.1.687c9a6b
OG0006474	Ag005G437330	evm.model.RL_1.2176, evm.model.RL_1.2175
OG0006475	Ag005G437020	evm.model.RL_8.1366
OG0006477	Ag005G435650	evm.model.RL_1.2222
OG0006478	Ag005G433700, Ag005G434470	evm.model.RL_1.2252
OG0006479	Ag005G431130	evm.model.RL_1.2320
OG0006480	Ag002G127570, Ag004G354910, Ag005G426110	evm.model.RL_1.2471
OG0006481	Ag005G419380	evm.model.RL_1.2759
OG0006482	Ag005G416350	evm.model.RL_1.2904
OG0006483	Ag004G349460, Ag004G349450, Ag005G415340	evm.model.RL_1.2941
OG0006484	Ag005G414710	evm.model.RL_1.2967
OG0006485	Ag005G410060, Ag005G410030	evm.model.RL_1.3046
OG0006486	Ag005G410780	evm.model.RL_1.3023
OG0006487	Ag005G411260	evm.model.RL_1.3012
OG0006488	Ag005G406610	evm.model.RL_1.3127.3.687c87f1
OG0006489	Ag005G406390	evm.model.RL_1.3131.1.687c87f1
OG0006490	Ag005G403590	evm.model.RL_1.3224
OG0006491	Ag005G403920	evm.model.RL_1.3243
OG0006492	Ag001G001080	evm.model.RL_5.3956
