Orthogroup	Alyssum_gmelinii	Brassica_oleracea
OG0008901	Ag008G716300	XP_013628211.1, XP_013611154.1
OG0008902	Ag008G716160	XP_013629716.1, XP_013611264.1
OG0008903	Ag008G715110	XP_013618264.1, XP_013606979.1
OG0008904	Ag008G715040	XP_013610572.1, XP_013621286.1
OG0008905	Ag004G342670, Ag008G713990	XP_013615906.1, XP_013606185.1
OG0008906	Ag008G713010	XP_013610440.1, XP_013619257.1
OG0008907	Ag008G712730	XP_013611542.1, XP_013612417.1
OG0008908	Ag008G711400	XP_013621647.1
OG0008909	Ag008G730330	XP_013629941.1, XP_013606881.1
OG0008911	Ag008G710450	XP_013612289.1, XP_013618950.1
OG0008912	Ag008G709970	XP_013623429.1
OG0008913	Ag008G710020	XP_013616540.1, XP_013607246.1
OG0008914	Ag008G709860	XP_013619741.1, XP_013610193.1
OG0008915	Ag008G707760	XP_013626374.1, XP_013609450.1
OG0008916	Ag008G707680	XP_013607261.1
OG0008917	Ag008G709180	XP_013616231.1
OG0008918	Ag008G708140	XP_013615645.1
OG0008919	Ag008G707480	XP_013616407.1, XP_013612843.1
OG0008920	Ag008G707120	XP_013620711.1, XP_013611952.1
OG0008921	Ag008G707050	XP_013613306.1
OG0008922	Ag008G730220	XP_013609010.1, XP_013629998.1
OG0008923	Ag008G730270	XP_013611384.1, XP_013629027.1
OG0008924	Ag004G308220	XP_013602355.1, XP_013602389.1
OG0008925	Ag008G730480	XP_013621373.1, XP_013630741.1
OG0008927	Ag008G731060	XP_013606401.1, XP_013629816.1
OG0008928	Ag008G731570	XP_013623318.1, XP_013610906.1
OG0008929	Ag008G731800	XP_013618626.1, XP_013626357.1
OG0008930	Ag008G732240	XP_013620183.1
OG0008931	Ag008G732440, Ag008G698380	XP_013628100.1, XP_013609091.1
OG0008932	Ag008G732490	XP_013613886.1, XP_013613606.1
OG0008933	Ag008G733770	XP_013627228.1, XP_013619085.1
OG0008934	Ag008G733990	XP_013610607.1, XP_013618850.1, XP_013602846.1
OG0008935	Ag008G734180	XP_013618142.1, XP_013598860.1
OG0008936	Ag008G734390	XP_013594755.1
OG0008937	Ag008G734780	XP_013607292.1, XP_013593881.1
OG0008938	Ag008G734980	XP_013596477.1, XP_013610348.1
OG0008939	Ag008G735000, Ag004G318200	XP_013598691.1
OG0008940	Ag001G100120	XP_013611703.1, XP_013593271.1
OG0008941	Ag001G099930	XP_013606511.1
OG0008942	Ag001G099860	XP_013599279.1, XP_013612587.1
OG0008943	Ag001G099810, Ag001G099820	XP_013608910.1, XP_013595583.1
OG0008944	Ag001G099540	XP_013598460.1
OG0008945	Ag001G099350	XP_013598363.1, XP_013618028.1
OG0008946	Ag001G099140	XP_013610631.1, XP_013618025.1
OG0008947	Ag006G516960	XP_013612716.1, XP_013629570.1
OG0008948	Ag004G297750	XP_013600590.1
OG0008949	Ag006G497340	XP_013611306.1, XP_013622257.1
OG0008950	Ag006G519910	XP_013627339.1, XP_013619616.1
OG0008951	Ag006G519850	XP_013620693.1, XP_013609907.1
OG0008952	Ag006G516460	XP_013611290.1, XP_013625328.1
OG0008953	Ag006G515380	XP_013611708.1
OG0008954	Ag006G514890	XP_013608730.1, XP_013625364.1
OG0008955	Ag006G512580	XP_013606888.1, XP_013623161.1
OG0008956	Ag006G512250	XP_013626165.1
OG0008957	Ag006G511610	XP_013627777.1
OG0008958	Ag006G497780, Ag006G509550	XP_013609822.1, XP_013620703.1
OG0008959	Ag006G508570	XP_013607199.1
OG0008960	Ag007G599260	XP_013619777.1, XP_013613057.1
OG0008961	Ag007G599240	XP_013615641.1, XP_013612688.1
OG0008962	Ag007G588220	XP_013634748.1, XP_013632574.1
OG0008963	Ag007G587240	XP_013593019.1, XP_013616176.1
OG0008964	Ag007G587260	XP_013618698.1, XP_013607345.1
OG0008965	Ag007G587630	XP_013593115.1, XP_013595806.1
OG0008966	Ag007G587700	XP_013596929.1, XP_013609850.1
OG0008967	Ag007G588280	XP_013633633.1
OG0008968	Ag007G588490	XP_013633983.1
OG0008969	Ag007G588400	XP_013631379.1, XP_013622116.1
OG0008970	Ag007G617030, Ag007G588790	XP_013631798.1, XP_013630273.1
OG0008971	Ag007G588720	XP_013629996.1
OG0008972	Ag007G589730	XP_013633612.1
OG0008973	Ag006G518260, Ag007G589700	XP_013635629.1, XP_013627842.1
OG0008974	Ag007G589620	XP_013633942.1, XP_013633996.1
OG0008975	Ag001G000020	XP_013598307.1
OG0008977	Ag007G591180	XP_013633517.1, XP_013625136.1
OG0008978	Ag007G591360	XP_013637009.1, XP_013636652.1
OG0008979	Ag007G591570	XP_013622051.1
OG0008980	Ag007G591910	XP_013632038.1
OG0008982	Ag007G592670	XP_013633741.1
OG0008983	Ag007G592710	XP_013625294.1
OG0008984	Ag007G594090	XP_013630593.1, XP_013631712.1
OG0008985	Ag007G594720	XP_013636977.1, XP_013633897.1
OG0008986	Ag007G594780	XP_013634911.1
OG0008987	Ag007G594960	XP_013631062.1, XP_013615198.1
OG0008988	Ag007G594990	XP_013634468.1, XP_013637387.1
OG0008989	Ag007G595350	XP_013632149.1, XP_013630973.1
OG0008990	Ag007G595420	XP_013637309.1, XP_013627905.1
OG0008991	Ag007G595810	XP_013636794.1, XP_013630843.1
OG0008992	Ag007G595920	XP_013631789.1, XP_013631680.1
OG0008993	Ag007G596130	XP_013632090.1, XP_013631402.1
OG0008994	Ag007G596660, Ag007G596670	XP_013635479.1
OG0008995	Ag007G596680	XP_013633838.1, XP_013631408.1
OG0008996	Ag007G597270	XP_013637206.1, XP_013636884.1
OG0008997	Ag007G597120	XP_013634548.1
OG0008998	Ag007G597060	XP_013635304.1, XP_013627542.1
OG0008999	Ag007G596930	XP_013629888.1, XP_013635217.1
OG0009000	Ag007G628250, Ag007G628290	XP_013615130.1, XP_013631114.1
OG0009001	Ag006G527370	XP_013603610.1, XP_013633272.1
OG0009002	Ag006G527800	XP_013600207.1, XP_013622422.1
OG0009003	Ag006G508460	XP_013636157.1
OG0009004	Ag003G251740	XP_013619720.1, XP_013597208.1, XP_013600767.1
OG0009005	Ag003G251690	XP_013600800.1, XP_013599752.1
OG0009006	Ag003G251070	XP_013597673.1, XP_013599905.1
OG0009007	Ag001G100290	XP_013585414.1, XP_013636362.1
OG0009008	Ag001G100320	XP_013639069.1, XP_013585411.1
OG0009009	Ag001G100330	XP_013639193.1, XP_013585413.1
OG0009010	Ag001G100660	XP_013614022.1, XP_013587173.1
OG0009011	Ag001G100640	XP_013629430.1, XP_013587110.1
OG0009012	Ag001G100760	XP_013614034.1, XP_013629312.1
OG0009013	Ag003G248680	XP_013595365.1, XP_013615537.1
OG0009014	Ag003G250980	XP_013602861.1, XP_013617304.1
OG0009015	Ag005G480700	XP_013600659.1, XP_013590038.1
OG0009016	Ag005G490240	XP_013587155.1
OG0009017	Ag005G489920	XP_013628505.1, XP_013586121.1
OG0009018	Ag005G489150	XP_013623465.1, XP_013637197.1
OG0009019	Ag005G489100	XP_013586930.1, XP_013625727.1
OG0009020	Ag005G488500	XP_013584981.1, XP_013622560.1
OG0009021	Ag005G488390	XP_013635797.1, XP_013584986.1
OG0009022	Ag005G488140	XP_013637682.1, XP_013631860.1
OG0009023	Ag005G488060	XP_013631283.1, XP_013585481.1
OG0009024	Ag005G488050	XP_013585488.1
OG0009025	Ag005G487600, Ag005G487620	XP_013584115.1
OG0009026	Ag005G486980	XP_013584445.1
OG0009027	Ag005G486250	XP_013637829.1, XP_013638430.1
OG0009028	Ag005G486150	XP_013639829.1, XP_013585390.1
OG0009029	Ag005G486120	XP_013585389.1, XP_013639766.1
OG0009030	Ag005G485770	XP_013638002.1, XP_013623451.1
OG0009031	Ag005G485560	XP_013637882.1
OG0009032	Ag005G485280	XP_013625267.1, XP_013613989.1
OG0009033	Ag005G485190	XP_013613994.1, XP_013628379.1
OG0009034	Ag005G485140	XP_013628377.1, XP_013635580.1
OG0009035	Ag005G484810	XP_013584637.1
OG0009036	Ag005G484340	XP_013627411.1, XP_013584688.1
OG0009037	Ag005G484220, Ag005G484210	XP_013638261.1
OG0009038	Ag005G483180	XP_013586971.1, XP_013629523.1
OG0009039	Ag004G340650, Ag005G483160	XP_013628553.1
OG0009040	Ag005G482290	XP_013630537.1, XP_013637801.1
OG0009041	Ag005G481910	XP_013586094.1, XP_013628740.1
OG0009042	Ag005G481360	XP_013587293.1, XP_013622328.1
OG0009043	Ag005G481180	XP_013583976.1, XP_013623368.1
OG0009044	Ag005G480690	XP_013585000.1, XP_013627044.1
OG0009045	Ag005G480440	XP_013617987.1, XP_013637880.1
OG0009047	Ag005G480210	XP_013583654.1, XP_013615276.1
OG0009048	Ag005G480170	XP_013629858.1
OG0009049	Ag005G479840	XP_013638522.1, XP_013616327.1
OG0009050	Ag007G656650	XP_013596644.1
OG0009051	Ag001G006800, Ag006G526380	XP_013605640.1
OG0009052	Ag006G506880	XP_013601090.1
OG0009053	Ag005G478900	XP_013620621.1, XP_013587414.1
OG0009054	Ag005G478850	XP_013584655.1, XP_013628160.1
OG0009055	Ag007G584180	XP_013588593.1, XP_013600551.1
OG0009056	Ag002G187380	XP_013636718.1, XP_013630923.1
OG0009057	Ag002G187130	XP_013630667.1, XP_013631236.1
OG0009058	Ag002G186690	XP_013632350.1
OG0009059	Ag002G186430	XP_013634150.1, XP_013635577.1
OG0009060	Ag002G186290	XP_013633792.1, XP_013634008.1
OG0009061	Ag002G185710	XP_013627342.1, XP_013635267.1
OG0009062	Ag002G183080	XP_013633724.1, XP_013634059.1
OG0009063	Ag002G183030	XP_013634267.1, XP_013634815.1
OG0009064	Ag002G181840	XP_013634185.1, XP_013634580.1
OG0009065	Ag002G180490	XP_013636901.1, XP_013622084.1
OG0009066	Ag002G181460, Ag002G181470	XP_013634123.1
OG0009067	Ag002G180120	XP_013637297.1, XP_013634168.1
OG0009068	Ag002G177940	XP_013637347.1, XP_013634105.1
OG0009069	Ag004G354220	XP_013620125.1, XP_013590085.1
OG0009070	Ag002G177850	XP_013622379.1, XP_013637538.1
OG0009071	Ag002G166050	XP_013631785.1, XP_013633967.1
OG0009072	Ag002G166130	XP_013627805.1, XP_013635712.1
OG0009073	Ag002G166350, Ag007G634980	XP_013634574.1
OG0009074	Ag001G069820	XP_013634384.1, XP_013604517.1
OG0009075	Ag002G167360	XP_013625804.1, XP_013635670.1
OG0009076	Ag002G167930	XP_013632522.1, XP_013635198.1
OG0009077	Ag002G169650	XP_013628428.1, XP_013636542.1
OG0009078	Ag002G170780	XP_013630086.1, XP_013636775.1
OG0009079	Ag002G171830	XP_013635107.1, XP_013634046.1
OG0009080	Ag002G174480	XP_013630018.1
OG0009081	Ag003G264530	XP_013635315.1
OG0009082	Ag002G177470	XP_013625090.1, XP_013631304.1
OG0009083	Ag002G177460	XP_013625091.1, XP_013631305.1
OG0009084	Ag002G175020	XP_013629220.1, XP_013636378.1
OG0009085	Ag002G176760, Ag002G176770, Ag002G176810	XP_013637530.1
OG0009086	Ag002G176210	XP_013629726.1
OG0009087	Ag002G176060	XP_013626400.1, XP_013634483.1
OG0009088	Ag002G164780	XP_013636632.1, XP_013628947.1
OG0009089	Ag004G322750	XP_013604558.1, XP_013585900.1
OG0009090	Ag004G322770	XP_013604559.1, XP_013585902.1
OG0009091	Ag004G322950	XP_013599819.1, XP_013586694.1
OG0009092	Ag004G323020	XP_013605452.1, XP_013639237.1
OG0009093	Ag004G323130	XP_013603860.1, XP_013584150.1
OG0009094	Ag004G323530	XP_013583851.1, XP_013602587.1
OG0009095	Ag004G324330	XP_013603181.1, XP_013604097.1
OG0009096	Ag004G324600	XP_013600150.1
OG0009097	Ag004G324950, Ag004G324960	XP_013614586.1, XP_013603259.1
OG0009098	Ag004G325110	XP_013603396.1, XP_013584423.1
OG0009099	Ag004G325200	XP_013587010.1, XP_013603353.1
OG0009100	Ag004G325670	XP_013605276.1, XP_013585550.1
OG0009101	Ag004G326500	XP_013603128.1, XP_013585856.1
OG0009102	Ag004G327170	XP_013586009.1, XP_013600215.1
OG0009103	Ag004G327350	XP_013602378.1, XP_013600459.1
OG0009104	Ag004G327970, Ag007G641810, Ag002G159700, Ag001G007230	XP_013586698.1
OG0009105	Ag004G329440	XP_013585262.1
OG0009106	Ag004G330240	XP_013604906.1, XP_013637927.1
OG0009107	Ag002G152870	XP_013604131.1
OG0009108	Ag004G330310	XP_013604135.1, XP_013639273.1
OG0009109	Ag004G330330	XP_013604134.1, XP_013638083.1
OG0009110	Ag004G331600	XP_013587680.1, XP_013600719.1
OG0009111	Ag004G333230	XP_013605365.1, XP_013587513.1
OG0009112	Ag004G333250	XP_013596578.1, XP_013638859.1
OG0009113	Ag004G333840	XP_013602092.1, XP_013594126.1
OG0009115	Ag004G336050	XP_013596281.1, XP_013587662.1
OG0009116	Ag001G074770	XP_013588556.1, XP_013600078.1
OG0009117	Ag004G338040	XP_013603644.1
OG0009118	Ag004G338410	XP_013602690.1, XP_013583899.1
OG0009119	Ag004G338450	XP_013587038.1
OG0009120	Ag004G340230	XP_013592970.1
OG0009121	Ag004G340250	XP_013586960.1, XP_013598534.1
OG0009122	Ag004G341400	XP_013587467.1, XP_013592958.1
OG0009123	Ag003G241880	XP_013637978.1
OG0009125	Ag003G242550	XP_013595969.1
OG0009127	Ag003G244210	XP_013584303.1, XP_013602630.1
OG0009128	Ag003G244700	XP_013597598.1
OG0009129	Ag003G253190	XP_013596717.1
OG0009130	Ag004G349340	XP_013591378.1, XP_013614752.1
OG0009131	Ag003G245280	XP_013585711.1, XP_013595403.1
OG0009132	Ag003G245640	XP_013586509.1, XP_013613946.1
OG0009134	Ag003G245740	XP_013593447.1, XP_013630472.1
OG0009137	Ag006G503120	XP_013584751.1, XP_013596622.1
OG0009138	Ag002G177780	XP_013625464.1
OG0009139	Ag007G622450	XP_013593843.1, XP_013583580.1
OG0009140	Ag003G246090	XP_013598872.1, XP_013587153.1
OG0009141	Ag002G127290	XP_013639647.1, XP_013597378.1
OG0009142	Ag001G041240	XP_013615718.1, XP_013610163.1, XP_013615601.1
OG0009143	Ag007G586780	XP_013598655.1, XP_013599748.1
OG0009144	Ag007G598440	XP_013590532.1, XP_013594065.1
OG0009145	Ag007G598580	XP_013593846.1, XP_013607708.1
OG0009146	Ag006G524880	XP_013634097.1, XP_013599530.1
OG0009149	Ag006G525430	XP_013631619.1, XP_013600556.1
OG0009150	Ag001G021820, Ag001G021730	XP_013631709.1
OG0009151	Ag006G524820	XP_013599582.1, XP_013636541.1
OG0009152	Ag006G524300	XP_013603647.1, XP_013635328.1
OG0009153	Ag004G340430	XP_013631207.1, XP_013605613.1
OG0009155	Ag006G523780	XP_013633233.1, XP_013637373.1, XP_013605017.1
OG0009156	Ag001G067020	XP_013586880.1, XP_013602985.1
OG0009157	Ag006G523160	XP_013637430.1, XP_013601772.1
OG0009159	Ag006G521890	XP_013631354.1
OG0009160	Ag006G521140	XP_013602156.1
OG0009161	Ag006G518030	XP_013602036.1, XP_013633938.1, XP_013615382.1
OG0009162	Ag004G322360	XP_013584609.1, XP_013605395.1
OG0009163	Ag004G321540	XP_013603714.1, XP_013587408.1
OG0009164	Ag004G321100	XP_013603138.1, XP_013584739.1
OG0009165	Ag004G319850	XP_013605415.1, XP_013638849.1
OG0009166	Ag004G319780	XP_013602676.1
OG0009167	Ag004G319480	XP_013587043.1, XP_013604489.1
OG0009168	Ag004G317830	XP_013602416.1, XP_013604887.1
OG0009169	Ag004G317860	XP_013603295.1, XP_013584906.1
OG0009170	Ag004G317140	XP_013601837.1, XP_013639179.1
OG0009171	Ag004G315720	XP_013638056.1, XP_013605774.1
OG0009172	Ag004G314740	XP_013602124.1, XP_013638331.1
OG0009173	Ag004G314510	XP_013585774.1, XP_013604748.1
OG0009174	Ag004G313700	XP_013583515.1, XP_013601955.1
OG0009175	Ag004G312600	XP_013604503.1, XP_013604660.1
OG0009176	Ag004G312580	XP_013600545.1, XP_013600535.1
OG0009177	Ag004G312360	XP_013583846.1, XP_013602311.1
OG0009178	Ag004G311530	XP_013587151.1, XP_013605159.1
OG0009179	Ag004G310750	XP_013637914.1, XP_013600924.1
OG0009180	Ag004G310840	XP_013585785.1, XP_013599500.1
OG0009181	Ag004G310310	XP_013599535.1, XP_013638454.1
OG0009182	Ag004G309870	XP_013614639.1, XP_013585592.1
OG0009183	Ag004G309700	XP_013603736.1
OG0009184	Ag004G309310	XP_013600046.1, XP_013584269.1
OG0009185	Ag004G309180	XP_013604826.1
OG0009186	Ag008G718940	XP_013609734.1, XP_013618938.1
OG0009187	Ag004G309030	XP_013638847.1, XP_013604816.1
OG0009188	Ag004G308960	XP_013614866.1, XP_013585602.1
OG0009189	Ag004G308700	XP_013605780.1, XP_013587205.1
OG0009190	Ag004G308710	XP_013605781.1, XP_013587206.1
OG0009191	Ag004G308730	XP_013586370.1, XP_013601862.1
OG0009192	Ag004G308750	XP_013585603.1
OG0009193	Ag004G308630	XP_013602183.1, XP_013603576.1
OG0009194	Ag004G308560	XP_013605493.1, XP_013604376.1
OG0009195	Ag004G307830	XP_013638466.1, XP_013602487.1
OG0009196	Ag004G308390	XP_013638917.1, XP_013602588.1
OG0009197	Ag004G307340	XP_013585144.1, XP_013603723.1
OG0009198	Ag004G306980	XP_013583682.1, XP_013600837.1
OG0009199	Ag004G306560	XP_013586504.1, XP_013604673.1
OG0009200	Ag004G305590	XP_013587596.1, XP_013599784.1
OG0009201	Ag004G305530	XP_013604046.1, XP_013583567.1
OG0009202	Ag004G305400	XP_013603628.1, XP_013603746.1
OG0009203	Ag004G305370	XP_013586349.1, XP_013605660.1
OG0009205	Ag004G304760	XP_013600070.1, XP_013585178.1
OG0009206	Ag004G303970	XP_013584072.1, XP_013602801.1
OG0009207	Ag004G303940	XP_013638629.1, XP_013602080.1
OG0009208	Ag004G303780	XP_013583672.1, XP_013600777.1
OG0009209	Ag003G208230, Ag002G161190	XP_013618846.1
OG0009210	Ag001G009640, Ag004G303200	XP_013605322.1, XP_013586535.1
OG0009211	Ag004G303020, Ag004G303010	XP_013603313.1
OG0009212	Ag004G302970	XP_013603312.1, XP_013586877.1
OG0009213	Ag004G302580	XP_013600673.1, XP_013639095.1
OG0009214	Ag004G302300	XP_013638399.1, XP_013599690.1
OG0009215	Ag004G301980	XP_013637817.1, XP_013602211.1
OG0009216	Ag004G300880	XP_013583901.1, XP_013600164.1
OG0009217	Ag004G300250	XP_013604361.1, XP_013585207.1
OG0009218	Ag004G300140	XP_013603805.1, XP_013584859.1
OG0009219	Ag004G299840	XP_013584074.1, XP_013603413.1
OG0009220	Ag004G299560	XP_013639080.1
OG0009221	Ag004G299450	XP_013602712.1, XP_013584493.1
OG0009222	Ag004G299160	XP_013638398.1
OG0009223	Ag004G298870	XP_013638739.1
OG0009224	Ag005G442530, Ag002G191950, Ag005G451610, Ag002G104650, Ag004G298790	XP_013586384.1
OG0009225	Ag004G298690	XP_013638756.1, XP_013602814.1
OG0009226	Ag004G298600	XP_013584306.1, XP_013602946.1
OG0009227	Ag004G298500	XP_013600565.1, XP_013585418.1
OG0009228	Ag004G298160	XP_013584353.1, XP_013599870.1
OG0009229	Ag004G297810	XP_013585838.1
OG0009230	Ag004G297420	XP_013601038.1, XP_013584300.1
OG0009231	Ag004G297330	XP_013601034.1, XP_013585432.1
OG0009232	Ag007G613040	XP_013622015.1
OG0009233	Ag007G613170	XP_013608452.1, XP_013628015.1
OG0009234	Ag007G613550	XP_013630264.1, XP_013611465.1
OG0009235	Ag003G235790, Ag007G613290, Ag008G692020	XP_013619634.1
OG0009236	Ag007G616420	XP_013625248.1, XP_013618669.1
OG0009237	Ag007G616710	XP_013628574.1, XP_013620461.1
OG0009238	Ag007G616990	XP_013628668.1, XP_013620396.1
OG0009239	Ag007G619320	XP_013616330.1, XP_013628176.1
OG0009240	Ag007G618510	XP_013620771.1, XP_013611998.1
OG0009241	Ag007G617730	XP_013628551.1, XP_013618337.1
OG0009242	Ag007G619830	XP_013611982.1, XP_013618216.1
OG0009243	Ag007G621200	XP_013611211.1, XP_013630787.1
OG0009244	Ag007G621360	XP_013623811.1, XP_013613049.1
OG0009245	Ag007G623140	XP_013608688.1
OG0009246	Ag007G623430	XP_013623109.1, XP_013606343.1
OG0009247	Ag007G624330	XP_013629602.1, XP_013616156.1
OG0009248	Ag006G492560, Ag007G624620	XP_013609354.1, XP_013618301.1
OG0009249	Ag007G626150	XP_013610364.1
OG0009250	Ag007G628550	XP_013623018.1, XP_013610865.1
OG0009251	Ag007G629280	XP_013627599.1
OG0009252	Ag007G628990	XP_013612415.1, XP_013626573.1
OG0009253	Ag007G633040	XP_013616050.1, XP_013606522.1
OG0009254	Ag007G633060	XP_013606806.1, XP_013615292.1
OG0009255	Ag007G637070	XP_013618937.1
OG0009256	Ag007G641580	XP_013595494.1, XP_013609121.1
OG0009257	Ag003G231840	XP_013617865.1
OG0009258	Ag002G161430	XP_013609154.1
OG0009259	Ag007G612130	XP_013619813.1
OG0009260	Ag007G642550	XP_013612361.1, XP_013593861.1
OG0009262	Ag007G612140	XP_013621045.1, XP_013611953.1
OG0009263	Ag007G612000	XP_013620306.1, XP_013613130.1
OG0009264	Ag006G505580	XP_013612665.1, XP_013630744.1
OG0009265	Ag006G505600	XP_013609185.1, XP_013623649.1
OG0009267	Ag007G612540	XP_013615381.1, XP_013622676.1
OG0009268	Ag006G505170	XP_013606550.1
OG0009269	Ag006G505100	XP_013621493.1
OG0009270	Ag007G611540	XP_013609071.1
OG0009272	Ag006G503680	XP_013628241.1, XP_013609500.1
OG0009273	Ag006G502800	XP_013627963.1, XP_013610723.1
OG0009274	Ag006G501940	XP_013627463.1, XP_013609297.1
OG0009275	Ag006G501620	XP_013611872.1, XP_013619323.1
OG0009276	Ag006G500440	XP_013609005.1
OG0009277	Ag006G500050	XP_013613329.1, XP_013618596.1
OG0009278	Ag006G500010	XP_013620143.1, XP_013628467.1
OG0009279	Ag006G499430	XP_013622561.1, XP_013612267.1
OG0009280	Ag006G499090	XP_013619442.1
OG0009281	Ag008G720510	XP_013596106.1, XP_013619187.1
OG0009282	Ag004G380780, Ag008G720300	XP_013593793.1, XP_013608797.1
OG0009283	Ag008G720470	XP_013621664.1
OG0009284	Ag008G721000	XP_013598041.1, XP_013615967.1
OG0009285	Ag008G721110	XP_013608816.1, XP_013618075.1
OG0009286	Ag008G721280	XP_013606342.1, XP_013616142.1
OG0009287	Ag008G721580	XP_013621590.1, XP_013598731.1
OG0009288	Ag008G721600	XP_013611790.1
OG0009289	Ag008G721960	XP_013597675.1, XP_013613027.1
OG0009290	Ag008G722020	XP_013620822.1
OG0009291	Ag001G076100	XP_013633015.1, XP_013614677.1
OG0009292	Ag008G722090	XP_013618707.1, XP_013595538.1
OG0009293	Ag008G722450	XP_013593245.1
OG0009294	Ag008G723310	XP_013599342.1, XP_013621689.1
OG0009295	Ag008G723870	XP_013613257.1, XP_013598326.1
OG0009296	Ag008G723990	XP_013593114.1, XP_013613036.1
OG0009297	Ag008G724150	XP_013599328.1, XP_013618043.1
OG0009298	Ag008G724180	XP_013609056.1, XP_013597844.1
OG0009299	Ag008G724380	XP_013618035.1, XP_013597904.1
OG0009300	Ag008G725310	XP_013613371.1, XP_013606101.1
OG0009301	Ag008G726470	XP_013625341.1, XP_013609100.1
OG0009302	Ag008G726760	XP_013620660.1, XP_013630232.1
OG0009303	Ag008G728560	XP_013627064.1, XP_013618980.1
OG0009304	Ag001G054940	XP_013604540.1, XP_013583773.1
OG0009305	Ag008G728740	XP_013621901.1
OG0009306	Ag008G706660	XP_013616514.1, XP_013606892.1
OG0009307	Ag008G705860	XP_013611412.1, XP_013628897.1
OG0009308	Ag001G067430	XP_013604422.1
OG0009309	Ag001G067480	XP_013633037.1, XP_013599994.1
OG0009310	Ag001G067530	XP_013596761.1, XP_013603438.1
OG0009311	Ag001G059450, Ag001G059630	XP_013596248.1, XP_013602897.1
OG0009312	Ag001G063090	XP_013588073.1, XP_013602331.1, XP_013596014.1
OG0009313	Ag001G061920	XP_013603045.1, XP_013615116.1
OG0009314	Ag001G061430	XP_013605294.1, XP_013608079.1
OG0009315	Ag001G059060	XP_013585905.1, XP_013596326.1
OG0009316	Ag001G058940	XP_013620978.1, XP_013600622.1
OG0009317	Ag001G058910	XP_013605757.1
OG0009318	Ag008G693210, Ag005G428450	XP_013604850.1
OG0009319	Ag008G692270	XP_013600116.1, XP_013630785.1
OG0009320	Ag008G691780	XP_013626555.1, XP_013603677.1
OG0009321	Ag008G690800	XP_013605443.1, XP_013622000.1
OG0009322	Ag001G057040	XP_013603004.1, XP_013588583.1
OG0009323	Ag001G056220	XP_013603440.1, XP_013623328.1
OG0009324	Ag001G056100	XP_013605181.1
OG0009325	Ag001G055380	XP_013604322.1
OG0009326	Ag001G054660	XP_013627321.1, XP_013591362.1
OG0009327	Ag004G379400, Ag002G141680, Ag001G053390	XP_013626622.1
OG0009328	Ag010G739480, Ag001G049360	XP_013622599.1
OG0009329	Ag001G059390, Ag001G059550	XP_013588903.1
OG0009330	Ag003G277150	XP_013626330.1, XP_013601710.1
OG0009331	Ag005G418140	XP_013597901.1, XP_013606920.1
OG0009332	Ag004G356300	XP_013620826.1, XP_013592349.1
OG0009333	Ag004G356270	XP_013589925.1, XP_013588607.1
OG0009334	Ag004G351810	XP_013618906.1, XP_013591710.1
OG0009335	Ag004G350830	XP_013589895.1, XP_013588813.1
OG0009336	Ag004G351360	XP_013588487.1
OG0009337	Ag004G350400	XP_013588103.1, XP_013613718.1
OG0009338	Ag004G349820	XP_013589927.1, XP_013591023.1
OG0009339	Ag004G349360	XP_013619552.1, XP_013589616.1
OG0009340	Ag004G348910	XP_013590272.1, XP_013589912.1
OG0009341	Ag007G598140	XP_013593272.1, XP_013586345.1
OG0009342	Ag004G347710	XP_013592829.1, XP_013619305.1
OG0009343	Ag004G347700	XP_013619298.1, XP_013592830.1
OG0009344	Ag004G346540	XP_013619006.1, XP_013588316.1
OG0009345	Ag004G345270	XP_013620521.1, XP_013587809.1
OG0009346	Ag004G344440	XP_013590091.1, XP_013618354.1
OG0009347	Ag004G343320	XP_013592895.1, XP_013593511.1
OG0009348	Ag004G343100	XP_013592397.1
OG0009349	Ag004G342600	XP_013590950.1
OG0009350	Ag004G342040	XP_013619238.1, XP_013590337.1
OG0009351	Ag004G341710	XP_013619775.1
OG0009352	Ag003G240460	XP_013621301.1, XP_013592112.1
OG0009353	Ag003G240160	XP_013591255.1, XP_013618940.1
OG0009354	Ag003G240100	XP_013590373.1, XP_013618690.1
OG0009356	Ag003G214690	XP_013592165.1, XP_013615013.1
OG0009357	Ag003G218610	XP_013620816.1, XP_013587868.1
OG0009358	Ag003G218690	XP_013587969.1, XP_013615952.1
OG0009359	Ag003G218990	XP_013592170.1, XP_013592232.1
OG0009360	Ag005G442130, Ag005G443400	XP_013585822.1, XP_013585613.1
OG0009361	Ag003G219280	XP_013591819.1, XP_013591884.1
OG0009362	Ag003G219420	XP_013592334.1, XP_013613390.1
OG0009363	Ag003G224630	XP_013590218.1, XP_013615043.1
OG0009364	Ag003G227210	XP_013589683.1, XP_013592167.1
OG0009365	Ag003G228590	XP_013618140.1, XP_013592346.1
OG0009367	Ag003G230820	XP_013592864.1, XP_013616051.1
OG0009368	Ag003G230850	XP_013591813.1, XP_013620982.1
OG0009369	Ag003G230990	XP_013620981.1, XP_013588758.1
OG0009370	Ag003G234200	XP_013619386.1, XP_013590557.1
OG0009371	Ag003G235260	XP_013616055.1, XP_013587982.1
OG0009372	Ag004G329690	XP_013604771.1, XP_013638806.1
OG0009373	Ag003G235910	XP_013617250.1, XP_013590185.1
OG0009374	Ag003G236280	XP_013599768.1
OG0009375	Ag003G236610	XP_013591984.1
OG0009376	Ag008G711180	XP_013606311.1
