Orthogroup	Alyssum_gmelinii	Eutrema_salsugineum
OG0009169	Ag004G317860	XP_006417135.1
OG0009170	Ag004G317140	XP_006417169.1
OG0009171	Ag004G315720	XP_006417244.1
OG0009172	Ag004G314740	XP_006417309.1
OG0009173	Ag004G314510	XP_006417322.1
OG0009174	Ag004G313700	XP_006417359.1
OG0009175	Ag004G312600	XP_006417419.1
OG0009176	Ag004G312580	XP_006417425.1
OG0009177	Ag004G312360	XP_006417435.1
OG0009178	Ag004G311530	XP_006417483.1
OG0009179	Ag004G310750	XP_006417528.1, XP_024013858.1
OG0009180	Ag004G310840	XP_006417518.1
OG0009181	Ag004G310310	XP_006417565.1
OG0009182	Ag004G309870	XP_006417584.1
OG0009184	Ag004G309310	XP_006417611.2
OG0009185	Ag004G309180	XP_006417625.1
OG0009186	Ag008G718940	XP_006400553.1
OG0009187	Ag004G309030	XP_006417641.1
OG0009188	Ag004G308960	XP_024008526.1
OG0009189	Ag004G308700	XP_006417672.2
OG0009190	Ag004G308710	XP_006417670.1
OG0009191	Ag004G308730	XP_006417668.1
OG0009192	Ag004G308750	XP_006417666.1
OG0009193	Ag004G308630	XP_024008851.1
OG0009194	Ag004G308560	XP_006417689.1
OG0009195	Ag004G307830	XP_006417738.1
OG0009196	Ag004G308390	XP_006417705.1
OG0009197	Ag004G307340	XP_006417780.1
OG0009198	Ag004G306980	XP_006417805.1
OG0009199	Ag004G306560	XP_006417827.1
OG0009200	Ag004G305590	XP_006417913.1
OG0009201	Ag004G305530	XP_006417924.1
OG0009202	Ag004G305400	XP_006417938.1
OG0009203	Ag004G305370	XP_006417941.1
OG0009204	Ag004G305040	XP_024008905.1
OG0009205	Ag004G304760	XP_024008961.1
OG0009206	Ag004G303970	XP_006418030.1
OG0009207	Ag004G303940	XP_006418036.1
OG0009208	Ag004G303780	XP_006418047.1
OG0009209	Ag003G208230, Ag002G161190	XP_006389766.1
OG0009210	Ag001G009640, Ag004G303200	XP_006418077.1
OG0009211	Ag004G303020, Ag004G303010	XP_006418091.1
OG0009212	Ag004G302970	XP_006418094.1
OG0009213	Ag004G302580	XP_006418119.1
OG0009214	Ag004G302300	XP_006418141.1
OG0009215	Ag004G301980	XP_024008864.1
OG0009216	Ag004G300880	XP_006418231.1
OG0009217	Ag004G300250	XP_006418267.1
OG0009218	Ag004G300140	XP_006418276.2
OG0009219	Ag004G299840	XP_006418301.1
OG0009220	Ag004G299560	XP_006418326.1
OG0009221	Ag004G299450	XP_006418338.1
OG0009222	Ag004G299160	XP_024008698.1
OG0009223	Ag004G298870	XP_006418368.1
OG0009224	Ag005G442530, Ag002G191950, Ag005G451610, Ag002G104650, Ag004G298790	XP_006418378.1
OG0009225	Ag004G298690	XP_006418397.1
OG0009226	Ag004G298600	XP_006418405.2
OG0009227	Ag004G298500	XP_006418414.1
OG0009228	Ag004G298160	XP_006418435.1
OG0009229	Ag004G297810	XP_006418450.1
OG0009230	Ag004G297420	XP_006418484.2
OG0009231	Ag004G297330	XP_006418501.1
OG0009232	Ag007G613040	XP_024011156.1
OG0009233	Ag007G613170	XP_006399907.1
OG0009234	Ag007G613550	XP_006399933.1
OG0009235	Ag003G235790, Ag007G613290, Ag008G692020	XP_024012340.1
OG0009236	Ag007G616420	XP_006400010.1
OG0009237	Ag007G616710	XP_006400016.1
OG0009238	Ag007G616990	XP_024012455.1
OG0009239	Ag007G619320	XP_006400086.1
OG0009240	Ag007G618510	XP_006400061.1
OG0009241	Ag007G617730	XP_006400040.1
OG0009242	Ag007G619830	XP_006400102.1
OG0009243	Ag007G621200	XP_024011780.1
OG0009245	Ag007G623140	XP_006400210.1
OG0009246	Ag007G623430	XP_006400218.1
OG0009247	Ag007G624330	XP_006400244.1
OG0009248	Ag006G492560, Ag007G624620	XP_006400251.1
OG0009249	Ag007G626150	XP_006400300.2
OG0009250	Ag007G628550	XP_006400357.1
OG0009251	Ag007G629280	XP_006400444.1
OG0009252	Ag007G628990	XP_006400451.1
OG0009253	Ag007G633040	XP_006400483.1
OG0009254	Ag007G633060	XP_006400484.1
OG0009255	Ag007G637070	XP_006394969.1
OG0009256	Ag007G641580	XP_006395030.1
OG0009257	Ag003G231840	XP_024006845.1
OG0009258	Ag002G161430	XP_006395053.1
OG0009259	Ag007G612130	XP_024006846.1
OG0009260	Ag007G642550	XP_006395108.1
OG0009262	Ag007G612140	XP_006399859.1
OG0009263	Ag007G612000	XP_006399850.1
OG0009264	Ag006G505580	XP_006399158.1
OG0009265	Ag006G505600	XP_006399160.2
OG0009267	Ag007G612540	XP_006399882.1
OG0009268	Ag006G505170	XP_006399145.1
OG0009269	Ag006G505100	XP_006399141.1
OG0009270	Ag007G611540	XP_006399826.1
OG0009272	Ag006G503680	XP_024012344.1
OG0009273	Ag006G502800	XP_006399066.2
OG0009274	Ag006G501940	XP_006399061.1
OG0009275	Ag006G501620	XP_006399044.1
OG0009276	Ag006G500440	XP_006398999.1
OG0009277	Ag006G500050	XP_006398986.1
OG0009278	Ag006G500010	XP_006398983.1
OG0009279	Ag006G499430	XP_006398957.1
OG0009280	Ag006G499090	XP_006398934.1
OG0009281	Ag008G720510	XP_006394802.1
OG0009282	Ag004G380780, Ag008G720300	XP_024006995.1
OG0009283	Ag008G720470	XP_024007412.1
OG0009284	Ag008G721000	XP_006394784.1
OG0009285	Ag008G721110	XP_006394773.1
OG0009286	Ag008G721280	XP_006394764.1
OG0009287	Ag008G721580	XP_006394747.2
OG0009288	Ag008G721600	XP_006394745.2
OG0009289	Ag008G721960	XP_006394724.1
OG0009290	Ag008G722020	XP_006394718.1
OG0009291	Ag001G076100	XP_006403538.1
OG0009292	Ag008G722090	XP_006394713.1
OG0009293	Ag008G722450	XP_006394697.1
OG0009294	Ag008G723310	XP_006394655.1
OG0009295	Ag008G723870	XP_006394614.1
OG0009296	Ag008G723990	XP_006394607.1
OG0009297	Ag008G724150	XP_006394600.1
OG0009298	Ag008G724180	XP_006394599.1
OG0009299	Ag008G724380	XP_006394583.1
OG0009300	Ag008G725310	XP_024007020.1
OG0009301	Ag008G726470	XP_006394476.1
OG0009302	Ag008G726760	XP_024007609.1
OG0009303	Ag008G728560	XP_006394343.1
OG0009304	Ag001G054940	XP_006404291.1
OG0009305	Ag008G728740	XP_006394327.1
OG0009306	Ag008G706660	XP_006401043.1
OG0009307	Ag008G705860	XP_006401085.1
OG0009308	Ag001G067430	XP_024013851.1
OG0009309	Ag001G067480	XP_006403939.1
OG0009310	Ag001G067530	XP_006403941.1
OG0009311	Ag001G059450, Ag001G059630	XP_024013722.1
OG0009312	Ag001G063090	XP_006403979.1
OG0009313	Ag001G061920	XP_006404014.2
OG0009314	Ag001G061430	XP_024013480.1
OG0009315	Ag001G059060	XP_006404088.1
OG0009316	Ag001G058940	XP_024013852.1
OG0009317	Ag001G058910	XP_006404093.1
OG0009318	Ag008G693210, Ag005G428450	XP_006404125.1
OG0009319	Ag008G692270	XP_006404161.1
OG0009320	Ag008G691780	XP_006404179.1
OG0009321	Ag008G690800	XP_006404219.1
OG0009322	Ag001G057040	XP_006404239.1
OG0009323	Ag001G056220	XP_006404256.1
OG0009324	Ag001G056100	XP_006404266.1
OG0009325	Ag001G055380	XP_006404308.1
OG0009326	Ag001G054660	XP_006404319.1
OG0009327	Ag004G379400, Ag002G141680, Ag001G053390	XP_006404390.1
OG0009328	Ag010G739480, Ag001G049360	XP_006404464.1
OG0009330	Ag003G277150	XP_006412393.1
OG0009331	Ag005G418140	XP_006395241.1
OG0009332	Ag004G356300	XP_024013760.1
OG0009333	Ag004G356270	XP_024007379.1
OG0009334	Ag004G351810	XP_006391119.1
OG0009335	Ag004G350830	XP_006391094.1
OG0009336	Ag004G351360	XP_006391103.1
OG0009337	Ag004G350400	XP_006391062.1
OG0009338	Ag004G349820	XP_006391038.1
OG0009339	Ag004G349360	XP_006391031.1
OG0009340	Ag004G348910	XP_006391010.1
OG0009341	Ag007G598140	XP_006408720.1
OG0009342	Ag004G347710	XP_006390965.1
OG0009343	Ag004G347700	XP_006390964.1
OG0009344	Ag004G346540	XP_006390934.1
OG0009345	Ag004G345270	XP_006390893.1
OG0009346	Ag004G344440	XP_024008012.1
OG0009347	Ag004G343320	XP_006390797.1
OG0009348	Ag004G343100	XP_006390782.1
OG0009350	Ag004G342040	XP_006390732.1
OG0009351	Ag004G341710	XP_006390727.1
OG0009352	Ag003G240460	XP_006390693.1
OG0009353	Ag003G240160	XP_006390685.1
OG0009354	Ag003G240100	XP_006390684.1
OG0009356	Ag003G214690	XP_006390006.1
OG0009357	Ag003G218610	XP_006390104.1
OG0009358	Ag003G218690	XP_006390113.2
OG0009359	Ag003G218990	XP_006390133.1
OG0009360	Ag005G442130, Ag005G443400	XP_006406294.1
OG0009361	Ag003G219280	XP_006390138.1
OG0009362	Ag003G219420	XP_006390147.1
OG0009363	Ag003G224630	XP_006390283.1
OG0009364	Ag003G227210	XP_006390334.1
OG0009365	Ag003G228590	XP_006390367.1
OG0009366	Ag003G228640	XP_006390369.1
OG0009367	Ag003G230820	XP_006390414.1
OG0009368	Ag003G230850	XP_006390420.1
OG0009369	Ag003G230990	XP_006390421.1
OG0009370	Ag003G234200	XP_024008967.1
OG0009371	Ag003G235260	XP_024012103.1
OG0009372	Ag004G329690	XP_006416621.1
OG0009373	Ag003G235910	XP_006390546.1
OG0009376	Ag008G711180	XP_024012698.1
OG0009377	Ag003G238000	XP_006390603.1
OG0009378	Ag003G239020	XP_006390637.1
OG0009379	Ag003G239140	XP_006390643.1
OG0009382	Ag003G240030	XP_006390677.1
OG0009383	Ag003G233010	XP_006389996.1
OG0009384	Ag003G214280	XP_006389988.2
OG0009385	Ag003G214220	XP_006389985.1
OG0009386	Ag003G213500	XP_006389972.1
OG0009387	Ag003G213470	XP_006389969.1
OG0009388	Ag003G213370	XP_006389967.1
OG0009389	Ag003G212750	XP_006389958.2
OG0009390	Ag003G212410	XP_006389938.1
OG0009391	Ag003G212080	XP_006389921.1
OG0009392	Ag003G210630	XP_006389854.1
OG0009393	Ag003G210590	XP_006389849.1
OG0009394	Ag003G210340	XP_024008913.1
OG0009395	Ag003G209080	XP_006389808.1
OG0009396	Ag003G208280	XP_006389772.1
OG0009397	Ag003G208160	XP_006389761.2
OG0009398	Ag003G207380	XP_006389703.1
OG0009399	Ag003G207410	XP_006389705.1
OG0009400	Ag003G207680	XP_006389718.1, XP_024010943.1
OG0009401	Ag005G470580	XP_006407293.1
OG0009402	Ag005G470230	XP_006407274.1
OG0009403	Ag005G470000	XP_006407268.1
OG0009404	Ag005G469980	XP_006407265.1
OG0009405	Ag005G469740	XP_006407248.1
OG0009406	Ag005G469520	XP_006407230.1
OG0009407	Ag005G469010	XP_006407201.1
OG0009408	Ag005G468360	XP_006407174.1
OG0009409	Ag005G466240	XP_006407103.1
OG0009410	Ag005G466110	XP_006407097.1
OG0009411	Ag005G465890	XP_006407090.1
OG0009412	Ag005G465790	XP_006407083.1
OG0009413	Ag005G465460	XP_006407068.1
OG0009414	Ag005G465200	XP_006407051.1
OG0009415	Ag005G465170	XP_024015498.1
OG0009416	Ag005G464510	XP_006407019.1
OG0009417	Ag005G464480	XP_006407015.1
OG0009418	Ag005G464440	XP_006407013.1
OG0009419	Ag005G462910	XP_006406934.1
OG0009420	Ag005G462670	XP_006406919.1
OG0009421	Ag005G462650	XP_006406917.2
OG0009422	Ag005G462620	XP_006406914.1
OG0009423	Ag005G462600	XP_006406908.1
OG0009424	Ag005G461820	XP_024015544.1
OG0009425	Ag005G461760	XP_024015733.1
OG0009426	Ag005G461670	XP_006406863.1, XP_024015243.1
OG0009427	Ag005G459950	XP_006406805.1
OG0009428	Ag005G459820	XP_006406800.1
OG0009429	Ag005G459810	XP_024015041.1
OG0009430	Ag005G454400, Ag005G458870	XP_024015757.1
OG0009431	Ag005G458440	XP_006406743.1
OG0009432	Ag005G458430	XP_024014165.1, XP_006406742.1
OG0009433	Ag006G516870	XP_006396269.1
OG0009434	Ag005G457380	XP_006406709.1
OG0009435	Ag005G456240	XP_006406660.1
OG0009436	Ag021G743400, Ag003G225400, Ag007G630580	XP_006406632.1
OG0009437	Ag005G454840	XP_024015317.1
OG0009438	Ag005G453550	XP_006406590.1
OG0009439	Ag005G453510	XP_006406584.2
OG0009440	Ag005G452600	XP_006406549.1
OG0009441	Ag002G114340, Ag005G450050	XP_006406502.2
OG0009442	Ag005G449470	XP_024015012.1
OG0009443	Ag005G449460	XP_006406494.2
OG0009444	Ag005G448150	XP_006406443.1
OG0009445	Ag005G447420	XP_006406434.1
OG0009446	Ag005G446300	XP_006406397.1
OG0009447	Ag005G445980	XP_006406381.1
OG0009448	Ag005G445940	XP_024015384.1
OG0009449	Ag005G445820	XP_024015567.1
OG0009450	Ag005G444310, Ag005G443020	XP_006406336.1
OG0009451	Ag005G443750, Ag005G442600	XP_006406309.1
OG0009452	Ag005G441170	XP_006406246.1
OG0009454	Ag005G438340	XP_006406165.1
OG0009455	Ag005G436910	XP_024015071.1
OG0009456	Ag005G435010	XP_006406028.1
OG0009457	Ag013G741620, Ag005G435000	XP_006406029.1
OG0009458	Ag005G427290	XP_006418652.1
OG0009459	Ag008G679880	XP_006401980.1
OG0009460	Ag005G421360	XP_006401927.1
OG0009461	Ag005G420950	XP_006403308.1, XP_006396089.1
OG0009462	Ag005G420870	XP_024016645.1
OG0009463	Ag005G420820	XP_006409691.1
OG0009464	Ag005G421650	XP_024016636.1
OG0009465	Ag005G421720	XP_006409683.1
OG0009466	Ag007G608410	XP_006399709.2
OG0009467	Ag004G302390	XP_024016434.1
OG0009468	Ag005G419130	XP_006409532.1
OG0009469	Ag005G419030	XP_006409529.1
OG0009470	Ag005G418950	XP_024016551.1
OG0009471	Ag005G416500	XP_006409336.1
OG0009472	Ag005G415920	XP_006409307.1
OG0009473	Ag005G415700	XP_006409300.1
OG0009474	Ag005G414920	XP_006409223.1
OG0009475	Ag005G410530	XP_006409143.1
OG0009476	Ag005G408310	XP_006409086.1
OG0009477	Ag005G405990	XP_006409037.1
OG0009478	Ag005G403090	XP_006408948.1
OG0009479	Ag005G403140	XP_006408949.1
OG0009480	Ag005G403380	XP_006408955.1
OG0009481	Ag005G403570	XP_006408965.1
OG0009482	Ag005G404350	XP_024016009.1
OG0009483	Ag001G000580	XP_006392579.1
OG0009484	Ag001G002420	XP_006392662.1
OG0009485	Ag001G002880	XP_006392680.1
OG0009486	Ag001G003830	XP_006392723.1
OG0009487	Ag001G004840	XP_006392752.1
OG0009488	Ag001G004870	XP_006392758.1
OG0009489	Ag001G006130	XP_006392783.1
OG0009490	Ag001G006840	XP_024006170.1
OG0009491	Ag001G007130	XP_006392844.1
OG0009492	Ag001G007340, Ag001G007370	XP_006392854.1
OG0009493	Ag001G008540	XP_024005935.1
OG0009494	Ag001G012420	XP_006393098.1
OG0009495	Ag001G011780	XP_006393075.1
OG0009496	Ag001G015220, Ag001G015210	XP_024006046.1
OG0009497	Ag001G016240	XP_024006322.1
OG0009498	Ag001G016610	XP_006393186.1
OG0009499	Ag007G612280	XP_024012126.1
OG0009500	Ag001G018100	XP_006393219.1
OG0009501	Ag001G019150, Ag001G018890	XP_006393239.1
OG0009502	Ag011G740820, Ag001G019630	XP_006393245.1
OG0009503	Ag001G097840	XP_006402357.1
OG0009504	Ag001G022780	XP_006393319.1
OG0009505	Ag001G022940	XP_006393322.1
OG0009506	Ag001G023290	XP_006393325.1
OG0009507	Ag002G161010	XP_006410613.1
OG0009509	Ag002G160580	XP_006410585.1
OG0009510	Ag001G065490	XP_006403870.1
OG0009511	Ag001G064610	XP_006403845.2
OG0009512	Ag001G064530, Ag003G246370	XP_006403837.1
OG0009513	Ag001G070580	XP_006403760.1
OG0009514	Ag001G071810	XP_024013733.1
OG0009515	Ag001G071710	XP_024003663.1, XP_006403720.1
OG0009516	Ag001G072690	XP_006403680.1
OG0009517	Ag001G073380	XP_006403645.1
OG0009518	Ag001G074090	XP_006403622.1
OG0009519	Ag001G074440	XP_006403614.1
OG0009520	Ag001G074490	XP_006403611.1
OG0009522	Ag001G074690	XP_006403609.1
OG0009523	Ag002G109360, Ag002G113350	XP_024014642.1
OG0009524	Ag001G075880	XP_006403548.1
OG0009525	Ag001G075870	XP_024013454.1
OG0009526	Ag002G178740	XP_006411113.1
OG0009527	Ag001G076140	XP_024013498.1
OG0009528	Ag001G076470	XP_006403515.2
OG0009529	Ag001G078320	XP_006403466.1
OG0009530	Ag001G080260	XP_006403040.2
OG0009531	Ag001G080380	XP_006403037.1
OG0009532	Ag001G080900	XP_006403010.1
OG0009533	Ag001G081160	XP_006403001.1
OG0009534	Ag001G083170	XP_006402929.1
OG0009535	Ag001G083420	XP_006402923.2
OG0009536	Ag001G083620	XP_006402916.1
OG0009537	Ag001G085990	XP_006402817.1
OG0009538	Ag001G086330	XP_006402805.1
OG0009539	Ag001G086430	XP_006402799.1
OG0009540	Ag001G088800	XP_006402747.1
OG0009541	Ag001G089560	XP_006402732.1
OG0009542	Ag001G090380	XP_006402701.1
OG0009543	Ag001G090710	XP_006402686.1
OG0009544	Ag008G723750	XP_006394623.1
OG0009545	Ag001G093080	XP_006402574.1
OG0009546	Ag001G093120	XP_006402573.1
OG0009547	Ag001G093450	XP_006402554.1
OG0009548	Ag001G093900	XP_006402518.1
OG0009549	Ag001G094250	XP_006402502.1
OG0009550	Ag001G094270	XP_006402499.2
OG0009551	Ag001G095100	XP_024012896.1
OG0009552	Ag001G097430	XP_006402378.1
OG0009553	Ag001G097440	XP_006402377.1
OG0009554	Ag001G098490	XP_006402308.1
OG0009555	Ag001G098630	XP_006402298.1
OG0009556	Ag001G098740	XP_006402293.1
OG0009557	Ag001G093650	XP_006402538.1
OG0009561	Ag002G147310, Ag001G019870	XP_006393253.2
OG0009562	Ag003G286790, Ag003G286660, Ag001G028830, Ag003G286670	XP_024004394.1
OG0009563	Ag001G083760	XP_006402903.1
OG0009565	Ag002G125220	XP_006398094.1
OG0009567	Ag006G553320	XP_006413213.1
OG0009568	Ag002G174760	XP_006410991.1
OG0009569	Ag002G176020	XP_006411044.1, XP_006404224.2
OG0009570	Ag002G189900	XP_024003999.1
OG0009571	Ag002G203510	XP_006397837.2
OG0009572	Ag003G238930	XP_006390627.1
OG0009573	Ag003G253360	XP_006412999.1
OG0009574	Ag003G273920	XP_006412295.1
OG0009575	Ag003G276940	XP_006412385.1
OG0009576	Ag004G303810	XP_006418044.2
OG0009577	Ag004G309090	XP_006417634.1
OG0009578	Ag004G309350	XP_006417604.1
OG0009579	Ag004G310920	XP_006417515.1
OG0009580	Ag004G312320	XP_006417440.1
OG0009581	Ag004G315010	XP_006417286.1
OG0009582	Ag004G315250	XP_006417267.2
OG0009583	Ag004G323910	XP_006416876.1
OG0009584	Ag004G328260, Ag004G328220	XP_024006414.1, XP_024006413.1, XP_024009733.1
OG0009585	Ag004G343060	XP_006390778.1
OG0009586	Ag004G352280	XP_006391130.1
OG0009587	Ag005G408510	XP_006409092.1
OG0009588	Ag005G419840	XP_006393517.1
OG0009590	Ag005G461400, Ag005G461410, Ag005G461390, Ag005G461380	XP_006406844.1
OG0009591	Ag005G489880	XP_006399853.2
OG0009595	Ag006G577580	XP_024005048.1
OG0009597	Ag007G584160	XP_006393613.1
OG0009598	Ag007G585300	XP_006393524.1
OG0009599	Ag007G585380	XP_024006063.1
OG0009600	Ag007G589830, Ag007G589800	XP_006410396.1
OG0009601	Ag007G591230	XP_006410272.1
OG0009602	Ag007G598540	XP_024004712.1
OG0009603	Ag007G613090	XP_006399904.1
OG0009604	Ag007G616670	XP_006400015.1
OG0009605	Ag007G617790	XP_006400043.1
OG0009606	Ag007G618600	XP_006400063.1
OG0009607	Ag007G623690	XP_006400219.1
OG0009609	Ag007G654100	XP_006405450.1
OG0009610	Ag007G657410	XP_006405296.1
OG0009611	Ag008G705540	XP_006401105.1
OG0009612	Ag008G720460	XP_006394806.1
OG0009613	Ag008G726150	XP_006394489.2
OG0009614	Ag008G726190	XP_006394485.1
OG0009615	Ag008G734840	XP_006393884.1
OG0009616	Ag008G734930	XP_006393878.1
OG0009635	Ag006G566750	XP_006409013.1
OG0009636	Ag006G576630	XP_006397712.2
OG0009637	Ag003G257830	XP_006412844.1
OG0009639	Ag003G258960	XP_024005317.1
OG0009640	Ag003G259180	XP_006412796.1
OG0009641	Ag003G260710	XP_006412745.1
OG0009643	Ag002G138100, Ag002G134620	XP_006408596.2
OG0009644	Ag008G718890	XP_006400555.1
OG0009646	Ag003G267860	XP_006412635.2
OG0009647	Ag007G585330	XP_006393519.1
OG0009648	Ag003G270570	XP_006412565.1
OG0009649	Ag003G279060	XP_006412469.1
OG0009650	Ag003G277850	XP_006412419.1
OG0009651	Ag003G278080	XP_006412428.2
OG0009652	Ag003G277040	XP_006412389.1
OG0009653	Ag003G276250	XP_024005682.1
OG0009654	Ag008G716320	XP_024012398.1
OG0009655	Ag003G274540	XP_006412315.1
OG0009656	Ag003G274400	XP_006412309.2
OG0009657	Ag003G273620	XP_006412286.1
OG0009658	Ag005G418920	XP_006409501.1
OG0009659	Ag003G281440	XP_006412237.1
OG0009660	Ag003G283070	XP_006412168.1
OG0009661	Ag003G283370	XP_006412158.1
OG0009662	Ag008G714040	XP_006400788.1
OG0009663	Ag003G284730	XP_024004664.1
OG0009664	Ag007G579710, Ag007G580410	XP_006415381.1
OG0009665	Ag007G578960	XP_024008966.1
OG0009666	Ag007G578740	XP_006415288.1
OG0009667	Ag007G578730	XP_006415287.1
OG0009668	Ag007G578660	XP_006415275.1
OG0009669	Ag007G578240	XP_006415216.1
OG0009670	Ag007G578210	XP_006415209.1
OG0009671	Ag007G578100	XP_024008351.1
OG0009672	Ag007G578000	XP_006415175.1
OG0009673	Ag006G550740	XP_006413600.1
OG0009674	Ag007G577930	XP_006415166.1
OG0009675	Ag007G577900	XP_006415160.1
OG0009676	Ag001G101100	XP_006415159.1
OG0009677	Ag001G101120	XP_006415156.1
OG0009678	Ag001G101370	XP_006414286.1
OG0009679	Ag001G101400	XP_006414288.1
OG0009680	Ag004G340210	XP_024004378.1
OG0009681	Ag001G102080	XP_006414366.1
OG0009682	Ag004G366320	XP_006392451.1
OG0009683	Ag004G307710, Ag003G209050	XP_006404044.1
OG0009684	Ag004G367130	XP_006392395.1
OG0009685	Ag006G506460, Ag004G340990	XP_006392393.1
OG0009686	Ag004G367990	XP_024005385.1
OG0009687	Ag004G368490	XP_006392311.1
OG0009688	Ag004G369740	XP_006392242.1
OG0009689	Ag004G369590	XP_006392243.1
OG0009690	Ag004G370350	XP_006392209.1
OG0009691	Ag004G373940	XP_006392070.1
OG0009693	Ag004G377500	XP_006391962.1
OG0009694	Ag005G449490	XP_024011040.1
OG0009695	Ag002G174490	XP_006398525.1
OG0009696	Ag005G452890, Ag005G452860	XP_006398527.2
OG0009697	Ag002G140880	XP_006398533.1
OG0009698	Ag004G322340	XP_006416953.2
OG0009699	Ag002G139150	XP_006398541.1
OG0009700	Ag004G338840	XP_006395871.1
OG0009701	Ag004G321020	XP_006416998.1
OG0009702	Ag008G659610, Ag008G658840	XP_006395804.1
OG0009703	Ag008G661810	XP_006395739.1
OG0009704	Ag008G662870	XP_006395680.2
OG0009705	Ag008G663050	XP_006395673.1
OG0009706	Ag008G663140	XP_006395670.1
OG0009707	Ag008G663940	XP_006395632.1
OG0009708	Ag008G664070	XP_006395631.1
OG0009709	Ag008G665250	XP_024006879.1
OG0009710	Ag002G122660, Ag002G114500, Ag004G387480, Ag004G392830	XP_024007066.1
OG0009711	Ag001G034320	XP_024006784.1
OG0009712	Ag008G667340	XP_006395525.1
OG0009713	Ag008G667360	XP_006395524.1
OG0009714	Ag008G669540	XP_006395446.1
OG0009717	Ag001G022240, Ag003G226170	XP_006395325.1
OG0009718	Ag001G048920, Ag010G738410	XP_024007011.1
OG0009719	Ag008G674810	XP_006395290.1
OG0009720	Ag008G672860	XP_024014351.1, XP_006395266.1
OG0009721	Ag010G738290, Ag001G048520	XP_006395265.1
OG0009722	Ag007G647730	XP_006405686.1
OG0009723	Ag004G356710	XP_006391480.1
OG0009724	Ag004G356760	XP_024010876.1
OG0009725	Ag004G358510	XP_024008570.1
OG0009726	Ag001G089490	XP_006391345.1
OG0009727	Ag004G360450	XP_006391332.1
OG0009728	Ag004G334720	XP_006391548.1
OG0009729	Ag004G364270	XP_024006352.1, XP_024012020.1
OG0009730	Ag004G309010	XP_006391561.1
OG0009731	Ag008G704660	XP_024010595.1
OG0009733	Ag004G363550	XP_006391579.1
OG0009734	Ag004G401830	XP_024016278.1
OG0009735	Ag004G401740	XP_024015350.1
OG0009736	Ag004G401080	XP_006391615.1
OG0009737	Ag004G400200	XP_006391624.1
OG0009738	Ag004G392150, Ag004G396830, Ag004G396850, Ag004G392180, Ag004G396590	XP_006391674.1
OG0009739	Ag004G395270, Ag004G390430	XP_006391694.1
OG0009740	Ag004G394090, Ag004G389100	XP_006391717.1
OG0009742	Ag004G381950	XP_006391800.1
OG0009743	Ag004G315970	XP_006417226.1
OG0009744	Ag004G378930	XP_006391908.1
OG0009745	Ag006G521260	XP_006391860.2
OG0009747	Ag003G250140	XP_006413243.1
OG0009748	Ag002G189990	XP_006411389.1
OG0009749	Ag002G189940	XP_024003952.1
OG0009750	Ag002G188430	XP_006411355.1
OG0009751	Ag002G188410	XP_006411354.1
OG0009752	Ag002G188390	XP_006411351.1
OG0009753	Ag002G188230	XP_006411349.1
OG0009754	Ag002G188160	XP_006411345.1
OG0009755	Ag002G191200, Ag002G188150	XP_006411344.1
OG0009756	Ag005G477780	XP_006407693.1
OG0009757	Ag005G476740	XP_024015806.1
OG0009758	Ag005G475960	XP_006407606.1
OG0009759	Ag005G474880	XP_006407534.1
OG0009760	Ag005G474120	XP_006407479.1
OG0009761	Ag005G473890	XP_006407471.1
OG0009762	Ag005G473410	XP_024015082.1
OG0009763	Ag005G472090	XP_006407401.1
OG0009764	Ag005G471430	XP_006407349.2
OG0009765	Ag003G211500	XP_006402248.1
OG0009766	Ag006G491900	XP_024014447.1
OG0009767	Ag001G047750, Ag010G737610	XP_006402165.1
OG0009768	Ag007G609110, Ag008G682570, Ag008G679380	XP_006402157.2
OG0009769	Ag001G086310	XP_006402140.1
OG0009770	Ag001G040510	XP_006402127.1
OG0009771	Ag008G677640, Ag004G316610	XP_006402039.1
OG0009772	Ag005G403410	XP_006402011.1
OG0009773	Ag008G676560	XP_006402008.1
OG0009774	Ag008G679810	XP_006401983.1
OG0009776	Ag007G612530	XP_006399879.1
OG0009777	Ag008G681040	XP_006401907.1
OG0009778	Ag008G681250	XP_006401868.1
OG0009779	Ag004G308920	XP_024011159.1
OG0009780	Ag008G681740	XP_006401841.1
OG0009781	Ag008G681900	XP_006401833.1
OG0009783	Ag008G684150	XP_006401768.2
OG0009784	Ag008G684610	XP_006401764.1, XP_024009650.1
OG0009785	Ag008G684630	XP_006401762.1
OG0009786	Ag008G685880	XP_006401718.1
OG0009787	Ag008G685630	XP_006401724.1
OG0009788	Ag008G685220	XP_006401731.1
OG0009789	Ag008G685900	XP_006401715.1
OG0009790	Ag008G686970	XP_006401691.1
OG0009791	Ag008G714090	XP_006401633.1
OG0009792	Ag008G687830	XP_006401649.1
OG0009793	Ag008G687610	XP_006401657.1
OG0009794	Ag008G687460	XP_006401667.1
OG0009795	Ag008G689620, Ag008G688810	XP_006401590.1
OG0009796	Ag001G058050	XP_006401555.1
OG0009797	Ag002G157690	XP_006391507.1
OG0009798	Ag008G694490	XP_006401498.1
OG0009799	Ag008G694870	XP_006401490.1
OG0009800	Ag008G696060	XP_006401434.1
OG0009801	Ag008G696310	XP_006401422.1
OG0009802	Ag007G610780, Ag002G203310	XP_024011160.1
OG0009803	Ag008G697940	XP_006401353.1
