Orthogroup	Alyssum_gmelinii	Brassica_rapa
OG0007710	Ag007G647720	XP_009139811.1, XP_033145953.1
OG0007711	Ag002G162090	XP_009143718.2
OG0007712	Ag008G710350	XP_009141420.1, XP_009133009.1
OG0007713	Ag002G162540	XP_009133012.1, XP_009143695.1
OG0007714	Ag004G311290	XP_009144469.1, XP_033129168.1
OG0007715	Ag007G579470	XP_009115007.1
OG0007716	Ag007G628480	XP_018511176.1
OG0007717	Ag002G162900	XP_009133019.1, XP_009143686.1
OG0007718	Ag002G162880	XP_009143691.1, XP_033146334.1
OG0007719	Ag002G151700, Ag009G736750	XP_009134158.1, XP_009113537.2
OG0007720	Ag002G171620	XP_009134115.1
OG0007721	Ag002G149280, Ag002G155660	XP_009134091.1
OG0007722	Ag002G201690, Ag007G581380	XP_009122556.1
OG0007723	Ag002G160200	XP_009143797.1, XP_033147645.1, XP_033146284.1
OG0007724	Ag002G159970, Ag006G513530	XP_009143814.2, XP_009141358.1
OG0007725	Ag002G159640	XP_009143823.1, XP_033146283.1
OG0007726	Ag002G159480	XP_033144109.1, XP_009143827.1
OG0007727	Ag002G159420	XP_009132955.2, XP_009143828.1
OG0007728	Ag002G158490	XP_009141327.1, XP_009143846.1
OG0007729	Ag002G158400	XP_009143852.2, XP_033146275.1
OG0007730	Ag002G157650	XP_009114031.1, XP_009101832.1
OG0007731	Ag002G206240	XP_009134191.1, XP_009113605.1
OG0007732	Ag002G146740	XP_009134217.1, XP_009108202.1
OG0007733	Ag002G146210	XP_009134233.1, XP_033135128.1
OG0007734	Ag002G145130	XP_009124795.1, XP_009134244.1
OG0007735	Ag002G142640	XP_033134846.1, XP_033142106.1
OG0007736	Ag002G141340	XP_009114605.1
OG0007737	Ag002G140280	XP_009114575.2, NP_001288972.1
OG0007738	Ag002G133340	XP_018510664.2, XP_009134326.1
OG0007739	Ag008G718810	XP_009120841.1, XP_033141980.1
OG0007740	Ag002G132100	XP_009134327.1, XP_009114516.1
OG0007741	Ag002G125410	XP_033128299.1
OG0007742	Ag002G102960	XP_009101624.2, XP_033139914.1
OG0007743	Ag002G103880	XP_009101601.1, XP_009113865.1
OG0007744	Ag002G104730	XP_009101586.1, XP_009128811.1
OG0007745	Ag002G110340, Ag002G106730	XP_009128825.2
OG0007746	Ag002G111230, Ag002G107640	XP_009101554.1, XP_009128832.1
OG0007747	Ag002G111600, Ag002G108090	XP_033136858.1, XP_033128303.1
OG0007748	Ag002G108790, Ag002G112820	XP_009128849.1, XP_009101532.1
OG0007750	Ag002G117390	XP_009114344.1, XP_009128866.1
OG0007751	Ag006G498210	XP_009122589.2, XP_009125562.1
OG0007752	Ag002G117660	XP_009128881.1, XP_009101506.1
OG0007753	Ag002G118700	XP_009101501.1, XP_033136865.1
OG0007754	Ag002G114830, Ag002G120430	XP_009114317.1, XP_009101472.2
OG0007755	Ag002G124110, Ag004G312900	XP_009107090.1
OG0007756	Ag001G042860	XP_009108018.1, XP_009124268.1
OG0007757	Ag002G103830	XP_009108012.1, XP_009124261.1
OG0007758	Ag003G289540	XP_009150168.1, XP_009151619.1
OG0007759	Ag004G307770	XP_009136102.1
OG0007760	Ag005G428820	XP_009136080.1, XP_009102491.1
OG0007761	Ag001G038980	XP_009107695.1, XP_009139633.1
OG0007762	Ag008G726670	XP_009139583.1, XP_009107502.1
OG0007763	Ag001G036900	XP_009109576.1, XP_009147030.1
OG0007764	Ag001G033860	XP_009107838.1, XP_033144776.1
OG0007765	Ag007G655520	XP_009125170.1, XP_009140062.1
OG0007766	Ag007G656880, Ag007G657130	XP_009140127.1, XP_009125200.3
OG0007767	Ag005G446870	XP_009140139.1, XP_009125215.1
OG0007768	Ag003G227250	XP_009106172.1, XP_009104719.1
OG0007769	Ag002G206420	XP_009133833.1, XP_009142498.1
OG0007770	Ag002G206230	XP_009142506.1, XP_009133827.1
OG0007771	Ag002G206180	XP_009142512.1, XP_009118264.2
OG0007772	Ag002G205750	XP_009142545.1, XP_009133809.2
OG0007773	Ag002G205610	NP_001288832.1, NP_001288959.1
OG0007774	Ag002G204910, Ag008G670270	XP_033147195.1, XP_009118835.1
OG0007775	Ag002G204900, Ag008G670240	XP_009118865.1, XP_009142557.1
OG0007776	Ag002G203700	XP_009142425.1, XP_009142627.1
OG0007777	Ag002G203600	XP_033143713.1, XP_009142420.1
OG0007778	Ag002G203090	XP_009133765.1, XP_009142678.1
OG0007779	Ag002G202940	XP_033146820.1, XP_033146348.1
OG0007780	Ag002G202920	XP_009142405.1, XP_033146816.1
OG0007781	Ag002G202910	XP_009142403.1, XP_009143207.1
OG0007782	Ag002G202840	XP_009133760.2, XP_009142401.1
OG0007783	Ag002G202830	XP_009133757.1, XP_009142395.2
OG0007784	Ag002G202720	XP_009142380.1, XP_033146972.1
OG0007785	Ag002G202150	XP_009133741.1, XP_009143160.1
OG0007786	Ag002G201580	XP_033146222.1, XP_009143137.1
OG0007787	Ag002G200530	XP_033148375.1, XP_009142287.1
OG0007788	Ag002G199400	XP_009143024.1, XP_033144395.1
OG0007789	Ag002G198720	XP_009142997.1, XP_009133659.1
OG0007790	Ag002G198610	XP_009133653.2, XP_009142240.1
OG0007791	Ag002G198400	XP_009142978.1, XP_009142235.1
OG0007792	Ag002G195790	XP_033148301.1, XP_033144306.1
OG0007793	Ag002G194740	XP_009142074.3, XP_009142851.1
OG0007795	Ag002G193310	XP_009142046.1, XP_009142812.2
OG0007796	Ag006G491410	XP_009130642.1
OG0007797	Ag006G491670	XP_009125424.2, XP_033139522.1, XP_033139517.1, XP_009130658.2
OG0007798	Ag006G491970	XP_018510738.2, XP_009147453.1
OG0007799	Ag006G492300	XP_033139515.1, XP_009130668.1, XP_009125432.1
OG0007800	Ag006G492440	XP_009130674.1, XP_033137586.1
OG0007801	Ag006G493240	XP_009122782.2, XP_009130700.2
OG0007802	Ag006G493030	XP_009122776.1, XP_009130706.1
OG0007803	Ag006G493400	XP_009130708.1, XP_009122770.1
OG0007804	Ag006G493410	XP_018512562.1, XP_009122769.1
OG0007805	Ag006G493830	XP_009122757.1, XP_009125461.1
OG0007806	Ag006G496700	XP_009125522.1
OG0007807	Ag006G494600	XP_009125478.1
OG0007808	Ag006G496630	XP_009122667.2, XP_009130782.2
OG0007809	Ag006G496890	XP_018512290.1, XP_033137434.1
OG0007810	Ag006G497290, Ag006G497280	XP_009125536.1, XP_009122635.1
OG0007811	Ag006G497360, Ag006G497380	XP_009122630.1, XP_009125546.1
OG0007812	Ag002G202070, Ag006G497560	XP_009130805.1
OG0007813	Ag006G497840	XP_009130810.2, XP_033137417.1
OG0007814	Ag008G719530	XP_018512299.1, XP_009120890.1
OG0007815	Ag008G719240	XP_009120866.1, XP_009131748.1
OG0007816	Ag008G719220	XP_018512096.2, XP_033138603.1
OG0007817	Ag008G717680	XP_033141329.1, XP_009120793.1
OG0007818	Ag008G717290	XP_009131814.1, XP_009120772.1
OG0007819	Ag008G716640	XP_009131831.1, XP_033138592.1
OG0007820	Ag008G716580	XP_009120735.1, XP_009131835.1
OG0007822	Ag008G716440	XP_009126504.1, XP_009120724.1
OG0007823	Ag008G716200	XP_009131847.2, XP_009120696.1
OG0007824	Ag008G714850	XP_033144652.1, XP_009120659.2, XP_009103089.2
OG0007825	Ag008G714110	XP_009131891.1, XP_009120647.1
OG0007826	Ag008G712990	XP_009126126.1, XP_018513393.2
OG0007827	Ag008G712740	XP_009126587.1, XP_009120607.1
OG0007828	Ag008G712300	XP_009131911.1, XP_009120585.1
OG0007829	Ag008G711360	XP_009120538.1, XP_009131942.1
OG0007830	Ag008G710490	XP_009120520.1, XP_033140193.1
OG0007831	Ag008G709520	XP_009131978.1, XP_009126673.1
OG0007832	Ag008G700560	XP_033148264.1
OG0007833	Ag008G707470	XP_033142718.1, XP_009120409.1
OG0007834	Ag008G706870	XP_009132026.1, XP_009126726.1
OG0007835	Ag008G729040	XP_009150371.1, XP_009112066.2
OG0007836	Ag002G102940, Ag008G729100, Ag002G102930	XP_009130244.1
OG0007837	Ag008G729110	XP_009150377.1, XP_009112069.2
OG0007838	Ag008G729530	XP_009150402.1, XP_009112083.1
OG0007840	Ag008G730560	XP_009112115.1, XP_009150465.1
OG0007841	Ag008G730610	XP_009150474.2
OG0007842	Ag008G731420	XP_009150536.1
OG0007843	Ag008G731620	XP_009150547.1, XP_009112149.2
OG0007844	Ag008G731850	XP_009112161.1, XP_009150560.1
OG0007845	Ag008G731870	XP_033128207.1, XP_018511850.1
OG0007846	Ag008G732620	XP_009130502.1, XP_009150605.2
OG0007847	Ag008G732660	XP_009150612.1, XP_018512319.1
OG0007848	Ag008G732720	XP_033128186.1
OG0007849	Ag008G733380	XP_009130523.1, XP_009150657.1
OG0007850	Ag008G733390	XP_009150658.1, XP_033140900.1
OG0007851	Ag008G733580	XP_033135172.1
OG0007852	Ag008G733890	NP_001288995.1, XP_033135193.1
OG0007853	Ag008G734210	XP_009115824.1, XP_009112376.2
OG0007854	Ag008G734350	XP_009103434.1
OG0007855	Ag008G734460	XP_009103443.1, XP_009112365.1
OG0007856	Ag008G734870	XP_009112336.2
OG0007857	Ag001G099870	XP_009112305.2, XP_009103526.2
OG0007858	Ag001G059490, Ag001G059290	XP_009136591.1, XP_009115791.1
OG0007859	Ag001G099520	XP_009112298.1, XP_009103535.1
OG0007860	Ag006G516910	XP_009134534.1, XP_009111468.1
OG0007861	Ag006G517030	XP_009134543.2, XP_009111474.2
OG0007862	Ag006G516500	XP_009134526.1, XP_009111448.1
OG0007863	Ag006G515540	XP_009111413.1, XP_033142098.1
OG0007864	Ag006G515470	XP_009134500.1, XP_009111407.1
OG0007865	Ag006G514630	XP_009128512.1, XP_009111382.1
OG0007866	Ag006G513780	XP_009111347.1, XP_009134475.1
OG0007867	Ag006G512480	XP_009111317.1, XP_009134446.1
OG0007868	Ag006G511650	XP_009144580.1, XP_033134642.1
OG0007869	Ag006G511480	XP_009111302.1
OG0007870	Ag006G511210	XP_009111296.1, XP_009111297.1
OG0007871	Ag006G509570	XP_018512841.1
OG0007872	Ag006G508640, Ag006G508060, Ag006G508630	XP_009111257.2
OG0007873	Ag007G599380	XP_009122234.1, XP_009134378.1
OG0007874	Ag007G599110	XP_009134368.1, XP_009122046.2
OG0007875	Ag007G586700	XP_009123934.1, XP_009101731.1
OG0007876	Ag007G587140, Ag007G587150	XP_009101753.1
OG0007877	Ag007G588070	XP_009101794.1, XP_009123880.1
OG0007878	Ag007G588120	XP_009141314.1, XP_009143860.1
OG0007879	Ag007G588170	XP_009141311.1, XP_009143862.1
OG0007880	Ag007G589390	XP_009132835.1, XP_009143966.1
OG0007881	Ag007G589310	XP_009132839.1
OG0007882	Ag007G589290	XP_009132840.1, XP_009143961.1
OG0007883	Ag007G588650	XP_009132892.1, XP_009143912.2
OG0007884	Ag007G589430	XP_009132845.1
OG0007885	Ag007G590560	XP_018514509.2, XP_009141191.2
OG0007886	Ag007G591400	XP_009141143.1
OG0007887	Ag007G591560	XP_009141133.1, XP_009144251.1
OG0007888	Ag007G591800	XP_009141121.2, XP_033148186.1
OG0007889	Ag007G591840	XP_009141117.2
OG0007890	Ag004G305650	XP_009119050.1
OG0007891	Ag007G591980	XP_009132756.1, XP_009141109.2
OG0007892	Ag007G592340	XP_009132742.1, XP_009144295.1
OG0007893	Ag007G592530, Ag007G592540	XP_009141061.1, XP_009132728.1
OG0007894	Ag007G592600	XP_009141058.1
OG0007895	Ag007G592770	XP_033142569.1, XP_033148185.1
OG0007896	Ag004G306310	XP_009110959.1
OG0007897	Ag007G593390	XP_009132711.2, XP_009144333.2
OG0007898	Ag007G595130	XP_009140942.1, XP_009103714.1
OG0007899	Ag007G595140	XP_009140941.1, XP_009103713.1
OG0007900	Ag007G595690	XP_009133878.1, XP_009103690.1
OG0007901	Ag007G595750	XP_009103685.1, XP_009140902.1
OG0007902	Ag007G595900	XP_009140893.1, XP_009103672.1
OG0007903	Ag007G596460	XP_009140832.1, XP_009133883.1
OG0007904	Ag007G597700	XP_009103572.1, XP_009140756.1
OG0007905	Ag007G597980	XP_009103556.3, XP_009140749.1
OG0007906	Ag006G504490, Ag004G381330, Ag006G504510	XP_009122250.1
OG0007907	Ag006G526490	XP_009133939.1, XP_009117012.1
OG0007908	Ag006G527230	XP_009117027.1, XP_009140735.2
OG0007909	Ag003G251380	XP_009143398.1, XP_009137656.2
OG0007910	Ag002G203620	XP_009137638.1, XP_009143098.1
OG0007911	Ag007G615670	XP_009126005.1, XP_009121636.1
OG0007912	Ag001G100430	XP_009134610.1, XP_009147443.1
OG0007913	Ag007G613300	XP_033143152.1, XP_033137834.1, XP_009125964.1
OG0007914	Ag002G146970	XP_009133903.1
OG0007915	Ag003G248460	XP_009142368.1, XP_009137599.1
OG0007916	Ag005G490370	XP_009117666.1, XP_009147406.1
OG0007917	Ag005G490300	XP_009147400.1
OG0007918	Ag007G617840	XP_009121588.1, XP_009131456.1
OG0007919	Ag005G489950	XP_009147379.1, XP_033144677.1
OG0007920	Ag005G489540	XP_009117953.2, XP_009147357.1
OG0007921	Ag005G489020	XP_009134708.1, XP_033139619.1
OG0007922	Ag005G488580	XP_009118592.1
OG0007923	Ag005G488450	XP_009147309.1, XP_009118618.1
OG0007924	Ag005G488100	XP_009119053.1, XP_009130332.2
OG0007925	Ag005G487590	XP_009130365.1, XP_009119259.2
OG0007926	Ag005G486800	XP_009134740.2, XP_009130383.2
OG0007927	Ag005G486100	XP_009130422.1, XP_009125009.1
OG0007928	Ag005G485160	XP_009124189.1, XP_009134781.1
OG0007929	Ag005G484990	XP_009124981.1, NP_001288939.1
OG0007930	Ag005G484750	XP_009124207.1, XP_009134793.1
OG0007931	Ag005G484430	XP_033147774.1, XP_018513427.2
OG0007932	Ag005G484600	XP_009147297.2
OG0007933	Ag005G484260	XP_009147269.1
OG0007934	Ag005G484190	XP_009147266.1, XP_009134812.1
OG0007935	Ag005G484040	XP_009124077.1, XP_009147251.1
OG0007936	Ag005G483480	XP_009124019.2, XP_009134828.1
OG0007937	Ag005G483620	XP_009134824.1, XP_009147237.1
OG0007938	Ag005G483090	XP_009124864.1, XP_018512512.1
OG0007939	Ag005G482540	XP_009134861.1
OG0007940	Ag005G482370	XP_009134867.1, XP_009129631.1
OG0007941	Ag005G482150	XP_009134874.1, XP_009129644.1
OG0007942	Ag005G481410	XP_009134901.1, XP_033147482.1
OG0007943	Ag005G481320	XP_033146773.1, XP_009147152.2
OG0007944	Ag005G481310	XP_009124836.1, XP_018514259.1
OG0007945	Ag005G481290	XP_009124811.1, XP_009147149.1
OG0007946	Ag005G481260	XP_009124789.1, XP_009147144.1
OG0007947	Ag005G481250	XP_009147142.1, XP_009124799.1
OG0007948	Ag007G642860	XP_009111858.1, XP_009129752.1
OG0007949	Ag005G480410	XP_009124480.1
OG0007950	Ag005G480190	XP_009147086.1, XP_009134961.2
OG0007951	Ag005G479530	XP_009147063.1
OG0007952	Ag005G479370	XP_009147044.2, XP_033146603.1
OG0007953	Ag005G479270	XP_009147036.1, XP_018512056.2
OG0007954	Ag005G479260	XP_018511772.2
OG0007955	Ag005G479050	XP_009124024.1, XP_009147012.1
OG0007956	Ag005G478860	XP_009147002.1, XP_009135021.1
OG0007957	Ag005G478450	XP_009135088.1, XP_033133401.1
OG0007958	Ag002G185390	XP_009133419.2, XP_033146931.1
OG0007960	Ag002G185190	XP_009133411.2, XP_009143242.2
OG0007961	Ag002G184670	XP_033146499.1, XP_009143263.1
OG0007962	Ag002G184000	XP_009141846.1, XP_009143277.1
OG0007963	Ag002G181790	XP_009143308.1
OG0007964	Ag002G178170	XP_009141765.1, XP_009133301.1
OG0007965	Ag002G165750	XP_009141557.1, XP_009143619.1
OG0007967	Ag002G166250	XP_009141569.1, XP_009143606.1
OG0007968	Ag002G167270	XP_033146125.1, XP_033143079.1
OG0007969	Ag002G167410	XP_009141600.2, XP_009143582.2
OG0007970	Ag002G168130	XP_033146365.1
OG0007971	Ag002G169680	XP_009143545.1, XP_009133104.1
OG0007972	Ag002G170110	XP_009143540.1, XP_009143541.2
OG0007973	Ag002G170830	XP_018512542.1, XP_009143528.1
OG0007974	Ag002G171280	XP_009141637.1
OG0007975	Ag002G203220, Ag002G172890	XP_033147985.1
OG0007976	Ag002G173610	XP_009141681.1, XP_009143458.1
OG0007977	Ag002G173840	XP_033146005.1, XP_033146947.1
OG0007978	Ag002G174590	XP_009133213.1
OG0007979	Ag002G175270	XP_009143424.1, XP_009141721.1
OG0007980	Ag002G175610	XP_009133240.1, XP_009143406.2
OG0007981	Ag002G176290	XP_009133250.1, XP_009141735.1
OG0007982	Ag002G164760, Ag005G452470	XP_009141521.1, XP_009133043.1
OG0007984	Ag004G324810	XP_009149061.2, XP_009117770.1
OG0007985	Ag004G325460	XP_009110443.2
OG0007986	Ag004G328550	XP_009149234.1, XP_009117641.1
OG0007987	Ag004G329700	XP_009110354.1, XP_009117617.1
OG0007988	Ag004G329460	XP_009149267.1, XP_009110358.1
OG0007989	Ag004G329790	XP_009149278.1, XP_009117616.1
OG0007990	Ag004G329830	XP_033136946.1, XP_009149279.1
OG0007991	Ag004G329990	XP_033132670.1, XP_009149289.1
OG0007992	Ag004G330300	XP_009110333.2, XP_009117603.1
OG0007993	Ag004G330390	XP_009117604.1, XP_009149355.2
OG0007994	Ag004G331070	XP_009110314.1, XP_009149366.1
OG0007995	Ag004G331980, Ag006G574290	XP_009110287.1, XP_009149402.1
OG0007996	Ag004G332000	XP_009110284.2, XP_009149405.1
OG0007997	Ag004G332210	XP_009149432.1, XP_009117539.1
OG0007998	Ag004G332250, Ag006G503460	XP_009149436.1, XP_009110273.1
OG0007999	Ag004G332970	XP_033132467.1
OG0008000	Ag004G332980	XP_009110253.1, XP_009149481.1
OG0008001	Ag004G333300	XP_009110248.1, XP_009103372.1
OG0008002	Ag004G333800	XP_009149505.1, XP_009110237.1
OG0008003	Ag004G333970	XP_009103346.1, XP_033128067.1
OG0008004	Ag004G335280	XP_009110209.1, XP_009149562.1
OG0008005	Ag003G220380	XP_009106309.1
OG0008006	Ag004G335650	XP_009103313.1
OG0008007	Ag004G336700	XP_009149653.2, XP_033131457.1
OG0008008	Ag004G336970	XP_009149661.2, XP_009103294.1
OG0008009	Ag004G337040	XP_009110183.1, XP_009149663.1
OG0008010	Ag003G218820	NP_001288901.1, XP_009104631.1
OG0008011	Ag004G337080	XP_009103293.1, XP_009149667.1
OG0008012	Ag004G337430	XP_009149675.1, XP_009110180.1
OG0008013	Ag004G337610	XP_009149683.1, XP_009103287.2
OG0008014	Ag004G339000	XP_009103249.1, XP_009145359.1
OG0008015	Ag004G339200	XP_009103243.1, XP_009145348.1
OG0008016	Ag004G339690	XP_009123117.1
OG0008017	Ag004G339880	XP_009110132.1, XP_009103228.2
OG0008018	Ag004G341290	XP_009115566.1, XP_009103204.1
OG0008019	Ag003G242200	XP_018510322.2, XP_018508274.1
OG0008021	Ag003G243440	XP_033132531.1, XP_009115454.1
OG0008022	Ag003G247630	XP_009109896.2, XP_009115342.1
OG0008023	Ag003G247620	XP_033130308.1, XP_009115341.2
OG0008024	Ag005G441500	XP_009103072.1, XP_009109887.1
OG0008026	Ag003G246900	XP_009103036.1, XP_009113803.1
OG0008027	Ag004G308780	XP_009113779.2, XP_009102991.1
OG0008028	Ag003G246030	XP_009109824.1, XP_009102993.1
OG0008030	Ag008G712790	XP_033142228.1, XP_009137784.1
OG0008031	Ag004G302330	XP_009137434.1, XP_009137855.1
OG0008032	Ag006G530470	XP_009109250.1, XP_009137933.1
OG0008033	Ag006G511660	XP_009137449.2, XP_009138101.1
OG0008034	Ag006G529520	XP_009137457.1, XP_009138224.1
OG0008035	Ag007G598730	XP_009138797.1, XP_009137492.1
OG0008036	Ag007G598840	XP_009138887.1, XP_009137497.1
OG0008037	Ag007G586210	XP_033143022.1, XP_009139038.1
OG0008038	Ag007G586150	XP_009139133.2, XP_009137514.1
OG0008039	Ag007G586120	XP_009139151.1, XP_009137516.1
OG0008040	Ag001G076890, Ag005G478930	XP_033144259.1, XP_009143998.1
OG0008041	Ag003G252950	XP_009109120.1, XP_009144053.2
OG0008042	Ag006G526700	XP_009133952.1
OG0008043	Ag006G527010	XP_009140566.1, XP_009117111.1
OG0008044	Ag006G524850	XP_033145346.1
OG0008045	Ag006G523940	XP_009117285.1, XP_009140461.1
OG0008046	Ag003G231750	XP_009104771.2, XP_009106086.2
OG0008047	Ag006G523570	XP_009117331.1, XP_009140388.1
OG0008049	Ag006G523370	XP_009140383.1, XP_009117337.1
OG0008050	Ag006G523180	XP_009140367.1, XP_009112510.1
OG0008051	Ag006G523110	XP_018514207.1, XP_033134504.1
OG0008052	Ag006G522230	XP_009140320.1, XP_009117357.1
OG0008053	Ag003G294770, Ag006G521900	XP_009117365.1, XP_009140308.1
OG0008055	Ag006G521290	XP_009140282.1, XP_009117402.1
OG0008056	Ag006G520820	XP_018514038.1, XP_009117419.2
OG0008057	Ag006G520780	XP_009117424.1
OG0008058	Ag005G402650, Ag005G403040, Ag002G163570	XP_009117437.1
OG0008059	Ag004G322580	XP_033135635.1
OG0008060	Ag004G322370	XP_009117856.1, XP_009148889.1
OG0008061	Ag004G322350	XP_009148887.1
OG0008062	Ag004G321980	XP_009148876.2, XP_009110513.2
OG0008063	Ag004G321560	XP_009148867.1, XP_009117874.1
OG0008064	Ag004G321050	XP_009117890.1, XP_033128036.1
OG0008065	Ag004G320720	XP_033128054.1, XP_009117902.1
OG0008066	Ag004G319280	XP_009110563.1, XP_033134935.1
OG0008067	Ag004G319450	XP_018515368.2, XP_009117948.1
OG0008068	Ag004G318670	XP_009117978.2, XP_009123953.2
OG0008070	Ag004G317210	XP_009110604.1, XP_009148548.1
OG0008071	Ag004G317200	XP_009148549.1, XP_033133759.1
OG0008072	Ag004G316210	XP_009110631.1
OG0008073	Ag004G315960	XP_009148584.1, XP_009110641.2
OG0008074	Ag004G315790	XP_009110649.1, XP_009148593.1
OG0008075	Ag004G315200	XP_009110678.1, XP_009148619.2
OG0008076	Ag004G314800	XP_009110691.2, XP_009118169.2
OG0008077	Ag004G314780	XP_018514935.1
OG0008078	Ag004G314270	XP_009118184.2, XP_033133761.1
OG0008079	Ag004G313980	XP_009148485.1, XP_009118187.1
OG0008080	Ag004G313900	XP_009148481.1
OG0008081	Ag004G312280	XP_033135548.1, XP_009148403.1
OG0008082	Ag004G311840	XP_009148366.1, XP_009118257.1
OG0008083	Ag004G311380	XP_009148339.1
OG0008084	Ag004G311250	XP_009118267.1, XP_009148335.1
OG0008085	Ag004G310610	XP_033133419.1, XP_009148279.1
OG0008086	Ag001G075280	XP_009139237.1, XP_033131980.1
OG0008087	Ag004G308970	XP_033132320.1, XP_009148230.1
OG0008088	Ag004G308670	XP_009148109.1, XP_009110886.2
OG0008089	Ag004G308690	XP_009110885.1, XP_009148111.1
OG0008090	Ag004G307170	XP_033137500.1, XP_009110938.2
OG0008091	Ag004G306590	XP_009118458.1, XP_009118981.1
OG0008092	Ag004G306240	XP_009110963.1, XP_009119001.1
OG0008093	Ag004G305690	XP_009119049.1, XP_009118533.2
OG0008094	Ag004G305920	XP_033137783.1, XP_009118479.1
OG0008095	Ag004G305750	XP_018511221.1, XP_009110978.1
OG0008096	Ag004G305680	XP_009119048.2, XP_009110979.1
OG0008098	Ag004G305600	XP_009118535.2, XP_009119057.2
OG0008100	Ag004G305170	XP_033132331.1, XP_009119088.1
OG0008101	Ag004G304880	XP_009119113.1, NP_001288894.1
OG0008102	Ag004G304400	XP_009111046.1, XP_009118579.1
OG0008103	Ag004G303280	XP_009119213.2, XP_009111068.2
OG0008104	Ag007G612290	XP_009125938.3, XP_009121736.1
OG0008105	Ag004G302620	XP_009118632.1, XP_009119280.1
OG0008106	Ag004G302490	XP_009111102.1, XP_009118647.1
OG0008107	Ag004G302460	XP_009111104.1, XP_009119300.1
OG0008108	Ag005G459720, Ag004G302180	XP_009118659.3, XP_009119326.1
OG0008109	Ag004G301150	XP_033138343.1
OG0008110	Ag004G301170	XP_009119530.1, XP_009111151.1
OG0008111	Ag004G301180	XP_009111150.1, XP_009119529.1
OG0008112	Ag001G013580, Ag004G301230	XP_009119523.1, XP_033132218.1
OG0008113	Ag004G301610, Ag004G301600	XP_009111141.1, XP_009119361.1
OG0008114	Ag004G304450, Ag004G300620	XP_009119566.3, XP_009118703.1
OG0008115	Ag004G300410	XP_009111163.1, XP_009119569.1
OG0008116	Ag004G300280	XP_009118712.1, XP_009111168.1
OG0008117	Ag004G299900	XP_033134971.1, XP_009119604.1
OG0008118	Ag004G299340	XP_009111200.1, XP_009119635.1
OG0008119	Ag004G299410	XP_009119631.3
OG0008119	Ag004G299390	XP_009118770.1
OG0008120	Ag004G299420	XP_009119780.2, XP_033138358.1, XP_033134977.1
OG0008121	Ag004G299250	XP_033138342.1
OG0008122	Ag004G298740	XP_009119673.1, XP_009118794.1
OG0008123	Ag004G297990, Ag003G245080	XP_009119715.1, XP_009118826.2
OG0008124	Ag006G518810, Ag006G518850	XP_009111538.1
OG0008125	Ag004G297340	XP_009119756.1, XP_009118861.2
OG0008126	Ag007G614070	XP_009131407.1, XP_009125976.1
OG0008127	Ag007G613560	XP_009121682.1, XP_009131391.1
OG0008128	Ag007G615310	XP_009125998.1, XP_009131421.1
OG0008129	Ag007G615320	XP_009121638.2, XP_033139891.1
OG0008130	Ag007G615870	XP_018512367.1, XP_018512972.1, XP_009121630.1
OG0008131	Ag007G619160	XP_009121563.2, XP_009126057.1
OG0008132	Ag007G618990	XP_009126054.1, XP_009121568.1
OG0008133	Ag007G618970, Ag007G618980	XP_009131471.1, XP_009121569.1
OG0008134	Ag007G621150	XP_009121514.2
OG0008135	Ag007G622350	XP_009131540.1, XP_009126113.2
OG0008136	Ag007G622460	XP_009126123.1, XP_009121486.1
OG0008137	Ag007G622600	XP_009121478.1, XP_009131547.2
OG0008138	Ag007G623040	XP_033138576.1, XP_009126128.1
OG0008139	Ag007G624110	XP_009121422.1, XP_009126153.1
OG0008140	Ag007G625480	XP_018512043.1, XP_009107517.1
OG0008141	Ag007G626960	XP_009126204.1, XP_009121060.1
OG0008142	Ag007G627920	XP_033141640.1, XP_009121047.1
OG0008143	Ag007G628020	XP_009121045.1, XP_009126214.1
OG0008144	Ag006G567770	XP_009131618.1, XP_009121038.2
OG0008145	Ag007G631440	XP_009131642.2, XP_009120998.1
OG0008146	Ag006G492720, Ag007G630750	XP_033138245.1
OG0008147	Ag007G630610	XP_009120971.1, XP_009126253.1
OG0008149	Ag007G629740	XP_018512579.2, XP_009120947.1
OG0008150	Ag007G629440	XP_009126287.1, XP_033137452.1
OG0008151	Ag007G631920	XP_009126292.1, XP_009120925.1
OG0008152	Ag007G632090	XP_009120924.1
OG0008153	Ag007G632180	XP_009120919.1, XP_009126294.2
OG0008154	Ag007G632600	XP_009126301.2
OG0008155	Ag007G633860	XP_009120897.1, XP_009131733.1
OG0008156	Ag007G633900	XP_009111693.1, XP_009151131.1
OG0008157	Ag007G634220	XP_009129922.1
OG0008158	Ag007G634230	XP_009111698.1
OG0008159	Ag007G634510	XP_009129928.1, XP_009151141.1
OG0008160	Ag007G635220	XP_009151505.2, XP_009111721.1
OG0008161	Ag007G636140	XP_009151180.1
OG0008162	Ag007G636490	XP_009129879.1, XP_009151186.1
OG0008163	Ag007G636750	XP_009129869.2, XP_009151195.2
OG0008164	Ag007G637120	XP_009151213.1, XP_009111941.1
OG0008165	Ag007G641220	XP_009111917.1, XP_009151281.1
OG0008168	Ag007G643610	XP_033129660.1, XP_009129746.1
OG0008170	Ag007G612480	XP_009125943.1, XP_009121730.1
OG0008171	Ag007G643130, Ag002G108610	XP_033129727.1, XP_009111847.1
OG0008172	Ag007G612150	XP_033139752.1, XP_009121741.1
