Orthogroup	Alyssum_gmelinii	Cardamine_hirsuta
OG0005644	Ag008G684860	CARHR266070
OG0005645	Ag008G693760	CARHR268140
OG0005646	Ag008G694880	CARHR268500
OG0005647	Ag008G696760	CARHR269310
OG0005648	Ag008G698020	CARHR218680, CARHR269650
OG0005649	Ag008G699510	CARHR270150
OG0005650	Ag008G701510	CARHR270850
OG0005651	Ag008G702510	CARHR271180
OG0005652	Ag008G704530	CARHR271580
OG0005653	Ag008G705190	CARHR271870
OG0005654	Ag007G644150	CARHR184340
OG0005655	Ag007G611410	CARHR200150
OG0005656	Ag007G611340	CARHR200200
OG0005657	Ag007G610230	CARHR200440
OG0005659	Ag007G608050	CARHR201420
OG0005660	Ag007G608010	CARHR201460
OG0005661	Ag007G607890	CARHR201520
OG0005662	Ag007G607210	CARHR201910
OG0005663	Ag007G602190, Ag007G602200	CARHR204040
OG0005665	Ag007G600810	CARHR205030
OG0005666	Ag006G577850	CARHR223810
OG0005667	Ag006G577620	CARHR224050
OG0005668	Ag002G120510	CARHR174520
OG0005669	Ag003G268430, Ag006G571280	CARHR226170
OG0005670	Ag006G571130	CARHR226250
OG0005671	Ag006G569090	CARHR226610
OG0005672	Ag006G568890	CARHR226640
OG0005673	Ag006G564130	CARHR227810
OG0005674	Ag006G553530	CARHR229160
OG0005675	Ag006G551570	CARHR229640
OG0005676	Ag006G551270	CARHR229770
OG0005677	Ag004G381020, Ag003G238270	CARHR231030
OG0005678	Ag006G536070	CARHR033800
OG0005680	Ag007G583360	CARHR027800
OG0005681	Ag007G582130	CARHR028720
OG0005682	Ag007G581900	CARHR028940
OG0005683	Ag002G113240, Ag013G741610, Ag007G579790	CARHR030370
OG0005684	Ag003G286550	CARHR244080
OG0005685	Ag003G287930	CARHR244510
OG0005686	Ag003G288630	CARHR244760
OG0005687	Ag003G289580	CARHR245290
OG0005688	Ag006G523710	CARHR114490
OG0005689	Ag003G292090	CARHR246180
OG0005690	Ag003G292390	CARHR246310, CARHR246300
OG0005691	Ag003G293340	CARHR246760
OG0005692	Ag003G293520	CARHR246890
OG0005693	Ag003G294910	CARHR247300
OG0005694	Ag003G294930	CARHR247310
OG0005695	Ag007G646830	CARHR214230
OG0005696	Ag007G578510	CARHR031460
OG0005697	Ag002G162890	CARHR129400
OG0005698	Ag002G160490, Ag005G478620, Ag003G287010	CARHR128440
OG0005699	Ag007G657170	CARHR180610
OG0005700	Ag003G256640	CARHR200450
OG0005701	Ag003G259260	CARHR180650, CARHR180660
OG0005702	Ag007G584330	CARHR036580
OG0005703	Ag002G143060	CARHR253960
OG0005704	Ag004G317870	CARHR253560
OG0005705	Ag002G104300, Ag002G104230, Ag002G104180	CARHR176570, CARHR176550
OG0005706	Ag002G104210	CARHR176580, CARHR176560
OG0005707	Ag002G111590, Ag002G108070	CARHR175860
OG0005708	Ag002G113560, Ag002G109930, Ag002G113600	CARHR175410
OG0005709	Ag002G118420	CARHR174880
OG0005710	Ag002G123470	CARHR173790
OG0005711	Ag002G123480	CARHR173780
OG0005712	Ag002G123600	CARHR173640
OG0005713	Ag002G123570	CARHR173670
OG0005714	Ag001G044280, Ag001G046520	CARHR216810
OG0005715	Ag001G038890	CARHR219090
OG0005716	Ag001G035590	CARHR221230, CARHR221240
OG0005717	Ag005G441250	CARHR097580
OG0005718	Ag002G206220	CARHR143100
OG0005719	Ag002G205930	CARHR142850
OG0005720	Ag002G205640	CARHR142670
OG0005721	Ag002G204260	CARHR142130
OG0005722	Ag001G095860	CARHR172190
OG0005723	Ag002G203290	CARHR195690
OG0005724	Ag001G095250	CARHR172000
OG0005725	Ag002G202170	CARHR140920
OG0005726	Ag001G093830	CARHR171360
OG0005727	Ag002G201750	CARHR140680
OG0005728	Ag002G200870	CARHR140180
OG0005730	Ag002G199870	CARHR139880
OG0005731	Ag002G199140	CARHR139500
OG0005732	Ag002G199110	CARHR139470
OG0005733	Ag002G197140	CARHR138560
OG0005734	Ag002G196850	CARHR138420
OG0005735	Ag002G194460	CARHR137560
OG0005736	Ag002G191020	CARHR136620
OG0005737	Ag006G492680, Ag004G360330	CARHR211300
OG0005738	Ag006G492970	CARHR211110
OG0005739	Ag008G719760	CARHR187480
OG0005740	Ag008G719750	CARHR187170
OG0005741	Ag008G719700	CARHR193370
OG0005742	Ag008G719140	CARHR193140
OG0005743	Ag001G011680	CARHR041240
OG0005744	Ag008G717490	CARHR192090
OG0005745	Ag008G717150	CARHR192050
OG0005746	Ag008G715600	CARHR191330
OG0005747	Ag008G714810	CARHR191070
OG0005748	Ag008G714500, Ag008G714520, Ag007G592660	CARHR190980
OG0005749	Ag008G712560	CARHR274320
OG0005750	Ag008G711580	CARHR274000, CARHR181070
OG0005751	Ag008G706320, Ag008G707040	CARHR272860
OG0005752	Ag008G730300	CARHR277760
OG0005753	Ag002G196180, Ag008G730440	CARHR277800
OG0005754	Ag008G731550	CARHR287460, CARHR278590
OG0005755	Ag008G731660	CARHR278680
OG0005756	Ag008G732540	CARHR279090
OG0005757	Ag001G100150	CARHR281030
OG0005758	Ag001G100000	CARHR281160
OG0005759	Ag006G516900	CARHR248900
OG0005760	Ag006G517310	CARHR148180, CARHR248540
OG0005761	Ag006G516380	CARHR249040
OG0005762	Ag006G516120	CARHR249090
OG0005763	Ag006G514180	CARHR250100
OG0005764	Ag006G509530	CARHR251070
OG0005765	Ag007G599070	CARHR152490, CARHR251690
OG0005766	Ag007G598850	CARHR251780
OG0005767	Ag007G586610	CARHR178900
OG0005768	Ag007G586630	CARHR178950
OG0005769	Ag004G301800	CARHR003220
OG0005770	Ag007G586950	CARHR179220
OG0005771	Ag007G588080	CARHR127480
OG0005772	Ag007G588090	CARHR127470
OG0005773	Ag007G589020	CARHR126610
OG0005774	Ag007G590170	CARHR125750, CARHR125740
OG0005775	Ag007G592800	CARHR123500
OG0005776	Ag007G593430	CARHR123270
OG0005777	Ag007G595020	CARHR122000
OG0005779	Ag007G596210	CARHR120820
OG0005780	Ag007G597380	CARHR119550, CARHR119560
OG0005781	Ag007G597370	CARHR119660
OG0005782	Ag003G276650	CARHR241300
OG0005784	Ag007G613140	CARHR199370
OG0005785	Ag005G490280	CARHR075910
OG0005786	Ag005G489790	CARHR076240
OG0005787	Ag005G489550, Ag008G702190	CARHR076330
OG0005788	Ag005G489480	CARHR076390
OG0005790	Ag005G482710	CARHR080330
OG0005791	Ag005G481270	CARHR081130
OG0005792	Ag005G480910	CARHR081330
OG0005793	Ag005G480810	CARHR081420
OG0005794	Ag005G480730	CARHR081490
OG0005795	Ag005G479470	CARHR082270
OG0005796	Ag003G285170	CARHR050920
OG0005797	Ag005G479200	CARHR082510, CARHR103500
OG0005798	Ag005G478760	CARHR082900
OG0005799	Ag002G186660	CARHR135540
OG0005800	Ag002G185370, Ag001G066020	CARHR135200
OG0005801	Ag002G172500	CARHR132110
OG0005802	Ag002G181510	CARHR134320
OG0005803	Ag002G169440	CARHR131350
OG0005804	Ag001G072720	CARHR163420
OG0005805	Ag002G171960	CARHR132210
OG0005806	Ag002G172960	CARHR131950
OG0005807	Ag008G723350	CARHR131850
OG0005808	Ag002G175680	CARHR132870
OG0005809	Ag002G177760	CARHR133340
OG0005810	Ag002G177330	CARHR133240
OG0005811	Ag002G176750	CARHR133160
OG0005812	Ag004G322910	CARHR015890
OG0005813	Ag004G324910	CARHR016850
OG0005814	Ag004G324970	CARHR016900
OG0005815	Ag004G325370	CARHR017130
OG0005816	Ag004G325510	CARHR017250
OG0005817	Ag004G326840, Ag004G326360	CARHR017670
OG0005818	Ag003G237620	CARHR066070
OG0005819	Ag004G328420, Ag004G328430	CARHR018410
OG0005820	Ag004G332450	CARHR020160
OG0005821	Ag004G334290	CARHR020920
OG0005822	Ag004G334610	CARHR021080
OG0005823	Ag004G337950	CARHR022190
OG0005824	Ag004G339640	CARHR022830
OG0005825	Ag003G242210	CARHR023890
OG0005826	Ag003G242590	CARHR024200
OG0005827	Ag003G242900, Ag003G236970	CARHR024370
OG0005828	Ag007G613270	CARHR199260
OG0005829	Ag001G041230	CARHR134200
OG0005830	Ag003G277720, Ag001G024510	CARHR027050
OG0005831	Ag003G247000, Ag007G636330, Ag002G190310	CARHR231830
OG0005832	Ag008G722390	CARHR115570
OG0005833	Ag007G598640	CARHR232370, CARHR152750, CARHR152770, CARHR152760
OG0005834	Ag007G598710	CARHR232430
OG0005835	Ag007G586160	CARHR232720
OG0005836	Ag006G524580	CARHR118200
OG0005837	Ag008G723460	CARHR189740
OG0005838	Ag004G322430	CARHR015600
OG0005839	Ag004G321270	CARHR015240
OG0005840	Ag004G319490	CARHR014330
OG0005841	Ag004G317930	CARHR013740
OG0005842	Ag004G316760	CARHR013150
OG0005843	Ag004G316400	CARHR012990
OG0005844	Ag004G315980	CARHR012820
OG0005845	Ag004G315530	CARHR012570
OG0005846	Ag004G315340	CARHR012470
OG0005847	Ag004G314830	CARHR012200
OG0005849	Ag004G313570, Ag004G307670	CARHR011560
OG0005850	Ag004G313560	CARHR011550
OG0005851	Ag004G312220	CARHR005840
OG0005852	Ag004G312020	CARHR053060
OG0005853	Ag004G310970, Ag007G611090	CARHR010080
OG0005854	Ag004G310420	CARHR009580
OG0005855	Ag004G309860	CARHR009290
OG0005856	Ag004G308790	CARHR008580
OG0005857	Ag004G308450	CARHR008270
OG0005858	Ag004G307800	CARHR007770
OG0005859	Ag004G307440	CARHR007510, CARHR007500
OG0005860	Ag004G307150	CARHR007290
OG0005861	Ag004G306270	CARHR006780, CARHR006770
OG0005862	Ag004G302880	CARHR004070
OG0005863	Ag004G302820	CARHR004060
OG0005864	Ag007G624470, Ag004G326280, Ag004G302710	CARHR004000
OG0005865	Ag004G300190	CARHR002390
OG0005866	Ag004G299360	CARHR001740
OG0005867	Ag004G298820	CARHR001420
OG0005868	Ag004G297890	CARHR000670
OG0005870	Ag007G613950	CARHR198950
OG0005871	Ag007G613320	CARHR199210
OG0005872	Ag007G617340	CARHR198180
OG0005873	Ag007G619300	CARHR197700
OG0005874	Ag007G620620	CARHR197340
OG0005875	Ag007G625760	CARHR195670
OG0005876	Ag007G630600	CARHR194550
OG0005877	Ag007G632520	CARHR193830
OG0005878	Ag007G637330	CARHR185860, CARHR185850, CARHR185840
OG0005879	Ag007G641250	CARHR185530
OG0005880	Ag007G640620	CARHR287830
OG0005881	Ag007G639300	CARHR182170
OG0005882	Ag007G612630, Ag004G349380	CARHR182680
OG0005883	Ag007G643730	CARHR183170
OG0005884	Ag007G612330, Ag007G612340	CARHR199480
OG0005885	Ag006G500530	CARHR207830
OG0005886	Ag008G720250	CARHR187600
OG0005887	Ag008G721670	CARHR188560
OG0005888	Ag008G723330	CARHR189650
OG0005889	Ag008G725030	CARHR274690
OG0005890	Ag008G725880	CARHR275190
OG0005891	Ag008G727070	CARHR275980
OG0005892	Ag008G727640, Ag001G011060	CARHR276220
OG0005893	Ag008G728350	CARHR276570
OG0005894	Ag008G706410	CARHR272610
OG0005895	Ag008G706310	CARHR099100, CARHR272520
OG0005896	Ag008G706140	CARHR272430
OG0005897	Ag008G706070	CARHR272360
OG0005898	Ag008G705890	CARHR272260
OG0005899	Ag005G474160	CARHR085570
OG0005900	Ag008G705410	CARHR272030
OG0005901	Ag001G067040	CARHR161050
OG0005902	Ag001G061210	CARHR159920
OG0005903	Ag008G692240	CARHR158080
OG0005904	Ag001G054980	CARHR156860
OG0005905	Ag002G145070	CARHR034000
OG0005909	Ag004G342620	CARHR291150
OG0005910	Ag007G594920, Ag003G241110	CARHR064760
OG0005911	Ag003G215180	CARHR071480
OG0005912	Ag003G218200	CARHR070830
OG0005913	Ag003G220590	CARHR069970
OG0005914	Ag003G222160	CARHR069760
OG0005915	Ag003G227140	CARHR068570
OG0005916	Ag003G228190	CARHR068330
OG0005917	Ag003G229770	CARHR067940
OG0005918	Ag004G326480	CARHR017780
OG0005919	Ag003G213450	CARHR072150
OG0005920	Ag003G213170	CARHR072230
OG0005921	Ag003G209810	CARHR073740
OG0005922	Ag007G653640, Ag003G208300	CARHR074240
OG0005924	Ag005G470390	CARHR087430
OG0005925	Ag005G469800	CARHR087790
OG0005926	Ag005G468020	CARHR088680
OG0005927	Ag005G465390	CARHR089590
OG0005928	Ag005G465140	CARHR089700
OG0005929	Ag001G007020	CARHR043280
OG0005930	Ag001G008090	CARHR042750
OG0005931	Ag005G457530	CARHR092920
OG0005932	Ag005G454810	CARHR093760
OG0005933	Ag007G655380	CARHR051130
OG0005934	Ag005G460500, Ag005G448800	CARHR095100
OG0005935	Ag005G448140	CARHR095450
OG0005936	Ag005G446460	CARHR095940
OG0005937	Ag005G443890, Ag005G442680	CARHR096930
OG0005938	Ag005G438640, Ag005G438870	CARHR098290
OG0005939	Ag005G438600	CARHR098300
OG0005940	Ag005G437740	CARHR098500
OG0005941	Ag005G434330, Ag005G433470	CARHR099550
OG0005942	Ag005G432390	CARHR099800
OG0005943	Ag005G432300	CARHR099820
OG0005944	Ag005G428760	CARHR100930
OG0005946	Ag008G694090	CARHR217130
OG0005947	Ag005G419820	CARHR284820
OG0005948	Ag007G614330, Ag005G417690	CARHR106940
OG0005949	Ag005G413320, Ag005G412950	CARHR108530
OG0005950	Ag005G411180	CARHR108890
OG0005951	Ag005G406770	CARHR109860
OG0005952	Ag005G405700	CARHR110020
OG0005953	Ag005G402530	CARHR110510
OG0005954	Ag005G403020	CARHR110770
OG0005955	Ag001G000870	CARHR045610
OG0005956	Ag001G001310	CARHR045320
OG0005957	Ag001G006100, Ag005G487760	CARHR043770
OG0005958	Ag001G007180	CARHR224670, CARHR043180
OG0005959	Ag001G008030	CARHR042810
OG0005960	Ag001G024330	CARHR038680
OG0005961	Ag001G024140	CARHR038850
OG0005962	Ag001G027230	CARHR037730
OG0005963	Ag001G031940	CARHR290260
OG0005964	Ag001G068540	CARHR162170
OG0005965	Ag001G065890	CARHR161470
OG0005966	Ag001G076050	CARHR164680
OG0005967	Ag001G080430	CARHR166090
OG0005968	Ag001G081030, Ag005G410260	CARHR166410
OG0005969	Ag001G083180	CARHR167100
OG0005970	Ag001G083560	CARHR167230
OG0005971	Ag001G084950	CARHR167710
OG0005972	Ag001G084980	CARHR167730, CARHR167720
OG0005973	Ag001G089670	CARHR169530
OG0005974	Ag001G094330	CARHR171620
OG0005975	Ag001G095270, Ag001G095410	CARHR096630, CARHR172030
OG0005976	Ag001G095070	CARHR171900
OG0005977	Ag007G622110, Ag001G098890	CARHR291550
OG0005978	Ag001G099030	CARHR291450
OG0005979	Ag001G011610	CARHR041270
OG0005981	Ag001G067220	CARHR161000
OG0005982	Ag001G092080	CARHR170400
OG0005983	Ag002G113510	CARHR175450
OG0005985	Ag002G132160	CARHR290550
OG0005987	Ag003G253000	CARHR235640
OG0005988	Ag003G276480	CARHR241450
OG0005989	Ag004G310930, Ag004G309510	CARHR010050
OG0005990	Ag004G329590, Ag004G329560	CARHR011770, CARHR018730
OG0005991	Ag004G330070	CARHR230170
OG0005992	Ag004G353590	CARHR061040
OG0005993	Ag004G379850, Ag004G396080, Ag004G391540	CARHR067290
OG0005995	Ag005G460290, Ag005G460280	CARHR111390
OG0005996	Ag005G464780	CARHR089890
OG0005997	Ag005G472510	CARHR086160
OG0005999	Ag007G595680	CARHR121430
OG0006000	Ag007G616960	CARHR198310
OG0006001	Ag007G654170	CARHR213810
OG0006002	Ag008G732020	CARHR278960
OG0006016	Ag003G255880	CARHR236680
OG0006017	Ag005G407890	CARHR109660
OG0006018	Ag003G266700, Ag003G265860	CARHR238300
OG0006019	Ag006G524220	CARHR184850
OG0006020	Ag003G263280, Ag003G263700	CARHR238590
OG0006021	Ag004G308270	CARHR008100
OG0006022	Ag003G267990	CARHR239030
OG0006023	Ag003G268270	CARHR239110
OG0006025	Ag007G580880	CARHR029630
OG0006026	Ag003G275840	CARHR241650
OG0006027	Ag003G275460	CARHR241720
OG0006028	Ag003G275430	CARHR241730
OG0006030	Ag003G282380	CARHR242990
OG0006031	Ag003G282780	CARHR243090
OG0006032	Ag003G282830	CARHR243140
OG0006033	Ag008G712550	CARHR274300
OG0006034	Ag007G579280	CARHR030830
OG0006035	Ag007G578320	CARHR031610
OG0006036	Ag007G578020	CARHR031990
OG0006037	Ag001G101150	CARHR032130
OG0006038	Ag001G101340	CARHR223590
OG0006039	Ag001G101990	CARHR222840
OG0006040	Ag004G365040, Ag004G365580	CARHR154190
OG0006041	Ag004G367850	CARHR053940
OG0006042	Ag004G371200	CARHR292010
OG0006043	Ag004G371680	CARHR052630
OG0006044	Ag004G312610	CARHR010990
OG0006045	Ag008G658440, Ag012G741190	CARHR143670
OG0006046	Ag001G074370, Ag004G348260	CARHR218240, CARHR103610
OG0006047	Ag008G658170, Ag012G740870	CARHR143970
OG0006049	Ag002G171780	CARHR144680
OG0006050	Ag004G342820	CARHR291250
OG0006051	Ag008G660890	CARHR145160
OG0006052	Ag006G565660	CARHR145700
OG0006053	Ag001G001500	CARHR146210
OG0006054	Ag004G317150	CARHR013330
OG0006055	Ag008G665180	CARHR146900
OG0006056	Ag008G666940	CARHR147590
OG0006057	Ag008G668480	CARHR148280
OG0006059	Ag008G669160	CARHR148670
OG0006060	Ag008G669420	CARHR148730
OG0006061	Ag004G379780, Ag008G674030	CARHR149640
OG0006063	Ag005G414540	CARHR292610
OG0006064	Ag008G672140	CARHR286610, CARHR286640
OG0006065	Ag007G619470	CARHR152050
OG0006068	Ag004G358200	CARHR058910, CARHR058900, CARHR058870, CARHR058860
OG0006069	Ag004G360390	CARHR057840
OG0006070	Ag004G370230	CARHR057300
OG0006071	Ag004G401230	CARHR046440
OG0006073	Ag004G388820, Ag004G393750	CARHR047670
OG0006074	Ag004G386480	CARHR047910
OG0006075	Ag004G382000	CARHR048650
OG0006076	Ag002G190210	CARHR136370
OG0006077	Ag002G189530	CARHR136220
OG0006078	Ag005G477650, Ag005G476820	CARHR083710
OG0006079	Ag005G475700	CARHR084860
OG0006080	Ag005G474220	CARHR085500
OG0006081	Ag006G504240	CARHR207110
OG0006082	Ag005G471190	CARHR086990
OG0006084	Ag008G699580	CARHR258110
OG0006085	Ag002G192480, Ag008G676540	CARHR256940
OG0006087	Ag007G585560	CARHR233030
OG0006088	Ag008G684750	CARHR265970
OG0006089	Ag003G252850	CARHR235570
OG0006091	Ag008G658460, Ag012G741210	CARHR143650
OG0006092	Ag008G687370	CARHR266860
OG0006093	Ag008G688670, Ag008G689800	CARHR267530
OG0006094	Ag001G057850	CARHR267820
OG0006095	Ag008G693380	CARHR267960
OG0006096	Ag008G693600	CARHR268040
OG0006097	Ag008G694580	CARHR268430
OG0006098	Ag008G696320	CARHR269030
OG0006099	Ag008G700070	CARHR270540
OG0006100	Ag008G703220	CARHR271300
OG0006101	Ag008G703880	CARHR271380
OG0006102	Ag004G323000	CARHR015980
OG0006103	Ag008G705100	CARHR271790
OG0006104	Ag002G169450, Ag004G318910	CARHR038500, CARHR014180
OG0006105	Ag008G705180	CARHR271820
OG0006106	Ag007G609560, Ag006G545220	CARHR200660
OG0006107	Ag007G609450	CARHR200740
OG0006108	Ag007G607490	CARHR201720
OG0006109	Ag007G604520	CARHR202990
OG0006110	Ag007G604220	CARHR203160
OG0006111	Ag007G602520	CARHR203840
OG0006112	Ag007G601770, Ag003G245840	CARHR204320
OG0006113	Ag007G601180	CARHR204700, CARHR204680, CARHR204690
OG0006114	Ag007G600760	CARHR205060
OG0006115	Ag007G600720	CARHR205090
OG0006116	Ag007G600050	CARHR205480
OG0006117	Ag008G726810	CARHR275780
OG0006118	Ag006G577730	CARHR223940
OG0006119	Ag006G577350	CARHR224280
OG0006120	Ag003G218880, Ag006G576720	CARHR224620
OG0006121	Ag006G576480	CARHR224660
OG0006122	Ag006G575030	CARHR225190
OG0006123	Ag006G574860, Ag006G574840	CARHR225250
OG0006124	Ag006G574380	CARHR225400
OG0006125	Ag005G475680	CARHR226340
OG0006126	Ag007G597780	CARHR119140
OG0006127	Ag006G560890	CARHR227140
OG0006128	Ag006G564020	CARHR227730
OG0006129	Ag006G564510	CARHR227920
OG0006130	Ag006G565960	CARHR228340
OG0006131	Ag006G555720	CARHR228780
OG0006132	Ag006G551360, Ag002G174980	CARHR229690
OG0006133	Ag006G551000	CARHR229860
OG0006134	Ag006G548160, Ag006G546530	CARHR230770
OG0006135	Ag006G546960, Ag006G542040	CARHR231020
OG0006136	Ag006G542630, Ag006G544980	CARHR231200
OG0006137	Ag006G543530, Ag006G544060	CARHR231450
OG0006138	Ag002G147180	CARHR255810
OG0006139	Ag006G539380, Ag006G536850	CARHR033390
OG0006140	Ag006G533200	CARHR036100
OG0006141	Ag006G531850	CARHR035660
OG0006142	Ag007G585400	CARHR269150, CARHR269140, CARHR231560
OG0006143	Ag002G198530	CARHR257120, CARHR139130
OG0006144	Ag007G583990	CARHR027310
OG0006145	Ag007G583770	CARHR027500
OG0006146	Ag007G584360	CARHR036570
OG0006147	Ag007G583200	CARHR027880
OG0006148	Ag007G586880, Ag004G377400	CARHR027900
OG0006150	Ag007G582250	CARHR028610
OG0006151	Ag007G582210	CARHR028640
OG0006152	Ag007G582140	CARHR028710
OG0006153	Ag007G581050	CARHR029350
OG0006154	Ag007G580930	CARHR029240
OG0006156	Ag007G580620	CARHR029810
OG0006157	Ag003G286560	CARHR244090
OG0006158	Ag003G289260	CARHR245070
OG0006159	Ag003G290190, Ag004G367570	CARHR245460
OG0006160	Ag003G291090	CARHR067690, CARHR245780
OG0006161	Ag003G293240	CARHR246690
OG0006162	Ag001G025430, Ag001G025420, Ag003G295100	CARHR247400
OG0006163	Ag003G296640	CARHR294350
OG0006164	Ag007G645670	CARHR215400
OG0006165	Ag007G647190	CARHR213930
OG0006166	Ag003G259280, Ag007G647360	CARHR291790
OG0006167	Ag005G484060	CARHR079660
OG0006168	Ag007G579310	CARHR030790
OG0006169	Ag007G578940	CARHR031030
OG0006170	Ag002G165950	CARHR130360
OG0006171	Ag009G736790, Ag002G151770	CARHR260610
OG0006172	Ag002G149800, Ag009G735220	CARHR259520
OG0006174	Ag002G159330	CARHR127930
OG0006175	Ag005G460020	CARHR284980, CARHR284990
OG0006176	Ag002G149160	CARHR260930
OG0006177	Ag002G147970	CARHR256300
OG0006178	Ag002G147450, Ag002G144800	CARHR255880
OG0006179	Ag002G145420	CARHR254850, CARHR101260
OG0006181	Ag002G143320	CARHR254450
OG0006182	Ag002G144740	CARHR254060
OG0006183	Ag002G141130	CARHR264340, CARHR253480
OG0006184	Ag002G140240	CARHR253050
OG0006185	Ag002G139680	CARHR252890
OG0006186	Ag002G131860	CARHR252470
OG0006187	Ag001G026440, Ag004G338640	CARHR177390
OG0006188	Ag002G103790	CARHR176770
OG0006189	Ag002G108950, Ag002G112930	CARHR175540
OG0006190	Ag002G112970, Ag002G108990	CARHR175530
OG0006191	Ag002G116580, Ag002G116560	CARHR175220, CARHR175320
OG0006192	Ag002G123760	CARHR173520
OG0006193	Ag005G424170	CARHR103920
OG0006194	Ag008G705490, Ag004G305320	CARHR005750
OG0006195	Ag006G500510	CARHR218300
OG0006196	Ag001G039000	CARHR218900
OG0006197	Ag001G038210	CARHR219510
OG0006198	Ag001G036860	CARHR220580, CARHR099250
OG0006199	Ag001G036740	CARHR220620
OG0006200	Ag001G034380	CARHR221870
OG0006201	Ag001G032990	CARHR290050
OG0006202	Ag002G190330	CARHR213060
OG0006203	Ag007G656370	CARHR213570, CARHR289170
OG0006204	Ag002G204430	CARHR142290
OG0006205	Ag002G204280	CARHR142150
OG0006206	Ag002G204250	CARHR142120
OG0006207	Ag002G203760	CARHR141960
OG0006208	Ag002G203670	CARHR141870
OG0006209	Ag001G095280	CARHR172020
OG0006210	Ag002G203070	CARHR141470
OG0006211	Ag002G201650	CARHR140600
OG0006212	Ag002G201500	CARHR140550
OG0006213	Ag002G201020, Ag002G200990	CARHR140310
OG0006214	Ag002G200900, Ag002G126270	CARHR140190
OG0006215	Ag002G200190	CARHR139970
OG0006216	Ag001G091320, Ag002G198140	CARHR138940
OG0006217	Ag002G197910	CARHR138900
OG0006218	Ag001G090440	CARHR138440
OG0006219	Ag002G194750	CARHR137720
OG0006220	Ag001G085110, Ag003G270780	CARHR167790
OG0006221	Ag001G084320	CARHR167490
OG0006223	Ag006G491650	CARHR211760
OG0006224	Ag006G493260	CARHR211030
OG0006225	Ag006G494020	CARHR210520
OG0006226	Ag007G612500, Ag007G619450	CARHR199660
OG0006228	Ag006G497040	CARHR209240
OG0006229	Ag008G719110	CARHR193100
OG0006230	Ag008G717760	CARHR192280
OG0006231	Ag008G717630	CARHR192160
OG0006232	Ag008G716240	CARHR191570
OG0006233	Ag008G716080	CARHR191460
OG0006234	Ag008G716010	CARHR191420
OG0006235	Ag008G712380	CARHR274240
OG0006236	Ag008G711190	CARHR117410, CARHR273820, CARHR273830
OG0006237	Ag006G503070	CARHR155240
OG0006238	Ag006G495820, Ag006G495780, Ag008G707730	CARHR285370
OG0006239	Ag008G706920	CARHR272820
OG0006240	Ag008G729050	CARHR276970
OG0006241	Ag008G729600, Ag008G729580	CARHR277380
OG0006242	Ag008G729640	CARHR277410
OG0006243	Ag008G730550	CARHR096010, CARHR277890
OG0006244	Ag005G418480	CARHR106440
OG0006245	Ag008G731630	CARHR278660
OG0006246	Ag008G731670	CARHR278690
OG0006247	Ag008G732800	CARHR279270
OG0006248	Ag008G733040	CARHR279450
OG0006249	Ag008G733140	CARHR279510
OG0006250	Ag008G733340	CARHR279610
OG0006251	Ag001G100020	CARHR281140
OG0006252	Ag001G099560	CARHR281380
OG0006253	Ag006G519550	CARHR248270
OG0006254	Ag006G516450	CARHR249020
OG0006255	Ag006G514240	CARHR250180
OG0006256	Ag006G512790	CARHR249730
OG0006257	Ag006G511110	CARHR250560
OG0006258	Ag006G510030	CARHR250870
OG0006259	Ag006G510010	CARHR250890
OG0006260	Ag006G509990	CARHR250910
OG0006261	Ag007G587070	CARHR144050, CARHR179440
OG0006262	Ag007G588110	CARHR127450
OG0006263	Ag007G588520	CARHR127140
OG0006264	Ag007G588660	CARHR126900
OG0006265	Ag007G589470	CARHR126220
OG0006266	Ag007G590460	CARHR125550
OG0006267	Ag007G590620	CARHR125440
OG0006268	Ag007G591520	CARHR124760
OG0006270	Ag007G592500	CARHR123750, CARHR123780
OG0006271	Ag007G593710	CARHR123000
OG0006272	Ag007G593750	CARHR122990
OG0006274	Ag007G593860	CARHR122870
OG0006275	Ag007G595720	CARHR121400
OG0006276	Ag007G596600	CARHR120480
OG0006277	Ag003G251350	CARHR235090
OG0006278	Ag001G100280	CARHR125830, CARHR075530
OG0006279	Ag006G490700	CARHR212340
OG0006280	Ag005G478750	CARHR082910
OG0006281	Ag006G491150	CARHR212210
OG0006282	Ag007G581960	CARHR234110
OG0006283	Ag005G490340	CARHR075850
OG0006284	Ag005G405800, Ag005G490160, Ag005G490140	CARHR076000
OG0006285	Ag007G619760, Ag007G619800	CARHR197560
OG0006286	Ag005G487750	CARHR077410
OG0006287	Ag005G487310	CARHR077550, CARHR077540
OG0006288	Ag005G486890, Ag004G374100	CARHR077780
OG0006289	Ag005G486460	CARHR077980
OG0006290	Ag005G485760	CARHR078480
OG0006291	Ag005G483930	CARHR079720
OG0006293	Ag005G480500	CARHR081660
OG0006294	Ag005G480250	CARHR081910
OG0006295	Ag002G187100	CARHR135580
OG0006296	Ag002G187090	CARHR135570
OG0006297	Ag002G183150	CARHR134600
OG0006298	Ag002G181910	CARHR134430
OG0006299	Ag002G180070	CARHR133880
OG0006300	Ag002G178020	CARHR133450
OG0006301	Ag002G164960	CARHR130160
OG0006302	Ag002G166700	CARHR130600
OG0006303	Ag002G167420	CARHR130800
OG0006304	Ag001G072980	CARHR163560
OG0006305	Ag002G172590	CARHR132070
OG0006306	Ag002G173960	CARHR131780
