Orthogroup	Alyssum_gmelinii	Euclidium_syriacum
OG0009228	Ag004G298160	ESY5_g5501_DN3_SP1_c0.t1
OG0009229	Ag004G297810	ESY5_g5523_DN3_SP2_c0.t1
OG0009230	Ag004G297420	ESY5_g5561_DN3_SP5_c0.t1, ESY4_g24092_DN3_SP1_c0.t1
OG0009231	Ag004G297330	ESY5_g5576_DN3_SP3_c0.t1
OG0009232	Ag007G613040	ESY7_g17677_DN3_SP0_c0.t1
OG0009233	Ag007G613170	ESY7_g17670_DN3_SP1_c0.t1
OG0009234	Ag007G613550	ESY7_g17638_DN3_SP0_c0.t1
OG0009235	Ag003G235790, Ag007G613290, Ag008G692020	ESY7_g17658_DN1_SP1_c0.t1
OG0009236	Ag007G616420	ESY7_g17540_DN3_SP5_c0.t1
OG0009237	Ag007G616710	ESY7_g17531_DN3_SP6_c0.t1
OG0009238	Ag007G616990	ESY7_g17524_DN3_SP0_c0.t1
OG0009239	Ag007G619320	ESY7_g17424_DN3_SP8_c0.t1
OG0009240	Ag007G618510	ESY7_g17454_DN3_SP8_c0.t1
OG0009241	Ag007G617730	ESY7_g17476_DN3_SP0_c0.t1
OG0009242	Ag007G619830	ESY7_g17407_DN1_SP0_c0.t1
OG0009243	Ag007G621200	ESY7_g17351_DN3_SP8_c0.t1
OG0009244	Ag007G621360	ESY7_g17334_DN3_SP0_c0.t1, ESY7_g17339_DN2_SP0_c6.t1, ESY7_g17338_DN1_SP0_c0.t1
OG0009245	Ag007G623140	ESY7_g17262_DN3_SP6_c0.t1
OG0009246	Ag007G623430	ESY7_g17255_DN3_SP0_c0.t1
OG0009247	Ag007G624330	ESY7_g17223_DN3_SP0_c0.t1
OG0009248	Ag006G492560, Ag007G624620	ESY7_g17206_DN3_SP0_c0.t1
OG0009249	Ag007G626150	ESY7_g17149_DN2_SP0_c0.t1
OG0009250	Ag007G628550	ESY7_g17077_DN3_SP0_c0.t1
OG0009251	Ag007G629280	ESY7_g16942_DN3_SP8_c0.t1
OG0009252	Ag007G628990	ESY7_g16927_DN3_SP8_c0.t1
OG0009253	Ag007G633040	ESY7_g16874_DN3_SP0_c0.t1
OG0009254	Ag007G633060	ESY7_g16873_DN3_SP0_c0.t1
OG0009255	Ag007G637070	ESY10_g15582_DN2_SP0_c0.t1
OG0009256	Ag007G641580	ESY10_g15818_DN3_SP2_c0.t1
OG0009257	Ag003G231840	ESY2_g33575_DN3_SP0_c0.t1
OG0009258	Ag002G161430	ESY10_g15888_DN3_SP7_c0.t1
OG0009259	Ag007G612130	ESY15_g64381_DN2_SP0_c0.t1
OG0009260	Ag007G642550	ESY15_g64432_DN3_SP8_c0.t1
OG0009262	Ag007G612140	ESY7_g17721_DN3_SP8_c0.t1
OG0009263	Ag007G612000	ESY7_g17732_DN3_SP7_c0.t1
OG0009264	Ag006G505580	ESY7_g18388_DN3_SP0_c0.t1, ESY7_g18453_DN3_SP1_c0.t1
OG0009265	Ag006G505600	ESY7_g18455_DN3_SP8_c0.t1
OG0009267	Ag007G612540	ESY7_g17696_DN3_SP0_c4.t1
OG0009268	Ag006G505170	ESY7_g18715_DN3_SP5_c0.t1
OG0009269	Ag006G505100	ESY7_g18719_DN3_SP8_c0.t1
OG0009270	Ag007G611540	ESY7_g18434_DN3_SP6_c0.t1
OG0009271	Ag006G503700	ESY11_g52690_DN2_SP0_c0.t1
OG0009272	Ag006G503680	ESY7_g18783_DN2_SP3_c0.t1
OG0009273	Ag006G502800	ESY7_g18816_DN3_SP0_c0.t1
OG0009274	Ag006G501940	ESY7_g18831_DN3_SP0_c0.t1
OG0009275	Ag006G501620	ESY7_g18854_DN3_SP4_c0.t1
OG0009276	Ag006G500440	ESY7_g18928_DN2_SP1_c0.t1
OG0009277	Ag006G500050	ESY7_g18948_DN3_SP0_c0.t1
OG0009278	Ag006G500010	ESY7_g18952_DN3_SP0_c0.t1
OG0009279	Ag006G499430	ESY7_g18987_DN3_SP4_c0.t1
OG0009280	Ag006G499090	ESY7_g19020_DN3_SP0_c0.t1
OG0009281	Ag008G720510	ESY6_g49955_DN2_SP0_c0.t1
OG0009282	Ag004G380780, Ag008G720300	ESY6_g49930_DN3_SP0_c0.t1
OG0009283	Ag008G720470	ESY6_g49951_DN3_SP8_c0.t1
OG0009284	Ag008G721000	ESY6_g49971_DN3_SP0_c0.t1
OG0009285	Ag008G721110	ESY6_g49979_DN3_SP8_c0.t1
OG0009286	Ag008G721280	ESY6_g49992_DN3_SP8_c0.t1
OG0009287	Ag008G721580	ESY6_g50003_DN3_SP8_c0.t1
OG0009288	Ag008G721600	ESY6_g50004_DN2_SP6_c0.t1
OG0009289	Ag008G721960	ESY6_g50032_DN3_SP7_c0.t1
OG0009290	Ag008G722020	ESY6_g50040_DN3_SP0_c0.t1
OG0009291	Ag001G076100	ESY1_g10866_DN3_SP2_c0.t1
OG0009292	Ag008G722090	ESY6_g50047_DN3_SP6_c0.t1
OG0009293	Ag008G722450	ESY6_g50065_DN3_SP4_c0.t1
OG0009294	Ag008G723310	ESY6_g50122_DN2_SP3_c0.t1
OG0009295	Ag008G723870	ESY6_g50164_DN3_SP0_c0.t1
OG0009297	Ag008G724150	ESY6_g50180_DN3_SP8_c0.t1
OG0009298	Ag008G724180	ESY6_g50183_DN3_SP7_c0.t1
OG0009299	Ag008G724380	ESY6_g50198_DN3_SP0_c0.t1
OG0009300	Ag008G725310	ESY6_g49551_DN3_SP0_c7.t1
OG0009301	Ag008G726470	ESY6_g49448_DN3_SP8_c0.t1
OG0009302	Ag008G726760	ESY6_g49432_DN3_SP5_c0.t1
OG0009303	Ag008G728560	ESY6_g49806_DN3_SP0_c0.t1
OG0009304	Ag001G054940	ESY1_g9003_DN2_SP6_c0.t1
OG0009305	Ag008G728740	ESY6_g49781_DN3_SP1_c0.t1
OG0009306	Ag008G706660	ESY6_g48639_DN3_SP4_c0.t1
OG0009307	Ag008G705860	ESY6_g48584_DN3_SP0_c0.t1
OG0009308	Ag001G067430	ESY1_g10139_DN3_SP8_c0.t1, ESY6_g50742_DN3_SP0_c0.t1, ESY9_g43634_DN3_SP0_c0.t1
OG0009310	Ag001G067530	ESY1_g10128_DN3_SP0_c0.t1
OG0009311	Ag001G059450, Ag001G059630	ESY1_g10101_DN3_SP8_c0.t1
OG0009312	Ag001G063090	ESY1_g10088_DN3_SP0_c0.t1
OG0009313	Ag001G061920	ESY1_g10008_DN3_SP8_c0.t1
OG0009314	Ag001G061430	ESY1_g9962_DN3_SP8_c0.t1
OG0009315	Ag001G059060	ESY1_g9817_DN3_SP0_c0.t1
OG0009316	Ag001G058940	ESY1_g9812_DN3_SP0_c0.t1
OG0009317	Ag001G058910	ESY1_g9808_DN3_SP2_c0.t1
OG0009318	Ag008G693210, Ag005G428450	ESY1_g9690_DN3_SP2_c0.t1
OG0009319	Ag008G692270	ESY1_g9621_DN3_SP4_c0.t1
OG0009320	Ag008G691780	ESY1_g9449_DN3_SP8_c0.t1
OG0009321	Ag008G690800	ESY1_g9304_DN3_SP4_c0.t1
OG0009323	Ag001G056220	ESY3_g31905_DN3_SP3_c0.t1, ESY3_g31906_DN3_SP0_c0.t1
OG0009324	Ag001G056100	ESY1_g9176_DN3_SP0_c0.t1
OG0009325	Ag001G055380	ESY1_g8890_DN3_SP8_c0.t1
OG0009326	Ag001G054660	ESY1_g9379_DN3_SP0_c0.t1, ESY1_g8774_DN3_SP1_c0.t1
OG0009327	Ag004G379400, Ag002G141680, Ag001G053390	ESY1_g8395_DN3_SP0_c0.t1
OG0009328	Ag010G739480, Ag001G049360	ESY1_g6998_DN3_SP0_c0.t1, ESY1_g6999_DN3_SP0_c0.t1
OG0009329	Ag001G059390, Ag001G059550	ESY9_g42761_DN1_SP0_c0.t1, ESY9_g42759_DN1_SP0_c0.t1
OG0009330	Ag003G277150	ESY4_g25985_DN3_SP8_c0.t1
OG0009331	Ag005G418140	ESY21_g55095_DN3_SP3_c0.t1
OG0009332	Ag004G356300	ESY21_g55106_DN3_SP0_c0.t1
OG0009333	Ag004G356270	ESY7_g16101_DN3_SP6_c0.t1
OG0009334	Ag004G351810	ESY2_g34442_DN3_SP0_c0.t1
OG0009335	Ag004G350830	ESY2_g34407_DN2_SP7_c0.t1
OG0009336	Ag004G351360	ESY2_g34420_DN3_SP0_c0.t1
OG0009337	Ag004G350400	ESY2_g35358_DN3_SP8_c0.t1
OG0009338	Ag004G349820	ESY2_g35380_DN3_SP1_c0.t1
OG0009339	Ag004G349360	ESY2_g35392_DN2_SP0_c0.t1
OG0009340	Ag004G348910	ESY2_g35414_DN3_SP7_c0.t1
OG0009341	Ag007G598140	ESY8_g59172_DN3_SP7_c0.t1
OG0009342	Ag004G347710	ESY2_g35461_DN3_SP7_c0.t1
OG0009343	Ag004G347700	ESY2_g35462_DN3_SP1_c0.t1
OG0009344	Ag004G346540	ESY2_g35489_DN3_SP5_c0.t1
OG0009345	Ag004G345270	ESY2_g35547_DN3_SP4_c0.t1
OG0009346	Ag004G344440	ESY2_g35593_DN2_SP0_c0.t1
OG0009347	Ag004G343320	ESY2_g35650_DN3_SP0_c0.t1
OG0009348	Ag004G343100	ESY2_g35664_DN3_SP0_c0.t1
OG0009349	Ag004G342600	ESY2_g35689_DN3_SP5_c0.t1
OG0009350	Ag004G342040	ESY2_g35736_DN3_SP8_c0.t1
OG0009351	Ag004G341710	ESY2_g35742_DN3_SP8_c0.t1
OG0009352	Ag003G240460	ESY2_g35769_DN3_SP8_c0.t1
OG0009353	Ag003G240160	ESY2_g35778_DN3_SP0_c0.t1
OG0009354	Ag003G240100	ESY2_g35779_DN3_SP0_c0.t1
OG0009355	Ag003G240080	ESY2_g35780_DN3_SP0_c0.t1
OG0009356	Ag003G214690	ESY2_g35028_DN3_SP2_c12.t1
OG0009357	Ag003G218610	ESY2_g34636_DN3_SP3_c11.t1
OG0009359	Ag003G218990	ESY2_g34669_DN3_SP8_c0.t1
OG0009360	Ag005G442130, Ag005G443400	ESY3_g29095_DN3_SP5_c0.t1
OG0009361	Ag003G219280	ESY2_g34677_DN3_SP8_c0.t1
OG0009362	Ag003G219420	ESY2_g34686_DN3_SP1_c0.t1
OG0009363	Ag003G224630	ESY2_g36079_DN3_SP7_c0.t1
OG0009364	Ag003G227210	ESY2_g35997_DN3_SP8_c0.t1
OG0009365	Ag003G228590	ESY2_g35958_DN3_SP0_c0.t1
OG0009366	Ag003G228640	ESY2_g35956_DN3_SP0_c0.t1
OG0009367	Ag003G230820	ESY2_g34979_DN3_SP8_c0.t1
OG0009368	Ag003G230850	ESY2_g34974_DN3_SP0_c0.t1
OG0009369	Ag003G230990	ESY2_g34972_DN3_SP8_c0.t1
OG0009370	Ag003G234200	ESY2_g34887_DN3_SP7_c0.t1
OG0009371	Ag003G235260	ESY2_g34850_DN3_SP8_c0.t1
OG0009372	Ag004G329690	ESY5_g4224_DN3_SP0_c0.t1
OG0009373	Ag003G235910	ESY2_g34843_DN3_SP0_c0.t1
OG0009374	Ag003G236280	ESY13_g56986_DN3_SP0_c0.t1
OG0009375	Ag003G236610	ESY2_g35924_DN3_SP6_c0.t1
OG0009376	Ag008G711180	ESY6_g48886_DN3_SP0_c0.t1
OG0009377	Ag003G238000	ESY2_g35877_DN3_SP0_c26.t1
OG0009378	Ag003G239020	ESY2_g35838_DN3_SP0_c0.t1
OG0009380	Ag003G239230	ESY2_g35824_DN3_SP0_c0.t1
OG0009384	Ag003G214280	ESY2_g34831_DN3_SP0_c0.t1
OG0009385	Ag003G214220	ESY2_g36100_DN3_SP5_c0.t1
OG0009386	Ag003G213500	ESY2_g36120_DN3_SP5_c0.t1
OG0009387	Ag003G213470, Ag005G487060	ESY2_g36123_DN3_SP7_c0.t1
OG0009388	Ag003G213370	ESY2_g36133_DN3_SP0_c0.t1
OG0009389	Ag003G212750	ESY2_g36152_DN3_SP7_c0.t1
OG0009390	Ag003G212410	ESY2_g36810_DN3_SP4_c12.t1
OG0009391	Ag003G212080	ESY2_g36779_DN3_SP2_c0.t1
OG0009392	Ag003G210630	ESY2_g36654_DN3_SP0_c0.t1
OG0009393	Ag003G210590	ESY2_g36652_DN3_SP3_c0.t1
OG0009394	Ag003G210340	ESY2_g36637_DN3_SP5_c0.t1
OG0009395	Ag003G209080	ESY2_g36593_DN3_SP4_c0.t1
OG0009396	Ag003G208280	ESY2_g36545_DN3_SP6_c0.t1
OG0009397	Ag003G208160	ESY2_g36533_DN3_SP0_c0.t1
OG0009399	Ag003G207410	ESY2_g36500_DN3_SP0_c0.t1
OG0009400	Ag003G207680	ESY2_g36480_DN2_SP0_c0.t1
OG0009401	Ag005G470580	ESY3_g30116_DN3_SP2_c0.t1
OG0009402	Ag005G470230	ESY3_g30141_DN3_SP0_c0.t1
OG0009403	Ag005G470000	ESY3_g30154_DN3_SP8_c0.t1
OG0009404	Ag005G469980	ESY3_g30156_DN3_SP0_c0.t1
OG0009405	Ag005G469740	ESY3_g30179_DN3_SP0_c0.t1
OG0009406	Ag005G469520	ESY3_g30195_DN3_SP0_c0.t1
OG0009407	Ag005G469010	ESY3_g30231_DN3_SP3_c0.t1
OG0009408	Ag005G468360	ESY3_g30267_DN3_SP8_c0.t1
OG0009409	Ag005G466240	ESY9_g43364_DN3_SP0_c26.t1, ESY3_g30374_DN2_SP0_c0.t1
OG0009410	Ag005G466110	ESY3_g30380_DN3_SP8_c0.t1
OG0009411	Ag005G465890	ESY3_g30405_DN3_SP7_c0.t1
OG0009412	Ag005G465790	ESY3_g30409_DN3_SP0_c0.t1
OG0009413	Ag005G465460	ESY3_g30433_DN3_SP0_c24.t1
OG0009414	Ag005G465200	ESY3_g30450_DN3_SP8_c0.t1
OG0009415	Ag005G465170	ESY3_g30452_DN3_SP0_c0.t1
OG0009416	Ag005G464510	ESY3_g30521_DN3_SP0_c0.t1
OG0009417	Ag005G464480	ESY3_g30525_DN3_SP0_c0.t1
OG0009418	Ag005G464440	ESY3_g30527_DN3_SP0_c0.t1
OG0009419	Ag005G462910	ESY3_g30611_DN3_SP7_c0.t1
OG0009420	Ag005G462670	ESY3_g30634_DN2_SP1_c0.t1
OG0009421	Ag005G462650	ESY3_g30636_DN3_SP3_c0.t1
OG0009422	Ag005G462620	ESY3_g30639_DN3_SP8_c0.t1
OG0009423	Ag005G462600	ESY3_g30641_DN3_SP0_c0.t1
OG0009424	Ag005G461820	ESY3_g30001_DN3_SP0_c0.t1
OG0009425	Ag005G461760	ESY3_g29997_DN3_SP2_c0.t1
OG0009426	Ag005G461670	ESY3_g29990_DN3_SP0_c0.t1
OG0009427	Ag005G459950	ESY3_g29896_DN3_SP7_c0.t1
OG0009428	Ag005G459820	ESY3_g29885_DN3_SP0_c0.t1
OG0009429	Ag005G459810	ESY3_g29884_DN3_SP4_c0.t1
OG0009430	Ag005G454400, Ag005G458870	ESY3_g29829_DN2_SP0_c0.t1
OG0009431	Ag005G458440	ESY3_g29815_DN3_SP8_c0.t1
OG0009432	Ag005G458430	ESY3_g29814_DN3_SP0_c0.t1
OG0009433	Ag006G516870	ESY20_g12988_DN3_SP8_c0.t1
OG0009434	Ag005G457380	ESY3_g29774_DN2_SP0_c0.t1
OG0009435	Ag005G456240	ESY3_g29722_DN3_SP3_c0.t1
OG0009436	Ag021G743400, Ag003G225400, Ag007G630580	ESY3_g29697_DN3_SP0_c0.t1
OG0009437	Ag005G454840	ESY3_g29680_DN3_SP1_c0.t1
OG0009438	Ag005G453550	ESY3_g29651_DN3_SP5_c0.t1
OG0009439	Ag005G453510	ESY3_g29640_DN3_SP0_c0.t1
OG0009440	Ag005G452600	ESY3_g29555_DN3_SP8_c0.t1
OG0009441	Ag005G450060	ESY3_g29430_DN3_SP0_c0.t1
OG0009441	Ag002G114340, Ag005G450050	ESY3_g29429_DN3_SP1_c0.t1
OG0009442	Ag005G449470	ESY3_g29421_DN2_SP6_c0.t1
OG0009443	Ag005G449460	ESY3_g29420_DN3_SP0_c0.t1
OG0009444	Ag005G448150	ESY3_g29325_DN3_SP4_c17.t1
OG0009445	Ag005G447420	ESY3_g29314_DN3_SP0_c0.t1
OG0009446	Ag005G446300	ESY3_g29242_DN3_SP8_c0.t1
OG0009447	Ag005G445980	ESY3_g29232_DN3_SP0_c0.t1
OG0009448	Ag005G445940	ESY3_g29227_DN3_SP0_c0.t1
OG0009449	Ag005G445820	ESY3_g29209_DN3_SP3_c0.t1
OG0009450	Ag005G444310, Ag005G443020	ESY3_g29152_DN2_SP4_c0.t1
OG0009452	Ag005G441170	ESY3_g28996_DN3_SP3_c0.t1
OG0009454	Ag005G438340	ESY3_g28790_DN3_SP0_c0.t1
OG0009455	Ag005G436910	ESY6_g49883_DN3_SP0_c0.t1, ESY1_g9856_DN3_SP0_c0.t1, ESY3_g28741_DN3_SP0_c0.t1
OG0009456	Ag005G435010	ESY3_g28440_DN3_SP0_c0.t1
OG0009457	Ag013G741620, Ag005G435000	ESY3_g28437_DN3_SP7_c0.t1
OG0009459	Ag008G679880	ESY6_g46202_DN3_SP8_c0.t1
OG0009460	Ag005G421360	ESY11_g52723_DN3_SP8_c0.t1
OG0009461	Ag005G420950	ESY11_g52791_DN3_SP8_c0.t1
OG0009462	Ag005G420870	ESY11_g53039_DN3_SP0_c0.t1
OG0009463	Ag005G420820	ESY11_g53037_DN3_SP0_c0.t1
OG0009464	Ag005G421650	ESY11_g53021_DN3_SP8_c0.t1
OG0009465	Ag005G421720	ESY11_g53246_DN2_SP0_c0.t1
OG0009466	Ag007G608410	ESY7_g18266_DN3_SP0_c0.t1
OG0009467	Ag004G302390	ESY11_g53677_DN1_SP0_c0.t1
OG0009468	Ag005G419130	ESY11_g53683_DN3_SP6_c0.t1
OG0009469	Ag005G419030	ESY11_g53716_DN3_SP0_c0.t1
OG0009470	Ag005G418950	ESY11_g53717_DN3_SP0_c20.t1
OG0009471	Ag005G416500	ESY11_g53966_DN3_SP2_c0.t1
OG0009472	Ag005G415920	ESY11_g54042_DN3_SP0_c0.t1
OG0009473	Ag005G415700	ESY11_g54055_DN3_SP7_c0.t1
OG0009474	Ag005G414920	ESY11_g54155_DN3_SP8_c0.t1
OG0009475	Ag005G410530	ESY11_g54318_DN3_SP0_c0.t1
OG0009476	Ag005G408310	ESY11_g54499_DN3_SP4_c0.t1
OG0009477	Ag005G405990	ESY11_g54632_DN3_SP1_c0.t1
OG0009478	Ag005G403090	ESY11_g54859_DN3_SP0_c0.t1
OG0009479	Ag005G403140	ESY11_g54862_DN3_SP3_c0.t1
OG0009480	Ag005G403380	ESY11_g54884_DN2_SP0_c0.t1
OG0009481	Ag005G403570	ESY11_g54918_DN3_SP8_c0.t1
OG0009482	Ag005G404350	ESY11_g54984_DN3_SP0_c0.t1
OG0009483	Ag001G000580	ESY2_g36398_DN3_SP7_c0.t1
OG0009484	Ag001G002420	ESY2_g36274_DN3_SP0_c0.t1
OG0009485	Ag001G002880	ESY2_g36255_DN3_SP0_c0.t1
OG0009486	Ag001G003830	ESY2_g36212_DN1_SP0_c0.t1
OG0009487	Ag001G004840	ESY2_g36169_DN3_SP1_c0.t1
OG0009488	Ag001G004870	ESY2_g36167_DN3_SP5_c0.t1
OG0009489	Ag001G006130	ESY2_g36877_DN3_SP1_c0.t1
OG0009490	Ag001G006840	ESY2_g36952_DN3_SP0_c0.t1
OG0009491	Ag001G007130	ESY2_g36976_DN3_SP8_c0.t1
OG0009492	Ag001G007340, Ag001G007370	ESY2_g36986_DN3_SP3_c0.t1
OG0009493	Ag001G008540	ESY2_g37064_DN3_SP0_c3.t1
OG0009494	Ag001G012420	ESY2_g37394_DN3_SP0_c0.t1
OG0009495	Ag001G011780	ESY2_g37315_DN3_SP8_c0.t1
OG0009496	Ag001G015220, Ag001G015210	ESY2_g37475_DN3_SP6_c0.t1
OG0009497	Ag001G016240	ESY2_g37514_DN2_SP3_c0.t1
OG0009498	Ag001G016610	ESY2_g37524_DN3_SP8_c0.t1
OG0009499	Ag007G612280	ESY7_g17711_DN3_SP5_c0.t1
OG0009500	Ag001G018100	ESY2_g37613_DN3_SP0_c0.t1
OG0009501	Ag001G019150, Ag001G018890	ESY2_g37649_DN3_SP1_c0.t1
OG0009502	Ag011G740820, Ag001G019630	ESY2_g37655_DN3_SP0_c0.t1
OG0009503	Ag001G097840	ESY1_g12489_DN3_SP0_c0.t1, ESY1_g12488_DN3_SP0_c0.t1
OG0009504	Ag001G022780	ESY2_g37846_DN3_SP2_c0.t1
OG0009505	Ag001G022940	ESY2_g37853_DN3_SP0_c0.t1
OG0009506	Ag001G023290	ESY2_g37857_DN3_SP1_c0.t1
OG0009507	Ag002G161010	ESY4_g26373_DN3_SP7_c0.t1
OG0009510	Ag001G065490	ESY1_g10264_DN3_SP8_c0.t1
OG0009511	Ag001G064610	ESY1_g10318_DN3_SP0_c0.t1
OG0009512	Ag001G064530, Ag003G246370	ESY1_g10335_DN3_SP0_c0.t1
OG0009513	Ag001G070580	ESY1_g10487_DN3_SP1_c0.t1
OG0009514	Ag001G071810	ESY1_g11147_DN3_SP7_c0.t1
OG0009516	Ag001G072690	ESY1_g11104_DN3_SP0_c17.t1
OG0009517	Ag001G073380	ESY1_g11033_DN3_SP5_c0.t1
OG0009518	Ag001G074090	ESY1_g11000_DN3_SP7_c0.t1
OG0009519	Ag001G074440	ESY1_g10992_DN3_SP5_c0.t1
OG0009520	Ag001G074490	ESY1_g10990_DN3_SP1_c0.t1
OG0009522	Ag001G074690	ESY1_g10988_DN3_SP6_c0.t1
OG0009523	Ag002G109360, Ag002G113350	ESY11_g54546_DN3_SP0_c33.t1
OG0009524	Ag001G075880	ESY1_g10879_DN1_SP0_c0.t1
OG0009525	Ag001G075870	ESY2_g35264_DN3_SP0_c0.t1
OG0009526	Ag002G178740	ESY9_g45409_DN3_SP8_c0.t1
OG0009527	Ag001G076140	ESY1_g10860_DN3_SP6_c0.t1
OG0009528	Ag001G076470	ESY1_g10818_DN3_SP3_c0.t1
OG0009529	Ag001G078320	ESY1_g10761_DN2_SP0_c0.t1
OG0009530	Ag001G080260	ESY1_g10627_DN3_SP2_c0.t1
OG0009531	Ag001G080380	ESY1_g10619_DN3_SP8_c0.t1
OG0009532	Ag001G080900	ESY1_g10561_DN3_SP6_c0.t1
OG0009533	Ag001G081160	ESY1_g10544_DN3_SP6_c0.t1
OG0009534	Ag001G083170	ESY1_g11774_DN3_SP8_c0.t1
OG0009535	Ag001G083420	ESY1_g11764_DN3_SP2_c0.t1
OG0009536	Ag001G083620	ESY1_g11754_DN3_SP8_c0.t1
OG0009537	Ag001G085990	ESY1_g11543_DN2_SP0_c0.t1
OG0009538	Ag001G086330	ESY1_g11503_DN3_SP8_c0.t1
OG0009539	Ag001G086430	ESY1_g11496_DN3_SP1_c0.t1
OG0009540	Ag001G088800	ESY1_g11373_DN3_SP6_c0.t1
OG0009541	Ag001G089560	ESY1_g11302_DN3_SP8_c0.t1
OG0009542	Ag001G090380	ESY1_g11239_DN3_SP8_c0.t1
OG0009543	Ag001G090710	ESY1_g11208_DN3_SP8_c0.t1
OG0009544	Ag008G723750	ESY7_g19083_DN3_SP0_c0.t1, ESY6_g50153_DN3_SP0_c0.t1
OG0009545	Ag001G093080	ESY1_g12110_DN3_SP3_c0.t1
OG0009546	Ag001G093120	ESY1_g12111_DN3_SP0_c0.t1
OG0009548	Ag001G093900	ESY1_g12238_DN3_SP8_c0.t1
OG0009549	Ag001G094250	ESY1_g12258_DN3_SP6_c0.t1
OG0009550	Ag001G094270	ESY1_g12264_DN3_SP0_c0.t1, ESY1_g12265_DN3_SP0_c0.t1
OG0009551	Ag001G095100	ESY1_g12332_DN3_SP7_c0.t1
OG0009552	Ag001G097430	ESY1_g12459_DN3_SP0_c0.t1
OG0009553	Ag001G097440	ESY1_g12460_DN3_SP0_c0.t1
OG0009554	Ag001G098490	ESY1_g12549_DN2_SP0_c15.t1
OG0009555	Ag001G098630	ESY1_g12560_DN3_SP5_c0.t1
OG0009556	Ag001G098740	ESY1_g12565_DN3_SP5_c18.t1
OG0009557	Ag001G093650	ESY1_g12177_DN3_SP8_c0.t1
OG0009559	Ag001G008300	ESY2_g37047_DN2_SP0_c0.t1
OG0009561	Ag002G147310, Ag001G019870	ESY2_g37668_DN3_SP4_c0.t1
OG0009563	Ag001G083760	ESY1_g11743_DN1_SP8_c0.t1
OG0009564	Ag001G100100	ESY6_g50292_DN3_SP0_c0.t1
OG0009565	Ag002G125220	ESY7_g16659_DN3_SP0_c14.t1
OG0009567	Ag002G167790, Ag006G553320	ESY13_g56006_DN3_SP4_c0.t1
OG0009568	Ag002G174760	ESY9_g45149_DN3_SP0_c0.t1
OG0009569	Ag002G176020	ESY9_g45269_DN2_SP7_c0.t1
OG0009570	Ag002G189900	ESY12_g51058_DN3_SP0_c19.t1
OG0009571	Ag002G203510	ESY2_g37474_DN3_SP0_c0.t1
OG0009572	Ag003G238930	ESY2_g35845_DN2_SP0_c0.t1
OG0009573	Ag003G253360	ESY4_g23881_DN1_SP7_c0.t1
OG0009574	Ag003G273920	ESY4_g25674_DN3_SP0_c0.t1
OG0009575	Ag003G276940	ESY4_g25974_DN3_SP0_c0.t1
OG0009576	Ag004G303810	ESY5_g4843_DN3_SP0_c0.t1
OG0009577	Ag004G309090	ESY5_g3209_DN3_SP0_c0.t1
OG0009578	Ag004G309350	ESY5_g3249_DN3_SP0_c0.t1, ESY5_g3252_DN3_SP0_c0.t1
OG0009579	Ag004G310920	ESY5_g3390_DN3_SP2_c0.t1
OG0009580	Ag004G312320	ESY5_g3521_DN3_SP0_c0.t1
OG0009581	Ag004G315010	ESY5_g3742_DN2_SP0_c0.t1
OG0009582	Ag004G315250	ESY5_g3762_DN3_SP3_c0.t1
OG0009583	Ag004G323910	ESY5_g2970_DN3_SP1_c0.t1
OG0009585	Ag004G343060	ESY2_g35667_DN2_SP0_c0.t1
OG0009586	Ag004G352280	ESY2_g34451_DN3_SP0_c8.t1
OG0009587	Ag005G408510	ESY11_g54438_DN3_SP0_c0.t1
OG0009588	Ag005G419840	ESY4_g25349_DN3_SP0_c0.t1
OG0009589	Ag005G452730, Ag005G486630	ESY3_g32192_DN2_SP0_c0.t1
OG0009591	Ag005G489880	ESY7_g17729_DN3_SP0_c0.t1
OG0009592	Ag006G492860, Ag006G492850	ESY7_g19526_DN3_SP0_c0.t1
OG0009592	Ag006G492870	ESY7_g19527_DN3_SP0_c0.t1
OG0009593	Ag006G494650	ESY5_g4123_DN2_SP0_c0.t1, ESY7_g19386_DN1_SP0_c0.t1
OG0009594	Ag006G495960	ESY7_g19270_DN2_SP0_c0.t1
OG0009595	Ag006G577580	ESY9_g42444_DN3_SP0_c0.t1
OG0009597	Ag007G584160	ESY4_g22421_DN3_SP1_c0.t1
OG0009598	Ag007G585300	ESY4_g22569_DN3_SP7_c0.t1
OG0009599	Ag007G585380	ESY4_g22405_DN3_SP0_c0.t1
OG0009601	Ag007G591230	ESY8_g58481_DN3_SP2_c0.t1
OG0009602	Ag007G598540	ESY4_g25025_DN3_SP0_c0.t1, ESY4_g26046_DN3_SP0_c0.t1, ESY4_g26048_DN3_SP0_c0.t1
OG0009603	Ag007G613090	ESY7_g17673_DN3_SP0_c0.t1
OG0009604	Ag007G616670	ESY7_g17532_DN3_SP2_c0.t1
OG0009605	Ag007G617790	ESY7_g17473_DN3_SP0_c0.t1
OG0009606	Ag007G618600	ESY7_g17449_DN3_SP0_c0.t1
OG0009607	Ag007G623690	ESY7_g17253_DN3_SP6_c0.t1
OG0009608	Ag007G631120	ESY2_g36096_DN2_SP0_c0.t1
OG0009609	Ag007G654100	ESY8_g60246_DN2_SP7_c0.t1
OG0009610	Ag007G657410	ESY8_g60003_DN3_SP0_c0.t1
OG0009611	Ag008G705550	ESY6_g48574_DN3_SP0_c0.t1
