Orthogroup	Alyssum_gmelinii	Arabidopsis_lyrata_Rawat
OG0007136	Ag006G506020	AL6G17150
OG0007137	Ag006G505320	AL6G16870
OG0007138	Ag006G504820	AL6G16660
OG0007139	Ag004G312840, Ag007G611800	AL6G24100
OG0007140	Ag007G611790	nbis-gene-1513
OG0007141	Ag006G503850	AL6G16360
OG0007142	Ag006G501000	AL6G15450
OG0007143	Ag006G499710	AL6G14860
OG0007144	Ag006G499190	AL6G14560
OG0007145	Ag006G499280	AL6G14630
OG0007146	Ag006G498200	AL6G14130
OG0007147	Ag008G719590	AL6G30960, AL6G30950
OG0007148	Ag008G720220	AL6G37780
OG0007149	Ag008G720270	AL6G37680
OG0007150	Ag008G720290	AL6G37660
OG0007151	Ag008G721430	AL6G36720
OG0007152	Ag008G721460	AL6G36670, AL6G36680
OG0007153	Ag008G721840	AL6G36450
OG0007154	Ag008G721850	AL6G36440
OG0007155	Ag008G722720	AL6G35680
OG0007156	Ag008G722940	AL6G35480
OG0007157	Ag008G722950	AL6G35470
OG0007158	Ag008G691190	AL5G28400
OG0007159	Ag008G723730	AL6G34910
OG0007160	Ag008G723830	AL6G34800
OG0007161	Ag008G724190	AL6G34560
OG0007162	Ag008G724200	AL6G34550
OG0007163	Ag008G724740	AL8G37500
OG0007164	Ag008G724920	AL8G37540
OG0007165	Ag008G725000	AL8G37610
OG0007166	Ag005G440660, Ag008G725610	AL8G37890
OG0007167	Ag008G726080	AL8G38230
OG0007168	Ag008G727630	AL8G39300
OG0007169	Ag008G727820	AL8G39390
OG0007170	Ag008G727910	AL8G39480
OG0007171	Ag008G728330	AL8G39740
OG0007172	Ag001G055120	AL5G27350, AL5G27360
OG0007173	Ag008G728680	AL8G39980
OG0007174	Ag008G706420	AL8G34990
OG0007175	Ag001G062920	AL5G31220
OG0007176	Ag001G058440	AL5G29770
OG0007178	Ag007G609210, Ag001G054950	AL5G27480
OG0007181	Ag001G052880, Ag004G400250, Ag001G019550, Ag006G526030	AL5G26160
OG0007182	Ag008G710180	AL8G36420, AL5G24740
OG0007183	Ag004G381130, Ag004G381160, Ag006G492200	AL5G23600
OG0007184	Ag010G740070, Ag001G049810	AL5G23500
OG0007185	Ag010G739600, Ag001G049450	AL5G22480
OG0007186	Ag002G139060, Ag002G139080, Ag008G671700	AL5G21900
OG0007187	Ag004G355820	AL2G26050
OG0007188	Ag004G355940	AL2G25990
OG0007190	Ag005G478360	AL3G19890
OG0007191	Ag004G349270	AL2G28500
OG0007192	Ag004G348590	AL2G28710
OG0007193	Ag004G353970	AL2G27000
OG0007194	Ag004G347360	AL22U10090
OG0007195	Ag004G347290, Ag006G563190	AL22U10080
OG0007196	Ag004G346770	AL2G29210
OG0007197	Ag004G344200	AL2G30240
OG0007198	Ag004G344010	AL2G30450
OG0007199	Ag004G343740	AL2G30570
OG0007200	Ag004G343310	AL2G30790
OG0007201	Ag004G342340	AL2G31350
OG0007202	Ag003G241160	AL2G31550
OG0007203	Ag008G719040	AL6G31380
OG0007204	Ag003G214580	AL2G38660
OG0007206	Ag002G103370	AL378U10010, AL8G13830, AL8G13760, AL8G13870
OG0007207	Ag003G218230, Ag003G218220	AL2G37530
OG0007208	Ag003G218650	AL2G37430
OG0007209	Ag004G318820, Ag005G419590, Ag004G318810, Ag003G219600	AL2G36900
OG0007210	Ag003G220430	AL2G36530
OG0007211	Ag003G221830, Ag003G221820, Ag003G221840	AL2G36330
OG0007212	Ag003G222700	AL2G36110
OG0007213	Ag003G224490	AL2G35720
OG0007214	Ag003G224590	AL2G35690
OG0007215	Ag003G228350	AL2G34860
OG0007216	Ag003G228680	AL2G34790
OG0007217	Ag003G229060, Ag003G228970	AL2G34720
OG0007218	Ag003G229340	AL2G34680
OG0007219	Ag003G230860	AL2G34350
OG0007220	Ag003G234330	AL2G33570
OG0007221	Ag003G237030	AL2G32980
OG0007222	Ag002G206760	AL4G47720
OG0007223	Ag003G238650	AL2G32470
OG0007224	Ag005G416480, Ag003G239820	AL2G32060
OG0007225	Ag003G214320	AL2G38740
OG0007226	Ag003G213180	AL262U10020, AL2G39090
OG0007227	Ag005G475250	AL3G21930
OG0007228	Ag003G211850	AL2G39880
OG0007229	Ag003G211660	AL2G39990
OG0007230	Ag003G210950	AL2G40290
OG0007231	Ag004G324430	AL1G28150
OG0007232	Ag003G207910, Ag003G285270	AL2G41500
OG0007233	Ag003G210240	AL2G40570
OG0007234	Ag003G269520, Ag003G210190	AL2G40620
OG0007235	Ag003G209670	AL2G40740
OG0007236	Ag008G664000, Ag003G209120	AL4G18160, AL2G40890
OG0007237	Ag004G323790	AL1G27930
OG0007238	Ag003G208310	AL1G33500, AL2G41240
OG0007239	Ag005G471180, Ag003G208250	AL2G41300, AL3G17940
OG0007240	Ag005G470220	AL3G24720
OG0007241	Ag005G470020	AL3G24750
OG0007242	Ag005G446470	AL3G25500
OG0007243	Ag005G468420	AL3G25780, AL180U10020
OG0007244	Ag005G468070	AL3G26010
OG0007245	Ag005G466460, Ag005G466550	AL3G26410
OG0007246	Ag005G466380	AL3G26470
OG0007247	Ag005G465410	AL3G26930
OG0007248	Ag005G463850	AL3G27870
OG0007249	Ag005G463460	AL3G28090
OG0007250	Ag005G463180, Ag003G239160	AL3G28180
OG0007251	Ag005G462710	AL3G28420
OG0007252	Ag005G462640	AL3G28470
OG0007253	Ag005G461900	AL810U10030, AL3G28700
OG0007254	Ag005G461890	AL3G28710
OG0007255	Ag005G461780	AL3G28830
OG0007256	Ag005G461680	AL3G28890
OG0007257	Ag007G656400, Ag005G455210	AL3G31560
OG0007258	Ag005G459180	AL3G30040
OG0007259	Ag005G458880	AL3G30230
OG0007261	Ag005G457080	AL3G30950
OG0007262	Ag005G457040	AL3G30970
OG0007263	Ag005G456500	AL3G31110
OG0007264	Ag005G456170	AL3G31250
OG0007265	Ag005G455910	AL3G31340
OG0007266	Ag005G454740	AL3G31770
OG0007267	Ag005G453310	AL3G32120
OG0007268	Ag005G452840	AL3G32240
OG0007269	Ag005G450670	AL3G32670
OG0007270	Ag005G450440	AL3G32760
OG0007271	Ag005G450070	AL3G32830
OG0007272	Ag005G449510	AL3G32890
OG0007273	Ag005G448650	AL3G33150
OG0007274	Ag005G447370	AL3G33640
OG0007275	Ag005G446530	AL3G33940
OG0007276	Ag005G442980, Ag005G444270	AL3G34850
OG0007277	Ag005G442350, Ag005G443660	AL3G35200
OG0007278	Ag005G441360	AL3G35660
OG0007279	Ag005G441670	AL3G35500
OG0007280	Ag005G441730	AL3G35480
OG0007281	Ag005G441950	AL3G35390
OG0007282	Ag005G439280	AL3G36350
OG0007283	Ag003G252500, Ag005G439300	AL3G36380
OG0007284	Ag005G438930	AL3G36560
OG0007285	Ag005G438920	AL3G36570
OG0007286	Ag005G438280	AL3G36790
OG0007287	Ag005G437660	AL3G36950
OG0007288	Ag005G437530	AL3G37060
OG0007289	Ag005G434240, Ag005G433360	AL3G38310
OG0007290	Ag005G434020, Ag005G432710	AL3G38560
OG0007291	Ag005G432500, Ag005G433870	AL3G38650
OG0007292	Ag005G431700	AL3G39090
OG0007293	Ag001G010760	AL8G20560, AL3G39270
OG0007294	Ag005G430320, Ag005G430640	AL3G39850
OG0007295	Ag005G429560	AL3G40060
OG0007296	Ag003G275310	AL3G44920
OG0007297	Ag007G595970	AL4G21890
OG0007298	Ag005G420670	AL3G44830
OG0007299	Ag005G419610	nbis-gene-852
OG0007301	Ag005G416840	AL3G49970
OG0007302	Ag005G416180	AL3G50230
OG0007303	Ag005G414220	AL3G50710
OG0007304	Ag005G412720	AL3G51340
OG0007305	Ag005G408880	AL3G53010
OG0007306	Ag005G407320	AL3G49030
OG0007307	Ag005G405650	AL3G48650
OG0007308	Ag005G403440	AL3G53400
OG0007309	Ag005G470840	AL3G24340
OG0007310	Ag001G001440	AL1G63600
OG0007311	Ag001G002410	AL1G63340
OG0007312	Ag001G002690	AL1G63230
OG0007313	Ag001G004810	AL1G62470
OG0007314	Ag001G008280	AL1G60860
OG0007315	Ag001G009030	AL1G60410
OG0007316	Ag001G009280	AL1G60240
OG0007317	Ag001G010480	AL1G59690
OG0007318	Ag001G010690	AL1G59520
OG0007319	Ag001G016600	AL1G57590
OG0007320	Ag001G021020	AL1G56310
OG0007321	Ag001G024390	AL1G55450
OG0007322	Ag001G023500	AL1G55760
OG0007324	Ag001G026550, Ag001G026540	AL1G54840
OG0007325	Ag001G027810, Ag001G027900, Ag001G027980	AL1G54460
OG0007327	Ag001G029160	AL7G38900
OG0007328	Ag001G031570, Ag001G030390	AL7G39340
OG0007329	Ag002G161470	AL4G30790
OG0007330	Ag002G161370	AL4G30770
OG0007331	Ag001G064640	AL3G35760
OG0007332	Ag001G064620	AL5G32640
OG0007333	Ag001G064140	AL5G33010
OG0007334	Ag001G068840	AL5G33200
OG0007335	Ag001G068910	AL5G33210
OG0007336	Ag001G071780	AL5G34060
OG0007337	Ag001G065990	AL5G32280
OG0007338	Ag001G066270	AL5G32190
OG0007339	Ag001G075160	AL5G35450
OG0007340	Ag001G075760, Ag003G235720, Ag001G075810	AL5G35690
OG0007341	Ag001G076450	AL5G36000
OG0007342	Ag001G078640	AL5G36620
OG0007343	Ag005G453400, Ag003G279040	AL7G19290
OG0007344	Ag001G079910	AL5G37090
OG0007345	Ag001G081620	AL5G37840
OG0007346	Ag001G082970	AL5G38230
OG0007347	Ag001G088570	AL5G40430
OG0007348	Ag001G088590	AL5G40460
OG0007349	Ag001G091180	AL5G41640, AL5G41610, AL5G41540
OG0007350	Ag001G093310	AL5G42910
OG0007351	Ag001G093510	AL5G43020
OG0007352	Ag001G094340	AL5G43590
OG0007353	Ag001G096420	AL5G44680
OG0007354	Ag001G096580	AL5G29560, AL5G44850
OG0007355	Ag001G098590	AL5G46030
OG0007356	Ag001G008690	nbis-gene-956, AL1G60560
OG0007357	Ag001G029420, Ag002G134980, Ag001G056350, Ag002G179020	AL4G20400, AL4G36260
OG0007359	Ag001G069860	AL2G23220
OG0007360	Ag001G096740	AL5G44920
OG0007361	Ag002G123650	AL8G10220
OG0007363	Ag002G160570	AL4G30360
OG0007364	Ag002G160890	AL4G30550
OG0007365	Ag002G161890	AL4G30930
OG0007366	Ag002G202750	AL4G46610
OG0007367	Ag003G226480	nbis-gene-765
OG0007368	Ag003G226570	AL2G35290
OG0007369	Ag003G230750	AL2G34380
OG0007370	Ag003G272340	AL7G19850
OG0007371	Ag003G288250, Ag003G288020, Ag003G288050, Ag007G655250	AL7G14890
OG0007372	Ag004G302480, Ag006G535890	AL1G14090
OG0007373	Ag004G315700	AL1G23650
OG0007374	Ag005G457290, Ag005G457280	AL3G30810
OG0007375	Ag007G608710	AL9U11610
OG0007376	Ag005G462400	AL3G28590
OG0007377	Ag005G470120, Ag005G470060, Ag005G472800	AL4G23360, nbis-gene-516, nbis-gene-461, nbis-gene-339
OG0007378	Ag005G489430	AL5G13650
OG0007378	Ag005G489420	AL3G11720
OG0007379	Ag006G545740, Ag006G551530, Ag006G543170, Ag006G544410, Ag007G610620	AL6G23730
OG0007380	Ag006G567570	AL7G32020
OG0007381	Ag006G572830	AL7G35210
OG0007382	Ag006G575610	AL7G36240
OG0007383	Ag007G581720	AL1G43540, nbis-gene-1078
OG0007384	Ag007G597030	AL4G21350
OG0007385	Ag007G624560	AL6G28200
OG0007386	Ag007G638280	AL6G40530
OG0007387	Ag008G699400	AL8G32230, AL1G46450
OG0007388	Ag008G702330	AL8G33280
OG0007391	Ag008G728650	AL9U10040, AL9U10030, AL3G47040, AL3G46980
OG0007413	Ag008G734200	AL7G24350
OG0007414	Ag003G254330	AL7G24070
OG0007415	Ag003G254350	AL7G24050
OG0007416	Ag003G254970	AL7G23880
OG0007417	Ag003G255190	AL7G23780
OG0007418	Ag003G255620	AL7G23670
OG0007420	Ag003G258580	AL7G22590
OG0007421	Ag003G259070	AL7G22420
OG0007422	Ag003G260160	AL7G22230
OG0007423	Ag003G260410	AL7G22120
OG0007424	Ag007G616530	AL7G21880
OG0007425	Ag003G262840, Ag003G264190	AL7G21540
OG0007426	Ag003G268090	AL7G20930
OG0007427	Ag003G268330	AL7G20790
OG0007428	Ag003G268760	AL7G20700
OG0007429	Ag003G268940	AL7G20650
OG0007430	Ag003G269530	AL7G20550
OG0007431	Ag003G269600	AL7G20500
OG0007432	Ag003G270870	AL7G20290
OG0007434	Ag003G273210	AL7G19670
OG0007435	Ag003G279950	AL7G19640
OG0007436	Ag003G279750	AL7G19600
OG0007437	Ag003G279690	AL7G19570
OG0007438	Ag003G279410, Ag004G350890	AL7G19480
OG0007439	Ag003G278950	AL7G19220
OG0007440	Ag003G278230	AL7G19020
OG0007441	Ag003G276700	AL7G18340
OG0007442	Ag003G277130	AL7G18450
OG0007443	Ag003G276300	AL7G18120
OG0007444	Ag003G276310	AL7G18130
OG0007445	Ag003G274480	AL7G17680
OG0007446	Ag003G281040	AL7G17080
OG0007448	Ag003G273550	AL7G17330
OG0007449	Ag003G273580	AL7G17360
OG0007450	Ag003G273690	AL7G17400
OG0007451	Ag003G281910	AL7G16790
OG0007452	Ag003G282040	AL7G16740
OG0007453	Ag003G282160	AL7G16650
OG0007454	Ag003G282180	AL7G16630
OG0007456	Ag003G283100	AL7G16250
OG0007458	Ag007G579120	AL1G49570
OG0007459	Ag007G579100	AL1G49550
OG0007460	Ag007G578670	AL1G46020
OG0007461	Ag007G578500	AL1G46200
OG0007462	Ag007G578460	AL1G46250
OG0007463	Ag007G578350	AL1G46370
OG0007464	Ag001G101500	AL7G37860
OG0007465	Ag004G356950, Ag001G101770	AL7G38120
OG0007466	Ag001G102010	AL7G38550
OG0007467	Ag001G101820	AL7G38680
OG0007468	Ag004G364560	AL1G64870
OG0007469	Ag004G364950, Ag004G365490	AL1G65130
OG0007470	Ag004G366740	AL7G40010
OG0007471	Ag004G366800	AL1G66470
OG0007472	Ag006G508450	AL6G17760
OG0007473	Ag004G368430	AL2G18260
OG0007475	Ag004G373960	AL2G15450
OG0007476	Ag004G374640	AL2G15230
OG0007477	Ag004G313140	AL1G22130
OG0007478	Ag004G376390	AL2G14630
OG0007479	Ag004G377150	AL2G14400
OG0007480	Ag004G377260	AL2G14350
OG0007481	Ag008G658630, Ag012G741360	AL5G10010
OG0007482	Ag001G001100	AL5G10120
OG0007483	Ag008G658360	AL5G10230
OG0007484	Ag008G660400	AL5G10940
OG0007485	Ag004G321300	AL1G26750
OG0007486	Ag008G661270	AL5G12410
OG0007487	Ag008G661760	AL5G12640
OG0007488	Ag008G662030	AL5G12850
OG0007489	Ag008G662200	AL5G13050
OG0007490	Ag008G662550	AL5G13280
OG0007491	Ag004G331840	AL1G31770
OG0007492	Ag008G663670	AL5G14110
OG0007494	Ag008G665160	AL5G14560
OG0007495	Ag008G666350	AL5G15140
OG0007496	Ag008G666390	AL5G15190
OG0007497	Ag008G667450	AL5G15680
OG0007498	Ag008G667850	AL5G15950
OG0007499	Ag008G668280	AL5G16020
OG0007500	Ag007G655490	AL7G48580
OG0007501	Ag008G668820	AL5G16320
OG0007502	Ag008G668850	AL5G16340
OG0007503	Ag008G669130	AL5G16660
OG0007504	Ag008G670880	AL5G17140
OG0007505	Ag001G049220, Ag010G739380	AL5G19080
OG0007506	Ag006G574900	AL5G19120
OG0007510	Ag004G356530	AL2G25750
OG0007511	Ag004G357460	AL2G25380
OG0007512	Ag004G357990	AL2G25030
OG0007513	Ag003G287550, Ag003G287230, Ag002G193820, Ag002G193860, Ag004G359890	AL2G23810
OG0007514	Ag004G360220	AL2G23740
OG0007515	Ag004G360690	AL2G22850
OG0007518	Ag004G401710	AL2G10170
OG0007519	Ag001G002980	AL1G63080
OG0007520	Ag004G397150	AL2G10890
OG0007521	Ag004G390600, Ag004G395390	AL2G11130
OG0007522	Ag004G393690, Ag004G388710	AL2G11580
OG0007524	Ag006G556410, Ag004G385540	AL2G12140, AL2G12040
OG0007525	Ag004G382940	AL2G12430
OG0007526	Ag004G382260	AL2G12590
OG0007527	Ag004G379810	AL2G13420
OG0007528	Ag004G379620	nbis-gene-386
OG0007530	Ag005G470880	AL3G24310
OG0007531	Ag005G470940	AL3G24290
OG0007532	Ag005G470950	AL3G24280
OG0007533	Ag005G471170	AL3G24130
OG0007534	Ag003G253210	AL7G24590
OG0007535	Ag001G017630	AL7G27220
OG0007536	Ag004G312480	AL7G27050
OG0007538	Ag002G188240	AL4G38770
OG0007539	Ag002G188130	AL3G43010, AL4G34430, AL4G38640
OG0007540	Ag002G188010	AL4G38590
OG0007541	Ag005G478120	AL3G20230
OG0007542	Ag005G478160	AL3G20290
OG0007543	Ag005G477880	AL3G20340
OG0007544	Ag005G476950	AL3G20700
OG0007545	Ag005G476900	AL3G20730
OG0007546	Ag005G476620	AL3G20970
OG0007547	Ag005G476420	AL3G21060
OG0007548	Ag006G496540	AL6G13260
OG0007549	Ag005G476040	AL3G21330
OG0007550	Ag005G475970	AL3G21460
OG0007551	Ag005G475730	AL3G21680
OG0007552	Ag005G475300	AL3G21900
OG0007553	Ag006G498360	AL6G14230
OG0007554	Ag005G474550	AL3G22270
OG0007555	Ag005G473690	AL3G22730
OG0007556	Ag005G473490	AL3G22800
OG0007557	Ag005G473160	AL3G22940
OG0007559	Ag005G472500	AL3G23170
OG0007560	Ag005G472370	AL3G23250
OG0007561	Ag005G472320	AL3G23290
OG0007562	Ag005G472180	AL3G23370
OG0007563	Ag003G253390	AL7G24530
OG0007564	Ag005G472040	nbis-gene-694
OG0007565	Ag005G472030	AL3G23550
OG0007566	Ag005G471870	AL3G23590
OG0007567	Ag005G471410, Ag005G416230	AL3G23950
OG0007568	Ag005G471390	AL3G23970
OG0007570	Ag001G039880	AL8G23830
OG0007571	Ag002G120340	AL8G11450
OG0007572	Ag007G585000	AL1G53710
OG0007573	Ag008G702310	AL8G24860
OG0007574	Ag006G513460	AL8G24920
OG0007575	Ag001G086470	AL8G24980
OG0007576	Ag008G675680	AL8G25010
OG0007577	Ag003G276510, Ag003G276270	AL7G18190
OG0007578	Ag008G682890, Ag008G682080	AL8G26870
OG0007579	Ag008G685870	AL8G28040
OG0007581	Ag008G685010	AL8G27780
OG0007582	Ag008G684880	AL8G27690
OG0007583	Ag008G684840	AL8G27660
OG0007584	Ag008G685890	AL8G28060
OG0007585	Ag008G686190	AL8G28120
OG0007586	Ag008G688400, Ag008G690080	AL8G29250
OG0007587	Ag008G688060	AL8G29090
OG0007588	Ag001G057230	AL8G29730
OG0007589	Ag001G057950	AL8G30040
OG0007590	Ag008G694170	AL8G30400
OG0007591	Ag008G696050	AL8G31160
OG0007592	Ag008G696570	AL236U10010, AL8G31440
OG0007593	Ag008G697540	AL2G24490, AL2G22990, AL8G31670
OG0007594	Ag008G698240	AL8G31820
OG0007595	Ag004G312010	AL1G22680
OG0007596	Ag008G700530	AL8G32740
OG0007597	Ag008G701670	AL8G32900
OG0007598	Ag008G701600	AL8G32930
OG0007599	Ag008G701530	AL8G32980
OG0007600	Ag008G702500	AL8G33350
OG0007601	Ag008G702680	AL8G33400
OG0007602	Ag008G703980	nbis-gene-2165
OG0007603	Ag008G704480	AL8G33850
OG0007604	Ag008G705320	AL8G34260
OG0007605	Ag007G637030	AL6G39550
OG0007606	Ag007G611680	AL6G24010
OG0007607	Ag007G610670	AL6G23750
OG0007608	Ag007G610420	AL6G23680
OG0007609	Ag007G610240	AL6G23620
OG0007610	Ag007G610060	AL6G23460
OG0007611	Ag007G609470	AL6G23190
OG0007612	Ag004G377630, Ag007G609350	AL6G23080
OG0007613	Ag007G609080	AL6G22900
OG0007614	Ag007G608930	AL6G22830
OG0007615	Ag007G608760	AL6G22690
OG0007616	Ag007G608100	AL6G22540
OG0007617	Ag007G607470	AL6G22150
OG0007618	Ag007G607440	AL6G22120
OG0007619	Ag007G606950	AL6G21870
OG0007620	Ag007G606180, Ag007G622190, Ag008G727980	AL6G21610
OG0007621	Ag007G605400	AL6G21140
OG0007622	Ag007G602090	AL6G19660
OG0007623	Ag007G601740	AL6G19360
OG0007624	Ag007G601580	AL6G19250
OG0007626	Ag007G600830	AL6G18560
OG0007627	Ag007G600800	AL6G18520
OG0007628	Ag007G600510	AL6G18240
OG0007629	Ag006G507560	AL6G17540
OG0007630	Ag006G507120	AL6G17490
OG0007631	Ag006G577650	AL7G37290, AL7G37230
OG0007632	Ag006G576840	AL7G36690
OG0007633	Ag006G576460	AL7G36560
OG0007634	Ag006G576160	AL7G36430
OG0007635	Ag006G576090	AL7G36360
OG0007636	Ag006G574980	AL7G35930
OG0007637	Ag002G140550	AL6G47810
OG0007638	Ag006G572610	AL7G35290
OG0007639	Ag006G572850	AL7G35190
OG0007640	Ag006G571980	AL7G34930
OG0007641	Ag006G571160	AL7G34680
OG0007642	Ag006G558360	AL7G33930
OG0007644	Ag008G727020	AL8G38940
OG0007645	Ag006G561460	AL7G33410
OG0007646	Ag006G562700	AL7G33210
OG0007647	Ag002G131170	AL6G48760
OG0007648	Ag006G565100	AL7G32650
OG0007649	Ag006G566110	AL7G32290
OG0007650	Ag006G554940	AL7G31610
OG0007651	Ag006G554280	AL7G31560
OG0007652	Ag006G553550	AL7G31380
OG0007653	Ag006G553050	AL7G31290
OG0007654	Ag006G552260	AL7G31070
OG0007655	Ag006G551940	AL7G30970
OG0007656	Ag006G551500	AL7G30850
OG0007657	Ag006G550900	AL7G30640
OG0007658	Ag003G256710, Ag006G547830, Ag006G550050, Ag004G314880	AL7G30470
OG0007659	Ag006G547770, Ag006G547710, Ag006G547750, Ag006G549940, Ag001G028970	AL7G30440
OG0007660	Ag006G546910, Ag006G542010	AL7G29750
OG0007661	Ag006G542480, Ag006G545120	AL7G29620
OG0007662	Ag006G544580, Ag006G543030	AL7G29380
OG0007663	Ag006G540520	AL1G47610
OG0007664	Ag006G540340	AL1G47670
OG0007666	Ag006G536860, Ag006G539390	AL1G48440
OG0007667	Ag006G535800	AL1G49100
OG0007668	Ag006G534220	AL1G50930
OG0007669	Ag006G532570	AL1G52460
OG0007670	Ag007G585230	AL1G54060
OG0007671	Ag007G584820	AL1G53400
OG0007672	Ag007G585310	AL1G54110
OG0007673	Ag005G479400	AL3G18990
OG0007674	Ag007G583700	AL1G41620
OG0007675	Ag007G583370	AL1G41860
OG0007676	Ag007G613640	AL7G45930, AL4G16080
OG0007677	Ag007G583120	AL1G42050
OG0007678	Ag007G583030	AL1G42140
OG0007679	Ag007G582340	AL1G42960
OG0007680	Ag007G580940	AL1G44040
OG0007681	Ag007G580710	AL1G44290
OG0007682	Ag007G580250	AL1G44750
OG0007683	Ag007G580170	AL1G44770
OG0007684	Ag007G580090	AL1G44850
OG0007685	Ag003G285810	AL7G15630
OG0007686	Ag006G495110	AL6G12560
OG0007687	Ag003G286620	AL7G15270
OG0007688	Ag003G286990	AL7G15100
OG0007689	Ag003G287680, Ag003G287380, Ag003G287690	AL7G15060
OG0007690	Ag003G288480	AL7G14770
OG0007691	Ag003G288890	AL7G14530
OG0007692	Ag003G288920	AL7G14500
OG0007693	Ag003G289320	AL7G14240
OG0007694	Ag003G289790	AL7G13910
OG0007695	Ag006G523990	AL4G13440
OG0007696	Ag003G290360	AL7G13760
OG0007697	Ag003G291450	AL7G13220
OG0007698	Ag003G291550	AL7G13090
OG0007699	Ag003G291960	AL7G12950
OG0007700	Ag003G291970	AL7G12940
OG0007701	Ag003G292300	AL7G12810
OG0007702	Ag003G292690	AL7G12580
OG0007703	Ag003G292870	AL7G12440
OG0007704	Ag003G293410	AL7G12120
OG0007705	Ag003G293980	AL7G11920
OG0007706	Ag003G294520	AL7G11520
OG0007707	Ag003G296800	AL7G10390
OG0007708	Ag001G042580	AL7G44290
OG0007709	Ag007G645660	AL7G46220
OG0007710	Ag007G647720	AL7G51560
OG0007711	Ag002G162090	AL4G30990
OG0007712	Ag008G710350	AL4G31080
OG0007713	Ag002G162540	AL4G31170
OG0007714	Ag004G311290	AL1G20860
OG0007715	Ag007G579470	AL2G29970, AL1G49260
OG0007716	Ag007G628480	AL6G29260
OG0007717	Ag002G162900	AL716U10010, AL4G31300
OG0007718	Ag002G162880	AL4G31240
OG0007719	Ag002G151700, Ag009G736750	AL6G43270
OG0007720	Ag002G171620	AL6G41550
OG0007721	Ag002G149280, Ag002G155660	AL6G42240
OG0007722	Ag002G201690, Ag007G581380	AL1G43820
OG0007723	Ag002G160200	AL4G30080
OG0007724	Ag002G159970, Ag006G513530	AL4G29930
OG0007725	Ag002G159640	nbis-gene-1076
OG0007726	Ag002G159480	AL4G29610
OG0007727	Ag002G159420	AL4G29600
OG0007728	Ag002G158490	AL4G29220
OG0007729	Ag002G158400	AL4G29160
OG0007730	Ag002G157650	AL8G18080
OG0007731	Ag002G206240	AL6G44220
OG0007732	Ag002G146740	AL6G45180
OG0007733	Ag002G146210	AL6G45460
OG0007734	Ag002G145130	AL6G46260
OG0007735	Ag002G142640	AL6G47290
OG0007736	Ag002G141340	AL6G47620, AL7G41290
OG0007737	Ag002G140280	AL6G47910
OG0007738	Ag002G133340	AL6G48460
OG0007739	Ag008G718810	AL6G31470
OG0007740	Ag002G132100	AL6G48600
OG0007741	Ag002G125410	AL8G14890
OG0007742	Ag002G102960	AL8G14110
OG0007743	Ag002G103880	AL8G13440
OG0007744	Ag002G104730	AL8G13090
OG0007745	Ag002G110340, Ag002G106730	AL8G12660
OG0007746	Ag002G111230, Ag002G107640	AL8G12550
OG0007747	Ag002G111600, Ag002G108090	AL8G12430
OG0007748	Ag002G108790, Ag002G112820	AL8G12240
OG0007749	Ag002G109290, Ag002G113270	AL8G12180
OG0007750	Ag002G117390	AL8G11890
OG0007751	Ag006G498210	AL6G14140
OG0007752	Ag002G117660	AL8G11760
OG0007753	Ag002G118700	AL8G11690
OG0007754	Ag002G114830, Ag002G120430	AL8G11400
OG0007755	Ag002G124110, Ag004G312900	AL7G39320
OG0007756	Ag001G042860	AL7G44470
OG0007757	Ag002G103830	AL7G44560
OG0007758	Ag003G289540	AL9U12240
OG0007759	Ag004G307770	AL3G40780
OG0007760	Ag005G428820	AL3G40200
OG0007761	Ag001G038980	AL9U10290
OG0007762	Ag008G726670	AL7G42690
OG0007763	Ag001G036900	AL7G41920
OG0007765	Ag007G655520	AL7G48510
OG0007766	Ag007G656880, Ag007G657130	AL7G47460
OG0007767	Ag005G446870	AL7G47130
OG0007768	Ag003G227250	AL1G56360
OG0007769	Ag002G206420	AL39U10010, AL4G47430
OG0007770	Ag002G206230	AL4G47300
OG0007771	Ag002G206180	AL4G47240
OG0007772	Ag002G205750	AL4G46910
OG0007773	Ag002G205610	AL4G46830
OG0007774	Ag002G204910, Ag008G670270	AL4G46770
OG0007775	Ag002G204900, Ag008G670240	AL4G46750
OG0007776	Ag002G203700	AL4G45980
OG0007777	Ag002G203600	AL4G45910
OG0007778	Ag002G203090	AL4G45480
OG0007779	Ag002G202940	AL4G45320
OG0007780	Ag002G202920	AL4G45300
OG0007781	Ag002G202910	AL4G45280
OG0007782	Ag002G202840	AL4G45250
OG0007783	Ag002G202830	AL4G45240
OG0007784	Ag002G202720	AL4G45120
OG0007785	Ag002G202150	AL4G44850
OG0007786	Ag002G201580	AL4G44570
OG0007787	Ag002G200530	AL4G43930
OG0007788	Ag002G199400	AL4G43440
OG0007789	Ag002G198720	AL4G43010
OG0007790	Ag002G198610	AL4G42920
OG0007791	Ag002G198400	AL4G42760
OG0007792	Ag002G195790	AL4G41530
OG0007793	Ag002G194740	AL4G41120
OG0007794	Ag002G192860	AL4G40300
OG0007795	Ag002G193310	AL4G40560
OG0007796	Ag006G491410	AL6G10450
OG0007797	Ag006G491670	AL6G10770
OG0007798	Ag006G491970	AL6G10950
OG0007799	Ag006G492300	AL6G11130
OG0007800	Ag006G492440	nbis-gene-1435
OG0007801	Ag006G493240	AL6G11620
