Orthogroup	Alyssum_gmelinii	Capsella_rubella
OG0009367	Ag003G230820	XP_006302897.1
OG0009368	Ag003G230850	XP_006301143.1
OG0009369	Ag003G230990	XP_006302424.1
OG0009370	Ag003G234200	XP_006302692.1
OG0009371	Ag003G235260	XP_006300880.1
OG0009372	Ag004G329690	XP_006304212.1
OG0009373	Ag003G235910	XP_006303119.2, XP_023643108.1, XP_023643105.1, XP_006290234.2, XP_006302888.1
OG0009374	Ag003G236280	XP_006302218.1
OG0009375	Ag003G236610	XP_006302810.1
OG0009377	Ag003G238000	XP_023643754.1
OG0009378	Ag003G239020	XP_023643580.1
OG0009379	Ag003G239140	XP_006302822.1
OG0009380	Ag003G239230	XP_023643659.1
OG0009382	Ag003G240030	XP_023643186.1
OG0009383	Ag003G233010	XP_006302806.1
OG0009384	Ag003G214280	XP_006302015.2
OG0009385	Ag003G214220	XP_006302337.1
OG0009386	Ag003G213500	XP_006302566.1
OG0009387	Ag003G213470	XP_006302525.1
OG0009388	Ag003G213370	XP_006302116.2
OG0009389	Ag003G212750	XP_006301760.2, XP_023643700.1
OG0009390	Ag003G212410	XP_023643969.1
OG0009391	Ag003G212080	XP_006302502.1
OG0009392	Ag003G210630	XP_006302129.2
OG0009393	Ag003G210590	XP_023642914.1
OG0009394	Ag003G210340	XP_006302564.1
OG0009395	Ag003G209080	XP_023643758.1
OG0009396	Ag003G208280	XP_006301335.1
OG0009397	Ag003G208160	XP_006302357.1
OG0009398	Ag003G207380	XP_006302956.1
OG0009399	Ag003G207410	XP_006301331.1
OG0009400	Ag003G207680	XP_006301046.1
OG0009401	Ag005G470580	XP_006298224.1
OG0009402	Ag005G470230	XP_006299058.1
OG0009403	Ag005G470000	XP_023641089.1
OG0009404	Ag005G469980	XP_006300119.1
OG0009405	Ag005G469740	XP_006299721.1
OG0009406	Ag005G469520	XP_006297605.1
OG0009407	Ag005G469010	XP_006298373.1
OG0009408	Ag005G468360	XP_006300095.1
OG0009409	Ag005G466240	XP_006298945.1
OG0009410	Ag005G466110	XP_006296819.1
OG0009411	Ag005G465890	XP_006300068.1
OG0009412	Ag005G465790	XP_006297156.1
OG0009413	Ag005G465460	XP_006298718.1
OG0009414	Ag005G465200	XP_006297267.1
OG0009415	Ag005G465170	XP_023642114.1
OG0009416	Ag005G464510	XP_006297504.1
OG0009417	Ag005G464480	XP_006299372.1
OG0009418	Ag005G464440	XP_006298103.1
OG0009419	Ag005G462910	XP_006298699.1
OG0009420	Ag005G462670	XP_023641316.1
OG0009421	Ag005G462650	XP_006297846.1
OG0009422	Ag005G462620	XP_006298164.2
OG0009423	Ag005G462600	XP_006299759.1
OG0009424	Ag005G461820	XP_023641560.1
OG0009425	Ag005G461760	XP_006297255.1
OG0009426	Ag005G461670	XP_006299171.1
OG0009427	Ag005G459950	XP_006298033.1
OG0009428	Ag005G459820	XP_006297662.1
OG0009429	Ag005G459810	XP_006297106.1
OG0009430	Ag005G454400, Ag005G458870	XP_006298852.1
OG0009431	Ag005G458440	XP_006298881.1
OG0009432	Ag005G458430	XP_006297081.1
OG0009433	Ag006G516870	XP_006286484.1
OG0009434	Ag005G457380	XP_006297847.1
OG0009435	Ag005G456240	XP_006297874.2
OG0009436	Ag021G743400, Ag003G225400, Ag007G630580	XP_006297776.1
OG0009437	Ag005G454840	XP_023641868.1
OG0009438	Ag005G453550	XP_006298499.1
OG0009439	Ag005G453510	XP_006298055.1
OG0009440	Ag005G452600	XP_023641863.1
OG0009441	Ag005G450060	XP_006299092.2
OG0009442	Ag005G449470	XP_006298893.1
OG0009443	Ag005G449460	XP_023641273.1
OG0009444	Ag005G448150	XP_006298094.1
OG0009445	Ag005G447420	XP_006299593.1
OG0009446	Ag005G446300	XP_006297900.1
OG0009447	Ag005G445980	XP_006298783.1
OG0009449	Ag005G445820	XP_006297970.2
OG0009450	Ag005G444310, Ag005G443020	XP_006300196.1
OG0009451	Ag005G443750, Ag005G442600	XP_006300116.1, XP_006299141.1
OG0009452	Ag005G441170	XP_023642146.1
OG0009454	Ag005G438340	XP_006296765.1
OG0009455	Ag005G436910	XP_023642765.1
OG0009456	Ag005G435010	XP_006296686.1
OG0009457	Ag013G741620, Ag005G435000	XP_006297022.1
OG0009458	Ag005G427290	XP_006297446.1
OG0009459	Ag008G679880	XP_006280007.1
OG0009460	Ag005G421360	XP_023634119.1
OG0009461	Ag005G420950	XP_023641295.1
OG0009462	Ag005G420870	XP_023641658.1
OG0009463	Ag005G420820	XP_006300066.1
OG0009464	Ag005G421650	XP_006297832.1
OG0009465	Ag005G421720	XP_006296803.1
OG0009466	Ag007G608410	XP_006288247.2
OG0009467	Ag004G302390	XP_006299551.1
OG0009468	Ag005G419130	XP_006297640.1
OG0009469	Ag005G419030	XP_006298159.1
OG0009470	Ag005G418950	XP_006298409.1
OG0009471	Ag005G416500	XP_023642741.1
OG0009472	Ag005G415920	XP_006297403.1
OG0009473	Ag005G415700	XP_006299821.1
OG0009474	Ag005G414920	XP_006297310.1
OG0009475	Ag005G410530	XP_006298137.1
OG0009476	Ag005G408310	XP_006299799.1
OG0009477	Ag005G405990	XP_006297590.1
OG0009478	Ag005G403090	XP_006299077.1
OG0009479	Ag005G403140	XP_006299260.1
OG0009480	Ag005G403380	XP_006298816.1
OG0009481	Ag005G403570	XP_006299305.1
OG0009482	Ag005G404350	XP_006299868.1
OG0009483	Ag001G000580	XP_006304022.1
OG0009484	Ag001G002420	XP_006307597.2
OG0009485	Ag001G002880	XP_006304226.1
OG0009486	Ag001G003830	XP_023632783.1
OG0009487	Ag001G004840	XP_006303266.1
OG0009488	Ag001G004870	XP_006304699.1
OG0009489	Ag001G006130	XP_006307019.1
OG0009490	Ag001G006840	XP_006303186.2
OG0009491	Ag001G007130	XP_006305471.1
OG0009492	Ag001G007340, Ag001G007370	XP_006306429.1
OG0009493	Ag001G008540	XP_023645800.1
OG0009494	Ag001G012420	XP_006304507.1
OG0009495	Ag001G011780	XP_006304254.1
OG0009496	Ag001G015220, Ag001G015210	XP_023633232.1
OG0009497	Ag001G016240	XP_006306237.1
OG0009498	Ag001G016610	XP_006306569.1
OG0009499	Ag007G612280	XP_006288473.1
OG0009500	Ag001G018100	XP_006305174.1
OG0009501	Ag001G019150, Ag001G018890	XP_006303310.1
OG0009502	Ag011G740820, Ag001G019630	XP_023645453.1
OG0009503	Ag001G097840	XP_023638977.1
OG0009504	Ag001G022780	XP_006305410.1
OG0009505	Ag001G022940	XP_006306473.1
OG0009506	Ag001G023290	XP_006305592.1
OG0009507	Ag002G161010	XP_006294230.1
OG0009509	Ag002G160580	XP_023640554.1, XP_006307028.1
OG0009510	Ag001G065490	XP_006290679.2
OG0009511	Ag001G064610	XP_006290689.1
OG0009512	Ag001G064530, Ag003G246370	XP_006291723.1
OG0009513	Ag001G070580	XP_006291074.1
OG0009514	Ag001G071810	XP_006290999.1
OG0009515	Ag001G071710	XP_006292242.2
OG0009516	Ag001G072690	XP_006291805.1
OG0009517	Ag001G073380	XP_023639241.1
OG0009518	Ag001G074090	XP_006291210.1
OG0009519	Ag001G074440	XP_006292719.1
OG0009520	Ag001G074490	XP_006292735.1
OG0009522	Ag001G074690	XP_006291452.1
OG0009523	Ag002G109360, Ag002G113350	XP_006280555.2
OG0009524	Ag001G075880	XP_006291849.1
OG0009525	Ag001G075870	XP_023637979.1
OG0009526	Ag002G178740	XP_023639588.1
OG0009527	Ag001G076140	XP_023638191.1
OG0009528	Ag001G076470	XP_006290949.1
OG0009529	Ag001G078320	XP_006291398.1
OG0009530	Ag001G080260	XP_023639066.1
OG0009531	Ag001G080380	XP_006290951.1
OG0009532	Ag001G080900	XP_006290350.1
OG0009533	Ag001G081160	XP_006291922.1
OG0009534	Ag001G083170	XP_006291223.1
OG0009535	Ag001G083420	XP_023638522.1
OG0009536	Ag001G083620	XP_006290322.1
OG0009537	Ag001G085990	XP_006292283.1
OG0009538	Ag001G086330	XP_006291177.1
OG0009539	Ag001G086430	XP_006292973.1
OG0009540	Ag001G088800	XP_006290475.2
OG0009541	Ag001G089560	XP_023638009.1
OG0009542	Ag001G090380	XP_006291096.1
OG0009543	Ag001G090710	XP_006291674.1
OG0009544	Ag008G723750	XP_006288359.1
OG0009545	Ag001G093080	XP_006293294.1
OG0009546	Ag001G093120	XP_006291749.1
OG0009547	Ag001G093450	XP_006291944.1
OG0009548	Ag001G093900	XP_023638040.1
OG0009549	Ag001G094250	XP_006292176.1
OG0009550	Ag001G094270	XP_006292623.1
OG0009551	Ag001G095100	XP_006291512.1
OG0009552	Ag001G097430	XP_006292773.1
OG0009553	Ag001G097440	XP_023638055.1
OG0009554	Ag001G098490	XP_006293019.1
OG0009555	Ag001G098630	XP_006291308.1
OG0009556	Ag001G098740	XP_006292989.1
OG0009557	Ag001G093650	XP_006291359.1
OG0009561	Ag002G147310, Ag001G019870	XP_006305572.1
OG0009562	Ag003G286790, Ag003G286660, Ag001G028830, Ag003G286670	XP_006285846.2
OG0009563	Ag001G083760	XP_006292732.1
OG0009564	Ag001G100100	XP_006279638.1
OG0009565	Ag002G125220	XP_006279730.1
OG0009567	Ag002G167790	XP_006282704.1
OG0009568	Ag002G174760	XP_006293872.1
OG0009569	Ag002G176020	XP_006295108.1
OG0009570	Ag002G189900	XP_006295195.1
OG0009572	Ag003G238930	XP_006302957.1
OG0009573	Ag003G253360	XP_006285537.1
OG0009574	Ag003G273920	XP_023633721.1
OG0009575	Ag003G276940	XP_006283815.1
OG0009576	Ag004G303810	XP_006303761.1
OG0009577	Ag004G309090	XP_006306375.1
OG0009578	Ag004G309350	XP_006303256.1
OG0009579	Ag004G310920	XP_006305963.2
OG0009580	Ag004G312320	XP_006305283.1
OG0009581	Ag004G315010	XP_006305768.1
OG0009582	Ag004G315250	XP_006304806.1
OG0009583	Ag004G323910	XP_023644737.1
OG0009585	Ag004G343060	XP_006302043.1
OG0009586	Ag004G352280	XP_006302328.1
OG0009587	Ag005G408510	XP_006299217.1
OG0009588	Ag005G419840	XP_023645462.1
OG0009589	Ag005G452730, Ag005G486630	XP_006298940.1, XP_006299174.1, XP_006300185.2, XP_023642634.1
OG0009591	Ag005G489880	XP_006286922.1
OG0009592	Ag006G492870	XP_006289906.1
OG0009594	Ag006G495960	XP_023637646.1
OG0009595	Ag006G577580	XP_006282773.1
OG0009596	Ag007G582020	XP_023632917.1
OG0009597	Ag007G584160	XP_023644988.1
OG0009598	Ag007G585300	XP_006304132.1
OG0009599	Ag007G585380	XP_023645181.1
OG0009600	Ag007G589830, Ag007G589800	XP_023640161.1
OG0009601	Ag007G591230	XP_006296307.1
OG0009602	Ag007G598540	XP_023634191.1
OG0009603	Ag007G613090	XP_006288429.2
OG0009604	Ag007G616670	XP_006287415.1
OG0009605	Ag007G617790	XP_006288565.1
OG0009606	Ag007G618600	XP_006289177.1
OG0009607	Ag007G623690	XP_006286654.1
OG0009608	Ag007G631120	XP_023635946.1
OG0009609	Ag007G654100	XP_006285594.1
OG0009610	Ag007G657410	XP_006283614.2
OG0009611	Ag008G705540	XP_023636738.1
OG0009612	Ag008G720460	XP_006286384.1
OG0009613	Ag008G726150	XP_006281687.2
OG0009614	Ag008G726190	XP_006281993.1
OG0009615	Ag008G734840	XP_006280835.1
OG0009616	Ag008G734930	XP_006281651.2
OG0009635	Ag006G566750	XP_006298061.1
OG0009636	Ag006G576630	XP_006285196.2
OG0009637	Ag003G257830	XP_006284225.1
OG0009639	Ag003G258960	XP_023640835.1
OG0009640	Ag003G259180	XP_006285614.1
OG0009641	Ag003G260710	XP_006282534.1
OG0009643	Ag002G138100, Ag002G134620	XP_006284084.2
OG0009644	Ag008G718890	XP_006288702.1
OG0009646	Ag003G267860	XP_006284912.1
OG0009647	Ag007G585330	XP_006305800.1, XP_006303465.1, XP_023632978.1
OG0009648	Ag003G270570	XP_006284737.1
OG0009649	Ag003G279060	XP_006283276.2
OG0009650	Ag003G277850	XP_006283109.1
OG0009651	Ag003G278080	XP_023642017.1, XP_006282989.1
OG0009652	Ag003G277040	XP_006284027.1
OG0009653	Ag003G276250	XP_023635183.1
OG0009654	Ag008G716320	XP_023636446.1
OG0009655	Ag003G274540	XP_006282895.1
OG0009656	Ag003G274400	XP_006285312.1
OG0009657	Ag003G273620	XP_006284949.1
OG0009658	Ag005G418920	XP_006297983.1
OG0009659	Ag003G281440	XP_006283682.1
OG0009662	Ag008G714040	XP_006287001.1
OG0009663	Ag003G284730	XP_006284955.1
OG0009664	Ag007G579710, Ag007G580410	XP_006305190.1
OG0009665	Ag007G578960	XP_006305680.1
OG0009666	Ag007G578740	XP_006307042.1
OG0009667	Ag007G578730	XP_006305506.1
OG0009668	Ag007G578660	XP_006303381.1
OG0009669	Ag007G578240	XP_006279081.2, XP_006306899.2
OG0009670	Ag007G578210	XP_006305028.1
OG0009671	Ag007G578100	XP_006304564.1
OG0009672	Ag007G578000	XP_006303359.1
OG0009673	Ag006G550740	XP_023634794.1, XP_006305083.1
OG0009674	Ag007G577930	XP_006303928.1
OG0009675	Ag007G577900	XP_006305626.1
OG0009676	Ag001G101100	XP_023632632.1
OG0009677	Ag001G101120	XP_006305346.1
OG0009678	Ag001G101370	XP_006285173.1
OG0009679	Ag001G101400	XP_023635546.1
OG0009680	Ag004G340210	XP_006282965.1
OG0009681	Ag001G102080	XP_023633647.1
OG0009682	Ag004G366320	XP_006300807.1
OG0009683	Ag004G307710, Ag003G209050	XP_006303041.1
OG0009684	Ag004G367130	XP_006302295.1
OG0009685	Ag006G506460, Ag004G340990	XP_006302637.1
OG0009686	Ag004G367990	XP_006302042.1
OG0009687	Ag004G368490	XP_006302570.1
OG0009688	Ag004G369740	XP_006300434.1
OG0009689	Ag004G369590	XP_006302056.1
OG0009690	Ag004G370350	XP_006302316.1
OG0009691	Ag004G373940	XP_006301185.1
OG0009692	Ag004G373970	XP_023643181.1
OG0009693	Ag004G377500	XP_006302991.1
OG0009694	Ag005G449490	XP_023639132.1
OG0009695	Ag002G174490	XP_023638114.1
OG0009696	Ag005G452890, Ag005G452860	XP_006292389.2
OG0009697	Ag002G140880	XP_006292412.1
OG0009698	Ag004G322340	XP_006304251.2
OG0009699	Ag002G139150	XP_006291538.2
OG0009700	Ag004G338840	XP_006291589.1
OG0009701	Ag004G321020	XP_006307428.1
OG0009702	Ag008G659610, Ag008G658840	XP_006290683.1
OG0009703	Ag008G661810	XP_006291657.2
OG0009704	Ag008G662870	XP_006292771.2
OG0009705	Ag008G663050	XP_006291617.1
OG0009706	Ag008G663140	XP_006291111.1
OG0009707	Ag008G663940	XP_006291121.1
OG0009708	Ag008G664070	XP_006291336.2
OG0009709	Ag008G665250	XP_006290413.2
OG0009710	Ag002G122660, Ag002G114500, Ag004G387480, Ag004G392830	XP_006291140.2
OG0009711	Ag001G034320	XP_023638225.1
OG0009712	Ag008G667340	XP_006291573.1
OG0009713	Ag008G667360	XP_006291556.1
OG0009714	Ag008G669540	XP_006292822.1
OG0009717	Ag001G022240, Ag003G226170	XP_006290511.1
OG0009718	Ag001G048920, Ag010G738410	XP_006291578.1
OG0009719	Ag008G674810	XP_006291885.2
OG0009720	Ag008G672860	XP_006290837.1
OG0009721	Ag010G738290, Ag001G048520	XP_006291277.1
OG0009722	Ag007G647730	XP_006283142.1
OG0009723	Ag004G356710	XP_006302436.1
OG0009724	Ag004G356760	XP_006301498.1
OG0009725	Ag004G358510	XP_023644057.1
OG0009726	Ag001G089490	XP_023643337.1
OG0009727	Ag004G360450	XP_023643062.1
OG0009728	Ag004G334720	XP_006302752.1
OG0009729	Ag004G364270	XP_006300644.2
OG0009730	Ag004G309010	XP_006301973.1
OG0009731	Ag008G704660	XP_006302131.2
OG0009733	Ag004G363550	XP_006302492.1
OG0009734	Ag004G401830	XP_023642850.1
OG0009735	Ag004G401740	XP_006300843.1
OG0009736	Ag004G401080	XP_006302089.1
OG0009737	Ag004G400200	XP_006302524.1
OG0009738	Ag004G392150, Ag004G396830, Ag004G396850, Ag004G392180, Ag004G396590	XP_006300370.1
OG0009739	Ag004G395270, Ag004G390430	XP_006301440.1
OG0009740	Ag004G394090, Ag004G389100	XP_006302430.1
OG0009741	Ag004G383200	XP_006302563.1
OG0009742	Ag004G381950	XP_006301544.1
OG0009743	Ag004G315970	XP_006303710.1
OG0009744	Ag004G378930	XP_006302067.1
OG0009745	Ag006G521260	XP_006295579.1
OG0009747	Ag003G250140	XP_006282783.1
OG0009748	Ag002G189990	XP_006294890.1
OG0009749	Ag002G189940	XP_006293558.1
OG0009750	Ag002G188430	XP_006295236.1
OG0009751	Ag002G188410	XP_006295975.1
OG0009752	Ag002G188390	XP_006294585.1
OG0009753	Ag002G188230	XP_006296032.2
OG0009754	Ag002G188160	XP_006295098.1
OG0009755	Ag002G188150	XP_023640660.1
OG0009756	Ag005G477780	XP_006299709.1
OG0009757	Ag005G476740	XP_006298963.1
OG0009758	Ag005G475960	XP_006279664.1
OG0009759	Ag005G474880	XP_006301033.1
OG0009760	Ag005G474120	XP_023642236.1, XP_006297667.1
OG0009761	Ag005G473890	XP_023642100.1
OG0009762	Ag005G473410	XP_006296704.1
OG0009763	Ag005G472090	XP_006296711.1
OG0009764	Ag005G471430	XP_006296688.1
OG0009765	Ag003G211500	XP_006298318.1
OG0009766	Ag006G491900	XP_006289240.1
OG0009767	Ag001G047750, Ag010G737610	XP_023641416.1
OG0009768	Ag007G609110, Ag008G682570, Ag008G679380	XP_006280326.1
OG0009769	Ag001G086310	XP_006280250.1
OG0009770	Ag001G040510	XP_006280184.1
OG0009771	Ag008G677640, Ag004G316610	XP_006281278.1
OG0009772	Ag005G403410	XP_006280586.1
OG0009773	Ag008G676560	XP_006280292.1
OG0009774	Ag008G679810	XP_023640403.1
OG0009776	Ag007G612530	XP_006288432.1
OG0009777	Ag008G681040	XP_006280621.1
OG0009778	Ag008G681250	XP_006280779.1
OG0009779	Ag004G308920	XP_006282112.1
OG0009780	Ag008G681740	XP_006280002.1
OG0009781	Ag008G681900	XP_006280961.1
OG0009783	Ag008G684150	XP_006280963.1
OG0009784	Ag008G684610	XP_006279561.1
OG0009785	Ag008G684630	XP_006279963.1
OG0009786	Ag008G685880	XP_006282121.2
OG0009787	Ag008G685630	XP_006279677.1
OG0009788	Ag008G685220	XP_006279858.1
OG0009789	Ag008G685900	XP_006279604.1
OG0009790	Ag008G686970	XP_006281523.1
OG0009791	Ag008G714090	XP_006281795.1
OG0009792	Ag008G687830	XP_006279563.1
OG0009793	Ag008G687610	XP_006280970.1
OG0009794	Ag008G687460	XP_006280559.1
OG0009795	Ag008G689620, Ag008G688810	XP_006280962.1
OG0009796	Ag001G058050	XP_006281141.1
OG0009797	Ag002G157690	XP_006281165.1
OG0009798	Ag008G694490	XP_006280143.1
OG0009799	Ag008G694870	XP_006282076.1
OG0009800	Ag008G696060	XP_006280139.1
OG0009801	Ag008G696310	XP_006280293.1
OG0009802	Ag007G610780, Ag002G203310	XP_023638928.1
OG0009803	Ag008G697940	XP_023639322.1
OG0009804	Ag008G699390	XP_006281761.1
OG0009805	Ag008G699710	XP_006280707.1
OG0009806	Ag008G699960	XP_006280735.1
OG0009807	Ag008G700390	XP_006280948.2
OG0009808	Ag008G700950	XP_006279738.1
OG0009809	Ag008G703360	XP_006279674.1
OG0009810	Ag008G704210	XP_006279472.1
OG0009811	Ag008G704340	XP_006282050.1
OG0009812	Ag008G704410	XP_006281107.1
OG0009813	Ag008G705110	XP_006281450.1
OG0009814	Ag008G705220	XP_006280397.1
OG0009815	Ag008G705270	XP_006281594.1
OG0009816	Ag001G089350	XP_006291160.1
OG0009817	Ag001G004890	XP_006306707.1
OG0009818	Ag007G610830	XP_006288880.1
OG0009819	Ag007G610700	XP_006287412.2
OG0009820	Ag007G609360	XP_006287316.1
OG0009821	Ag007G609290	XP_023637449.1
OG0009822	Ag007G609250	XP_006288920.1
OG0009823	Ag007G609240	XP_006288949.1
OG0009824	Ag007G609090	XP_023636610.1
OG0009826	Ag007G608840	XP_006287382.1
OG0009827	Ag007G608400	XP_006288699.1
OG0009828	Ag007G607620	XP_006287000.1
OG0009829	Ag007G607500	XP_006287007.1
OG0009831	Ag007G606090	XP_006286536.1
OG0009832	Ag007G605920	XP_023637226.1
OG0009833	Ag007G605830	XP_006286628.1
OG0009834	Ag007G604760, Ag007G604780, Ag007G604770	XP_006287980.1
OG0009835	Ag007G604350	XP_006287209.1
OG0009836	Ag007G602470	XP_006289146.1
OG0009837	Ag008G731080	XP_023637322.1
OG0009838	Ag007G602130	XP_006288823.2
OG0009840	Ag007G601230	XP_023636012.1
OG0009841	Ag007G600630	XP_006288987.2
OG0009842	Ag007G600540	XP_006288943.1
OG0009843	Ag007G600030	XP_006288140.1
OG0009844	Ag006G508480	XP_006289951.1
OG0009845	Ag001G054090	XP_006292030.1
OG0009846	Ag006G577530	XP_006284323.1
OG0009847	Ag006G576920	XP_006284068.2
OG0009848	Ag006G575190	XP_006282855.1
OG0009849	Ag006G575150	XP_023635261.1
OG0009850	Ag006G574800	XP_006282804.2
OG0009851	Ag006G574080	XP_006285967.2
OG0009852	Ag006G572810	XP_006282457.1
OG0009853	Ag006G571840	XP_006283865.1
OG0009854	Ag006G571230	XP_006283887.1
OG0009855	Ag006G557020	XP_023635682.1
OG0009856	Ag006G563620	XP_006286293.1
OG0009858	Ag006G566990, Ag006G566920	XP_006284907.1
OG0009859	Ag006G555980, Ag006G555960, Ag006G555970	XP_006282474.1
OG0009860	Ag006G547810, Ag006G550020, Ag006G550000, Ag006G547790	XP_023634182.1
OG0009861	Ag006G547700, Ag001G028960, Ag006G549930, Ag006G547740, Ag001G028950	XP_006285853.1
OG0009862	Ag006G545870, Ag006G548650	XP_006284275.1
OG0009865	Ag006G541690, Ag006G543780	XP_006282779.2
OG0009867	Ag006G536920, Ag006G539440	XP_006305078.2
OG0009868	Ag006G539040, Ag006G536490	XP_006306856.1
OG0009869	Ag006G538760, Ag006G536260	XP_006307386.1
OG0009870	Ag006G536180	XP_006306779.1
OG0009871	Ag006G536060	XP_023632610.1
OG0009872	Ag006G534960	XP_023633002.1
OG0009873	Ag006G531640	XP_006305300.1
OG0009875	Ag003G247830	XP_006306602.2
OG0009876	Ag007G584150	XP_006307222.1
OG0009877	Ag007G583640	XP_006303429.1
OG0009878	Ag007G582990	XP_023640936.1, XP_006307426.2
OG0009879	Ag007G582240	XP_023645719.1
OG0009880	Ag007G581770	XP_006305157.1
OG0009881	Ag007G581750	XP_006307132.1
OG0009882	Ag007G581500	XP_006304076.1
OG0009883	Ag007G581120	XP_006305775.1
OG0009884	Ag007G581110	XP_006303170.1
OG0009885	Ag007G580860	XP_006304331.1
OG0009886	Ag007G580770	XP_023644924.1
OG0009887	Ag007G580730	XP_006306714.1
OG0009888	Ag007G580570	XP_006303548.1
OG0009889	Ag007G580130, Ag007G580140	XP_006306276.1
OG0009890	Ag007G579820	XP_006304042.1
OG0009891	Ag003G285470	XP_023633710.1
OG0009892	Ag003G285530	XP_006283467.1
OG0009893	Ag003G288290	XP_006283880.2
OG0009894	Ag003G288570	XP_006283516.2
OG0009897	Ag003G289340	XP_006284125.1
OG0009898	Ag003G289520	XP_023634772.1
OG0009899	Ag003G289810, Ag005G448610	XP_023634605.1
OG0009900	Ag003G289960	XP_006284580.1
OG0009901	Ag006G523810	XP_006294990.1
OG0009902	Ag003G290930	XP_006284634.1
OG0009904	Ag003G291280	XP_006283789.1
OG0009905	Ag003G291660	XP_006282580.1
OG0009906	Ag003G292050	XP_006282592.1
OG0009907	Ag003G292250	XP_006285339.1
OG0009908	Ag003G292400	XP_006285110.1
OG0009909	Ag003G292570, Ag003G292600, Ag003G292550	XP_006284007.1
OG0009910	Ag003G292720	XP_023634603.1
OG0009911	Ag003G293250	XP_006283532.1
OG0009912	Ag003G293960	XP_006284291.1
OG0009913	Ag003G294030	XP_006282455.1
OG0009914	Ag003G294940	XP_006284088.1
OG0009915	Ag003G295590	XP_006283047.1
OG0009916	Ag003G295870	XP_006284600.1
OG0009917	Ag003G297180	XP_006283022.1
OG0009918	Ag001G041620	XP_006285759.1
OG0009919	Ag001G047230, Ag001G045510, Ag006G561470	XP_023634586.1
OG0009920	Ag007G647170	XP_023635211.1
OG0009921	Ag007G648330	XP_023634366.1
OG0009922	Ag007G648620	XP_006282998.1
OG0009923	Ag007G648980	XP_006285141.1
OG0009924	Ag002G162290	XP_023640138.1
OG0009925	Ag002G164220	XP_006296349.1
OG0009926	Ag004G376370	XP_006302292.1
OG0009927	Ag001G094430	XP_006290409.1
OG0009929	Ag002G163790	XP_023641028.1
OG0009930	Ag002G163300	XP_006296355.1
OG0009931	Ag002G163190	XP_006293716.1
OG0009932	Ag002G163080	XP_006295250.1
OG0009933	Ag009G737490, Ag002G152460	XP_006288727.1
OG0009934	Ag002G152210, Ag009G737320, Ag009G737260	XP_006288223.1
OG0009935	Ag002G156000, Ag002G153470	XP_006287566.2
OG0009936	Ag004G310260	XP_006280151.2
OG0009937	Ag002G176280, Ag001G094350	XP_006296020.1
OG0009939	Ag002G158690	XP_023640461.1
OG0009940	Ag002G158620	XP_006294085.1
OG0009941	Ag002G157240	XP_006281946.1
OG0009942	Ag002G154560, Ag002G157020	XP_023632609.1
OG0009943	Ag002G154250, Ag002G156680	XP_006280831.1
OG0009944	Ag002G148820	XP_006287940.1
OG0009945	Ag005G470990	XP_006288974.1
OG0009946	Ag002G148420	XP_006288526.1
OG0009947	Ag005G476510, Ag005G466120, Ag007G614510	XP_006289408.1
OG0009948	Ag002G147480	XP_006289081.1
OG0009949	Ag002G144870	XP_006287806.1
OG0009951	Ag002G141920, Ag002G141870, Ag002G141900	XP_023636830.1
OG0009952	Ag002G140480	XP_006288273.1
OG0009953	Ag002G140310	XP_006286741.1
OG0009954	Ag002G139740	XP_006288768.1
OG0009955	Ag002G139450	XP_006286991.1
OG0009956	Ag002G139140, Ag002G138950, Ag002G138930, Ag002G139160, Ag002G139130, Ag002G138980	XP_006287670.1
OG0009957	Ag002G131920	XP_006286417.1
OG0009958	Ag002G127200	XP_006282061.1
OG0009959	Ag002G103020	XP_006279756.1
OG0009960	Ag002G103530	XP_006280245.1
OG0009961	Ag002G103890	XP_006280623.1
OG0009962	Ag002G103900	XP_006280098.1
OG0009963	Ag002G108190, Ag002G111660	XP_006279616.1
OG0009965	Ag002G117600	XP_023641145.1
OG0009967	Ag005G450010, Ag002G115540, Ag002G120820	XP_006282104.1
OG0009968	Ag002G206580	XP_023640836.1
OG0009969	Ag002G123560	XP_006281226.1
OG0009970	Ag002G123590	XP_006279804.1
OG0009971	Ag002G123330	XP_006282288.1
OG0009972	Ag001G043080	XP_006282600.2
OG0009973	Ag005G435250, Ag013G741570	XP_006299555.1
OG0009974	Ag003G290200	XP_006285666.1
OG0009975	Ag001G039040	XP_006283788.1
OG0009976	Ag001G074780	XP_006290705.1
OG0009977	Ag004G339800, Ag001G038660	XP_006282492.1
OG0009978	Ag001G038280	XP_006283531.2
OG0009979	Ag001G037430	XP_006283428.1
OG0009980	Ag001G036400	XP_006285669.2
OG0009981	Ag001G035340	XP_006285018.1
OG0009982	Ag005G441480	XP_006299392.1
OG0009983	Ag007G649860	XP_006282843.1
OG0009984	Ag007G649880	XP_006284753.1
OG0009985	Ag007G649930	XP_006285793.1
OG0009986	Ag007G651050	XP_006283387.1
OG0009987	Ag002G178230, Ag007G651060	XP_006284071.1, XP_006285899.2
OG0009988	Ag002G178940	XP_006296379.1
OG0009989	Ag007G656060	XP_023635495.1
OG0009991	Ag001G065910	XP_023634167.1
OG0009992	Ag009G737400, Ag002G152390	XP_023636553.1
OG0009993	Ag002G206630	XP_006294213.1
OG0009994	Ag002G206120	XP_006295465.1
OG0009995	Ag002G205760	XP_006294734.1
