Orthogroup	Cardamine_hirsuta	Brassica_oleracea
OG0007309	CARHR087180	XP_013617148.1, XP_013586038.1
OG0007310	CARHR045250, CARHR051640	XP_013627960.1, XP_013588326.1
OG0007311	CARHR044950	XP_013590341.1, XP_013590137.1
OG0007312	CARHR044820	XP_013588107.1, XP_013590205.1
OG0007313	CARHR044090	XP_013592700.1, XP_013588134.1
OG0007314	CARHR042710	XP_013590748.1, XP_013590860.1
OG0007315	CARHR042370	XP_013592400.1, XP_013592582.1
OG0007316	CARHR042280	XP_013621760.1, XP_013592012.1
OG0007317	CARHR041900	XP_013592902.1, XP_013591951.1
OG0007318	CARHR041760	XP_013588325.1, XP_013590865.1
OG0007319	CARHR113150, CARHR040130	XP_013628374.1, XP_013589852.1
OG0007320	CARHR039370, CARHR039360, CARHR039340	XP_013583880.1, XP_013614205.1
OG0007321	CARHR038670	XP_013613775.1, XP_013602984.1
OG0007322	CARHR038920	XP_013592627.1, XP_013637895.1
OG0007323	CARHR038030	XP_013585914.1, XP_013604277.1
OG0007324	CARHR037880	XP_013604738.1, XP_013587899.1, XP_013590212.1
OG0007325	CARHR037570, CARHR037580	XP_013589892.1
OG0007326	CARHR222600	XP_013596793.1
OG0007327	CARHR222560	XP_013593284.1, XP_013604339.1
OG0007329	CARHR128960	XP_013628268.1, XP_013628261.1, XP_013615393.1, XP_013637172.1
OG0007330	CARHR128940	XP_013629409.1, XP_013636258.1, XP_013636437.1
OG0007331	CARHR161760	XP_013598320.1, XP_013614178.1, XP_013599560.1
OG0007332	CARHR161800	XP_013602936.1, XP_013636098.1
OG0007333	CARHR162120	XP_013603470.1, XP_013636222.1
OG0007334	CARHR162260	XP_013631571.1
OG0007335	CARHR162270	XP_013637314.1, XP_013593998.1
OG0007336	CARHR060240, CARHR163130	XP_013605508.1, XP_013591858.1
OG0007337	CARHR161450	XP_013608796.1, XP_013604397.1
OG0007338	CARHR161360	XP_013593921.1, XP_013603056.1
OG0007339	CARHR164310	XP_013637247.1, XP_013605659.1
OG0007340	CARHR164510	XP_013631821.1, XP_013631281.1
OG0007341	CARHR164870	XP_013605310.1, XP_013592874.1
OG0007342	CARHR165510, CARHR165500, CARHR165490	XP_013635449.1, XP_013602480.1
OG0007343	CARHR240440, CARHR053370	XP_013628456.1, XP_013601256.1
OG0007344	CARHR165910	XP_013637554.1
OG0007345	CARHR166610	XP_013633773.1, XP_013601986.1
OG0007346	CARHR167000	XP_013587795.1, XP_013605050.1, XP_013631588.1
OG0007347	CARHR169050	XP_013602328.1, XP_013633660.1
OG0007348	CARHR169070	XP_013600058.1, XP_013590012.1
OG0007349	CARHR220950, CARHR220920	XP_013600528.1
OG0007350	CARHR171020	XP_013604900.1, XP_013631556.1, XP_013592259.1
OG0007351	CARHR171100	XP_013634135.1, XP_013603429.1
OG0007352	CARHR171630	XP_013636667.1, XP_013605889.1
OG0007353	CARHR172380	XP_013631362.1, XP_013605925.1
OG0007354	CARHR172450	XP_013604603.1, XP_013588097.1
OG0007355	CARHR291760	XP_013602528.1, XP_013631282.1
OG0007356	CARHR042480	XP_013626551.1, XP_013590689.1
OG0007357	CARHR133690	XP_013623292.1, XP_013637548.1
OG0007360	CARHR172510	XP_013632223.1, XP_013604102.1, XP_013590396.1
OG0007361	CARHR173590	XP_013608873.1, XP_013613824.1, XP_013599068.1
OG0007363	CARHR128470	XP_013635232.1, XP_013635275.1
OG0007364	CARHR128670	XP_013633372.1
OG0007365	CARHR129070	XP_013632140.1, XP_013635933.1
OG0007367	CARHR099530	XP_013617171.1, XP_013637767.1
OG0007368	CARHR068710	XP_013619541.1, XP_013589800.1
OG0007369	CARHR067780	XP_013590973.1
OG0007370	CARHR239940	XP_013596917.1, XP_013593437.1
OG0007371	CARHR244560	XP_013597705.1
OG0007372	CARHR003790, CARHR115370	XP_013601892.1, XP_013604694.1
OG0007373	CARHR012620	XP_013602841.1, XP_013613828.1
OG0007374	CARHR093040	XP_013584337.1, XP_013619950.1
OG0007375	CARHR201190	XP_013605432.1
OG0007376	CARHR091090	XP_013617217.1, XP_013638996.1
OG0007379	CARHR200340	XP_013601477.1, XP_013608459.1
OG0007380	CARHR228640, CARHR228590	XP_013607509.1
OG0007381	CARHR225900	XP_013597282.1, XP_013626087.1, XP_013597115.1
OG0007382	CARHR224940	XP_013589836.1
OG0007384	CARHR120000	XP_013627366.1, XP_013626848.1
OG0007385	CARHR196070	XP_013616481.1, XP_013630815.1
OG0007387	CARHR270110	XP_013612107.1
OG0007388	CARHR271110	XP_013629069.1, XP_013618972.1, XP_013608581.1
OG0007389	CARHR285880	XP_013619140.1
OG0007390	CARHR274940	XP_013621448.1
OG0007393	CARHR109180	XP_013594352.1
OG0007394	CARHR113730	XP_013636774.1
OG0007395	CARHR067430, CARHR067320, CARHR067420, CARHR067360, CARHR218490, CARHR183930	XP_013589487.1
OG0007396	CARHR146140	XP_013607772.1, XP_013606959.1, XP_013621327.1, XP_013627393.1
OG0007397	CARHR153110	XP_013634812.1
OG0007400	CARHR264950	XP_013619752.1, XP_013609473.1, XP_013627657.1
OG0007413	CARHR235960	XP_013615832.1, XP_013594109.1
OG0007414	CARHR236260	XP_013592887.1
OG0007415	CARHR236280	XP_013609952.1, XP_013596215.1
OG0007416	CARHR236440	XP_013636513.1, XP_013595377.1
OG0007417	CARHR236510	XP_013603028.1, XP_013622153.1, XP_013638369.1
OG0007418	CARHR236610	XP_013596365.1, XP_013617263.1
OG0007419	CARHR109770	XP_013630725.1, XP_013600254.1
OG0007420	CARHR237570	XP_013609777.1, XP_013611141.1
OG0007421	CARHR237730	XP_013596482.1, XP_013629159.1
OG0007422	CARHR237930	XP_013625493.1, XP_013595856.1
OG0007423	CARHR237990	XP_013594669.1, XP_013593026.1
OG0007424	CARHR238180	XP_013622915.1, XP_013598677.1
OG0007425	CARHR238470	XP_013599031.1, XP_013602422.1
OG0007426	CARHR239050	XP_013593103.1, XP_013611659.1
OG0007427	CARHR239160	XP_013626685.1, XP_013636985.1
OG0007428	CARHR239250	XP_013596811.1, XP_013627592.1
OG0007429	CARHR239290	XP_013611317.1, XP_013622233.1
OG0007430	CARHR239380	XP_013595646.1, XP_013626375.1
OG0007431	CARHR239420	XP_013630327.1, XP_013608155.1
OG0007433	CARHR235710	XP_013612254.1, XP_013585437.1
OG0007434	CARHR240110	XP_013596746.1, XP_013614216.1
OG0007435	CARHR240120	XP_013616422.1, XP_013614690.1, XP_013600266.1
OG0007436	CARHR115030, CARHR240150	XP_013595854.1, XP_013602058.1
OG0007437	CARHR240170	XP_013596750.1, XP_013585967.1
OG0007438	CARHR240280, CARHR240270	XP_013612218.1
OG0007439	CARHR240510	XP_013627862.1, XP_013591793.1
OG0007440	CARHR240720	XP_013613181.1
OG0007441	CARHR241260	XP_013629712.1
OG0007442	CARHR241140	XP_013594076.1, XP_013638771.1
OG0007443	CARHR241510	XP_013591863.1, XP_013627476.1
OG0007444	CARHR241500	XP_013639407.1, XP_013595751.1
OG0007445	CARHR241870	XP_013595625.1, XP_013596638.1
OG0007446	CARHR242560	XP_013583565.1, XP_013598754.1
OG0007448	CARHR242190	XP_013595398.1, XP_013621867.1
OG0007449	CARHR242170	XP_013630245.1, XP_013593839.1, XP_013615841.1
OG0007451	CARHR242300	XP_013587878.1
OG0007452	CARHR242770	XP_013597697.1, XP_013622735.1
OG0007453	CARHR242840	XP_013595500.1, XP_013602336.1
OG0007454	CARHR242820, CARHR153010	XP_013602263.1, XP_013622766.1
OG0007455	CARHR243070	XP_013589112.1
OG0007456	CARHR243250	XP_013597119.1, XP_013587746.1
OG0007457	CARHR030610	XP_013587484.1, XP_013593296.1
OG0007458	CARHR287040	XP_013586715.1, XP_013604876.1
OG0007459	CARHR287020	XP_013604878.1, XP_013584070.1
OG0007460	CARHR031270	XP_013586629.1, XP_013586984.1
OG0007461	CARHR031470, CARHR031480	XP_013583958.1
OG0007462	CARHR031530	XP_013602905.1
OG0007463	CARHR031600, CARHR129670	XP_013586275.1, XP_013586232.1
OG0007464	CARHR223410	XP_013600048.1, XP_013607634.1
OG0007465	CARHR223130	XP_013592285.1, XP_013605551.1
OG0007466	CARHR222820	XP_013596296.1, XP_013602409.1
OG0007467	CARHR222730	XP_013604378.1
OG0007468	CARHR055580	XP_013625959.1, XP_013606304.1
OG0007469	CARHR055840	XP_013606107.1, XP_013612608.1
OG0007470	CARHR222300	XP_013601672.1, XP_013605216.1
OG0007471	CARHR054960	XP_013635060.1, XP_013612961.1
OG0007472	CARHR205680	XP_013629278.1, XP_013609505.1
OG0007473	CARHR053740	XP_013611047.1, XP_013605075.1
OG0007474	CARHR053600	XP_013613190.1
OG0007475	CARHR052070	XP_013623245.1
OG0007476	CARHR051540, CARHR048850	XP_013606087.1, XP_013636647.1
OG0007477	CARHR011340	XP_013601926.1, XP_013583496.1
OG0007478	CARHR050770	XP_013595005.1, XP_013595105.1, XP_013634326.1
OG0007479	CARHR050620	XP_013635550.1, XP_013594477.1, XP_013616865.1
OG0007480	CARHR050590, CARHR050580	XP_013634929.1, XP_013590813.1
OG0007481	CARHR143610	XP_013620714.1, XP_013598124.1
OG0007482	CARHR143710	XP_013594258.1
OG0007483	CARHR143810	XP_013595268.1, XP_013619291.1
OG0007484	CARHR144380	XP_013620596.1, XP_013597833.1
OG0007485	CARHR015270	XP_013604736.1, XP_013586371.1
OG0007486	CARHR145290	XP_013621461.1, XP_013599420.1
OG0007487	CARHR145430	XP_013594068.1, XP_013612000.1
OG0007488	CARHR145530	XP_013597731.1, XP_013609687.1
OG0007489	CARHR145680	XP_013596079.1, XP_013616663.1, XP_013616172.1
OG0007490	CARHR145860	XP_013606519.1, XP_013618269.1
OG0007491	CARHR019790	XP_013584357.1, XP_013600332.1
OG0007492	CARHR146570	XP_013619495.1
OG0007493	CARHR146700	XP_013609905.1, XP_013596362.1
OG0007494	CARHR146890	XP_013597254.1, XP_013619368.1
OG0007495	CARHR147380	XP_013593486.1, XP_013606331.1
OG0007496	CARHR147440	XP_013597548.1, XP_013613376.1
OG0007497	CARHR147880	XP_013597284.1, XP_013613409.1
OG0007498	CARHR148080	XP_013613375.1, XP_013609039.1
OG0007499	CARHR148190	XP_013593645.1, XP_013611941.1
OG0007500	CARHR213410	XP_013632283.1, XP_013590300.1
OG0007500	CARHR148250	XP_013618568.1, XP_013615127.1, XP_013595548.1
OG0007501	CARHR148410, CARHR148400	XP_013615984.1, XP_013599378.1
OG0007502	CARHR148420	XP_013599376.1, XP_013615983.1
OG0007503	CARHR148660	XP_013595964.1, XP_013618662.1
OG0007504	CARHR149170	XP_013620361.1, XP_013597692.1
OG0007505	CARHR152330	XP_013618448.1
OG0007506	CARHR153860	XP_013593750.1, XP_013607090.1
OG0007507	CARHR263170	XP_013635002.1
OG0007508	CARHR153060	XP_013599307.1, XP_013615777.1, XP_013620370.1, XP_013613305.1, XP_013615767.1
OG0007509	CARHR153430	XP_013596925.1, XP_013619539.1, XP_013609592.1
OG0007510	CARHR059690	XP_013621011.1, XP_013591508.1
OG0007511	CARHR059440	XP_013613517.1, XP_013588536.1
OG0007512	CARHR058950	XP_013618944.1, XP_013590691.1
OG0007513	CARHR292300	XP_013616138.1
OG0007514	CARHR058110	XP_013614779.1, XP_013591289.1
OG0007515	CARHR057580, CARHR119180	XP_013616340.1, XP_013588084.1
OG0007516	CARHR056980	XP_013590131.1, XP_013618256.1
OG0007517	CARHR195380	XP_013606749.1, XP_013630677.1
OG0007518	CARHR046330	XP_013610121.1, XP_013610036.1
OG0007519	CARHR044680	XP_013592730.1, XP_013629644.1
OG0007520	CARHR046800	XP_013611718.1, XP_013612333.1
OG0007521	CARHR047000	XP_013606273.1, XP_013606797.1
OG0007522	CARHR047690	XP_013606936.1, XP_013609174.1
OG0007523	CARHR048160	XP_013613896.1
OG0007524	CARHR048180	XP_013613902.1
OG0007525	CARHR048410	XP_013613894.1, XP_013608699.1
OG0007526	CARHR048630	XP_013612230.1, XP_013612070.1
OG0007527	CARHR049430	XP_013610475.1, XP_013635339.1, XP_013610181.1
OG0007528	CARHR049530	XP_013609235.1, XP_013633943.1
OG0007529	CARHR049790	XP_013637406.1, XP_013611428.1
OG0007530	CARHR087150	XP_013609511.1, XP_013629411.1
OG0007531	CARHR087130	XP_013587733.1, XP_013590827.1
OG0007532	CARHR087120	XP_013630256.1, XP_013604840.1
OG0007533	CARHR087000, CARHR151150	XP_013583996.1
OG0007534	CARHR235720	XP_013595926.1, XP_013601138.1
OG0007535	CARHR233270	XP_013586555.1, XP_013596339.1
OG0007536	CARHR233460	XP_013598491.1, XP_013614961.1
OG0007537	CARHR233550	XP_013596493.1, XP_013585355.1
OG0007538	CARHR135940	XP_013631048.1, XP_013631342.1
OG0007540	CARHR135820	XP_013636898.1, XP_013628906.1
OG0007541	CARHR083510	XP_013587363.1, XP_013625744.1
OG0007542	CARHR083520	XP_013629773.1, XP_013586892.1
OG0007543	CARHR083570	XP_013625336.1, XP_013595546.1, XP_013620259.1, XP_013615811.1
OG0007544	CARHR083910	XP_013615165.1, XP_013596315.1
OG0007545	CARHR083970	XP_013613220.1, XP_013587178.1
OG0007546	CARHR084170	XP_013635597.1, XP_013637710.1
OG0007547	CARHR084280	XP_013638386.1, XP_013594777.1
OG0007548	CARHR209570	XP_013611348.1, XP_013629528.1
OG0007549	CARHR084520	XP_013583561.1, XP_013622550.1
OG0007550	CARHR084600	XP_013583560.1, XP_013586632.1
OG0007551	CARHR084830	XP_013583658.1, XP_013614951.1
OG0007552	CARHR085030	XP_013586554.1, XP_013616078.1
OG0007553	CARHR208690	XP_013613047.1, XP_013619166.1
OG0007554	CARHR085340	XP_013587518.1, XP_013614510.1
OG0007555	CARHR085770	XP_013584366.1
OG0007556	CARHR085840	XP_013622117.1, XP_013583693.1
OG0007557	CARHR085960	XP_013617403.1, XP_013587090.1
OG0007559	CARHR086170	XP_013628144.1, XP_013585714.1
OG0007560	CARHR086240	XP_013583612.1, XP_013585085.1
OG0007561	CARHR086280	XP_013625392.1, XP_013637659.1
OG0007562	CARHR086350	XP_013628470.1, XP_013638397.1
OG0007563	CARHR235780	XP_013597500.1, XP_013604060.1, XP_013601385.1
OG0007564	CARHR086490	XP_013586816.1, XP_013622747.1
OG0007565	CARHR086500	XP_013586814.1, XP_013622230.1
OG0007566	CARHR086540	XP_013585594.1, XP_013584750.1
OG0007567	CARHR086840	XP_013628369.1, XP_013638069.1
OG0007568	CARHR086860	XP_013583774.1, XP_013623430.1
OG0007569	CARHR167420, CARHR186750	XP_013595734.1, XP_013620707.1
OG0007570	CARHR258840	XP_013629491.1, XP_013621096.1
OG0007571	CARHR174600	XP_013597689.1
OG0007572	CARHR037030	XP_013602002.1, XP_013592426.1
OG0007573	CARHR257660	XP_013627372.1, XP_013619352.1
OG0007574	CARHR257570	XP_013627522.1, XP_013627716.1
OG0007575	CARHR232420	XP_013590968.1
OG0007575	CARHR257460	XP_013626227.1
OG0007576	CARHR257410	XP_013622791.1, XP_013618314.1
OG0007577	CARHR241420	XP_013617739.1, XP_013628818.1
OG0007578	CARHR265430	XP_013621176.1, XP_013626073.1
OG0007579	CARHR266390	XP_013606114.1
OG0007580	CARHR266300	XP_013627459.1, XP_013619177.1, XP_013610117.1
OG0007581	CARHR266160	XP_013606570.1, XP_013620483.1
OG0007582	CARHR266080	XP_013620770.1, XP_013613185.1
OG0007583	CARHR287010, CARHR266050	XP_013610837.1
OG0007584	CARHR266480	XP_013627783.1, XP_013611292.1
OG0007585	CARHR266540	XP_013623006.1, XP_013608644.1
OG0007586	CARHR267320	XP_013621672.1, XP_013609785.1
OG0007587	CARHR267090	XP_013619317.1, XP_013606976.1
OG0007588	CARHR267670	XP_013616374.1, XP_013606478.1
OG0007589	CARHR267870	XP_013626445.1, XP_013607323.1
OG0007590	CARHR268270	XP_013606913.1, XP_013626155.1
OG0007591	CARHR268900	XP_013619759.1, XP_013612557.1
OG0007592	CARHR269240	XP_013612637.1
OG0007593	CARHR269470	XP_013608218.1
OG0007594	CARHR269590	XP_013613988.1, XP_013607121.1
OG0007595	CARHR011860	XP_013603999.1, XP_013587317.1
OG0007596	CARHR270640	XP_013611576.1, XP_013620668.1
OG0007597	CARHR270750	XP_013619390.1, XP_013606727.1
OG0007598	CARHR270780	XP_013622022.1, XP_013606172.1
OG0007599	CARHR270830	XP_013606016.1, XP_013613292.1
OG0007600	CARHR271170	XP_013608757.1, XP_013616424.1
OG0007601	CARHR271220	XP_013610756.1, XP_013620009.1
OG0007602	CARHR271420	XP_013612908.1, XP_013621617.1
OG0007603	CARHR271550	XP_013619357.1, XP_013612749.1
OG0007604	CARHR271970	XP_013615914.1, XP_013611392.1
OG0007605	CARHR186070	XP_013617887.1, XP_013612538.1
OG0007606	CARHR200040	XP_013611612.1, XP_013620238.1
OG0007607	CARHR200320	XP_013610217.1, XP_013626913.1
OG0007608	CARHR200390	XP_013609964.1
OG0007609	CARHR200430	XP_013605985.1, XP_013630224.1
OG0007610	CARHR200540	XP_013626103.1, XP_013606014.1
OG0007611	CARHR200720	XP_013620558.1, XP_013607375.1
OG0007612	CARHR200830	XP_013619105.1
OG0007613	CARHR201000	XP_013611488.1, XP_013629064.1
OG0007614	CARHR201090	XP_013625182.1
OG0007615	CARHR201220	XP_013626618.1, XP_013610127.1
OG0007616	CARHR201400	XP_013622633.1, XP_013616334.1
OG0007617	CARHR201740	XP_013623326.1, XP_013606803.1
OG0007618	CARHR201770	XP_013609172.1
OG0007619	CARHR202090, CARHR202030, CARHR202020, CARHR202100	XP_013612355.1
OG0007620	CARHR202280	XP_013609123.1
OG0007621	CARHR202690	XP_013611910.1
OG0007622	CARHR204140	XP_013610218.1, XP_013618942.1
OG0007623	CARHR204350	XP_013629315.1, XP_013611208.1
OG0007624	CARHR204440	XP_013626621.1, XP_013611481.1
OG0007625	CARHR204510	XP_013629567.1, XP_013609859.1
OG0007626	CARHR205010	XP_013625634.1, XP_013612992.1
OG0007627	CARHR205050	XP_013622922.1, XP_013606136.1
OG0007628	CARHR205290	XP_013626176.1, XP_013621049.1
OG0007629	CARHR205850	XP_013606944.1, XP_013622218.1
OG0007630	CARHR205900	XP_013622352.1, XP_013612966.1
OG0007631	CARHR224030	XP_013587551.1
OG0007632	CARHR224560	XP_013597532.1, XP_013604423.1
OG0007633	CARHR224690	XP_013603814.1, XP_013605318.1
OG0007634	CARHR224790	XP_013618779.1, XP_013592946.1
OG0007635	CARHR224840	XP_013600314.1, XP_013593515.1
OG0007636	CARHR225240	XP_013612472.1, XP_013627135.1, XP_013597217.1
OG0007637	CARHR253330	XP_013611539.1
OG0007638	CARHR225770	XP_013597106.1, XP_013593572.1
OG0007639	CARHR225880	XP_013597274.1
OG0007640	CARHR226030	XP_013622155.1, XP_013604963.1
OG0007641	CARHR226220	XP_013598561.1, XP_013591310.1
OG0007642	CARHR226750	XP_013597945.1, XP_013614142.1
OG0007644	CARHR275930	XP_013627926.1, XP_013619774.1, XP_013610581.1
OG0007645	CARHR227280	XP_013626828.1, XP_013602421.1
OG0007646	CARHR227500	XP_013628404.1, XP_013608064.1, XP_013608216.1
OG0007647	CARHR252390	XP_013609722.1, XP_013612620.1
OG0007648	CARHR228100	XP_013599308.1, XP_013607763.1
OG0007649	CARHR228400	XP_013597903.1, XP_013604010.1
OG0007650	CARHR228890	XP_013627061.1, XP_013589140.1
OG0007651	CARHR228960	XP_013622665.1, XP_013601201.1
OG0007652	CARHR229140	XP_013589555.1, XP_013596680.1
OG0007653	CARHR229230	XP_013593374.1, XP_013632237.1
OG0007654	CARHR229430	XP_013630480.1, XP_013598454.1
OG0007655	CARHR229500	XP_013587279.1
OG0007656	CARHR229660	XP_013593596.1
OG0007657	CARHR229920	XP_013593540.1, XP_013634329.1
OG0007658	CARHR230090	XP_013596734.1, XP_013588049.1
OG0007659	CARHR230120	XP_013593792.1
OG0007660	CARHR230980	XP_013622907.1, XP_013637030.1
OG0007661	CARHR231120	XP_013616539.1, XP_013598127.1
OG0007662	CARHR231360	XP_013593765.1, XP_013599246.1
OG0007663	CARHR032600	XP_013591866.1, XP_013604806.1
OG0007664	CARHR032640, CARHR054090, CARHR054100	XP_013592909.1
OG0007665	CARHR032830	XP_013637736.1
OG0007666	CARHR033380	XP_013591479.1, XP_013605579.1
OG0007667	CARHR033930	XP_013584025.1, XP_013589803.1
OG0007668	CARHR034970	XP_013600012.1, XP_013637463.1
OG0007669	CARHR036060	XP_013588682.1, XP_013599924.1
OG0007670	CARHR037300	XP_013638405.1, XP_013599779.1
OG0007671	CARHR036810	XP_013599787.1, XP_013586446.1
OG0007672	CARHR037350	XP_013638746.1, XP_013599578.1
OG0007673	CARHR082330	XP_013638654.1, XP_013625906.1
OG0007674	CARHR027570	XP_013598795.1, XP_013613550.1
OG0007675	CARHR027790	XP_013585180.1, XP_013597236.1
OG0007676	CARHR116740	XP_013614888.1
OG0007677	CARHR027930	XP_013585498.1, XP_013628720.1
OG0007678	CARHR028000	XP_013587025.1, XP_013629688.1
OG0007679	CARHR028530	XP_013622254.1, XP_013594058.1
OG0007680	CARHR029250	XP_013624748.1, XP_013625102.1, XP_013585689.1
OG0007681	CARHR029750	XP_013628872.1, XP_013638361.1
OG0007682	CARHR030160	XP_013586976.1, XP_013598649.1
OG0007684	CARHR030240	XP_013594239.1, XP_013638161.1
OG0007685	CARHR243860	XP_013593000.1
OG0007686	CARHR040510	XP_013610375.1, XP_013626966.1
OG0007687	CARHR244170	XP_013617141.1, XP_013627895.1
OG0007688	CARHR244340	XP_013598033.1, XP_013638504.1
OG0007689	CARHR244370	XP_013598032.1
OG0007690	CARHR244660	XP_013596368.1, XP_013589684.1
OG0007691	CARHR289500	XP_013595760.1, XP_013625068.1
OG0007692	CARHR244870	XP_013588727.1, XP_013627032.1
OG0007693	CARHR245120	XP_013584296.1, XP_013629099.1
OG0007694	CARHR245380	XP_013604448.1, XP_013626760.1
OG0007695	CARHR293090	XP_013604942.1, XP_013637595.1
OG0007696	CARHR245510	XP_013595493.1, XP_013617634.1
OG0007697	CARHR245930	XP_013595574.1, XP_013636936.1, XP_013610244.1
OG0007698	CARHR246060	XP_013594030.1, XP_013630832.1
OG0007699	CARHR246120	XP_013638165.1, XP_013596376.1
OG0007700	CARHR246130	XP_013594025.1, XP_013621763.1
OG0007701	CARHR246260	XP_013601469.1
OG0007702	CARHR246470	XP_013629701.1
OG0007703	CARHR246540	XP_013622374.1, XP_013584527.1
OG0007704	CARHR246820	XP_013636630.1, XP_013595791.1
OG0007705	CARHR247000	XP_013626060.1, XP_013585873.1
OG0007706	CARHR247210	XP_013600822.1, XP_013598775.1
OG0007707	CARHR294250	XP_013598230.1, XP_013630829.1
OG0007708	CARHR217470	XP_013615293.1, XP_013615058.1
OG0007709	CARHR215480	XP_013635066.1, XP_013634999.1
OG0007710	CARHR263720	XP_013631532.1, XP_013635197.1
OG0007711	CARHR129140	XP_013631102.1, XP_013634117.1
OG0007712	CARHR129220	XP_013636009.1, XP_013628306.1
OG0007713	CARHR129300	XP_013629583.1, XP_013636267.1
OG0007714	CARHR010270	XP_013602662.1, XP_013585984.1
OG0007715	CARHR030700	XP_013585997.1
OG0007716	CARHR195050	XP_013613051.1, XP_013623157.1
OG0007717	CARHR129420	XP_013622094.1, XP_013631257.1
OG0007718	CARHR129380	XP_013635808.1, XP_013635638.1, XP_013635694.1
OG0007719	CARHR260570	XP_013630814.1, XP_013606417.1
OG0007720	CARHR259970	XP_013630791.1, XP_013607378.1
OG0007721	CARHR259500	XP_013623231.1
OG0007722	CARHR029470	XP_013593759.1, XP_013611938.1
OG0007723	CARHR128270	XP_013636944.1, XP_013632269.1
OG0007724	CARHR128130	XP_013634256.1
OG0007725	CARHR128010	XP_013631127.1, XP_013631443.1
OG0007726	CARHR127950	XP_013623115.1, XP_013637217.1
OG0007727	CARHR127940	XP_013622353.1, XP_013637097.1
OG0007728	CARHR127560	XP_013634192.1, XP_013633643.1
OG0007729	CARHR127500	XP_013637511.1, XP_013630857.1
OG0007730	CARHR181270	XP_013612880.1, XP_013637191.1
OG0007731	CARHR256290	XP_013627811.1, XP_013612508.1
OG0007732	CARHR255570	XP_013627576.1, XP_013624552.1, XP_013615690.1
OG0007733	CARHR255340	XP_013630142.1, XP_013611963.1
OG0007734	CARHR254710	XP_013611767.1, XP_013622445.1
OG0007735	CARHR253790	XP_013627667.1, XP_013610340.1, XP_013627455.1
OG0007736	CARHR253540	XP_013606472.1
OG0007737	CARHR253060	XP_013609954.1, XP_013623496.1
OG0007738	CARHR252590	XP_013611284.1, XP_013630419.1
OG0007739	CARHR192910	XP_013611343.1, XP_013625180.1
OG0007740	CARHR252520	XP_013625665.1, XP_013609532.1
OG0007741	CARHR178240	XP_013593085.1
OG0007742	CARHR177470	XP_013598348.1
OG0007743	CARHR176710	XP_013595404.1, XP_013609049.1
OG0007744	CARHR176440	XP_013596088.1, XP_013616627.1
OG0007745	CARHR055660	XP_013620302.1
OG0007746	CARHR175960	XP_013598835.1, XP_013616590.1
OG0007747	CARHR175850	XP_013609433.1, XP_013595997.1
OG0007748	CARHR175570	XP_013620181.1, XP_013596035.1
OG0007749	CARHR175520	XP_013593052.1, XP_013616677.1
OG0007750	CARHR175050	XP_013606148.1, XP_013618968.1
OG0007751	CARHR208770	XP_013609546.1, XP_013619591.1
OG0007752	CARHR174990	XP_013617687.1, XP_013596941.1
OG0007753	CARHR174850	XP_013596672.1, XP_013610538.1
OG0007754	CARHR174540	XP_013607209.1, XP_013615089.1
OG0007755	CARHR290530	XP_013618563.1
OG0007756	CARHR217790	XP_013602391.1, XP_013588050.1, XP_013633866.1
OG0007757	CARHR216980	XP_013602420.1, XP_013636175.1
OG0007758	CARHR220550	XP_013630100.1, XP_013603872.1
OG0007759	CARHR101410	XP_013623041.1, XP_013595620.1
OG0007760	CARHR100920	XP_013625252.1, XP_013593725.1
OG0007761	CARHR218940, CARHR258880	XP_013613641.1, XP_013637116.1
OG0007762	CARHR219740	XP_013631998.1, XP_013600377.1
OG0007763	CARHR220530	XP_013636278.1
OG0007765	CARHR213330	XP_013587989.1, XP_013632036.1
OG0007766	CARHR212770	XP_013633712.1, XP_013590438.1
OG0007767	CARHR212530	XP_013633725.1, XP_013590026.1
OG0007768	CARHR050820	XP_013590379.1, XP_013590481.1
OG0007769	CARHR143250	XP_013625213.1, XP_013631258.1
OG0007770	CARHR143110	XP_013634680.1, XP_013629016.1
OG0007771	CARHR143060	XP_013633677.1, XP_013634703.1
OG0007772	CARHR142740	XP_013631928.1, XP_013622604.1
OG0007773	CARHR142660	XP_013634028.1, XP_013636457.1
OG0007774	CARHR142600	XP_013614364.1
OG0007775	CARHR142580	XP_013634795.1, XP_013614370.1
OG0007776	CARHR141890	XP_013633891.1, XP_013633549.1
OG0007777	CARHR141820	XP_013629009.1, XP_013637091.1
OG0007778	CARHR141490	XP_013625395.1, XP_013614730.1
OG0007779	CARHR141350	XP_013635676.1, XP_013631633.1, XP_013633475.1
OG0007780	CARHR141330	XP_013636886.1, XP_013635674.1
OG0007781	CARHR141310	XP_013634190.1, XP_013635672.1
OG0007782	CARHR141290	XP_013626085.1, XP_013635527.1
OG0007783	CARHR141280	XP_013626080.1, XP_013635524.1, XP_013593850.1
OG0007784	CARHR141190	XP_013637162.1, XP_013636705.1
OG0007785	CARHR140900	XP_013625964.1, XP_013631243.1
OG0007786	CARHR140590	XP_013634282.1, XP_013634042.1
OG0007787	CARHR140090	XP_013636620.1, XP_013634474.1
OG0007788	CARHR139600	XP_013636827.1, XP_013622879.1
OG0007789	CARHR139310	XP_013637158.1, XP_013623315.1
OG0007790	CARHR139210	XP_013622017.1, XP_013634633.1
OG0007791	CARHR139080	XP_013636709.1
