Orthogroup	Cardamine_hirsuta	Cochlearia_excelsa
OG0008048	CARHR114040	g38472, g43539
OG0008049	CARHR114000	g38476
OG0008050	CARHR113820	g38483
OG0008051	CARHR113740	g38486
OG0008052	CARHR113080	g36943
OG0008053	CARHR112910	g38517
OG0008055	CARHR112390	g38528, g50866
OG0008056	CARHR112170	g38537
OG0008057	CARHR112120	g38310, g38542
OG0008058	CARHR112000	g50852
OG0008059	CARHR015630	g31574
OG0008060	CARHR015560	g49928
OG0008061	CARHR015540	g31569
OG0008062	CARHR015430	g31561
OG0008063	CARHR015320	g31553, g27284
OG0008064	CARHR015100	g31537
OG0008065	CARHR014870	g27269, g31527
OG0008066	CARHR014450	g31493
OG0008067	CARHR014370	g31487, g27256
OG0008068	CARHR014110	g31476, g27246, g49888
OG0008069	CARHR013500	g49867
OG0008070	CARHR013380	g49862
OG0008072	CARHR012920	g49830, g49835, g49841
OG0008073	CARHR012790	g31388, g49823
OG0008074	CARHR012710	g27188, g31383
OG0008075	CARHR012380	g49800
OG0008076	CARHR012170	g31338, g49784
OG0008077	CARHR012160	g31337
OG0008078	CARHR011910	g27163
OG0008080	CARHR011720	g49777
OG0008081	CARHR010780	g31264
OG0008082	CARHR010550	g31249
OG0008083	CARHR010300	g31241
OG0008084	CARHR010230	g49723
OG0008085	CARHR009760	g49702
OG0008086	CARHR164370	g19151
OG0008087	CARHR008710	g49657
OG0008088	CARHR008440	g49672, g31124
OG0008089	CARHR008460	g49671, g31126
OG0008090	CARHR007310	g27010, g31071
OG0008091	CARHR006940	g31050
OG0008092	CARHR006740	g49561
OG0008094	CARHR006470	g49552
OG0008095	CARHR006330	g49547
OG0008096	CARHR006170	g31010
OG0008098	CARHR006100	g31005
OG0008099	CARHR005960, CARHR005900	g30993
OG0008100	CARHR005620	g30976
OG0008101	CARHR005390	g49517
OG0008102	CARHR005120	g30942
OG0008103	CARHR004450	g30906
OG0008104	CARHR199720	g5250
OG0008105	CARHR003910	g26939, g30877
OG0008106	CARHR003800	g26937
OG0008107	CARHR003770	g30871
OG0008108	CARHR003540	g26926
OG0008109	CARHR002910	g49422
OG0008110	CARHR002930	g30833
OG0008111	CARHR002940	g30834, g26920
OG0008112	CARHR002970	g49424
OG0008113	CARHR003150	g49430
OG0008115	CARHR002510	g26903
OG0008116	CARHR002460	g49402
OG0008117	CARHR002200	g49390, g30796
OG0008118	CARHR001720	g26890
OG0008119	CARHR001760	g49369
OG0008120	CARHR001770	g30772
OG0008121	CARHR001660	g26888
OG0008122	CARHR001330	g49346, g30769
OG0008123	CARHR000700	g26870
OG0008124	CARHR248020	g25333
OG0008125	CARHR000190	g26856, g30725, g49277
OG0008126	CARHR198870	g29308, g34695, g43308, g5186
OG0008127	CARHR103230, CARHR199100	g29318, g5202
OG0008128	CARHR198600	g29291, g5171
OG0008129	CARHR198590	g29290, g5170
OG0008130	CARHR198520	g5158, g45672
OG0008131	CARHR197730	g5099, g29240
OG0008132	CARHR197770	g45697
OG0008133	CARHR197780	g5102
OG0008134	CARHR197180	g29201
OG0008135	CARHR196790	g45730
OG0008136	CARHR196740	g45733
OG0008137	CARHR196700	g5042, g29189
OG0008138	CARHR196580	g29181
OG0008139	CARHR196220	g45743
OG0008140	CARHR195760	g4990
OG0008141	CARHR195470	g29005
OG0008142	CARHR195320	g29016
OG0008143	CARHR195310	g29017, g4950
OG0008144	CARHR195210	g29023
OG0008145	CARHR194830	g29036, g41478
OG0008146	CARHR194580	g29044
OG0008147	CARHR194560	g29046
OG0008148	CARHR194470	g29054, g29050
OG0008149	CARHR194300	g4906
OG0008150	CARHR194170	g29073
OG0008151	CARHR193950	g41730, g41445
OG0008152	CARHR193940	g29082
OG0008153	CARHR193900	g29092, g4891
OG0008154	CARHR193800	g29095
OG0008155	CARHR193620	g29108
OG0008156	CARHR187140	g18530
OG0008157	CARHR187070	g10100
OG0008158	CARHR187060	g4863
OG0008159	CARHR186990	g4858
OG0008160	CARHR186680	g4811
OG0008161	CARHR186320	g4792
OG0008162	CARHR186260	g10130
OG0008163	CARHR186140	g18513
OG0008164	CARHR185970	g4686
OG0008165	CARHR185550	g10182
OG0008166	CARHR182620	g10212
OG0008167	CARHR182420	g10205
OG0008168	CARHR182910	g10221
OG0008169	CARHR183320	g10245
OG0008170	CARHR199680	g5247
OG0008171	CARHR183470	g10253
OG0008172	CARHR199790	g29342, g5258
OG0008173	CARHR199870	g5263
OG0008174	CARHR199930	g5265
OG0008175	CARHR206120	g29649, g45469
OG0008176	CARHR206450	g45459
OG0008177	CARHR206670	g29674
OG0008178	CARHR206720	g45453
OG0008179	CARHR207040	g29685, g5601
OG0008180	CARHR208080	g29740
OG0008181	CARHR208720	g45406, g29787
OG0008182	CARHR208740	g5679, g5678
OG0008183	CARHR193610	g29109
OG0008184	CARHR188090	g10062
OG0008185	CARHR188420	g10036
OG0008186	CARHR188780	g10023, g558
OG0008187	CARHR188820	g552
OG0008188	CARHR188850	g10021
OG0008189	CARHR189120	g540
OG0008190	CARHR189350	g9997
OG0008191	CARHR189780	g503
OG0008192	CARHR189840	g9987
OG0008193	CARHR190060	g9969, g490
OG0008194	CARHR060650	g44867
OG0008195	CARHR190350	g468
OG0008196	CARHR190430	g462
OG0008197	CARHR190450	g9953
OG0008198	CARHR274630	g444
OG0008199	CARHR275140	g424, g9904
OG0008201	CARHR275620	g394
OG0008202	CARHR276050	g367, g366
OG0008203	CARHR276070	g9865
OG0008204	CARHR276170	g361, g9863
OG0008205	CARHR276300	g9854
OG0008206	CARHR276340	g352
OG0008208	CARHR276750	g327
OG0008209	CARHR276920	g9827
OG0008210	CARHR272340	g28723
OG0008211	CARHR272330	g1190
OG0008212	CARHR272280	g39278
OG0008213	CARHR160750	g19322
OG0008214	CARHR160720	g19330
OG0008215	CARHR160670	g2496
OG0008216	CARHR160370	g19341, g2540
OG0008217	CARHR160070	g2557
OG0008218	CARHR159110	g2595, g19370
OG0008219	CARHR158550	g2622, g19396
OG0008220	CARHR158540	g2624
OG0008221	CARHR158100	g2633, g19413, g11382
OG0008223	CARHR154920	g2822
OG0008224	CARHR151530	g3128
OG0008225	CARHR149720	g43578
OG0008227	CARHR060300	g41641
OG0008228	CARHR060280	g44888
OG0008229	CARHR060260	g18037, g41644
OG0008230	CARHR060170	g44891
OG0008231	CARHR060130	g44892
OG0008232	CARHR129020	g37108, g51477
OG0008233	CARHR059930	g41691
OG0008234	CARHR060490	g44877
OG0008235	CARHR059860	g44913
OG0008236	CARHR061780	g44785, g45763
OG0008237	CARHR061790	g44784
OG0008238	CARHR061880	g44782, g45769
OG0008239	CARHR062920	g45819
OG0008240	CARHR024810	g27573, g32123
OG0008241	CARHR097680	g6626
OG0008242	CARHR063240	g45831
OG0008243	CARHR063250	g45833
OG0008244	CARHR063350	g45842
OG0008245	CARHR063530	g45850
OG0008246	CARHR063600	g44699
OG0008247	CARHR064300	g45894
OG0008248	CARHR064590	g45915
OG0008249	CARHR290940	g45949
OG0008250	CARHR065040	g45961
OG0008251	CARHR071600	g46422
OG0008252	CARHR071580	g46420
OG0008253	CARHR071560	g46418
OG0008254	CARHR071330	g46391, g44358
OG0008255	CARHR071300	g44360
OG0008256	CARHR070990	g46366
OG0008257	CARHR070670	g46334
OG0008258	CARHR070580	g46323
OG0008259	CARHR070410	g46309
OG0008260	CARHR070040	g46278
OG0008261	CARHR069600	g46248
OG0008263	CARHR069230	g44432, g31895
OG0008264	CARHR069220	g46233
OG0008265	CARHR069070	g46226
OG0008266	CARHR069010	g44442
OG0008267	CARHR068910	g46211, g44452
OG0008268	CARHR068530	g46188
OG0008269	CARHR068260	g46174
OG0008270	CARHR068050, CARHR103880	g44508
OG0008271	CARHR067630	g44534
OG0008272	CARHR067260	g44546
OG0008273	CARHR067050	g46107
OG0008274	CARHR066930	g46099
OG0008275	CARHR066870	g44556, g46094
OG0008276	CARHR066750	g46085
OG0008277	CARHR066480	g44569
OG0008278	CARHR066410	g44573
OG0008279	CARHR066090	g46032
OG0008280	CARHR065990	g44582
OG0008281	CARHR065450	g46002
OG0008282	CARHR065110	g44615
OG0008283	CARHR072710	g44341
OG0008284	CARHR073140	g13603
OG0008285	CARHR073370	g14406
OG0008286	CARHR073500, CARHR153930	g46539
OG0008287	CARHR073730	g46554
OG0008288	CARHR073880	g44297
OG0008289	CARHR074050	g46572
OG0008290	CARHR074160	g46586
OG0008292	CARHR074370	g44273
OG0008293	CARHR074620	g46610
OG0008294	CARHR087210	g7290, g13145
OG0008295	CARHR087610	g7264
OG0008296	CARHR087650	g12251
OG0008297	CARHR087890	g7252
OG0008298	CARHR088090	g7237
OG0008299	CARHR088690	g7205
OG0008300	CARHR187650	g10075
OG0008301	CARHR088720	g7202
OG0008302	CARHR088750	g7201
OG0008303	CARHR088780	g12210, g7198
OG0008304	CARHR088970	g13210, g7189
OG0008305	CARHR089000, CARHR089020	g12199
OG0008306	CARHR089070	g13212
OG0008307	CARHR089150	g12194, g7173
OG0008308	CARHR089830	g12160
OG0008309	CARHR090050	g12151, g7119
OG0008310	CARHR090250	g7104
OG0008311	CARHR090280	g7101
OG0008312	CARHR042920	g54274
OG0008313	CARHR090990	g1453, g12106
OG0008314	CARHR091450	g7027
OG0008315	CARHR091510	g7020
OG0008316	CARHR091990	g6996, g12073
OG0008317	CARHR092490	g6957
OG0008318	CARHR092690	g6949
OG0008321	CARHR093650	g6886
OG0008322	CARHR094040, CARHR283750	g6860
OG0008323	CARHR094060	g13315, g11995
OG0008324	CARHR094150	g13320
OG0008325	CARHR094520	g11977, g6832
OG0008326	CARHR094890	g13337
OG0008327	CARHR094920	g6798
OG0008329	CARHR164540	g3597, g30084, g36100, g30085
OG0008330	CARHR096370	g11902
OG0008331	CARHR221910	g47092
OG0008332	CARHR098320	g6584
OG0008333	CARHR099000	g11768
OG0008334	CARHR099260	g11761
OG0008335	CARHR100090	g6477
OG0008336	CARHR100330	g11728
OG0008337	CARHR101480	g11671
OG0008338	CARHR265590	g41227
OG0008339	CARHR108760	g6022
OG0008340	CARHR105660	g14306
OG0008341	CARHR105960	g14236
OG0008342	CARHR106200	g6150
OG0008343	CARHR106580, CARHR106560	g6139
OG0008344	CARHR106850	g14103
OG0008345	CARHR107200, CARHR107170	g13716
OG0008346	CARHR107350	g6098
OG0008347	CARHR107580	g6091, g14032
OG0008348	CARHR107620	g6088, g14027
OG0008349	CARHR107650	g14025
OG0008350	CARHR108130	g6046
OG0008351	CARHR109220	g5997
OG0008352	CARHR109160	g6000
OG0008353	CARHR109340	g13947
OG0008354	CARHR292530	g5967
OG0008355	CARHR110050	g13903
OG0008356	CARHR110920	g13856, g13822
OG0008357	CARHR045630	g54369
OG0008358	CARHR045540	g54365
OG0008359	CARHR044980	g36708
OG0008360	CARHR173610	g40723
OG0008361	CARHR044910	g36705
OG0008363	CARHR044190	g49904, g36669
OG0008364	CARHR043840	g54301
OG0008365	CARHR043720	g36634
OG0008366	CARHR043570	g36625
OG0008367	CARHR043420	g36611
OG0008368	CARHR043410	g28006
OG0008369	CARHR043360	g36605
OG0008370	CARHR043270, CARHR258470	g36599
OG0008371	CARHR042240	g54250
OG0008373	CARHR041860	g54226
OG0008374	CARHR041560	g54188
OG0008375	CARHR040660	g36455, g54209
OG0008376	CARHR040350	g36435
OG0008377	CARHR040290	g28057, g54163
OG0008378	CARHR039240	g54122
OG0008379	CARHR039030	g28084
OG0008380	CARHR222550	g17594, g24387
OG0008381	CARHR290740	g24399
OG0008382	CARHR129060	g51482
OG0008383	CARHR128990	g37107
OG0008385	CARHR161560	g19285
OG0008386	CARHR161870	g11335, g2426
OG0008387	CARHR162030	g2416
OG0008388	CARHR162150	g19258
OG0008389	CARHR162610	g2409
OG0008390	CARHR162760	g2398, g19217
OG0008391	CARHR163440	g19191, g2344
OG0008392	CARHR163550	g19185, g2338
OG0008393	CARHR163680	g19174
OG0008394	CARHR163810	g2327
OG0008395	CARHR164000	g19166
OG0008396	CARHR161380	g2460
OG0008397	CARHR164240	g2296, g11300
OG0008398	CARHR164250	g2295, g19157
OG0008399	CARHR164640	g19137
OG0008400	CARHR164220	g19159
OG0008401	CARHR164610	g2272
OG0008402	CARHR164930	g2254
OG0008403	CARHR165440	g19092
OG0008404	CARHR165560, CARHR163150	g19081
OG0008405	CARHR166120	g2171
OG0008406	CARHR166600	g2144
OG0008407	CARHR167140	g2070
OG0008408	CARHR167950	g18982, g2118
OG0008409	CARHR168530	g2035
OG0008410	CARHR168840	g1978
OG0008411	CARHR169020	g1989
OG0008412	CARHR169030	g1990
OG0008413	CARHR169090	g1997
OG0008414	CARHR169150	g18929
OG0008416	CARHR169260	g11204
OG0008417	CARHR137950	g52089
OG0008418	CARHR261990	g16857
OG0008419	CARHR169790	g18896, g2021
OG0008420	CARHR169890	g2024
OG0008421	CARHR169910	g2025
OG0008422	CARHR170040	g18879
OG0008423	CARHR170080	g11199
OG0008424	CARHR170160	g1960
OG0008425	CARHR170420	g18859
OG0008426	CARHR170520	g11192
OG0008427	CARHR170700	g18826
OG0008429	CARHR171050	g18803
OG0008430	CARHR172100	g1815
OG0008431	CARHR172290	g1788
OG0008432	CARHR172320	g1786
OG0008433	CARHR172420	g1780
OG0008434	CARHR172520	g1768
OG0008435	CARHR172480	g1773
OG0008436	CARHR173200	g18742
OG0008437	CARHR173190	g18743
OG0008438	CARHR173230	g18746
OG0008439	CARHR173410	g11146, g1742
OG0008440	CARHR291700	g11145
OG0008441	CARHR044520	g54344, g36687
OG0008443	CARHR237470, CARHR120310, CARHR237440	g42089, g50238, g17930
OG0008445	CARHR176110	g10965
OG0008447	CARHR132830	g51707
OG0008449	CARHR070470	g18514
OG0008450	CARHR065270	g45994, g17999
OG0008452	CARHR236150, CARHR236140	g47667
OG0008454	CARHR241710	g33266, g33567, g22397, g22452, g22311, g22370, g47843
OG0008456	CARHR006520	g49553
OG0008457	CARHR007970, CARHR007960	g31107
OG0008458	CARHR009330	g27073
OG0008459	CARHR011260	g31298, g27138
OG0008461	CARHR144030	g31565
OG0008464	CARHR061180	g44842
OG0008465	CARHR061080	g41563, g44844
OG0008466	CARHR058970	g18043
OG0008468	CARHR085740	g7393, g12333
OG0008469	CARHR210170	g29840
OG0008470	CARHR180140, CARHR180160	g38309, g39725
OG0008471	CARHR121550	g51087, g40025
OG0008472	CARHR180480	g25018, g25107
OG0008473	CARHR285760, CARHR038470	g1269
OG0008474	CARHR146230	g1559
OG0008475	CARHR265850	g896
OG0008476	CARHR271600	g39289
OG0008477	CARHR190830	g28864
OG0008478	CARHR188330	g582
OG0008479	CARHR276230	g9859
OG0008480	CARHR279870	g119
OG0008482	CARHR025380	g32155
OG0008483	CARHR104960	g35763, g38789
OG0008484	CARHR098280, CARHR052320, CARHR181530	g12463
OG0008486	CARHR257820	g1392
OG0008487	CARHR129810	g51532
OG0008491	CARHR184040	g10282
OG0008504	CARHR235970	g23566
OG0008505	CARHR236420	g23537
OG0008506	CARHR236620	g47683
OG0008507	CARHR236730	g23512
OG0008508	CARHR236810	g17016
OG0008509	CARHR237800	g47716
OG0008510	CARHR237820	g47717
OG0008511	CARHR237840	g23453
OG0008512	CARHR237860	g23448
OG0008513	CARHR237950	g47726
OG0008514	CARHR238140	g23422
OG0008515	CARHR238230	g16985, g23414
OG0008516	CARHR238310	g23398
OG0008517	CARHR238340	g47746
OG0008518	CARHR193000	g671
OG0008519	CARHR238680	g23376
OG0008520	CARHR238710	g23374
OG0008521	CARHR239280	g23329
OG0008522	CARHR239440	g16949
OG0008523	CARHR239650	g47790
OG0008524	CARHR239750	g47795
OG0008525	CARHR239810	g47796
OG0008526	CARHR240090	g23284, g16932
OG0008527	CARHR240160	g16930, g23278
OG0008528	CARHR240190	g16926
OG0008529	CARHR240620	g23249
OG0008530	CARHR240960	g23219
OG0008531	CARHR240930	g23234
OG0008532	CARHR240940	g47827
OG0008533	CARHR241210	g23200
OG0008534	CARHR240680	g47820
OG0008535	CARHR241380	g23191
OG0008536	CARHR241390	g23190
OG0008537	CARHR241400	g23189
OG0008538	CARHR241470	g23183
OG0008539	CARHR184890	g24718
OG0008540	CARHR242540	g47874
OG0008541	CARHR242210	g47865
OG0008542	CARHR242080	g18186
OG0008543	CARHR242340	g23095
OG0008544	CARHR242310	g18208
OG0008545	CARHR242880	g23077
OG0008546	CARHR243030	g23059
OG0008547	CARHR243210	g47900
OG0008548	CARHR030760	g32523, g27749
OG0008550	CARHR031150	g32540
OG0008551	CARHR031300	g32549
OG0008553	CARHR031810, CARHR031820	g32614
OG0008554	CARHR223650	g24301, g24298
OG0008555	CARHR223600	g47194
OG0008556	CARHR223160	g24325, g17565
OG0008557	CARHR012500	g27187
OG0008558	CARHR055770	g43893
OG0008559	CARHR055820	g41134
OG0008560	CARHR055170	g41112
OG0008561	CARHR241040	g47831
OG0008562	CARHR053800	g44031
OG0008563	CARHR009920	g31224
OG0008564	CARHR283980, CARHR284110	g38259
OG0008565	CARHR052970	g44106
OG0008566	CARHR052890	g41032
OG0008567	CARHR051740	g41002
OG0008568	CARHR051680	g40999
OG0008570	CARHR051520	g44154
OG0008571	CARHR051340	g44167
OG0008572	CARHR051300	g40970
OG0008574	CARHR050730	g40952
OG0008575	CARHR050690	g44186
OG0008576	CARHR050470	g27164
OG0008577	CARHR012150	g49782, g31336
OG0008578	CARHR015700	g31578
OG0008579	CARHR144180	g10775
OG0008580	CARHR144360	g10762
OG0008581	CARHR144510	g10742
OG0008582	CARHR283560	g10721
OG0008583	CARHR145280	g16701
OG0008584	CARHR145840	g10661
OG0008585	CARHR146120	g10653
OG0008586	CARHR146580	g1563
OG0008587	CARHR146830	g10605
OG0008588	CARHR146910	g10599
OG0008589	CARHR147090	g10588
OG0008590	CARHR147500	g10567
OG0008591	CARHR147680	g10555
OG0008592	CARHR147980	g10541
OG0008593	CARHR148000	g1601
OG0008594	CARHR148360	g10516
OG0008595	CARHR148520	g10505
OG0008596	CARHR040910	g10498
OG0008597	CARHR149240	g10459
OG0008598	CARHR149260	g10458
OG0008599	CARHR292560	g10417
OG0008600	CARHR292520	g10415
OG0008601	CARHR151750	g4295, g16503
OG0008602	CARHR151840	g10399
OG0008603	CARHR151870	g10397
OG0008605	CARHR154090	g10354
OG0008606	CARHR058210	g45004
OG0008607	CARHR057990	g45030
OG0008610	CARHR046210	g44262
OG0008611	CARHR046280	g40739
OG0008612	CARHR046540	g40768
OG0008613	CARHR046570	g40775
OG0008614	CARHR046850	g40818
OG0008615	CARHR046980	g40808
OG0008616	CARHR047280, CARHR047310	g40801
OG0008617	CARHR048150	g44248
OG0008618	CARHR048140	g40846
OG0008619	CARHR048620	g40863
OG0008620	CARHR049250	g40890, g44232
OG0008621	CARHR087160	g12272
OG0008622	CARHR271250	g39304
OG0008624	CARHR136100	g38151
OG0008625	CARHR136180	g51972
OG0008626	CARHR083680	g12402
OG0008627	CARHR209670	g5720
OG0008628	CARHR084740	g13073
OG0008629	CARHR085260	g7418
OG0008630	CARHR085450	g12348
OG0008631	CARHR085540	g7402
OG0008632	CARHR086040	g7377
OG0008633	CARHR086090	g12319
OG0008634	CARHR086420	g7347
OG0008635	CARHR086510	g13130
OG0008636	CARHR086520	g7342
OG0008637	CARHR086730	g12292
OG0008638	CARHR086890	g13139
OG0008639	CARHR258800	g41149
OG0008640	CARHR258180	g26831
OG0008641	CARHR258040, CARHR229310	g28260
OG0008642	CARHR257710	g28281
OG0008643	CARHR257390	g1364
OG0008644	CARHR257360	g1362, g28300
OG0008645	CARHR257090	g28304
OG0008646	CARHR264540	g41193, g41175
OG0008647	CARHR264680	g28350
OG0008648	CARHR265650	g888
OG0008649	CARHR265910	g41247
OG0008650	CARHR266240	g907
OG0008651	CARHR266090	g901
OG0008652	CARHR266040	g41254
OG0008653	CARHR266620	g28425, g922
OG0008654	CARHR266640	g28426, g41291
OG0008655	CARHR266700	g28432
OG0008656	CARHR266720	g927, g28433
OG0008657	CARHR267310	g28455
OG0008658	CARHR266920	g28441
OG0008659	CARHR267420	g948
OG0008660	CARHR267570	g28471
OG0008661	CARHR267640	g955
OG0008662	CARHR268320	g28497
OG0008663	CARHR268470	g28507, g997
OG0008664	CARHR268570	g28510
OG0008665	CARHR268850	g28515
OG0008666	CARHR268920	g28523
OG0008667	CARHR268930	g1024
OG0008668	CARHR269480	g28542, g39357
OG0008669	CARHR269780	g28555
OG0008670	CARHR269800	g1068
OG0008671	CARHR270230	g28558
OG0008672	CARHR270490	g39338
OG0008673	CARHR270510	g1083
OG0008674	CARHR270710	g28592
OG0008675	CARHR270880	g28609
OG0008676	CARHR270970	g28622
OG0008677	CARHR271100	g28632
OG0008678	CARHR271390	g1118
OG0008679	CARHR271660	g28666
OG0008680	CARHR271840	g28680
OG0008681	CARHR271850	g28681
OG0008682	CARHR184350	g10306
OG0008683	CARHR284360	g10301
OG0008684	CARHR291780	g10300
OG0008685	CARHR200140	g29362, g5282
OG0008686	CARHR200160	g29364
OG0008687	CARHR200370	g29378
OG0008688	CARHR200400	g29374
OG0008689	CARHR200410	g45609
OG0008690	CARHR200460	g5295
OG0008691	CARHR200770	g45593, g5313
OG0008692	CARHR200780	g45592
OG0008693	CARHR200930	g45587
OG0008694	CARHR201170	g5335, g29418
OG0008695	CARHR201310	g5344
OG0008696	CARHR201340	g5347
OG0008697	CARHR201450	g29426, g32427
OG0008698	CARHR201950	g5377
OG0008699	CARHR202590	g29483, g5403
OG0008700	CARHR202810	g45540
OG0008701	CARHR202930	g45534
OG0008702	CARHR203140	g5426, g29513
OG0008703	CARHR203460	g29540
OG0008704	CARHR203710	g29550
OG0008705	CARHR203780, CARHR069360	g29554
OG0008706	CARHR204060	g29566
OG0008707	CARHR204360	g45503
OG0008708	CARHR204380	g29574
OG0008709	CARHR204620	g5500, g29586
OG0008710	CARHR204930	g5509
OG0008711	CARHR205240	g5526
OG0008712	CARHR205280	g5531
OG0008713	CARHR205360	g29607
OG0008714	CARHR205570	g29621
OG0008715	CARHR223830	g24286
OG0008716	CARHR224370	g24244, g47226
OG0008717	CARHR224420	g47235
OG0008718	CARHR224510	g24235
OG0008719	CARHR224530	g47239, g17520
OG0008720	CARHR224540	g24233, g17519
OG0008721	CARHR224680	g24230
OG0008722	CARHR224890	g47257, g24209
OG0008724	CARHR176660	g10982
OG0008725	CARHR226010	g24151
OG0008726	CARHR226040	g24148, g47302
OG0008727	CARHR226210	g17428, g24129
OG0008728	CARHR226290	g24124
OG0008729	CARHR226350	g17409
OG0008730	CARHR226780	g47328
OG0008731	CARHR226820	g24075
OG0008732	CARHR227010	g24068
OG0008733	CARHR227290	g24053
OG0008734	CARHR227600, CARHR036340	g47358
OG0008735	CARHR227780	g17363
OG0008736	CARHR228130	g24008
OG0008737	CARHR228550	g47402
OG0008738	CARHR229490	g47430
OG0008739	CARHR254010	g40401
OG0008740	CARHR229680	g47434
OG0008741	CARHR229900	g17275
OG0008742	CARHR230040	g23922
OG0008743	CARHR230070	g17272
OG0008744	CARHR230180	g47452
OG0008745	CARHR230810	g23893, g47459
OG0008746	CARHR063710	g44697
OG0008747	CARHR231280	g17249
OG0008748	CARHR256280	g40307, g25782
OG0008749	CARHR032960	g32680
OG0008750	CARHR033550	g32738
OG0008751	CARHR033730	g27810
OG0008752	CARHR033790	g50753, g32767
OG0008753	CARHR033980	g32851
OG0008754	CARHR034240	g32993
OG0008755	CARHR036010	g35950, g53898
OG0008756	CARHR035950	g28144
OG0008757	CARHR134170	g32291, g50420
OG0008758	CARHR036270	g36186
OG0008759	CARHR027360	g32305
OG0008760	CARHR027770	g50460
OG0008761	CARHR066420	g44572
OG0008762	CARHR028560	g50503
OG0008763	CARHR028600	g32392
OG0008764	CARHR029120	g27689
OG0008765	CARHR030130	g50552
OG0008766	CARHR030290	g50565
OG0008767	CARHR030350	g32502
OG0008769	CARHR244060	g47932
OG0008770	CARHR244100	g22974
OG0008771	CARHR244380	g22960
OG0008772	CARHR244830	g22922
OG0008773	CARHR245100	g47974
OG0008774	CARHR245440	g22878
OG0008775	CARHR245530	g22869
OG0008776	CARHR245590	g22855
OG0008777	CARHR245630	g22851
OG0008778	CARHR246200	g22806
OG0008779	CARHR246220	g22803
OG0008780	CARHR246450	g22789
OG0008781	CARHR246520	g22780
OG0008782	CARHR246550	g22778, g22777
OG0008783	CARHR246860	g22743
OG0008784	CARHR247430	g18304, g38522
OG0008785	CARHR235340	g23619
OG0008787	CARHR216220	g46839
OG0008788	CARHR214480	g46758
OG0008789	CARHR063370, CARHR138710	g37509
OG0008790	CARHR263190	g16905
OG0008791	CARHR030500	g32509
OG0008792	CARHR207650	g29720
OG0008793	CARHR031490	g32578
OG0008794	CARHR129900	g51536
OG0008795	CARHR260460	g40264
OG0008796	CARHR128040	g51406
OG0008797	CARHR180440	g37062
OG0008798	CARHR181050	g37048
OG0008799	CARHR181240	g37052
OG0008800	CARHR140980	g52273, g37625
OG0008801	CARHR284700	g18465, g18424
OG0008802	CARHR256270	g40308
OG0008803	CARHR255410	g40354
OG0008804	CARHR254250	g45142
OG0008805	CARHR254050	g40399, g25668
OG0008806	CARHR253810	g25602
OG0008807	CARHR253780	g25604
OG0008809	CARHR252720	g25580
OG0008810	CARHR252400	g40464
OG0008811	CARHR227820	g25542
OG0008812	CARHR178600	g40493
OG0008813	CARHR178560	g40495
OG0008814	CARHR178170	g11033
OG0008815	CARHR177680	g40531
OG0008816	CARHR176750	g40555
OG0008817	CARHR176130	g10966
OG0008818	CARHR176060	g40588
OG0008819	CARHR174770	g10922
OG0008820	CARHR174720	g40647
OG0008821	CARHR174450	g10906
OG0008822	CARHR173630	g40721
OG0008823	CARHR173620	g40722
OG0008824	CARHR217810	g46871, g25206
OG0008825	CARHR218150	g46946
OG0008826	CARHR218630	g24752, g24757
OG0008827	CARHR218700, CARHR126310	g46652
OG0008828	CARHR253120, CARHR253130, CARHR219100	g24635
OG0008829	CARHR100350	g13490
OG0008830	CARHR220270	g24562
OG0008831	CARHR220470	g17726
OG0008832	CARHR220540	g24534
OG0008833	CARHR221250	g47075
OG0008834	CARHR221880	g17684
OG0008835	CARHR221920	g24471
OG0008836	CARHR222230	g36165, g14875, g52876, g43248
OG0008837	CARHR222330	g47106
OG0008838	CARHR261850	g16849
OG0008840	CARHR261350	g46664
OG0008841	CARHR213270	g16802
OG0008842	CARHR213290	g46651, g16804
OG0008843	CARHR287630	g16779, g16781
OG0008844	CARHR212680	g46626
OG0008845	CARHR212590	g46622
OG0008846	CARHR143410	g5965
OG0008847	CARHR143330	g37766
OG0008848	CARHR143290	g37764
OG0008849	CARHR142060	g37686
OG0008850	CARHR141970	g50790
OG0008851	CARHR141840	g50783
OG0008852	CARHR141440	g52296
OG0008853	CARHR141340	g52295
OG0008854	CARHR141000	g37627
OG0008855	CARHR140610	g37610
OG0008856	CARHR140420	g37591, g52228
OG0008857	CARHR140360	g37586
OG0008858	CARHR140300	g52241
OG0008859	CARHR170530	g1930
OG0008860	CARHR139350	g38226
OG0008861	CARHR139220	g52158
OG0008862	CARHR139190	g52151, g52149
OG0008863	CARHR139170	g52148
OG0008864	CARHR138990	g37523
OG0008865	CARHR138390	g37496
OG0008866	CARHR138120	g52094
OG0008867	CARHR169510	g18909
OG0008868	CARHR057610, CARHR057620	g52077
OG0008869	CARHR137470	g37446
OG0008870	CARHR269810	g38183
OG0008871	CARHR137410	g37443
OG0008872	CARHR201500	g5361
OG0008873	CARHR136940	g52010
OG0008874	CARHR136810	g37402
OG0008875	CARHR136590	g51995
OG0008876	CARHR136580	g37391
OG0008877	CARHR211700	g45289
OG0008878	CARHR211600	g45294
OG0008879	CARHR211550	g5814
OG0008880	CARHR211420	g5807
OG0008881	CARHR210980	g5788
OG0008882	CARHR210630	g29847
OG0008883	CARHR210180	g5752
