Orthogroup	Cardamine_hirsuta	Euclidium_syriacum
OG0010063	CARHR277070	ESY6_g49716_DN3_SP6_c7.t1
OG0010064	CARHR277180	ESY6_g49703_DN3_SP7_c0.t1
OG0010065	CARHR277190	ESY6_g49701_DN3_SP0_c0.t1
OG0010066	CARHR277230	ESY6_g49696_DN3_SP7_c0.t1
OG0010067	CARHR269010	ESY2_g35342_DN1_SP0_c63.t1
OG0010068	CARHR277870	ESY6_g49597_DN3_SP8_c0.t1
OG0010069	CARHR278090	ESY6_g50717_DN3_SP8_c0.t1
OG0010070	CARHR278200	ESY6_g50705_DN3_SP8_c0.t1
OG0010071	CARHR278310	ESY6_g50691_DN3_SP8_c0.t1
OG0010072	CARHR293840	ESY6_g50590_DN3_SP0_c0.t1
OG0010073	CARHR279020	ESY6_g50546_DN3_SP8_c0.t1
OG0010074	CARHR279040	ESY6_g50544_DN3_SP0_c0.t1
OG0010075	CARHR279630	ESY6_g50468_DN3_SP7_c0.t1
OG0010076	CARHR279660	ESY6_g50465_DN3_SP0_c0.t1, ESY5_g2978_DN3_SP0_c0.t1
OG0010077	CARHR280440	ESY6_g50373_DN3_SP0_c53.t1
OG0010078	CARHR036590, CARHR280630	ESY6_g50354_DN3_SP6_c0.t1
OG0010079	CARHR280710	ESY6_g50360_DN3_SP0_c0.t1
OG0010080	CARHR280730	ESY6_g50362_DN3_SP0_c0.t1
OG0010081	CARHR280760	ESY6_g50363_DN3_SP0_c0.t1
OG0010082	CARHR280950	ESY6_g50313_DN3_SP0_c0.t1
OG0010084	CARHR281330	ESY6_g50235_DN3_SP5_c0.t1
OG0010085	CARHR160990	ESY6_g50755_DN3_SP0_c0.t1
OG0010086	CARHR281810, CARHR257450, CARHR281800	ESY6_g50763_DN3_SP0_c0.t1
OG0010087	CARHR248120	ESY20_g13362_DN3_SP0_c0.t1
OG0010088	CARHR248800	ESY20_g12979_DN3_SP0_c0.t1
OG0010089	CARHR288840, CARHR248760	ESY20_g12965_DN3_SP0_c0.t1
OG0010090	CARHR018910, CARHR018900	ESY5_g4217_DN3_SP0_c0.t1
OG0010091	CARHR249050	ESY20_g13017_DN3_SP8_c0.t1
OG0010092	CARHR250200	ESY20_g13098_DN3_SP8_c0.t1
OG0010093	CARHR249840	ESY20_g13151_DN3_SP0_c0.t1
OG0010094	CARHR250340	ESY20_g13194_DN3_SP0_c0.t1
OG0010095	CARHR250410	ESY20_g13204_DN3_SP7_c0.t1
OG0010096	CARHR250540, CARHR034320	ESY20_g13222_DN3_SP0_c0.t1
OG0010097	CARHR250850	ESY19_g41863_DN3_SP0_c80.t1
OG0010098	CARHR251010	ESY20_g13295_DN3_SP0_c0.t1
OG0010099	CARHR251550	ESY8_g58316_DN3_SP1_c0.t1
OG0010100	CARHR251620	ESY8_g58306_DN3_SP0_c28.t1
OG0010101	CARHR251670, CARHR116120, CARHR116160, CARHR116130	ESY8_g58299_DN3_SP0_c0.t1
OG0010102	CARHR251700	ESY8_g58296_DN3_SP0_c0.t1
OG0010103	CARHR251730	ESY8_g58293_DN3_SP7_c0.t1
OG0010104	CARHR251990	ESY8_g58226_DN3_SP8_c0.t1
OG0010105	CARHR006300	ESY20_g12905_DN3_SP0_c0.t1
OG0010106	CARHR127390	ESY20_g12836_DN2_SP0_c0.t1
OG0010107	CARHR127320	ESY20_g12828_DN3_SP0_c0.t1
OG0010108	CARHR126210	ESY20_g12673_DN3_SP0_c0.t1
OG0010109	CARHR126440	ESY20_g12693_DN3_SP0_c0.t1
OG0010110	CARHR125690	ESY8_g58389_DN3_SP8_c0.t1
OG0010111	CARHR125490	ESY8_g58409_DN3_SP8_c0.t1
OG0010112	CARHR124810	ESY8_g58541_DN3_SP1_c0.t1
OG0010113	CARHR124590	ESY8_g58516_DN3_SP8_c0.t1
OG0010114	CARHR124210	ESY8_g58579_DN3_SP8_c0.t1
OG0010115	CARHR123730	ESY8_g58659_DN2_SP0_c0.t1
OG0010116	CARHR123260	ESY8_g58717_DN3_SP6_c0.t1
OG0010119	CARHR121630	ESY8_g58903_DN3_SP0_c0.t1
OG0010120	CARHR121380	ESY8_g58928_DN3_SP6_c0.t1
OG0010121	CARHR121090	ESY8_g58956_DN1_SP0_c0.t1
OG0010122	CARHR121060	ESY8_g58963_DN3_SP0_c0.t1
OG0010123	CARHR120880	ESY8_g58972_DN2_SP0_c0.t1
OG0010124	CARHR120510	ESY8_g59000_DN3_SP8_c5.t1
OG0010125	CARHR120500	ESY3_g31480_DN3_SP0_c0.t1
OG0010126	CARHR120490	ESY8_g59005_DN3_SP1_c0.t1
OG0010127	CARHR119940	ESY8_g59051_DN3_SP3_c0.t1
OG0010128	CARHR118980	ESY8_g59135_DN3_SP6_c0.t1
OG0010129	CARHR004260	ESY8_g59156_DN3_SP7_c0.t1
OG0010130	CARHR118720	ESY8_g59167_DN3_SP7_c0.t1
OG0010131	CARHR115120	ESY8_g59237_DN3_SP2_c0.t1
OG0010132	CARHR235110	ESY16_g62198_DN3_SP8_c0.t1
OG0010133	CARHR075040	ESY3_g32675_DN3_SP6_c0.t1
OG0010134	CARHR082920	ESY3_g30773_DN3_SP1_c0.t1
OG0010135	CARHR212250	ESY7_g19451_DN3_SP0_c0.t1, ESY7_g19666_DN3_SP0_c0.t1
OG0010136	CARHR136520	ESY12_g51137_DN3_SP0_c0.t1
OG0010137	CARHR136470	ESY12_g51121_DN3_SP6_c0.t1
OG0010138	CARHR233950	ESY16_g62571_DN3_SP0_c0.t1
OG0010139	CARHR234010	ESY16_g62536_DN3_SP0_c0.t1
OG0010140	CARHR075790	ESY3_g32589_DN3_SP0_c0.t1
OG0010141	CARHR076820	ESY3_g32439_DN3_SP0_c13.t1
OG0010142	CARHR077220	ESY3_g32355_DN3_SP3_c0.t1
OG0010143	CARHR077240	ESY3_g32351_DN3_SP8_c0.t1
OG0010144	CARHR077650	ESY3_g32263_DN3_SP8_c0.t1
OG0010145	CARHR077710	ESY3_g32253_DN3_SP0_c0.t1
OG0010146	CARHR077790	ESY3_g32232_DN3_SP8_c6.t1
OG0010147	CARHR077870	ESY3_g32207_DN3_SP7_c0.t1
OG0010148	CARHR078520	ESY3_g32036_DN3_SP2_c0.t1
OG0010149	CARHR078650	ESY3_g32244_DN3_SP0_c4.t1
OG0010151	CARHR080180	ESY3_g31659_DN1_SP0_c0.t1
OG0010152	CARHR081260	ESY3_g31488_DN3_SP0_c0.t1
OG0010153	CARHR081250	ESY3_g31487_DN3_SP0_c0.t1
OG0010154	CARHR081530	ESY3_g31454_DN3_SP0_c0.t1
OG0010155	CARHR081590	ESY3_g31467_DN3_SP0_c0.t1
OG0010156	CARHR081670	ESY3_g31481_DN3_SP7_c0.t1
OG0010157	CARHR082480	ESY3_g30707_DN3_SP8_c0.t1
OG0010158	CARHR082700	ESY3_g30734_DN3_SP8_c0.t1
OG0010159	CARHR275840	ESY6_g49408_DN3_SP1_c0.t1
OG0010160	CARHR083050	ESY3_g30792_DN3_SP7_c0.t1
OG0010161	CARHR134900	ESY9_g45650_DN3_SP8_c0.t1
OG0010162	CARHR134740	ESY9_g45612_DN3_SP8_c0.t1
OG0010163	CARHR134690	ESY9_g45607_DN3_SP3_c0.t1
OG0010164	CARHR134340	ESY9_g45532_DN3_SP7_c0.t1
OG0010166	CARHR133810	ESY9_g45441_DN1_SP0_c0.t1
OG0010167	CARHR133480, CARHR288720	ESY9_g45390_DN3_SP8_c0.t1
OG0010168	CARHR130690	ESY9_g44366_DN3_SP8_c0.t1
OG0010169	CARHR130930	ESY9_g44494_DN3_SP0_c0.t1
OG0010170	CARHR131310, CARHR131250	ESY7_g18697_DN2_SP0_c2.t1, ESY9_g44586_DN3_SP8_c3.t1
OG0010171	CARHR131640	ESY9_g44741_DN3_SP8_c0.t1
OG0010172	CARHR131660	ESY9_g44735_DN3_SP0_c0.t1
OG0010173	CARHR132330	ESY9_g44784_DN3_SP0_c0.t1
OG0010174	CARHR131750	ESY9_g45084_DN2_SP0_c0.t1
OG0010175	CARHR132750	ESY9_g45241_DN2_SP0_c0.t1
OG0010176	CARHR132660	ESY9_g45183_DN3_SP8_c0.t1
OG0010178	CARHR006200	ESY5_g4652_DN3_SP7_c0.t1
OG0010179	CARHR133370	ESY9_g45368_DN3_SP1_c0.t1
OG0010180	CARHR015970	ESY5_g2921_DN3_SP0_c0.t1
OG0010181	CARHR016020	ESY5_g2926_DN3_SP6_c0.t1
OG0010182	CARHR017260	ESY5_g4406_DN3_SP0_c0.t1
OG0010184	CARHR018290	ESY5_g4283_DN3_SP0_c0.t1, ESY6_g49004_DN3_SP0_c0.t1
OG0010185	CARHR192770	ESY6_g49256_DN3_SP4_c0.t1
OG0010186	CARHR018690	ESY5_g4242_DN3_SP8_c0.t1
OG0010187	CARHR019300	ESY5_g4167_DN3_SP7_c0.t1
OG0010188	CARHR019370	ESY5_g4158_DN3_SP8_c0.t1
OG0010189	CARHR019830	ESY5_g4092_DN3_SP7_c0.t1
OG0010190	CARHR019990	ESY5_g4067_DN3_SP0_c0.t1
OG0010191	CARHR020090	ESY5_g4057_DN1_SP0_c0.t1, ESY2_g34412_DN3_SP0_c0.t1
OG0010192	CARHR020430	ESY5_g4002_DN3_SP2_c0.t1
OG0010193	CARHR020470	ESY5_g3997_DN3_SP0_c0.t1
OG0010195	CARHR020500	ESY5_g3994_DN3_SP8_c0.t1
OG0010196	CARHR020560	ESY5_g3987_DN3_SP8_c0.t1
OG0010197	CARHR020930	ESY5_g3946_DN3_SP0_c0.t1
OG0010198	CARHR021210	ESY5_g3915_DN3_SP0_c0.t1
OG0010199	CARHR021220	ESY5_g3914_DN3_SP0_c0.t1
OG0010200	CARHR021280	ESY5_g3907_DN3_SP8_c0.t1
OG0010201	CARHR021510	ESY5_g2553_DN3_SP5_c0.t1
OG0010202	CARHR022040	ESY5_g2409_DN3_SP8_c0.t1
OG0010203	CARHR022060	ESY5_g2407_DN3_SP0_c7.t1
OG0010204	CARHR071230	ESY2_g35089_DN3_SP1_c0.t1
OG0010205	CARHR023030	ESY5_g2239_DN3_SP2_c0.t1
OG0010206	CARHR023190	ESY5_g2199_DN3_SP8_c0.t1
OG0010207	CARHR023290	ESY5_g2183_DN2_SP2_c0.t1
OG0010208	CARHR023540	ESY11_g54174_DN3_SP0_c0.t1
OG0010209	CARHR023690	ESY5_g2100_DN3_SP8_c0.t1
OG0010211	CARHR024300	ESY5_g1902_DN3_SP8_c5.t1, ESY5_g3185_DN3_SP0_c12.t1
OG0010214	CARHR062110	ESY2_g35377_DN3_SP1_c0.t1
OG0010215	CARHR025580	ESY5_g1290_DN3_SP2_c0.t1
OG0010216	CARHR025800	ESY5_g1213_DN3_SP4_c0.t1
OG0010217	CARHR025930	ESY90_g5586_DN3_SP0_c0.t1, ESY5_g899_DN3_SP8_c0.t1
OG0010218	CARHR060890	ESY2_g34491_DN3_SP0_c0.t1
OG0010220	CARHR026520	ESY23_g70_DN3_SP1_c0.t1
OG0010221	CARHR026530	ESY13_g58076_DN1_SP0_c0.t1, ESY13_g58075_DN3_SP0_c0.t1
OG0010222	CARHR026970	ESY5_g1166_DN3_SP2_c0.t1
OG0010224	CARHR232470	ESY13_g56838_DN3_SP8_c0.t1
OG0010225	CARHR232490	ESY5_g3360_DN3_SP7_c0.t1
OG0010226	CARHR232590	ESY13_g56746_DN2_SP0_c0.t1
OG0010227	CARHR232600	ESY7_g18642_DN3_SP0_c0.t1
OG0010228	CARHR233170	ESY7_g16215_DN3_SP0_c0.t1
OG0010229	CARHR116200	ESY8_g59349_DN3_SP8_c0.t1
OG0010230	CARHR117460	ESY8_g59418_DN3_SP0_c0.t1
OG0010231	CARHR117540	ESY8_g59423_DN3_SP4_c0.t1
OG0010232	CARHR117930	ESY8_g59493_DN3_SP0_c0.t1
OG0010233	CARHR118140	ESY8_g59488_DN3_SP0_c0.t1
OG0010235	CARHR263820, CARHR184800	ESY8_g59529_DN2_SP0_c0.t1
OG0010236	CARHR114600	ESY8_g59538_DN2_SP0_c0.t1
OG0010237	CARHR114610	ESY8_g59539_DN3_SP0_c0.t1
OG0010239	CARHR114200	ESY8_g59635_DN3_SP0_c0.t1
OG0010240	CARHR112650	ESY8_g59813_DN3_SP1_c0.t1
OG0010241	CARHR112020	ESY8_g59901_DN3_SP8_c0.t1
OG0010242	CARHR015650	ESY5_g2883_DN3_SP8_c0.t1
OG0010243	CARHR015580	ESY5_g2874_DN3_SP0_c0.t1
OG0010244	CARHR015260	ESY5_g2842_DN3_SP8_c0.t1
OG0010246	CARHR014690	ESY5_g2776_DN3_SP8_c0.t1
OG0010247	CARHR014310	ESY5_g2724_DN3_SP0_c0.t1
OG0010248	CARHR013710	ESY5_g2627_DN3_SP3_c0.t1
OG0010249	CARHR013720	ESY5_g2628_DN3_SP0_c0.t1
OG0010251	CARHR012630	ESY5_g3794_DN3_SP8_c0.t1
OG0010252	CARHR011570	ESY5_g3650_DN3_SP0_c0.t1
OG0010253	CARHR011370	ESY5_g3612_DN3_SP0_c0.t1
OG0010254	CARHR011220	ESY5_g3585_DN3_SP8_c0.t1
OG0010255	CARHR011120	ESY5_g3566_DN3_SP0_c0.t1
OG0010256	CARHR010830	ESY5_g3522_DN3_SP5_c0.t1
OG0010257	CARHR010620	ESY5_g3483_DN3_SP0_c0.t1
OG0010258	CARHR009540	ESY5_g3320_DN3_SP8_c8.t1
OG0010259	CARHR009440	ESY5_g3304_DN3_SP0_c0.t1
OG0010260	CARHR009020	ESY5_g3248_DN3_SP8_c0.t1
OG0010261	CARHR008890	ESY5_g3225_DN3_SP0_c0.t1
OG0010262	CARHR008730	ESY5_g3201_DN3_SP7_c0.t1
OG0010263	CARHR007410	ESY5_g4498_DN3_SP0_c0.t1, ESY5_g4497_DN3_SP0_c0.t1
OG0010264	CARHR006490	ESY5_g4627_DN3_SP0_c0.t1
OG0010265	CARHR006070	ESY5_g4672_DN3_SP0_c0.t1
OG0010266	CARHR143520	ESY12_g52337_DN2_SP1_c0.t1
OG0010268	CARHR004940	ESY5_g4819_DN3_SP1_c0.t1
OG0010269	CARHR054160, CARHR054150, CARHR004920	ESY5_g4823_DN3_SP0_c0.t1
OG0010270	CARHR004680	ESY5_g4857_DN2_SP8_c0.t1
OG0010271	CARHR004670	ESY5_g4858_DN3_SP3_c0.t1
OG0010272	CARHR004240	ESY5_g4932_DN3_SP8_c0.t1
OG0010273	CARHR004180	ESY5_g4940_DN3_SP0_c0.t1
OG0010274	CARHR003840	ESY5_g4991_DN3_SP4_c0.t1
OG0010275	CARHR003690	ESY5_g5030_DN2_SP0_c0.t1
OG0010276	CARHR003350	ESY5_g5083_DN2_SP0_c0.t1
OG0010277	CARHR003320	ESY5_g5087_DN3_SP0_c0.t1
OG0010278	CARHR002960	ESY5_g5109_DN3_SP8_c0.t1
OG0010280	CARHR003170	ESY5_g5146_DN3_SP3_c0.t1
OG0010281	CARHR005920, CARHR002620	ESY5_g5182_DN2_SP0_c0.t1
OG0010282	CARHR002330	ESY5_g5249_DN3_SP4_c0.t1
OG0010283	CARHR001960	ESY5_g5339_DN3_SP5_c0.t1
OG0010284	CARHR001750	ESY5_g5360_DN2_SP0_c0.t1
OG0010285	CARHR001790	ESY5_g5368_DN2_SP0_c0.t1
OG0010286	CARHR000910	ESY5_g5487_DN3_SP8_c0.t1
OG0010287	CARHR199450	ESY7_g17678_DN3_SP0_c4.t1
OG0010288	CARHR199080	ESY7_g17635_DN3_SP5_c0.t1
OG0010289	CARHR198580	ESY7_g17562_DN2_SP0_c0.t1
OG0010290	CARHR197720	ESY7_g17427_DN3_SP1_c0.t1
OG0010291	CARHR197870	ESY7_g17446_DN3_SP8_c0.t1
OG0010292	CARHR196730	ESY7_g17291_DN3_SP0_c12.t1
OG0010293	CARHR196520	ESY7_g17266_DN3_SP0_c0.t1
OG0010294	CARHR196530	ESY7_g17267_DN3_SP0_c0.t1
OG0010295	CARHR196430	ESY7_g17257_DN3_SP6_c0.t1
OG0010296	CARHR195990	ESY7_g17205_DN3_SP0_c0.t1
OG0010297	CARHR195920	ESY7_g17191_DN3_SP4_c0.t1
OG0010298	CARHR195530	ESY7_g17141_DN3_SP0_c0.t1
OG0010299	CARHR078080	ESY3_g32154_DN3_SP1_c0.t1
OG0010300	CARHR194750	ESY7_g17054_DN3_SP0_c0.t1
OG0010301	CARHR193990	ESY7_g16918_DN3_SP8_c0.t1
OG0010302	CARHR193700	ESY7_g16875_DN3_SP0_c0.t1
OG0010303	CARHR241460	ESY4_g25905_DN3_SP8_c0.t1
OG0010304	CARHR185700	ESY10_g15676_DN3_SP8_c2.t1
OG0010305	CARHR185100	ESY10_g15739_DN3_SP0_c0.t1
OG0010306	CARHR185160	ESY10_g15788_DN3_SP3_c0.t1
OG0010307	CARHR185310	ESY10_g15817_DN3_SP8_c0.t1
OG0010308	CARHR185330	ESY5_g2326_DN3_SP0_c0.t1, ESY10_g15820_DN3_SP0_c0.t1
OG0010309	CARHR182110	ESY10_g15936_DN3_SP1_c0.t1
OG0010310	CARHR182130	ESY10_g15937_DN3_SP0_c0.t1
OG0010311	CARHR182640	ESY15_g64377_DN3_SP0_c0.t1
OG0010313	CARHR183510	ESY15_g64508_DN3_SP8_c0.t1
OG0010314	CARHR082020	ESY3_g31385_DN3_SP0_c0.t1
OG0010315	CARHR199770	ESY7_g17718_DN3_SP0_c0.t1
OG0010316	CARHR206130	ESY7_g18480_DN3_SP1_c0.t1
OG0010317	CARHR239400, CARHR034820	ESY2_g33934_DN3_SP8_c15.t1
OG0010318	CARHR206750, CARHR206760	ESY7_g18754_DN3_SP0_c6.t1
OG0010319	CARHR207130	ESY7_g18762_DN3_SP0_c0.t1
OG0010320	CARHR207010	ESY7_g18775_DN3_SP0_c0.t1
OG0010321	CARHR207490	ESY7_g18860_DN3_SP0_c0.t1
OG0010322	CARHR207590	ESY7_g18873_DN3_SP8_c0.t1
OG0010323	CARHR207690	ESY7_g18891_DN3_SP1_c0.t1
OG0010324	CARHR207840	ESY7_g18923_DN3_SP8_c2.t1
OG0010325	CARHR207920	ESY7_g18933_DN3_SP0_c0.t1
OG0010326	CARHR207950	ESY7_g18942_DN3_SP1_c0.t1
OG0010327	CARHR208040	ESY7_g18953_DN3_SP8_c0.t1
OG0010328	CARHR208070	ESY7_g18954_DN3_SP0_c0.t1
OG0010329	CARHR208280	ESY7_g18989_DN3_SP8_c0.t1
OG0010330	CARHR208270	ESY7_g18988_DN3_SP0_c0.t1
OG0010332	CARHR188320	ESY6_g49990_DN3_SP8_c0.t1
OG0010333	CARHR188880	ESY6_g50048_DN3_SP0_c0.t1
OG0010334	CARHR188950	ESY6_g50056_DN2_SP0_c0.t1
OG0010335	CARHR188900	ESY6_g50049_DN3_SP7_c26.t1
OG0010336	CARHR189480	ESY6_g50106_DN2_SP2_c0.t1
OG0010337	CARHR189540	ESY6_g50114_DN3_SP1_c0.t1
OG0010338	CARHR189670	ESY6_g50128_DN3_SP0_c0.t1
OG0010339	CARHR189940	ESY6_g50158_DN3_SP8_c0.t1
OG0010340	CARHR190490	ESY6_g50210_DN3_SP5_c0.t1
OG0010341	CARHR274610	ESY6_g49580_DN3_SP3_c0.t1
OG0010342	CARHR275200	ESY6_g49506_DN3_SP0_c0.t1
OG0010343	CARHR275330	ESY6_g49482_DN3_SP0_c0.t1
OG0010344	CARHR276030	ESY6_g49382_DN3_SP0_c0.t1
OG0010345	CARHR276250	ESY6_g49360_DN3_SP8_c0.t1
OG0010346	CARHR276280	ESY6_g49355_DN3_SP0_c0.t1
OG0010347	CARHR276500	ESY6_g49834_DN3_SP8_c26.t1
OG0010348	CARHR272070	ESY6_g48569_DN3_SP8_c9.t1
OG0010349	CARHR160980	ESY1_g10150_DN2_SP0_c0.t1
OG0010350	CARHR160530	ESY1_g10094_DN3_SP0_c0.t1
OG0010351	CARHR160350	ESY1_g10058_DN3_SP0_c0.t1
OG0010352	CARHR160340	ESY1_g10056_DN3_SP0_c0.t1
OG0010353	CARHR159900	ESY1_g9928_DN3_SP0_c0.t1
OG0010354	CARHR158690	ESY1_g9717_DN3_SP8_c0.t1
OG0010356	CARHR157890	ESY1_g9444_DN3_SP0_c0.t1
OG0010357	CARHR157400	ESY1_g9276_DN3_SP8_c0.t1
OG0010358	CARHR157330	ESY1_g9212_DN3_SP8_c0.t1
OG0010359	CARHR157240	ESY1_g9196_DN3_SP0_c0.t1
OG0010360	CARHR156970	ESY1_g9106_DN3_SP0_c10.t1
OG0010363	CARHR149900	ESY1_g7857_DN3_SP7_c0.t1
OG0010364	CARHR150990	ESY1_g7438_DN3_SP0_c0.t1
OG0010365	CARHR151500	ESY1_g7265_DN3_SP7_c0.t1
OG0010366	CARHR151580	ESY1_g6949_DN3_SP8_c0.t1
OG0010367	CARHR152720	ESY9_g45326_DN3_SP0_c0.t1, ESY12_g51706_DN3_SP0_c0.t1, ESY5_g2964_DN3_SP0_c0.t1
OG0010368	CARHR049880	ESY1_g10713_DN3_SP0_c0.t1
OG0010369	CARHR148440, CARHR108980	ESY1_g6821_DN3_SP0_c0.t1
OG0010370	CARHR060360	ESY19_g41853_DN3_SP2_c0.t1
OG0010371	CARHR060110	ESY19_g41972_DN1_SP0_c0.t1
OG0010372	CARHR060920	ESY2_g34487_DN3_SP0_c0.t1
OG0010373	CARHR060620	ESY2_g34524_DN3_SP0_c0.t1
OG0010374	CARHR061370	ESY2_g34443_DN3_SP0_c0.t1
OG0010375	CARHR061430	ESY2_g34434_DN3_SP1_c0.t1
OG0010376	CARHR061620	ESY2_g34409_DN1_SP0_c0.t1
OG0010378	CARHR061870	ESY2_g35352_DN3_SP0_c0.t1
OG0010379	CARHR062040	ESY2_g35369_DN3_SP1_c0.t1
OG0010380	CARHR062100	ESY2_g35376_DN3_SP4_c9.t1
OG0010381	CARHR062250	ESY2_g35397_DN3_SP5_c0.t1
OG0010382	CARHR063330	ESY2_g35526_DN3_SP3_c0.t1
OG0010383	CARHR064320	ESY2_g35633_DN3_SP0_c0.t1
OG0010384	CARHR064500	ESY2_g35654_DN3_SP0_c0.t1
OG0010385	CARHR291020	ESY2_g35717_DN3_SP0_c0.t1
OG0010386	CARHR065050	ESY2_g35774_DN3_SP0_c0.t1
OG0010387	CARHR071760	ESY2_g35023_DN3_SP5_c0.t1
OG0010388	CARHR071490	ESY2_g35052_DN3_SP0_c0.t1
OG0010390	CARHR071130	ESY2_g34599_DN3_SP0_c0.t1
OG0010391	CARHR070880	ESY2_g34623_DN3_SP0_c0.t1
OG0010392	CARHR161080	ESY1_g10167_DN1_SP0_c0.t1
OG0010393	CARHR070640	ESY2_g34650_DN3_SP0_c0.t1
OG0010394	CARHR070570	ESY4_g24744_DN2_SP0_c0.t1, ESY2_g34661_DN3_SP8_c0.t1
OG0010395	CARHR020600	ESY5_g3984_DN3_SP5_c0.t1
OG0010396	CARHR068510	ESY2_g35994_DN3_SP4_c0.t1
OG0010397	CARHR067270	ESY2_g34930_DN3_SP2_c0.t1, ESY2_g34929_DN3_SP0_c0.t1
OG0010398	CARHR067240	ESY2_g34923_DN3_SP0_c0.t1
OG0010399	CARHR066960	ESY2_g34890_DN3_SP0_c0.t1
OG0010400	CARHR066900	ESY2_g34885_DN3_SP8_c0.t1
OG0010401	CARHR066710	ESY2_g34863_DN3_SP4_c0.t1
OG0010402	CARHR066580	ESY2_g34846_DN1_SP0_c0.t1
OG0010403	CARHR066470	ESY2_g35931_DN3_SP0_c0.t1
OG0010404	CARHR066020	ESY2_g35881_DN2_SP8_c0.t1
OG0010405	CARHR065940	ESY2_g35872_DN3_SP8_c0.t1
OG0010407	CARHR065930	ESY2_g35871_DN3_SP6_c0.t1
OG0010408	CARHR065250	ESY2_g35801_DN3_SP8_c0.t1
OG0010409	CARHR072760	ESY2_g36781_DN3_SP0_c0.t1
OG0010410	CARHR073060	ESY2_g36700_DN3_SP3_c0.t1
OG0010411	CARHR073460	ESY2_g36659_DN3_SP8_c0.t1
OG0010412	CARHR073820	ESY2_g36618_DN3_SP7_c38.t1
OG0010413	CARHR073890	ESY2_g36611_DN1_SP0_c0.t1
OG0010414	CARHR074000	ESY2_g36585_DN3_SP7_c0.t1
OG0010415	CARHR074280	ESY2_g36540_DN3_SP0_c0.t1
OG0010416	CARHR074390	ESY2_g36524_DN3_SP0_c0.t1
OG0010417	CARHR268640	ESY6_g48010_DN3_SP8_c0.t1
OG0010418	CARHR087730	ESY3_g30165_DN3_SP0_c0.t1
OG0010419	CARHR045420, CARHR087900	ESY3_g30184_DN1_SP0_c0.t1
OG0010420	CARHR088320	ESY3_g30243_DN3_SP0_c0.t1
OG0010421	CARHR089210	ESY3_g30381_DN3_SP0_c0.t1
OG0010422	CARHR089390	ESY3_g30408_DN3_SP0_c0.t1
OG0010423	CARHR089340	ESY3_g30414_DN3_SP8_c0.t1
OG0010424	CARHR043920, CARHR089290	ESY3_g30429_DN2_SP0_c0.t1
OG0010425	CARHR089750	ESY3_g30462_DN3_SP0_c0.t1, ESY3_g30459_DN3_SP0_c0.t1, ESY3_g30460_DN3_SP0_c0.t1, ESY3_g30463_DN3_SP0_c0.t1
OG0010426	CARHR192760	ESY6_g49255_DN3_SP0_c0.t1
OG0010427	CARHR090240	ESY3_g30542_DN3_SP8_c0.t1
OG0010428	CARHR090380	ESY3_g30571_DN3_SP3_c0.t1
OG0010429	CARHR090590	ESY3_g30592_DN3_SP8_c9.t1
OG0010430	CARHR090750	ESY3_g30609_DN3_SP3_c0.t1
OG0010431	CARHR091570	ESY3_g29966_DN3_SP8_c0.t1
OG0010432	CARHR290730	ESY2_g38439_DN3_SP2_c0.t1
OG0010432	CARHR114900	ESY2_g38438_DN3_SP2_c0.t1
OG0010433	CARHR092670	ESY3_g29808_DN3_SP0_c0.t1
OG0010434	CARHR092910	ESY3_g29788_DN3_SP2_c0.t1
OG0010435	CARHR093240	ESY3_g29737_DN3_SP0_c0.t1
OG0010436	CARHR093610	ESY3_g29695_DN2_SP0_c0.t1
OG0010437	CARHR093700	ESY3_g29683_DN3_SP1_c0.t1
OG0010438	CARHR093740	ESY3_g29679_DN3_SP5_c0.t1
OG0010439	CARHR093880	ESY3_g29666_DN3_SP1_c0.t1
OG0010440	CARHR094010	ESY3_g29639_DN3_SP0_c0.t1
OG0010441	CARHR094200	ESY3_g29610_DN3_SP0_c0.t1, ESY8_g58487_DN3_SP0_c0.t1, ESY8_g58488_DN3_SP0_c0.t1
OG0010442	CARHR094350	ESY3_g29556_DN2_SP0_c0.t1
OG0010443	CARHR094380	ESY3_g29550_DN3_SP0_c0.t1
OG0010444	CARHR094490	ESY3_g29509_DN3_SP1_c0.t1
OG0010445	CARHR039540, CARHR039530	ESY2_g37663_DN3_SP2_c0.t1
OG0010446	CARHR095110	ESY3_g29386_DN3_SP0_c0.t1
OG0010447	CARHR095130	ESY3_g29384_DN3_SP0_c0.t1
OG0010448	CARHR095360	ESY3_g29352_DN3_SP0_c0.t1
OG0010449	CARHR095370	ESY3_g29351_DN3_SP0_c0.t1
OG0010450	CARHR040440	ESY2_g37466_DN3_SP8_c0.t1
OG0010451	CARHR095760	ESY3_g29269_DN3_SP0_c0.t1
OG0010452	CARHR095780	ESY3_g29266_DN3_SP0_c0.t1
OG0010453	CARHR095790	ESY3_g29262_DN3_SP0_c11.t1, ESY6_g48378_DN3_SP0_c12.t1
OG0010454	CARHR095860	ESY3_g29256_DN3_SP7_c0.t1
OG0010455	CARHR095870	ESY3_g29255_DN3_SP4_c0.t1
OG0010456	CARHR096170, CARHR096150	ESY3_g29233_DN3_SP8_c0.t1
OG0010459	CARHR096470	ESY3_g29182_DN3_SP2_c0.t1
OG0010460	CARHR096890	ESY3_g29132_DN3_SP2_c0.t1
OG0010461	CARHR097420	ESY3_g29045_DN3_SP0_c0.t1
