Orthogroup	Cardamine_hirsuta	Conringia_planisiliqua
OG0005849	CARHR011560	CP1_g37423_DN3_SP5_c.t1
OG0005851	CARHR005850, CARHR010740, CARHR005840	CP1_g37352_DN1_SP0_c.t1
OG0005852	CARHR010640, CARHR053060	CP1_g37340_DN3_SP6_c.t1
OG0005853	CARHR010080	CP1_g37283_DN3_SP8_c.t1
OG0005854	CARHR009580	CP1_g37241_DN3_SP2_c.t1
OG0005855	CARHR009290	CP1_g37210_DN1_SP0_c.t1
OG0005856	CARHR008580	CP1_g37148_DN3_SP7_c.t1
OG0005857	CARHR008270	CP1_g37119_DN3_SP8_c.t1
OG0005858	CARHR007770	CP1_g37077_DN3_SP0_c.t1
OG0005859	CARHR007510, CARHR007500	CP1_g37059_DN3_SP0_c.t1
OG0005860	CARHR007290	CP1_g37033_DN2_SP0_c.t1
OG0005861	CARHR006780	CP1_g36993_DN3_SP0_c.t1
OG0005862	CARHR004070	CP1_g36606_DN3_SP8_c.t1
OG0005863	CARHR004060	CP1_g36607_DN3_SP7_c.t1
OG0005864	CARHR004000	CP1_g36611_DN3_SP0_c.t1
OG0005865	CARHR002390	CP1_g36763_DN3_SP8_c.t1
OG0005866	CARHR001740	CP1_g36819_DN3_SP8_c.t1
OG0005867	CARHR001420	CP1_g36513_DN3_SP0_c.t1
OG0005869	CARHR198790	CP11_g32514_DN3_SP8_c.t1
OG0005870	CARHR198950	CP11_g32530_DN3_SP2_c.t1
OG0005871	CARHR199210	CP11_g32554_DN3_SP2_c.t1
OG0005872	CARHR198180	CP11_g32456_DN3_SP3_c.t1
OG0005873	CARHR197700	CP11_g32408_DN3_SP8_c.t1
OG0005874	CARHR197340	CP11_g32375_DN3_SP0_c.t1
OG0005875	CARHR195670	CP11_g32219_DN3_SP3_c.t1
OG0005876	CARHR194550	CP8_g54492_DN3_SP0_c.t1
OG0005877	CARHR193830	CP8_g54422_DN3_SP0_c.t1
OG0005878	CARHR185860, CARHR185850, CARHR185840	CP2_g48623_DN3_SP0_c.t1
OG0005879	CARHR185530	CP2_g48673_DN3_SP4_c.t1, CP14_g23421_DN3_SP4_c.t1
OG0005880	CARHR287830	CP2_g48688_DN3_SP7_c.t1
OG0005881	CARHR182170	CP2_g48698_DN3_SP8_c.t1
OG0005882	CARHR182680	CP2_g48728_DN3_SP8_c.t1
OG0005883	CARHR183170	CP2_g48754_DN3_SP3_c.t1
OG0005884	CARHR199700, CARHR199480	CP11_g32596_DN3_SP8_c.t1
OG0005885	CARHR207830	CP11_g33355_DN2_SP0_c.t1
OG0005886	CARHR187600	CP2_g48484_DN3_SP2_c.t1
OG0005887	CARHR188560	CP2_g48406_DN3_SP2_c.t1
OG0005888	CARHR189650	CP2_g48313_DN3_SP1_c.t1
OG0005889	CARHR274690	CP2_g48211_DN3_SP7_c.t1
OG0005890	CARHR275190	CP2_g48161_DN3_SP8_c.t1
OG0005891	CARHR275980	CP2_g48085_DN3_SP2_c.t1
OG0005892	CARHR156110	CP3_g14657_DN3_SP8_c.t1
OG0005893	CARHR276570	CP2_g48027_DN3_SP8_c.t1
OG0005894	CARHR272610	CP8_g53873_DN3_SP4_c.t1
OG0005895	CARHR272570, CARHR272550, CARHR099100, CARHR272520	CP8_g53869_DN3_SP2_c.t1
OG0005896	CARHR272430	CP8_g53859_DN3_SP0_c.t1
OG0005897	CARHR272360	CP8_g53853_DN1_SP0_c.t1
OG0005898	CARHR272260	CP8_g53843_DN3_SP0_c.t1
OG0005899	CARHR085570	CP10_g43066_DN1_SP0_c.t1
OG0005900	CARHR272030	CP8_g53824_DN3_SP8_c.t1
OG0005901	CARHR161050	CP3_g14221_DN3_SP8_c.t1
OG0005902	CARHR159920	CP3_g14336_DN3_SP0_c.t1
OG0005904	CARHR156860	CP3_g14573_DN3_SP8_c.t1
OG0005905	CARHR034000	CP3_g14799_DN3_SP0_c.t1
OG0005906	CARHR152950	CP3_g15489_DN2_SP0_c.t1, CP3_g15434_DN2_SP0_c.t1
OG0005906	CARHR187370	CP2_g48506_DN3_SP0_c.t1
OG0005907	CARHR061700	CP9_g28476_DN1_SP0_c.t1
OG0005909	CARHR291150	CP9_g28777_DN3_SP7_c.t1
OG0005909	CARHR262510, CARHR262490	CP5_g1500_DN3_SP0_c.t1
OG0005910	CARHR064760	CP9_g28814_DN3_SP4_c.t1
OG0005911	CARHR071480	CP9_g29443_DN3_SP2_c.t1
OG0005912	CARHR070830	CP7_g45614_DN3_SP8_c.t1
OG0005913	CARHR069970	CP9_g29284_DN3_SP0_c.t1
OG0005914	CARHR069760	CP9_g29264_DN3_SP6_c.t1
OG0005916	CARHR068330	CP9_g29138_DN3_SP5_c.t1
OG0005917	CARHR067940	CP9_g29102_DN3_SP3_c.t1
OG0005918	CARHR017780	CP7_g46024_DN3_SP4_c.t1
OG0005919	CARHR072150	CP9_g29500_DN3_SP8_c.t1
OG0005920	CARHR072230	CP9_g29507_DN3_SP5_c.t1
OG0005921	CARHR073740	CP9_g29633_DN3_SP8_c.t1
OG0005922	CARHR074240	CP9_g29691_DN2_SP1_c.t1
OG0005923	CARHR015900	CP7_g46193_DN3_SP8_c.t1
OG0005924	CARHR087430	CP10_g43247_DN3_SP6_c.t1
OG0005925	CARHR087790	CP10_g43278_DN3_SP8_c.t1
OG0005926	CARHR088680	CP10_g43353_DN3_SP3_c.t1
OG0005928	CARHR089700	CP10_g43445_DN3_SP6_c.t1
OG0005929	CARHR043280	CP7_g46226_DN3_SP8_c.t1
OG0005930	CARHR042750	CP1_g37863_DN3_SP8_c.t1
OG0005931	CARHR092920	CP12_g30094_DN3_SP8_c.t1
OG0005932	CARHR093760	CP12_g30176_DN3_SP6_c.t1
OG0005933	CARHR051130	CP20_g4445_DN3_SP0_c.t1
OG0005934	CARHR095100	CP12_g30309_DN3_SP2_c.t1, CP5_g157_DN3_SP0_c.t1
OG0005935	CARHR095450	CP12_g30336_DN3_SP8_c.t1
OG0005936	CARHR095940	CP12_g30380_DN3_SP8_c.t1
OG0005937	CARHR096930	CP12_g30459_DN3_SP3_c.t1
OG0005939	CARHR098300	CP12_g30607_DN3_SP4_c.t1
OG0005940	CARHR098500	CP12_g30625_DN3_SP2_c.t1
OG0005942	CARHR099800	CP12_g30759_DN3_SP0_c.t1
OG0005943	CARHR099820	CP12_g30762_DN3_SP0_c.t1
OG0005944	CARHR100930	CP12_g30852_DN3_SP8_c.t1
OG0005945	CARHR103700	CP12_g30999_DN3_SP0_c.t1
OG0005946	CARHR217130	CP7_g44963_DN3_SP3_c.t1
OG0005947	CARHR284820	CP17_g5125_DN3_SP8_c.t1
OG0005948	CARHR106940	CP10_g43904_DN3_SP8_c.t1
OG0005949	CARHR108530	CP10_g43713_DN3_SP8_c.t1
OG0005950	CARHR108890	CP10_g43683_DN3_SP1_c.t1
OG0005951	CARHR109860	CP10_g43584_DN3_SP7_c.t1
OG0005952	CARHR110020	CP10_g43569_DN2_SP8_c.t1
OG0005953	CARHR110510	CP10_g43526_DN3_SP0_c.t1
OG0005954	CARHR110770	CP12_g29870_DN3_SP8_c.t1
OG0005955	CARHR045610	CP7_g46440_DN3_SP2_c.t1
OG0005956	CARHR045320	CP7_g46411_DN3_SP8_c.t1
OG0005957	CARHR043770	CP11_g32821_DN3_SP6_c.t1
OG0005958	CARHR224670, CARHR043180	CP7_g46212_DN3_SP4_c.t1
OG0005959	CARHR042810	CP1_g37859_DN3_SP3_c.t1
OG0005960	CARHR038680	CP1_g38242_DN2_SP0_c.t1, CP20_g4096_DN3_SP0_c.t1
OG0005961	CARHR038850	CP1_g38230_DN3_SP8_c.t1
OG0005962	CARHR037730	CP1_g38335_DN3_SP8_c.t1
OG0005965	CARHR161470	CP3_g14186_DN3_SP2_c.t1
OG0005966	CARHR164680	CP3_g13881_DN3_SP1_c.t1
OG0005967	CARHR166090	CP3_g13748_DN3_SP2_c.t1
OG0005968	CARHR166410	CP3_g13721_DN3_SP0_c.t1
OG0005969	CARHR167100	CP3_g13656_DN3_SP3_c.t1
OG0005970	CARHR167230	CP3_g13643_DN3_SP3_c.t1
OG0005971	CARHR167710	CP3_g13597_DN2_SP0_c.t1
OG0005972	CARHR167730, CARHR167720	CP3_g13596_DN3_SP6_c.t1
OG0005973	CARHR169530	CP3_g13462_DN3_SP8_c.t1
OG0005974	CARHR171620	CP3_g13268_DN3_SP5_c.t1
OG0005975	CARHR096630, CARHR172030	CP3_g13221_DN3_SP0_c.t1
OG0005976	CARHR171900	CP3_g13238_DN2_SP0_c.t1
OG0005977	CARHR291550	CP3_g13059_DN2_SP8_c.t1
OG0005978	CARHR291450	CP16_g55209_DN1_SP0_c.t1, CP16_g55206_DN3_SP0_c.t1
OG0005981	CARHR161000	CP3_g14226_DN3_SP0_c.t1
OG0005982	CARHR170400	CP3_g13383_DN1_SP0_c.t1
OG0005983	CARHR175450	CP13_g19877_DN3_SP0_c.t1
OG0005987	CARHR235640	CP5_g1206_DN2_SP0_c.t1
OG0005988	CARHR241450	CP5_g678_DN3_SP8_c.t1
OG0005989	CARHR010050	CP1_g37280_DN3_SP5_c.t1
OG0005991	CARHR230170	CP19_g18363_DN3_SP0_c.t1
OG0005992	CARHR061040	CP9_g28408_DN3_SP0_c.t1
OG0005995	CARHR111370, CARHR111360, CARHR111390	CP12_g29825_DN3_SP0_c.t1
OG0005996	CARHR089890	CP10_g43462_DN3_SP0_c.t1
OG0005997	CARHR086160	CP10_g43122_DN3_SP0_c.t1
OG0005999	CARHR121430	CP4_g25898_DN3_SP7_c.t1
OG0006000	CARHR198310	CP11_g32468_DN2_SP0_c.t1
OG0006001	CARHR213810	CP5_g1341_DN3_SP1_c.t1
OG0006002	CARHR278960	CP2_g47804_DN2_SP0_c.t1
OG0006007	CARHR223030	CP6_g7185_DN3_SP0_c.t1
OG0006008	CARHR288360	CP26_g51170_DN1_SP0_c.t1
OG0006016	CARHR236680	CP5_g1104_DN3_SP6_c.t1
OG0006017	CARHR109660	CP10_g43610_DN3_SP0_c.t1
OG0006018	CARHR238300	CP5_g961_DN1_SP0_c.t1
OG0006019	CARHR184850	CP16_g55034_DN3_SP5_c.t1
OG0006020	CARHR238590	CP5_g925_DN3_SP7_c.t1
OG0006021	CARHR008100	CP1_g37106_DN3_SP8_c.t1
OG0006022	CARHR239030	CP5_g882_DN3_SP8_c.t1
OG0006023	CARHR239110	CP5_g874_DN3_SP2_c.t1
OG0006024	CARHR117290	CP16_g55141_DN3_SP3_c.t1
OG0006025	CARHR029630	CP7_g44877_DN3_SP0_c.t1
OG0006026	CARHR241650	CP5_g660_DN3_SP3_c.t1
OG0006027	CARHR241720	CP5_g649_DN3_SP6_c.t1
OG0006028	CARHR241730	CP5_g648_DN3_SP8_c.t1
OG0006030	CARHR242990	CP5_g539_DN3_SP5_c.t1
OG0006031	CARHR243090	CP5_g530_DN3_SP0_c.t1, CP10_g43918_DN2_SP0_c.t1
OG0006032	CARHR243140	CP5_g525_DN3_SP8_c.t1
OG0006033	CARHR274300	CP5_g484_DN3_SP2_c.t1
OG0006034	CARHR030830	CP7_g44764_DN2_SP0_c.t1
OG0006035	CARHR031610	CP7_g44675_DN3_SP6_c.t1
OG0006036	CARHR031990	CP7_g44636_DN3_SP8_c.t1
OG0006037	CARHR032130	CP7_g44620_DN3_SP2_c.t1
OG0006038	CARHR223590	CP6_g7138_DN3_SP3_c.t1
OG0006039	CARHR222840	CP6_g7200_DN3_SP7_c.t1
OG0006040	CARHR154190	CP2_g50308_DN3_SP0_c.t1
OG0006041	CARHR053940	CP2_g49514_DN3_SP2_c.t1, CP2_g49513_DN3_SP0_c.t1
OG0006043	CARHR052630	CP2_g49278_DN3_SP1_c.t1
OG0006044	CARHR010990	CP1_g37376_DN3_SP0_c.t1
OG0006045	CARHR143670	CP13_g19701_DN3_SP8_c.t1
OG0006046	CARHR218240, CARHR103610	CP17_g5965_DN3_SP8_c.t1
OG0006047	CARHR143970	CP13_g19672_DN3_SP8_c.t1
OG0006048	CARHR144110	CP13_g19659_DN3_SP0_c.t1, CP13_g19760_DN3_SP0_c.t1
OG0006049	CARHR144680	CP13_g19602_DN3_SP0_c.t1
OG0006050	CARHR291250	CP9_g28768_DN3_SP0_c.t1
OG0006051	CARHR145160	CP13_g19556_DN3_SP1_c.t1
OG0006052	CARHR145700	CP13_g19511_DN3_SP7_c.t1
OG0006053	CARHR146210	CP13_g19473_DN3_SP5_c.t1
OG0006054	CARHR013330	CP1_g37600_DN3_SP7_c.t1
OG0006055	CARHR146900	CP13_g19414_DN3_SP0_c.t1
OG0006056	CARHR147590	CP13_g19354_DN3_SP7_c.t1
OG0006057	CARHR148280	CP13_g19303_DN3_SP0_c.t1
OG0006058	CARHR148510	CP13_g19285_DN3_SP0_c.t1
OG0006059	CARHR148670	CP13_g19269_DN3_SP5_c.t1
OG0006060	CARHR148730	CP13_g19266_DN3_SP2_c.t1
OG0006061	CARHR149640	CP13_g19215_DN3_SP6_c.t1
OG0006062	CARHR149680	CP13_g19212_DN3_SP8_c.t1
OG0006064	CARHR286640	CP13_g19179_DN3_SP8_c.t1
OG0006066	CARHR152140	CP5_g1509_DN3_SP0_c.t1, CP13_g19141_DN3_SP0_c.t1
OG0006067	CARHR153310	CP2_g48855_DN3_SP3_c.t1
OG0006068	CARHR058910, CARHR058900, CARHR058870, CARHR058860	CP9_g28215_DN3_SP3_c.t1
OG0006069	CARHR057840	CP9_g28122_DN3_SP8_c.t1
OG0006071	CARHR046440	CP13_g19068_DN3_SP8_c.t1
OG0006073	CARHR047670	CP2_g48912_DN3_SP0_c.t1
OG0006074	CARHR047910	CP2_g48936_DN3_SP8_c.t1, CP6_g7637_DN3_SP0_c.t1
OG0006075	CARHR048650	CP2_g48977_DN3_SP8_c.t1
OG0006076	CARHR136370	CP4_g24592_DN3_SP1_c.t1
OG0006077	CARHR136220	CP4_g24607_DN3_SP8_c.t1
OG0006078	CARHR083710	CP10_g42900_DN3_SP8_c.t1
OG0006079	CARHR084860	CP10_g42998_DN3_SP8_c.t1
OG0006080	CARHR085500	CP10_g43060_DN3_SP8_c.t1
OG0006081	CARHR207110	CP11_g33229_DN3_SP8_c.t1
OG0006082	CARHR086990	CP10_g43204_DN3_SP7_c.t1
OG0006084	CARHR258110	CP16_g55218_DN3_SP1_c.t1, CP8_g52845_DN3_SP7_c.t1
OG0006085	CARHR256940	CP8_g53008_DN3_SP1_c.t1
OG0006086	CARHR264600	CP8_g53111_DN3_SP0_c.t1
OG0006087	CARHR233030	CP19_g18083_DN3_SP0_c.t1
OG0006088	CARHR265970	CP8_g53246_DN3_SP7_c.t1
OG0006089	CARHR235570	CP5_g1213_DN3_SP0_c.t1
OG0006091	CARHR143650	CP13_g19703_DN3_SP2_c.t1
OG0006092	CARHR266860	CP8_g53341_DN3_SP0_c.t1
OG0006093	CARHR267530	CP8_g53401_DN3_SP8_c.t1
OG0006094	CARHR267820	CP8_g53423_DN3_SP0_c.t1
OG0006095	CARHR267960	CP8_g53433_DN3_SP6_c.t1
OG0006096	CARHR268040	CP8_g53441_DN3_SP0_c.t1
OG0006097	CARHR268430	CP8_g53483_DN3_SP0_c.t1
OG0006098	CARHR269030	CP8_g53556_DN3_SP0_c.t1
OG0006099	CARHR270540	CP8_g53669_DN3_SP8_c.t1
OG0006100	CARHR271300	CP8_g53749_DN3_SP0_c.t1
OG0006101	CARHR271380	CP8_g53757_DN3_SP8_c.t1
OG0006102	CARHR015980	CP7_g46185_DN3_SP1_c.t1
OG0006103	CARHR271790	CP8_g53797_DN3_SP0_c.t1
OG0006104	CARHR038500, CARHR014180	CP1_g37682_DN3_SP0_c.t1
OG0006105	CARHR271820	CP8_g53800_DN3_SP8_c.t1
OG0006106	CARHR200660	CP11_g32688_DN3_SP0_c.t1
OG0006107	CARHR200740	CP11_g32696_DN3_SP8_c.t1
OG0006108	CARHR201720	CP11_g32784_DN3_SP8_c.t1
OG0006109	CARHR202990	CP11_g32898_DN3_SP2_c.t1
OG0006110	CARHR203160	CP11_g32916_DN3_SP0_c.t1
OG0006112	CARHR204320	CP11_g33018_DN3_SP8_c.t1
OG0006113	CARHR204700, CARHR204680, CARHR204690	CP11_g33053_DN3_SP7_c.t1
OG0006114	CARHR205060	CP11_g33078_DN3_SP1_c.t1
OG0006115	CARHR205090	CP11_g33083_DN3_SP8_c.t1
OG0006116	CARHR205480	CP11_g33126_DN3_SP6_c.t1
OG0006117	CARHR275780	CP2_g48106_DN3_SP8_c.t1
OG0006118	CARHR223940	CP6_g7101_DN3_SP0_c.t1
OG0006119	CARHR224280	CP6_g7075_DN3_SP2_c.t1
OG0006120	CARHR224620	CP6_g7036_DN3_SP0_c.t1
OG0006122	CARHR225190	CP6_g6974_DN3_SP0_c.t1
OG0006123	CARHR225250	CP6_g6970_DN3_SP0_c.t1
OG0006124	CARHR225400	CP6_g6954_DN3_SP4_c.t1
OG0006125	CARHR226340	CP6_g6860_DN3_SP8_c.t1
OG0006126	CARHR119140	CP4_g26933_DN3_SP0_c.t1
OG0006127	CARHR227140	CP6_g6799_DN3_SP8_c.t1
OG0006128	CARHR227730	CP6_g6744_DN3_SP6_c.t1
OG0006129	CARHR227920	CP6_g6724_DN3_SP1_c.t1
OG0006130	CARHR228340	CP6_g6688_DN1_SP0_c.t1
OG0006131	CARHR228780	CP19_g18475_DN1_SP0_c.t1
OG0006132	CARHR229690	CP19_g18402_DN3_SP4_c.t1
OG0006133	CARHR229860	CP19_g18391_DN3_SP6_c.t1
OG0006134	CARHR230770	CP19_g18318_DN3_SP0_c.t1
OG0006135	CARHR231020	CP19_g18292_DN3_SP7_c.t1
OG0006136	CARHR231200	CP19_g18275_DN3_SP0_c.t1
OG0006137	CARHR231450	CP19_g18247_DN3_SP8_c.t1
OG0006138	CARHR255810	CP20_g4253_DN3_SP5_c.t1
OG0006139	CARHR033390	CP7_g44500_DN1_SP0_c.t1
OG0006140	CARHR036100	CP1_g39062_DN3_SP1_c.t1
OG0006141	CARHR035660	CP1_g40907_DN3_SP8_c.t1
OG0006142	CARHR269150, CARHR269140, CARHR231560	CP19_g18237_DN3_SP8_c.t1
OG0006143	CARHR257120, CARHR139130	CP4_g24331_DN3_SP3_c.t1
OG0006144	CARHR027310	CP7_g45101_DN3_SP0_c.t1
OG0006145	CARHR027500	CP7_g45088_DN3_SP0_c.t1
OG0006146	CARHR036570	CP1_g38524_DN3_SP3_c.t1
OG0006147	CARHR027880	CP7_g45052_DN3_SP6_c.t1
OG0006148	CARHR027900	CP7_g45050_DN3_SP7_c.t1
OG0006149	CARHR028510	CP7_g44992_DN3_SP0_c.t1
OG0006150	CARHR028610	CP7_g44983_DN2_SP0_c.t1
OG0006151	CARHR028640	CP7_g44980_DN3_SP5_c.t1
OG0006152	CARHR028710	CP7_g44974_DN3_SP0_c.t1
OG0006153	CARHR029350	CP7_g44892_DN3_SP2_c.t1
OG0006154	CARHR029240	CP7_g44882_DN2_SP0_c.t1
OG0006155	CARHR029770	CP7_g44866_DN3_SP8_c.t1
OG0006156	CARHR029810	CP7_g44861_DN3_SP8_c.t1
OG0006157	CARHR244090	CP5_g436_DN3_SP6_c.t1
OG0006158	CARHR245070	CP5_g344_DN3_SP5_c.t1
OG0006159	CARHR245460	CP5_g305_DN3_SP0_c.t1
OG0006161	CARHR246690	CP5_g186_DN3_SP8_c.t1
OG0006162	CARHR247400	CP5_g112_DN3_SP4_c.t1
OG0006163	CARHR294350	CP5_g45_DN3_SP8_c.t1
OG0006164	CARHR215400	CP5_g1790_DN3_SP7_c.t1
OG0006165	CARHR213930	CP5_g1632_DN3_SP8_c.t1
OG0006166	CARHR291790	CP5_g1610_DN3_SP1_c.t1
OG0006167	CARHR079660	CP10_g42521_DN3_SP0_c.t1
OG0006168	CARHR030790	CP7_g44767_DN3_SP8_c.t1
OG0006169	CARHR031030	CP7_g44739_DN3_SP8_c.t1
OG0006170	CARHR130360	CP4_g25131_DN3_SP0_c.t1
OG0006171	CARHR260620	CP9_g28136_DN3_SP0_c.t1
OG0006171	CARHR260610	CP20_g4095_DN3_SP8_c.t1
OG0006172	CARHR259520	CP14_g23314_DN3_SP0_c.t1, CP14_g23345_DN3_SP0_c.t1, CP14_g23373_DN1_SP0_c.t1
OG0006173	CARHR128070	CP4_g25342_DN3_SP0_c.t1
OG0006174	CARHR127930	CP4_g25358_DN2_SP2_c.t1
OG0006176	CARHR260930	CP20_g4142_DN3_SP7_c.t1
OG0006178	CARHR255880	CP20_g4247_DN3_SP0_c.t1, CP20_g4423_DN1_SP0_c.t1
OG0006179	CARHR254850, CARHR101260	CP20_g4364_DN3_SP0_c.t1
OG0006180	CARHR254530	CP20_g4389_DN3_SP0_c.t1
OG0006181	CARHR254450	CP20_g4391_DN3_SP8_c.t1
OG0006182	CARHR254060	CP20_g4422_DN3_SP8_c.t1
OG0006183	CARHR264340, CARHR253480	CP11_g31804_DN3_SP7_c.t1, CP19_g18450_DN3_SP2_c.t1
OG0006184	CARHR253050	CP11_g31834_DN3_SP3_c.t1
OG0006185	CARHR252890	CP11_g31862_DN2_SP0_c.t1
OG0006186	CARHR252470	CP11_g31901_DN3_SP3_c.t1
OG0006187	CARHR177390	CP13_g20043_DN3_SP8_c.t1
OG0006188	CARHR176770	CP13_g19995_DN3_SP0_c.t1
OG0006189	CARHR175540	CP13_g19889_DN3_SP7_c.t1
OG0006190	CARHR175530	CP13_g19888_DN3_SP1_c.t1
OG0006192	CARHR173520	CP13_g19708_DN3_SP8_c.t1
OG0006193	CARHR103920	CP1_g37309_DN3_SP8_c.t1
OG0006194	CARHR005750	CP1_g36911_DN3_SP8_c.t1
OG0006195	CARHR218300	CP6_g9309_DN3_SP8_c.t1
OG0006196	CARHR218900	CP6_g8035_DN3_SP2_c.t1
OG0006197	CARHR219510	CP6_g7668_DN3_SP8_c.t1
OG0006198	CARHR220580, CARHR099250	CP6_g7510_DN3_SP0_c.t1
OG0006199	CARHR220620	CP6_g7504_DN3_SP5_c.t1
OG0006200	CARHR221870	CP6_g7392_DN3_SP8_c.t1
OG0006201	CARHR290050	CP6_g7329_DN3_SP0_c.t1, CP6_g7330_DN3_SP0_c.t1
OG0006202	CARHR213060	CP19_g17898_DN3_SP0_c.t1
OG0006203	CARHR213570, CARHR289170	CP19_g17878_DN3_SP3_c.t1, CP13_g19883_DN3_SP3_c.t1
OG0006204	CARHR142290	CP30_g10286_DN1_SP0_c.t1, CP30_g10147_DN2_SP0_c.t1
OG0006205	CARHR142150	CP4_g24038_DN3_SP0_c.t1
OG0006206	CARHR142120	CP4_g24041_DN3_SP5_c.t1
OG0006207	CARHR141960	CP4_g24058_DN3_SP0_c.t1
OG0006208	CARHR141870	CP4_g24065_DN3_SP1_c.t1
OG0006209	CARHR263800, CARHR263810, CARHR172020	CP3_g13222_DN3_SP6_c.t1
OG0006211	CARHR140600	CP4_g24190_DN1_SP0_c.t1, CP2_g49339_DN3_SP1_c.t1, CP4_g24189_DN1_SP0_c.t1
OG0006212	CARHR140550	CP4_g24197_DN3_SP8_c.t1
OG0006213	CARHR140310	CP4_g24224_DN3_SP1_c.t1
OG0006214	CARHR140190	CP4_g24232_DN3_SP8_c.t1
OG0006216	CARHR138940	CP4_g24350_DN1_SP0_c.t1, CP3_g13415_DN3_SP0_c.t1
OG0006217	CARHR138900	CP4_g24357_DN3_SP8_c.t1
OG0006218	CARHR138440	CP4_g24394_DN3_SP8_c.t1
OG0006219	CARHR137720	CP4_g24467_DN3_SP4_c.t1
OG0006220	CARHR167790	CP3_g13591_DN3_SP0_c.t1
OG0006221	CARHR167490	CP3_g13619_DN3_SP8_c.t1
OG0006223	CARHR211760	CP11_g33711_DN3_SP4_c.t1
OG0006224	CARHR211030	CP11_g33641_DN3_SP0_c.t1
OG0006225	CARHR210520	CP11_g33599_DN3_SP6_c.t1
OG0006226	CARHR199660	CP11_g32593_DN3_SP7_c.t1
OG0006228	CARHR209240	CP11_g33489_DN3_SP8_c.t1
OG0006229	CARHR193100	CP8_g54348_DN3_SP0_c.t1
OG0006230	CARHR192280	CP8_g54271_DN3_SP8_c.t1
OG0006231	CARHR192160	CP8_g54260_DN3_SP0_c.t1
OG0006232	CARHR191570	CP8_g54197_DN3_SP0_c.t1
OG0006233	CARHR191460	CP8_g54186_DN2_SP0_c.t1
OG0006234	CARHR191420	CP4_g26148_DN3_SP1_c.t1
OG0006235	CARHR274240	CP8_g54079_DN3_SP5_c.t1
OG0006236	CARHR117410, CARHR273820, CARHR273830	CP8_g54041_DN3_SP0_c.t1
OG0006237	CARHR155240	CP2_g48992_DN3_SP8_c.t1
OG0006238	CARHR285370	CP8_g53922_DN3_SP7_c.t1
OG0006239	CARHR272820	CP8_g53894_DN3_SP0_c.t1
OG0006240	CARHR276970	CP2_g47996_DN3_SP4_c.t1
OG0006241	CARHR277380	CP2_g47957_DN3_SP0_c.t1, CP1_g38251_DN1_SP0_c.t1
OG0006242	CARHR277410	CP2_g47953_DN3_SP0_c.t1
OG0006243	CARHR096010, CARHR277890	CP2_g47908_DN3_SP8_c.t1
OG0006244	CARHR106440	CP10_g43996_DN3_SP0_c.t1
OG0006245	CARHR278660	CP2_g47831_DN3_SP0_c.t1
OG0006246	CARHR278690	CP2_g47828_DN3_SP8_c.t1
OG0006247	CARHR279270	CP2_g47765_DN3_SP3_c.t1
OG0006248	CARHR279450	CP2_g47748_DN3_SP8_c.t1
OG0006249	CARHR279510	CP2_g47740_DN3_SP8_c.t1
OG0006250	CARHR279610	CP2_g47730_DN3_SP6_c.t1
OG0006251	CARHR281140	CP12_g30985_DN2_SP0_c.t1
OG0006252	CARHR281380	CP8_g53539_DN2_SP0_c.t1
OG0006253	CARHR248270	CP8_g54664_DN2_SP3_c.t1
OG0006254	CARHR249020	CP8_g54601_DN3_SP0_c.t1
OG0006255	CARHR250180	CP8_g54532_DN2_SP0_c.t1
OG0006256	CARHR249730	CP11_g32125_DN3_SP2_c.t1
OG0006257	CARHR250560	CP11_g32073_DN2_SP0_c.t1
OG0006259	CARHR250890	CP11_g32046_DN3_SP4_c.t1
OG0006260	CARHR250910	CP11_g32044_DN3_SP8_c.t1
OG0006261	CARHR144050, CARHR179440	CP13_g20217_DN3_SP5_c.t1
OG0006262	CARHR127450	CP4_g25404_DN3_SP0_c.t1
OG0006263	CARHR127140	CP4_g25437_DN3_SP0_c.t1
OG0006264	CARHR126900	CP4_g25457_DN3_SP3_c.t1
OG0006265	CARHR126220	CP4_g25516_DN3_SP4_c.t1
OG0006266	CARHR125360	CP4_g25582_DN3_SP0_c.t1
OG0006266	CARHR125550	CP4_g25568_DN3_SP1_c.t1
OG0006267	CARHR125440	CP4_g25577_DN3_SP3_c.t1
OG0006268	CARHR124760	CP4_g25636_DN3_SP0_c.t1
OG0006269	CARHR124560	CP4_g25656_DN2_SP0_c.t1
OG0006270	CARHR123750, CARHR123780	CP4_g25717_DN2_SP2_c.t1
OG0006271	CARHR123000	CP4_g25783_DN3_SP0_c.t1
OG0006272	CARHR122990	CP4_g25784_DN3_SP0_c.t1
OG0006273	CARHR122880	CP4_g25794_DN3_SP2_c.t1
OG0006274	CARHR122870	CP4_g25795_DN3_SP8_c.t1
OG0006275	CARHR121400	CP4_g25903_DN3_SP0_c.t1
OG0006276	CARHR120480	CP4_g25990_DN1_SP1_c.t1
OG0006277	CARHR235090	CP5_g1270_DN3_SP3_c.t1
OG0006278	CARHR125830, CARHR075530	CP10_g42154_DN3_SP6_c.t1
OG0006279	CARHR212340	CP11_g33770_DN3_SP8_c.t1
OG0006280	CARHR082910	CP10_g42824_DN3_SP7_c.t1
OG0006281	CARHR212210	CP11_g33754_DN2_SP0_c.t1
OG0006282	CARHR234110	CP19_g17986_DN3_SP8_c.t1
OG0006283	CARHR075850	CP10_g42180_DN3_SP4_c.t1
