Orthogroup	Cardamine_hirsuta	Alyssum_gmelinii
OG0005865	CARHR002390	Ag004G300190
OG0005866	CARHR001740	Ag004G299360
OG0005867	CARHR001420	Ag004G298820
OG0005868	CARHR000670	Ag004G297890
OG0005870	CARHR198950	Ag007G613950
OG0005871	CARHR199210	Ag007G613320
OG0005872	CARHR198180	Ag007G617340
OG0005873	CARHR197700	Ag007G619300
OG0005874	CARHR197340	Ag007G620620
OG0005875	CARHR195670	Ag007G625760
OG0005876	CARHR194550	Ag007G630600
OG0005877	CARHR193830	Ag007G632520
OG0005878	CARHR185860, CARHR185850, CARHR185840	Ag007G637330
OG0005879	CARHR185530	Ag007G641250
OG0005880	CARHR287830	Ag007G640620
OG0005881	CARHR182170	Ag007G639300
OG0005882	CARHR182680	Ag007G612630, Ag004G349380
OG0005883	CARHR183170	Ag007G643730
OG0005884	CARHR199480	Ag007G612330, Ag007G612340
OG0005885	CARHR207830	Ag006G500530
OG0005886	CARHR187600	Ag008G720250
OG0005887	CARHR188560	Ag008G721670
OG0005888	CARHR189650	Ag008G723330
OG0005889	CARHR274690	Ag008G725030
OG0005890	CARHR275190	Ag008G725880
OG0005891	CARHR275980	Ag008G727070
OG0005892	CARHR276220	Ag008G727640, Ag001G011060
OG0005893	CARHR276570	Ag008G728350
OG0005894	CARHR272610	Ag008G706410
OG0005895	CARHR099100, CARHR272520	Ag008G706310
OG0005896	CARHR272430	Ag008G706140
OG0005897	CARHR272360	Ag008G706070
OG0005898	CARHR272260	Ag008G705890
OG0005899	CARHR085570	Ag005G474160
OG0005900	CARHR272030	Ag008G705410
OG0005901	CARHR161050	Ag001G067040
OG0005902	CARHR159920	Ag001G061210
OG0005903	CARHR158080	Ag008G692240
OG0005904	CARHR156860	Ag001G054980
OG0005905	CARHR034000	Ag002G145070
OG0005909	CARHR291150	Ag004G342620
OG0005910	CARHR064760	Ag007G594920, Ag003G241110
OG0005911	CARHR071480	Ag003G215180
OG0005912	CARHR070830	Ag003G218200
OG0005913	CARHR069970	Ag003G220590
OG0005914	CARHR069760	Ag003G222160
OG0005915	CARHR068570	Ag003G227140
OG0005916	CARHR068330	Ag003G228190
OG0005917	CARHR067940	Ag003G229770
OG0005918	CARHR017780	Ag004G326480
OG0005919	CARHR072150	Ag003G213450
OG0005920	CARHR072230	Ag003G213170
OG0005921	CARHR073740	Ag003G209810
OG0005922	CARHR074240	Ag007G653640, Ag003G208300
OG0005924	CARHR087430	Ag005G470390
OG0005925	CARHR087790	Ag005G469800
OG0005926	CARHR088680	Ag005G468020
OG0005927	CARHR089590	Ag005G465390
OG0005928	CARHR089700	Ag005G465140
OG0005929	CARHR043280	Ag001G007020
OG0005930	CARHR042750	Ag001G008090
OG0005931	CARHR092920	Ag005G457530
OG0005932	CARHR093760	Ag005G454810
OG0005933	CARHR051130	Ag007G655380
OG0005934	CARHR095100	Ag005G460500, Ag005G448800
OG0005935	CARHR095450	Ag005G448140
OG0005936	CARHR095940	Ag005G446460
OG0005937	CARHR096930	Ag005G443890, Ag005G442680
OG0005938	CARHR098290	Ag005G438640, Ag005G438870
OG0005939	CARHR098300	Ag005G438600
OG0005940	CARHR098500	Ag005G437740
OG0005941	CARHR099550	Ag005G434330, Ag005G433470
OG0005942	CARHR099800	Ag005G432390
OG0005943	CARHR099820	Ag005G432300
OG0005944	CARHR100930	Ag005G428760
OG0005946	CARHR217130	Ag008G694090
OG0005947	CARHR284820	Ag005G419820
OG0005948	CARHR106940	Ag007G614330, Ag005G417690
OG0005949	CARHR108530	Ag005G413320, Ag005G412950
OG0005950	CARHR108890	Ag005G411180
OG0005951	CARHR109860	Ag005G406770
OG0005952	CARHR110020	Ag005G405700
OG0005953	CARHR110510	Ag005G402530
OG0005954	CARHR110770	Ag005G403020
OG0005955	CARHR045610	Ag001G000870
OG0005956	CARHR045320	Ag001G001310
OG0005957	CARHR043770	Ag001G006100, Ag005G487760
OG0005958	CARHR224670, CARHR043180	Ag001G007180
OG0005959	CARHR042810	Ag001G008030
OG0005960	CARHR038680	Ag001G024330
OG0005961	CARHR038850	Ag001G024140
OG0005962	CARHR037730	Ag001G027230
OG0005963	CARHR290260	Ag001G031940
OG0005964	CARHR162170	Ag001G068540
OG0005965	CARHR161470	Ag001G065890
OG0005966	CARHR164680	Ag001G076050
OG0005967	CARHR166090	Ag001G080430
OG0005968	CARHR166410	Ag001G081030, Ag005G410260
OG0005969	CARHR167100	Ag001G083180
OG0005970	CARHR167230	Ag001G083560
OG0005971	CARHR167710	Ag001G084950
OG0005972	CARHR167730, CARHR167720	Ag001G084980
OG0005973	CARHR169530	Ag001G089670
OG0005974	CARHR171620	Ag001G094330
OG0005975	CARHR096630, CARHR172030	Ag001G095270, Ag001G095410
OG0005976	CARHR171900	Ag001G095070
OG0005977	CARHR291550	Ag007G622110, Ag001G098890
OG0005978	CARHR291450	Ag001G099030
OG0005979	CARHR041270	Ag001G011610
OG0005981	CARHR161000	Ag001G067220
OG0005982	CARHR170400	Ag001G092080
OG0005983	CARHR175450	Ag002G113510
OG0005985	CARHR290550	Ag002G132160
OG0005987	CARHR235640	Ag003G253000
OG0005988	CARHR241450	Ag003G276480
OG0005989	CARHR010050	Ag004G310930, Ag004G309510
OG0005990	CARHR011770, CARHR018730	Ag004G329590, Ag004G329560
OG0005991	CARHR230170	Ag004G330070
OG0005992	CARHR061040	Ag004G353590
OG0005993	CARHR067290	Ag004G379850, Ag004G396080, Ag004G391540
OG0005995	CARHR111390	Ag005G460290, Ag005G460280
OG0005996	CARHR089890	Ag005G464780
OG0005997	CARHR086160	Ag005G472510
OG0005999	CARHR121430	Ag007G595680
OG0006000	CARHR198310	Ag007G616960
OG0006001	CARHR213810	Ag007G654170
OG0006002	CARHR278960	Ag008G732020
OG0006016	CARHR236680	Ag003G255880
OG0006017	CARHR109660	Ag005G407890
OG0006018	CARHR238300	Ag003G266700, Ag003G265860
OG0006019	CARHR184850	Ag006G524220
OG0006020	CARHR238590	Ag003G263280, Ag003G263700
OG0006021	CARHR008100	Ag004G308270
OG0006022	CARHR239030	Ag003G267990
OG0006023	CARHR239110	Ag003G268270
OG0006025	CARHR029630	Ag007G580880
OG0006026	CARHR241650	Ag003G275840
OG0006027	CARHR241720	Ag003G275460
OG0006028	CARHR241730	Ag003G275430
OG0006030	CARHR242990	Ag003G282380
OG0006031	CARHR243090	Ag003G282780
OG0006032	CARHR243140	Ag003G282830
OG0006033	CARHR274300	Ag008G712550
OG0006034	CARHR030830	Ag007G579280
OG0006035	CARHR031610	Ag007G578320
OG0006036	CARHR031990	Ag007G578020
OG0006037	CARHR032130	Ag001G101150
OG0006038	CARHR223590	Ag001G101340
OG0006039	CARHR222840	Ag001G101990
OG0006040	CARHR154190	Ag004G365040, Ag004G365580
OG0006041	CARHR053940	Ag004G367850
OG0006042	CARHR292010	Ag004G371200
OG0006043	CARHR052630	Ag004G371680
OG0006044	CARHR010990	Ag004G312610
OG0006045	CARHR143670	Ag008G658440, Ag012G741190
OG0006046	CARHR218240, CARHR103610	Ag001G074370, Ag004G348260
OG0006047	CARHR143970	Ag008G658170, Ag012G740870
OG0006049	CARHR144680	Ag002G171780
OG0006050	CARHR291250	Ag004G342820
OG0006051	CARHR145160	Ag008G660890
OG0006052	CARHR145700	Ag006G565660
OG0006053	CARHR146210	Ag001G001500
OG0006054	CARHR013330	Ag004G317150
OG0006055	CARHR146900	Ag008G665180
OG0006056	CARHR147590	Ag008G666940
OG0006057	CARHR148280	Ag008G668480
OG0006059	CARHR148670	Ag008G669160
OG0006060	CARHR148730	Ag008G669420
OG0006061	CARHR149640	Ag004G379780, Ag008G674030
OG0006063	CARHR292610	Ag005G414540
OG0006064	CARHR286610, CARHR286640	Ag008G672140
OG0006065	CARHR152050	Ag007G619470
OG0006068	CARHR058910, CARHR058900, CARHR058870, CARHR058860	Ag004G358200
OG0006069	CARHR057840	Ag004G360390
OG0006070	CARHR057300	Ag004G370230
OG0006071	CARHR046440	Ag004G401230
OG0006073	CARHR047670	Ag004G388820, Ag004G393750
OG0006074	CARHR047910	Ag004G386480
OG0006075	CARHR048650	Ag004G382000
OG0006076	CARHR136370	Ag002G190210
OG0006077	CARHR136220	Ag002G189530
OG0006078	CARHR083710	Ag005G477650, Ag005G476820
OG0006079	CARHR084860	Ag005G475700
OG0006080	CARHR085500	Ag005G474220
OG0006081	CARHR207110	Ag006G504240
OG0006082	CARHR086990	Ag005G471190
OG0006084	CARHR258110	Ag008G699580
OG0006085	CARHR256940	Ag002G192480, Ag008G676540
OG0006087	CARHR233030	Ag007G585560
OG0006088	CARHR265970	Ag008G684750
OG0006089	CARHR235570	Ag003G252850
OG0006091	CARHR143650	Ag008G658460, Ag012G741210
OG0006092	CARHR266860	Ag008G687370
OG0006093	CARHR267530	Ag008G688670, Ag008G689800
OG0006094	CARHR267820	Ag001G057850
OG0006095	CARHR267960	Ag008G693380
OG0006096	CARHR268040	Ag008G693600
OG0006097	CARHR268430	Ag008G694580
OG0006098	CARHR269030	Ag008G696320
OG0006099	CARHR270540	Ag008G700070
OG0006100	CARHR271300	Ag008G703220
OG0006101	CARHR271380	Ag008G703880
OG0006102	CARHR015980	Ag004G323000
OG0006103	CARHR271790	Ag008G705100
OG0006104	CARHR038500, CARHR014180	Ag002G169450, Ag004G318910
OG0006105	CARHR271820	Ag008G705180
OG0006106	CARHR200660	Ag007G609560, Ag006G545220
OG0006107	CARHR200740	Ag007G609450
OG0006108	CARHR201720	Ag007G607490
OG0006109	CARHR202990	Ag007G604520
OG0006110	CARHR203160	Ag007G604220
OG0006111	CARHR203840	Ag007G602520
OG0006112	CARHR204320	Ag007G601770, Ag003G245840
OG0006113	CARHR204700, CARHR204680, CARHR204690	Ag007G601180
OG0006114	CARHR205060	Ag007G600760
OG0006115	CARHR205090	Ag007G600720
OG0006116	CARHR205480	Ag007G600050
OG0006117	CARHR275780	Ag008G726810
OG0006118	CARHR223940	Ag006G577730
OG0006119	CARHR224280	Ag006G577350
OG0006120	CARHR224620	Ag003G218880, Ag006G576720
OG0006121	CARHR224660	Ag006G576480
OG0006122	CARHR225190	Ag006G575030
OG0006123	CARHR225250	Ag006G574860, Ag006G574840
OG0006124	CARHR225400	Ag006G574380
OG0006125	CARHR226340	Ag005G475680
OG0006126	CARHR119140	Ag007G597780
OG0006127	CARHR227140	Ag006G560890
OG0006128	CARHR227730	Ag006G564020
OG0006129	CARHR227920	Ag006G564510
OG0006130	CARHR228340	Ag006G565960
OG0006131	CARHR228780	Ag006G555720
OG0006132	CARHR229690	Ag006G551360, Ag002G174980
OG0006133	CARHR229860	Ag006G551000
OG0006134	CARHR230770	Ag006G548160, Ag006G546530
OG0006135	CARHR231020	Ag006G546960, Ag006G542040
OG0006136	CARHR231200	Ag006G542630, Ag006G544980
OG0006137	CARHR231450	Ag006G543530, Ag006G544060
OG0006138	CARHR255810	Ag002G147180
OG0006139	CARHR033390	Ag006G539380, Ag006G536850
OG0006140	CARHR036100	Ag006G533200
OG0006141	CARHR035660	Ag006G531850
OG0006142	CARHR269150, CARHR269140, CARHR231560	Ag007G585400
OG0006143	CARHR257120, CARHR139130	Ag002G198530
OG0006144	CARHR027310	Ag007G583990
OG0006145	CARHR027500	Ag007G583770
OG0006146	CARHR036570	Ag007G584360
OG0006147	CARHR027880	Ag007G583200
OG0006148	CARHR027900	Ag007G586880, Ag004G377400
OG0006150	CARHR028610	Ag007G582250
OG0006151	CARHR028640	Ag007G582210
OG0006152	CARHR028710	Ag007G582140
OG0006153	CARHR029350	Ag007G581050
OG0006154	CARHR029240	Ag007G580930
OG0006156	CARHR029810	Ag007G580620
OG0006157	CARHR244090	Ag003G286560
OG0006158	CARHR245070	Ag003G289260
OG0006159	CARHR245460	Ag003G290190, Ag004G367570
OG0006160	CARHR067690, CARHR245780	Ag003G291090
OG0006161	CARHR246690	Ag003G293240
OG0006162	CARHR247400	Ag001G025430, Ag001G025420, Ag003G295100
OG0006163	CARHR294350	Ag003G296640
OG0006164	CARHR215400	Ag007G645670
OG0006165	CARHR213930	Ag007G647190
OG0006166	CARHR291790	Ag003G259280, Ag007G647360
OG0006167	CARHR079660	Ag005G484060
OG0006168	CARHR030790	Ag007G579310
OG0006169	CARHR031030	Ag007G578940
OG0006170	CARHR130360	Ag002G165950
OG0006171	CARHR260610	Ag009G736790, Ag002G151770
OG0006172	CARHR259520	Ag002G149800, Ag009G735220
OG0006174	CARHR127930	Ag002G159330
OG0006175	CARHR284980, CARHR284990	Ag005G460020
OG0006176	CARHR260930	Ag002G149160
OG0006177	CARHR256300	Ag002G147970
OG0006178	CARHR255880	Ag002G147450, Ag002G144800
OG0006179	CARHR254850, CARHR101260	Ag002G145420
OG0006181	CARHR254450	Ag002G143320
OG0006182	CARHR254060	Ag002G144740
OG0006183	CARHR264340, CARHR253480	Ag002G141130
OG0006184	CARHR253050	Ag002G140240
OG0006185	CARHR252890	Ag002G139680
OG0006186	CARHR252470	Ag002G131860
OG0006187	CARHR177390	Ag001G026440, Ag004G338640
OG0006188	CARHR176770	Ag002G103790
OG0006189	CARHR175540	Ag002G108950, Ag002G112930
OG0006190	CARHR175530	Ag002G112970, Ag002G108990
OG0006191	CARHR175220, CARHR175320	Ag002G116580, Ag002G116560
OG0006192	CARHR173520	Ag002G123760
OG0006193	CARHR103920	Ag005G424170
OG0006194	CARHR005750	Ag008G705490, Ag004G305320
OG0006195	CARHR218300	Ag006G500510
OG0006196	CARHR218900	Ag001G039000
OG0006197	CARHR219510	Ag001G038210
OG0006198	CARHR220580, CARHR099250	Ag001G036860
OG0006199	CARHR220620	Ag001G036740
OG0006200	CARHR221870	Ag001G034380
OG0006201	CARHR290050	Ag001G032990
OG0006202	CARHR213060	Ag002G190330
OG0006203	CARHR213570, CARHR289170	Ag007G656370
OG0006204	CARHR142290	Ag002G204430
OG0006205	CARHR142150	Ag002G204280
OG0006206	CARHR142120	Ag002G204250
OG0006207	CARHR141960	Ag002G203760
OG0006208	CARHR141870	Ag002G203670
OG0006209	CARHR172020	Ag001G095280
OG0006210	CARHR141470	Ag002G203070
OG0006211	CARHR140600	Ag002G201650
OG0006212	CARHR140550	Ag002G201500
OG0006213	CARHR140310	Ag002G201020, Ag002G200990
OG0006214	CARHR140190	Ag002G200900, Ag002G126270
OG0006215	CARHR139970	Ag002G200190
OG0006216	CARHR138940	Ag001G091320, Ag002G198140
OG0006217	CARHR138900	Ag002G197910
OG0006218	CARHR138440	Ag001G090440
OG0006219	CARHR137720	Ag002G194750
OG0006220	CARHR167790	Ag001G085110, Ag003G270780
OG0006221	CARHR167490	Ag001G084320
OG0006223	CARHR211760	Ag006G491650
OG0006224	CARHR211030	Ag006G493260
OG0006225	CARHR210520	Ag006G494020
OG0006226	CARHR199660	Ag007G612500, Ag007G619450
OG0006228	CARHR209240	Ag006G497040
OG0006229	CARHR193100	Ag008G719110
OG0006230	CARHR192280	Ag008G717760
OG0006231	CARHR192160	Ag008G717630
OG0006232	CARHR191570	Ag008G716240
OG0006233	CARHR191460	Ag008G716080
OG0006234	CARHR191420	Ag008G716010
OG0006235	CARHR274240	Ag008G712380
OG0006236	CARHR117410, CARHR273820, CARHR273830	Ag008G711190
OG0006237	CARHR155240	Ag006G503070
OG0006238	CARHR285370	Ag006G495820, Ag006G495780, Ag008G707730
OG0006239	CARHR272820	Ag008G706920
OG0006240	CARHR276970	Ag008G729050
OG0006241	CARHR277380	Ag008G729600, Ag008G729580
OG0006242	CARHR277410	Ag008G729640
OG0006243	CARHR096010, CARHR277890	Ag008G730550
OG0006244	CARHR106440	Ag005G418480
OG0006245	CARHR278660	Ag008G731630
OG0006246	CARHR278690	Ag008G731670
OG0006247	CARHR279270	Ag008G732800
OG0006248	CARHR279450	Ag008G733040
OG0006249	CARHR279510	Ag008G733140
OG0006250	CARHR279610	Ag008G733340
OG0006251	CARHR281140	Ag001G100020
OG0006252	CARHR281380	Ag001G099560
OG0006253	CARHR248270	Ag006G519550
OG0006254	CARHR249020	Ag006G516450
OG0006255	CARHR250180	Ag006G514240
OG0006256	CARHR249730	Ag006G512790
OG0006257	CARHR250560	Ag006G511110
OG0006258	CARHR250870	Ag006G510030
OG0006259	CARHR250890	Ag006G510010
OG0006260	CARHR250910	Ag006G509990
OG0006261	CARHR144050, CARHR179440	Ag007G587070
OG0006262	CARHR127450	Ag007G588110
OG0006263	CARHR127140	Ag007G588520
OG0006264	CARHR126900	Ag007G588660
OG0006265	CARHR126220	Ag007G589470
OG0006266	CARHR125550	Ag007G590460
OG0006267	CARHR125440	Ag007G590620
OG0006268	CARHR124760	Ag007G591520
OG0006270	CARHR123750, CARHR123780	Ag007G592500
OG0006271	CARHR123000	Ag007G593710
OG0006272	CARHR122990	Ag007G593750
OG0006274	CARHR122870	Ag007G593860
OG0006275	CARHR121400	Ag007G595720
OG0006276	CARHR120480	Ag007G596600
OG0006277	CARHR235090	Ag003G251350
OG0006278	CARHR125830, CARHR075530	Ag001G100280
OG0006279	CARHR212340	Ag006G490700
OG0006280	CARHR082910	Ag005G478750
OG0006281	CARHR212210	Ag006G491150
OG0006282	CARHR234110	Ag007G581960
OG0006283	CARHR075850	Ag005G490340
OG0006284	CARHR076000	Ag005G405800, Ag005G490160, Ag005G490140
OG0006285	CARHR197560	Ag007G619760, Ag007G619800
OG0006286	CARHR077410	Ag005G487750
OG0006287	CARHR077550, CARHR077540	Ag005G487310
OG0006288	CARHR077780	Ag005G486890, Ag004G374100
OG0006289	CARHR077980	Ag005G486460
OG0006290	CARHR078480	Ag005G485760
OG0006291	CARHR079720	Ag005G483930
OG0006293	CARHR081660	Ag005G480500
OG0006294	CARHR081910	Ag005G480250
OG0006295	CARHR135580	Ag002G187100
OG0006296	CARHR135570	Ag002G187090
OG0006297	CARHR134600	Ag002G183150
OG0006298	CARHR134430	Ag002G181910
OG0006299	CARHR133880	Ag002G180070
OG0006300	CARHR133450	Ag002G178020
OG0006301	CARHR130160	Ag002G164960
OG0006302	CARHR130600	Ag002G166700
OG0006303	CARHR130800	Ag002G167420
OG0006304	CARHR163560	Ag001G072980
OG0006305	CARHR132070	Ag002G172590
OG0006306	CARHR131780	Ag002G173960
OG0006307	CARHR133020	Ag002G176400
OG0006308	CARHR016330	Ag004G323920
OG0006309	CARHR016660	Ag004G324640
OG0006310	CARHR017040	Ag004G325250
OG0006311	CARHR017050	Ag004G325260
OG0006312	CARHR017280	Ag004G325530
OG0006313	CARHR017460	Ag004G326050
OG0006314	CARHR017640	Ag004G326320
OG0006316	CARHR018850	Ag004G329680
OG0006317	CARHR018710	Ag004G329370
OG0006318	CARHR019740	Ag004G331800
OG0006319	CARHR020760	Ag004G333930, Ag001G076030
OG0006320	CARHR020860	Ag004G334180
OG0006321	CARHR069870	Ag003G221190
OG0006322	CARHR021200	Ag004G334860
OG0006323	CARHR021250	Ag004G335120
OG0006324	CARHR021940	Ag004G337420
OG0006325	CARHR023170	Ag004G340680, Ag004G340690, Ag004G340630
OG0006327	CARHR025410	Ag003G245180
OG0006328	CARHR060150	Ag004G355620
OG0006330	CARHR134210	Ag001G071330, Ag006G528620
OG0006331	CARHR027130	Ag004G349850
OG0006332	CARHR027070	Ag006G528540
OG0006333	CARHR231640	Ag007G602420
OG0006334	CARHR231650	Ag007G607400
OG0006335	CARHR232010	Ag006G531480
OG0006336	CARHR232280	Ag007G598550
OG0006337	CARHR232670	Ag007G586200
OG0006339	CARHR113590	Ag006G522780
OG0006340	CARHR112220	Ag006G520950
OG0006342	CARHR015370	Ag004G321700
OG0006343	CARHR015340	Ag004G321590
OG0006344	CARHR014860	Ag004G320700
OG0006345	CARHR067770	Ag003G230840
OG0006346	CARHR012860	Ag004G316160
OG0006349	CARHR011500	Ag004G313470
OG0006350	CARHR107500, CARHR007900	Ag004G307990
OG0006351	CARHR009900	Ag004G310790
OG0006352	CARHR010240	Ag004G311260
OG0006353	CARHR008810	Ag004G309100
OG0006354	CARHR008250	Ag004G308440, Ag001G066870
OG0006355	CARHR007650	Ag004G307590, Ag004G306640
OG0006356	CARHR102160, CARHR006930	Ag004G306580
OG0006357	CARHR006650	Ag004G306110
OG0006358	CARHR006540	Ag004G305990
OG0006359	CARHR160850	Ag001G067450
OG0006360	CARHR005820	Ag004G305380
OG0006361	CARHR005690	Ag004G305250, Ag004G305240
OG0006362	CARHR004550	Ag004G303440
OG0006363	CARHR003390	Ag004G302010
OG0006364	CARHR002640, CARHR002690	Ag004G300670
OG0006365	CARHR002720	Ag004G300700
OG0006367	CARHR001580	Ag004G299180
OG0006368	CARHR199160	Ag007G613430
OG0006370	CARHR198000	Ag007G618000
OG0006371	CARHR198120	Ag007G617580
OG0006372	CARHR197000	Ag007G621810
OG0006373	CARHR034610, CARHR196340	Ag007G623870
OG0006374	CARHR195620	Ag007G625830, Ag007G626100
OG0006375	CARHR060270	Ag004G355380
OG0006376	CARHR195490	Ag007G626560
OG0006377	CARHR195350	Ag007G627870
OG0006378	CARHR194440	Ag007G630260
OG0006379	CARHR183810	Ag007G642750
OG0006380	CARHR161940	Ag001G064490
OG0006381	CARHR206500	Ag006G505130
OG0006383	CARHR206820	Ag006G502880
OG0006384	CARHR207230	Ag006G501920
OG0006385	CARHR248310	Ag006G519770, Ag003G276340
OG0006386	CARHR187890	Ag008G720490
OG0006387	CARHR188070	Ag008G720990
OG0006388	CARHR164690	Ag001G076060
OG0006389	CARHR188940	Ag008G722360
OG0006390	CARHR189320	Ag008G722750
OG0006391	CARHR189610	Ag008G723290
OG0006392	CARHR189690	Ag008G723400
OG0006393	CARHR189750	Ag008G723470
OG0006394	CARHR274740	Ag008G725080
OG0006395	CARHR275420	Ag008G726180
OG0006396	CARHR275750	Ag008G726790
OG0006397	CARHR275920	Ag008G727010
OG0006398	CARHR276020	Ag008G727130
OG0006399	CARHR276130	Ag008G727220
OG0006400	CARHR276380	Ag008G727930
OG0006401	CARHR276590	Ag008G728360
OG0006402	CARHR276600	Ag008G728370
OG0006403	CARHR272630	Ag008G706430
OG0006404	CARHR272230	Ag008G705800
OG0006405	CARHR160730	Ag001G059500, Ag001G059300
OG0006406	CARHR160640	Ag001G059600, Ag001G059420
OG0006407	CARHR160580, CARHR160590	Ag001G059710, Ag001G059460
OG0006409	CARHR157500	Ag008G690760
OG0006410	CARHR156660	Ag001G055530
OG0006411	CARHR150230	Ag001G050320, Ag010G740640
OG0006412	CARHR061210	Ag004G353050
OG0006413	CARHR150950	Ag004G303140
OG0006414	CARHR060410	Ag004G355040
OG0006415	CARHR026670	Ag003G246920
OG0006416	CARHR060440	Ag004G354900
OG0006417	CARHR061690	Ag004G350670
OG0006418	CARHR062030	Ag004G350050
OG0006419	CARHR062540	Ag004G348460
OG0006420	CARHR062850	Ag004G347900
OG0006421	CARHR063020	Ag004G347150, Ag004G346990
OG0006422	CARHR015330	Ag004G321570, Ag004G321580
OG0006423	CARHR291200	Ag004G342710
OG0006424	CARHR064740	Ag008G703090, Ag004G382800, Ag004G341800
OG0006425	CARHR064820	Ag003G240810
OG0006426	CARHR202710	Ag007G605390
OG0006427	CARHR065060	Ag003G240320
OG0006428	CARHR071620	Ag003G214880
OG0006429	CARHR071260	Ag003G215980
OG0006430	CARHR071220	Ag004G338300
OG0006431	CARHR070650, CARHR019020	Ag004G329910
OG0006432	CARHR068970	Ag003G225600
OG0006433	CARHR068700	Ag003G226620
OG0006434	CARHR068140	Ag003G229100
OG0006435	CARHR066800	Ag003G234480
OG0006436	CARHR066210	Ag003G237110
OG0006437	CARHR065480	Ag003G239220
OG0006438	CARHR072690	Ag003G212180, Ag002G197630
OG0006439	CARHR072820	Ag003G211950
OG0006440	CARHR073040	Ag003G211650
OG0006441	CARHR073920	Ag003G209350
OG0006442	CARHR087390	Ag005G470430
OG0006443	CARHR088980	Ag005G467430
OG0006444	CARHR043530	Ag001G006480
OG0006445	CARHR090480	Ag005G463770
OG0006446	CARHR090650	Ag005G463150
OG0006447	CARHR090940	Ag005G462610
OG0006448	CARHR091360	Ag005G461740
OG0006449	CARHR092350	Ag005G459130
OG0006450	CARHR158060	Ag008G692070
OG0006451	CARHR092740	Ag005G458000
OG0006452	CARHR092790	Ag005G457890
OG0006453	CARHR092850	Ag005G457720
OG0006454	CARHR092930	Ag005G457520
OG0006455	CARHR093100	Ag005G457120
OG0006456	CARHR093190	Ag005G456780
OG0006457	CARHR093210	Ag005G456580
OG0006458	CARHR093230	Ag005G456550
OG0006459	CARHR093320	Ag005G456360
OG0006460	CARHR221830	Ag001G034420
OG0006461	CARHR093550	Ag005G455600, Ag005G455590
OG0006462	CARHR093790	Ag005G454780
OG0006464	CARHR094250	Ag005G452960
OG0006465	CARHR094980	Ag005G449190
OG0006466	CARHR095560	Ag005G447180
OG0006467	CARHR095990	Ag005G446280
OG0006469	CARHR096680	Ag005G443250, Ag005G444460
OG0006470	CARHR096790	Ag005G442950, Ag005G444220
OG0006471	CARHR097510	Ag005G449670, Ag005G441350
OG0006472	CARHR098160	Ag005G438960
OG0006473	CARHR098260	Ag005G438750
OG0006474	CARHR098650, CARHR098640	Ag005G437330
OG0006475	CARHR050050	Ag005G437020
OG0006477	CARHR099180	Ag005G435650
OG0006478	CARHR099440	Ag005G433700, Ag005G434470
OG0006479	CARHR100260	Ag005G431130
OG0006480	CARHR102480	Ag002G127570, Ag004G354910, Ag005G426110
OG0006481	CARHR105790	Ag005G419380
OG0006483	CARHR107760	Ag004G349460, Ag004G349450, Ag005G415340
OG0006484	CARHR108340	Ag005G414710
OG0006485	CARHR109250	Ag005G410060, Ag005G410030
OG0006486	CARHR109000	Ag005G410780
OG0006487	CARHR108860	Ag005G411260
OG0006488	CARHR109890	Ag005G406610
OG0006490	CARHR111040	Ag005G403590
OG0006491	CARHR111160	Ag005G403920
OG0006492	CARHR045450	Ag001G001080
OG0006493	CARHR045410	Ag004G353440
OG0006494	CARHR045000	Ag001G002300
OG0006495	CARHR044600	Ag004G383150, Ag001G003510
OG0006496	CARHR044490	Ag001G003640
OG0006497	CARHR044470	Ag001G003730
OG0006498	CARHR043610	Ag001G006230
OG0006499	CARHR043550	Ag001G006330
OG0006500	CARHR042270	Ag001G009300
OG0006501	CARHR042100	Ag001G009940
OG0006503	CARHR041570	Ag001G011190
OG0006504	CARHR040430	Ag001G015140
OG0006505	CARHR039900	Ag001G017540
OG0006506	CARHR039720	Ag001G018290, Ag001G018270
OG0006507	CARHR037660	Ag001G027320
OG0006508	CARHR222500	Ag001G029460, Ag001G030830
OG0006509	CARHR128730	Ag002G160950
OG0006510	CARHR128710	Ag002G160930
OG0006511	CARHR128650	Ag002G160820
OG0006512	CARHR128640	Ag002G160810
OG0006513	CARHR161820, CARHR117420	Ag001G064590
OG0006514	CARHR161880	Ag001G064540
OG0006515	CARHR164770	Ag001G076200, Ag006G512630
OG0006516	CARHR165460	Ag001G078600
OG0006517	CARHR165470	Ag001G078620
OG0006518	CARHR165990	Ag001G080030
OG0006519	CARHR166510	Ag001G081300
OG0006520	CARHR166700	Ag001G081920
OG0006521	CARHR167480	Ag001G084310
OG0006522	CARHR169110	Ag001G088620
OG0006523	CARHR000090	Ag001G092340
OG0006524	CARHR171070	Ag001G093420
OG0006525	CARHR171380	Ag001G093850
OG0006526	CARHR172060	Ag001G095510
OG0006527	CARHR172330	Ag001G096270
OG0006528	CARHR173270	Ag001G098300
OG0006529	CARHR291730	Ag001G098660
OG0006530	CARHR291720	Ag005G450640
OG0006531	CARHR291510	Ag001G098970
OG0006532	CARHR161830	Ag001G064600
OG0006533	CARHR161150	Ag001G066960
OG0006535	CARHR283570	Ag002G131150
OG0006536	CARHR091840, CARHR091850	Ag005G460410, Ag002G177530, Ag007G618680, Ag007G621970, Ag007G618820, Ag007G618890
OG0006537	CARHR138920	Ag002G197940
