Orthogroup	Cardamine_hirsuta	Capsella_rubella
OG0007626	CARHR205010	XP_006287925.1
OG0007627	CARHR205050	XP_023636353.1
OG0007628	CARHR205290	XP_006289808.1
OG0007629	CARHR205850	XP_023636279.1
OG0007630	CARHR205900	XP_006287883.1
OG0007631	CARHR224030	XP_006285372.1
OG0007632	CARHR224560	XP_006283775.1
OG0007633	CARHR224690	XP_006283799.1
OG0007634	CARHR224790	XP_006283488.1
OG0007635	CARHR224840	XP_023634532.1
OG0007636	CARHR225240	XP_006282763.1
OG0007637	CARHR253330	XP_023636507.1
OG0007638	CARHR225770	XP_006284265.1
OG0007639	CARHR225880	XP_023634087.1
OG0007640	CARHR226030	XP_023634413.1
OG0007641	CARHR226220	XP_006282736.2
OG0007642	CARHR226750	XP_006284762.1
OG0007643	CARHR226890	XP_006282847.1
OG0007644	CARHR275930	XP_006282196.1
OG0007645	CARHR227280	XP_006283838.1
OG0007646	CARHR227500	XP_023633787.1
OG0007647	CARHR252390	XP_006287440.1
OG0007648	CARHR228100	XP_023634853.1
OG0007649	CARHR228400	XP_006283396.1
OG0007650	CARHR228890	XP_006286235.1
OG0007651	CARHR228960	XP_006284970.1
OG0007652	CARHR229140	XP_006284541.1
OG0007653	CARHR229230	XP_006282681.1
OG0007654	CARHR229430	XP_023633650.1
OG0007655	CARHR229500	XP_006282748.1
OG0007656	CARHR229660	XP_023634502.1
OG0007657	CARHR229920, CARHR229910	XP_006283819.1
OG0007658	CARHR230090	XP_006284940.1
OG0007659	CARHR230120	XP_006283627.1
OG0007660	CARHR230980	XP_006284373.1
OG0007661	CARHR231120	XP_006284175.1
OG0007662	CARHR231360	XP_006284583.1
OG0007663	CARHR032600	XP_023645590.1
OG0007664	CARHR032640, CARHR054090, CARHR054100	XP_006305115.1
OG0007665	CARHR032830	XP_006306798.1
OG0007666	CARHR033380	XP_006305703.1
OG0007667	CARHR033930	XP_006303971.2
OG0007668	CARHR034970	XP_006307678.1
OG0007669	CARHR036060	XP_006305116.1
OG0007670	CARHR037300	XP_006303973.1
OG0007671	CARHR036810	XP_006304043.2
OG0007672	CARHR037350	XP_023645824.1
OG0007673	CARHR082330	XP_006297908.1
OG0007674	CARHR027570	XP_023644745.1
OG0007675	CARHR027790	XP_006304381.1
OG0007676	CARHR116740	XP_006293967.1
OG0007677	CARHR027930	XP_023632883.1
OG0007678	CARHR028000	XP_006303989.1
OG0007679	CARHR028530	XP_023645588.1
OG0007680	CARHR029250	XP_006304276.2
OG0007681	CARHR029750	XP_006306879.1
OG0007682	CARHR030160	XP_006307148.1
OG0007684	CARHR030240	XP_006307230.1
OG0007685	CARHR243860	XP_006282468.1
OG0007686	CARHR040510	XP_006286691.1
OG0007687	CARHR244170	XP_006282990.1
OG0007688	CARHR244340	XP_006284061.1
OG0007689	CARHR244370	XP_006283732.1
OG0007690	CARHR244660	XP_006284108.1
OG0007691	CARHR289500	XP_006284188.1
OG0007692	CARHR244870	XP_006282757.2
OG0007693	CARHR245120	XP_006285193.1
OG0007694	CARHR245380	XP_006283606.1
OG0007695	CARHR293090	XP_006293370.1
OG0007696	CARHR245510	XP_006284246.1
OG0007697	CARHR245930	XP_006282697.1
OG0007698	CARHR246060	XP_006283903.1
OG0007699	CARHR246120	XP_006286269.2
OG0007700	CARHR246130	XP_006283492.1
OG0007701	CARHR246260	XP_006283269.1
OG0007702	CARHR246470	XP_006284714.1
OG0007703	CARHR246540	XP_006283990.1
OG0007704	CARHR246820	XP_023633771.1
OG0007705	CARHR247000	XP_006285621.1
OG0007706	CARHR247210	XP_006283960.1
OG0007707	CARHR294250	XP_006282642.1
OG0007708	CARHR217470	XP_006306789.2, XP_006282564.1
OG0007709	CARHR215480	XP_006286311.2
OG0007710	CARHR263720	XP_023633635.1
OG0007711	CARHR129140	XP_023639962.1
OG0007712	CARHR129220	XP_023640944.1
OG0007713	CARHR129300	XP_023640767.1
OG0007714	CARHR010270	XP_023645860.1
OG0007715	CARHR030700	XP_006305824.1
OG0007716	CARHR195050	XP_006287398.1
OG0007717	CARHR129420	XP_006293483.1
OG0007718	CARHR129380	XP_006295456.1
OG0007719	CARHR260570	XP_023637427.1
OG0007720	CARHR259970	XP_006286513.2
OG0007721	CARHR259500	XP_006288349.2
OG0007722	CARHR029470	XP_023645006.1
OG0007723	CARHR128270	XP_006295844.1
OG0007724	CARHR128130	XP_006294871.1
OG0007725	CARHR128010	XP_006296039.1
OG0007726	CARHR127950	XP_006293825.2
OG0007727	CARHR127940	XP_006295284.1
OG0007728	CARHR127560	XP_006294638.1
OG0007729	CARHR127500	XP_023639507.1
OG0007730	CARHR181270	XP_006279965.1
OG0007731	CARHR256290	XP_006290194.1
OG0007732	CARHR255570	XP_006289656.1
OG0007733	CARHR255340	XP_006289598.1
OG0007734	CARHR254710	XP_006287969.1
OG0007735	CARHR253790	XP_006289429.1
OG0007736	CARHR253540	XP_006287068.1
OG0007737	CARHR253060	XP_006287494.1
OG0007738	CARHR252590	XP_006287620.1
OG0007739	CARHR192910	XP_006288554.1
OG0007740	CARHR252520	XP_006288769.1
OG0007741	CARHR178240	XP_006281837.1
OG0007742	CARHR177470	XP_023637075.1
OG0007743	CARHR176710	XP_023639323.1
OG0007744	CARHR176440	XP_006281156.2
OG0007745	CARHR055660, CARHR176070	XP_006281607.1
OG0007746	CARHR175960	XP_006281127.1
OG0007747	CARHR175850	XP_006280800.1
OG0007748	CARHR175570	XP_006280347.2
OG0007749	CARHR175520	XP_023637149.1
OG0007750	CARHR175050	XP_006281194.2
OG0007751	CARHR208770	XP_006289714.1
OG0007752	CARHR174990	XP_006282042.1
OG0007753	CARHR174850	XP_006282002.1
OG0007754	CARHR174540	XP_006281890.1
OG0007755	CARHR290530	XP_023635521.1, XP_023634892.1
OG0007756	CARHR217790	XP_006284506.2
OG0007757	CARHR216980	XP_006285336.1
OG0007758	CARHR220550	XP_006286070.1
OG0007759	CARHR101410	XP_023641759.1
OG0007760	CARHR100920	XP_006298341.1
OG0007761	CARHR218940	XP_006283246.1
OG0007762	CARHR219740	XP_006284542.1
OG0007763	CARHR220530	XP_006282443.1
OG0007764	CARHR222140	XP_006283780.1
OG0007765	CARHR213330	XP_006283644.2
OG0007766	CARHR212770	XP_006283718.1
OG0007767	CARHR212530	XP_023634458.1
OG0007768	CARHR050820	XP_006303064.1
OG0007769	CARHR143250	XP_006294141.1
OG0007770	CARHR143110	XP_006294807.2
OG0007771	CARHR143060	XP_006295007.1
OG0007772	CARHR142740	XP_006294109.1
OG0007773	CARHR142660	XP_006293500.1
OG0007774	CARHR142600	XP_006293545.2, XP_006296560.2
OG0007775	CARHR142580	XP_006294780.1
OG0007776	CARHR141890	XP_023639739.1
OG0007777	CARHR141820	XP_006293911.1
OG0007778	CARHR141490	XP_006294923.1
OG0007779	CARHR141350	XP_006295978.1
OG0007780	CARHR141330	XP_006295877.2
OG0007781	CARHR141310	XP_006293673.2
OG0007782	CARHR141290	XP_006295060.1
OG0007783	CARHR141280	XP_023639615.1
OG0007784	CARHR141190	XP_006293676.1
OG0007785	CARHR140900	XP_006295876.1
OG0007786	CARHR140590	XP_006294463.1
OG0007787	CARHR140090	XP_006294915.1
OG0007788	CARHR139600	XP_006294265.1
OG0007789	CARHR139310	XP_006296002.2
OG0007790	CARHR139210	XP_023639499.1
OG0007792	CARHR137960	XP_006293659.2
OG0007793	CARHR137710	XP_006294317.2
OG0007794	CARHR137050	XP_023639912.1
OG0007795	CARHR137240	XP_006294465.1
OG0007796	CARHR211950	XP_006288519.1
OG0007797	CARHR211740	XP_006287771.1
OG0007798	CARHR211570	XP_006305425.1, XP_006288286.1
OG0007799	CARHR211410	XP_006288058.1
OG0007800	CARHR211340	XP_006288842.1
OG0007801	CARHR211020	XP_006287066.1
OG0007802	CARHR210900	XP_023635974.1
OG0007803	CARHR210830	XP_023635850.1
OG0007804	CARHR210820	XP_006288165.1
OG0007805	CARHR210610	XP_023635967.1
OG0007806	CARHR209420	XP_006289547.1
OG0007807	CARHR210250	XP_006288605.1
OG0007808	CARHR209470	XP_006287392.2
OG0007809	CARHR209320	XP_023637328.1
OG0007810	CARHR209150	XP_006289221.1
OG0007811	CARHR209080	XP_006286833.1
OG0007812	CARHR209030	XP_006288103.1
OG0007813	CARHR208980	XP_006287516.1
OG0007814	CARHR193550	XP_023635832.1
OG0007815	CARHR193220	XP_006287100.1
OG0007816	CARHR193210, CARHR193200	XP_006289719.1
OG0007817	CARHR192190	XP_006286910.2
OG0007818	CARHR192070	XP_006288672.1
OG0007819	CARHR191860	XP_006286361.1
OG0007820	CARHR191820	XP_006289655.1
OG0007821	CARHR191760	XP_006287369.1
OG0007822	CARHR191730	XP_006288254.1
OG0007823	CARHR191540	XP_006287376.1
OG0007824	CARHR191080	XP_023636153.1
OG0007825	CARHR190810	XP_006287779.1
OG0007826	CARHR274470	XP_006280175.2
OG0007827	CARHR274390	XP_023639542.1
OG0007828	CARHR274190	XP_006281551.1
OG0007829	CARHR273870	XP_006281054.1
OG0007830	CARHR273630	XP_006280933.2
OG0007831	CARHR273280	XP_023640880.1
OG0007833	CARHR285230	XP_023645705.1
OG0007834	CARHR272790	XP_006280320.1
OG0007835	CARHR276960	XP_006281149.1
OG0007836	CARHR277020	XP_006282047.1
OG0007837	CARHR277030	XP_006280553.1
OG0007838	CARHR277330	XP_006281191.1
OG0007839	CARHR270680	XP_006281308.1
OG0007840	CARHR277900	XP_006279637.1
OG0007841	CARHR277940	XP_006281931.1
OG0007842	CARHR278510	XP_006282086.1
OG0007843	CARHR278650	XP_006280921.1
OG0007844	CARHR278810	XP_006280757.1
OG0007845	CARHR278830	XP_006282168.1
OG0007846	CARHR279150	XP_006281202.1
OG0007847	CARHR279200	XP_006280879.1
OG0007848	CARHR279250	XP_006280072.1
OG0007849	CARHR279640	XP_006280087.1
OG0007850	CARHR279650	XP_006279483.1
OG0007851	CARHR279770	XP_006279944.1
OG0007852	CARHR280000	XP_006281253.1
OG0007853	CARHR280240	XP_023636839.1
OG0007854	CARHR280310	XP_006279745.1
OG0007855	CARHR280410	XP_006280438.2
OG0007856	CARHR280830	XP_006280305.1
OG0007857	CARHR281280	XP_023638701.1
OG0007858	CARHR160740	XP_023638341.1
OG0007859	CARHR281420	XP_023645753.1
OG0007860	CARHR248890	XP_006289072.1
OG0007861	CARHR248740	XP_006287312.1
OG0007862	CARHR249000	XP_023636291.1
OG0007863	CARHR249260	XP_006286665.1
OG0007864	CARHR249360	XP_006287840.1
OG0007865	CARHR250230	XP_023637197.1
OG0007866	CARHR250000	XP_006286549.1
OG0007867	CARHR249540	XP_006286487.2
OG0007868	CARHR250470	XP_023635721.1
OG0007869	CARHR250500	XP_006287533.1
OG0007870	CARHR250530	XP_006288215.1
OG0007871	CARHR251020	XP_006288678.1
OG0007872	CARHR251130, CARHR251120	XP_006289099.2
OG0007873	CARHR251410	XP_006287594.1
OG0007874	CARHR251660	XP_006288367.1
OG0007875	CARHR179070	XP_006279640.1
OG0007876	CARHR179520, CARHR179510	XP_006280646.2
OG0007877	CARHR180420	XP_023637053.1
OG0007878	CARHR127440	XP_006294883.2
OG0007879	CARHR127400	XP_006295303.1
OG0007880	CARHR126130	XP_006295920.1
OG0007881	CARHR126090	XP_006295126.1
OG0007882	CARHR126050	XP_006294604.1
OG0007883	CARHR126920	XP_023640272.1
OG0007884	CARHR126180	XP_023640688.1
OG0007885	CARHR125510	XP_023640585.1
OG0007886	CARHR124840, CARHR163730	XP_006293850.1
OG0007887	CARHR124710	XP_023640914.1
OG0007888	CARHR124530	XP_006293862.1
OG0007889	CARHR124490	XP_006294266.1
OG0007890	CARHR006150	XP_006304025.1
OG0007891	CARHR124340	XP_006295885.1
OG0007892	CARHR123970	XP_006293884.1
OG0007893	CARHR123720	XP_006295663.1
OG0007894	CARHR123660	XP_023640753.1
OG0007895	CARHR123530	XP_006295044.1
OG0007896	CARHR006820	XP_023644577.1
OG0007897	CARHR123370	XP_006293768.1
OG0007898	CARHR121930	XP_006294865.1
OG0007899	CARHR121900	XP_006293705.1
OG0007900	CARHR121420	XP_006296187.1
OG0007901	CARHR121360	XP_006295257.1
OG0007902	CARHR121240	XP_006294505.2
OG0007903	CARHR120590	XP_006295762.1
OG0007904	CARHR119340	XP_006293644.1
OG0007905	CARHR118880	XP_006293818.1
OG0007906	CARHR206180	XP_006289054.1, XP_006290095.1
OG0007907	CARHR118390	XP_006296019.1
OG0007908	CARHR115080	XP_006293899.2
OG0007909	CARHR235080	XP_006284199.1
OG0007910	CARHR234770	XP_006284962.1, XP_006280870.1
OG0007911	CARHR198560	XP_006288682.1
OG0007912	CARHR075400	XP_006300020.1
OG0007913	CARHR199230	XP_023637117.1
OG0007914	CARHR215800	XP_006284615.1, XP_023634789.1
OG0007915	CARHR234050	XP_006285834.1
OG0007916	CARHR075840	XP_006297923.1
OG0007917	CARHR075890	XP_006296602.1
OG0007918	CARHR198040	XP_006287327.1
OG0007919	CARHR076110	XP_006299473.1
OG0007920	CARHR076340	XP_006297535.1
OG0007921	CARHR076670	XP_006298994.2
OG0007922	CARHR104140, CARHR076810	XP_006298583.1
OG0007923	CARHR076900	XP_006297231.1
OG0007924	CARHR077120	XP_006298717.1
OG0007925	CARHR077460	XP_006297811.1
OG0007926	CARHR077830	XP_023641709.1
OG0007927	CARHR078220	XP_006298440.1
OG0007928	CARHR078930	XP_006299371.1
OG0007929	CARHR078980	XP_006298436.1
OG0007930	CARHR079190	XP_023641440.1
OG0007931	CARHR079410	XP_006297044.1
OG0007932	CARHR079290	XP_006296847.1
OG0007934	CARHR079540	XP_006297819.1
OG0007935	CARHR079670	XP_006298431.1
OG0007936	CARHR079910	XP_023642026.1
OG0007937	CARHR079850	XP_006296949.1
OG0007938	CARHR080140	XP_023641727.1
OG0007939	CARHR080420	XP_006300146.1
OG0007940	CARHR080520	XP_006298092.2
OG0007941	CARHR080640	XP_006297632.1
OG0007942	CARHR081010	XP_006297962.1
OG0007943	CARHR081090	XP_006297352.1
OG0007944	CARHR081100	XP_023642192.1
OG0007945	CARHR081120	XP_006297500.1
OG0007946	CARHR081140	XP_006298618.1
OG0007947	CARHR081150	XP_006298844.1
OG0007948	CARHR182860, CARHR182850	XP_006279717.1
OG0007949	CARHR081720	XP_006296764.1
OG0007950	CARHR081970	XP_006297636.1
OG0007951	CARHR082210	XP_006296958.2
OG0007952	CARHR082360	XP_006296980.1
OG0007953	CARHR082460	XP_006298255.1
OG0007954	CARHR082470	XP_023642689.1
OG0007955	CARHR082690	XP_006298204.1
OG0007956	CARHR082800	XP_006298049.1
OG0007957	CARHR083150	XP_006299559.1
OG0007958	CARHR135210	XP_006294355.1
OG0007959	CARHR135170	XP_006295728.1
OG0007960	CARHR135140	XP_006293648.1
OG0007961	CARHR134930	XP_006295818.1
OG0007962	CARHR134790	XP_023639852.1
OG0007963	CARHR134360	XP_006295866.1
OG0007964	CARHR133530	XP_006294631.1
OG0007966	CARHR130340	XP_006296048.1
OG0007967	CARHR130460	XP_006294791.1
OG0007968	CARHR130750	XP_006295828.1
OG0007969	CARHR130780	XP_023639702.1
OG0007970	CARHR130980	XP_006294468.1
OG0007971	CARHR131400	XP_006295254.1
OG0007972	CARHR131430, CARHR131440	XP_006296293.2
OG0007973	CARHR131590	XP_006293893.1
OG0007974	CARHR132390	XP_006295079.1
OG0007976	CARHR131870	XP_006295025.2
OG0007977	CARHR131790	XP_006296475.1
OG0007978	CARHR132430	XP_006295903.1
OG0007979	CARHR132690	XP_006294066.1
OG0007980	CARHR132840	XP_023640291.1
OG0007981	CARHR132980	XP_006293973.2
OG0007982	CARHR130040	XP_006294910.1
OG0007983	CARHR015940	XP_006304401.1
OG0007984	CARHR016740	XP_006303890.1
OG0007985	CARHR017200	XP_006305777.1
OG0007986	CARHR018430	XP_006306770.1
OG0007987	CARHR018890	XP_006305717.1
OG0007988	CARHR018790	XP_006303188.1
OG0007989	CARHR162310, CARHR018970	XP_006303901.1
OG0007990	CARHR018990	XP_006303925.1
OG0007991	CARHR019100	XP_006291271.1
OG0007992	CARHR019240	XP_023633012.1
OG0007993	CARHR019290	XP_006307360.1
OG0007994	CARHR019490	XP_006307111.1
OG0007995	CARHR019870	XP_023645904.1
OG0007996	CARHR019890	XP_006304867.1
OG0007997	CARHR020020	XP_006304681.1
OG0007998	CARHR020050	XP_006304420.1
OG0007999	CARHR020360	XP_006307667.1
OG0008000	CARHR020370	XP_006303154.1
OG0008002	CARHR020680	XP_006305029.1
OG0008003	CARHR020790	XP_006303317.1
OG0008004	CARHR021270	XP_006306869.1
OG0008005	CARHR070000	XP_006302835.2
OG0008006	CARHR021450	XP_006305380.1
OG0008007	CARHR021730	XP_006306088.2
OG0008008	CARHR021830	XP_006307071.1
OG0008009	CARHR021850	XP_006307452.1
OG0008011	CARHR021860	XP_006304297.1
OG0008012	CARHR021950	XP_006303211.1
OG0008013	CARHR022010	XP_006307189.1
OG0008014	CARHR022610	XP_006305636.1
OG0008015	CARHR022700	XP_006304067.1
OG0008016	CARHR022870	XP_006303849.1
OG0008017	CARHR022990	XP_006304850.1
OG0008018	CARHR023420	XP_006305765.1
OG0008019	CARHR023870	XP_006305600.1
OG0008020	CARHR024210	XP_006307206.1
OG0008021	CARHR024640	XP_006307102.1
OG0008022	CARHR025850	XP_006305408.1
OG0008023	CARHR025860	XP_006307460.1
OG0008024	CARHR025950	XP_006306517.1
OG0008025	CARHR060840	XP_006302683.1
OG0008026	CARHR026620	XP_023644675.1
OG0008027	CARHR026870	XP_006306500.1
OG0008028	CARHR026860	XP_006303401.1
OG0008029	CARHR027030	XP_006303863.1
OG0008030	CARHR231620	XP_006285527.2
OG0008031	CARHR231670	XP_006283629.1
OG0008032	CARHR033650, CARHR231720	XP_006283365.1
OG0008033	CARHR231880	XP_006285129.1
OG0008034	CARHR231960	XP_023635593.1
OG0008035	CARHR232450	XP_006284729.1
OG0008036	CARHR232520	XP_006284394.1
OG0008037	CARHR232660	XP_006285411.1
OG0008038	CARHR232740	XP_006283834.1
OG0008039	CARHR232750	XP_006283679.1
OG0008040	CARHR235540	XP_006284577.2
OG0008041	CARHR235630	XP_006283816.1
OG0008042	CARHR294570	XP_006293906.2
OG0008043	CARHR117310	XP_006293367.1
OG0008044	CARHR117780	XP_006294499.1
OG0008045	CARHR292990	XP_023640057.1
OG0008046	CARHR067520	XP_006300588.1
OG0008047	CARHR114050	XP_006294574.1
OG0008048	CARHR114040	XP_006295655.1
OG0008049	CARHR114000	XP_023640798.1
OG0008050	CARHR113820	XP_023640929.1
OG0008051	CARHR113740	XP_023640030.1
OG0008052	CARHR113080	XP_006295285.1
OG0008053	CARHR112910	XP_006294766.2
OG0008054	CARHR112830	XP_006295251.1
OG0008055	CARHR112390	XP_006293831.1
OG0008056	CARHR112170	XP_006296345.1
OG0008057	CARHR112130	XP_006294649.1
OG0008058	CARHR112000	XP_006296210.1
OG0008059	CARHR015630	XP_023632949.1
OG0008060	CARHR015560	XP_006307139.2
OG0008061	CARHR015540	XP_006307523.1
OG0008062	CARHR015430	XP_006305566.2
OG0008063	CARHR015320	XP_006306970.2
OG0008064	CARHR015100	XP_006303284.1
OG0008065	CARHR014870	XP_006304526.1
OG0008066	CARHR014450	XP_006303724.1
OG0008067	CARHR014370	XP_006307549.1
OG0008068	CARHR014110	XP_006307257.1
OG0008069	CARHR013500	XP_006307168.1
OG0008070	CARHR013380	XP_006303574.1
OG0008071	CARHR013370	XP_006304861.1
OG0008072	CARHR012920	XP_023633148.1
OG0008073	CARHR012790	XP_006305183.1
OG0008074	CARHR012710	XP_006307537.1
OG0008075	CARHR012380	XP_006305473.1
OG0008076	CARHR012170	XP_006307610.2
OG0008077	CARHR012160	XP_023632554.1
OG0008078	CARHR011910	XP_006307273.1
OG0008079	CARHR011780	XP_023633245.1
OG0008080	CARHR011720	XP_006305141.1
OG0008081	CARHR010780	XP_006306313.1
OG0008082	CARHR010550	XP_023646005.1
OG0008083	CARHR010300	XP_006304225.1
OG0008084	CARHR010230	XP_006306697.2
OG0008085	CARHR009760	XP_006306034.1
OG0008086	CARHR164370	XP_006291043.1
OG0008087	CARHR008710	XP_006303594.1
OG0008088	CARHR008440	XP_006307126.1
OG0008089	CARHR008460	XP_006306373.1
OG0008090	CARHR007310	XP_006303609.1
OG0008091	CARHR006940	XP_006307276.1
OG0008092	CARHR006740	XP_006305953.1
OG0008093	CARHR006180	XP_006307507.1
OG0008094	CARHR006470	XP_006307063.1
OG0008095	CARHR006330	XP_023632861.1
OG0008096	CARHR006170	XP_006306182.1
OG0008097	CARHR006120, CARHR124460	XP_023640619.1, XP_023645488.1
OG0008098	CARHR006100	XP_023644927.1
OG0008099	CARHR005960, CARHR005900	XP_006304456.1
OG0008100	CARHR005620	XP_006306469.1
OG0008101	CARHR005390	XP_006305373.1
OG0008102	CARHR005120	XP_006305378.1
OG0008103	CARHR004450	XP_006306965.1
OG0008104	CARHR199720	XP_006287834.1
OG0008105	CARHR003910	XP_006306448.1
OG0008106	CARHR003800	XP_006303814.1
OG0008107	CARHR003770	XP_006305986.1
OG0008108	CARHR003540	XP_023632912.1
OG0008109	CARHR002910	XP_006306523.1
OG0008110	CARHR002930	XP_006307439.1
OG0008111	CARHR002940	XP_006305712.1
OG0008112	CARHR002970	XP_006307715.1
OG0008113	CARHR003150	XP_006304520.2
OG0008114	CARHR002570	XP_006307322.1
OG0008115	CARHR002510	XP_023644693.1
OG0008116	CARHR002460	XP_006307604.1
OG0008117	CARHR002200	XP_006305276.1
OG0008118	CARHR001720	XP_006303177.1
OG0008119	CARHR001760	XP_006306020.2
OG0008120	CARHR001770	XP_006305772.2
OG0008121	CARHR001660	XP_006305278.2
OG0008122	CARHR001330	XP_006307506.1
OG0008123	CARHR000700	XP_006303940.2
OG0008124	CARHR248020	XP_006282733.1
OG0008125	CARHR000190	XP_006303364.2
OG0008126	CARHR198870	XP_023636176.1
OG0008127	CARHR103230, CARHR199100	XP_006286546.1
OG0008128	CARHR198600	XP_006289437.1
OG0008129	CARHR198590	XP_006289291.1
OG0008130	CARHR198520	XP_006290029.1
OG0008131	CARHR197730	XP_006287012.1
OG0008132	CARHR197770	XP_023636219.1
OG0008133	CARHR197780	XP_023636222.1
OG0008134	CARHR197180	XP_023643809.1, XP_023636472.1
OG0008135	CARHR196790	XP_006289384.1
OG0008136	CARHR196740	XP_006288816.1
OG0008137	CARHR196700	XP_006288060.1
OG0008138	CARHR196580	XP_023637316.1
OG0008139	CARHR196220	XP_006287246.1
OG0008140	CARHR195760	XP_006286597.1
OG0008141	CARHR195470	XP_006288204.1
OG0008142	CARHR195320	XP_006287410.1
OG0008143	CARHR195310	XP_023636765.1
OG0008144	CARHR195210	XP_006286889.1
OG0008145	CARHR194830	XP_023636230.1
OG0008146	CARHR194580	XP_023636456.1
OG0008147	CARHR194560	XP_006287778.1
OG0008148	CARHR194470	XP_006287665.1
OG0008149	CARHR194300	XP_006286901.1
OG0008150	CARHR194170	XP_023636416.1
OG0008151	CARHR193950	XP_006288171.1
OG0008152	CARHR193940, CARHR122530	XP_006286855.1
OG0008153	CARHR193900	XP_006287336.1
OG0008154	CARHR193800	XP_006286618.1
OG0008155	CARHR193620	XP_006286419.1
OG0008156	CARHR187140	XP_006288080.1
OG0008157	CARHR187070	XP_006286572.1
OG0008158	CARHR187060	XP_006289688.1, XP_006287497.1
OG0008159	CARHR186990	XP_006287821.1
OG0008160	CARHR186680	XP_023636212.1
OG0008161	CARHR186320	XP_006288318.1
OG0008162	CARHR186260	XP_006288049.1
OG0008163	CARHR186140	XP_006287004.1
OG0008164	CARHR185970	XP_006286490.1
OG0008165	CARHR185550	XP_006279348.1
OG0008166	CARHR182620	XP_006281276.1
OG0008167	CARHR182420	XP_006280509.1
OG0008168	CARHR182910	XP_006279790.1
OG0008169	CARHR183320	XP_006280988.1, XP_006291727.1
OG0008170	CARHR199680	XP_006287370.1
OG0008171	CARHR183470	XP_006281137.1
OG0008172	CARHR199790	XP_023636987.1
OG0008173	CARHR199870	XP_006288001.1
OG0008174	CARHR199930	XP_006289952.1
OG0008175	CARHR206120	XP_006287717.1
OG0008176	CARHR206440	XP_006290135.1
OG0008177	CARHR206670	XP_006287123.1
OG0008178	CARHR206720	XP_006290093.1
OG0008179	CARHR207040	XP_006288643.1
OG0008180	CARHR208080	XP_006287700.1
OG0008181	CARHR208720	XP_006286481.1
OG0008182	CARHR208740	XP_006287689.1
OG0008183	CARHR193610	XP_006287675.2
OG0008184	CARHR188090	XP_006287080.1
OG0008185	CARHR188420	XP_006288628.1
OG0008186	CARHR188780	XP_023635958.1
OG0008187	CARHR188820	XP_023637707.1
OG0008188	CARHR188850	XP_006288538.1
OG0008189	CARHR189120	XP_006288072.1
OG0008190	CARHR189350	XP_006289001.1
OG0008191	CARHR189780	XP_006288585.1
OG0008192	CARHR189840	XP_006286557.1
OG0008193	CARHR190060	XP_006286452.1
OG0008194	CARHR060650	XP_006301917.2
OG0008195	CARHR190350	XP_006286797.1
OG0008196	CARHR190430	XP_006288391.1
OG0008197	CARHR190450	XP_006287009.1
OG0008198	CARHR274630	XP_006281938.1
OG0008199	CARHR275140	XP_023635270.1
OG0008200	CARHR275460	XP_006281764.1
OG0008201	CARHR275620	XP_023645628.1
OG0008202	CARHR276050	XP_006280610.1
OG0008203	CARHR276070	XP_006281039.1
OG0008204	CARHR276170	XP_006280427.1
OG0008205	CARHR276300	XP_006281617.1
OG0008206	CARHR276340	XP_006280255.1
OG0008207	CARHR276530	XP_006280820.2
OG0008208	CARHR276750	XP_006280650.1
OG0008209	CARHR276920	XP_006282142.1
OG0008210	CARHR272340	XP_006279957.1
OG0008211	CARHR272330	XP_006281173.1
OG0008212	CARHR272280	XP_006284632.1
OG0008213	CARHR160750	XP_023637869.1
OG0008214	CARHR160720	XP_006290505.1
OG0008215	CARHR160670	XP_006290377.1
OG0008216	CARHR160370	XP_006291865.1
OG0008217	CARHR160070	XP_006291658.1
OG0008218	CARHR159110	XP_006291079.1
OG0008219	CARHR158550	XP_006292653.1
OG0008220	CARHR158540	XP_006291082.1
OG0008221	CARHR158100	XP_006290719.1
OG0008223	CARHR154920	XP_006292737.1
OG0008224	CARHR151530	XP_023638886.1
OG0008225	CARHR149720	XP_023638422.1
OG0008227	CARHR060300	XP_006302128.1
OG0008228	CARHR060280	XP_006300620.2
OG0008229	CARHR060260	XP_006302319.2
OG0008230	CARHR060170	XP_006302470.1
OG0008231	CARHR060130	XP_006300697.1
OG0008232	CARHR129020	XP_006295058.1
OG0008233	CARHR059930	XP_006302174.2
OG0008234	CARHR060490	XP_006300986.1
OG0008235	CARHR059860	XP_006301418.1
OG0008236	CARHR061780	XP_006300869.1
OG0008237	CARHR061790	XP_006302168.1
OG0008238	CARHR061880	XP_006302571.1
OG0008239	CARHR062920	XP_006302641.1
OG0008240	CARHR024810	XP_006307636.1
OG0008241	CARHR097680	XP_006296587.2, XP_006279193.2
OG0008242	CARHR063240	XP_006300446.1
OG0008243	CARHR063250	XP_023643397.1
OG0008244	CARHR063350	XP_023643393.1
OG0008245	CARHR063530	XP_006303034.1
OG0008246	CARHR063600	XP_023644117.1
OG0008247	CARHR064300	XP_023643747.1
OG0008248	CARHR064590	XP_023642977.1, XP_006301610.2
OG0008249	CARHR290940	XP_006300777.1
OG0008250	CARHR065040	XP_006300302.1
OG0008251	CARHR071600	XP_023643765.1
OG0008252	CARHR071580	XP_006302124.1
OG0008253	CARHR071560	XP_006302534.1
OG0008254	CARHR071330	XP_006302016.2
OG0008255	CARHR071300	XP_023643424.1
OG0008256	CARHR070990	XP_006302393.1
OG0008257	CARHR070670	XP_006300367.1
OG0008258	CARHR070580	XP_006301250.1
OG0008259	CARHR070410	XP_006302213.1
