Orthogroup	Cardamine_hirsuta	Brassica_rapa
OG0008783	CARHR246860	XP_009109435.2, XP_009128353.2
OG0008784	CARHR247430	XP_009109892.1, XP_009109480.1
OG0008785	CARHR235340	XP_009137675.1, XP_009143709.1
OG0008786	CARHR216490, CARHR257530	XP_009124235.1
OG0008787	CARHR216220	XP_009124218.1
OG0008788	CARHR214480	XP_009125063.1, XP_009139764.1
OG0008789	CARHR063370, CARHR138710	XP_009142207.1
OG0008790	CARHR263190	XP_009139823.1, XP_009140214.1
OG0008791	CARHR030500	XP_009102677.1, XP_009115025.1
OG0008792	CARHR207650	XP_033137772.1
OG0008793	CARHR031490	XP_009114913.1
OG0008794	CARHR129900	XP_009141505.1
OG0008795	CARHR260460	XP_009134150.1
OG0008796	CARHR128040	XP_033144651.1, XP_033147667.1
OG0008797	CARHR180440	XP_009114005.3
OG0008798	CARHR181050	XP_009123704.1, XP_009101820.1
OG0008799	CARHR181240	XP_009114024.1, XP_009101828.1
OG0008800	CARHR140980	XP_018513486.1, XP_009142359.1
OG0008801	CARHR284700	XP_009121206.1
OG0008802	CARHR256270	XP_009134192.1, XP_009128716.1
OG0008803	CARHR255410	XP_033142033.1, XP_009128682.1
OG0008804	CARHR254250	XP_033142018.1, XP_018510468.1
OG0008805	CARHR254050	XP_009114634.1, XP_009134256.1
OG0008806	CARHR253810	XP_009114623.3, XP_009144492.1
OG0008807	CARHR253780	XP_009144495.1, XP_009134269.1
OG0008808	CARHR253590	XP_009114613.1, XP_009144499.1
OG0008809	CARHR252720	XP_009114541.1
OG0008810	CARHR252400	XP_009144519.1, XP_033136423.1
OG0008812	CARHR178600	XP_009113910.1, XP_018508034.1
OG0008813	CARHR178560	XP_009123603.1, XP_009101697.1
OG0008814	CARHR178170	XP_009113900.1, XP_009101645.2
OG0008815	CARHR177680	XP_009123619.1
OG0008816	CARHR176750	XP_009128784.1, XP_009113868.1
OG0008817	CARHR176130	XP_009101561.1, XP_009128820.1
OG0008818	CARHR176060	XP_009128826.1
OG0008819	CARHR174770	XP_009101496.2, XP_009114330.2
OG0008820	CARHR174720	XP_009101489.2, XP_009128896.2
OG0008821	CARHR174450	XP_009101458.1
OG0008822	CARHR173630	XP_009114257.1
OG0008823	CARHR173620	XP_009101396.2, XP_009128992.1
OG0008824	CARHR217810	XP_009124267.1, XP_009108017.1
OG0008825	CARHR218150	XP_009139665.1, XP_033133389.1
OG0008826	CARHR218630	XP_009107684.2, XP_009139647.1
OG0008827	CARHR218700, CARHR126310	XP_009110710.2
OG0008828	CARHR253120, CARHR253130, CARHR219100	XP_009116100.1
OG0008829	CARHR100350	XP_009135884.1, XP_009102529.1
OG0008830	CARHR220270	XP_009139543.2, XP_009109563.1
OG0008831	CARHR220470	XP_033132241.1, XP_033146610.1
OG0008832	CARHR220540	XP_009109578.1, XP_009147042.1
OG0008833	CARHR221250	XP_009107802.1, XP_033128215.1
OG0008834	CARHR221880	XP_009107831.1
OG0008835	CARHR221920	XP_009147724.1, XP_009144719.1
OG0008836	CARHR222230	XP_009136697.1
OG0008837	CARHR222330	XP_009136699.2, XP_009147254.1
OG0008838	CARHR261850	XP_009139983.1, XP_009125132.1
OG0008839	CARHR213350	XP_009140058.1
OG0008840	CARHR261350	XP_009140027.2, XP_009125149.1
OG0008841	CARHR213270	XP_009140068.1, XP_009125175.2
OG0008842	CARHR213290	XP_009125173.1, XP_009140066.1
OG0008843	CARHR287630	XP_009125191.2, XP_009140099.1
OG0008844	CARHR212680	XP_009125206.1, XP_009140129.1
OG0008845	CARHR212590	XP_009140137.1, XP_009125210.2
OG0008846	CARHR143410	XP_009103393.1
OG0008847	CARHR143330	XP_033146178.1
OG0008848	CARHR143290	XP_009118192.1
OG0008849	CARHR142060	XP_009142439.1, XP_009142613.1
OG0008850	CARHR141970	XP_033148428.1, XP_009142431.1
OG0008851	CARHR141840	XP_009142421.1, XP_009142636.1
OG0008852	CARHR141440	XP_009142683.1, XP_009142411.1
OG0008853	CARHR141340	XP_009143210.1, XP_033146349.1
OG0008854	CARHR141000	XP_009142361.1, XP_009143165.1
OG0008855	CARHR140610	XP_033148369.1, XP_033146223.1
OG0008856	CARHR140420	XP_018512661.1, XP_009142323.1
OG0008857	CARHR140360	NP_001288809.1, XP_009142318.1
OG0008858	CARHR140300	XP_009143097.1, XP_009142314.1
OG0008859	CARHR170530	XP_009104246.2, XP_033135487.1
OG0008860	CARHR139350	XP_018512789.2, XP_009143000.1
OG0008861	CARHR139220	XP_033146055.1, XP_009133654.1
OG0008862	CARHR139190	XP_009142987.1, XP_033145016.1
OG0008863	CARHR139170	XP_009133650.1
OG0008864	CARHR138990	XP_009142971.1, XP_009135921.2
OG0008865	CARHR138390	XP_009133591.1, XP_009142187.1
OG0008866	CARHR138120	XP_009142158.1, XP_009142905.1
OG0008867	CARHR169510	XP_009116580.1, XP_009104183.1
OG0008868	CARHR057610, CARHR057620	XP_009142078.1
OG0008869	CARHR137470	XP_009142836.1, XP_009142059.1
OG0008870	CARHR137440, CARHR269810	XP_009142833.1
OG0008871	CARHR137410	XP_009142830.1, XP_033145317.1
OG0008872	CARHR201500	XP_009131225.1
OG0008873	CARHR136940	XP_009142019.1, XP_009142785.1
OG0008874	CARHR136810	XP_009133508.1, XP_009142767.1
OG0008875	CARHR136590	XP_009142744.1, XP_009141992.1
OG0008876	CARHR136580	XP_033142618.1, XP_018514173.1
OG0008877	CARHR211700	XP_009130661.1, XP_033139516.1, XP_033139521.1
OG0008878	CARHR211600	XP_009130664.2, XP_033142362.1
OG0008879	CARHR211550	XP_009122830.1, XP_033142361.1, XP_009130666.1
OG0008880	CARHR211420	XP_009122822.1, XP_009125431.1
OG0008881	CARHR210980	XP_009130702.2, XP_009125445.1
OG0008882	CARHR210630	XP_009125459.1, XP_009122758.1
OG0008883	CARHR210180	XP_009125482.1, XP_009130731.1
OG0008884	CARHR209630	XP_009130775.2, XP_009122684.2
OG0008885	CARHR209540	XP_009122674.1, XP_009130779.1
OG0008886	CARHR209360	XP_009125526.1, XP_009122660.1
OG0008888	CARHR193570	XP_009126358.1, XP_009120891.1
OG0008889	CARHR193300	XP_009126380.1, XP_009131744.1
OG0008890	CARHR193260	XP_033138622.1, XP_009126381.1
OG0008891	CARHR193170	XP_009120862.1, XP_009126386.1
OG0008892	CARHR192700	XP_009131777.1, XP_009126425.1
OG0008893	CARHR192680	XP_009126426.1, XP_009131779.2
OG0008894	CARHR233770, CARHR193150	XP_009120861.1, XP_009131749.1
OG0008895	CARHR192290	XP_033138615.1, XP_009126451.1
OG0008896	CARHR274550	XP_009136403.1
OG0008897	CARHR191910	XP_009131827.1, XP_009126495.1
OG0008898	CARHR191890	XP_009120747.1, XP_009126493.2
OG0008899	CARHR191710	XP_009126508.1, XP_009120719.1
OG0008900	CARHR191650	XP_009126512.1, XP_009120710.1
OG0008902	CARHR191500	XP_009131850.2, XP_009120691.1
OG0008903	CARHR191190	XP_009126537.1, XP_009120665.1
OG0008904	CARHR191140	XP_033138651.1, XP_009126540.1
OG0008905	CARHR190720	XP_009126571.2, XP_009120630.1
OG0008906	CARHR190530	XP_009120615.1, XP_009126579.1
OG0008907	CARHR274380	XP_009120603.1, XP_033140846.1
OG0008908	CARHR273890, CARHR118670	XP_018512443.1
OG0008909	CARHR277790	XP_009150452.1, XP_009112110.1
OG0008911	CARHR273580	XP_009120514.1, XP_009126635.1
OG0008912	CARHR273470	XP_033142431.1
OG0008912	CARHR273450	XP_009120509.1
OG0008913	CARHR273370	XP_009126662.2, XP_009120499.1
OG0008914	CARHR273340	XP_009126667.1, XP_009120494.1
OG0008915	CARHR285400	XP_009132013.1, XP_033137998.1
OG0008916	CARHR285320	XP_009120420.1
OG0008917	CARHR273020	XP_009120466.1, XP_009126690.1
OG0008918	CARHR285580	XP_033141249.1, XP_009120434.2
OG0008919	CARHR285240	XP_033141245.1, XP_009120410.1
OG0008920	CARHR285200	XP_009126722.1, XP_009120405.1
OG0008921	CARHR272870	XP_009120400.2
OG0008922	CARHR277690	XP_009112106.1, XP_009150430.1
OG0008923	CARHR277740	XP_009112107.1, XP_009150447.1
OG0008924	CARHR008050	XP_009118386.1, XP_009110900.1
OG0008925	CARHR277850	XP_009130425.1, XP_009150459.1
OG0008926	CARHR278130	XP_009112122.1
OG0008927	CARHR278260	XP_009112128.1, XP_009150508.1
OG0008928	CARHR278610	XP_009150545.1, XP_009112147.1
OG0008929	CARHR278760	XP_009130471.1, XP_009150555.1
OG0008930	CARHR293750	XP_009130484.1, XP_009150578.1
OG0008931	CARHR279030	XP_033128202.1, XP_009112170.1
OG0008932	CARHR279050	XP_009150597.1, XP_009130492.1
OG0008933	CARHR279940	XP_009130531.1
OG0008934	CARHR280040	XP_009112231.1, XP_009130534.1
OG0008935	CARHR280220	XP_009130549.2, XP_009103425.1
OG0008936	CARHR280350	XP_009112367.1, XP_009103437.1
OG0008937	CARHR280750	XP_009112345.1, XP_009103465.1
OG0008938	CARHR280900	XP_009103484.1, XP_009112334.1
OG0008939	CARHR280920	XP_009130551.1, XP_009103486.1
OG0008940	CARHR281040	XP_009112324.1, XP_009103498.1
OG0008941	CARHR281210	XP_009103518.1, XP_009112306.1
OG0008942	CARHR281290	XP_009103527.2, XP_009112304.2
OG0008943	CARHR281310	XP_009112301.1, XP_009103532.2
OG0008944	CARHR281400	XP_033139233.1, XP_033138867.1, XP_033131228.1
OG0008945	CARHR281570	XP_033131240.1, XP_009130572.1
OG0008946	CARHR281780	XP_009112263.1, XP_009130575.2
OG0008947	CARHR248790	XP_009111462.1, XP_009134538.1
OG0008948	CARHR000540	XP_009118834.1
OG0008949	CARHR248490	XP_009111489.1, XP_009134563.1
OG0008950	CARHR248390	XP_033142137.1, XP_033141618.1
OG0008951	CARHR248360	XP_009128480.1, XP_033134895.1
OG0008952	CARHR249010	XP_009134525.1, XP_009111447.1
OG0008954	CARHR250270	XP_009111383.1, XP_009134485.1
OG0008955	CARHR249620	XP_009111321.2, XP_009134449.2
OG0008956	CARHR290840, CARHR290820, CARHR290830	XP_009102819.1, XP_018508405.2
OG0008957	CARHR250480	XP_009144584.1
OG0008958	CARHR251060	XP_009111259.1, XP_009144544.1
OG0008959	CARHR251150	XP_009111255.1
OG0008960	CARHR251520	XP_033140647.1, XP_009122176.1
OG0008961	CARHR251540	XP_009144523.3, XP_009122154.1
OG0008962	CARHR127350	XP_009141307.1, XP_033147806.1
OG0008963	CARHR216610, CARHR179560	XP_009101757.1, XP_009123920.1
OG0008964	CARHR179590	XP_033140625.1, XP_009113978.2
OG0008965	CARHR006240	XP_009101776.1
OG0008966	CARHR180090	XP_033129183.1, XP_033136288.1
OG0008967	CARHR127310	XP_033147712.1
OG0008968	CARHR127160	XP_009141292.1
OG0008969	CARHR127260	XP_009141299.2, XP_009132919.1
OG0008970	CARHR126800	XP_009143925.1, XP_009132906.1
OG0008971	CARHR126840	XP_009132902.1, XP_009143921.1
OG0008972	CARHR126450	XP_009144005.1
OG0008973	CARHR156740, CARHR126410	XP_033147672.1, XP_033130010.1, XP_009132856.1
OG0008974	CARHR126340	XP_009141244.1, XP_009143997.1
OG0008975	CARHR046060	XP_009102018.1
OG0008976	CARHR125680	XP_033144912.1
OG0008977	CARHR125040	XP_033145508.1, XP_009132782.1
OG0008978	CARHR124870	XP_009144244.1, XP_009141146.2
OG0008979	CARHR124700	XP_009132768.1
OG0008980	CARHR124420, CARHR124890	XP_009141112.1
OG0008981	CARHR124180	XP_009144279.1, XP_009141089.1
OG0008982	CARHR123600	XP_009144312.1
OG0008983	CARHR123540	XP_009132719.1, XP_009141052.1
OG0008984	CARHR122680	XP_033144710.1, XP_009144380.2
OG0008985	CARHR122290	XP_033131578.1, XP_009140961.1
OG0008986	CARHR122260	XP_009140960.2, XP_009125046.3
OG0008987	CARHR122080	XP_009140952.1, XP_009124364.2
OG0008988	CARHR122030	XP_033145277.1, XP_009103719.1
OG0008989	CARHR121740	XP_009140927.1, XP_009103702.1
OG0008990	CARHR121640	XP_009140922.1, XP_009133866.1
OG0008991	CARHR121330	XP_009140900.1, XP_009103683.1
OG0008992	CARHR121220	XP_009140853.2, XP_009103669.1
OG0008993	CARHR120960	XP_009103645.1, XP_009140846.1
OG0008994	CARHR120440	XP_009140819.1
OG0008995	CARHR120400	XP_009103617.1, XP_009140818.2
OG0008996	CARHR119730	XP_009103583.1, XP_009140783.2
OG0008997	CARHR119850	XP_009103591.1
OG0008998	CARHR119950	XP_009140798.1, XP_033143929.1
OG0008999	CARHR120160	XP_009133893.1, XP_033131744.1
OG0009000	CARHR119680	XP_009140744.2
OG0009001	CARHR287840	XP_009117005.1, XP_009140748.1
OG0009002	CARHR115490	XP_033136672.1, XP_009133963.2
OG0009003	CARHR115500	XP_009133962.1, XP_009140696.1
OG0009004	CARHR235160	XP_009137663.1, XP_009109140.1
OG0009005	CARHR235130	XP_009143465.1, XP_009109141.1
OG0009006	CARHR234730	XP_033144049.1, XP_009109150.1
OG0009007	CARHR075520	XP_009147432.1, XP_009125021.1
OG0009008	CARHR075500	XP_009125020.2, XP_009147433.2
OG0009009	CARHR075490	XP_009125018.1, XP_009147435.1
OG0009010	CARHR075240	XP_009124817.1, XP_009124044.2
OG0009011	CARHR075250	XP_009134596.1, XP_009124043.2
OG0009012	CARHR075140	XP_009124819.1, XP_009134588.1
OG0009013	CARHR233930	XP_009137590.1, XP_009142212.1
OG0009014	CARHR234570	XP_009109157.1, XP_033128022.1
OG0009015	CARHR234430	XP_009109167.1, XP_009142850.1
OG0009016	CARHR075930	XP_009134628.1, XP_009147397.2
OG0009017	CARHR076140	XP_009134650.1, XP_009147375.1
OG0009018	CARHR076550	XP_009134682.1, XP_009118320.2
OG0009019	CARHR076620	XP_009147341.2, XP_009134688.1
OG0009020	CARHR076850	XP_009147313.1, XP_009134715.1
OG0009021	CARHR076940	XP_009118899.1
OG0009022	CARHR077080	XP_009130328.1, XP_009119025.1
OG0009023	CARHR077160	XP_033130092.1, XP_009130337.1
OG0009024	CARHR077170	XP_009130339.1
OG0009025	CARHR077440	XP_009119239.1
OG0009026	CARHR077700	XP_009130380.1
OG0009027	CARHR078130	XP_009130408.1
OG0009028	CARHR078180	XP_009125013.1, XP_009130418.2
OG0009029	CARHR078200	XP_009130419.2, XP_009125011.1
OG0009030	CARHR078440	XP_009124003.1, XP_009134760.2
OG0009031	CARHR078630	XP_009123987.1, XP_009134764.1
OG0009032	CARHR078840	XP_018512587.1, XP_009124185.2
OG0009033	CARHR078900	XP_009124187.1, XP_009134777.1
OG0009034	CARHR078940	XP_009134782.1, XP_009124983.1
OG0009035	CARHR079160	XP_009124206.1
OG0009036	CARHR079460	XP_009134811.1, XP_009147272.1
OG0009037	CARHR079520	XP_009147268.1
OG0009038	CARHR080110	XP_009147209.1, XP_009134838.2
OG0009039	CARHR080130	XP_009134848.1
OG0009040	CARHR080590	XP_009134870.1, XP_009129639.1
OG0009041	CARHR080780	XP_009129655.1, XP_009134882.1
OG0009042	CARHR081060	XP_009147155.1, XP_009124818.1
OG0009043	CARHR081200	XP_009147140.1, XP_009134911.1
OG0009044	CARHR081510	XP_033148254.1, XP_009134938.1
OG0009045	CARHR081680	XP_009124525.1, XP_009147110.1
OG0009046	CARHR182920	XP_009151681.1, XP_009111856.1
OG0009047	CARHR081950	XP_009124384.1
OG0009048	CARHR081980	XP_009134962.1
OG0009049	CARHR082000	XP_009147084.1
OG0009050	CARHR082660, CARHR082670	XP_033130580.1
OG0009051	CARHR118440	XP_033134868.1, XP_033135517.1
OG0009052	CARHR061100	XP_009129120.1
OG0009053	CARHR082770	XP_009123974.1, XP_009147007.1
OG0009054	CARHR082810	XP_009123944.1, XP_009135022.1
OG0009055	CARHR036740	XP_009123449.1, XP_009124593.1
OG0009057	CARHR135600	XP_009133438.1, XP_009141909.2
OG0009058	CARHR135550	XP_009142688.1, XP_033146101.1
OG0009059	CARHR135450	XP_009141888.2, XP_009143220.1
OG0009060	CARHR135410	XP_009141885.1, XP_009143222.1
OG0009061	CARHR135250	XP_033144989.1, XP_033146932.1
OG0009062	CARHR134550	XP_009141830.2, XP_009143293.1
OG0009063	CARHR134540	XP_009143294.1, XP_009141828.1
OG0009064	CARHR134400	XP_009143306.1, XP_009141815.1
OG0009065	CARHR133980	XP_009143335.2, XP_009133349.1
OG0009066	CARHR134300, CARHR087370	XP_009143319.1
OG0009067	CARHR133890	XP_009143338.1, XP_009141789.1
OG0009068	CARHR133420	XP_009143364.1, XP_009141758.1
OG0009069	CARHR060780	XP_009127599.1, XP_009105359.1
OG0009070	CARHR133400	XP_009133288.1, XP_009141756.1
OG0009071	CARHR130370	XP_009143613.1
OG0009072	CARHR130450	XP_033143085.1, XP_009143607.1
OG0009073	CARHR130470	XP_009133070.1, XP_018514283.1
OG0009074	CARHR162600	XP_009148736.1, XP_009115969.1
OG0009075	CARHR130770	XP_009133087.2, XP_033147789.1
OG0009076	CARHR130920	XP_033146940.1, XP_009141603.1
OG0009077	CARHR131390	XP_009133103.1, XP_009141619.1
OG0009078	CARHR131550	XP_009133111.1, XP_033148157.1
OG0009079	CARHR132230	XP_033148456.1, XP_009141650.1
OG0009080	CARHR132410	XP_009133212.1
OG0009081	CARHR132420	XP_009143445.1
OG0009082	CARHR133280	XP_009133271.1, XP_009143371.1
OG0009083	CARHR133270	XP_009133272.1, XP_009143372.1
OG0009084	CARHR132610	XP_009133228.1, XP_009143428.1
OG0009085	CARHR133170	XP_009133261.1
OG0009086	CARHR132950	XP_009133248.1
OG0009087	CARHR132890	XP_009133247.1, XP_009141734.1
OG0009088	CARHR130060	XP_009141522.2, XP_009133045.1
OG0009089	CARHR015770	XP_009117842.1, XP_009148909.2
OG0009090	CARHR015800	XP_009117839.1, XP_009148911.1
OG0009091	CARHR015930	XP_009117833.2, XP_009148928.1
OG0009092	CARHR016000	XP_009110481.1, XP_009148939.2
OG0009093	CARHR016110	XP_009117822.1, XP_009148952.1
OG0009094	CARHR016170	XP_009148958.1, XP_009117815.1
OG0009095	CARHR016470	XP_009110465.1, XP_009117787.1
OG0009096	CARHR016620	XP_009117778.1
OG0009097	CARHR016890	XP_009117766.1
OG0009098	CARHR016980	XP_009117761.1, XP_033128780.1
OG0009099	CARHR017010	XP_009149087.1, XP_009117760.1
OG0009100	CARHR017350	XP_009110437.1, XP_009149124.1
OG0009101	CARHR017800	XP_009110419.1, XP_009149169.2
OG0009102	CARHR017960	XP_033129812.1
OG0009103	CARHR017980	XP_009110413.2, XP_009117662.2, XP_033128790.1
OG0009104	CARHR018250	XP_009149216.1
OG0009105	CARHR018770	XP_009149263.1, XP_009110360.1
OG0009106	CARHR019200	XP_009110338.1, XP_009149331.1
OG0009107	CARHR233730	XP_009110334.1
OG0009108	CARHR019260	XP_009110330.1, XP_009149351.1
OG0009109	CARHR019280	XP_033132684.1
OG0009110	CARHR019660	XP_009149383.1, XP_009110302.1
OG0009111	CARHR020410	XP_009110250.1, XP_009149489.1
OG0009112	CARHR020420	XP_009103373.1, XP_033128217.1
OG0009113	CARHR020690	XP_033133414.1, XP_009103350.1
OG0009114	CARHR021430	XP_009149577.2
OG0009115	CARHR021560	XP_009103308.1, XP_009149589.1
OG0009116	CARHR164110	XP_009103911.1, XP_009116108.1
OG0009117	CARHR022250	XP_009110165.1
OG0009118	CARHR022380	XP_009110156.1, XP_009145382.1
OG0009119	CARHR022390	XP_009103266.1, XP_009145380.1
OG0009120	CARHR023070	XP_009115611.1, XP_033130855.1
OG0009121	CARHR023080	XP_009115609.1, XP_009103222.1
OG0009122	CARHR023470	XP_009115564.2, XP_009103199.1
OG0009123	CARHR023780	XP_009115540.1, XP_009110104.1
OG0009124	CARHR023880	XP_009115526.2, XP_018509925.1
OG0009125	CARHR024120	XP_009103160.2
OG0009126	CARHR024850	XP_009110059.1, XP_009115440.1
OG0009127	CARHR024970, CARHR024980	XP_009115422.1, XP_009110053.1
OG0009128	CARHR025210	XP_009103107.2, XP_009115408.1
OG0009129	CARHR025310	XP_033135159.1
OG0009131	CARHR025490	XP_009115365.1, XP_009103093.1
OG0009132	CARHR025640	XP_009115351.1, XP_009109913.1
OG0009133	CARHR025710	XP_033133686.1, XP_009109909.1
OG0009134	CARHR025720	XP_009103085.1, XP_009109904.2
OG0009135	CARHR026020	XP_009103068.1, XP_009115317.1
OG0009136	CARHR026040	XP_009115314.1, XP_033131304.1
OG0009137	CARHR026320	XP_009115295.1, XP_009103053.1
OG0009138	CARHR026360	XP_009109862.1
OG0009139	CARHR026660	XP_009113798.1
OG0009140	CARHR026910	XP_009102987.1, XP_009113777.1
OG0009141	CARHR231710	XP_009137903.1, XP_009137439.1
OG0009142	CARHR259180	XP_033135472.1, XP_033136551.1, XP_033135473.1
OG0009143	CARHR231890	XP_009137452.1, XP_009138109.1
OG0009144	CARHR232170	XP_009138515.1, XP_009137473.1
OG0009145	CARHR232310	XP_009137480.1, XP_009138628.1
OG0009146	CARHR116260	XP_009140635.1, XP_009117069.1
OG0009148	CARHR116640	XP_009117086.1, XP_009140613.1
OG0009149	CARHR116580	XP_009140621.1
OG0009150	CARHR117530	XP_009117121.1, XP_009140559.2
OG0009151	CARHR117830	XP_009117140.1, XP_009140530.1
OG0009152	CARHR184690	XP_009117260.1, XP_009140513.2
OG0009153	CARHR184830	XP_009117266.1
OG0009154	CARHR292980	XP_009140459.2, XP_009117286.2
OG0009155	CARHR114370	XP_009117298.1
OG0009156	CARHR161070	XP_009148978.2, XP_033136980.1
OG0009157	CARHR113750	XP_009140366.1, XP_009112511.1
OG0009158	CARHR113660	XP_009140358.1, XP_009112525.1
OG0009159	CARHR112850, CARHR112860, CARHR293120, CARHR034070	XP_009140306.1
OG0009160	CARHR112270	XP_009117407.1
OG0009161	CARHR111950	XP_009117438.2, XP_009140253.1
OG0009162	CARHR015550	XP_009148888.1, XP_033133820.1
OG0009163	CARHR015300	XP_009117875.1, XP_009148859.1
OG0009164	CARHR015130	XP_009117887.1, XP_009148844.1
OG0009165	CARHR014610	XP_009117925.2, XP_033129093.1
OG0009166	CARHR014580	XP_009148698.1, XP_018509595.1
OG0009167	CARHR014340	XP_009148676.1, XP_009117950.1
OG0009168	CARHR013650	XP_009118010.1, XP_009110592.1
OG0009169	CARHR013680	XP_009110590.1, XP_033128817.1
OG0009170	CARHR013320	XP_033135460.1, XP_033129166.1
OG0009171	CARHR012650	XP_009148600.1, XP_009118089.1
OG0009172	CARHR012130	XP_009110700.1, XP_009148515.1
OG0009173	CARHR012030	XP_009148504.1, XP_009110703.1
OG0009174	CARHR011640	XP_009148470.1, XP_009110734.1
OG0009175	CARHR010980	XP_033133578.1, XP_009118209.3
OG0009176	CARHR010930	XP_009144414.1, XP_009118207.1
OG0009177	CARHR010840	XP_009148410.1, XP_033133585.1
OG0009178	CARHR010380	XP_009148352.1, XP_009144461.1
OG0009179	CARHR009850	XP_009148290.2, XP_009110798.1
OG0009180	CARHR009970	XP_009148306.1, XP_009110792.1
OG0009181	CARHR009500	XP_009118315.2, XP_009148249.1
OG0009182	CARHR009280	XP_009118323.1, XP_009148183.1
OG0009183	CARHR006410	XP_009146845.1, XP_009107966.1
OG0009184	CARHR009000	XP_009110854.1
OG0009185	CARHR008880	XP_009118331.1
OG0009186	CARHR192970	XP_009120848.2, XP_009126399.1
OG0009187	CARHR008750	XP_009148138.1, XP_009118346.1
OG0009188	CARHR008700	XP_009110875.1, XP_009148132.1
OG0009189	CARHR008470	XP_009118368.1, XP_009148112.1
OG0009190	CARHR008480	XP_033135437.1, XP_009148113.1
OG0009191	CARHR008510	XP_018515509.1, XP_033135438.1
OG0009192	CARHR008530	XP_009148114.2, XP_009110879.1
OG0009193	CARHR008390	XP_009118370.1, XP_009110889.1
OG0009194	CARHR008330	XP_033133211.1, XP_009118375.1
OG0009195	CARHR007800	XP_009148054.1, XP_009110910.1
OG0009196	CARHR008210	XP_009148090.1, XP_009118380.2
OG0009197	CARHR007450	XP_009148013.2, XP_009118422.1
OG0009198	CARHR007170	XP_009118961.2, XP_009118439.1
OG0009199	CARHR006920	XP_009118983.1, XP_009118459.1
OG0009200	CARHR006080	XP_009119058.1, XP_009110981.1
OG0009201	CARHR006020	XP_009110992.2, XP_009119065.1
OG0009202	CARHR005860	XP_009110996.1, XP_009118547.1
OG0009203	CARHR005810	XP_018511175.1, XP_009110999.1
OG0009204	CARHR005510	XP_009111014.1
OG0009205	CARHR005310	XP_009111027.2, XP_009119116.2
OG0009206	CARHR004880	XP_033138070.1, XP_009118589.1
OG0009207	CARHR004850	XP_009119162.1, XP_009118591.1
OG0009208	CARHR004730	XP_009119172.1
OG0009209	CARHR074290	XP_009128444.1
OG0009210	CARHR004360	XP_009111070.1, XP_009119229.1
OG0009211	CARHR004220	XP_009119250.1, XP_033132347.1
OG0009212	CARHR004170	XP_009111081.2, XP_009119254.1
OG0009213	CARHR003880	XP_009118638.1, XP_033138302.1
OG0009214	CARHR003640	XP_009119315.1, XP_009111113.1
OG0009215	CARHR003360	XP_009119342.1, XP_009118676.2
OG0009216	CARHR002840	XP_033135231.1, XP_009119539.1
OG0009217	CARHR002430	XP_009118716.1, XP_033138278.1
OG0009218	CARHR002360	XP_033134966.1, XP_033138360.1
OG0009219	CARHR002130	XP_009119609.1, XP_009118743.1
OG0009220	CARHR001880	XP_033138346.1
OG0009221	CARHR001780	XP_009118766.1, XP_009119629.2
OG0009222	CARHR001560	XP_009118783.1, XP_009119651.1
OG0009223	CARHR001480	XP_018509128.2, XP_009119661.2
OG0009224	CARHR001380, CARHR259900	XP_009119667.1
OG0009225	CARHR001280	XP_009119678.1, XP_009118796.1
OG0009226	CARHR001210	XP_009119681.1, XP_009118804.1
OG0009227	CARHR001130	XP_033135953.1, XP_009119686.1
OG0009228	CARHR000770	XP_009119709.1, XP_009118816.2
OG0009229	CARHR248690, CARHR000600	XP_009119729.1
OG0009230	CARHR000270	XP_009118853.1, XP_009119750.1
OG0009231	CARHR000180	XP_009118862.2, XP_009119757.1
OG0009233	CARHR199360	XP_033137820.1, XP_009131376.1
OG0009234	CARHR199110	XP_009131392.2, XP_009121683.1
OG0009235	CARHR199240	XP_009121696.1
OG0009236	CARHR198430	XP_009131426.1, XP_009126015.1
OG0009237	CARHR198360	XP_009131429.1, XP_009126019.1
OG0009238	CARHR198290	XP_009131432.1, XP_009126024.1
OG0009239	CARHR197680	XP_009126061.1, XP_009131487.1
OG0009240	CARHR197910	XP_009126046.1, XP_009121577.1
OG0009241	CARHR198080	XP_009131454.1, XP_009126040.1
OG0009242	CARHR197550	XP_009121547.2, XP_033140090.1
OG0009243	CARHR197150	XP_009121509.2, XP_009131524.1
OG0009244	CARHR197090	XP_033143162.1, XP_009121504.1
OG0009245	CARHR196480	XP_009121459.1
OG0009246	CARHR196400	XP_009131556.2, XP_018511033.2
OG0009247	CARHR196110	XP_033145013.1, XP_009126160.1
OG0009248	CARHR196000	XP_009121409.1, XP_009126169.1
OG0009249	CARHR195600	XP_009107530.1
OG0009250	CARHR194950	XP_009131638.1, XP_009121010.1
OG0009251	CARHR194110	XP_009126290.1, XP_009131704.1
OG0009252	CARHR194030	XP_009120930.1, XP_009131714.1
OG0009253	CARHR193690	XP_009126315.1, XP_009120903.1
OG0009254	CARHR193680	XP_009120902.1, XP_009126352.1
OG0009255	CARHR186030	XP_033135610.1, XP_009129860.2
OG0009256	CARHR185320	XP_009151263.1, XP_009111899.1
OG0009257	CARHR286000	XP_033140522.1
OG0009258	CARHR287970	XP_009151292.1, XP_009111887.1
OG0009260	CARHR284570	XP_009130030.2, XP_009151698.1
OG0009261	CARHR284640	XP_009111861.2, XP_033129461.1
OG0009262	CARHR199800	XP_009125929.1, XP_009121743.2
OG0009263	CARHR199880	XP_009125921.1, XP_009121754.1
