Orthogroup	Cardamine_hirsuta	Arabis_alpina
OG0010786	CARHR258010	Aa_G442850.h1.t1
OG0010787	CARHR258160	Aa_G125910.h1.t1
OG0010788	CARHR258140	Aa_G125940.h1.t1
OG0010789	CARHR257950	Aa_G442880.h1.t1
OG0010790	CARHR257520	Aa_G424190.h1.t1
OG0010791	CARHR257170	Aa_G577690.h1.t1
OG0010793	CARHR264130	Aa_G466550.h1.t1
OG0010794	CARHR264290	Aa_G338150.h1.t1
OG0010795	CARHR264420	Aa_G101900.h1.t1
OG0010796	CARHR264720	Aa_G348250.h1.t1
OG0010797	CARHR265200, CARHR265170	Aa_G247230.h1.t1
OG0010798	CARHR266350	Aa_G134070.h1.t1
OG0010799	CARHR266220	Aa_G94200.h1.t1
OG0010800	CARHR266580, CARHR286540	Aa_G198270.h1.t1
OG0010801	CARHR266820	Aa_G82380.h1.t1
OG0010802	CARHR267390	Aa_G578850.h1.t1
OG0010805	CARHR268000	Aa_G439480.h1.t1
OG0010806	CARHR234760	Aa_G512260.h1.t1
OG0010807	CARHR268280	Aa_G542650.h1.t1
OG0010808	CARHR268860	Aa_G48430.h1.t1
OG0010810	CARHR269330	Aa_G441220.h1.t1
OG0010811	CARHR269620	Aa_G216620.h1.t1
OG0010812	CARHR270800	Aa_G168090.h1.t1
OG0010813	CARHR270960	Aa_G69030.h1.t1
OG0010814	CARHR271010	Aa_G69090.h1.t1
OG0010815	CARHR271360	Aa_G729520.h1.t1
OG0010816	CARHR271570	Aa_G31800.h1.t1
OG0010817	CARHR271810	Aa_G31650.h1.t1
OG0010818	CARHR200330	Aa_G385370.h1.t1
OG0010819	CARHR200670	Aa_G491610.h1.t1, Aa_G491600.h1.t1
OG0010820	CARHR201020	Aa_G515600.h1.t1
OG0010822	CARHR201510	Aa_G267580.h1.t1
OG0010823	CARHR201580	Aa_G267480.h1.t1
OG0010824	CARHR201630	Aa_G681990.h1.t1
OG0010825	CARHR201670	Aa_G116890.h1.t1
OG0010826	CARHR202140	Aa_G84660.h1.t1
OG0010827	CARHR202170	Aa_G84680.h1.t1
OG0010828	CARHR202290	Aa_G486110.h1.t1
OG0010829	CARHR202340	Aa_G168880.h1.t1
OG0010830	CARHR202670	Aa_G168480.h1.t1
OG0010831	CARHR279520	Aa_G81470.h1.t1
OG0010832	CARHR202770	Aa_G98270.h1.t1
OG0010833	CARHR203200	Aa_G458470.h1.t1
OG0010834	CARHR203210	Aa_G458460.h1.t1
OG0010835	CARHR203650	Aa_G309240.h1.t1
OG0010836	CARHR203790	Aa_G231100.h1.t1
OG0010838	CARHR204580	Aa_G210710.h1.t1
OG0010839	CARHR143530	Aa_G13250.h1.t1
OG0010840	CARHR205760	Aa_G275560.h1.t1
OG0010842	CARHR224470	Aa_G267140.h1.t1
OG0010843	CARHR224750	Aa_G575610.h1.t1
OG0010844	CARHR225220	Aa_G423080.h1.t1
OG0010845	CARHR225370	Aa_G339960.h1.t1
OG0010846	CARHR225420	Aa_G345150.h1.t1
OG0010847	CARHR225490	Aa_G646870.h1.t1
OG0010848	CARHR225810	Aa_G203420.h1.t1
OG0010849	CARHR225980	Aa_G78120.h1.t1
OG0010850	CARHR226150	Aa_G357060.h1.t1
OG0010852	CARHR226600	Aa_G448070.h1.t1
OG0010853	CARHR227330	Aa_G422700.h1.t1
OG0010854	CARHR227400	Aa_G369900.h1.t1
OG0010855	CARHR227880	Aa_G59040.h1.t1
OG0010856	CARHR228190	Aa_G398680.h1.t1
OG0010857	CARHR228250	Aa_G398620.h1.t1
OG0010858	CARHR228450	Aa_G782030.h1.t1
OG0010861	CARHR231490	Aa_G186950.h1.t1, Aa_G186940.h1.t1
OG0010862	CARHR032740	Aa_G124930.h1.t1
OG0010863	CARHR032940	Aa_G300880.h1.t1
OG0010864	CARHR033110	Aa_G260310.h1.t1
OG0010865	CARHR033180	Aa_G433810.h1.t1
OG0010866	CARHR034050	Aa_G507050.h1.t1
OG0010867	CARHR263530, CARHR288350	Aa_G368900.h1.t1
OG0010868	CARHR134910	Aa_G101120.h1.t1
OG0010869	CARHR035930	Aa_G27690.h1.t1
OG0010871	CARHR035610	Aa_G54760.h1.t1
OG0010872	CARHR036850	Aa_G438570.h1.t1, Aa_G438500.h1.t1
OG0010874	CARHR027740	Aa_G329820.h1.t1
OG0010875	CARHR027950	Aa_G498700.h1.t1
OG0010877	CARHR028020	Aa_G650840.h1.t1
OG0010878	CARHR028250	Aa_G408560.h1.t1
OG0010879	CARHR029220	Aa_G538600.h1.t1
OG0010880	CARHR029890	Aa_G138730.h1.t1
OG0010881	CARHR030050	Aa_G279690.h1.t1
OG0010882	CARHR054980, CARHR030220	Aa_G216310.h1.t1
OG0010883	CARHR030480	Aa_G476180.h1.t1
OG0010884	CARHR244010	Aa_G157080.h1.t1
OG0010885	CARHR244460	Aa_G285860.h1.t1
OG0010886	CARHR244700	Aa_G179450.h1.t1
OG0010887	CARHR108870	Aa_G99900.h1.t1
OG0010888	CARHR245010	Aa_G493150.h1.t1
OG0010889	CARHR245060	Aa_G223110.h1.t1
OG0010890	CARHR245830	Aa_G153350.h1.t1
OG0010891	CARHR245910	Aa_G153280.h1.t1
OG0010892	CARHR246340	Aa_G237310.h1.t1
OG0010893	CARHR246730	Aa_G486270.h1.t1
OG0010894	CARHR246910	Aa_G381700.h1.t1
OG0010896	CARHR247690	Aa_G468090.h1.t1
OG0010897	CARHR294360	Aa_G138060.h1.t1
OG0010898	CARHR294310	Aa_G650390.h1.t1
OG0010899	CARHR174220	Aa_G36470.h1.t1
OG0010900	CARHR111820	Aa_G36450.h1.t1
OG0010901	CARHR294060	Aa_G541060.h1.t1
OG0010902	CARHR294100	Aa_G219370.h1.t1
OG0010903	CARHR294160	Aa_G219300.h1.t1
OG0010904	CARHR294170	Aa_G219290.h1.t1
OG0010905	CARHR293940	Aa_G487050.h1.t1
OG0010906	CARHR216560	Aa_G447080.h1.t1
OG0010907	CARHR216390	Aa_G65160.h1.t1
OG0010908	CARHR215780	Aa_G266720.h1.t1
OG0010909	CARHR098570	Aa_G306600.h1.t1
OG0010910	CARHR214970	Aa_G336550.h1.t1
OG0010911	CARHR214100, CARHR262580	Aa_G110000.h1.t1
OG0010912	CARHR264050, CARHR288770, CARHR283670	Aa_G421560.h1.t1
OG0010913	CARHR263640	Aa_G365240.h1.t1
OG0010914	CARHR263390	Aa_G443230.h1.t1
OG0010915	CARHR262630	Aa_G169330.h1.t1
OG0010916	CARHR129160	Aa_G264000.h1.t1
OG0010917	CARHR129210	Aa_G263950.h1.t1
OG0010918	CARHR129450	Aa_G52130.h1.t1
OG0010919	CARHR032060	Aa_G16550.h1.t1, Aa_G549300.h1.t1
OG0010920	CARHR260470	Aa_G3380.h1.t1
OG0010921	CARHR056930	Aa_G3430.h1.t1
OG0010922	CARHR259570	Aa_G712210.h1.t1
OG0010923	CARHR259330	Aa_G151090.h1.t1
OG0010924	CARHR259460	Aa_G12570.h1.t1, Aa_G231830.h1.t1
OG0010925	CARHR128360	Aa_G142220.h1.t1
OG0010926	CARHR128170	Aa_G464400.h1.t1, Aa_G512450.h1.t1
OG0010927	CARHR127970	Aa_G438710.h1.t1
OG0010928	CARHR127910	Aa_G337790.h1.t1
OG0010929	CARHR180430	Aa_G215110.h1.t1
OG0010930	CARHR181740	Aa_G150420.h1.t1
OG0010931	CARHR181640	Aa_G150500.h1.t1
OG0010933	CARHR181570	Aa_G150630.h1.t1
OG0010934	CARHR181930	Aa_G39550.h1.t1
OG0010935	CARHR261230	Aa_G453810.h1.t1
OG0010936	CARHR255830	Aa_G107460.h1.t1
OG0010937	CARHR255310	Aa_G211170.h1.t1
OG0010938	CARHR254320	Aa_G225610.h1.t1
OG0010939	CARHR253080	Aa_G320560.h1.t1
OG0010940	CARHR252690	Aa_G257100.h1.t1, Aa_G730230.h1.t1
OG0010941	CARHR252610	Aa_G257050.h1.t1
OG0010942	CARHR252570	Aa_G257010.h1.t1
OG0010943	CARHR252540	Aa_G373260.h1.t1
OG0010944	CARHR178590	Aa_G480010.h1.t1
OG0010945	CARHR060770	Aa_G131750.h1.t1
OG0010946	CARHR176490	Aa_G118070.h1.t1
OG0010947	CARHR176260	Aa_G176610.h1.t1
OG0010948	CARHR176180	Aa_G586170.h1.t1
OG0010949	CARHR175340	Aa_G208090.h1.t1
OG0010950	CARHR174810	Aa_G26280.h1.t1
OG0010951	CARHR174300	Aa_G213810.h1.t1
OG0010952	CARHR173560	Aa_G63490.h1.t1
OG0010953	CARHR173980	Aa_G162940.h1.t1
OG0010954	CARHR102260	Aa_G170.h1.t1
OG0010955	CARHR102200	Aa_G130.h1.t1
OG0010957	CARHR102090	Aa_G50.h1.t1
OG0010959	CARHR134640	Aa_G391430.h1.t1
OG0010959	CARHR134650	Aa_G391420.h1.t1, Aa_G10170.h1.t1
OG0010960	CARHR218970	Aa_G66690.h1.t1
OG0010961	CARHR219750	Aa_G206600.h1.t1
OG0010962	CARHR219770	Aa_G206660.h1.t1
OG0010963	CARHR219920	Aa_G341590.h1.t1
OG0010964	CARHR220020, CARHR220010	Aa_G367900.h1.t1
OG0010965	CARHR056230	Aa_G271990.h1.t1
OG0010967	CARHR222220	Aa_G496680.h1.t1
OG0010969	CARHR262140	Aa_G151510.h1.t1
OG0010970	CARHR102570	Aa_G151390.h1.t1
OG0010971	CARHR102620	Aa_G356900.h1.t1
OG0010972	CARHR102650	Aa_G356890.h1.t1
OG0010973	CARHR261970	Aa_G356850.h1.t1
OG0010974	CARHR261590	Aa_G495330.h1.t1
OG0010975	CARHR149540, CARHR261510	Aa_G245090.h1.t1
OG0010976	CARHR261410	Aa_G266710.h1.t1
OG0010977	CARHR261320	Aa_G266780.h1.t1
OG0010979	CARHR212500	Aa_G372920.h1.t1
OG0010980	CARHR143280	Aa_G12940.h1.t1
OG0010981	CARHR143230	Aa_G12880.h1.t1
OG0010983	CARHR142860	Aa_G731290.h1.t1
OG0010984	CARHR142780	Aa_G226150.h1.t1
OG0010985	CARHR142690	Aa_G226070.h1.t1
OG0010986	CARHR142570	Aa_G453030.h1.t1
OG0010987	CARHR142090	Aa_G462220.h1.t1
OG0010988	CARHR141430	Aa_G16830.h1.t1
OG0010989	CARHR140960	Aa_G15890.h1.t1
OG0010990	CARHR140870	Aa_G15980.h1.t1
OG0010991	CARHR140860	Aa_G15990.h1.t1
OG0010992	CARHR140490	Aa_G289710.h1.t1
OG0010993	CARHR140280	Aa_G175210.h1.t1
OG0010994	CARHR139860	Aa_G265070.h1.t1
OG0010995	CARHR139850	Aa_G265080.h1.t1
OG0010996	CARHR139750	Aa_G265180.h1.t1
OG0010997	CARHR139580	Aa_G288480.h1.t1
OG0010998	CARHR169830	Aa_G340560.h1.t1
OG0010999	CARHR061250	Aa_G81890.h1.t1
OG0011000	CARHR137980	Aa_G450770.h1.t1
OG0011001	CARHR137900	Aa_G199970.h1.t1
OG0011002	CARHR137760	Aa_G374700.h1.t1
OG0011003	CARHR137360	Aa_G210130.h1.t1
OG0011004	CARHR136910	Aa_G422450.h1.t1
OG0011005	CARHR136850	Aa_G145780.h1.t1
OG0011006	CARHR136770	Aa_G145860.h1.t1
OG0011007	CARHR136760	Aa_G145870.h1.t1
OG0011008	CARHR136700	Aa_G188350.h1.t1
OG0011009	CARHR136670	Aa_G188380.h1.t1
OG0011010	CARHR212120	Aa_G264680.h1.t1
OG0011011	CARHR212070	Aa_G481270.h1.t1
OG0011012	CARHR212060	Aa_G481280.h1.t1
OG0011013	CARHR212000	Aa_G626120.h1.t1
OG0011014	CARHR211970	Aa_G53820.h1.t1
OG0011015	CARHR211940	Aa_G53900.h1.t1
OG0011016	CARHR251830	Aa_G384360.h1.t1
OG0011018	CARHR210840	Aa_G506860.h1.t1
OG0011019	CARHR210750	Aa_G260590.h1.t1
OG0011020	CARHR210710	Aa_G260630.h1.t1
OG0011021	CARHR210480	Aa_G260800.h1.t1
OG0011022	CARHR210030	Aa_G259890.h1.t1
OG0011023	CARHR209940	Aa_G170190.h1.t1
OG0011024	CARHR209310	Aa_G259050.h1.t1
OG0011025	CARHR209260	Aa_G259010.h1.t1
OG0011026	CARHR187150	Aa_G112850.h1.t1
OG0011027	CARHR192660	Aa_G68170.h1.t1
OG0011028	CARHR281770	Aa_G113710.h1.t1
OG0011029	CARHR192210	Aa_G15450.h1.t1
OG0011030	CARHR192080	Aa_G314240.h1.t1
OG0011031	CARHR191920	Aa_G633720.h1.t1
OG0011032	CARHR191750	Aa_G444270.h1.t1
OG0011033	CARHR191560	Aa_G8930.h1.t1
OG0011034	CARHR191520	Aa_G8880.h1.t1
OG0011035	CARHR191040	Aa_G174000.h1.t1, Aa_G173990.h1.t1
OG0011036	CARHR191030	Aa_G173980.h1.t1
OG0011038	CARHR274290	Aa_G127130.h1.t1
OG0011039	CARHR274160	Aa_G337330.h1.t1
OG0011041	CARHR285700	Aa_G27930.h1.t1
OG0011042	CARHR285850	Aa_G28110.h1.t1
OG0011043	CARHR272880	Aa_G345670.h1.t1
OG0011044	CARHR277500	Aa_G75930.h1.t1
OG0011045	CARHR277770	Aa_G76130.h1.t1
OG0011046	CARHR278070	Aa_G268400.h1.t1
OG0011047	CARHR278080	Aa_G268410.h1.t1
OG0011048	CARHR278150	Aa_G51690.h1.t1
OG0011049	CARHR278600	Aa_G21060.h1.t1
OG0011050	CARHR160100	Aa_G555490.h1.t1
OG0011051	CARHR280980	Aa_G147060.h1.t1
OG0011052	CARHR280990	Aa_G147050.h1.t1
OG0011053	CARHR281240	Aa_G43780.h1.t1
OG0011054	CARHR281520	Aa_G113960.h1.t1
OG0011055	CARHR281680	Aa_G113810.h1.t1
OG0011056	CARHR053030	Aa_G113650.h1.t1
OG0011057	CARHR248730	Aa_G425570.h1.t1
OG0011058	CARHR248720	Aa_G425580.h1.t1
OG0011059	CARHR248450	Aa_G299930.h1.t1
OG0011060	CARHR248350	Aa_G242260.h1.t1, Aa_G242300.h1.t1
OG0011061	CARHR249440	Aa_G67750.h1.t1
OG0011062	CARHR250210	Aa_G347460.h1.t1
OG0011063	CARHR250110	Aa_G347390.h1.t1
OG0011064	CARHR250090	Aa_G563090.h1.t1, Aa_G347380.h1.t1
OG0011065	CARHR250070	Aa_G443950.h1.t1, Aa_G347350.h1.t1, Aa_G46860.h1.t1
OG0011066	CARHR057280, CARHR250010	Aa_G46820.h1.t1
OG0011067	CARHR249980	Aa_G46790.h1.t1
OG0011068	CARHR249830	Aa_G46680.h1.t1
OG0011070	CARHR249640	Aa_G191400.h1.t1
OG0011071	CARHR250430	Aa_G191620.h1.t1
OG0011072	CARHR250690	Aa_G99610.h1.t1
OG0011073	CARHR250730	Aa_G588700.h1.t1
OG0011074	CARHR250840	Aa_G179940.h1.t1
OG0011075	CARHR251200	Aa_G188920.h1.t1
OG0011076	CARHR251160	Aa_G188880.h1.t1
OG0011077	CARHR251790	Aa_G384410.h1.t1
OG0011078	CARHR179550	Aa_G89770.h1.t1
OG0011079	CARHR126940	Aa_G404590.h1.t1
OG0011080	CARHR171470	Aa_G242340.h1.t1
OG0011081	CARHR126760	Aa_G183710.h1.t1
OG0011081	CARHR126750	Aa_G148540.h1.t1
OG0011082	CARHR126010, CARHR126000, CARHR126870	Aa_G148690.h1.t1
OG0011083	CARHR126890, CARHR126880	Aa_G148700.h1.t1
OG0011084	CARHR125900	Aa_G346370.h1.t1
OG0011085	CARHR124790	Aa_G359460.h1.t1
OG0011086	CARHR124480	Aa_G555090.h1.t1
OG0011087	CARHR123980	Aa_G159360.h1.t1
OG0011088	CARHR123110	Aa_G477900.h1.t1
OG0011089	CARHR122900	Aa_G199770.h1.t1, Aa_G142670.h1.t1
OG0011090	CARHR122690	Aa_G465370.h1.t1
OG0011091	CARHR122070	Aa_G243180.h1.t1, Aa_G243160.h1.t1
OG0011092	CARHR131580, CARHR121620	Aa_G60070.h1.t1
OG0011093	CARHR121260	Aa_G18070.h1.t1
OG0011094	CARHR121180	Aa_G502960.h1.t1
OG0011095	CARHR120830	Aa_G326580.h1.t1
OG0011096	CARHR121470	Aa_G393060.h1.t1
OG0011097	CARHR119150	Aa_G432300.h1.t1
OG0011098	CARHR119830	Aa_G342500.h1.t1
OG0011099	CARHR119070	Aa_G236360.h1.t1
OG0011100	CARHR119060	Aa_G594390.h1.t1
OG0011101	CARHR183890	Aa_G102170.h1.t1
OG0011102	CARHR203450	Aa_G36220.h1.t1
OG0011103	CARHR026160	Aa_G233540.h1.t1
OG0011105	CARHR234580	Aa_G363770.h1.t1
OG0011106	CARHR075590, CARHR075600	Aa_G326900.h1.t1
OG0011107	CARHR075480	Aa_G593130.h1.t1, Aa_G491180.h1.t1, Aa_G253420.h1.t1
OG0011108	CARHR075210	Aa_G52680.h1.t1
OG0011109	CARHR123440	Aa_G597510.h1.t1
OG0011110	CARHR074850	Aa_G52300.h1.t1
OG0011111	CARHR136510	Aa_G188520.h1.t1
OG0011112	CARHR136490	Aa_G124090.h1.t1
OG0011114	CARHR234360	Aa_G86650.h1.t1
OG0011115	CARHR234350	Aa_G86660.h1.t1
OG0011116	CARHR234280	Aa_G618300.h1.t1
OG0011117	CARHR076680	Aa_G42220.h1.t1
OG0011118	CARHR076750	Aa_G250410.h1.t1
OG0011120	CARHR193330	Aa_G181180.h1.t1
OG0011121	CARHR077820	Aa_G45080.h1.t1
OG0011122	CARHR078590	Aa_G304920.h1.t1
OG0011123	CARHR079400	Aa_G719860.h1.t1, Aa_G4850.h1.t1
OG0011124	CARHR079310	Aa_G4730.h1.t1
OG0011125	CARHR079480	Aa_G4940.h1.t1, Aa_G4930.h1.t1
OG0011128	CARHR080550	Aa_G163180.h1.t1
OG0011129	CARHR080610	Aa_G163120.h1.t1
OG0011130	CARHR103080	Aa_G196690.h1.t1
OG0011131	CARHR080950	Aa_G49790.h1.t1
OG0011132	CARHR082090	Aa_G28510.h1.t1
OG0011133	CARHR082710	Aa_G258660.h1.t1
OG0011134	CARHR082850	Aa_G302080.h1.t1
OG0011135	CARHR083290	Aa_G24150.h1.t1
OG0011136	CARHR083300	Aa_G24140.h1.t1
OG0011137	CARHR135610	Aa_G717050.h2.t1, Aa_G717050.h1.t1
OG0011138	CARHR134950	Aa_G292260.h1.t1
OG0011139	CARHR134570	Aa_G451110.h1.t1
OG0011140	CARHR133730	Aa_G216860.h1.t1
OG0011141	CARHR133490, CARHR125840	Aa_G594370.h1.t1
OG0011142	CARHR130260	Aa_G354190.h1.t1
OG0011143	CARHR130480, CARHR182760	Aa_G282180.h1.t1
OG0011144	CARHR131470	Aa_G135680.h1.t1
OG0011145	CARHR132270	Aa_G30070.h1.t1
OG0011146	CARHR132170	Aa_G249290.h1.t1
OG0011147	CARHR131930	Aa_G487710.h1.t1
OG0011148	CARHR131770	Aa_G619750.h1.t1
OG0011149	CARHR132470	Aa_G150930.h1.t1
OG0011150	CARHR132850	Aa_G66260.h1.t1
OG0011154	CARHR016530	Aa_G179760.h1.t1
OG0011155	CARHR016570	Aa_G179820.h1.t1
OG0011157	CARHR017770	Aa_G349090.h1.t1, Aa_G319330.h1.t1
OG0011158	CARHR017790	Aa_G349070.h1.t1
OG0011159	CARHR018270	Aa_G278330.h1.t1
OG0011160	CARHR018300	Aa_G278300.h1.t1
OG0011161	CARHR018540	Aa_G557370.h1.t1
OG0011163	CARHR020310	Aa_G615500.h1.t1
OG0011164	CARHR020580	Aa_G266380.h1.t1
OG0011165	CARHR020830	Aa_G612220.h1.t1
OG0011168	CARHR023240	Aa_G121910.h1.t1
OG0011169	CARHR024170	Aa_G487240.h1.t1
OG0011170	CARHR024540	Aa_G281120.h1.t1
OG0011171	CARHR024800	Aa_G126610.h1.t1
OG0011172	CARHR025130	Aa_G254990.h1.t1
OG0011173	CARHR025420	Aa_G814390.h1.t1
OG0011175	CARHR026030	Aa_G442250.h1.t1
OG0011176	CARHR026090	Aa_G442210.h1.t1
OG0011177	CARHR026250	Aa_G233490.h1.t1
OG0011177	CARHR026260	Aa_G233480.h1.t1
OG0011178	CARHR026440	Aa_G431820.h1.t1
OG0011179	CARHR026480	Aa_G474460.h1.t1
OG0011180	CARHR026760	Aa_G61790.h1.t1
OG0011181	CARHR026980	Aa_G181360.h1.t1
OG0011182	CARHR059900	Aa_G29160.h1.t1
OG0011183	CARHR000720	Aa_G130220.h1.t1, Aa_G130230.h1.t1, Aa_G291130.h1.t1
OG0011184	CARHR027080	Aa_G415720.h1.t1
OG0011185	CARHR286860	Aa_G205330.h1.t1
OG0011186	CARHR232560	Aa_G7900.h1.t1, Aa_G166570.h1.t1, Aa_G353780.h1.t1
OG0011187	CARHR233040	Aa_G29680.h1.t1
OG0011190	CARHR262090	Aa_G151430.h1.t1, Aa_G151460.h1.t1
OG0011191	CARHR118160	Aa_G162580.h1.t1
OG0011192	CARHR114590	Aa_G11920.h1.t1
OG0011193	CARHR114630	Aa_G11860.h1.t1
OG0011194	CARHR114190	Aa_G428720.h1.t1
OG0011195	CARHR113240	Aa_G100230.h1.t1
OG0011196	CARHR112920	Aa_G651760.h1.t1
OG0011197	CARHR112620	Aa_G77590.h1.t1
OG0011198	CARHR112010	Aa_G10130.h1.t1
OG0011199	CARHR014770	Aa_G93090.h1.t1
OG0011200	CARHR014680	Aa_G92990.h1.t1
OG0011202	CARHR014290	Aa_G569580.h1.t1
OG0011203	CARHR014100	Aa_G118570.h1.t1
OG0011204	CARHR013290	Aa_G26580.h1.t1
OG0011205	CARHR013170	Aa_G292130.h1.t1
OG0011207	CARHR012300	Aa_G298990.h1.t1
OG0011208	CARHR012140	Aa_G338910.h1.t1
OG0011209	CARHR011810, CARHR011800	Aa_G469900.h1.t1
OG0011210	CARHR011110	Aa_G43400.h1.t1
OG0011211	CARHR010660	Aa_G564000.h1.t1
OG0011212	CARHR010450	Aa_G446470.h1.t1
OG0011213	CARHR010150	Aa_G171330.h1.t1, Aa_G491470.h1.t1
OG0011214	CARHR008950	Aa_G19250.h1.t1
OG0011215	CARHR223240	Aa_G406640.h1.t1
OG0011216	CARHR008770	Aa_G80670.h1.t1
OG0011217	CARHR008590	Aa_G488160.h1.t1, Aa_G488160.h2.t1
OG0011218	CARHR037450	Aa_G29490.h1.t1
OG0011219	CARHR007920	Aa_G369450.h1.t1
OG0011220	CARHR007050	Aa_G275800.h1.t1
OG0011221	CARHR006980	Aa_G275910.h1.t1, Aa_G275900.h1.t1, Aa_G275920.h1.t1
OG0011222	CARHR006580	Aa_G22320.h1.t1
OG0011223	CARHR005990	Aa_G22880.h1.t1
OG0011224	CARHR005580	Aa_G140120.h1.t1
OG0011225	CARHR005530	Aa_G140080.h1.t1
OG0011226	CARHR005500, CARHR038440	Aa_G140040.h1.t1
OG0011227	CARHR005470	Aa_G139990.h1.t1
OG0011228	CARHR005070	Aa_G79410.h1.t1
OG0011230	CARHR004910	Aa_G767980.h1.t1
OG0011231	CARHR004080	Aa_G477720.h1.t1
OG0011232	CARHR003930	Aa_G38900.h1.t1
OG0011233	CARHR003290	Aa_G655370.h1.t1
OG0011234	CARHR002890	Aa_G134880.h1.t1
OG0011235	CARHR002950	Aa_G134820.h1.t1
OG0011236	CARHR003110	Aa_G134650.h1.t1
OG0011237	CARHR002730	Aa_G135030.h1.t1
OG0011238	CARHR002590, CARHR005950	Aa_G135110.h1.t1
OG0011239	CARHR002530	Aa_G358000.h1.t1, Aa_G741770.h1.t1
OG0011240	CARHR002490	Aa_G358050.h1.t1
OG0011241	CARHR002260	Aa_G6860.h1.t1
OG0011242	CARHR002050	Aa_G6620.h1.t1
OG0011243	CARHR001940	Aa_G6540.h1.t1
OG0011244	CARHR001870	Aa_G6460.h1.t1
OG0011245	CARHR001230	Aa_G290750.h1.t1
OG0011246	CARHR000320, CARHR000330	Aa_G106100.h1.t1
OG0011247	CARHR199390	Aa_G354750.h1.t1
OG0011248	CARHR199020	Aa_G72680.h1.t1
OG0011249	CARHR199150	Aa_G72810.h1.t1
OG0011250	CARHR199310	Aa_G354690.h1.t1
OG0011251	CARHR198610	Aa_G7860.h1.t1
OG0011252	CARHR198020	Aa_G321080.h1.t1
OG0011253	CARHR196880	Aa_G539790.h1.t1
OG0011255	CARHR196510	Aa_G846080.h1.t1, Aa_G79170.h1.t1, Aa_G728830.h1.t1
OG0011256	CARHR195810	Aa_G264880.h1.t1
OG0011257	CARHR195840	Aa_G264840.h1.t1
OG0011258	CARHR195330	Aa_G106480.h1.t1
OG0011259	CARHR055340, CARHR060980	Aa_G286660.h1.t1
OG0011260	CARHR194630	Aa_G416080.h1.t1
OG0011261	CARHR194540	Aa_G449380.h1.t1
OG0011262	CARHR194410	Aa_G372460.h1.t1
OG0011263	CARHR193910	Aa_G120330.h1.t1
OG0011265	CARHR186800	Aa_G189830.h1.t1
OG0011266	CARHR186460	Aa_G146580.h1.t1
OG0011267	CARHR186630	Aa_G146620.h1.t1
OG0011268	CARHR186340	Aa_G120170.h1.t1
OG0011269	CARHR259100, CARHR185870	Aa_G251120.h1.t1
OG0011270	CARHR185340	Aa_G458310.h1.t1, Aa_G565260.h1.t1
OG0011272	CARHR288030	Aa_G296710.h1.t1
OG0011273	CARHR182120	Aa_G619000.h1.t1
OG0011274	CARHR182580	Aa_G9430.h1.t1
OG0011275	CARHR182370, CARHR182330	Aa_G589230.h1.t1
OG0011276	CARHR183610	Aa_G28560.h1.t1
OG0011277	CARHR199920	Aa_G717970.h1.t1
OG0011279	CARHR206940	Aa_G209790.h1.t1
OG0011281	CARHR034480	Aa_G464260.h1.t1
OG0011283	CARHR207790	Aa_G170410.h1.t1
OG0011284	CARHR207850	Aa_G170470.h1.t1, Aa_G243020.h1.t1
OG0011285	CARHR086780	Aa_G40630.h1.t1
OG0011286	CARHR208820	Aa_G73110.h1.t1
OG0011288	CARHR187790	Aa_G539210.h1.t1
OG0011289	CARHR187780	Aa_G539220.h1.t1
OG0011290	CARHR188100	Aa_G70660.h1.t1
OG0011291	CARHR188250	Aa_G267320.h1.t1
OG0011292	CARHR188600	Aa_G169050.h1.t1
OG0011293	CARHR188790	Aa_G392330.h1.t1
OG0011294	CARHR189300	Aa_G46100.h1.t1
OG0011295	CARHR189500	Aa_G46250.h1.t1
OG0011297	CARHR189770	Aa_G630840.h1.t1
OG0011298	CARHR274810	Aa_G94950.h1.t1
OG0011299	CARHR275390	Aa_G401140.h1.t1
OG0011300	CARHR276510	Aa_G621030.h1.t1
OG0011301	CARHR272740	Aa_G148080.h1.t1
OG0011302	CARHR272660	Aa_G147980.h1.t1
OG0011303	CARHR272210	Aa_G344340.h1.t1
OG0011304	CARHR272190	Aa_G344320.h1.t1
OG0011305	CARHR272060	Aa_G344200.h1.t1
OG0011306	CARHR160690	Aa_G451320.h1.t1
OG0011307	CARHR160120	Aa_G473090.h1.t1
OG0011308	CARHR160110	Aa_G555500.h1.t1
OG0011310	CARHR159960	Aa_G109800.h1.t1, Aa_G109790.h1.t1
OG0011311	CARHR159930	Aa_G109760.h1.t1
OG0011312	CARHR158920	Aa_G52870.h1.t1
OG0011313	CARHR157850	Aa_G712080.h1.t1, Aa_G411730.h1.t1
OG0011314	CARHR157390	Aa_G737480.h1.t1
OG0011315	CARHR157360	Aa_G523000.h1.t1
OG0011316	CARHR162400, CARHR156910	Aa_G343900.h1.t1
OG0011317	CARHR014300	Aa_G30180.h1.t1
OG0011319	CARHR154620	Aa_G318730.h1.t1
OG0011321	CARHR150920	Aa_G208430.h1.t1
OG0011322	CARHR104350	Aa_G115910.h1.t1
OG0011323	CARHR153710	Aa_G490440.h1.t1
OG0011324	CARHR153600	Aa_G490400.h1.t1
OG0011325	CARHR213670	Aa_G924840.h1.t1, Aa_G427080.h1.t1
OG0011326	CARHR060880	Aa_G218630.h1.t1
OG0011327	CARHR060830	Aa_G218560.h1.t1
