Orthogroup	Cardamine_hirsuta	Noccaea_praecox
OG0011059	CARHR248450	Np003G189430
OG0011060	CARHR248350	Np003G189570
OG0011061	CARHR249440	Np003G188250
OG0011063	CARHR250110	Np003G187810
OG0011064	CARHR250090	Np003G187800
OG0011065	CARHR250070	Np003G187750
OG0011066	CARHR057280, CARHR250010	Np003G187690
OG0011067	CARHR249980	Np003G187660
OG0011068	CARHR249830	Np003G187440
OG0011070	CARHR249640	Np003G187190
OG0011071	CARHR250430	Np003G186920
OG0011072	CARHR250690	Np003G186660
OG0011073	CARHR250730	Np003G186610
OG0011074	CARHR250840	Np003G186480
OG0011075	CARHR251200	Np003G185980
OG0011076	CARHR251160	Np003G186040
OG0011077	CARHR251790	Np003G185270
OG0011078	CARHR179550	Np001G040690
OG0011079	CARHR126940	Np006G357630
OG0011080	CARHR171470	Np006G348810
OG0011081	CARHR126750	Np006G357350
OG0011082	CARHR126010, CARHR126000, CARHR126870	Np006G357540
OG0011083	CARHR126880	Np006G357550
OG0011084	CARHR125900	Np006G356090
OG0011085	CARHR124790	Np006G348170, Np006G354750
OG0011086	CARHR124480	Np006G348860, Np006G354130
OG0011087	CARHR123980	Np006G353420, Np006G347280
OG0011088	CARHR123110	Np006G350950, Np006G365980
OG0011089	CARHR122900	Np006G350160, Np008G428170
OG0011090	CARHR122690	Np006G342410
OG0011091	CARHR122070	Np006G360000
OG0011092	CARHR131580, CARHR121620	Np006G359570
OG0011093	CARHR121260	Np006G359100
OG0011094	CARHR121180	Np006G359020
OG0011095	CARHR120830	Np006G369710, Np006G370430
OG0011096	CARHR121470	Np006G358010
OG0011097	CARHR119150	Np006G361580
OG0011098	CARHR119830	Np006G361030
OG0011100	CARHR119060	Np006G334900
OG0011101	CARHR183890	Np001G017810
OG0011102	CARHR203450	Np006G362320
OG0011103	CARHR026160	Np004G209320
OG0011104	CARHR115510	Np006G363390
OG0011105	CARHR234580	Np005G278610
OG0011106	CARHR075590, CARHR075600	Np007G424660
OG0011107	CARHR075480	Np007G424770
OG0011109	CARHR123440	Np006G352370
OG0011110	CARHR074850	Np005G311730
OG0011111	CARHR136510	Np006G330190
OG0011112	CARHR136490	Np006G330230
OG0011113	CARHR234400	Np005G278770
OG0011114	CARHR234360	Np005G278840
OG0011115	CARHR234350	Np005G278850
OG0011116	CARHR049680, CARHR234280	Np005G278920
OG0011117	CARHR076680	Np007G423150
OG0011118	CARHR076750	Np007G423080
OG0011119	CARHR076970	Np007G422820
OG0011120	CARHR193330	Np003G147600
OG0011121	CARHR077820	Np007G421600
OG0011122	CARHR078590	Np007G420550
OG0011123	CARHR079400	Np007G419370
OG0011124	CARHR079310	Np007G419460
OG0011126	CARHR079780, CARHR079800	Np007G418820
OG0011128	CARHR080550	Np007G417640
OG0011129	CARHR080610	Np007G417550
OG0011130	CARHR103090, CARHR103080	Np007G389080
OG0011131	CARHR080950	Np007G417140
OG0011132	CARHR082090	Np001G017590
OG0011133	CARHR082710	Np007G414700
OG0011134	CARHR082850	Np007G414450
OG0011135	CARHR083290	Np007G413980
OG0011136	CARHR083300	Np007G413960
OG0011137	CARHR135610	Np006G331510
OG0011138	CARHR134950	Np006G332590
OG0011139	CARHR134570	Np006G333210
OG0011140	CARHR133730	Np006G334520
OG0011141	CARHR133490, CARHR125840	Np006G334880
OG0011142	CARHR130260	Np006G339710
OG0011143	CARHR130480, CARHR182760	Np006G339460
OG0011144	CARHR131470	Np006G338060
OG0011145	CARHR132270	Np006G337540
OG0011146	CARHR132170	Np006G337210
OG0011147	CARHR131930	Np006G336900
OG0011148	CARHR131770	Np006G336740
OG0011149	CARHR132470	Np006G336440
OG0011150	CARHR132850	Np006G335780
OG0011151	CARHR133210	Np006G335310
OG0011152	CARHR133200	Np006G335320
OG0011153	CARHR016460	Np004G240310
OG0011155	CARHR016570	Np004G240170
OG0011156	CARHR016840	Np004G239890
OG0011158	CARHR017790	Np004G238950
OG0011159	CARHR018270	Np004G238330
OG0011160	CARHR018300	Np004G238300
OG0011161	CARHR018540	Np004G238040
OG0011163	CARHR020310	Np004G235710
OG0011165	CARHR020830	Np004G235140
OG0011166	CARHR021750	Np004G234090
OG0011168	CARHR023240	Np004G231270
OG0011169	CARHR024170	Np004G229810
OG0011170	CARHR024540	Np004G228730
OG0011171	CARHR024800	Np004G227950
OG0011172	CARHR025130	Np004G226930
OG0011173	CARHR025420	Np004G225860
OG0011174	CARHR087310	Np007G408560
OG0011175	CARHR026030	Np004G209160
OG0011176	CARHR026090	Np004G209230
OG0011177	CARHR026260	Np004G209410
OG0011178	CARHR026440	Np004G209490
OG0011179	CARHR026480	Np004G209640
OG0011180	CARHR026760	Np004G209930
OG0011181	CARHR026980	Np004G210010
OG0011182	CARHR059900	Np002G091980
OG0011183	CARHR000720	Np004G259210
OG0011184	CARHR027080	Np004G210310
OG0011185	CARHR286860	Np004G217280
OG0011186	CARHR232560	Np005G281130
OG0011187	CARHR233040	Np005G280400
OG0011191	CARHR118160	Np006G366340
OG0011192	CARHR114590	Np006G366730
OG0011193	CARHR114630	Np006G366770
OG0011194	CARHR114190	Np006G368100
OG0011195	CARHR113240	Np006G369330
OG0011196	CARHR112920	Np006G370330
OG0011197	CARHR112620	Np006G370040
OG0011198	CARHR112010	Np006G371040
OG0011199	CARHR014770	Np004G242380
OG0011200	CARHR014680	Np004G242480
OG0011201	CARHR014540	Np004G242660
OG0011202	CARHR014290	Np004G242940
OG0011203	CARHR014100	Np004G243160
OG0011204	CARHR013290	Np004G244540
OG0011205	CARHR013170	Np004G244640
OG0011207	CARHR012300	Np004G246030
OG0011208	CARHR012140	Np004G246310, Np004G246290
OG0011209	CARHR011810, CARHR011800	Np004G246840
OG0011210	CARHR011110	Np004G247720
OG0011211	CARHR010660	Np004G248220
OG0011213	CARHR010150, CARHR010040	Np004G248850
OG0011214	CARHR008950	Np004G250150
OG0011215	CARHR223240	Np005G298770, Np002G102140
OG0011216	CARHR008770	Np004G250370
OG0011217	CARHR008590	Np004G250580
OG0011218	CARHR037450	Np004G200240
OG0011219	CARHR007920	Np004G251260
OG0011220	CARHR007050	Np004G252210
OG0011222	CARHR006580	Np004G252750
OG0011223	CARHR005990	Np004G253360
OG0011224	CARHR005580	Np004G253690, Np004G228270
OG0011226	CARHR005500, CARHR038440	Np004G253750
OG0011227	CARHR005470	Np004G253790
OG0011228	CARHR005070	Np004G254340
OG0011230	CARHR004910	Np004G254520
OG0011231	CARHR004080	Np004G255500
OG0011232	CARHR003930	Np004G255690
OG0011233	CARHR003290	Np004G256390
OG0011234	CARHR002890	Np004G256890
OG0011235	CARHR002950	Np004G256800
OG0011236	CARHR003110	Np004G256620
OG0011237	CARHR002730	Np004G257050
OG0011238	CARHR002590, CARHR005950	Np004G257120
OG0011239	CARHR002530	Np004G257180
OG0011240	CARHR002490	Np004G257220
OG0011241	CARHR002260	Np004G257490
OG0011242	CARHR002050	Np004G257680
OG0011243	CARHR001940	Np004G257770
OG0011244	CARHR001870	Np004G257860
OG0011245	CARHR001230	Np004G258640
OG0011246	CARHR000320, CARHR000330	Np004G203180
OG0011247	CARHR199390	Np003G140850
OG0011248	CARHR199020	Np003G141190
OG0011249	CARHR199150	Np003G141060
OG0011250	CARHR199310	Np003G140920
OG0011251	CARHR198610	Np003G141620
OG0011252	CARHR198020	Np003G142210
OG0011253	CARHR196880	Np003G143450
OG0011254	CARHR196750	Np003G143560
OG0011255	CARHR196510	Np003G143810
OG0011256	CARHR195810	Np003G144720
OG0011257	CARHR195840	Np003G144680
OG0011258	CARHR195330	Np003G145210
OG0011259	CARHR055340, CARHR060980	Np002G089610, Np002G089620
OG0011260	CARHR194630	Np003G145950
OG0011261	CARHR194540	Np003G146300, Np003G146060
OG0011262	CARHR194410	Np003G146430
OG0011263	CARHR193910	Np003G146950
OG0011264	CARHR186980	Np001G014020
OG0011265	CARHR186800	Np001G014300
OG0011267	CARHR186630	Np001G014460, Np006G367430
OG0011268	CARHR186340	Np001G014650, Np001G008890, Np006G343250
OG0011269	CARHR259100, CARHR185870	Np001G015270
OG0011270	CARHR185340	Np001G015840
OG0011272	CARHR288030	Np001G016210
OG0011273	CARHR182120	Np001G016410
OG0011274	CARHR182580	Np001G016710
OG0011275	CARHR182370, CARHR182330	Np001G016580
OG0011276	CARHR183610	Np001G017640
OG0011277	CARHR199920	Np003G140330
OG0011278	CARHR206230	Np003G132620
OG0011279	CARHR206940	Np003G131560
OG0011281	CARHR034480	Np003G130590
OG0011282	CARHR207770	Np003G130510
OG0011283	CARHR207790	Np003G130470
OG0011284	CARHR207850	Np003G130400
OG0011285	CARHR086780	Np007G409220, Np003G125580, Np004G236380
OG0011286	CARHR208820	Np003G129030
OG0011288	CARHR187790	Np001G013190
OG0011289	CARHR187780	Np001G013220
OG0011290	CARHR188100	Np001G012850
OG0011291	CARHR188250	Np001G012590
OG0011292	CARHR188600	Np001G012140
OG0011293	CARHR188790	Np001G011990
OG0011294	CARHR189300	Np001G011420
OG0011295	CARHR189500	Np001G011220
OG0011297	CARHR189770	Np001G010950
OG0011298	CARHR274810	Np001G009590
OG0011299	CARHR275390	Np001G008910
OG0011300	CARHR276510	Np001G007010
OG0011301	CARHR272740	Np003G153970
OG0011302	CARHR272660	Np003G154060
OG0011303	CARHR272210	Np003G154600
OG0011304	CARHR272190	Np003G154620
OG0011305	CARHR272060	Np003G154750
OG0011306	CARHR160690	Np001G052830
OG0011307	CARHR160120	Np001G052110
OG0011308	CARHR160110	Np001G052100
OG0011309	CARHR160080	Np004G202630, Np001G052070
OG0011310	CARHR159960, CARHR159950	Np001G051900, Np001G051970
OG0011311	CARHR159930	Np001G051940, Np001G051870
OG0011312	CARHR158920	Np001G050970
OG0011313	CARHR157850	Np001G049900
OG0011314	CARHR157390	Np001G049180
OG0011315	CARHR157360	Np001G049160
OG0011316	CARHR162400, CARHR156910	Np001G048160
OG0011317	CARHR014300	Np004G242920
OG0011318	CARHR154660	Np001G045880
OG0011319	CARHR154620	Np001G045860
OG0011321	CARHR150920	Np001G044740
OG0011322	CARHR104350	Np001G044140
OG0011323	CARHR153710	Np001G043190
OG0011324	CARHR153600	Np004G190250
OG0011325	CARHR213670	Np005G318330
OG0011326	CARHR060880	Np002G089760
OG0011327	CARHR060830	Np002G089870
OG0011328	CARHR060570	Np002G090510
OG0011329	CARHR061390	Np002G088860
OG0011330	CARHR061470	Np002G088780
OG0011331	CARHR062550	Np002G086750
OG0011332	CARHR062690	Np002G086480
OG0011333	CARHR064850	Np002G083100
OG0011334	CARHR063630	Np002G085360
OG0011335	CARHR063740	Np002G085190
OG0011336	CARHR063780	Np002G085110
OG0011337	CARHR064020	Np002G084630
OG0011338	CARHR064280	Np002G084300
OG0011339	CARHR291170	Np002G083610
OG0011340	CARHR291110	Np002G083550
OG0011341	CARHR290980	Np002G083430
OG0011342	CARHR064900	Np002G083030
OG0011343	CARHR071710	Np002G073590
OG0011344	CARHR071680	Np002G073670
OG0011345	CARHR071390	Np002G074250
OG0011346	CARHR070890	Np002G075000
OG0011347	CARHR021710	Np004G234140
OG0011348	CARHR069920	Np002G076530
OG0011350	CARHR069100	Np002G077640
OG0011351	CARHR292020	Np005G274600
OG0011352	CARHR036470	Np004G201600
OG0011353	CARHR194620	Np006G361470
OG0011354	CARHR068690	Np002G078110
OG0011355	CARHR068490	Np002G078350
OG0011356	CARHR068160	Np002G078810
OG0011357	CARHR067730	Np002G079220
OG0011358	CARHR067650	Np002G079320
OG0011359	CARHR067090	Np002G080020, Np002G080730
OG0011360	CARHR067040	Np002G080680, Np002G080080
OG0011361	CARHR065630	Np002G082030
OG0011362	CARHR073930	Np002G071060
OG0011364	CARHR074820	Np002G070840
OG0011365	CARHR074380	Np002G070530
OG0011366	CARHR087450	Np007G408390
OG0011367	CARHR087510	Np007G408290
OG0011368	CARHR087720	Np007G408040
OG0011369	CARHR087760	Np007G407970
OG0011370	CARHR087780	Np007G419100
OG0011371	CARHR088160	Np007G407480
OG0011372	CARHR088470	Np007G406800
OG0011373	CARHR088570	Np007G406600
OG0011374	CARHR088840	Np007G406280
OG0011375	CARHR088930	Np007G406070
OG0011376	CARHR089120	Np007G405880
OG0011377	CARHR089300	Np007G405490
OG0011378	CARHR043810	Np004G192810
OG0011379	CARHR089850	Np007G404930, Np006G323940
OG0011380	CARHR089920, CARHR089940	Np007G404820
OG0011381	CARHR090080	Np004G207910, Np007G404660
OG0011382	CARHR090260	Np007G404440
OG0011383	CARHR090320	Np007G404240
OG0011384	CARHR090400	Np007G404010
OG0011385	CARHR090520	Np007G403670
OG0011386	CARHR091420	Np007G390480
OG0011387	CARHR091530	Np007G390590
OG0011388	CARHR091550	Np007G390690
OG0011389	CARHR091580, CARHR091590	Np007G390720
OG0011390	CARHR092680	Np007G392510
OG0011391	CARHR093060	Np007G392950
OG0011392	CARHR093250	Np007G393310
OG0011393	CARHR093580	Np007G394030
OG0011394	CARHR093930	Np007G394560
OG0011395	CARHR094140	Np007G394920
OG0011396	CARHR094430	Np007G395520
OG0011397	CARHR094590	Np007G395870
OG0011398	CARHR094700	Np007G396040
OG0011399	CARHR094710	Np007G396050, Np006G346150, Np006G346160
OG0011400	CARHR094770	Np007G396130
OG0011402	CARHR095840	Np007G398960
OG0011403	CARHR096130	Np007G400180
OG0011404	CARHR096230	Np011G435970
OG0011405	CARHR096550	Np007G380390
OG0011406	CARHR097110	Np007G381130
OG0011407	CARHR097720	Np007G382150
OG0011408	CARHR097800	Np007G382240, Np007G381800
OG0011409	CARHR097960	Np007G382600, Np002G096640
OG0011410	CARHR098080	Np007G382730
OG0011411	CARHR098400	Np007G383290
OG0011413	CARHR099010	Np007G384050, Np007G384060
OG0011414	CARHR099210	Np007G387700
OG0011415	CARHR100020	Np007G385900
OG0011416	CARHR100400	Np007G386770
OG0011417	CARHR100800	Np007G387270
OG0011418	CARHR101330	Np007G387640
OG0011419	CARHR101540	Np007G387860
OG0011421	CARHR102760	Np007G388800
OG0011422	CARHR104070	Np010G434000
OG0011423	CARHR103900	Np002G108590, Np007G389850
OG0011424	CARHR103860	Np001G043250, Np007G389810
OG0011425	CARHR103770	Np007G389690
OG0011426	CARHR103410	Np007G389460
OG0011427	CARHR103280	Np007G389230
OG0011428	CARHR065130	Np003G178630
OG0011429	CARHR105840	Np007G378130
OG0011430	CARHR106370	Np007G377650
OG0011431	CARHR106470	Np007G377550
OG0011432	CARHR107770	Np007G375700
OG0011433	CARHR108490	Np007G375070, Np001G021480
OG0011434	CARHR109070	Np007G374470
OG0011435	CARHR108940	Np007G374620
OG0011436	CARHR109450	Np007G374010
OG0011437	CARHR109850	Np007G373430
OG0011438	CARHR109940	Np007G373300
OG0011439	CARHR110260	Np007G372840
OG0011441	CARHR110700, CARHR174390	Np007G372350
OG0011442	CARHR111030	Np007G372030
OG0011443	CARHR053830, CARHR111540	Np007G371600
OG0011444	CARHR111470	Np003G144050
OG0011445	CARHR044380	Np004G192050
OG0011447	CARHR043680	Np004G192880, Np004G192980
OG0011448	CARHR043560	Np004G193170
OG0011449	CARHR042120	Np004G194960
OG0011450	CARHR042030, CARHR042040	Np004G195060
OG0011451	CARHR041950	Np004G195170
OG0011452	CARHR095980	Np007G399340, Np003G143080
OG0011453	CARHR039520	Np004G198150
OG0011454	CARHR038180	Np004G199270
OG0011455	CARHR037680	Np004G200040
OG0011456	CARHR222540	Np005G301010, Np005G301040
OG0011458	CARHR128890	Np006G341630
OG0011459	CARHR128880	Np006G341640
OG0011460	CARHR128720	Np006G341800
OG0011461	CARHR128540	Np006G342040
OG0011462	CARHR161840	Np001G054060
OG0011463	CARHR161950	Np001G054150
OG0011464	CARHR029500	Np004G213130
OG0011465	CARHR162730	Np001G055090
OG0011466	CARHR162750	Np001G055110
OG0011467	CARHR162860	Np010G434870, Np001G055260
OG0011468	CARHR162990	Np001G055890
OG0011469	CARHR235740	Np005G276920
OG0011470	CARHR163880	Np001G056920
OG0011471	CARHR164580	Np001G057780
OG0011472	CARHR164820	Np001G058300
OG0011473	CARHR165240	Np001G058820
OG0011474	CARHR165820	Np001G059640
OG0011475	CARHR165960	Np001G059820
OG0011476	CARHR167040	Np001G061360
OG0011477	CARHR167240	Np001G061560
OG0011478	CARHR167270	Np001G061590
OG0011479	CARHR167700	Np001G062210, Np001G058260
OG0011480	CARHR168390	Np001G062890
OG0011481	CARHR168540	Np001G063010
OG0011482	CARHR008620	Np004G250550, Np004G212970
OG0011483	CARHR169870	Np001G064730
OG0011484	CARHR164350	Np001G057530
OG0011485	CARHR170800	Np001G066210
OG0011486	CARHR171060	Np003G147190, Np001G066480
OG0011487	CARHR171370	Np001G066830
OG0011488	CARHR141130	Np006G323580
OG0011489	CARHR171980	Np001G067570
OG0011490	CARHR172070	Np001G067750
OG0011491	CARHR172080	Np001G067760
OG0011492	CARHR172120	Np001G067870
OG0011493	CARHR172310	Np001G068100
OG0011494	CARHR172620	Np001G068560
OG0011495	CARHR172730	Np001G068680
OG0011496	CARHR172800	Np001G068760, Np001G068790
OG0011497	CARHR172980	Np001G069120
OG0011498	CARHR173310	Np001G069450
OG0011499	CARHR173450	Np001G069580
OG0011501	CARHR291410	Np007G425520, Np004G190000
OG0011502	CARHR119460	Np005G273950, Np005G298440
OG0011503	CARHR160660	Np001G052810
OG0011505	CARHR160460	Np001G052520
OG0011507	CARHR161330	Np001G053550
OG0011509	CARHR170490	Np001G065620
OG0011510	CARHR172160	Np001G067910
OG0011511	CARHR175940	Np001G036420
OG0011513	CARHR100360	Np001G059120, Np001G059140
OG0011514	CARHR127730	Np006G343790
OG0011516	CARHR069480	Np002G077160
OG0011518	CARHR066540	Np002G081020
OG0011519	CARHR234980	Np005G278130
OG0011520	CARHR236180	Np005G276450
OG0011521	CARHR237810	Np005G274550
OG0011522	CARHR238780	Np005G272660
OG0011525	CARHR008060, CARHR008070	Np004G251100, Np004G233210
OG0011526	CARHR011440	Np004G247370
OG0011527	CARHR050140	Np002G119360
OG0011528	CARHR013920	Np004G243390
OG0011529	CARHR015150, CARHR015160	Np004G241860
OG0011531	CARHR017820, CARHR261670	Np004G238910
OG0011532	CARHR018010	Np004G238630
OG0011533	CARHR021290	Np004G234580
OG0011534	CARHR022050	Np004G233580
OG0011535	CARHR022480	Np004G232670
OG0011536	CARHR216690	Np005G310640
OG0011537	CARHR061240	Np002G089170
OG0011539	CARHR059680	Np002G092610
OG0011543	CARHR032040, CARHR032050	Np002G091670
OG0011544	CARHR110780	Np007G372240
OG0011545	CARHR111310	Np007G371800
OG0011548	CARHR088330	Np007G407170
OG0011549	CARHR084450	Np007G412700
OG0011550	CARHR212150	Np003G125120
OG0011551	CARHR209370	Np003G128390
OG0011552	CARHR208960	Np003G128870
OG0011553	CARHR251100	Np003G186140
OG0011554	CARHR231330, CARHR231320	Np005G283060
OG0011555	CARHR230080	Np005G284420
OG0011556	CARHR029760	Np004G213740
OG0011557	CARHR027200	Np004G210520
OG0011558	CARHR124690	Np006G348290, Np006G354630
OG0011559	CARHR202300	Np003G137410
OG0011560	CARHR268480	Np003G160550
OG0011561	CARHR200600	Np003G139520
OG0011562	CARHR283270, CARHR283030	Np035G440460, Np047G441050, Np046G441000, Np036G440560, Np032G440230
OG0011563	CARHR266660	Np003G163750
OG0011564	CARHR268510	Np003G160450
OG0011565	CARHR270120, CARHR270130	Np003G157570
OG0011566	CARHR271990	Np003G154820
OG0011567	CARHR192780	Np003G148280
OG0011568	CARHR193160	Np003G147810
OG0011569	CARHR064710	Np003G147640
OG0011570	CARHR193450	Np003G147430
OG0011571	CARHR277970	Np001G005070
OG0011573	CARHR284510, CARHR015380	Np004G241620
OG0011574	CARHR016360	Np004G240430
OG0011575	CARHR025700	Np004G224750
OG0011578	CARHR060940	Np002G089680
OG0011580	CARHR113160, CARHR113100	Np006G369400
OG0011581	CARHR115560	Np006G363500, Np006G363550, Np006G363580
OG0011582	CARHR123340	Np006G351760
OG0011584	CARHR253990, CARHR142320, CARHR142310	Np002G083350, Np002G083370
OG0011585	CARHR163020	Np001G056030
OG0011586	CARHR242720	Np005G264370
OG0011588	CARHR231660	Np005G282610
OG0011590	CARHR182450	Np001G016630
OG0011591	CARHR289140	Np005G274530, Np005G276230, Np005G274690
OG0011603	CARHR236490	Np005G276030
OG0011604	CARHR236500	Np005G276020
OG0011605	CARHR236800	Np005G275560
OG0011607	CARHR236640	Np005G275840
OG0011608	CARHR237190	Np005G275200
OG0011609	CARHR237690	Np005G274670
OG0011610	CARHR109260	Np007G374200
OG0011611	CARHR238290	Np005G273360
OG0011612	CARHR238380	Np005G273220
OG0011613	CARHR238410	Np005G273190
OG0011614	CARHR238430	Np005G273140
OG0011615	CARHR238450	Np005G273120
OG0011616	CARHR238600	Np005G272850
OG0011617	CARHR238830	Np005G272610
OG0011618	CARHR239410	Np005G271680
OG0011619	CARHR008680	Np004G250480
OG0011620	CARHR239740	Np005G271300
OG0011621	CARHR240530	Np005G270100, Np005G270060
OG0011622	CARHR240580	Np005G270020
OG0011623	CARHR128740	Np006G341780
OG0011624	CARHR240850	Np005G262940
OG0011625	CARHR191600	Np003G149850
OG0011626	CARHR241960	Np005G264070
OG0011626	CARHR235650	Np005G274360
OG0011627	CARHR064630	Np002G083770
OG0011628	CARHR192740	Np003G148320
OG0011629	CARHR242530	Np005G264530, Np006G348720
OG0011630	CARHR242920	Np005G264840
OG0011631	CARHR243520	Np005G266030
OG0011632	CARHR030660	Np004G215410
OG0011633	CARHR118950, CARHR030710	Np004G215500
OG0011634	CARHR158120, CARHR030720	Np003G161440, Np004G215510
OG0011635	CARHR030960	Np004G215930
OG0011636	CARHR286980	Np004G216270, Np004G216140
OG0011637	CARHR031440	Np004G218130
OG0011638	CARHR031520	Np004G218880
OG0011639	CARHR031550	Np004G218950, Np004G219750
OG0011640	CARHR031890	Np004G205240
OG0011641	CARHR032010	Np004G205430
OG0011642	CARHR223670	Np005G296200
OG0011643	CARHR223480	Np005G298040
OG0011644	CARHR223220	Np005G298810
OG0011645	CARHR223190	Np005G298890
OG0011646	CARHR222910	Np005G299540
OG0011647	CARHR113490	Np006G369130
OG0011648	CARHR055600	Np002G103470
OG0011649	CARHR118450	Np006G362640
OG0011650	CARHR055790	Np002G105160
OG0011651	CARHR056030	Np002G106310
OG0011652	CARHR284430	Np002G106740
OG0011653	CARHR055040, CARHR049350	Np002G111120
OG0011654	CARHR055010	Np002G111250
OG0011655	CARHR054480	Np002G112500
OG0011656	CARHR009810	Np004G249230
OG0011657	CARHR053810	Np002G113150
OG0011659	CARHR052860	Np002G115620
OG0011660	CARHR052760	Np002G115720
OG0011661	CARHR216000	Np005G311160
OG0011662	CARHR052450	Np002G116140
OG0011663	CARHR179730	Np001G040850
OG0011664	CARHR052200	Np002G117300
OG0011665	CARHR050640	Np002G118600
OG0011666	CARHR012040	Np004G246430
OG0011667	CARHR144060	Np001G027350
OG0011668	CARHR144270	Np001G026700
OG0011669	CARHR144330	Np001G026640
OG0011670	CARHR023340	Np004G231170
OG0011671	CARHR144390, CARHR292390	Np001G026560
OG0011672	CARHR144560	Np001G026310
OG0011673	CARHR144820	Np001G026040
OG0011674	CARHR145060	Np001G025370
OG0011675	CARHR145140	Np001G025260
OG0011676	CARHR145490	Np001G024890
OG0011677	CARHR145760	Np001G024640
OG0011678	CARHR146610	Np001G023640
OG0011679	CARHR288550	Np001G023560
OG0011680	CARHR146660	Np001G023500
OG0011681	CARHR146860	Np001G023280
OG0011682	CARHR147490	Np001G022520
OG0011683	CARHR147660	Np001G022350, Np001G022300
OG0011684	CARHR148320	Np001G021390
OG0011685	CARHR148480	Np001G021160
OG0011686	CARHR261480	Np005G317790
OG0011687	CARHR151910	Np001G019450
OG0011689	CARHR059520	Np002G093300
OG0011690	CARHR059060	Np002G093760
OG0011691	CARHR058960	Np002G093950
OG0011692	CARHR058720	Np002G094450
OG0011693	CARHR058490	Np002G094700
OG0011694	CARHR058420	Np002G094980
OG0011695	CARHR058260	Np002G095200
OG0011696	CARHR292170	Np002G095840
OG0011697	CARHR057900	Np002G096830
OG0011698	CARHR003620	Np004G255990
OG0011699	CARHR263660	Np002G096740
OG0011700	CARHR028160	Np002G086580
OG0011701	CARHR046300	Np002G124700
OG0011702	CARHR046390	Np002G124550
OG0011703	CARHR046450	Np002G124390
OG0011704	CARHR046490	Np002G124320
OG0011705	CARHR046790	Np002G123830
OG0011706	CARHR047320	Np002G123300
OG0011707	CARHR047680	Np002G122840
OG0011708	CARHR048330	Np002G097660, Np002G121770
OG0011709	CARHR048660	Np002G121260
OG0011710	CARHR048960	Np002G120960
OG0011711	CARHR049130	Np002G120730
OG0011712	CARHR087100	Np007G408830
OG0011713	CARHR233580	Np005G279760
OG0011714	CARHR159510, CARHR166750	Np006G330810
OG0011715	CARHR136080	Np006G330760
OG0011716	CARHR135790	Np006G331170
OG0011717	CARHR135740	Np006G331260
OG0011718	CARHR083430	Np007G413780
OG0011720	CARHR083880, CARHR083890	Np007G413390
OG0011721	CARHR083950	Np007G413310
OG0011722	CARHR083980	Np007G413280
OG0011723	CARHR084400	Np007G412760
OG0011724	CARHR266290	Np003G164340
OG0011725	CARHR084670	Np007G412120
OG0011727	CARHR084940	Np007G411840
OG0011728	CARHR085250	Np007G411440
OG0011729	CARHR085310	Np007G411350
OG0011730	CARHR085360	Np007G411250
OG0011731	CARHR085370	Np007G411240
OG0011732	CARHR085420	Np007G411170, Np007G410990
OG0011733	CARHR085480	Np007G411110
OG0011734	CARHR085550	Np007G411050
OG0011735	CARHR086220	Np007G410060
OG0011736	CARHR086620	Np007G409400
OG0011737	CARHR258760	Np003G174370
OG0011738	CARHR258440	Np003G173690
OG0011739	CARHR258450	Np003G173720
OG0011740	CARHR258370	Np003G173550
OG0011741	CARHR257500	Np003G172040
OG0011742	CARHR257380	Np003G171630
OG0011743	CARHR256990	Np003G169620
OG0011744	CARHR256960	Np003G184330
OG0011745	CARHR256880	Np003G184390
OG0011746	CARHR264090	Np003G184510
OG0011748	CARHR264310	Np004G230780, Np004G230750, Np004G230810
OG0011749	CARHR264930	Np003G167070
OG0011750	CARHR265300	Np003G166030
OG0011752	CARHR265420	Np003G165920
OG0011753	CARHR293240	Np004G242690
OG0011754	CARHR235470	Np005G277290
OG0011755	CARHR266810	Np003G161280
OG0011756	CARHR267330	Np003G162260
OG0011757	CARHR267140	Np003G162020
OG0011758	CARHR267080	Np003G161980
OG0011759	CARHR267540	Np003G162490
OG0011760	CARHR267810	Np003G163130
OG0011761	CARHR267850	Np003G163170
OG0011762	CARHR268250	Np003G160920
OG0011763	CARHR234510	Np005G278670
OG0011764	CARHR268730	Np003G160030
OG0011765	CARHR268880	Np003G159420
OG0011766	CARHR269040	Np003G159260
OG0011767	CARHR269070	Np003G159220
OG0011768	CARHR269420	Np003G158410
OG0011769	CARHR269490, CARHR054630	Np003G158300
OG0011770	CARHR269580	Np003G158250
OG0011771	CARHR270310, CARHR152790	Np003G157350
OG0011772	CARHR270890	Np003G156430, Np003G156420
OG0011773	CARHR270910	Np003G156390
OG0011774	CARHR271000	Np003G156300
OG0011775	CARHR271370	Np003G155730
OG0011776	CARHR271480	Np003G155400
OG0011777	CARHR271670	Np003G155170
OG0011778	CARHR271700	Np003G155150
OG0011779	CARHR294470	Np003G182050
OG0011780	CARHR264230	Np003G175020
OG0011781	CARHR200270	Np003G139920
OG0011782	CARHR201300	Np003G138550
OG0011784	CARHR201730	Np003G138110
OG0011785	CARHR202370	Np003G137280
OG0011786	CARHR202510	Np003G137170
OG0011787	CARHR202740	Np003G136890
OG0011788	CARHR202970, CARHR202960, CARHR202980	Np003G136630
OG0011789	CARHR203550	Np003G136060
OG0011790	CARHR278460	Np001G004380
OG0011791	CARHR203810	Np003G135820
