Orthogroup	Cardamine_hirsuta	Arabidopsis_lyrata_Rawat
OG0011066	CARHR057280, CARHR250010	AL6G51690
OG0011067	CARHR249980	AL6G51640
OG0011068	CARHR249830	AL6G51430
OG0011070	CARHR249640	AL6G51220
OG0011071	CARHR250430	AL6G50920
OG0011072	CARHR250690	AL6G50650
OG0011073	CARHR250730	AL6G50600
OG0011074	CARHR250840	AL6G50500
OG0011075	CARHR251200	AL6G50100
OG0011076	CARHR251160	AL6G50140
OG0011077	CARHR251790	AL6G49500
OG0011078	CARHR179550	AL8G16250
OG0011079	CARHR126940	AL120U10010
OG0011080	CARHR171470	AL7G21050
OG0011081	CARHR126750	AL4G28310
OG0011082	CARHR126010, CARHR126000, CARHR126870	AL4G28460
OG0011083	CARHR126880	AL4G28470
OG0011084	CARHR125900	AL103U10030, AL4G27480
OG0011085	CARHR124790	AL4G26390
OG0011086	CARHR124480	AL4G25990
OG0011087	CARHR123980	AL4G25410
OG0011088	CARHR123110	AL4G24550
OG0011089	CARHR122900	AL4G24270
OG0011090	CARHR122690	AL558U10020, AL4G23970
OG0011091	CARHR122070	AL4G23430
OG0011092	CARHR131580, CARHR121620	AL4G23090
OG0011093	CARHR121260	AL4G21750
OG0011094	CARHR121180	AL4G21850
OG0011095	CARHR120830	AL4G22070
OG0011096	CARHR121470	AL5G38350, AL4G22810
OG0011097	CARHR119150	AL4G20260
OG0011098	CARHR119830	AL4G21210
OG0011099	CARHR119070	AL4G20150
OG0011100	CARHR119060	AL4G20130
OG0011101	CARHR183890	AL8G21110
OG0011102	CARHR203450	AL6G20310
OG0011103	CARHR026160	AL1G40000
OG0011104	CARHR115510	AL4G17390
OG0011105	CARHR234580	AL7G25860
OG0011106	CARHR075600	AL3G10820
OG0011107	CARHR075480	AL3G10690
OG0011108	CARHR075210	AL3G10430
OG0011109	CARHR123440	AL59U10010, AL4G24930
OG0011110	CARHR074850	AL3G10010
OG0011111	CARHR136510	AL4G26110, AL4G39430
OG0011112	CARHR136490	AL4G39410
OG0011113	CARHR234400	AL7G26050
OG0011114	CARHR234360	AL7G26090
OG0011115	CARHR234350	AL7G26100
OG0011116	CARHR049680, CARHR234280	AL7G26180
OG0011117	CARHR076680	AL3G12070
OG0011118	CARHR076750	AL3G12150
OG0011119	CARHR076970	AL3G12400
OG0011120	CARHR193330	AL6G31080
OG0011121	CARHR077820	AL3G13570
OG0011122	CARHR078590	AL3G14410
OG0011123	CARHR079400	AL3G15460
OG0011124	CARHR079310	AL3G15360, AL3G15090
OG0011125	CARHR079480	AL3G15550
OG0011126	CARHR079780, CARHR079800	AL304U10010
OG0011128	CARHR080550	AL3G16890
OG0011129	CARHR080610	AL3G16940
OG0011130	CARHR103080	AL3G42820
OG0011131	CARHR080950	AL669U10010, AL3G17370
OG0011132	CARHR082090	AL3G18750
OG0011133	CARHR082710	AL3G19350
OG0011134	CARHR082850	AL3G19510
OG0011135	CARHR083290	AL3G19970
OG0011136	CARHR083300	AL3G19980
OG0011137	CARHR135610	AL4G38340
OG0011138	CARHR134950	AL4G37600
OG0011139	CARHR134570	AL4G37190
OG0011140	CARHR133730	AL4G36280
OG0011141	CARHR133490, CARHR125840	AL4G36080
OG0011142	CARHR130260	AL970U10010, AL4G32100
OG0011143	CARHR130480, CARHR182760	AL4G32340
OG0011144	CARHR131470	AL4G33240
OG0011145	CARHR132270	AL4G33700
OG0011146	CARHR132170	AL4G33810
OG0011147	CARHR131930	AL4G34230, AL4G34270
OG0011148	CARHR131770	AL4G34690
OG0011149	CARHR132470	AL4G34870
OG0011150	CARHR132850	AL4G35310, AL4G35350
OG0011151	CARHR133210	AL4G35800
OG0011152	CARHR133200	AL4G35790
OG0011153	CARHR016460	AL1G28110
OG0011154	CARHR016530	AL1G28190
OG0011155	CARHR016570	AL1G28220
OG0011156	CARHR016840	AL1G28500
OG0011157	CARHR017770	AL1G29420
OG0011158	CARHR017790	AL1G29450
OG0011159	CARHR018270	AL1G29990
OG0011160	CARHR018300	AL1G30050
OG0011161	CARHR018540	AL1G30270
OG0011163	CARHR020310	AL1G32520
OG0011165	CARHR020830	AL1G33250, AL1G33290
OG0011166	CARHR021750	AL1G34460
OG0011168	CARHR023240	AL1G36430
OG0011169	CARHR024170	AL1G37500
OG0011170	CARHR024540	AL1G37990
OG0011171	CARHR024800	AL1G38390
OG0011172	CARHR025130	AL1G38880
OG0011173	CARHR025420	AL1G39180
OG0011174	CARHR087310	AL3G24460
OG0011175	CARHR026030	AL1G39880
OG0011176	CARHR026090	AL1G39930
OG0011177	CARHR026260	AL1G40080
OG0011178	CARHR026440	AL1G40270
OG0011179	CARHR026480	AL1G40320
OG0011180	CARHR026760	AL6G39900, AL1G40580
OG0011181	CARHR026980	AL1G40800
OG0011182	CARHR059900	AL2G25910
OG0011183	CARHR000720	AL1G10750
OG0011184	CARHR027080	AL1G40900
OG0011185	CARHR286860	AL7G43780
OG0011186	CARHR232560	AL7G27980
OG0011187	CARHR233040	AL7G27470
OG0011190	CARHR262090	AL7G49990
OG0011191	CARHR118160	AL4G14250
OG0011192	CARHR114590	AL4G13780
OG0011193	CARHR114630	AL4G13690
OG0011194	CARHR114190	nbis-gene-947, AL3G48210
OG0011195	CARHR113240	AL4G11430
OG0011196	CARHR112920	AL4G11190
OG0011197	CARHR112620	AL4G11540, AL4G10830, AL4G11550
OG0011198	CARHR112010	AL4G10250
OG0011199	CARHR014770	AL1G26220
OG0011200	CARHR014680	AL1G26140
OG0011201	CARHR014540	AL1G26020
OG0011202	CARHR014290	AL1G25750
OG0011203	CARHR014100	AL1G25490
OG0011204	CARHR013290	AL1G24580
OG0011205	CARHR013170	AL1G24490
OG0011207	CARHR012300	AL1G23170
OG0011208	CARHR012140	AL1G22990
OG0011209	CARHR011810, CARHR011800	AL1G22630
OG0011210	CARHR011110	AL1G21850
OG0011211	CARHR010660	AL1G21320, AL1G24280
OG0011212	CARHR010450	nbis-gene-62
OG0011213	CARHR010150, CARHR010040	AL1G20740
OG0011214	CARHR008950	AL1G19500
OG0011215	CARHR223240	AL7G38020
OG0011216	CARHR008770	AL1G19280
OG0011217	CARHR008590	AL1G19100
OG0011218	CARHR037450	AL1G54300
OG0011219	CARHR007920	AL1G18470
OG0011220	CARHR007050	AL1G17490
OG0011221	CARHR006980	AL1G17410
OG0011222	CARHR006580	AL1G16930
OG0011223	CARHR005990	AL1G16390
OG0011224	CARHR005580	AL1G16010
OG0011225	CARHR005530	AL1G15960
OG0011226	CARHR005500, CARHR038440	AL1G15920
OG0011227	CARHR005470	AL1G15870
OG0011228	CARHR005070	AL1G15460
OG0011229	CARHR004970	AL1G15330
OG0011230	CARHR004910	AL1G15250
OG0011231	CARHR004080	AL1G14410
OG0011232	CARHR003930	AL1G14260
OG0011233	CARHR003290	AL1G13560
OG0011234	CARHR002890	AL1G13040
OG0011235	CARHR002950	AL1G13110
OG0011236	CARHR003110	AL1G13330
OG0011237	CARHR002730	AL1G12880
OG0011238	CARHR002590, CARHR005950	AL1G12800
OG0011239	CARHR002530	AL1G12680
OG0011240	CARHR002490	AL1G12620
OG0011241	CARHR002260	AL1G12350
OG0011242	CARHR002050	AL1G12130
OG0011243	CARHR001940	AL1G12000
OG0011244	CARHR001870	AL1G11890
OG0011245	CARHR001230	AL1G11230
OG0011246	CARHR000330	AL1G10260
OG0011247	CARHR199390	AL6G24640
OG0011248	CARHR199020	AL6G25010
OG0011249	CARHR199150	AL6G24860
OG0011250	CARHR199310	AL6G24710
OG0011251	CARHR198610	AL6G25470
OG0011252	CARHR198020	AL6G26160
OG0011253	CARHR196880	AL6G27310
OG0011254	CARHR196750	AL6G27420
OG0011255	CARHR196510	AL6G27690
OG0011256	CARHR195810	AL6G28470
OG0011257	CARHR195840	AL6G28440
OG0011258	CARHR195330	AL6G28930
OG0011259	CARHR055340, CARHR060980	AL2G27130
OG0011260	CARHR194630	AL6G29630
OG0011261	CARHR194540	AL6G29730
OG0011262	CARHR194410	AL6G29880
OG0011263	CARHR193910	AL6G30470
OG0011264	CARHR186980	AL6G38400
OG0011265	CARHR186800	AL6G38640
OG0011266	CARHR186460	AL6G38930
OG0011267	CARHR186630	AL6G38850
OG0011268	CARHR186340	nbis-gene-1586
OG0011269	CARHR259100, CARHR185870	AL6G39850
OG0011270	CARHR185340	AL6G40810
OG0011272	CARHR288030	AL8G23400
OG0011273	CARHR182120	AL8G23120
OG0011274	CARHR182580	AL8G22650
OG0011275	CARHR182370, CARHR182330	AL8G22880
OG0011276	CARHR183610	AL8G21320
OG0011277	CARHR199920	AL6G24140
OG0011278	CARHR206230	AL6G17070
OG0011279	CARHR206940	AL6G16240
OG0011280	CARHR207300	AL6G15840
OG0011281	CARHR034480	AL6G15480
OG0011282	CARHR207770	AL6G15390
OG0011283	CARHR207790	AL6G15350
OG0011284	CARHR207850	AL6G15280
OG0011285	CARHR086780	AL3G23880
OG0011286	CARHR208820	AL6G14080
OG0011288	CARHR187790	AL7G50060, AL6G37410
OG0011289	CARHR187780	AL6G37430
OG0011291	CARHR188250	AL6G36880
OG0011292	CARHR188600	AL6G36510
OG0011293	CARHR188790	AL6G36290
OG0011294	CARHR189300	AL6G35660
OG0011295	CARHR189500	AL6G35440
OG0011297	CARHR189770	AL6G35040
OG0011298	CARHR274810	AL8G37760
OG0011299	CARHR275390	AL8G38330
OG0011300	CARHR276510	AL8G39690
OG0011301	CARHR272740	AL8G35100, AL279U10010
OG0011302	CARHR272660	AL8G35030
OG0011303	CARHR272210	AL8G34530
OG0011304	CARHR272190	AL8G34480
OG0011305	CARHR272060	AL8G34350
OG0011306	CARHR160690	AL5G31520
OG0011307	CARHR160120	AL5G30760
OG0011308	CARHR160110	AL5G30750
OG0011309	CARHR160080	AL5G30720
OG0011310	CARHR159950	AL5G30590
OG0011311	CARHR159930	AL5G30570
OG0011312	CARHR158920	AL5G29850
OG0011313	CARHR157850	AL5G28560
OG0011314	CARHR157390	AL5G28030
OG0011315	CARHR157360	AL5G28010
OG0011316	CARHR162400, CARHR156910	AL5G27520
OG0011317	CARHR014300	AL1G25770
OG0011318	CARHR154660	AL5G25010
OG0011319	CARHR154620	AL5G24960
OG0011320	CARHR257470	AL5G23610, AL5G23670
OG0011321	CARHR150920	AL5G23540
OG0011322	CARHR104350	AL5G22600
OG0011323	CARHR153710	AL5G20890
OG0011324	CARHR153600	AL5G20780
OG0011325	CARHR213670	AL7G48760
OG0011326	CARHR060880	AL2G27030
OG0011327	CARHR060830	AL2G26750
OG0011328	CARHR060570	AL2G26730
OG0011329	CARHR061390	AL2G27500
OG0011330	CARHR061470	AL1G60180, AL2G27580
OG0011331	CARHR062550	AL2G28760
OG0011332	CARHR062690	AL2G28870
OG0011333	CARHR064850	AL2G31660
OG0011334	CARHR063630	AL2G29840
OG0011335	CARHR063740	AL2G29920
OG0011336	CARHR063780	AL2G29960
OG0011337	CARHR064020	AL2G30200
OG0011338	CARHR064280	AL2G30550
OG0011339	CARHR291170	AL2G31170
OG0011340	CARHR291110	AL2G31240
OG0011341	CARHR290980	AL2G31370
OG0011342	CARHR064900	AL2G31710
OG0011343	CARHR071710	AL2G38610
OG0011344	CARHR071680	AL2G38550
OG0011345	CARHR071390	AL2G38180
OG0011346	CARHR070890	AL2G37610
OG0011347	CARHR021710	AL1G34420
OG0011348	CARHR069920	AL2G36470
OG0011349	CARHR069130	AL2G35710
OG0011350	CARHR069100	AL2G35680
OG0011351	CARHR292020, CARHR237760	AL7G22390
OG0011352	CARHR036470	AL1G53050
OG0011353	CARHR194620	AL8G19750
OG0011354	CARHR068690	AL2G35270
OG0011355	CARHR068490	AL2G35060
OG0011356	CARHR068160	AL2G34730
OG0011357	CARHR067730	AL2G34330
OG0011358	CARHR067650	AL2G34240
OG0011359	CARHR067090	AL2G33810
OG0011360	CARHR067040	AL2G33760
OG0011361	CARHR065630	AL2G32390
OG0011362	CARHR073930	AL2G40870
OG0011364	CARHR074820	AL2G41080
OG0011365	CARHR074380	AL2G41410
OG0011366	CARHR087450	AL3G24610
OG0011367	CARHR087510	AL3G24670
OG0011368	CARHR087720	AL3G24870
OG0011369	CARHR087760	AL3G24920
OG0011370	CARHR087780	AL3G24940
OG0011371	CARHR088160	AL3G25920, AL3G25400
OG0011372	CARHR088470	AL3G25790, AL180U10010
OG0011373	CARHR088570	AL3G25940
OG0011374	CARHR088840	AL3G25980
OG0011375	CARHR088930	AL3G26300
OG0011376	CARHR089120	AL3G26500
OG0011377	CARHR089300	AL3G26840
OG0011378	CARHR043810	AL1G62150
OG0011379	CARHR089850	AL3G27230
OG0011380	CARHR089920, CARHR089940	AL3G27310
OG0011381	CARHR090080	AL3G27460
OG0011382	CARHR090260	AL3G27670
OG0011383	CARHR090320	AL3G27760
OG0011384	CARHR090400	AL3G27860
OG0011385	CARHR090520	AL450U10010, AL3G28020
OG0011386	CARHR091420	AL3G28930
OG0011387	CARHR091530	AL4G34530, AL3G29070
OG0011388	CARHR091550	AL3G29110
OG0011389	CARHR091580, CARHR091590	AL3G29150
OG0011390	CARHR092680	AL3G30420
OG0011391	CARHR093060	AL3G30860
OG0011392	CARHR093250	AL3G31090
OG0011393	CARHR093580	AL3G31460
OG0011394	CARHR093930	nbis-gene-923, AL3G31870
OG0011395	CARHR094140	AL3G32100
OG0011396	CARHR094430	AL3G32390
OG0011397	CARHR094590	AL3G32560
OG0011398	CARHR094700	AL3G32700
OG0011399	CARHR094710	AL3G32710
OG0011400	CARHR094770	AL3G32770
OG0011401	CARHR095210	AL3G33180
OG0011402	CARHR095840	AL3G33930
OG0011403	CARHR096130	AL3G34140
OG0011404	CARHR096230	AL3G34200
OG0011405	CARHR096550	AL3G34650
OG0011406	CARHR097110	AL3G35240
OG0011407	CARHR097720	AL3G35910
OG0011408	CARHR097800	AL3G35960
OG0011409	CARHR097960	AL3G36300
OG0011410	CARHR098080	AL3G36400
OG0011411	CARHR098400	AL3G36820
OG0011412	CARHR098430	AL3G36860
OG0011413	CARHR099010	AL3G37550
OG0011414	CARHR099210	AL3G37910
OG0011415	CARHR100020	AL3G39080
OG0011416	CARHR100400	AL3G43250
OG0011417	CARHR100800	AL3G40110
OG0011418	CARHR101330	AL3G40760
OG0011419	CARHR101540	AL3G40930, AL3G41060
OG0011420	CARHR102020	AL3G41800, AL3G41790
OG0011421	CARHR102760	AL3G42380
OG0011422	CARHR104070	AL3G44220
OG0011423	CARHR103900	AL3G43890
OG0011424	CARHR103860	AL3G43820
OG0011425	CARHR103770	AL3G43690
OG0011426	CARHR103410	AL3G43360
OG0011427	CARHR103280	AL3G43120
OG0011428	CARHR065130	AL668U10020, AL2G31930
OG0011429	CARHR105840	AL3G47330
OG0011431	CARHR106470	AL3G52340
OG0011432	CARHR107770	AL3G50550
OG0011433	CARHR108490	AL3G51070
OG0011434	CARHR109070	AL3G51760
OG0011435	CARHR108940	AL3G51620
OG0011436	CARHR109450	AL3G53030
OG0011437	CARHR109850	AL3G48920
OG0011438	CARHR109940	AL3G48750
OG0011439	CARHR110260	AL3G48410
OG0011440	CARHR110500	AL3G48070
OG0011441	CARHR110700, CARHR174390	AL3G47870
OG0011442	CARHR111030	AL3G53480
OG0011443	CARHR053830, CARHR111540	AL3G54000
OG0011444	CARHR111470	AL3G53910
OG0011445	CARHR044380	AL1G62750
OG0011447	CARHR043680	AL1G62020
OG0011448	CARHR043560	AL1G61820
OG0011449	CARHR042120	AL1G60000
OG0011451	CARHR041950	AL1G59820
OG0011452	CARHR095980	AL3G34050
OG0011453	CARHR039520	AL5G22390
OG0011454	CARHR038180	AL1G55220
OG0011455	CARHR037680	AL1G54560
OG0011456	CARHR222540	AL7G38940
OG0011458	CARHR128890	AL4G30720
OG0011459	CARHR128880	AL481U10030, AL4G30710
OG0011460	CARHR128720	AL270U10030, AL4G30610
OG0011461	CARHR128540	AL4G30420
OG0011462	CARHR161840	AL5G32680
OG0011463	CARHR161950	AL5G32770
OG0011464	CARHR029500	AL1G43780
OG0011465	CARHR162730	AL5G33630, AL6G51120
OG0011466	CARHR162750	AL5G33650
OG0011467	CARHR162860	AL5G33770
OG0011468	CARHR162990	AL5G34020
OG0011469	CARHR235740	AL7G24570
OG0011470	CARHR163880	AL5G34980
OG0011471	CARHR164580	AL5G35740
OG0011472	CARHR164820	AL5G35940
OG0011473	CARHR165240	AL5G36360
OG0011474	CARHR165820	AL5G36980
OG0011475	CARHR165960	AL5G37140
OG0011476	CARHR167040	AL5G38290
OG0011477	CARHR167240	AL5G38530
OG0011478	CARHR167270	AL5G38560
OG0011479	CARHR167700	AL5G39060
OG0011480	CARHR168390	AL5G39740
OG0011481	CARHR168540	AL5G39870
OG0011482	CARHR008620	AL4G11080, AL1G19140
OG0011483	CARHR169870	AL5G41400
OG0011484	CARHR164350	AL5G35500
OG0011485	CARHR170800	AL5G42710
OG0011486	CARHR171060	AL5G42970
OG0011487	CARHR171370	AL5G43270
OG0011488	CARHR141130	AL4G45070
OG0011489	CARHR171980	AL5G44070
OG0011490	CARHR172070	AL5G44080, AL5G44290
OG0011491	CARHR172080	AL5G44300
OG0011492	CARHR172120	AL5G44350
OG0011493	CARHR172310	AL5G44550
OG0011494	CARHR172620	AL2G23530, AL5G45030
OG0011495	CARHR172730	AL213U10020, AL5G45190, AL5G24490
OG0011496	CARHR172800	AL5G45290
OG0011497	CARHR172980	AL5G45460
OG0011498	CARHR173310	AL5G45810
OG0011499	CARHR173450	AL5G45970
OG0011500	CARHR291630	AL5G46190
OG0011501	CARHR291410	AL5G46420
OG0011503	CARHR160660	AL5G31500
OG0011505	CARHR160460	AL5G31240
OG0011507	CARHR161330	AL5G32170
OG0011508	CARHR165610	AL5G36720
OG0011509	CARHR170490	AL5G42380
OG0011510	CARHR172160	AL5G44410
OG0011511	CARHR175940	AL8G12540
OG0011513	CARHR015520	nbis-gene-86
OG0011513	CARHR100360	AL5G22230
OG0011514	CARHR127730	AL4G29380
OG0011516	CARHR069480	AL2G35940
OG0011517	CARHR066570	AL2G33300
OG0011518	CARHR066540	AL2G33290
OG0011519	CARHR234980	AL7G25480
OG0011520	CARHR236180	AL7G24160
OG0011521	CARHR237810	AL7G22340
OG0011522	CARHR238780	AL7G21220
OG0011523	CARHR005220	AL1G15610
OG0011525	CARHR008060, CARHR008070	AL1G18640
OG0011526	CARHR011440	AL1G22240
OG0011527	CARHR050140	AL2G13860
OG0011528	CARHR013920	AL1G25330
OG0011529	CARHR015150	AL1G48790
OG0011529	CARHR015160	AL1G26630
OG0011530	CARHR016730	AL1G28380
OG0011531	CARHR017820, CARHR261670	AL1G29490
OG0011532	CARHR018010	AL1G29680
OG0011533	CARHR021290	AL1G33880
OG0011534	CARHR022050	AL1G34860
OG0011535	CARHR022480	AL1G35570
OG0011536	CARHR216690	AL7G44860
OG0011537	CARHR061240	AL2G27320
OG0011538	CARHR026490	AL1G40330
OG0011539	CARHR059680	AL2G25740
OG0011543	CARHR032040, CARHR032050	AL1G46850
OG0011544	CARHR110780	AL3G47800
OG0011545	CARHR111310	AL3G53750
OG0011546	CARHR109840	AL3G48930
OG0011549	CARHR084450	AL3G21200
OG0011550	CARHR212150	AL6G10240
OG0011551	CARHR209370	AL6G13470
OG0011552	CARHR208960	AL6G13940
OG0011553	CARHR251100	AL6G50200
OG0011554	CARHR231330, CARHR231320	AL7G29420
OG0011555	CARHR230080	nbis-gene-1792
OG0011556	CARHR029760	AL1G44300
OG0011557	CARHR027200	AL1G41230
OG0011558	CARHR124690	AL4G26290
OG0011559	CARHR202300	AL6G21590
OG0011560	CARHR268480	AL8G30630
OG0011561	CARHR200600	AL6G23400
OG0011562	CARHR283260	AL3G44420
OG0011563	CARHR266660	AL8G28250
OG0011564	CARHR268510	AL8G30680
OG0011565	CARHR270120	AL8G32240
OG0011566	CARHR271990	AL8G34290
OG0011567	CARHR192780	AL6G31600
OG0011568	CARHR193160	AL6G31260
OG0011569	CARHR064710	AL6G31120
OG0011570	CARHR193450	AL6G30970
OG0011571	CARHR277970	AL8G41320
OG0011572	CARHR005250	AL1G15640
OG0011573	CARHR015380	AL1G26860, AL1G32100
OG0011574	CARHR016360	AL1G28000
OG0011575	CARHR025700	AL1G39530
OG0011576	CARHR259080	AL4G19560, AL1G52340
OG0011577	CARHR062720	AL2G28890
OG0011578	CARHR060940	AL2G27090
OG0011580	CARHR113160, CARHR113100	AL4G11340
OG0011581	CARHR115560	AL4G17290
OG0011582	CARHR123340	AL4G24810
OG0011584	CARHR253990, CARHR142320, CARHR142310	AL4G46430
OG0011585	CARHR163020	AL5G34160
OG0011586	CARHR242720	AL7G17240
OG0011587	CARHR237030	AL7G23160
OG0011588	CARHR231660	AL7G29030
OG0011589	CARHR284620	nbis-gene-1824, nbis-gene-1842
OG0011590	CARHR182450	AL8G22830
OG0011591	CARHR289140	AL7G44900
OG0011603	CARHR236490	AL7G23810
OG0011604	CARHR236500	AL7G23800
OG0011605	CARHR236800	AL7G23380
OG0011607	CARHR236640	AL7G31180, AL7G23630
OG0011608	CARHR237190	AL7G23020
OG0011609	CARHR237690	AL7G22460
OG0011610	CARHR109260	nbis-gene-903
OG0011611	CARHR238290	AL7G21760
OG0011612	CARHR238380	AL7G21650
OG0011613	CARHR238410	AL7G21620
OG0011614	CARHR238430	AL7G21590
OG0011615	CARHR238450	AL7G21560
OG0011616	CARHR238600	AL7G21400
OG0011617	CARHR238830	AL7G21150
OG0011618	CARHR239410	AL7G20510
OG0011619	CARHR008680	AL1G19190
OG0011620	CARHR239740	AL7G20160
OG0011621	CARHR240530	AL7G19200
OG0011622	CARHR240580	AL7G19160
OG0011623	CARHR128740	AL4G30630
OG0011624	CARHR240850	AL7G18870
OG0011625	CARHR191600	AL6G32890
OG0011626	CARHR241960	AL7G17590
OG0011627	CARHR064630	AL2G31010
OG0011628	CARHR192740	AL6G31640
OG0011629	CARHR242530	AL7G17030
OG0011630	CARHR242920	AL7G16730
OG0011631	CARHR243520	AL7G15960
OG0011632	CARHR030660	AL1G49290
OG0011633	CARHR118950, CARHR030710	AL1G49250
OG0011634	CARHR158120, CARHR030720	AL1G49240
OG0011635	CARHR030960	AL1G49610
OG0011636	CARHR286980	AL1G49460
OG0011637	CARHR031440	AL1G46160
OG0011638	CARHR031520	AL1G46240
OG0011639	CARHR031550	AL1G46290
OG0011640	CARHR031890	AL1G46670
OG0011641	CARHR032010	AL1G48030, AL1G46810
OG0011642	CARHR223670	AL7G37620
OG0011643	CARHR223480	AL7G37790
OG0011644	CARHR223220	AL7G38040
OG0011645	CARHR223190	AL7G38080
OG0011646	CARHR222910	AL7G38450
OG0011647	CARHR113490	AL4G11740
OG0011648	CARHR055600	AL1G64910
OG0011649	CARHR118450	AL4G18960
OG0011650	CARHR055790	AL1G65080
OG0011651	CARHR056030	AL1G65320
OG0011652	CARHR284430	AL1G65540
OG0011653	CARHR055040, CARHR049350	AL1G66250
OG0011654	CARHR055010	AL1G66450
OG0011655	CARHR054480	AL1G67380
OG0011656	CARHR009810	AL1G20400
OG0011657	CARHR053810	AL2G18170
OG0011659	CARHR052860	AL2G16570
OG0011660	CARHR052760	nbis-gene-1158, AL2G16470
OG0011661	CARHR216000	AL7G45860, AL6G17260
OG0011662	CARHR052450	AL2G16100
OG0011663	CARHR179730	AL37U10020, AL8G16510
OG0011664	CARHR052200	AL2G15390
OG0011665	CARHR050640	AL2G14430
OG0011666	CARHR012040	AL1G22880
OG0011667	CARHR144060	AL5G10500
OG0011668	CARHR144270	AL5G10800
OG0011669	CARHR144330	AL5G10880
OG0011670	CARHR023340	AL1G36520
OG0011671	CARHR144390	AL5G10950
OG0011672	CARHR144560	AL5G11090
OG0011673	CARHR144820	AL5G11410
OG0011674	CARHR145060	AL5G11770
OG0011675	CARHR145140	AL5G11900
OG0011676	CARHR145490	AL5G12800
OG0011677	CARHR145760	AL5G13170
OG0011678	CARHR146610	AL5G14140
OG0011679	CARHR288550	AL5G14230
OG0011680	CARHR146660	AL5G14300
OG0011681	CARHR146860	AL5G14540
OG0011682	CARHR147490	AL5G15260
OG0011683	CARHR147660	AL5G15470
OG0011685	CARHR148480	AL5G16360
OG0011686	CARHR261480	AL7G49330
OG0011687	CARHR151910	AL5G18670
OG0011689	CARHR059520	AL2G25420
OG0011690	CARHR059060	AL2G25170
OG0011691	CARHR058960	AL2G25050
OG0011692	CARHR058720	AL2G24630
OG0011693	CARHR058490	AL2G23020
OG0011694	CARHR058420	AL2G24240
OG0011695	CARHR058260	AL2G24090
OG0011696	CARHR292170	AL2G23900
OG0011697	CARHR057900	AL2G23430
OG0011698	CARHR003620	AL1G13890
OG0011699	CARHR263660	AL5G30950, AL7G51540
OG0011700	CARHR028160	AL1G42570
OG0011701	CARHR046300	AL2G10140
OG0011702	CARHR046390	AL2G10220
OG0011703	CARHR046450	AL2G10300
OG0011704	CARHR046490	AL2G10410
OG0011705	CARHR046790	AL2G10880
OG0011706	CARHR047320	AL2G11280
OG0011707	CARHR047680	AL2G11570
OG0011708	CARHR048330	AL2G12340
OG0011709	CARHR048660	AL2G12640
OG0011710	CARHR048960, CARHR050440, CARHR289620	AL2G12940
OG0011711	CARHR049130	AL2G13080
OG0011712	CARHR087100	AL3G24260
OG0011713	CARHR233580	AL7G26910
OG0011714	CARHR159510, CARHR166750	AL5G38010
OG0011715	CARHR136080	AL4G38940
OG0011716	CARHR135790	AL4G38560
OG0011717	CARHR135740	AL4G38500
OG0011718	CARHR083430	AL3G20140, AL3G20130
OG0011719	CARHR083700	AL3G20490
OG0011720	CARHR083880, CARHR083890	AL3G20650
OG0011721	CARHR083950	AL3G20720
OG0011722	CARHR083980	AL3G20740
OG0011723	CARHR084400	AL3G21130
OG0011724	CARHR266290	nbis-gene-2117
OG0011725	CARHR084670	AL3G21520
OG0011726	CARHR084790	AL3G21640
OG0011727	CARHR084940	AL3G21800
OG0011728	CARHR085250	AL3G22140
OG0011729	CARHR085310	AL3G22200, AL532U10020
OG0011730	CARHR085360	AL3G22300
OG0011731	CARHR085370	AL3G22310
OG0011732	CARHR085420	AL3G22370
OG0011733	CARHR085480	AL3G22440
OG0011734	CARHR085550	AL3G22510
OG0011735	CARHR086220	AL222U10020, AL3G23220
OG0011736	CARHR086620	AL3G23660
OG0011737	CARHR258760	AL8G23910
OG0011738	CARHR258440	AL8G24200
OG0011739	CARHR258450	AL8G24190
OG0011740	CARHR258370	AL8G24260
OG0011741	CARHR257500	AL8G24950
OG0011742	CARHR257380	AL8G25050
OG0011743	CARHR256990	AL8G25350
OG0011744	CARHR256960	AL8G25370
OG0011745	CARHR256880	AL8G25430
OG0011746	CARHR264090	AL8G25600
OG0011747	CARHR264300	AL8G25820
OG0011748	CARHR264310	AL8G25840
OG0011749	CARHR264930	AL8G26320
OG0011750	CARHR265300	AL8G26740
OG0011752	CARHR265420	AL8G26860
OG0011753	CARHR293240	AL8G23490
OG0011754	CARHR235470	AL7G24910
OG0011755	CARHR266810	AL8G28600
OG0011756	CARHR267330	AL8G29260
OG0011757	CARHR267140	AL8G29120
OG0011758	CARHR267080	AL8G29050
OG0011759	CARHR267540	AL8G28770, AL8G29590
OG0011760	CARHR267810	AL8G29900
OG0011761	CARHR267850	AL8G30020
OG0011762	CARHR268250	AL8G30380
OG0011763	CARHR234510	nbis-gene-1772
OG0011764	CARHR268730	AL8G30940
OG0011765	CARHR268880	AL8G31140, AL848U10010
OG0011766	CARHR269040	AL8G31300
OG0011767	CARHR269070	AL8G31340, AL77U10010
OG0011768	CARHR269420	AL8G31630
OG0011769	CARHR269490	AL8G31760
OG0011770	CARHR269580	AL8G31810
OG0011771	CARHR270310	AL8G32440
OG0011772	CARHR270890	AL8G33040
OG0011773	CARHR270910	AL8G33060
OG0011774	CARHR271000	AL8G33180, AL161U10040
OG0011775	CARHR271370	AL8G33630
