Orthogroup	Cardamine_hirsuta	Arabidopsis_arenosa
OG0006856	CARHR210920	jg3981
OG0006857	CARHR210910	jg3982
OG0006858	CARHR210270	jg4039
OG0006859	CARHR210210	jg4045
OG0006860	CARHR210120	jg4052
OG0006861	CARHR210010	jg4064
OG0006862	CARHR209380	jg4133
OG0006863	CARHR209350	jg4136
OG0006864	CARHR028150	jg31401
OG0006865	CARHR193230	jg5830
OG0006866	CARHR192980	jg5852
OG0006867	CARHR217080, CARHR225200, CARHR056430, CARHR192890, CARHR056440	jg5859
OG0006868	CARHR192640	jg5883
OG0006869	CARHR192520	jg5896
OG0006870	CARHR192000	jg5948
OG0006871	CARHR191950	jg5955
OG0006872	CARHR191880	jg5963
OG0006873	CARHR191590	jg5992
OG0006874	CARHR191450	jg6010
OG0006875	CARHR190590	jg6129
OG0006876	CARHR274340	jg23005
OG0006878	CARHR273620	jg22937
OG0006879	CARHR273380	jg22917, jg21624
OG0006880	CARHR277000	jg23287
OG0006881	CARHR277700	jg23356
OG0006882	CARHR277710	jg23357
OG0006883	CARHR277920	jg23391
OG0006884	CARHR277990	jg23399
OG0006885	CARHR258190	jg23415
OG0006886	CARHR278230	jg23421
OG0006887	CARHR278400	jg23446
OG0006888	CARHR278410	jg23447
OG0006889	CARHR278780	jg23486
OG0006890	CARHR278940	jg22815, jg23498
OG0006891	CARHR293770	jg23507
OG0006892	CARHR279000	jg23517
OG0006893	CARHR279300	jg23547
OG0006894	CARHR279480	jg23563
OG0006895	CARHR280120	jg23631
OG0006896	CARHR280150	jg23634
OG0006897	CARHR280260	jg23645
OG0006899	CARHR281320	jg23754
OG0006901	CARHR281390	jg23761
OG0006902	CARHR248050	jg8244
OG0006903	CARHR248290	jg8223
OG0006904	CARHR248860, CARHR248820	jg8172
OG0006905	CARHR248550	jg8198
OG0006906	CARHR249180	jg8120
OG0006907	CARHR249490	jg8158
OG0006908	CARHR001340	jg28515
OG0006909	CARHR250290	jg8014
OG0006910	CARHR251270	jg7874
OG0006911	CARHR251350	jg7897
OG0006912	CARHR251530	jg7907
OG0006913	CARHR251710	jg7922
OG0006914	CARHR003060	jg28688
OG0006915	CARHR179330	jg20799
OG0006916	CARHR179470	jg20804
OG0006917	CARHR179570	jg20817
OG0006918	CARHR127360	jg18435
OG0006919	CARHR127100	jg18395
OG0006920	CARHR125990	jg18293
OG0006921	CARHR126590	jg18346
OG0006922	CARHR126640	jg18351
OG0006923	CARHR126650	jg18352
OG0006925	CARHR126350	jg18322
OG0006926	CARHR126290	jg18317
OG0006927	CARHR125970	jg18287
OG0006928	CARHR125810	jg18274
OG0006929	CARHR125500	jg18244
OG0006930	CARHR125460, CARHR125470	jg18242
OG0006931	CARHR125200	jg18220
OG0006932	CARHR124540	jg18152
OG0006933	CARHR124200, CARHR246560	jg18118
OG0006934	CARHR123960	jg18092
OG0006935	CARHR123670	jg18076
OG0006936	CARHR006620	jg29047
OG0006937	CARHR123450	jg18053
OG0006938	CARHR123390	jg18043
OG0006939	CARHR122960	jg17985
OG0006940	CARHR122250	jg17898
OG0006942	CARHR121840	jg17850
OG0006943	CARHR121560	jg17826
OG0006944	CARHR121340	jg17802
OG0006945	CARHR119240, CARHR063930	jg17555
OG0006946	CARHR119400	jg17574
OG0006947	CARHR119520	jg17589
OG0006948	CARHR119880	jg17635
OG0006949	CARHR120110	jg17658
OG0006950	CARHR114870	jg17261, jg10823
OG0006951	CARHR286490, CARHR286480	jg17228
OG0006952	CARHR115390	jg17199
OG0006953	CARHR075630	jg23962
OG0006954	CARHR233960	jg9815
OG0006955	CARHR234540	jg9757
OG0006956	CARHR075740	jg23974
OG0006957	CARHR075940	jg23995
OG0006958	CARHR075970	jg23998
OG0006959	CARHR076120	jg24021
OG0006960	CARHR076580	jg24076
OG0006961	CARHR076660	jg24086
OG0006962	CARHR076860	jg24107
OG0006963	CARHR077000	jg24123
OG0006964	CARHR077070	jg24134
OG0006965	CARHR077640	jg24207
OG0006966	CARHR077770	jg24219
OG0006967	CARHR077880	jg24234
OG0006968	CARHR078160	jg24265
OG0006969	CARHR078430	jg24307
OG0006970	CARHR078560	jg24316
OG0006971	CARHR078750	jg24336
OG0006972	CARHR079040	jg24367
OG0006973	CARHR079220	jg24382
OG0006974	CARHR079680	jg24434
OG0006975	CARHR079890	jg24455
OG0006976	CARHR080490	jg24528
OG0006977	CARHR080500	jg24529
OG0006978	CARHR080580	jg24539
OG0006979	CARHR080760	jg24556
OG0006980	CARHR080790	jg24559
OG0006981	CARHR194510	jg5695
OG0006982	CARHR081400	jg24627
OG0006983	CARHR081410	jg24629
OG0006984	CARHR081610	jg24653
OG0006985	CARHR081760	jg24668
OG0006986	CARHR082060	jg24695
OG0006987	CARHR082500	jg24736
OG0006988	CARHR083320	jg24816
OG0006989	CARHR135240	jg19270
OG0006990	CARHR135130	jg19254
OG0006991	CARHR135010	jg19243
OG0006992	CARHR134720, CARHR033570	jg19212
OG0006993	CARHR134620	jg19198
OG0006994	CARHR134470	jg19183
OG0006995	CARHR134040	jg19125
OG0006996	CARHR134220	jg19115
OG0006997	CARHR133570	jg19068
OG0006998	CARHR133500	jg19063
OG0006999	CARHR133440	jg19059
OG0007000	CARHR133430	jg19058
OG0007001	CARHR130130	jg18721
OG0007002	CARHR130150	jg18723
OG0007003	CARHR130290	jg18736
OG0007004	CARHR130320	jg18740
OG0007005	CARHR130440	jg18751
OG0007006	CARHR130540	jg18759
OG0007007	CARHR130730	jg18778
OG0007008	CARHR131620	jg18857
OG0007009	CARHR132340	jg18874
OG0007010	CARHR132260	jg18882
OG0007011	CARHR132220	jg18886
OG0007012	CARHR132160	jg18895
OG0007013	CARHR132440	jg18953
OG0007014	CARHR132860	jg19004, jg18997
OG0007015	CARHR133190	jg19034
OG0007016	CARHR016350	jg30073
OG0007017	CARHR073840, CARHR072120	jg3695
OG0007018	CARHR016800	jg30119
OG0007019	CARHR087250	jg25229
OG0007020	CARHR017320	jg30203, jg30191
OG0007021	CARHR017370	jg30209
OG0007023	CARHR065200	jg2866
OG0007024	CARHR018230	jg30288
OG0007025	CARHR018280	jg30293
OG0007026	CARHR018450	jg30309
OG0007027	CARHR018570	jg30321
OG0007028	CARHR019230	jg30384
OG0007029	CARHR019610	jg30425
OG0007030	CARHR019620	jg30426
OG0007031	CARHR019810	jg30448
OG0007032	CARHR019820, CARHR035530	jg30449
OG0007033	CARHR020110	jg13463, jg30482
OG0007034	CARHR020220	jg30495
OG0007035	CARHR021120	jg30605
OG0007036	CARHR021320	jg30634, jg24040
OG0007037	CARHR021790	jg30687
OG0007038	CARHR022230	jg30739
OG0007039	CARHR022310	jg30745
OG0007040	CARHR022420	jg30766
OG0007041	CARHR022450	jg30771, jg1117
OG0007043	CARHR023860	jg30915, jg32006
OG0007044	CARHR024190	jg30946
OG0007045	CARHR024310	jg30962
OG0007046	CARHR024630	jg31011
OG0007047	CARHR025920	jg31158
OG0007048	CARHR026500	jg31217
OG0007049	CARHR026690	jg31233, jg31234
OG0007050	CARHR231730	jg10049, jg10047
OG0007051	CARHR231950	jg10022
OG0007052	CARHR232060	jg10008
OG0007053	CARHR264400	jg21831
OG0007054	CARHR235350	jg9680
OG0007055	CARHR117630	jg16926
OG0007056	CARHR293150	jg16815
OG0007057	CARHR132570, CARHR132580	jg18967
OG0007058	CARHR114070	jg16708
OG0007059	CARHR113340	jg16649
OG0007060	CARHR111890	jg16508
OG0007061	CARHR184190	jg21347
OG0007062	CARHR015030	jg29935
OG0007063	CARHR014640	jg29895
OG0007064	CARHR014270	jg29859
OG0007065	CARHR013570	jg29781
OG0007066	CARHR013360	jg29760
OG0007067	CARHR013300	jg29753
OG0007068	CARHR012740	jg29688
OG0007069	CARHR012700	jg29685
OG0007070	CARHR012190	jg29626
OG0007071	CARHR138290	jg19648
OG0007071	CARHR002860	jg31814
OG0007072	CARHR011420	jg29535
OG0007073	CARHR011380	jg29531
OG0007074	CARHR011250, CARHR034020	jg29515
OG0007075	CARHR011230	jg29512
OG0007076	CARHR010470, CARHR009040	jg29417
OG0007077	CARHR010130	jg29379
OG0007078	CARHR009710	jg29344
OG0007079	CARHR009700	jg29343
OG0007080	CARHR009240	jg29289
OG0007081	CARHR008900	jg29259
OG0007082	CARHR008720	jg29241
OG0007083	CARHR008140	jg29191
OG0007084	CARHR288620, CARHR141830	jg20057
OG0007085	CARHR007230	jg29101, jg29102
OG0007086	CARHR007040	jg29085
OG0007087	CARHR007010	jg29083
OG0007088	CARHR006570	jg29039
OG0007089	CARHR257370	jg21747
OG0007090	CARHR241130	jg9072
OG0007091	CARHR005740	jg28971
OG0007092	CARHR005600	jg28956
OG0007093	CARHR005240	jg28917
OG0007094	CARHR004350	jg28818
OG0007095	CARHR004150	jg28798
OG0007096	CARHR004040	jg28788
OG0007097	CARHR171650, CARHR003940	jg28779
OG0007098	CARHR003900	jg28774
OG0007099	CARHR003610	jg28745
OG0007100	CARHR003280	jg28713
OG0007101	CARHR003180	jg28703
OG0007102	CARHR002320	jg28613
OG0007103	CARHR002300	jg10967
OG0007104	CARHR002250	jg28604
OG0007105	CARHR002230	jg28601
OG0007106	CARHR000880	jg28473
OG0007107	CARHR161100	jg15038
OG0007108	CARHR000250	jg28412
OG0007109	CARHR198960	jg5255
OG0007110	CARHR198990	jg5252
OG0007111	CARHR199010	jg5250
OG0007112	CARHR199130	jg5236
OG0007113	CARHR198510	jg5304
OG0007114	CARHR197940	jg5362
OG0007115	CARHR198130	jg5343
OG0007116	CARHR197650	jg5392
OG0007117	CARHR196870	jg5464
OG0007118	CARHR196630	jg12320
OG0007119	CARHR196620	jg5487
OG0007120	CARHR196210	jg5524
OG0007121	CARHR195950	jg5553
OG0007122	CARHR195780	jg5576
OG0007123	CARHR194330	jg5715
OG0007124	CARHR193770	jg5779
OG0007125	CARHR187040	jg6542
OG0007126	CARHR186950	jg6551
OG0007127	CARHR186520	jg6604
OG0007128	CARHR186060	jg6656
OG0007129	CARHR185350	jg6862
OG0007130	CARHR182100	jg21578
OG0007131	CARHR284560	jg21479
OG0007132	CARHR182830	jg21464
OG0007133	CARHR183830	jg21372
OG0007134	CARHR183260	jg21430
OG0007135	CARHR199940	jg5163
OG0007136	CARHR206150	jg4525
OG0007137	CARHR206420	jg4497
OG0007138	CARHR206630	jg4454, jg4437
OG0007139	CARHR199960	jg5161
OG0007141	CARHR207060	jg4406
OG0007142	CARHR207700	jg4477, jg4312
OG0007143	CARHR208190	jg4258
OG0007145	CARHR208330	jg4243
OG0007146	CARHR208780	jg4200
OG0007147	CARHR193460	jg5806
OG0007148	CARHR187580	jg6467
OG0007149	CARHR187610	jg6461
OG0007150	CARHR187620	jg6458
OG0007151	CARHR188410	jg6379
OG0007152	CARHR188440	jg6375
OG0007153	CARHR188650	jg6351
OG0007154	CARHR188660	jg6350
OG0007155	CARHR189260	jg6278
OG0007156	CARHR189460	jg6264
OG0007157	CARHR189470	jg6263
OG0007158	CARHR157700	jg14713
OG0007159	CARHR190170, CARHR189920	jg6211
OG0007160	CARHR190010	jg6201
OG0007161	CARHR190240	jg6179
OG0007162	CARHR190250	jg6178
OG0007163	CARHR274560	jg23028
OG0007164	CARHR274600	jg23034
OG0007165	CARHR274660	jg23039
OG0007166	CARHR274980	jg23068
OG0007167	CARHR275300	jg23100
OG0007168	CARHR276210	jg23195
OG0007169	CARHR276290	jg23202
OG0007170	CARHR276370	jg23211
OG0007171	CARHR276560	jg23231
OG0007172	CARHR156770	jg14608
OG0007173	CARHR276770	jg23258
OG0007174	CARHR272620	jg22786
OG0007175	CARHR160420	jg14963
OG0007176	CARHR158860	jg14837
OG0007177	CARHR158630	jg14816
OG0007178	CARHR156870	jg14622
OG0007179	CARHR276470	jg23221
OG0007179	CARHR156670	jg14597
OG0007180	CARHR156320	jg14568
OG0007181	CARHR155580	jg14490
OG0007182	CARHR154380	jg14382
OG0007183	CARHR150840	jg14273, jg17675
OG0007184	CARHR150930	jg14266, jg14262
OG0007185	CARHR104550	jg14148
OG0007186	CARHR154110	jg14077
OG0007187	CARHR060030	jg2279
OG0007188	CARHR059950	jg2269
OG0007189	CARHR171810	jg16203
OG0007191	CARHR062270	jg2522
OG0007192	CARHR062520	jg2544
OG0007193	CARHR060860	jg2379
OG0007194	CARHR062970	jg2588, jg13738
OG0007195	CARHR062980	jg2589
OG0007196	CARHR063070	jg2598
OG0007197	CARHR064060	jg2693
OG0007198	CARHR064190	jg2712
OG0007199	CARHR064290	jg2720
OG0007200	CARHR064480	jg2742
OG0007201	CARHR291000	jg2800
OG0007202	CARHR064770	jg2821
OG0007204	CARHR071780	jg3507
OG0007205	CARHR071200	jg3439
OG0007206	CARHR177070, CARHR177270, CARHR177260	jg20580
OG0007207	CARHR070820	jg3401
OG0007208	CARHR070720	jg3391
OG0007209	CARHR070290	jg3338
OG0007210	CARHR069980	jg3304
OG0007211	CARHR069810	jg3285
OG0007212	CARHR069610	jg3262
OG0007213	CARHR069140	jg3230
OG0007214	CARHR069110	jg3228
OG0007215	CARHR068290	jg3149
OG0007217	CARHR068150	jg3135
OG0007218	CARHR068120	jg3131
OG0007219	CARHR067750	jg3100
OG0007220	CARHR066830	jg3018
OG0007221	CARHR066220	jg2963
OG0007222	CARHR124900	jg20227
OG0007223	CARHR065700	jg2913
OG0007224	CARHR065290	jg2873
OG0007225	CARHR071880	jg3513
OG0007226	CARHR072220	jg3550
OG0007227	CARHR085050	jg24991
OG0007228	CARHR072950	jg3616
OG0007229	CARHR073030	jg3627
OG0007230	CARHR073330	jg3651
OG0007231	CARHR016490	jg30090
OG0007232	CARHR074440	jg3766
OG0007233	CARHR073650	jg3678
OG0007234	CARHR073710	jg3683
OG0007235	CARHR073810	jg3693
OG0007236	CARHR125340, CARHR074090	jg17235, jg3708
OG0007237	CARHR016270	jg30068
OG0007238	CARHR074230	jg30597
OG0007239	CARHR074270	jg24631
OG0007241	CARHR087600	jg25270
OG0007242	CARHR088270, CARHR088280, CARHR088290	jg25343
OG0007243	CARHR088460	jg25366
OG0007244	CARHR088630	jg25387
OG0007245	CARHR089040	jg25425
OG0007246	CARHR089090	jg25430
OG0007247	CARHR089560, CARHR089570	jg25475
OG0007248	CARHR090410	jg25575
OG0007249	CARHR090570	jg25597
OG0007250	CARHR090640	jg25600
OG0007251	CARHR090850	jg25620
OG0007252	CARHR090900	jg25625
OG0007253	CARHR091210	jg25649
OG0007254	CARHR091220	jg25650
OG0007255	CARHR091310	jg25660
OG0007256	CARHR091390	jg25666
OG0007257	CARHR093680	jg25955
OG0007258	CARHR092310	jg25784
OG0007259	CARHR092470	jg25813
OG0007260	CARHR092780	jg25850
OG0007261	CARHR093140	jg25889
OG0007262	CARHR093160	jg25895
OG0007263	CARHR093270	jg25914
OG0007264	CARHR094240	jg25930, jg26641
OG0007265	CARHR093490	jg25936
OG0007266	CARHR093830	jg25978
OG0007267	CARHR094160	jg26009
OG0007268	CARHR094300	jg26021
OG0007269	CARHR094670	jg26064
OG0007270	CARHR094760	jg26073
OG0007271	CARHR094820	jg26080
OG0007272	CARHR094910	jg26089
OG0007273	CARHR095160	jg26116
OG0007274	CARHR095520	jg26148
OG0007275	CARHR095850	jg26176
OG0007276	CARHR096770	jg26259
OG0007277	CARHR097080	jg26301
OG0007278	CARHR097500	jg26351
OG0007279	CARHR097390	jg26336
OG0007280	CARHR097370	jg26332
OG0007281	CARHR097250	jg26322
OG0007282	CARHR098040	jg26436
OG0007283	CARHR098060	jg26440
OG0007284	CARHR098190	jg26455
OG0007285	CARHR098200	jg26456
OG0007286	CARHR098380	jg26479
OG0007287	CARHR098520, CARHR098510	jg26495
OG0007288	CARHR098600	jg26511
OG0007289	CARHR099580	jg26614
OG0007290	CARHR099670	jg26632
OG0007291	CARHR099740	jg26638
OG0007292	CARHR100030	jg26677
OG0007293	CARHR100150	jg21323, jg26702
OG0007294	CARHR100510	jg26748
OG0007295	CARHR100660	jg26768
OG0007296	CARHR105020	jg27363
OG0007297	CARHR121150	jg7224
OG0007298	CARHR104950	jg27356
OG0007299	CARHR105630	jg27552
OG0007300	CARHR106710	jg27705
OG0007301	CARHR293440	jg27833
OG0007302	CARHR107480	jg27863
OG0007303	CARHR108000	jg27905
OG0007304	CARHR108630	jg27962
OG0007305	CARHR109470	jg28068
OG0007306	CARHR109720	jg28113
OG0007307	CARHR110030	jg28149
OG0007308	CARHR110970	jg28259
OG0007309	CARHR087180	jg25222
OG0007310	CARHR045250, CARHR051640	jg33716
OG0007311	CARHR044950	jg33689
OG0007312	CARHR044820	jg33678
OG0007313	CARHR044090	jg33604
OG0007314	CARHR042710	jg33450
OG0007315	CARHR042370	jg33408
OG0007316	CARHR042280	jg33394
OG0007317	CARHR041900	jg33334
OG0007318	CARHR041760	jg33320
OG0007319	CARHR113150	jg33126
OG0007319	CARHR040130	jg33134
OG0007320	CARHR039370, CARHR039360, CARHR039340	jg33039
OG0007321	CARHR038670	jg32954
OG0007322	CARHR038920	jg32977
OG0007323	CARHR038030	jg32921
OG0007324	CARHR037880	jg32902
OG0007325	CARHR037580	jg32852, jg32869
OG0007326	CARHR222600	jg11030, jg11035
OG0007327	CARHR222560	jg11038
OG0007328	CARHR290480	jg11090
OG0007329	CARHR128960	jg18597
OG0007330	CARHR128940	jg18595
OG0007331	CARHR161760	jg26361
OG0007332	CARHR161800	jg15118
OG0007333	CARHR162120	jg15146
OG0007334	CARHR162260	jg15167
OG0007335	CARHR162270	jg15168
OG0007336	CARHR060240, CARHR163130	jg15249
OG0007337	CARHR161450	jg15081, jg15066, jg15059
OG0007338	CARHR161360	jg15065, jg15072
OG0007339	CARHR164310	jg15375
OG0007340	CARHR164510	jg15396
OG0007341	CARHR164870	jg15426
OG0007342	CARHR165510, CARHR165500, CARHR165490	jg15485
OG0007343	CARHR240440, CARHR053370	jg9141
OG0007344	CARHR292640, CARHR165910	jg15535
OG0007345	CARHR166610	jg15621
OG0007346	CARHR167000	jg15701
OG0007347	CARHR169050	jg15894
OG0007348	CARHR169070	jg15896
OG0007350	CARHR171020	jg16119
OG0007351	CARHR171100	jg16129
OG0007352	CARHR171630	jg16183
OG0007353	CARHR172380	jg16271
OG0007354	CARHR172450	jg16281
OG0007355	CARHR291760	jg16406, jg16397, jg16390
OG0007356	CARHR042480	jg33424
OG0007357	CARHR133690	jg19078
OG0007358	CARHR267730	jg22251
OG0007359	CARHR057640, CARHR057720	jg2012, jg2011
OG0007359	CARHR162620	jg15198
OG0007360	CARHR172510	jg16288
OG0007361	CARHR173590	jg20263
OG0007362	CARHR120630	jg27896
OG0007363	CARHR128470	jg18541
OG0007364	CARHR128670	jg18560
OG0007365	CARHR129070	jg18609
OG0007367	CARHR099530	jg26611
OG0007368	CARHR068710	jg3192
OG0007369	CARHR067780	jg3103
OG0007370	CARHR239940	jg9195
OG0007371	CARHR244560	jg8714
OG0007372	CARHR003790, CARHR115370	jg28763
OG0007373	CARHR012620	jg29680
OG0007374	CARHR093040	jg25876
OG0007375	CARHR201190	jg12075, jg12093
OG0007376	CARHR091090	jg25637
OG0007379	CARHR200340	jg5127
OG0007380	CARHR228640	jg10366
OG0007380	CARHR228590	jg10368
OG0007381	CARHR225900	jg10693
OG0007382	CARHR224940	jg10789
OG0007384	CARHR120000	jg17647
OG0007385	CARHR196070	jg5541
OG0007386	CARHR185120	jg6779
OG0007387	CARHR270110	jg22527
OG0007388	CARHR271110	jg22631
OG0007389	CARHR155200	jg14445
OG0007392	CARHR289570, CARHR261540, CARHR261550	jg31782
OG0007392	CARHR287000	jg30987
OG0007393	CARHR109180	jg28027
OG0007394	CARHR113730	jg16679
OG0007395	CARHR067430, CARHR067320, CARHR067420, CARHR067360, CARHR218490, CARHR183930	jg17122
OG0007395	CARHR115420	jg21555
OG0007396	CARHR146140	jg13178
OG0007397	CARHR153110	jg14168
OG0007400	CARHR264950	jg21886
OG0007413	CARHR235960	jg9611
OG0007414	CARHR236260	jg9584
OG0007415	CARHR236280	jg9582
OG0007416	CARHR236440	jg9566
OG0007417	CARHR236510	jg9558
OG0007418	CARHR236610	jg9549
OG0007419	CARHR237350	jg9484
OG0007420	CARHR237570	jg9457
OG0007421	CARHR237730	jg9436
OG0007422	CARHR237930	jg9417
OG0007423	CARHR237990	jg9404
OG0007424	CARHR238180	jg9384
OG0007425	CARHR238470	jg9350
OG0007426	CARHR239050	jg9285
OG0007427	CARHR239160	jg9273
OG0007428	CARHR239250	jg9265
OG0007429	CARHR239290	jg9261
OG0007430	CARHR239380	jg9253
OG0007431	CARHR239420	jg9249
OG0007433	CARHR235710	jg9638
OG0007434	CARHR240110	jg9180
OG0007435	CARHR240120	jg9171
OG0007436	CARHR115030	jg9169
OG0007437	CARHR240170	jg9167
OG0007438	CARHR240270	jg9158
OG0007439	CARHR240510	jg9137
OG0007440	CARHR240720	jg9116
OG0007441	CARHR241260	jg9062
OG0007442	CARHR241140	jg9071
OG0007443	CARHR241510	jg9038
OG0007444	CARHR241500	jg9039
OG0007445	CARHR241870	jg8992
OG0007446	CARHR242560	jg8937
OG0007448	CARHR242190	jg8961
OG0007449	CARHR242170	jg8963
OG0007450	CARHR242120	jg8967
OG0007451	CARHR242300	jg8909
OG0007452	CARHR242770	jg8904
OG0007453	CARHR242840	jg8896
OG0007454	CARHR242820, CARHR153010	jg8894
OG0007455	CARHR243070	jg8874
OG0007456	CARHR243250	jg8859
OG0007457	CARHR030610	jg31719
OG0007458	CARHR287040	jg31776
OG0007459	CARHR287020	jg31778
OG0007460	CARHR031270	jg31825
OG0007461	CARHR031470, CARHR031480	jg31844
OG0007462	CARHR031530	jg31854
OG0007463	CARHR031600	jg31866
OG0007464	CARHR223410	jg10935
OG0007465	CARHR223130	jg10958
OG0007466	CARHR222820	jg11002
OG0007467	CARHR222730	jg11015
OG0007468	CARHR055580	jg6688, jg1554
OG0007469	CARHR055840	jg1520
OG0007470	CARHR222300	jg11159
OG0007471	CARHR054960	jg1363
OG0007472	CARHR205680	jg4588
OG0007473	CARHR053740	jg1178
OG0007474	CARHR053600	jg1091
OG0007475	CARHR052070	jg876, jg877
OG0007476	CARHR051540, CARHR048850	jg857
OG0007477	CARHR011340	jg29524
OG0007478	CARHR050770	jg795
OG0007479	CARHR050620	jg776
OG0007480	CARHR050590, CARHR050580	jg771
OG0007481	CARHR143610	jg12896
OG0007482	CARHR143710	jg12908
OG0007483	CARHR143810	jg12918
OG0007484	CARHR144380	jg12986
OG0007485	CARHR015270	jg29958
OG0007486	CARHR145290	jg13083
OG0007487	CARHR145430	jg13103
OG0007488	CARHR145530	jg13117
OG0007489	CARHR145680	jg13135
OG0007490	CARHR145860	jg13152
OG0007491	CARHR019790	jg30446
OG0007492	CARHR146570	jg13220
OG0007493	CARHR146700	jg13242
OG0007494	CARHR146890	jg13264
OG0007495	CARHR055520, CARHR147380	jg13325
OG0007496	CARHR147440	jg13330
OG0007497	CARHR147880	jg13376
OG0007498	CARHR148080	jg13396
OG0007499	CARHR148190	jg13401
OG0007500	CARHR148250	jg13406
OG0007501	CARHR148410, CARHR148400	jg13425
OG0007502	CARHR148420	jg13426
OG0007503	CARHR148660	jg13468
OG0007504	CARHR149170	jg13527
OG0007506	CARHR153860	jg13740
OG0007507	CARHR263170	jg12484
OG0007508	CARHR153060	jg13805
OG0007509	CARHR153430	jg13864
OG0007510	CARHR059690	jg2243
OG0007511	CARHR059440	jg2217
OG0007512	CARHR058950	jg2174
OG0007513	CARHR292300	jg2057
OG0007514	CARHR058110	jg2052
OG0007515	CARHR057580, CARHR119180	jg1984
OG0007516	CARHR056980	jg1867
OG0007517	CARHR195380	jg5616
OG0007518	CARHR046330	jg371
OG0007519	CARHR044680	jg33666
OG0007520	CARHR046800	jg430
OG0007521	CARHR047000	jg464
OG0007522	CARHR047690	jg505
OG0007523	CARHR048160	jg546
OG0007524	CARHR048180	jg548, jg551
OG0007525	CARHR048410	jg578
OG0007526	CARHR048630	jg595
OG0007527	CARHR049430	jg677
OG0007528	CARHR049530	jg683
OG0007529	CARHR049790	jg693
OG0007530	CARHR087150	jg25219
OG0007531	CARHR087130	jg25217
OG0007532	CARHR087120	jg25216
OG0007533	CARHR087000, CARHR151150	jg25204
OG0007534	CARHR235720	jg9635
OG0007535	CARHR233270	jg9881
OG0007536	CARHR233460	jg9864
OG0007537	CARHR233550	jg9853
OG0007538	CARHR135940	jg19352
OG0007539	CARHR135850	jg19343
OG0007540	CARHR135820	jg19338
OG0007541	CARHR083510	jg24837
OG0007542	CARHR083520	jg24841
OG0007543	CARHR083570	jg24846
OG0007544	CARHR083910	jg24878
OG0007545	CARHR083970	jg24882
OG0007546	CARHR084170	jg24901
OG0007547	CARHR084280	jg24910, jg20316
OG0007548	CARHR209570	jg4116
OG0007549	CARHR084520	jg24933
OG0007550	CARHR084600	jg24948
OG0007551	CARHR084830	jg24969
OG0007552	CARHR085030	jg24989
OG0007553	CARHR208690	jg4209
OG0007554	CARHR085340	jg25020
OG0007555	CARHR085770	jg25068
OG0007556	CARHR085840	jg25075
OG0007557	CARHR085960	jg25092
OG0007559	CARHR086170	jg25113
OG0007560	CARHR086240	jg25121
OG0007561	CARHR086280	jg25126
OG0007562	CARHR086350	jg25134
OG0007563	CARHR235780	jg9629
OG0007564	CARHR086490	jg25146
OG0007565	CARHR086500	jg25147
OG0007566	CARHR086540	jg25150
OG0007567	CARHR086840	jg25186
OG0007568	CARHR086860	jg25188
OG0007569	CARHR167420	jg15725, jg15656
OG0007570	CARHR258840	jg21639
OG0007571	CARHR174600	jg20376
OG0007572	CARHR037030	jg32776
OG0007573	CARHR257660	jg21730
OG0007574	CARHR257570	jg21735
OG0007575	CARHR232420, CARHR257460	jg21740
OG0007576	CARHR257410	jg21743
OG0007577	CARHR241420	jg9046
OG0007578	CARHR265430	jg21939
OG0007579	CARHR266390	jg22054
OG0007581	CARHR266160	jg22037
OG0007582	CARHR266080	jg22030
OG0007583	CARHR287010, CARHR266050	jg22027
OG0007584	CARHR266480	jg22056
OG0007585	CARHR266540	jg22062
OG0007586	CARHR267320	jg22192
OG0007587	CARHR267090	jg22163
OG0007588	CARHR267670	jg22234
OG0007589	CARHR267870	jg22282
OG0007590	CARHR268270	jg22319
OG0007591	CARHR268900	jg22395
OG0007592	CARHR269240	jg22425
OG0007593	CARHR269470	jg2115, jg22457
OG0007594	CARHR269590	jg22467, jg22468
OG0007596	CARHR270640	jg22574
OG0007597	CARHR270750	jg22591
OG0007598	CARHR270780	jg22594
OG0007599	CARHR270830	jg22600
OG0007600	CARHR271170	jg22637
OG0007601	CARHR271220	jg22644
OG0007602	CARHR271420	jg22669
OG0007603	CARHR271550	jg22683
OG0007604	CARHR271970	jg22721
OG0007605	CARHR186070	jg6655
OG0007606	CARHR200040	jg5152
OG0007607	CARHR200320	jg5129
OG0007608	CARHR200390	jg5122
OG0007609	CARHR200430	jg5114
OG0007610	CARHR200540	jg5100
OG0007611	CARHR200720	jg5080
OG0007612	CARHR200830	jg5070
OG0007613	CARHR201000	jg5051
OG0007614	CARHR201090	jg5044
OG0007615	CARHR201220	jg5032
OG0007616	CARHR201400	jg5013
OG0007617	CARHR201740	jg4980
OG0007618	CARHR201770	jg4978
OG0007619	CARHR202090, CARHR202030, CARHR202020	jg4952
OG0007620	CARHR202280	jg4930
OG0007621	CARHR202690	jg4893
OG0007622	CARHR204140	jg4742
OG0007623	CARHR204350	jg4720
OG0007624	CARHR204440	jg4710
OG0007626	CARHR205010	jg4664
OG0007627	CARHR205050	jg4660
OG0007628	CARHR205290	jg4631
OG0007629	CARHR205850	jg4567
OG0007630	CARHR205900	jg4556
OG0007631	CARHR224030	jg10878
OG0007632	CARHR224560	jg10828
OG0007633	CARHR224690	jg10813
OG0007634	CARHR224790	jg10806
OG0007635	CARHR224840	jg10801
